molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|SIC2|nFaHRing|RASA|FNSA3|FNSA5|PBF|PPSA3|RPSA|FNSA4|WPSA3|RPCS|FNSA1|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|FPSA5|DPSA1|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
6_a4|0.0|0|0|0.0|0.0|1|1|1|1.271761557|-0.19701009|5.4161004020000005|0.010164572|2|0.035283951|0.042096749|0.011457667|0.0032928379999999|10.92992785|-0.208689928|1|0.01098094|-0.073630392|-0.1738111839999999|2|0.664591856|0.76089528|-0.340860215|0.810030118|1|0.945545838|-0.052396457|-0.0670158929999999|0.417868437|4.324187697|0.054454162|-0.024618083|2.408866521|45.93422613|0.814470803|42.27020924|-13.71394596|33.5125766|0.423084148|2342.371538|526.7333132|1968.0178670000005|0.1855291969999999|5.758624844|0.733355042|5256.215815|0.008863911|-350.36323230000005|578.2065561000001|0.0|1.0|1.0|1.0|0.0|3.45|21.0|-7.99|5.1|5.23|43.6|3.09|2.0|109.7|0.0|1.0|3.0|27.0|3.0|-5.42|0.0|4.23|1.24e-05|0.0043799999999999|7.74e-06|0.00274|4.28|1.04e-08|-0.04867|4.8714|4.11|-1108.585859|-1108.563418|613.83|254.51|0.60542|0.5877|-1108.338577|0.0772|-0.16959|-1108.392115|3.2192|1.3|5.8861|5.8861
12y_a30|0.0|0|0|0.0|0.0|0|2|2|0.604984019|0.048343649|5.351858133|-0.037335306|2|0.044197531|-0.089502772|0.00604028|0.061944378|10.31162818|-0.058184644|1|0.006346396|-0.0922059569999999|-0.4579359229999999|1|0.842068099|0.768409873|-0.095969764|0.8146529229999999|0|0.8489185109999999|-0.070903795|-0.091248521|0.374181804|10.05775555|0.151081489|-0.034840345|6.751850651|0.0|0.820108145|69.55490151|-23.38859815|57.65603256|0.445723724|2847.362782|569.8856940000001|2411.415644|0.179891855|8.067590558|0.804154433|6301.067405|0.012362508|-429.782246|754.3941655|1.0|0.0|1.0|1.0|1.0|0.0|17.0|-7.38|4.87|3.23|81.65|3.25|2.0|137.21|0.0|1.0|5.0|31.0|4.0|-5.64|0.0|3.19|9.14e-07|0.00039|3.48e-06|0.00148|4.6|4.12e-08|-0.05065|5.1973|4.45|-1654.41361|-1654.382468|728.75|238.56|0.30617|0.6864399999999999|-1654.125015|0.1489|-0.1475|-1654.190369|5.1209|22.0|7.6576|7.6576
7s_a46|0.0|0|0|0.0|0.218897825|1|1|1|1.160371307|-0.0778653109999999|5.533389489|-0.076841616|1|0.044509804|-0.210750635|0.0060802|-0.005405515|10.94651358|-0.020953253|1|0.005577925|0.018964141|-0.3638523629999999|1|0.778692012|0.770312275|-0.030371026|0.8182543959999999|0|0.858788462|-0.096723151|-0.083011849|0.249893305|4.458665639|0.141211538|-0.031623562|2.240932895|0.0|0.8198874559999999|47.36217237|-15.894055599999998|53.07188519|0.433822088|1982.695462|431.6285339|1619.4591|0.1801125439999999|5.565371272|0.7662292690000001|4245.390306|0.01122216|-321.55195330000004|409.9543818|0.0|1.0|0.0|1.0|1.0|2.33|17.0|-6.08|3.65|3.9|50.94|2.39|0.0|91.19|0.0|1.0|2.0|23.0|3.0|-5.81|0.0|3.12|8.590000000000001e-05|0.0262|5.76e-05|0.0176|3.32|8.39e-07|-0.02024|5.2972|3.54|-974.8067569|-974.7707066|539.99|234.06|0.44692|0.69976|-974.615216|0.1186|-0.17923|-974.664103|3.6655|1985.0|5.7022|5.7022
12d_a31|0.0|0|0|3.441384322|0.0|0|1|1|0.61013528|0.039097757|5.733341277|-0.043220149|0|0.0359583329999999|-0.042401695|-0.002456634|-0.085780934|10.31169788|-0.032270224|2|0.000127275|-0.214049412|-0.550805937|0|0.8066174070000001|0.8343242820000001|-0.057226679|0.873955169|0|0.7054497479999999|-0.0938723509999999|-0.11498416|0.3996192999999999|21.06095035|0.294550252|-0.032542687|14.93891054|557.514503|0.6383648510000001|99.79879739|-23.08311261|87.64629597|0.389382761|2653.867767|500.3881827|2434.226776|0.361635149|9.445278138|0.63768714|5753.290126|0.02571268|-196.2893506|647.1500428999999|1.0|1.0|1.0|1.0|2.0|3.9|16.0|-7.63|6.04|4.09|117.37|1.31|2.0|112.97|0.0|1.0|9.0|29.0|5.0|-6.36|0.0|3.76|2.48e-06|0.0010199999999999|4.06e-05|0.0167|3.46|2.3500000000000002e-08|-0.03128|3.8477|5.0|-1657.471849|-1657.428467|730.86|322.23|0.7006600000000001|0.7006600000000001|-1657.1792779999998|0.2566|-0.15968|-1657.245177|3.3585|0.51|6.2924|6.2924
13f_a6|0.0|0|0|3.440154557|0.0|0|0|0|1.429020649|-0.088329567|4.727387819|-0.008507023|2|45.0|0.04505613|-0.003356527|-0.071478789|10.95053349|-0.049928822|1|-0.001446486|-0.223618825|-0.466314952|2|0.841211811|0.77199166|-0.088948538|0.834167942|1|0.863222493|-0.073352505|-0.092939631|0.176745407|12.46087045|0.136777507|-0.032802223|8.368715213|0.0|0.720711855|75.61173794|-22.02995852|61.72438096|0.401838426|2869.925064|579.7398537|3253.287533|0.279288145|9.050440345|0.6717890999999999|6128.208571|0.0196449239999999|-296.4599736|676.2770877|1.0|1.0|1.0|1.0|2.0|2.21|27.0|-10.18|5.01|4.53|103.17|0.92|1.0|123.82|0.0|0.0|5.0|32.0|5.0|-6.52|0.0|3.19|7.74e-06|0.00323|1.65e-05|0.00688|3.27|6.59e-11|-0.07786|4.8413|3.36|-1347.301285|-1347.266914|711.29|256.1|0.49643|0.70541|-1347.018087|0.0048|-0.12805|-1347.0794119999998|13.9612|42.0|7.3768|7.3768
13k_a6|0.0|0|0|3.423411754|0.0|0|1|1|1.42421381|0.031525207|5.351858133|-0.132667824|1|0.04162037|0.051404465|-0.009326562|0.0809333929999999|10.95129637|-0.072504783|1|-0.006280295|-0.073210645|-0.5627624379999999|1|0.8694295409999999|0.7908110340000001|-0.123105035|0.84018367|0|0.641032542|-0.11937574|-0.127178105|0.212093198|20.6185734|0.3589674579999999|-0.045420752|14.31458589|113.5526088|0.7971316940000001|100.7779947|-31.53366823|103.4959988|0.426031882|2966.890288|445.0412356000001|3332.974951|0.202868306|8.370126134|0.7422570490000001|6492.211639|0.017981419|-412.5714301|741.5222707|1.0|1.0|1.0|1.0|3.0|2.8|23.0|-8.89|4.55|3.8|115.15|1.39|1.0|124.98|0.0|1.0|7.0|33.0|5.0|-6.59|0.0|3.18|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|1.29e-09|-0.04851|5112.0|5.41|-1465.862962|-1465.83213|731.25|242.53|0.4547|0.70536|-1465.557346|0.0137|-0.14589|-1465.621288|10.5079|46.0|7.3372|7.3372
47c_a18|0.0|0|0|0.0|0.0|0|1|1|1.251176227|0.02368001|4.844187086|-0.048726885|0|0.032688172|0.047739847|0.0007979619999999|-0.058748345|10.94702285|0.028947131|0|0.002674691|-0.320309303|-0.455055055|0|0.784328127|0.758269842|0.050944273|0.7912974190000001|0|0.8128616409999999|-0.0715759629999999|-0.094000037|0.246894346|12.75381432|0.1871383589999999|-0.0321917939999999|10.25333491|103.416376|0.7489981509999999|88.76073429|-25.88035487|70.29678191|0.489290189|3228.879782|653.4941186000001|2027.892739|0.251001849|9.566965871|0.958059115|7527.530240999999|0.016406766|-400.3604527|1167.054827|1.0|1.0|0.0|1.0|3.0|0.0|18.0|-9.18|2.84|2.87|97.76|2.41|3.0|154.77|1.0|1.0|12.0|38.0|4.0|-6.61|0.0|2.42|1.84e-06|0.000947|8.12e-06|0.00417|3.98|6.67e-10|-0.0449|3.1096|7.72|-1664.753129|-1664.721977|850.89|398.71|0.6983199999999999|0.6983199999999999|-1664.201034|0.5869|-0.12841|-1664.277127|3.8573|3.0|8.5229|8.5229
1e_a5|0.0|0|0|2.953259375|0.0|0|0|0|1.427503886|-0.260066152|4.59511985|-0.009075016|2|0.027873016|-0.080321049|0.008031558|-0.1197834419999999|10.94440038|-0.040441176|1|0.007357977|0.0578378779999999|-0.201027861|2|0.71274658|0.771487328|-0.075239398|0.834250802|0|0.8805795|-0.06795194|-0.069725333|0.373935381|4.461204261000001|0.1194205|-0.0278901329999999|2.317577542|0.0|0.7473936259999999|44.38364879|-14.48881117|39.76196174|0.482579989|2107.092939|457.4574833|827.4861275000001|0.2526063739999999|6.41473183|0.932665879|4342.827698|0.0157106539999999|-257.0399733|409.0289917|1.0|1.0|0.0|1.0|1.0|2.17|23.0|-8.41|4.99|4.51|54.46|2.13|0.0|95.45|0.0|1.0|3.0|24.0|3.0|-5.77|0.0|3.44|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|0.0111|3.43|3.87e-09|-0.04186|4746.0|3.17|-990.6320386|-990.6006645|560.58|261.24|0.56258|0.51802|-990.471803|0.1355|-0.18105|-990.522307|3.0386|191.0|6719.0|6719.0
12af_a36|0.0|0|0|3.448611715|0.0|0|2|2|1.29704271|0.04293386|5.351858133|-0.081537769|2|0.039953704|0.091263447|-0.00233752|-0.074383486|10.96037047|0.00146554|1|-0.000472698|-0.213993335|-0.505160213|1|0.859938421|0.813346624|0.002492952|0.8631180940000001|0|0.755275519|-0.082549457|-0.1054605669999999|0.154396546|15.22358698|0.244724481|-0.035153522|10.57220682|127.6527374|0.6702409189999999|91.25505794|-24.41279506|72.55107063|0.448767097|3013.98446|524.5103537|3082.869129|0.329759081|8.59579222|0.8141152220000001|6499.41155|0.0259433429999999|-236.4517911|757.7532208|0.0|0.0|0.0|1.0|3.0|0.0|17.0|-6.93|2.38|1.65|98.3|1.49|1.0|138.06|0.0|1.0|7.0|33.0|5.0|-7.66|0.0|1.47|0.000292|128.0|0.000227|0.0997|1.85|1.1800000000000001e-07|-0.05882|5.2352|4.5|-1440.982935|-1440.954069|737.4|236.83|0.50179|0.70508|-1440.675702|0.0035|-0.13364|-1440.740243|9.4631|15.0|7.8239|7.8239
32_a47|0.0|1|1|0.0|0.0|1|1|1|1.216307925|-0.1746026239999999|4.727387819|0.000921003|3|0.035568182|-0.013510009|0.001861676|-0.026022099|10.95005715|-0.044598914|1|0.002350172|-0.157688306|-0.2749014|2|0.6636125860000001|0.810444864|-0.078006445|0.858292442|1|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|13.90468487|0.148372218|-0.026060474|10.01980854|44.50423685|0.64116122|68.76811937|-18.77935151|55.48373932|0.44289006|2808.210157|613.6886524|2255.632049|0.35883878|8.656942728999999|0.794977846|6235.398576|0.022735861|-203.4434306|682.9868225|1.0|1.0|0.0|1.0|2.0|3.67|21.0|-8.82|4.18|5.07|67.66|3.11|2.0|125.17|0.0|1.0|5.0|31.0|5.0|-6.34|0.0|3.94|1.5399999999999998e-05|0.00674|8.89e-06|0.0038799999999999|3.7|1.5e-09|-0.05682|4.9046|2.97|-1778.127634|-1778.0970140000002|692.49|252.79|0.48011|0.68986|-1777.843462|0.2839|-0.1509599999999999|-1777.90286|6.3139|0.1|7.0|7.0
16_a4|0.0|0|0|0.0|0.0|1|1|1|1.398650725|-0.219944434|5.4161004020000005|-0.095499301|1|0.04501634|0.007101649|0.0067511459999999|-0.148022089|10.94592242|0.019290123|1|0.006466406|-0.0513920109999999|-0.214481956|1|0.490768328|0.774455255|0.0293772029999999|0.8366279120000001|0|0.7898461090000001|-0.073335635|-0.080093659|0.292255386|6.761192037000001|0.210153891|-0.033372358|3.330045338|74.430775|0.832461695|45.11883447|-16.43666742|42.88070889|0.455802506|2101.6948030000003|389.0176968|1522.164774|0.167538305|5.548106463|0.837568182|4520.2597670000005|0.0115138339999999|-327.4903335|322.8922084|1.0|0.0|0.0|1.0|0.0|3.08|17.0|-6.36|4.49|4.96|30.71|3.44|1.0|85.02|0.0|1.0|2.0|23.0|4.0|-5.64|0.0|3.91|0.0001199999999999|0.0371|3.68e-05|0.0114|3.59|4.33e-07|-0.03965|4511.0|4.05|-1057.494456|-1057.478071|515.68|274.85|0.51149|0.54061|-1057.3808390000002|0.1006|-0.17375|-1057.429593|1.9873|343.0|6.4647|6.4647
18b_a25|0.0|0|0|0.0|0.0|1|0|0|1.194228955|-0.147813831|4.727387819|0.0131826839999999|2|0.038137255|-0.018632104|0.006181503|0.014055398|10.31286058|0.0009956189999999|1|0.00598031|-0.061048368|-0.303383008|2|0.721100414|0.7723870909999999|0.001715854|0.8333962429999999|1|0.936253893|-0.063132226|-0.078644297|0.348987182|8.972372556|0.063746107|-0.0305838929999999|6.296086869|0.0|0.7847794690000001|64.81723515|-21.46130777|53.27347337|0.493622561|3051.645565|656.9874135|2327.4502850000003|0.215220531|8.654596906|0.974811521|6973.180791|0.013724883|-399.6704921|809.2903831|1.0|1.0|1.0|1.0|1.0|3.56|27.0|-9.84|5.93|5.59|111.51|2.2|2.0|138.56|0.0|1.0|6.0|34.0|4.0|-5.93|0.0|4.35|2.87e-07|0.000132|1.95e-06|0.000899|4.48|1.4500000000000002e-10|-0.07066|5.5437|4.32|-1767.52411|-1767.494087|728.12|223.65|0.36733|0.54166|-1767.2232149999998|0.0468|-0.15079|-1767.286778|2752.0|51.0|7.2924|7.2924
3e_a32|0.0|1|1|3.501917045|0.0|0|0|0|0.609420788|0.015619823|5.733341277|-0.058503168|0|0.044949495|-0.057366352|0.000655875|-0.114649277|10.31100276|-0.080731823|3|0.002004382|-0.1395294259999999|-0.551661318|0|0.8315372|0.8046468659999999|-0.12378337|0.85921771|1|0.8681696109999999|-0.073411249|-0.100056595|0.290874543|6.69516884|0.131830389|-0.030786645|3.608094688|0.0|0.7752553659999999|60.86894767|-16.59123638|46.25723848|0.4513338939999999|2212.661182|467.865447|1732.3689949999998|0.224744634|5.863649531|0.822602107|4827.877259000001|0.012891628|-296.6758413|421.3548777|1.0|1.0|1.0|1.0|1.0|3.04|19.0|-6.92|6.8|5.24|110.94|1.94|1.0|97.86|0.0|1.0|3.0|23.0|3.0|-5.2|0.0|4.3|3.02e-07|0.000103|6.6e-06|0.00225|4.47|1.2099999999999998e-07|-0.0534399999999999|3.5589|3.52|-1672.748189|-1672.722302|578.77|348.38|0.7025399999999999|0.7025399999999999|-1672.576776|0.2914|-0.14754|-1672.62984|5.6928|8.0|8.0862|8.0862
11b_a5|0.0|0|0|2.943854668|0.0|0|0|0|1.277648917|-0.2023158669999999|4.59511985|0.008093965|2|0.023988604|-0.067519041|0.006121601|-0.118167947|10.94877958|-0.0536971829999999|1|0.005685558|-0.017658026|-0.252164213|2|0.735954089|0.805760343|-0.106187688|0.8645824520000001|0|0.8737310509999999|-0.07633373|-0.080664777|0.378154801|9.829471091|0.126268949|-0.029332646|5.900883275|1.880682804|0.66824472|62.16286481|-17.60913884|55.65456427|0.456131351|2434.505303|524.5231302|913.0178976|0.33175528|8.936258446|0.83867925|5107.577902|0.0228838029999999|-202.0032297|504.9898148|1.0|1.0|1.0|1.0|1.0|2.55|23.0|-9.15|5.38|4.82|63.69|2.01|2.0|106.58|0.0|1.0|6.0|27.0|4.0|-6.03|0.0|3.68|2.26e-05|0.00853|2.04e-05|0.00767|3.62|7.109999999999997e-10|-0.0418399999999999|4.4995|3.31|-1564.761898|-1564.72614|635.55|275.55|0.61027|0.6284|-1564.56504|0.2013|-0.17107|-1564.621301|2.8531|19.0|7.7212|7.7212
11e_a5|0.0|0|0|2.971327032|0.0|0|1|1|1.338814635|-0.2114441819999999|5.209486153|0.038643235|2|0.020943152|-0.07965|0.008268901|-0.16669151|10.9487795|-0.010236262|1|0.008721244|-0.147721258|-0.234433859|2|0.77509232|0.775794895|-0.02059071|0.8215345|0|0.876758791|-0.062865536|-0.0790189759999999|0.372098505|7.986070113999999|0.123241209|-0.0282210629999999|5.290414418|0.0|0.72163516|63.5644542|-18.69519243|49.63167715|0.483563144|2721.416353|580.8135016|960.0428704|0.27836484|9.387474824|0.936345148|5675.693973|0.016933845|-293.6467698|735.3048881|0.0|1.0|1.0|1.0|1.0|3.43|23.0|-8.95|5.03|4.29|66.93|1.83|2.0|125.71|0.0|1.0|7.0|31.0|5.0|-6.28|0.0|3.63|2.23e-05|0.00919|1.9e-05|0.00782|3.56|1.13e-09|-0.03808|4.4179|2.91|-1316.547103|-1316.512503|717.76|280.64|0.66478|0.6505|-1316.239803|0.2125|-0.16751|-1316.301553|2.8694|0.04|7.3979|7.3979
9h_a24|0.0|0|0|2.916716427|0.0|1|0|0|1.428198245|-0.203768024|5.209486153|2.01e-05|2|0.023854167|0.078066659|0.013595277|-0.209618231|10.96661419|-0.002471577|2|0.012380829|-0.047269812|-0.207206943|2|0.687815726|0.78742035|-0.004960317|0.859720539|0|0.883775278|-0.060337884|-0.0687348109999999|0.4016070679999999|8.724425117000001|0.1162247219999999|-0.026280957|4.123788393|1.773520599|0.572371258|47.51520531|-12.42226332|37.24443236|0.477589721|2062.34011|417.7355164|768.1954692|0.427628742|5.805547147|0.914204295|4170.098082|0.031789952|-68.41568372|295.8603625|1.0|0.0|0.0|1.0|1.0|1.96|22.0|-6.05|2.42|2.72|72.28|1.07|0.0|82.17|0.0|1.0|3.0|22.0|4.0|-6.85|0.0|1.97|0.00147|423.0|0.000575|166.0|1.7|8.95e-07|-0.0435399999999999|5.1739|1.16|-945.2642633|-945.2337612|506.68|239.63|0.54606|0.61928|-945.153352|0.0073|-0.18239|-945.200628|7.7741|77.0|7.1135|7.1135
14i_a23|0.0|1|1|0.0|0.0|2|0|0|1.197963212|0.142566578|5.351858133|-0.130330047|2|0.0432555559999999|0.040408197|0.002243702|-0.018541856|10.31321758|-0.026731172|2|0.002496501|-0.033435987|-0.569707595|2|0.77007911|0.8025091329999999|-0.04255066|0.864206467|1|0.777952733|-0.0889593869999999|-0.096562208|0.266320368|14.65077903|0.222047267|-0.039760909|10.01786784|93.48624142|0.7780956840000001|79.20815775|-27.18760085|75.47917433|0.478050606|3097.406945|531.9462982|2447.1741030000003|0.221904316|8.107659819|0.915894552|7030.347905|0.019276934|-380.3109456|693.3423458|0.0|0.0|1.0|1.0|2.0|2.64|26.0|-6.96|2.57|3.12|148.11|2.28|1.0|128.38|1.0|1.0|6.0|33.0|5.0|-7.33|1.0|2.61|6.11e-06|0.00278|4.03e-05|0.0183|2.46|1.11e-07|-0.08025|3.6931|4.64|-1798.64228|-1798.608335|715.68|335.72|0.55606|0.55606|-1798.371346|0.3639|-0.1509599999999999|-1798.434186|8.3755|3.0|8.4622|8.4622
3c_a32|0.0|1|1|3.452148526|0.0|0|0|0|0.6094207970000001|0.025890116|5.733341277|-0.048337951|0|0.043817204|-0.0522536959999999|-0.00017094|-0.113334836|10.31100278|-0.01180891|3|0.00124359|-0.145525719|-0.5427297289999999|0|0.831186295|0.839409251|-0.019130435|0.901864778|1|0.888766719|-0.0679200029999999|-0.0943910459999999|0.216289509|7.772301225|0.1112332809999999|-0.0288417079999999|3.995552912|0.0|0.693952122|57.94025396|-14.82682786|42.68833949|0.423167668|2152.627425|456.8935699|1393.156794|0.306047878|5.605165488|0.733606015|4598.027604999999|0.018316536|-199.4122311|370.5811396|1.0|1.0|1.0|1.0|1.0|2.95|19.0|-6.89|6.61|4.68|110.94|1.7|1.0|93.05|0.0|1.0|3.0|22.0|3.0|-5.35|0.0|4.02|6.65e-07|0.000217|1.22e-05|0.00399|4.14|1.28e-07|-0.05487|3.5169|3.02|-1633.443791|-1633.419633|544.22|352.54|0.7034600000000001|0.7034600000000001|-1633.297494|0.5017|-0.14219|-1633.348356|5.0659|9.0|8.0458|8.0458
12t_a30|0.0|0|0|0.0|0.0|0|2|2|0.60498454|0.073057637|5.351858133|-0.097216874|2|0.044197531|-0.0596036729999999|-0.002544958|-0.0682882559999999|10.31162892|-0.04950715|1|-0.001131023|-0.145315868|-0.464720444|1|0.609043558|0.83236194|-0.080971844|0.889479916|0|0.696413582|-0.090535776|-0.1011561919999999|0.408290036|12.26965165|0.303586418|-0.037159417|7.981057356|0.0|0.745705883|78.8278828|-24.17113783|71.1605835|0.445760296|2976.648597|452.99711|2479.787504|0.254294117|7.957774504|0.804273481|6617.834146|0.020029588|-319.6492937|616.2856203|1.0|0.0|1.0|1.0|1.0|0.0|17.0|-7.16|4.67|3.74|81.65|3.58|2.0|127.19|0.0|1.0|5.0|31.0|6.0|-6.06|0.0|3.21|3.24e-06|0.00141|6.71e-06|0.00291|4.07|6.900000000000002e-08|-0.05542|5.0693|4.32|-1774.2421780000002|-1774.208418|677.85|244.58|0.33647|0.6842600000000001|-1774.0165149999998|0.1561|-0.15029|-1774.077985|3.2145|9.0|8.0496|8.0496
7f_a8|0.0|0|0|2.961566988|0.0|1|0|0|1.394802504|-0.139912829|4.844187086|-0.073219554|0|0.044814815|0.034392285|0.00112124|-0.087673259|10.94343485|0.0260356679999999|1|0.00084936|0.141285105|-0.381574707|0|0.515235986|0.7051689170000001|0.041366689|0.7677336090000001|0|0.770229267|-0.091890536|-0.08790841|0.3155671539999999|7.858266077000001|0.229770733|-0.040738044|4.471132824|55.49953831|0.880922225|55.85651025|-23.17880348|60.14140162|0.4513917389999999|2534.956113|438.23883319999993|1854.738581|0.119077775|7.704280774|0.822794279|5662.145174|0.010262531|-433.4681077|446.5544107|1.0|0.0|1.0|0.0|1.0|3.23|23.0|-8.46|5.52|5.49|61.58|4.27|2.0|101.89|0.0|1.0|3.0|28.0|4.0|-5.27|0.0|4.63|2.09e-06|0.00078|3.16e-06|0.00118|4.66|3.5e-09|-0.07492|3.8187|6.81|-1285.196168|-1285.168078|584.99|324.68|0.7024199999999999|0.6987399999999999|-1285.017838|0.1502|-0.14506|-1285.071664|11.6137|35.65|4.4479|4.4479
2_a33|0.0|1|1|3.396444161|0.0|0|0|0|0.609420748|0.047294725|5.733341277|-0.064926835|0|0.039958333|-0.049900189|-0.002514803|0.070526947|10.31100266|-0.05997501|3|-0.000810928|-0.148024156|-0.593915758|0|0.787714775|0.833090592|-0.096644295|0.8799816220000001|1|0.8195154109999999|-0.0804186|-0.104047115|0.411881091|11.27469555|0.1804845889999999|-0.031851158|6.889294995|44.34034244|0.702597735|75.44970552|-19.46234551|60.41371259|0.4699986339999999|2632.195388|500.7570617|3245.244678|0.297402265|6.152818143999999|0.8867875909999999|6067.635829|0.019430318|-247.5908207|618.9134881|1.0|0.0|1.0|1.0|2.0|3.51|19.0|-7.67|6.7|4.63|140.04|1.33|2.0|115.28|1.0|1.0|7.0|28.0|4.0|-6.17|1.0|3.98|4.44e-07|0.000183|1.6800000000000002e-05|0.0069|3.72|2.13e-08|-0.04967|3.6281|5.11|-1920.079174|-1920.049452|655.74|341.74|0.70205|0.70205|-1919.830424|0.2911|-0.15012|-1919.890628|5539.0|6.0|8.2596|8.2596
10_a3|0.0|0|0|0.0|0.0|0|0|0|0.605017375|0.190318474|4.727387819|-0.1152010919999999|3|0.034166667|0.017396832|-0.008037672|0.018484177|10.31162304|0.043342516|1|-0.005959152|-0.0947326669999999|-0.616256033|3|0.8947911009999999|0.743072638|0.078405316|0.8136572320000001|1|0.747406318|-0.1007256719999999|-0.0989320009999999|0.518341632|6.768239856|0.252593682|-0.0359752729999999|3.134330682|80.37219813|0.7066293240000001|56.68388955|-16.65993003|53.41368558|0.41220272|2098.79955|346.1193167|1361.86525|0.293370676|5.031169383|0.701266803|4600.496436|0.023470578|-191.3775649|311.6695405|0.0|1.0|0.0|1.0|1.0|1.78|21.0|-6.51|3.79|3.41|105.82|1.2|0.0|88.28|0.0|1.0|2.0|22.0|4.0|-6.44|0.0|2.52|5.07e-05|0.0155|0.000145|0.0443|2.43|3.06e-07|-0.06238|5375.0|1.64|-1288.190838|-1288.150029|498.67|230.67|0.41894|0.68995|-1288.050987|0.0463|-0.15011|-1288.097561|9.3381|7943.0|5.1|5.1
15a_a50|0.0|1|1|0.0|0.0|2|1|1|1.3530592819999998|-0.113976703|5.82008293|-0.06317118|1|0.035694444|-0.0446629609999999|0.005366038|-0.15010386|10.94500663|-0.125205943|2|0.005828749|-0.209259615|-0.325638639|1|0.797917311|0.821868651|-0.207610131|0.8749408470000001|1|0.837789896|-0.0783960279999999|-0.084501726|0.4349386739999999|10.77967103|0.162210104|-0.029316925|6.450390922|0.0|0.705410595|61.78266878|-17.54280159|57.69065967|0.4476230879999999|2503.770258|501.3207109|1754.903963|0.294589405|8.095541483|0.8103580690000001|5401.219537|0.018747341|-245.8291419|569.5267957000001|0.0|1.0|1.0|1.0|1.0|2.63|20.0|-6.09|3.23|3.57|68.76|1.87|1.0|110.43|0.0|1.0|5.0|28.0|4.0|-6.78|0.0|2.76|0.000251|0.0933|0.0001189999999999|0.0444|2.51|8.070000000000001e-07|-0.03255|4.0408|2.66|-1199.818129|-1199.784983|644.4|306.83|0.66132|0.66132|-1199.572081|0.1767|-0.16693|-1199.629702|9.0948|41.0|7.3872|7.3872
14c_a22|0.0|0|0|0.0|0.0|1|0|0|1.42291727|-0.134137693|4.727387819|-0.018518519|2|0.038137255|-0.026986769|0.003784292|-0.023927419|10.9464374|0.006275578|1|0.004362505|-0.160566657|-0.364626967|2|0.667111824|0.773044788|0.010828071|0.8353837409999999|1|0.866576459|-0.067475189|-0.080077573|0.6160012029999999|17.68831053|0.133423541|-0.030217952|12.73426132|78.22334636|0.66168729|75.5139152|-21.75466672|66.26540251|0.462147828|3079.4894480000003|623.8702703|2092.7515510000003|0.33831271|8.626337592|0.8592469290000001|6882.45|0.024813755|-232.8055235|731.8178649|0.0|1.0|1.0|1.0|1.0|2.85|27.0|-9.28|3.9|4.18|109.38|1.08|1.0|128.77|0.0|1.0|6.0|34.0|6.0|-6.96|0.0|2.98|1.39e-05|0.00618|2.4e-05|0.0107|2.9|5.269999999999997e-10|-0.07399|5.7361|4.79|-1460.602657|-1460.571156|715.52|216.15|0.3078|0.69113|-1460.324494|0.0694|-0.15408|-1460.38772|9.04|153.0|6.8153|6.8153
