molecula|Fraction Csp3|MATS8s|GeomRadius|SssssC|SRW09|nFaHRing|FNSA3|PBF|Dipole (water)|AATSC1c|CYP2D6 inhibitor|CYP3A4 inhibitor|Lipinski|Synthetic Accessibility|WNSA5|AATSC8d|Absorption Energy (HOMO-LUMO transition) (eV)|DPSA3|pIC50
1_a3|0.18|-0.126299711|4.984064981|0.0|6.823286122000001|1|-0.098872259|0.521474118|3.4319|-0.006053652|1.0|1.0|0.0|3.83|-19.55367089|0.032569462|3.8645|49.13501083|6.1403
47k_a18|0.3|0.022512501|9.777177947|0.0|7.03438793|0|-0.065324278|0.3533268229999999|5.2253|-0.0067578909999999|1.0|1.0|1.0|4.66|-55.10689702|-0.008576013|3.0948|63.50225571|7.5376
12aj_a36|0.17|0.091113865|8.056502837|0.0|7.412764017000001|0|-0.073002742|0.251263868|7.8393|-0.00706023|0.0|0.0|0.0|4.84|-42.23511741|-0.042227364|3.6017|58.52715472|7.7696
12aa_a30|0.21|0.024991407|8.65813938|0.0|7.412764017000001|0|-0.078042288|0.418522684|6.4878|-0.008848121|0.0|1.0|0.0|4.86|-49.44198469|-0.007369513|3.4642|76.08850600000001|8.1135
IN1233_a59|0.08|-0.107446431|8.011984402000001|0.0|6.842683282|1|-0.092761756|0.356444983|7.6059|-0.008841844|1.0|1.0|0.0|3.48|-42.16752524|-0.054458882|3.5355|68.94000009|7.4685
47d_a18|0.32|-0.002494715|9.940531282|0.0|7.03438793|0|-0.06394156|0.445704576|4.2225|-0.006087337|1.0|1.0|1.0|4.73|-58.06490563|0.016324953|3.1079|64.59518279|8.0969
10_a3|0.0|-0.140523767|5.031169383|0.0|6.823286122000001|1|-0.1007256719999999|0.518341632|9.3381|-0.010609861|1.0|1.0|0.0|3.02|-21.21655855|0.043342516|3.4217|53.41368558|5.1
13g_a6|0.12|0.095969451|7.968172425|0.0|6.842683282|1|-0.074216821|0.2141642839999999|13.3225|-0.006574579|1.0|1.0|0.0|3.61|-44.57717132|-0.080022038|3.2472|63.95581946|6.9245
14s_a23|0.05|0.096014944|7.548546899|0.0|7.423568444|1|-0.055037441|0.2387634619999999|6.4428|-0.005854379|0.0|1.0|0.0|3.45|-33.12848261|-0.064006338|3.6828|48.11843993|8.5482
8_a15|0.19|0.0937475619999999|6.093505548|0.0|0.0|0|-0.071552706|0.381651497|1.4589|-0.009853404|1.0|1.0|0.0|3.14|-40.33569847|-0.014489333|3.7426|61.44071008|6.9666
4a_a49|0.22|0.0063958109999999|7.934892916|0.0|7.535296702|1|-0.094228246|0.433367368|4.8706|-0.006602016|1.0|1.0|0.0|3.35|-33.05061877|0.018857363|3.7876|68.30645049|7.4949
18c_a22|0.08|-0.032031791|7.332936064|0.0|6.842683282|1|-0.057956428|0.5003904610000001|1.0733|-0.003749104|1.0|1.0|0.0|3.56|-36.55965924|0.006275578|3.7222|53.82294919|7.585
12t_a36|0.21|-0.009662203|7.960344391|0.0|7.412764017000001|0|-0.0735262|0.318666358|7.9104|-0.00673635|0.0|0.0|0.0|4.94|-44.63604995|-0.0288761339999999|3.6694|60.71345614|8.0969
12f_a31|0.41|-0.021938988|9.859605078|0.0|7.765993078999999|0|-0.097676974|0.262896936|3.3538|-0.011835152|1.0|1.0|0.0|3.86|-57.54866283|-0.0164221939999999|3.8305|87.41178754|6.8861
4f_a49|0.14|-0.00953448|6.302023735|0.0|7.535296702|1|-0.102926696|0.480786546|1.8254|-0.008903208|1.0|0.0|0.0|3.07|-26.51573683|0.0705130559999999|3.7098|64.88887164|7.3979
14ab_a23|0.12|-0.085303124|7.83369055|0.0|7.423568444|1|-0.051974369|0.20155691|8.4721|-0.0050415|0.0|1.0|0.0|3.63|-35.76253038|-0.03821899|3.6587|47.90644969|8.4012
14b_a23|0.05|-0.00399443|7.833620016|0.0|7.423568444|1|-0.063267638|0.228282196|9.7544|-0.006248709|0.0|1.0|0.0|3.42|-34.64639496|-0.047410593|3.706|54.274732400000005|8.3536
7_a27|0.2|0.147753647|6.446345598|0.0|6.842683282|1|-0.060745542|0.358145768|6.3813|-0.00601016|0.0|1.0|0.0|3.24|-26.6343589|-0.056500475|4.1205|42.57323098|9.0
14_a1|0.05|-0.08530265|7.46120838|0.0|7.423568444|0|-0.12658238|0.206941175|5.3099|-0.015636898|1.0|1.0|0.0|3.25|-42.99041175|-0.0492229479999999|3.3061|94.53410059|7.0269
28_a47|0.05|-0.175007067|7.864990866|0.0|6.842683282|1|-0.1132830309999999|0.310094808|8.17|-0.009689834|1.0|1.0|0.0|3.08|-37.72858603|0.0467853809999999|3675.0|82.83994768|7.6
11_a4|0.23|-0.163623353|6.850305797000001|0.0|7.535296702|1|-0.054262142|0.4523305489999999|5.3012|-0.001098364|1.0|1.0|0.0|3.31|-21.81135655|-0.0043410079999999|3.78|36.75497433|6.9586
1g_a5|0.05|0.030722968|7.312498266|0.0|6.605297921|0|-0.070108797|0.39389953|5.2707|-0.003919036|1.0|1.0|0.0|2.79|-21.388323|-0.0353243789999999|4.1733|48.55052611|6.9393
19a_a22|0.08|-0.155892259|8.648671382|0.0|6.842683282|1|-0.090145161|0.51561501|6.5658|-0.009145283|1.0|1.0|0.0|3.61|-52.17015658|0.016501913|3.5809|85.79797858|7.3188
EW7203_a60|0.13|0.002441966|8.310125852|0.0|7.412764017000001|0|-0.076068195|0.345488097|2.5159|-0.00698487|0.0|1.0|0.0|4.75|-40.24477665|-0.051413084|3.5192|62.22940284|8.0334
1k_a5|0.0|-0.011552666|6.710535795|0.0|6.605297921|0|-0.078995018|0.425724957|2.3036|-0.0030192829999999|1.0|1.0|0.0|2.71|-19.44172742|-0.011848312|4.4063|45.98095096|7.3188
12bc_a36|0.14|0.006621918|8.273766079|0.0|7.412764017000001|0|-0.077192869|0.326764696|9.2445|-0.007661816|0.0|0.0|0.0|4.73|-48.36968394|-0.027636036|3.8696|64.13376391|8.0969
2_a33|0.3|-0.0212158239999999|6.152818143999999|0.0|7.765993078999999|1|-0.0804186|0.411881091|5539.0|-0.009168933|0.0|1.0|0.0|3.57|-38.84811555|-0.05997501|3.6281|60.41371259|8.2596
12a_a36|0.14|-0.012112722|6.600635115|0.0|7.412764017000001|0|-0.076154312|0.436020272|8.5603|-0.007471648|0.0|0.0|0.0|4.75|-39.52572284|-0.065913514|3.6682|58.79461567|7.8861
16a_a10|0.3|-0.068377262|8.531706024|0.0|7.535296702|1|-0.052574986|0.3637074329999999|4.6574|-0.00230615|1.0|1.0|0.0|4.11|-36.90194151|-0.0048530629999999|3.8718|46.01490333|7.3279
11c_a31|0.28|0.013528742|7.259183801|0.0|7.765993078999999|0|-0.138002689|0.3608415239999999|7.5091|-0.0184155389999999|0.0|1.0|0.0|3.51|-48.16624372|-0.085216451|3.8551|100.8824395|6.8861
15_a4|0.11|0.095534883|5.459799482|0.0|7.535296702|0|-0.062151785|0.2517542889999999|3.0091|-0.001986535|0.0|0.0|0.0|3.28|-16.95780525|0.022446689|4.2148|35.02894809|6.757
22_a10|0.17|-0.02603707|8.84228648|0.0|7.535296702|1|-0.053881447|0.775071808|6.5841|-0.005035102|1.0|1.0|0.0|3.74|-39.42279832|-0.020475007|3.8517|54.98945848|5.9586
17c_a50|0.35|-0.139943634|8.310163601000001|0.0|7.934155233999999|1|-0.051905615|0.446454378|8.5146|-0.002676029|1.0|1.0|0.0|4.12|-34.87982686|-0.120904775|4.0432|50.6217864|7.1612
14c_a22|0.08|-0.096749121|8.626337592|0.0|6.842683282|1|-0.067475189|0.6160012029999999|9.04|-0.005236206|1.0|1.0|0.0|3.49|-41.50359456|0.006275578|3.6741|66.26540251|6.8153
18_a10|0.32|0.048377088|7.204851347999999|0.0|7.78113851|1|-0.0575419659999999|0.656664457|5.9029|-0.00309846|1.0|1.0|0.0|4.07|-30.63863373|-0.0280813039999999|3.7977|48.64284759|6.8861
4c_a46|0.38|0.072412685|7.172412106|0.139403726|7.825245291|0|-0.063644365|0.305199509|5.4491|-0.005085922|0.0|1.0|0.0|4.09|-34.9456654|-0.068256579|4.1026|49.01980408|5.6972
12o_a30|0.14|-0.054392357|7.400912529|0.0|7.412764017000001|0|-0.076908942|0.402022325|6.8632|-0.0068750669999999|0.0|0.0|0.0|4.63|-40.37291185|-0.087019298|3.4817|59.43716284|7.8097
12aw_a36|0.14|-0.022464907|7.545677222999999|0.0|7.412764017000001|0|-0.088516379|0.373775982|6.5278|-0.008293935|0.0|0.0|0.0|4.73|-47.12705211|-0.034663063|3.8763|71.5057033|8.0458
12an_a36|0.17|-0.009636347|8.773001855|0.0|7.412764017000001|0|-0.073519599|0.270501913|6.2182|-0.0070293469999999|0.0|1.0|0.0|4.85|-48.0034364|-0.031635802|3.7872|61.37296195|7.3979
12b_a5|0.33|0.066588785|8.398709622|0.0|6.605297921|0|-0.066227158|0.350286421|8.2868|-0.001991527|1.0|1.0|0.0|4.05|-27.27837078|-0.016614746|1.4454|52.20772716|7.3768
9a_a36|0.14|-0.019008343|7.546661564|0.0|7.412764017000001|0|-0.073689118|0.204819754|7.4992|-0.007853595|0.0|0.0|0.0|4.69|-40.61536816|-0.06502499|3.8677|59.5185754|7.8861
17_a3|0.0|0.1789147639999999|6.2477303310000005|0.0|6.823286122000001|1|-0.098658557|0.225087454|4.8815|-0.009450704|1.0|1.0|0.0|3.13|-24.87357062|-0.0510707059999999|3.2102|55.45324083|7.6383
9a_a40|0.06|-0.394662853|6.749223592000001|0.0|7.515889085|1|-0.060029933|0.002467659|5.09|-0.003680068|0.0|1.0|0.0|3.26|-17.0405052|-0.1720337089999999|3.3192|34.36063715|6.6696
6b_a40|0.21|0.003163118|6.976123351|0.0|8.421342866|1|-0.107699967|0.417254814|11.3203|-0.014861289|0.0|1.0|1.0|4.02|-53.15460718|-0.226457281|3.1026|81.90640622|7.5229
12q_a30|0.17|0.01661722|7.346842839|-4.76444841|7.412764017000001|0|-0.087348134|0.596557166|6.821000000000001|-0.015322396|0.0|0.0|0.0|4.73|-53.67653794|-0.021542639|3.4834|69.60189582|7.4449
14x_a23|0.05|-0.035031888|7.777802167999999|0.0|7.423568444|1|-0.0708831479999999|0.229141189|8.1916|-0.0065692219999999|0.0|0.0|0.0|3.42|-37.00022522|-0.0229244|3.6941|61.61945314|8.4949
21b_a23|0.08|0.131951284|8.773746105|0.0|7.525639975|1|-0.0596425779999999|0.224930782|13.2567|-0.005936474|0.0|1.0|0.0|3.59|-40.84133198|-0.0490623259999999|3.6237|51.9633947|7.0691
10_a32|0.22|0.012125768|7.079344111|0.0|7.765993078999999|1|-0.088310158|0.266552538|3.2297|-0.016404762|0.0|1.0|0.0|3.56|-46.69945835|-0.047619048|3.6441|70.46302679|8.1427
1n_a5|0.05|-0.013686011|7.881746117|0.0|6.605297921|0|-0.082180848|0.428980979|0.7104|-0.007315978|1.0|1.0|0.0|2.88|-27.00168194|-0.047910067|4.3838|60.44890447|7.5686
14r_a23|0.05|0.03753491|7.555307147000001|0.0|7.423568444|1|-0.062618931|0.375360556|8.8722|-0.006323791|0.0|0.0|0.0|3.47|-35.61466281|-0.064006338|3.1797|52.67940305|8.2684
12am_a36|0.17|-0.0147665219999999|8.772646622|-4.723487246|7.412764017000001|0|-0.091472759|0.305015372|8.0872|-0.015884751|0.0|0.0|0.0|4.81|-56.3667958|-0.037654321|3.8606|75.34643812|7.2218
12c_a5|0.24|0.05430631|7.293547043999999|0.0|6.605297921|0|-0.070873852|0.450827114|3.5993|-0.002685954|1.0|1.0|0.0|3.27|-28.59715492|0.0072946769999999|4.0116|57.39441476|7.3279
12q_a36|0.14|-0.017640538|7.546533709|0.0|7.412764017000001|0|-0.07607684|0.324924033|6.4226|-0.00761082|0.0|0.0|0.0|4.74|-44.31949385|-0.0433009009999999|3.8653|61.18276554|8.2218
47a_a18|0.28|-0.008965701|10.20255289|0.0|7.03438793|0|-0.082855697|0.371382587|3.0133|-0.006027559|1.0|1.0|1.0|4.97|-66.76209701|0.052572636|3.1947|79.51543089|9.0
8m_a46|0.3|-0.084989948|5.684332261000001|0.2148468989999999|7.727094485|0|-0.0911455|0.280198209|3.1675|-0.00517896|1.0|1.0|0.0|3.24|-23.9511632|-0.064176245|4.2881|52.0671834|6.6402
47f_a18|0.34|-0.009917608|10.55465562|0.0|7.03438793|0|-0.063824969|0.375218907|4.4861|-0.005817448|1.0|1.0|1.0|4.87|-61.15474298|-0.008224928|3.0964|65.93954138|8.0458
15a_a10|0.29|-0.0232534929999999|6.71451044|0.0|7.535296702|1|-0.0458501609999999|0.754451037|6.1108|-0.00244937|1.0|1.0|0.0|3.5|-31.83957238|-0.062038567|3.7639|39.61363829|7.6198
11b_a31|0.24|0.067031897|6.83089364|0.0|7.765993078999999|0|-0.143839236|0.26165445|4.7518|-0.01950528|0.0|1.0|0.0|3.41|-46.10900197|-0.046362952|3.8437|101.1192111|6.2757
14_a47|0.0|-0.085385518|6.909385453|0.0|6.605297921|1|-0.093553938|0.2662137639999999|3665.0|-0.006070958|1.0|1.0|0.0|2.78|-23.9422834|0.0295267039999999|3.9671|57.32194098|8.1
41_a47|0.16|0.08640454|7.168742909|0.0|6.842683282|1|-0.061101947|0.245948366|6.8546|-0.004083905|1.0|1.0|0.0|3.18|-28.69838714|0.075316535|3.7144|44.86996758|8.0
11d_a5|0.17|-0.018747485|8.920296087|0.0|6.605297921|0|-0.063028408|0.359644732|3.7008|-0.003373937|1.0|1.0|0.0|3.13|-34.21147402|0.01948342|4107.0|48.19862797|7.8239
18c_a30|0.13|0.034468997|7.646050338999999|0.0|7.412764017000001|0|-0.105618255|0.42531141|8.64|-0.0109670669999999|0.0|0.0|0.0|4.85|-50.86775696|-0.0351777|3.4848|84.38908035|7.9208
11f_a5|0.24|-0.008110526|9.683662007|0.0|6.605297921|0|-0.068361657|0.368815548|2.9697|-0.0037371509999999|1.0|1.0|0.0|3.35|-36.14073513|-0.0080939669999999|4.1356|62.99140465|7.9208
12b_a40|0.0|0.026452642|8.132984007000001|0.0|7.515889085|1|-0.065048707|0.2160572999999999|6.3131|-0.004650218|0.0|0.0|1.0|3.26|-24.3068084|-0.1537981269999999|3407.0|43.22826564|7.3979
12h_a36|0.17|-0.10861416|7.428908584|0.0|7.412764017000001|0|-0.073572836|0.3726296|8.7377|-0.0086750619999999|0.0|0.0|0.0|4.8|-45.96672487|-0.051080247|3.4554|66.44902736|7.8539
19g_a38|0.14|-0.063110203|6.327835378|0.0|7.412764017000001|0|-0.086314802|0.5322242429999999|6.1765|-0.008497058|1.0|1.0|0.0|4.82|-45.74791999|-0.046735135|3.6887|69.14572278|7.3778
9i_a24|0.0|0.139004845|5.946747117|0.0|7.153833802|0|-0.064657333|0.379687415|9.2818|-0.005148312|1.0|1.0|0.0|2.76|-15.60091656|-0.00532872|4.1459|42.43894111|7.0555
28_a20|0.08|-0.104458316|7.587188177000001|0.0|6.842683282|1|-0.086299346|0.3962228229999999|4.7428|-0.006492092|1.0|1.0|0.0|3.45|-40.6172876|-0.039965901|3.5798|67.39863895|6.5935
14ac_a23|0.12|0.1374474|8.122941134|-9.994971573|7.423568444|1|-0.0883661019999999|0.300389872|8.6341|-0.011656739|0.0|1.0|2.0|3.69|-55.36344264|0.043387326|3.6325|79.43449928|8.3851
12k_a30|0.17|0.001281277|8.416930701|0.0|7.412764017000001|0|-0.079026221|0.340031035|5.0736|-0.007818038|0.0|1.0|0.0|4.72|-43.09444587|-0.038714845|3.4715|68.37178540000001|7.6144
1f_a5|0.05|-0.060528915|7.117418022000001|-4.398485453999999|6.605297921|0|-0.091412569|0.45528118|4.9879|-0.00645569|1.0|1.0|0.0|2.9|-26.08772825|-0.000625|4.5758|55.67318607|6.6198
12u_a36|0.24|0.080270195|7.65672775|0.0|7.412764017000001|0|-0.07260571|0.3765068079999999|7.8877|-0.006461999|0.0|1.0|0.0|5.05|-46.98143813|-0.010669561|3675.0|62.80959338|7.7959
11e_a5|0.24|-0.048843135|9.387474824|0.0|7.139660336|0|-0.062865536|0.372098505|2.8694|-0.003208975|1.0|1.0|0.0|3.22|-34.67724171|-0.010236262|4.1036|49.63167715|7.3979
