molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1i|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|WNSA3|DPSA5|PNSA4|GRAVp|TASA|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
12bh_a36|1|0|0|3.50075137|2|1.297043258|0.0|-0.052761366|5.351858133|-0.047482048|-0.401249012|0.003676818|10.94728093|-0.035747988|1|1|-0.169994208|-0.211972014|0.833398429|0.857993338|0|0.833491953|-0.09959401|0.017627098|-47.04367494|-66.28126709|11.73109101|0.166508047|110.81353529999998|-0.035569289|7.807212275|0.783294222|-31.30825225|76.46867897|-23.6718811|2773.193279|554.7010591|0.216705778|14.56834609|0.930697921|5957.443236|144.22085800000002|-882.2230117|30.2209316|-377.0728785|1692.3721690000002|729.1873176|10.18741188|0.0|0.0|2.0|4.95|0.21|-7.34|3.76|1.0|133.68|1.0|5.0|-4.54|4.0|-6.38|409.49|0.0|1.0|2.42|2.5e-05|0.0102|0.0|0.0|-0.0525299999999999|3.8811|3.6255|-1311.558898|1208.61|0.4386|575.23|0.69377|0.7039|-1311.293683|11.0|-0.14915|5.8338|-0.20168|0.03071385|14.0|7.8539|7.8539
12l_a36|1|0|0|3.426092687|2|1.297044247|0.0|-0.0944961519999999|5.351858133|-0.008712073|-0.4203659179999999|-0.000143196|10.95423322|-0.0452558729999999|1|1|-0.175397741|-0.041707369|0.8772535459999999|0.8212311840000001|0|0.84381923|-0.107815735|0.0220227089999999|-52.05361632|-70.17688229|14.33450402|0.15618077|101.6575135|-0.038052612|9.330278191|0.7379583590000001|-33.88151556|83.76912404|-24.7683114|2843.514589|549.2389652|0.262041641|13.88638723|0.8586718990000001|6121.6555530000005|170.5619816|-822.2019402000001|33.56329135|-309.7725155|1711.727859|642.3830552000001|13.59224175|0.0|0.0|2.0|4.78|0.13|-6.66|2.75|1.0|128.47|1.0|5.0|-4.57|5.0|-6.68|406.44|0.0|0.0|1.77|5.08e-05|0.0206|0.0|0.0|-0.0510399999999999|3.8619|3.8619|-1325.15957|1155.07|0.4524|530.75|0.6925|0.6925|-1324.954011|0.4524|-0.15869|5392.0|-0.20973|0.03508404|0.02|7699.0|7699.0
A8301_a51|0|0|0|0.0|0|1.197963627|1.700610355|0.0245770529999999|4.727387819|-0.028789626|-0.242873103|0.00740124|10.31321735|-0.1227504419999999|1|1|-0.0618359079999999|-0.013846396|0.750630149|0.7234449559999999|1|0.934739895|-0.0780376929999999|0.008152073|-35.90764428|-50.67621589|5.293803823|0.065260105|42.37868986|-0.032775831|3.437697042|0.854959635|-23.3177516|56.90163721|-21.28401067|2799.106729|607.0025787000001|0.145040365|13.24988678|0.922911768|6401.6494600000005|94.18649643|-691.0718926|24.89475504|-461.0082758|1244.737752|690.8826121000001|6.225421319|1.0|1.0|1.0|3.49|0.04|-9.38|5.5|2.0|129.04|1.0|5.0|-6.6|3.0|-5.31|421.52|0.0|1.0|4.58|1.17e-06|0.000495|0.0|0.0||||||||||||||||12.0|7.9208|7.9208
11_a3|0|0|0|0.0|0|0.605020608|0.0|0.119431379|4.727387819|-0.127546771|-0.363112913|-0.008037672|10.31163053|-0.023103765|1|1|-0.0947326669999999|0.132535663|0.793311683|0.834020779|1|0.777803048|-0.099420732|0.014376713|-45.19136777|-47.02715152|6.800350988|0.222196952|105.101718|-0.0391657429999999|3.216644354|0.752484736|-21.37603754|57.08178682|-18.52584757|2097.896727|367.9098016|0.2475152639999999|10.29352296|0.8799677029999999|4487.967272999999|117.0775712|-289.1769972|24.61956593|-238.8563772|812.4456757999999|311.6695405|10.0546353|1.0|1.0|1.0|3.19|0.0|-6.51|3.79|0.0|88.28|1.0|2.0|-4.08|4.0|-6.59|305.36|0.0|1.0|2.46|0.000197|0.0601|0.0|0.0|-69.0|3.2232|3.2232|-1288.165162|834.82|0.4441|346.18|0.6966600000000001|0.6966600000000001|-1288.058926|0.4441|-0.13118|3.3694|-0.20018|0.02994326|0.04|7.3979|7.3979
14y_a23|0|1|1|0.0|0|1.197960595|3.3149940630000003|0.0600764409999999|5.351858133|-0.022719307|-0.2996475999999999|0.009174505|10.31321795|-0.031435038|2|2|-0.125978901|0.137426346|0.8668730109999999|0.64069202|1|0.925252932|-0.080613242|0.018804822|-39.9727336|-55.74067298|13.00274534|0.074747068|51.68445972|-0.034303507|8.990852582999999|0.78322549|-27.63946733|67.16839951|-23.71943531|3096.562257|639.7735629|0.21677451|16.00209862|0.948293868|7320.809595999999|149.890474|-770.8467102999999|30.28429949|-391.6770747|1423.362076|665.6233736|11.42772654|0.0|1.0|1.0|3.41|0.05|-8.57|4.64|2.0|130.3|1.0|5.0|-6.77|4.0|-5.8|480.37|0.0|0.0|4.45|7.37e-07|0.000354|0.0|0.0|-0.08374|3.6413|3.6413|-2549.091817|1217.48|444.0|585.2|0.61338|0.61338|-2548.8917260000003|444.0|-0.14942|4.8799|-0.2331599999999999|0.01307741|4.0|8.4225|8.4225
8a_a8|1|0|0|3.150966553|1|1.400027874|1.4114120369999998|-0.021925912|5.4161004020000005|-0.1950388569999999|-0.732911106|-0.0075336219999999|10.94671414|-0.0298924089999999|1|1|0.089375589|0.089031731|0.8220300859999999|0.7318727540000001|0|0.550829475|-0.118763303|0.034374791|-78.93428863|-71.12928513|20.58762475|0.449170525|269.0155755|-0.049054408|12.33026525|0.76420633|-47.27503672|86.57328508|-29.37948733|2802.374154|329.9007832|0.23579367|14.52342059|0.927876056|6193.891189|141.2206861|-809.4093564|38.44444383|-316.4749864|1768.444416|529.053307|15.44399996|0.0|0.0|2.0|3.37|0.05|-6.76|3.13|1.0|109.21|1.0|4.0|-4.4|5.0|-7.04|400.39|0.0|0.0|2.56|7.28e-05|0.0292|0.0|0.0|-0.06922|4.6017|3.1039|-1367.744724|1061.5|0.2035|476.69|0.4927399999999999|0.7036899999999999|-1367.539526|0.1729|-0.13015|5.4201|-0.19937|0.03213899|11.34|4.9454|4.9454
47u_a18|0|0|0|0.0|1|1.251177393|0.0|0.039883149|4.844187086|-0.0872206669999999|-0.633589579|-0.000829573|10.94702032|-0.033209663|0|0|-0.1904128389999999|-0.0112778039999999|0.7960273840000001|0.646724968|0|0.741066474|-0.092271172|0.02068926|-62.99873374|-64.32800179|14.42377665|0.258933526|180.5187465|-0.0344062|10.0557163|0.721837463|-43.92035521|79.06741651|-23.98671253|2965.254516|516.6437614|0.278162537|17.78724206|0.937307962|6837.350959|193.9244919|-986.6355633|33.23007431|-309.31352410000005|1960.574384|818.9389171|14.73941472|0.0|0.0|2.0|3.98|0.19|-8.2|3.15|3.0|133.53|1.0|8.0|-5.69|4.0|-6.31|455.51|0.0|0.0|2.6|1.04e-05|0.00472|0.0|0.0|-0.06392|3.1186|3.1186|-1510.153552|1282.66|0.5849|646.45|0.69143|0.69143|-1509.771642|0.5849|-0.12717|4.4624|-0.19109|0.02892505|1.97|5.7055|5.7055
8b_a12|0|0|0|0.0|1|1.283836078|0.0|0.190292199|0.0|-0.1676879319999999|-0.618894925|-0.010117477|10.95438057|-0.1090955359999999|0|0|0.006468729|-0.010950243|0.792160599|0.856390139|0|0.740926309|-0.116554734|0.011257065|-60.97837482|-67.44287685|6.513753986|0.259073691|149.9096134|-0.045608374|3.769098814|0.888936354|-35.28434152|72.85978933|-26.39069094|2388.888334|428.7273481000001|0.111063646|12.27845608|0.926552694|5217.318476|64.26553043|-702.4489440000001|29.68794201|-450.1059006|1365.645333|510.3677388|5.416912474|1.0|1.0|2.0|4.11|0.1|-7.45|3.11|1.0|110.58|1.0|4.0|-4.1|4.0|-6.51|355.39|0.0|0.0|2.51|9.74e-05|0.0346|0.0|0.0|-0.0589|4.2263|3.7446|-1159.365835|1020.47|0.3179|460.08|0.53425|0.57773|-1159.188228|127.0|-0.15294|4.2554|-0.21184|0.03936706|263.0|6.58|6.58
3_a27|0|0|0|0.0|0|1.402697639|3.127072625|0.124551908|4.59511985|-0.096132106|-0.27868256|0.009082086|10.93782973|0.024154412|1|1|-0.341338963|0.136381755|0.8759548629999999|0.610158103|1|0.862115922|-0.086153958|0.019234305|-31.82136336|-44.61323499|9.960129259|0.137884078|71.40072181|-0.032307734|5.157668895|0.733853752|-16.47810502|54.32114618|-16.72996312|2294.213272|446.4308003|0.266146248|11.64968556|0.803947133|4960.583812|137.8189165|-346.53209080000005|22.79740761|-242.1936891|911.8963045|401.7540197|9.707911187|0.0|1.0|0.0|3.03|0.05|-5.89|2.8|0.0|97.71|2.0|3.0|-3.7|4.0|-6.41|329.36|0.0|1.0|2.74|0.000103|0.0339|0.0|0.0|-0.05512|5.5045|3962.0|-1081.88481|931.06|0.2305|425.72|0.34864|0.6734600000000001|-1081.744053|0.2208|-0.16457|2.7811|-0.21969|0.02032437|4.0|8.3979|8.3979
18b_a30|0|0|0|0.0|2|0.604987149|0.0|0.036563014|5.351858133|0.0075638519999999|-0.375139476|0.003099827|10.31163838|-0.051413084|1|1|-0.090115975|0.022695194|0.8839272779999999|0.760234689|0|0.869340364|-0.09536285|0.019880184|-52.09100293|-63.07862164|13.14992762|0.130659636|86.42600053|-0.036237883|8.698138813|0.759715688|-34.45606603|75.30642440000001|-23.96987622|2915.383182|575.0330633|0.240284312|13.0644231|0.7388650920000001|6387.715069|158.9382363|-792.7545943|31.55111394|-343.5825913|1577.555697|666.0036144999999|12.22780277|0.0|0.0|1.0|4.78|0.13|-6.7|3.87|2.0|131.99|1.0|5.0|-5.49|5.0|-6.33|423.49|0.0|0.0|2.42|1.57e-05|0.0066599999999999|0.0|0.0|-0.06142|3.5256|3.5256|-1667.995173|1178.08|0.3576|563.55|0.67715|0.67715|-1667.788575|0.3576|-0.14385|4.8198|-0.2052699999999999|0.03910602|25.0|7.6003|7.6003
14ae_a23|0|1|1|0.0|0|1.1979624290000002|3.338149829|-0.033049777|5.351858133|-0.029948314|-0.4448081789999999|0.008996289|10.31321689|0.0289586779999999|2|2|-0.253318853|0.107765697|0.8356326820000001|0.7317531540000001|1|0.872362051|-0.087074783|0.03467374|-46.69131269|-62.38566188|24.84237243|0.127637949|91.4475768|-0.0269140239999999|17.79858399|0.53040766|-33.45249142|87.09501229|-19.28284095|3212.850883|625.0131414|0.46959234|15.59484379|0.919603093|7308.981869|336.444465|-759.846894|36.35475577|-43.57178809|1999.511567|770.8206617000001|24.70935041|0.0|1.0|1.0|3.74|0.12|-7.6|3.48|2.0|133.27|1.0|7.0|-5.8|6.0|-6.68|471.53|0.0|0.0|3.44|8.22e-06|0.0038799999999999|0.0|0.0|-0.07122|3.6036|3.6036|-1858.952529|1285.52|0.3205|627.57|0.58144|0.58144|-1858.675325|0.3205|-0.14537|7.0211|-0.21659|0.01449323|2.0|8.6038|8.6038
7s_a46|0|0|0|0.0|1|1.160371307|2.117265684|-0.0778653109999999|5.533389489|-0.076841616|-0.240797051|0.0060802|10.94651358|-0.020953253|1|1|0.018964141|-0.036284605|0.8182543959999999|0.768056188|0|0.858788462|-0.083011849|0.008871171|-48.61321955|-41.72189594|4.458665639|0.141211538|70.97315818|-0.031623562|2.240932895|0.8198874559999999|-24.43308641|47.36217237|-15.894055599999998|1982.695462|431.6285339|0.1801125439999999|9.829721631|0.7662292690000001|4245.390306|90.5248694|-335.5119279|19.38565529|-321.55195330000004|814.1975221|409.9543818|5.640276426000001|1.0|1.0|1.0|3.08|0.26|-6.08|3.65|0.0|91.19|1.0|2.0|-4.07|3.0|-5.81|305.37|0.0|1.0|3.12|5.76e-05|0.0176|0.0|0.0|-0.02024|5.2972|4293.0|-974.7707066|916.7|0.4164|446.63|0.44692|0.69976|-974.615216|0.1186|-0.17923|2.4286|-0.19947|0.036050328|1985.0|5.7022|5.7022
12w_a36|1|0|0|3.3131307480000003|2|1.24014105|0.0|0.081390556|5.351858133|-0.297354748|-0.917874106|-0.011700732|10.96020797|-0.010726574|1|1|-0.3344729369999999|-0.098657593|0.8792981679999999|0.624142499|0|0.828363244|-0.111267166|0.021104445|-62.34080876|-79.88912835|15.15285952|0.171636756|123.23411609999998|-0.041210062|10.87965823|0.70536279|-44.76031023|99.51883498|-29.58856606|3230.870697|594.7596206000001|0.29463721|15.701847400000002|0.8769828040000001|7418.252264|211.5476713|-1147.197876|41.94801097|-294.8983941|2265.1925920000003|672.4630346|19.62970663|0.0|0.0|2.0|4.82|0.17|-7.14|3.31|2.0|130.43|1.0|7.0|-5.2|8.0|-6.4|465.43|0.0|0.0|2.65|8.6e-06|4.0|0.0|0.0|-0.05326|3.8881|3.8881|-1645.169951|1198.72|0.4508|552.55|0.69466|0.69466|-1644.953222|0.4508|-0.15708|5043.0|-0.21034|0.0328886|23.0|7.6383|7.6383
8e_a46|0|0|0|0.0|1|1.160371308|2.161814059|-0.205882192|5.533389489|0.000950213|-0.046696417|0.012911107|10.96411233|-0.016857659|1|1|-0.135984209|-0.241393458|0.837678812|0.668786636|0|0.921352352|-0.065982313|0.009576086|-27.16690715|-33.59778824|4.876083942|0.078647648|40.04689925|-0.023017086|2.482871976|0.7492419109999999|-13.83322216|39.62167507|-11.72015869|1982.950764|469.146955|0.2507580889999999|9.911785304|0.8008066970000001|4239.252176|127.6844779|-256.61680930000006|15.64268965|-253.8248986|672.6356549999999|426.71841|6.023886838999999|1.0|1.0|0.0|3.21|0.32|-6.67|4.09|0.0|91.93|1.0|2.0|-3.59|3.0|-6.02|304.39|0.0|1.0|3.21|9.15e-05|0.0279|0.0|0.0|-0.03175|4.5092|4.5092|-954.9056294|933.3|0.2162|457.96|0.6967|0.6967|-954.743261|0.2162|-0.18835|3.2194|-0.2201|0.024010215|406.0|6.3915|6.3915
4j_a46|0|0|0|0.0|1|1.134637093|2.194310043|-0.175292207|5.587248657999999|-0.012405467|-0.130235627|0.011968098|10.94638774|-0.176133068|1|1|-0.087688953|-0.061823242|0.763724435|0.728293097|0|0.949893337|-0.074417476|0.01492164|-34.99059698|-43.95227197|8.812983129|0.0501066629999999|29.59387777|-0.024805825|5.205103062|0.776932317|-20.66606288|50.26191521|-14.65075732|2260.870095|561.0237355|0.223067683|10.49957018|0.673502127|5077.124695|131.7477027|-467.2617475|18.85718615|-327.122208|1018.288052|642.1335502000001|6.30964324|1.0|1.0|0.0|4.0|0.39|-7.69|5.18|2.0|110.24|1.0|4.0|-5.38|3.0|-5.09|361.48|0.0|1.0|4.5|4.86e-06|0.00176|0.0|0.0|-0.01684|5.3949|4.4093|-1132.018764|1112.13|0.2783|572.31|0.37853|0.69413|-1131.761156|0.1418|-0.18387|2.9043|-0.20071|0.02491327|805.0|6.0942|6.0942
12ao_a36|1|0|0|3.477902101|2|1.297043885|0.0|-0.058597382|5.351858133|-0.065314765|-0.410729809|0.002782748|10.94919858|-0.033032344|1|1|-0.1619981409999999|0.040831815|0.8800240009999999|0.856135378|0|0.832582759|-0.1019516769999999|0.017784426|-51.52001456|-67.45579866|11.76697353|0.167417241|110.7707502|-0.03775988|7.785557064|0.7820981779999999|-34.08795068|78.51108393|-24.98362913|2794.663089|550.8740683|0.217901822|16.33039817|0.8620895909999999|5943.227395|144.1736112|-892.6355932|31.9443643|-373.2975961|1724.9956719999998|698.847203|11.05528527|0.0|0.0|2.0|4.87|0.12|-7.01|3.62|1.0|133.84|1.0|6.0|-4.58|4.0|-6.34|407.47|0.0|0.0|2.37|2.82e-05|0.0115|0.0|0.0|-0.05455|4.6597|3.4743|-1310.328652|1190.17|0.6249|548.59|0.4962|0.7045|-1310.077853|0.0033|-0.14207|5.4691|-0.19662|0.03244719|0.03|7.5229|7.5229
24_a20|0|0|0|0.0|0|1.40648755|1.959359883|-0.217098257|4.727387819|0.029711934|-0.083539572|0.009265667|10.93106245|-0.04104|1|1|-0.060582944|0.070857143|0.802353442|0.607038752|1|0.952027295|-0.067869875|0.012814211|-38.76683848|-42.82548904|8.085691548|0.047972705|30.27049276|-0.02714795|5.102023479|0.771032243|-24.46164548|51.30386873|-17.13019562|2736.601949|600.7235847000001|0.228967757|12.63879297|0.844319927|6109.1040920000005|144.47729840000002|-540.4525990000001|22.21722343|-342.0394805|1110.861171|664.4562602999999|8.478379683|1.0|1.0|0.0|3.4|0.08|-9.32|4.76|2.0|119.42|1.0|4.0|-4.89|5.0|-6.26|402.45|0.0|1.0|3.63|1.17e-05|0.00469|0.0|0.0|-0.06748|5.3396|3.5876|-1291.867578|1169.35|0.2495|551.25|0.46668|0.44916|-1291.647083|0.0108|-0.15687|3.6107|-0.22435|0.02922392|318.0|6.4976|6.4976
17a_a6|1|0|0|3.3685510360000004|1|1.424257628|0.0|0.101940358|5.351858133|-0.0265090529999999|-0.686067347|-0.00460563|10.94948984|-0.060774312|1|1|-0.180339002|0.08716369|0.8299950709999999|0.8013954109999999|0|0.753082653|-0.109388399|0.031147305|-63.02857512|-71.75703418|20.43213226|0.2469173469999999|161.9738174|-0.041567592|13.40315088|0.77193498|-41.34573382|84.75077935|-27.26767299|2816.084228|494.010135|0.22806502|16.13665395|0.935437602|5996.580489|149.60699319999998|-894.3577948999999|35.323795000000004|-356.769966|1766.18975|627.4287311|12.99374518|1.0|1.0|2.0|3.52|0.12|-9.01|4.98|2.0|116.79|1.0|5.0|-5.81|5.0|-5.89|409.44|0.0|1.0|3.59|6.69e-06|0.00274|0.0|0.0|-0.05753|3.5421|2.9753|-1350.078838|1167.16|0.3933|574.02|0.69627|0.7024|-1349.830672|0.0101|-0.12425|4.1627|-0.18178|0.02379552|24.0|7.6198|7.6198
12k_a36|1|0|0|3.483171769|2|1.297043952|0.0|-0.076124222|5.351858133|-0.063399056|-0.413145744|0.002782748|10.94908765|-0.058284869|1|1|-0.1619981409999999|-0.09344781|0.8647233590000001|0.856135378|0|0.8427704640000001|-0.101946803|0.018067063|-49.87227128|-67.14870046|11.90012613|0.157229536|103.5614526|-0.037758075|7.838185977999999|0.7806817009999999|-32.84907515|78.24529096|-24.86988906|2792.202559|555.1026569|0.219318299|13.89698356|0.919048073|6027.033337|144.457092|-884.5687799000001|31.85663123|-369.7499256|1720.258086|698.847203|11.0965905|0.0|0.0|2.0|4.89|0.12|-7.01|3.62|1.0|133.84|1.0|6.0|-4.58|4.0|-6.34|407.47|0.0|0.0|2.37|2.82e-05|0.0115|0.0|0.0|-0.0497|5053.0|3.6631|-1310.312649|1186.08|0.3116|530.51|0.5249199999999999|0.70031|-1310.072976|0.0908|-0.15053|5.7818|-0.20023|0.03274587|14.0|7.8539|7.8539
30_a47|0|1|1|0.0|0|1.304327883|1.435022468|-0.069449687|4.727387819|-0.184735553|-0.415191425|-0.0098410169999999|10.95005723|0.0467853809999999|1|1|-0.079370393|-0.1340278869999999|0.913855507|0.651797437|1|0.67896733|-0.107296835|0.022747897|-64.94243028|-64.38108459|13.64937081|0.32103267|192.6285289|-0.0383202979999999|8.190002019|0.679447569|-38.96726396|81.25550675|-22.9932445|2626.927627|407.3992771|0.320552431|12.94704346|0.879999675|5852.817155|192.3403721|-579.456614|33.84108731|-215.3470619|1421.325667|457.1122177|16.87442216|1.0|1.0|2.0|3.03|0.05|-7.24|2.71|1.0|104.25|1.0|5.0|-4.22|5.0|-6.95|396.81|0.0|1.0|2.61|7.94e-05|0.0315|0.0|0.0|-0.0564299999999999|3.7159|3.7159|-1696.078047|1032.35|0.3566|478.04|0.6944899999999999|0.6944899999999999|-1695.931037|0.3566|-0.1517|2.7493|-0.20813|0.0420327|13.0|7.9|7.9
12_a4|0|0|0|0.0|1|0.295190368|2.070952433|-0.1494133309999999|5.4161004020000005|-0.271149771|-0.113938738|0.005795666|10.31168324|0.028152112|1|1|-0.085553511|-0.036425699|0.8749408470000001|0.531333552|1|0.805238097|-0.074699711|0.01168879|-41.69390404|-44.33087544|6.936764267999999|0.194761903|115.5823166|-0.025916226|4.116653575|0.717772573|-24.74343259|53.59101661|-15.38009964|2927.48584|477.8721263000001|0.282227427|11.7599245|0.889574393|6390.233612|167.4891205|-447.2420348|21.42753878|-258.476202|1049.9494|608.4548423|9.260141177|0.0|1.0|0.0|3.41|0.23|-7.84|3.69|1.0|113.02|1.0|4.0|-4.18|5.0|-6.84|404.48|0.0|1.0|3.3|4.64e-05|0.0188|0.0|0.0|-0.06898|4.8592|3.8083|-1617.826064|1101.33|0.1194|503.28|0.63967|0.68825|-1617.57796|0.0464|-0.16224|7.8701|-0.2312199999999999|0.03555871|9.29|5032.0|5032.0
8_a15|0|0|0|0.0|0|1.419941362|0.0|-0.208657545|0.0|-0.044406425|-0.5025236129999999|1.7800000000000002e-05|10.95880707|-0.014489333|0|0|-0.295062413|0.0937475619999999|0.742680335|0.8105478740000001|0|0.853896482|-0.118293578|0.0336657729999999|-41.7821007|-69.07571287|19.65860939|0.146103518|85.31489861|-0.028969856|11.47934212|0.519427411|-24.39801408|89.80283608|-16.91650111|2393.276181|498.6196971|0.480572589|9.984825987|0.638601279|5306.2234530000005|280.62296039999995|-484.0283816000001|32.56759415|-22.68867482|1595.8121130000002|532.0914339999999|20.72712321|1.0|1.0|1.0|3.14|0.19|-7.57|3.9|2.0|104.74|1.0|7.0|-5.25|5.0|-5.52|366.41|0.0|1.0|3.76|1.53e-05|0.00562|0.0|0.0|-0.02723|4.4346|3.7426|-1223.687714|1050.15|251.0|538.51|0.5128|0.70524|-1223.463981|0.0155|-0.1558|1.1415|-0.18303|0.01719864|108.0|6.9666|6.9666
12v_a36|1|0|0|3.468871488|2|1.297043692|0.0|-0.077763989|5.351858133|-0.04314418|-0.487854327|0.00127667|10.96020642|-0.023932402|1|1|-0.239932418|0.024751559|0.8792981679999999|0.84179881|0|0.802291339|-0.105200486|0.027145269|-51.4172081|-69.20675352|17.85767346|0.197708661|130.0637965|-0.033118671|11.74777471|0.6276553979999999|-33.82511043|88.07013157|-21.78731129|2846.057239|527.7920397|0.372344602|15.71271745|0.8580426609999999|6065.593390999999|244.9490697|-773.9771341000001|34.71221847|-167.9576969|1874.459798|679.7230552999999|18.86337805|0.0|0.0|2.0|4.82|0.17|-6.69|2.77|1.0|130.24|1.0|6.0|-3.95|5.0|-6.93|411.46|0.0|0.0|1.81|8.499999999999999e-05|35.0|0.0|0.0|-0.05219|3.8847|3.7035|-1347.442792|1150.38|0.4247|502.83|0.69298|0.7016100000000001|-1347.2000369999998|0.0223|-0.15185|6.1869|-0.20404|0.03275089|14.0|7.8539|7.8539
47p_a18|0|0|0|0.0|1|1.25117677|0.0|-0.001819106|4.844187086|-0.04760181|-0.3775970529999999|0.00235332|10.94701988|-0.049428094|0|0|-0.261349889|0.030970815|0.7611910209999999|0.710266593|0|0.832954548|-0.082580968|0.007989903|-51.14496913|-61.12351185|5.913843751|0.1670454519999999|123.6411353|-0.030813794|4.377217987|0.818459442|-37.85569728|69.19354871|-22.80728054|2933.069245|616.5234972999999|0.181540558|19.41290064|0.956223901|6726.61969|134.3699001|-1131.036542|27.86610962|-471.4248324|1867.029344|1011.163774|8.070036862|1.0|1.0|2.0|4.29|0.28|-9.03|3.65|3.0|144.53|1.0|9.0|-5.67|3.0|-6.07|468.59|0.0|0.0|2.9|5.34e-06|0.0025|0.0|0.0|-0.05628|3.2036|3.2036|-1493.731375|1391.71|595.0|732.84|0.6937800000000001|0.6937800000000001|-1493.338659|595.0|-0.13118|3.6452|-0.18746|0.02843634|64.0|7.1938|7.1938
22_a10|0|0|0|0.0|1|1.343837143|2.113627059|-0.067641834|5.4161004020000005|-0.017163935|-0.332316729|0.008350227|10.92966136|-0.020475007|1|1|-0.208132084|-0.02603707|0.79665945|0.646474494|1|0.8698299140000001|-0.0649866779999999|0.016720696|-41.96631248|-50.61577509|13.023146|0.130170086|101.3847763|-0.022372463|10.14325785|0.564323334|-32.68604442|71.13124588|-17.4251029|3241.833491|677.4790907|0.435676666|15.30289992|0.730649641|7414.102179|339.3328129|-827.8787647|30.87787063|-100.1982412|1883.550109|916.8601445|20.51547079|1.0|1.0|0.0|3.74|0.17|-9.37|4.64|2.0|139.53|1.0|6.0|-5.34|5.0|-6.29|475.54|0.0|0.0|4.26|2.95e-06|0.0014|0.0|0.0|-0.05712|4.8251|3.8517|-1544.203968|1339.48|0.2624|602.93|0.4483899999999999|0.6834100000000001|-1543.893507|0.1922|-0.16095|4.8409|-0.2180699999999999|0.03366599|1.1|5.9586|5.9586
17d_a50|0|1|1|0.0|2|1.338814635|4.380250483|-0.152030219|6.042632834|0.03538699|-0.140830095|0.012079|10.94500663|-0.125540541|2|2|-0.323333765|-0.1921395789999999|0.789310938|0.7276268779999999|1|0.929886823|-0.069790853|0.0152123589999999|-30.63468215|-48.40178147|10.55016861|0.070113177|48.62532158|-0.025589979|7.31681784|0.75405703|-21.24595322|57.5414543|-17.74731987|2824.70142|644.9008302|0.24594297|12.62170017|0.8041037459999999|6281.764548|170.5678813|-738.4938272999999|23.53577933|-352.3903892|1412.14676|829.3813984|9.139672835|1.0|1.0|0.0|4.07|0.35|-7.07|4.0|2.0|133.19|1.0|6.0|-4.5|4.0|-6.25|424.54|0.0|0.0|3.68|1.31e-05|0.00557|0.0|0.0|-0.03251|4.0506|4.0506|-1335.962757|1263.22|0.1819|579.45|0.66103|0.66103|-1335.649722|0.1819|-0.16716|5.6557|-0.19967|0.02625058|74.0|7.1308|7.1308
13c_a5|1|0|0|2.944180713|1|1.377702625|0.0|-0.2071929139999999|4.59511985|-0.0090268969999999|-0.284610951|0.005288472|10.94530327|-0.018055556|1|1|-0.150963534|0.003545487|0.822789227|0.6775573359999999|0|0.80019672|-0.076591149|0.023143526|-50.97293525|-50.50012762|15.25960958|0.19980328|131.7396496|-0.025039414|10.06137448|0.551328235|-33.60884086|70.46156718|-16.50965711|2793.480751|527.6071331999999|0.448671765|15.90846721|0.873289814|5989.714507|295.8302846|-566.0506435|29.94524142|-67.68621352|1557.152554|656.208474|19.96143955|1.0|1.0|1.0|3.13|0.17|-8.09|4.23|1.0|120.88|1.0|5.0|-3.55|5.0|-7.28|411.46|0.0|1.0|2.68|0.000109|0.0446|0.0|0.0|-0.05615|4706.0|4.2145|-1351.2369640000002|1153.36|509.0|513.33|0.41594|0.51479|-1351.008469|0.1666|-0.17324|2.3276|-0.22939|0.03747691|123.0|6.9101|6.9101
