molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|nARing|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1i|MATS8s|SIC2|GATS1pe|nFaHRing|RASA|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WPSA3|FNSA1|WNSA3|DPSA5|PNSA4|GRAVp|TASA|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
4m_a46|0|0|0|0.0|1|1.134637002|2.12888511|-0.245599013|5.587248657999999|0.051308728|-0.0329557579999999|0.011122528|10.94319657|0.007901235|1|1|-0.029022201|-0.099662698|0.7975218959999999|0.626578283|0|0.948973877|-0.0672468|0.010905551|-35.4774406|-35.43866734|5.74716122|0.051026123|26.89046601|-0.0224155999999999|3.028720082|0.733236381|-18.69640205|41.88525631|-11.81288911|2133.331634|500.1036387|0.266763619|9.923886653|0.8622201970000001|4750.325312|140.5828543|-280.1395315|16.11061509|-245.828396|724.9776792|486.9589609|6.446588969|0.0|1.0|0.0|3.59|0.29|-6.88|4.25|1.0|98.69|1.0|2.0|-4.52|3.0|-5.68|328.41|0.0|1.0|3.59|2.68e-05|0.0088|0.0|0.0|-0.04808|6.0419|4.3476|-1031.109224|975.72|0.2465|468.63|0.38389|0.68505|-1030.929791|0.1557|-0.18308|3.9226|-0.23116|0.02920209|1288.0|5.8901|5.8901
12x_a36|1|0|0|3.494913155|2|0.629399587|0.0|-0.058295476|5.351858133|-0.046532211|-0.40650598|0.00285431|10.33556641|-0.023932402|1|1|-0.133106642|0.056034339|0.8792981679999999|0.855081905|0|0.836402835|-0.104368092|0.017625524|-49.60929169|-70.20305027|11.85578416|0.163597165|110.0434027|-0.036722107|7.974776509|0.7768535409999999|-33.36962015|81.1499815|-24.70107324|2884.428214|562.6051882|0.223146459|16.20591229|0.847720832|6193.10485|150.09915149999998|-897.2176739|31.79630645|-372.4502879|1717.000548|725.9470896|10.94693123|0.0|1.0|2.0|4.87|0.17|-7.05|3.33|1.0|135.47|1.0|6.0|-4.85|4.0|-6.64|427.52|0.0|0.0|2.33|3.09e-05|0.0132|0.0|0.0|-0.05311|3.8776|3.7364|-1670.419519|1209.23|0.3901|569.01|0.6853600000000001|0.68112|-1670.182026|0.0199|-0.1517099999999999|5.6653|-0.2048199999999999|0.03331471|7.0|8.1549|8.1549
14n_a23|0|1|1|0.0|0|1.197963531|3.3716621960000004|0.009802461|5.351858133|-0.027380305|-0.376950283|0.010561248|10.3132176|-0.059870135|2|2|-0.199540201|0.219354173|0.861597051|0.71381683|1|0.89327435|-0.082430028|0.027028617|-39.82324087|-55.70499288|18.26553926|0.10672565|72.12361433|-0.032325501|12.34358104|0.6868205409999999|-26.91195666|72.09248208|-21.84509525|3014.591033|603.6615822000001|0.313179459|16.33144958|0.885393105|6740.54932|211.642042|-752.8921912999999|31.80611809|-252.5011125|1622.112023|683.7405759|16.3874892|0.0|1.0|1.0|3.53|0.09|-7.51|3.42|2.0|126.78|1.0|6.0|-5.63|5.0|-6.47|441.51|0.0|0.0|3.48|9.57e-06|0.0042299999999999|0.0|0.0|-0.06951|3.4217|3.4217|-1744.42791|1209.95|0.4229|575.71|0.6955|0.6955|-1744.1828670000002|0.4229|-0.1382|5.2196|-0.2077099999999999|0.02300614|1.0|9.2441|9.2441
32_a47|0|1|1|0.0|1|1.216307925|1.998170616|-0.1746026239999999|4.727387819|0.000921003|-0.2037028839999999|0.001861676|10.95005715|-0.044598914|1|1|-0.157688306|-0.0094137619999999|0.858292442|0.634406338|1|0.851627782|-0.0726950079999999|0.019295804|-41.57905445|-52.38450683|13.90468487|0.148372218|106.9180086|-0.026060474|10.01980854|0.64116122|-29.9621436|68.76811937|-18.77935151|2808.210157|613.6886524|0.35883878|15.53902041|0.794977846|6235.398576|258.5816152|-717.2238666000001|29.28959351|-203.4434306|1552.348456|682.9868225|16.38361254|1.0|1.0|2.0|3.35|0.26|-8.82|4.18|2.0|125.17|1.0|5.0|-4.81|5.0|-6.34|436.91|0.0|1.0|3.94|8.89e-06|0.0038799999999999|0.0|0.0|-0.05682|4.9046|3.6829|-1778.0970140000002|1184.76|0.2969|548.86|0.48011|0.68986|-1777.843462|0.2839|-0.1509599999999999|4.8234|-0.20778|0.03062031|0.1|7.0|7.0
15_a15|0|0|0|0.0|1|1.435688991|0.0|-0.132759299|0.0|-0.031457366|-0.395472407|0.001806571|10.95980315|0.0020555079999999|0|0|-0.272482143|0.007958332|0.7725348679999999|0.796300317|0|0.8972060479999999|-0.091075463|0.020649569|-41.11675625|-60.51136736|13.71976186|0.102793952|68.29723829999999|-0.031405332|9.115534766|0.702544178|-27.31834743|73.99578515|-20.86598874|3027.719888|596.1118717|0.297455822|11.8273735|0.772181523|7039.747576999999|197.6323578|-804.0860746000001|29.700607300000005|-269.1443943|1722.635223|830.7967967000001|13.48441779|1.0|0.0|1.0|4.04|0.07|-8.9|4.33|2.0|138.24|1.0|6.0|-6.32|4.0|-5.26|448.52|1.0|0.0|4.64|7.970000000000001e-07|0.000357|0.0|0.0|-0.03786|3.6968|2582.0|-1450.725355|1265.55|0.4459|573.46|0.67524|0.70572|-1450.398033|0.0066|-0.10964|1.6365|-0.1475|0.02849263|109.0|6.9626|6.9626
9a_a36|1|0|0|3.4090209280000003|2|1.297044807|0.0|-0.109305298|5.351858133|-0.046964839|-0.41624054|0.0034852859999999|10.96066876|-0.06502499|1|1|-0.202876718|-0.019008343|0.842671963|0.79302567|0|0.826559623|-0.10869601|0.0236784079999999|-45.04449811|-66.44342306|14.47407729|0.1734403769999999|106.0201967|-0.039929147|8.847677483|0.7638345870000001|-27.53468726|78.37175688|-24.40778806|2682.572663|505.25728260000005|0.236165413|13.79893984|0.828482664|5693.562367|144.36259840000002|-731.0766269999999|31.95428497|-322.5522826|1565.759963|578.2841135|11.92833382|0.0|0.0|1.0|4.69|0.14|-6.28|3.04|1.0|120.94|1.0|5.0|-3.71|5.0|-6.74|382.42|0.0|0.0|1.95|0.000102|0.0391|0.0|0.0|-0.05044|3.8677|3.8677|-1252.77514|1092.66|0.4811|495.18|0.68682|0.68682|-1252.578886|0.4811|-0.15925|5.7274|-0.20969|0.02701893|13.0|7.8861|7.8861
11_a1|1|0|0|3.3361517380000003|1|1.430935838|0.0|0.033732316|5.351858133|-0.196819043|-0.867849442|-0.0127744789999999|10.94957487|-0.044235537|1|1|-0.117419838|-0.069193862|0.8086124090000001|0.7846345840000001|0|0.5955245029999999|-0.126108875|0.034974992|-77.81495049|-74.35738693|20.62225192|0.404475497|238.4902806|-0.048723884|12.15946748|0.751878145|-45.88191258|89.80732824|-28.7289904|2697.640232|351.1382199|0.248121855|14.2257294|0.912918113|5798.645137|146.29971719999998|-745.3349875|38.20963621|-297.0290662|1681.223993|495.0560271000001|15.44994131|1.0|1.0|2.0|3.25|0.05|-7.47|4.28|1.0|105.71|1.0|4.0|-5.07|6.0|-6.27|385.37|0.0|1.0|3.22|2.17e-05|0.00838|0.0|0.0|-0.06546|3.7383|3.1924|-1312.4282380000002|1036.18|0.5573|471.76|0.68162|0.69914|-1312.241032|0.3201|-0.12916|5.0526|-0.19462|0.03413353|0.17|6.7696|6.7696
12f_a36|1|0|0|3.50900085|2|1.297042537|0.0|-0.066269699|5.351858133|-0.032343041|-0.40641518|0.003676818|10.95389399|-0.06756661|1|1|-0.169994208|-0.109793154|0.8700396090000001|0.857993338|0|0.8435569079999999|-0.100276611|0.01784834|-46.86832019|-66.16123807|11.77610852|0.156443092|103.2191714|-0.035813075|7.769727312|0.7803018709999999|-30.92312428|76.51015325|-23.629013600000004|2770.818472|556.5681681|0.219698129|13.84366076|0.8665086190000001|6000.985822|144.9540437|-873.0469447999999|30.28188764|-369.879252|1695.785708|729.1873176|10.34891518|0.0|0.0|2.0|4.94|0.21|-7.36|3.62|1.0|133.52|1.0|6.0|-4.61|4.0|-6.33|409.49|0.0|0.0|2.4|2.6600000000000003e-05|0.0109|0.0|0.0|-0.05035|5.2106|3.6545|-1311.550167|1195.77|0.4374|545.55|0.37095|0.70126|-1311.285102|0.0231|-0.15011|5.9228|-0.20046|0.02879265|11.0|7.9586|7.9586
12a_a5|1|0|0|2.981252568|1|1.338814635|0.0|-0.256282289|5.209486153|0.043132749|-0.09350376|0.00873078|10.94553751|-0.032601907|1|1|-0.093973419|0.1121034509999999|0.829536345|0.741588813|0|0.894590896|-0.067680123|0.0081891369999999|-36.01436435|-41.59124655|5.032443973|0.105409104|64.77671525|-0.026030816|3.0925714930000003|0.746785093|-22.13179066|50.40529807|-15.99663329|2524.410428|549.7500455|0.253214907|16.12184989|0.844187448|5294.775577|155.6073368|-511.1786804|21.42066499|-303.31208710000004|1113.8745800000002|650.3600841|8.814051518|1.0|1.0|1.0|3.06|0.21|-8.83|5.12|1.0|119.38|1.0|5.0|-4.27|4.0|-6.23|381.47|0.0|0.0|3.58|2.56e-05|0.00977|0.0|0.0|-0.04076|4.6865|4.1610000000000005|-1201.990542|1140.24|0.4794|508.81|0.50831|0.67169|-1201.750315|0.0296|-0.17152|2.5642|-0.21228|0.03567816|19.0|7.7212|7.7212
6e_a31|1|0|0|3.402951625|1|0.61015618|0.0|0.06650322|5.733341277|-0.178758575|-0.784597028|-0.011483229|10.31165994|-0.0462850729999999|2|2|-0.004825446|-0.071378445|0.841537966|0.795570315|0|0.623340994|-0.130898441|0.032627586|-74.99224589|-79.81721349|19.89514173|0.376659006|229.6732654|-0.046541668|12.13134981|0.7604979040000001|-45.72760428|93.68572477|-28.37945369|2776.836977|380.0911673|0.239502096|14.40145519|0.916695963|6053.812282|146.03985980000002|-778.7151665|37.31693873|-317.6847132|1679.262243|536.6368656000001|13.86851128|1.0|1.0|2.0|3.55|0.1|-7.33|5.19|1.0|109.69|1.0|4.0|-5.63|5.0|-6.5|404.44|0.0|1.0|3.27|2.18e-05|0.00883|0.0|0.0|-0.05426|3.3083|3.3083|-1652.63264|1077.48|0.5103|490.75|0.70391|0.70391|-1652.445002|0.5103|-0.13418|5.8193|-0.18844|0.03676794|0.37|6.4318|6.4318
5_a27|0|0|0|0.0|0|1.4026035369999998|3.2927747860000003|0.126882432|4.727387819|-0.068518519|-0.286030638|0.00991794|10.93772408|-0.013448351|1|1|-0.341622797|0.180356685|0.8149212259999999|0.614205449|1|0.8531787759999999|-0.085078576|0.01695771|-29.50048722|-44.83538435|8.936508815|0.146821224|77.37301579999999|-0.030385206|4.709432444|0.741481472|-15.54640123|53.51978325|-16.01263727|2273.906133|449.6149323|0.258518528|10.98289851|0.7827415529999999|4943.51602|136.2361487|-354.41560810000004|21.59546513|-254.5156507|907.0095354|424.8821143|8.684398894|0.0|1.0|0.0|3.07|0.16|-6.22|2.94|0.0|97.55|1.0|2.0|-3.61|4.0|-6.49|331.37|0.0|1.0|2.82|9.78e-05|0.0324|0.0|0.0|-0.04554|4.0989|4.0989|-1083.124207|955.22|0.2448|463.87|0.64548|0.64548|-1082.967639|0.2448|-0.16952|2.3781|-0.21506|0.01903872|3.0|8.5229|8.5229
14i_a23|0|1|1|0.0|0|1.197963212|3.2692375460000003|0.142566578|5.351858133|-0.130330047|-0.558153376|0.002243702|10.31321758|-0.026731172|2|2|-0.033435987|0.158023239|0.864206467|0.7333675390000001|1|0.777952733|-0.096562208|0.0214262489999999|-60.8283953|-66.02703063|14.65077903|0.222047267|151.83084580000002|-0.039760909|10.01786784|0.7780956840000001|-41.59306642|79.20815775|-27.18760085|3097.406945|531.9462982|0.221904316|15.53342127|0.915894552|7030.347905|151.7330992|-948.103263|34.94120504|-380.3109456|1782.001457|693.3423458|13.18112713|0.0|0.0|2.0|3.56|0.04|-6.96|2.57|1.0|128.38|1.0|6.0|-5.21|5.0|-7.33|454.51|1.0|0.0|2.61|4.03e-05|0.0183|0.0|0.0|-0.08025|3.6931|3.6931|-1798.608335|1224.02|0.3639|580.74|0.55606|0.55606|-1798.371346|0.3639|-0.1509599999999999|5.9563|-0.23121|0.03394466|3.0|8.4622|8.4622
3a_a12|0|0|0|0.0|1|1.28383802|0.0|0.13714555|0.0|-0.042445446|-0.322200517|-0.0025830939999999|10.95455336|-0.0161799839999999|0|0|-0.1213636769999999|-0.021522321|0.759068438|0.8847197109999999|0|0.871985494|-0.090803706|0.009433302|-34.84701355|-44.430225|4.615711776|0.128014506|62.63745781|-0.034924502|2.258466332|0.781050096|-17.05063286|52.21461165|-17.08854808|2045.857684|426.6622302|0.2189499039999999|11.01449587|0.859002624|4230.717811|107.1321197|-326.0954285|21.87893986|-275.0354486|853.2786545|381.0058252|7.784386645|1.0|1.0|1.0|3.84|0.05|-7.5|3.43|0.0|97.52|1.0|3.0|-3.6|3.0|-5.88|298.34|0.0|1.0|2.98|8.8e-05|0.0263|0.0|0.0|-0.06829|4.2336|3.7304|-951.3480023|875.71|0.3201|383.08|-0.34688|0.66895|-951.217594|128.0|-0.15328|1.3824|-0.22157|0.023184956|194.0|6.7122|6.7122
12y_a36|1|0|0|3.479963309|2|1.29704385|0.0|-0.061103469|5.351858133|-0.065314765|-0.410155116|0.002782748|10.94917392|-0.028440975|1|1|-0.1619981409999999|0.046673879|0.873588247|0.856135378|0|0.83704133|-0.098532865|0.019404665|-51.48548385|-66.24017399|13.04507243|0.16295867|109.55137340000002|-0.036493654|8.769742642|0.755735734|-34.61187706|78.8341402|-24.53339777|2793.629988|562.7133986|0.244264266|14.80236899|0.950403792|6082.16777|164.2102614|-890.6187094000001|32.46293206|-343.8442493|1752.9983309999998|698.847203|12.59396622|0.0|0.0|2.0|4.88|0.12|-7.01|3.62|1.0|133.84|1.0|6.0|-4.58|4.0|-6.34|407.47|0.0|0.0|2.37|2.82e-05|0.0115|0.0|0.0|-0.05002|3.8794|3.8794|-1310.315063|1183.75|0.4358|532.91|0.66796|0.66796|-1310.077567|0.4358|-0.15671|6.1376|-0.20673|0.03583863|12.0|7.9208|7.9208
15_a10|0|0|0|0.0|1|1.277647202|2.124460476|-0.166303336|5.4161004020000005|0.035396617|-0.142251304|0.009882584|10.92966702|-0.05940848|1|1|-0.136323668|-0.079744227|0.863438637|0.635064845|1|0.915526801|-0.074144604|0.018614889|-35.30133759|-44.18725043|11.09373722|0.084473199|50.34268476|-0.025240716|6.61142847|0.646412648|-21.03820054|56.66229609|-15.04246823|2549.580207|545.6177511|0.353587352|11.23924661|0.767351752|5769.347123|210.7240726|-421.3416484|23.27068984|-174.5122907|1093.722422|563.875765|12.47504566|1.0|1.0|0.0|3.29|0.23|-8.3|4.91|2.0|111.21|1.0|5.0|-4.48|4.0|-6.07|390.87|0.0|1.0|3.83|1.56e-05|0.0061|0.0|0.0|-0.05243|5.7922|3.7997|-1604.057542|1086.19|0.4553|484.05|0.41458|0.68543|-1603.851644|0.1647|-0.1574|4.5192|-0.20983|0.03039798|33.0|7.4815|7.4815
LY580276_a4|0|0|0|0.0|1|1.344599701|2.067497166|-0.156842923|5.4161004020000005|-0.020236527|-0.063298854|0.010217376|10.94681614|0.011772853|1|1|-0.042912895|0.035666446|0.847526918|0.518109998|0|0.8685269959999999|-0.071023484|0.008729943|-27.6229776|-34.22831819|4.207217677|0.131473004|63.36073061|-0.028035586|2.027582675|0.8478469959999999|-13.31233017|38.23432817|-13.51117823|1948.220005|418.5688558|0.152153004|9.693623538|0.7764939829999999|4098.640927|73.32703409|-247.4345884|15.93586849|-335.2755182|605.5630025|345.4102548|4.0060099860000005|1.0|1.0|0.0|3.01|0.22|-6.56|4.49|0.0|84.74|1.0|2.0|-3.67|3.0|-5.71|293.34|0.0|1.0|3.69|6.18e-05|0.0181|0.0|0.0|-0.0225|5.2983|4.4918|-959.4723321|865.23|0.1905|402.99|0.36903|0.68002|-959.356125|0.1842|-0.18746|2.5355|-0.2099599999999999|0.023546627|175.0|6757.0|6757.0
14a_a5|1|0|0|2.948727373|1|1.226142247|0.0|-0.056730193|4.59511985|-0.005002101|-0.316624785|0.002956745|10.9488747|0.024793388|1|1|-0.016337128|0.144729708|0.847379958|0.71006207|0|0.7909255559999999|-0.078681402|0.0173669719999999|-54.69145586|-53.20786056|11.74431806|0.209074444|141.38542919999998|-0.0271808479999999|7.942029745|0.629783335|-36.98479273|69.71575554|-18.38089729|2836.468636|534.8590069|0.370216665|15.89694877|0.88709518|6177.303329|250.3569601|-683.6488737000001|29.18606491|-175.53051609999997|1605.23357|723.0631751|16.50789498|1.0|1.0|2.0|3.24|0.2|-8.84|4.56|1.0|123.0|1.0|6.0|-4.15|5.0|-7.08|425.48|0.0|1.0|3.05|6.02e-05|0.0256|0.0|0.0|-0.0507699999999999|4.1501|4.1501|-1390.546425|1195.01|0.5853|508.64|0.65789|0.65789|-1390.29207|0.5853|-0.1676|2.7115|-0.2183699999999999|0.04629687|112.0|6.9508|6.9508
14l_a23|0|1|1|0.0|0|1.1979636809999998|3.402752757|0.060717916|5.351858133|-0.026530366|-0.288615723|0.01269616|10.313217800000002|-0.061788679|2|2|-0.136106024|0.156652778|0.836852328|0.6906097959999999|1|0.921267667|-0.078204688|0.018669073|-35.3275485|-51.59307331|12.31633167|0.078732333|51.94117061|-0.0328459689999999|8.125310915|0.7896261940000001|-23.306234600000003|61.54673359|-21.66909079|2879.181064|607.777253|0.210373806|15.78926563|0.972085426|6444.7098240000005|138.7874759|-714.7749208|27.44221375|-382.1434717|1372.110688|666.0036144999999|9.953660282|0.0|1.0|1.0|3.51|0.09|-7.78|3.88|2.0|125.25|1.0|5.0|-5.85|4.0|-6.1|425.51|0.0|0.0|3.78|5.61e-06|0.0023899999999999|0.0|0.0|-0.07191|3.6274|3.6274|-1669.224647|1185.79|0.4239|560.51|0.67242|0.67242|-1668.983787|0.4239|-0.14639|6.0563|-0.2183|0.01168219|7.0|8.1798|8.1798
12_a3|0|0|0|0.0|0|0.605020506|0.0|0.167987916|4.727387819|-0.118456941|-0.336455156|-0.006049098|10.31163031|-0.069857022|1|1|0.032450556|-0.039834906|0.784451598|0.841871246|1|0.829399708|-0.096133903|0.011076075|-44.07517037|-45.63945658|5.258353635|0.170600292|80.99228663|-0.039584548|2.496397166|0.830418645|-20.92463497|52.16354015|-18.79271742|2056.502939|393.75653|0.169581355|10.50748861|0.864908294|4400.493202000001|80.50854774|-303.3418921|22.63041363|-313.7317211|769.4340634|330.4083896|6.524083564|1.0|1.0|1.0|3.2|0.0|-6.89|4.34|1.0|90.49|1.0|2.0|-5.68|3.0|-5.3|304.37|0.0|1.0|3.23|1.44e-05|0.0044|0.0|0.0|-0.06361|3263.0|3263.0|-1272.125792|847.25|0.5056|361.95|0.69784|0.69784|-1272.010995|0.5056|-0.13153|2.3762|-0.19514|0.02620998|3548.0|5.45|5.45
13e_a6|1|0|0|3.433539068|0|1.429020445|0.0|-0.089778965|4.727387819|-0.008507023|-0.378539035|-0.003356527|10.95053349|-0.037793156|1|1|-0.223618825|0.102257199|0.827254552|0.790249345|1|0.861676601|-0.093298845|0.0183790889999999|-49.62570093|-62.36320497|12.28502792|0.138323399|92.4587065|-0.032929004|8.211609879|0.722530518|-33.17101912|75.42629799|-22.01054293|2868.489025|575.965487|0.277469482|14.346067199999998|0.799234143|6147.8097210000005|185.4673146|-750.3313497|30.46313253|-297.4895642|1553.619759|676.2770877|13.06309302|1.0|1.0|2.0|3.51|0.08|-10.18|5.01|1.0|123.82|0.0|5.0|-5.11|5.0|-6.52|417.47|0.0|1.0|3.31|1.65e-05|0.00688|0.0|0.0|-0.07534|5.9885|3.2475|-1347.25954|1202.5|0.8312|567.24|0.38609|0.7034199999999999|-1347.014564|0.0104|-0.1327|10.1884|-0.20804|0.03809808|12.0|7.9208|7.9208
5f_a40|0|0|0|0.0|1|0.60491326|1.656591081|-0.004886759|6.167516491000001|-0.0468504759999999|-0.293556526|0.000663516|10.31198329|0.062183277|2|2|0.18254908|-0.465573352|875.0|0.680674762|1|0.7414714309999999|-0.10969397|0.020236763|-52.44868801|-50.68028366|9.349692674|0.258528569|119.4441339|-0.041135239|4.319700326|0.814393685|-24.23209217|57.61052946|-19.00510637|1932.388838|342.5710869|0.185606315|11.20493646|0.938359946|3963.475837|85.75294257|-280.9807494|23.33651|-290.5093357|746.7683199|269.0442248|6.930245797|0.0|1.0|1.0|3.08|0.21|-3.69|2.94|0.0|78.56|3.0|3.0|-3.97|3.0|-6.47|284.34|0.0|1.0|2.23|0.000491|0.14|0.0|0.0|-0.06227|3.8036|3.0611|-1232.959261|793.54|0.2747|361.03|0.56507|0.69727|-1232.851443|0.0415|-0.13057|5.5961|-0.19284|0.02389588|112.0|6.9508|6.9508
5d_a40|0|0|0|0.0|1|0.6049133329999999|1.601200869|-0.071479892|6.167516491000001|0.0418378229999999|-0.1868684619999999|0.007200253|10.31198333|0.029272031|2|2|-0.009744685|0.145024458|0.877722972|0.483934049|1|0.754010052|-0.094277694|0.022027556|-39.55506228|-43.26473143|10.10860823|0.245989948|112.88660690000002|-0.0377110779999999|4.638915105|0.8111805740000001|-18.15211073|49.97858532|-17.30589257|1974.583878|346.0207917|0.188819426|12.09256826|0.922825231|4051.712713|86.65063178|-238.2540642|21.3342049|-285.606135|640.0261471|243.4287716|6.713853887999999|0.0|0.0|0.0|3.02|0.21|-4.32|4.08|0.0|74.11|2.0|3.0|-4.23|4.0|-5.94|287.31|0.0|1.0|3.1|0.000152|0.0436|0.0|0.0|-0.06796|3.7374|3.7374|-1276.817151|765.69|0.4493|365.74|0.69613|0.69613|-1276.751174|0.4493|-0.14851|7.0422|-0.2164699999999999|0.01667985|19.0|7.7212|7.7212
24_a47|0|1|1|0.0|0|1.304328602|1.225600378|0.0453435129999999|4.727387819|-0.1160443999999999|-0.484848181|-0.0060410169999999|10.95005721|0.071506228|1|1|-0.2494728939999999|-0.005097239|0.875198713|0.627160379|1|0.7839491009999999|-0.090995097|0.021522987|-42.71324947|-51.21152885|12.11301576|0.216050899|121.5922303|-0.032498249|6.81713713|0.611603578|-24.03877652|69.27912772|-18.28983173|2642.775318|441.2021442|0.388396422|13.48797266|0.920079732|6022.202634|218.5873217|-432.3234052|29.90471672|-125.6197312|1255.998102|457.1122177|18.06759887|1.0|1.0|2.0|3.14|0.05|-7.63|2.78|1.0|104.73|1.0|5.0|-4.61|5.0|-6.48|396.81|0.0|1.0|3.31|3.05e-05|0.0121|0.0|0.0|-0.06517|3.9675|3.9675|-1696.071577|1002.04|0.2618|450.98|0.6835|0.6835|-1695.93106|0.2618|-0.16333|2.6517|-0.2285|0.03414611|3.0|8.5|8.5
3_a20 (SB-525334)|1|0|0|3.502142227|0|1.183765089|0.0|-0.048050965|4.727387819|-0.053897691|-0.274640708|0.001924142|10.95053359|-0.119584218|1|1|-0.277724429|0.087932573|0.76423988|0.7835436240000001|1|0.8756647679999999|-0.0917096759999999|0.0123308269999999|-34.52869143|-51.80299691|6.965173618|0.1243352319999999|70.23182172|-0.029269046|3.934338039|0.784910502|-19.50382741|58.45718743|-16.53287135|2243.481559|494.6267525|0.215089498|10.9543133|0.8429740729999999|4905.195832|121.495147|-438.9205046|21.06338405|-321.8682802|989.9790502999998|520.6749407|6.654190521|1.0|1.0|1.0|3.37|0.24|-8.39|5.2|1.0|104.59|1.0|3.0|-4.85|4.0|-5.74|343.42|0.0|1.0|3.63|1.88e-05|0.00647|0.0|0.0|-0.0671399999999999|4.9821|3.1728|-1086.56485|1030.31|367.0|498.74|0.49443|0.70168|-1086.329436|0.1171|-0.13417|3.7291|-0.20131|0.02096048|162.0|6.7905|6.7905
22_a4|0|0|0|0.0|1|1.399866564|1.987636054|-0.043165663|5.4161004020000005|-0.115883451|-0.257448045|0.004765062|10.94586213|-0.023072107|1|1|0.034720243|0.086940934|0.8404413829999999|0.755510052|0|0.8612031509999999|-0.089955967|0.010702353|-45.61565825|-43.23011833|5.1432274630000006|0.138796849|66.70156956|-0.036468635|2.47167963|0.8444670409999999|-21.92150631|48.65880447|-17.52572365|1950.173729|413.8681986|0.155532959|9.742413394|0.772804341|4074.564287|74.7444381|-311.62631919999995|20.75359108|-331.080892|767.88287|338.71903330000004|5.428686137000001|1.0|0.0|1.0|3.3|0.11|-5.24|3.19|0.0|87.12|2.0|2.0|-3.77|3.0|-5.91|289.33|0.0|1.0|2.81|0.000104|0.0301|0.0|0.0|-0.03046|4.468999999999999|4.0537|-934.240411|860.77|0.1675|400.29|628.0|0.65771|-934.12356|0.1293|-0.16754|3.5548|-198.0|0.030263407|47.0|7.3279|7.3279
14a_a23|0|1|1|0.0|0|1.197964042|3.39397765|0.050806184|5.351858133|-0.0246126279999999|-0.289658385|0.012219066|10.31321831|-0.071842463|2|2|-0.137733142|0.114693804|0.816237166|0.6888154959999999|1|0.918677038|-0.08032517|0.019504497|-35.20994211|-50.79675604|12.33442989|0.081322962|51.42774883|-0.0341809229999999|7.800158102999999|0.7807587890000001|-22.26638099|61.36268093|-21.61564087|2816.527785|580.9612768999999|0.219241211|14.2658736|0.8602383659999999|6269.28943|138.6457355|-642.4662212000001|27.68542751|-355.0975547|1301.215093|601.8533922|10.56592489|0.0|1.0|1.0|3.41|0.05|-7.41|3.36|2.0|120.28|1.0|5.0|-5.47|4.0|-6.27|411.48|0.0|0.0|3.37|1.1e-05|0.0045299999999999|0.0|0.0|-0.07379|3.7119|3.7119|-1629.90669|1134.02|0.3764|516.58|0.6289100000000001|0.6289100000000001|-1629.690316|0.3764|-0.15002|5.8775|-0.2238099999999999|0.0216412|3.0|8.5498|8.5498
12i_a36|1|0|0|3.27619957|2|1.2401347459999998|0.0|0.043792895|5.351858133|-0.29543904|-0.929568494|-0.011700732|10.96020192|-0.009876543|1|1|-0.3344729369999999|0.141564781|0.87043328|0.624142499|0|0.830964232|-0.117424873|0.01973953|-54.81607619|-75.66036485|12.71877085|0.169035768|108.9148111|-0.045665229|8.195085212|0.7691298590000001|-35.3196406|90.11282843|-29.42347522|3231.030388|535.4151566|0.230870141|13.98728916|0.8526986440000001|7707.634338|148.7565508|-1023.755049|38.2555363|-346.8168661|2065.79896|672.4630346|14.45246358|0.0|0.0|2.0|4.8|0.17|-7.14|3.31|2.0|130.43|1.0|7.0|-5.2|8.0|-6.4|465.43|0.0|0.0|2.65|8.6e-06|4.0|0.0|0.0|-0.05065|5.2297|3.7496|-1645.171438|1172.5|0.5402|504.47|0.34255|0.70134|-1644.954647|0.1516|-0.1541|5.1836|-0.20475|0.03165678|12.0|7.9208|7.9208
