molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|BCUTs-1|SRW07|AATSC1s|n6HRing|JGI4|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PPSA3|TPSA_x|WPSA3|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50
9h_a40|0.0|0|0|0.0|0.0|1|7.515889085|0.604992856|5.4161004020000005|-0.126968715|0|0.039444444|0.003782277|10.31197223|-185.0|2|0.270048551|0.048470175|0.08305063|0.778613709|0.740778143|-0.160855189|0.8022014000000001|1|0.864310149|-0.09201708|0.219852623|0.012390387|6.199629554|67.89350333|3.102034287|-1.437045429|-23.03722449|53.60044379|52.2411122|0.482124665|432.46450360000006|-719.0371868|-10.27931468|6.922257828999999|13.366649|0.930966649|4322.734135|-359.7760137|23.78085181|-364.1454816|832.3298135|336.23227030000004|1.0|1.0|0.0|1.0|0.0|3.55|20.0|4.59|4.44|67.66|93.19|0.0|3.0|-5.65|23.0|3.0|321.4|1.0|4.06|2.23e-06|0.000716|0.00244|4.51|0.0|0.0|3.09e-07|9.93e-05|3.9|-1293.174246|526.38|868.84|368.18|0.3851|292.61|0.64952|0.69809|-1293.033723|0.2721|-0.14047|2.1413|-1293.083512|2841.0|5.4001
2_a27|0.0|0|0|0.0|0.0|2|6.605297921|1.402655014|4.59511985|-0.0609613559999999|2|0.0427777779999999|0.009338889|10.93783218|0.017751479|1|-0.337316432|-0.21066171|-0.361571905|0.639024713|0.796022385|0.137868605|0.8585302370000001|1|0.8468699609999999|-0.058444848|0.408120957|0.019809599|9.972342226|77.08713259|5.020172886|-1.141195033|-14.81116546|52.43208086|39.39404027|0.4424192289999999|426.3224749|-574.4885436000001|-7.415462877|5.312170441|9.527176544|0.7934621359999999|4774.521748|-289.2030522|22.03636323|-169.6109632|859.4181658|373.9912084|0.0|1.0|0.0|1.0|0.0|3.06|21.0|2.43|2.49|65.6|92.58|0.0|2.0|-3.19|24.0|4.0|317.34|1.0|2.52|0.000644|204.0|0.0638|2.18|0.0|0.0|1.45e-06|0.0004599999999999|4.32|-1043.821085|538.57|906.48|297.87|0.3217|297.87|0.55857|0.55857|-1043.665151|0.3217|-0.16769|4.7049|-1043.715364|6.8854|7.8861
20_a4|0.0|0|0|0.0|0.0|1|7.535296702|1.399905568|5.4161004020000005|-0.00123671|1|0.039635417|0.012265062|10.9459449|-0.059498265|1|-0.098992154|-0.064248765|-0.103098674|0.691307598|0.7797803109999999|0.246357638|0.8404413829999999|0|0.918147288|-0.060595472|0.210083785|0.022933651|11.03865532|39.3981702|5.313236547|-1.010636274|-14.03867522|46.45917085|40.20507689|0.421704107|441.9318823|-486.4496111|-6.32818424|5.543543957000001|9.58599918|0.729218575|4085.683488|-234.1428169|20.4281979|-138.2237887|755.8433223999999|338.71903330000004|1.0|1.0|1.0|1.0|0.0|3.06|17.0|3.2|3.54|39.94|86.62|0.0|3.0|-3.46|22.0|3.0|289.33|1.0|2.97|0.000346|0.1|0.0388|2.96|0.0|0.0|2.79e-06|0.000806|2.73|-934.2489802|517.72|861.05|306.74|0.2364|239.45|0.5152|0.66028|-934.103809|0.1415|-0.16699|4.0681|-934.150871|5.5779|6.1898
8e_a46|0.0|0|0|0.0|0.252655541|1|7.727094485|1.160371308|5.533389489|0.000950213|2|0.043238095|0.012911107|10.96411233|-0.016857659|1|-0.203086023|-0.08488645|-0.135984209|0.669602597|0.789844634|-0.241393458|0.837678812|0|0.921352352|-0.053352779|0.281227001|0.009576086|4.876083942|40.04689925|2.482871976|-0.989734694|-13.83322216|39.62167507|32.04299109|0.444693313|469.146955|-503.9668235|-5.967832774|5.504080656|9.911785304|0.8008066970000001|4239.252176|-256.61680930000006|15.64268965|-253.8248986|672.6356549999999|426.71841|1.0|0.0|1.0|1.0|0.0|2.93|17.0|4.09|3.9|43.6|91.93|0.0|2.0|-3.59|23.0|3.0|304.39|1.0|3.21|0.0002569999999999|0.0782|0.0279|3.01|0.0|0.0|2.16e-07|6.57e-05|3.0|-954.9296396|552.99|933.3|274.96|0.2162|274.96|0.6967|0.6967|-954.743261|0.2162|-0.18835|3.2194|-954.793305|3.7755|6.3915
14p_a23|0.0|0|1|0.0|0.0|2|7.423568444|1.197963748|5.351858133|0.006191846|2|0.045165485|0.009895793|10.31321773|-0.053921569|2|0.080581604|-0.0686282459999999|-0.131709531|0.708395022|0.799506006|0.099883916|0.8683808959999999|1|0.923455749|-0.063033628|0.223758613|0.0221104079999999|14.91710363|51.64167457|10.06403753|-1.615689464|-28.69113861|67.36602512|57.44364296|0.464933687|623.0226425|-1090.0480289999998|-15.32117727|9.014073839|16.84664803|0.868927227|6696.264498|-735.4165088|30.21311441|-339.5427625|1450.229492|646.2584547|0.0|1.0|1.0|1.0|1.0|3.28|26.0|3.4|3.89|128.81|125.0|0.0|5.0|-5.68|32.0|5.0|436.49|0.0|3.25|2.09e-06|0.0009109999999999|0.00554|3.3|0.0|0.0|3.39e-08|1.4800000000000002e-05|3.29|-1722.181612|699.61|1191.08|346.79|0.3802|346.79|0.6816|0.6816|-1721.933314|0.3802|-0.14774|7.4033|-1721.994023|9986.0|8.5302
4b_a49|0.0|0|0|0.0|0.0|1|7.535296702|1.343847828|5.4161004020000005|-0.077626337|2|0.036555556|0.001769804|10.92776533|0.02907541|1|-0.10158752|-0.0563571629999999|-0.089371493|0.720824193|0.798826417|0.005818676|0.852400617|1|0.7581492670000001|-0.091725536|0.438784865|0.0241270029999999|14.84890147|148.84640819999998|9.138717999|-1.534835437|-34.74338731|71.2971749|71.30114509|0.477868186|466.6010051|-944.6104994|-11.62716177|7.588962922|14.53457293|0.915225186|6025.790417|-581.3580885|29.27523192|-178.8869784|1463.761596|600.3287567000001|1.0|1.0|1.0|1.0|1.0|3.1|21.0|3.71|3.26|90.13|112.36|0.0|6.0|-3.81|30.0|6.0|400.43|0.0|2.8|0.000155|62.0|0.0527|2.28|0.0|0.0|8.91e-08|3.570000000000001e-05|3.56|-1333.063439|664.86|1121.45|331.39|0.2856|267.08|0.4151899999999999|0.68242|-1332.800229|0.0615|-0.15635|1.8265|-1332.8586269999998|2.2306|7.1024
3c_a32|0.0|1|1|3.452148526|0.0|0|7.765993078999999|0.6094207970000001|5.733341277|-0.048337951|0|0.043817204|-0.00017094|10.31100278|-0.01180891|3|-0.097512832|-0.0779821129999999|-0.145525719|0.831186295|0.839409251|-0.003205869|0.901864778|1|0.888766719|-0.0679200029999999|0.216289509|0.015118975|7.772301225|57.18235134|3.995552912|-1.038301506|-17.94949454|57.94025396|42.68833949|0.423167668|456.8935699|-533.7658031000001|-7.622115192000001|5.605165488|9.717148607|0.733606015|4598.027604999999|-274.3961469|21.36577928|-199.4122311|769.1680542|370.5811396|1.0|1.0|1.0|1.0|1.0|2.95|19.0|6.61|4.68|110.94|93.05|0.0|3.0|-6.18|22.0|3.0|326.44|0.0|4.02|6.65e-07|0.000217|0.00399|4.14|0.0|0.0|1.28e-07|4.18e-05|3.02|-1633.443791|544.22|903.81|352.54|0.5017|352.54|0.7034600000000001|0.7034600000000001|-1633.297494|0.5017|-0.14219|3123.0|-1633.348356|5.0659|8.0458
15c_a22|0.0|0|0|0.0|0.0|1|6.842683282|1.42291727|4.727387819|-0.018518519|2|0.038137255|0.003784292|10.9464374|0.006275578|1|-0.047249795|-0.0917078119999999|-0.160566657|0.667111824|0.773044788|-0.096749121|0.8353837409999999|1|0.8665852140000001|-0.067475429|0.615901609|0.024561528|17.68362419|96.05497587|12.731723|-1.60176404|-34.97658951|75.52188549|66.26407672|0.462157867|623.9175171|-1153.226049|-15.66586856|8.626398368|16.03890406|0.859281634|6882.442370999999|-830.2910335|32.87972244|-232.9472639|1742.625289|731.8178649|1.0|1.0|1.0|1.0|1.0|2.85|27.0|3.9|4.18|109.38|128.77|0.0|6.0|-4.86|34.0|6.0|445.48|0.0|2.98|1.39e-05|0.00618|0.0107|2.9|0.0|0.0|5.269999999999997e-10|2.35e-07|4.79|-1460.602657|715.42|1241.07|337.46|0.5082|216.15|0.30831|0.69113|-1460.324493|0.0694|-0.15408|7.382000000000001|-1460.387718|9.0393|6.1325
14a_a23|0.0|0|1|0.0|0.0|2|7.423568444|1.197964042|5.351858133|-0.0246126279999999|2|0.042992424|0.012219066|10.31321831|-0.071842463|2|0.083206288|-0.073893976|-0.137733142|0.72792508|0.7556436440000001|0.114693804|0.816237166|1|0.918677038|-0.055677662|0.225448915|0.019504497|12.33442989|51.42774883|7.800158102999999|-1.606503401|-22.26638099|61.36268093|47.54437201|0.462434482|580.9612768999999|-1015.935121|-13.66949407|7.668841725|14.2658736|0.8602383659999999|6269.28943|-642.4662212000001|27.68542751|-355.0975547|1301.215093|601.8533922|0.0|1.0|1.0|1.0|1.0|2.86|26.0|3.36|4.02|105.02|120.28|0.0|5.0|-5.47|30.0|4.0|411.48|0.0|3.37|3.38e-06|0.00139|0.0045299999999999|3.58|0.0|0.0|3.92e-08|1.6100000000000002e-05|3.47|-1629.928331|665.5|1134.02|334.02|0.3764|334.02|0.6289100000000001|0.6289100000000001|-1629.690316|0.3764|-0.15002|5.8775|-1629.748476|8.3962|8.5498
2_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0.605017347|4.727387819|-0.09743592|2|0.034166667|-0.006049098|10.31162302|0.036301827|1|-0.18746945|0.017902469|0.032450556|0.899733837|0.769486995|-0.192034735|0.8401405609999999|1|0.750206578|-0.104577702|0.4551292289999999|0.011938463|5.601853871|117.2099151|2.628543258|-1.127115845|-23.02532673|53.05538527|54.67257594|0.458202525|352.0174726|-528.8736235|-7.298882022000001|4.88513521|9.016533738|0.845708123|4446.904467|-248.1619888|21.36736636|-213.9529255|726.4904564|330.4083896|1.0|1.0|1.0|1.0|1.0|2.22|21.0|4.34|4.01|92.93|90.49|0.0|2.0|-4.75|22.0|3.0|304.37|0.0|3.06|1.7800000000000002e-05|0.0054|0.0162|3.13|0.0|0.0|1.3e-07|3.9500000000000005e-05|1.97|-1272.143337|503.34|841.85|371.73|0.1824|227.92|0.37284|0.69543|-1272.001389|0.0962|-0.14605|4.0121|-1272.04778|5.4999|5.4
47a_a18|0.0|0|0|0.0|0.0|0|7.03438793|0.403918489|4.844187086|-0.18843247|0|0.033641026|-0.005483379|10.35082811|0.052572636|0|0.066507683|-0.232940071|-0.358939392|0.842412605|0.766261502|-0.008965701|0.7991211029999999|0|0.778790861|-0.082855697|0.371382587|0.014124484|11.58086543|181.3725215|9.49531639|-2.681370849|-55.70051708|93.5899242|79.51543089|0.483193636|638.5417107999999|-2198.494121|-24.3591435|10.20255289|19.74153879|0.934960691|8405.670404|-1802.576619|37.435301|-481.4854016|2770.212274|1225.939287|1.0|1.0|1.0|1.0|3.0|0.0|18.0|0.48|3.35|123.06|158.24|1.0|12.0|-6.74|39.0|5.0|547.67|0.0|2.02|1.8100000000000002e-07|9.9e-05|0.00143|4.44|0.0|1.0|5.4e-09|2.95e-06|8.82|-2098.807018|874.47|1536.87|388.09|0.6094|388.09|0.69508|0.69508|2098.280307|0.6094|-131.0|2.6271|-2098.359766|3.0133|9.0
14e_a23|0.0|0|1|0.0|-4.45581912|2|7.423568444|1.197957573|5.351858133|-0.272389934|2|0.044241453|0.001027627|10.3132176|-0.009871698|2|0.072830644|-0.07256543|-0.226146643|0.560094237|0.791790895|0.133270225|0.8510270329999999|1|0.925392058|-0.073376247|0.267882223|0.018022127|12.5437807|51.92870134|8.73073591|-1.96796702|-35.54678231|74.75779594|63.61519626|0.49543439|644.0923882999999|-1369.74655|-19.06744972|8.020794334|15.89643482|0.981902808|7663.17288|-953.3724859|34.39302091|-412.7765217|1719.6510460000002|658.8108151|0.0|1.0|1.0|1.0|1.0|3.62|26.0|4.42|6.19|105.02|125.29|0.0|6.0|-6.38|34.0|7.0|479.48|0.0|4.5|4.1200000000000004e-07|0.000198|0.000773|4.46|0.0|0.0|5.94e-09|2.85e-06|4.2|-1966.96594|706.39|1209.58|334.8|0.3178|334.8|0.63922|0.63922|-1966.720803|0.3178|-153.0|3.7696|-1966.785007|5.5469|8.5214
34_a20|0.0|0|0|0.0|0.0|1|6.842683282|1.416932073|4.727387819|-0.104520106|2|0.0396875|0.003085806|10.93244905|-0.054458882|1|0.327535029|0.0346782989999999|0.057022334|0.7071284179999999|0.74801464|-0.101401966|0.80310139|1|0.7966571459999999|-0.0851907119999999|0.408491116|0.0130295999999999|8.766605631000001|136.81360859999998|5.898367836|-1.709191893|-38.56497154|67.53437417|66.0848174|0.462785432|536.0086996|-1149.982435|-14.59875162|7.940146766|14.7802149|0.8614536140000001|6211.26199|-773.7338361000001|27.94614651|-371.9551262|1481.145765|712.1606951|1.0|1.0|1.0|1.0|1.0|2.92|27.0|4.5|4.62|86.69|125.0|0.0|5.0|-5.14|32.0|4.0|419.48|0.0|3.63|7.27e-06|0.00305|0.00399|3.63|0.0|0.0|6.64e-10|2.780000000000001e-07|4.97|-1352.31921|711.19|1205.64|320.38|0.4388|229.04|0.38519|0.68845|-1352.041015|0.0766|-0.16103|3.8519|-1352.102407|5.4994|7.2147
12ab_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|0.604983638|5.351858133|-0.030346359|2|0.043854875|0.003529389|10.31162784|0.01563558|1|0.03046828|-0.12254489|-0.207153446|0.8397577820000001|0.809127478|0.078325164|0.855880335|0|0.7997534890000001|-0.082740301|0.4605456229999999|0.031588146|22.23130678|140.93076580000002|15.64609074|-1.815983471|-40.9825333|92.49334877|80.46280277|0.461207954|562.8556061|-1278.064418|-15.78042667|8.44310703|15.6704374|0.856003642|6918.884105|-899.4843201|37.1257096|-146.321375|2116.165447|792.3440337000001|0.0|1.0|1.0|1.0|1.0|0.0|17.0|3.94|2.63|100.11|140.26|0.0|7.0|-5.61|33.0|6.0|458.54|0.0|2.52|2.47e-06|0.00113|0.00456|3.81|0.0|0.0|1.47e-07|6.720000000000001e-05|3.34|-1804.824495|753.75|1275.19|355.06|0.1957|258.2|0.46561|0.68324|-1804.523449|0.1511|-0.14772|6.9089|-1804.589076|7.4968|7.7825
12k_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|0.604984231|5.351858133|-0.029595542|2|0.042739018|0.0043261129999999|10.31162844|-0.038714845|1|-0.240110949|-0.089279071|-0.154412059|0.838579475|0.830875659|0.001281277|0.883029843|0|0.815083558|-0.079026221|0.340031035|0.024177669|16.01752015|122.5057244|10.61148425|-1.865577056|-34.68429919|80.03127603|68.37178540000001|0.47195436|539.9866061|-1235.930491|-15.44895229|8.416930701|15.93977881|0.893775698|6393.133321|-818.7944715|32.93073182|-275.77726980000006|1745.328787|704.0353382000001|0.0|1.0|1.0|1.0|1.0|0.0|17.0|3.89|2.63|90.88|133.77|0.0|6.0|-5.44|31.0|5.0|428.51|0.0|2.57|3.59e-06|0.00154|0.0050799999999999|3.84|0.0|0.0|1.84e-07|7.87e-05|3.58|-1690.302721|710.82|1200.31|357.15|0.2257|238.62|0.39318|0.6864899999999999|-1690.031103|0.1512|-0.14743|4.9516|-1690.094082|5.0736|7.6144
8a_a12|0.0|0|0|0.0|0.0|0|0.0|1.283813597|0.0|-0.052287869|3|0.0420317459999999|-0.001510006|10.95472846|-0.084035283|0|-0.3422915179999999|-0.135424346|-0.226106307|0.913877696|0.763500863|-0.1261547959999999|0.8157289759999999|0|0.892656426|-0.05926895|0.221703535|0.010336879|5.354053791|55.59930083|2.773166902|-1.4888045019999998|-15.90061008|55.45388635|36.0527909|0.46777503|462.3571879|-771.1359521|-9.077610683|5.113243051|9.607296424|0.878904705|4806.044707999999|-399.41487|22.14447395|-301.89687089999995|974.3568539|464.1781753|1.0|1.0|0.0|1.0|1.0|3.06|18.0|3.87|2.5|50.17|105.24|0.0|3.0|-3.9|25.0|4.0|327.38|1.0|3.1|0.000125|0.0408|0.0203|3.18|0.0|0.0|1.28e-08|4.2e-06|3.41|-1046.0428949999998|556.3|952.71|317.17|0.2486|317.17|0.6309100000000001|0.6309100000000001|-1045.851982|0.2486|-0.15696|3.6588|-1045.902509|5.4032|6.7011
10_a32|0.0|1|1|3.294952523|0.0|0|7.765993078999999|0.6094207629999999|5.733341277|-0.087497559|0|0.03995614|-0.0064007569999999|10.31100271|-0.047619048|3|-0.03673326|-0.1260956869999999|-0.229450999|0.809370315|0.8607827790000001|0.012125768|0.915639476|1|0.7622839570000001|-0.088310158|0.266552538|0.02575778|15.91131724|146.8439966|9.828875607|-1.7133436169999998|-33.69815077|91.10767604|70.46302679|0.449853016|470.8845962|-1058.381342|-14.85891856|7.079344111|12.86809583|0.81769605|5842.926058|-653.7924168|34.62844557|-240.4628923|1523.651605|513.9156315|0.0|1.0|1.0|1.0|2.0|3.12|19.0|5.64|4.21|149.27|107.14|1.0|7.0|-6.04|27.0|5.0|399.49|0.0|3.42|9.17e-07|0.000366|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|4.13e-05|4.12|-1916.668776|654.7|1086.09|340.24|0.2983|340.24|0.70228|0.70228|-1916.460049|0.2983|-0.15088|2.4919|-1916.519894|3.2297|8.1427
26_a20|0.0|0|0|0.0|0.0|1|6.842683282|1.4165417530000002|4.727387819|-0.104520106|2|0.0396875|0.003085806|10.93106273|-0.033102079|1|0.249416844|0.0346782989999999|0.057022334|0.7071284179999999|0.7541508029999999|-0.070815554|0.8096894440000001|1|0.79337253|-0.0862808009999999|0.423153994|0.012753218|8.604974082|139.417676|5.806030949|-1.737317706|-39.28020352|65.85953426|66.82118688|0.472355054|535.3119506|-1172.219727|-14.92323356|7.598632688999999|14.40103379|0.8952138340000001|6221.067002000001|-790.9313788|28.17896678|-384.4457279|1493.485239|712.1606951|1.0|1.0|1.0|1.0|1.0|3.07|27.0|4.5|4.62|86.69|125.0|0.0|5.0|-5.14|32.0|4.0|419.48|0.0|3.66|7.27e-06|0.00305|0.00399|3.63|0.0|0.0|6.64e-10|2.780000000000001e-07|4.97|-1352.315376|715.27|1211.34|318.77|0.2081|256.05|0.50878|0.68167|-1352.036122|0.0814|-0.16129|3.8173|-1352.098465|4.8742|6.8827
AKLKII_a46|0.0|1|0|2.917217813|0.0|0|6.605297921|1.4316666480000002|4.59511985|-0.030657|3|0.0386379929999999|0.006821053|10.96959256|0.036226415|1|-0.015805561|-0.037291767|-0.066245471|0.718266758|0.758995484|-0.0150769919999999|0.8264237520000001|1|0.837641394|-0.071827497|0.271156366|0.010384859|4.924591245|76.99187522|2.335284369|-1.161800612|-16.15213359|49.76981906|38.98582025|0.47999819|397.2168972|-550.9360419|-7.464534402999999|5.83938898|11.22955511|0.92307023|4110.764451|-261.2587041|20.38625028|-258.10190780000005|713.5187596|314.0966684|1.0|0.0|1.0|1.0|1.0|1.6|21.0|3.9|3.39|67.35|85.32|0.0|2.0|-3.24|22.0|4.0|287.32|1.0|2.45|0.000578|166.0|0.0764|2.19|0.0|0.0|6.18e-08|1.7800000000000002e-05||||||||||||||||6.7423
4_a4|0.0|0|0|0.0|0.0|1|7.535296702|1.343865392|5.4161004020000005|0.0159331539999999|2|0.036775068|0.011760626|10.92992837|-0.037623601|1|-0.035166634|-0.048056862|-0.078747188|0.646069495|0.77276149|-0.168712277|0.8306695270000001|1|0.933276024|-0.049768752|0.456474074|0.008570112|4.4155367960000005|34.37786704|2.274995377|-1.099796957|-13.21145879|40.86951119|30.05764711|0.398500394|480.8472306|-566.6429946000001|-6.78950447|5.326452915|8.855289118|0.66251148|4878.070704|-291.9486922|16.60255217|-302.661743|713.9097433|462.1867149|1.0|0.0|1.0|1.0|0.0|3.09|21.0|4.52|4.41|43.6|100.08|0.0|2.0|-4.12|25.0|3.0|326.39|1.0|3.64|7.59e-05|0.0248|0.00877|3.52|0.0|0.0|2.71e-08|8.85e-06|3.24|-1029.960398|566.84|960.45|307.95|0.1106|230.37|0.55032|0.6010800000000001|-1029.763465|67.0|-0.1696599999999999|2.6814|-1029.813844|3.1195|7.1079
13h_a6|0.0|1|0|3.464247528|0.0|0|6.842683282|1.424099498|4.727387819|0.004767264|2|0.04393617|-0.002407131|10.95053423|-0.090944829|1|0.105918119|-0.12414699|-0.215607882|0.836982172|0.780222427|-0.0256002129999999|0.8391892870000001|1|0.867910741|-0.074151997|0.300800177|0.017441348|12.1971464|92.37313621|8.529752344|-1.747564296|-36.26429338|76.78735663|64.05338768|0.461667017|606.9504647000001|-1222.112956|-15.82689691|9.11292243|16.928040300000003|0.8575863490000001|6302.785260000001|-854.6524332|30.71129129|-331.36552|1658.40973|744.1359788|1.0|1.0|1.0|1.0|2.0|3.03|27.0|5.41|4.79|103.17|128.63|0.0|6.0|-5.56|33.0|5.0|431.49|0.0|3.61|2.77e-06|0.0012|0.0038|3.7|0.0|0.0|2.67e-11|1.15e-08|3.83|-1386.613707|738.61|1253.92|365.52|1.0978|254.58|0.50716|0.69001|-1386.302668|0.2121|-0.14097|7.2872|-1386.3651|10.0322|7.3279
12an_a36|0.0|1|0|3.489959714|0.0|0|7.412764017000001|0.6294007110000001|5.351858133|-0.046532211|2|0.042739018|0.00285431|10.33556631|-0.031635802|1|0.170355752|-0.07550872|-0.133106642|0.906423012|0.8344566859999999|-0.009636347|0.885733922|0|0.836440154|-0.073519599|0.270501913|0.0173118669999999|11.69727417|110.5140393|7.903608682000001|-1.997765039|-33.56484523|81.70091433|61.37296195|0.44576647|565.1654879|-1349.848937|-16.89009799|8.773001855|15.82907093|0.8042935809999999|6162.848939|-912.0652916|31.9040205|-383.1273396|1722.817107|725.9470896|0.0|1.0|1.0|1.0|2.0|0.0|17.0|3.33|2.61|94.5|135.47|0.0|6.0|-4.85|31.0|4.0|427.52|0.0|2.33|1.4300000000000002e-05|0.0061|0.0132|3.19|0.0|0.0|8.95e-08|3.83e-05|3.37|-1670.452238|718.98|1215.98|327.38|0.6702|239.49|0.44822|0.69094|-1670.182102|0.0644|-0.15474|4.3963|-1670.244686|6.2182|7.3979
IN1233_a59|0.0|1|0|3.463603867|0.0|0|6.842683282|1.400923654|4.727387819|-0.12050413|2|0.0396875|-0.005614194|10.93301779|-0.054458882|1|0.268927191|0.001996439|0.003282792|0.809917509|0.74801464|-0.107446431|0.80310139|1|0.7613246490000001|-0.092761756|0.356444983|0.010831674|7.208329477|158.8351574|4.79704394|-1.904276352|-41.08157616|72.32484741|68.94000009|0.483639625|506.6510632|-1267.269673|-15.91227368|8.011984402000001|15.51626497|0.936631949|6206.818668|-843.3505049|29.49046561|-413.6607749|1562.994677|712.1606951|1.0|1.0|1.0|1.0|2.0|2.76|27.0|5.54|4.69|97.55|125.07|0.0|5.0|-5.59|32.0|4.0|419.48|0.0|3.78|2.54e-06|0.00107|0.0029|3.85|0.0|0.0|9.93e-11|4.17e-08|5.35|-1352.351584|703.47|1204.16|350.69|0.2623|237.54|0.51285|0.6953699999999999|-1352.073755|0.2011|-0.14684|5.4004|-1352.135303|7.6059|7.4685
12bc_a36|0.0|1|0|3.43846811|0.0|0|7.412764017000001|1.284647662|5.351858133|-0.042515909|2|0.04625323|-0.001012333|10.95883416|-0.027636036|1|0.115647623|-0.101451485|-0.1716508239999999|0.884841888|0.836170906|0.006621918|0.892249657|0|0.834305498|-0.077192869|0.326764696|0.01824287|12.2593899|111.3483497|8.238431664|-1.927943855|-34.8600941|83.97121855|64.13376391|0.467645467|560.6615736|-1295.597402|-17.41308622|8.273766079|15.54183457|0.878447423|6587.689277|-870.6543108999999|33.5878425|-364.8584744|1679.392125|661.6709012|0.0|1.0|1.0|0.0|2.0|0.0|17.0|3.99|3.19|69.2|133.77|0.0|5.0|-5.08|31.0|4.0|450.32|1.0|2.82|8.27e-06|0.00372|0.00295|3.93|0.0|0.0|1.74e-08|7.83e-06|4.42|-2152.134749|705.12|1188.37|320.4|0.7456|237.57|0.35775|0.69094|-2151.9100780000003|0.3478|-0.15671|6.5854|-2151.971485|9.2445|8.0969
13g_a6|0.0|1|0|3.457632039|0.0|0|6.842683282|1.424099171|4.727387819|0.004767264|2|0.043020833|-0.002407131|10.95053423|-0.080022038|1|0.061423911|-0.12414699|-0.215607882|0.836982172|0.774238891|0.095969451|0.832753533|1|0.871972049|-0.074216821|0.2141642839999999|0.017637229|12.28038897|89.14285747|8.550546653|-1.747038966|-35.98038956|76.50577593|63.95581946|0.444443571|607.1336751|-1216.422234|-15.68456028|7.968172425|14.34268783|0.7999971709999999|6332.20768|-846.9662551000001|30.61752948|-328.2712049|1653.346592|744.1359788|1.0|1.0|1.0|1.0|2.0|2.34|27.0|5.41|4.79|103.17|128.63|0.0|6.0|-5.56|33.0|5.0|431.49|0.0|3.47|2.77e-06|0.0012|0.0038|3.7|0.0|0.0|2.67e-11|1.15e-08|3.83|-1386.611265|739.55|1253.71|381.82|0.8442|207.09|0.38325|0.7034100000000001|-1386.3020800000002|0.0105|-0.1327|10.1708|-1386.364067|13.3225|6.9245
9_a15|0.0|0|0|0.0|0.0|0|0.0|1.419941378|0.0|-0.042227775|1|0.04022792|1.7800000000000002e-05|10.95880687|0.005692073|0|0.140072812|-0.203104439|-0.295062413|0.85357243|0.7059441040000001|0.088615068|0.742680335|0|0.846156316|-0.073701648|0.416635119|0.032464905|18.10574464|85.79894134|10.09761131|-1.400201879|-22.92354152|85.14415759|59.20930631|0.4517825079999999|471.903131|-780.8954896|-8.88789863|5.485176331|10.00547485|0.8240935659999999|5375.400861|-435.5070329|31.09118831|-14.02896218|1523.4682269999998|532.0914339999999|1.0|1.0|0.0|1.0|1.0|3.37|18.0|3.9|4.95|61.84|104.74|0.0|7.0|-5.25|27.0|5.0|366.41|1.0|3.69|5.63e-06|0.00206|0.00562|4.24|0.0|0.0|2.69e-08|9.86e-06|3.36|-1223.705126|588.55|1042.17|330.74|0.2693|285.37|0.6512399999999999|0.70552|-1223.463757|0.0115|-0.1565099999999999|1.4625|-1223.522216|2188.0|6.9706
