molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|SRW09|BCUTs-1|SRW07|AATSC1s|n6HRing|JGI4|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|PBF|FPSA3|PPSA3|TPSA_x|WPSA3|FNSA2|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|pIC50
12az_a36|0.0|1|0|3.465535084|0.0|0|7.412764017000001|1.297042831|5.351858133|-0.040156368|2|0.040566449|0.000482522|10.95957115|-0.012800556|1|0.129156742|-0.176729938|-0.289604649|0.884226781|0.812921349|-0.061924322|0.858971809|0|0.819163613|-0.071762413|0.411597359|0.034771534|24.36575918|126.71905359999998|17.0740303|-1.941527339|-35.23783652|99.82512582|74.65245915|0.462897841|574.0196415|-1360.503334|-16.43719536|8.449849817|15.73229538|0.861843195|6700.839465|-953.3573311|40.17530387|-117.53490990000002|2330.167624|766.4854363|0.0|0.0|1.0|1.0|2.0|0.0|17.0|2.83|1.9|87.66|136.74|0.0|7.0|-4.11|33.0|6.0|441.49|0.0|1.75|7.75e-05|0.0342|0.0315|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|2.68|-1461.990465|737.12|1252.18|343.5|0.4383|319.03|0.69385|0.70333|-1461.686269|0.0146|-0.14879|6.3778|-1461.750394|7.821000000000001|7.2366
8b_a50|0.0|1|1|3.1324050960000003|0.0|1|7.860570786|1.398299046|5.777652323|-0.009597908|1|0.035718954|0.006841944|10.945024|-0.0180233089999999|2|-0.170496134|-0.065440141|-0.116174481|0.753629415|0.809463375|-0.027207307|0.8836675340000001|1|0.845349082|-0.072629787|0.267094693|0.021513107|10.30543157|74.08248511|4.93661461|-1.092961836|-16.66636363|49.02840043|45.09730487|0.428882006|404.9478761|-523.561903|-6.966723542|5.292277178|9.26652151|0.75095166|4446.001554|-250.8020475|21.65129387|-164.5084115|779.4465792000001|339.5806858|1.0|0.0|1.0|1.0|1.0|1.69|20.0|3.14|3.41|59.39|89.78|0.0|2.0|-3.44|23.0|3.0|299.33|1.0|2.51|0.000359|108.0|46.0|2.55|0.0|0.0|1.16e-06|0.000347|2.11|-967.3527447|515.81|857.53|296.58|0.1717|273.96|0.5533|0.59283|-967.212701|121.0|-0.1724099999999999|3.8213|-967.258772|5.8205|7.1675
19e_a38|0.0|1|0|3.376977671|0.0|0|7.412764017000001|1.297043576|5.351858133|-0.10490608|2|0.04508642|-0.001197042|10.94917392|-0.038386106|1|0.045449529|-0.091460175|-0.191751024|0.723755855|0.839953955|0.04818471|0.89459881|0|0.776562593|-0.083623427|0.552393659|0.02118651|14.27562164|150.553721|9.619015829|-2.042881001|-37.96637911|82.37885703|70.62168376|0.4655978389999999|523.2534216|-1376.50781|-17.17594064|6.596408983|12.34352977|0.871249918|6531.762734|-927.5007945|34.02454948|-335.8133169|1837.325672|696.3887025|0.0|1.0|1.0|1.0|3.0|3.08|17.0|4.03|3.09|81.23|135.78|0.0|6.0|-4.94|32.0|4.0|427.48|0.0|3.3|1.15e-05|0.0049|0.00807|3.55|0.0|0.0|5.27e-08|2.25e-05|4.08|-1409.582478|685.34|1183.12|321.31|0.3948|236.96|0.41961|0.58509|-1409.315831|0.3738|-0.15584|5.8426|-1409.37733|8.0952|8.0083
12ad_a36|0.0|1|0|3.428443248|0.0|0|7.412764017000001|1.297042846|5.351858133|-0.073048351|2|0.040787037|-0.001148437|10.95445455|0.010723827|1|0.077659878|-0.136151085|-0.227404687|0.817851296|0.832674224|0.1563642469999999|0.8846605|0|0.760267769|-0.082404548|0.423689705|0.030769062|21.78471426|169.7321223|15.4237324|-2.047680239|-41.30726219|96.81391944|80.12771975|0.477102332|538.2749789|-1449.77215|-18.32944602|8.770308295|16.772513699999998|0.912420081|6569.653402|-1026.448977|39.44011905|-221.4751857|2208.646667|735.3783268|0.0|0.0|1.0|0.0|2.0|0.0|17.0|2.7|1.67|95.5|135.03|0.0|7.0|-4.18|33.0|6.0|439.47|0.0|1.76|6.579999999999999e-05|0.0289|0.0367|2.53|0.0|0.0|2.42e-07|0.000106|4.5|-1460.8311199999998|737.53|1236.64|321.93|0.6073|216.26|0.27316|0.67215|-1460.5468529999998|0.2532|-0.15638|5.3349|-1460.610659|6.8996|7.7696
8a_a31|0.0|1|0|3.28085223|0.0|0|7.765993078999999|0.610138387|5.733341277|-0.158899731|0|0.043817204|-0.013230176|10.31170053|-0.01861065|2|-0.258538098|-0.054025775|-0.094359203|0.938325481|0.837862749|0.0502030679999999|0.895174844|0|0.594139864|-0.122293189|0.272259026|0.0375544779999999|18.56711239|200.6591816|9.179668678|-1.501053781|-29.89286568|82.32407724|79.02944672|0.4512945479999999|293.7455749|-742.1281291|-10.19199103|5.83708559|10.63792161|0.822471411|4538.505909|-366.9116769|30.93264504|-164.57484340000002|1113.575221|324.7430642|1.0|0.0|1.0|1.0|2.0|2.05|16.0|4.16|2.54|114.29|83.83|0.0|3.0|-3.57|22.0|5.0|314.36|0.0|2.13|0.000269|0.0846|243.0|1.56|0.0|0.0|4.62e-06|0.00145|1.53|-1347.541429|538.75|872.11|325.45|0.2604|325.45|0.7027100000000001|0.7027100000000001|-1347.3959220000002|0.2604|-0.1587599999999999|3.7141|-1347.446223|5.3042|6.1024
4S4l_a46|0.0|0|0|0.0|0.171853072|1|7.825245291|1.134637095|5.587248657999999|-0.075241716|1|0.049498645|0.0066560469999999|10.94631401|-0.161358058|1|-0.1012114369999999|0.0071939419999999|0.010799648|0.7940662409999999|0.726535412|-0.001318857|0.762625193|0|0.894782107|-0.090807851|0.213675946|0.007140583|3.888872426|57.30330315|2.117940478|-1.523935543|-26.93416438|49.6055056|53.34424204|0.469439238|487.3122681|-829.959026|-8.862913904|5.668394116|10.68377935|0.884798257|4920.211524|-452.0086091|18.5362581|-411.6630752|945.3491632|579.2365607|1.0|1.0|1.0|1.0|1.0|3.19|17.0|4.64|5.02|50.94|105.77|0.0|3.0|-5.28|26.0|3.0|347.45|1.0|4.08|5.25e-06|0.00182|0.0027|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|4.99|-1092.753999|583.76|1040.96|299.38|0.2586|234.25|0.57885|0.6763600000000001|-1092.489558|0.0614|-0.17632|2.5083|-1092.543641|2.8473|6.5834
9o_a24|0.0|1|0|2.9340792330000003|0.0|0|6.605297921|1.294229152|4.59511985|-0.044044637|3|0.028472222|0.0012214139999999|10.94506726|-0.000236595|1|-0.145366976|0.00177843|0.00294424|0.738419215|0.785672769|-0.0062180169999999|0.846075714|0|0.770273808|-0.088586421|0.6253256110000001|0.018492771|10.7072496|133.0106596|6.1994599720000005|-1.678495905|-29.69744072|66.24061038|61.99847688|0.4861134689999999|445.9858336|-971.8432428|-11.03321234|6.080741586|11.83284872|0.945954873|6697.297449000001|-562.6938294|28.52459128|-194.5965258|1454.754155|663.2688909|0.0|1.0|1.0|1.0|2.0|2.84|23.0|3.75|4.36|92.79|120.73|0.0|6.0|-4.49|32.0|5.0|421.45|0.0|3.01|3.2500000000000004e-05|0.0137|0.0167|2.88|0.0|0.0|1.24e-08|5.23e-06|4.41|-1388.147972|611.03|1126.94|290.75|0.1409|210.85|0.41688|0.65292|-1387.887227|0.0288|-0.17826|4.3816|-1387.945865|5.9089|6.3507
19k_a38|0.0|1|0|3.218103741|0.0|0|7.412764017000001|1.297042875|5.351858133|-0.17467835|2|0.0445691609999999|-0.011156837|10.95446448|-0.0184136539999999|1|0.208892195|-0.060668296|-0.128079012|0.7581164340000001|0.853092207|0.04833864|0.908591797|0|0.658700057|-0.112748779|0.389096157|0.0232707939999999|14.76615358|216.567059|9.369654226|-2.411793744|-45.3966925|94.38036132|86.30929885|0.4769127179999999|417.968819|-1530.369661|-17.9828603|6.744851799999999|12.89431427|0.911726848|7091.215492|-971.0744563|37.3070426|-329.5105352|2014.5803|686.8472757999999|0.0|0.0|1.0|0.0|4.0|2.2|17.0|2.34|1.65|124.32|133.79|0.0|6.0|-3.87|33.0|5.0|444.46|0.0|1.9|0.000134|0.0594|107.0|1.65|0.0|0.0|3.94e-07|0.000175|4.13|-1500.8984380000002|677.64|1172.22|350.45|0.2038|239.03|0.38269|0.70327|-1500.618667|0.1156|-0.14568|9.1508|-1500.680373|12.5022|7.9666
12f_a36|0.0|1|0|3.50900085|0.0|0|7.412764017000001|1.297042537|5.351858133|-0.032343041|2|0.039061728|0.003676818|10.95389399|-0.06756661|1|0.182557897|-0.101854847|-0.169994208|0.902377067|0.821599443|-0.109793154|0.8700396090000001|0|0.8435569079999999|-0.071035495|0.3416917479999999|0.01784834|11.77610852|103.2191714|7.769727312|-2.00553221|-30.92312428|76.51015325|58.64442871|0.464240353|556.5681681|-1323.224761|-15.59012402|7.416874811|13.84366076|0.8665086190000001|6000.985822|-873.0469447999999|30.28188764|-369.879252|1695.785708|729.1873176|0.0|0.0|1.0|0.0|2.0|0.0|17.0|3.62|2.45|69.2|133.52|0.0|6.0|-4.61|31.0|4.0|409.49|1.0|2.4|2.48e-05|0.0102|0.0109|3.47|0.0|0.0|4.38e-08|1.7899999999999998e-05|3.87|-1311.57896|699.88|1195.77|339.27|0.4374|237.95|0.37095|0.70126|-1311.285102|0.0231|-0.15011|5.9228|-1311.345557|7.8454|7.9586
13a_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|0.604984129|5.351858133|-0.118776867|2|0.042560386|-0.003436924|10.31162842|-0.0351777|1|-0.065043716|0.003429114|0.006103754|0.841060094|0.8303425640000001|0.019603815|0.885516463|0|0.6963945559999999|-0.109682335|0.478381813|0.01856512|12.53013554|204.9120824|8.456950359|-2.27014041|-49.96348386|88.22659517|86.55791128|0.4661332179999999|470.0167988|-1532.183327|-19.5115996|8.066980235|15.1104742|0.873126469|6675.344631|-1034.114779|36.14261279|-404.771677|1915.558478|713.7769663|0.0|0.0|1.0|0.0|2.0|0.0|17.0|3.04|1.72|124.74|135.37|0.0|6.0|-5.01|32.0|5.0|441.51|0.0|1.91|9.68e-06|0.00427|0.0221|2.74|0.0|0.0|6.520000000000001e-07|0.000288|4.54|-1744.491614|721.66|1211.54|351.35|0.1788|245.34|0.26119|0.6845600000000001|-1744.217986|0.1603|-0.14953|0.7158|-1744.281248|1.4855|7.8665
8k_a46|-3.737070812|0|0|0.0|0.1337610719999999|1|7.727094485|0.300205953|5.533389489|-0.380857136|2|0.038616352|-0.002099764|10.31928125|-0.038125|1|-0.1017929319999999|-0.030019362|-0.050069565|0.73768327|0.786206898|0.095179795|0.8341090329999999|0|0.7381768390000001|-0.08638304|0.400181795|0.009441365|6.774333772|187.86239430000003|4.860695117|-1.985989657|-44.4725532|70.036452|68.75557551|0.4938768979999999|529.6539372999999|-1424.980013|-17.04077386|8.070811215|15.94634031|0.975803904|7352.280688|-1022.446432|28.73282642|-468.6373459|1723.969585|865.6610153999999|0.0|1.0|1.0|1.0|2.0|2.82|23.0|2.94|5.37|124.17|132.47|0.0|5.0|-5.74|34.0|6.0|474.58|0.0|3.29|1.82e-06|0.000866|0.00355|3.45|0.0|0.0|2.17e-09|1.03e-06|7.63|-1845.304274|742.04|1302.56|302.15|0.1354|246.1|0.41618|0.5577300000000001|-1844.970617|0.1166|-0.16967|3.4118|-1845.037411|3.8107|6.8327
31_a47|0.0|0|1|0.0|0.0|1|6.842683282|1.304326813|4.727387819|-0.171198936|2|0.042906977|-0.007525849|10.9497221|0.001073537|1|-0.188419195|-0.035190699|-0.076351692|0.677766155|0.856640117|-0.1978980839999999|0.917597019|1|0.696020038|-0.10715233|0.486720182|0.021401336|13.27533898|188.5600536|8.234748813|-1.691129939|-41.22978713|80.58054906|79.74238158|0.4741051329999999|431.7441681|-1049.01504|-14.46018796|8.214180216|15.6194341|0.901520747|6019.5391740000005|-650.7084581|32.98913783|-256.3593656|1484.511202|513.2159236|1.0|1.0|1.0|1.0|2.0|2.38|21.0|3.23|4.24|98.72|109.21|0.0|5.0|-4.59|29.0|5.0|410.83|0.0|2.94|2.56e-05|0.0105|0.0166|2.86|0.0|0.0|2.42e-08|9.95e-06|4.2|-1735.435432|642.11|1079.4|340.91|0.3264|311.96|0.68276|0.69894|-1735.225703|83.0|-0.15143|6.4248|-1735.284957|8.6244|7.8
17e_a50|0.0|0|1|0.0|0.0|2|7.934155233999999|1.320916122|5.82008293|0.038322942|2|0.031870748|0.012036705|10.94500663|-0.114420412|2|-0.017965698|-0.1949741189999999|-0.310566368|0.7596299459999999|0.7409645029999999|-0.1710526319999999|0.7791604190000001|1|0.930108205|-0.046347299|0.4239465089999999|0.012865274|8.950665784|48.62532158|6.227183052000001|-1.67926185|-22.43349867|57.93079973|41.19554236|0.489797496|647.0975667|-1168.300905|-12.90180444|8.52101688|16.70124474|0.960006062|6301.28046|-812.8136797000001|23.07468625|-422.5418889|1453.705234|904.3172644|1.0|1.0|1.0|1.0|0.0|4.23|20.0|4.23|4.68|51.77|138.0|0.0|6.0|-4.87|33.0|4.0|438.57|1.0|4.03|1.34e-05|0.00589|0.00288|4.08|0.0|0.0|4.63e-08|2.03e-05|3.8|-1375.295877|757.34|1312.91|307.67|0.1809|292.6|0.6322800000000001|0.66478|-1374.927998|0.1785|-0.16649|6.7175|-1374.992422|8.8326|6.8097
41_a47|0.0|0|1|0.0|0.0|1|6.842683282|1.420292383|4.727387819|-0.072088843|3|0.042537538|0.003530307|10.98214139|0.075316535|1|-0.178132441|-0.1430639269999999|-0.317014709|0.62974551|0.8417952740000001|0.08640454|0.900915114|1|0.823168463|-0.061101947|0.245948366|0.018348892|10.36256127|99.86584673|5.852270304|-1.259711209|-19.48810377|63.84353454|44.86996758|0.447046066|464.8854878|-711.4235867000001|-9.34366093|7.168742909|12.96444871|0.8084689140000001|5042.636398|-401.77742|25.33076615|-172.98086630000003|1089.222944|439.9906467|1.0|1.0|1.0|1.0|1.0|3.18|21.0|3.34|4.52|68.52|99.09|0.0|4.0|-3.57|26.0|5.0|348.38|1.0|3.06|0.000267|0.0929|0.0436|2.49|0.0|0.0|3.36e-08|1.17e-05|2.41|-1162.492089|603.1|995.43|333.8|0.2849|308.67|0.6779|0.68638|-1162.288187|0.2504|-0.15208|4.9162|-1162.342476|6.8546|8.0
12aa_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|0.604983643|5.351858133|-0.028524865|2|0.043854875|0.003529389|10.31162784|-0.007369513|1|-0.023695642|-0.12254489|-0.207153446|0.8397577820000001|0.809127478|0.024991407|0.855880335|0|0.8126513129999999|-0.078042288|0.418522684|0.030906491|21.58471858|130.84205079999998|15.0745057|-1.925999268|-38.06478415|91.51563481|76.08850600000001|0.4659424379999999|567.5458219999999|-1345.094532|-16.48066156|8.65813938|16.21199661|0.872457337|6944.511023|-939.3977091|37.41227352|-182.6418006|2132.499591|792.3440337000001|0.0|1.0|1.0|1.0|1.0|0.0|17.0|3.94|2.63|100.11|140.26|0.0|7.0|-5.61|33.0|6.0|458.54|0.0|2.52|2.47e-06|0.00113|0.00456|3.81|0.0|0.0|1.47e-07|6.720000000000001e-05|3.34|-1804.818818|748.78|1275.73|357.9|0.1667|238.78|0.30341|0.68642|-1804.516348|0.1506|-0.1472099999999999|5.8962|-1804.582558|6.4878|8.1135
18_a20|0.0|1|0|3.463603867|0.0|0|6.842683282|1.400923654|4.727387819|-0.12050413|2|0.0396875|-0.005614194|10.93301779|-0.054458882|1|0.268927191|0.001996439|0.003282792|0.809917509|0.7602869659999999|-0.107446431|0.8162774979999999|1|0.76136176|-0.0927760219999999|0.356461863|0.0108136339999999|7.195302872999999|158.7879106|4.787695004|-1.904546783|-41.07622672|72.31812218|68.92770059|0.483668611|506.6038164|-1267.269673|-15.91001426|8.011174137000001|15.51556677|0.936740671|6206.896662|-843.230756|29.4862782|-413.7552685|1562.772745|712.1606951|1.0|1.0|1.0|1.0|2.0|2.76|27.0|5.54|4.69|97.55|125.07|0.0|5.0|-5.59|32.0|4.0|419.48|0.0|3.78|2.54e-06|0.00107|0.0029|3.85|0.0|0.0|9.93e-11|4.17e-08|5.35|-1352.364724|703.24|1204.88|350.69|0.2991|207.41|0.31154|0.6953699999999999|-1352.073755|0.2011|-0.14685|5.3978|-1352.135304|8.0505|7.4685
4e_a46|-3.742323661|0|0|0.0|0.092094405|1|7.825245291|0.300205548|5.587248657999999|-0.370202917|2|0.041636905|-0.001404912|10.31928077|-0.05803828|1|-0.135489528|-0.030065705|-0.049530834|0.738134189|0.77019676|0.075271624|0.8146060740000001|0|0.753715041|-0.0835371459999999|0.68427144|0.010671173|8.098142567|186.9007941|6.145520557|-1.949960781|-48.10898007|73.87174786|71.49283399|0.4753010039999999|571.9794684|-1479.78675|-17.82509456|7.906917146|15.06943449|0.905854609|7615.063066|-1122.980957|29.54149986|-447.9030518999999|1861.114491|942.2127953|0.0|0.0|1.0|1.0|2.0|2.68|23.0|3.05|5.93|124.17|137.28|0.0|5.0|-6.08|35.0|6.0|488.6|0.0|3.5|8.29e-07|0.000405|0.00191|3.78|0.0|0.0|1.56e-09|7.64e-07|8.03|-1884.613031|757.1|1343.97|296.81|0.4814|292.1|0.5745600000000001|0.56481|-1884.255802|0.3109|-0.17112|1.9941|-1884.324182|3.2466|6.8125
LY364947_a10|0.0|1|0|2.949609552|0.0|0|6.605297921|1.390175303|4.59511985|-0.00390904|2|0.0273958329999999|0.007575|10.9303125|-0.006198347|1|0.1625645369999999|0.04209715|0.072909639|0.706034038|0.711607778|-0.072740964|0.7792035190000001|1|0.8431045490000001|-0.076999385|0.449473391|0.009678082|4.275500834|69.31194102|1.88879448|-0.978948758|-15.02735938|41.53157099|38.29163558|0.486715511|372.4595738|-432.4716757000001|-5.78950507|4.702575386|9.161732895|0.948237326|3903.496845|-191.05366730000003|18.1140017|-197.4583104|597.7620559999999|287.99188260000005|1.0|0.0|1.0|1.0|1.0|1.88|21.0|3.97|3.69|54.46|82.56|0.0|2.0|-3.54|21.0|3.0|272.3|1.0|2.8|0.00029|0.0789|0.0374|2.74|0.0|0.0|6.31e-08|1.7199999999999998e-05||||||||||||||||7.2291
5a_a50|0.0|0|1|0.0|0.0|2|7.927685046000001|1.3972442980000002|5.82008293|-0.017108794|1|0.038040936|0.012640587|10.93256969|-0.130929632|2|0.028229556|-0.102607753|-0.168135655|0.699970832|0.788709546|-0.132977171|0.847812674|1|0.969892876|-0.038932964|0.2814514|0.010185297|5.435098605|16.06582337|2.900288114|-0.978147545|-11.08625592|44.17662122|26.21058426|0.4528093929999999|517.556163|-521.9610361|-6.477439183|5.892775027000001|10.76914508|0.8275167520000001|4770.917486|-278.5298849|18.24602704|-176.38892919999998|784.5791628|462.1867149|0.0|1.0|1.0|1.0|0.0|3.28|20.0|3.66|4.33|35.64|101.86|0.0|2.0|-3.89|25.0|2.0|326.39|1.0|3.47|0.000129|42.0|0.0102|3.46|0.0|0.0|5.7e-07|0.000186|3.39|-1029.930364|582.98|976.41|308.73|0.2735|220.82|0.39948|0.6725399999999999|-1029.734933|0.1156|-0.16659|3.9843|-1029.786489|5649.0|5.3872
27_a47|0.0|0|1|0.0|0.0|1|6.842683282|1.216250059|4.727387819|0.006768957|3|0.0304347829999999|0.001861676|10.95005714|0.013336016|1|-0.137440913|-0.077485193|-0.157688306|0.6636125860000001|0.804224077|0.0436226579999999|0.8517043879999999|1|0.846469886|-0.0630454209999999|0.337815064|0.016506051|10.56549582|98.27436776|6.762956126000001|-1.510214943|-25.8313393|63.02085767|50.9207639|0.475450742|541.8239522999999|-966.6860481|-11.67498331|7.083168776|13.50334344|0.906398657|6433.288104|-618.7741154|26.02898047|-256.9774086|1379.535965|682.9868225|1.0|0.0|1.0|1.0|2.0|3.52|21.0|4.18|5.07|67.66|125.17|0.0|5.0|-4.81|31.0|5.0|436.91|0.0|3.91|1.5399999999999998e-05|0.00674|0.0038799999999999|3.7|0.0|0.0|1.5e-09|6.55e-07|2.97|-1778.1049670000002|673.27|1165.54|325.21|0.4007|251.19|0.40976|0.69381|-1777.830739|0.1839|-0.1578|4.0365|-1777.891054|5.2214|5.6
14b_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0.605016869|4.727387819|-0.1160619169999999|3|0.039799383|-0.00603969|10.31162234|-0.102362298|1|-0.288944272|-0.050943323|-0.094863591|0.882394075|0.7809478329999999|-0.133815639|0.848135222|1|0.786476513|-0.090994113|0.379746504|0.012828558|6.273415527999999|104.4171556|3.067822725|-1.312913604|-21.76034149|57.87172082|50.77131401|0.487615651|384.6023764|-642.0403962|-8.721397057|4.989782639|9.738358819|0.951659927|4803.535505|-313.9702941|23.25478753|-261.0537205|837.1723509999999|358.3503513|1.0|1.0|1.0|1.0|1.0|2.5|21.0|4.28|3.71|105.82|93.25|0.0|2.0|-4.45|23.0|4.0|319.38|0.0|2.82|3.54e-05|0.0113|0.0327|2.58|0.0|0.0|1.28e-07|4.08e-05|2.22|-1327.514377|524.27|879.19|403.54|0.2276|403.54|0.70123|0.70123|-1327.349444|0.2276|-0.12942|2.8743|-1327.398177|3.8724|6.4202
18_a34|0.0|0|0|0.0|0.0|1|7.423568444|1.4547811819999998|5.351858133|-0.101546926|1|0.040527066|-0.001615187|10.9595763|-0.136990511|1|-0.155197864|-0.3102088839999999|-0.478810922|0.759292258|0.805756513|0.0468829359999999|0.8584852479999999|0|0.68981472|-0.090328365|0.295523326|0.040845819|22.55015528|171.24705480000003|12.44948722|-1.816988713|-27.53138148|86.77082535|72.41862911|0.441058733|380.8328339|-1003.122927|-12.87916264|6.282442545|11.23989749|0.789096743|5296.289007|-553.8039936|33.52510165|-216.2496321|1441.579371|428.6241319|1.0|1.0|0.0|1.0|0.0|3.61|17.0|3.13|3.15|75.47|93.91|0.0|5.0|-4.32|26.0|6.0|351.36|1.0|2.89|4.77e-05|0.0167|0.0275|3.07|0.0|0.0|2.22e-06|0.000781|5.07|-1199.288654|592.04|991.93|300.68|0.3525|279.66|0.56101|0.60488|-1199.101028|0.0303|-0.17549|5.0935|-1199.158044|6.7806|5.6144
5_a15|0.0|0|0|0.0|0.0|0|0.0|1.419941043|0.0|-0.044921287|2|0.035982906|0.000420839|10.95880662|0.0118220069999999|0|0.1093187759999999|-0.187421793|-0.28098676|0.8384601770000001|0.704479781|0.092692253|0.74438723|0|0.8740541479999999|-0.06128567|0.743577162|0.032616864|24.25353664|93.65193084|18.03465935|-1.583914356|-33.88634094|100.6631306|69.82487767|0.486150431|649.9369163|-1177.78105|-15.09973885|7.795174584|15.1701491|0.946094849|6656.720346|-875.7848531999999|39.89581513|-13.36968593|2313.9572780000003|779.0599798999999|1.0|1.0|1.0|1.0|1.0|3.68|24.0|4.92|6.01|74.73|127.97|0.0|8.0|-6.16|33.0|6.0|443.49|0.0|4.29|6.86e-07|0.000304|0.000967|4.86|0.0|0.0|2.25e-10|9.970000000000001e-08|4.36|-1470.816175|737.16|1272.84|341.96|291.0|286.35|0.62664|0.70244|-1470.487858|0.0199|-0.14839|4.3576|-1470.55517|6.35|7.8861
6_a3|0.0|0|0|0.0|0.0|0|6.823286122000001|0.605016564|4.727387819|-0.106234254|2|0.038650794|-0.007540435|10.3116226|0.032782484|1|-0.0445675709999999|0.020589494|0.036673175|0.881253042|0.790667152|-0.155862559|0.8632654590000001|1|0.783322023|-0.1042506469999999|0.556539611|0.010921391|5.449560482000001|108.118071|2.7192240510000003|-1.282699916|-25.95647951|56.71997588|57.46859326|0.387883362|390.8623623|-640.0421597|-9.393191593|5.498222293|8.982311462|0.633675574|4992.54948|-319.3685142|23.4484528|-302.19751|797.2473951000001|353.7528308|1.0|1.0|1.0|1.0|1.0|2.65|21.0|4.96|4.66|92.93|95.5|0.0|2.0|-5.44|23.0|3.0|338.81|0.0|3.63|3.67e-06|0.00124|0.00455|3.79|0.0|0.0|3.28e-08|1.11e-05|3.09|-1731.735113|524.88|884.88|365.05|0.1997|212.74|0.3369|0.69323|-1731.602363|129.0|-0.1465|2.8131|-1731.6508010000002|3.7185|5.7501
4o_a46|0.0|0|0|0.0|0.160026534|1|7.825245291|1.13463699|5.587248657999999|0.042766097|1|0.043320988|0.010870588|10.93828256|-0.06855792|1|-0.376106593|-0.018058762|-0.028735607|0.626333846|0.7699448320000001|-0.121466731|0.8176134690000001|0|0.950732618|-0.0648126359999999|0.372146122|0.00972341|5.332434441|27.01882145|2.9243708|-1.051281434|-19.49276784|42.00638612|40.87645867|0.460981009|521.3931342|-576.535307|-6.587059484|5.527567399|10.25486577|0.855222204|4966.476822|-316.1788552|15.99310518|-275.3254498|767.6690487000001|544.7877262000001|0.0|1.0|1.0|1.0|0.0|3.12|17.0|4.77|4.94|54.5|103.66|0.0|2.0|-4.91|26.0|3.0|342.44|1.0|3.92|1.23e-05|0.00422|0.0045899999999999|4.06|0.0|0.0|5.5e-08|1.88e-05|3.76|-1070.456878|581.59|1022.29|286.64|0.1598|286.64|0.6843|0.6843|-1070.223416|0.1598|-0.18282|3.4494|-1070.276387|4.8244|6.7905
18a_a30|0.0|0|0|0.0|0.0|0|7.412764017000001|0.604987543|5.351858133|-0.02919335|2|0.040166667|0.005050384|10.31163887|-0.094932667|1|-0.073280844|-0.053309522|-0.094526372|0.8421237309999999|0.7885597609999999|0.003991162|0.842671963|0|0.85918121|-0.072474599|0.294303776|0.017060045|10.62073502|87.66676984|6.611941026|-1.812552105|-28.08889239|69.35818061|55.73981304|0.445995681|534.88346|-1128.40473|-14.33650253|7.050626413|12.72666325|0.8050400790000001|5942.293347|-702.4886239|29.1318055|-361.7006453|1427.458469|620.9195447000001|0.0|1.0|1.0|0.0|1.0|0.0|17.0|3.84|2.62|81.65|127.28|0.0|5.0|-5.28|29.0|4.0|398.48|0.0|2.63|5.23e-06|0.00208|0.0056|3.87|0.0|0.0|2.3100000000000002e-07|9.21e-05|3.82|-1575.786909|665.12|1120.46|357.18|0.3781|357.18|0.69033|0.69033|-1575.54671|0.3781|-0.1418|4.2514|-1575.604922|5.2813|7.6108
