molecula|SddssS|NaaNH|n9FaRing|SaaNH|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
22_a47|0.0|0|1|0.0|1|6.86171134|0|1.408617385|1.202720059|0.048272293|-0.010579222|4.727387819|-0.150248628|2|-0.029311184|1.016903613|-0.507802654|-0.006808306|-0.075111395|10.95023117|0.002716049|1|-0.277479519|-0.538310301|2|0.612295986|0.831122912|-0.077787113|0.004104478|0.890264057|0.591185263|-0.080744803|-0.089280419|0.022154032|-47.64347429|-52.67991531|13.07198749|0.301350868|177.81209280000002|7.713126784|54.21581266|-1.42848671|71.28682035|-18.73063655|0.4614909829999999|2692.510471|6.9553262170000005|12.91589555|0.8569791179999999|230.3045281|30.72175314|0.031534452|1382.478891|482.9384172|0.0|1.0|1.0|1.0|2.0|3.31|0.1|-7.69|3.07|84.73|2.97|104.64|1.0|5.0|-4.44|29.0|6.0|0.0|0.0|1.0|-4.38|0.0142|4.16e-05|0.0164|0.0|2.06e-08|8.11e-06|-0.0612399999999999|4.7954|4.4|605.12|1027.32|0.3367|466.95|0.68312|0.0799|-0.16704|4.2485|-1374.914437|5.7009|1.0|9.0
3b_a49|0.0|0|0|0.0|1|7.535296702|1|1.343850026|2.104186262|-0.003115526|-0.0057605869999999|5.4161004020000005|-0.055724324|2|-0.090939066|1.844602991|-0.322592863|0.000607064|-0.010613212|10.92976559|0.00361222|1|0.000850823|-0.405529602|2|0.7745859279999999|0.794997634|0.021506499|0.006213385|0.845992028|0.749565191|-0.0883601469999999|-0.0846496|0.013576151|-54.04959517|-51.77986692|8.304484449|0.250895642|153.4719941|5.07982433|81.60358988|-1.439043207|64.91785551|-16.92803342|0.477583842|2660.339607|7.236413572000001|13.85181805|0.914182753|209.89391040000004|25.77091035|0.021477952|1340.087338|641.1445234|1.0|1.0|1.0|1.0|2.0|3.37|0.22|-7.58|3.16|98.72|1.25|116.94|1.0|6.0|-3.53|30.0|5.0|0.0|0.0|1.0|-3.59|0.1169999999999999|0.000256|102.0|0.0|2.64e-08|1.05e-05|-0.06115|4.6669|3.4|664.15|1132.92|0.1978|480.08|0.6632|0.0759|-0.1587|3.0055|-1293.106236|3.1637|25.0|7.6021
4_a18 (SD-208)|0.0|0|0|0.0|0|0.0|2|1.304335262|0.0|0.055002235|-0.012457606|0.0|-0.113324634|3|-0.020226647|0.0|-0.498304229|-0.018723101|-0.009648044|10.95382003|-0.056245435|0|-0.3630339729999999|-0.564165402|1|0.773173718|0.83508768|-0.058455902|-0.098971722|0.904723479|0.721664823|-0.077885485|-0.099573708|0.0211761979999999|-40.10670787|-51.27494074|10.90456851|0.22090326|113.7529353|5.615248385|0.0|-1.2944582059999998|69.63488061|-18.01551972|0.454067432|2395.526727|6.239898178|11.42979655|0.831728055|204.9329964|29.9246699|0.035654206|1107.212786|363.2306414|0.0|1.0|1.0|1.0|1.0|2.77|0.0|-8.15|3.54|76.48|2.02|92.87|1.0|3.0|-4.29|25.0|6.0|0.0|0.0|1.0|-4.38|18.0|4.14e-05|0.0146|0.0|7.06e-09|2.49e-06|-0.09992|5.1755|2.58|537.47|895.83|0.2761|396.17|0.69028|0.2316|-0.13588|3.4629|-1542.207472|5.2085|0.08|7.0969
2_a27|0.0|0|0|0.0|2|6.605297921|0|1.402655014|3.250529415|0.09890645|-0.0065894809999999|4.59511985|-0.0609613559999999|2|-0.196529806|1.267636369|-0.276758209|0.009338889|0.11675125|10.93783218|0.017751479|1|-0.361571905|-0.475677812|2|0.639024713|0.796022385|0.137868605|0.027777778|0.8585302370000001|0.60904903|-0.058444848|-0.081513931|0.019809599|-29.42169804|-41.03489597|9.972342226|0.153130039|77.08713259|5.020172886|53.58106492|-1.141195033|52.43208086|-14.73047548|0.4424192289999999|2210.487938|5.312170441|9.527176544|0.7934621359999999|166.89932209999998|22.03636323|0.022639983|859.4181658|373.9912084|0.0|0.0|1.0|1.0|0.0|2.9|0.11|-5.84|2.43|65.6|2.42|92.58|2.0|2.0|-3.19|24.0|4.0|0.0|1.0|1.0|-3.7|204.0|0.0002009999999999|0.0638|0.0|1.45e-06|0.0004599999999999|-0.04933|4.1624|4.32|538.57|906.48|0.3217|420.7|0.55857|0.3217|-0.16769|4.7049|-1043.715364|6.8854|13.0|7.8861
19_a3|0.0|1|0|2.917217813|0|6.605297921|0|1.4316666480000002|0.0|-0.206312209|-0.003417504|4.59511985|-0.030657|3|-0.008897473|1.744747103|-0.129865138|0.006821053|0.156485495|10.96959256|0.036226415|1|-0.066245471|-0.270506095|3|0.718266758|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|0.687139108|-0.067674689|-0.087730634|0.0116401719999999|-31.50932639|-40.8473715|5.419662458|0.146982098|68.43484547|2.523394126|0.0|-1.140498238|48.55416845|-15.17188084|0.476813896|2000.66399|5.342307798999999|10.21110415|0.911365749|112.6836188|20.01615321|0.016552404|700.5653624|314.0966684|1.0|1.0|0.0|1.0|1.0|2.81|0.06|-7.21|3.9|67.35|1.18|85.32|1.0|2.0|-3.24|22.0|4.0|0.0|1.0|1.0|-3.58|166.0|0.000266|0.0764|0.0|6.18e-08|1.7800000000000002e-05|-0.05757|3945.0|2.43|499.93|832.23|0.3006|362.92|0.67351|0.3006|-0.16303|2191.0|-929.193831|2.8758|23.0|7.6383
16_a15|-3.726252327|0|0|0.0|0|0.0|0|0.300207157|0.0|0.072882981|-0.008593957|0.0|-0.463771194|2|-0.003882928|0.0|-0.4898555739999999|-0.009769916|-0.109386268|10.31928197|-0.011969556|0|-0.0764246109999999|-0.528097878|2|0.787100127|0.729432583|0.080837546|-0.018331526|0.77948108|0.72660548|-0.08870471|-0.101500719|0.0070920509999999|-60.63825695|-69.38556779999999|4.848103252|0.276402595|188.9479321|3.31414791|17.68542055|-2.131515106|76.07332645|-26.98327637|0.419910645|3173.773379|6.798937229|11.720499900000002|0.7238723509999999|89.91997762|31.07023998|0.009783192|1677.792959|728.353441|1.0|1.0|1.0|1.0|2.0|3.59|0.08|-9.21|3.37|115.58|1.72|124.45|1.0|6.0|-6.0|32.0|6.0|1.0|0.0|1.0|-5.21|0.000442|6.14e-06|0.00274|0.0|6.1e-10|2.72e-07|-0.04082|4.1731|8.26|716.79|1229.58|0.3809|600.98|0.66615|0.1409|-0.16871|8.0361|-1770.281427|11.7447|21.0|7.6778
34_a20|0.0|0|0|0.0|1|6.842683282|0|1.416932073|1.877209467|0.0305860929999999|-0.0057643419999999|4.727387819|-0.104520106|2|0.199191385|1.991704333|-0.328567476|0.003085806|-0.046356705|10.93244905|-0.054458882|1|0.057022334|-0.4478820739999999|2|0.7071284179999999|0.74801464|-0.101401966|-0.090732503|0.80310139|0.690530489|-0.0851907119999999|-0.085459595|0.0130295999999999|-57.31821177|-57.49912174|8.766605631000001|0.203342854|136.81360859999998|5.898367836|80.66541842|-1.709191893|67.53437417|-21.69778179|0.462785432|2825.042137|7.940146766|14.7802149|0.8614536140000001|150.43359099999998|27.94614651|0.01491516|1481.145765|712.1606951|1.0|1.0|1.0|1.0|1.0|3.43|0.08|-9.18|4.5|86.69|2.47|125.0|1.0|5.0|-5.14|32.0|4.0|0.0|0.0|1.0|-5.02|0.00305|9.51e-06|0.00399|0.0|6.64e-10|2.780000000000001e-07|-0.05181|5.4132|4.97|711.19|1205.64|0.4388|544.93|0.68845|0.0766|-0.16103|3.8519|-1352.102407|5.4994|61.0|7.2147
17b_a25|0.0|0|0|0.0|1|6.842683282|0|1.3732004619999998|1.785120622|0.001256821|-0.004368141|4.727387819|-0.002108117|2|-0.026412432|1.968416259|-0.266456625|0.005120507|-0.100018134|10.93106294|0.016982601|1|-0.073994564|-0.366585181|2|0.653180996|0.780221059|0.068812225|0.029728702|0.838260077|0.636746066|-0.068207754|-0.079392561|0.015879547|-51.71860811|-60.19950116|12.04068508|0.1178296009999999|89.34443096|9.129863339|87.61586206|-1.6672437880000002|73.52844745|-22.17876359|0.476276266|3100.8813760000003|9.700133933|18.52147096|0.909403632|208.6205329|30.59704545|0.0175785369999999|1744.031591|832.226697|1.0|1.0|1.0|1.0|1.0|3.56|0.11|-10.04|4.88|96.49|2.0|135.78|0.0|7.0|-5.32|35.0|5.0|0.0|0.0|1.0|-5.07|0.00218|8.59e-06|0.00394|0.0|9.08e-11|4.16e-08|-0.05531|5.4236|5.89|781.08|1329.35|0.4635|654.18|0.6594800000000001|0.1741|-0.16408|3.5074|-1483.630939|5.2142|101.0|6.9957
47d_a18|0.0|0|0|0.0|0|7.03438793|1|1.251175994|0.0|-0.017398129|-0.006087337|4.844187086|-0.041876322|0|0.069914568|0.0|-0.480899596|0.003376831|-0.07722825|10.94702255|0.016324953|0|-0.406388629|-0.417659275|0|0.7640994990000001|0.7430748709999999|-0.002494715|0.027971797|0.773981237|0.741366815|-0.06394156|-0.087315963|0.015270278|-52.14267013|-71.20388424|12.45251265|0.163000873|132.9229494|10.15469843|58.93717545|-2.182899066|86.29525584|-23.42233034|0.481311892|3304.705347|9.940531282|19.16475647|0.927940864|246.1558296|33.54943497|0.018506261|2549.757058|1255.618298|1.0|1.0|0.0|1.0|2.0|4.73|0.32|-8.83|2.81|88.97|2.6|159.67|1.0|12.0|-5.74|39.0|4.0|0.0|0.0|0.0|-5.28|0.000968|5.23e-06|0.00276|1.0|1.4800000000000003e-09|7.790000000000001e-07|-0.04561|3.1079|8.08|875.6|1544.09|0.5820000000000001|817.06|0.69905|0.5820000000000001|-0.12844|3.7605|-1703.622959|4.2225|8.0|8.0969
21_a34|0.0|0|0|0.0|1|8.002694162000001|2|1.425532331|1.88614418|0.026135784|-0.012535886|5.860786223|-0.091664226|1|-0.125881566|0.0|-0.7020096440000001|-0.001643445|-0.004734657|10.94874873|-0.009996155|1|-0.407759867|-0.514364527|1|0.702772307|0.740092842|0.116926272|-0.015568862|0.796991578|0.660871869|-0.09533089|-0.117789944|0.034163186|-63.96857813|-79.03896823|22.9240533|0.323609157|217.1470086|15.38241267|77.34839362|-2.120218984|95.12565978|-27.89610644|0.4688149339999999|3115.110331|7.253455092999999|13.65523159|0.882583047|182.341897|38.30514214|0.023973624|1953.562249|659.7484451|0.0|0.0|1.0|1.0|0.0|3.43|0.12|-7.68|3.64|86.55|1.72|122.59|1.0|4.0|-4.5|33.0|6.0|0.0|0.0|0.0|-4.71|0.0138|1.94e-05|0.0085|0.0|2.07e-08|9.06e-06|-0.07534|4.3011|7.78|698.17|1182.6|0.2174|530.93|0.69292|0.0002|-0.13338|5.3432|-1483.12009|7.9399|3.36|5.4737
9i_a24|0.0|1|0|2.9199957480000003|1|7.153833802|0|1.4281889280000002|1.865102513|-0.113620183|-0.005148312|5.209486153|2.01e-05|2|-0.076024544|0.0|-0.190487553|0.004814196|-0.087363979|10.96661275|-0.00532872|2|-0.336939175|-0.32068769|2|0.783500303|0.822658951|0.139004845|-0.0106944439999999|0.898194715|0.73094562|-0.064657333|-0.069812876|0.025118046|-30.56504777|-33.00219474|11.87389334|0.173910636|82.21166337|5.613069697999999|1.634015079|-0.837754515|51.05832236|-11.64783344|0.468272544|2061.729154|5.946747117|11.18382556|0.8806627109999999|236.7218826|23.33121014|0.038195951|793.2611447|295.8603625|1.0|1.0|0.0|1.0|1.0|2.76|0.0|-6.05|2.42|72.28|0.67|82.17|1.0|3.0|-2.6|22.0|4.0|0.0|1.0|0.0|-3.1|716.0|0.000791|228.0|0.0|8.95e-07|0.000258|-0.0473899999999999|4.6212|1.13|501.48|825.7|0.2373|363.15|0.6755800000000001|0.0029|-0.17204|7.1135|-945.222448|9.2818|88.0|7.0555
14i_a23|0.0|0|1|0.0|2|7.423568444|0|1.197963212|3.2692375460000003|0.142566578|-0.010148243|5.351858133|-0.130330047|2|0.040408197|0.7151570629999999|-0.558153376|0.002243702|-0.018541856|10.31321758|-0.026731172|2|-0.033435987|-0.569707595|2|0.77007911|0.8025091329999999|0.158023239|-0.04255066|0.864206467|0.7333675390000001|-0.0889593869999999|-0.096562208|0.0214262489999999|-60.8283953|-66.02703063|14.65077903|0.222047267|151.83084580000002|10.01786784|93.48624142|-2.027806362|79.20815775|-27.18760085|0.478050606|3097.406945|8.107659819|15.53342127|0.915894552|151.7330992|34.94120504|0.019276934|1782.001457|693.3423458|0.0|0.0|1.0|0.0|2.0|3.56|0.04|-6.96|2.57|148.11|2.28|128.38|1.0|6.0|-5.21|33.0|5.0|1.0|0.0|0.0|-4.39|0.00278|4.03e-05|0.0183|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|4.64|715.68|1224.02|0.3639|580.74|0.55606|0.3639|-0.1509599999999999|5.9563|-1798.434186|8.3755|3.0|8.4622
4k_a46|0.0|0|0|0.0|1|7.825245291|1|1.134637098|2.145043462|-0.050636784|-0.0049602|5.587248657999999|-0.088084767|1|-0.104665424|0.0|-0.252970193|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|1|0.012963356|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.003017362|-0.141706595|0.787615341|0.784722915|-0.091943864|-0.086581945|0.007038271|-49.65634024|-46.76051618|3.801175594|0.121088629|65.39662252|2.052909907|0.0|-1.471893066|50.48291318|-16.56101615|0.417368922|2104.876032|5.726809252000001|9.829220349|0.7163519709999999|68.46061366|18.96506421|0.006892404|910.3230822|519.5743695|1.0|1.0|0.0|1.0|1.0|3.8|0.33|-6.61|4.26|50.94|2.84|100.96|1.0|2.0|-4.82|25.0|3.0|0.0|1.0|1.0|-4.83|5.0|1.4800000000000002e-05|0.0049299999999999|0.0|2.48e-07|8.28e-05|-0.01712|5.4228|4.52|582.84|1001.96|0.2259|500.36|0.68553|0.1505|-0.18542|4.0015|-1053.249847|5.7714|0.08|7.0969
EW7203_a60|0.0|0|0|0.0|0|7.412764017000001|2|0.604984431|0.0|0.025672274|-0.00698487|5.351858133|0.0075638519999999|2|-0.092774356|0.0|-0.377182982|0.003099827|0.03824498|10.31162855|-0.051413084|1|-0.090115975|-0.458129101|1|0.80330079|0.822401103|0.002441966|-0.089945913|0.8839272779999999|0.760234689|-0.076068195|-0.096226348|0.020156795|-49.19385637|-62.23028092|13.03554647|0.113924842|73.67602619|8.430183|0.0|-1.828300603|73.82739839|-23.64750675|0.497298165|2913.880231|8.310125852|16.53092404|0.989250745|150.7881632|30.83771958|0.01793256|1541.885979|666.0036144999999|1.0|0.0|1.0|1.0|2.0|4.75|0.13|-6.7|3.87|117.47|2.17|133.97|1.0|5.0|-5.74|31.0|4.0|0.0|0.0|0.0|-4.82|0.000768|1.53e-05|0.0065|0.0|2e-07|8.51e-05|-0.06188|5.0166|3.64|678.83|1166.44|0.2385|546.85|0.69857|0.0448|-0.1446599999999999|1.7676|-1667.848192|2.5159|9.0|8.0334
12ay_a36|0.0|1|0|3.50559949|0|7.412764017000001|2|1.2970434|0.0|-0.05976542|-0.006733838|5.351858133|-0.043778345|2|0.1012005419999999|0.0|-0.404030255|0.003676818|0.012286423|10.9463292|-0.06756661|1|-0.169994208|-0.438622276|1|0.902377067|0.78699829|-0.109624825|-0.111814717|0.833398429|0.857993338|-0.074251203|-0.098945129|0.018016934|-48.12939044|-64.13591431|11.67851857|0.170593592|110.578217|7.569978132|8.677627506|-1.978902589|74.29343346|-22.90568368|0.4530143439999999|2766.899844|6.466730436000001|11.82248632|0.828201506|143.79285900000002|29.43551742|0.015670425|1648.388976|729.1873176|1.0|0.0|0.0|0.0|2.0|4.96|0.21|-7.34|3.76|69.2|2.45|133.68|1.0|5.0|-4.54|31.0|4.0|0.0|1.0|1.0|-4.6|0.0117|2.5e-05|0.0102|0.0|4.55e-08|1.86e-05|-0.0526|3.9348|3.79|674.33|1184.45|0.2939|532.22|0.6914|0.1464|-0.15056|6.2579|-1311.343228|9.1844|18.0|7.7447
7_a27|0.0|0|0|0.0|2|6.842683282|0|1.40247849|3.330197625|0.112935885|-0.00601016|4.727387819|-0.050197188|2|-0.133453335|1.280380317|-0.288487667|0.010291744|-0.096754293|10.93773474|-0.056500475|1|-0.323631281|-0.500327496|2|0.6413629129999999|0.801251575|0.147753647|-0.08694032|0.8546689820000001|0.62067794|-0.060745542|-0.084531496|0.015099075|-34.09779211|-47.44936449|8.475438874|0.14888586|83.57286704|4.757447929|60.73467304|-1.352503929|55.55559276|-16.87088515|0.466714317|2334.058688|6.446345598|12.087978|0.875167537|132.7162621|22.09489892|0.014441323|994.2704516|479.0078184|1.0|0.0|1.0|1.0|0.0|3.24|0.2|-6.61|3.32|65.6|2.88|102.36|1.0|3.0|-4.06|26.0|4.0|0.0|1.0|1.0|-4.28|0.0299|5.2e-05|18.0|0.0|2.43e-07|8.4e-05|-0.04887|4.1205|5.37|606.74|1016.96|0.4179|505.5|0.61278|0.4179|-0.16734|4.2487|-1122.304359|6.3813|1.0|9.0
12b_a50|0.0|0|1|0.0|2|7.927685046000001|1|1.397986833|4.058595679|-0.19841119|-0.002929899|5.82008293|-0.0016330379999999|1|-0.08032584|2.112397566|-0.125985651|0.01164808|-0.101728189|10.94501743|-0.115659308|2|-0.291865836|-0.246831987|1|0.699597776|0.804535572|0.009081884|-0.189976035|0.8718949979999999|0.660148928|-0.045602469|-0.066155918|0.0214891|-22.92589265|-33.25880166|10.80329197|0.074083915|37.24447201|5.43117764|86.49656508|-0.926182858|47.12729492|-11.93905701|0.430791247|2224.116359|5.7232816060000005|10.05480253|0.756824707|214.5713436|20.82911679|0.027586169|812.3355548|388.171611|1.0|1.0|0.0|1.0|0.0|3.31|0.11|-5.49|2.59|48.53|2.02|94.69|2.0|2.0|-3.16|24.0|3.0|0.0|1.0|1.0|-3.84|215.0|0.000144|45.0|0.0|3.22e-06|0.00101|-0.02974|4.7089|2.47|539.15|909.8|0.2425|401.64|0.6581|0.0777|-0.16451|4.0567|-1006.550688|5.6617|4.74|5.3242
12l_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.60498366|0.0|0.157020295|-0.015371073|5.351858133|-0.274237737|2|-0.102468864|0.0|-0.876151158|-0.00695299|0.154540315|10.31162828|-0.02588969|1|-0.226973911|-0.640870513|1|0.613786308|0.830875659|-0.045411075|-0.0395239879999999|0.883029843|0.593245722|-0.0905026719999999|-0.109810463|0.0154211289999999|-63.31694493|-76.82494797|10.78883933|0.165720595|115.9404641|7.548024079|1.697908189|-2.415830189|88.64610824|-31.88960104|0.462727396|3306.001879|9.258542907|17.23248653|0.861252543|124.6606826|38.8038646|0.016896687|2056.604824|696.6414817000001|1.0|0.0|1.0|0.0|1.0|4.72|0.17|-7.18|4.43|90.88|2.82|133.96|1.0|7.0|-6.7|34.0|8.0|0.0|0.0|0.0|-5.92|9.63e-05|1.2e-06|0.000579|0.0|6.61e-08|3.19e-05|-0.0545299999999999|5.0454|5.52|729.17|1223.54|0.2294|574.72|0.68488|0.1574|-0.14944|2.5031|-1987.848331|2.9851|61.0|7.2154
14c_a23|0.0|0|1|0.0|2|7.423568444|0|1.197962449|3.349976042|0.06596946|-0.005822256|5.351858133|-0.024758731|2|0.04174584|0.743546646|-0.296935034|0.010682694|-0.047853455|10.31321813|-0.047410593|2|-0.13187015|-0.4589840189999999|2|0.722187957|0.793551289|0.1114214519999999|-0.077808321|0.857184548|0.659570836|-0.0567889659999999|-0.0800086929999999|0.018842596|-37.73933093|-53.17009158|12.52192141|0.077064961|51.21382308|8.321492112|81.41541733|-1.600173862|64.05912299|-22.62557089|0.459622824|2955.304496|7.832948614|14.49533577|0.8505592829999999|143.9373772|28.88097191|0.016385474|1357.40568|633.3278634|0.0|0.0|1.0|1.0|1.0|3.4|0.05|-7.99|4.0|105.02|3.51|125.29|1.0|5.0|-6.13|31.0|4.0|0.0|0.0|0.0|-5.55|0.000334|2.83e-06|0.00126|0.0|1.02e-08|4.55e-06|-0.0795299999999999|3.7031|4.1|693.64|1177.63|356.0|549.86|0.56781|356.0|-0.15143|7.2704|-2089.354057|10.369000000000002|2.0|8.6253
12f_a30|0.0|0|0|0.0|0|7.412764017000001|2|0.60498366|0.0|0.156569208|-0.015345198|5.351858133|-0.274237737|2|0.1468972409999999|0.0|-0.874676289|-0.00695299|-0.008663584|10.31162828|-0.046588557|1|-0.226973911|-0.6394697460000001|1|0.613786308|0.8246767140000001|-0.043091382|-0.071123509|0.876441789|0.593245722|-0.090450992|-0.108935062|0.01570263|-63.81176255|-76.85198573|11.07796031|0.164253554|115.8783181|7.815328055|1.45550709|-2.396571368|89.21786458|-31.90082427|0.472521727|3305.792133|8.366190175|15.86072943|0.8958126809999999|130.3909181|39.1336968|0.01752821|2074.08593|696.6414817000001|1.0|0.0|1.0|0.0|1.0|4.73|0.17|-7.18|4.43|90.88|2.82|133.96|1.0|7.0|-6.7|34.0|8.0|0.0|0.0|0.0|-5.92|9.63e-05|1.2e-06|0.000579|0.0|6.61e-08|3.19e-05|-0.05464|5.0587|5.52|729.87|1225.63|0.2166|574.31|0.68471|0.1596|-0.14958|3.6633|-1987.848015|4.6865|19.0|7.7144
12g_a40|0.0|0|0|0.0|1|7.515889085|0|0.604990688|1.687211672|0.037440516|-0.01011728|5.4161004020000005|-0.129331216|0|0.167050952|0.726175674|-0.354104815|-0.001011175|0.075327376|10.31197254|-0.211162861|2|0.106286677|-0.512657141|0|0.777835705|0.769016155|0.020185301|-0.326139923|0.8396782220000001|0.6941475490000001|-0.0951493559999999|-0.099521372|0.012706769|-49.94706785|-52.24208444|6.670206427999999|0.129798543|68.1355805|3.501413627|0.0|-1.393299206|59.29860462|-22.85591194|0.465725912|2287.970776|7.692740528|14.39849078|0.871698484|77.67373972|26.82520454|0.013442698|858.4065454|335.7078145|1.0|0.0|1.0|0.0|1.0|3.24|0.0|-6.63|4.83|78.66|3.76|93.78|1.0|2.0|-6.46|23.0|3.0|0.0|0.0|1.0|-5.79|0.000124|1.62e-06|0.000586|0.0|2.37e-07|8.57e-05|-0.07424|4.0224|4.84|540.25|896.63|0.3539|429.31|0.6988|0.2682|-0.13191|1.9175|-2172.988604|2.7075|724.0|6.1403
16g_a32|0.0|1|1|3.363965155|0|7.765993078999999|0|0.609420729|0.0|0.1739995319999999|-0.013775701|5.733341277|-0.0429252429999999|0|-0.049658216|2.084553994|-0.771439265|-0.002456725|-0.029193403|10.31100263|0.004735761|3|-0.202656848|-0.696926204|0|0.79965447|0.83902731|-0.026098259|0.008494733|0.8821580379999999|0.762429418|-0.078387439|-0.105500574|0.023959586|-57.77542509|-77.75914881|17.659402|0.1793577589999999|132.1955522|13.01585399|43.37912747|-1.79350976|94.54074206|-24.94161377|0.3972359179999999|2833.521937|9.3963701|15.58880229|0.65902387|231.1885989|36.34043182|0.02276861|1926.042887|701.9321161|1.0|1.0|1.0|1.0|2.0|3.87|0.33|-8.16|6.81|149.27|1.57|121.56|1.0|10.0|-7.51|30.0|5.0|1.0|0.0|1.0|-5.32|1.36e-05|4.83e-06|0.00213|0.0|6.890000000000001e-09|3.04e-06|-0.05|3.6161|5.38|752.29|1245.25|0.2879|639.49|0.70222|0.2879|-0.14968|3.7346|-2034.408165|4.3204|11.0|7.9586
25b_a34|0.0|0|0|0.0|1|7.412764017000001|1|1.290860233|1.94553288|0.133975789|-0.015658012|5.351858133|-0.0929479709999999|1|-0.150946163|0.0|-0.861190687|-0.00378755|-0.112970844|10.95957635|-0.061390533|1|-0.435821207|-0.623853334|1|0.832166825|0.7969500890000001|0.08214612|-0.101529052|0.83883012|0.787858064|-0.1030760719999999|-0.137924163|0.030138301|-64.37123451|-86.13394472|18.82143547|0.343426892|214.470853|11.75402804|49.2835599|-2.206786613|98.0416108|-26.50275222|0.419904835|2611.55928|6.383564979|11.00434095|0.723855085|148.1659658|34.74652105|0.019067452|1806.819095|595.8522372|0.0|1.0|1.0|1.0|2.0|3.53|0.29|-6.42|2.63|90.3|1.56|108.21|1.0|7.0|-3.82|29.0|5.0|0.0|0.0|0.0|-3.69|59.0|0.000202|0.0796|0.0|3.8100000000000004e-07|0.00015|-0.03539|4.2253|5.06|668.48|1136.16|0.2259|562.84|0.6925600000000001|0.2259|-0.17564|7.0586|-1313.194808|9.0174|2.08|5.6819
6f_a40|0.0|0|0|0.0|1|8.421342866|2|0.604893424|1.750582483|0.134099184|-0.01691341|6.401917197|-0.156988665|0|-0.122783873|0.737582436|-0.8287570679999999|-0.009302776|0.075227997|10.30179966|-0.190617284|2|0.092206207|-0.628934821|0|0.7710013309999999|0.836826225|-0.032826285|-0.268802228|0.896373207|0.742681934|-0.134203859|-0.130571562|0.015998475|-86.21963207|-83.88605319|10.2782635|0.344213487|221.1408856|6.6032981820000005|40.01876255|-2.350288117|92.77827871|-33.55442128|0.410805404|3021.330686|6.993991456|11.87042702|0.69723213|88.13890599|38.88975659|0.013841059|1750.039046|593.503189|1.0|0.0|1.0|1.0|2.0|4.05|0.21|-3.67|3.66|199.45|1.1|124.54|3.0|5.0|-6.95|30.0|5.0|1.0|0.0|0.0|-4.64|5.18e-05|2.3e-05|0.0105|1.0|0.0002109999999999|0.0967|-0.08982|3.5741|6.96|668.95|1139.55|0.2362|507.64|0.69911|0.0158|-0.1131799999999999|6.2384|-2426.787111|8.7269|42.0|7.3768
