molecula|n9FaHRing|n9FaRing|SssssC|SRW09|nAHRing|BCUTs-1|MATS2c|SRW07|AATSC1s|n6HRing|SaaaC|ATSC1c|MATS8i|n5aRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|RNCS|RPSA|TPSA_x|WNSA5|RPCS|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|WNSA4|FPSA1|GeomDiameter|GRAV|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
18a_a25|0|0|0.0|6.842683282|0|1.194229606|-0.151473962|4.727387819|-0.019008377|2|2.050257213|-0.170732995|-0.018419483|1|0.007325341|0.106305991|-0.037072518|-0.2936794219999999|0.761417363|0.7385460309999999|-0.039007784|-0.035531959|0.792935475|1|-0.055926422|-0.078181889|0.341320954|-37.07961488|75.74077952|0.068371614|45.33086513|-34.36707071|0.0|-24.58404782|-20.53845469|43.39683067|0.493301255|2857.88027|-13.61714122|0.182927961|14.59524518|6523.923911999999|25.136651|0.011486699|-420.4420243|759.4953883|7.615762647|1.0|1.0|1.0|3.5|27.0|-9.78|5.89|5.72|87.72|2.88|2.0|1.0|6.0|-6.33|32.0|-5.58|435.54|0.0|0.0|1.0|4.65e-07|0.000202|1.71e-06|0.000744|4.76|0.0|0.0|7.28e-08|5.4965|3.1711|-1675.274716|694.17|1229.09|225.57|0.5274399999999999|-0.15732|3.1313|-0.21323|0.02456497|-1675.04368|7.0269|7.0269
12a_a40|0|0|0.0|7.515889085|0|0.604990853|0.021610099|5.4161004020000005|-0.012791297|0|0.8332127109999999|-0.14667395|0.100414476|2|0.007890601|0.298197213|0.018655637|-0.4764003679999999|0.58630452|0.718281767|0.023863832|-0.375724138|0.7867243829999999|1|-0.064340227|-0.074840643|0.000279043|-32.81611621|107.5277007|0.059120235|30.15370934|-19.46913691|49.24750281|-16.73754566|-17.23885621|38.81741016|0.476055146|2185.594734|-8.792513441|0.14863036|14.43505064|4873.458436|20.24838026|0.010759845|-358.4254366|323.26151960000004|5.487955617999999|1.0|0.0|0.0|3.2|20.0|-7.21|5.33|5.43|58.43|4.34|1.0|1.0|2.0|-6.41|22.0|-4.56|346.23|0.0|1.0|1.0|3.86e-07|0.000134|1.13e-06|0.00039|5.43|0.0|1.0|2.13e-05|3.0966|3.0966|-2097.826771|530.55|875.15|400.39|0.6998800000000001|-0.12895|2491.0|-0.2091|0.0104658999999999|-2097.779499|5.7501|5.7501
18_a10|0|0|0.0|7.78113851|2|1.243178376|-0.182332901|5.733341277|0.0307177839999999|2|2.026949641|-0.1859075939999999|-0.052165302|1|0.010573165|-0.144233311|-0.091730492|-0.220292492|0.7155022459999999|0.785539083|0.048377088|-0.0507442929999999|0.832812971|1|-0.0575419659999999|-0.076052353|0.656664457|-36.52271591|40.99617452|0.114447045|72.64119073|-30.63863373|123.3621791|-23.18149476|-15.79795381|48.64284759|0.4670293179999999|2788.499133|-10.02718922|0.358384456|13.51828833|6213.631543|24.62214943|0.020666062|-179.7708584|713.2632062000001|13.11704755|0.0|1.0|0.0|4.07|21.0|-7.88|4.65|4.66|62.06|2.14|1.0|1.0|5.0|-4.48|31.0|-6.34|412.48|0.0|1.0|1.0|3.34e-05|0.0138|1.7100000000000002e-05|0.00705|3.49|0.0|0.0|5.44e-06|5.7687|3.7977|-1336.433782|687.19|1181.5|214.93|0.6866300000000001|-0.15735|4.7596|-0.20692|0.02974086|-1336.185978|6.8861|6.8861
47t_a18|0|0|0.0|7.03438793|1|1.25117758|0.1115820769999999|4.844187086|-0.161517185|0|0.0|-0.756664598|-0.011641394|0|-0.004985656|0.027313444|-0.068787175|-0.600890268|0.704602886|0.750103977|0.005590928|-0.074774521|0.796935152|0|-0.119202068|-0.103295568|0.240001773|-79.78154029|280.622476|0.32796681|219.5070758|-46.27207168|78.43695402|-53.39751484|-27.16032544|89.19655162|0.49779009|2872.533415|-18.17831387|0.195468477|17.48280476|6603.597038|33.75918118|0.016238994|-407.6438346000001|747.6927426|10.86870356|0.0|1.0|3.0|3.86|18.0|-7.51|2.6|2.93|110.56|1.64|2.0|1.0|7.0|-5.58|33.0|-6.46|441.48|0.0|0.0|0.0|2.65e-06|0.00117|1.7100000000000002e-05|0.0075299999999999|3.57|0.0|0.0|1.36e-05|3.1164|3.1164|-1470.873743|703.76|1218.95|397.84|0.6895100000000001|-0.12692|7.7656|-0.19514|0.03767603|-1470.593659|6.1068|6.1068
7d_a10|0|0|0.0|7.535296702|1|1.34384996|-0.117302383|5.4161004020000005|-0.017919404|2|1.591760572|-0.0845736919999999|-0.071185424|1|0.008513576|-0.09209689|-0.041520889|-0.2018053139999999|0.531023495|0.809056885|0.0658971929999999|-0.051603612|0.869684772|1|-0.059327943|-0.070901708|0.421731106|-31.47566249|12.32220006|0.158947933|84.32774259|-19.95666068|89.87999909999999|-16.69900016|-13.12185056|37.04365163|0.484115691|2348.343588|-6.961625817000001|0.270414577|11.82615475|5174.981962|17.98535187|0.014078094|-243.607074|460.1866123|7.468948447000001|1.0|1.0|0.0|3.21|21.0|-7.83|4.92|4.97|43.6|3.04|1.0|1.0|2.0|-4.22|26.0|-5.83|344.38|0.0|1.0|1.0|5.98e-05|0.0206|1.9e-05|0.00654|3.62|0.0|0.0|5.04e-06|5.8433|3.8856|-1129.198363|574.87|970.29|212.18|0.68393|-0.1633099999999999|3.0178|-0.21965|0.02250617|-1129.0552810000002|6.0325|6.0325
17b_a50|1|1|0.0|7.934155233999999|1|1.348984601|-0.145258626|5.82008293|0.013050204|1|2.206759705|-0.144000296|-0.152660972|2|0.012686493|0.05636897|-0.2252068689999999|-0.237489143|0.7715057479999999|0.7621727979999999|-0.1585336269999999|-0.257646121|0.799772151|1|-0.047785496|-0.07555585|0.4220781729999999|-33.25475672|9.9094658|0.068150817|47.42733742|-36.59177249|86.9549829|-23.14256283|-18.65764227|42.23167946|0.4835366239999999|2765.537065|-12.98417734|0.1966134769999999|16.11918162|6059.076348|23.22374317|0.010169967|-422.2639022|862.3868512|7.077456382|1.0|1.0|0.0|4.17|20.0|-7.54|4.18|4.92|51.77|2.71|3.0|1.0|8.0|-4.75|32.0|-6.09|426.56|0.0|1.0|0.0|1.7899999999999998e-05|0.00763|1.22e-05|0.0052|3.96|0.0|0.0|1.22e-05|4.2447|4.0418|-1337.1910779999998|752.09|1300.3|292.09|0.66195|-0.16699|6.3333|-0.19879|0.02640483|-1336.899093|6.9136|6.9136
19i_a38|0|0|0.0|7.412764017000001|2|1.297043925|-0.125335237|5.351858133|-0.115864198|2|0.0|-0.4561702689999999|-0.074033381|1|-0.004358975|0.215263198|-0.098027247|-0.430016467|0.653741315|0.836170906|-0.040954326|-0.087904124|0.892249657|0|-0.08347616|-0.113250303|0.4748744179999999|-51.15830416|137.7658863|0.252841593|154.953787|-42.53502816|10.71501217|-31.35232957|-24.98593175|64.99417804|0.444551315|2896.470706|-15.31261014|0.258076158|12.04523072|6744.7785650000005|33.67721904|0.022159015|-296.5257022|593.6088758|13.5801364|1.0|1.0|3.0|4.8|17.0|-7.12|3.55|3.11|81.23|2.78|1.0|1.0|5.0|-4.25|31.0|-6.81|419.43|0.0|0.0|1.0|5.68e-05|0.0238|4.67e-05|0.0196|2.88|0.0|0.0|3.19e-05|5.7041|3.6129|-1431.415351|641.31|1101.03|217.36|0.69267|-0.14872|6.6636|-0.2052|0.03110827|-1431.239177|7.9031|7.9031
7a_a8|0|0|0.0|7.535296702|1|1.4000287219999998|-0.11821781|5.4161004020000005|-0.0407248439999999|1|0.0|-0.482688615|0.004607684|1|0.002028046|-0.02923588|-0.019499132|-0.412963751|0.7168594159999999|0.764224152|0.033708575|-0.032562221|0.831914523|0|-0.102174163|-0.101880506|0.238462711|-60.00793116|145.3710976|0.281589625|165.38046830000002|-35.14198015|71.85980901|-35.24327197|-25.04740346|80.80201312|0.477611327|2715.360649|-14.71059634|0.266115601|14.73814865|5907.9340090000005|34.12990316|0.0265990589999999|-274.7254012|488.0169522|15.62189947|0.0|1.0|1.0|3.34|23.0|-7.27|3.96|3.49|92.93|2.01|1.0|1.0|3.0|-4.86|29.0|-6.33|382.37|0.0|0.0|1.0|1.36e-05|0.00522|2.29e-05|0.00874|3.24|0.0|0.0|2.05e-05|4.5808|3.0704|-1291.313963|605.72|1031.61|270.66|0.70367|-0.12889|9.9646|-0.20505|0.0269461|-1291.156661|4.6068|4.6068
12s_a30|0|0|0.0|7.412764017000001|2|0.604984545|-0.00019297|5.351858133|-0.095120438|2|0.0|-0.403952011|-0.035768573|1|-0.001131023|-0.1597740919999999|-0.0546637159999999|-0.446807335|0.609043558|0.83236194|0.006789196|-0.080971844|0.889479916|0|-0.090733404|-0.103647048|0.404041243|-58.75255278|89.91581294|0.2932862089999999|189.9114627|-43.45862792|0.0|-38.04400919|-26.02399668|71.26547471|0.467381416|2977.11642|-16.8513047|0.209518167|15.14544373|6639.7334200000005|32.92168852|0.017398791|-376.1910929|616.2856203|11.26623|1.0|1.0|1.0|4.63|17.0|-7.16|4.67|3.74|81.65|3.58|2.0|1.0|5.0|-5.49|31.0|-6.06|434.46|0.0|0.0|0.0|3.24e-06|0.00141|6.71e-06|0.00291|4.07|0.0|0.0|3e-05|5.0438|3.5348|-1774.236634|677.35|1140.1|245.81|0.68458|-0.14985|3.0335|-0.20495|0.03401064|-1774.072418|8129.0|8129.0
14ad_a23|1|1|0.0|7.423568444|0|1.197962774|-0.1101542319999999|5.351858133|-0.028065075|2|0.735584095|-0.4663820279999999|-0.05348283|2|0.009675528|0.2086248289999999|-0.143336826|-0.376350719|0.7763406840000001|0.7830067820000001|0.165157698|-0.050707765|0.8356326820000001|1|-0.059168372|-0.085840335|0.224009311|-42.29008971|52.63180108|0.112868365|80.67170209999999|-43.85199724|114.237062|-30.226481300000003|-21.19489662|66.47100256|0.46995189|3209.330728|-15.14887177|0.424119041|16.34071148|7308.229822|36.80430179|0.033365494|-108.4705382|770.8206617000001|23.84770234|0.0|1.0|1.0|3.73|26.0|-7.6|3.48|4.03|123.48|2.42|2.0|1.0|7.0|-5.8|34.0|-6.68|471.53|0.0|0.0|0.0|1.6e-06|0.000753|8.22e-06|0.0038799999999999|3.52|0.0|0.0|1.17e-05|3.3867|3.3867|-1858.957788|747.83|1287.26|366.09|0.6956600000000001|-0.13734|5.2331|-0.20659|0.01481488|-1858.733603|8.3595|8.3595
3_a27|0|0|0.0|6.605297921|0|1.402697639|0.124551908|4.59511985|-0.096132106|2|1.177265999|-0.27868256|0.042659548|1|0.00955169|-0.296039263|-0.1984716939999999|-0.479874452|0.640545265|0.810053853|0.136381755|0.038685745|0.8759548629999999|1|-0.06145119|-0.086153958|0.397733752|-31.82136336|10.71226495|0.137884078|71.40072181|-23.10213938|57.97805043|-16.47810502|-16.72996312|41.78149261|0.44566003|2294.213272|-8.663302268999999|0.266146248|11.64968556|4960.583812|22.79740761|0.018747239|-242.1936891|401.7540197|9.707911187|1.0|0.0|0.0|3.03|21.0|-5.89|2.8|2.94|65.6|2.18|0.0|2.0|3.0|-3.7|25.0|-6.41|329.36|0.0|1.0|1.0|0.0002|0.0658|0.000103|0.0339|2.67|0.0|0.0|0.000423|5.5045|3962.0|-1081.905135|547.92|931.06|225.24|0.6734600000000001|-0.16457|2.7811|-0.21969|0.02032437|-1081.794829|8.3979|8.3979
8b_a50|1|1|0.0|7.860570786|1|1.398299046|-0.115740384|5.777652323|-0.009597908|1|1.98971238|-0.1812055289999999|-0.009441452|2|0.007057361|-0.170496134|-0.065440141|-0.332085641|0.753629415|0.809463375|-0.027207307|-0.031953774|0.8836675340000001|1|-0.072629787|-0.078068703|0.267094693|-34.79187329|131.417573|0.154650918|74.08248511|-17.91443197|0.0|-16.66636363|-14.54338619|45.09730487|0.428882006|2143.807599|-6.966723542|0.328290204|9.26652151|4446.001554|21.65129387|0.024280552|-164.5084115|339.5806858|11.63112165|1.0|1.0|1.0|3.21|20.0|-5.94|3.14|3.41|59.39|1.79|0.0|2.0|2.0|-3.44|23.0|-6.32|299.33|0.0|1.0|1.0|0.000359|108.0|0.000154|46.0|2.55|0.0|0.0|0.000347|4.5256|4.1804|-967.3527447|515.81|857.53|273.96|0.59283|-0.1724099999999999|3.8213|-0.20144|0.036701907|-967.258772|7.1675|7.1675
22_a47|1|1|0.0|6.86171134|0|1.408617385|0.048272293|4.727387819|-0.150248628|2|1.016903613|-0.507802654|-0.075111395|1|-0.004332497|-0.077468004|-0.1049885469999999|-0.538310301|0.612295986|0.831122912|-0.077787113|0.004104478|0.890264057|1|-0.080744803|-0.089280419|0.573087958|-47.64347429|12.19999546|0.301350868|177.81209280000002|-31.08378631|54.21581266|-28.11203407|-18.73063655|60.71546178|0.4614909829999999|2692.510471|-11.05201291|0.390313552|12.91589555|6107.923371|30.72175314|0.031534452|-129.440987|482.9384172|18.60690504|0.0|1.0|2.0|3.31|21.0|-7.69|3.07|4.85|84.73|2.97|1.0|1.0|5.0|-4.44|29.0|-6.58|394.38|0.0|0.0|1.0|3.6e-05|0.0142|4.16e-05|0.0164|3.0|0.0|0.0|8.11e-06|4.7954|4017.0|-1375.05033|605.12|1027.32|258.55|0.68312|-0.16704|4.2485|-0.22828|0.02840507|-1374.914437|9.0|9.0
1j_a5|0|0|0.0|6.605297921|0|1.427567371|-0.2031633169999999|4.59511985|-0.010620031|2|0.0|-0.175183967|-0.07622096|1|0.006957291|-0.190920568|-0.010807075|-0.2470489089999999|0.74740095|0.7862755770000001|-0.084090414|-0.0614852279999999|0.848473695|0|-0.073803258|-0.074505844|0.35883584|-39.64241895|73.73338699|0.152836128|82.09385267|-21.49609451|1.471030887|-21.29338752|-14.64139152|50.21875634|0.469085779|2242.805131|-7.86442482|0.383510433|13.80288876|4618.562904|23.74961767|0.026739895|-125.1415813|422.96706330000006|14.36297201|1.0|1.0|1.0|2.76|23.0|-8.14|4.5|4.21|63.69|1.57|0.0|1.0|4.0|-4.03|25.0|-6.15|328.37|0.0|1.0|1.0|9.27e-05|0.0304|6.29e-05|0.0206|3.03|0.0|0.0|2.36e-06|4.4331|4.1205|-1065.849941|572.47|959.39|279.68|0.6449|-0.16813|2.2503|-0.20645|0.03246499|-1065.723417|7.6198|7.6198
18_a31|0|0|0.0|7.401841579|0|0.610137226|0.0690370959999999|5.351858133|-0.138136629|0|0.0|-0.640807491|-0.001973566|2|-0.007811355|-0.084218532|-0.065041042|-0.604728055|0.868704545|0.8595579409999999|0.022160691|-0.1647054359999999|0.904870098|0|-0.11789212|-0.129469649|0.258135789|-69.19879619|238.9516432|0.27411287|160.8952371|-44.60622732|0.0|-40.61741697|-23.64270989|77.69074057|0.4492048839999999|2241.561812|-13.87749294|0.222523168|12.84812443|4856.251645|30.40953623|0.01673486|-325.73954460000004|477.1857166|9.822812434|1.0|1.0|3.0|3.41|16.0|-6.54|4.9|3.48|119.14|0.75|1.0|1.0|7.0|-4.62|25.0|-6.72|356.44|0.0|0.0|1.0|2.42e-05|0.00862|0.000241|86.0|2.47|0.0|0.0|0.000104|5.0092|3.9105|-1465.528656|630.26|1041.21|247.51|0.70058|-0.16212|3.0607|-0.19914|0.04825999|-1465.359325|6.8861|6.8861
13k_a6|0|0|0.0|7.412764017000001|1|1.42421381|0.031525207|5.351858133|-0.132667824|1|0.0|-0.8554679409999999|0.0809333929999999|1|-0.006280295|0.08217847|-0.045794891|-0.5627624379999999|0.8694295409999999|0.7908110340000001|0.1373649019999999|-0.123105035|0.84018367|0|-0.11937574|-0.127178105|0.212093198|-82.8774254|183.1261118|0.3589674579999999|249.215618|-61.29890279999999|113.5526088|-57.53822059|-31.53366823|103.4959988|0.426031882|2966.890288|-21.89246528|0.202868306|14.58291125|6492.211639|39.55891914|0.017981419|-412.5714301|741.5222707|12.48372364|1.0|1.0|3.0|3.68|23.0|-8.89|4.55|3.8|115.15|1.39|1.0|1.0|7.0|-5.49|33.0|-6.59|441.48|0.0|0.0|1.0|3.26e-06|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|0.0|5.7e-07|5112.0|3.5476|-1465.862962|731.25|1246.69|242.53|0.70536|-0.14589|8.1639|-0.1944|0.0308324|-1465.621288|7.3372|7.3372
18_a20|0|0|0.0|6.842683282|0|1.400923654|0.1160337319999999|4.727387819|-0.12050413|2|1.983673343|-0.5039851160000001|-0.011236836|1|-0.004071701|0.268927191|0.001996439|-0.597167441|0.809917509|0.7602869659999999|-0.107446431|-0.090732503|0.8162774979999999|1|-0.0927760219999999|-0.095227339|0.356461863|-61.73239771|318.5587088|0.23863824|158.7879106|-42.1615378|82.70867776|-41.07622672|-23.91074854|68.92770059|0.483668611|2809.844943|-15.91001426|0.1890889589999999|15.51556677|6206.896662|29.4862782|0.013457694|-413.7552685|712.1606951|8.954638548|1.0|1.0|2.0|3.48|27.0|-10.0|5.54|4.69|97.55|2.06|2.0|0.0|5.0|-5.59|32.0|-6.13|419.48|0.0|0.0|1.0|2.54e-06|0.00107|6.91e-06|0.0029|3.85|0.0|0.0|4.17e-08|5.9778|3.5355|-1352.364724|703.24|1204.88|207.41|0.6953699999999999|-0.14685|5.3978|-0.20289|0.03787435|-1352.135304|7.4685|7.4685
12h_a36|0|0|0.0|7.412764017000001|2|1.297043828|-0.128701804|5.351858133|-0.041228471|2|0.0|-0.503153567|-0.003014954|1|0.003077071|0.100530266|-0.1430106119999999|-0.410826531|0.8913597320000001|0.820041835|-0.10861416|-0.089459459|0.87043328|0|-0.073572836|-0.10720355|0.3726296|-48.17643878|82.11195464|0.180385475|118.1187282|-45.96672487|1.413982241|-31.5465515|-23.39942087|66.44902736|0.464544951|2845.467486|-15.32224162|0.3347454589999999|13.87400978|6159.17335|35.1736357|0.026971557|-216.42159590000003|679.7230552999999|17.66132225|1.0|1.0|2.0|4.8|17.0|-6.69|2.77|1.89|78.43|1.72|1.0|1.0|6.0|-3.95|31.0|-6.93|411.46|0.0|0.0|0.0|0.000113|0.0464|8.499999999999999e-05|35.0|2.65|1.0|0.0|8.340000000000001e-05|5.1998|3.4554|-1347.481013|697.29|1177.89|238.44|0.7014600000000001|-0.14247|6754.0|-0.1926|0.02925492|-1347.260478|7.8539|7.8539
1o_a5|0|0|0.0|6.605297921|0|1.427566509|-0.266637757|4.59511985|0.033105871|2|0.0|-0.1079910069999999|-0.102739602|1|0.0051989459999999|-0.05876042|0.038275248|-0.231165601|0.670787375|0.78144982|-0.003561205|-0.016408975|0.85693939|0|-0.079346457|-0.072886362|0.447318682|-42.63505279|167.3051756|0.11569628|62.16682117|-21.04383087|1.01402588|-22.90899675|-15.45942012|49.75766514|0.470590799|2238.291862|-8.306775343|0.300086449|14.20898333|4572.818263|22.08761368|0.020380352|-214.8381946|393.5487205|10.95092849|1.0|1.0|1.0|2.81|23.0|-8.11|4.48|4.07|78.25|1.23|0.0|1.0|3.0|-4.08|25.0|-6.3|323.35|0.0|0.0|1.0|8.329999999999999e-05|0.0269|8.340000000000001e-05|27.0|2.78|0.0|0.0|2.54e-06|4.5011|4.1692|-1043.577386|561.04|938.37|275.45|0.5492100000000001|-0.1693599999999999|4.7435|-0.23973|0.04126499|-1043.472984|7.4559|7.4559
13_a15|0|0|0.0|0.0|1|1.4356889940000002|-0.139434143|0.0|-0.031457366|3|0.0|-0.393632585|-0.031047852|0|0.003766915|-0.010882979|-0.173728081|-0.357554652|0.843715005|0.729838386|0.008210506|0.009456191|0.7784213259999999|0|-0.068526782|-0.098053528|0.708462114|-43.2365883|142.67217639999998|0.114512421|72.25096855|-39.03420883|0.0|-27.279882500000003|-21.33321476|53.45565817|0.482317225|3028.485145|-13.46007201|0.244716567|10.07307988|7196.400881999999|28.24531009|0.01672103|-322.1392954|830.7967967000001|10.55004024|1.0|0.0|1.0|4.13|24.0|-8.9|4.33|6.69|59.51|2.52|2.0|1.0|6.0|-6.32|34.0|-5.26|448.52|1.0|0.0|0.0|4.77e-07|0.000214|7.970000000000001e-07|0.000357|5.32|0.0|0.0|5.7e-07|3942.0|2.5721|-1450.756042|674.36|1231.11|314.52|0.70626|-0.11283|3.5479|-0.15229|0.02844037|-1450.462642|8.2218|8.2218
9i_a24|0|0|0.0|7.153833802|0|1.4281889280000002|-0.113620183|5.209486153|2.01e-05|2|0.0|-0.190487553|-0.087363979|2|0.005891639|-0.140841749|-0.1818753839999999|-0.32068769|0.783500303|0.822658951|0.139004845|-0.0106944439999999|0.898194715|0|-0.064657333|-0.069812876|0.379687415|-30.56504777|10.13249376|0.173910636|82.21166337|-15.60091656|1.634015079|-14.44881966|-11.64783344|42.43894111|0.468272544|2061.729154|-5.506205845|0.500761711|11.18382556|4155.922671|23.33121014|0.038195951|0.720157264|295.8603625|18.05612763|1.0|1.0|1.0|2.76|22.0|-6.05|2.42|2.72|72.28|0.67|0.0|1.0|3.0|-2.6|22.0|-7.01|288.31|0.0|1.0|0.0|0.00248|716.0|0.000791|228.0|1.48|0.0|0.0|0.000258|4.6212|4.1459|-945.286637|501.48|825.7|268.3|0.6755800000000001|-0.17204|7.1135|-0.21943|0.0239838|-945.222448|7.0555|7.0555
12aw_a36|0|0|0.0|7.412764017000001|2|1.297044239|-0.135690414|5.351858133|-0.115864198|2|0.0|-0.4478724979999999|-0.1066959869999999|1|-0.004358975|0.169961228|-0.098027247|-0.4191703539999999|0.653741315|0.836170906|-0.022464907|-0.056676035|0.892249657|0|-0.088516379|-0.114701005|0.373775982|-56.73814908|54.50894809|0.2938251289999999|188.3390873|-47.12705211|1.343623915|-36.36860892|-26.46800754|71.5057033|0.47322369|2901.451841|-16.96573876|0.250947713|14.32425315|6370.06138|35.33532702|0.02161528|-319.2802512|593.6088758|13.8551867|1.0|1.0|2.0|4.73|17.0|-7.12|3.55|3.0|69.2|2.78|1.0|1.0|5.0|-3.99|31.0|-6.8|417.41|0.0|1.0|0.0|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|0.0|3.17e-05|5.2313|3.8763|-1431.404673|666.09|1120.43|237.0|0.69109|-0.15688|4.8181|-0.21201|0.03134789|-1431.239759|8.0458|8.0458
12s_a36|0|0|0.0|7.412764017000001|2|1.297044029|-0.057853364|5.351858133|-0.045035034|2|0.0|-0.4023692|0.0056370119999999|1|0.003962098|0.063448144|-0.104118159|-0.434472457|0.90414347|0.8060798779999999|-0.118671653|-0.086791463|0.856677627|0|-0.07216709|-0.1000534719999999|0.4314309979999999|-46.58030248|110.6090028|0.169662191|109.5085883|-41.6829437|10.23927133|-30.06529118|-23.15117315|59.13914165|0.4604765839999999|2710.355028|-14.94294208|0.245801617|13.98635088|5890.905249|30.69639722|0.018222417|-328.1450742|662.0530478999999|11.76167282|1.0|1.0|2.0|4.85|17.0|-6.97|3.24|2.19|69.2|2.24|1.0|1.0|5.0|-4.16|30.0|-6.55|395.46|0.0|1.0|0.0|6.929999999999999e-05|0.0274|5.05e-05|0.02|3.04|0.0|0.0|4.270000000000001e-05|3.8751|3.7604|-1272.270833|683.24|1150.67|319.95|0.6928|-0.15559|6.6068|-0.20467|0.03416928|-1272.061111|8.0458|8.0458
17g_a50|1|1|0.0|7.934155233999999|2|1.320916184|-0.185924266|5.82008293|0.052557574|2|2.236579664|-0.13328325|-0.022378911|2|0.01245647|-0.090386911|-0.200725906|-0.213708251|0.754575205|0.738521694|-0.10642733|-0.2126789369999999|0.7787714459999999|1|-0.048170917|-0.0706879109999999|0.442201795|-32.14758511|10.60268439|0.079336825|52.94662161|-31.48270383|85.51402581|-21.45417373|-17.29736764|41.85775712|0.467997084|2821.3922|-11.54365807|0.250051612|15.28352231|6102.424958|23.06474408|0.013645282|-333.6136209|829.3813984|9.106383854|0.0|1.0|0.0|4.04|20.0|-6.96|3.71|4.37|51.77|2.71|2.0|1.0|6.0|-4.46|32.0|-6.28|424.54|0.0|1.0|0.0|3.4899999999999995e-05|0.0148|1.39e-05|0.0059|3.68|0.0|0.0|4.6500000000000005e-05|4.0458|4.0458|-1335.976491|725.92|1259.05|306.45|0.6623600000000001|-0.16699|7.0584|-0.19929|0.02957267|-1335.693266|6.6091|6.6091
18a_a30|0|0|0.0|7.412764017000001|2|0.604987543|0.045071414|5.351858133|-0.02919335|2|0.0|-0.353677943|-0.01286191|1|0.005458948|-0.073280844|-0.053309522|-0.452377064|0.8421237309999999|0.7885597609999999|0.003991162|-0.171895425|0.842671963|0|-0.072474599|-0.095397479|0.294303776|-45.11907802|79.18861306|0.14081879|87.66676984|-36.97308547|0.0|-28.08889239|-23.02866795|55.73981304|0.445995681|2721.874248|-14.33650253|0.209500834|12.72666325|5942.293347|29.1318055|0.016012295|-361.7006453|620.9195447000001|9.968457988|1.0|1.0|1.0|4.75|17.0|-6.64|3.84|2.62|81.65|2.82|2.0|1.0|5.0|-5.28|29.0|-5.98|398.48|0.0|0.0|0.0|5.23e-06|0.00208|1.4e-05|0.0056|3.87|0.0|0.0|9.21e-05|3.4712|3.4712|-1575.786909|665.12|1120.46|357.18|0.69033|-0.1418|4.2514|-0.19785|0.03180853|-1575.604922|7.6108|7.6108
47s_a18|0|0|0.0|7.03438793|1|1.251176205|0.026229332|4.844187086|-0.045792331|0|0.0|-0.394481152|0.0134295589999999|0|0.003686393|-0.040169986|-0.168728915|-0.46304239|0.724028067|0.712629555|0.0109557919999999|-0.0540701129999999|0.745196689|0|-0.070258863|-0.08106112|0.306379663|-53.18668656|10.92659868|0.15456221|117.0051929|-46.45326408|51.05656345|-40.26287221|-22.79238258|59.58080589|0.4740142|2992.734821|-17.25406952|0.179529145|18.65422248|6968.705069|27.77963709|0.010481057|-485.1995077|1093.725912|7.934268528|1.0|1.0|2.0|4.41|18.0|-9.42|4.06|3.93|76.5|3.33|3.0|1.0|10.0|-5.95|36.0|-5.96|482.62|0.0|1.0|0.0|1.12e-06|0.000539|3.53e-06|0.0017|4.62|0.0|0.0|1.84e-07|3218.0|3218.0|-1534.196027|809.4|1435.42|385.29|0.6926800000000001|-0.13195|2.3134|-0.18109|0.02195039|-1533.809351|6.2104|6.2104
