molecula|n9FaHRing|n9FaRing|SssssC|NaasN|nAHRing|nARing|SaasN|AATSC1c|n6HRing|MATS7i|ATSC1c|AATSC1are|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|nFaHRing|FNSA3|PBF|FPSA3|PNSA3|PNSA5|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|WNSA4|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Log Po/w WLOGP|TPSA_y|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12n_a36|0|0|0.0|0|2|2|0.0|-0.0099988159999999|2|0.027627601|-0.619926573|-0.006862238|1|-0.001160331|0.048110172|-0.15024383|-0.261631709|1|0.8183043390000001|0.162338703|0|-0.089275906|0.239018516|0.0211044289999999|-60.42525197|-78.42650015|0.279888857|-0.039955874|-53.08197085|9.668119648|26.74179417|0.741751453|-2.317440678|-40.89805687|-27.04362074|0.454498749|-18.30412788|0.833176363|7657.057548000001|174.79221719999998|0.021232665|2114.630173|805.2286932|14.3710571|0.0|0.0|1.0|3.0|0.0|2.15|123.75|1.0|142.02|0.0|1.0|34.0|6.0|-8.03|0.0|0.0|-3.72|0.0001409999999999|1.64|0.0|0.0|1.36e-07|6.45e-05|6.24|3.6382|-1876.201464|-1876.168847|714.14|1256.83|340.78|0.32172|0.7046600000000001|-1875.89723|0.0155|-0.14928|10.8395|-0.19984|0.03261661|-1875.961945|14.3562|15.0|7.8239|7.8239
7_a27|0|0|0.0|2|0|0|3.330197625|-0.00601016|2|-0.133453335|-0.288487667|0.010291744|1|0.010596392|-0.220626658|-0.19575909|-0.323631281|2|0.6413629129999999|0.147753647|1|-0.060745542|0.358145768|0.015099075|-34.09779211|-47.44936449|0.14888586|-0.0300556429999999|-26.6343589|4.757447929|60.73467304|0.763564713|-1.352503929|-19.13983132|-16.87088515|0.466714317|-9.469994277|0.875167537|5082.120742|132.7162621|0.014441323|994.2704516|479.0078184|8.106228264|1.0|1.0|0.0|0.0|3.41|3.05|65.6|0.0|102.36|0.0|1.0|26.0|4.0|-6.26|0.0|1.0|-4.28|8.66e-05|3.02|0.0|0.0|2.43e-07|8.4e-05|5.37|4.1205|-1122.455548|-1122.433757|606.74|1016.96|300.9|0.61278|0.61278|-1122.249324|0.4179|-0.16734|4.2487|-0.2162099999999999|0.02179141|-1122.304359|6.3813|1.0|9.0|9.0
4p_a46|0|0|0.122217892|1|1|1|2.102855253|-0.004413243|0|-0.164311513|-0.233901882|0.005152176|1|0.004453195|-0.251219946|0.066453878|0.101602982|0|0.7471162309999999|-0.078703563|0|-0.0997229069999999|0.3352802039999999|0.007398064|-56.55658053|-47.22779946|0.094033511|-0.029978645|-26.78464688|2.379548177|0.0|0.87420565|-1.498932241|-32.07534663|-17.00200781|0.423511708|-9.642472876|0.734640605|5167.091582|71.34266847|0.006740305|972.4260993|585.8536976|3.822678404|1.0|1.0|1.0|1.0|3.2|5.25|61.84|2.0|107.89|0.0|1.0|27.0|3.0|-5.09|0.0|1.0|-5.4|1.59e-06|4.77|0.0|0.0|8.95e-08|3.2e-05|4.89|3.9958|-1129.65844|-1129.618646|598.19|1058.54|310.28|0.43709|0.70138|-1129.3914619999998|0.0763|-0.16819|3.6961|-0.20749|0.03979459|-1129.4459470000002|5.3996|341.0|6.4672|6.4672
18c_a25|0|0|0.0|1|0|0|1.959418462|-0.002704524|2|0.007241543|-0.162271435|0.007804726|1|0.007488918|0.01222181|-0.038006869|-0.064145547|2|0.7644072209999999|0.084188427|1|-0.048636087|0.385593349|0.009585904|-31.96445203|-47.27625541|0.05198276|-0.026975264|-31.07074762|4.140476673999999|0.0|0.7479204509999999|-1.510614788|-21.00757374|-17.72859578|0.484730247|-11.65153036|0.940731034|6736.25597|165.67090530000002|0.014546814|1327.415719|831.3429628|9.560410146|1.0|1.0|1.0|1.0|3.89|6.11|87.72|2.0|138.65|0.0|0.0|33.0|3.0|-5.85|1.0|0.0|-5.6|8.86e-07|4.49|0.0|0.0|6.79e-11|3.0499999999999995e-08|4.75|3.3396|-1714.597797|-1714.5777670000002|698.86|1243.76|371.26|0.31993|0.70516|-1714.280779|0.0041|-0.13312|6.1775|-0.19532|0.02003004|-1714.342386|7.9283|88.0|7.0555|7.0555
12z_a36|0|0|0.0|0|2|2|0.0|-0.007671785|2|0.037307819|-0.421948174|-0.000143196|1|0.001194592|0.066366917|-0.098598933|-0.175397741|1|0.8707354620000001|0.103551178|0|-0.081592361|0.492335362|0.023371488|-54.11489962|-68.09761735|0.165209595|-0.036238222|-45.16471514|10.28066212|15.59091678|0.712682362|-1.848149347|-35.89088901|-24.03445318|0.4577848329999999|-15.940487699999998|0.844286292|6146.834385|190.5590792|0.0225782039999999|1719.920651|642.3830552000001|14.97465267|1.0|0.0|1.0|2.0|0.0|1.76|92.99|1.0|128.47|0.0|1.0|31.0|5.0|-7.08|0.0|0.0|-3.95|0.000101|2.4|0.0|0.0|2.21e-07|8.97e-05|2.98|3.8969|-1325.195958|-1325.157504|686.33|1153.7|318.16|0.69397|0.69397|-1324.951498|0.4423|-0.1575|4814.0|-0.2139199999999999|0.03845474|-1325.010808|6.5892|5.0|8301.0|8301.0
1_a6 (SB-431542)|0|0|0.0|0|1|1|0.0|-0.015636898|1|0.1008839219999999|-0.766207981|-0.011639964|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|1|0.838928085|-0.08530265|0|-0.126408788|0.210050443|0.033020439|-74.98172333|-72.69619778|0.405958714|-0.0462988229999999|-43.12110169|11.61820782|105.3125675|0.7531996609999999|-2.083447046|-44.47680367|-27.46300805|0.472445176|-16.29019397|0.895537592|5748.417262|146.3942108|0.02438148|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|2.0|2.35|3.63|103.12|1.0|106.85|0.0|1.0|29.0|5.0|-6.73|0.0|0.0|-4.25|3.03e-05|2.7|0.0|0.0|2.03e-08|7.81e-06|4.57|3295.0|-1292.588032|-1292.553086|619.92|1049.69|376.28|0.55256|0.69868|-1292.358966|0.3346|-0.13329|6.0113|-193.0|0.03494577|-1292.41452|8.8611|1542.0|5.8119|5.8119
12r_a30|0|0|0.0|0|2|2|0.0|-0.007553813|2|-0.093079817|-0.400352091|-0.002544958|1|-0.001131023|-0.247439715|-0.0546637159999999|-0.145315868|1|0.609043558|-0.007140234|0|-0.090229387|0.451652492|0.019137908|-58.32042638|-71.0931422|0.27927255|-0.040404659|-45.9515743|7.995393191000001|0.0|0.790065337|-1.979828309|-37.69583567|-26.11584816|0.464481911|-16.88017015|0.867350555|6735.090739|135.6928105|0.016970201|1619.709789|616.2856203|10.96881384|1.0|1.0|1.0|1.0|0.0|3.74|81.65|2.0|127.19|0.0|1.0|31.0|6.0|-6.06|0.0|0.0|-5.17|3.24e-06|4.07|0.0|0.0|6.900000000000002e-08|3e-05|4.32|3.5111|-1774.236548|-1774.2026670000002|679.64|1141.54|353.12|0.32409|0.68476|-1774.009422|0.1522|-0.14894|5.2021|-0.20138|0.03388131|-1774.070699|6.5511|29.0|7.5317|7.5317
7g_a8|0|0|0.0|1|1|1|1.336155045|-0.01002363|0|-0.030968098|-0.481134236|-0.00087806|1|0.0002620309999999|-0.065174707|0.021974492|0.046246982|0|0.627990269|0.098510683|0|-0.107714754|0.306360885|0.031841955|-64.55562181|-67.26263865|0.300623857|-0.045912914|-40.31185423|11.43714084|56.75323443|0.806738465|-2.020168201|-38.68948451|-27.51653399|0.470618047|-16.4912131|0.8889952590000001|6293.364606|115.825531|0.018613449|1500.768277|509.2753308|11.15541466|1.0|1.0|1.0|1.0|3.32|4.66|80.04|2.0|108.0|0.0|1.0|30.0|5.0|-5.63|0.0|0.0|-5.44|1.67e-06|4.38|0.0|0.0|1.23e-08|4.92e-06|6.26|3.7874|-1374.493069|-1374.4533210000002|620.67|1053.9|327.36|0.62073|0.62073|-1374.291597|0.5165|-0.15508|10.1546|-0.22129|0.03974865|-1374.3479960000002|12.9547|21.03|4.6772|4.6772
12av_a36|0|0|0.0|0|2|2|0.0|-0.009925128|2|0.06882889|-0.605432791|-0.00233752|1|-0.000472698|0.1168328169999999|-0.126068378|-0.213993335|1|0.859938421|-0.018133027|0|-0.082283524|0.277834652|0.021666882|-57.31621925|-73.55299094|0.247552267|-0.035197712|-51.2347934|10.51297704|124.9387725|0.671916917|-2.006269572|-39.92474833|-24.51766365|0.491188387|-17.07826447|0.965363947|6460.1184140000005|228.5327731|0.025779468|2079.880404|757.7532208|17.95719936|0.0|0.0|1.0|3.0|0.0|1.65|98.3|1.0|138.06|0.0|1.0|33.0|5.0|-7.66|0.0|0.0|-3.64|0.000292|1.85|0.0|0.0|1.1800000000000001e-07|5.18e-05|4.5|3.4402|-1440.988179|-1440.945099|733.21|1247.28|360.39|0.43212|0.70455|-1440.67411|0.0027|-0.14122|4.7666|-0.19429|0.04308001|-1440.738332|6.1075|39.0|7.4089|7.4089
2_a1|0|0|0.0|1|1|1|2.233384354|-0.004621682|1|-0.1056298369999999|-0.175623923|0.001576763|1|0.003205156|-0.237981258|-0.145015842|-0.326716897|1|0.571324013|0.079586368|0|-0.0622285999999999|0.220315042|0.011282631|-28.32386891|-35.17029414|0.191789935|-0.026492726|-16.00805425|2.337413146|84.54541681|0.6944040029999999|-0.927245426|-12.89184641|-12.05838656|0.39830426|-5.488475744|0.6619695520000001|3920.383175|139.0945801|0.017741989|607.7780769999999|299.6692382|8.075415099999999|1.0|0.0|1.0|0.0|2.69|4.12|30.71|0.0|79.77|0.0|1.0|21.0|3.0|-6.04|0.0|1.0|-3.78|0.000871|2.76|0.0|0.0|6.64e-07|0.000185|3.31|4.0877|-920.2093796|-920.184721|489.42|807.98|303.31|0.7007899999999999|0.7007899999999999|-920.078239|0.2991|-0.1686|3.5853|-0.19826|0.024658671|-920.123726|5.2754|5.8|5.2366|5.2366
19f_a38|0|0|0.0|0|2|2|0.0|-0.007831113|2|-0.008118156|-0.4228801179999999|-0.002526241|1|-0.000673716|-0.017421394|-0.101303149|-0.217394466|1|0.724208473|-0.075025988|0|-0.085318318|0.488059925|0.02107583|-54.50401599|-71.10679028|0.249124013|-0.037844587|-45.42524686|8.601162122|12.14075726|0.734437553|-1.892229356|-34.81887413|-24.1763087|0.453960261|-15.44458393|0.8313685409999999|6115.273372|169.6496169|0.020733452|1645.906354|595.8790650000001|13.24517938|1.0|1.0|1.0|3.0|2.48|2.55|81.23|1.0|125.69|0.0|1.0|30.0|4.0|-6.77|0.0|0.0|-4.17|7.209999999999999e-05|2.78|0.0|0.0|1.4e-07|5.610000000000001e-05|3.41|3.4422|-1332.190216|-1332.160846|653.22|1105.62|360.19|0.38086|0.7056100000000001|-1331.945195|0.0019|-0.14369|5.3152|-0.20104|0.02936908|-1332.004601|7.1655|73.0|7.1397|7.1397
12ak_a36|0|0|0.0|0|2|2|0.0|-0.006465433|2|0.12041792|-0.407322296|0.0042553209999999|1|0.005035022|0.198260132|-0.099596099|-0.163978382|1|0.901715152|0.051506104|0|-0.069176342|0.537460657|0.019931266|-49.87483724|-66.15829243|0.151294857|-0.032660864|-47.69888026|10.36054668|25.9007405|0.737439195|-1.926990997|-35.95881638|-23.5478668|0.423822657|-16.97756755|0.735576751|6240.396899|189.3013851|0.018055095|1883.984673|799.5563855|13.01738243|1.0|1.0|1.0|2.0|0.0|3.01|69.2|2.0|138.33|0.0|1.0|32.0|4.0|-6.19|0.0|1.0|-4.86|1.13e-05|3.8|0.0|0.0|4.2e-08|1.7800000000000002e-05|4.21|3.6895|-1350.900117|-1350.865407|730.3|1247.89|336.05|0.69463|0.7034699999999999|-1350.57563|0.0001|-0.15275|6.3682|-0.20204|0.03471045|-1350.637958|8.5394|46.0|7.3372|7.3372
8k_a46|0|0|0.1337610719999999|1|1|1|2.105349622|-0.006208399|2|-0.061030265|-0.397337564|-0.002099764|1|0.002202734|-0.1017929319999999|-0.030019362|-0.050069565|2|0.73768327|0.095179795|0|-0.08638304|0.400181795|0.009441365|-61.98124174|-61.95565276|0.261823161|-0.033099828|-44.45419269|4.860695117|19.34993627|0.8265691140000001|-1.985989657|-44.4725532|-23.74966689|0.4938768979999999|-17.04077386|0.975803904|7352.280688|124.4394929|0.0112621819999999|1723.969585|865.6610153999999|8.080799245|1.0|1.0|1.0|2.0|2.82|5.37|124.17|1.0|132.47|0.0|1.0|34.0|6.0|-6.75|0.0|0.0|-5.13|1.82e-06|3.45|0.0|0.0|2.17e-09|1.03e-06|7.63|4.1034|-1845.304274|-1845.257085|742.04|1302.56|302.15|0.41618|0.5577300000000001|-1844.970617|0.1166|-0.16967|3.4118|-0.20954|0.04718819|-1845.037411|3.8107|147.0|6.8327|6.8327
14b_a23|1|1|0.0|2|0|0|3.2475997860000003|-0.006248709|2|0.0519489729999999|-0.318684138|0.007671236|2|0.0075222369999999|0.121308009|-0.073945564|-0.17267308|2|0.616699629|-0.00399443|1|-0.063267638|0.228282196|0.020454632|-41.01458464|-53.44429544|0.153740341|-0.03508139|-34.64639496|8.596171261|84.36242964|0.774359705|-1.64882535|-26.58857202|-22.74225338|0.450973737|-14.74314679|0.821406493|6622.129837|146.2760938|0.01779446|1380.34805|599.5697147999999|11.53563485|0.0|1.0|1.0|1.0|3.44|4.58|105.02|2.0|120.24|0.0|1.0|31.0|5.0|-6.31|0.0|0.0|-5.11|2.66e-06|3.68|0.0|0.0|2.14e-08|9.18e-06|3.72|3706.0|-1729.161608|-1729.139722|673.05|1142.37|334.55|0.58097|0.58097|-1728.9300010000002|0.3603|-0.15064|6.8752|-0.2286699999999999|0.02188578|-1728.9893510000002|9.7544|4.0|8.3536|8.3536
8f_a12|1|1|0.0|0|1|1|0.0|-0.008295703|2|-0.013400998|-0.3981937339999999|-0.002596875|1|-0.00094279|-0.023769395|-0.070713228|-0.125424286|1|0.902669729|-0.13747286|1|-0.072634742|0.285353468|0.013287637|-41.27611074|-56.220383|0.130176823|-0.03822396|-31.9483307|4.290980116|0.0|0.8381234340000001|-1.6818542230000002|-23.45595611|-21.72151161|0.460344828|-12.34367323|0.853035146|5481.952981|91.98952021|0.012030968|1140.340995|524.0516742|6.836832748|1.0|1.0|1.0|1.0|3.26|3.41|78.41|2.0|115.66|0.0|1.0|27.0|4.0|-5.47|0.0|1.0|-5.24|1.99e-06|4.34|0.0|0.0|3.79e-09|1.4e-06|4.19|3.6536|-1481.146454|-1481.115891|606.97|1020.81|339.35|0.59107|0.65098|-1480.955408|0.2466|-0.15061|0.9092|-0.2124|0.03056355|-1481.008909|1.4701|646.0|6.1898|6.1898
15b_a10|0|0|0.0|1|1|1|2.145379897|-0.002413027|2|-0.111812184|-0.149607679|0.011484257|1|0.011928706|-0.175869992|-0.174170642|-0.27395395|2|0.744213612|-0.058258414|1|-0.046334564|0.697099355|0.015973068|-31.76194123|-50.44100799|0.078081026|-0.024105015|-34.57687319|7.505718446|118.6253241|0.670236374|-1.398090862|-21.77253505|-16.52377848|0.414077981|-11.32690674|0.706711759|6105.426726|226.0501037|0.017637846|1429.912176|766.4127559|12.09059037|0.0|1.0|1.0|0.0|3.89|4.44|56.07|1.0|123.73|0.0|1.0|31.0|5.0|-6.34|0.0|1.0|-4.64|4.46e-05|3.49|0.0|0.0|6.609999999999999e-09|2.73e-06|2.74|3.7625|-1317.766641|-1317.736865|721.17|1231.3|329.52|0.46711|0.68906|-1317.429772|0.1595|-0.15579|4.7752|-0.20313|0.02977516|-1317.4913390000002|6.1384|85.0|7.0706|7.0706
4q_a46|0|0|0.09591943|1|1|1|2.151582577|-0.001250008|2|-0.012611536|-0.066250447|0.012173202|1|0.012222698|-0.019471024|-0.1214838219999999|-0.187559576|2|0.716317772|-0.15266708|0|-0.052170875|0.258420996|0.014510206|-29.12008262|-39.09149156|0.086449996|-0.021010627|-21.81959712|4.520667361|72.14599138|0.61955726|-1.050531344|-16.25388148|-11.72744747|0.487775649|-6.545879136|0.952269544|4992.497361|212.350744|0.018430997|946.4377411|554.3688216|10.28758193|1.0|1.0|1.0|0.0|3.16|4.09|52.83|0.0|102.63|0.0|1.0|26.0|4.0|-6.54|0.0|1.0|-3.89|0.000389|2.65|0.0|0.0|1.14e-07|3.97e-05|2.57|4.5296|-1108.751283|-1108.729426|606.7333|1043.05|273.72|0.69002|0.69002|-1108.511662|0.1432|-0.1903|2.7026|-0.2207199999999999|0.02185677|-1108.566571|3.2968|743.0|6129.0|6129.0
14b_a3|0|0|0.0|0|0|0|0.0|-0.009130444|3|-0.1551678719999999|-0.356087317|-0.00603969|1|-0.004161699|-0.288944272|-0.050943323|-0.094863591|3|0.882394075|-0.133815639|1|-0.090994113|0.379746504|0.012828558|-44.49789848|-49.38772279|0.2135234869999999|-0.036469822|-24.15156108|3.067822725|82.79166784|0.766915433|-1.312913604|-21.76034149|-17.83445545|0.487615651|-8.721397057|0.951659927|4803.535505|113.9829058|0.017348996|837.1723509999999|358.3503513|8.483998032|0.0|1.0|1.0|1.0|2.5|3.71|105.82|0.0|93.25|0.0|1.0|23.0|4.0|-6.42|0.0|0.0|-3.99|3.54e-05|2.58|0.0|0.0|1.28e-07|4.08e-05|2.22|3.0724|-1327.514377|-1327.4859310000002|524.27|879.19|403.54|0.70123|0.70123|-1327.349444|0.2276|-0.12942|2.8743|-0.19618|0.02844675|-1327.398177|3.8724|0.38|6.4202|6.4202
1d_a5|0|0|-4.455320158|0|0|0|0.0|-0.006252818|2|-0.118028278|-0.2688711589999999|-0.0012491689999999|1|-0.000700145|-0.389011185|0.001493879|0.004923698|2|0.525406088|-0.058872605|0|-0.088396743|0.6271150670000001|0.007937625|-47.76176205|-46.58221594|0.1034962359999999|-0.036640804|-25.16889922|2.317281143|0.0|0.770504115|-1.465632167|-25.80622135|-19.79744178|0.471074204|-10.69678217|0.89062437|5717.438103|123.9992274|0.018980039|1027.76566|403.396385|10.25512997|1.0|0.0|1.0|1.0|2.19|6.37|54.46|2.0|95.49|0.0|1.0|27.0|6.0|-5.73|1.0|0.0|-4.97|1.6100000000000002e-05|3.95|0.0|0.0|1.3300000000000002e-09|4.86e-07|3.58|4.6112|-1288.340378|-1288.306458|567.04|951.63|268.88|0.41781|0.5764600000000001|-1288.201219|0.0982|-0.18991|3.7798|-0.23519|0.03392008|-1288.253849|5.3765|9333.0|5.03|5.03
8e_a46|0|0|0.252655541|1|1|1|2.161814059|-0.001015139|2|-0.126773923|-0.046696417|0.012911107|1|0.0123581919999999|-0.203086023|-0.08488645|-0.135984209|2|0.669602597|-0.241393458|0|-0.053352779|0.281227001|0.009576086|-27.16690715|-33.59778824|0.078647648|-0.023017086|-17.10778729|2.482871976|53.05984592|0.7492419109999999|-0.989734694|-13.83322216|-11.72015869|0.444693313|-5.967832774|0.8008066970000001|4239.252176|127.6844779|0.011830243|672.6356549999999|426.71841|6.023886838999999|0.0|0.0|1.0|0.0|2.93|3.9|43.6|0.0|91.93|0.0|1.0|23.0|3.0|-6.02|0.0|1.0|-4.04|0.0002569999999999|3.01|0.0|0.0|2.16e-07|6.57e-05|3.0|4.5092|-954.9296396|-954.9056294|552.99|933.3|274.96|0.6967|0.6967|-954.743261|0.2162|-0.18835|3.2194|-0.2201|0.024010215|-954.793305|3.7755|406.0|6.3915|6.3915
8e_a8|0|0|0.0|1|0|0|1.311619189|-0.010579355|0|-0.000766016|-0.539547088|-0.005310149|1|-0.004224671|-0.0015448089999999|0.090898585|0.183313231|0|0.650073857|0.02023118|0|-0.115572516|0.280304418|0.0211004739999999|-70.49962428|-64.32539698|0.338509724|-0.04393787|-39.238709|7.851573274|76.40535608|0.803307236|-2.109017754|-43.00500847|-26.80224874|0.483244415|-16.34946208|0.935150832|6095.6213210000005|119.9832494|0.0184428869999999|1601.514194|561.882658|11.25022336|0.0|1.0|0.0|2.0|2.98|4.17|90.11|2.0|111.81|0.0|1.0|30.0|4.0|-6.14|0.0|0.0|-4.9|5.34e-06|3.69|0.0|0.0|1.6399999999999998e-08|6.63e-06|7.22|3.2737|-1376.957298|-1376.924308|639.38|1090.07|378.73|0.50055|0.7013|-1376.708067|0.1671|-0.13719|6.1505|-0.19972|0.03298991|-1376.766245|7.7951|19.89|4.7014|4.7014
5d_a40|0|0|0.0|1|0|1|1.601200869|-0.005662681|0|-0.1031436519999999|-0.1868684619999999|0.007200253|2|0.006642869|-0.259985037|-0.0038660009999999|-0.009744685|0|0.496945486|0.145024458|1|-0.086193996|0.049855551|0.022027556|-39.55506228|-43.26473143|0.245989948|-0.0377110779999999|-19.85450535|4.638915105|53.85026982|0.8111805740000001|-1.131332331|-18.15211073|-17.30589257|0.479931934|-7.94180214|0.922825231|4051.712713|86.65063178|0.014630084|640.0261471|243.4287716|6.713853887999999|1.0|1.0|0.0|0.0|2.56|3.64|75.5|0.0|74.11|0.0|2.0|20.0|4.0|-5.94|0.0|1.0|-3.82|5.9e-05|2.98|0.0|0.0|4.7600000000000005e-05|0.0137|4.61|3.7374|-1276.833831|-1276.817151|473.48|765.69|331.74|0.69613|0.69613|-1276.751174|0.4493|-0.14851|7.0422|-0.2164699999999999|0.01667985|-1276.797751|9.2439|19.0|7.7212|7.7212
4h_a46|0|0|0.090767245|1|1|1|2.134072222|-0.005778576|2|-0.057256598|-0.404500343|-0.0008161889999999|1|0.003087227|-0.0932537609999999|-0.030014575|-0.0488847059999999|2|0.739180305|0.075704004|0|-0.083155747|0.659584488|0.010068754|-65.24476749|-65.90523417|0.232755725|-0.0305445539999999|-51.70985599|6.198442205|19.09455432|0.805506105|-2.015940586|-51.19164773|-23.9655397|0.4866209529999999|-18.803584|0.947878486|7808.347937|152.6017078|0.011589523|1963642.0|1021.999374|9.093247153|1.0|0.0|1.0|2.0|2.99|6.18|124.17|2.0|142.08|0.0|1.0|36.0|6.0|-6.38|1.0|0.0|-5.69|2.97e-07|4.21|0.0|1.0|6.38e-10|3.210000000000001e-07|8.5|4.18|-1923.926093|-1923.878801|792.61|1397.46|296.62|0.55428|0.54445|-1923.543349|291.0|-0.1711599999999999|1.7601|-0.21008|0.04729184|-1923.611784|2.9086|229.0|6.6402|6.6402
8d_a8|0|0|0.0|1|0|0|1.41693287|-0.0111144189999999|1|0.071729931|-0.633521883|-0.00267541|1|-0.001038264|0.111668404|0.016471091|0.025642021|1|0.76211539|0.0780635059999999|0|-0.1072746469999999|0.377028311|0.028038295|-69.95878302|-67.26951954|0.306707511|-0.03820405|-43.86958028|11.92454747|92.49576602|0.675359878|-2.063018716|-45.62337399|-24.91463687|0.483207744|-16.2479927|0.935013517|6596.888351|211.7129122|0.029166961|1992.108851|682.0472537|19.02113117|0.0|1.0|1.0|2.0|2.92|3.32|112.23|1.0|121.1|0.0|1.0|32.0|5.0|-6.87|0.0|0.0|-4.47|1.24e-05|2.89|0.0|0.0|2.38e-08|1.03e-05|6.22|3.2963|-1447.595474|-1447.559429|690.78|1185.65|376.13|0.62361|0.70165|-1447.2928029999998|0.1879|-0.13754|6.0111|-0.19757|0.03604461|-1447.354662|7.5674|18.61|4.7303|4.7303
18_a4|0|0|0.0|1|1|1|1.904090136|-0.004533883|1|0.049240675|-0.181355303|0.000379379|1|0.00042|0.108754635|0.006968314|0.015390457|1|0.624748358|0.102914528|0|-0.094231531|0.269470313|0.017694182|-46.48874223|-42.33787448|0.224403961|-0.03479101|-20.88721799|4.306590617|0.0|0.769438308|-1.287267373|-22.93503169|-17.16400317|0.405586004|-8.467791078|0.682329162|4381.693113|113.7466718|0.0175331289999999|825.3658678999999|337.0066459|8.649897756|0.0|0.0|1.0|1.0|2.56|3.43|50.94|0.0|86.22|0.0|2.0|23.0|4.0|-6.58|0.0|1.0|-3.51|0.00113|2.24|0.0|0.0|2.96e-06|0.0009109999999999|3.02|4.2045|-1033.480025|-1033.454769|523.81|870.74|294.88|0.52475|0.57777|-1033.349218|0.1|-0.17345|2.7878|-0.20883|0.02525528|-1033.398285|3498.0|2.62|5.5817|5.5817
12h_a36|0|0|0.0|0|2|2|0.0|-0.0086750619999999|2|0.059920602|-0.503153567|0.00127667|1|0.003077071|0.100530266|-0.1430106119999999|-0.239932418|1|0.8913597320000001|-0.10861416|0|-0.073572836|0.3726296|0.027905055|-48.17643878|-70.19826261|0.180385475|-0.035734517|-45.96672487|11.96512593|1.413982241|0.665254541|-1.929663894|-31.5465515|-23.39942087|0.464544951|-15.32224162|0.8675704009999999|6159.17335|219.1956304|0.026971557|1899.376328|679.7230552999999|17.66132225|1.0|0.0|1.0|2.0|0.0|1.89|78.43|1.0|130.24|0.0|1.0|31.0|5.0|-6.93|0.0|0.0|-4.07|0.000113|2.65|1.0|0.0|2.03e-07|8.340000000000001e-05|2.92|3.4554|-1347.481013|-1347.451759|697.29|1177.89|358.81|0.34589|0.7014600000000001|-1347.199963|0.0056|-0.14247|6754.0|-0.1926|0.02925492|-1347.260478|8.7377|14.0|7.8539|7.8539
18_a10|0|0|0.0|1|2|2|2.142254323|-0.00309846|2|-0.092424959|-0.1859075939999999|0.009941402|1|0.010573165|-0.144233311|-0.091730492|-0.143149563|2|0.7155022459999999|0.048377088|1|-0.0575419659999999|0.656664457|0.019095409|-36.52271591|-48.27152552|0.114447045|-0.024889861|-30.63863373|7.692822451|123.3621791|0.641615544|-1.368942347|-23.18149476|-15.79795381|0.4670293179999999|-10.02718922|0.876275815|6213.631543|227.471785|0.020666062|1354.218219|713.2632062000001|13.11704755|0.0|1.0|1.0|0.0|3.41|4.66|62.06|1.0|119.81|0.0|1.0|31.0|5.0|-6.34|0.0|1.0|-4.77|3.34e-05|3.49|0.0|0.0|1.32e-08|5.44e-06|2.65|3.7977|-1336.433782|-1336.404041|687.19|1181.5|326.47|0.37729|0.6866300000000001|-1336.126835|0.1637|-0.15735|4.7596|-0.20692|0.02974086|-1336.185978|5.9029|0.13|6.8861|6.8861
