molecula|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA3|GRAVp|TASA|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
3e_a32|1|0.0|0|7.773594467000001|0|0|0.609420788|0.0|-0.006553709|5.733341277|-0.058503168|0|-0.057366352|2.220794149|-0.275255791|0.000655875|10.31100276|-0.080731823|0.002004382|-0.1046390059999999|-0.076494363|-0.551661318|0|0.8046468659999999|-0.061561535|-0.12378337|0.77923808|1|0.8681696109999999|-0.073411249|-0.100056595|-39.56206964|-53.92151824|6.69516884|0.131830389|71.04473954|-0.030786645|-29.05885545|3.608094688|0.0|0.7752553659999999|-1.200679139|-21.32040233|46.25723848|2212.661182|467.865447|5.863649531|10.68709999|0.822602107|4827.877259000001|121.1171726|-348.70626539999995|-296.6758413|834.6388134|1.0|1.0|1.0|1.0|1.0|3.33|-6.92|5.24|110.94|1.0|0.0|0.0|-6.52|3.0|-5.2|0.0|1.0|-5.18|6.6e-06|0.00225|0.0|0.0|1.2099999999999998e-07|4.13e-05|3.5589|3.5589|578.77|956.67|348.38|0.7025399999999999|-1672.576776|-0.14754|-0.20098|0.02588637|5.6928|8.0|8.0862|8.0862
12n_a30|0|0.0|0|7.412764017000001|2|2|0.604984682|0.0|-0.007311044|5.351858133|-0.064217094|2|-0.1144447669999999|0.0|-0.387485343|0.001139238|10.31162898|-0.087019298|0.002064369|-0.254279374|-0.0541804029999999|-0.464204099|1|0.815003426|-0.015189554|-0.149451598|0.64876559|0|0.7781502140000001|-0.083120674|-0.10528124|-52.4873066|-66.48079820000001|10.77573511|0.221849786|140.0890685|-0.038674741|-41.97990569|6.804436105|0.0|0.799403208|-1.895062322|-33.14358793|63.2630417|2848.910641|491.3700419|7.385790169|13.93957316|0.887350282|6353.890039|126.6686716|-755.6383024|-378.1217671|1496.934657|1.0|0.0|1.0|1.0|1.0|4.66|-6.9|3.18|81.65|2.0|0.0|0.0|-5.39|5.0|-6.02|0.0|0.0|-5.01|9.71e-06|0.00405|0.0|0.0|1.26e-07|5.260000000000001e-05|5.1999|3.4859|669.57|1131.65|238.43|0.6854|-1674.777231|-148.0|-0.19876|0.0334036|6.32|0.01|7983.0|7983.0
12l_a36|0|0.0|0|7.412764017000001|2|2|1.297044247|0.0|-0.0076430169999999|5.351858133|-0.008712073|2|0.128666217|0.0|-0.4203659179999999|-0.000143196|10.95423322|-0.0452558729999999|0.001194592|0.228884463|-0.098598933|-0.428857427|1|0.8174432229999999|-0.041707369|-0.079106537|0.8212311840000001|0|0.84381923|-0.079972189|-0.107815735|-52.05361632|-70.17688229|14.33450402|0.15618077|101.6575135|-0.038052612|-45.67788557|9.330278191|1.281955437|0.7379583590000001|-1.940683231|-33.88151556|66.38812034|2843.514589|549.2389652|7.471134223|13.88638723|0.8586718990000001|6121.6555530000005|170.5619816|-822.2019402000001|-309.7725155|1711.727859|1.0|0.0|1.0|1.0|2.0|4.78|-6.66|1.76|92.99|1.0|0.0|0.0|-4.57|5.0|-6.68|0.0|0.0|-4.29|5.08e-05|0.0206|0.0|0.0|2.21e-07|8.97e-05|3.8619|3.8619|686.83|1155.07|321.05|0.6925|-1324.954011|-0.15869|-0.20973|0.03508404|7.2021|0.02|7699.0|7699.0
12v_a30|0|0.0|0|7.412764017000001|2|2|0.604983445|0.0|-0.006974714|5.351858133|-0.029548782|2|-0.099831334|0.0|-0.369659818|0.002431329|10.31162873|-0.04950715|0.001805829|-0.173424818|-0.0493878409999999|-0.471153275|1|0.83236194|-0.029852321|-0.080971844|0.711738503|0|0.8501212029999999|-0.077138874|-0.0971402169999999|-52.18846092|-65.72041011|10.70556236|0.1498787969999999|101.4008026|-0.037666615|-44.46327619|7.242869835|0.0|0.806069067|-1.845664126|-35.30820865|62.89402328|3001.758432|575.1512171|8.114588039|15.56114504|0.917675298|6952.110426|131.2043645|-844.8022477|-414.1432908000001|1549.107692|1.0|0.0|1.0|1.0|1.0|4.62|-7.8|3.92|81.65|2.0|0.0|0.0|-6.58|4.0|-5.52|0.0|1.0|-6.04|9.14e-07|0.0004269999999999|0.0|0.0|1.58e-08|7.39e-06|3.5507|3.5507|715.58|1209.1|349.18|0.68405|-2494.739831|-0.1505099999999999|-0.20681|0.03495552|4105.0|22.0|7.6596|7.6596
9h_a24|0|0.0|1|7.153833802|0|0|1.428198245|1.726213624|-0.002864393|5.209486153|2.01e-05|2|0.078066659|0.0|-0.105982525|0.013595277|10.96661419|-0.002471577|0.012380829|0.144624936|-0.02551563|-0.207206943|2|0.78742035|0.183289617|-0.004960317|0.656172477|0|0.883775278|-0.060337884|-0.0687348109999999|-28.52000725|-32.48899638|8.724425117000001|0.1162247219999999|54.93613103|-0.026280957|-15.35662744|4.123788393|1.773520599|0.572371258|-0.8935525440000001|-13.48059881|37.24443236|2062.34011|417.7355164|5.805547147|11.11300329|0.914204295|4170.098082|202.1279819|-199.6361567|-68.41568372|737.9073405|1.0|0.0|0.0|1.0|1.0|2.84|-6.05|2.72|72.28|0.0|0.0|0.0|-2.83|4.0|-6.85|1.0|1.0|-3.24|0.000575|166.0|0.0|0.0|8.95e-07|0.000258|5.1739|4.3437|506.68|831.92|239.63|0.61928|-945.153352|-0.18239|-0.22593|0.0305020989999999|7.7741|77.0|7.1135|7.1135
4n_a46|0|0.126268818|1|7.825245291|1|1|1.13463699|2.093595994|-0.004696854|5.587248657999999|-0.036492128|0|-0.2264394139999999|0.0|-0.234842682|0.004988019|10.94021058|-0.064683066|0.0042595609999999|-0.349865095|0.070558373|-0.369211845|0|0.722331115|-0.06655165|-0.088858764|0.7427183759999999|0|0.903145407|-0.103381106|-0.085838139|-56.80797266|-47.16810275|4.629240193|0.096854593|53.22165035|-0.031047837|-25.91889741|2.543769935|0.0|0.863203663|-1.459248362|-31.21601103|61.43721285|2195.786424|496.2788787|5.666371466|9.921794991|0.750996215|4955.374473|75.1696593|-440.621256|-399.1612105|928.9322794|1.0|0.0|1.0|1.0|1.0|3.75|-6.67|4.94|61.84|1.0|0.0|0.0|-5.43|3.0|-5.26|1.0|1.0|-5.1|7.95e-06|0.00273|0.0|0.0|2.14e-07|7.340000000000001e-05|5.7448|3953.0|578.83|1011.66|215.82|0.7025|-1090.098769|-0.16641|-0.20685|0.04131598|8773.0|5194.0|5.2845|5.2845
15c_a10|0|0.0|1|7.535296702|2|2|1.343850105|2.154210861|-0.002218445|5.4161004020000005|0.040869377|3|-0.06400528|2.063253638|-0.153072705|0.01143745|10.92970798|0.0123939039999999|0.012271987|-0.101214571|-0.226679901|-0.1742732839999999|2|0.7351096359999999|-0.03167553|0.022187689|0.733973277|1|0.904458517|-0.046967376|-0.072537853|-32.5870313|-50.32840842|10.2013281|0.095541483|66.28884934|-0.019267867|-34.91899195|7.077912953999999|136.2098503|0.528228415|-1.233143495|-22.60962187|42.7883594|3012.018586|627.5338454|8.639636218|15.6886947|0.8158976029999999|6673.826433|327.3258326|-593.6228632|-39.17102961|1619.721543|0.0|1.0|1.0|1.0|0.0|3.85|-7.79|2.97|59.31|1.0|0.0|0.0|-3.85|6.0|-6.99|1.0|0.0|-4.57|2.68e-05|0.0122|0.0|0.0|1.6100000000000002e-08|7.3e-06|5.5913|3.6709|762.21|1318.35|221.75|0.70511|-1450.139335|-0.14739|-0.19463|-0.25919486|4.8283|0.1|7.0|7.0
14aa_a23|1|0.0|2|7.423568444|0|0|1.19796312|3.4143268310000003|-0.005050361|5.351858133|-0.026892547|2|0.031136154|0.758549568|-0.287870566|0.013012022|10.313217300000002|-0.044957534|0.012103325|0.055934795|-0.074579388|-0.4506138879999999|2|0.75434493|0.055269665|-0.070471939|0.693959193|1|0.924108042|-0.052155763|-0.076107469|-35.51947393|-51.83122853|12.26959478|0.075891958|51.68445972|-0.03159178|-35.2984572|8.355923226|83.27171526|0.796659447|-1.6743643259999998|-24.18971469|47.78906871|2941.302235|629.3423691|8.000512184|15.78173785|0.972590939|6651.23042|138.4803717|-776.5660584|-404.0660854|1431.335599|0.0|0.0|1.0|1.0|1.0|3.63|-8.16|4.63|105.02|2.0|1.0|0.0|-6.23|4.0|-5.92|0.0|0.0|-5.55|2.81e-06|0.00123|0.0|0.0|6.9799999999999995e-09|3.07e-06|3.5934|3.5934|715.57|1231.11|345.03|0.6805899999999999|-1708.276011|-0.1449|-0.21573|0.02033777|8.3532|4.0|8451.0|8451.0
12d_a40|0|0.0|1|7.515889085|0|0|0.60499064|1.753432382|-0.008004393|5.4161004020000005|-0.107711573|0|0.209157499|0.794852923|-0.288158151|-0.000134504|10.31197256|-0.166080871|-0.002126898|0.3683138529999999|0.127299624|-0.552689736|0|0.7769829840000001|-0.0065648919999999|-0.254735308|0.6948809659999999|1|0.840431415|-0.095675903|-0.091630294|-50.68561427|-48.54239742|6.204226377|0.159568585|84.53363343|-0.038873458|-25.71599691|3.286773518|60.80168183|0.844283549|-1.282824111|-26.85139526|56.88984065|2270.596857|445.2300015|7.877041626|14.88744155|0.8899787840000001|5101.479206|82.49291335|-360.0239567|-364.7778083|804.9352200000001|1.0|0.0|1.0|1.0|1.0|3.23|-6.84|5.02|84.45|2.0|1.0|0.0|-6.25|2.0|-5.13|0.0|1.0|-5.58|2.61e-06|0.000942|0.0|0.0|1.44e-07|5.2e-05|4.3959|2.7962|552.57|910.58|282.05|0.70435|-2153.071733|-0.11604|-0.19369|0.0164339|1.9961|19.0|7.7212|7.7212
11_a15|0|0.0|0|0.0|1|1|1.435688956|0.0|-0.0064953419999999|0.0|-0.029665252|3|-0.036023137|0.0|-0.402711212|0.001806571|10.95979791|0.023543401|0.003766915|-0.056500144|-0.173728081|-0.363940085|2|0.718800243|0.0234789439999999|0.0432314409999999|0.796300317|0|0.8945381259999999|-0.064429158|-0.0974577669999999|-44.15161868|-66.78526188|12.69062406|0.105461874|72.27026771|-0.033606127|-45.76619542|8.696553172|0.0|0.739315684|-1.949155337|-30.25595097|56.84224275|3022.859488|613.0036107000001|6.233494755|11.76226306|0.8869452090000001|7002.915718000001|178.640152|-915.3239085|-327.9935744|1806.677804|1.0|1.0|1.0|0.0|1.0|4.1|-8.9|6.69|59.51|2.0|0.0|0.0|-6.32|4.0|-5.26|0.0|0.0|-6.1|7.970000000000001e-07|0.000357|0.0|0.0|1.27e-09|5.7e-07|4.7106|2.9595|739.57|1284.85|263.2|0.70577|-1450.39211|-0.12134|-0.16011|0.03503399|1.3581|739.0|6.1314|6.1314
3k_a32|1|0.0|0|7.97831097|0|1|0.609420759|0.0|-0.005745086|5.973809612|-0.001250803|0|-0.047167919|2.256213388|-0.270019022|0.001221534|10.31100271|-0.077097565|0.002509816|-0.084055305|-0.050938823|-0.5265375529999999|0|0.779649252|-0.127713677|-0.129124455|0.7681279190000001|1|0.8777482409999999|-0.0711378679999999|-0.090839907|-40.10830541|-51.21653025|6.970844822|0.122251759|68.92687468|-0.029575784|-28.87643819|3.930238317|0.0|0.78057227|-1.271758703|-22.61349991|47.07915023|2392.3436100000004|494.8840288|6.153598893|11.6688363|0.89626209|5259.698672|123.7157466|-404.2701347|-316.3794102|918.5970998|1.0|1.0|1.0|1.0|1.0|3.47|-7.23|5.78|110.94|2.0|0.0|0.0|-7.04|3.0|-5.01|0.0|1.0|-5.61|2.47e-06|0.000904|0.0|0.0|5.86e-08|2.15e-05|3.5363|3.5363|611.65|1022.89|350.6|0.70268|-1749.957584|-0.14667|-0.19988|0.02654958|5689.0|9.0|8.0605|8.0605
27a_a34|0|0.0|1|7.412764017000001|1|1|0.300206665|1.963136117|-0.012620846|5.351858133|-0.456594848|1|-0.082271189|0.0|-0.7320090459999999|-0.012495918|10.319282|-0.008138446|-0.005234221|-0.13716603|-0.158932197|-0.53047808|1|0.779284547|-0.07177581|-0.012251785|0.749941528|0|0.600964267|-0.106669294|-0.123191967|-74.78290605|-86.36649751|18.62986903|0.3990357329999999|279.75296960000003|-0.043345322|-60.54917431|13.06088842|22.69787432|0.764921711|-2.340647376|-52.42823715|93.41277507|3394.470264|421.319507|8.960143164|15.91204178|0.7758691440000001|7104.26596|164.80691819999998|-1150.434312|-371.4586403|2145.269808|1.0|1.0|1.0|1.0|2.0|3.66|-7.61|3.97|129.74|1.0|0.0|0.0|-4.96|7.0|-7.29|0.0|0.0|-4.47|3.43e-05|0.0159|0.0|0.0|2.44e-08|1.13e-05|5.0012|4.1228|737.7|1247.85|247.91|0.69818|-1861.468024|-0.16691|-0.20615|0.04629882|13.9023|0.24|6.6198|6.6198
7_a15|0|0.0|0|0.0|0|0|1.419941457|0.0|-0.010310394|0.0|-0.038088878|1|0.145944639|0.0|-0.494898891|-0.0013239329999999|10.95880715|0.0019353679999999|0.002150323|0.213947987|-0.211522056|-0.335491052|1|0.70084115|0.154068618|0.00364345|0.8115121240000001|0|0.841400327|-0.074406877|-0.110819329|-41.29775265|-61.50761094|20.31436245|0.158599673|88.02694557|-0.026500274|-34.13832456|11.27499976|56.30310755|0.448664402|-1.2190126140000002|-22.92132733|61.6121151|2330.667514|466.9990754|6.01738192|9.971755103|0.657158418|5097.868552|306.0056033|-375.5215702|56.98518567|1507.995102|1.0|1.0|1.0|0.0|1.0|3.16|-7.19|4.64|61.84|2.0|0.0|0.0|-4.83|5.0|-5.72|1.0|1.0|-4.49|3.2e-05|0.0113|0.0|0.0|6.41e-08|2.26e-05|4.4386|3.7495|580.73|1000.95|279.33|0.70497|-1184.168094|-0.15605|-0.18454|0.01827873|1631.0|227.0|6644.0|6644.0
9n_a24|0|0.0|0|6.605297921|0|0|1.388847168|0.0|-0.003323852|4.59511985|0.001099755|2|-0.141205159|0.0|-0.182811885|0.008307337|10.94875265|-0.03088354|0.008809179|-0.22754075|-0.12451554|-0.225226606|2|0.7584388259999999|0.048359202|-0.058520736|0.755793189|0|0.904556598|-0.052106597|-0.0777274979999999|-35.21502941|-52.53031811|11.90027964|0.095443402|64.50319929|-0.026905672|-35.50139138|8.042526681|24.72120326|0.652126509|-1.399094961|-23.79925701|47.11530904|2542.730334|611.3234977000001|8.232847909|14.52410167|0.764164944|5356.5828|235.1021924|-639.0250449|-205.6223122|1449.942171|1.0|1.0|1.0|1.0|1.0|3.17|-8.64|4.14|66.93|1.0|0.0|0.0|-4.14|5.0|-6.47|1.0|0.0|-4.29|5.14e-05|0.0198|0.0|0.0|2.31e-09|8.909999999999999e-07|4.9139|4.1028|686.19|1155.03|252.31|0.63085|-1238.856882|-0.1658099999999999|-0.20399|0.03188309|4.8123|19.0|7.7212|7.7212
10_a27|0|0.0|2|6.605297921|0|0|1.400533489|3.383341915|-0.006285923|4.59511985|-0.044164147|2|-0.184068581|1.296293777|-0.282866526|0.00991794|10.93783185|-0.000903965|0.010329671|-0.309727442|-0.2030237389999999|-0.487435299|2|0.804375252|0.129719095|-0.001453596|0.614205449|1|0.8526621529999999|-0.061299064|-0.087022238|-32.5969511|-46.27574168|9.399794974|0.147337847|78.34972221|-0.031079371|-24.60801194|4.998521009|49.19800605|0.7453606909999999|-1.305333567|-17.33405307|41.99674607|2270.538352|453.4194305|6.761146212000001|12.9316403|0.912640238|4894.8090170000005|135.40932969999997|-369.1201792|-260.9504933|931.2754667000002|1.0|0.0|1.0|0.0|0.0|3.01|-6.24|2.97|65.6|0.0|0.0|0.0|-3.57|4.0|-6.51|1.0|1.0|-3.92|0.0001189999999999|0.0394|0.0|0.0|5.81e-07|0.000192|4.1495|4.1495|573.31|958.95|298.79|0.63894|-1082.956472|-0.16805|-0.21785|0.0227416|6.9456|69.0|7.1612|7.1612
4_a18 (SD-208)|0|0.0|0|0.0|2|2|1.304335262|0.0|-0.012457606|0.0|-0.113324634|3|-0.020226647|0.0|-0.498304229|-0.018723101|10.95382003|-0.056245435|-0.015153358|-0.047745689|-0.15379315|-0.564165402|1|0.83508768|-0.058455902|-0.098971722|0.721664823|0|0.77909674|-0.077885485|-0.099573708|-40.10670787|-51.27494074|10.90456851|0.22090326|113.7529353|-0.034985357|-26.40375252|5.615248385|0.0|0.602029021|-1.2944582059999998|-20.652731600000003|51.01127638|2395.526727|401.1916387|6.239898178|11.42979655|0.831728055|5348.394288|204.9329964|-343.2487827|-105.0785813|1107.212786|0.0|1.0|1.0|1.0|1.0|2.77|-8.15|4.44|76.48|1.0|0.0|0.0|-4.29|6.0|-6.31|0.0|1.0|-4.38|4.14e-05|0.0146|0.0|0.0|7.06e-09|2.49e-06|5.1755|3.2777|537.47|895.83|239.56|0.69028|-1542.15786|-0.13588|-0.2358|0.0199445|5.2085|0.08|7.0969|7.0969
2_a4|0|0.0|0|6.605297921|1|1|1.189716144|0.0|-0.00708265|4.59511985|-0.103346554|1|0.08246129|0.0|-0.269140683|-0.001386521|10.95268469|0.076479666|-0.0016168089999999|0.127695325|0.147657684|-0.3881618|1|0.802438682|0.11821091|0.1355918559999999|0.912872667|0|0.742518847|-0.117395215|-0.105102755|-49.45826819|-44.27948986|2.667094277|0.257481153|108.4760726|-0.0379537729999999|-18.65482233|1.123639184|0.0|0.843107708|-1.366335816|-20.83662681|52.12536246|1623.668791|312.82106489999995|4.710383035|7.800989232999999|0.656126301|3396.86527|66.09827364|-242.5126903|-289.1005902|682.7518749|0.0|1.0|0.0|1.0|2.0|3.33|-4.83|0.83|45.15|0.0|0.0|0.0|-2.18|4.0|-6.69|1.0|0.0|-2.77|0.00171|434.0|0.0|0.0|1.4800000000000002e-05|0.00374|5.8961|3.2230000000000003|458.73|764.77|210.28|0.6885600000000001|-819.771754|-0.14614|-0.16226|0.033037353|3.0946|31.0|7.5086|7.5086
3p_a32|1|0.0|0|8.02059915|1|1|0.609420752|0.0|-0.008735261|6.008813185|-0.028895521|0|-0.050639647|2.1365141480000003|-0.419292538|-0.000971341|10.31100269|-0.074544773|0.000920756|-0.092884784|-0.146606489|-0.53666614|0|0.8599558070000001|0.058054833|-0.120768771|0.6956696440000001|1|0.8195708759999999|-0.070907174|-0.098773656|-41.73212799|-58.13283248|12.5150622|0.180429124|106.1908248|-0.029183126|-34.21384146|7.365688817|57.82331968|0.6199678829999999|-1.28405753|-24.56127372|54.24719019|2650.4178850000003|482.3550967|6.243062200000001|10.69458635|0.713035367|5960.446219|223.6663527|-444.779939|-141.21321609999998|1218.977375|1.0|0.0|1.0|1.0|1.0|3.38|-6.79|3.71|131.25|1.0|0.0|0.0|-5.11|4.0|-6.8|0.0|1.0|-4.25|5.629999999999999e-05|0.0222|0.0|0.0|1.62e-07|6.4e-05|3.6436|3.6436|626.32|1057.58|340.28|0.7017100000000001|-1879.350471|-0.15055|-0.20018|0.02642856|5.4496|26.0|7585.0|7585.0
13a_a6|0|0.0|0|7.412764017000001|1|1|1.430639975|0.0|-0.01115741|5.351858133|-0.0265090529999999|1|0.031837397|0.0|-0.602500119|-0.00460563|10.95129557|-0.0525259259999999|-0.00194781|0.05269025|-0.10896749|-0.488098052|1|0.7722228729999999|0.090839165|-0.091892803|0.8013954109999999|0|0.77450544|-0.094081761|-0.113446379|-61.52313164|-74.18628740000001|20.83876732|0.22549456|147.4582473|-0.040840697|-48.51283287|13.62714959|554.4922449|0.759912392|-2.042034827|-40.23198232|82.36189896|2820.31296|506.474367|8.038453162|15.08351934|0.8764206290000001|6019.922535|157.0011174|-873.2309916000002|-339.9303794|1757.246214|1.0|1.0|1.0|1.0|2.0|3.53|-9.01|4.32|95.85|2.0|0.0|0.0|-5.51|5.0|-6.1|0.0|1.0|-4.99|1.02e-05|0.00417|0.0|0.0|9.77e-10|4e-07|5.9934|3651.0|695.29|1166.79|206.87|0.70072|-1349.834826|-0.14969|-0.19987|0.02818646|9.2157|46.0|7.3372|7.3372
8e_a8|0|0.0|1|7.05012252|0|0|1.394799502|1.311619189|-0.010579355|4.844187086|-0.205927741|0|-0.000766016|0.0|-0.539547088|-0.005310149|10.94332438|-0.051339286|-0.004224671|-0.0015448089999999|0.090898585|-0.475941912|0|0.7233950809999999|0.02023118|-0.079493088|0.636205913|0|0.661490276|-0.115572516|-0.105450888|-70.49962428|-64.32539698|12.87136047|0.338509724|206.4920729|-0.04393787|-39.238709|7.851573274|76.40535608|0.803307236|-2.109017754|-43.00500847|83.37098475|2692.975753|403.5112981|7.50719734|14.52755918|0.935150832|6095.6213210000005|119.9832494|-784.77418|-370.0368722|1601.514194|0.0|0.0|1.0|0.0|2.0|3.2|-7.78|4.17|90.11|2.0|0.0|0.0|-5.27|4.0|-6.14|0.0|0.0|-4.9|1.25e-05|0.00504|0.0|0.0|1.6399999999999998e-08|6.63e-06|4.6303|3.2737|639.38|1090.07|267.77|0.7013|-1376.708067|-0.13719|-0.19972|0.03298991|7.7951|19.89|4.7014|4.7014
9a_a40|0|0.0|1|7.515889085|0|0|0.604993021|1.865740741|-0.003680068|5.4161004020000005|-0.020455825|0|0.168990628|0.921628874|-0.136162501|0.01310675|10.31197235|-0.1720337089999999|0.011966382|0.291102625|0.009844552|-0.449508498|0|0.690568477|-0.394662853|-0.2990540869999999|0.61091688|1|0.937600185|-0.060029933|-0.072887601|-29.02567082|-35.24260989|5.334966331|0.062399815|30.17155594|-0.032156295|-17.0405052|2.579562688|51.49564873|0.868476591|-1.093314022|-14.03449109|34.36063715|1971.148912|453.3484005|6.749223592000001|13.33684703|0.976056482|3991.317015|63.59419322|-255.607578|-356.33157|608.6970611|1.0|0.0|1.0|0.0|0.0|3.26|-6.4|4.43|58.43|1.0|0.0|0.0|-5.49|2.0|-4.85|1.0|1.0|-5.08|8.33e-06|0.00243|0.0|0.0|4.02e-07|0.000117|4.7066|3.3192|515.96|847.69|263.42|0.69958|-1217.825264|-0.13808|-0.20303|0.01109672|5.09|214.0|6.6696|6.6696
36_a18|0|0.0|0|7.03438793|2|2|1.25117638|0.0|-0.006407141|4.844187086|-0.020339784|1|-0.05224259|0.0|-0.442092758|-0.000451777|10.94702093|0.003321395|0.000825855|-0.079553246|-0.079721028|-0.493920601|0|0.741135729|-0.010091893|0.0059061|0.721836103|0|0.804293867|-0.07777765|-0.079805761|-55.38202488|-56.82615305|6.722004572|0.195706133|139.3536816|-0.031922305|-40.46339026|4.786442152|83.34177364|0.812056067|-2.074949798|-39.43509046|62.10402945|2979.013751|572.70209|9.560644525|18.21710397|0.905426346|6799.65027|133.8265619|-1052.048147|-444.4026478999999|1819.430996|1.0|1.0|0.0|1.0|3.0|4.19|-9.16|2.96|85.29|2.0|1.0|0.0|-5.68|3.0|-6.18|0.0|1.0|-5.28|5.19e-06|0.00242|0.0|0.0|6.87e-10|3.210000000000001e-07|3.1908|3.1908|769.73|1350.57|388.57|0.69372|-1493.266344|-0.13133|-0.18124|0.02564498|2.7547|32.0|7.4949|7.4949
8_a27|0|0.0|1|6.605297921|0|0|1.406757715|1.7626247169999998|-0.008444078|4.59511985|-0.077396262|2|-0.14212377|1.21499748|-0.329319041|0.0040883959999999|10.93783465|0.067074515|0.004801929|-0.24946295|-0.106814855|-0.535352745|2|0.8000360390000001|0.141900468|0.11158995|0.64927069|1|0.776384028|-0.078709803|-0.092265073|-37.50265703|-43.96130162|10.41179748|0.223615972|106.5457267|-0.035880862|-20.94612822|4.960882344|61.18801154|0.751701834|-1.291711016|-17.86879446|47.91445451|2132.9321670000004|369.9216992|5.016799703|9.642697094|0.92208134|4522.989286999999|118.305988|-293.2457951|-239.8554499|818.753121|0.0|0.0|0.0|0.0|1.0|2.79|-6.28|2.48|76.46|0.0|0.0|0.0|-3.23|4.0|-6.73|1.0|1.0|-3.52|0.000299|0.0907|0.0|0.0|5.2e-07|0.000158|4.1276|4.1276|507.76|848.58|300.38|0.64893|-1004.385302|-0.16958|-0.21973|0.02665292|4.2899|6.0|8.2218|8.2218
12z_a30|0|0.0|0|7.412764017000001|2|2|0.604983642|0.0|-0.008819424|5.351858133|-0.026703371|2|0.034848862|0.0|-0.537984876|0.003529389|10.31162784|-0.045463448|0.005111479|0.05890953|-0.12254489|-0.39205163|1|0.809127478|-0.02232319|-0.077335468|0.794193541|0|0.832920077|-0.071429418|-0.107776943|-49.68145417|-74.96232552|21.47520633|0.167079923|116.2094523|-0.034034824|-52.13870496|14.93669572|0.0|0.630839856|-1.939984979|-34.55504699|71.1566605|3112.622632|579.3226647000001|8.071510779|15.74641625|0.950863559|7074.004131999999|256.7627363|-938.4966892|-182.00664430000003|2138.929312|1.0|0.0|1.0|1.0|1.0|4.86|-6.83|2.63|100.11|2.0|0.0|0.0|-5.61|6.0|-6.39|0.0|0.0|-5.0|9.94e-06|0.00456|0.0|0.0|1.47e-07|6.720000000000001e-05|4.8063|3.4438|739.33|1266.9|257.96|0.6853199999999999|-1804.51674|-146.0|-0.19279|0.02895763|7.2113|44.0|7.3615|7.3615
21_a12|0|0.0|0|6.605297921|1|1|0.609915045|0.0|-0.008833375|4.59511985|-0.058516436|3|-0.213225401|0.0|-0.362168355|-0.003879878|10.31140747|-0.0546514309999999|-0.001825446|-0.388196876|-0.116098308|-0.522951134|2|0.835359152|-0.061915124|-0.099516604|0.859899236|0|0.84827776|-0.068775342|-0.100098765|-34.60932333|-50.37198585|6.154473157000001|0.15172224|76.35009799|-0.036878492|-25.34833425|3.097071518|0.0|0.770818357|-1.401382713|-17.416202300000002|40.76379649|2185.835701|426.8727514|5.891343219|11.18947411|0.8993077970000001|4652.242111|115.3294396|-354.8766794|-272.5639702|914.8819508|1.0|1.0|1.0|0.0|1.0|4.05|-6.78|2.25|78.41|0.0|0.0|0.0|-3.82|4.0|-6.45|0.0|1.0|-3.76|0.000173|0.0551|0.0|0.0|1.67e-07|5.3200000000000006e-05|4.6851|3.9971|539.67|893.17|264.64|0.57644|-1327.347724|-0.16784|-0.22253|0.02758166|3.2551|22.0|7.6576|7.6576
