molecula|n9FaRing|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA3|GRAVp|TASA|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
15_a15|0|0.0|0|0.0|1|1|1.435688991|0.0|-0.006378587|0.0|-0.031457366|3|-0.063032481|0.0|-0.395472407|0.001806571|10.95980315|0.0020555079999999|0.003766915|-0.098862691|-0.173728081|-0.3597407929999999|2|0.724319314|0.007958332|0.003774415|0.796300317|0|0.8972060479999999|-0.061884697|-0.091075463|-41.11675625|-60.51136736|13.71976186|0.102793952|68.29723829999999|-0.031405332|-40.20430373|9.115534766|4.306196778|0.702544178|-1.821509261|-27.31834743|54.83651811|3027.719888|596.1118717|6.673906339|11.8273735|0.772181523|7039.747576999999|197.6323578|-804.0860746000001|-269.1443943|1722.635223|1.0|1.0|1.0|0.0|1.0|4.04|-8.9|6.69|59.51|2.0|0.0|0.0|-6.32|4.0|-5.26|0.0|0.0|-6.1|7.970000000000001e-07|0.000357|0.0|0.0|1.27e-09|5.7e-07|3.6968|2582.0|700.82|1265.55|335.38|0.70572|-1450.398033|-0.10964|-0.1475|0.02849263|2.9566|109.0|6.9626|6.9626
14l_a23|1|0.0|2|7.423568444|0|0|1.1979636809999998|3.402752757|-0.005344736|5.351858133|-0.026530366|2|0.042748013|0.758109562|-0.288615723|0.01269616|10.313217800000002|-0.061788679|0.01180744|0.07815878|-0.074441567|-0.448622017|2|0.778602826|0.156652778|-0.1010279259999999|0.6906097959999999|1|0.921267667|-0.053549434|-0.078204688|-35.3275485|-51.59307331|12.31633167|0.078732333|51.94117061|-0.0328459689999999|-34.03690099|8.125310915|81.90812552|0.7896261940000001|-1.642298442|-23.306234600000003|47.64388017|2879.181064|607.777253|8.006380163|15.78926563|0.972085426|6444.7098240000005|138.7874759|-714.7749208|-382.1434717|1372.110688|0.0|0.0|1.0|1.0|1.0|3.51|-7.78|4.33|105.02|2.0|1.0|0.0|-5.85|4.0|-6.1|0.0|0.0|-5.25|5.61e-06|0.0023899999999999|0.0|0.0|1.65e-08|7.03e-06|3.6274|3.6274|694.65|1185.79|341.8|0.67242|-1668.983787|-0.14639|-0.2183|0.01168219|8.2422|7.0|8.1798|8.1798
41_a47|1|0.0|1|6.842683282|0|0|1.420292383|1.840145925|-0.004083905|4.727387819|-0.072088843|3|-0.080388467|1.601942802|-0.187859623|0.003530307|10.98214139|0.075316535|0.0047106|-0.178132441|-0.1430639269999999|-0.276217719|3|0.8417952740000001|0.08640454|0.123676975|0.609110565|1|0.823168463|-0.061101947|-0.0899793719999999|-34.50740631|-50.81597048|10.36256127|0.1768315369999999|99.86584673|-0.02929561|-28.69838714|5.852270304|0.0|0.653147815|-1.259711209|-19.48810377|44.86996758|2374.594252|464.8854878|7.168742909|12.96444871|0.8084689140000001|5042.636398|195.8852341|-401.77742|-172.98086630000003|1089.222944|1.0|1.0|1.0|1.0|1.0|3.18|-7.47|4.52|68.52|0.0|0.0|0.0|-3.57|5.0|-6.66|1.0|1.0|-3.9|0.000125|0.0436|0.0|0.0|3.36e-08|1.17e-05|4.0167|3.7144|603.1|995.43|308.67|0.68638|-1162.288187|-0.15208|-0.2026099999999999|0.02982752|6.8546|0.01|8.0|8.0
13b_a50|1|0.0|2|7.934155233999999|2|2|1.267593379|4.253030728|-0.003876697|5.82008293|0.010464577|2|-0.0204949039999999|2.117002752|-0.263615417|0.010435712|10.94500743|-0.054716607|0.011379776|-0.03182432|-0.173463805|-0.319215353|1|0.788327682|-0.041506802|-0.097736369|0.71935296|1|0.906164013|-0.051509874|-0.080785633|-36.81915624|-57.74541064|14.22401427|0.093835987|67.07377798|-0.026928544|-41.27630533|10.16729727|150.45293569999998|0.700410304|-1.696498291|-26.31826007|51.04317051|3036.874979|647.7242444|9.514897025|16.75483549|0.7609056040000001|6639.077063000001|214.1461224|-866.8024118999999|-286.5057775|1731.347493|1.0|1.0|1.0|1.0|0.0|4.78|-7.23|5.12|66.99|2.0|0.0|0.0|-5.02|5.0|-6.3|0.0|0.0|-5.1|7.92e-06|0.00361|0.0|0.0|5.87e-08|2.68e-05|4.2315|4.1161|780.4|1339.39|293.0|0.63872|-1470.039226|-0.1701599999999999|-0.19622|0.03156473|7.1645|1.83|5.7375|5.7375
5b_a40|0|0.0|1|8.149890544|0|1|0.604912077|1.616656116|-0.0049439079999999|6.167516491000001|0.064329005|0|-0.096549823|0.7222376540000001|-0.163148971|0.008515162|10.31198309|0.020344828|0.006372485|-0.164084255|0.007986879|-0.389789991|0|0.817071232|-0.400500595|0.029485257|0.503365018|1|0.881264402|-0.077031845|-0.091267779|-38.64461938|-45.78637031|9.59023102|0.118735598|59.56617021|-0.036507111|-22.96968039|4.811137897|49.25022097|0.829018186|-1.095213344|-19.38687321|48.2348504|2126.9310920000003|442.1045286|6.521443259|12.47657231|0.913161214|4813.179854|85.77656597|-275.6361647|-330.1175669|662.7555978999999|1.0|0.0|1.0|0.0|0.0|3.13|-5.25|4.39|75.5|1.0|1.0|0.0|-5.43|3.0|-5.42|0.0|1.0|-4.84|1.44e-05|0.00488|0.0|0.0|5.65e-06|0.00191|3.9759|3.9759|515.23|847.01|311.84|0.59928|-2096.707754|-0.15999|-0.23068|0.01471235|9.3069|64.0|7.1938|7.1938
4p_a46|0|0.122217892|1|7.825245291|1|1|1.134636977|2.102855253|-0.004413243|5.587248657999999|-0.038295755|0|-0.164311513|0.0|-0.233901882|0.005152176|10.93681929|-0.120823841|0.004453195|-0.251219946|0.066453878|-0.369670745|0|0.747019097|-0.078703563|-0.1623103719999999|0.751334374|0|0.905966489|-0.0997229069999999|-0.083274013|-56.55658053|-47.22779946|4.195717966|0.094033511|53.32991189|-0.029978645|-26.78464688|2.379548177|0.0|0.87420565|-1.498932241|-32.07534663|60.7522985|2257.769185|513.8073925|5.828038618|10.10955243|0.734640605|5167.091582|71.34266847|-482.1236438|-424.4519674|972.4260993|1.0|0.0|1.0|1.0|1.0|3.89|-7.05|5.25|61.84|2.0|0.0|0.0|-5.8|3.0|-5.09|1.0|1.0|-5.4|4.03e-06|0.00144|0.0|0.0|8.95e-08|3.2e-05|5.4796|3.9958|598.19|1058.54|226.26|0.70138|-1129.3914619999998|-0.16819|-0.20749|0.03979459|5.3996|341.0|6.4672|6.4672
12as_a36|0|0.0|0|7.412764017000001|2|2|1.297043209|0.0|-0.007672841|5.351858133|-0.073735973|2|0.096454203|0.0|-0.452697599|0.000584134|10.95347588|-0.025398105|0.0018565629999999|0.162571317|-0.098698552|-0.4358775279999999|1|0.817372883|-0.0389138329999999|-0.04244711|0.770400825|0|0.77043791|-0.082748367|-0.109492809|-55.75872553|-73.78005999|12.95780416|0.22956209|154.6869148|-0.037824788|-49.71556877|8.731418812000001|0.0|0.768125394|-2.080363362|-37.57216725|68.71652969|2904.092809|519.1478419|8.768282531|16.08155469|0.834059821|6224.698969|156.2451686|-944.5958066|-361.3444194|1824.98997|1.0|0.0|0.0|1.0|2.0|4.86|-6.89|2.09|86.27|1.0|0.0|0.0|-3.81|5.0|-7.21|0.0|0.0|-3.95|0.000112|0.0476|0.0|0.0|1.29e-07|5.4600000000000006e-05|4.5202|3851.0|712.04|1207.35|274.29|0.68211|-1385.322633|-0.1563|-0.21419|0.03674596|6.8556|59.0|7.2291|7.2291
14r_a23|1|0.0|2|7.423568444|0|0|1.197963203|3.201732471|-0.006323791|5.351858133|-0.06921746|2|0.014148395|0.7087588690000001|-0.322513347|0.007671236|10.31321824|-0.064006338|0.0075222369999999|0.033038452|-0.073945564|-0.454010253|2|0.7837821840000001|0.03753491|-0.1050445769999999|0.5935522360000001|1|0.8662226190000001|-0.062618931|-0.085881409|-40.32463891|-55.30494931|12.35476415|0.133777381|86.14846171|-0.03654528|-35.61466281|7.956082857|55.62948521|0.7882228370000001|-1.717628177|-25.96781003|52.67940305|2945.137191|557.8203557999999|7.555307147000001|14.15357616|0.873329024|6744.848704999999|136.37788909999998|-712.2932561000001|-371.2130393|1403.282085|0.0|0.0|1.0|1.0|1.0|3.47|-7.67|4.58|105.02|2.0|1.0|0.0|-5.58|5.0|-6.31|0.0|0.0|-5.11|7.73e-06|0.00332|0.0|0.0|2.14e-08|9.18e-06|5.9406|3.1797|678.08|1145.51|208.71|0.68115|-1728.924789|-0.15536|-0.22378|0.02296354|8.8722|5.0|8.2684|8.2684
46_a18|0|0.0|0|7.03438793|2|2|1.251088279|0.0|-0.005378956|4.844187086|-0.018808538|1|-0.046124025|0.0|-0.3872848129999999|0.002300582|10.94680484|-0.052591109|0.003512954|-0.069691797|-0.1483628609999999|-0.448177615|0|0.729629263|-0.015124585|-0.090469229|0.699483099|0|0.8265445990000001|-0.069742249|-0.076485888|-49.54738918|-54.33831169|6.376289807000001|0.173455401|123.2289237|-0.029244604|-38.60388092|4.5299444310000005|58.66827342|0.782232748|-1.988633091|-35.20023815|55.92367899|3052.94234|587.2068577|8.980343774|16.47206875|0.8342358790000001|7150.333139|154.7096476|-1003.700904|-401.0164861|1806.107079|0.0|1.0|0.0|1.0|2.0|4.27|-8.82|3.3|76.5|2.0|1.0|0.0|-5.68|3.0|-6.14|1.0|0.0|-5.47|3.35e-06|0.00161|0.0|0.0|1.51e-09|7.27e-07|3225.0|3225.0|765.33|1380.79|384.45|0.69181|-1532.493789|-0.13224|-0.18219|0.0239301|3.2533|186.0|6.7305|6.7305
13j_a6|0|0.0|0|7.412764017000001|1|1|1.430640326|0.0|-0.015004989|5.351858133|-0.154502515|1|0.07522656|0.0|-0.855284356|-0.011017781|10.95129557|-0.047513534|-0.007703306|0.121750719|-0.045418125|-0.562698347|1|0.783333463|-0.063948098|-0.079161042|0.830577798|0|0.6229641429999999|-0.120219472|-0.129511589|-80.33128667|-86.54032868|20.78979124|0.377035857|251.937353|-0.046428683|-57.82670518|13.89184843|114.6910805|0.7841668409999999|-2.460720196|-53.67779048|101.1210779|2907.3053210000003|416.2679342|8.741405506|15.43329684|0.765539515|6276.316063|144.22085800000002|-1098.707398|-379.7635712|2096.832152|1.0|1.0|1.0|1.0|3.0|3.56|-8.5|3.54|115.15|1.0|0.0|0.0|-5.03|5.0|-6.81|0.0|1.0|-4.48|3.28e-05|14.0|0.0|0.0|3.18e-09|1.36e-06|3.6504|3.5599|712.52|1196.6|339.64|0.7045100000000001|-1426.272674|-0.14602|-0.19491|0.03242949|10.9731|262.0|6.5817|6.5817
3d_a12|0|0.0|0|0.0|1|1|1.28383852|0.0|-0.008186708|0.0|-0.053022041|3|-0.166233441|0.0|-0.360215148|-0.00259095|10.95472859|-0.058191686|-0.000643935|-0.282667477|-0.1394967999999999|-0.532019854|2|0.7697403429999999|-0.097468573|-0.108208213|0.8605417409999999|0|0.8547246829999999|-0.066850425|-0.0958414059999999|-34.34601551|-49.24083018|5.717316796|0.145275317|74.63869204|-0.035063929|-25.2986621|2.9374091630000003|0.0|0.77428353|-1.437621096|-17.64609244|40.06333231|2148.979792|439.1353855|5.786006004|10.96674758|0.89539167|4509.417998|115.96727140000002|-379.4799315|-281.8395348|953.9302134|1.0|1.0|1.0|0.0|1.0|3.98|-7.51|2.19|50.17|0.0|0.0|0.0|-3.52|4.0|-6.22|1.0|1.0|-3.91|0.000123|0.0385|0.0|0.0|3.08e-08|9.64e-06|4.2114|3.7719|548.21|918.3|294.4|0.6572100000000001|-1006.556654|-0.15387|-0.22229|0.02399772|3.0037|25.0|7.6021|7.6021
5b_a50|1|0.0|2|7.927685046000001|1|1|1.397278957|4.190114953|-0.00141071|5.82008293|-0.003549558|1|-0.052494624|2.473508677|-0.062071259|0.012641727|10.9325725|-0.113846154|0.012290091|-0.0873662269999999|-0.1052449509999999|-0.140506919|1|0.791163321|0.019856551|-0.1866330389999999|0.6642694929999999|1|0.958606481|-0.041157676|-0.061164973|-20.90908698|-31.07327358|6.200250541|0.041393519|21.02890062|-0.02140774|-15.78596849|3.149876031|60.5565203|0.5887490470000001|-0.8563096170000001|-10.62231784|27.10933752|2183.545404|486.9950914|5.543302677000001|10.01036188|0.8058479690000001|4577.809819|208.925351|-221.0035589|-90.17329003|738.8985723999999|1.0|1.0|0.0|1.0|0.0|3.37|-5.86|4.02|35.64|0.0|0.0|0.0|-3.48|2.0|-6.03|1.0|1.0|-4.19|6.47e-05|0.0202|0.0|0.0|1.37e-06|0.0004269999999999|5.6332|4.0222|547.35|922.49|220.09|0.66968|-990.43875|-0.16683|-0.19252|0.02651535|6.1284|12.23|4.9126|4.9126
12a_a50|1|0.0|2|7.927685046000001|1|1|1.397770359|4.075037557|-0.002936355|5.82008293|-0.0016330379999999|1|-0.111689174|2.112397566|-0.126263256|0.01164808|10.94501645|-0.122912558|0.011790103|-0.193999688|-0.168032508|-0.247407423|1|0.795582575|-0.030758487|-0.2018898489999999|0.660148928|1|0.904119689|-0.05075501|-0.0663902|-25.57033815|-33.44733598|10.58650394|0.095880311|48.30443297|-0.02383238|-16.85074424|5.333473207|69.83817338|0.575218972|-0.929462803|-12.88231829|36.15684209|2223.666558|455.4948605000001|5.116970861|9.648744341|0.885635975|4665.239724|214.004382|-235.9104193|-75.79052945|814.0599092|1.0|1.0|0.0|1.0|0.0|3.3|-5.49|3.42|48.53|0.0|0.0|0.0|-3.16|3.0|-6.44|1.0|1.0|-3.84|0.000144|45.0|0.0|0.0|3.22e-06|0.00101|4.0783|4.0783|545.54|908.22|304.01|0.65267|-1006.498352|-0.16806|-0.20172|0.02648238|7.9123|75.0|7.1249|7.1249
8m_a46|0|0.2148468989999999|1|7.727094485|1|1|1.160371261|2.126524943|-0.00517896|5.533389489|-0.085284636|1|-0.134230003|0.0|-0.248590088|0.0063680119999999|10.94650201|-0.064176245|0.005865049|-0.206020062|0.010184776|-0.380393836|1|0.7699708959999999|-0.084989948|-0.090247845|0.77612204|0|0.876210355|-0.0911455|-0.085204935|-48.32436573|-45.17474201|3.742817678|0.123789645|65.63194084|-0.032188531|-23.9511632|1.984401749|0.0|0.8854896870000001|-1.448483903|-25.62105988|52.0671834|2045.330306|464.5573228999999|5.684332261000001|9.899611044|0.7415609409999999|4439.758321|60.71213839999999|-407.1697745|-408.7649869|867.2835213999999|0.0|1.0|0.0|1.0|1.0|3.24|-6.46|4.21|50.94|1.0|0.0|0.0|-4.48|3.0|-5.61|1.0|1.0|-4.56|2.78e-05|0.0088799999999999|0.0|0.0|3.5e-07|0.000112|5.3062|4.2881|570.72|970.82|233.66|0.6997800000000001|-1013.91158|-0.17897|-0.19715|0.03472717|3.1675|229.0|6.6402|6.6402
1d_a5|0|-4.455320158|0|6.605297921|0|0|1.217311475|0.0|-0.006252818|4.59511985|-0.308010841|2|-0.118028278|0.0|-0.2688711589999999|-0.0012491689999999|10.94437658|-0.010183824|-0.000700145|-0.389011185|0.001493879|-0.38633065|2|0.7595197290000001|-0.058872605|-0.015804188|0.513260607|0|0.8965037640000001|-0.088396743|-0.086213657|-47.76176205|-46.58221594|4.288788702|0.1034962359999999|55.92018945|-0.036640804|-25.16889922|2.317281143|0.0|0.770504115|-1.465632167|-25.80622135|52.05055075|2481.822293|484.3911442|6.116537519|11.5640749|0.89062437|5717.438103|123.9992274|-427.8712868|-292.3128788|1027.76566|1.0|1.0|0.0|1.0|1.0|2.92|-8.88|6.37|54.46|2.0|0.0|0.0|-4.79|6.0|-5.73|0.0|1.0|-4.97|1.0800000000000002e-05|0.00396|0.0|0.0|1.3300000000000002e-09|4.86e-07|4.8725|4.6112|567.04|951.63|254.46|0.5764600000000001|-1288.201219|-0.18991|-0.23519|0.03392008|5.3765|9333.0|5.03|5.03
8a_a8|0|0.0|1|7.535296702|1|1|1.400027874|1.4114120369999998|-0.014658222|5.4161004020000005|-0.1950388569999999|1|0.027531877|0.0|-0.732911106|-0.0075336219999999|10.94671414|-0.0298924089999999|-0.005306541|0.044579097|0.055198015|-0.5028388229999999|1|0.762577159|0.089031731|-0.048064085|0.7318727540000001|0|0.550829475|-0.131795179|-0.118763303|-78.93428863|-71.12928513|20.58762475|0.449170525|269.0155755|-0.049054408|-42.60049244|12.33026525|84.91322996|0.76420633|-2.256502762|-47.27503672|99.52191337|2802.374154|329.9007832|7.533378788999999|14.52342059|0.927876056|6193.891189|141.2206861|-809.4093564|-316.4749864|1768.444416|0.0|0.0|1.0|1.0|2.0|3.37|-6.76|2.72|112.23|1.0|0.0|0.0|-4.4|5.0|-7.04|0.0|0.0|-4.14|7.28e-05|0.0292|0.0|0.0|1.74e-07|6.96e-05|4.6017|3.1039|620.68|1061.5|269.43|0.7036899999999999|-1367.539526|-0.13015|-0.19937|0.03213899|6.8427|11.34|4.9454|4.9454
12g_a40|0|0.0|1|7.515889085|0|0|0.604990688|1.687211672|-0.01011728|5.4161004020000005|-0.129331216|0|0.167050952|0.726175674|-0.354104815|-0.001011175|10.31197254|-0.211162861|-0.003205145|0.280045216|0.063401514|-0.512657141|0|0.769016155|0.020185301|-0.326139923|0.6941475490000001|1|0.8702014570000001|-0.0951493559999999|-0.099521372|-49.94706785|-52.24208444|6.670206427999999|0.129798543|68.1355805|-0.0435406|-27.42361099|3.501413627|0.0|0.852031227|-1.393299206|-26.21888031|56.61727428|2287.970776|456.7977427|7.692740528|14.39849078|0.871698484|5211.675486|77.67373972|-383.9305539|-369.5858437|858.4065454|1.0|0.0|1.0|0.0|1.0|3.24|-6.63|5.14|78.66|2.0|0.0|0.0|-6.46|3.0|-4.91|0.0|1.0|-5.79|1.62e-06|0.000586|0.0|0.0|2.37e-07|8.57e-05|4.0224|3.1577|540.25|896.63|308.23|0.6988|-2172.9382|-0.13191|-0.20615|0.02230594|2.7075|724.0|6.1403|6.1403
23_a10|0|0.0|1|7.535296702|1|1|1.34383709|2.140123457|-0.00264793|5.4161004020000005|0.012558932|2|-0.031558374|1.981673861|-0.17741132|0.010305237|10.92966139|-0.0253481679999999|0.010662507|-0.0502296329999999|-0.130679|-0.233801237|2|0.754150918|-0.149057824|-0.043248272|0.706648116|1|0.915208645|-0.049653973|-0.072395864|-35.17017083|-51.27837225|6.81095873|0.084791355|60.05816353|-0.02685653|-36.32074126|4.824237957|53.00900704|0.7611996520000001|-1.6651048819999998|-24.91121732|41.98112956|3103.831885|648.2471057|8.755988318|17.02048484|0.943867925|7034.375112000001|169.14354509999998|-835.377049|-370.018179|1549.399766|1.0|1.0|1.0|1.0|0.0|3.8|-9.84|5.81|56.07|2.0|0.0|0.0|-5.38|5.0|-5.93|0.0|1.0|-5.7|2e-06|0.000923|0.0|0.0|1.44e-10|6.66e-08|3.8034|3.8034|768.3|1336.11|325.98|0.67647|-1469.838069|-0.15858|-0.21158|0.02986448|4.8954|0.75|6.1249|6.1249
6_a47|0|0.0|0|0.0|0|0|1.304328257|0.0|-0.008723045|0.0|-0.1738997619999999|2|-0.14404966|1.291219116|-0.392537045|-0.010708889|10.93671042|0.0402365489999999|-0.0094242819999999|-0.302730533|-0.020576777|-0.459934519|2|0.786041178|-0.149904224|0.062425042|0.672308592|1|0.8419184120000001|-0.080118846|-0.096689626|-43.43026699|-52.41283988|5.323543706000001|0.158081588|85.6917678|-0.036834143|-28.411587800000003|2.885749555|0.0|0.7943908059999999|-1.547034008|-23.54237714|48.75381069|2431.668154|456.3812788|6.480620646|10.90843226|0.6832388209999999|5766.962611999999|111.4552019|-454.5854048000001|-319.1626428|1055.658539|1.0|1.0|0.0|1.0|2.0|2.82|-9.06|6.27|58.04|2.0|0.0|0.0|-6.02|4.0|-5.02|0.0|1.0|-5.79|1.63e-06|0.000619|0.0|0.0|8.71e-10|3.310000000000001e-07|5.5188|3.7196|576.56|990.85|224.66|0.69305|-1608.50108|-0.1544|-0.20794|0.03288085|4.2153|13.0|7.9|7.9
1a_a5|0|0.0|0|6.605297921|1|1|1.189701889|0.0|-0.001785522|4.59511985|0.009305578|2|-0.075791863|0.0|-0.078562954|0.005921049|10.9502215|-0.004213083|0.00549829|-0.123867037|0.069867374|-0.179831877|2|0.7427901179999999|0.11504495|-0.008431181|0.808272639|0|0.833638233|-0.071887159|-0.075618812|-36.19957997|-38.07869556|4.047117885|0.166361767|83.77332129999999|-0.027665419|-19.17495143|2.037971304|0.0|0.7256546770000001|-1.134282187|-18.22870183|40.24669785|1940.139869|419.7878208000001|6.199179484|11.38004491|0.835734058|4005.068642|138.1496441|-287.62427139999994|-227.2618539|787.1243051|0.0|1.0|0.0|1.0|1.0|3.54|-7.15|1.42|37.81|0.0|0.0|0.0|-2.6|4.0|-6.58|1.0|0.0|-3.44|0.000365|109.0|0.0|0.0|7.13e-08|2.13e-05|4.6707|2.8332|531.02|882.1|265.45|0.54123|-951.178584|-0.12226|-0.2262699999999999|0.028664612|6.7017|107.0|6.9706|6.9706
3t_a32|1|0.0|0|7.765993078999999|0|0|0.609420752|0.0|-0.006089333|5.733341277|-0.0338714389999999|0|0.028527045|2.141978747|-0.304466646|9.83e-05|10.31100267|-0.086478322|0.00139283|0.049606573|-0.070331512|-0.496165036|0|0.822076702|0.0466380209999999|-0.146047869|0.687253845|1|0.828676243|-0.080203824|-0.0974995|-50.65701113|-61.58101978|8.995863948|0.171323757|108.2086749|-0.026967947|-38.89478416|5.681818647999999|0.0|0.684474482|-1.267493496|-31.99514268|59.65287508|2530.60497|523.3947687|8.107111779|15.64252992|0.929482453|5525.861115|199.2870037|-505.632194|-233.0294362|1169.58817|1.0|1.0|1.0|1.0|1.0|3.58|-8.01|5.42|128.01|2.0|0.0|0.0|-6.48|4.0|-5.81|0.0|1.0|-4.93|1.16e-05|0.00462|0.0|0.0|9.86e-09|3.91e-06|3.5487|3.5487|677.16|1129.24|349.38|0.70286|-1864.472646|-0.14739|-0.20246|0.03020622|2.7003|9.0|8.0458|8.0458
5e_a40|0|0.0|1|8.149890544|0|1|0.604912776|1.661964758|-0.004925115|6.167516491000001|0.0601021459999999|0|-0.106497535|0.7768055559999999|-0.162528785|0.009890343|10.31198323|0.029272031|0.008306061|-0.184667138|0.005996234|-0.391074665|0|0.8092726020000001|-0.402340487|0.0451110059999999|0.5087199929999999|1|0.864422751|-0.076883794|-0.089724264|-36.56222854|-42.66853738|9.440323938|0.135577249|64.47400829|-0.035889706|-20.29110082|4.489363277|51.7148695|0.8223594679999999|-1.076691165|-17.38723451|46.00255248|1986.384601|411.0778166|6.533857846|12.51197289|0.914944155|4158.984115|84.47727896|-243.4932098|-306.597267|622.6260756|1.0|0.0|1.0|0.0|0.0|3.03|-4.65|3.74|75.5|1.0|1.0|0.0|-4.78|3.0|-5.66|1.0|1.0|-4.25|5.56e-05|0.0169|0.0|0.0|2.23e-05|0.00678|3.7138|3.7138|493.19|802.38|333.85|0.69675|-1637.115238|-0.14786|-0.2201699999999999|0.01659566|10282.0|25.0|7.6021|7.6021
4i_a46|0|0.19654443|1|7.825245291|1|1|1.1346370959999998|2.184105962|-0.002360192|5.587248657999999|-0.018872727|1|-0.088884176|0.0|-0.127450387|0.012211602|10.94638684|-0.125773054|0.011931187|-0.133434195|-0.060809732|-0.22302552|1|0.749522825|-0.0656636|-0.17856753|0.7172344890000001|0|0.940780437|-0.058565229|-0.075208437|-33.08099617|-42.48203383|8.847405392999999|0.0592195629999999|33.45060163|-0.025069479|-23.99628633|4.997521397|70.55661087|0.763831778|-1.278543436|-18.68604171|41.92840157|2200.19132|531.4066842|6.218233741000001|10.47951666|0.685288314|4893.587424|133.40134070000002|-407.9368676|-298.0546045|945.4890404|1.0|0.0|1.0|1.0|0.0|3.88|-7.3|5.07|39.94|1.0|0.0|0.0|-4.94|3.0|-5.31|1.0|1.0|-5.04|9.13e-06|0.00317|0.0|0.0|5.04e-08|1.75e-05|5.3987|4.4232|611.74|1058.5|229.66|0.69035|-1092.473422|-0.18438|-0.20084|0.02614355|3.8696|612.0|6.2132|6.2132
9g_a24|0|0.0|1|7.273092596000001|0|0|1.427608366|1.7647373919999998|-0.00106361|5.283203728999999|0.001126633|2|-0.162313932|0.0|-0.0425444|0.0144065739999999|10.96318169|-0.02471184|0.013119312|-0.292600863|-0.0273623029999999|-0.079421802|2|0.7931626959999999|0.13372961|-0.045107345|0.657503038|0|0.8671367529999999|-0.064835725|-0.065668047|-32.080056199999994|-32.49188065|9.283063574|0.132863247|65.73938109|-0.021297745|-16.07665151|4.593165278|0.0|0.4819264479999999|-0.788016565|-15.87288497|41.36311977|2123.257348|429.0504306|6.124370267000001|10.69818114|0.746821416|4355.725609|256.3375151|-192.9198181|17.88521849|809.0499476|0.0|1.0|0.0|1.0|1.0|2.8|-6.43|2.93|72.28|0.0|0.0|0.0|-2.49|4.0|-7.17|1.0|0.0|-3.09|0.0008179999999999|247.0|0.0|0.0|3.720000000000001e-07|0.000113|5.2521|4.2802|524.03|879.99|236.07|0.64993|-984.447764|-0.17806|-0.21391|0.032630457|4.4131|68.0|7.1675|7.1675
12h_a36|0|0.0|0|7.412764017000001|2|2|1.297043828|0.0|-0.0086750619999999|5.351858133|-0.041228471|2|0.059920602|0.0|-0.503153567|0.00127667|10.96020037|-0.051080247|0.003077071|0.100530266|-0.1430106119999999|-0.410826531|1|0.820041835|-0.10861416|-0.089459459|0.84179881|0|0.819614525|-0.073572836|-0.10720355|-48.17643878|-70.19826261|18.27258858|0.180385475|118.1187282|-0.035734517|-45.96672487|11.96512593|1.413982241|0.665254541|-1.929663894|-31.5465515|66.44902736|2845.467486|536.6941285|7.428908584|13.87400978|0.8675704009999999|6159.17335|219.1956304|-827.4010477|-216.42159590000003|1899.376328|1.0|0.0|0.0|1.0|2.0|4.8|-6.69|1.89|78.43|1.0|0.0|0.0|-3.95|5.0|-6.93|0.0|0.0|-4.07|8.499999999999999e-05|35.0|1.0|0.0|2.03e-07|8.340000000000001e-05|5.1998|3.4554|697.29|1177.89|238.44|0.7014600000000001|-1347.199963|-0.14247|-0.1926|0.02925492|8.7377|14.0|7.8539|7.8539
