molecula|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|FNSA4|RPCS|WNSA3|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
13_a15|0|0|0.0|0|0.0|1|1.4356889940000002|0.0|-0.139434143|-0.006348913|-0.031457366|0.029206349|-0.031047852|10.95980212|0|0|0.003766915|-0.010882979|-0.173728081|-0.357554652|2|0.729838386|0.008210506|0.009456191|0.796300317|0|0.8854875790000001|-0.068526782|0.708462114|0.016196467|-43.2365883|-61.86632281|10.21906987|-0.033811561|0.0|-27.279882500000003|72.41636305|0.482317225|558.6934137000001|3581.589629|-13.46007201|0.244716567|5.21465994|10.07307988|7196.400881999999|154.4025434|28.24531009|1638.227985|1.0|1.0|0.0|0.0|4.13|4.19|0.07|-8.9|6.69|59.51|0.0|0.0|1.0|6.0|-6.32|34.0|4.0|-5.26|448.52|0.0|0.0|4.77e-07|7.970000000000001e-07|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03946|3942.0|2.5721|-1450.756042|674.36|1231.11|208.0|314.52|549.33|0.70626|-1450.399387|-0.15229|6.0429|6.0|8.2218|8.2218
47u_a18|0|0|0.0|0|7.03438793|1|1.251177393|0.0|0.039883149|-0.010219187|-0.0872206669999999|0.035393939|0.031337464|10.94702032|0|0|0.00082284|0.0121925089999999|-0.126628013|-0.539738821|0|0.7517870059999999|-0.0112778039999999|-0.053126304|0.646724968|0|0.741066474|-0.090364489|0.33777918|0.02068926|-62.99873374|-64.32800179|14.42377665|-0.0344062|77.59162925|-43.92035521|79.06741651|0.483819806|516.6437614|1415.590236|-16.72263667|0.278162537|9.18142206|17.78724206|6837.350959|193.9244919|33.23007431|1960.574384|0.0|1.0|1.0|0.0|3.98|0.0|0.19|-8.2|3.02|99.56|1.0|0.0|1.0|8.0|-5.69|34.0|4.0|-6.31|455.51|0.0|0.0|2.05e-06|1.04e-05|0.00472|3.9|0.0|6.34e-09|2.89e-06|-0.06392|3.1186|3.1186|-1510.182477|738.53|1282.66|0.5849|397.57|646.45|0.69143|-1509.771642|-0.19109|5.8058|1.97|5.7055|5.7055
11e_a5|1|0|0.0|0|7.139660336|1|1.338814635|0.0|-0.2114441819999999|-0.003208975|0.038643235|0.020943152|-0.16669151|10.9487795|1|1|0.008721244|-0.127225457|-0.0924814769999999|-0.234433859|2|0.775794895|-0.048843135|-0.02059071|0.747366251|0|0.876758791|-0.062865536|0.372098505|0.0120552589999999|-41.64560703|-52.34653881|7.986070113999999|-0.0282210629999999|0.0|-27.58835281|63.5644542|0.483563144|580.8135016|960.0428704|-12.38472918|0.27836484|9.387474824|18.17739133|5675.693973|184.4042616|25.90670947|1450.77573|1.0|1.0|1.0|1.0|3.22|3.43|0.24|-8.95|4.29|66.93|0.0|0.0|1.0|7.0|-4.65|31.0|5.0|-6.28|411.5|1.0|0.0|2.23e-05|1.9e-05|0.00782|3.56|0.0|1.13e-09|4.64e-07|-0.03808|4.4179|4.1036|-1316.547103|717.76|1220.1|0.5347|280.64|571.06|0.6505|-1316.239803|-0.20559|2.8694|0.04|7.3979|7.3979
16j_a32|1|1|-0.082980188|0|7.765993078999999|0|0.609420735|0.0|0.175152442|-0.0139074189999999|-0.086195934|0.046788618|-0.135618491|10.31100263|3|3|-0.00030659|-0.11512706|-0.117577419|-0.704356423|0|0.798237393|0.168000908|0.032797932|0.762429418|1|0.8259884120000001|-0.07651119|0.509776381|0.023266265|-54.71915795|-76.45058155|16.63953228|-0.034287782|45.81893652|-39.13396528|91.93816239|0.442735754|590.7291534|3448.428146|-17.53752467|0.3002094919999999|7.357962381|13.20372234|6507.757122|214.7033741|35.04175088|1857.212797|0.0|1.0|1.0|1.0|3.86|3.38|0.33|-7.77|5.24|149.27|0.0|1.0|1.0|8.0|-7.45|30.0|5.0|-5.73|441.57|0.0|0.0|3.56e-08|3.89e-06|0.00172|4.59|0.0|1.7e-08|7.5e-06|-0.05016|3629.0|3629.0|-2034.621888|729.78|1225.27|0.2907|341.65|631.34|0.70207|-2034.344833|-0.2002799999999999|4.0992|9.0|8.0315|8.0315
13b_a6|1|0|0.0|0|7.412764017000001|1|1.430640379|0.0|-0.0411179|-0.011206134|-0.0265090529999999|0.042739018|-0.104663349|10.95129557|1|1|-0.00194781|0.100281317|-0.10896749|-0.490758329|1|0.7788169070000001|-0.029988734|-0.11338525|0.8013954109999999|0|0.7757172059999999|-0.093125205|0.202093555|0.032036214|-61.06841733|-74.04643339|21.00828557|-0.0406496879999999|554.4007331|-40.04664055|87.39962829999999|0.408780634|508.6895893|2587.000662|-17.48058934|0.2427663219999999|9.087172635|15.37022155|6000.952027|159.1980937|35.20276076|1760.1380379999998|1.0|1.0|1.0|1.0|3.56|2.85|0.12|-9.01|4.32|95.85|0.0|0.0|1.0|5.0|-5.51|31.0|5.0|-6.1|409.44|0.0|1.0|3.11e-06|1.02e-05|0.00417|3.8|0.0|9.77e-10|4e-07|-0.0525799999999999|4.8494|3.6322|-1350.0903970000002|694.33|1167.21|0.7846|255.67|574.07|0.7006600000000001|-1349.837661|-0.20156|13.5746|174.0|6.7595|6.7595
12bd_a36|1|0|0.0|0|7.412764017000001|2|1.297043358|0.0|-0.051990612|-0.006695407|-0.045630197|0.04625323|-0.030990165|10.94639828|1|1|0.0045625|0.042808724|-0.101854847|-0.436345273|1|0.78699829|-0.011529973|-0.047786573|0.857993338|0|0.832478093|-0.071083327|0.279020022|0.0177487689999999|-46.92083391|-65.65179884|11.7156452|-0.035521445|0.0|-30.9716039|75.7932235|0.475272043|549.5039111000001|2403.371086|-15.47699253|0.21755876|8.050812711|15.34283166|5957.939097|143.6066496|29.96655829|1678.127264|0.0|0.0|1.0|0.0|4.95|0.0|0.21|-7.34|2.5|69.2|0.0|0.0|1.0|5.0|-4.54|31.0|4.0|-6.38|409.49|1.0|1.0|2.8600000000000004e-05|2.5e-05|0.0102|3.41|0.0|4.55e-08|1.86e-05|-0.05236|3.8786|3544.0|-1311.591775|706.26|1200.23|0.4467|319.66|568.94|0.7044100000000001|-1311.291779|-0.19826|7.6908|17.0|7.7696|7.7696
16_a3|0|0|0.0|0|6.823286122000001|0|0.605020428|0.0|0.183636734|-0.010031024|-0.186717242|0.045993266|-0.013328983|10.31163046|1|1|-0.008409607|0.069124437|0.0032314229999999|-0.614173961|2|0.767641592|-0.142670655|-0.031683873|0.640070307|1|0.6974791290000001|-0.108919585|0.252612735|0.012203576|-53.7971544|-49.45999101|6.027544549|-0.041233465|82.16042286|-26.57128935|56.56724056|0.484889078|344.4962834|1290.305313|-10.05903863|0.1703181989999999|5.780331402000001|11.22152755|4733.033232|84.12292796|24.54661368|834.5848652000001|1.0|1.0|1.0|1.0|3.13|2.59|0.0|-7.16|4.57|92.93|0.0|0.0|1.0|2.0|-4.98|23.0|4.0|-5.89|322.36|0.0|1.0|1.05e-05|3.2200000000000003e-05|0.0104|3.35|0.0|6.97e-08|2.25e-05|-0.07095|3.2208|3.2208|-1371.388717|520.28|856.09|0.3866|384.94|368.22|0.6944100000000001|-1371.250459|-0.2029|3613.0|42.0|7.3768|7.3768
4h_a46|0|0|0.090767245|1|7.825245291|1|0.3002050539999999|2.134072222|0.128214845|-0.005778576|-0.346835467|0.040890805|-0.021951549|10.31928028|1|1|0.003087227|-0.0932537609999999|-0.030014575|-0.516344924|2|0.7543177040000001|0.075704004|-0.134568896|0.6947264059999999|0|0.767244275|-0.083155747|0.659584488|0.010068754|-65.24476749|-65.90523417|7.900037181|-0.0305445539999999|19.09455432|-51.19164773|74.99848132|0.4866209529999999|601.9869510999999|3180.526173|-18.803584|0.194493895|8.138240742999999|15.85230406|7808.347937|152.6017078|29.75215152|1963642.0|0.0|0.0|1.0|1.0|4.63|2.99|0.3|-9.2|6.18|124.17|0.0|0.0|1.0|6.0|-6.53|36.0|6.0|-6.38|502.63|0.0|0.0|2.97e-07|2.06e-06|0.00104|4.21|1.0|6.38e-10|3.210000000000001e-07|-0.0389199999999999|4.2444|4.18|-1923.926093|792.61|1397.46|0.5451|292.11|682.14|0.54445|-1923.543349|-0.21008|2.9086|229.0|6.6402|6.6402
10_a32|1|1|0.0|0|7.765993078999999|0|0.6094207629999999|0.0|0.153272514|-0.016404762|-0.087497559|0.03995614|-0.028431775|10.31100271|3|3|-0.00369116|-0.03673326|-0.1260956869999999|-0.690879647|0|0.8607827790000001|0.012125768|-0.079818594|0.764217655|1|0.7622839570000001|-0.088310158|0.266552538|0.02575778|-54.55170955|-75.59866726|15.91131724|-0.038939628|52.24660367|-33.69815077|91.10767604|0.449853016|470.8845962|2980.525719|-14.85891856|0.305365257|7.079344111|12.86809583|5842.926058|188.6328503|34.62844557|1523.651605|0.0|1.0|1.0|1.0|3.56|3.12|0.22|-6.99|4.21|149.27|0.0|1.0|1.0|7.0|-6.04|27.0|5.0|-6.44|399.49|0.0|1.0|9.17e-07|3.89e-05|0.0155|3.23|0.0|1.0300000000000001e-07|4.13e-05|-0.05434|3.6441|3.6441|-1916.668776|654.7|1086.09|0.2983|340.24|533.89|0.70228|-1916.460049|-0.2052199999999999|3.2297|7.0|8.1427|8.1427
9a_a36|1|0|0.0|0|7.412764017000001|2|1.297044807|0.0|-0.109305298|-0.007853595|-0.046964839|0.040166667|-0.078488872|10.96066876|1|1|0.00484375|0.160672128|-0.12019672|-0.398235589|1|0.7885597609999999|-0.019008343|-0.1177413269999999|0.79302567|0|0.826559623|-0.073689118|0.204819754|0.0236784079999999|-45.04449811|-66.44342306|14.47407729|-0.039929147|0.0|-27.53468726|78.37175688|0.453098452|505.25728260000005|2167.77208|-14.91993116|0.236165413|7.546661564|13.79893984|5693.562367|144.36259840000002|31.95428497|1565.759963|0.0|0.0|1.0|0.0|4.69|0.0|0.14|-6.28|2.04|66.4|0.0|0.0|1.0|5.0|-3.71|29.0|5.0|-6.74|382.42|1.0|0.0|0.000197|0.000102|0.0391|2.66|0.0|5.26e-07|0.0002009999999999|-0.05044|3.8677|3.8677|-1252.802159|648.41|1092.66|0.4811|320.56|495.18|0.68682|-1252.578886|-0.20969|7.4992|13.0|7.8861|7.8861
14v_a23|0|1|-4.844615416|2|7.423568444|0|1.1979575059999998|3.004639728|0.135774541|-0.014768546|-0.299484129|0.047323232|0.017156562|10.3132174|2|2|-0.0004039459999999|0.170475376|-0.0962526|-0.650246427|2|0.787538583|0.132882353|-0.022236834|0.575188253|1|0.916605275|-0.067342061|0.31419322|0.019811827|-44.4776373|-62.61276875|13.08518422|-0.042752869|0.912757854|-29.37629463|76.42257099|0.457213347|605.3933675|2679.111279|-18.64987284|0.211671341|7.743452839|14.26610767|8458.789829000001|139.8032821|35.81898321|1826.768144|0.0|1.0|0.0|1.0|3.62|3.46|0.09|-7.95|6.18|114.25|1.0|0.0|1.0|7.0|-6.89|35.0|8.0|-5.94|495.48|0.0|0.0|1.29e-07|1e-06|0.0004969999999999|4.76|0.0|1.12e-08|5.57e-06|-0.07843|3694.0|3694.0|-2042.182282|679.5|1206.02|348.0|335.64|533.44|0.6017100000000001|-2041.93452|-0.2308599999999999|6.3758|4.0|8.4001|8.4001
11_a15|0|0|0.0|0|0.0|1|1.435688956|0.0|-0.1758968389999999|-0.0064953419999999|-0.029665252|0.02962963|-0.0856783419999999|10.95979791|0|0|0.003766915|-0.056500144|-0.173728081|-0.363940085|2|0.718800243|0.0234789439999999|0.0432314409999999|0.796300317|0|0.8945381259999999|-0.064429158|0.632319408|0.018519054|-44.15161868|-66.78526188|12.69062406|-0.033606127|0.0|-30.25595097|79.1792768|0.470042906|613.0036107000001|2565.707165|-15.7814467|0.260684316|6.233494755|11.76226306|7002.915718000001|178.640152|31.14961732|1806.677804|1.0|1.0|0.0|0.0|4.1|4.25|0.07|-8.9|6.69|59.51|0.0|0.0|1.0|6.0|-6.32|34.0|4.0|-5.26|448.52|0.0|0.0|4.77e-07|7.970000000000001e-07|0.000357|5.32|0.0|1.27e-09|5.7e-07|-0.03877|4.7106|2.9595|-1450.740771|739.57|1284.85|0.2657|263.2|568.22|0.70577|-1450.39211|-0.16011|1.3581|739.0|6.1314|6.1314
3_a3|0|0|0.0|0|7.285506549|0|0.605000514|0.0|0.159413311|-0.010040064|-0.114647585|0.034259259|0.0483259979999999|10.31154314|2|2|-0.006362643|-0.030486489|0.041786524|-0.599804962|1|0.8083172479999999|-0.082619043|0.123113049|0.8495058259999999|1|0.7538064790000001|-0.107269779|0.583866845|0.012617742|-48.91675544|-45.05306124|5.753894372|-0.035057023|75.88125246|-22.30683222|55.67251784|0.415122657|343.74795510000007|1349.6286710000002|-7.290134722999999|0.299996173|5.025797436|8.592908408|4677.617255|136.8031103|22.83783244|707.9728057|1.0|1.0|1.0|1.0|3.11|2.39|0.0|-6.15|4.07|121.17|0.0|0.0|1.0|2.0|-5.48|21.0|3.0|-5.88|310.4|0.0|1.0|3.32e-06|4.06e-05|0.0126|3.26|0.0|7.009999999999999e-07|0.000218|-0.0637|5.8458|3.3475|-1592.904586|491.26|817.21|0.2383|212.09|316.65|0.69206|-1592.792349|-0.20969|2.8045|1175.0|5.93|5.93
9n_a24|1|0|0.0|0|6.605297921|0|1.388847168|0.0|-0.2452954769999999|-0.003323852|0.001099755|0.024179894|-0.036651001|10.94875265|1|1|0.008809179|-0.22754075|-0.12451554|-0.225226606|2|0.7584388259999999|0.048359202|-0.058520736|0.755793189|0|0.904556598|-0.052106597|0.331008994|0.017608478|-35.21502941|-52.53031811|11.90027964|-0.026905672|24.72120326|-23.79925701|67.36550766|0.4331595789999999|611.3234977000001|1361.307012|-12.28894317|0.347873491|8.232847909|14.52410167|5356.5828|235.1021924|27.88350328|1449.942171|1.0|1.0|1.0|1.0|3.17|2.6|0.17|-8.64|4.14|66.93|0.0|0.0|1.0|7.0|-4.14|29.0|5.0|-6.47|385.46|1.0|0.0|7.2e-05|5.14e-05|0.0198|3.07|0.0|2.31e-09|8.909999999999999e-07|-0.03818|4.9139|4.1028|-1239.1274939999998|686.19|1155.03|0.2522|252.31|587.05|0.63085|-1238.856882|-0.20399|4.8123|19.0|7.7212|7.7212
12z_a30|0|0|0.0|0|7.412764017000001|2|0.604983642|0.0|-0.1155022219999999|-0.008819424|-0.026703371|0.040566449|0.018796341|10.31162784|1|1|0.005111479|0.05890953|-0.12254489|-0.39205163|1|0.809127478|-0.02232319|-0.077335468|0.794193541|0|0.832920077|-0.071429418|0.315493739|0.030875938|-49.68145417|-74.96232552|21.47520633|-0.034034824|0.0|-34.55504699|95.20867045|0.48740649|579.3226647000001|2435.831516|-16.464854199999998|0.3691601439999999|8.071510779|15.74641625|7074.004131999999|256.7627363|37.52507564|2138.929312|0.0|1.0|1.0|1.0|4.86|0.0|0.21|-6.83|2.63|100.11|0.0|0.0|1.0|7.0|-5.61|33.0|6.0|-6.39|458.54|0.0|0.0|2.47e-06|9.94e-06|0.00456|3.81|0.0|1.47e-07|6.720000000000001e-05|-0.04679|4.8063|3.4438|-1804.814868|739.33|1266.9|0.1855|257.96|580.6|0.6853199999999999|-1804.51674|-0.19279|7.2113|44.0|7.3615|7.3615
4p_a46|0|0|0.122217892|1|7.825245291|1|1.134636977|2.102855253|-0.060700883|-0.004413243|-0.038295755|0.046533816|-0.205494852|10.93681929|1|1|0.004453195|-0.251219946|0.066453878|-0.369670745|0|0.747019097|-0.078703563|-0.1623103719999999|0.751334374|0|0.905966489|-0.0997229069999999|0.3352802039999999|0.007398064|-56.55658053|-47.22779946|4.195717966|-0.029978645|0.0|-32.07534663|51.05047787|0.423511708|513.8073925|2219.4587530000003|-9.642472876|0.12579435|5.828038618|10.10955243|5167.091582|71.34266847|19.44852199|972.4260993|0.0|1.0|1.0|0.0|3.89|3.2|0.3|-7.05|5.25|61.84|0.0|0.0|1.0|2.0|-5.8|27.0|3.0|-5.09|357.45|1.0|1.0|1.59e-06|4.03e-06|0.00144|4.77|0.0|8.95e-08|3.2e-05|-0.0393|5.4796|3.9958|-1129.65844|598.19|1058.54|0.2363|226.26|537.47|0.70138|-1129.3914619999998|-0.20749|5.3996|341.0|6.4672|6.4672
28_a20|0|0|0.0|1|6.842683282|0|1.417203216|1.837209467|-0.013841559|-0.006492092|-0.114439513|0.0396875|0.0313932529999999|10.94963925|1|1|0.002695258|0.155263557|-0.016955137|-0.447096101|3|0.755701837|-0.104458316|-0.06654421|0.690655217|1|0.7817507370000001|-0.086299346|0.3962228229999999|0.014682607|-57.59898971|-60.85602167|9.799649234|-0.035068957|88.39175809|-38.44343857|71.98460956|0.468838001|521.7658603|2449.815677|-15.62203369|0.226358273|7.587188177000001|14.28413212|6348.941881000001|151.0788711|30.25452396|1573.2352460000002|1.0|1.0|1.0|1.0|3.45|2.86|0.08|-8.8|4.01|99.58|0.0|0.0|1.0|5.0|-4.42|32.0|5.0|-6.96|420.47|0.0|1.0|3.77e-05|3.72e-05|0.0156|2.68|0.0|1.57e-09|6.590000000000001e-07|-0.06242|4.7905|3.5798|-1368.363151|704.42|1198.32|0.2354|258.81|531.85|0.4701899999999999|-1368.085242|-0.21814|4.7428|255.0|6.5935|6.5935
3k_a32|1|1|0.0|0|7.97831097|1|0.609420759|0.0|-0.001009768|-0.005745086|-0.001250803|0.0381981979999999|-0.0902541999999999|10.31100271|3|3|0.002509816|-0.084055305|-0.050938823|-0.5265375529999999|0|0.779649252|-0.127713677|-0.129124455|0.7681279190000001|1|0.8777482409999999|-0.0711378679999999|0.31016741|0.0123637989999999|-40.10830541|-51.21653025|6.970844822|-0.029575784|0.0|-22.61349991|58.16707081|0.472646737|494.8840288|1970.06814|-9.40163104|0.21942773|6.153598893|11.6688363|5259.698672|123.7157466|21.36272325|918.5970998|1.0|1.0|1.0|1.0|3.47|3.48|0.32|-7.23|5.78|110.94|0.0|0.0|1.0|3.0|-7.04|25.0|3.0|-5.01|366.5|0.0|1.0|9.16e-08|2.47e-06|0.000904|4.97|0.0|5.86e-08|2.15e-05|-0.05321|3.5363|3.5363|-1750.164914|611.65|1022.89|0.3082|350.6|452.36|0.70268|-1749.957584|-0.19988|5689.0|9.0|8.0605|8.0605
12_a3|0|0|0.0|0|6.823286122000001|0|0.605020506|0.0|0.167987916|-0.009093383|-0.118456941|0.042795699|-0.045382017|10.31163031|1|1|-0.0045709459999999|-0.218774634|0.017902469|-0.604704476|2|0.718481325|-0.039834906|-0.125395523|0.841871246|1|0.829399708|-0.092838926|0.101891875|0.011076075|-44.07517037|-45.63945658|5.258353635|-0.039584548|76.23910943|-20.92463497|52.16354015|0.463780604|393.75653|1064.221958|-8.921820355|0.169581355|5.6343192|10.50748861|4400.493202000001|80.50854774|22.63041363|769.4340634|1.0|1.0|1.0|1.0|3.2|2.17|0.0|-6.89|4.01|92.93|0.0|0.0|1.0|2.0|-5.68|22.0|3.0|-5.3|304.37|0.0|1.0|2.07e-06|1.44e-05|0.0044|4.03|0.0|1.3e-07|3.9500000000000005e-05|-0.06361|3263.0|3263.0|-1272.152002|515.23|847.25|0.5056|379.97|361.95|0.69784|-1272.010995|-0.19514|3.1979|3548.0|5.45|5.45
10_a4|0|0|0.0|1|7.535296702|1|1.343863662|2.146166934|-0.180140166|-0.002959121|0.005483539|0.038699764|-0.122141977|10.92992762|1|1|0.011142889|0.014917047|-0.083887216|-0.241683916|2|0.810105167|-0.120059574|-0.150288496|0.6799081490000001|1|0.921653019|-0.051015897|0.43000216|0.014582852|-29.52653193|-45.97324097|8.440134933|-0.027007048|64.26218096|-17.08910641|54.09964719|0.4858700179999999|533.4262268|2064.276654|-9.046715915|0.255470315|5.759414166|11.20225306|5598.949417|147.85886159999998|20.99433004|1049.716502|1.0|1.0|1.0|1.0|3.46|3.38|0.26|-8.07|4.81|52.83|0.0|0.0|1.0|4.0|-4.66|28.0|4.0|-5.83|370.45|1.0|1.0|2.21e-05|1.4e-05|0.00519|3.85|0.0|8.51e-09|3.15e-06|-0.04689|4.9674|3.6465|-1183.812875|619.99|1083.65|0.1792|249.6|470.02|0.7038399999999999|-1183.54701|-0.2025|2.2386|88.0|7.0555|7.0555
18_a4|0|0|0.0|1|7.535296702|1|1.3998285519999998|1.904090136|-0.181683336|-0.004533883|-0.164169913|0.042924837|-0.200683549|10.94611841|1|1|0.00042|0.108754635|0.006968314|-0.319213511|1|0.793041267|0.102914528|-0.105846349|0.615655659|0|0.7755960390000001|-0.094231531|0.269470313|0.017694182|-46.48874223|-42.33787448|8.729352711|-0.03479101|0.0|-22.93503169|50.98777224|0.405586004|382.6371479|1573.744396|-8.467791078|0.2305616919999999|6.133421395|10.31843368|4381.693113|113.7466718|22.30718562|825.3658678999999|1.0|0.0|1.0|0.0|3.32|2.56|0.11|-5.53|3.43|50.94|0.0|0.0|2.0|3.0|-2.95|23.0|4.0|-6.58|307.32|1.0|1.0|0.00113|0.000312|0.0959|2.24|0.0|2.96e-06|0.0009109999999999|-0.03538|4.5152|4.2045|-1033.480025|523.81|870.74|0.2083|274.59|404.27|0.57777|-1033.349218|-0.20883|3498.0|2.62|5.5817|5.5817
9s_a24|1|0|0.0|0|6.605297921|1|1.4275963180000002|0.0|-0.222173285|-0.003599664|-0.00570386|0.023585859|-0.060407836|10.96129902|1|1|0.007695726|-0.0897306019999999|-0.204128966|-0.248704391|3|0.773544454|0.030228027|0.0256742079999999|0.748077475|0|0.8833498320000001|-0.049825449|0.483170382|0.016792118|-30.93968263|-39.48555839|10.42725806|-0.019465646|0.695462853|-19.21235005|61.19761205|0.47085169|548.5261887|969.5210193|-7.505819207999999|0.554839231|9.124394347|17.24354813|5767.9102490000005|344.5337711|27.15292246|1330.4932|1.0|1.0|1.0|1.0|3.43|2.78|0.04|-8.11|4.29|77.21|0.0|0.0|1.0|4.0|-3.36|30.0|4.0|-7.2|393.44|0.0|0.0|0.000434|8.71e-05|0.0343|2.11|0.0|7.73e-09|3.04e-06|-0.03597|3.0726|2.6707|-1271.031372|654.28|1121.42|0.5112|403.51|521.4|0.6907300000000001|-1270.738032|-0.14462|7.0312|32.0|7.4949|7.4949
18_a15|0|0|0.0|0|0.0|0|1.435689019|0.0|-0.020185809|-0.006149666|-0.090130715|0.037948718|-0.066226471|10.95986315|0|0|0.000539978|-0.190640601|-0.072506962|-0.431836192|2|0.7162974740000001|-0.0374132629999999|0.004699248|0.645117465|0|0.8362289070000001|-0.067562078|0.819442071|0.007146033|-41.31992544|-55.48918283|4.370403779|-0.035181092|1.833724661|-25.27062952|60.86009645|0.415796832|511.4247108|2510.854462|-13.15898469|0.132569119|5.990767063|10.2545953|5705.360332|81.07723009|24.80452821|1215.421882|1.0|0.0|1.0|1.0|3.37|3.75|0.08|-9.98|6.86|47.04|0.0|0.0|1.0|5.0|-6.16|29.0|4.0|-4.8|385.43|0.0|1.0|6.86e-07|1.18e-06|0.0004559999999999|5.42|0.0|1.0399999999999999e-10|4.01e-08|-0.03581|4543.0|3.8232|-1265.810138|650.53|1110.18|0.2686|272.91|535.02|0.70427|-1265.556558|-0.19371|6.5864|129.0|6.8894|6.8894
EW7203_a60|0|0|0.0|0|7.412764017000001|2|0.604984431|0.0|0.025672274|-0.00698487|0.0075638519999999|0.041767677|0.03824498|10.31162855|1|1|0.0036417359999999|-0.1696249719999999|-0.049287858|-0.458129101|1|0.822401103|0.002441966|-0.089945913|0.760234689|0|0.8860751579999999|-0.076068195|0.345488097|0.020156795|-49.19385637|-62.23028092|13.03554647|-0.036566012|0.0|-31.81402579|73.82739839|0.497298165|573.0312689|1660.077477|-15.29301513|0.233162923|8.310125852|16.53092404|6403.777228|150.7881632|30.83771958|1541.885979|0.0|1.0|1.0|1.0|4.75|3.21|0.13|-6.7|2.6|117.47|0.0|0.0|1.0|5.0|-5.74|31.0|4.0|-6.35|425.51|0.0|0.0|1.81e-06|1.53e-05|0.0065|3.59|0.0|2e-07|8.51e-05|-0.06188|5.0166|3.5192|-1668.025575|678.83|1166.44|0.2385|247.15|546.85|0.69857|-1667.78681|-0.20654|2.5159|9.0|8.0334|8.0334
11d_a5|1|0|0.0|0|6.605297921|0|1.388848584|0.0|-0.245058546|-0.003373937|0.001099755|0.0228184279999999|-0.138265707|10.94877952|1|1|0.008809179|-0.202307745|-0.12451554|-0.22897714|2|0.783891527|-0.018747485|0.036918829|0.755793189|0|0.87090286|-0.063028408|0.359644732|0.012828514|-40.04753555|-53.84338206|8.151092424|-0.029333375|0.0|-25.44574968|65.35645739|0.49396568|553.3617954|900.3825317|-11.84243331|0.287694578|8.920296087|17.62784804|5283.02167|182.7978704|26.16587381|1360.625438|1.0|1.0|1.0|1.0|3.13|3.37|0.17|-8.64|4.14|66.93|0.0|0.0|1.0|7.0|-4.14|29.0|5.0|-6.47|385.46|1.0|1.0|7.2e-05|5.14e-05|0.0198|3.07|0.0|2.31e-09|8.909999999999999e-07|-0.03767|4.4175|4107.0|-1239.127458|682.09|1154.67|507.0|280.66|594.45|0.6533399999999999|-1238.855022|-0.20529|3.7008|15.0|7.8239|7.8239
14e_a25|0|0|0.0|1|6.842683282|0|1.4200152069999998|1.5926486519999998|0.039261746|-0.008591251|-0.138693649|0.0389622639999999|0.002856489|10.93106299|1|1|-0.0005394919999999|0.010976703|0.015497482|-0.50909623|2|0.776960216|-0.144369439|0.018432983|0.6954126970000001|1|0.7240504329999999|-0.1011107469999999|0.448918026|0.015024526|-73.99302943|-73.51338088|10.99497534|-0.038772226|97.78313402|-54.14823405|84.60373462|0.491527882|529.8614286999999|2620.6698690000003|-20.76384175|0.1935531039999999|8.459867391|16.63781964|6952.485076999999|141.642515|35.18345194|2005.4567600000005|1.0|1.0|1.0|1.0|3.62|2.72|0.07|-9.14|4.02|115.79|0.0|0.0|1.0|7.0|-5.14|35.0|5.0|-6.96|462.5|0.0|0.0|7.29e-06|1.86e-05|0.0085799999999999|3.04|0.0|7.31e-10|3.38e-07|-0.0538|5.8431|3.9613|-1521.012915|760.96|1300.08|0.2409|212.19|596.96|0.69958|-1520.701142|-0.2116699999999999|7.2625|75.0|7.1249|7.1249
