molecula|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|AATSC1s|JGI4|MATS8i|BCUTi-1|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|FNSA4|RPCS|WNSA3|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|DPSA4|DPSA2|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
4r_a46|0|0|-0.03033057|1|7.832410927000001|1|1.13129629|2.051582577|-0.173617329|-0.002826188|-0.074041799|0.044728682|-0.1129698999999999|10.96363493|1|1|0.0061041|-0.237647432|-0.055572881|-0.246070691|2|0.810646641|-0.077483502|-0.070397185|0.76719475|0|0.8478197820000001|-0.079297367|0.261414008|0.011446215|-42.06465252|-43.14814202|6.071841742999999|-0.0259595379999999|0.0|-22.31391864|51.22472631|0.456487948|449.7405899|1451.6122289999998|-7.304896049|0.285368722|5.81085807|10.69131411|4775.760774|151.3787482|19.26963463|905.6728276|1.0|0.0|1.0|1.0|3.82|2.89|0.35|-6.25|3.43|63.83|0.0|0.0|1.0|3.0|-3.09|25.0|4.0|-6.83|334.41|1.0|0.0|0.00081|0.000279|0.0933|2.12|0.0|5.64e-07|0.000188|-0.03073|4.5209|4.5209|-1069.447946|571.75|986.04|0.1404|274.25|467.85|0.69085|-1069.231407|-0.2207199999999999|3.5979|1413.0|5.8499|5.8499
9i_a24|1|0|0.0|1|7.153833802|0|1.4281889280000002|1.865102513|-0.113620183|-0.005148312|2.01e-05|0.023854167|-0.087363979|10.96661275|2|2|0.005891639|-0.140841749|-0.1818753839999999|-0.32068769|2|0.822658951|0.139004845|-0.0106944439999999|0.73094562|0|0.8260893640000001|-0.064657333|0.379687415|0.025118046|-30.56504777|-33.00219474|11.87389334|-0.024639839|1.634015079|-14.44881966|51.05832236|0.468272544|390.5119445|761.9885477000001|-5.506205845|0.500761711|5.946747117|11.18382556|4155.922671|236.7218826|23.33121014|793.2611447|1.0|0.0|1.0|1.0|2.76|1.36|0.0|-6.05|2.72|72.28|0.0|0.0|1.0|3.0|-2.6|22.0|4.0|-7.01|288.31|1.0|0.0|0.00248|0.000791|228.0|1.48|0.0|8.95e-07|0.000258|-0.0473899999999999|4.6212|4.1459|-945.286637|501.48|825.7|0.2373|268.3|363.15|0.6755800000000001|-945.174716|-0.21943|9.2818|88.0|7.0555|7.0555
8b_a12|0|0|0.0|0|0.0|1|1.283836078|0.0|0.190292199|-0.012630509|-0.1676879319999999|0.03977208|-0.036536396|10.95438057|0|0|-0.007926474|0.047425677|0.003898807|-0.659952678|1|0.7407532059999999|-0.010950243|-0.183648492|0.856390139|0|0.740926309|-0.1053827859999999|0.4384536329999999|0.011257065|-60.97837482|-67.44287685|6.513753986|-0.045608374|76.80174559999999|-35.28434152|72.85978933|0.480938153|428.7273481000001|1437.536303|-15.27062922|0.111063646|6.373278096|12.27845608|5217.318476|64.26553043|29.68794201|1365.645333|1.0|1.0|1.0|1.0|4.11|2.57|0.1|-7.45|1.9|80.37|0.0|0.0|1.0|4.0|-4.1|27.0|4.0|-6.51|355.39|0.0|0.0|7.890000000000001e-05|9.74e-05|0.0346|2.76|0.0|3.56e-08|1.26e-05|-0.0589|4.2263|3.7446|-1159.405202|611.93|1020.47|0.3179|293.37|460.08|0.57773|-1159.188228|-0.21184|6.1286|263.0|6.58|6.58
4i_a46|0|0|0.19654443|1|7.825245291|1|1.1346370959999998|2.184105962|-0.167244168|-0.002360192|-0.018872727|0.049498645|-0.160741899|10.94638684|1|1|0.011931187|-0.133434195|-0.060809732|-0.22302552|1|0.749522825|-0.0656636|-0.17856753|0.7172344890000001|0|0.940780437|-0.058565229|0.263514985|0.015663081|-33.08099617|-42.48203383|8.847405392999999|-0.025069479|70.55661087|-18.68604171|49.04951810000001|0.406629719|531.4066842|2253.484644|-7.998762108999999|0.2361682219999999|6.218233741000001|10.47951666|4893.587424|133.40134070000002|18.53900079|945.4890404|0.0|1.0|1.0|1.0|3.88|3.5|0.36|-7.3|5.07|39.94|0.0|0.0|1.0|3.0|-4.94|26.0|3.0|-5.31|347.45|1.0|1.0|1.16e-05|9.13e-06|0.00317|4.38|0.0|5.04e-08|1.75e-05|-0.01646|5.3987|4.4232|-1092.730494|611.74|1058.5|0.2805|229.66|546.24|0.69035|-1092.473422|-0.20084|3.8696|612.0|6.2132|6.2132
5g_a40|0|0|0.0|1|8.149890544|1|0.604913142|1.534673091|0.0094595959999999|-0.016033575|-0.190406197|0.044946237|0.122088541|10.31198315|2|2|-0.012008571|-0.104356485|0.07917206|-0.4748772539999999|0|0.818555255|0.006643696|-0.1312278909999999|0.7733200179999999|1|0.67772744|-0.153687065|0.245639795|0.024937196|-72.93994279|-68.05025116|11.83520323|-0.049288357|0.0|-34.61732609|80.22859145|0.488538966|321.64971460000004|593.8133184|-11.10198254|0.254650681|6.193485364|12.10939827|4358.890754999999|120.8573152|31.38430965|1004.297909|0.0|0.0|1.0|0.0|3.13|1.96|0.21|-2.89|2.5|115.96|1.0|0.0|3.0|3.0|-4.24|21.0|5.0|-6.6|301.32|0.0|1.0|5.78e-05|0.000426|128.0|2.17|0.0|0.0013|391.0|-0.0540299999999999|3.48|3.48|-1328.055803|489.04|800.98|261.0|356.27|367.19|0.6563|-1327.9345529999998|-0.19908|6.7957|123.0|6.9101|6.9101
6_a15|0|0|0.0|0|0.0|0|1.419941278|0.0|-0.199979249|-0.00951284|-0.048804012|0.042926829|0.011857945|10.95880677|0|0|0.003942615|0.153430865|-0.195267558|-0.35221474|1|0.691316481|0.0371776429999999|-0.015484797|0.810779115|0|0.859308431|-0.07051817|0.398681391|0.02948637|-41.14459066|-71.76572566|17.20414198|-0.0307500179999999|55.65697829|-24.00625743|88.94853813|0.3902945579999999|501.3728188|1971.005637|-10.46812265|0.4180252789999999|6.110075236|10.02135591|5589.043165|243.9013805|30.82854077|1603.08412|1.0|1.0|0.0|1.0|3.29|4.03|0.23|-7.95|5.26|61.84|0.0|0.0|1.0|7.0|-5.66|28.0|5.0|-5.33|380.44|1.0|1.0|2.16e-06|7.32e-06|0.00278|4.64|0.0|1.13e-08|4.3e-06|-0.02419|4.3423|3.7696|-1263.0243449999998|612.22|1092.02|0.2616|285.52|545.21|0.70554|-1262.75978|-0.18133|1.9421|35.0|7.4559|7.4559
14t_a23|0|1|0.0|2|7.423568444|0|1.197962538|3.410065804|0.04919958|-0.005383494|-0.024472753|0.045277778|-0.041339801|10.31321779|2|2|0.01180744|0.134446672|-0.074441567|-0.4515027279999999|2|0.7629258809999999|0.113493155|-0.152771194|0.6906097959999999|1|0.920956836|-0.0553915009999999|0.361071229|0.017433037|-36.09926385|-51.65035498|11.36130649|-0.033286443|42.20767549|-23.52629623|61.0040156|0.465981891|600.1979272000001|2286.063655|-14.13766923|0.2000541589999999|7.55064865|14.13931199|6523.656379|130.3775455|27.11827225|1355.9136119999998|0.0|1.0|1.0|1.0|3.52|3.49|0.09|-7.78|4.33|105.02|1.0|0.0|1.0|5.0|-5.85|31.0|4.0|-6.1|425.51|0.0|0.0|1.43e-06|5.61e-06|0.0023899999999999|3.94|0.0|1.65e-08|7.03e-06|-0.06666|3.9855|3.2060000000000004|-1669.240512|692.08|1184.43|0.2061|311.09|534.86|0.68886|-1668.980578|-0.22291|8.3062|4.0|8.3979|8.3979
9_a1|1|0|0.0|0|6.86171134|0|1.432397289|0.0|0.020428974|-0.00614716|-0.1075163359999999|0.037578348|-0.079063236|10.94877277|1|1|-0.0018191779999999|-0.232860777|-0.044035724|-0.483335578|1|0.737794643|-0.053460262|0.02778394|0.572272366|0|0.755276458|-0.080888063|0.166794384|0.011266799|-46.63553015|-49.42275468|6.495805626|-0.031896718|0.0|-26.88743664|57.60218193|0.452572261|435.4501351|1739.0376789999998|-10.60256533|0.2183102569999999|7.61577077|13.91191974|5063.330971|125.865476|23.52578164|1011.608611|1.0|1.0|1.0|1.0|2.78|2.66|0.05|-8.98|5.57|58.64|0.0|0.0|1.0|4.0|-4.68|27.0|4.0|-5.81|357.38|0.0|1.0|2.07e-05|1.62e-05|0.0057799999999999|3.76|0.0|1.04e-09|3.7100000000000003e-07|-0.07602|3343.0|3343.0|-1187.226314|600.6|1007.04|0.5409|370.88|487.19|0.70296|-1187.011122|-0.21015|6.4447|6.0|5.2218|5.2218
12v_a36|1|0|0.0|0|7.412764017000001|2|1.297043692|0.0|-0.077763989|-0.008411281|-0.04314418|0.041767677|-0.086194201|10.96020642|1|1|0.003077071|0.123026459|-0.1430106119999999|-0.401336708|1|0.828393514|0.024751559|-0.041914045|0.84179881|0|0.802291339|-0.078158778|0.334379501|0.027145269|-51.4172081|-69.20675352|17.85767346|-0.033118671|0.462992841|-33.82511043|88.07013157|0.461799225|527.7920397|2328.221818|-14.33290989|0.372344602|8.456596706000001|15.71271745|6065.593390999999|244.9490697|34.71221847|1874.459798|0.0|0.0|1.0|0.0|4.82|0.0|0.17|-6.69|1.89|78.43|0.0|0.0|1.0|6.0|-3.95|31.0|5.0|-6.93|411.46|0.0|0.0|0.000113|8.499999999999999e-05|35.0|2.65|0.0|2.03e-07|8.340000000000001e-05|-0.05219|3.8847|3.7035|-1347.475543|671.56|1150.38|0.4247|319.16|502.83|0.7016100000000001|-1347.2000369999998|-0.20404|7.9237|14.0|7.8539|7.8539
1d_a5|1|0|-4.455320158|0|6.605297921|0|1.217311475|0.0|-0.133500214|-0.006252818|-0.308010841|0.030074074|-0.2261588939999999|10.94437658|1|1|-0.000700145|-0.389011185|0.001493879|-0.38633065|2|0.7595197290000001|-0.058872605|-0.015804188|0.513260607|0|0.8965037640000001|-0.088396743|0.6271150670000001|0.007937625|-47.76176205|-46.58221594|4.288788702|-0.036640804|0.0|-25.80622135|56.83734591|0.471074204|484.3911442|1172.890724|-10.69678217|0.229495885|6.116537519|11.5640749|5717.438103|123.9992274|25.69414151|1027.76566|1.0|0.0|1.0|1.0|2.92|2.19|0.05|-8.88|6.37|54.46|0.0|0.0|1.0|4.0|-4.79|27.0|6.0|-5.73|366.34|0.0|1.0|1.6100000000000002e-05|1.0800000000000002e-05|0.00396|3.95|0.0|1.3300000000000002e-09|4.86e-07|-0.04528|4.8725|4.6112|-1288.340378|567.04|951.63|0.2805|254.46|414.59|0.5764600000000001|-1288.201219|-0.23519|5.3765|9333.0|5.03|5.03
2_a49|0|0|0.0|1|7.535296702|1|1.3438506419999998|2.12788659|-0.084499704|-0.004112807|-0.03981057|0.038726287|-0.041202373|10.92973199|1|1|0.004580676|-0.170631119|0.032521855|-0.320124905|2|0.79056501|0.084099874|0.00991453|0.7701578720000001|1|0.81348014|-0.08647612|0.41397907|0.01105681|-44.066695|-40.34672657|5.634353797999999|-0.028277173|0.0|-22.45560511|49.26352575|0.454163307|414.5350312|1550.010086|-7.34284831|0.284594011|5.667936413|10.38394173|4874.364109|145.02405359999997|20.14177325|845.9544764000001|1.0|0.0|1.0|1.0|3.09|2.5|0.15|-6.82|3.7|69.62|1.0|0.0|1.0|2.0|-3.53|25.0|3.0|-6.57|327.38|1.0|1.0|0.000292|0.000129|0.0421|2.43|0.0|1.51e-07|4.94e-05|-0.04372|5.4614|3743.0|-1046.018455|553.52|941.6|0.2988|227.02|371.96|0.68172|-1045.810794|-0.19923|6.7117|59.0|7.2291|7.2291
17_a15|0|0|0.0|0|0.0|0|1.43568899|0.0|-0.046866421|-0.0071363569999999|-0.071708785|0.036595745|-0.032903349|10.9544604|0|0|0.0032452509999999|-0.052628162|-0.170008473|-0.461493931|2|0.721188086|0.001376853|-0.023779626|0.740986227|0|0.880459235|-0.052869016|0.605886597|0.012890299|-40.50376584|-61.17023228|9.875456386|-0.027065991|58.47512431|-31.03055741|77.82445248|0.474165158|674.5333498|2104.883413|-15.88591693|0.346792631|7.967418828|15.15194163|6352.266784|265.6831633|31.74439379|1872.919233|1.0|1.0|1.0|1.0|3.63|3.99|0.15|-9.72|6.0|67.35|0.0|0.0|1.0|7.0|-5.93|33.0|4.0|-5.58|438.52|0.0|1.0|1.19e-06|2.26e-06|0.00099|4.78|0.0|1.9199999999999998e-10|8.43e-08|-0.03936|4.1461|3.8006|-1413.897695|752.08|1298.37|0.7247|299.04|663.81|0.7045100000000001|-1413.559128|-0.19509|7.1743|12.0|7.9208|7.9208
17a_a25|0|0|0.0|1|6.842683282|0|1.373200859|1.826085128|0.0055894319999999|-0.004137083|-0.036457743|0.043274232|-0.0688716509999999|10.93106298|1|1|0.006423059|-0.02776212|-0.047099434|-0.362222339|2|0.748718056|0.168247187|0.0114970419999999|0.659740852|1|0.874586929|-0.06234901|0.348821736|0.012665055|-44.46905084|-56.61512986|9.033070252|-0.0297670279999999|80.30332825|-31.71656603|67.57985355|0.468791604|623.7797651000001|2432.071525|-15.142307999999998|0.244019498|8.996672966|16.93624014|6250.571217000001|174.0415044|28.08362601|1572.683056|1.0|1.0|1.0|1.0|3.48|3.47|0.11|-9.98|5.31|72.7|0.0|0.0|1.0|7.0|-5.12|33.0|4.0|-6.18|433.5|0.0|1.0|7.5e-06|7.44e-06|0.00323|3.9|0.0|1.05e-10|4.54e-08|-0.05255|5.2683|3.9347|-1391.625102|747.06|1271.9|0.4076|235.34|598.67|0.6722|-1391.321455|-0.21559|5.1401|25.0|7.6021|7.6021
8c_a32|1|1|0.0|0|7.765993078999999|0|0.609420757|0.0|0.080016722|-0.0093793719999999|-0.04699673|0.036711712|-0.026048985|10.31100269|3|3|-0.001662219|-0.047650724|-0.0852122769999999|-0.578242111|0|0.845443342|-0.024032462|-0.11492754|0.7507116140000001|1|0.801747512|-0.076876481|0.263222951|0.016240436|-46.47597924|-58.93213925|9.818219446|-0.027548799|78.19443734|-28.09723623|74.36515033|0.447542891|484.6996147|3038.837633|-10.06868562|0.399315117|7.079719717000001|12.81496717|5773.240734|241.4075262|27.72624296|1275.407176|1.0|1.0|1.0|1.0|3.46|2.82|0.26|-7.65|4.19|140.04|0.0|1.0|1.0|7.0|-5.82|27.0|4.0|-6.45|397.52|0.0|1.0|1.5e-06|4.11e-05|0.0164|3.21|0.0|2.23e-08|8.86e-06|-0.04161|3.5673|3.5673|-1880.764533|646.97|1090.0|0.3272|347.56|516.78|0.70135|-1880.537558|-0.18873|10.2656|37.0|7.4318|7.4318
4f_a46|0|0|0.2096617139999999|1|7.825245291|1|1.134637108|2.190536659|-0.2265364489999999|-0.001035775|-0.001868546|0.045958333|-0.056114865|10.96352592|1|1|0.011806162|-0.154986658|-0.079238184|-0.150189733|2|0.74106323|-0.2076648489999999|-0.1697014539999999|0.69830739|0|0.934973206|-0.055836642|0.296072934|0.008734825|-30.29079362|-36.60887321|4.738551282|-0.022035297|56.50645576|-16.43243843|42.21890747|0.424708366|507.213176|1563.375755|-6.484875252999999|0.240157725|5.654067072999999|9.828175385|4661.569032|130.2830519|15.73210412|770.8731021000001|1.0|1.0|1.0|1.0|3.88|3.16|0.38|-7.21|4.71|43.6|0.0|0.0|1.0|3.0|-4.38|25.0|3.0|-5.65|332.44|1.0|1.0|4.18e-05|2.62e-05|0.00872|3.77|0.0|6.12e-08|2.04e-05|-0.02947|4548.0|4548.0|-1033.550809|591.51|1020.33|0.1719|272.61|493.53|0.69208|-1033.315821|-0.2202599999999999|3.7419|183.0|6.7375|6.7375
6d_a40|0|0|0.0|1|8.421342866|2|0.604893491|1.695192271|0.12627602|-0.015362927|-0.091548968|0.039160494|0.086704068|10.30179973|2|2|-0.00448098|-0.249967637|-0.025143559|-0.624951805|0|0.8361555479999999|-0.039077432|-0.289988439|0.604211552|1|0.663670372|-0.115007564|0.372705643|0.017359149|-73.59650182|-76.51205671|11.10859664|-0.050049893|38.04267542|-47.09642482|85.47607798|0.428134701|424.7009165|3212.360755|-20.49579149|0.13994759|6.908972922999999|12.08146906|7436.576348|89.55631|37.23994308|1601.317552|0.0|1.0|0.0|1.0|3.98|2.84|0.21|-4.31|3.63|173.43|2.0|1.0|2.0|5.0|-7.21|30.0|6.0|-6.36|460.52|0.0|1.0|6.18e-08|7.1e-06|0.00327|3.87|0.0|4.9e-05|0.0226|-0.09462|2.9559|2.9559|-2470.82949|656.5|1111.69|0.3518|419.45|511.88|0.6624800000000001|-2470.62267|-214.0|10.9021|1.0|8.9208|8.9208
12ap_a36|1|0|0.0|0|7.412764017000001|2|1.2970441659999998|0.0|-0.06398791|-0.007719624|-0.010732275|0.042739018|-0.105824575|10.95430638|1|1|0.001194592|0.117738331|-0.098598933|-0.436880644|1|0.832758813|-0.025198947|-0.074596774|0.8212311840000001|0|0.830587483|-0.082622504|0.27547717|0.0217479329999999|-54.21070432|-69.6632787|14.26936622|-0.037473093|0.0|-35.56900768|83.16347311|0.464588|544.9693552|2328.307856|-16.13217554|0.262148114|8.766216204|16.37284224|6003.481614|172.00197649999998|33.32245946|1699.445432|0.0|0.0|1.0|0.0|4.78|0.0|0.13|-6.66|1.76|92.99|0.0|0.0|1.0|5.0|-3.99|31.0|5.0|-7.08|406.44|0.0|0.0|0.000101|0.000113|0.0458|2.4|0.0|2.21e-07|8.97e-05|-0.06084|4.9124|3.8801|-1325.199863|691.41|1160.79|0.8819|252.39|553.28|0.6929|-1324.95298|-0.21788|9.6512|32.0|7.4949|7.4949
12q_a36|1|0|0.0|0|7.412764017000001|2|1.29701394|0.0|-0.0543475329999999|-0.00761082|-0.043678703|0.042804233|-0.0651906459999999|10.9598352|1|1|0.0010871589999999|0.1161527719999999|-0.103922055|-0.441747876|1|0.828371596|-0.017640538|-0.074349074|0.8065052890000001|0|0.82911927|-0.07607684|0.324924033|0.018562763|-49.18227989|-68.5549152|12.00048565|-0.038175515|0.0|-31.79544084|80.15866795|0.486620426|536.0103834|2380.245597|-15.95501778|0.231307611|7.546533709|14.69971555|6040.52496|149.536123|32.10617123|1605.308562|0.0|0.0|1.0|0.0|4.74|0.0|0.14|-7.18|2.54|69.2|0.0|0.0|1.0|5.0|-4.44|30.0|4.0|-6.49|415.88|1.0|1.0|3.64e-05|2.55e-05|0.0106|3.31|0.0|6.65e-08|2.77e-05|-0.05602|5.2375|3.8653|-1692.544456|683.51|1148.35|0.4239|236.72|531.58|0.6863199999999999|-1692.3116350000005|-0.2126199999999999|6.4226|6.0|8.2218|8.2218
12av_a36|1|0|0.0|0|7.412764017000001|2|1.297042752|0.0|0.049150854|-0.009925128|-0.081537769|0.04250591|-0.021036176|10.96037173|1|1|-0.000472698|0.1168328169999999|-0.126068378|-0.507136551|1|0.8076780109999999|-0.018133027|-0.067408377|0.817582774|0|0.752447733|-0.082283524|0.277834652|0.021666882|-57.31621925|-73.55299094|15.09249582|-0.035197712|124.9387725|-39.92474833|91.5101903|0.491188387|524.1323793|2354.591519|-17.07826447|0.328083083|8.975655204|17.64042914|6460.1184140000005|228.5327731|36.48912989|2079.880404|0.0|0.0|1.0|0.0|4.96|0.0|0.17|-6.93|1.65|98.3|0.0|0.0|1.0|7.0|-3.54|33.0|5.0|-7.66|438.48|0.0|0.0|0.000292|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|-0.05307|4.8408|3.4402|-1440.988179|733.21|1247.28|0.6698|256.12|588.31|0.70455|-1440.67411|-0.19429|6.1075|39.0|7.4089|7.4089
9c_a31|1|0|0.0|0|7.765993078999999|1|0.610135804|0.0|0.031715924|-0.013082561|-0.055520387|0.03482906|-0.1047269419999999|10.311698300000002|2|2|-0.000813398|-0.062065125|-0.138799714|-0.546598398|0|0.842823186|-0.000533581|-0.108617754|0.770283733|0|0.6746901059999999|-0.103325018|0.287455956|0.030296721|-65.84728287|-81.63444414|19.30758668|-0.035867334|552.8237349999999|-41.96335759|97.22026028|0.4558841429999999|429.9685721|2242.189942|-14.56678943|0.329283294|8.188627935|15.04941978|5658.985169|209.8466636|34.07943198|1703.9715989999995|1.0|1.0|1.0|1.0|3.66|3.09|0.35|-7.24|3.7|117.37|0.0|0.0|1.0|8.0|-5.23|28.0|5.0|-6.53|398.48|0.0|1.0|5.85e-06|6.94e-05|0.0277|3.1|0.0|5.79e-08|2.31e-05|-0.03249|3849.0|3849.0|-1618.157698|691.3|1147.93|0.2554|322.12|588.58|0.7007399999999999|-1617.892493|-0.19224|2.2323|0.42|6.3768|6.3768
21_a34|0|0|0.0|1|8.002694162000001|2|1.425532331|1.88614418|0.026135784|-0.012535886|-0.091664226|0.036880342|-0.004734657|10.94874873|1|1|0.00130996|-0.201539853|-0.254686357|-0.514364527|1|0.740092842|0.116926272|-0.015568862|0.660871869|0|0.676390843|-0.09533089|0.527371706|0.034163186|-63.96857813|-79.03896823|22.9240533|-0.041572921|77.34839362|-42.9239565|95.12565978|0.4688149339999999|453.8692584|2429.6035|-18.7187412|0.271739906|7.253455092999999|13.65523159|7048.305909000001|182.341897|38.30514214|1953.562249|0.0|1.0|1.0|1.0|3.43|3.52|0.12|-7.68|3.23|86.55|1.0|0.0|1.0|4.0|-4.5|33.0|6.0|-6.83|438.43|0.0|0.0|3.14e-05|1.94e-05|0.0085|3.02|0.0|2.07e-08|9.06e-06|-0.07534|4.3011|3091.0|-1483.3359380000002|698.17|1182.6|0.2174|288.26|530.93|0.69292|-1483.057743|-0.20872|7.9399|3.36|5.4737|5.4737
13k_a6|1|0|0.0|0|7.412764017000001|1|1.42421381|0.0|0.031525207|-0.014257799|-0.132667824|0.04162037|0.0809333929999999|10.95129637|1|1|-0.006280295|0.08217847|-0.045794891|-0.5627624379999999|1|0.7908110340000001|0.1373649019999999|-0.123105035|0.827754203|0|0.641032542|-0.11937574|0.212093198|0.0296987679999999|-82.8774254|-88.29427104|20.6185734|-0.045420752|113.5526088|-57.53822059|100.7779947|0.426031882|445.0412356000001|3332.974951|-21.89246528|0.202868306|8.370126134|14.58291125|6492.211639|140.8427117|39.55891914|2215.299472|1.0|1.0|1.0|1.0|3.68|2.8|0.16|-8.89|3.8|115.15|0.0|0.0|1.0|7.0|-5.49|33.0|5.0|-6.59|441.48|0.0|1.0|3.26e-06|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|1.29e-09|5.7e-07|-0.04851|5112.0|3.5476|-1465.862962|731.25|1246.69|0.3971|242.53|577.68|0.70536|-1465.557346|-0.1944|10.5079|46.0|7.3372|7.3372
47p_a18|0|0|0.0|0|7.03438793|1|1.25117677|0.0|-0.001819106|-0.005394244|-0.04760181|0.037575758|-0.015960677|10.94701988|0|0|0.003537135|0.037961877|-0.1736074389999999|-0.441700685|0|0.726294118|0.030970815|-0.082977829|0.710266593|0|0.832954548|-0.06909945|0.278332428|0.007989903|-51.14496913|-61.12351185|5.913843751|-0.030813794|48.48855261|-37.85569728|69.19354871|0.488811071|616.5234972999999|1367.4309119999998|-16.88114242|0.181540558|9.923659881|19.41290064|6726.61969|134.3699001|27.86610962|1867.029344|1.0|0.0|1.0|1.0|4.29|0.0|0.28|-9.03|3.34|76.5|1.0|0.0|1.0|9.0|-5.67|35.0|3.0|-6.07|468.59|1.0|0.0|2.13e-06|5.34e-06|0.0025|4.35|0.0|9.35e-10|4.38e-07|-0.05628|3.2036|3.2036|-1493.759811|795.43|1391.71|595.0|387.01|732.84|0.6937800000000001|-1493.338659|-0.18746|4.6652|64.0|7.1938|7.1938
14y_a23|0|1|0.0|2|7.423568444|0|1.197960595|3.3149940630000003|0.0600764409999999|-0.005875443|-0.022719307|0.046678487|-0.051539811|10.31321795|2|2|0.007229683|0.07646106|-0.069023218|-0.4598871539999999|2|0.802520527|0.137426346|-0.049318182|0.64069202|1|0.925252932|-0.057809342|0.2271539169999999|0.018804822|-39.9727336|-55.74067298|13.00274534|-0.034303507|82.29531392|-27.63946733|67.16839951|0.486730407|639.7735629|2336.815247|-16.40099384|0.21677451|8.213390641|16.00209862|7320.809595999999|149.890474|30.28429949|1423.362076|0.0|1.0|0.0|1.0|3.41|3.49|0.05|-8.57|5.32|105.02|1.0|0.0|1.0|5.0|-6.77|32.0|4.0|-5.8|480.37|0.0|0.0|1.7e-07|7.37e-07|0.000354|4.83|0.0|2.6899999999999996e-09|1.29e-06|-0.08374|3.6413|3.6413|-2549.104894|713.1|1217.48|444.0|340.49|585.2|0.61338|-2548.8917260000003|-0.2331599999999999|6.5205|4.0|8.4225|8.4225
19_a20|1|0|0.0|0|6.842683282|0|1.4009239059999998|0.0|0.071176085|-0.0096278259999999|-0.130949446|0.0396875|0.077469518|10.94899558|1|1|-0.004654742|0.175308615|-0.049177437|-0.5838248970000001|3|0.7619768840000001|-0.143992458|-0.105118869|0.7741509329999999|1|0.754452534|-0.091725453|0.25624423|0.013643765|-60.26825633|-65.49811346|8.964643162|-0.038340404|88.19441661|-39.5992891|75.98477124|0.483310517|495.7134289|1818.518838|-16.55214209|0.203929412|7.950138729|15.38668579|6325.747732|133.9919257|31.64490997|1645.535318|1.0|1.0|1.0|1.0|3.49|2.49|0.08|-9.63|4.08|110.44|0.0|0.0|1.0|5.0|-4.89|32.0|5.0|-6.8|420.47|0.0|1.0|1.29e-05|2.6600000000000003e-05|0.0112|2.91|0.0|2.34e-10|9.86e-08|-0.06767|3.3616|3.3616|-1368.413151|687.79|1190.68|0.2998|368.83|519.34|0.6987399999999999|-1368.129074|-0.2067|6.3327|2.6|5585.0|5585.0
33_a20|0|0|0.0|1|6.842683282|0|1.4175014119999998|1.915285809|-0.188733405|-0.00145476|0.023539095|0.0388043479999999|-0.061975089|10.93244905|1|1|0.008780074|0.248715569|-0.036258691|-0.1771816269999999|2|0.74131936|-0.0854333469999999|-0.10978034|0.607038752|1|0.9493896|-0.058927252|0.399354817|0.012738882|-38.58254635|-45.72654913|8.340767701|-0.0265385579999999|64.93395624|-25.26187502|54.60811436|0.465855239|621.611679|2274.654579|-11.3769728|0.240643818|8.062843544|15.094865900000002|5916.443448|157.56124519999997|22.88265911|1144.132956|0.0|1.0|1.0|1.0|3.39|3.59|0.08|-9.69|5.39|67.39|0.0|0.0|1.0|4.0|-5.6|31.0|4.0|-5.58|401.46|0.0|1.0|2.48e-06|2.98e-06|0.0012|4.47|0.0|2.04e-10|8.199999999999999e-08|-0.0582899999999999|5443.0|3.8867|-1275.852801|689.51|1174.95|0.6157|227.79|563.98|0.6129|-1275.602977|-0.21788|5.0369|34.0|7.4685|7.4685
