molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|nARing|MATS2c|AATSC1c|AATSC1s|JGI4|SaaaC|MATS8i|BCUTi-1|n5aHRing|AATSC7i|MATS1i|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|PBF|FPSA3|PNSA3|PNSA5|PPSA3|FNSA4|WNSA5|RPCS|FNSA2|PNSA4|DPSA3|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
11_a1|0.0|1|0|3.3361517380000003|0.0|1|0.033732316|-0.018080197|-0.196819043|0.035620155|0.0|-0.05257082|10.94957487|1|0.126722854|-0.07452948|0.823460272|0.747358374|-0.075188762|0.8086124090000001|0.7846345840000001|0.2027328789999999|0.034974992|-77.81495049|-74.35738693|20.62225192|-0.048723884|-43.84323456|84.40380304|-2.143850877|-28.7289904|98.43720241|-1264.075578|0.248121855|7.43666407|14.2257294|0.912918113|5798.645137|-745.3349875|38.20963621|-297.0290662|1681.223993|495.0560271000001|15.44994131|1.0|1.0|1.0|1.0|3.25|0.05|-7.47|4.28|1.0|0.0|1.0|6.0|-6.27|385.37|0.0|0.0|3.22|0.00327|3.35|0.0|3.35e-08|1.29e-05|3.1924|614.86|1036.18|388.38|0.5573|331.66|471.76|0.68162|0.69914|-1312.241032|0.3201|-0.12916|5.0526|-0.19462|0.03413353|6.7696|6.7696
4_a18 (SD-208)|0.0|0|0|0.0|0.0|2|0.055002235|-0.012457606|-0.113324634|0.040864198|0.0|-0.009648044|10.95382003|0|-0.047745689|-0.15379315|0.773173718|0.83508768|-0.098971722|0.904723479|0.721664823|0.115284206|0.0211761979999999|-40.10670787|-51.27494074|10.90456851|-0.034985357|-26.40375252|0.0|-1.2944582059999998|-18.01551972|51.01127638|-666.5742296|0.397970979|6.239898178|11.42979655|0.831728055|5348.394288|-343.2487827|29.9246699|-105.0785813|1107.212786|363.2306414|18.35993987|1.0|1.0|1.0|1.0|2.77|0.0|-8.15|3.54|1.0|0.0|1.0|6.0|-6.31|352.75|0.0|0.0|3.11|18.0|3.02|0.0|7.06e-09|2.49e-06|3.2777|537.47|895.83|378.26|0.2761|239.56|396.17|0.4646|0.69028|-1542.15786|0.2316|-0.13588|3.4629|-0.2358|0.0199445|7.0969|7.0969
17b_a6|0.0|1|0|3.375166525|0.0|1|0.1012747369999999|-0.01272079|-0.0265090529999999|0.042739018|0.0|-0.0385646|10.949638|1|0.231025646|-0.10896749|0.850080948|0.7788169070000001|-0.138423611|0.8370824240000001|0.8013954109999999|0.318652397|0.03122461|-62.63196368|-71.65078895|20.48861696|-0.041494349|-47.0150166|557.7093661|-2.074717455|-27.2272998|83.12058064|-1361.36499|0.229332826|8.974770742|16.46390151|0.834464855|5985.963521|-893.2853154999999|35.32951798|-355.2067434|1766.4758989999998|627.4287311|13.06809384|1.0|1.0|1.0|1.0|3.53|0.12|-9.01|4.98|2.0|0.0|1.0|5.0|-5.89|409.44|0.0|0.0|3.6|0.000637|4.09|0.0|9.77e-10|4e-07|2.9964|690.98|1168.62|413.78|0.3949|349.8|575.2|0.69615|0.7016100000000001|-1349.830814|0.0033|-0.12545|5.3385|-0.18281|0.02458322|6.8153|6.8153
12q_a36|0.0|1|0|3.453150038|0.0|2|-0.0543475329999999|-0.00761082|-0.043678703|0.042804233|0.0|-0.0651906459999999|10.9598352|1|0.1161527719999999|-0.103922055|0.8941919290000001|0.828371596|-0.074349074|0.8839272779999999|0.8065052890000001|0.324924033|0.018562763|-49.18227989|-68.5549152|12.00048565|-0.038175515|-44.31949385|0.0|-1.908775752|-24.67976947|61.18276554|-1233.988474|0.231307611|7.546533709|14.69971555|0.947876484|6040.52496|-797.7508892000001|32.10617123|-347.4093916|1605.308562|629.5017194000001|11.60375275|0.0|0.0|1.0|0.0|4.74|0.14|-7.18|3.35|1.0|0.0|1.0|4.0|-6.49|415.88|0.0|1.0|2.34|0.0151|3.31|0.0|6.65e-08|2.77e-05|3.8653|683.51|1148.35|320.77|0.4239|236.72|531.58|0.39919|0.6863199999999999|-1692.3116350000005|0.3419|-0.1566|4.6718|-0.2126199999999999|0.03415678|8.2218|8.2218
4r_a46|0.0|0|0|0.0|-0.03033057|1|-0.173617329|-0.002826188|-0.074041799|0.044728682|0.0|-0.1129698999999999|10.96363493|1|-0.237647432|-0.055572881|0.7794598220000001|0.810646641|-0.070397185|0.8549242340000001|0.76719475|0.261414008|0.011446215|-42.06465252|-43.14814202|6.071841742999999|-0.0259595379999999|-22.88867429|0.0|-1.220098292|-13.77068362|48.13649426|-647.2221302999999|0.285368722|5.81085807|10.69131411|0.839885604|4775.760774|-343.3301143|19.26963463|-227.7097083|905.6728276|496.0386301|8.076584289|1.0|0.0|1.0|1.0|3.82|0.35|-6.25|3.56|0.0|0.0|1.0|4.0|-6.83|334.41|0.0|1.0|2.7|271.0|2.12|0.0|5.64e-07|0.000188|4.5209|571.75|986.04|274.25|0.1404|274.25|467.85|0.69085|0.69085|-1069.231407|0.1404|-0.18999|2.6630000000000003|-0.2207199999999999|0.02826942|5.8499|5.8499
1g_a5|0.0|1|0|2.942391606|0.0|0|-0.203595168|-0.003919036|-0.010620031|0.027447447|0.0|-0.132678208|10.94875199|1|-0.019057802|-0.010807075|0.74740095|0.7778380309999999|-0.067172264|0.8393686990000001|0.717355058|0.39389953|0.020418692|-37.59983870000001|-39.8807456|10.9506874|-0.027205531|-21.388323|0.589719781|-1.11542677|-14.59051668|48.55052611|-598.211184|0.38606657|7.312498266|13.83149499|0.891486942|4639.260975|-320.82484500000004|23.76563316|-122.2065919|974.3909596|422.96706330000006|14.46845291|1.0|1.0|1.0|1.0|2.79|0.05|-8.14|4.5|0.0|0.0|1.0|4.0|-6.15|328.37|0.0|1.0|3.09|0.0304|3.03|0.0|7.190000000000001e-09|2.36e-06|4.1733|572.15|961.17|297.09|0.1769|259.26|448.93|0.4386899999999999|0.66164|-1065.675316|0.0504|-0.17042|3.4883|-0.20972|0.02730461|6.9393|6.9393
13m_a6|0.0|1|0|3.415695704|0.0|0|0.031719435|-0.010840005|-0.135152403|0.0446875|1.617900191|0.054340057|10.9505335|1|0.037052986|-0.068956229|0.870730542|0.7767360059999999|-0.031564227|0.832753533|0.82642394|0.429009107|0.01858251|-68.97140339|-75.05944278|12.95736535|-0.0378750189999999|-52.33806464|95.67846949|-2.045251|-26.40980394|81.92876874|-1426.129413|0.263701|8.435961541000001|16.2526769|0.926594475|6412.592679|-994.4232282|35.8683143|-329.5370141|1936.888972|724.3873672999999|14.59313027|1.0|1.0|1.0|1.0|3.59|0.08|-9.67|4.19|1.0|0.0|1.0|5.0|-7.23|435.48|0.0|0.0|2.67|0.00987|2.43|0.0|2.1499999999999998e-10|9.35e-08|3.3359|726.28|1231.54|371.67|275.0|316.88|546.69|0.66475|0.64753|-1423.448957|0.1924|-0.13817|4.2913|-0.20954|0.04955777|8.0|8.0
12b_a5|0.0|0|0|0.0|0.0|2|-0.297319874|-0.001991527|0.023224044|0.0252713179999999|0.0|-0.119503073|10.94620104|0|-0.033279992|-0.070406884|0.8417504029999999|0.779793078|-0.033036296|0.819417554|0.8121510009999999|0.350286421|0.016556707|-41.76622313|-43.25430513|10.44150403|-0.020455699|-27.27837078|0.0|-1.165974822|-12.90040679|52.20772716|-735.3231872|0.4696203889999999|8.398709622|16.16438947|0.924627734|5501.255679|-463.7323032|24.32296891|-38.31786425|1386.409228|727.8586176|16.27715102|1.0|0.0|1.0|1.0|4.05|0.33|-7.67|3.29|1.0|0.0|1.0|6.0|-7.57|397.47|0.0|1.0|1.44|2.0|1.63|0.0|2.14e-08|8.5e-06|1.4454|669.05|1149.51|857.76|0.2345|268.62|505.16|0.42949|0.70615|-1276.940335|0.0001|-0.06212|5.7174|-0.16607|0.03447919|7.3768|7.3768
17_a4|0.0|0|0|0.0|-4.533317957|1|-0.188642713|-0.006491052|-0.319716072|0.043084795|0.0|-0.3948966229999999|10.94611837|1|-0.073733221|-0.0179434139999999|0.49887819|0.772721853|-0.12969185|0.8347553529999999|0.484393047|0.332034943|0.01061251|-45.75108579|-46.06264282|5.472562628|-0.042181562|-23.75316417|0.0|-1.5185362180000002|-21.75180355|51.22364842|-783.0649279|0.138303414|5.923504372999999|10.65499029|0.798764653|5322.773303|-403.8037909|25.24299609|-373.0328031|908.7478594|319.5521911|6.61489113|0.0|0.0|1.0|0.0|3.31|0.11|-6.56|4.59|1.0|0.0|1.0|6.0|-5.56|345.29|1.0|0.0|4.29|0.0152|4.01|0.0|2.74e-07|9.44e-05|4.3363|527.39|873.5|285.92|0.2045|285.92|413.28|0.47353|0.47353|-1255.881628|0.2045|-0.17559|4.8197|-0.21745|0.02636403|6057.0|6057.0
4l_a46|0.0|0|0|0.0|0.171853072|1|-0.058870177|-0.004736212|-0.075241716|0.049498645|0.0|-0.060895366|10.94631401|1|-0.1012114369999999|0.0071939419999999|0.7940662409999999|0.726535412|-0.229089688|0.762625193|0.7936534740000001|0.291762764|0.00657916|-51.45056667|-48.19533497|3.721888783|-0.030068681|-27.26452605|0.0|-1.533502748|-17.01011822|55.17245545|-867.5160294|0.116549199|5.80829255|9.833034117|0.692930243|4865.794981|-490.7614689|19.25417715|-433.8429998|981.9630347|579.2365607|3.468091068|1.0|1.0|1.0|1.0|3.92|0.36|-7.0|4.64|1.0|0.0|1.0|3.0|-5.23|347.45|0.0|1.0|4.08|0.00182|4.49|0.0|9.980000000000001e-08|3.47e-05|4.4542|612.39|1057.06|278.36|0.2504|229.55|526.77|0.3756|0.68584|-1092.484863|0.1523|-0.18567|2.6588|-0.20351|0.03506136|7.0088|7.0088
33_a20|0.0|0|0|0.0|0.0|0|-0.188733405|-0.00145476|0.023539095|0.0388043479999999|2.0219022580000003|-0.061975089|10.93244905|1|0.248715569|-0.036258691|0.616352201|0.74131936|-0.10978034|0.802353442|0.607038752|0.399354817|0.012738882|-38.58254635|-45.72654913|8.340767701|-0.0265385579999999|-29.9394021|64.93395624|-1.326927921|-17.37608867|46.92331405|-868.8044333999999|0.240643818|8.062843544|15.094865900000002|0.8721516570000001|5916.443448|-568.84864|22.88265911|-339.6262863|1144.132956|664.4562602999999|8.881565237|0.0|1.0|1.0|1.0|3.39|0.08|-9.69|5.33|2.0|0.0|1.0|4.0|-5.58|401.46|0.0|0.0|4.28|0.000997|4.47|0.0|2.04e-10|8.199999999999999e-08|3.8867|689.51|1174.95|318.99|0.6157|227.79|563.98|0.27375|0.6129|-1275.602977|0.0463|-0.15959|3.5714|-0.21788|0.02957286|7.4685|7.4685
IN1166_a11|0.0|1|0|3.433539068|0.0|0|-0.089778965|-0.006882528|-0.008507023|0.044021739|1.643912856|0.0266218529999999|10.95053349|1|0.032420935|-0.126749697|0.841211811|0.765593573|-0.067328767|0.827254552|0.790249345|0.551933595|0.0200246639999999|-51.07061499|-61.90325275|13.82641888|-0.031642539|-42.74230509|20.83871871|-1.6137695069999998|-21.84820685|64.89703387|-1114.258549|0.305697179|6.777827685|12.63334911|0.8639230290000001|6310.825439|-769.3614916|31.46783535|-268.3203251|1604.859603|676.2770877|14.86669859|1.0|1.0|1.0|1.0|3.51|0.08|-10.18|5.01|1.0|0.0|0.0|5.0|-6.52|417.47|0.0|0.0|3.31|0.00323|3.27|0.0|6.59e-11|2.75e-08|3.2827|704.48|1198.36|377.7|0.3425|248.68|554.63|0.4358399999999999|0.6998300000000001|-1347.012407|0.1239|-0.13823|3365.0|-0.21098|0.04189898|7.9318|7.9318
12j_a30|0.0|0|0|0.0|0.0|2|0.04148877|-0.006336585|-0.033312179|0.043848238|0.0|0.0074730759999999|10.31162861|1|-0.0431311459999999|-0.053644471|0.8414737059999999|0.795446883|-0.130412856|0.846470093|0.7991060659999999|0.328405591|0.015613498|-47.76354083|-60.832977500000005|10.09017681|-0.036204884|-39.31313154|0.0|-1.882653966|-23.39729904|57.85371764|-1216.65955|0.1865388989999999|8.067697897|15.41574553|0.91079856|6105.3402670000005|-786.2626307999999|28.76265258|-405.1466163|1495.657934|686.039456|8.71869951|0.0|1.0|1.0|0.0|4.76|0.17|-7.01|4.35|2.0|0.0|1.0|4.0|-5.81|412.51|0.0|0.0|2.91|0.0009119999999999|4.23|0.0|9.75e-08|4.02e-05|3.4788|695.8|1175.75|356.4|0.2163|238.56|549.64|0.3087|0.68625|-1614.831741|0.1516|-0.14772|4.6727|-0.1987799999999999|0.03201935|8058.0|8058.0
34_a47|0.0|0|1|0.0|0.0|0|-0.210257395|-0.004157676|-0.064842466|0.03522792|1.741433543|-0.043634386|10.98214103|1|-0.208989427|-0.1430639269999999|0.62974551|0.833786184|0.128336294|0.89234354|0.609110565|0.437215023|0.019723558|-34.3104683|-49.91779281|10.92238452|-0.029348287|-27.64315244|0.0|-1.261976347|-16.25230464|45.23285281|-698.8490993|0.346006784|7.066583143|12.96364153|0.834499257|5105.274301|-387.0041342|24.85087647|-170.55473480000003|1068.587688|439.9906467|12.74960652|1.0|1.0|1.0|1.0|3.19|0.16|-7.47|3.34|0.0|0.0|1.0|5.0|-6.66|348.38|0.0|1.0|3.02|0.0929|2.49|0.0|3.36e-08|1.17e-05|3.8892|585.79|980.02|318.79|0.2309|294.66|436.88|0.6602399999999999|0.69314|-1162.283641|0.1718|-0.16086|4.4605|-0.21536|0.03084502|8.7|8.7
20a_a10|0.0|0|0|0.0|0.0|1|-0.0774974029999999|-0.0034618129999999|0.049376168|0.036415094|1.896409603|-0.010695558|10.9296614|1|-0.058994157|-0.049146504|0.661219642|0.755429696|0.019448804|0.817646497|0.63495222|0.591835899|0.013618456|-43.19189039|-47.37850712|8.860330345|-0.028008251|-30.82502228|47.01787447|-1.456429076|-18.22250274|52.05222074|-947.5701424|0.266548108|8.419180593|15.37476788|0.826159649|6729.996773999999|-616.5004457|24.84485067|-303.7731758|1291.932235|719.5272609|10.76131538|0.0|1.0|1.0|1.0|3.48|0.11|-9.44|5.06|2.0|0.0|1.0|5.0|-5.82|429.47|0.0|0.0|4.27|0.000888|4.36|0.0|3.61e-10|1.55e-07|3.8312|696.63|1200.92|323.62|0.2738|259.16|524.02|0.50193|0.6864600000000001|-1388.897416|107.0|-0.1613099999999999|2.9429|-0.2274199999999999|0.03217287|5.9208|5.9208
13e_a6|0.0|1|0|3.433539068|0.0|0|-0.089778965|-0.006882528|-0.008507023|0.044021739|1.643912856|0.0266218529999999|10.95053349|1|0.032420935|-0.126749697|0.841211811|0.765593573|-0.067328767|0.827254552|0.790249345|0.175643236|0.0183790889999999|-49.62570093|-62.36320497|12.28502792|-0.032929004|-41.68507499|0.0|-1.679379203|-22.01054293|61.91072885|-1122.537689|0.277469482|7.973429837999999|14.346067199999998|0.799234143|6147.8097210000005|-750.3313497|30.46313253|-297.4895642|1553.619759|676.2770877|13.06309302|1.0|1.0|1.0|1.0|3.51|0.08|-10.18|5.01|1.0|0.0|0.0|5.0|-6.52|417.47|0.0|0.0|3.31|0.00323|3.27|0.0|6.59e-11|2.75e-08|3.2475|713.3|1202.5|381.78|0.8312|207.04|567.24|0.38609|0.7034199999999999|-1347.014564|0.0104|-0.1327|10.1884|-0.20804|0.03809808|7.9208|7.9208
15b_a50|0.0|0|1|0.0|0.0|1|-0.144363623|-0.0045393|-0.05484142|0.032843915|2.018777006|-0.06083723|10.94501702|2|-0.17223348|-0.131737048|0.79846758|0.8259784720000001|-0.216393362|0.8833003970000001|0.764606364|0.447220762|0.020083792|-47.20879251|-46.13641893|11.48191704|-0.028069672|-26.37622116|0.0|-1.291204916|-16.04745006|58.69070955|-738.1827030000001|0.3609826579999999|6.89125222|13.22671714|0.919348867|5205.2135960000005|-422.0195386|25.11269883|-158.95261259999998|1155.184146|510.3677388|13.90004811|1.0|1.0|1.0|1.0|3.56|0.19|-5.72|2.71|1.0|0.0|2.0|4.0|-6.98|357.41|0.0|1.0|2.37|0.2339999999999999|2.11|0.0|1.92e-06|0.000687|4.0561|613.37|1035.3|305.67|0.1796|305.67|475.99|0.65917|0.65917|-1160.275856|0.1796|-0.16737|6.9054|-0.20071|0.03528279|7.1024|7.1024
13f_a6|0.0|1|0|3.440154557|0.0|0|-0.088329567|-0.006930367|-0.008507023|45.0|1.651047524|-0.071478789|10.95053349|1|0.079490516|-0.126749697|0.841211811|0.77199166|-0.088948538|0.834167942|0.790249345|0.176745407|0.018554018|-49.2635105|-62.41821579999999|12.46087045|-0.032802223|-41.92004677|0.0|-1.672913351|-22.02995852|61.72438096|-1123.527884|0.279288145|9.050440345|15.13042752|0.6717890999999999|6128.208571|-754.5608419|30.56694343|-296.4599736|1558.914115|676.2770877|13.19352214|1.0|1.0|1.0|1.0|3.56|0.08|-10.18|5.01|1.0|0.0|0.0|5.0|-6.52|417.47|0.0|0.0|3.19|0.00323|3.27|0.0|6.59e-11|2.75e-08|3139.0|711.29|1202.78|394.98|901.0|256.1|568.41|0.49643|0.70541|-1347.018087|0.0048|-0.12805|10.8469|-0.2059099999999999|0.03437105|7.3768|7.3768
23_a10|0.0|0|0|0.0|0.0|1|-0.12979844|-0.00264793|0.012558932|0.036666667|1.981673861|-0.000458688|10.92966139|1|-0.0502296329999999|-0.130679|0.7338945809999999|0.754150918|-0.043248272|0.800727358|0.706648116|0.535680357|0.009615852|-35.17017083|-51.27837225|6.81095873|-0.02685653|-36.32074126|53.00900704|-1.6651048819999998|-19.02262196|41.98112956|-1179.402562|0.238800348|8.755988318|17.02048484|0.943867925|7034.375112000001|-835.377049|24.9903188|-370.018179|1549.399766|930.6293092|9.487107794|1.0|1.0|1.0|1.0|3.8|0.21|-9.84|5.11|2.0|0.0|1.0|5.0|-5.93|461.56|0.0|0.0|4.5|0.00193|4.48|0.0|1.44e-10|6.66e-08|3.8034|768.3|1336.11|325.98|0.2089|325.98|606.18|0.67647|0.67647|-1469.838069|0.2089|-0.15858|3.8115|-0.21158|0.02986448|6.1249|6.1249
7h_a8|0.0|1|0|2.99743835|0.0|0|-0.118981425|-0.00534208|-0.073219554|0.04737037|0.0|-0.0873792009999999|10.94341365|1|-0.043606497|0.052081992|0.515235986|0.7051689170000001|0.041366689|0.7677336090000001|0.507325475|0.314190914|0.011647275|-53.71230941|-53.88211443|6.71377223|-0.041038456|-31.05895923|47.81104825|-1.6825766830000002|-23.65556243|60.42608164|-969.8780597|0.107169655|7.589672923999999|13.42380338|0.768693264|5657.402114|-559.0612661|26.49502512|-452.8739011|1086.29603|446.5544107|5.061650885|0.0|1.0|0.0|0.0|3.12|0.0|-8.46|5.52|2.0|0.0|1.0|4.0|-5.27|373.35|0.0|0.0|4.63|0.00078|4.66|0.0|3.5e-09|1.31e-06|3.9282|593.53|999.62|315.62|0.3885|315.62|500.94|0.6963199999999999|0.6963199999999999|-1285.017252|0.3885|-0.16076|7.0847|-0.22875|0.03092828|4.9788|4.9788
6_a27|0.0|1|0|2.6137160880000003|0.0|0|0.1718757239999999|-0.007874167|-0.072298665|0.042942943|1.221528093|0.075248207|10.93737136|1|-0.406859288|-0.1044763|0.678057835|0.787663648|0.1272522519999999|0.849515128|0.650575651|0.344065059|0.020552125|-38.92545695|-44.56839492|10.17466399|-0.034625042|-22.06430895|61.10118428|-1.35037664|-17.14169035|49.10012093|-668.5259238|0.2251796019999999|5.010042219|9.500048379|0.896201262|4761.820508|-330.96463430000006|22.12343713|-272.1086175|862.8140479|373.9912084|8.095338503999999|0.0|0.0|0.0|0.0|3.0|0.11|-6.67|3.48|0.0|0.0|1.0|4.0|-6.55|317.34|0.0|1.0|2.71|0.0768|2.37|0.0|2.16e-07|6.86e-05|4.1391|526.9|896.68|299.55|0.1915|223.61|401.49|0.3366099999999999|0.61083|-1043.678244|163.0|-0.17007|2.7521|-218.0|0.02494141|9.0|9.0
4p_a46|0.0|0|0|0.0|0.122217892|1|-0.060700883|-0.004413243|-0.038295755|0.046533816|0.0|-0.205494852|10.93681929|1|-0.251219946|0.066453878|0.7471162309999999|0.747019097|-0.1623103719999999|0.7911509609999999|0.751334374|0.3352802039999999|0.007398064|-56.55658053|-47.22779946|4.195717966|-0.029978645|-26.78464688|0.0|-1.498932241|-17.00200781|60.7522985|-850.1003902999998|0.12579435|5.828038618|10.10955243|0.734640605|5167.091582|-482.1236438|19.44852199|-424.4519674|972.4260993|585.8536976|3.822678404|0.0|1.0|1.0|0.0|3.89|0.3|-7.05|4.85|2.0|0.0|1.0|3.0|-5.09|357.45|0.0|1.0|4.25|0.000567|4.77|0.0|8.95e-08|3.2e-05|3.9958|598.19|1058.54|310.28|0.2363|226.26|537.47|0.43709|0.70138|-1129.3914619999998|0.0763|-0.16819|3.6961|-0.20749|0.03979459|6.4672|6.4672
14p_a23|0.0|0|1|0.0|0.0|0|0.044380583|-0.005975594|0.006191846|0.045165485|0.733042138|-0.060144819|10.31321773|2|0.080581604|-0.0686282459999999|0.708395022|0.799506006|-0.090287278|0.8683808959999999|0.669357479|0.223758613|0.0221104079999999|-42.52653933|-54.50240143|14.91710363|-0.033660197|-36.77082544|84.65359899|-1.615689464|-22.70933393|57.44364296|-1090.0480289999998|0.248361701|9.014073839|16.84664803|0.868927227|6696.264498|-735.4165088|30.21311441|-339.5427625|1450.229492|646.2584547|12.86362369|0.0|1.0|1.0|1.0|3.48|0.04|-7.47|3.4|1.0|1.0|1.0|5.0|-6.62|436.49|0.0|0.0|3.25|0.0009109999999999|3.3|0.0|3.39e-08|1.4800000000000002e-05|3.5752|699.61|1191.08|346.79|0.3802|346.79|573.24|0.6816|0.6816|-1721.933314|0.3802|-0.14774|7.4033|-0.2382|0.02935511|8.5302|8.5302
18a_a25|0.0|0|0|0.0|0.0|0|-0.151473962|-0.0029953159999999|-0.019008377|0.038167849|2.050257213|-0.018419483|10.31286118|1|0.106305991|-0.037072518|0.761417363|0.7385460309999999|-0.035531959|0.792935475|0.7291583840000001|0.341320954|0.0095281269999999|-37.07961488|-51.83514755|6.317215793|-0.03097773|-34.36707071|0.0|-1.641819678|-20.53845469|43.39683067|-1088.538099|0.182927961|7.39539242|14.59524518|0.973559258|6523.923911999999|-721.7084848|25.136651|-420.4420243|1332.242503|759.4953883|7.615762647|1.0|1.0|1.0|1.0|3.5|0.08|-9.78|5.89|2.0|1.0|1.0|3.0|-5.58|435.54|0.0|0.0|4.53|0.000202|4.76|0.0|1.67e-10|7.28e-08|3.1711|694.17|1229.09|390.98|0.3234|225.57|556.26|0.2834|0.5274399999999999|-1674.982248|0.0027|-0.15732|3.1313|-0.21323|0.02456497|7.0269|7.0269
9d_a31|0.0|1|0|3.456767212|0.0|1|0.036844743|-0.012442213|-0.043220149|0.0359583329999999|0.0|-0.0938310919999999|10.31169788|2|-0.091744753|-0.134504227|0.8066174070000001|0.8343242820000001|-0.0375445629999999|0.873955169|0.771222772|0.3655337879999999|0.029032453|-66.96024848|-81.53295088|19.79432796|-0.033844766|-55.58917047|560.5224416|-1.793772606|-23.07536346|86.75457645|-1222.994263|0.336380477|9.436176796|17.39409698|0.8433415740000001|5748.743284|-833.8375571|34.77197803|-223.1115993|1842.914835|647.1500428999999|16.31369927|1.0|1.0|1.0|1.0|3.8|0.38|-7.63|6.04|2.0|0.0|1.0|5.0|-6.36|412.51|0.0|0.0|3.65|0.0010199999999999|3.46|0.0|2.3500000000000002e-08|9.69e-06|3.8478|727.27|1202.79|322.22|0.2611|322.22|630.49|0.7006899999999999|0.7006899999999999|-1657.1791449999998|0.2611|-0.15969|2.6311|-0.19426|0.04331056|6.2218|6.2218
3b_a49|0.0|0|0|0.0|0.0|1|-0.003115526|-0.0057605869999999|-0.055724324|0.034155556|1.844602991|-0.010613212|10.92976559|1|-0.151131362|0.000511959|0.7745859279999999|0.794997634|0.006213385|0.845992028|0.749565191|0.482434361|0.013576151|-54.04959517|-51.77986692|8.304484449|-0.0276739079999999|-31.67356498|81.60358988|-1.439043207|-16.92803342|62.35407961|-880.2577376|0.3431340539999999|7.236413572000001|13.85181805|0.914182753|5934.158315|-538.4506046|25.77091035|-191.9087104|1340.087338|641.1445234|13.13798859|1.0|1.0|1.0|1.0|3.37|0.22|-7.58|3.16|1.0|0.0|1.0|5.0|-7.42|398.46|0.0|0.0|2.38|0.1169999999999999|1.84|0.0|2.64e-08|1.05e-05|3.8418|664.15|1132.92|322.72|0.1978|265.67|480.08|0.5798|0.6632|-1293.048179|0.0759|-0.1587|3.0055|-0.21985|0.0368692|7.6021|7.6021
19_a34|0.0|0|0|0.0|0.0|1|-0.068004837|-0.013066507|-0.169170251|0.044107744|0.0|-0.143343425|10.95957634|1|-0.29861864|-0.255220734|0.866604574|0.8022000659999999|-0.0235903339999999|0.8582665429999999|0.818710955|0.308793959|0.039589023|-56.30608209|-62.64265252|19.74799697|-0.039656969|-31.24772528|470.4453529|-1.506964829|-19.78189027|76.05407906|-751.7118302|0.3377105079999999|5.495780422|10.31797048|0.877434994|4496.516479|-374.9727034|29.86894781|-161.90813300000002|1135.020017|337.9440349|14.74262256|1.0|0.0|1.0|1.0|3.07|0.18|-5.03|2.69|0.0|0.0|2.0|5.0|-7.01|309.32|0.0|1.0|2.1|574.0|1.66|0.0|9.42e-06|0.00291|4.1721|538.96|882.87|297.18|0.2189|297.18|421.62|0.6897300000000001|0.6897300000000001|-1046.458335|0.2189|-0.1735|3.4272|-0.20251|0.03168624|6.0044|6.0044
12bd_a36|0.0|1|0|3.497517322|0.0|2|-0.051990612|-0.006695407|-0.045630197|0.04625323|0.0|-0.030990165|10.94639828|1|0.042808724|-0.101854847|0.902377067|0.78699829|-0.047786573|0.833398429|0.857993338|0.279020022|0.0177487689999999|-46.92083391|-65.65179884|11.7156452|-0.035521445|-43.33557909|0.0|-1.989200921|-23.44707102|58.63647911|-1313.035977|0.21755876|8.050812711|15.34283166|0.905749421|5957.939097|-866.7115819|29.96655829|-372.868829|1678.127264|729.1873176|10.14142465|0.0|0.0|1.0|0.0|4.95|0.21|-7.34|3.76|1.0|0.0|1.0|4.0|-6.38|409.49|0.0|1.0|2.42|0.0117|3.41|0.0|4.55e-08|1.86e-05|3544.0|706.26|1200.23|349.84|0.4467|319.66|568.94|0.69411|0.7044100000000001|-1311.291779|0.0058|-0.1459|5.7533|-0.19826|0.03110617|7.7696|7.7696
