molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|nARing|MATS2c|AATSC1c|AATSC1s|JGI4|SaaaC|MATS8i|BCUTi-1|n5aHRing|AATSC7i|MATS1i|GATS1are|BIC2|MATS8d|SIC2|GATS1pe|PBF|FPSA3|PNSA3|PNSA5|PPSA3|FNSA4|WNSA5|RPCS|FNSA2|PNSA4|DPSA3|PNSA2|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA1|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
8a_a12|0.0|0|0|0.0|0.0|1|0.082323047|-0.00771093|-0.052287869|0.0420317459999999|0.0|-0.050603335|10.95472846|0|-0.3422915179999999|-0.135424346|0.913877696|0.763500863|-0.146966854|0.8157289759999999|0.862306783|0.221703535|0.010336879|-30.69873711|-48.195997|5.354053791|-0.033836466|-24.96342938|0.0|-1.4888045019999998|-17.52581709|36.0527909|-771.1359521|0.208569274|5.113243051|9.607296424|0.878904705|4806.044707999999|-399.41487|22.14447395|-301.89687089999995|974.3568539|464.1781753|7.257889351|1.0|1.0|0.0|1.0|4.06|0.15|-7.89|3.87|0.0|0.0|1.0|4.0|-6.04|327.38|0.0|1.0|3.1|0.0408|3.18|0.0|1.28e-08|4.2e-06|3.9091|556.3|952.71|317.17|0.2486|317.17|424.14|0.6309100000000001|0.6309100000000001|-1045.851982|0.2486|-0.15696|3.6588|-0.2194199999999999|0.02180654|6.7011|6.7011
8a_a50|0.0|1|1|3.139870661|0.0|1|-0.0737162059999999|-0.00439531|-0.021959577|0.03904321|1.99158738|-0.150515325|10.94501357|2|-0.038971589|-0.065546446|0.75162266|0.804535572|-0.095292123|0.8718949979999999|0.7135713840000001|0.278028663|0.018809422|-34.88425666|-41.48493288|9.480859015|-0.031655181|-20.91041439|0.0|-1.234552044|-15.95574341|44.36511568|-622.2739931|0.248584287|5.754657432|10.69309012|0.858162757|4638.284496|-313.6562159|21.23424244|-253.4513797|828.1354551|388.171611|8.577560914|1.0|0.0|1.0|1.0|3.34|0.11|-6.32|3.63|0.0|0.0|1.0|3.0|-6.12|313.36|0.0|1.0|2.87|0.0433|2.95|0.0|4.82e-07|0.000151|4.1738|548.47|912.7|297.06|0.18|220.53|396.63|0.3462199999999999|0.60625|-1006.508913|0.1217|-0.17244|3.5509|-0.20051|0.03479985|7.3279|7.3279
1a_a5|0.0|0|0|0.0|0.0|1|-0.271170445|-0.001785522|0.009305578|0.021346801|0.0|-0.132197351|10.9502215|0|-0.123867037|0.069867374|0.8309401009999999|0.7427901179999999|-0.008431181|0.794139321|0.808272639|0.3602068089999999|0.008036994|-36.19957997|-38.07869556|4.047117885|-0.027665419|-19.17495143|0.0|-1.134282187|-13.93123008|40.24669785|-571.1804334|0.274345323|6.199179484|11.38004491|0.835734058|4005.068642|-287.62427139999994|19.19815378|-227.2618539|787.1243051|403.543273|8.305533524|1.0|0.0|1.0|1.0|3.54|0.16|-7.15|3.08|0.0|0.0|1.0|4.0|-6.58|298.34|0.0|1.0|1.75|755.0|2.17|0.0|7.13e-08|2.13e-05|2.8332|531.02|882.1|437.61|0.2109|265.45|386.8|0.44868|0.54123|-951.178584|0.0126|-0.12226|4.4956|-0.2262699999999999|0.028664612|6.9706|6.9706
12t_a36|0.0|1|0|3.500121488|0.0|2|-0.058770337|-0.00673635|-0.034194893|0.041767677|0.0|-0.030990165|10.95395385|1|0.059266516|-0.101854847|0.902377067|0.829598864|-0.050788309|0.878510663|0.857993338|0.318666358|0.017627553|-48.97252784|-67.01551397|11.7409283|-0.035934112|-44.63604995|0.417511887|-2.012310282|-23.93411213|60.71345614|-1340.3102789999998|0.21683192|7.960344391|15.36435856|0.930112292|5936.009091|-892.7209991000001|30.56063281|-377.2113003|1711.395437|729.1873176|10.30792105|0.0|0.0|1.0|0.0|4.94|0.21|-7.36|3.62|1.0|0.0|1.0|4.0|-6.33|409.49|0.0|1.0|2.4|0.0102|3.47|0.0|4.38e-08|1.7899999999999998e-05|3.6694|713.6|1208.04|337.89|0.4297|319.18|562.72|0.69297|0.70313|-1311.287803|0.0155|-0.15088|5.9081|-0.2039|0.03230976|8.0969|8.0969
3c_a49|0.0|0|0|0.0|0.0|1|0.034009672|-0.004876919|-0.016347266|0.036335697|1.879769411|-0.05815918|10.92976555|1|-0.0780996759999999|-0.0612829229999999|0.666785606|0.802792677|0.0211518929999999|0.8605470759999999|0.64702083|0.501887054|0.0148240689999999|-41.0524769|-42.3959176|8.477406111|-0.0252377479999999|-24.24485565|77.29181095|-1.186174159|-14.4326528|49.52988301|-678.3346816000001|0.362777444|6.567311051|12.60874968|0.919925763|5544.351498|-387.9176903|22.64931248|-156.9462939|1064.517686|542.7276591|12.45751629|1.0|1.0|1.0|1.0|3.18|0.18|-7.54|3.63|1.0|0.0|1.0|4.0|-6.93|369.42|0.0|1.0|2.86|0.13|2.29|0.0|2.89e-08|1.07e-05|3842.0|613.33|1046.53|322.71|0.4321|240.36|456.22|0.32539|0.6692100000000001|-1198.430306|0.0729|-0.15853|3.6122|-0.21913|0.03394942|7.0605|7.0605
12a_a36|0.0|1|0|3.4715209280000003|0.0|2|-0.0632801509999999|-0.007471648|-0.0427777779999999|0.040166667|0.0|-0.070252245|10.96083376|1|0.134423193|-0.1063550619999999|0.907322874|0.7934042040000001|-0.119322074|0.846614758|0.855821486|0.436020272|0.019595485|-46.76212019|-64.36949846|12.03249549|-0.037738352|-39.52572284|5.277117996|-1.886917597|-23.17301945|58.79461567|-1158.650972|0.244684566|6.600635115|12.464492300000002|0.888377722|5710.355735|-711.4630111|30.67992313|-313.5499672|1533.996157|598.1535763999999|11.72953701|0.0|0.0|1.0|0.0|4.75|0.14|-6.59|2.72|1.0|0.0|1.0|4.0|-6.72|381.43|0.0|1.0|1.86|0.0625|2.68|0.0|2.56e-07|9.78e-05|3.6682|653.94|1096.31|338.0|0.4435|323.35|481.98|0.67869|0.6997|-1232.707754|0.0012|-0.1519299999999999|6.3637|-0.20139|0.03544528|7.8861|7.8861
12x_a30|0.0|0|0|0.0|0.0|2|0.044575215|-0.006008579|-0.0335688279999999|0.043383838|0.0|0.027312213|10.31162819|1|-0.104089964|-0.053700437|0.842068099|0.782514704|-0.1759406839999999|0.829606585|0.803183654|0.398925866|0.014757946|-47.48669555|-60.57208434|9.745611551|-0.035022402|-39.99960559|0.0|-1.926232129|-23.12752311|57.2323071|-1272.013771|0.175325029|7.794822643|14.14885734|0.815160907|6359.545311|-839.9917174000001|28.04441012|-428.8071293|1542.442557|754.3941655|7.953787804|0.0|1.0|1.0|0.0|4.86|0.21|-7.38|4.87|2.0|0.0|1.0|4.0|-5.64|426.54|0.0|0.0|3.19|0.00039|4.6|0.0|4.12e-08|1.76e-05|3.4831|703.75|1211.79|355.95|0.1517|355.95|558.65|0.68589|0.68589|-1654.1207|0.1517|-0.14783|4.3702|-0.19876|0.03136007|7.6556|7.6556
1_a1 (SKF-104365)|0.0|0|0|0.0|0.0|1|0.011230812|-0.006055958|-0.01959813|0.0409444439999999|0.0|-0.10236005|10.33812228|1|-0.221214316|-0.123703409|0.57031697|0.7926983559999999|0.194988905|0.857919181|0.551667506|0.2405471019999999|0.0133681239999999|-31.45099608|-37.55389489|6.18316314|-0.029524467|-17.369816|63.42504103|-0.9743074|-13.65596178|37.63415922|-450.6467387|0.290255081|5.2735884010000005|9.042613965|0.71469847|4225.4765640000005|-208.4377919|19.24066156|-194.0267797|634.9418316000001|297.2783688|8.775956802|1.0|1.0|1.0|1.0|2.97|0.12|-6.0|3.93|0.0|0.0|1.0|3.0|-6.01|297.35|0.0|1.0|3.27|0.0472|2.96|0.0|9.93e-07|0.000295|3.8901|491.18|809.96|318.72|0.2178|318.72|358.09|0.70081|0.70081|-1278.971649|0.2178|-0.16142|4.5773|-0.19624|0.02377006|5.7959|5.7959
SB431542_a8|0.0|1|0|3.172627551|0.0|1|-0.007805495|-0.014434378|-0.1950388569999999|0.041909722|0.0|-0.029382296|10.94951956|1|0.156874293|0.055198015|0.76592324|0.762577159|-0.072891515|0.8220300859999999|0.7318727540000001|0.274152231|0.034730361|-76.82006387|-74.57768059|20.78806656|-0.048754953|-44.6389196|89.26670319|-2.242727845|-29.18257067|97.60813043|-1342.398251|0.239171941|7.360028263999999|14.04829994|0.908729075|6203.505123|-803.5005528|38.35632812|-312.2404091|1764.391093|529.053307|15.07117296|0.0|1.0|1.0|0.0|3.35|0.05|-6.76|3.13|1.0|0.0|1.0|5.0|-7.04|400.39|0.0|0.0|2.58|16.0|2.4|0.0|1.74e-07|6.96e-05||||||||||||||||4.1019|4.1019
12_a3|0.0|0|0|0.0|0.0|0|0.167987916|-0.009093383|-0.118456941|0.042795699|2.07135708|-0.045382017|10.31163031|1|-0.218774634|0.017902469|0.899733837|0.718481325|-0.125395523|0.784451598|0.841871246|0.101891875|0.011076075|-44.07517037|-45.63945658|5.258353635|-0.039584548|-21.667278|76.23910943|-1.345874639|-18.79271742|49.333524|-638.9523922000001|0.169581355|5.6343192|10.50748861|0.864908294|4400.493202000001|-303.3418921|22.63041363|-313.7317211|769.4340634|330.4083896|6.524083564|1.0|1.0|1.0|1.0|3.2|0.0|-6.89|4.34|1.0|0.0|1.0|3.0|-5.3|304.37|0.0|0.0|3.23|0.000629|4.03|0.0|1.3e-07|3.9500000000000005e-05|3263.0|515.23|847.25|379.97|0.5056|379.97|361.95|0.69784|0.69784|-1272.010995|0.5056|-0.13153|2.3762|-0.19514|0.02620998|5.45|5.45
8h_a8|0.0|1|0|2.975382653|0.0|0|0.038482973|-0.010324979|-0.249095464|0.046205674|0.0|-0.085125857|10.94341368|1|0.021094825|0.09830823|0.578166105|0.6971223040000001|0.010682683|0.751162751|0.56916135|0.273425421|0.0111998669999999|-72.14530885|-66.4523265|6.58499063|-0.048805507|-39.07081527|53.78973456|-2.147442322|-28.69532281|78.73029948|-1262.594204|0.081684095|7.453557203|13.58738632|0.822939833|5956.417906000001|-742.3454901|31.2477685|-491.8998117|1374.901814|485.8626377000001|4.492304417|0.0|0.0|0.0|0.0|3.11|0.0|-7.95|4.69|2.0|0.0|1.0|4.0|-5.98|391.37|0.0|0.0|4.01|0.0023899999999999|3.82|0.0|1.13e-08|4.43e-06|3.7327|608.39|1029.51|332.16|0.3011|258.25|480.09|0.56196|0.69844|-1361.455676|272.0|-0.15475|3.4779|-0.21819|0.03330037|4.9359|4.9359
12h_a40|0.0|0|0|0.0|0.0|0|0.104392974|-0.008044548|-0.107711573|0.041915709|0.803557099|0.189869851|10.31197256|2|0.367928263|0.127299624|0.809398262|0.7769829840000001|-0.335801908|0.845904643|0.6948809659999999|0.006997021|0.0117142839999999|-50.45378559|-48.34705035|6.193088525|-0.038796498|-25.56004046|59.68939644|-1.280284432|-20.51086984|56.64687411|-676.8587047999999|0.155991416|7.989299324|15.84593062|0.983394285|5087.343024|-357.8405665|24.30173133|-363.7398044|801.957134|350.9435025|6.584127851|0.0|1.0|1.0|1.0|3.19|0.0|-6.84|4.59|2.0|1.0|1.0|2.0|-5.13|361.25|0.0|0.0|4.22|0.0002009999999999|4.75|0.0|1.44e-07|5.2e-05|2.6436|548.82|910.77|469.0|0.3985|298.7|435.95|0.6503899999999999|0.7041|-2153.072091|0.3693|-0.1092|2.5573|-0.18432|0.02044063|6.0846|6.0846
2_a49|0.0|0|0|0.0|0.0|1|-0.084499704|-0.004112807|-0.03981057|0.038726287|1.999073077|-0.041202373|10.92973199|1|-0.170631119|0.032521855|0.802447754|0.79056501|0.00991453|0.851413454|0.7701578720000001|0.41397907|0.01105681|-44.066695|-40.34672657|5.634353797999999|-0.028277173|-20.55997527|0.0|-1.187641272|-14.409545199999998|49.7010488|-605.2008985|0.284594011|5.667936413|10.38394173|0.8320497920000001|4874.364109|-308.399629|20.14177325|-219.534132|845.9544764000001|439.9973344|8.91679918|1.0|0.0|1.0|1.0|3.09|0.15|-6.82|3.28|0.0|1.0|1.0|3.0|-6.57|327.38|0.0|1.0|2.76|0.0955|2.43|0.0|1.51e-07|4.94e-05|3743.0|553.52|941.6|331.24|0.2988|227.02|371.96|0.34449|0.68172|-1045.810794|0.0572|-0.1555099999999999|4.8986|-0.19923|0.0366366999999999|7.2291|7.2291
1m_a5|0.0|1|0|2.934162514|0.0|0|-0.252787668|-0.002410445|-0.005518104|0.026339869|0.0|-0.10797859|10.94856032|1|-0.118494698|0.042813643|0.691858366|0.7824502320000001|-0.022280685|0.851987765|0.63664685|0.429612762|0.009030414|-37.380714700000006|-37.65438054|4.7571353730000006|-0.028977918|-19.83596661|0.235629561|-1.072182971|-15.26528941|42.13785007|-564.8157081|0.26152627|6.911100301|13.35855701|0.932913201|4584.808374|-297.5394992|20.67140479|-251.2513491|764.8419772000001|383.4128238|9.092103139|1.0|0.0|1.0|1.0|2.69|0.0|-8.63|5.11|1.0|0.0|1.0|3.0|-5.71|332.79|0.0|1.0|3.63|0.00996|3.69|0.0|2.35e-09|7.82e-07|4.3983|553.42|926.13|281.89|0.5497|265.61|423.2|0.4527899999999999|0.45426|-1410.783167|0.2373|-0.1778|1939.0|-0.22857|0.03223201|7.3665|7.3665
14d_a23|0.0|0|1|0.0|0.0|0|0.058368697|-0.005343003|-0.026530366|0.043538647|0.758207139|-0.019307114|10.313217800000002|2|0.059486662|-0.074441567|0.725800261|0.772008792|-0.088996384|0.829764975|0.6906097959999999|0.213597535|0.018596017|-35.40917327|-51.58357156|12.25371621|-0.032878563|-33.99063559|83.40396369|-1.6439281280000002|-21.66510006|47.66288948|-1083.255003|0.209653392|7.832720777|14.358677900000002|0.833166062|6459.554383|-713.8033475|27.41215037|-382.6437544|1370.607518|666.0036144999999|9.908707432|0.0|1.0|1.0|1.0|3.52|0.09|-7.78|3.88|2.0|1.0|1.0|4.0|-6.1|425.51|0.0|0.0|3.8|0.000608|3.94|0.0|1.65e-08|7.03e-06|8.1555|696.21|1186.17|3688.0|0.3807|336.18|554.84|8.1555|8.1555|-1668.983743|336.18|-0.14894|5.6156|-0.22152|0.02083626|8.4001|8.4001
19_a31|0.0|1|0|3.2411335510000003|0.0|0|0.062492295|-0.01001901|-0.086654127|0.0427124179999999|0.0|-0.040386271|10.31169935|2|-0.095997335|-0.081398052|0.656654981|0.8558149140000001|-0.138769819|0.902130276|0.6427749970000001|0.279690511|0.014675044|-53.25742146|-66.3863707|8.596058678|-0.036060715|-38.88650245|67.42915967|-1.586671445|-21.12293613|61.85348014|-929.4091898|0.223788196|7.0760696020000005|12.77501178|0.805382437|4917.329034|-544.4110343|27.21285095|-323.5878356|1197.365442|460.3754405|8.931875058|1.0|1.0|1.0|1.0|3.44|0.28|-7.39|5.8|1.0|0.0|1.0|4.0|-6.41|358.43|0.0|0.0|3.47|0.0076799999999999|2.93|0.0|4.08e-08|1.46e-05|3.9477|625.93|1028.58|314.06|0.3205|246.28|537.66|0.5385300000000001|0.7005600000000001|-1489.323855|0.2271|-0.16367|1.7076|-0.20675|0.03702801|5.7447|5.7447
3g_a32|0.0|1|1|3.542426304|-0.047725143|0|0.015803466|-0.006258272|-0.072619634|0.05052381|2.2144733530000003|-0.1154223269999999|10.31100273|3|-0.105402305|-0.074808287|0.833981748|0.755211939|-0.1719626169999999|0.802214256|0.786074011|0.273439311|0.0119962889999999|-38.9071564|-54.47722347|6.647498326|-0.030429702|-30.18744099|0.0|-1.278047464|-16.86199774|45.55465473|-708.2039051|0.199259841|5.917878616|10.70834299|0.809490137|5058.622432|-392.4367329|21.05801434|-333.29803589999995|884.4366022|475.3634141|6.076989555|0.0|1.0|1.0|1.0|3.43|0.28|-7.29|7.02|2.0|0.0|1.0|3.0|-4.9|354.49|0.0|0.0|4.61|2.88e-05|5.02|0.0|5.08e-08|1.8e-05|3.5456|593.24|998.86|349.68|0.2859|349.68|495.4|0.70275|0.70275|-1711.865318|0.2859|-0.14715|3.3082|-0.20065|0.02384763|7.8539|7.8539
12u_a36|0.0|1|0|3.508898495|0.0|2|-0.054501792|-0.006461999|-0.0407717229999999|0.042560386|0.0|-0.063855309|10.95266014|1|0.055588998|-0.099596099|0.901715152|0.8101678720000001|-0.018047007|0.855176759|0.860667615|0.3765068079999999|0.017639065|-50.53295452|-67.50289394|12.27663887|-0.03452119|-46.98143813|5.944854912|-2.036750221|-24.02645378|62.80959338|-1417.5607730000002|0.22061252|7.65672775|14.90088936|0.946117173|6127.402572|-986.6102007|30.82735404|-388.9026034|1818.813889|799.5563855|10.55929252|0.0|1.0|1.0|1.0|5.05|0.24|-7.38|3.85|2.0|0.0|1.0|4.0|-6.19|423.51|0.0|1.0|2.66|0.0047799999999999|3.8|0.0|4.2e-08|1.7800000000000002e-05|3675.0|739.12|1254.5|337.37|0.4267|319.16|590.18|0.69258|0.70272|-1350.575382|0.0176|-0.15109|5.8702|-0.20409|0.03260752|7.7959|7.7959
20b_a10|0.0|0|0|0.0|0.0|1|0.048567614|-0.007463406|-0.073703704|0.035818182|1.854149459|-0.042013549|10.92966143|1|-0.049452599|0.019531637|0.725009545|0.761071345|-0.022843761|0.817426568|0.6980623109999999|0.6741049840000001|0.013038163|-60.68950774|-56.53849503|8.331370518|-0.033783202|-36.12803002|91.02309592|-1.85807612|-21.58742537|69.02087825|-1187.308396|0.238378673|7.554743755|13.838742600000002|0.8317951020000001|7173.225184999999|-758.6886304|28.34404003|-334.3514234|1558.922202|769.1246171|10.92981783|1.0|1.0|1.0|1.0|3.54|0.11|-8.93|4.23|2.0|0.0|1.0|5.0|-6.53|447.49|0.0|0.0|3.66|0.00271|3.52|0.0|1.1699999999999999e-09|5.26e-07|3.9013|687.84|1218.74|317.8|0.2782|208.89|482.93|0.3246|669.0|-1465.333983|0.1382|-0.16388|5725.0|-0.2217199999999999|0.03930765|5.9586|5.9586
18_a15|0.0|0|0|0.0|0.0|0|-0.020185809|-0.006149666|-0.090130715|0.037948718|0.0|-0.066226471|10.95986315|0|-0.190640601|-0.072506962|0.660075777|0.7162974740000001|0.004699248|0.765450925|0.645117465|0.819442071|0.007146033|-41.31992544|-55.48918283|4.370403779|-0.035181092|-33.93632895|1.833724661|-1.723873519|-21.51621375|45.69032922|-1054.294474|0.132569119|5.990767063|10.2545953|0.711733271|5705.360332|-644.79025|24.80452821|-449.4301265|1215.421882|590.2470602999999|5.370913621000001|1.0|0.0|1.0|1.0|3.37|0.08|-9.98|5.68|2.0|0.0|1.0|4.0|-4.8|385.43|1.0|0.0|5.06|0.000265|5.42|0.0|1.0399999999999999e-10|4.01e-08|3.8232|650.53|1110.18|324.29|0.2686|272.91|535.02|0.6074|0.70427|-1265.556558|0.0066|-0.1579|4.2476|-0.19371|0.03989594|6.8894|6.8894
12z_a36|0.0|1|0|3.435113772|0.0|2|-0.065211069|-0.007671785|-0.010732275|0.041767677|0.0|-0.010881947|10.95429182|1|0.066366917|-0.098598933|0.8707354620000001|0.826316772|-0.0533649729999999|0.886776351|0.8212311840000001|0.492335362|0.023371488|-54.11489962|-68.09761735|15.50078625|-0.036238222|-45.16471514|15.59091678|-1.848149347|-24.03445318|69.61568586|-1225.757112|0.287317638|8.016303367999999|14.78435842|0.844286292|6146.834385|-812.9648725|33.72393432|-282.1167226|1719.920651|642.3830552000001|14.97465267|0.0|0.0|1.0|0.0|4.76|0.13|-6.66|2.75|1.0|0.0|1.0|5.0|-7.08|406.44|0.0|0.0|1.66|0.0412|2.4|0.0|2.21e-07|8.97e-05|3.8969|686.33|1153.7|318.16|0.4423|318.16|539.36|0.69397|0.69397|-1324.951498|0.4423|-0.1575|4814.0|-0.2139199999999999|0.03845474|8301.0|8301.0
47f_a18|0.0|0|0|0.0|0.0|1|-0.005500039|-0.005817448|-0.034211867|0.031179487|0.0|0.033759227|10.94702253|0|-0.071877686|-0.264839041|0.765824398|0.750610215|-0.014370598|0.780474694|0.745431271|0.375218907|0.0138461289999999|-54.18475173|-72.03501774|11.75478965|-0.0289997239999999|-61.15474298|58.84834254|-2.290978185|-24.61956302|65.93954138|-1944.945479|0.273449343|10.55465562|20.44855806|0.937396993|7870.103594|-1651.17806|33.88554232|-384.6642262|2676.957843|1347.416568|14.07716085|1.0|0.0|1.0|1.0|4.87|0.34|-9.22|3.22|3.0|2.0|1.0|4.0|-6.4|541.68|0.0|0.0|2.83|0.000421|4.52|1.0|6.04e-10|3.27e-07|3.0964|908.66|1602.99|400.42|0.5741|400.42|874.24|0.6984600000000001|0.6984600000000001|-1741.724929|0.5741|-0.12802|3.8532|-0.1724099999999999|0.02902413|8.0458|8.0458
1f_a5|0.0|1|0|2.824395738|-4.398485453999999|0|-0.139907335|-0.00645569|-0.31059482|0.029105691|0.0|-0.174016111|10.94527671|1|-0.389011185|0.001493879|0.525406088|0.771487328|-0.000969932|0.834250802|0.513260607|0.45528118|0.008403353|-50.98614411|-46.77243802|4.687041957|-0.035639589|-26.08772825|0.21377016|-1.425583552|-19.87828616|55.67318607|-795.1314464|0.242477611|7.117418022000001|13.35549635|0.8764524309999999|5474.331675|-443.4913802|26.24118632|-287.2706403|1049.647453|403.396385|11.06591332|1.0|0.0|1.0|1.0|2.9|0.05|-8.88|5.48|2.0|0.0|1.0|6.0|-5.73|366.34|1.0|0.0|4.23|0.00589|3.95|0.0|1.3300000000000002e-09|4.86e-07|4.5758|577.11|958.06|270.96|0.6959|261.1|442.04|0.47267|0.42446|-1288.209882|0.0228|-0.18224|3.7852|-0.2357|0.03370206|6.6198|6.6198
14e_a23|0.0|0|1|0.0|-4.45581912|0|0.059967018|-0.008865361|-0.272389934|0.044241453|0.650989437|0.021081733|10.3132176|2|0.072830644|-0.07256543|0.560094237|0.791790895|-0.014216155|0.8510270329999999|0.5415996160000001|0.267882223|0.018022127|-51.07141556|-62.2612068|12.5437807|-0.03935934|-43.33511299|0.5612316039999999|-1.96796702|-27.39493099|63.61519626|-1369.74655|0.203474128|8.020794334|15.89643482|0.981902808|7663.17288|-953.3724859|34.39302091|-412.7765217|1719.6510460000002|658.8108151|12.49658915|0.0|1.0|1.0|1.0|3.54|0.09|-8.23|4.42|2.0|1.0|1.0|7.0|-6.06|479.48|1.0|0.0|4.5|0.000198|4.46|0.0|5.94e-09|2.85e-06|3.7033|706.39|1209.58|334.8|0.3178|334.8|571.39|0.63922|0.63922|-1966.720803|0.3178|-153.0|3.7696|-0.2342199999999999|0.02250947|8.5214|8.5214
5_a27|0.0|0|0|0.0|0.0|0|0.126882432|-0.0063562359999999|-0.068518519|0.048947368|1.271687295|-0.125237927|10.93772408|1|-0.250776983|-0.2030237389999999|0.639413469|0.760083119|-0.020087122|0.8149212259999999|0.614205449|0.333977277|0.01695771|-29.50048722|-44.83538435|8.936508815|-0.030385206|-23.6277072|56.35994804|-1.276178645|-16.01263727|38.43699603|-672.5307653|0.258518528|6.160679036|10.98289851|0.7827415529999999|4943.51602|-354.41560810000004|21.59546513|-254.5156507|907.0095354|424.8821143|8.684398894|0.0|1.0|0.0|1.0|3.07|0.16|-6.22|2.94|0.0|0.0|1.0|4.0|-6.49|331.37|0.0|1.0|2.82|0.0821|2.58|0.0|6.04e-07|0.0002|4.0989|566.68|955.22|302.48|0.2448|302.48|463.87|0.64548|0.64548|-1082.967639|0.2448|-0.16952|2.3781|-0.21506|0.01903872|8.5229|8.5229
3_a3|0.0|0|0|0.0|0.0|0|0.159413311|-0.010040064|-0.114647585|0.034259259|2.063441043|0.0483259979999999|10.31154314|2|-0.030486489|0.041786524|0.913546349|0.8083172479999999|0.123113049|0.885339037|0.8495058259999999|0.583866845|0.012617742|-48.91675544|-45.05306124|5.753894372|-0.035057023|-20.54492513|75.88125246|-1.086767728|-15.98657012|54.67064981|-495.58367360000005|0.299996173|5.025797436|8.592908408|0.709760196|4677.617255|-225.9941764|22.83783244|-182.4099648|707.9728057|302.8386149|10.6194566|1.0|1.0|1.0|1.0|3.11|0.0|-6.15|5.0|0.0|0.0|1.0|3.0|-5.88|310.4|0.0|0.0|3.23|0.00103|3.26|0.0|7.009999999999999e-07|0.000218|3.3475|491.26|817.21|370.38|0.2383|212.09|316.65|0.29441|0.69206|-1592.792349|0.0851|-0.14599|2.1507|-0.20969|0.03099295|5.93|5.93
9_a1|0.0|1|0|3.358585365|0.0|0|0.020428974|-0.00614716|-0.1075163359999999|0.037578348|0.0|-0.079063236|10.94877277|1|-0.232860777|-0.044035724|0.582499378|0.737794643|0.02778394|0.7964939409999999|0.572272366|0.166794384|0.011266799|-46.63553015|-49.42275468|6.495805626|-0.031896718|-28.49439431|0.0|-1.371558857|-18.38986221|53.13133578|-790.7640749|0.2183102569999999|7.61577077|13.91191974|0.826725116|5063.330971|-455.910309|23.52578164|-324.81308110000003|1011.608611|472.9447227|8.17942725|1.0|1.0|1.0|1.0|2.78|0.05|-8.98|5.86|2.0|0.0|1.0|4.0|-5.81|357.38|0.0|0.0|4.12|0.00739|3.76|0.0|1.04e-09|3.7100000000000003e-07|3343.0|600.6|1007.04|370.88|0.5409|370.88|487.19|0.70296|0.70296|-1187.011122|0.5409|-0.13413|4.1623|-0.21015|0.03294951|5.2218|5.2218
12au_a36|-3.3109381210000004|1|0|3.422314661|0.0|2|0.074839187|-0.009897048|-0.351827031|0.044036281|0.0|-0.023640632|10.31810353|1|0.1320241419999999|-0.15024383|0.8183043390000001|0.825565083|-0.058671909|0.877827228|0.750657639|0.284342092|0.021569487|-64.86748076|-79.35600767|15.51748637|-0.038036474|-57.09017539|26.04051569|-2.206115469|-27.36414058|80.38496714|-1587.1201529999998|0.283941389|8.963940512999999|17.67586495|0.97188557|7239.100414|-1141.803508|38.21494522|-310.873098|2216.466823|805.2286932|16.56175445|0.0|0.0|1.0|0.0|5.0|0.17|-6.87|1.28|1.0|0.0|1.0|6.0|-8.03|474.54|0.0|0.0|1.18|0.0668|1.64|0.0|1.36e-07|6.45e-05|3.7105|752.27|1283.4|334.15|809.0|241.65|618.65|0.58518|0.70395|-1875.89525|0.0158|-0.15162|6.1367|-0.2087099999999999|0.05174058|7.3279|7.3279
