molecula|Oscillator Force (max. Transition)|Class [Log S (SILICOS-IT)]|FPSA5|PNSA3|pIC50|JGI4|PAINS|WPSA3|MATS8i|CYP3A4 inhibitor|DPSA5|AATSC1pe|Total Energy (gas phase) (Hartree)|pIC50
13_a15|208.0|1.0|0.01672103|-43.2365883|8.2218|0.029206349|0.0|6.447664726|-0.031047852|0.0|72.41636305|0.003766915|-1450.727602|8.2218
12a_a32|0.2908|1.0|0.021399091|-53.20970382|7.6021|0.036711712|0.0|6.430656017|-0.031249617|1.0|81.41372467|-0.001662219|-1880.734215|7.6021
18_a10|0.2962|1.0|0.020666062|-36.52271591|6.8861|0.035770975|0.0|7.692822451|-0.052165302|1.0|61.38857307|0.010573165|-1336.404041|6.8861
9h_a40|0.3851|1.0|0.011321157|-46.04148264|5.4001|0.039444444|0.0|3.102034287|0.133376308|1.0|53.60044379|0.003099029|-1293.151333|5.4001
7_a27|0.4179|1.0|0.014441323|-34.09779211|9.0|0.049625|0.0|4.757447929|-0.096754293|1.0|55.55559276|0.010596392|-1122.433757|9.0
6_a27|0.1915|1.0|0.01635203|-38.92545695|9.0|0.042942943|0.0|5.03713293|0.075248207|0.0|52.66373343|0.0058042269999999|-1043.806618|9.0
27_a47|0.4007|1.0|0.018969968|-40.35526807|5.6|0.0304347829999999|0.0|6.762956126000001|0.0427469459999999|1.0|63.02085767|0.002350172|-1778.078632|5.6
14_a4|0.1864|2.0|0.015779688|-29.91067393|5.8794|0.0409444439999999|0.0|2.697931638|-0.08389836|0.0|39.49511556|0.008943549|-918.9304744|5.8794
12ab_a30|0.1957|1.0|0.030534507|-58.23149599999999|7.7825|0.043854875|0.0|15.64609074|0.038312857|1.0|92.49334877|0.005111479|-1804.79081|7.7825
16a_a32|0.2859|1.0|0.023475264|-56.2527503|7.9586|0.03995614|0.0|8.003570876|-0.062610718|1.0|88.96104768|-0.005552127|-1896.770883|7.9586
8_a15|251.0|1.0|0.035495625|-41.7821007|6.9666|0.039181287|0.0|11.47934212|-0.010146469|1.0|89.80283608|0.003160815|-1223.687714|6.9666
6a_a40|0.4015|2.0|0.012872604|-68.11170799|7.3979|0.035707071|1.0|6.397774285|0.104332675|1.0|81.37714586|-0.001171195|-2371.560378|7.3979
19b_a38|0.4634|1.0|0.020570275|-53.38447032|7.9172|0.044392765|0.0|8.643817972|-0.1381849369999999|0.0|84.49751102|-0.004358975|-1431.38073|7.9172
4g_a49|0.1389|0.0|0.023762615|-61.24875669|6.9747|0.036761229|0.0|18.81105094|0.003456679|0.0|90.11923831|0.007845545|-2147.66293|6.9747
12bg_a36|0.4409|1.0|0.01946912|-51.74990566|7.8239|0.044197531|0.0|9.22604612|-0.060117593|0.0|83.78068847|-0.00097037|-2152.104584|7.8239
11b_a50|195.0|2.0|0.021631609|-23.23499995|5.7696|0.038040936|0.0|5.295379767|-0.218953127|1.0|47.72173991|0.012037198|-1045.961211|5.7696
6_a4|0.1235|1.0|0.008863911|-29.18838891|5.8861|0.035283951|0.0|2.408866521|0.0032928379999999|1.0|42.27020924|0.01098094|-1108.563418|5.8861
19_a15|0.4895|1.0|0.005747326|-54.70558911|7.1427|0.040555556|0.0|1.761006946|-0.04003124|1.0|68.10965742|-0.00534669|-1523.361214|7.1427
2_a1|0.2991|1.0|0.017741989|-28.32386891|5.2366|0.0409444439999999|0.0|2.337413146|-0.0619710709999999|1.0|43.24570924|0.003205156|-920.184721|5.2366
12y_a36|0.4358|1.0|0.01873364|-51.48548385|7.9208|0.041767677|0.0|8.769742642|-0.049845887|0.0|78.8341402|0.003724542|-1310.315063|7.9208
2_a49|0.2988|1.0|0.017498253|-44.066695|7.2291|0.038726287|0.0|2.871166625|-0.041202373|1.0|49.26352575|0.004580676|-1045.981819|7.2291
1b_a5|0.3101|1.0|0.019229427|-39.38248661|7.2291|0.0248765429999999|0.0|2.737713392|0.001241264|1.0|48.55415504|0.003708988|-1050.506509|7.2291
7s_a46|0.4164|1.0|0.01122216|-48.61321955|5.7022|0.044509804|0.0|2.240932895|-0.005405515|1.0|47.36217237|0.005577925|-974.7707066|5.7022
12_a3|0.5056|1.0|0.01374218|-44.07517037|5.45|0.042795699|0.0|2.496397166|-0.045382017|1.0|52.16354015|-0.0045709459999999|-1272.125792|5.45
12ay_a36|0.2939|1.0|0.015670425|-48.12939044|7.7447|0.043383838|0.0|7.569978132|0.012286423|0.0|74.29343346|0.0045625|-1311.547668|7.7447
12n_a30|0.1826|1.0|0.0153398069999999|-52.4873066|7983.0|0.040899471|0.0|6.804436105|-0.037209579|0.0|76.16725916|0.002064369|-1674.978015|7983.0
16_a47|0.3182|1.0|0.0234786339999999|-48.30620628|9.0|0.042285714|0.0|5.0150344780000005|0.001426202|1.0|60.36423869|-0.004153659|-1167.0124560000002|9.0
LY580276_a4|0.1905|1.0|0.008312438|-27.6229776|6757.0|0.044357639|0.0|2.027582675|-0.172607392|1.0|38.23432817|0.009622161|-959.4723321|6757.0
47c_a18|0.5869|1.0|0.016406766|-57.54296759|8.5229|0.032688172|1.0|10.25333491|-0.058748345|1.0|88.76073429|0.002674691|-1664.721977|8.5229
7h_a8|0.3885|1.0|0.00878112|-53.71230941|4.9788|0.04737037|0.0|3.86998135|-0.0873792009999999|0.0|58.94376531|0.00084936|-1285.151298|4.9788
16_a20|0.3431|0.0|0.013439632|-43.51359744|7585.0|0.0388043479999999|0.0|5.023018225|-0.061975089|1.0|60.02453683|0.001157852|-1275.8670960000002|7585.0
14f_a23|0.2462|1.0|0.025162423|-40.51498423|8.6459|0.04255787|0.0|12.40242234|-0.0555907109999999|1.0|74.08536976|0.010508236|-1744.429532|8.6459
26_a20|0.2081|1.0|0.014879363|-58.21621279|6.8827|0.0396875|0.0|5.806030949|-0.054222344|1.0|65.85953426|0.003149352|-1352.277633|6.8827
13a_a6|0.5352|1.0|0.02016134|-61.52313164|7.3372|0.041767677|0.0|13.62714959|0.0015242189999999|1.0|87.37044493|-0.00194781|-1350.057702|7.3372
12s_a30|0.2148|1.0|0.017398791|-58.75255278|8129.0|0.04625323|0.0|8.102485674|-0.035768573|0.0|78.38074776|-0.001131023|-1774.202623|8129.0
1d_a5|0.2805|1.0|0.018980039|-47.76176205|5.03|0.030074074|0.0|2.317281143|-0.2261588939999999|1.0|56.83734591|-0.000700145|-1288.306458|5.03
15c_a22|0.5082|1.0|0.0248073129999999|-48.58045253|6.1325|0.038137255|0.0|12.731723|-0.023927419|1.0|75.52188549|0.004362505|-1460.571156|6.1325
19g_a38|0.2285|1.0|0.0228937029999999|-54.62049927|7.3778|0.042419753|0.0|9.191644336|-0.009881824|1.0|86.78105144|-0.004358975|-1431.386981|7.3778
10_a4|0.1792|1.0|0.014040792|-29.52653193|7.0555|0.038699764|0.0|4.884907049|-0.122141977|1.0|54.09964719|0.011142889|-1183.790554|7.0555
16a_a23|0.2066|2.0|0.02809646|-26.53751114|7.4037|0.046283951|0.0|8.915071155|-0.088255625|0.0|65.21027197|0.01226642|-1685.8794469999998|7.4037
18_a3|0.3326|1.0|0.02363555|-31.07331853|7.5229|0.034712644|0.0|2.73114076|0.042606196|1.0|48.19055867|0.005799063|-889.9402005000001|7.5229
3k_a32|0.3082|1.0|0.012327787|-40.10830541|8.0605|0.0381981979999999|0.0|3.930238317|-0.0902541999999999|1.0|58.16707081|0.002509816|-1750.1383649999998|8.0605
22_a4|0.1675|2.0|0.011296354|-45.61565825|7.3279|0.044357639|0.0|2.47167963|-0.2078428719999999|0.0|48.65880447|0.004237768|-934.240411|7.3279
11a_a31|0.2797|2.0|0.031626337|-76.64827023|6.7212|0.044949495|0.0|10.55399384|-0.1217573119999999|1.0|97.23036756|-0.017433557|-1441.411622|6.7212
12be_a36|0.7034|1.0|0.034632557|-54.15309606|7.3565|0.043854875|1.0|16.25222352|-0.08981965|1.0|99.62604537|0.002872872|-1461.968283|7.3565
12j_a36|0.4981|1.0|0.016546717|-46.2113679|8.0|0.039061728|0.0|7.921272637|0.039869055|1.0|80.59149538|0.003710345|-1670.420129|8.0
4b_a49|0.2856|1.0|0.02556165|-56.45224362|7.1024|0.036555556|0.0|9.138717999|-0.033486358|1.0|71.2971749|0.002557204|-1333.026419|7.1024
11b_a31|0.2634|2.0|0.0314298879999999|-80.0942166|6.2757|0.043380952|0.0|11.70737909|-0.1488994619999999|1.0|100.3071755|-0.010716217|-1520.0430279999998|6.2757
12d_a30|149.0|1.0|0.013424098|-47.69710881|7.9508|0.042804233|0.0|6.497247279|0.036688757|0.0|69.55534551|0.005965451|-1615.063947|7.9508
12w_a36|0.4508|1.0|0.0273396629999999|-62.34080876|7.6383|0.041555556|0.0|10.87965823|-0.041402825|0.0|99.51883498|-0.007897954|-1645.169951|7.6383
1j_a5|0.5115|1.0|0.026739895|-39.64241895|7.6198|0.025987654|0.0|5.680936139|-0.07622096|1.0|54.3827755|0.006957291|-1065.817476|7.6198
13_a1|0.5339|1.0|0.026679865|-64.94184903|6585.0|0.036382114|0.0|11.41059871|-0.0594321759999999|1.0|77.55889436|-0.005924486|-1238.367298|6585.0
12p_a30|0.1768|1.0|0.0130197619999999|-47.54197452|7.7721|0.040899471|0.0|6.176226649|0.000321545|0.0|68.98315679|0.005965451|-1615.0623480000002|7.7721
21a_a23|0.3692|1.0|0.011178565|-34.01266735|6.9914|0.042862319|0.0|5.039953753|-0.133417036|1.0|61.73864319|0.01180744|-1669.23053|6.9914
12ao_a36|0.6249|1.0|0.016708791|-51.52001456|7.5229|0.042739018|0.0|7.785557064|-0.113963585|0.0|78.51108393|0.003724542|-1310.328652|7.5229
12ac_a36|0.3302|1.0|0.020208014|-55.68500110000001|7.8861|0.042560386|0.0|10.36858115|-0.046730704|0.0|86.51036063|0.0018565629999999|-1385.566143|7.8861
18d_a25|0.3986|0.0|0.014219928|-46.31109519|6.6345|0.042843137|0.0|6.3217245360000005|-0.070413428|1.0|68.15463481|0.0062422|-1806.812778|6.6345
9_a4|0.1217|1.0|0.010768243|-28.63837014|7.3188|0.040449735|0.0|2.676487872|-0.091393763|1.0|43.71760622|0.009731833|-1489.533032|7.3188
12g_a36|0.4393|1.0|0.015152386|-47.63457647|7.8539|0.03912037|0.0|8.382969151000001|0.078155467|1.0|77.14470618|0.005035022|-1350.861445|7.8539
1i_a5|0.7585|1.0|0.0196689|-50.81756452|7.6198|0.0253888889999999|0.0|2.575548983|-0.174016111|1.0|57.78921354|-0.000700145|-1288.322373|7.6198
9s_a24|0.5112|1.0|0.03496522|-30.93968263|7.4949|0.023585859|0.0|6.474925237000001|-0.060407836|1.0|61.19761205|0.007695726|-1270.994965|7.4949
7c_a10|0.4049|1.0|0.0269852389999999|-29.66615908|5.4191|0.039433962|0.0|9.377842892|-0.033792245|1.0|67.01436709|0.0107756969999999|-1258.985004|5.4191
14u_a23|0.2253|1.0|0.023582305|-36.90928915|8.2449|0.043321995|0.0|11.3374334|-0.026062012|1.0|73.50348823|0.010508236|-1744.422541|8.2449
12e_a36|0.4537|1.0|0.017716522|-44.83739063|7.8539|0.040899471|0.0|7.71202397|-0.0586405829999999|0.0|75.50154216|0.003962098|-1272.23645|7.8539
47l_a18|0.5019|1.0|0.012890098|-57.15119372|7.4949|0.035308642|0.0|4.654446622|-0.010426981|1.0|68.83398609|0.000787517|-1455.5497369999998|7.4949
17a_a6|0.3933|1.0|0.019808023|-63.02857512|7.6198|0.041767677|0.0|13.40315088|0.078798543|1.0|84.75077935|-0.00194781|-1350.078838|7.6198
15b_a10|0.3575|1.0|0.017637846|-31.76194123|7.0706|0.033219955|0.0|7.505718446|-0.082365722|1.0|62.53159836|0.011928706|-1317.736865|7.0706
12an_a36|0.6702|1.0|0.015771136|-49.67568778|7.3979|0.042739018|0.0|7.903608682000001|-0.131674913|1.0|81.70091433|0.003710345|-1670.417726|7.3979
12b_a30|0.2079|1.0|0.01584525|-53.05077947|8.1543|0.042804233|0.0|6.99318589|-0.037209579|0.0|73.02913136|0.002064369|-1674.977262|8.1543
4e_a49|0.2273|1.0|0.023622273|-57.79309816|7.4685|0.036555556|0.0|6.449206277999999|-0.053787795|1.0|68.38360061|0.000660956|-1313.158118|7.4685
1_a3|0.1775|2.0|0.014174378|-45.44133321|6.1403|0.034166667|0.0|1.697600903|0.038572075|1.0|49.05980305|-0.005006707|-1273.290432|6.1403
21_a34|0.2174|1.0|0.023973624|-63.96857813|5.4737|0.036880342|0.0|15.38241267|-0.004734657|1.0|95.12565978|0.00130996|-1483.305698|5.4737
14n_a23|0.4229|1.0|0.0242495529999999|-39.82324087|9.2441|0.045165485|0.0|12.34358104|-0.049694913|1.0|72.09248208|0.010508236|-1744.42791|9.2441
11d_a5|507.0|1.0|0.018119737|-40.04753555|7.8239|0.0228184279999999|0.0|5.179111638|-0.138265707|1.0|65.35645739|0.008809179|-1239.093739|7.8239
12w_a30|0.2639|1.0|0.014471302|-52.53307388|7821.0|0.044197531|0.0|7.262777048999999|0.028815747|0.0|75.77366969|0.001805829|-2494.932002|7821.0
5a_a40|0.4461|2.0|0.0130940839999999|-34.5789643|7.0915|0.0388888889999999|0.0|4.042943749|0.180125135|1.0|46.06507254|0.010425818|-1177.5835470000002|7.0915
18b_a25|0.2658|1.0|0.013724883|-44.30110081|7.2924|0.038137255|0.0|6.296086869|0.014055398|1.0|64.81723515|0.00598031|-1767.494087|7.2924
12h_a36|0.5756|1.0|0.026971557|-48.17643878|7.8539|0.039061728|1.0|11.96512593|-0.003014954|0.0|87.85958486|0.003077071|-1347.451759|7.8539
19_a4|0.3806|1.0|0.0143733|-38.9063534|4.71|0.040511696|0.0|3.946149569|-0.211341677|1.0|49.73882261|0.009687676|-1446.909868|4.71
7g_a8|0.5165|1.0|0.018613449|-64.55562181|4.6772|0.0448526079999999|0.0|11.43714084|-0.027838247|0.0|78.41805331|0.0002620309999999|-1374.4533210000002|4.6772
5e_a40|0.5262|2.0|0.012921086|-36.56222854|7.6021|0.044526749|0.0|4.489363277|0.158430496|0.0|48.81318333|0.008306061|-1637.180703|7.6021
12f_a36|0.4374|1.0|0.015685228|-46.86832019|7.9586|0.039061728|0.0|7.769727312|0.012286423|0.0|76.51015325|0.0045625|-1311.550167|7.9586
9_a15|0.2693|1.0|0.03598612|-41.10356167|6.9706|0.04022792|0.0|10.09761131|0.05688176|1.0|85.14415759|0.003160815|-1223.687392|6.9706
12q_a36|0.4239|1.0|0.017949083|-49.18227989|8.2218|0.042804233|0.0|7.758093617|-0.0651906459999999|0.0|80.15866795|0.0010871589999999|-1692.5102989999998|8.2218
12bd_a36|0.4467|1.0|0.015363883|-46.92083391|7.7696|0.04625323|0.0|7.733288012999999|-0.030990165|0.0|75.7932235|0.0045625|-1311.560669|7.7696
47r_a18|0.6007|1.0|0.0225607039999999|-62.75220741|6.6364|0.035706215|0.0|8.669825595|-0.02952923|1.0|81.99788849|-0.0001597829999999|-1964.813473|6.6364
12a_a5|0.4794|1.0|0.014342828|-36.01436435|7.7212|0.023108466|0.0|3.0925714930000003|-0.114419442|1.0|50.40529807|0.008649556|-1201.990542|7.7212
4n_a46|253.0|1.0|0.0077084869999999|-56.80797266|5.2845|0.045335917|0.0|2.543769935|-0.144852516|1.0|51.4039205|0.0042595609999999|-1090.302556|5.2845
3_a47|0.2342|1.0|0.016230658|-43.59237092|6.5|0.03308642|0.0|2.367459086|0.103847816|1.0|58.22383723|-0.007967014|-1470.101469|6.5
12ae_a36|0.4832|1.0|0.025570256|-63.96145017|7.8239|0.041555556|0.0|13.25108213|-0.083959343|0.0|97.76153993|-0.001160331|-1876.152311|7.8239
3d_a49|0.2899|1.0|0.018844179|-57.52001036|5.6308|0.036335697|0.0|3.221917789|-0.068390038|1.0|65.59130031|-0.004253844|-1594.552258|5.6308
25b_a34|0.2259|1.0|0.019067452|-64.37123451|5.6819|0.04037037|0.0|11.75402804|-0.112970844|1.0|98.0416108|-0.000223677|-1313.361559|5.6819
27a_a34|0.2896|1.0|0.020552444|-74.78290605|6.6198|0.0408037829999999|0.0|13.06088842|-0.026428049|1.0|100.7752505|-0.005234221|-1861.695683|6.6198
14b_a23|0.3603|1.0|0.01779446|-41.01458464|8.3536|0.043538647|0.0|8.596171261|-0.0644978|1.0|64.97993029|0.0075222369999999|-1729.139722|8.3536
19j_a38|354.0|1.0|0.023555355|-57.80349365|8.1146|0.04391253|0.0|11.74054073|0.003554228|1.0|90.05233553|-0.002443797|-1424.390074|8.1146
8m_a46|0.3905|1.0|0.006689855|-48.32436573|6.6402|0.047345679|0.0|1.984401749|-0.120972269|1.0|48.72163155|0.005865049|-1014.091966|6.6402
8c_a32|0.3272|1.0|0.025527931|-46.47597924|7.4318|0.036711712|0.0|5.935643221|-0.026048985|1.0|74.36515033|-0.001662219|-1880.733377|7.4318
10_a32|0.2983|1.0|0.025106509|-54.55170955|8.1427|0.03995614|0.0|9.828875607|-0.028431775|1.0|91.10767604|-0.00369116|-1916.631761|8.1427
15_a47|0.2828|1.0|0.021370407|-45.1562696|7.8|0.042285714|0.0|4.770072524|0.086682657|1.0|59.79410145|-0.002377481|-1527.376145|7.8
20_a31|0.2011|1.0|0.019624081|-53.79798102|8.0862|0.03995614|0.0|7.592555532|-0.020082435|1.0|81.35171021|-0.001662219|-1880.734655|8.0862
18a_a25|0.3234|1.0|0.011486699|-37.07961488|7.0269|0.038167849|0.0|4.188358905|-0.018419483|1.0|59.45091020000001|0.007325341|-1675.2501519999998|7.0269
12c_a36|0.3927|1.0|0.019278991|-47.12722334|8.0458|0.040899471|0.0|8.079011794|-0.0621599059999999|0.0|80.22754474|0.0010871589999999|-1692.511019|8.0458
12aj_a36|0.5616|1.0|0.016684569|-46.79363201|7.7696|0.043848238|0.0|7.521007149|-0.103202936|0.0|76.5855549|0.003962098|-1272.241135|7.7696
1l_a5|0.4921|1.0|0.013054186|-38.79937717|7.4949|0.025672515|0.0|2.506287665|-0.019865028|1.0|45.64819758|0.007613233|-1069.229786|7.4949
23_a10|0.2089|1.0|0.013394095|-35.17017083|6.1249|0.036666667|0.0|4.824237957|-0.000458688|1.0|60.76548004|0.010662507|-1470.166163|6.1249
4f_a46|0.1719|1.0|0.010341277|-30.29079362|6.7375|0.045958333|0.0|2.570614463|-0.056114865|1.0|42.21890747|0.011806162|-1033.528421|6.7375
6g_a40|0.4971|3.0|0.020240097|-107.2113398|7.3279|0.039863946|1.0|7.499640603|0.07194868|1.0|114.7475987|-0.018182514|-2521.990118|7.3279
8_a47|0.2249|1.0|0.012935553|-44.09728708|7.3|0.0363475179999999|0.0|2.928269795|-0.153669322|1.0|60.62152862|-0.007648516|-1686.0356350000002|7.3
3g_a32|0.2859|1.0|0.01096673|-38.9071564|7.8539|0.05052381|0.0|3.683575459|-0.1154223269999999|1.0|60.55421302|0.002565215|-1712.036238|7.8539
14g_a23|0.3478|1.0|0.020564836|-51.82254036|8.0|0.0422736629999999|0.0|9.289253982|-0.031968899|1.0|83.15907597|-0.0004039459999999|-2042.161409|8.0
15_a15|0.4459|1.0|0.0202953539999999|-41.11675625|6.9626|0.029814815|0.0|9.115534766|0.000676845|0.0|73.99578515|0.003766915|-1450.725355|6.9626
9_a10|0.4138|1.0|0.015893979|-40.90513782|6.7144|0.03590535|0.0|6.959437141|-0.1189611519999999|1.0|71.07688871|0.007847998|-1410.005954|6.7144
19k_a38|0.2038|1.0|0.021802691|-71.54314527|7.9666|0.0445691609999999|0.0|9.369654226|0.016990252|0.0|94.38036132|-0.00835812|-1500.852284|7.9666
19_a47|0.3243|1.0|0.03295186|-58.28861174|7.3|0.032764858|0.0|8.228498913|-0.064557784|1.0|76.13237258|-0.010153352|-1335.725639|7.3
14b_a3|0.2276|1.0|0.017348996|-44.49789848|6.4202|0.039799383|0.0|3.067822725|-0.008040839|1.0|57.87172082|-0.004161699|-1327.4859310000002|6.4202
7f_a10|348.0|1.0|0.012813716|-35.78096407|6.8508|0.037386831|0.0|2.474090768|-0.000498274|1.0|60.16185231|0.0030999659999999|-1442.200124|6.8508
13d_a5 (GW788388)|0.5251|1.0|0.022041749|-57.42492153|7.7447|0.027375887|0.0|6.374277851|-0.086484275|1.0|70.45205183|0.003668464|-1390.548362|7.7447
13f_a6|901.0|0.0|0.0196449239999999|-49.2635105|7.3768|45.0|0.0|8.368715213|-0.071478789|1.0|75.61173794|-0.001446486|-1347.266914|7.3768
7_a47|0.2144|1.0|0.0130514639999999|-45.82735481|7.6|0.04030303|0.0|2.8353037860000003|-0.085507035|1.0|61.47335819|-0.00794321|-1647.963177|7.6
47k_a18|0.5920000000000001|1.0|0.018313855|-51.59195677|7.5376|0.033777778|1.0|9.406543039|-0.02822032|1.0|84.23875372|0.00493127|-1664.728002|7.5376
17a_a25|0.4076|1.0|0.015373381|-44.46905084|7.6021|0.043274232|0.0|6.442637379|-0.0688716509999999|1.0|67.57985355|0.006423059|-1391.588873|7.6021
41_a47|0.2849|1.0|0.023067788|-34.50740631|8.0|0.042537538|0.0|5.852270304|0.024881402|1.0|63.84353454|0.0047106|-1162.462261|8.0
4i_a46|0.2805|1.0|0.011626803|-33.08099617|6.2132|0.049498645|0.0|4.997521397|-0.160741899|1.0|49.04951810000001|0.011931187|-1092.70435|6.2132
3f_a32|293.0|1.0|0.011659458|-41.40131823|8.0458|0.042380952|0.0|3.78194259|-0.113189563|1.0|61.47296003|0.002565215|-1712.034952|8.0458
14ad_a23|0.4106|1.0|0.033365494|-42.29008971|8.3595|0.0444129979999999|0.0|17.28310144|-0.05348283|1.0|85.20135045|0.009675528|-1858.942973|8.3595
3c_a32|0.5017|1.0|0.018316536|-34.91603827|8.0458|0.043817204|0.0|3.995552912|-0.113334836|1.0|57.94025396|0.00124359|-1633.419633|8.0458
9h_a24|0.3844|1.0|0.031789952|-28.52000725|7.1135|0.023854167|0.0|4.123788393|-0.209618231|1.0|47.51520531|0.012380829|-945.2337612|7.1135
47d_a18|0.5820000000000001|1.0|0.018506261|-52.14267013|8.0969|0.032916667|1.0|10.15469843|-0.07722825|1.0|86.29525584|0.005144085|-1704.0327519999998|8.0969
19f_a38|0.3205|1.0|0.020733452|-54.50401599|7.1397|0.041808786|0.0|8.601162122|0.035480177|1.0|84.35196967|-0.000673716|-1332.160846|7.1397
14a_a22|0.3051|1.0|0.021742777|-42.39063895|7.4202|0.038167849|0.0|9.873779458|-0.057308195|1.0|70.33046351|0.005757758|-1368.321586|7.4202
2_a27|0.3217|2.0|0.022639983|-29.42169804|7.8861|0.0427777779999999|0.0|5.020172886|0.11675125|1.0|52.43208086|0.00988756|-1043.7984|7.8861
7b_a8|0.2517|1.0|0.022982731|-60.75943432|4.8687|0.040873016|0.0|11.89970852|-0.052309137|1.0|73.70461365|0.003191529|-1330.595067|4.8687
32_a47|0.2969|1.0|0.022735861|-41.57905445|7.0|0.035568182|0.0|10.01980854|-0.026022099|1.0|68.76811937|0.002350172|-1778.0970140000002|7.0
47n_a18|0.5056|1.0|0.01357247|-65.43887366|7.1938|0.032169312|0.0|7.228646444|-0.003276575|1.0|86.44740177|0.001705837|-1743.299948|7.1938
14_a15|0.3131|1.0|0.015286995|-40.89540491|7.5229|0.037073171|0.0|6.026520371|-0.053931584|1.0|68.59458198|0.0034254209999999|-1281.0669369999998|7.5229
16_a15|0.3809|1.0|0.009783192|-60.63825695|7.6778|0.035555556|0.0|3.31414791|-0.109386268|1.0|76.07332645|-0.00379317|-1770.448668|7.6778
11_a3|0.4441|1.0|0.021256639|-45.19136777|7.3979|0.042795699|0.0|3.216644354|0.044912659|1.0|57.08178682|-0.005959152|-1288.165162|7.3979
4_a38 (LY-2157299)|0.2|1.0|0.01379043|-52.90108631|7.1586|0.041252955|0.0|4.060137052|-0.159241692|1.0|58.99645489|0.003107816|-1198.64695|7.1586
9g_a24|0.2444|1.0|0.033884884|-32.080056199999994|7.1675|0.0279797979999999|0.0|4.593165278|0.070915465|1.0|49.25777584|0.013119312|-984.5565078|7.1675
11e_a5|0.5347|1.0|0.016933845|-41.64560703|7.3979|0.020943152|0.0|5.290414418|-0.16669151|1.0|63.5644542|0.008721244|-1316.512503|7.3979
1_a1 (SKF-104365)|0.2178|1.0|0.018973797|-31.45099608|5.7959|0.0409444439999999|0.0|2.859900586|-0.10236005|1.0|46.32985169|0.002250781|-1279.060907|5.7959
12aw_a36|0.4088|1.0|0.02161528|-56.73814908|8.0458|0.043383838|0.0|9.4658605|-0.1066959869999999|0.0|87.37742985|-0.004358975|-1431.373326|8.0458
28_a47|0.2996|1.0|0.031626405|-67.33744077|7.6|0.038387534|0.0|9.214964819|-0.00496711|1.0|82.27079846|-0.010153352|-1335.722248|7.6
8_a10|0.1596|1.0|0.017582236|-32.63117642|6279.0|0.035828092|0.0|4.714910465|-0.15615298|1.0|56.7864899|0.009056935|-1257.819281|6279.0
47g_a18|0.5955|1.0|0.016259076|-55.35188184|8.0458|0.031179487|1.0|9.653129118|0.033759227|1.0|86.33162323|0.00531392|-1743.346243|8.0458
14q_a23|0.4943|1.0|0.01932289|-61.51997721|7.8069|0.044138322|0.0|10.17264683|-0.058543701|0.0|79.42966327|0.002496501|-1798.6108739999995|7.8069
7e_a8|0.3461|1.0|0.018708212|-51.4880895|4.4547|0.043758865|0.0|7.725998682999999|-0.11032771|0.0|64.23177694|0.002669179|-1300.467069|4.4547
12av_a36|0.6698|1.0|0.025779468|-57.31621925|7.4089|0.04250591|0.0|10.51297704|-0.021036176|0.0|91.5101903|-0.000472698|-1440.945099|7.4089
13_a47|0.3382|1.0|0.023284817|-41.79730418|7.8|0.036632997|0.0|4.705524762|0.003874205|1.0|57.38622954|-0.000211465|-1067.78457|7.8
35_a18|0.4981|1.0|0.007954001|-60.302584200000005|7.6198|0.03531746|0.0|4.809030636|0.027469086|1.0|67.9315105|0.00113101|-1532.976969|7.6198
17c_a50|0.1814|1.0|0.0232952879999999|-35.70979598|7.1612|0.031870748|0.0|10.25908547|-0.144763835|1.0|66.7258111|0.012222674|-1411.157813|7.1612
12i_a36|0.5402|1.0|0.022430221|-54.81607619|7.9208|0.0438779959999999|0.0|8.195085212|0.128325344|0.0|90.11282843|-0.007897954|-1645.171438|7.9208
4j_a46|0.2783|1.0|0.0106831269999999|-34.99059698|6.0942|0.048126615|0.0|5.205103062|-0.1051618459999999|1.0|50.26191521|0.011684396|-1132.018764|6.0942
14y_a23|444.0|1.0|0.016527|-39.9727336|8.4225|0.046678487|0.0|8.990852582999999|-0.051539811|1.0|67.16839951|0.007229683|-2549.091817|8.4225
16e_a32|0.2858|1.0|0.023323257|-55.957388|8.1367|0.040982906|0.0|9.961663868|-0.070351839|1.0|90.34923861|-0.002310082|-1955.965644|8.1367
8b_a32|0.2943|1.0|0.021225152|-53.36442734|7.9208|0.03995614|0.0|6.585851946|-0.024375676|1.0|81.73293254|-0.001662219|-1880.735397|7.9208
A7701_a51||1.0|0.012504214|-32.97926236|7.6021|0.031405229|0.0|1.580362387|0.058290286|1.0|41.87351682|0.00740235||7.6021
12a_a36|0.4435|1.0|0.019102103|-46.76212019|7.8861|0.040166667|0.0|7.388485123|-0.070252245|0.0|76.09903547|0.003199301|-1232.916523|7.8861
4m_a46|0.2465|1.0|0.012232753|-35.4774406|5.8901|0.041865079|0.0|3.028720082|-0.142061192|1.0|41.88525631|0.010359417|-1031.109224|5.8901
17_a12|0.2213|1.0|0.015049295|-36.25249721|7.7959|0.035816993|0.0|3.048310481|-0.072956553|1.0|57.97616997|-0.000651751|-1366.776169|7.7959
12i _a30|0.2384|1.0|0.014680721|-50.00086637|7.8013|0.043848238|0.0|6.740110893|0.0109710489999999|0.0|72.59006433|0.003603419|-2035.339603|7.8013
12x_a30|0.1517|1.0|0.012044556|-47.48669555|7.6556|0.043383838|0.0|6.435648079|0.027312213|0.0|68.52587215|0.006346396|-1654.3784|7.6556
