molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nARing|SaasN|MATS2c|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC1i|GATS1are|BIC2|MATS8s|MATS8d|SIC2|RASA|FNSA3|FNSA5|PNSA3|PPSA3|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|WNSA2|DPSA4|FPSA5|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
1h_a5|0.0|1|0|0|2.9516097130000003|0.0|6.605297921|0|0.0|-0.259241577|-0.001978474|-0.009075016|2|0.0|-0.085074391|-0.1197834419999999|10.94466758|1|0.007357977|0.0578378779999999|0.71274658|0.780175595|0.070628165|-0.082079343|0.8436458929999999|0.8806402259999999|-0.067599619|-0.069496749|-35.25675213|4.588992214|-0.027798699|-18.90429957|0.484419999|0.7450549759999999|-1.111947978|-14.49848188|39.84574434|0.489507204|-579.9392753|819.6979313999999|-7.561719827|0.2549450239999999|13.14687756|0.958891501|-302.4687931|19.45961351|0.01585373|-255.618083|409.0289917|8.268552715|1.0|0.0|1.0|2.8|0.05|-8.41|4.99|4.51|54.46|95.45|0.0|1.0|3.0|-4.25|24.0|3.0|-5.77|0.0|1.0|3.43|-4.45|5.5700000000000005e-05|0.0174|3.5600000000000005e-05|3.43|0.0|0.0|1.21e-06|-0.04124|4652.0|3.17|4.3651|-990.6346565|-990.6032645|556.57|934.7|284.03|0.3333|266.52|430.83|0.57155|0.1754|-0.17797|-0.21921|0.031392033|3.3752|7.5528
7_a27|0.0|0|0|0|0.0|0.0|6.842683282|0|3.330197625|0.112935885|-0.00601016|-0.050197188|2|1.280380317|-0.288487667|-0.096754293|10.93773474|1|0.010596392|-0.323631281|0.6413629129999999|0.801251575|0.147753647|-0.08694032|0.8546689820000001|0.85111414|-0.060745542|-0.084531496|-34.09779211|8.475438874|-0.0300556429999999|-26.6343589|60.73467304|0.763564713|-1.352503929|-16.87088515|42.57323098|0.466714317|-759.1898319000001|1497.873267|-9.469994277|0.236435287|12.087978|0.875167537|-426.1497425|22.09489892|0.014441323|-295.8891961|479.0078184|8.106228264|1.0|1.0|1.0|3.24|0.2|-6.61|3.32|3.05|65.6|102.36|0.0|1.0|3.0|-4.06|26.0|4.0|-6.26|0.0|1.0|3.14|-4.28|8.66e-05|0.0299|5.2e-05|3.02|0.0|0.0|8.4e-05|-0.04887|4.1205|5.37|4.1205|-1122.455548|-1122.433757|606.74|1016.96|300.9|0.4179|300.9|505.5|0.61278|0.4179|-0.16734|-0.2162099999999999|0.02179141|6.3813|9.0
12s_a36|0.0|1|0|0|3.486136149|0.0|7.412764017000001|2|0.0|-0.057853364|-0.007059109|-0.045035034|2|0.0|-0.4023692|0.0056370119999999|10.95352614|1|0.003962098|-0.1763783589999999|0.90414347|0.8060798779999999|-0.118671653|-0.086791463|0.856677627|0.8303378090000001|-0.07216709|-0.1000534719999999|-46.58030248|12.55883918|-0.035868226|-41.6829437|10.23927133|0.754198383|-1.901015959|-23.15117315|59.13914165|0.4604765839999999|-1227.012177|2294.468358|-14.94294208|0.245801617|13.98635088|0.853487672|-791.9759303|30.69639722|0.018222417|-328.1450742|662.0530478999999|11.76167282|1.0|0.0|0.0|4.85|0.17|-6.97|3.24|2.19|69.2|128.72|0.0|1.0|5.0|-4.16|30.0|4.0|-6.55|0.0|0.0|2.14|-4.3|6.929999999999999e-05|0.0274|5.05e-05|3.04|0.0|0.0|4.270000000000001e-05|-0.04908|3.8751|3.48|3.7604|-1272.270833|-1272.236664|683.24|1150.67|329.71|0.4501|319.95|523.72|0.6928|0.0002|-0.15559|-0.20467|0.03416928|8.7738|8.0458
15a_a22|0.0|0|0|0|0.0|0.0|6.842683282|0|1.646649187|-0.136588366|-0.0050042229999999|-0.052476637|2|1.614660505|-0.280236463|-0.057308195|10.9464374|1|0.005757758|-0.165471815|0.6819423609999999|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|0.86664032|-0.061755825|-0.081705465|-41.92018177|14.43653926|-0.031425179|-37.6479704|65.53409434|0.702735071|-1.634109304|-21.33157831|56.35672103|0.444668211|-1109.242072|2169.226845|-14.47998862|0.297264929|14.6895113|0.800725296|-752.9594081|30.3550786|0.0216014629999999|-275.2352849|684.5377542|14.66318798|1.0|1.0|1.0|3.42|0.08|-9.21|3.87|4.31|85.59|124.05|0.0|1.0|6.0|-4.65|32.0|5.0|-6.61|0.0|1.0|3.19|-4.68|2.25e-05|0.00945|2.1e-05|3.18|0.0|0.0|2.56e-07|-0.0600399999999999|5.0577|4.98|3.6496|-1368.35331|-1368.321775|696.57|1189.31|339.72|312.0|245.14|541.27|0.69076|0.0955|-0.15281|-0.21285|0.03153544|6.8666|6.8447
14a_a22|0.0|0|0|0|0.0|0.0|6.842683282|0|1.646649187|-0.136588366|-0.0050042229999999|-0.052476637|2|1.614660505|-0.280236463|-0.057308195|10.9464374|1|0.005757758|-0.165471815|0.6819423609999999|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|0.864077619|-0.062215607|-0.081479363|-42.39063895|14.49148204|-0.031338217|-37.82586486|60.38977977|0.7007904070000001|-1.629587269|-21.35231162|56.88212098|0.446584227|-1110.320204|2169.870866|-14.54840956|0.299209593|14.55117701|0.8069597009999999|-756.5172972|30.46889826|0.021742777|-273.61731430000003|684.5377542|14.81445329|1.0|1.0|1.0|3.42|0.08|-9.21|3.87|4.31|85.59|124.05|0.0|1.0|6.0|-4.65|32.0|5.0|-6.61|0.0|1.0|3.19|-4.68|2.25e-05|0.00945|2.1e-05|3.18|0.0|0.0|2.56e-07|-0.06145|5.0653|4.98|3.5707|-1368.35698|-1368.321586|695.62|1191.81|347.23|0.3051|244.77|534.87|0.63156|0.0578|-0.15029|-0.21174|0.03539365|6603.0|7.4202
13b_a6|0.0|1|0|0|3.423777636|0.0|7.412764017000001|1|0.0|-0.0411179|-0.011206134|-0.0265090529999999|1|0.0|-0.6051312529999999|-0.104663349|10.95129557|1|-0.00194781|-0.180339002|0.850080948|0.7788169070000001|-0.029988734|-0.11338525|0.8370824240000001|0.7757172059999999|-0.093125205|-0.112915801|-61.06841733|21.00828557|-0.0406496879999999|-48.5571926|554.4007331|0.757233678|-2.032484418|-26.65671602|82.07670290000002|0.408780634|-1332.835801|2587.000662|-17.48058934|0.2427663219999999|15.37022155|0.69141956|-874.0294667999999|35.20276076|0.0203627189999999|-337.3706117|627.4287311|13.35319491|1.0|1.0|1.0|3.56|0.12|-9.01|4.98|4.32|95.85|116.79|0.0|1.0|5.0|-5.51|31.0|5.0|-6.1|0.0|1.0|3.45|-4.99|3.11e-06|0.0012699999999999|1.02e-05|3.8|0.0|0.0|4e-07|-0.0525799999999999|4.8494|4.04|3.6322|-1350.0903970000002|-1350.061187|694.33|1167.21|341.35|0.7846|255.67|574.07|0.7006600000000001|0.2461|-0.14898|-0.20156|0.02920955|13.5746|6.7595
33_a47|0.0|0|1|1|0.0|0.0|6.823286122000001|0|1.758479676|-0.229935275|-0.004263267|-0.085712613|3|1.688794654|-0.183320497|-0.033554816|10.98214099|1|0.003634698|-0.338113214|0.63155995|0.82821379|0.065468525|0.1186944519999999|0.8913954909999999|0.8197001309999999|-0.060080724|-0.083739854|-32.1568697|11.96072985|-0.0272154529999999|-23.98884914|0.0|0.57681348|-1.088618103|-14.56646493|44.11759955|0.4607629339999999|-582.6585971|787.797733|-7.79637597|0.42318652|12.94292541|0.854471925|-311.85503880000005|25.25333652|0.029580684|-82.22540944|388.178924|15.83240237|0.0|1.0|1.0|3.08|0.11|-7.08|2.96|4.04|68.52|94.28|0.0|1.0|3.0|-3.26|25.0|5.0|-6.78|0.0|1.0|2.69|-3.72|0.000546|183.0|0.000192|2.19|0.0|0.0|2.79e-05|-0.05462|4.1869|2.06|4.1869|-1123.16428|-1123.135036|566.29|934.34|296.13|0.2566|296.13|423.52|0.67508|0.2566|-0.15985|-0.21447|0.02924367|6.2284|8.4
12a_a30|0.0|0|0|0|0.0|0.0|7.412764017000001|2|0.0|0.033691224|-0.006711725|-0.02919335|2|0.0|-0.3557214489999999|0.009586623|10.31162903|1|0.005458948|-0.094526372|0.8421237309999999|0.7885597609999999|-0.031179517|-0.171895425|0.842671963|0.836214716|-0.07699057|-0.097138462|-47.73588073|10.10177981|-0.037665934|-37.34272719|0.0|0.805190202|-1.845630786|-23.35372432|57.83766054|0.469799116|-1144.332492|2256.680391|-14.47983299|0.194809798|13.88603128|0.88607758|-709.5118166|29.00398472|0.014884556|-378.4495438|620.9195447000001|9.228758655|1.0|1.0|0.0|4.65|0.14|-6.64|3.84|2.62|81.65|127.28|0.0|1.0|5.0|-5.28|29.0|4.0|-5.98|0.0|0.0|2.63|-4.85|5.23e-06|0.00208|1.4e-05|3.87|0.0|0.0|9.21e-05|-0.05184|5045.0|3.82|3.4885|-1575.7783980000002|-1575.745502|668.81|1122.01|355.41|0.1866|245.76|507.17|0.68599|0.1511|-0.1481|-0.19994|0.03289568|4.7368|7.9469
9_a4|0.0|0|0|0|0.0|0.0|7.535296702|1|2.130445484|-0.211556011|-0.00136737|0.016639331|2|2.137757657|-0.064266379|-0.091393763|10.92992723|1|0.009731833|-0.076824065|0.625717993|0.801082857|-0.151437311|-0.072130166|0.861113198|0.937102792|-0.052625548|-0.069566741|-28.63837014|4.918284148|-0.025885299|-20.60179129|45.21212204|0.792890434|-1.113067849|-14.08655666|33.55665428|0.43745176|-605.7219363|2012.840082|-7.665782805|0.207109566|10.21134541|0.777625327|-329.6286606|17.76608225|0.010768243|-318.7769026|489.7528555|5.859985199|1.0|1.0|1.0|3.18|0.19|-8.16|5.14|5.07|43.6|105.09|0.0|1.0|2.0|-4.76|26.0|3.0|-5.56|0.0|1.0|4.17|-5.15|1.73e-05|0.0062299999999999|7.06e-06|4.14|0.0|0.0|2.49e-06|-0.05256|4.7284|3.87|4.0137|-1489.554198|-1489.533032|586.24|999.93|308.91|0.1217|262.21|430.12|0.6464|0.0584|-0.16948|-0.22204|0.02116575|5.4739|7.3188
2_a20 (SB-505124)|0.0|1|0|0|3.485765306|-0.09011519|7.434257382|1|0.0|-0.006955944|-0.010175551|-0.076310057|1|0.0|-0.498602014|-0.177905025|10.95129567|1|0.003789399|-0.229461916|0.827730504|0.725030162|0.082053195|-0.19681999|0.765632979|0.7694360659999999|-0.083565835|-0.117328885|-45.98170774|15.71798823|-0.0382594189999999|-35.52365346|441.9400248|0.831919306|-1.759933279|-21.05206547|61.69969596|0.475937029|-968.3950117|1709.9571620000002|-11.58380004|0.1680806939999999|11.3574908|0.908167636|-532.854802|25.30541763|0.011470204|-365.2740749|477.95809620000006|6.311425784|1.0|1.0|1.0|3.4|0.3|-7.22|5.16|4.47|60.03|97.55|0.0|1.0|3.0|-5.24|25.0|4.0|-5.31|0.0|1.0|3.81|-4.91|5.72e-06|0.0019199999999999|1.22e-05|4.27|0.0|0.0|2.03e-05|-0.03717|3.6404|4.57|3.6404|-1089.371784|-1089.358727|593.8|995.68|340.58|0.3267|340.58|505.82|0.69947|0.3267|-0.14928|-0.18645|0.01305739|3.9392|6.7721
19l_a38|0.0|1|0|0|3.280796643|0.0|7.412764017000001|2|0.0|-0.086107169|-0.007360265|-0.10490608|2|0.0|-0.426895387|-0.02967593|10.94917392|1|0.000347207|-0.191751024|0.723755855|0.839953955|-0.032569307|-0.053823023|0.89459881|0.799611189|-0.079681862|-0.100870929|-51.6277901|14.19254029|-0.037359603|-42.34617024|19.55998015|0.7374102309999999|-2.017418574|-24.20618316|65.82033039|0.430111845|-1307.13389|2934.313773|-15.68376675|0.262589769|11.52660233|0.754730276|-846.9234048000001|32.82593886|0.021129331|-307.64756780000005|696.3887025|13.69020024|1.0|1.0|1.0|4.94|0.12|-7.28|4.03|3.09|81.23|135.78|0.0|1.0|6.0|-4.94|32.0|4.0|-6.39|0.0|1.0|3.22|-4.72|1.15e-05|0.0049|1.89e-05|3.55|0.0|0.0|2.25e-05|-0.0603299999999999|3.6709|4.08|3354.0|-1409.5865199999998|-1409.557954|660.04|1164.34|369.66|0.2883|337.75|502.31|0.7044|0.0233|-0.13977|-0.2001|0.02856649|9026.0|7.8633
14j_a23|0.0|0|1|1|0.0|0.0|7.423568444|0|3.278390512|0.074424082|-0.006327927|-0.071396109|2|0.722606603|-0.322724299|-0.026319216|10.31321824|2|0.0075222369999999|-0.17267308|0.616699629|0.800643488|0.143567854|-0.091426449|0.864845456|0.8454521620000001|-0.062203032|-0.082226482|-40.35191855|13.28905737|-0.034989992|-34.60325668|83.17168000000001|0.7739671709999999|-1.644529644|-22.69846456|53.64097592|0.497137467|-1066.827834|2175.598042|-14.72479008|0.226032829|15.57933561|0.988615047|-692.0651337|29.32742551|0.017787992|-355.4521561|599.5697147999999|11.53930239|0.0|1.0|1.0|3.39|0.05|-7.67|3.78|4.58|105.02|120.24|0.0|1.0|5.0|-5.58|31.0|5.0|-6.31|0.0|0.0|3.77|-5.11|2.66e-06|0.00114|7.73e-06|3.68|0.0|0.0|9.18e-06|-0.07581|3.6671|3.72|3.6671|-1729.15999|-1729.1379190000002|670.6|1142.37|338.1|0.3886|338.1|528.18|0.65128|0.3886|-0.14816|-0.2239699999999999|0.02207124|8.3233|8.3883
4o_a46|0.0|0|0|0|0.0|0.160026534|7.825245291|1|2.138144369|-0.24479566|-0.000627744|0.042766097|1|0.0|-0.032014955|-0.203025042|10.93828256|1|0.010144781|-0.028735607|0.626333846|0.7699448320000001|-0.121466731|-0.09492635|0.8176134690000001|0.950732618|-0.0648126359999999|-0.06570509|-35.54402423|5.332434441|-0.021901697|-19.76117845|31.19780621|0.7510206490000001|-1.051281434|-12.01115223|40.87645867|0.460981009|-576.535307|1705.3950960000002|-6.587059484|0.248979351|10.25486577|0.855222204|-316.1788552|15.99310518|0.0108913189999999|-275.3254498|544.7877262000001|5.972929428|1.0|1.0|1.0|3.73|0.32|-7.26|4.77|4.94|54.5|103.66|0.0|1.0|2.0|-4.91|26.0|3.0|-5.51|0.0|1.0|3.92|-4.87|1.23e-05|0.00422|1.34e-05|4.06|0.0|0.0|1.88e-05|-0.04627|4.3255|3.76|4.3255|-1070.456878|-1070.428722|581.59|1022.29|286.64|0.1598|286.64|501.08|0.6843|0.1598|-0.18282|-0.22909|0.02815574|4.8244|6.7905
12ac_a36|0.0|1|0|0|3.4419617660000004|0.0|7.412764017000001|2|0.0|-0.050997272|-0.007639626|-0.073735973|2|0.0|-0.450737917|-0.046730704|10.95345846|1|0.0018565629999999|-0.166354116|0.8058720979999999|0.811459853|0.135371136|-0.020272679|0.863165958|0.779673368|-0.080202334|-0.104391657|-55.68500110000001|14.93372351|-0.036062573|-50.32319912|20.70356046|0.7316461470000001|-1.98344149|-25.03847816|70.61872461|0.44477577|-1377.116299|2455.459827|-17.38437788|0.268353853|14.63702516|0.801074136|-956.1407834|34.22211444|0.020208014|-321.66684580000003|716.9974499|14.03055543|1.0|0.0|0.0|4.86|0.17|-6.89|3.16|2.09|86.27|133.95|0.0|1.0|6.0|-3.81|32.0|5.0|-7.21|0.0|0.0|1.84|-3.95|0.000154|0.0653|0.000112|2.36|0.0|0.0|5.4600000000000006e-05|-0.0527399999999999|3.8843|4.84|3.8594|-1385.606133|-1385.566143|711.77|1200.61|321.25|0.3302|319.2|554.84|0.56357|0.0249|-0.15675|-0.20949|0.03998989|5.4387|7.8861
37_a18|0.0|0|0|0|0.0|0.0|7.03438793|2|0.0|-0.0013530679999999|-0.005351023|-0.018808538|1|0.0|-0.385273662|-0.034593342|10.94702064|0|0.003512954|-0.224171123|0.7100921609999999|0.725028151|0.020848396|-0.020149364|0.761336899|0.831783747|-0.068500679|-0.074857954|-50.09028298|6.653112344|-0.0286221589999999|-40.02719655|60.1335413|0.7648766029999999|-1.946306811|-20.92960342|56.74339533|0.488368082|-1423.213033|1571.7484060000002|-15.30451633|0.2351233969999999|18.49074823|0.954530133|-1040.70711|27.36337253|0.0142451319999999|-387.3755475|1056.535856|10.41657856|0.0|0.0|1.0|4.31|0.3|-8.82|3.68|3.3|76.5|151.14|0.0|1.0|7.0|-5.68|36.0|3.0|-6.14|0.0|0.0|2.93|-5.47|2.08e-06|0.000999|3.35e-06|4.36|0.0|0.0|7.27e-07|-0.04925|3.2127|8.11|3.2127|-1532.997117|-1532.974371|794.5|1395.35|385.91|499.0|385.91|673.45|0.69305|499.0|-0.13194|-0.18119|0.02274574|3.0375|7.4559
12m_a36|0.0|1|0|0|3.40403699|0.0|7.412764017000001|2|0.0|0.013543656|-0.011502861|-0.133854569|2|0.0|-0.667165917|-0.025127218|10.95440733|1|-0.004569485|-0.090926893|0.892815402|0.825587924|-0.075712087|-0.064035403|0.8792981679999999|0.711961428|-0.10031651|-0.121074678|-67.27772044|15.24099981|-0.04260035|-54.45666327|107.233999|0.7471181240000001|-2.300418875|-28.57011677|82.51872026|0.465323422|-1542.786306|2637.948424|-19.16067782|0.252881876|13.67704354|0.8702895190000001|-1034.676602|38.24042793|0.0222467879999999|-331.4617713|689.2886595|14.91990864|0.0|0.0|0.0|4.83|0.13|-6.14|1.92|0.98|112.29|131.85|0.0|1.0|6.0|-4.1|32.0|5.0|-7.39|0.0|0.0|1.26|-3.8|7.96e-05|0.0338|0.000159|2.11|0.0|0.0|0.000305|-0.05114|3.8658|3.88|3.8658|-1401.654499|-1401.6158890000002|692.4|1177.15|320.72|0.4718|320.72|505.51|0.69382|0.4718|-0.15879|-0.20993|0.03861003|9.1003|7.5229
3b_a32|0.0|1|1|1|3.3653429710000005|0.0|7.758333467000001|0|0.0|0.046791596|-0.007388108|-0.064476472|0|2.21541916|-0.265971895|-0.1113575119999999|10.31100281|3|0.00020567|-0.151445075|0.833920105|0.800396027|0.094335058|0.167519182|0.866250192|0.8407393809999999|-0.073068133|-0.100355499|-35.8437493|7.180211702|-0.033451833|-24.14971513|0.0|0.764128338|-1.103910485|-16.40987746|43.023961|0.460751087|-541.5259561|1084.520517|-8.049905042|0.2358716619999999|10.69254007|0.854431185|-265.6468664|21.47528975|0.0154889019999999|-259.1375886|323.0421997|7.59811844|1.0|1.0|1.0|3.11|0.13|-6.5|6.25|4.43|110.94|88.24|0.0|1.0|2.0|-5.73|21.0|3.0|-5.57|0.0|1.0|3.68|-4.65|1.86e-06|0.0005809999999999|2.23e-05|3.71|0.0|0.0|9.97e-05|-0.05396|3.5545|2.45|3.5545|-1594.121087|-1594.095192|524.46|857.0|348.81|0.2905|348.81|396.83|0.70257|0.2905|-0.1474099999999999|-0.20137|0.02589511|5.7777|8.2366
19g_a38|0.0|1|0|0|3.229090845|0.0|7.412764017000001|2|0.0|-0.077355838|-0.008497058|-0.117921811|2|0.0|-0.458841138|-0.009881824|10.96052467|1|-0.004358975|-0.250781298|0.653741315|0.836170906|-0.063110203|-0.076414544|0.892249657|0.7200062690000001|-0.086314802|-0.114243258|-54.62049927|14.52522351|-0.038842708|-45.74791999|18.41027014|0.719941993|-1.942135378|-24.57988703|69.14572278|0.455443492|-1228.994351|2506.378649|-15.5542928|0.280058007|11.62016299|0.836356715|-777.7146399000001|34.14148263|0.0228937029999999|-278.3610963|593.6088758|14.48726605|1.0|1.0|1.0|4.82|0.14|-7.12|3.55|3.11|81.23|125.65|0.0|1.0|5.0|-4.25|31.0|5.0|-6.81|0.0|1.0|2.97|-4.33|5.68e-05|0.0238|4.67e-05|2.88|0.0|0.0|3.19e-05|-0.05479|5.2766|3.66|3.6887|-1431.419426|-1431.386981|638.82|1104.29|336.12|0.2285|234.97|475.84|0.69982|0.0962|-0.15269|-0.20748|0.03244515|6.1765|7.3778
18b_a25|0.0|0|0|0|0.0|0.0|6.842683282|0|1.824998189|-0.147813831|-0.003259453|0.0131826839999999|2|2.003993644|-0.189048258|0.014055398|10.31286058|1|0.00598031|-0.061048368|0.721100414|0.7723870909999999|-0.026045966|0.001715854|0.8333962429999999|0.936253893|-0.063132226|-0.078644297|-44.30110081|8.972372556|-0.0305838929999999|-38.7252349|0.0|0.7847794690000001|-1.6515302369999998|-21.46130777|53.27347337|0.493622561|-1158.910619|2327.4502850000003|-15.05981357|0.215220531|17.09119768|0.974811521|-813.229933|27.34692815|0.013724883|-399.6704921|809.2903831|9.631015182|1.0|1.0|1.0|3.58|0.07|-9.84|5.93|5.59|111.51|138.56|0.0|1.0|6.0|-6.54|34.0|4.0|-5.93|0.0|1.0|4.35|-5.71|2.87e-07|0.000132|1.95e-06|4.48|0.0|0.0|6.690000000000001e-08|-0.07066|5.5437|4.32|3.6826|-1767.52411|-1767.494087|728.12|1284.89|336.67|0.2658|223.65|612.24|0.54166|0.0468|-0.15079|-0.22145|0.03002332|2752.0|7.2924
8b_a12|0.0|0|0|0|0.0|0.0|0.0|1|0.0|0.190292199|-0.012630509|-0.1676879319999999|2|0.0|-0.618894925|-0.036536396|10.95438057|0|-0.007926474|0.006468729|0.89481633|0.7407532059999999|-0.010950243|-0.183648492|0.792160599|0.740926309|-0.1053827859999999|-0.116554734|-60.97837482|6.513753986|-0.045608374|-39.02494133|76.80174559999999|0.888936354|-2.097985204|-26.39069094|67.49212879999999|0.480938153|-1213.971783|1437.536303|-15.27062922|0.111063646|12.27845608|0.926552694|-702.4489440000001|29.68794201|0.009361504|-450.1059006|510.3677388|5.416912474|0.0|1.0|1.0|4.11|0.1|-7.45|3.11|1.9|80.37|110.58|0.0|1.0|4.0|-4.1|27.0|4.0|-6.51|0.0|0.0|2.51|-4.01|7.890000000000001e-05|28.0|9.74e-05|2.76|0.0|0.0|1.26e-05|-0.0589|4.2263|5.11|3.7446|-1159.405202|-1159.365835|611.93|1020.47|331.1|0.3179|293.37|460.08|0.57773|127.0|-0.15294|-0.21184|0.03936706|6.1286|6.58
19_a34|0.0|0|0|0|0.0|0.0|7.412764017000001|1|1.898101852|-0.068004837|-0.013066507|-0.169170251|1|0.0|-0.5357267960000001|-0.143343425|10.95957634|1|-0.0042364759999999|-0.401414514|0.866604574|0.8022000659999999|0.08178394|-0.0235903339999999|0.8582665429999999|0.6399024520000001|-0.112877411|-0.1255804019999999|-56.30608209|19.74799697|-0.039656969|-31.24772528|470.4453529|0.662289492|-1.506964829|-19.78189027|76.05407906|0.467358389|-751.7118302|1537.244187|-9.86770272|0.3377105079999999|10.31797048|0.877434994|-374.9727034|29.86894781|0.029554695|-161.90813300000002|337.9440349|14.74262256|0.0|0.0|1.0|3.07|0.18|-5.03|2.69|2.31|69.4|83.95|0.0|2.0|3.0|-2.73|23.0|5.0|-7.01|0.0|1.0|2.1|-3.15|0.00186|574.0|0.000704|1.66|0.0|0.0|0.00291|-0.02901|4.1721|2.7|4.1721|-1046.606458|-1046.5747720000002|538.96|882.87|297.18|0.2189|297.18|421.62|0.6897300000000001|0.2189|-0.1735|-0.20251|0.03168624|5.0441|6.0044
11_a4|0.0|0|0|0|0.0|0.0|7.535296702|1|2.159635561|-0.20567828|-0.001098364|0.032861655|2|2.216390726|-0.056016567|-0.073554945|10.33765061|1|0.010782511|-0.046906237|0.6575743310000001|0.820318166|-0.163623353|-0.007574475|0.875868891|0.930113409|-0.054262142|-0.06530408|-31.35942689|5.395547437|-0.023620625|-21.81135655|59.55648883|0.7560913159999999|-1.110169356|-13.65094004|36.75497433|0.480360734|-641.5941818|1640.559148|-7.889214068999999|0.243908684|13.18281017|0.924411925|-370.7930613|18.0546182|0.011937709|-296.0029432|575.2252237|6.89909579|1.0|1.0|1.0|3.31|0.23|-8.05|4.97|5.22|68.9|111.64|0.0|1.0|4.0|-5.14|27.0|3.0|-5.74|0.0|1.0|4.16|-4.97|7.27e-06|0.00271|1.06e-05|3.99|0.0|0.0|3.31e-06|-0.05582|4907.0|3.2|3.78|-1467.463842|-1467.440475|630.04|1071.03|328.0|151.0|252.67|479.99|0.65942|0.0403|-0.15885|-0.2146699999999999|0.02336674|5.3012|6.9586
1d_a5|0.0|1|0|0|2.79978458|-4.455320158|6.605297921|0|0.0|-0.133500214|-0.006252818|-0.308010841|2|0.0|-0.2688711589999999|-0.2261588939999999|10.94437658|1|-0.000700145|0.004923698|0.525406088|0.7595197290000001|-0.058872605|-0.015804188|0.821309592|0.8965037640000001|-0.088396743|-0.086213657|-47.76176205|4.288788702|-0.036640804|-25.16889922|0.0|0.770504115|-1.465632167|-19.79744178|52.05055075|0.471074204|-791.897671|1172.890724|-10.69678217|0.229495885|11.5640749|0.89062437|-427.8712868|25.69414151|0.018980039|-292.3128788|403.396385|10.25512997|1.0|0.0|1.0|2.92|0.05|-8.88|5.48|6.37|54.46|95.49|0.0|1.0|4.0|-4.79|27.0|6.0|-5.73|1.0|1.0|4.15|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|3.95|0.0|0.0|4.86e-07|-0.04528|4.8725|3.58|4.6112|-1288.340378|-1288.306458|567.04|951.63|268.88|0.2805|254.46|414.59|0.5764600000000001|0.0982|-0.18991|-0.23519|0.03392008|5.3765|5.03
13_a47|0.0|1|1|1|2.920663104|0.0|6.605297921|0|0.0|-0.174238791|-0.0049262279999999|-0.0777650159999999|2|1.5940801480000002|-0.20197533|0.003874205|10.9452934|1|-0.000211465|-0.0233277889999999|0.6427334020000001|0.794037882|0.030290722|0.065869272|0.8582665429999999|0.781675563|-0.081148294|-0.088128939|-41.79730418|9.13564442|-0.032468557|-23.38063458|0.0|0.688261242|-1.23380515|-16.72368034|50.9329486|0.472007922|-635.4998528|669.2729199|-8.613918003|0.311738758|13.33103985|0.8939678120000001|-327.3288841|24.29844849|0.023284817|-193.936606|359.12161539999994|11.99338291|1.0|0.0|1.0|2.9|0.06|-7.9|4.06|4.63|66.49|91.59|0.0|1.0|3.0|-4.24|24.0|4.0|-6.0|0.0|1.0|3.19|-4.27|5.79e-05|0.0185|5.41e-05|3.17|0.0|0.0|4.04e-06|-0.05465|4.0302|2.7|4.0302|-1067.820961|-1067.78457|542.62|895.21|307.63|0.3382|307.63|404.73|0.67466|0.3382|-166.0|-0.22065|0.03639189|4.8308|7.8
