molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nARing|BCUTs-1|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|AATSC8d|AATSC1pe|MATS1i|MATS1c|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
3i_a32|0.0|1|1|2.417426304|-4.547725143|0|0|0.6094207970000001|5.733341277|-0.363243817|0|-0.21362765|-0.4449120629999999|-0.0131506889999999|0.022524712|-0.0106761939999999|-0.054335108|-0.537667101|0|-0.337053202|0.030060554|0.902293804|0.54844677|1|-0.093279684|-0.1132851459999999|0.015296821|-59.72706743|8.064907632|60.99385995|0.106172013|55.97682661|4.252042736|-1.472706897|71.27609889|-23.52884474|0.422644726|2471.4299920000003|471.2508776000001|-12.4050588|0.22927653|5.826629089|10.09193014|0.732035793|5656.349227000001|-409.3669403|30.52825775|1.0|3.1|2.49|0.13|-6.96|6.76|6.29|110.94|2.09|2.0|0.0|0.0|1.0|6.0|-5.53|0.0|-5.16|5.37e-07|0.000197|0.00251|4.23|0.0|0.0|1.0900000000000001e-07|4.01e-05|-0.06518|3642.0|-1891.833327|-1891.811327|530.5|876.0|340.43|0.4765|0.70322|0.70322|-1891.738614|0.4765|-0.1476|2494.0|-0.21278|0.02199999|3.8572|6.0|8.2366
12az_a36|0.0|1|0|3.465535084|0.0|0|2|1.297042831|5.351858133|-0.040156368|2|0.078817323|-0.593399474|0.000482522|-0.012800556|0.002872872|-0.176729938|-0.387734368|1|-0.061924322|-0.021825174|0.858971809|0.8350231859999999|0|-0.071762413|-0.10786263|0.034771534|-75.58351856|24.36575918|60.11023222|0.180836387|126.71905359999998|17.0740303|-1.941527339|99.82512582|-23.45695404|0.462897841|3039.528467|574.0196415|-16.43719536|0.416134994|8.449849817|15.73229538|0.861843195|6700.839465|-953.3573311|40.17530387|2.0|4.96|0.0|0.21|-6.79|2.83|1.9|87.66|1.42|1.0|0.0|0.0|1.0|6.0|-7.13|0.0|-4.15|7.75e-05|0.0342|0.0315|2.62|0.0|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|3.6095|-1461.990465|-1461.962459|737.12|1252.18|343.5|0.4383|0.69385|0.70333|-1461.686269|0.0146|-0.14879|6.3778|-0.19846|0.02800521|7.821000000000001|58.0|7.2366
10_a1|0.0|1|0|3.261363142|0.0|0|0|1.435871163|4.727387819|-0.23385288|1|0.049971022|-0.621976404|-0.012672753|0.010430299|-0.0106277489999999|-0.019835038|-0.623957903|1|-0.0369911079999999|0.017498337|0.783467165|0.658433571|0|-0.116648443|-0.10949971|0.014751098|-61.93104798|8.34295348|212.8090837|0.330036242|186.6625065|4.718623023|-1.861495069|70.6564636|-25.67872721|0.459673515|2432.447088|378.9193385|-14.52342192|0.165903744|7.376231317999999|13.65143394|0.850732895|5192.858899|-595.4602985|30.78628757|2.0|3.0|2.18|0.0|-8.02|4.86|5.06|78.87|2.78|2.0|0.0|0.0|1.0|5.0|-5.91|0.0|-4.73|1.04e-05|0.00372|0.00673|3.64|0.0|0.0|9.53e-09|3.42e-06|-0.06802|3.4067|-1223.159954|-1223.125689|585.51|979.35|363.94|0.6754|0.70345|0.70345|-1222.969096|0.6754|-0.13576|5.3861|-0.20378|0.03426532|7807.0|1.5|5.8239
12l_a36|0.0|1|0|3.426092687|0.0|0|2|1.297044247|5.351858133|-0.008712073|2|0.128666217|-0.4203659179999999|-0.000143196|-0.0452558729999999|0.001194592|-0.098598933|-0.428857427|1|-0.041707369|-0.079106537|0.8772535459999999|0.8212311840000001|0|-0.079972189|-0.107815735|0.0220227089999999|-70.17688229|14.33450402|39.27257375|0.15618077|101.6575135|9.330278191|-1.940683231|83.76912404|-24.7683114|0.4619814279999999|2843.514589|549.2389652|-16.12160667|0.262041641|7.471134223|13.88638723|0.8586718990000001|6121.6555530000005|-822.2019402000001|33.56329135|2.0|4.78|0.0|0.13|-6.66|2.75|1.76|92.99|1.38|1.0|0.0|0.0|1.0|5.0|-6.68|0.0|-4.29|2.72e-05|0.0111|0.0206|2.95|0.0|0.0|2.21e-07|8.97e-05|-0.0510399999999999|3.8619|-1325.194654|-1325.15957|686.83|1155.07|321.05|0.4524|0.6925|0.6925|-1324.954011|0.4524|-0.15869|5392.0|-0.20973|0.03508404|7.2021|0.02|7699.0
20_a47|0.0|0|1|0.0|0.0|1|0|1.408721455|4.727387819|-0.161476442|2|0.031814023|-0.505699304|-0.009220816|0.071506228|-0.006342241|-0.108236785|-0.5332051720000001|2|-0.069674604|0.113432542|0.8575369009999999|0.59534794|1|-0.083811055|-0.092005493|0.023587109|-50.14789824|12.85623208|43.63174229999999|0.311171398|169.6050003|7.00733184|-1.38008239|69.09296541|-17.90996366|0.4642647929999999|2630.63609|375.4483088|-9.761884958|0.404765791|7.022502229|13.10815891|0.86659377|5896.060936|-409.9991682|30.08893541|2.0|3.19|2.96|0.05|-7.31|2.56|4.54|84.73|2.75|1.0|0.0|0.0|1.0|6.0|-6.75|0.0|-4.08|8.72e-05|0.0332|0.0316|2.63|0.0|0.0|4.89e-08|1.86e-05|-0.06357|3.9808|-1335.742176|-1335.708279|557.84|964.94|311.45|0.2807|0.68219|0.68219|-1335.566785|0.2807|-0.16377|3.1747|-0.22734|0.03389691|4.3277|3.0|8.6
21b_a23|0.0|0|1|0.0|0.0|2|0|1.197963051|5.4161004020000005|-0.008526338|2|0.057405955|-0.326506055|0.01055698|-0.0490623259999999|0.009872313|-0.069382957|-0.481470603|2|0.131951284|-0.078097375|0.8339434929999999|0.668547062|1|-0.0596425779999999|-0.083105261|0.014481931|-58.25915868|10.15224639|41.6766724|0.0692712809999999|48.56114386|7.117014296|-1.745210489|67.68046598|-23.98906534|0.458461834|3074.083057|652.4673795|-16.81701905|0.187665282|8.773746105|16.20152864|0.846591917|6919.229053|-857.6679716|29.53101081|1.0|3.59|3.42|0.08|-7.84|3.92|4.2|128.81|2.6|2.0|1.0|0.0|1.0|5.0|-6.42|0.0|-5.22|8.02e-07|0.000361|0.00273|3.7|0.0|0.0|1.43e-08|6.45e-06|-0.08401|3.6237|-1761.498874|-1761.4722969999998|735.65|1247.38|342.15|0.2607|0.57848|0.70139|-1761.230923|0.2333|-0.15033|9.5312|-0.23434|0.02657688|13.2567|85.0|7.0691
4i_a46|0.0|0|0|0.0|0.19654443|1|1|1.1346370959999998|5.587248657999999|-0.018872727|1|-0.088884176|-0.127450387|0.012211602|-0.125773054|0.011931187|-0.060809732|-0.22302552|1|-0.0656636|-0.17856753|0.786754478|0.7172344890000001|0|-0.058565229|-0.075208437|0.015663081|-42.48203383|8.847405392999999|67.51603424|0.0592195629999999|33.45060163|4.997521397|-1.278543436|49.04951810000001|-14.16067794|0.406629719|2200.19132|531.4066842|-7.998762108999999|0.2361682219999999|6.218233741000001|10.47951666|0.685288314|4893.587424|-407.9368676|18.53900079|0.0|3.88|3.5|0.36|-7.3|4.79|5.07|39.94|3.06|1.0|0.0|0.0|1.0|3.0|-5.31|1.0|-5.04|1.16e-05|0.00403|0.00317|4.38|0.0|0.0|5.04e-08|1.75e-05|-0.01646|4.4232|-1092.730494|-1092.70435|611.74|1058.5|280.31|0.2805|0.41877|0.69035|-1092.473422|0.1421|-0.18438|2.8538|-0.20084|0.02614355|3.8696|612.0|6.2132
6_a3|0.0|0|0|0.0|0.0|0|0|0.605016564|4.727387819|-0.106234254|2|-0.025021661|-0.330577816|-0.007540435|0.032782484|-0.006696449|0.020589494|-0.594308852|2|-0.155862559|0.055002252|0.8632654590000001|0.773152968|1|-0.1042506469999999|-0.098669224|0.010921391|-49.23401228|5.449560482000001|236.2008316|0.216677977|108.118071|2.7192240510000003|-1.282699916|56.71997588|-18.8247694|0.387883362|2196.107822|390.8623623|-9.393191593|0.19718501|5.498222293|8.982311462|0.633675574|4992.54948|-319.3685142|23.4484528|1.0|3.05|2.65|0.0|-7.48|4.96|4.66|92.93|2.11|1.0|0.0|0.0|1.0|3.0|-5.68|0.0|-4.87|3.67e-06|0.00124|0.00455|3.79|0.0|0.0|3.28e-08|1.11e-05|-0.06529|3.3963|-1731.735113|-1731.7043199999998|524.88|884.88|365.05|0.1997|0.3369|0.69323|-1731.602363|129.0|-0.1465|2.8131|-0.21179|0.03079258|3.7185|1778.0|5.7501
6b_a31|0.0|1|0|3.404988662|0.0|0|1|0.610136262|5.733341277|-0.178758575|0|0.11647286|-0.787472195|-0.011483229|-0.053655833|-0.008439437|-0.002840672|-0.57983695|0|-0.068433069|-0.084489161|0.841537966|0.795570315|0|-0.12081047|-0.1284626569999999|0.032992761|-78.37648097|20.12924648|159.79549319999998|0.372146926|227.0509355|12.28107483|-2.055402513|93.1058799|-27.86719323|0.4807018779999999|2776.92804|383.0600707|-17.0020813|0.254079586|7.513612533|14.46878435|0.925676135|6099.567787|-765.0936586|37.35947255|2.0|3.55|2.73|0.1|-7.33|5.19|4.0|131.36|1.36|1.0|0.0|0.0|1.0|5.0|-6.5|0.0|-4.66|2.34e-06|0.000947|0.00883|3.2|0.0|0.0|4.67e-08|1.89e-05|-0.05835|3.2949|-1652.671944|-1652.635711|637.06|1077.19|376.29|0.4967|0.7013199999999999|0.7013199999999999|-1652.44739|0.4967|-0.13345|5.9085|-0.1918|0.03623358|8.8379|54.0|7.2676
2_a33|0.0|1|1|3.396444161|0.0|0|0|0.609420748|5.733341277|-0.064926835|0|-0.049900189|-0.476784502|-0.002514803|-0.05997501|-0.000810928|-0.083752249|-0.593915758|0|-0.0212158239999999|-0.096644295|0.8799816220000001|0.753434785|1|-0.0804186|-0.104047115|0.018451635|-63.57699532|11.27469555|103.5201191|0.1804845889999999|110.28338390000002|6.889294995|-1.56070672|75.44970552|-19.46234551|0.4699986339999999|2632.195388|500.7570617|-11.89228027|0.297402265|6.152818143999999|11.60906093|0.8867875909999999|6067.635829|-582.7217333|27.70055258|2.0|3.57|3.51|0.3|-7.67|6.7|4.63|140.04|1.33|2.0|0.0|1.0|1.0|4.0|-6.17|0.0|-4.78|4.44e-07|0.000183|0.0069|3.72|0.0|0.0|2.13e-08|8.78e-06|-0.04967|3.6281|-1920.079174|-1920.049452|655.74|1128.98|341.74|0.2911|0.70205|0.70205|-1919.830424|0.2911|-0.15012|4.2519|-0.19979|0.02972182|5539.0|6.0|8.2596
1_a3|0.0|0|0|0.0|0.0|0|1|0.6195934120000001|4.727387819|-0.073036903|2|-0.004409693|-0.248199745|-0.006610844|0.032569462|-0.005006707|0.05038525|-0.486774367|2|-0.126299711|0.057919092|0.8457792829999999|0.943582278|1|-0.098872259|-0.0925710269999999|0.008036786|-42.54530997|3.693677623|289.8942564|0.2237487219999999|102.8341051|1.697600903|-1.295994381|49.05980305|-15.67458788|0.4490711529999999|2012.9704|356.76228530000003|-7.203984013|0.207914282|4.984064981|9.046658216|0.8151164259999999|4510.611026|-273.7513925|19.78900457|1.0|3.83|0.0|0.18|-5.77|2.28|1.85|77.1|1.52|0.0|0.0|0.0|2.0|4.0|-6.87|0.0|-3.3|0.0008529999999999|261.0|154.0|1.83|0.0|0.0|1.69e-06|0.000518|-53.0|3.8645|-1273.316428|-1273.290432|496.09|845.2|320.83|0.1775|0.30619|0.68912|-1273.1763970000002|0.0096|-0.1658599999999999|2.2332|-0.21886|0.02599563|3.4319|724.0|6.1403
9a_a31|0.0|1|0|3.348289714|0.0|0|1|0.6101356720000001|5.733341277|-0.093457477|0|-0.05057805|-0.723734943|-0.006189303|-0.0007638889999999|-0.0033853629999999|-0.093527289|-0.542342338|0|0.045292529|-0.001313433|0.837697452|0.76226755|0|-0.100906991|-0.122626525|0.033245595|-78.6954713|21.33533299|163.6011874|0.308231868|197.8075471|13.69193237|-2.0846509230000003|94.03540892|-27.87131275|0.484502446|2855.751316|443.941629|-17.886392|0.262241245|7.812278516|15.15483138|0.939873412|6273.506211999999|-858.5468158|37.77835579999999|2.0|3.6|2.78|0.14|-8.13|5.51|4.02|117.37|1.58|1.0|0.0|0.0|1.0|5.0|-6.39|0.0|-4.77|2.42e-06|0.00101|0.00715|3.47|0.0|0.0|7.35e-09|3.07e-06|-0.04275|3.7892|-1691.9526239999998|-1691.9137670000002|680.72|1145.99|327.21|0.7028|0.7028|0.7028|-1691.716118|0.7028|-0.15757|5.0244|-0.20032|0.03885662|6.2203|0.15|6.8239
14d_a23|0.0|0|1|0.0|0.0|2|0|1.197963465|5.351858133|-0.026530366|2|0.03253552|-0.288522152|0.01269616|-0.054430189|0.01180744|-0.074441567|-0.4483522929999999|2|0.006563565|-0.088996384|0.829764975|0.6906097959999999|1|-0.053736319|-0.078282292|0.018596017|-51.58357156|12.25371621|39.26987634|0.078305538|51.59888942|8.074501042|-1.6439281280000002|61.49227899|-21.66510006|0.454495683|2878.955374|607.3441532|-14.27606695|0.209653392|7.832720777|14.358677900000002|0.833166062|6459.554383|-713.8033475|27.41215037|1.0|3.52|3.62|0.09|-7.78|3.88|4.33|105.02|3.24|2.0|1.0|0.0|1.0|4.0|-6.1|0.0|-5.25|1.43e-06|0.000608|0.0023899999999999|3.94|0.0|0.0|1.65e-08|7.03e-06|-0.0725799999999999|8.1555|-1669.24571|-1669.224874|696.21|1186.17|3688.0|0.3807|8.1555|8.1555|-1668.983743|336.18|-0.14894|5.6156|-0.22152|0.02083626|8.1555|4.0|8.4001
16g_a32|0.0|1|1|3.363965155|0.0|0|0|0.609420729|5.733341277|-0.0429252429999999|0|-0.049658216|-0.771439265|-0.002456725|0.004735761|-0.00030659|-0.117577419|-0.696926204|0|-0.026098259|0.008494733|0.8821580379999999|0.762429418|1|-0.078387439|-0.105500574|0.023959586|-77.75914881|17.659402|90.88837862|0.1793577589999999|132.1955522|13.01585399|-1.79350976|94.54074206|-24.94161377|0.3972359179999999|2833.521937|604.8539801|-18.38320476|0.313667656|9.3963701|15.58880229|0.65902387|6372.261243999999|-974.3098525|36.34043182|2.0|3.87|3.42|0.33|-8.16|6.81|5.38|149.27|1.57|3.0|0.0|1.0|1.0|5.0|-5.69|0.0|-5.32|3.08e-08|1.36e-05|0.00213|4.65|0.0|0.0|6.890000000000001e-09|3.04e-06|-0.05|3.6161|-2034.621991|-2034.593036|752.29|1245.25|342.86|0.2879|0.70222|0.70222|-2034.342619|0.2879|-0.14968|3.7346|-0.19968|0.02895494|4.3204|11.0|7.9586
LY364947_a10|0.0|1|0|2.949609552|0.0|0|0|1.390175303|4.59511985|-0.00390904|2|0.0938628109999999|-0.084940213|0.007575|-0.006198347|0.006909045|0.04209715|-0.204644982|2|-0.072740964|-0.012096774|0.7792035190000001|0.681525895|1|-0.076999385|-0.075303751|0.009678082|-33.26705198|4.275500834|144.7228349|0.156895451|69.31194102|1.88879448|-0.978948758|41.53157099|-13.10520229|0.486715511|1896.845282|372.4595738|-5.78950507|0.276515344|4.702575386|9.161732895|0.948237326|3903.496845|-191.05366730000003|18.1140017|1.0|2.46|1.88|0.0|-7.2|3.97|3.69|54.46|1.74|0.0|0.0|0.0|1.0|3.0|-6.02|1.0|-3.86|0.00029|0.0789|0.0374|2.74|0.0|0.0|6.31e-08|1.7199999999999998e-05||||||||||||||||||59.0|7.2291
16_a47|0.0|1|1|2.890539668|0.0|0|0|1.417579067|4.59511985|-0.1246612469999999|2|-0.08282926|-0.23280014|-0.005688938|0.0506476009999999|-0.004153659|-0.02006804|-0.3379683979999999|2|-0.113476605|0.081171071|0.87782381|0.57616624|1|-0.093207587|-0.092995116|0.0186711289999999|-48.19609034|9.676588112|63.13219447|0.308139547|159.6978638|5.0150344780000005|-1.301931629|60.36423869|-17.75645434|0.473257697|2315.178558|358.566882|-9.202544293|0.302070079|6.855429069|13.01476838|0.898461533|4952.972679|-349.69668310000003|25.44160067|2.0|2.93|1.95|0.06|-8.17|4.47|5.19|66.49|2.72|0.0|0.0|0.0|1.0|5.0|-6.04|0.0|-4.42|4.56e-05|0.0154|13.0|3.27|0.0|0.0|6.8099999999999994e-09|2.3e-06|-0.05717|4.0806|-1167.046301|-1167.0124560000002|534.69|894.43|303.84|0.3182|0.59209|0.6743899999999999|-1166.901251|0.0909|-0.16851|2.3795|-0.22568|0.03384512|3.8601|1.0|9.0
15c_a10|0.0|0|0|0.0|0.0|1|2|1.343850105|5.4161004020000005|0.040869377|3|-0.06400528|-0.153072705|0.01143745|0.0123939039999999|0.012271987|-0.226679901|-0.1742732839999999|2|-0.03167553|0.022187689|0.772328328|0.733973277|1|-0.046967376|-0.072537853|0.014703076|-50.32840842|10.2013281|65.41494073|0.095541483|66.28884934|7.077912953999999|-1.233143495|66.5866765|-13.36848349|0.449308156|3012.018586|627.5338454|-9.275357237|0.471771585|8.639636218|15.6886947|0.8158976029999999|6673.826433|-593.6228632|25.30814911|0.0|3.85|4.09|0.37|-7.79|3.77|2.97|59.31|1.74|1.0|0.0|0.0|1.0|6.0|-6.99|1.0|-4.57|0.0001419999999999|0.0646|0.0122|2.94|0.0|0.0|1.6100000000000002e-08|7.3e-06|-0.04724|3.6709|-1450.241475|-1450.500669|762.21|1318.35|337.75|0.3939999999999999|-0.26999|0.70511|-1450.139335|0.0|-0.14739|2.4256|-0.19463|-0.25919486|4.8283|0.1|7.0
12c_a5|0.0|1|0|2.977832018|0.0|0|1|1.236775191|4.59511985|0.020594766|3|-0.086795626|-0.16115723|0.0054189009999999|0.0072946769999999|0.00586291|-0.01261147|-0.223631474|2|0.05430631|0.014673577|0.8446264459999999|0.782051277|0|-0.070873852|-0.066083881|0.016374249|-43.47195613|10.77147171|143.44655559999998|0.158907079|104.5338363|7.085796743|-1.25559373|59.40070647|-14.74941369|0.4609383929999999|2697.345008|553.2961182|-9.702606135|0.416414105|7.293547043999999|13.53008071|0.855075538|5877.765289|-543.3459436|25.27376659|2.0|3.27|2.78|0.24|-9.31|5.03|4.32|75.72|1.57|1.0|0.0|0.0|1.0|5.0|-6.79|0.0|-4.33|8.159999999999999e-05|0.0336|0.0191|2.84|0.0|0.0|4.93e-10|2.03e-07|-0.04565|4.0116|-1316.542713|-1316.5202869999998|694.24|1200.02|309.06|0.1513|0.52074|0.6893600000000001|-1316.244961|105.0|-0.16563|3.0135|-0.21128|0.02242648|3.5993|47.0|7.3279
12e_a31|0.0|1|0|3.483599061|0.0|0|1|0.610134116|5.733341277|-0.044316064|0|0.0113193469999999|-0.70267073|-0.002475146|-0.015755876|-0.000231353|-0.08867626|-0.543945776|0|-0.039273975|-0.028502695|0.82100963|0.76012894|0|-0.0939597569999999|-0.1099563869999999|0.02665413|-79.96257188|19.38343763|166.1479229|0.2784732339999999|202.5115275|14.09603901|-2.089171358|95.1187282|-26.65419063|0.474858042|3040.353774|524.7092721|-19.38348182|0.274879568|10.24381236|19.50674899|0.904247004|6557.418968999999|-1104.858464|36.75829484|2.0|3.87|3.72|0.24|-9.31|6.69|5.4|117.37|2.21|3.0|0.0|0.0|1.0|5.0|-5.93|0.0|-5.42|2.16e-07|9.96e-05|0.00176|4.48|0.0|0.0|4.93e-10|2.27e-07|-0.03445|3.8391|-1809.899887|-1809.85374|781.61|1308.13|322.95|0.3831|0.55114|0.7006600000000001|-1809.581226|0.2627|-0.15934|2.6024|-0.19379|0.04614662|3.4818|0.17|6.7696
18_a20|0.0|1|0|3.463603867|0.0|0|0|1.400923654|4.727387819|-0.12050413|2|0.163548857|-0.5039851160000001|-0.005614194|-0.054458882|-0.004071701|0.001996439|-0.597167441|2|-0.107446431|-0.090732503|0.8162774979999999|0.778639593|1|-0.0927760219999999|-0.095227339|0.0108136339999999|-63.36348363|7.195302872999999|318.5587088|0.23863824|158.7879106|4.787695004|-1.904546783|72.31812218|-23.91074854|0.483668611|2809.844943|506.6038164|-15.91001426|0.1890889589999999|8.011174137000001|15.51556677|0.936740671|6206.896662|-843.230756|29.4862782|2.0|3.48|2.76|0.08|-10.0|5.54|4.69|97.55|2.06|2.0|0.0|0.0|0.0|4.0|-6.13|0.0|-5.16|2.54e-06|0.00107|0.0029|3.85|0.0|0.0|9.93e-11|4.17e-08|-0.05604|3.5355|-1352.364724|-1352.32685|703.24|1204.88|350.69|0.2991|0.31154|0.6953699999999999|-1352.073755|0.2011|-0.14685|5.3978|-0.20289|0.03787435|8.0505|34.0|7.4685
6g_a40|0.0|0|0|0.0|0.0|1|2|0.604893315|6.401917197|-0.261952754|0|-0.120745388|-1.09669629|-0.019683422|-0.251161616|-0.018182514|0.0312035079999999|-0.588058458|0|0.075283207|-0.340429901|0.8917390820000001|0.808096413|1|-0.164941808|-0.156296046|0.017750905|-101.5916383|11.53799852|328.78166810000005|0.3946532929999999|256.5226419|7.499640603|-2.657032782|114.7475987|-38.37906336|0.425569146|3142.74733|393.4722933000001|-24.9461968|0.175795811|6.95079805|12.10032156|0.740853565|7822.892656|-1122.578856|46.56499428|3.0|4.06|2.28|0.21|-2.87|3.43|2.48|213.89|0.59|1.0|2.0|1.0|3.0|7.0|-7.02|0.0|-4.71|6.049999999999999e-08|2.87e-05|0.00917|3.06|1.0|0.0|0.0013599999999999|0.6459999999999999|-0.08622|2.8135|-2522.023752|-2521.990118|669.8|1144.59|440.68|0.4971|0.58454|0.5794199999999999|-2521.8114530000003|0.1307|-0.11857|6.7231|-0.20479|0.03363483|8.9454|47.0|7.3279
18_a34|0.0|0|0|0.0|0.0|1|1|1.4547811819999998|5.351858133|-0.101546926|1|-0.100548575|-0.677741618|-0.001615187|-0.136990511|0.002183342|-0.3102088839999999|-0.493450778|1|0.0468829359999999|-0.224951558|0.8584852479999999|0.713979177|0|-0.090328365|-0.129784908|0.040845819|-71.65163761|22.55015528|66.6880793|0.31018528|171.24705480000003|12.44948722|-1.816988713|86.77082535|-23.32844015|0.441058733|2424.18137|380.8328339|-12.87916264|0.304150055|6.282442545|11.23989749|0.789096743|5296.289007|-553.8039936|33.52510165|0.0|3.28|3.61|0.21|-5.65|3.13|3.15|75.47|1.49|1.0|0.0|0.0|2.0|6.0|-6.26|1.0|-4.11|4.77e-05|0.0167|0.0275|3.07|0.0|0.0|2.22e-06|0.000781|-0.03925|4.1234|-1199.288654|-1199.259634|592.04|991.93|300.68|0.3525|0.56101|0.60488|-1199.101028|0.0303|-0.17549|5.0935|-0.21474|0.02902032|6.7806|2.43|5.6144
12u_a30|0.0|0|0|0.0|0.0|0|2|0.604983445|5.351858133|-0.027452346|2|-0.091507428|-0.367578706|0.002431329|-0.0646674999999999|0.001805829|-0.0493878409999999|-0.467189145|1|-0.055829439|-0.105767484|0.889479916|0.711738503|0|-0.0773921259999999|-0.097867106|0.015562896|-65.55148142|10.42404292|78.15130994|0.15055905|100.8445957|6.982033926000001|-1.859475018|75.26051582|-25.41792137|0.443167712|3001.03926|568.9563615000001|-17.02494806|0.189537132|7.804487592999999|14.01586754|0.7958728709999999|7133.515802|-834.2224549|31.36222814|1.0|4.63|0.0|0.14|-7.8|5.11|3.92|81.65|3.79|2.0|0.0|0.0|1.0|4.0|-5.52|0.0|-6.04|2.64e-07|0.000123|0.0004269999999999|5.12|0.0|0.0|1.58e-08|7.39e-06|-0.0528299999999999|3.5003|-2494.962309|-2494.927579|705.15|1202.06|354.21|0.1502|0.6847|0.6847|-2494.736802|0.1502|-0.1486299999999999|5.3020000000000005|-0.20146|0.03472994|7.0553|34.0|7.4647
9n_a24|0.0|1|0|2.961528903|0.0|0|0|1.388847168|4.59511985|0.001099755|2|-0.141205159|-0.182811885|0.008307337|-0.03088354|0.008809179|-0.12451554|-0.225226606|2|0.048359202|-0.058520736|0.804201677|0.755793189|0|-0.052106597|-0.0777274979999999|0.017608478|-52.53031811|11.90027964|48.691073|0.095443402|64.50319929|8.042526681|-1.399094961|67.36550766|-18.18357165|0.4331595789999999|2542.730334|611.3234977000001|-12.28894317|0.347873491|8.232847909|14.52410167|0.764164944|5356.5828|-639.0250449|27.88350328|1.0|3.17|2.6|0.17|-8.64|4.41|4.14|66.93|1.42|1.0|0.0|0.0|1.0|5.0|-6.47|1.0|-4.29|7.2e-05|0.0278|0.0198|3.07|0.0|0.0|2.31e-09|8.909999999999999e-07|-0.03818|4.1028|-1239.1274939999998|-1239.095611|686.19|1155.03|302.2|0.2522|0.44042|0.63085|-1238.856882|0.0334|-0.1658099999999999|2.8552|-0.20399|0.03188309|4.8123|19.0|7.7212
16_a4|0.0|0|0|0.0|0.0|1|1|1.398650725|5.4161004020000005|-0.095499301|1|0.007101649|-0.089168424|0.0067511459999999|0.019290123|0.006466406|-0.018051608|-0.214481956|1|-0.0894138519999999|0.0293772029999999|0.8366279120000001|0.482473457|0|-0.073335635|-0.080093659|0.013727656|-39.44800181|6.761192037000001|13.51923899|0.210153891|103.5057102|3.330045338|-1.201404885|45.11883447|-16.43666742|0.455802506|2101.6948030000003|389.0176968|-8.095443438|0.167538305|5.548106463|10.19502391|0.837568182|4520.2597670000005|-291.4359638|19.74465314|0.0|3.26|3.08|0.11|-6.36|4.49|4.96|30.71|3.44|1.0|0.0|0.0|1.0|4.0|-5.64|1.0|-4.43|0.0001199999999999|0.0371|0.0114|3.59|0.0|0.0|4.33e-07|0.000134|-0.03965|4.2257|-1057.494456|-1057.478071|515.68|856.55|293.41|0.2213|0.51149|0.54061|-1057.3808390000002|0.1006|-0.17375|1863.0|-0.2134|0.01638524|1.9873|343.0|6.4647
12_a47|0.0|1|1|2.903215905|0.0|0|0|1.304330736|4.59511985|-0.078935336|2|0.001435849|-0.209845277|-0.0047488359999999|0.0295267039999999|-0.004332024|-0.006318684|-0.326846977|2|0.055943216|0.050943962|0.90246604|0.618808977|1|-0.084846808|-0.091853238|0.018014416|-47.83891561|9.382250925|63.89392714|0.2159289589999999|112.4599133|4.886454935|-1.1940921|61.09751253|-17.76874008|0.4792593739999999|2266.78114|408.3591283|-9.25429818|0.319276179|7.042279354|13.52358352|0.920341815|4816.005822|-323.9004363|26.10271529|2.0|2.73|1.67|0.0|-8.11|4.19|4.98|66.49|2.6|0.0|0.0|0.0|1.0|4.0|-5.94|1.0|-4.56|3.11e-05|0.0106|0.00943|3.43|0.0|0.0|7.69e-09|2.61e-06|-0.0623|3.9538|-1488.101254|-1488.064043|537.79|886.46|313.58|0.2306|0.66387|0.68557|-1487.974738|0.2241|-0.1633|2.1019|-0.2256|0.03721125|3.5884|6.0|8.2
