molecula|SddssS|NaaNH|n9FaRing|SaaNH|SssssC|NaasN|nARing|BCUTs-1|SRW07|AATSC1s|n6HRing|MATS7i|ATSC1c|AATSC1are|AATSC8d|AATSC1pe|MATS1i|MATS1c|n6aHRing|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WPSA3|FNSA2|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
13b_a30|0.0|0|0|0.0|0.0|0|2|0.604984129|5.351858133|-0.118776867|2|-0.035340334|-0.627919307|-0.003436924|-0.0463169629999999|-0.002215642|0.003429114|-0.564815317|1|-0.045844862|-0.0771674659999999|0.892104517|0.802578397|0|-0.109962789|-0.113554975|0.018555474|-76.67161447|12.52854078|385.2420923|0.305898198|206.54056530000005|8.459192992|-2.271099499|88.26741491|-28.93268471|0.454574838|3002.926824|468.6532296|-19.53516918|0.1997091339999999|8.804739699999999|16.1428924|0.8334321|6627.406474|-1035.363967|36.15271139|2.0|4.76|0.0|0.13|-6.19|3.04|1.72|124.74|2.06|1.0|0.0|0.0|1.0|5.0|-7.05|0.0|-4.3|9.68e-06|0.00427|0.0221|2.74|0.0|0.0|6.520000000000001e-07|0.000288|-0.05434|3.5056|-1744.492044|-1744.446479|721.48|1210.94|353.68|0.2783|0.32563|0.6862699999999999|-1744.2179010000002|0.1415|-0.14879|3.8495|-0.20313|0.0455651|5.3762|26.0|7.5901
12a_a40|0.0|0|0|0.0|0.0|1|0|0.604990853|5.4161004020000005|-0.012791297|0|0.17758258|-0.14667395|0.01039129|-0.226763788|0.007890601|0.018655637|-0.4764003679999999|0|0.023863832|-0.375724138|0.7867243829999999|0.525051106|1|-0.064340227|-0.074840643|0.011766311|-38.17175304|6.001293955|107.5277007|0.059120235|30.15370934|3.060902482|-1.047769006|43.65970865|-17.23885621|0.476055146|2185.594734|479.8867095|-8.792513441|0.14863036|7.563170499|14.43505064|0.908597808|4873.458436|-272.5679167|20.24838026|0.0|3.2|3.39|0.0|-7.21|5.33|5.43|58.43|4.34|1.0|0.0|0.0|1.0|2.0|-4.56|1.0|-5.95|3.86e-07|0.000134|0.00039|5.43|0.0|1.0|6.15e-08|2.13e-05|-0.08015|3.0966|-2097.826771|-2097.8163050000003|530.55|875.15|400.39|0.3701|0.6998800000000001|0.6998800000000001|-2097.7296100000003|0.3701|-0.12895|2491.0|-0.2091|0.0104658999999999|3.8054|1778.0|5.7501
21_a4|0.0|0|0|0.0|0.0|1|1|1.399863887|5.4161004020000005|-0.014982235|1|0.019346682|-0.131928225|0.012362563|-0.104638158|0.012094249|-0.063064908|-0.228430899|1|0.090847781|-0.174578783|0.833191212|0.674434042|0|-0.0571545999999999|-0.076470465|0.020173071|-38.7880598|10.23237244|63.37635587|0.067853265|34.4171635|5.190159022|-1.147056976|47.69702403|-14.54552243|0.401240904|2045.488184|472.812128|-7.377915035|0.276832377|5.961506745|9.956436217|0.670120767|4277.396118|-295.1166014|20.11362507|0.0|3.37|2.92|0.16|-5.94|3.7|3.85|39.94|2.32|0.0|0.0|0.0|2.0|3.0|-5.76|1.0|-4.19|0.000133|0.0403|0.0197|3.36|0.0|0.0|1.16e-06|0.000352|-0.02956|4.0245|-973.5683008|-973.5481197|549.71|916.76|308.08|0.2016|0.5260600000000001|0.66476|-973.400097|0.1457|-0.16632|2.0282|-0.19588|0.020181098|2.9409|121.0|6.9172
9i_a40|0.0|0|0|0.0|0.0|1|0|0.604992808|5.4161004020000005|-0.105556952|0|0.187127708|-0.279092262|0.004532692|-0.1788455119999999|0.004019925|0.105172175|-0.542471361|0|-0.154977678|-0.28972973|0.824009442|0.7947633409999999|1|-0.092881258|-0.088485615|0.011010661|-44.58600513|5.548036224|213.7117392|0.169019238|85.16517222|2.795536563|-1.327284222|49.81256531|-18.57750214|0.477626156|2056.370683|418.7133986|-9.360805225|0.140977546|7.700852478|14.74203307|0.91433781|4201.058793|-336.98898810000003|21.62632891|1.0|3.25|2.9|0.06|-6.03|3.84|4.02|84.45|2.99|1.0|1.0|0.0|1.0|2.0|-5.44|0.0|-4.71|4.79e-06|0.00147|0.00603|3.85|0.0|0.0|9.31e-07|0.000285|-0.05989|2.8936|-1273.334714|-1273.31399|534.44|883.84|428.48|0.5012|0.56118|0.70339|-1273.167389|0.3362|-0.11967|2.0895|-0.17956|0.02072395|2.7887|1.25|5.9031
8a_a50|0.0|1|1|3.139870661|0.0|1|1|1.39826105|5.777652323|-0.021959577|1|-0.0224366579999999|-0.188998337|0.007671336|-0.058014797|0.007801731|-0.065546446|-0.352654037|1|-0.188882361|-0.095292123|0.8718949979999999|0.7135713840000001|1|-0.069208148|-0.08230347|0.018809422|-41.48493288|9.480859015|133.8183888|0.139123262|70.12485884|4.778811898|-1.234552044|50.06249379|-15.95574341|0.46183401|2206.356773|433.9235497|-8.042467074|0.248584287|5.754657432|10.69309012|0.858162757|4638.284496|-313.6562159|21.23424244|1.0|3.34|2.01|0.11|-6.32|3.63|3.71|59.39|2.02|0.0|0.0|0.0|1.0|3.0|-6.12|1.0|-4.13|0.000138|0.0433|0.0234|2.95|0.0|0.0|4.82e-07|0.000151|-0.0280699999999999|4.1738|-1006.671867|-1006.637067|548.47|912.7|297.06|0.18|0.3462199999999999|0.60625|-1006.508913|0.1217|-0.17244|3.5509|-0.20051|0.03479985|5.5319|47.0|7.3279
4_a27|0.0|0|0|0.0|0.0|2|0|1.4008954130000002|4.727387819|-0.058641975|2|-0.273119343|-0.278154179|0.00991794|-0.01660383|0.010329671|-0.2030237389999999|-0.480852615|2|-0.07759915|-0.024800302|0.842039655|0.614205449|1|-0.057748369|-0.078787867|0.0201467639999999|-40.79296366|10.43112657|8.590238252999999|0.1473956619999999|76.31512503|5.40078803|-1.181818|51.33640873|-14.56891559|0.444169714|2273.715366|441.4418013|-7.543156957000001|0.317514326|6.01592535|10.82331334|0.799110312|4988.6278600000005|-316.8125922|21.34684457|0.0|3.11|3.08|0.16|-6.22|2.94|2.8|65.6|2.66|0.0|0.0|0.0|1.0|4.0|-6.51|1.0|-3.99|0.000266|0.0882|0.0339|2.55|0.0|0.0|6.04e-07|0.0002|-0.0449899999999999|4.1288|-1083.138303|-1083.119531|555.75|946.77|300.29|0.2002|0.36899|0.6089899999999999|-1082.963712|0.1741|-0.17034|2.7371|-0.21533|0.01877181|3.9202|4.0|8.3979
3q_a32|0.0|1|1|3.4364803|0.0|0|0|0.609420748|5.733341277|-0.04718311|0|0.02785755|-0.419780649|0.000773658|-0.098400506|0.002487149|-0.167040501|-0.5448044360000001|0|0.010109949|-0.1585635|0.901790225|0.716172604|1|-0.067604132|-0.097961799|0.018527744|-60.46462749|11.43581616|41.73511731|0.15006201|92.62226328|7.058489861|-1.371465184|74.3682963|-17.27560785|0.46136998|2649.276311|524.6043311000001|-10.6629646|0.365026099|6.428518903|11.93494358|0.856561949|6079.482066|-522.4852655000001|27.20679986|1.0|3.57|3.34|0.3|-7.31|6.43|4.72|131.25|1.33|1.0|0.0|0.0|1.0|4.0|-6.35|0.0|-4.62|1.24e-06|0.000508|0.00992|3.47|0.0|0.0|4.88e-08|2.01e-05|-0.04968|3.6236|-1920.066488|-1920.042674|666.16|1136.46|342.16|0.2897|0.70216|0.70216|-1919.821707|0.2897|-0.15001|4.1362|-0.19969|0.02381444|5.2657|28.0|7.5528
19b_a38|0.0|1|0|3.26554965|0.0|0|2|1.297044256|5.351858133|-0.115864198|2|0.013765516|-0.467227005|-0.006877664|-0.0697981979999999|-0.004358975|-0.098027247|-0.443325632|1|0.019437461|-0.114123934|0.8851623040000001|0.632625562|0|-0.086013549|-0.11557289|0.0224393089999999|-71.73053105|13.92699891|120.3048789|0.270689433|168.00390359999997|8.643817972|-2.0803120280000003|84.49751102|-25.82299118|0.478948837|2897.652112|452.6479704|-16.02708787|0.240363041|7.159317935|13.74014387|0.91919733|6518.872269|-801.3543933999999|33.99385836|3.0|4.82|2.37|0.14|-7.12|3.55|3.11|81.23|2.78|1.0|0.0|0.0|1.0|5.0|-6.81|0.0|-4.33|5.68e-05|0.0238|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.05031|3.7509|-1431.414099|-1431.38073|646.81|1111.29|330.55|0.4634|0.38952|0.69411|-1431.18309|0.1945|-0.15414|5.5253|-0.20445|0.03336932|6.3396|12.0|7.9172
15_a10|0.0|0|0|0.0|0.0|1|1|1.277647202|5.4161004020000005|0.035396617|2|-0.0729795729999999|-0.142251304|0.009882584|-0.05940848|0.009514122|-0.085979341|-0.208590561|2|-0.079744227|-0.105662909|0.863438637|0.635064845|1|-0.059234364|-0.074144604|0.018614889|-44.18725043|11.09373722|33.67392858|0.084473199|50.34268476|6.61142847|-1.186313662|56.66229609|-15.04246823|0.434181679|2549.580207|545.6177511|-8.964715924|0.353587352|6.35937164|11.23924661|0.767351752|5769.347123|-421.3416484|23.27068984|0.0|3.29|3.31|0.23|-8.3|4.91|4.72|52.83|2.53|2.0|1.0|0.0|1.0|4.0|-6.07|1.0|-4.81|3.32e-05|13.0|0.0061|3.68|0.0|0.0|5.01e-09|1.96e-06|-0.05243|3.7997|-1604.08794|-1604.057542|641.98|1086.19|326.3|0.4553|0.41458|0.68543|-1603.851644|0.1647|-0.1574|4.5192|-0.20983|0.03039798|6.1563|33.0|7.4815
22_a47|0.0|0|1|0.0|0.0|1|0|1.408617385|4.727387819|-0.150248628|2|-0.029311184|-0.507802654|-0.006808306|0.002716049|-0.004332497|-0.1049885469999999|-0.538310301|2|-0.077787113|0.004104478|0.890264057|0.591185263|1|-0.080744803|-0.089280419|0.022154032|-52.67991531|13.07198749|12.19999546|0.301350868|177.81209280000002|7.713126784|-1.42848671|71.28682035|-18.73063655|0.4614909829999999|2692.510471|412.2379505|-11.05201291|0.390313552|6.9553262170000005|12.91589555|0.8569791179999999|6107.923371|-497.3405809|30.72175314|2.0|3.31|3.16|0.1|-7.69|3.07|4.85|84.73|2.97|1.0|0.0|0.0|1.0|6.0|-6.58|0.0|-4.38|3.6e-05|0.0142|0.0164|3.0|0.0|0.0|2.06e-08|8.11e-06|-0.0612399999999999|4017.0|-1375.05033|-1375.021925|605.12|1027.32|308.65|0.3367|0.50316|0.68312|-1374.857521|0.0799|-0.16704|4.2485|-0.22828|0.02840507|5.7009|1.0|9.0
15a_a50|0.0|0|1|0.0|0.0|2|1|1.3530592819999998|5.82008293|-0.06317118|1|-0.0446629609999999|-0.234757789|0.005366038|-0.125205943|0.005828749|-0.128070491|-0.325638639|1|-0.051676609|-0.207610131|0.8749408470000001|0.76745052|1|-0.0783960279999999|-0.084501726|0.018014615|-50.56454577|10.77967103|275.287923|0.162210104|97.06405493|6.450390922|-1.436529349|61.78266878|-17.54280159|0.4476230879999999|2503.770258|501.3207109|-10.49734522|0.294589405|8.095541483|14.65582885|0.8103580690000001|5401.219537|-514.369916|24.86892274|1.0|3.7|2.63|0.23|-6.09|3.23|3.57|68.76|1.87|1.0|0.0|0.0|1.0|4.0|-6.78|1.0|-3.92|0.000251|0.0933|0.0444|2.51|0.0|0.0|8.070000000000001e-07|0.0003|-0.03255|4.0408|-1199.818129|-1199.784983|644.4|1091.64|306.83|0.1767|0.66132|0.66132|-1199.572081|0.1767|-0.16693|6.6307|-0.19948|0.03314629|9.0948|41.0|7.3872
19a_a38|0.0|1|0|3.3685352889999995|0.0|0|2|1.297044508|5.351858133|-0.082283951|2|0.054257043|-0.431265985|-0.002526241|-0.077535135|-0.000673716|-0.101303149|-0.4342819429999999|1|0.031696119|-0.133130383|0.8741648479999999|0.698414933|0|-0.08593151|-0.108300308|0.022142322|-64.73159672|13.23456869|137.2318698|0.252847102|151.1278869|7.910363161|-1.949405536|77.20795279999999|-23.30337482|0.465829126|2774.129458|446.57675660000007|-13.92853534|0.255203463|6.923156054|12.96056449|0.872060139|6115.030149|-696.4267669|31.28824271|3.0|4.83|2.56|0.14|-6.86|3.13|2.55|81.23|2.4|1.0|0.0|0.0|1.0|4.0|-6.77|0.0|-4.17|7.209999999999999e-05|29.0|0.0272|2.78|0.0|0.0|1.4e-07|5.610000000000001e-05|-0.05271|3.6504|-1332.186327|-1332.1529369999998|628.65|1092.25|339.65|0.2668|0.6329100000000001|0.68835|-1331.94466|0.0721|-0.15108|4.7986|-0.20379|0.03338983|6.0223|0.01|8.0106
7l_a46|0.0|0|0|0.0|0.256706467|1|1|1.160371354|5.533389489|0.017668261|2|-0.203375108|-0.038903382|0.013150047|0.050638298|0.0125870169999999|-0.087877164|-0.1082221709999999|2|-0.1237456669999999|0.076724694|0.825629852|0.6539666829999999|0|-0.0565894359999999|-0.06289606|0.011594057|-30.34397256|5.5935102720000005|8.13531199|0.092851886|44.79605077|2.698568452|-0.880544835|38.22273917|-10.620390400000002|0.46327253|1920.310099|437.65027010000006|-5.1237682730000005|0.32532919|5.273701985|9.825660656|0.863142947|4046.614178|-204.9507309|15.74158869|0.0|3.04|2.64|0.28|-6.29|3.59|3.59|43.6|1.89|0.0|0.0|0.0|1.0|3.0|-6.22|1.0|-3.72|0.000668|0.1939999999999999|0.0548|2.61|0.0|0.0|5.19e-07|0.000151|-0.03324|4.5464|-915.6081232|-915.5830363|517.29|879.87|272.71|0.2024|0.68834|0.68834|-915.446686|0.2024|-0.18993|3.3119|-0.2231699999999999|0.025086919|3.9009|1.94|5.7122
8b_a50|0.0|1|1|3.1324050960000003|0.0|1|1|1.398299046|5.777652323|-0.009597908|1|-0.096039086|-0.1812055289999999|0.006841944|-0.0180233089999999|0.007057361|-0.065440141|-0.332085641|1|-0.027207307|-0.031953774|0.8836675340000001|0.71043578|1|-0.072629787|-0.078068703|0.021513107|-37.39727879|10.30543157|131.417573|0.154650918|74.08248511|4.93661461|-1.092961836|49.02840043|-14.54338619|0.428882006|2143.807599|404.9478761|-6.966723542|0.328290204|5.292277178|9.26652151|0.75095166|4446.001554|-250.8020475|21.65129387|1.0|3.21|1.69|0.06|-5.94|3.14|3.41|59.39|1.79|0.0|0.0|0.0|2.0|3.0|-6.32|1.0|-3.81|0.000359|108.0|46.0|2.55|0.0|0.0|1.16e-06|0.000347|-0.02903|4.1804|-967.3527447|-967.3160428|515.81|857.53|296.58|0.1717|0.5533|0.59283|-967.212701|121.0|-0.1724099999999999|3.8213|-0.20144|0.036701907|5.8205|68.0|7.1675
33_a20|0.0|0|0|0.0|0.0|1|0|1.4175014119999998|4.727387819|0.023539095|2|0.148855442|-0.078557022|0.009265667|-0.062750442|0.008780074|-0.036258691|-0.1771816269999999|2|-0.0854333469999999|-0.10978034|0.802353442|0.607038752|1|-0.058927252|-0.069838312|0.012738882|-45.72654913|8.340767701|8.680600701|0.0506104|33.13709773|5.46110745|-1.326927921|54.60811436|-17.37608867|0.465855239|2737.8873550000003|621.611679|-11.3769728|0.240643818|8.062843544|15.094865900000002|0.8721516570000001|5916.443448|-568.84864|22.88265911|0.0|3.39|3.59|0.08|-9.69|5.33|5.39|67.39|2.61|2.0|0.0|0.0|1.0|4.0|-5.58|0.0|-5.53|2.48e-06|0.000997|0.0012|4.47|0.0|0.0|2.04e-10|8.199999999999999e-08|-0.0582899999999999|3.8867|-1275.852801|-1275.823229|689.51|1174.95|318.99|0.6157|0.27375|0.6129|-1275.602977|0.0463|-0.15959|3.5714|-0.21788|0.02957286|5.0369|34.0|7.4685
5a_a40|0.0|0|0|0.0|0.0|1|1|0.604913477|6.167516491000001|0.059258947|0|-0.108428634|-0.152120625|0.011345707|-0.02394636|0.010425818|0.004130836|-0.363338726|0|-0.442215721|-0.0395444479999999|0.820901326|0.5263598389999999|1|-0.078132307|-0.090991462|0.020641204|-40.27003217|9.135164355|174.99981530000002|0.146821673|64.97877226|4.042943749|-1.091897544|46.06507254|-16.10801287|0.4889874279999999|1847.672595|377.5905776|-7.128912782|0.177534728|5.507689573|10.7779923|0.956899016|3736.248815|-213.8673835|19.58503709|0.0|3.04|2.49|0.21|-4.05|3.68|3.08|75.5|1.85|0.0|1.0|0.0|2.0|3.0|-5.9|1.0|-3.67|7.49e-05|0.0202|0.0574|2.88|0.0|0.0|8.950000000000001e-05|0.0241|-0.0657799999999999|3.7921|-1177.598691|-1177.5835470000002|466.79|757.45|326.96|0.4461|0.69499|0.69499|-1177.51016|0.4461|-0.15066|5.7163|-0.21644|0.01514427|7.6003|81.0|7.0915
15d_a10|0.0|0|0|0.0|0.0|1|2|1.343850133|5.4161004020000005|0.0370874879999999|3|-0.059217023|-0.184039927|0.010215823|0.007032164|0.011249462|-0.1786649189999999|-0.1945202089999999|2|0.02497303|0.0131101969999999|0.7857977740000001|0.71456262|1|-0.057588609|-0.070612242|0.02281891|-47.58559595|15.37766538|67.59624856|0.12390229|83.49776405|10.36301002|-1.129795872|66.95020436|-12.68949225|0.473858537|2967.522813|590.402322|-8.551449923|0.5280998339999999|8.429169102000001|16.02072769|0.900629528|6511.656447|-513.0869954|26.89020509|0.0|3.71|4.01|0.35|-7.82|4.14|3.44|65.3|1.54|1.0|0.0|0.0|1.0|6.0|-7.04|1.0|-4.38|0.000167|0.0739|0.0182|2.75|0.0|0.0|1.5e-08|6.62e-06|-0.05002|3.8591|-1430.8144619999998|-1431.051425|737.09|1266.87|321.28|312.0|0.3685|0.6814100000000001|-1430.733658|0.0856|-0.15916|3.3831|-0.20918|-0.23696253|3.8163|69.0|7.1612
12c_a36|0.0|1|0|3.447900368|0.0|0|2|1.29696741|5.351858133|-0.04162109|2|0.085843909|-0.414055975|0.0005016269999999|-0.056994595|0.0010871589999999|-0.103922055|-0.4423430339999999|1|-0.033217921|-0.097861598|0.8741648479999999|0.8065052890000001|0|-0.073370864|-0.105624703|0.019582215|-67.84435546|12.5779546|60.79111287|0.159266488|102.2992907|8.079011794|-1.901244658|80.22754474|-24.42396797|0.473610011|2785.47514|540.0159387|-15.68788659|0.24499026|6.772454418|12.86584957|0.899732176|6256.172329|-784.3943293|32.34920911|2.0|4.74|0.0|0.14|-7.18|3.35|2.54|69.2|2.51|1.0|0.0|0.0|1.0|4.0|-6.49|1.0|-4.59|3.64e-05|0.0151|0.0106|3.31|0.0|0.0|6.65e-08|2.77e-05|-0.04992|3.8436|-1692.540795|-1692.511019|672.74|1137.55|322.58|0.3927|0.68913|0.68913|-1692.312906|0.3927|-0.15835|4.9812|-0.2082699999999999|0.02977602|6.6973|9.0|8.0458
12p_a36|0.0|1|0|3.392386149|0.0|0|2|1.297044387|5.351858133|-0.084341564|2|0.114716581|-0.432950771|-0.002526241|-0.0433009009999999|-0.000673716|-0.101303149|-0.440709431|1|-0.035871448|-0.074349074|0.8839272779999999|0.698414933|0|-0.082569108|-0.108380023|0.020202133|-68.22905781|12.71795723|83.24921731|0.251561167|158.3666517|8.006403882999999|-1.950840419|80.40682298|-24.56246081|0.475504684|2774.926334|471.1687161|-15.4629378|0.240873847|7.546742977|14.3885803|0.906594718|5922.775161|-773.1468902|32.35623052|2.0|4.72|0.0|0.14|-6.86|3.13|2.44|69.2|2.4|1.0|0.0|0.0|1.0|5.0|-6.76|1.0|-4.16|0.000129|0.0515|0.0278|2.78|0.0|0.0|1.4e-07|5.58e-05|-0.0552299999999999|3.8372|-1332.182868|-1332.148901|660.71|1113.05|323.11|0.3015|0.30159|0.66559|-1331.947748|0.1841|-0.15608|4.8805|-0.21131|0.03396697|6.7199|9.0|8.0458
6a_a31|0.0|1|0|3.3855253210000003|0.0|0|1|0.610184884|5.6869753560000005|-0.181987023|0|0.08881108|-0.779425376|-0.013930701|-0.026103465|-0.010591881|0.0006473469999999|-0.568500407|0|-0.07385392|-0.0436046509999999|0.848080284|0.803505125|0|-0.132158278|-0.126430958|0.034212524|-74.23718620000001|20.08876284|157.9971748|0.42783832|251.216265|11.79563339|-1.896464366|92.52963742|-26.51328079|0.478330896|2713.694431|335.9594356|-15.56795422|0.307253701|7.516549303|14.408653400000002|0.916923952|5908.282843|-653.8540772999999|38.27271371|2.0|3.42|2.51|0.05|-6.96|4.68|3.69|131.36|1.13|1.0|0.0|0.0|1.0|5.0|-6.69|0.0|-4.34|6.09e-06|0.00238|0.0178|2.8|0.0|0.0|1.11e-07|4.3200000000000007e-05|-0.05563|3.5428|-1613.34153|-1613.295461|607.79|1028.95|349.96|0.6404|0.70416|0.70416|-1613.1416|0.6404|-0.1428|7.7514|-0.19843|0.04606915|11.2387|1.1|5.9586
10_a15|0.0|0|0|0.0|0.0|0|0|1.4356889780000002|0.0|-0.0435725659999999|2|-0.0869138469999999|-0.384887119|0.001740635|0.010152859|0.0034254209999999|-0.120626133|-0.391156537|2|0.0107135269999999|0.018211609|0.7585998270000001|0.7933685340000001|0|-0.052826735|-0.101494566|0.010485777|-59.05618983|6.101312009|6.497096666|0.066863055|38.90530741|3.550143186|-1.928396745|65.80736417|-21.17108692|0.449323734|2605.82709|542.9602292000001|-12.31872585|0.169827351|5.555044294|10.08767698|0.815948972|6204.37804|-652.8924702|25.50202895|1.0|3.58|3.64|0.12|-9.82|5.32|6.3|56.27|2.87|2.0|0.0|0.0|1.0|4.0|-4.97|0.0|-5.83|5.99e-07|0.0002379999999999|0.000584|5.29|0.0|0.0|1.51e-10|5.99e-08|-0.03581|3.6448|-1281.088565|-1281.061184|631.2|1136.48|340.17|0.1412|0.66799|0.70313|-1280.804272|0.0042|-0.15377|1.6654|-0.18958|0.02738146|3.1460000000000004|7.0|8.1549
19_a4|-3.21497177|0|0|0.0|0.0|1|1|0.29641517|5.4161004020000005|-0.3929802189999999|1|-0.052325802|-0.105763614|0.006243904|-0.136621315|0.009687676|-0.0255403279999999|-0.245630631|1|0.152550043|-0.190513834|0.834377354|0.514505012|0|-0.070677568|-0.0759826109999999|0.013022539|-41.82665583|7.168604362000001|15.411502800000004|0.1792349369999999|98.66465411|3.946149569|-1.215721775|49.73882261|-15.93396412|0.460486754|2558.336814|451.8120313999999|-8.771275759|0.235119747|5.9448291|11.01887515|0.85352261|5232.561157|-368.3935819|20.83197214|0.0|3.46|2.52|0.16|-6.09|2.97|4.32|73.23|2.16|1.0|0.0|0.0|1.0|4.0|-6.58|1.0|-3.97|0.000156|0.0547|0.0373|2.62|0.0|0.0|8.070000000000001e-07|0.0002839999999999|-0.05294|4.1858|-1446.939719|-1446.909868|583.39|983.4|296.2|0.3806|0.67535|0.67535|-1446.760398|0.3806|-0.17004|5.8295|-0.22298|0.02985188|7.1079|19.5|4.71
8e_a8|0.0|1|0|3.01599663|0.0|1|0|1.394799502|4.844187086|-0.205927741|0|-0.000766016|-0.539547088|-0.005310149|-0.051339286|-0.004224671|0.090898585|-0.475941912|0|0.02023118|-0.079493088|0.7742101929999999|0.636205913|0|-0.115572516|-0.105450888|0.0211004739999999|-64.32539698|12.87136047|106.0087621|0.338509724|206.4920729|7.851573274|-2.109017754|75.57562034|-26.80224874|0.483244415|2692.975753|403.5112981|-16.34946208|0.196692764|7.50719734|14.52755918|0.935150832|6095.6213210000005|-784.77418|33.36487904|2.0|3.2|2.98|0.04|-7.78|4.33|4.17|90.11|3.4|2.0|0.0|0.0|1.0|4.0|-6.14|0.0|-4.9|5.34e-06|0.00215|0.00504|3.69|0.0|0.0|1.6399999999999998e-08|6.63e-06|-0.06253|3.2737|-1376.957298|-1376.924308|639.38|1090.07|378.73|0.3731|0.50055|0.7013|-1376.708067|0.1671|-0.13719|6.1505|-0.19972|0.03298991|7.7951|19.89|4.7014
8c_a31|0.0|1|0|3.435435563|0.0|0|1|0.610137334|5.733341277|-0.104377029|0|-0.106461724|-0.574140137|-0.0080009219999999|-0.1029580369999999|-0.004832959|-0.053983462|-0.513257014|0|0.006000201|-0.1759864119999999|0.896193695|0.87237334|0|-0.1170607269999999|-0.128067781|0.029669107|-70.64275621|16.3656112|133.3100368|0.3739272389999999|206.2599245|9.027343766|-1.66488115|82.77037329|-21.86561502|0.47508938|2251.08563|345.3445134|-12.06117028|0.27691747|6.820988495|12.99457133|0.90508624|4835.748065|-506.5691518|30.23944586|2.0|3.51|2.9|0.29|-6.13|4.89|3.13|114.29|0.85|0.0|0.0|0.0|1.0|5.0|-6.7|0.0|-3.63|3.79e-05|13.0|0.0811|2.38|0.0|0.0|7.45e-07|0.0002549999999999|-0.03222|3.8492|-1426.166503|-1426.129055|595.67|981.89|322.11|0.2597|0.7005|0.7005|-1425.968408|0.2597|-0.15985|3.3453|-0.19207|0.03744829|5.1815|0.81|6.0915
19g_a38|0.0|1|0|3.229090845|0.0|0|2|1.297044182|5.351858133|-0.117921811|2|-0.037579797|-0.458841138|-0.006877664|-0.046735135|-0.004358975|-0.098027247|-0.438254637|1|-0.063110203|-0.076414544|0.892249657|0.632625562|0|-0.086314802|-0.114243258|0.022953686|-72.29378538|14.52522351|137.56612280000002|0.279993731|177.181631|9.191644336|-1.942135378|86.78105144|-24.57988703|0.455443492|2897.384301|455.6240763999999|-15.5542928|0.280058007|6.327835378|11.62016299|0.836356715|6631.17356|-777.7146399000001|34.14148263|3.0|4.82|2.52|0.14|-7.12|3.55|3.11|81.23|2.78|1.0|0.0|0.0|1.0|5.0|-6.81|0.0|-4.33|5.68e-05|0.0238|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.05479|3.6887|-1431.419426|-1431.386981|638.82|1104.29|336.12|0.2285|0.3937|0.69982|-1431.186566|0.0962|-0.15269|5.0677|-0.20748|0.03244515|6.1765|42.0|7.3778
12q_a36|0.0|1|0|3.453150038|0.0|0|2|1.29701394|5.351858133|-0.043678703|2|0.068040097|-0.410984299|0.0005016269999999|-0.0433009009999999|0.0010871589999999|-0.103922055|-0.441747876|1|-0.017640538|-0.074349074|0.8839272779999999|0.8065052890000001|0|-0.07607684|-0.1060430969999999|0.018562763|-68.5549152|12.00048565|82.68142965|0.17088073|110.4712541|7.758093617|-1.908775752|80.15866795|-24.67976947|0.486620426|2786.514757|536.0103834|-15.95501778|0.231307611|7.546533709|14.69971555|0.947876484|6040.52496|-797.7508892000001|32.10617123|2.0|4.74|0.0|0.14|-7.18|3.35|2.54|69.2|2.51|1.0|0.0|0.0|1.0|4.0|-6.49|1.0|-4.59|3.64e-05|0.0151|0.0106|3.31|0.0|0.0|6.65e-08|2.77e-05|-0.05602|3.8653|-1692.544456|-1692.5102989999998|683.51|1148.35|320.77|0.4239|0.39919|0.6863199999999999|-1692.3116350000005|0.3419|-0.1566|4.6718|-0.2126199999999999|0.03415678|6.4226|6.0|8.2218
