molecula|SddssS|NaaNH|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1s|n6HRing|MATS7i|AATSC1are|AATSC8d|n5aRing|n5aHRing|MATS1i|MATS1c|n6aHRing|BIC2|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|FNSA2|PNSA4|DPSA3|GRAVp|PNSA2|MOMI-Z|WNSA4|GRAV|PPSA1|WNSA2|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
18b_a25|0.0|0|0.0|6.842683282|0|1.194228955|1.824998189|0.0131826839999999|2|-0.018632104|0.006181503|0.0009956189999999|1|1|-0.034703635|-0.303383008|2|0.7723870909999999|0.001715854|0.8333962429999999|0.6915652390000001|1|-0.078644297|0.01278627|-44.30110081|-55.18621997|8.972372556|80.36582704|44.73187305|-0.0305838929999999|6.296086869|0.0|0.7847794690000001|-1.6515302369999998|-21.46130777|53.27347337|3051.645565|-1158.910619|2327.4502850000003|-15.05981357|6973.180791|151.02439719999998|-813.229933|-399.6704921|1476.7341199999998|9.631015182|1.0|1.0|1.0|1.0|1.0|3.58|3.56|27.0|5.93|5.59|2.2|2.0|138.56|0.0|6.0|-6.54|-5.93|460.55|0.0|4.35|2.87e-07|0.000132|0.000899|4.48|0.0|0.0|1.4500000000000002e-10|6.690000000000001e-08|4.32|3.6826|-1767.52411|-1767.494087|728.12|336.67|0.2658|223.65|612.24|-1767.2232149999998|0.0468|2.8141|-0.22145|0.03002332|-1767.286778|2752.0|51.0|7.2924|7.2924
7g_a8|0.0|1|0.0|7.535296702|1|1.39137419|1.336155045|-0.067360394|0|-0.030968098|-0.00087806|-0.027717137|1|1|0.021974492|-0.418049442|0|0.7363841520000001|-0.044866536|0.79995525|0.606087461|0|-0.1122315669999999|0.031841955|-64.55562181|-67.26263865|19.08352484|144.290464|180.1699331|-0.045912914|11.43714084|56.75323443|0.806738465|-2.020168201|-27.51653399|83.63914665|2802.2242920000003|-1210.7274960000002|2079.55195|-16.4912131|6293.364606|115.825531|-725.6133762000001|-367.6690814|1500.768277|11.15541466|1.0|0.0|1.0|0.0|1.0|3.29|3.32|23.0|4.94|4.66|3.4|2.0|108.0|0.0|3.0|-5.78|-5.63|399.37|0.0|4.14|1.67e-06|0.000667|0.00143|4.38|0.0|0.0|1.23e-08|4.92e-06|6.26|3.7874|-1374.493069|-1374.4533210000002|620.67|327.36|0.5165|327.36|507.78|-1374.291597|0.5165|10.1546|-0.22129|0.03974865|-1374.3479960000002|12.9547|21.03|4.6772|4.6772
37_a18|0.0|0|0.0|7.03438793|2|1.251176176|0.0|-0.018808538|1|-0.018268775|0.002300582|-0.011713125|0|0|-0.1483628609999999|-0.44541772|0|0.725028151|-0.020149364|0.761336899|0.699483099|0|-0.074857954|0.009098426|-50.09028298|-54.7389628|6.653112344|12.63119843|123.0060763|-0.0286221589999999|4.865006968|60.1335413|0.7648766029999999|-1.946306811|-20.92960342|56.74339533|3055.795406|-1423.213033|1571.7484060000002|-15.30451633|7035.839448000001|171.9311063|-1040.70711|-387.3755475|1860.709332|10.41657856|0.0|1.0|0.0|1.0|2.0|4.31|0.0|18.0|3.68|3.3|3.33|2.0|151.14|0.0|7.0|-5.68|-6.14|480.6|0.0|2.93|2.08e-06|0.000999|0.00161|4.36|0.0|0.0|1.51e-09|7.27e-07|8.11|3.2127|-1532.997117|-1532.974371|794.5|385.91|499.0|385.91|673.45|-1532.553949|499.0|2.2872|-0.18119|0.02274574|-1532.622404|3.0375|35.0|7.4559|7.4559
17d_a50|0.0|0|0.0|8.105609402|2|1.338814635|4.380250483|0.03538699|1|0.006071856|0.012079|-0.125540541|2|2|-0.200725906|-0.2294807539999999|1|0.748516466|-0.2177003589999999|0.789310938|0.7276268779999999|1|-0.069790853|0.0152123589999999|-30.63468215|-48.40178147|10.55016861|5.007868064|48.62532158|-0.025589979|7.31681784|86.38197811|0.75405703|-1.535398758|-17.74731987|41.18485076|2824.70142|-1064.839192|2950.99157|-12.30823045|6281.764548|170.5678813|-738.4938272999999|-352.3903892|1412.14676|9.139672835|0.0|1.0|1.0|1.0|0.0|4.07|3.68|20.0|4.0|4.29|2.71|2.0|133.19|0.0|6.0|-4.5|-6.25|424.54|0.0|3.68|3.17e-05|0.0135|0.00557|3.72|0.0|0.0|8.55e-08|3.63e-05|3.41|4.0506|-1335.989008|-1335.962757|727.15|306.09|0.1819|306.09|579.45|-1335.649722|0.1819|5.6557|-0.19967|0.02625058|-1335.713194|7.9942|74.0|7.1308|7.1308
18_a4|0.0|0|0.0|7.535296702|1|1.3998285519999998|1.904090136|-0.164169913|1|0.049240675|0.000379379|-0.063708832|1|1|0.006968314|-0.319213511|1|0.793041267|-0.105846349|0.8547339420000001|0.615655659|0|-0.085817825|0.017694182|-46.48874223|-42.33787448|8.729352711|203.5264327|110.7087804|-0.03479101|4.306590617|0.0|0.769438308|-1.287267373|-17.16400317|55.21809494|2069.649003|-635.0681172000001|1573.744396|-8.467791078|4381.693113|113.7466718|-313.3082699|-265.85258480000005|825.3658678999999|8.649897756|0.0|1.0|0.0|0.0|1.0|3.32|2.56|17.0|3.46|3.43|2.2|0.0|86.22|0.0|3.0|-2.95|-6.58|307.32|0.0|2.78|0.00113|349.0|0.0959|2.24|0.0|0.0|2.96e-06|0.0009109999999999|3.02|4.2045|-1033.480025|-1033.454769|523.81|294.88|0.2083|274.59|404.27|-1033.349218|0.1|2.7878|-0.20883|0.02525528|-1033.398285|3498.0|2.62|5.5817|5.5817
1_a6 (SB-431542)|0.0|1|0.0|7.423568444|1|1.430935835|0.0|-0.175408303|1|0.1008839219999999|-0.011639964|-0.0492229479999999|1|1|-0.020716495|-0.567791164|1|0.7462411859999999|-0.083341531|0.805877431|0.795744863|0|-0.122555709|0.033020439|-74.98172333|-72.69619778|19.58668728|160.410387|240.8019609|-0.0462988229999999|11.61820782|105.3125675|0.7531996609999999|-2.083447046|-27.46300805|94.56841061|2678.823231|-1235.8353619999998|1890.228713|-16.29019397|5748.417262|146.3942108|-733.0587287000001|-300.3801761|1640.78056|14.4623285|1.0|1.0|1.0|1.0|2.0|3.25|2.35|23.0|4.04|3.63|1.54|1.0|106.85|0.0|4.0|-4.52|-6.73|384.39|0.0|2.85|3.03e-05|0.0116|0.0218|2.7|0.0|0.0|2.03e-08|7.81e-06|4.57|3295.0|-1292.588032|-1292.553086|619.92|376.28|0.5765|324.5|464.07|-1292.358966|0.3346|6.0113|-193.0|0.03494577|-1292.41452|8.8611|1542.0|5.8119|5.8119
12m_a30|0.0|0|0.0|7.412764017000001|2|0.6049842529999999|0.0|0.024086432|2|-0.1305457069999999|0.001371944|-0.0547272029999999|1|1|-0.084317059|-0.5409445629999999|1|0.832758813|-0.0974968869999999|0.893689741|0.770326886|0|-0.103359773|0.027352277|-57.96147772|-70.1324196|18.55926485|133.774348|147.06395700000002|-0.0405332439999999|12.59296644|237.0982213|0.773732767|-2.067195455|-27.50290965|76.52074257|3058.3084710000003|-1402.648392|2370.879718|-18.66147291|6658.711303|153.52847759999997|-951.7351184|-371.4702679|1812.833129|13.2317657|1.0|0.0|1.0|0.0|1.0|4.66|0.0|17.0|3.4|2.48|2.06|2.0|133.52|0.0|6.0|-6.0|-6.22|439.49|0.0|2.36|1.01e-06|0.000444|0.00427|3.89|0.0|0.0|3.7600000000000003e-07|0.000165|3.88|3.5496|-1743.215323|-1743.174906|714.92|349.29|255.0|244.95|578.87|-1742.965888|0.1615|3.6891|-0.20742|0.04041755|-1743.030004|5.1279|31.0|7.5114|7.5114
15d_a10|0.0|0|0.0|7.535296702|2|1.343850133|2.147544195|0.0370874879999999|3|-0.059217023|0.010215823|0.007032164|1|1|-0.1786649189999999|-0.1945202089999999|2|0.745184875|0.0131101969999999|0.7857977740000001|0.71456262|1|-0.070612242|0.02281891|-38.80896881|-47.58559595|15.37766538|67.59624856|83.49776405|-0.018829931|10.36301002|141.0919598|0.471900166|-1.129795872|-12.68949225|54.18663419|2967.522813|-761.3695352999999|2036.192049|-8.551449923|6511.656447|355.8865234|-513.0869954|37.87296065|1613.412305|19.36460841|0.0|1.0|1.0|1.0|0.0|3.71|4.01|21.0|4.14|3.44|1.54|1.0|131.43|0.0|6.0|-3.78|-7.04|441.52|0.0|3.18|0.000167|0.0739|0.0182|2.75|0.0|0.0|1.5e-08|6.62e-06|2.05|3.8591|-1430.8144619999998|-1431.051425|737.09|321.28|312.0|221.39|565.91|-1430.733658|0.0856|3.3831|-0.20918|-0.23696253|-1430.795367|3.8163|69.0|7.1612|7.1612
19b_a38|0.0|1|0.0|7.412764017000001|2|1.297044256|0.0|-0.115864198|2|0.013765516|-0.006877664|-0.0697981979999999|1|1|-0.098027247|-0.443325632|1|0.8295290000000001|-0.114123934|0.8851623040000001|0.632625562|0|-0.11557289|0.0224393089999999|-53.38447032|-71.73053105|13.92699891|120.3048789|168.00390359999997|-0.041606241|8.643817972|0.0|0.7596369590000001|-2.0803120280000003|-25.82299118|67.31146923|2897.652112|-1291.149559|2436.66785|-16.02708787|6518.872269|149.181772|-801.3543933999999|-322.28833010000005|1699.692918|12.76697997|1.0|0.0|1.0|0.0|3.0|4.82|2.37|17.0|3.55|3.11|2.78|1.0|125.65|0.0|5.0|-4.25|-6.81|419.43|0.0|2.94|5.68e-05|0.0238|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|3.66|3.7509|-1431.414099|-1431.38073|646.81|330.55|0.4634|231.18|485.64|-1431.18309|0.1945|5.5253|-0.20445|0.03336932|-1431.2418630000002|6.3396|12.0|7.9172|7.9172
25b_a34|0.0|0|0.0|7.412764017000001|1|1.290860233|1.94553288|-0.0929479709999999|1|-0.150946163|-0.00378755|-0.061390533|1|1|-0.278635968|-0.623853334|1|0.7969500890000001|-0.101529052|0.83883012|0.787858064|0|-0.137924163|0.030138301|-64.37123451|-86.13394472|18.82143547|165.2408865|214.470853|-0.042438204|11.75402804|49.2835599|0.76274549|-2.206786613|-26.50275222|83.19266998|2611.55928|-1378.143115|2671.608537|-16.55102732|5786.015654|148.1659658|-860.6534206|-328.1702779|1806.819095|11.90766609|0.0|1.0|1.0|1.0|2.0|3.53|3.39|17.0|2.63|3.03|1.56|1.0|108.21|0.0|7.0|-3.82|-7.07|393.44|0.0|2.58|0.00015|59.0|0.0796|2.29|0.0|0.0|3.8100000000000004e-07|0.00015|5.06|4.2253|-1313.388114|-1313.361559|668.48|293.43|0.2259|293.43|562.84|-1313.132261|0.2259|7.0586|-0.21103|0.02655501|-1313.194808|9.0174|2.08|5.6819|5.6819
15_a4|0.0|0|0.0|7.535296702|1|1.399867493|1.956386054|-0.061469545|1|0.0432718859999999|0.009823083|0.022446689|1|1|-0.017259078|-0.226703465|1|0.772721853|0.036363636|0.8347553529999999|0.509447294|0|-0.073738544|0.010893057|-29.80513879|-35.36161572|5.223809291|12.70877085|63.43714456|-0.030724393|2.505098786|86.01453643|0.8438913020000001|-1.106078158|-14.73400655|35.02894809|1973.978183|-530.4242358|1495.715718|-7.065752187|4134.603400999999|74.8625551|-254.3670787|-329.8289177|628.5456843999999|4.672449937|1.0|0.0|0.0|0.0|0.0|3.28|3.01|17.0|4.09|4.4|3.05|0.0|85.06|0.0|2.0|-3.82|-5.6|291.32|0.0|3.61|0.000152|0.0443|0.0151|3.49|0.0|0.0|8.070000000000001e-07|0.000235|3.8|4.2148|-958.270023|-958.251931|512.65|294.16|0.1996|275.22|396.58|-958.147682|0.0969999999999999|2.1603|-0.2091199999999999|0.018092091|-958.195344|3.0091|175.0|6757.0|6757.0
12e_a40|0.0|0|0.0|7.515889085|0|0.604990524|1.6315143930000002|-0.262526337|0|0.174870826|-0.013162335|-0.192362496|2|2|0.103406816|-0.520457262|0|0.788800541|-0.279310345|0.858770467|0.8096582170000001|1|-0.122830115|0.015096495|-71.78145688|-66.68049019|8.195398107|206.0119599|119.4966772|-0.048387621|4.4490161310000005|0.0|0.790818822|-1.596791495|-26.26807189|79.97685498|2391.0322170000004|-866.8463724999999|694.2415706|-14.26008524|5478.52313|113.5576846|-470.5828129|-315.75223450000004|1096.13776|11.46456937|1.0|0.0|1.0|0.0|2.0|3.27|3.05|20.0|4.34|4.84|2.93|2.0|95.8|0.0|2.0|-6.53|-5.26|378.23|0.0|3.98|2.98e-07|0.000113|0.00086|4.72|0.0|0.0|9.14e-07|0.000346|4.66|3.0253|-2248.276958|-2248.244231|552.91|409.82|0.4494|286.76|445.12|-2248.154966|284.0|2.5946|-0.19912|0.03272669|-2248.206714|3.7268|1.17|5.9318|5.9318
20_a47|0.0|0|0.0|6.86171134|0|1.408721455|1.1934608|-0.161476442|2|0.031814023|-0.009220816|0.071506228|1|1|-0.108236785|-0.5332051720000001|2|0.7962508290000001|0.113432542|0.8575369009999999|0.59534794|1|-0.092005493|0.023587109|-45.68149289|-50.14789824|12.85623208|43.63174229999999|169.6050003|-0.032859105|7.00733184|49.00609086|0.595234209|-1.38008239|-17.90996366|58.53772498|2630.63609|-752.2184736|1219.306754|-9.761884958|5896.060936|220.6189341|-409.9991682|-103.815441|1263.735287|18.94506718|0.0|1.0|1.0|1.0|2.0|3.19|2.96|21.0|2.56|4.54|2.75|1.0|99.68|0.0|5.0|-4.06|-6.75|380.35|0.0|3.09|8.72e-05|0.0332|0.0316|2.63|0.0|0.0|4.89e-08|1.86e-05|4.08|3.9808|-1335.742176|-1335.708279|557.84|311.45|0.2807|311.45|426.08|-1335.566785|0.2807|3.1747|-0.22734|0.03389691|-1335.620783|4.3277|3.0|8.6|8.6
14b_a50|0.0|0|0.0|7.934155233999999|2|1.267593742|4.240438135|0.0228205129999999|2|-0.068176984|0.010215823|-0.041169251|2|2|-0.1786649189999999|-0.306633966|1|0.7887047979999999|-0.076752616|0.831689551|0.71456262|1|-0.076674952|0.022423099|-33.02344264|-50.27694576|14.70317076|25.31245624|62.89861413|-0.025558317|9.64109526|192.8987555|0.637281054|-1.533499045|-16.75898192|47.72661339|2967.872393|-1005.538915|2984.248708|-10.98912227|6737.145102|237.8403928|-659.347336|-180.03459850000002|1577.857852|14.30797341|1.0|1.0|1.0|1.0|0.0|4.64|3.64|20.0|3.72|4.81|2.32|2.0|128.39|0.0|7.0|-4.6|-6.5|441.52|0.0|3.6|2.51e-05|0.0111|0.0074099999999999|3.51|0.0|0.0|1.3900000000000001e-07|6.12e-05|3.05|4.0775|-1431.068494|-1431.037684|718.64|304.07|0.1637|234.67|533.25|-1430.72987|0.1373|5.3711|-0.1936|0.03081037|-1430.7933859999998|6.7927|6.58|5.1818|5.1818
11_a47|0.0|0|0.0|0.0|0|1.381898438|0.0|-0.156077888|3|-0.0586047379999999|-0.007419345|0.046339015|0|0|-0.038723054|-0.451384505|3|0.715054643|0.07716247|0.770028429|0.686454722|1|-0.096486559|0.008462682|-50.01659041|-59.10798423|5.184267117|119.4035378|124.4421556|-0.035945973|3.175899139|1.882633323|0.816608795|-1.833244617|-22.02062158|55.20085753|2842.168734|-1123.0517|2201.328597|-13.48990542|6736.717611|112.34605729999998|-687.9851765999999|-387.9111844|1375.2628029999998|7.881596968999999|1.0|1.0|0.0|1.0|2.0|3.28|3.15|28.0|5.58|6.68|3.0|2.0|124.7|0.0|4.0|-6.29|-5.28|422.45|1.0|4.69|5.110000000000001e-07|0.000216|0.000394|5.06|0.0|0.0|2.81e-11|1.19e-08|4.84|3.7253|-1396.184699|-1396.145101|654.49|332.82|0.2321|332.82|549.52|-1395.922861|0.2321|2.9142|-0.20554|0.03959805|-1395.980918|4.6111|0.04|7.4|7.4
1e_a5|0.0|1|0.0|6.605297921|0|1.427503886|0.0|-0.009075016|2|-0.080321049|0.008031558|-0.040441176|1|1|0.034752304|-0.201027861|2|0.771487328|-0.075239398|0.834250802|0.6977404359999999|0|-0.069725333|0.008587563|-35.30075748|-36.22202792|4.461204261000001|159.537038|62.03846573|-0.0278901329999999|2.317577542|0.0|0.7473936259999999|-1.115605324|-14.48881117|39.76196174|2107.092939|-579.5524467|827.4861275000001|-7.526878708|4342.827698|131.2279879|-301.0751483|-257.0399733|775.4313476|8.161620868|1.0|1.0|0.0|1.0|1.0|2.83|2.17|23.0|4.99|4.51|2.13|0.0|95.45|0.0|3.0|-4.25|-5.77|312.37|0.0|3.44|5.5700000000000005e-05|0.0174|0.0111|3.43|0.0|0.0|3.87e-09|1.21e-06|3.17|4.4292|-990.6320386|-990.6006645|560.58|279.92|0.5156|261.24|427.87|-990.471803|0.1355|1916.0|-0.22291|0.0313740589999999|-990.522307|3.0386|191.0|6719.0|6719.0
8a_a12|0.0|0|0.0|0.0|1|1.283813597|0.0|-0.052287869|3|-0.205012437|-0.001510006|-0.084035283|0|0|-0.135424346|-0.5385001079999999|2|0.763500863|-0.146966854|0.8157289759999999|0.862306783|0|-0.093050281|0.010336879|-30.69873711|-48.195997|5.354053791|46.32568673|55.59930083|-0.033836466|2.773166902|0.0|0.791430726|-1.4888045019999998|-17.52581709|36.0527909|2212.38965|-771.1359521|2093.2274030000003|-9.077610683|4806.044707999999|108.02980890000002|-399.41487|-301.89687089999995|974.3568539|7.257889351|1.0|1.0|1.0|1.0|1.0|4.06|3.06|18.0|3.87|2.5|2.89|0.0|105.24|0.0|3.0|-3.9|-6.04|327.38|0.0|3.1|0.000125|0.0408|0.0203|3.18|0.0|0.0|1.28e-08|4.2e-06|3.41|3.9091|-1046.0428949999998|-1046.0210880000002|556.3|317.17|0.2486|317.17|424.14|-1045.851982|0.2486|3.6588|-0.2194199999999999|0.02180654|-1045.902509|5.4032|199.0|6.7011|6.7011
A7701_a51|0.0|1|0.0|6.605297921|0|1.390164251|0.0|-0.0162614089999999|2|0.070581466|0.008062393|-0.0299823629999999|1|1|0.036217274|-0.22798944|2|0.7451039290000001|-0.0533751959999999|0.8092075540000001|0.688876851|1|-0.078131694|0.007404204|-32.97926236|-36.09660744|3.420720075|146.2104641|62.31656919|-0.030384547|1.580362387|0.0|0.799046392|-1.09384371|-14.03756956|36.39998243|1959.582581|-505.3525041|1108.114062|-6.485314917999999|4153.310077|92.83996262|-233.4713371|-276.3170672|632.4445105000001|5.776909381|1.0|1.0|0.0|1.0|1.0|2.66|2.05|21.0|4.46|4.0|1.98|0.0|87.52|0.0|2.0|-3.95|-5.82|286.33|0.0|3.12|0.000111|0.0319|0.0195|3.14|0.0|0.0|2.62e-08|7.5e-06|||||||||||||||||25.0|7.6021|7.6021
4_a27|0.0|0|0.0|6.823286122000001|0|1.4008954130000002|3.294369174|-0.058641975|2|-0.273119343|0.00991794|-0.01660383|1|1|-0.2030237389999999|-0.480852615|2|0.7853766809999999|-0.024800302|0.842039655|0.614205449|1|-0.078787867|0.0201467639999999|-29.89961815|-40.79296366|10.43112657|8.590238252999999|76.31512503|-0.0281385239999999|5.40078803|58.27512057|0.682485674|-1.181818|-14.56891559|40.33074472|2273.715366|-611.8944548999999|1213.060761|-7.543156957000001|4988.6278600000005|164.3952417|-316.8125922|-188.9664429|896.5674718|10.54344507|0.0|0.0|1.0|1.0|0.0|3.11|3.08|21.0|2.94|2.8|2.66|0.0|97.55|0.0|2.0|-3.57|-6.51|331.37|0.0|2.8|0.000266|0.0882|0.0339|2.55|0.0|0.0|6.04e-07|0.0002|4.63|4.1288|-1083.138303|-1083.119531|555.75|300.29|0.2002|223.46|445.65|-1082.963712|0.1741|2.7371|-0.21533|0.01877181|-1083.01571|3.9202|4.0|8.3979|8.3979
14f_a23|0.0|0|0.0|7.423568444|0|1.197963246|3.366063739|-0.027380305|2|0.056215377|0.010561248|-0.041351617|2|2|-0.110069159|-0.399688849|2|0.796412133|-0.06885759|0.854683662|0.71381683|1|-0.084419703|0.027134452|-40.51498423|-57.07376861|18.34483401|96.47955427|71.55380685|-0.031450478|12.40242234|96.60179161|0.665778294|-1.603974359|-21.26277654|58.85981824|3014.916135|-1084.401604|2322.5224120000003|-14.37516058|6768.918745|225.9578225|-733.1331894|-224.1560124|1628.77284|17.01160115|0.0|0.0|1.0|1.0|1.0|3.57|3.61|26.0|3.42|4.03|2.72|2.0|126.78|0.0|6.0|-5.63|-6.47|441.51|0.0|3.46|2.32e-06|0.0010199999999999|0.0042299999999999|3.55|0.0|0.0|3.11e-08|1.3699999999999998e-05|3.23|3.5753|-1744.452086|-1744.429532|711.98|346.78|0.2462|213.09|572.35|-1744.182678|0.1699|6.3534|-0.21743|0.02255331|-1744.2443850000002|9.1089|2.0|8.6459|8.6459
4_a47|0.0|0|0.0|0.0|0|1.304464196|0.0|-0.121159855|2|-0.158636969|-0.007295208|0.011775922|0|0|-0.017555555|-0.462831711|2|0.783871003|0.019305509|0.84420422|0.8124901999999999|1|-0.092556319|0.007772995|-42.46254967|-50.35610033|4.22896799|96.20929041|68.44214684|-0.03525955|2.300808176|0.0|0.806604393|-1.48090111|-19.18327632|46.69151766|2306.463316|-805.6976052|1528.797085|-10.43683449|5254.939281|105.2186243|-438.3470487|-333.62177030000004|998.8757964|7.429930428|1.0|1.0|0.0|1.0|2.0|2.75|3.01|22.0|4.83|5.71|3.1|2.0|106.52|0.0|3.0|-5.92|-4.99|361.82|0.0|4.32|1.21e-06|0.0004379999999999|0.0008359999999999|4.96|0.0|0.0|1.61e-09|5.81e-07|4.44|3.73|-1509.453558|-1509.4201369999998|576.9|332.4|0.2304|214.85|432.89|-1509.262887|0.2221|4.2607|-0.21076|0.03342033|-1509.3147789999998|5.4892|32.0|7.5|7.5
8a_a50|0.0|1|0.0|7.860570786|1|1.39826105|2.03117465|-0.021959577|1|-0.0224366579999999|0.007671336|-0.058014797|2|2|-0.065546446|-0.352654037|1|0.804535572|-0.095292123|0.8718949979999999|0.7135713840000001|1|-0.08230347|0.018809422|-34.88425666|-41.48493288|9.480859015|133.8183888|70.12485884|-0.031655181|4.778811898|0.0|0.751415713|-1.234552044|-15.95574341|44.36511568|2206.356773|-622.2739931|1503.563342|-8.042467074|4638.284496|125.2985144|-313.6562159|-253.4513797|828.1354551|8.577560914|1.0|1.0|0.0|1.0|1.0|3.34|2.01|20.0|3.63|3.71|2.02|0.0|94.75|0.0|2.0|-3.86|-6.12|313.36|0.0|2.87|0.000138|0.0433|0.0234|2.95|0.0|0.0|4.82e-07|0.000151|2.69|4.1738|-1006.671867|-1006.637067|548.47|297.06|0.18|220.53|396.63|-1006.508913|0.1217|3.5509|-0.20051|0.03479985|-1006.557694|5.5319|47.0|7.3279|7.3279
12bc_a36|0.0|1|0.0|7.412764017000001|2|1.284647662|0.0|-0.042515909|2|0.068351685|-0.001012333|-0.027636036|1|1|-0.101451485|-0.442519304|1|0.836170906|-0.045186455|0.892249657|0.771220556|0|-0.107107992|0.01824287|-51.87437401|-71.97763346|12.2593899|83.35308244|111.3483497|-0.038558877|8.238431664|0.0|0.77146807|-1.927943855|-25.91194805|64.13376391|2927.476132|-1295.597402|2623.395239|-17.41308622|6587.689277|153.57572439999998|-870.6543108999999|-364.8584744|1679.392125|11.99358509|1.0|0.0|1.0|0.0|2.0|4.73|0.0|17.0|3.99|3.19|2.99|2.0|133.77|0.0|5.0|-5.08|-6.26|450.32|0.0|2.82|8.27e-06|0.00372|0.00295|3.93|0.0|0.0|1.74e-08|7.83e-06|4.42|3.8696|-2152.134749|-2152.100551|705.12|320.4|0.7456|237.57|563.76|-2151.9100780000003|0.3478|6.5854|-0.21499|0.03419831|-2151.971485|9.2445|8.0|8.0969|8.0969
15_a31|0.0|1|0.0|7.765993078999999|1|0.610137926|0.0|-0.134784483|0|-0.0302581979999999|-0.011797858|-0.074455342|2|2|-0.157560864|-0.6215974160000001|0|0.8022000659999999|-0.116356616|0.8582665429999999|0.782925607|0|-0.131697567|0.038524836|-61.76522754|-70.00513464|20.47825449|141.1489667|230.1075793|-0.041588706|10.88541717|514.6215199|0.641533577|-1.58037081|-22.10688462|82.24348203|2351.566145|-840.0616157|1675.977147|-11.75113151|5087.628096|190.5463457|-446.5429972|-150.46712390000002|1309.458532|18.05372755|0.0|1.0|1.0|1.0|2.0|3.31|1.64|16.0|4.12|3.0|0.41|0.0|90.47|0.0|4.0|-4.28|-6.84|342.37|0.0|2.27|5.27e-05|18.0|0.0931|2.18|0.0|0.0|2.19e-06|0.000749|3.9|4569.0|-1460.900291|-1460.861851|556.68|271.36|348.0|271.36|452.98|-1460.736142|348.0|5.5793|-0.19394|0.03843988|-1460.790873|7.5831|1.1|5.9586|5.9586
1a_a18 (SB-431542)|0.0|1|0.0|7.423568444|1|1.430935835|0.0|-0.175408303|1|0.1008839219999999|-0.011639964|-0.0492229479999999|1|1|-0.020716495|-0.567791164|1|0.7462411859999999|-0.083341531|0.805877431|0.795744863|0|-0.122555709|0.033020439|-74.98172333|-72.69619778|19.58668728|160.410387|240.8019609|-0.0462988229999999|11.61820782|105.3125675|0.7531996609999999|-2.083447046|-27.46300805|94.56841061|2678.82389|-1235.8353619999998|1890.195809|-16.29019397|5748.422847|146.3942108|-733.0587287000001|-300.3801761|1640.78056|14.4623285|1.0|1.0|1.0|1.0|2.0|3.25|2.35|23.0|4.04|3.63|1.54|1.0|106.85|0.0|4.0|-4.52|-6.73|384.39|0.0|2.85|3.03e-05|0.0116|0.0218|2.7|0.0|0.0|2.03e-08|7.81e-06|4.57|3295.0|-1292.588031|-1292.553086|620.23|376.27|0.5767|324.5|464.08|-1292.358966|0.3347|5.9926|-193.0|0.03494548|-1292.414518|8.8609|125.0|6.9031|6.9031
14b_a23|0.0|0|0.0|7.423568444|0|1.197963628|3.2475997860000003|-0.071396109|2|0.0519489729999999|0.007671236|-0.047410593|2|2|-0.073945564|-0.4557487779999999|2|0.793551289|-0.077808321|0.857184548|0.5935522360000001|1|-0.082441268|0.020454632|-41.01458464|-53.44429544|13.26014776|40.76245006|99.66542762|-0.03508139|8.596171261|84.36242964|0.774359705|-1.64882535|-22.74225338|54.274732400000005|2943.803333|-1068.885909|2280.830615|-14.74314679|6622.129837|146.2760938|-692.9278992000001|-355.71896410000005|1380.34805|11.53563485|0.0|0.0|1.0|1.0|1.0|3.42|3.44|26.0|3.78|4.58|3.4|2.0|120.24|0.0|5.0|-5.58|-6.31|429.47|0.0|3.78|2.66e-06|0.00114|0.00332|3.68|0.0|0.0|2.14e-08|9.18e-06|3.72|3706.0|-1729.161608|-1729.139722|673.05|334.55|0.3603|334.55|525.66|-1728.9300010000002|0.3603|6.8752|-0.2286699999999999|0.02188578|-1728.9893510000002|9.7544|4.0|8.3536|8.3536
