molecula|SddssS|n9FaRing|SRW09|nAHRing|nARing|SaasN|AATSC1c|SRW07|AATSC1s|SaaaC|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|DPSA2|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w WLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
3i_a32|0.0|1|7.78113851|0|0|0.0|-0.012358668|5.733341277|-0.363243817|1.711001131|-0.4449120629999999|0.022524712|3|-0.0106761939999999|-0.054335108|-0.212967423|0|0.565740817|0.833699527|-0.337053202|0.030060554|0.902293804|0.54844677|1|-0.1132851459999999|0.259644227|-59.72706743|8.064907632|60.99385995|55.97682661|-0.044627482|-31.48976464|4.252042736|0.201037767|0.77072347|-1.472706897|-25.92886531|71.27609889|-23.52884474|0.422644726|2471.4299920000003|-776.4518766|2141.3084710000003|-12.4050588|5.826629089|10.09193014|0.732035793|5656.349227000001|120.8809386|30.52825775|1007.432506|11.54903146|0.0|1.0|1.0|1.0|3.1|2.49|-6.96|6.29|2.0|88.28|1.0|3.0|-5.53|366.38|4.37|-5.16|5.37e-07|4.23|0.0|0.0|1.0900000000000001e-07|4.01e-05|3642.0|3.38|3642.0|-1891.833327|530.5|876.0|340.43|418.24|0.70322|-1891.738614|0.4765|-0.21278|3.8572|6.0|8.2366|8.2366
6b_a31|0.0|0|7.773594467000001|1|1|0.0|-0.016070861|5.733341277|-0.178758575|0.0|-0.787472195|-0.053655833|2|-0.008439437|-0.002840672|-0.004825446|0|0.838789705|0.78240875|-0.068433069|-0.084489161|0.841537966|0.795570315|0|-0.1284626569999999|0.146652651|-78.37648097|20.12924648|159.79549319999998|227.0509355|-0.045675611|-47.81835367|12.28107483|101.4993391|0.7459204140000001|-2.055402513|-44.96993859|93.1058799|-27.86719323|0.4807018779999999|2776.92804|-1254.023695|2063.736075|-17.0020813|7.513612533|14.46878435|0.925676135|6099.567787|155.0167518|37.35947255|1681.1762649999998|14.72939894|1.0|1.0|1.0|1.0|3.55|2.73|-7.33|4.0|1.0|109.69|1.0|4.0|-6.5|404.44|3.3|-4.66|2.34e-06|3.2|0.0|0.0|4.67e-08|1.89e-05|3.2949|4.61|3.2949|-1652.671944|637.06|1077.19|376.29|492.36|0.7013199999999999|-1652.44739|0.4967|-0.1918|8.8379|54.0|7.2676|7.2676
12_a15|0.0|0|0.0|0|0|0.0|-0.006620824|0.0|-0.0455566929999999|0.0|-0.370766171|-0.01062828|0|0.0034254209999999|-0.120626133|-0.184255041|2|0.8310685940000001|0.723852961|0.049877871|-0.019064393|0.769289315|0.7933685340000001|0|-0.094209248|0.738437971|-60.15445365|9.58943236|72.18361893|66.16793071|-0.031995594|-38.40979933|6.123040777999999|4.192089814|0.746489397|-1.695766456|-24.90456371|70.6606311|-20.42981445|0.476419838|2613.57759|-1082.780166|2661.728915|-13.04483751|5.448223888999999|10.40571107|0.909927213|5897.820841|161.8714956|27.36785616|1450.496376|10.50617745|1.0|0.0|1.0|1.0|3.56|3.73|-9.82|6.3|2.0|119.95|1.0|6.0|-4.97|397.47|4.7|-5.83|5.99e-07|5.29|0.0|0.0|1.51e-10|5.99e-08|4.4819|5.16|3.8538|-1281.087109|688.91|1177.81|321.72|585.26|0.70444|-1280.810963|0.0093|-0.19054|6.0547|4.0|8.3979|8.3979
10_a32|0.0|1|7.765993078999999|0|0|0.0|-0.016404762|5.733341277|-0.087497559|2.067772926|-0.771023817|-0.047619048|3|-0.00369116|-0.1260956869999999|-0.229450999|0|0.809370315|0.8607827790000001|0.012125768|-0.079818594|0.915639476|0.764217655|1|-0.1223816869999999|0.266552538|-75.59866726|15.91131724|57.97512956|146.8439966|-0.038939628|-46.69945835|9.828875607|52.24660367|0.6946347429999999|-1.7133436169999998|-33.69815077|91.10767604|-24.0541214|0.449853016|2649.882742|-1058.381342|2980.525719|-14.85891856|7.079344111|12.86809583|0.81769605|5842.926058|188.6328503|34.62844557|1523.651605|15.50900878|0.0|1.0|1.0|1.0|3.56|3.12|-6.99|4.21|1.0|107.14|1.0|7.0|-6.44|399.49|3.42|-4.41|9.17e-07|3.23|0.0|0.0|1.0300000000000001e-07|4.13e-05|3.6441|4.12|3.6441|-1916.668776|654.7|1086.09|340.24|533.89|0.70228|-1916.460049|0.2983|-0.2052199999999999|3.2297|7.0|8.1427|8.1427
13g_a6|0.0|0|6.842683282|0|0|0.0|-0.006574579|4.727387819|0.004767264|1.648997541|-0.381325604|-0.080022038|1|-0.000644109|-0.12414699|-0.215607882|2|0.836982172|0.774238891|0.095969451|-0.144664763|0.832753533|0.789769968|1|-0.091949419|0.2141642839999999|-64.02222283|12.28038897|68.57626488|89.14285747|-0.0323525729999999|-44.57717132|8.550546653|0.0|0.7357333540000001|-1.747038966|-35.98038956|76.50577593|-22.52633766|0.444443571|2929.039254|-1216.422234|3916.754765|-15.68456028|7.968172425|14.34268783|0.7999971709999999|6332.20768|184.0026638|30.61752948|1653.346592|12.48355309|1.0|1.0|1.0|1.0|3.61|2.34|-10.57|4.79|2.0|128.63|0.0|6.0|-6.31|431.49|3.47|-5.06|2.77e-06|3.7|0.0|0.0|2.67e-11|1.15e-08|5.9869|3.83|3.2472|-1386.611265|739.55|1253.71|381.82|592.49|0.7034100000000001|-1386.3020800000002|0.0105|-0.20806|13.3225|119.0|6.9245|6.9245
12aj_a36|0.0|0|7.412764017000001|2|2|0.0|-0.00706023|5.351858133|-0.045035034|0.0|-0.402433117|-0.042227364|1|0.003962098|-0.104118159|-0.1763783589999999|1|0.90414347|0.812278823|0.091113865|-0.072770961|0.8632656809999999|0.856274847|0|-0.10279655|0.251263868|-65.89100364|11.73352271|82.34300699|110.89910559999998|-0.0368515929999999|-42.23511741|7.521007149|0.0|0.77492734|-1.953134451|-29.99399664|76.5855549|-23.62130319|0.47532973|2710.647462|-1251.929069|2275.825451|-15.14089115|8.056502837|15.35536375|0.905958957|5763.333098|144.26810480000003|30.48195872|1615.543812|10.69455126|0.0|0.0|1.0|0.0|4.84|0.0|-6.97|2.19|1.0|128.72|1.0|5.0|-6.55|395.46|2.14|-4.3|6.929999999999999e-05|3.04|0.0|0.0|1.08e-07|4.270000000000001e-05|5.2301|3.48|3.6017|-1272.27339|682.84|1157.64|344.24|539.55|0.70423|-1271.9998859999998|0.0082|-0.20093|7.8393|17.0|7.7696|7.7696
47j_a18|0.0|0|7.03438793|1|1|0.0|-0.007807275|4.844187086|-0.068902246|0.0|-0.569931053|0.0033281|0|0.002317206|-0.218974385|-0.331885553|0|0.783538352|0.7444236670000001|-0.002262399|0.005740124|0.77844379|0.757001264|0|-0.094744194|0.476575952|-73.69868165|12.42035127|95.57657747|150.5035248|-0.033837212|-57.32800549|9.661420661|99.50526447|0.764425062|-2.368604851|-44.19607713|86.31641604|-26.32095773|0.481373558|3172.831382|-1842.467041|2064.803327|-20.47428768|9.597380968|18.50538303|0.928170101|7316.123159000001|183.246715|34.43235841|2410.265089|12.6177344|1.0|0.0|1.0|1.0|4.54|0.0|-8.79|2.82|3.0|149.96|1.0|11.0|-6.46|499.6|2.39|-5.14|1.49e-06|4.07|1.0|0.0|1.63e-09|8.159999999999999e-07|3.1054|8.09|3.1054|-1625.445572|839.37|1459.55|399.25|776.31|0.6983600000000001|-1624.9784550000002|0.5439|-0.17273|5.2118|35.0|7.4559|7.4559
4g_a49|0.0|0|8.228176896|2|2|4.107873566|-0.003686314|6.107022888|-0.008414823|3.4246879480000003|-0.328081947|0.08591712|2|0.007845545|-0.038698906|-0.066023903|4|0.651833607|0.7559263270000001|-0.027032199|0.144740607|0.81242269|0.626581708|2|-0.0666753309999999|0.736530693|-66.44036383|18.87757641|151.0705543|139.3194688|-0.0250032489999999|-66.20622488|18.81105094|74.95505057|0.6273572239999999|-2.000259924|-61.03291321|90.11923831|-24.91513644|0.48934952|4706.348867000001|-1993.210915|4747.967275999999|-24.82733433|9.28937554|18.19125978|0.958286615|11516.07629|371.3295653|39.71443299|3177.154639|23.67887448|0.0|0.0|1.0|0.0|4.83|4.36|-13.67|7.56|2.0|198.32|0.0|7.0|-6.6|663.73|5.23|-7.43|3.3700000000000004e-08|5.28|0.0|1.0|2.13e-14|1.4199999999999998e-11|4.3116|6.35|3.6269|-2147.721319|985.89|1766.47|341.84|662.84|0.69238|-2147.217543|0.0265|-0.21545|4.5147|106.0|6.9747|6.9747
8c_a32|0.0|1|7.765993078999999|0|0|0.0|-0.0093793719999999|5.733341277|-0.04699673|2.143746338|-0.459589251|-0.0682721729999999|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|0|0.788133615|0.845443342|-0.024032462|-0.11492754|0.8966299409999999|0.7507116140000001|1|-0.097480366|0.263222951|-58.93213925|9.818219446|126.6561213|119.85432240000002|-0.027548799|-35.6276568|5.935643221|78.19443734|0.600684883|-1.267244762|-28.09723623|74.36515033|-16.654735000000002|0.447542891|2571.62241|-766.1178102000001|3038.837633|-10.06868562|7.079719717000001|12.81496717|0.8100952690000001|5773.240734|241.4075262|27.72624296|1275.407176|15.43301109|1.0|1.0|1.0|1.0|3.46|2.82|-7.65|4.19|1.0|110.47|1.0|7.0|-6.45|397.52|3.56|-4.39|1.5e-06|3.21|0.0|0.0|2.23e-08|8.86e-06|3.5673|4.28|3.5673|-1880.764533|646.97|1090.0|347.56|516.78|0.70135|-1880.537558|0.3272|-0.18873|10.2656|37.0|7.4318|7.4318
3d_a12|0.0|0|0.0|1|1|0.0|-0.008186708|0.0|-0.053022041|0.0|-0.360215148|-0.058191686|0|-0.000643935|-0.1394967999999999|-0.237203828|2|0.91670178|0.7697403429999999|-0.097468573|-0.108208213|0.82682708|0.8605417409999999|0|-0.0958414059999999|0.2443206489999999|-49.24083018|5.717316796|74.39425719|74.63869204|-0.035063929|-25.2986621|2.9374091630000003|0.0|0.77428353|-1.437621096|-17.64609244|57.52228251|-18.01493787|0.472404561|2148.979792|-738.6124526000001|1205.356874|-9.255608086|5.786006004|10.96674758|0.89539167|4509.417998|115.96727140000002|23.26659057|953.9302134|8.281452338|1.0|1.0|0.0|1.0|3.98|2.71|-7.51|2.19|0.0|100.28|1.0|3.0|-6.22|313.36|2.67|-3.91|0.000302|2.81|0.0|0.0|3.08e-08|9.64e-06|4.2114|3.1|3.7719|-1006.727999|548.21|918.3|328.71|411.35|0.6572100000000001|-1006.556654|0.1583|-0.22229|3.0037|25.0|7.6021|7.6021
3k_a32|0.0|1|7.97831097|0|1|0.0|-0.005745086|5.973809612|-0.001250803|2.256213388|-0.270019022|-0.077097565|3|0.002509816|-0.050938823|-0.090775221|0|0.816196288|0.779649252|-0.127713677|-0.129124455|0.8306695270000001|0.7681279190000001|1|-0.090839907|0.31016741|-51.21653025|6.970844822|80.0971996|68.92687468|-0.029575784|-28.87643819|3.930238317|0.0|0.78057227|-1.271758703|-22.61349991|58.16707081|-16.67514938|0.472646737|2392.3436100000004|-717.0314235000001|1970.06814|-9.40163104|6.153598893|11.6688363|0.89626209|5259.698672|123.7157466|21.36272325|918.5970998|6.9505405620000005|1.0|1.0|1.0|1.0|3.47|3.48|-7.23|5.78|2.0|105.36|1.0|3.0|-5.01|366.5|4.75|-5.61|9.16e-08|4.97|0.0|0.0|5.86e-08|2.15e-05|3.5363|3.81|3.5363|-1750.164914|611.65|1022.89|350.6|452.36|0.70268|-1749.957584|0.3082|-0.19988|5689.0|9.0|8.0605|8.0605
18d_a25|0.0|0|6.842683282|0|0|1.918453956|-0.0029605|4.727387819|0.024310576|2.029297802|-0.180590503|0.016982601|1|0.0062422|-0.035684977|-0.061965108|2|0.722349659|0.780221059|-0.03671629|0.029728702|0.838260077|0.696372329|1|-0.076328248|0.278576218|-57.45144813|8.39885106|70.58850837|46.80695276|-0.0281209329999999|-43.24308488|6.3217245360000005|0.389087507|0.75793699|-1.602893201|-34.85786147|68.15463481|-21.166323|0.476833495|3113.122552|-1206.480411|2625.142499|-15.93166285|9.479218984|18.11893325|0.911437354|6876.316137000001|182.1982146|27.92623037|1591.795131|10.70318668|1.0|1.0|1.0|1.0|3.66|3.57|-10.23|5.98|2.0|143.37|0.0|7.0|-6.21|474.58|4.5|-5.54|5.47e-07|4.21|0.0|0.0|5.92e-11|2.81e-08|5.6512|4.56|3.6392|-1806.848384|792.79|1358.25|340.69|664.72|0.6823899999999999|-1806.514606|0.0389|-0.2201|4.3658|232.0|6.6345|6.6345
16a_a10|0.0|0|7.535296702|1|1|2.041062372|-0.00230615|5.4161004020000005|0.023926176|2.009832665|-0.152205915|-0.0048530629999999|1|0.011558506|-0.162508526|-0.254024476|2|0.748039584|0.772481675|-0.068377262|-0.008879187|0.813036304|0.72613292|1|-0.076950669|0.3637074329999999|-53.28817038|9.606840334|77.68598956|58.06685151|-0.026063936|-36.90194151|6.652715932|99.81657855|0.7270593190000001|-1.615964058|-25.21250404|63.53441386|-18.049219|0.4629532229999999|2862.681038|-1119.0515779999998|1823.310808|-12.4990447|8.531706024|15.88633689|0.862035195|6366.0631060000005|189.0108247|24.82496066|1539.147561|10.24624348|1.0|1.0|1.0|1.0|4.11|4.46|-8.5|5.19|3.0|133.66|1.0|9.0|-5.91|439.55|4.24|-5.17|6e-06|4.33|0.0|0.0|3.18e-09|1.4e-06|5.6019|3.46|3.8718|-1395.158387|760.0|1310.44|320.22|629.65|0.6852199999999999|-1394.797092|0.0841|-0.20697|4.6574|47.0|7.3279|7.3279
14x_a23|0.0|1|7.423568444|0|0|3.101221922|-0.0065692219999999|5.351858133|-0.111315218|0.6753138120000001|-0.335030301|-0.0229244|2|0.003906274|-0.073958723|-0.206574435|2|0.5788469970000001|0.802520527|-0.035031888|-0.035965909|0.8668730109999999|0.558482531|1|-0.084244058|0.229141189|-55.83053941|14.64350681|42.44114495|147.90081730000003|-0.034056109|-37.00022522|9.704599953|87.28077098|0.722211323|-1.6006371069999998|-31.13207597|70.40248829|-22.56979253|0.468120981|3071.48868|-1060.780249|2382.851643|-14.95753786|7.777802167999999|14.62325432|0.880126802|6989.569075|184.0971574|31.25095356|1468.794817|14.57194888|0.0|1.0|1.0|0.0|3.42|3.42|-7.93|5.14|2.0|120.2|1.0|5.0|-6.35|447.46|4.06|-5.27|2.09e-06|3.78|0.0|0.0|1.17e-08|5.23e-06|4.0641|3.97|3.6941|-1828.393372|675.21|1149.42|335.63|537.48|0.62836|-1828.168422|0.3057|-0.23475|8.1916|3.0|8.4949|8.4949
14a_a25|0.0|0|6.842683282|0|0|1.667057351|-0.004483962|4.727387819|-0.05112778|1.975771616|-0.255585831|-0.019985937|1|0.006158124|-0.0469914379999999|-0.077269115|2|0.6716839040000001|0.7385460309999999|-0.085643386|-0.035531959|0.792935475|0.653818362|1|-0.084207356|0.326595394|-55.27820709|8.449104086|107.22698590000002|98.18816423|-0.033365179|-36.28756839|5.546443318|58.18995584|0.8067529940000001|-1.76835447|-30.017374100000005|63.96772039|-21.90268583|0.492236681|2844.993903|-1160.842349|2142.5112510000004|-14.37809314|7.39139255|14.55676745|0.969421506|6315.975408|126.8576588|27.14918443|1438.906775|8.689513304|1.0|1.0|1.0|1.0|3.43|3.06|-9.59|4.92|2.0|126.26|1.0|6.0|-5.91|419.48|3.81|-5.29|4.03e-06|4.16|0.0|0.0|2.58e-10|1.08e-07|5.3631|5.79|3.9479|-1352.298438|689.55|1202.13|314.05|548.29|0.6714|-1352.024616|0.1756|-0.2143|4.1656|207.0|6684.0|6684.0
13_a15|0.0|0|0.0|1|1|0.0|-0.006348913|0.0|-0.031457366|0.0|-0.393632585|0.005149745|0|0.003766915|-0.173728081|-0.272482143|2|0.843715005|0.729838386|0.008210506|0.009456191|0.7784213259999999|0.796300317|0|-0.098053528|0.708462114|-61.86632281|10.21906987|142.67217639999998|72.25096855|-0.033811561|-39.03420883|6.447664726|0.0|0.755283433|-1.961070565|-27.279882500000003|72.41636305|-21.33321476|0.482317225|3028.485145|-1237.326456|3581.589629|-13.46007201|5.21465994|10.07307988|0.931684902|7196.400881999999|154.4025434|28.24531009|1638.227985|10.55004024|1.0|1.0|0.0|0.0|4.13|4.19|-8.9|6.69|2.0|138.24|1.0|6.0|-5.26|448.52|4.61|-6.1|4.77e-07|5.32|0.0|0.0|1.27e-09|5.7e-07|3942.0|5.04|2.5721|-1450.756042|674.36|1231.11|482.03|549.33|0.70626|-1450.399387|0.0003|-0.15229|6.0429|6.0|8.2218|8.2218
12d_a40|0.0|0|7.515889085|0|0|1.753432382|-0.008004393|5.4161004020000005|-0.107711573|0.794852923|-0.288158151|-0.166080871|2|-0.002126898|0.127299624|0.224167029|0|0.809398262|0.7769829840000001|-0.0065648919999999|-0.254735308|0.845904643|0.6948809659999999|1|-0.091630294|0.0913543|-48.54239742|6.204226377|207.39648|84.53363343|-0.038873458|-25.71599691|3.286773518|60.80168183|0.844283549|-1.282824111|-26.85139526|55.13932669|-20.59374436|0.470893531|2270.596857|-679.5935638999999|643.5166227999999|-10.90981687|7.877041626|14.88744155|0.8899787840000001|5101.479206|82.49291335|24.39197636|804.9352200000001|6.596929268999999|0.0|1.0|1.0|1.0|3.23|2.94|-6.84|5.02|2.0|96.16|1.0|2.0|-5.13|361.25|4.21|-5.58|5.58e-07|4.75|0.0|0.0|1.44e-07|5.2e-05|4.3959|4.14|2.7962|-2153.197255|552.57|910.58|443.4|435.41|0.70435|-2153.071733|115.0|-0.19369|1.9961|19.0|7.7212|7.7212
5_a15|0.0|0|0.0|0|0|0.0|-0.008878343|0.0|-0.044921287|0.0|-0.54157893|0.0118220069999999|0|0.003194793|-0.187421793|-0.28098676|2|0.8384601770000001|0.704479781|0.092692253|0.020920163|0.74438723|0.7950674740000001|0|-0.0989946469999999|0.743577162|-73.61131563|24.25353664|119.95308020000002|93.65193084|-0.0273088679999999|-54.73655332|18.03465935|64.12413387|0.5089899720000001|-1.583914356|-33.88634094|100.6631306|-20.30656983|0.486150431|2940.77098|-1177.78105|2179.757502|-15.09973885|7.795174584|15.1701491|0.946094849|6656.720346|365.1095806|39.89581513|2313.9572780000003|27.05181494|1.0|1.0|1.0|1.0|3.79|3.68|-9.65|6.01|3.0|127.97|1.0|8.0|-5.55|443.49|4.29|-5.66|6.86e-07|4.86|0.0|0.0|2.25e-10|9.970000000000001e-08|4.3299|4.36|3.6257|-1470.816175|737.16|1272.84|341.96|629.67|0.70244|-1470.487858|0.0199|-0.18553|6.35|13.0|7.8861|7.8861
9g_a40|0.0|0|7.515889085|0|0|1.849105962|-0.0054957819999999|5.4161004020000005|-0.0220464379999999|0.895670535|-0.225327061|-0.145879501|2|0.0115573539999999|-0.037217966|-0.062672355|0|0.694156166|0.764275277|-0.384131901|-0.242405063|0.821935848|0.665414608|1|-0.079033043|0.002717414|-41.63731423|11.25704374|65.74631496|50.29077056|-0.031197254|-21.93596333|5.930596229|64.08637519|0.740240206|-1.185495647|-17.63553984|51.16627179|-16.43578193|0.476386801|2169.234651|-624.5597134|349.4421673|-8.658932892000001|8.180261533|15.62271835|0.909806709|4435.743087|136.8503571|22.20330888|843.7257374|9.528957565|1.0|0.0|1.0|1.0|2.8|1.78|-6.43|2.93|0.0|87.53|1.0|3.0|-7.17|302.33|1.93|-3.09|0.00323|1.37|0.0|0.0|3.720000000000001e-07|0.000113|3.0778|3.83|3.0778|-1332.487689|559.04|923.42|402.84|469.6|0.70233|-1332.31775|0.3563|-0.19005|5063.0|3548.0|5.45|5.45
4e_a49|0.0|0|7.535296702|1|1|2.085628989|-0.006602016|5.4161004020000005|-0.074495823|1.713107022|-0.3631108529999999|0.018857363|1|0.000660956|-0.037142108|-0.060391347|2|0.7541604690000001|0.803344301|0.0063958109999999|0.032396301|0.856023531|0.731643066|1|-0.087866673|0.433385455|-53.89448633|10.51443916|313.22432680000003|149.0098632|-0.029288891|-33.05708028|6.449206277999999|60.11195021|0.650328475|-1.493733437|-35.44835874|68.38360061|-17.96482878|0.471635821|2675.626006|-916.2062675|1647.641653|-11.01902676|7.934910277|15.01788083|0.892633982|5950.361470000001|214.47685|27.6242383|1408.836153|14.48911428|1.0|1.0|1.0|1.0|3.35|2.89|-7.36|2.83|1.0|114.08|1.0|6.0|-7.52|399.45|2.42|-3.52|0.000528|1.71|0.0|0.0|4.35e-08|1.74e-05|5.7301|3.34|3.7876|-1313.199448|660.22|1128.64|327.34|504.63|0.68043|-1312.924353|0.0789|-0.2231199999999999|4.8707|34.0|7.4685|7.4685
12ay_a36|0.0|0|7.412764017000001|2|2|0.0|-0.006733838|5.351858133|-0.043778345|0.0|-0.404030255|-0.06756661|1|0.0045625|-0.101854847|-0.169994208|1|0.902377067|0.78699829|-0.109624825|-0.111814717|0.833398429|0.857993338|0|-0.098945129|0.419950383|-64.13591431|11.67851857|126.7858133|110.578217|-0.035337546|-41.57269314|7.569978132|8.677627506|0.778164805|-1.978902589|-31.1973159|74.29343346|-22.90568368|0.4530143439999999|2766.899844|-1282.718286|3238.138932|-14.84739041|6.466730436000001|11.82248632|0.828201506|6204.216872999999|143.79285900000002|29.43551742|1648.388976|10.15751916|0.0|0.0|1.0|0.0|4.96|0.0|-7.34|2.5|1.0|133.68|1.0|5.0|-6.38|409.49|2.42|-4.6|2.8600000000000004e-05|3.41|0.0|0.0|4.55e-08|1.86e-05|3.9348|3.79|3.6561|-1311.576473|674.33|1184.45|339.12|532.22|0.6914|-1311.282556|0.1464|-0.2031599999999999|9.1844|18.0|7.7447|7.7447
36_a18|0.0|0|7.03438793|2|2|0.0|-0.006407141|4.844187086|-0.020339784|0.0|-0.442092758|0.003321395|0|0.000825855|-0.079721028|-0.12139648|0|0.7343989059999999|0.741135729|-0.010091893|0.0059061|0.780206307|0.721836103|0|-0.079805761|0.3847791889999999|-56.82615305|6.722004572|110.8288932|139.3536816|-0.031922305|-40.46339026|4.786442152|83.34177364|0.812056067|-2.074949798|-39.43509046|65.59412783|-22.73046122|0.4751830729999999|2979.013751|-1477.479979|1547.485543|-16.1853561|9.560644525|18.21710397|0.905426346|6799.65027|133.8265619|27.99124609|1819.430996|8.767974776|1.0|0.0|1.0|1.0|4.19|0.0|-9.16|2.96|2.0|146.24|1.0|7.0|-6.18|466.57|2.8|-5.28|2.09e-06|4.18|0.0|0.0|6.87e-10|3.210000000000001e-07|3.1908|7.75|3.1908|-1493.686737|769.73|1350.57|388.57|636.33|0.69372|-1493.266344|0.4674|-0.18124|2.7547|32.0|7.4949|7.4949
47r_a18|0.0|0|7.03438793|1|1|0.0|-0.0058631659999999|4.844187086|-0.216996268|0.0|-0.40455848|-0.030106257|0|-0.0001597829999999|-0.233665901|-0.362261236|0|0.806477847|0.7698681909999999|0.017110504|-0.048143486|0.8075001|0.7554975009999999|0|-0.087091542|0.26560995|-65.12700692|11.59378448|13.30156885|172.30927739999998|-0.031669652|-48.70193962|8.669825595|60.66168882|0.688074851|-2.090197013|-46.92606587|81.99788849|-23.68254797|0.49394971|3389.050097|-1563.048166|1504.28892|-17.70979622|9.819988422|19.40516312|0.976088187|7727.455993|233.2574532|34.41856352|2271.625192|16.87088158|1.0|1.0|1.0|1.0|4.55|0.0|-7.46|3.76|3.0|145.82|1.0|9.0|-6.12|504.6|2.2|-5.64|2.26e-07|4.59|0.0|1.0|3.48e-08|1.76e-05|3.1705|9.2|3.1705|-1964.841529|790.57|1387.23|391.06|729.75|0.69545|-1964.443758|0.6007|-0.18249|3.2001|231.0|6.6364|6.6364
6_a47|0.0|0|0.0|0|0|0.0|-0.008723045|0.0|-0.1738997619999999|1.291219116|-0.392537045|0.0402365489999999|0|-0.0094242819999999|-0.020576777|-0.04324355|2|0.701994505|0.786041178|-0.149904224|0.062425042|0.84654143|0.672308592|1|-0.096689626|0.446564415|-52.41283988|5.323543706000001|101.7290544|85.6917678|-0.036834143|-28.411587800000003|2.885749555|0.0|0.7943908059999999|-1.547034008|-23.54237714|60.76103606|-19.96679614|0.4059072379999999|2431.668154|-838.6054381|1577.98246|-10.82346202|6.480620646|10.90843226|0.6832388209999999|5766.962611999999|111.4552019|25.13472712|1055.658539|8.348196185|1.0|0.0|1.0|1.0|2.82|2.91|-9.06|6.27|2.0|106.47|1.0|3.0|-5.02|379.81|4.59|-5.79|9.53e-07|5.06|0.0|0.0|8.71e-10|3.310000000000001e-07|5.5188|4.69|3.7196|-1608.684886|576.56|990.85|333.32|422.9|0.69305|-1608.50108|0.2119|-0.20794|4.2153|13.0|7.9|7.9
14i_a23|0.0|1|7.423568444|0|0|3.2692375460000003|-0.010148243|5.351858133|-0.130330047|0.7151570629999999|-0.558153376|-0.026731172|2|0.002496501|-0.017918675|-0.033435987|2|0.77007911|0.8025091329999999|0.158023239|-0.04255066|0.864206467|0.7333675390000001|1|-0.096562208|0.266320368|-66.02703063|14.65077903|324.811841|151.83084580000002|-0.039760909|-45.14777443|10.01786784|93.48624142|0.7780956840000001|-2.027806362|-41.59306642|79.20815775|-27.18760085|0.478050606|3097.406945|-1386.567643|2447.1741030000003|-18.59026006|8.107659819|15.53342127|0.915894552|7030.347905|151.7330992|34.94120504|1782.001457|13.18112713|0.0|1.0|1.0|0.0|3.56|2.64|-6.96|3.12|1.0|128.38|1.0|6.0|-7.33|454.51|2.61|-4.39|6.11e-06|2.46|0.0|0.0|1.11e-07|5.03e-05|3.6931|4.64|3.6931|-1798.64228|715.68|1224.02|335.72|580.74|0.55606|-1798.371346|0.3639|-0.23121|8.3755|3.0|8.4622|8.4622
8a_a12|0.0|0|0.0|1|1|0.0|-0.00771093|0.0|-0.052287869|0.0|-0.362413703|-0.084035283|0|0.000249868|-0.135424346|-0.226106307|2|0.913877696|0.763500863|-0.1261547959999999|-0.146966854|0.8157289759999999|0.862306783|0|-0.093050281|0.221703535|-48.195997|5.354053791|46.32568673|55.59930083|-0.033836466|-24.96342938|2.773166902|0.0|0.791430726|-1.4888045019999998|-15.90061008|55.45388635|-17.52581709|0.46777503|2212.38965|-771.1359521|2093.2274030000003|-9.077610683|5.113243051|9.607296424|0.878904705|4806.044707999999|108.02980890000002|22.14447395|974.3568539|7.257889351|1.0|1.0|0.0|1.0|4.06|3.06|-7.89|2.5|0.0|105.24|1.0|3.0|-6.04|327.38|3.1|-4.21|0.000125|3.18|0.0|0.0|1.28e-08|4.2e-06|3.9091|3.41|3.9091|-1046.0428949999998|556.3|952.71|317.17|424.14|0.6309100000000001|-1045.851982|0.2486|-0.2194199999999999|5.4032|199.0|6.7011|6.7011
