molecula|SddssS|n9FaRing|SRW09|nAHRing|nARing|SaasN|AATSC1c|SRW07|AATSC1s|SaaaC|ATSC1c|AATSC8d|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|PNSA2|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|DPSA2|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w WLOGP|Leadlikeness|Molar refractivity|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log Kp (cm/s)|Molecular Mass|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
34_a47|0.0|1|6.842683282|0|0|1.883479676|-0.004157676|4.727387819|-0.064842466|1.741433543|-0.191253079|0.078153957|1|0.0047106|-0.1430639269999999|-0.317014709|3|0.62974551|0.833786184|0.046668352|0.128336294|0.89234354|0.609110565|1|-0.090141168|0.437215023|-49.91779281|10.92238452|31.17423189|96.32577107|-0.029348287|-27.64315244|6.048527453999999|0.0|0.653993216|-1.261976347|-19.00022922|62.66739933|-16.25230464|0.45489212|2371.236125|-698.8490993|918.6458674|-9.000096143|7.066583143|12.96364153|0.834499257|5105.274301|191.6093987|24.85087647|1068.587688|12.74960652|1.0|1.0|1.0|1.0|3.19|3.0|-7.47|4.52|0.0|99.09|1.0|4.0|-6.66|348.38|3.02|-3.9|0.000267|2.49|0.0|0.0|3.36e-08|1.17e-05|4.2077|2.41|3.8892|-1162.4815230000002|585.79|980.02|318.79|436.88|0.69314|-1162.283641|0.1718|-0.21536|6.2235|2.0|8.7|8.7
16a_a32|0.0|1|7.765993078999999|0|0|0.0|-0.014399612|5.733341277|-0.0848387459999999|2.095743605|-0.6911813920000001|-0.058518519|3|-0.005552127|-0.107321286|-0.199563743|0|0.859696525|0.8567078770000001|0.039965071|-0.098258706|0.909908319|0.81143469|1|-0.119471489|0.283324612|-74.35152328|12.86051026|92.00611646|151.5123947|-0.037168908|-46.27170107|8.003570876|66.13699638|0.6968200370000001|-1.6726008419999998|-35.00816569|88.96104768|-23.13158502|0.450892763|2615.514164|-1040.921326|2992.60858|-14.39564033|7.183246604|13.08168264|0.8211379000000001|5746.082161|188.6800971|33.19592405|1493.816582|14.6095244|0.0|1.0|1.0|1.0|3.53|2.66|-7.3|3.79|1.0|108.86|1.0|7.0|-6.85|398.51|3.06|-4.04|3.2e-06|2.65|0.0|0.0|5.04e-08|2.01e-05|3.6314|3.9|3.6314|-1896.81177|664.67|1096.48|341.42|535.63|0.70245|-1896.589348|0.2859|-0.20718|1.8274|11.0|7.9586|7.9586
16_a3|0.0|0|6.823286122000001|0|0|0.0|-0.010031024|4.727387819|-0.186717242|1.614080058|-0.371147877|-0.018884246|1|-0.008409607|0.0032314229999999|0.008045619|2|0.659478546|0.767641592|-0.142670655|-0.031683873|0.838125715|0.640070307|1|-0.100138414|0.252612735|-49.45999101|6.027544549|248.6415425|149.4199775|-0.041233465|-24.42909382|2.977102266|82.16042286|0.8296818009999999|-1.401937796|-26.57128935|56.56724056|-20.36587865|0.484889078|2184.788331|-692.4398741|1290.305313|-10.05903863|5.780331402000001|11.22152755|0.941329444|4733.033232|84.12292796|24.54661368|834.5848652000001|7.107249553|1.0|1.0|1.0|1.0|3.13|2.59|-7.16|4.57|0.0|90.44|1.0|2.0|-5.89|322.36|3.5|-4.49|1.05e-05|3.35|0.0|0.0|6.97e-08|2.25e-05|3.2208|3.19|3.2208|-1371.388717|520.28|856.09|384.94|368.22|0.6944100000000001|-1371.250459|0.3866|-0.2029|3613.0|42.0|7.3768|7.3768
9h_a40|0.0|0|7.515889085|0|0|1.7679629630000002|-0.009041931|5.4161004020000005|-0.126968715|0.814591837|-0.343593366|-185.0|2|0.003099029|0.048470175|0.08305063|0|0.778613709|0.740778143|-0.160855189|-0.299768519|0.8022014000000001|0.7528137909999999|1|-0.095803029|0.219852623|-47.93581245|6.199629554|132.6583116|67.89350333|-0.041058441|-23.98506758|3.102034287|0.0|0.863884935|-1.437045429|-23.03722449|53.60044379|-20.54391962|0.482124665|2073.354193|-719.0371868|418.2915223|-10.27931468|6.922257828999999|13.366649|0.930966649|4322.734135|68.10626265|23.78085181|832.3298135|5.664631335|1.0|1.0|0.0|1.0|3.3|3.55|-6.51|4.44|1.0|93.19|1.0|3.0|-5.06|321.4|4.06|-5.12|2.23e-06|4.51|0.0|0.0|3.09e-07|9.93e-05|4.2372|3.9|3.3675|-1293.174246|526.38|868.84|368.18|410.18|0.69809|-1293.033723|0.2721|-0.20038|2841.0|3.98|5.4001|5.4001
8b_a31|0.0|0|7.765993078999999|1|1|0.0|-0.013629145|5.733341277|-0.12841288|0.0|-0.57242407|-0.069423138|2|-0.006785954|-0.05421947|-0.092604362|0|0.928940547|0.843119174|-0.058494079|-0.1155280009999999|0.8956498159999999|0.8761979520000001|0|-0.132574249|0.281200674|-69.24221375|16.89414614|129.8921115|204.9365822|-0.040792077|-36.1645207|8.823644775|472.8995873|0.703469355|-1.590890986|-32.92631065|82.21438954|-21.30529654|0.479278|2189.617009|-830.906565|1587.743824|-11.12754483|6.142377144|11.79588561|0.920410507|4696.728592|154.8750114|30.28603362|1181.155311|12.97217579|1.0|1.0|1.0|1.0|3.4|2.71|-5.73|2.74|0.0|88.64|2.0|4.0|-6.87|328.39|2.52|-3.4|8.97e-05|2.02|0.0|0.0|1.86e-06|0.00061|3.8582|1.77|3.8582|-1386.852117|566.18|927.61|321.36|439.96|0.70036|-1386.681003|0.2643|-0.19265|5.6001|2.2|5.6576|5.6576
7a_a8|0.0|0|7.535296702|1|1|1.4494883790000002|-0.010269971|5.4161004020000005|-0.0407248439999999|0.0|-0.482688615|-0.019054799|1|0.002028046|-0.019499132|-0.032195997|1|0.7168594159999999|0.764224152|0.033708575|-0.032562221|0.831914523|0.681200974|0|-0.101880506|0.238462711|-59.83546383|20.79408196|145.3710976|165.38046830000002|-0.042647654|-35.14198015|12.2125771|71.85980901|0.733884399|-1.833849114|-35.24327197|75.4573633|-25.04740346|0.477611327|2715.360649|-1077.038349|1702.719465|-14.71059634|7.699041907000001|14.73814865|0.914283468|5907.9340090000005|156.2924154|34.12990316|1467.585836|15.62189947|0.0|1.0|1.0|1.0|3.34|3.06|-7.27|3.49|1.0|105.83|1.0|3.0|-6.33|382.37|3.15|-4.64|1.36e-05|3.24|0.0|0.0|5.3600000000000004e-08|2.05e-05|4.5808|5.2|3.0704|-1291.313963|605.72|1031.61|403.8|494.48|0.70367|-1291.10235|0.1575|-0.20505|12.8748|24.73|4.6068|4.6068
16d_a32|0.0|1|7.765993078999999|0|0|0.0|-0.017249763|5.733341277|-0.087123461|2.07416189|-0.7589895790000001|-0.0517549079999999|3|-0.005427254|-0.128753933|-0.239509216|0|0.816581223|0.8575664540000001|0.107238939|-0.0847953219999999|0.916850163|0.7689748270000001|1|-0.11491796|0.41654798|-67.07571683|18.67986534|115.2070109|142.7146582|-0.036437402|-39.15098916|10.90312918|48.61700321|0.615749698|-1.493933474|-31.07481011|86.50964771|-21.26791022|0.4429631189999999|2588.214866|-871.9843187999999|3152.666302|-12.41372827|6.221435089|11.16880283|0.79521327|5768.495166|224.2805611|34.53986301|1416.134383|19.43393087|0.0|1.0|1.0|1.0|3.35|3.01|-6.59|3.82|1.0|102.33|1.0|6.0|-6.62|385.46|3.12|-4.18|2.22e-06|2.86|0.0|0.0|2.55e-07|9.84e-05|3.6271|3.78|3.6271|-1877.360551|621.59|1023.44|341.83|489.97|0.70217|-1877.185022|0.2915|-0.20077|3.8853|8.0|8.1135|8.1135
AKLKII_a46|0.0|0|6.605297921|0|0|0.0|-0.003417504|4.59511985|-0.030657|1.744747103|-0.129865138|0.036226415|1|0.006731579|-0.037291767|-0.066245471|3|0.718266758|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|0.687139108|1|-0.089369278|0.271156366|-42.37969553|4.924591245|160.85204040000002|76.99187522|-0.033194303|-20.09682339|2.335284369|0.0|0.7721395329999999|-1.161800612|-16.15213359|49.76981906|-15.74102977|0.47999819|2000.353437|-550.9360419|792.7439217|-7.464534402999999|5.83938898|11.22955511|0.92307023|4110.764451|108.05343229999998|20.38625028|713.5187596|7.390123534|1.0|0.0|1.0|1.0|2.81|1.6|-7.21|3.39|0.0|85.32|1.0|2.0|-6.5|287.32|2.45|-3.58|0.000578|2.19|0.0|0.0|6.18e-08|1.7800000000000002e-05||||||||||||||181.0|6.7423|6.7423
12y_a36|0.0|0|7.412764017000001|2|2|0.0|-0.00707164|5.351858133|-0.065314765|0.0|-0.410155116|-0.028440975|1|0.003724542|-0.095253274|-0.1619981409999999|1|0.90500247|0.820226782|0.046673879|-0.0498101409999999|0.873588247|0.856135378|0|-0.098532865|0.424572485|-66.24017399|13.04507243|114.430624|109.55137340000002|-0.036493654|-44.53093547|8.769742642|14.40618351|0.755735734|-1.970657299|-34.61187706|78.8341402|-24.53339777|0.487285656|2793.629988|-1324.80348|2304.463084|-16.49293906|7.589386902|14.80236899|0.950403792|6082.16777|164.2102614|32.46293206|1752.9983309999998|12.59396622|0.0|0.0|1.0|0.0|4.88|0.0|-7.01|2.42|1.0|133.84|1.0|6.0|-6.34|407.47|2.37|-4.55|2.6e-05|3.45|0.0|0.0|9.66e-08|3.94e-05|3.8794|3.83|3.8794|-1310.350902|702.38|1183.75|319.6|532.91|0.66796|-1310.077567|0.4358|-0.20673|8249.0|12.0|7.9208|7.9208
18a_a30|0.0|0|7.412764017000001|2|2|0.0|-0.006673169|5.351858133|-0.02919335|0.0|-0.353677943|-0.094932667|1|0.005458948|-0.053309522|-0.094526372|1|0.8421237309999999|0.7885597609999999|0.003991162|-0.171895425|0.842671963|0.7961424690000001|0|-0.095397479|0.294303776|-59.38972262|10.62073502|79.18861306|87.66676984|-0.036990859|-36.97308547|6.611941026|0.0|0.7904991659999999|-1.812552105|-28.08889239|69.35818061|-23.02866795|0.445995681|2721.874248|-1128.40473|2814.429655|-14.33650253|7.050626413|12.72666325|0.8050400790000001|5942.293347|130.4247923|29.1318055|1427.458469|9.968457988|0.0|1.0|1.0|0.0|4.75|0.0|-6.64|2.62|2.0|127.28|1.0|5.0|-5.98|398.48|2.63|-4.85|5.23e-06|3.87|0.0|0.0|2.3100000000000002e-07|9.21e-05|3.4712|3.82|3.4712|-1575.786909|665.12|1120.46|357.18|508.08|0.69033|-1575.54671|0.3781|-0.19785|5.2813|25.0|7.6108|7.6108
8c_a31|0.0|0|7.765993078999999|1|1|0.0|-0.01275867|5.733341277|-0.104377029|0.0|-0.574140137|-0.1029580369999999|2|-0.004832959|-0.053983462|-0.09039853|0|0.922486359|0.847752299|0.006000201|-0.1759864119999999|0.896193695|0.87237334|0|-0.128067781|0.280934088|-70.64275621|16.3656112|133.3100368|206.2599245|-0.039640027|-38.96685783|9.027343766|477.2277896000001|0.72308253|-1.66488115|-35.61776956|82.77037329|-21.86561502|0.47508938|2251.08563|-918.3558307|1678.6836239999998|-12.06117028|6.820988495|12.99457133|0.90508624|4835.748065|152.7489054|30.23944586|1270.056726|12.12761708|1.0|1.0|1.0|1.0|3.51|2.9|-6.13|3.13|0.0|93.45|1.0|5.0|-6.7|342.42|2.83|-3.63|3.79e-05|2.38|0.0|0.0|7.45e-07|0.0002549999999999|3.8492|1.83|3.8492|-1426.166503|595.67|981.89|322.11|475.72|0.7005|-1425.968408|0.2597|-0.19207|5.1815|0.81|6.0915|6.0915
8a_a32|0.0|1|7.773594467000001|0|0|0.0|-0.010151321|5.733341277|-0.056633919|2.059960334|-0.497414715|-0.128684642|3|-0.001662219|-0.0852122769999999|-0.1534110109999999|0|0.788133615|0.845443342|-0.184419911|-0.2166242669999999|0.8966299409999999|0.7507116140000001|1|-0.109412858|0.221908108|-68.61558335|11.48993376|73.64907732|116.298071|-0.035678106|-43.03057598|7.205629442999999|66.81560596|0.7490845290000001|-1.641192863|-32.82934751|79.73671389|-22.37464674|0.480024324|2574.085885|-1029.23375|3312.822051|-14.03170956|7.420041446|14.26997798|0.923166883|5659.295213|157.3554684|29.86932167|1373.988797|11.12113054|1.0|1.0|1.0|1.0|3.48|3.67|-7.65|4.65|2.0|110.69|1.0|7.0|-5.76|397.52|4.07|-4.99|1.5199999999999998e-07|4.17|0.0|0.0|2.23e-08|8.86e-06|3562.0|4.98|3562.0|-1880.767206|667.29|1110.23|348.07|566.07|0.70316|-1880.536478|0.4315|-0.2061599999999999|7.6703|45.0|7.3468|7.3468
14g_a23|0.0|1|7.423568444|0|0|3.0793867980000003|-0.014609495|5.351858133|-0.301504331|0.653317181|-0.803522236|-0.030586527|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|2|0.598213287|0.796412133|0.010202051|-0.044895912|0.854683662|0.575188253|1|-0.096288005|0.297855753|-68.52397802|13.05300369|95.64648102|65.94601775|-0.041536002|-48.76552945|9.289253982|1.5679977319999998|0.780315815|-2.118336119|-36.87984398|83.15907597|-29.55936307|0.461846955|3400.464046|-1507.527516|2531.8503170000004|-21.03611074|8.788027188|16.32997765|0.8582074559999999|8005.353973|156.3396622|37.88128151|1931.945357|14.63509796|0.0|1.0|0.0|1.0|3.61|3.79|-7.95|6.18|2.0|126.97|1.0|7.0|-5.94|495.48|4.35|-6.0|1.29e-07|4.76|0.0|0.0|1.12e-08|5.57e-06|3.7042|5.17|3.7042|-2042.1835260000005|730.13|1233.48|334.71|583.38|0.56658|-2041.934312|0.3478|-0.23201|10245.0|0.01|8.0|8.0
galu_a46|0.0|0|7.535296702|1|1|2.082220175|-0.00642454|5.4161004020000005|-0.080432741|1.721297609|-0.327651527|-0.1121767259999999|1|0.003107816|0.028964355|0.0481706809999999|2|0.702976795|0.81708619|0.044184467|-0.173285585|0.875868891|0.6848692759999999|1|-0.089050651|0.5235416979999999|-49.84028137|6.915480101|261.2602893|132.199522|-0.03220981|-27.89483984|3.870487977|68.43088526|0.7832175929999999|-1.513861067|-28.50774993|57.65745491|-18.02733582|0.468241745|2501.785113|-847.2847833999999|1755.2047|-10.08962292|6.445819025|12.12170938|0.880553787|5641.451892|121.3297832|23.01702105|1081.799989|7.817173532999999|1.0|1.0|1.0|1.0|3.27|2.75|-7.13|3.51|1.0|108.18|1.0|3.0|-6.86|369.42|2.84|-3.99|0.0001409999999999|2.39|0.0|0.0|7.45e-08|2.75e-05||||||||||||||51.0|7.2924|7.2924
12x_a36|0.0|0|7.412764017000001|2|2|0.0|-0.007008724|5.351858133|-0.046532211|0.0|-0.40650598|-0.023932402|1|0.003710345|-0.07550872|-0.133106642|1|0.906423012|0.828393514|0.056034339|-0.041914045|0.8792981679999999|0.855081905|0|-0.104368092|0.3403819629999999|-70.20305027|11.85578416|81.81168174|110.0434027|-0.036722107|-47.22198284|7.974776509|0.8295471390000001|0.7768535409999999|-1.982993755|-33.36962015|81.1499815|-24.70107324|0.458792701|2884.428214|-1333.8579550000002|2391.802689|-16.61514211|8.770758009|16.20591229|0.847720832|6193.10485|150.09915149999998|31.79630645|1717.000548|10.94693123|0.0|1.0|1.0|1.0|4.87|0.0|-7.05|2.61|1.0|135.47|1.0|6.0|-6.64|427.52|2.33|-4.51|1.4300000000000002e-05|3.19|0.0|0.0|8.95e-08|3.83e-05|3.8776|3.37|3.7364|-1670.452834|719.63|1209.23|331.83|569.01|0.68112|-1670.182026|0.0199|-0.2048199999999999|7.2812|7.0|8.1549|8.1549
14aa_a23|0.0|1|7.423568444|0|0|3.4143268310000003|-0.005050361|5.351858133|-0.026892547|0.758549568|-0.287870566|-0.044957534|2|0.012103325|-0.074579388|-0.13397874|2|0.725358161|0.75434493|0.055269665|-0.070471939|0.8072028240000001|0.693959193|1|-0.076107469|0.204831806|-51.83122853|12.26959478|40.49537336|51.68445972|-0.03159178|-35.2984572|8.355923226|83.27171526|0.796659447|-1.6743643259999998|-24.18971469|61.21989213|-21.51484958|0.4930525229999999|2941.302235|-1140.287028|2263.821505|-14.65218978|8.000512184|15.78173785|0.972590939|6651.23042|138.4803717|27.00633206|1431.335599|9.388663605|0.0|1.0|1.0|1.0|3.63|3.68|-8.16|4.63|2.0|130.22|1.0|5.0|-5.92|439.54|4.1|-5.55|5.9e-07|4.31|0.0|0.0|6.9799999999999995e-09|3.07e-06|3.5934|4.1|3.5934|-1708.5626|715.57|1231.11|345.03|588.45|0.6805899999999999|-1708.276011|0.4157|-0.21573|8.3532|4.0|8451.0|8451.0
47a_a18|0.0|0|7.03438793|1|1|0.0|-0.006027559|4.844187086|-0.18843247|0.0|-0.464122017|0.052572636|0|-0.000633273|-0.232940071|-0.358939392|0|0.842412605|0.766261502|-0.008965701|0.089156939|0.7991211029999999|0.792293789|0|-0.099310031|0.371382587|-81.42570819|11.58086543|100.7293848|181.3725215|-0.036234741|-66.76209701|9.49531639|110.0917322|0.7936193709999999|-2.681370849|-55.70051708|93.5899242|-29.70938001|0.483193636|3612.105567|-2198.494121|2250.179086|-24.3591435|10.20255289|19.74153879|0.934960691|8405.670404|169.2144153|37.435301|2770.212274|12.16421601|1.0|1.0|1.0|1.0|4.97|0.0|-8.27|3.35|3.0|158.24|1.0|12.0|-6.49|547.67|2.02|-5.58|1.8100000000000002e-07|4.44|0.0|1.0|5.4e-09|2.95e-06|3.1947|8.82|3.1947|-2098.807018|874.47|1536.87|388.09|813.01|0.69508|2098.280307|0.6094|-0.18291|3.0133|1.0|9.0|9.0
7b_a10|0.0|0|7.535296702|2|2|0.0|-0.001621737|5.4161004020000005|0.037541178|2.079721225|-0.07459988|0.039221939|0|0.010068964|-0.051052176|-0.082499103|2|0.624866343|0.764865564|-0.108464916|0.065705128|0.8200487120000001|0.586354126|1|-0.0720417159999999|0.5113525529999999|-37.45675757|5.061217187|13.37827368|39.29815915|-0.027444463|-19.47494818|2.6314862480000003|56.22969776|0.781045839|-1.152667458|-15.96741933|43.9185573|-14.26924098|0.446575367|2290.380138|-599.3081212000001|2150.375871|-7.419027879|4.854451707|8.771658176|0.8069307729999999|5212.568172|113.8411654|18.26940272|767.3149142000001|6.46179973|0.0|1.0|1.0|0.0|3.9|0.0|-6.99|3.03|1.0|105.44|1.0|2.0|-5.09|346.81|3.02|-5.28|5.29e-06|4.68|0.0|0.0|1.0200000000000001e-07|3.54e-05|6.0231|3.44|3.6426|-1450.09312|562.31|951.55|340.37|400.65|0.66228|-1450.075119|0.0899|-0.21225|5.6147|19.8|4.7033|4.7033
19_a3|0.0|0|6.605297921|0|0|0.0|-0.003417504|4.59511985|-0.030657|1.744747103|-0.129865138|0.036226415|1|0.006731579|-0.037291767|-0.066245471|3|0.718266758|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|0.687139108|1|-0.087730634|0.225451546|-40.8473715|5.419662458|161.5312186|68.43484547|-0.032585664|-19.01853079|2.523394126|0.0|0.75798185|-1.140498238|-14.67073822|48.55416845|-15.17188084|0.476813896|2000.66399|-531.0158295|869.7868956|-7.064025721|5.342307798999999|10.21110415|0.911365749|4138.413977|112.6836188|20.01615321|700.5653624|7.706796952|1.0|0.0|1.0|1.0|2.81|1.6|-7.21|3.39|0.0|85.32|1.0|2.0|-6.5|287.32|2.45|-3.58|0.000578|2.19|0.0|0.0|6.18e-08|1.7800000000000002e-05|3945.0|2.43|3945.0|-929.2818523|499.93|832.23|314.28|362.92|0.67351|-929.14689|0.3006|-0.2206|2.8758|23.0|7.6383|7.6383
3p_a32|0.0|1|8.02059915|1|1|0.0|-0.008735261|6.008813185|-0.028895521|2.1365141480000003|-0.419292538|-0.074544773|3|0.000920756|-0.146606489|-0.26891009|0|0.737842269|0.8599558070000001|0.058054833|-0.120768771|0.918782026|0.6956696440000001|1|-0.098773656|0.366898545|-58.13283248|12.5150622|40.28175307|106.1908248|-0.029183126|-34.21384146|7.365688817|57.82331968|0.6199678829999999|-1.28405753|-24.56127372|73.07639870000001|-17.1756096|0.416240891|2650.4178850000003|-755.7268222|3037.061498|-10.10863498|6.243062200000001|10.69458635|0.713035367|5960.446219|223.6663527|27.70403125|1218.977375|14.94356622|0.0|1.0|1.0|1.0|3.38|2.6|-6.79|3.71|1.0|112.37|1.0|4.0|-6.8|395.5|3.23|-4.25|7.78e-06|2.7|0.0|0.0|1.62e-07|6.4e-05|3.6436|4.26|3.6436|-1879.554272|626.32|1057.58|340.28|471.04|0.7017100000000001|-1879.350471|0.3083|-0.20018|5.4496|26.0|7585.0|7585.0
3t_a32|0.0|1|7.765993078999999|0|0|0.0|-0.006089333|5.733341277|-0.0338714389999999|2.141978747|-0.304466646|-0.086478322|3|0.00139283|-0.070331512|-0.122301673|0|0.710773544|0.822076702|0.0466380209999999|-0.146047869|0.870628579|0.687253845|1|-0.0974995|0.217914628|-61.58101978|8.995863948|97.01046154|108.2086749|-0.026967947|-38.89478416|5.681818647999999|0.0|0.684474482|-1.267493496|-31.99514268|72.43498782|-17.03304802|0.481726305|2530.60497|-800.5532571|2241.507646|-10.75813179|8.107111779|15.64252992|0.929482453|5525.861115|199.2870037|24.88485469|1169.58817|10.85396804|1.0|1.0|1.0|1.0|3.58|3.41|-8.01|5.42|2.0|112.48|1.0|7.0|-5.81|396.53|4.46|-4.93|3.28e-07|4.09|0.0|0.0|9.86e-09|3.91e-06|3.5487|5.5|3.5487|-1864.708995|677.16|1129.24|349.38|575.45|0.70286|-1864.472646|0.2906|-0.20246|2.7003|9.0|8.0458|8.0458
25_a47|0.0|1|6.86171134|0|0|1.234859637|-0.010144825|4.727387819|-0.1084905069999999|1.087932079|-0.486951604|0.002716049|1|-0.00269275|-0.108691353|-0.235822787|2|0.6553889970000001|0.8462332770000001|-0.077710529|0.004104478|0.906449648|0.622598899|1|-0.08797211|0.574771479|-53.40631957|12.27779881|11.20142696|129.3338553|-0.031278972|-32.42203672|7.453635586|51.5831002|0.6238742279999999|-1.407553754|-27.0291331|71.17072517|-18.98891362|0.4760601829999999|2704.5905190000003|-854.5011131000001|1514.111398|-11.52783528|6.951055196|13.26689626|0.908616158|6236.813862|228.3393366|30.43708613|1369.668876|17.76440561|1.0|1.0|0.0|1.0|3.26|3.27|-8.01|4.95|2.0|109.7|1.0|5.0|-6.3|410.83|3.62|-4.82|1.01e-05|3.53|0.0|0.0|9.79e-09|4.02e-06|4.8002|4.78|3.9878|-1735.414386|626.55|1062.81|310.91|491.7|0.68761|-1735.2218059999998|0.0702|-0.22919|5.1625|16.0|7.8|7.8
15_a47|0.0|1|6.605297921|0|0|0.0|-0.00516949|4.59511985|-0.072588375|1.56205245|-0.21194909|0.0506476009999999|1|-0.002377481|-0.007670908|-0.017562097|2|0.644280611|0.830688568|-0.131424138|0.081171071|0.897881853|0.614613723|1|-0.0904066519999999|0.429825305|-48.36220049|8.917011222000001|61.0548099|111.3994409|-0.033307714|-25.87091101|4.770072524|0.0|0.711630105|-1.265693121|-24.15592798|59.79410145|-17.81765281|0.477646539|2327.320914|-677.0708068|869.1027727|-9.531388265|6.984778596|13.37174753|0.914412511|5075.773767000001|154.260803|25.03780079|951.4364299|11.43190096|1.0|0.0|1.0|1.0|2.89|2.1|-8.49|5.28|2.0|96.6|1.0|3.0|-5.76|353.78|3.74|-4.85|1.29e-05|3.8|0.0|0.0|3.22e-09|1.14e-06|4.3312|3.33|4.0594|-1527.4104|552.16|930.51|305.43|419.75|0.68008|-1527.265523|0.0759|-0.2268|3.7709|16.0|7.8|7.8
18_a4|0.0|0|7.535296702|1|1|1.904090136|-0.004533883|5.4161004020000005|-0.164169913|0.0|-0.181355303|-0.063708832|1|0.00042|0.006968314|0.015390457|1|0.624748358|0.793041267|0.102914528|-0.105846349|0.8547339420000001|0.615655659|0|-0.085817825|0.269470313|-42.33787448|8.729352711|203.5264327|110.7087804|-0.03479101|-20.88721799|4.306590617|0.0|0.769438308|-1.287267373|-22.93503169|50.98777224|-17.16400317|0.405586004|2069.649003|-635.0681172000001|1573.744396|-8.467791078|6.133421395|10.31843368|0.682329162|4381.693113|113.7466718|22.30718562|825.3658678999999|8.649897756|1.0|0.0|1.0|0.0|3.32|2.56|-5.53|3.43|0.0|86.22|2.0|3.0|-6.58|307.32|2.78|-3.51|0.00113|2.24|0.0|0.0|2.96e-06|0.0009109999999999|4.5152|3.02|4.2045|-1033.480025|523.81|870.74|294.88|404.27|0.57777|-1033.349218|0.1|-0.20883|3498.0|2.62|5.5817|5.5817
12b_a36 (EW-7197)|0.0|0|7.412764017000001|2|2|0.0|-0.008137593|5.351858133|-0.082283951|0.0|-0.439429998|-0.056994595|1|-0.000673716|-0.101303149|-0.217394466|1|0.724208473|0.819222745|-0.001567914|-0.097861598|0.8741648479999999|0.698414933|0|-0.10866747|0.458627252|-67.98756422|13.41367899|81.63796416|147.9542111|-0.039120289|-42.53627024|8.392238798|5.958751634|0.746747352|-1.956014468|-31.84632538|80.95733534|-24.47552312|0.45988432|2772.832013|-1223.776156|2338.370858|-15.31305729|6.764872303|12.52485821|0.851455231|6096.459089|158.4469629|32.77617664|1638.808832|12.96977113|||||||||||||||||||||||3.8475|3.41|3.7725|-1332.180029|659.48|1104.61|328.66|486.64|0.69991|-1331.9479310000002|0.0197|-0.20546|7.3101|7.0|8.1549|8.1549
4a_a49|0.0|0|7.535296702|1|1|2.085628989|-0.006602016|5.4161004020000005|-0.074495823|1.713107022|-0.3631108529999999|0.018857363|1|0.000660956|-0.037142108|-0.060391347|2|0.7541604690000001|0.803344301|0.0063958109999999|0.032396301|0.856023531|0.731643066|1|-0.087863033|0.433367368|-53.88810275|10.51443916|313.22432680000003|149.0098632|-0.0292876779999999|-33.05061877|6.448709504|60.11195021|0.650301539|-1.4936715669999998|-35.44496163|68.37721704|-17.96270092|0.4716382|2675.628678|-916.0977468|1647.61849|-11.01687292|7.934892916|15.01791558|0.8926425020000001|5950.370212|214.47685|27.62211044|1408.727632|14.48911428|1.0|1.0|1.0|1.0|3.35|2.89|-7.36|2.83|1.0|114.08|1.0|6.0|-7.52|399.45|2.42|-3.52|0.000528|1.71|0.0|0.0|4.35e-08|1.74e-05|4.7259|3.34|3.7876|-1313.19945|660.19|1128.22|327.34|504.63|0.68042|-1312.924353|0.0789|-0.2231199999999999|4.8706|32.0|7.4949|7.4949
