molecula|SddssS|n9FaHRing|SaaNH|SssssC|SRW09|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aHRing|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|SIC2|RASA|PBF|FPSA3|PNSA3|PNSA5|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|WNSA4|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|pIC50|pIC50
36_a18|0.0|0|0.0|0.0|7.03438793|2|2|0.050448408|-0.006407141|4.844187086|-0.020339784|1|0.0|-0.442092758|-0.000451777|-0.0077246719999999|10.94702093|0|-0.079721028|-0.12139648|-0.493920601|0.7343989059999999|0.741135729|-0.010091893|0.780206307|0.804293867|0.3847791889999999|0.009440278|-55.38202488|-56.82615305|0.195706133|139.3536816|-0.031922305|-40.46339026|4.786442152|-39.43509046|65.59412783|-22.73046122|62.10402945|0.4751830729999999|572.70209|-1477.479979|-16.1853561|0.187943933|9.560644525|18.21710397|0.905426346|6799.65027|133.8265619|-1052.048147|27.99124609|0.0123136069999999|-444.4026478999999|1819.430996|975.4099618|1.0|0.0|1.0|3.0|0.0|0.28|18.0|3.73|85.29|3.13|2.0|146.24|0.0|35.0|-6.18|466.57|0.0|1.0|2.8|-5.28|5.19e-06|0.00242|4.18|0.0|3.210000000000001e-07|7.75|3.1908|-1493.686737|-1493.661092|1350.57|388.57|388.57|636.33|0.69372|0.69372|-1493.266344|1.9944|7.4949|7.4949
14k_a23|0.0|1|0.0|0.0|7.423568444|0|0|0.070940371|-0.005866159|5.351858133|-0.024758731|2|0.74561778|-0.299174093|0.010682694|-0.055500851|10.31321813|2|-0.071484865|-0.13187015|-0.463402169|0.722187957|0.800643488|0.140087361|0.864845456|0.922397728|0.226547411|0.018829201|-37.43135588|-53.17069631|0.077602272|51.64167457|-0.033999976|-35.38329134|8.338417622|-24.9092952|64.04991522|-22.62582822|49.96154892|0.486654314|613.8243395|-1063.413926|-15.05671972|0.216437606|8.21201115|15.99703938|0.948005074|6715.186162999999|144.0318708|-707.6658267999999|28.87559227|0.016348271|-377.4022725|1357.152837|633.3278634|0.0|1.0|1.0|1.0|3.56|0.05|26.0|4.0|105.02|3.51|2.0|125.29|0.0|31.0|-6.03|445.93|0.0|0.0|3.99|-5.55|2.83e-06|0.00126|4.21|0.0|4.55e-06|4.1|3.6421|-2089.524497|-2089.501786|1179.17|340.42|340.42|552.65|0.63765|0.63765|-2089.293765|5.8718|8.4123|8.4123
14ad_a23|0.0|1|0.0|0.0|7.423568444|0|0|-0.1101542319999999|-0.00790478|5.351858133|-0.028065075|2|0.735584095|-0.4663820279999999|0.008996289|-0.05348283|10.31321689|2|-0.143336826|-0.253318853|-0.376350719|0.7763406840000001|0.7830067820000001|0.165157698|0.8356326820000001|0.887131635|0.224009311|0.033831691|-42.29008971|-61.35364811|0.112868365|80.67170209999999|-0.029653934|-43.85199724|17.28310144|-30.226481300000003|85.20135045|-21.19489662|66.47100256|0.46995189|634.0697778|-1165.7193140000002|-15.14887177|0.424119041|8.661363236|16.34071148|0.8866211979999999|7308.229822|303.1354708|-833.1879476|36.80430179|0.033365494|-108.4705382|2024.236598|770.8206617000001|0.0|1.0|1.0|1.0|3.49|0.12|26.0|3.48|123.48|2.42|2.0|133.27|0.0|34.0|-6.68|471.53|0.0|0.0|3.39|-5.08|8.22e-06|0.0038799999999999|3.52|0.0|1.17e-05|2.99|3.3867|-1858.957788|-1858.942973|1287.26|366.09|366.09|618.01|0.6956600000000001|0.6956600000000001|-1858.668058|5.2331|8.3595|8.3595
14e_a25|0.0|0|0.0|0.0|6.842683282|0|0|0.039261746|-0.008591251|4.727387819|-0.138693649|2|1.906869097|-0.524066339|-0.00131452|0.002856489|10.93106299|1|0.015497482|0.025802692|-0.50909623|0.717460414|0.776960216|-0.144369439|0.8322445820000001|0.7240504329999999|0.448918026|0.015024526|-73.99302943|-73.51338088|0.275949567|201.94039730000003|-0.038772226|-53.79722636|8.046143033|-54.14823405|84.60373462|-28.3735856|84.98800478|0.491527882|529.8614286999999|-1617.294379|-20.76384175|0.1935531039999999|8.459867391|16.63781964|0.966676175|6952.485076999999|141.642515|-1183.53898|35.18345194|0.015154859|-448.516796|2005.4567600000005|811.3237836|1.0|1.0|1.0|2.0|2.72|0.07|27.0|3.65|115.79|1.69|1.0|134.35|0.0|35.0|-6.96|462.5|0.0|0.0|3.02|-4.73|1.86e-05|0.0085799999999999|3.04|0.0|3.38e-07|6.51|3.9613|-1521.012915|-1520.964156|1300.08|312.99|212.19|596.96|0.31019|0.69958|-1520.701142|5.3651|7.1249|7.1249
13a_a5|0.0|0|2.931642415|0.0|6.605297921|0|0|-0.154076582|-0.006081807|4.59511985|-0.033436214|2|0.0|-0.328417593|0.002355511|-0.139517787|10.94530369|1|-0.035005746|-0.0569177229999999|-0.367284642|0.746303189|0.8045357209999999|-0.048584084|0.857293078|0.7667501609999999|0.470564031|0.016739606|-57.31787843|-54.03141848|0.233249839|150.1663914|-0.0279752339999999|-34.78546088|6.938219155|-36.90128585|72.13276165|-18.01047283|68.09484712|0.460877309|493.6342317|-918.5341141|-11.59515363|0.401208461|8.571729592999999|15.89940424|0.854865353|5628.9694|258.29825730000005|-591.3528349999999|30.07803494|0.02811638|-127.2041084|1533.979782|620.5697596|1.0|1.0|1.0|2.0|2.46|0.13|23.0|4.39|92.79|0.95|2.0|114.18|0.0|30.0|-7.18|399.45|0.0|1.0|2.71|-3.74|0.000184|0.0734|2.19|0.0|5.02e-07|3.81|4.2107|-1313.167422|-1313.126035|1160.81|294.45|267.87|567.51|0.41806|0.50037|-1312.907813|3.3414|7041.0|7041.0
20_a31|0.0|1|3.3852303|0.0|7.765993078999999|0|0|0.0469387759999999|-0.009722467|5.733341277|-0.057200812|0|2.114008068|-0.476400874|-0.003484915|-0.020082435|10.31100269|3|-0.0852122769999999|-0.1534110109999999|-0.594513619|0.788133615|0.8602874540000001|0.028036914|0.912372776|0.7954270659999999|0.246878555|0.019334605|-53.79798102|-69.0542431|0.2045729339999999|128.1960117|-0.033537774|-43.27297051|7.592555532|-33.71260536|81.35171021|-21.01650877|65.91404723|0.464597945|498.4558574|-966.7594033|-13.1700345|0.289292958|8.289864307|15.48343758|0.86775525|5678.167489|181.2859728|-605.8215871|29.5712685|0.019624081|-264.0799235|1360.278351|557.1050635|1.0|1.0|1.0|2.0|2.74|0.26|19.0|6.49|140.04|1.1|1.0|110.47|1.0|27.0|-6.39|397.52|0.0|1.0|3.6|-4.44|3.66e-05|0.0146|3.29|0.0|8.86e-06|4.78|3.5381|-1880.768349|-1880.734655|1113.19|350.43|350.43|560.67|0.7036600000000001|0.7036600000000001|-1880.538664|3.7403|8.0862|8.0862
28_a47|0.0|1|0.0|0.0|6.842683282|0|0|-0.053792245|-0.009689834|4.727387819|-0.23494583|2|1.121067445|-0.436042548|-0.013020816|-0.00496711|10.95058275|1|-0.046265509|-0.126992366|-0.435485503|0.635684951|0.832144916|-0.175007067|0.896193695|0.605349345|0.310094808|0.026080156|-67.33744077|-63.47150284|0.394650655|234.5873429|-0.038135461|-37.72858603|9.214964819|-40.02656804|82.27079846|-22.66839387|82.83994768|0.472690874|359.8303775|-952.0725426|-13.47449501|0.34774073|7.864990866|14.91533234|0.8964208090000001|5633.990508|206.7032519|-565.9287905|34.75365534|0.031626405|-181.0112167|1459.653524|428.5826478|1.0|1.0|1.0|2.0|2.03|0.05|21.0|2.49|98.72|1.67|1.0|99.2|0.0|28.0|-7.22|380.35|0.0|1.0|2.4|-3.66|0.000217|0.0824|1.97|0.0|4.59e-05|3.51|3675.0|-1335.759232|-1335.722248|995.5|337.37|337.37|461.73|0.69002|0.69002|-1335.571655|6.0847|7.6|7.6
12d_a31|0.0|0|3.441384322|0.0|7.765993078999999|1|1|0.039097757|-0.012448252|5.733341277|-0.043220149|0|0.0|-0.697102094|-0.002456634|-0.085780934|10.31169788|2|-0.134504227|-0.214049412|-0.550805937|0.8066174070000001|0.8343242820000001|-0.00658148|0.873955169|0.7054497479999999|0.3996192999999999|0.0296918329999999|-66.58534562|-81.56033123|0.294550252|208.9297871|-0.032542687|-57.85220856|14.93891054|-47.23018217|99.79879739|-23.08311261|87.64629597|0.389382761|500.3881827|-1223.404968|-16.37326657|0.361635149|9.445278138|15.46841054|0.63768714|5753.290126|256.5143096|-867.7831284|36.15974873|0.02571268|-196.2893506|1916.466682|647.1500428999999|1.0|1.0|1.0|2.0|3.9|0.38|16.0|6.04|117.37|1.31|2.0|112.97|0.0|29.0|-6.36|412.51|0.0|1.0|3.76|-4.39|4.06e-05|0.0167|3.46|0.0|9.69e-06|5.0|3.8477|-1657.471849|-1657.428467|1201.63|322.23|322.23|626.33|0.7006600000000001|0.7006600000000001|-1657.1792779999998|2.4186|6.2924|6.2924
21_a34|0.0|0|0.0|0.0|8.002694162000001|2|2|0.026135784|-0.012535886|5.860786223|-0.091664226|1|0.0|-0.7020096440000001|-0.001643445|-0.004734657|10.94874873|1|-0.254686357|-0.407759867|-0.514364527|0.702772307|0.740092842|0.116926272|0.796991578|0.676390843|0.527371706|0.034163186|-63.96857813|-79.03896823|0.323609157|217.1470086|-0.041572921|-53.03643341|15.38241267|-42.9239565|95.12565978|-27.89610644|86.89263143|0.4688149339999999|453.8692584|-1422.701428|-18.7187412|0.271739906|7.253455092999999|13.65523159|0.882583047|7048.305909000001|182.341897|-954.6558014|38.30514214|0.023973624|-306.332473|1953.562249|659.7484451|0.0|1.0|1.0|0.0|3.52|0.12|23.0|3.64|86.55|1.72|1.0|122.59|0.0|33.0|-6.83|438.43|0.0|0.0|3.03|-4.71|1.94e-05|0.0085|3.02|0.0|9.06e-06|7.78|3091.0|-1483.3359380000002|-1483.305698|1182.6|401.11|288.26|530.93|0.6893199999999999|0.69292|-1483.057743|5.3432|5.4737|5.4737
1o_a5|0.0|0|2.923171926|0.0|6.605297921|0|0|-0.266637757|-0.002633927|4.59511985|0.033105871|2|0.0|-0.1079910069999999|0.0057302559999999|-0.102739602|10.94518594|1|0.038275248|0.06759341|-0.231165601|0.670787375|0.78144982|-0.003561205|0.85693939|0.88430372|0.447318682|0.01325562|-42.63505279|-39.1638643|0.11569628|62.16682117|-0.028770932|-21.04383087|3.827177229|-22.90899675|50.11479279|-15.45942012|49.75766514|0.470590799|475.1609233|-587.4579645|-8.306775343|0.300086449|7.522366517000001|14.20898333|0.8888980340000001|4572.818263|161.2447749|-315.657463|22.08761368|0.020380352|-214.8381946|839.3293197999999|393.5487205|1.0|1.0|1.0|1.0|2.2|0.0|23.0|4.48|78.25|1.23|0.0|95.2|0.0|25.0|-6.3|323.35|0.0|1.0|2.95|-4.08|8.340000000000001e-05|27.0|2.78|0.0|2.54e-06|2.66|4.1692|-1043.577386|-1043.536121|938.37|297.38|275.45|443.88|0.4988899999999999|0.5492100000000001|-1043.422345|4.7435|7.4559|7.4559
18b_a30|0.0|0|0.0|0.0|7.412764017000001|2|2|0.036563014|-0.006947027|5.351858133|0.0075638519999999|2|0.0|-0.375139476|0.003099827|0.016709918|10.31163838|1|-0.049287858|-0.090115975|-0.45633339|0.80330079|0.822401103|0.022695194|0.8839272779999999|0.869340364|0.413791511|0.019880184|-52.09100293|-63.07862164|0.130659636|86.42600053|-0.036237883|-41.72392601|8.698138813|-34.45606603|75.30642440000001|-23.96987622|65.24093056|0.424912258|575.0330633|-1198.493811|-15.85509189|0.240284312|7.513189589|13.0644231|0.7388650920000001|6387.715069|158.9382363|-792.7545943|31.55111394|0.0184861069999999|-343.5825913|1577.555697|666.0036144999999|0.0|1.0|0.0|1.0|0.0|0.13|17.0|3.87|105.44|2.17|2.0|131.99|0.0|31.0|-6.33|423.49|0.0|0.0|2.42|-4.8|1.57e-05|0.0066599999999999|3.59|0.0|8.47e-05|3.64|3.5256|-1668.034279|-1667.995173|1178.08|351.66|351.66|563.55|0.67715|0.67715|-1667.788575|4.8198|7.6003|7.6003
17b_a6|0.0|0|3.375166525|0.0|7.412764017000001|1|1|0.1012747369999999|-0.01272079|5.351858133|-0.0265090529999999|1|0.0|-0.6869226490000001|-0.00460563|-0.0385646|10.949638|1|-0.10896749|-0.180339002|-0.563310199|0.850080948|0.7788169070000001|0.002947625|0.8370824240000001|0.753949098|0.318652397|0.03122461|-62.63196368|-71.65078895|0.246050902|161.4509401|-0.041494349|-47.0150166|13.44399246|-41.0971443|84.71888279|-27.2272998|83.12058064|0.4548818979999999|494.7179214|-1361.36499|-17.86570631|0.229332826|8.974770742|16.46390151|0.834464855|5985.963521|150.48105900000002|-893.2853154999999|35.32951798|0.019915748|-355.2067434|1766.4758989999998|627.4287311|1.0|1.0|1.0|2.0|2.89|0.12|23.0|4.98|95.85|1.7|2.0|116.79|0.0|31.0|-5.89|409.44|0.0|1.0|3.6|-5.17|6.69e-06|0.00274|4.09|0.0|4e-07|4.04|2.9964|-1350.102764|-1350.078181|1168.62|413.78|349.8|575.2|0.69615|0.7016100000000001|-1349.830814|5.3385|6.8153|6.8153
15_a3|0.0|0|0.0|0.0|6.823286122000001|1|1|0.079167398|-0.006742751|4.727387819|-0.092127078|3|1.809035179|-0.289938297|-0.006419472|0.126641951|10.33806279|0|-0.022386155|-0.039798975|-0.505519936|0.968837995|0.813015336|-0.103599654|0.866559772|0.7789088340000001|0.451058529|0.007901554|-47.26593592|-55.08588323|0.221091166|113.1667185|-0.037667|-28.19600959|2.070175472|-24.19332693|60.30684851|-19.28005913|51.31038923|0.461565365|398.6887321|-771.2023653|-9.868603355|0.149672503|5.371119692000001|9.975434973|0.85723565|4617.470007|76.61068671|-394.7441342|22.67368656|0.010200078|-358.6340772|906.9474625|402.781061|1.0|0.0|1.0|1.0|0.0|0.24|16.0|2.21|89.99|0.96|0.0|94.29|0.0|23.0|-7.35|321.4|0.0|0.0|1.2|-3.02|0.000951|306.0|1.28|0.0|0.000535|2.33|3.7072|-1328.688126|-1328.665275|916.07|334.44|206.37|398.12|0.2843199999999999|0.67902|-1328.531138|1.9539|7.6021|7.6021
17f_a50|0.0|1|0.0|0.0|7.934155233999999|1|1|-0.2208117919999999|-0.002205848|5.82008293|0.022892513|1|2.187498662|-0.125733326|0.012475826|-0.028989535|10.94501702|2|-0.247590736|-0.407467272|-0.204651539|0.758335704|0.7851209440000001|-0.132153434|0.8314734309999999|0.911458734|0.333180181|0.016414675|-29.10566644|-46.03121141|0.088541266|54.44410182|-0.026836447|-28.30463221|6.206439227000001|-17.89709978|55.9791334|-16.50175503|39.19906437|0.472769049|560.4567739|-874.5930167000001|-10.14694362|0.278877895|7.200480876|13.65716648|0.896702|5579.97966|171.48226169999998|-537.7880119|22.88344084|0.01617809|-271.9363523|1212.822364|652.6793116|1.0|1.0|1.0|0.0|2.97|0.26|20.0|2.87|51.77|2.09|1.0|116.81|0.0|29.0|-6.64|384.48|1.0|1.0|2.92|-4.12|7.57e-05|0.0291|2.83|0.0|0.00016|2.5|4.0664|-1219.2481369999998|-1219.220465|1146.22|304.9|304.9|564.52|0.6573899999999999|0.6573899999999999|-1218.966516|6.1931|6.4001|6.4001
12y_a36|0.0|0|3.479963309|0.0|7.412764017000001|2|2|-0.061103469|-0.00707164|5.351858133|-0.065314765|2|0.0|-0.410155116|0.002782748|-0.049845887|10.94917392|1|-0.095253274|-0.1619981409999999|-0.434990282|0.90500247|0.820226782|0.046673879|0.873588247|0.83704133|0.424572485|0.019404665|-51.48548385|-66.24017399|0.16295867|109.55137340000002|-0.036493654|-44.53093547|8.769742642|-34.61187706|78.8341402|-24.53339777|64.53055627|0.487285656|562.7133986|-1324.80348|-16.49293906|0.244264266|7.589386902|14.80236899|0.950403792|6082.16777|164.2102614|-890.6187094000001|32.46293206|0.01873364|-343.8442493|1752.9983309999998|698.847203|0.0|0.0|0.0|2.0|0.0|0.12|17.0|3.62|69.2|2.38|1.0|133.84|0.0|31.0|-6.34|407.47|1.0|0.0|2.37|-4.55|2.82e-05|0.0115|3.45|0.0|3.94e-05|3.83|3.8794|-1310.350902|-1310.315063|1183.75|319.6|319.6|532.91|0.66796|0.66796|-1310.077567|6.1376|7.9208|7.9208
3a_a49|0.0|0|0.0|0.0|7.535296702|1|1|-0.05210989|-0.006374689|5.4161004020000005|-0.072328354|2|1.819785|-0.337858497|-0.000349523|-0.060613765|10.92976559|1|0.002357097|0.003978478|-0.421478185|0.775818577|0.8145214209999999|0.012813604|0.8704151529999999|0.72890527|0.526915193|0.016205613|-55.30832478|-51.82200998|0.27109473|158.77029040000002|-0.030698626|-30.35026007|5.558553447|-32.39206742|64.2037853|-17.97906469|64.79936082|0.474653816|426.893216|-880.9741697000001|-10.52968207|0.310225187|6.566343333|12.49907878|0.903506738|5792.106924000001|181.6875706|-515.9544212000001|26.06512204|0.021141449|-222.2883651|1277.19098|578.2841135|1.0|0.0|1.0|2.0|2.11|0.18|21.0|2.77|98.72|1.04|1.0|112.14|0.0|29.0|-7.67|384.43|0.0|1.0|2.02|-3.3|0.000503|193.0|1.38|0.0|2.51e-05|3.16|3874.0|-1254.012043|-1253.973708|1082.21|320.04|240.06|449.68|0.53794|0.66614|-1253.756918|3801.0|7.1938|7.1938
4g_a49|0.0|0|0.0|0.0|8.228176896|2|2|-0.087219006|-0.003686314|6.107022888|-0.008414823|4|3.4246879480000003|-0.328081947|0.007953069|0.003456679|10.92777048|2|-0.038698906|-0.066023903|-0.311927917|0.651833607|0.7559263270000001|-0.027032199|0.81242269|0.8601878270000001|0.736530693|0.018944337|-61.24875669|-66.44036383|0.139812173|139.3194688|-0.0250032489999999|-66.20622488|18.81105094|-61.03291321|90.11923831|-24.91513644|80.12633309|0.48934952|857.1564845|-1993.210915|-24.82733433|0.372642776|9.28937554|18.19125978|0.958286615|11516.07629|371.3295653|-1986.186746|39.71443299|0.023762615|-253.8168226|3177.154639|1714.878736|0.0|0.0|0.0|1.0|4.36|0.1|42.0|6.09|116.3|2.87|2.0|198.32|0.0|51.0|-6.6|663.73|0.0|0.0|5.23|-7.43|3.72e-08|2.47e-05|5.28|0.0|1.4199999999999998e-11|6.35|3.6269|-2147.721319|-2147.66293|1766.47|341.84|287.56|662.84|0.33449|0.69238|-2147.217543|3.4099|6.9747|6.9747
15b_a10|0.0|0|0.0|0.0|7.535296702|1|1|-0.197213588|-0.002413027|5.4161004020000005|0.024214591|2|2.0455289690000003|-0.149607679|0.011484257|-0.082365722|10.92966694|1|-0.174170642|-0.27395395|-0.195505087|0.744213612|0.791078367|-0.058258414|0.83320417|0.921918974|0.697099355|0.015973068|-31.76194123|-50.44100799|0.078081026|53.52386591|-0.024105015|-34.57687319|7.505718446|-21.77253505|62.53159836|-16.52377848|42.7113409|0.414077981|631.9674549|-958.3791518|-11.32690674|0.329763626|6.6940006620000005|11.42472965|0.706711759|6105.426726|226.0501037|-656.9605906|24.65365821|0.017637846|-233.3911134|1429.912176|766.4127559|1.0|1.0|1.0|0.0|3.89|0.32|21.0|4.34|56.07|2.14|1.0|123.73|0.0|31.0|-6.34|413.51|1.0|0.0|3.66|-4.64|2.28e-05|0.00943|3.49|0.0|2.73e-06|2.74|3.7625|-1317.766641|-1317.736865|1231.3|329.52|215.17|587.53|0.46711|0.68906|-1317.429772|4.7752|7.0706|7.0706
14b_a3|0.0|0|0.0|0.0|6.823286122000001|0|0|0.143500839|-0.009130444|4.727387819|-0.1160619169999999|3|1.7086790859999998|-0.356087317|-0.00603969|-0.008040839|10.31162234|1|-0.050943323|-0.094863591|-0.575695827|0.882394075|0.7809478329999999|-0.133815639|0.848135222|0.786476513|0.379746504|0.012828558|-44.49789848|-49.38772279|0.2135234869999999|104.4171556|-0.036469822|-24.15156108|3.067822725|-21.76034149|57.87172082|-17.83445545|50.77131401|0.487615651|384.6023764|-642.0403962|-8.721397057|0.233084567|4.989782639|9.738358819|0.951659927|4803.535505|113.9829058|-313.9702941|23.25478753|0.017348996|-261.0537205|837.1723509999999|358.3503513|1.0|1.0|1.0|1.0|2.5|0.06|21.0|4.28|105.82|1.04|0.0|93.25|0.0|23.0|-6.42|319.38|0.0|1.0|2.82|-3.99|0.000103|0.0327|2.58|0.0|4.08e-05|2.22|3.0724|-1327.514377|-1327.4859310000002|879.19|403.54|403.54|368.39|0.70123|0.70123|-1327.349444|2.8743|6.4202|6.4202
1j_a5|0.0|0|2.9426852410000004|0.0|6.605297921|0|0|-0.2031633169999999|-0.003981454|4.59511985|-0.010620031|2|0.0|-0.175183967|0.00683534|-0.07622096|10.9487794|1|-0.010807075|-0.0178558139999999|-0.2470489089999999|0.74740095|0.7862755770000001|-0.084090414|0.848473695|0.847163872|0.35883584|0.019690225|-39.64241895|-40.01980349|0.152836128|82.09385267|-0.027258236|-21.49609451|5.680936139|-21.29338752|54.3827755|-14.64139152|50.21875634|0.469085779|455.0425806|-600.2970524|-7.86442482|0.383510433|7.328149934|13.80288876|0.883543443|4618.562904|205.997426|-322.4414176|23.74961767|0.026739895|-125.1415813|973.7343247|422.96706330000006|1.0|1.0|1.0|1.0|2.66|0.05|23.0|4.5|63.69|1.57|0.0|96.98|0.0|25.0|-6.15|328.37|1.0|1.0|3.19|-4.2|6.29e-05|0.0206|3.03|0.0|2.36e-06|2.61|4.1205|-1065.849941|-1065.817476|959.39|300.89|279.68|445.81|0.66182|0.6449|-1065.671975|2.2503|7.6198|7.6198
13_a12|0.0|0|0.0|0.0|0.0|0|0|0.202052156|-0.0069874069999999|0.0|-0.0619247109999999|2|0.0|-0.272508888|0.000830398|-0.083760082|10.96083169|0|-0.169387652|-0.281096572|-0.595629719|0.845823047|0.6809340620000001|-0.226526433|0.7300173240000001|0.90006391|0.122164874|0.008188151|-28.51381164|-45.33566159|0.09993609|48.98899535|-0.034993718|-22.2236882|1.96760628|-13.97756285|48.99243638|-17.15403411|32.52766981|0.466560112|441.2142447|-634.6992622|-8.408963103|0.117007826|6.06407675|11.36787272|0.874625469|3647.657976|57.35761558|-311.13163480000003|19.42716439|0.0074597119999999|-375.4880089|718.8050825|327.9594923|1.0|0.0|1.0|1.0|2.64|0.12|18.0|3.63|50.7|2.42|1.0|84.74|0.0|21.0|-5.49|276.34|1.0|1.0|3.22|-4.2|6.3e-05|0.0174|3.51|0.0|2.01e-05|3.83|3.9329|-876.3661620999999|-876.3370809|867.79|315.25|273.31|437.91|0.6622399999999999|0.64974|-876.209109|1.3023|7.0315|7.0315
11a_a31|0.0|0|2.856083711|0.0|7.773594467000001|1|1|-0.045290366|-0.02376325|5.733341277|-0.259732443|0|0.0|-0.8792402579999999|-0.022093578|-0.1217573119999999|10.31170041|2|-0.1068420919999999|-0.1829166189999999|-0.563537536|0.861302755|0.8433024170000001|0.022073976|0.910334509|0.486754956|0.271818874|0.041435152|-76.64827023|-81.26889906|0.513245044|259.0291941|-0.056833284|-41.01552988|10.55399384|-38.68354874|97.23036756|-28.68314085|97.560141|0.451795285|245.6599349|-975.2267888|-14.47606937|0.264745055|5.791411901|10.5643234|0.8241360790000001|4940.657452|133.6139513|-492.1863586|39.01114987|0.031626337|-237.4612264|1326.379096|302.14325319999995|0.0|1.0|1.0|2.0|2.16|0.13|16.0|3.93|125.57|0.57|0.0|83.12|0.0|23.0|-6.51|329.33|0.0|1.0|2.42|-3.79|0.000161|0.0531|2.53|0.0|0.00731|3.97|3.8042|-1441.452616|-1441.411622|860.74|325.92|325.92|407.76|0.69222|0.69222|-1441.327731|6.4691|6.7212|6.7212
21b_a23|0.0|1|0.0|0.0|7.525639975|0|0|0.094654108|-0.005936474|5.4161004020000005|-0.008526338|2|0.745297595|-0.326506055|0.01055698|-0.103470358|10.31321725|2|-0.069382957|-0.130528352|-0.481470603|0.7038407329999999|0.7717839409999999|0.131951284|0.8339434929999999|0.930728719|0.224930782|0.014481931|-41.81114831|-58.25915868|0.0692712809999999|48.56114386|-0.034219814|-40.84133198|7.117014296|-29.31080756|67.68046598|-23.98906534|51.9633947|0.458461834|652.4673795|-1223.442332|-16.81701905|0.187665282|8.773746105|16.20152864|0.846591917|6919.229053|131.5587155|-857.6679716|29.53101081|0.013439264|-437.9110924|1506.081551|712.6737861|0.0|1.0|1.0|1.0|3.42|0.08|26.0|3.92|128.81|2.6|2.0|129.97|0.0|33.0|-6.42|450.52|0.0|0.0|3.57|-5.22|6.06e-06|0.00273|3.7|0.0|6.45e-06|3.57|3.6237|-1761.498874|-1761.4722969999998|1247.38|342.15|309.79|611.6|0.57848|0.70139|-1761.230923|9.5312|7.0691|7.0691
9h_a40|0.0|0|0.0|0.0|7.515889085|0|0|0.014753178|-0.009041931|5.4161004020000005|-0.126968715|0|0.814591837|-0.343593366|0.003782277|0.133376308|10.31197223|2|0.048470175|0.08305063|-0.503000695|0.778613709|0.740778143|-0.160855189|0.8022014000000001|0.864310149|0.219852623|0.012390387|-46.04148264|-47.93581245|0.135689851|67.89350333|-0.041058441|-23.98506758|3.102034287|-23.03722449|53.60044379|-20.54391962|52.2411122|0.482124665|432.46450360000006|-719.0371868|-10.27931468|0.136115065|6.922257828999999|13.366649|0.930966649|4322.734135|68.10626265|-359.7760137|23.78085181|0.011321157|-364.1454816|832.3298135|336.23227030000004|1.0|1.0|1.0|0.0|3.55|0.11|20.0|4.59|67.66|3.22|1.0|93.19|0.0|23.0|-5.06|321.4|1.0|1.0|4.06|-5.12|7.6e-06|0.00244|4.51|0.0|9.93e-05|3.9|3.3675|-1293.174246|-1293.151333|868.84|368.18|292.61|410.18|0.64952|0.69809|-1293.033723|2.1413|5.4001|5.4001
9_a47|0.0|0|0.0|0.0|0.0|0|0|0.00410268|-0.008501246|0.0|-0.1789147139999999|2|1.323246814|-0.382556052|-0.009607222|0.022031244|10.93671087|0|-0.021556658|-0.045757939|-0.4477815529999999|0.7033922579999999|0.792070785|0.046690958|0.853035126|0.805149969|0.492394184|0.009540986|-44.13640712|-50.70744657|0.194850031|101.9336202|-0.036925422|-26.52703503|2.611122094|-23.08946904|58.96976407|-19.3171225|49.12766732|0.482896681|421.2052248|-811.319145|-10.10553715|0.209348023|5.653392499|10.93281031|0.93384951|5212.504394|109.5180831|-424.4325604|24.43189048|0.015793737|-304.1026787|1026.1394|442.7664664|1.0|0.0|1.0|2.0|2.78|0.05|22.0|4.61|58.04|2.99|1.0|101.46|0.0|26.0|-5.26|345.37|0.0|1.0|4.09|-5.2|6.3e-06|0.00218|4.43|0.0|1.17e-06|4.06|3.7183|-1149.090086|-1149.055456|959.59|333.44|215.89|406.35|0.3885099999999999|0.69084|-1148.896866|2.2966|7.6|7.6
