molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|AATSC1are|BCUTi-1|n5aHRing|AATSC7i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|RNCS|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|MOMI-Z|FPSA1|GeomDiameter|PPSA1|WNSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
15d_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|2.147544195|-0.002831383|5.4161004020000005|0.0370874879999999|3|2.04092658|0.010215823|10.92970801|1|-0.092884337|2|0.745184875|0.02497303|0.0131101969999999|0.7857977740000001|0.71456262|0.87609771|-0.057588609|-0.070612242|0.565801561|-38.80896881|-47.58559595|67.59624856|-0.018829931|-32.06793721|10.36301002|-1.129795872|-26.15336742|66.95020436|-12.68949225|0.473858537|2967.522813|2036.192049|0.5280998339999999|16.02072769|355.8865234|-513.0869954|19.36460841|0.0|1.0|1.0|1.0|3.71|4.01|-7.82|4.14|3.44|65.3|1.0|0.0|0.0|1.0|-3.78|6.0|0.0|-4.38|0.000167|4.1200000000000005e-05|0.0182|2.75|0.0|1.5e-08|6.62e-06|5.6004|2.05|3.8591|-1430.8144619999998|737.09|1266.87|565.91|0.3685|0.6814100000000001|0.0856|3.3831|-0.20918|-0.23696253|7.1612|7.1612
25d_a34|0.0|0|0|0|0.0|0.0|1|7.412764017000001|1.940324546|-0.015046463|5.351858133|-0.089654563|1|0.0|-0.005017781|10.95957635|1|-0.263924686|1|0.7498681140000001|0.14554928|0.011919831|0.799694715|0.778903495|0.674282353|-0.100582621|-0.124111479|0.631894475|-66.52770588|-82.09024497|174.9700398|-0.044492794|-54.29641443|12.8082206|-2.358118108|-44.00298587|95.24066462|-29.42857839|0.478308897|2939.671168|2564.887803|0.2227964039999999|13.29135354|147.36277019999997|-1031.631874|13.15041965|1.0|1.0|1.0|1.0|3.58|3.76|-8.08|3.05|3.95|90.3|1.0|0.0|0.0|1.0|-4.61|5.0|0.0|-4.48|2.44e-05|3.3e-05|0.0141|3.05|0.0|8.26e-09|3.53e-06|4.2732|6.05|4.2732|-1426.496796|706.21|1198.19|554.05|0.6764600000000001|0.6764600000000001|0.2106|6.1995|-0.21234|0.02807001|6.0223|6.0223
26_a47|0.0|0|1|1|0.0|0.0|1|6.86171134|1.06819297|-0.012090143|4.727387819|-0.200192886|2|0.956774672|-0.0098410169999999|10.94972213|1|-0.24731748|2|0.845040087|-0.11288313|0.0120097289999999|0.910081385|0.651797437|0.7104381999999999|-0.098127284|-0.101679756|0.549740398|-57.01987795|-59.08415114|9.608109253|-0.038735145|-34.3326642|7.0517889060000005|-1.626876095|-33.13315474|73.39007585|-22.50824805|0.474969855|2625.572598|1341.904566|0.282360823|13.22794532|164.0744453|-549.3226272|14.3059247|0.0|1.0|1.0|0.0|3.13|2.66|-7.22|2.84|4.68|98.72|1.0|0.0|0.0|1.0|-4.86|5.0|0.0|-4.56|1.3699999999999998e-05|2.77e-05|11.0|3.12|0.0|5.97e-08|2.37e-05|4.7963|4.37|3992.0|-1696.096597|592.84|1006.59|443.78|0.50921|0.68707|77.0|3.6825|-0.22921|0.02111593|7.9|7.9
47i_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|0.0|-0.006882626|4.844187086|-0.066917145|0|0.0|-0.000919158|10.94702091|0|-0.057689282|0|0.744472118|-0.064085904|-0.068524374|0.7842882870000001|0.727767462|0.8030751740000001|-0.0780255879999999|-0.089609068|0.279553995|-54.34379065|-62.41153158|72.81110823|-0.035256027|-43.46880696|4.727502734|-2.150617629|-37.84973202|68.954317|-24.55535669|0.487446923|2795.907966|1333.332089|0.139131409|18.67881257|96.90318745|-1043.251367|6.542785417999999|1.0|1.0|0.0|1.0|4.05|0.0|-8.98|3.28|2.8|85.29|3.0|1.0|0.0|1.0|-5.18|3.0|0.0|-4.78|6.58e-06|1.67e-05|0.00735|3.7|0.0|1.04e-09|4.6e-07|3.2321|7.37|3.2321|-1416.260696|744.95|1297.7|664.78|0.69175|0.69175|0.5085|2.7749|-0.18299|0.02671774|7.7212|7.7212
12b_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|1.713497417|-0.004650218|5.4161004020000005|-0.011794908|0|0.747253086|0.00779293|10.31197236|2|0.279216571|0|0.7137941109999999|0.026452642|-0.227384615|0.7818091140000001|0.522580798|0.955647156|-0.065048707|-0.074921647|0.2160572999999999|-37.05091872|-42.67442006|80.72126798|-0.0338355829999999|-24.3068084|3.518538455|-1.048903063|-21.10373336|48.54667776|-19.27231874|0.494842289|2462.878448|860.5059425000001|0.143170283|16.09989085|81.54797734|-340.29531769999994|5.872257692000001|0.0|0.0|1.0|1.0|3.26|3.87|-8.39|6.58|6.74|58.43|2.0|0.0|0.0|1.0|-7.71|2.0|1.0|-7.11|1.95e-08|7.82e-08|3.2500000000000004e-05|6.68|0.0|4.08e-09|1.7e-06|3407.0|6.27|3407.0|-3016.999329|576.38|960.94|490.5|0.69476|0.69476|306.0|4.5528|-0.22546|0.01251873|7.3979|7.3979
4R4l_a46|0.0|0|0|0|0.0|0.171853072|1|7.825245291|2.155247543|-0.004736212|5.587248657999999|-0.075241716|1|0.0|0.0066560469999999|10.94631401|1|-0.1012114369999999|1|0.726535412|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0.896653672|-0.090505744|-0.084697739|0.208818132|-49.12015477|-45.96797819|177.33836430000002|-0.02989332|-24.94818681|2.086777505|-1.524559305|-26.65896664|49.44228224|-16.223992300000003|0.4568839389999999|2165.83681|1766.0974600000002|0.121701516|10.43942503|66.05102684|-449.0673625|3.474304058|1.0|1.0|1.0|1.0|3.92|3.24|-7.0|4.64|5.02|50.94|1.0|0.0|0.0|1.0|-5.28|3.0|0.0|-5.11|5.25e-06|7.78e-06|0.0027|4.49|0.0|9.980000000000001e-08|3.47e-05|4.6497|4.99|4.1152|-1092.75416|584.44|1038.78|498.78|0.40548|0.67823|0.0851|2.1973|-0.19602|0.02589231|6.8633|6.8633
20_a47|0.0|0|1|1|0.0|0.0|1|6.86171134|1.1934608|-0.011237762|4.727387819|-0.161476442|2|1.010373001|-0.009220816|10.95058273|1|0.087325054|2|0.7962508290000001|-0.069674604|0.113432542|0.8575369009999999|0.59534794|0.6888286020000001|-0.083811055|-0.092005493|0.213977589|-45.68149289|-50.14789824|43.63174229999999|-0.032859105|-27.33327788|7.00733184|-1.38008239|-24.89884887|69.09296541|-17.90996366|0.4642647929999999|2630.63609|1219.306754|0.404765791|13.10815891|220.6189341|-409.9991682|18.94506718|0.0|1.0|1.0|1.0|3.19|2.96|-7.31|2.56|4.54|84.73|1.0|0.0|0.0|1.0|-4.06|6.0|0.0|-4.08|8.72e-05|8.32e-05|0.0316|2.63|0.0|4.89e-08|1.86e-05|3.9808|4.08|3.9808|-1335.742176|557.84|964.94|426.08|0.68219|0.68219|0.2807|3.1747|-0.22734|0.03389691|8.6|8.6
15_a15|0.0|0|0|0|0.0|0.0|0|0.0|0.0|-0.006378587|0.0|-0.031457366|3|0.0|0.001806571|10.95980315|0|-0.098862691|2|0.724319314|0.007958332|0.003774415|0.7725348679999999|0.796300317|0.8972060479999999|-0.061884697|-0.091075463|0.7028760070000001|-41.11675625|-60.51136736|142.8140301|-0.031405332|-40.20430373|9.115534766|-1.821509261|-27.31834743|73.99578515|-20.86598874|0.435723718|3027.719888|2868.890383|0.297455822|11.8273735|197.6323578|-804.0860746000001|13.48441779|1.0|1.0|1.0|0.0|4.04|4.34|-8.9|4.33|6.69|59.51|2.0|0.0|0.0|1.0|-6.32|4.0|1.0|-6.1|4.77e-07|7.970000000000001e-07|0.000357|5.32|0.0|1.27e-09|5.7e-07|3.6968|5.04|2582.0|-1450.7538470000002|700.82|1265.55|573.46|0.67524|0.70572|0.0066|1.6365|-0.1475|0.02849263|6.9626|6.9626
8a_a31|0.0|1|0|0|3.28085223|0.0|0|7.765993078999999|0.0|-0.015034136|5.733341277|-0.158899731|0|0.0|-0.013230176|10.31170053|2|-0.258538098|0|0.837862749|0.0502030679999999|-0.030149254|0.895174844|0.883113019|0.594139864|-0.122293189|-0.136459435|0.272259026|-60.46233433|-67.46619355|131.2406629|-0.0416959379999999|-33.35560699|9.179668678|-1.501053781|-29.89286568|82.32407724|-20.61467025|0.4512945479999999|2128.209198|1443.955093|0.333562641|10.63792161|164.9149565|-366.9116769|14.85788369|0.0|1.0|0.0|1.0|3.34|2.05|-5.33|4.16|2.54|114.29|0.0|0.0|0.0|2.0|-3.57|5.0|0.0|-3.11|0.000269|0.000773|243.0|1.56|0.0|4.62e-06|0.00145|3.8097|1.53|3.8097|-1347.541429|538.75|872.11|396.15|0.7027100000000001|0.7027100000000001|0.2604|3.7141|-0.18869|0.03432763|6.1024|6.1024
12h_a40|0.0|0|0|0|0.0|0.0|1|7.515889085|1.760542171|-0.008044548|5.4161004020000005|-0.107711573|0|0.803557099|-0.000134504|10.31197256|2|0.367928263|0|0.7769829840000001|0.116873629|-0.335801908|0.845904643|0.6948809659999999|0.839481749|-0.0954337969999999|-0.091448888|0.006997021|-50.45378559|-48.34705035|208.6717565|-0.038796498|-25.56004046|3.274152035|-1.280284432|-26.67382585|54.9311782|-20.51086984|0.4958138139999999|2270.834041|603.6697997|0.155991416|15.84593062|82.46928995|-357.8405665|6.584127851|1.0|0.0|1.0|1.0|3.19|3.0|-6.84|4.59|5.02|84.45|2.0|1.0|0.0|1.0|-6.25|2.0|0.0|-5.58|5.58e-07|2.61e-06|0.000942|4.75|0.0|1.44e-07|5.2e-05|4.1508|4.14|2.6436|-2153.207198|548.82|910.77|435.95|0.6503899999999999|0.7041|0.3693|2.5573|-0.18432|0.02044063|6.0846|6.0846
3b_a12|0.0|0|0|0|0.0|0.0|0|0.0|0.0|-0.007916598|0.0|-0.043495794|2|0.0|-0.004028952|10.9540388|0|-0.19952566|1|0.768772928|-0.008328578|-0.007397776|0.82914101|0.802482465|0.903204699|-0.064393592|-0.088443201|0.073824142|-33.57216667|-46.11064215|41.13468455|-0.034016616|-24.04018959|2.816328871|-1.326648015|-17.50314491|54.77629766|-17.73486237|0.390744506|2186.64676|1935.211747|0.2311778089999999|10.88757628|120.5265876|-360.6028438|8.665655511|1.0|1.0|1.0|0.0|3.82|2.98|-8.1|4.05|3.14|37.28|1.0|0.0|0.0|1.0|-4.26|3.0|0.0|-4.64|5.539999999999999e-05|2.28e-05|0.00759|3.78|0.0|7.91e-09|2.63e-06|4.2092|3.96|3.7741|-1410.971864|548.05|915.37|426.66|0.53738|0.6654800000000001|0.2418|5.9551|-0.2232|0.02444371|7.3098|7.3098
12ab_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|0.0|-0.008528077|5.351858133|-0.030346359|2|0.0|0.003529389|10.31162784|1|0.03046828|1|0.809127478|0.078325164|0.026596859|0.855880335|0.794193541|0.7997534890000001|-0.082740301|-0.1008879709999999|0.4605456229999999|-58.23149599999999|-71.0035788|119.79740259999998|-0.031859359|-49.97135112|15.64609074|-1.815983471|-40.9825333|92.49334877|-22.42218278|0.461207954|3118.431712|2618.234172|0.3960470239999999|15.6704374|278.7324985|-899.4843201|21.48976996|1.0|0.0|1.0|1.0|4.87|0.0|-6.83|3.94|2.63|100.11|2.0|0.0|0.0|1.0|-5.61|6.0|0.0|-5.0|2.47e-06|9.94e-06|0.00456|3.81|0.0|1.47e-07|6.720000000000001e-05|4.8018|3.34|3.4919|-1804.824495|753.75|1275.19|613.7|0.46561|0.68324|0.1511|6.9089|-0.19672|0.03368522|7.7825|7.7825
4_a18 (SD-208)|0.0|0|0|0|0.0|0.0|0|0.0|0.0|-0.012457606|0.0|-0.113324634|3|0.0|-0.018723101|10.95382003|0|-0.047745689|1|0.83508768|-0.058455902|-0.098971722|0.904723479|0.721664823|0.77909674|-0.077885485|-0.099573708|0.115284206|-40.10670787|-51.27494074|103.6318511|-0.034985357|-26.40375252|5.615248385|-1.2944582059999998|-20.652731600000003|69.63488061|-18.01551972|0.454067432|2395.526727|1822.914738|0.397970979|11.42979655|204.9329964|-343.2487827|18.35993987|0.0|1.0|1.0|1.0|2.77|2.54|-8.15|3.54|4.44|76.48|1.0|0.0|0.0|1.0|-4.29|6.0|0.0|-4.38|5.12e-05|4.14e-05|0.0146|3.02|0.0|7.06e-09|2.49e-06|5.1755|2.58|3.2777|-1542.296276|537.47|895.83|396.17|0.4646|0.69028|0.2316|3.4629|-0.2358|0.0199445|7.0969|7.0969
16a_a10|0.0|0|0|0|0.0|0.0|1|7.535296702|2.041062372|-0.00230615|5.4161004020000005|0.023926176|2|2.009832665|0.011207938|10.92947902|1|-0.133979603|2|0.772481675|-0.068377262|-0.008879187|0.813036304|0.72613292|0.916148686|-0.052574986|-0.076950669|0.3637074329999999|-36.408063|-53.28817038|77.68598956|-0.026063936|-36.90194151|6.652715932|-1.615964058|-25.21250404|63.53441386|-18.049219|0.4629532229999999|2862.681038|1823.310808|0.272940681|15.88633689|189.0108247|-774.9407716|10.24624348|1.0|1.0|1.0|1.0|4.11|4.46|-8.5|4.73|5.19|56.07|3.0|0.0|0.0|1.0|-5.22|5.0|0.0|-5.17|6e-06|6.76e-06|0.00297|4.33|0.0|3.18e-09|1.4e-06|5.6019|3.46|3.8718|-1395.158387|760.0|1310.44|629.65|332.0|0.6852199999999999|0.0841|3.8323|-0.20697|0.02819643|7.3279|7.3279
9s_a24|0.0|1|0|0|2.9568988810000003|0.0|0|6.605297921|0.0|-0.003599664|4.59511985|-0.00570386|4|0.0|0.006748865|10.96129902|1|-0.0897306019999999|3|0.773544454|0.030228027|0.0256742079999999|0.8327425070000001|0.748077475|0.8833498320000001|-0.049825449|-0.063587778|0.483170382|-30.93968263|-39.48555839|33.24649431|-0.019465646|-24.51900941|6.474925237000001|-0.953816666|-19.21235005|61.19761205|-12.08741583|0.47085169|2747.809842|969.5210193|0.554839231|17.24354813|344.5337711|-367.7851412|21.71205366|0.0|1.0|1.0|1.0|3.43|2.78|-8.11|3.15|4.29|77.21|1.0|0.0|0.0|1.0|-3.36|4.0|0.0|-4.06|0.000434|8.71e-05|0.0343|2.11|0.0|7.73e-09|3.04e-06|3.0726|1.82|2.6707|-1271.031372|654.28|1121.42|521.4|0.69475|0.6907300000000001|0.0839|4.6141|-0.14462|0.03640642|7.4949|7.4949
1j_a5|0.0|1|0|0|2.9426852410000004|0.0|0|6.605297921|0.0|-0.003981454|4.59511985|-0.010620031|2|0.0|0.00683534|10.9487794|1|-0.190920568|2|0.7862755770000001|-0.084090414|-0.0614852279999999|0.848473695|0.717355058|0.847163872|-0.073803258|-0.074505844|0.35883584|-39.64241895|-40.01980349|73.73338699|-0.027258236|-21.49609451|5.680936139|-1.117587665|-21.29338752|54.3827755|-14.64139152|0.469085779|2242.805131|847.5275797|0.383510433|13.80288876|205.997426|-322.4414176|14.36297201|1.0|1.0|1.0|1.0|2.76|2.66|-8.14|4.5|4.21|63.69|0.0|0.0|0.0|1.0|-4.03|4.0|0.0|-4.2|9.27e-05|6.29e-05|0.0206|3.03|0.0|7.190000000000001e-09|2.36e-06|4.4331|2.61|4.1205|-1065.849941|572.47|959.39|445.81|0.66182|0.6449|0.1644|2.2503|-0.20645|0.03246499|7.6198|7.6198
13d_a5 (GW788388)|0.0|1|0|0|2.945204608|0.0|0|6.605297921|0.0|-0.005668173|4.59511985|-0.009710199|3|0.0|0.002956745|10.94530363|1|-0.14893897|2|0.78479342|0.024905619|0.047169811|0.834800344|0.71006207|0.774103723|-0.086824482|-0.0844793|0.54169129|-57.42492153|-55.87383979|151.3669372|-0.0291837579999999|-36.95444874|6.374277851|-1.605106706|-37.98032007|70.45205183|-19.30187193|0.488398052|2834.036315|1377.863026|0.330817879|15.788837|218.7999323|-702.1345259999999|14.57821204|0.0|1.0|1.0|1.0|3.21|2.74|-8.84|4.56|4.11|92.79|1.0|0.0|0.0|1.0|-4.35|5.0|0.0|-4.35|4.429999999999999e-05|4.5e-05|0.0192|2.75|0.0|1.45e-09|6.16e-07|4.6091|3.81|4.1706|-1390.589662|707.09|1206.73|532.01|0.42515|0.48848|0.1549|2.4867|-0.22841|0.04130059|7.7447|7.7447
43_a18|0.0|0|0|0|0.0|0.0|0|7.03438793|0.0|-0.005099385|4.844187086|-0.01369899|1|0.0|0.002712865|10.94702053|0|-0.079184068|0|0.713379703|-0.023109314|-0.0579590709999999|0.7458234990000001|0.712848727|0.852344887|-0.070166168|-0.0822489459999999|0.3439906129999999|-54.49271386|-63.87648583|0.66443384|-0.0311212229999999|-49.60799696|4.156080507|-2.302970476|-42.32033664|69.46280937|-24.16948112|0.481954273|3172.923606|1579.614523|0.125626651|19.33108376|97.56464265|-1389.023915|5.5863235410000005|0.0|1.0|0.0|1.0|4.54|0.0|-9.6|4.5|4.08|76.5|3.0|1.0|0.0|1.0|-6.45|3.0|0.0|-5.96|3.55e-07|1.09e-06|0.000554|5.1|0.0|2.52e-10|1.28e-07|3.2233|8.79|3.2233|-1611.621186|843.1|1493.25|702.4|0.6926800000000001|0.6926800000000001|0.5429|3.0482|-0.18145|0.02315412|6.2041|6.2041
16_a47|0.0|1|1|1|2.890539668|0.0|0|6.605297921|0.0|-0.0056780519999999|4.59511985|-0.1246612469999999|2|1.491023983|-0.005688938|10.95023129|1|-0.236994128|2|0.812131575|-0.113476605|0.081171071|0.87782381|0.57616624|0.691860453|-0.093207587|-0.092995116|0.421094692|-48.30620628|-48.19609034|63.13219447|-0.034261359|-24.97833451|5.0150344780000005|-1.301931629|-25.03540372|60.36423869|-17.75645434|0.473257697|2315.178558|833.8646097|0.302070079|13.01476838|156.55227280000005|-349.69668310000003|12.16814835|1.0|1.0|0.0|1.0|2.93|1.95|-8.17|4.47|5.19|66.49|0.0|0.0|0.0|1.0|-4.34|5.0|0.0|-4.42|4.56e-05|3.84e-05|13.0|3.27|0.0|6.8099999999999994e-09|2.3e-06|4.4393|2.95|4.0806|-1167.046301|534.69|894.43|395.28|0.59209|0.6743899999999999|0.0909|2.3795|-0.22568|0.03384512|9.0|9.0
21_a34|0.0|0|0|0|0.0|0.0|1|8.002694162000001|1.88614418|-0.012535886|5.860786223|-0.091664226|1|0.0|-0.001643445|10.94874873|1|-0.201539853|1|0.740092842|0.116926272|-0.015568862|0.796991578|0.660871869|0.676390843|-0.09533089|-0.117789944|0.527371706|-63.96857813|-79.03896823|168.9671187|-0.041572921|-53.03643341|15.38241267|-2.120218984|-42.9239565|95.12565978|-27.89610644|0.4688149339999999|3115.110331|2429.6035|0.271739906|13.65523159|182.341897|-954.6558014|16.08669155|0.0|0.0|1.0|1.0|3.43|3.52|-7.68|3.64|3.23|86.55|1.0|1.0|0.0|1.0|-4.5|6.0|0.0|-4.71|3.14e-05|1.94e-05|0.0085|3.02|0.0|2.07e-08|9.06e-06|4.3011|7.78|3091.0|-1483.3359380000002|698.17|1182.6|530.93|0.6893199999999999|0.69292|0.0002|5.3432|-0.20872|0.03023936|5.4737|5.4737
14u_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|3.357982471|-0.007017844|5.351858133|-0.025360103|2|0.743634137|0.010561248|10.31321759|2|0.091604179|2|0.787538583|-0.001778422|-0.094773814|0.845160857|0.71381683|0.909754912|-0.055259924|-0.086465795|0.445665682|-36.90928915|-57.75236052|43.06242147|-0.033908155|-38.57404134|11.3374334|-1.729315897|-24.65250654|73.50348823|-22.64798452|0.47648509|3015.478095|2430.634114|0.297131017|14.12094979|198.4601847|-771.4808267999999|15.75112771|0.0|0.0|1.0|1.0|3.59|3.68|-7.51|3.42|4.03|114.25|2.0|1.0|0.0|1.0|-5.63|5.0|0.0|-5.02|2.32e-06|9.57e-06|0.0042299999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|4.0409|3.23|3.1819|-1744.446261|712.54|1214.4|549.0|0.4523|0.6703100000000001|0.0008|5.9743|-0.21613|0.0237199999999999|8.2449|8.2449
5_a4|0.0|0|0|0|0.0|0.0|1|7.535296702|2.166832955|-0.001215982|5.4161004020000005|0.02257929|2|2.189593648|0.011630756|10.92992834|1|0.0202481919999999|2|0.767615203|-0.165454845|-0.229773463|0.820886786|0.650346601|0.943148502|-0.050732198|-0.0681917309999999|0.431132276|-27.26045038|-36.64215945|13.96974087|-0.025201292|-19.68930579|2.323516519|-1.159259431|-14.64813624|41.76764149|-13.54166762|0.413773331|2282.291204|1896.178084|0.192648413|9.823391314|103.5177395|-334.71819839999995|5.125482045|1.0|1.0|1.0|1.0|3.27|3.08|-7.96|4.89|4.67|43.6|1.0|0.0|0.0|1.0|-4.57|3.0|0.0|-4.84|2.72e-05|1.4499999999999998e-05|0.0049299999999999|3.95|0.0|1.09e-08|3.71e-06|4.8582|3.71|4.0239|-1069.27374|595.55|1013.0|421.24|0.60407|0.6019899999999999|67.0|2.7859|-0.21857|0.02251645|7.1487|7.1487
12u_a36|0.0|1|0|0|3.508898495|0.0|0|7.412764017000001|0.0|-0.006461999|5.351858133|-0.0407717229999999|2|0.0|0.0042553209999999|10.95266014|1|0.055588998|1|0.8101678720000001|0.080270195|-0.018047007|0.855176759|0.860667615|0.842227829|-0.07260571|-0.0969881059999999|0.3765068079999999|-50.53295452|-67.50289394|86.1184622|-0.03452119|-46.98143813|8.544435884|-2.036750221|-35.17050511|78.06218646|-24.02645378|0.486156325|2831.106839|2455.7556010000003|0.22061252|14.90088936|153.5444314|-986.6102007|10.55929252|1.0|0.0|1.0|1.0|5.05|0.0|-7.38|3.85|3.01|69.2|2.0|0.0|0.0|1.0|-4.95|4.0|0.0|-4.86|1.13e-05|1.39e-05|0.00589|3.8|0.0|4.2e-08|1.7800000000000002e-05|3.8847|4.21|3675.0|-1350.8981130000002|739.12|1254.5|590.18|0.69258|0.70272|0.0176|5.8702|-0.20409|0.03260752|7.7959|7.7959
13_a47|0.0|1|1|1|2.920663104|0.0|0|6.605297921|0.0|-0.0049262279999999|4.59511985|-0.0777650159999999|2|1.5940801480000002|-0.00105415|10.9452934|1|-0.108780879|2|0.794037882|0.030290722|0.065869272|0.8582665429999999|0.626280497|0.781675563|-0.081148294|-0.088128939|0.244975411|-41.79730418|-45.39284663|63.12660940000001|-0.032468557|-23.38063458|4.705524762|-1.23380515|-21.52866736|57.38622954|-16.72368034|0.472007922|2190.316257|669.2729199|0.311738758|13.33103985|160.5682509|-327.3288841|11.99338291|1.0|1.0|0.0|1.0|2.9|1.75|-7.9|4.06|4.63|66.49|0.0|0.0|0.0|1.0|-4.24|4.0|0.0|-4.27|5.79e-05|5.41e-05|0.0173|3.17|0.0|1.26e-08|4.04e-06|4.0302|2.7|4.0302|-1067.820961|542.62|895.21|404.73|0.67466|0.67466|0.3382|3.5455|-0.22065|0.03639189|7.8|7.8
6_a27|0.0|1|0|0|2.6137160880000003|0.0|1|6.823286122000001|1.7996617540000002|-0.007874167|4.727387819|-0.072298665|2|1.221528093|0.00526746|10.93737136|1|-0.406859288|2|0.787663648|-0.1322552659999999|0.1272522519999999|0.849515128|0.650575651|0.785047616|-0.0786267609999999|-0.090025109|0.344065059|-38.92545695|-44.56839492|125.8234721|-0.034625042|-22.06430895|5.03713293|-1.35037664|-19.27068071|52.66373343|-17.14169035|0.47262982|2196.1151210000003|1193.992326|0.2251796019999999|9.500048379|111.4788253|-330.96463430000006|8.095338503999999|0.0|0.0|0.0|0.0|3.0|2.49|-6.67|3.48|2.79|76.46|0.0|0.0|0.0|1.0|-3.62|4.0|0.0|-3.82|0.000242|0.000153|0.0485|2.37|0.0|2.16e-07|6.86e-05|5.5447|4.27|4.1391|-1043.831559|526.9|896.68|401.49|0.3366099999999999|0.61083|163.0|2.7521|-218.0|0.02494141|9.0|9.0
17b_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|4.35392516|-0.002181823|5.82008293|0.013050204|1|2.206759705|0.012409091|10.94500663|2|0.05636897|1|0.7621727979999999|-0.1585336269999999|-0.257646121|0.799772151|0.748900413|0.931849183|-0.047785496|-0.07555585|0.4220781729999999|-33.25475672|-52.58062823|9.9094658|-0.02681014|-36.59177249|6.247196459|-1.662228695|-23.14256283|59.65808461|-18.65764227|0.4835366239999999|2765.537065|1948.148592|0.1966134769999999|16.11918162|136.82673369999998|-805.0189948|7.077456382|1.0|1.0|1.0|1.0|4.17|3.57|-7.54|4.18|4.92|51.77|3.0|0.0|0.0|1.0|-4.75|4.0|0.0|-4.91|1.7899999999999998e-05|1.22e-05|0.0052|3.96|0.0|2.87e-08|1.22e-05|4.2447|3.77|4.0418|-1337.1910779999998|752.09|1300.3|647.75|0.6269899999999999|0.66195|0.1758|6.3333|-0.19879|0.02640483|6.9136|6.9136
12au_a36|-3.3109381210000004|1|0|0|3.422314661|0.0|0|7.412764017000001|0.0|-0.009897048|5.351858133|-0.351827031|2|0.0|-0.006862238|10.31810353|1|0.1320241419999999|1|0.825565083|-0.021932444|-0.058671909|0.877827228|0.750657639|0.698996981|-0.090166553|-0.110305773|0.284342092|-64.86748076|-79.35600767|102.3999102|-0.038036474|-57.09017539|11.16356587|-2.206115469|-46.66686194|95.91776213|-27.36414058|0.492871181|3484.987058|2384.109036|0.283941389|17.67586495|204.2726719|-1141.803508|16.56175445|0.0|0.0|0.0|1.0|5.0|0.0|-6.87|1.28|2.15|123.75|1.0|0.0|0.0|1.0|-3.85|6.0|0.0|-3.72|0.0001409999999999|0.0001889999999999|0.0897|1.64|0.0|1.36e-07|6.45e-05|5.1307|6.24|3.7105|-1876.207937|752.27|1283.4|618.65|0.58518|0.70395|0.0158|6.1367|-0.2087099999999999|0.05174058|7.3279|7.3279
12w_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|0.0|-0.007019432|5.351858133|-0.0316452179999999|2|0.0|0.002431329|10.31162873|1|-0.173643543|1|0.83236194|-0.032835151|-0.080971844|0.889479916|0.711738503|0.8522163970000001|-0.076611264|-0.096032733|0.4274948739999999|-52.53307388|-65.85056003|82.06520565|-0.037237182|-45.15435649|7.262777048999999|-1.824621925|-36.02242934|75.77366969|-25.53389062|0.451478593|2999.810425|2783.769563|0.192202301|14.70077638|131.7949495|-857.9327732|9.923109661|1.0|0.0|1.0|1.0|4.63|0.0|-7.8|5.11|3.92|81.65|2.0|0.0|0.0|1.0|-6.58|4.0|0.0|-6.04|2.64e-07|9.14e-07|0.0004269999999999|5.12|0.0|1.58e-08|7.39e-06|5.0632|5.08|3.5585|-2494.966575|716.83|1211.28|577.06|0.31353|0.68423|0.1614|2.4229|-0.20755|0.0345723|7821.0|7821.0
