molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|SaaaC|AATSC1are|BCUTi-1|n5aHRing|AATSC7i|n6aHRing|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|RASA|FNSA3|FNSA5|PBF|PNSA3|PNSA5|RNCS|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|MOMI-Z|FPSA1|GeomDiameter|PPSA1|WNSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Synthetic Accessibility|Log Po/w iLOGP|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
17a_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|4.319202937|-0.002225436|5.82008293|0.009691515|1|2.189373662|0.012510153|10.94500663|2|-0.178162528|1|0.784570118|-0.204032723|-0.215448852|0.828062407|0.732114362|0.92300665|-0.045404408|-0.078525868|0.4062532579999999|-29.57096251|-51.14229199|10.03717565|-0.0280449529999999|-33.3079288|5.847033234|-1.570517366|-19.25896309|58.69900789|-18.26510428|0.486855438|2644.4486420000003|1799.721631|0.2100891|15.76161018|136.82673369999998|-666.1585759999999|7.556715901|1.0|1.0|1.0|1.0|3.95|3.29|-6.76|3.39|4.14|51.77|1.0|0.0|0.0|1.0|-3.99|4.0|0.0|-4.44|0.000102|3.61e-05|0.0144|3.23|0.0|1.75e-07|6.97e-05|4.2478|3.08|4.0477|-1258.566007|705.96|1204.79|616.93|0.6244|0.66046|0.1754|6.2113|-0.1992|0.02594911|7.0706|7.0706
4n_a46|0.0|0|0|0|0.0|0.126268818|1|7.825245291|2.093595994|-0.004696854|5.587248657999999|-0.036492128|0|0.0|0.004988019|10.94021058|1|-0.349865095|0|0.722331115|-0.06655165|-0.088858764|0.7681452190000001|0.7427183759999999|0.903145407|-0.103381106|-0.085838139|0.371438024|-56.80797266|-47.16810275|172.8490949|-0.031047837|-25.91889741|2.543769935|-1.459248362|-31.21601103|51.4039205|-17.06080312|0.428896538|2195.786424|2116.313581|0.136796337|9.921794991|75.1696593|-440.621256|4.235817757|1.0|0.0|1.0|1.0|3.75|2.84|-6.67|4.33|4.94|61.84|1.0|0.0|0.0|1.0|-5.43|3.0|0.0|-5.1|3.75e-06|7.95e-06|0.00273|4.41|0.0|2.14e-07|7.340000000000001e-05|5.7448|4.57|3953.0|-1090.343872|578.83|1011.66|502.02|0.41625|0.7025|0.0711|6.2318|-0.20685|0.04131598|5.2845|5.2845
17f_a50|0.0|0|1|1|0.0|0.0|2|7.934155233999999|4.305828452|-0.002205848|5.82008293|0.022892513|1|2.187498662|0.012475826|10.94501702|2|-0.275290802|1|0.7851209440000001|-0.132153434|-0.2257632789999999|0.8314734309999999|0.7241275009999999|0.911458734|-0.047333916|-0.074859564|0.333180181|-29.10566644|-46.03121141|6.382846132999999|-0.026836447|-28.30463221|6.206439227000001|-1.422331714|-17.89709978|55.9791334|-16.50175503|0.472769049|2582.272632|1929.981543|0.278877895|13.65716648|171.48226169999998|-537.7880119|9.947921993|1.0|1.0|1.0|1.0|3.81|2.97|-6.38|2.87|3.83|51.77|1.0|0.0|0.0|1.0|-3.58|4.0|0.0|-4.12|0.000266|7.57e-05|0.0291|2.83|0.0|4.15e-07|0.00016|4.0664|2.5|4.0664|-1219.2481369999998|653.63|1146.22|564.52|0.6573899999999999|0.6573899999999999|0.1708|6.1931|-0.20148|0.0276719|6.4001|6.4001
18_a20|0.0|1|0|0|3.463603867|0.0|0|6.842683282|0.0|-0.008841844|4.727387819|-0.12050413|2|1.983673343|-0.005614194|10.93301779|1|0.268927191|2|0.7602869659999999|-0.107446431|-0.090732503|0.8162774979999999|0.778639593|0.76136176|-0.0927760219999999|-0.095227339|0.356461863|-61.73239771|-63.36348363|318.5587088|-0.035934845|-42.1615378|4.787695004|-1.904546783|-41.07622672|72.31812218|-23.91074854|0.483668611|2809.844943|1822.210286|0.1890889589999999|15.51556677|125.81822920000002|-843.230756|8.954638548|1.0|1.0|1.0|1.0|3.48|2.76|-10.0|5.54|4.69|97.55|2.0|0.0|0.0|0.0|-5.59|4.0|0.0|-5.16|2.54e-06|6.91e-06|0.0029|3.85|0.0|9.93e-11|4.17e-08|5.9778|5.35|3.5355|-1352.364724|703.24|1204.88|531.11|0.31154|0.6953699999999999|0.2011|5.3978|-0.20289|0.03787435|7.4685|7.4685
3j_a32|0.0|1|1|1|3.564417045|0.0|0|8.234564993|0.0|-0.006580847|6.3044488020000005|-0.017889768|0|2.248764828|-0.000202965|10.31100276|3|-0.055211759|0|0.824282683|-0.020129489|-0.084553991|0.8884057059999999|0.7557114|0.865101945|-0.070289671|-0.095013178|0.27811778|-37.33051857|-50.46105839|47.55031019|-0.030815085|-26.79963418|3.885056172|-1.140158136|-19.82606536|58.58770587|-16.36574867|0.4482615029999999|2282.569698|1778.1826620000002|0.251226|10.69497519|133.42496409999998|-321.5956102|8.126647477|1.0|1.0|1.0|1.0|3.27|3.0|-6.69|6.68|4.93|110.94|1.0|0.0|0.0|1.0|-5.92|3.0|0.0|-4.8|1.21e-06|1.58e-05|0.00533|3.89|0.0|2.03e-07|6.86e-05|3.4982|3.02|3.4982|-1671.507439|564.55|934.19|405.19|0.7028|0.7028|0.3005|3.6238|-0.19859|0.02833407|8.0969|8.0969
6_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0.0|-0.008934536|4.727387819|-0.106234254|2|2.000787282|-0.007540435|10.3116226|1|-0.0445675709999999|2|0.790667152|-0.155862559|0.055002252|0.8632654590000001|0.773152968|0.783322023|-0.1042506469999999|-0.098669224|0.556539611|-52.01903278|-49.23401228|236.2008316|-0.037726468|-24.56680878|2.7192240510000003|-1.282699916|-25.95647951|56.71997588|-18.8247694|0.387883362|2196.107822|1899.385061|0.19718501|8.982311462|98.39146166|-319.3685142|7.485963593999999|1.0|1.0|1.0|1.0|3.05|2.65|-7.48|4.96|4.66|92.93|1.0|0.0|0.0|1.0|-5.44|3.0|0.0|-4.87|3.67e-06|1.34e-05|0.00455|3.79|0.0|3.28e-08|1.11e-05|5.8279|3.09|3.3963|-1731.735113|524.88|884.88|366.93|0.3369|0.69323|129.0|2.8131|-0.21179|0.03079258|5.7501|5.7501
21a_a23|0.0|0|1|1|0.0|0.0|2|7.525639975|3.43622302|-0.005708466|5.4161004020000005|-0.038876045|2|0.773970837|0.01269616|10.31321782|2|0.130024255|2|0.7367638240000001|0.1022509819999999|-0.137122549|0.79188323|0.6906097959999999|0.926538469|-0.051521215|-0.082341001|0.224766417|-34.01266735|-54.35891011|39.56172507|-0.03458322|-35.88602363|5.039953753|-1.729161021|-22.45408125|61.73864319|-22.83074225|0.492301762|2880.257677|2272.736256|0.157878617|15.66066298|104.2264415|-753.6064963|7.379733085|0.0|0.0|1.0|1.0|3.53|3.48|-7.78|3.88|4.33|105.02|2.0|1.0|0.0|1.0|-5.89|4.0|0.0|-5.28|1.3e-06|5.29e-06|0.00225|3.98|0.0|1.65e-08|7.03e-06|3.6993|3.75|3.6993|-1669.250866|701.01|1189.63|558.61|0.60824|0.60824|0.3692|5.3733|-0.2226699999999999|0.0203361|6.9914|6.9914
1a_a18 (SB-431542)|0.0|1|0|0|3.3674017380000003|0.0|0|7.423568444|0.0|-0.015636898|5.351858133|-0.175408303|1|0.0|-0.011639964|10.94959842|1|0.164429684|1|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0.795744863|0.5940412860000001|-0.126408788|-0.122555709|0.210046675|-74.98172333|-72.69619778|160.410387|-0.0462988229999999|-43.12110169|11.61820782|-2.083447046|-44.47680367|87.15852628|-27.46300805|0.472443977|2678.82389|1890.195809|0.2468003389999999|14.26170773|146.3942108|-733.0587287000001|14.4623285|1.0|1.0|1.0|1.0|3.25|2.35|-7.69|4.04|3.63|103.12|1.0|0.0|0.0|1.0|-4.52|5.0|0.0|-4.25|3.03e-05|5.660000000000001e-05|0.0218|2.7|0.0|2.03e-08|7.81e-06|3.8208|4.57|3295.0|-1292.588031|620.23|1048.7|464.08|0.55409|0.69868|0.3347|5.9926|-193.0|0.03494548|6.9031|6.9031
9_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0.0|-0.007847313|4.727387819|-0.100592457|1|2.4071976040000003|-0.004918099|10.31162238|1|-0.216450234|1|0.6729843740000001|-0.260349706|0.042154567|0.7327715159999999|0.865283439|0.84649775|-0.095161413|-0.083555008|0.506753484|-44.74600478|-39.28853824|223.4501605|-0.038196575|-18.47392835|1.6312253680000002|-1.336880133|-21.04009269|43.50933802|-17.96047462|0.413418346|2017.0704920000005|1383.145159|0.1131403219999999|8.532203772|53.19989715|-295.5828535|4.220799781|1.0|1.0|1.0|1.0|3.1|2.44|-7.26|4.9|4.62|80.04|1.0|0.0|0.0|1.0|-5.53|2.0|0.0|-4.9|2.96e-06|1.25e-05|0.00379|4.14|0.0|5.5e-08|1.67e-05|5.8185|3.28|3.7356|-1256.087705|512.44|857.36|350.27|0.3639699999999999|0.6724600000000001|0.1127|2.0863|-0.19833|0.0242342|4.96|4.96
2_a33|0.0|1|1|1|3.396444161|0.0|0|7.765993078999999|0.0|-0.009168933|5.733341277|-0.064926835|0|2.112255684|-0.002514803|10.31100266|3|-0.0881938509999999|0|0.833090592|-0.0212158239999999|-0.096644295|0.8799816220000001|0.753434785|0.8195154109999999|-0.0804186|-0.104047115|0.411881091|-49.13901703|-63.57699532|103.5201191|-0.031851158|-38.84811555|6.889294995|-1.56070672|-30.02592687|75.44970552|-19.46234551|0.4699986339999999|2632.195388|3245.244678|0.297402265|11.60906093|181.7248125|-582.7217333|11.8727102|1.0|0.0|1.0|1.0|3.57|3.51|-7.67|6.7|4.63|140.04|2.0|0.0|1.0|1.0|-6.35|4.0|1.0|-4.78|4.44e-07|1.6800000000000002e-05|0.0069|3.72|0.0|2.13e-08|8.78e-06|3.6281|5.11|3.6281|-1920.079174|655.74|1128.98|525.38|0.70205|0.70205|0.2911|4.2519|-0.19979|0.02972182|8.2596|8.2596
6f_a40|0.0|0|0|0|0.0|0.0|1|8.421342866|1.750582483|-0.01691341|6.401917197|-0.156988665|0|0.737582436|-0.009302776|10.30179966|2|-0.233222505|0|0.836826225|-0.032826285|-0.268802228|0.896373207|0.742681934|0.655786513|-0.134203859|-0.130571562|0.363785804|-86.21963207|-83.88605319|207.7174501|-0.052228625|-53.89282175|6.6032981820000005|-2.350288117|-55.39203581|92.77827871|-33.55442128|0.410805404|3021.330686|3072.581297|0.137191276|11.87042702|88.13890599|-970.0707913999998|8.892225517|1.0|0.0|1.0|0.0|4.05|2.53|-3.67|3.66|2.66|199.45|1.0|3.0|1.0|3.0|-6.95|5.0|1.0|-4.64|1.13e-07|2.3e-05|0.0105|3.09|1.0|0.0002109999999999|0.0967|3.5741|6.96|2.57|-2426.972609|668.95|1139.55|507.64|0.66642|0.69911|0.0158|6.2384|-203.0|0.04845403|7.3768|7.3768
14w_a23|0.0|0|1|1|0.0|0.0|2|7.423568444|3.132012648|-0.006481882|5.351858133|-0.109136569|2|0.6813799420000001|0.003379755|10.31321817|2|0.126238077|2|0.802520527|0.059273664|-0.049318182|0.8668730109999999|0.558482531|0.7880718659999999|-0.070714528|-0.088508061|0.228641034|-46.76570273|-58.53311596|43.30287556|-0.035779855|-38.70975831|9.814393755|-1.681653166|-30.92760432|72.23920014|-23.66232347|0.4972095239999999|3071.908367|2283.383402|0.256548212|15.58053709|169.6632599|-735.4854078|13.70608418|0.0|0.0|1.0|1.0|3.42|3.35|-7.93|4.2|5.14|105.02|2.0|1.0|0.0|1.0|-5.68|6.0|0.0|-5.27|2.09e-06|5.41e-06|0.00242|3.78|0.0|1.17e-08|5.23e-06|3.6632|3.97|3.6632|-1828.385903|676.92|1150.31|535.54|0.6219399999999999|0.6219399999999999|0.3855|7.0157|-0.22824|0.02204118|8.6737|8.6737
18_a47|0.0|1|1|1|2.969619451|0.0|0|6.605297921|0.0|-0.004337918|4.59511985|-0.06345679|3|1.5913490630000002|0.0008454789999999|10.93838451|1|-0.056674151|3|0.792196273|-0.059779939|-0.027351545|0.851462739|0.630969651|0.777824025|-0.078937385|-0.084415066|0.454324931|-49.44908758|-52.88049505|70.55642796|-0.0303894239999999|-33.12615721|5.784962137000001|-1.5194711930000002|-30.97660579|63.72933669|-19.03697822|0.432077184|2800.3745940000003|2184.962887|0.267251553|12.35791568|167.41554630000002|-596.2708299|10.84884165|1.0|1.0|0.0|1.0|3.47|2.5|-10.36|5.53|6.0|79.38|2.0|0.0|0.0|0.0|-5.5|5.0|1.0|-5.37|3.13e-06|4.29e-06|0.00176|4.13|0.0|4.34e-11|1.78e-08|4.2668|3.32|4.2222|-1354.221126|652.12|1130.76|487.81|0.4659|0.63359|0.0516|3.4464|-0.22313|0.04031146|8.6|8.6
13b_a30|0.0|0|0|0|0.0|0.0|0|7.412764017000001|0.0|-0.011016128|5.351858133|-0.118776867|2|0.0|-0.003436924|10.31162842|1|-0.062905093|1|0.836520136|-0.045844862|-0.0771674659999999|0.892104517|0.802578397|0.694101802|-0.109962789|-0.113554975|0.3529073379999999|-74.24619275|-76.67161447|385.2420923|-0.042850934|-51.76819834|8.459192992|-2.271099499|-50.13056864|88.26741491|-28.93268471|0.454574838|3002.926824|2319.48655|0.1997091339999999|16.1428924|134.8423681|-1035.363967|11.59580043|1.0|0.0|0.0|1.0|4.76|0.0|-6.19|3.04|1.72|124.74|1.0|0.0|0.0|1.0|-5.01|5.0|0.0|-4.3|9.68e-06|5e-05|0.0221|2.74|0.0|6.520000000000001e-07|0.000288|5.0501|4.54|3.5056|-1744.492044|721.48|1210.94|544.04|0.32563|0.6862699999999999|0.1415|3.8495|-0.20313|0.0455651|7.5901|7.5901
4a_a46|0.0|0|0|0|0.0|0.210988875|1|7.825245291|2.180332577|-0.001042349|5.587248657999999|-0.008364558|2|0.0|0.012632881|10.96352058|1|-0.216904465|2|0.764741337|-0.215877982|-0.06611606|0.8075680409999999|0.683616517|0.923958017|-0.05488948|-0.067863141|0.264863483|-28.50561609|-35.24319509|6.579492736000001|-0.022129285|-18.30276019|2.523263761|-1.017947119|-14.80375017|41.15334508|-11.49234623|0.4289963579999999|2042.529911|1427.844961|0.2573736219999999|9.831485239|133.66119809999998|-274.5414028|5.910149982|1.0|1.0|0.0|1.0|3.76|2.8|-6.82|4.18|4.46|43.6|0.0|0.0|0.0|1.0|-3.93|3.0|0.0|-4.31|0.000117|4.89e-05|0.0156|3.34|0.0|1.53e-07|4.86e-05|4.5454|3.4|4.5454|-994.237445|560.87|967.0|467.4|0.6893600000000001|0.6893600000000001|0.1694|3.1825|-0.21988|0.022810825|6.7423|6.7423
14a_a22|0.0|0|0|0|0.0|0.0|1|6.842683282|1.646649187|-0.0050042229999999|4.727387819|-0.052476637|2|1.614660505|0.005288335|10.9464374|1|0.036467904|2|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|0.655865336|0.864077619|-0.062215607|-0.081479363|0.490491034|-42.39063895|-55.51601021|93.21042936|-0.031338217|-37.82586486|9.873779458|-1.629587269|-28.88288575|70.33046351|-21.35231162|0.446584227|2885.858295|2169.870866|0.299209593|14.55117701|203.8666248|-756.5172972|14.81445329|1.0|1.0|1.0|1.0|3.42|2.86|-9.21|3.87|4.31|85.59|1.0|0.0|0.0|1.0|-4.65|5.0|0.0|-4.68|2.25e-05|2.1e-05|0.00881|3.18|0.0|6.1e-10|2.56e-07|5.0653|4.98|3.5707|-1368.35698|695.62|1191.81|534.87|0.45928|0.63156|0.0578|4.9775|-0.21174|0.03539365|7.4202|7.4202
15_a47|0.0|1|1|1|2.9226792460000004|0.0|0|6.605297921|0.0|-0.00516949|4.59511985|-0.072588375|2|1.56205245|-0.0026314909999999|10.9497222|1|-0.299654464|2|0.830688568|-0.131424138|0.081171071|0.897881853|0.614613723|0.791753677|-0.084413593|-0.0904066519999999|0.429825305|-45.1562696|-48.36220049|61.0548099|-0.033307714|-25.87091101|4.770072524|-1.265693121|-24.15592798|59.79410145|-17.81765281|0.477646539|2327.320914|869.1027727|0.288369895|13.37174753|154.260803|-362.1927541|11.43190096|1.0|1.0|0.0|1.0|2.89|2.1|-8.49|4.69|5.28|66.49|2.0|0.0|0.0|1.0|-4.89|4.0|0.0|-4.85|1.29e-05|1.41e-05|0.00499|3.8|0.0|3.22e-09|1.14e-06|4.3312|3.33|4.0594|-1527.4104|552.16|930.51|419.75|0.67203|0.68008|0.0759|2.2271|-0.2268|0.03425526|7.8|7.8
A8301_a51|0.0|0|0|0|0.0|0.0|1|6.86171134|1.700610355|-0.00449765|4.727387819|-0.028789626|2|1.987294898|0.00740124|10.31321735|1|0.135886548|2|0.6959300979999999|-0.013846396|-0.21474885|0.750630149|0.7234449559999999|0.934739895|-0.055295165|-0.0780376929999999|0.339244706|-35.90764428|-50.67621589|36.55933899|-0.032775831|-32.90818536|3.437697042|-1.6387915469999998|-23.3177516|56.90163721|-21.28401067|0.4799553379999999|2799.106729|2461.663545|0.145040365|13.24988678|94.18649643|-691.0718926|6.225421319|1.0|1.0|1.0|1.0|3.49|3.5|-9.38|5.5|5.52|87.72|2.0|1.0|0.0|1.0|-6.6|3.0|0.0|-5.93|2.5e-07|1.17e-06|0.000495|5.02|0.0|4.12e-10|1.74e-07||||||||||||||7.9208|7.9208
32_a47|0.0|0|1|1|0.0|0.0|1|6.842683282|1.998170616|-0.003573735|4.727387819|0.000921003|3|1.6507707980000002|0.001861676|10.95005715|1|-0.0274939029999999|2|0.810444864|-0.0094137619999999|-0.078006445|0.858292442|0.634406338|0.851627782|-0.05770007|-0.0726950079999999|0.266433793|-41.57905445|-52.38450683|28.55112477|-0.026060474|-37.74862456|10.01980854|-1.381205148|-29.9621436|68.76811937|-18.77935151|0.44289006|2808.210157|2255.632049|0.35883878|15.53902041|258.5816152|-717.2238666000001|16.38361254|1.0|1.0|0.0|1.0|3.35|3.67|-8.82|4.18|5.07|67.66|2.0|0.0|0.0|1.0|-4.81|5.0|0.0|-5.05|1.5399999999999998e-05|8.89e-06|0.0038799999999999|3.7|0.0|1.5e-09|6.55e-07|4.9046|2.97|3.6829|-1778.127634|692.49|1184.76|548.86|0.48011|0.68986|0.2839|4.8234|-0.20778|0.03062031|7.0|7.0
8e_a12|0.0|0|1|1|0.0|0.0|1|6.803505258|1.873617728|-0.006350143|4.727387819|-0.049397555|2|2.197856963|0.005196034|10.94458094|1|0.112673977|1|0.761892879|-0.036433876|-0.051240735|0.815412281|0.797199175|0.939627917|-0.05202522|-0.087795345|0.001151979|-29.79080011|-50.273571200000006|51.38557748|-0.031094185|-28.78776717|5.0872236|-1.492520871|-17.05887601|61.4656313|-17.80522313|0.45384745|2548.979738|2112.908299|0.2887421289999999|11.80358346|165.34017769999997|-489.392042|11.19206011|1.0|1.0|1.0|1.0|4.11|3.01|-7.93|3.34|2.68|55.1|2.0|0.0|0.0|1.0|-4.37|4.0|0.0|-4.69|4.25e-05|2.03e-05|0.00744|3.53|0.0|1.19e-08|4.34e-06|5.247999999999999|3.45|3.3044|-1177.619013|612.59|1048.44|481.04|0.38889|0.6954899999999999|0.2252|1.0295|-0.19338|0.02580783|6.2306|6.2306
19_a3|0.0|1|0|0|2.917217813|0.0|0|6.605297921|0.0|-0.003417504|4.59511985|-0.030657|3|1.744747103|0.006821053|10.96959256|1|-0.015805561|3|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|0.687139108|0.853017902|-0.067674689|-0.087730634|0.225451546|-31.50932639|-40.8473715|161.5312186|-0.032585664|-19.01853079|2.523394126|-1.140498238|-14.67073822|48.55416845|-15.17188084|0.476813896|2000.66399|869.7868956|0.24201815|10.21110415|112.6836188|-247.2409002|7.706796952|1.0|1.0|0.0|1.0|2.81|1.6|-7.21|3.9|3.39|67.35|0.0|0.0|0.0|1.0|-3.24|4.0|0.0|-3.58|0.000578|0.000266|0.0764|2.19|0.0|6.18e-08|1.7800000000000002e-05|3945.0|2.43|3945.0|-929.2818523|499.93|832.23|362.92|0.67351|0.67351|0.3006|2191.0|-0.2206|0.020989746|7.6383|7.6383
8c_a31|0.0|1|0|0|3.435435563|0.0|0|7.765993078999999|0.0|-0.01275867|5.733341277|-0.104377029|0|0.0|-0.0080009219999999|10.31169969|2|-0.178276512|0|0.847752299|0.006000201|-0.1759864119999999|0.896193695|0.87237334|0.626072761|-0.1170607269999999|-0.128067781|0.280934088|-64.57121646|-70.64275621|133.3100368|-0.039640027|-38.96685783|9.027343766|-1.66488115|-35.61776956|82.77037329|-21.86561502|0.47508938|2251.08563|1678.6836239999998|0.27691747|12.99457133|152.7489054|-506.5691518|12.12761708|1.0|1.0|1.0|1.0|3.51|2.9|-6.13|4.89|3.13|114.29|0.0|0.0|0.0|1.0|-4.42|5.0|0.0|-3.63|3.79e-05|0.000237|0.0811|2.38|0.0|7.45e-07|0.0002549999999999|3.8492|1.83|3.8492|-1426.166503|595.67|981.89|475.72|0.7005|0.7005|0.2597|3.3453|-0.19207|0.03744829|6.0915|6.0915
4e_a49|0.0|0|0|0|0.0|0.0|1|7.535296702|2.085628989|-0.006602016|5.4161004020000005|-0.074495823|2|1.713107022|-1.8100000000000003e-05|10.92777282|1|-0.130491035|2|0.803344301|0.0063958109999999|0.032396301|0.856023531|0.731643066|0.757062331|-0.09422276|-0.087866673|0.433385455|-57.79309816|-53.89448633|313.22432680000003|-0.029288891|-33.05708028|6.449206277999999|-1.493733437|-35.44835874|68.38360061|-17.96482878|0.471635821|2675.626006|1647.641653|0.349671525|15.01788083|214.47685|-561.9703647000001|14.48911428|0.0|1.0|1.0|1.0|3.35|2.89|-7.36|3.4|2.83|92.93|1.0|0.0|0.0|1.0|-3.28|5.0|0.0|-3.52|0.000528|0.000305|122.0|1.71|0.0|4.35e-08|1.74e-05|5.7301|3.34|3.7876|-1313.199448|660.22|1128.64|504.63|0.4078199999999999|0.68043|0.0789|3.9718|-0.2231199999999999|0.04133034|7.4685|7.4685
12_a1|0.0|1|0|0|3.3894574360000003|0.0|0|7.423568444|0.0|-0.011221829|5.351858133|-0.02164054|1|0.0|-0.0038943009999999|10.94945122|1|0.127560614|1|0.749817035|-0.045776997|-0.093957115|0.817998205|0.7534284040000001|0.765121385|-0.0964711209999999|-0.104724018|0.210514881|-55.99493147|-60.78517756|133.6600817|-0.039894864|-35.28166588|11.37734536|-1.675584287|-32.50125347|74.99749378|-23.15625812|0.46449367|2592.245875|1825.150911|0.275333347|14.34104294|159.81230209999998|-564.5066541|14.21231622|1.0|1.0|1.0|1.0|3.29|2.72|-8.2|4.87|4.41|83.82|2.0|0.0|0.0|1.0|-4.98|5.0|0.0|-4.75|1.04e-05|1.77e-05|0.00649|3.54|0.0|6.28e-09|2.3e-06|3734.0|3.67|3.1744|-1216.12881|607.42|1018.84|482.51|0.69114|0.69763|0.2821|7.7454|-0.19916|0.0296752|5.5302|5.5302
8h_a8|0.0|1|0|0|2.975382653|0.0|1|7.05012252|1.241306689|-0.010324979|4.844187086|-0.249095464|0|0.0|-0.007796225|10.94341368|1|0.021094825|0|0.6971223040000001|0.111824921|0.010682683|0.751162751|0.56916135|0.602405134|-0.122706004|-0.11302328|0.273425421|-72.14530885|-66.4523265|316.4918269|-0.048805507|-39.07081527|3.871662077|-2.147442322|-42.41801879|70.94463092|-28.69532281|0.451435543|2623.688756|2019.780061|0.081684095|13.58738632|48.02637252|-742.3454901|4.492304417|0.0|0.0|0.0|0.0|3.11|2.73|-7.95|4.69|4.72|80.88|2.0|0.0|0.0|1.0|-5.21|4.0|0.0|-5.0|6.11e-06|1.01e-05|0.00395|3.82|0.0|1.13e-08|4.43e-06|4801.0|7.71|3.7327|-1361.651799|608.39|1029.51|480.09|0.56196|0.69844|272.0|3.4779|-0.21819|0.03330037|4.9359|4.9359
34_a20|0.0|0|0|0|0.0|0.0|1|6.842683282|1.877209467|-0.0057643419999999|4.727387819|-0.104520106|2|1.991704333|0.003085806|10.93244905|1|0.327535029|2|0.74801464|-0.101401966|-0.090732503|0.80310139|0.690530489|0.7966571459999999|-0.0851907119999999|-0.085459595|0.408491116|-57.31821177|-57.49912174|297.5548445|-0.032248904|-38.68669181|5.898367836|-1.709191893|-38.56497154|67.53437417|-21.69778179|0.462785432|2825.042137|2319.742032|0.223585914|14.7802149|150.43359099999998|-773.7338361000001|10.03525243|1.0|1.0|1.0|1.0|3.43|2.92|-9.18|4.5|4.62|86.69|2.0|0.0|0.0|1.0|-5.14|4.0|0.0|-5.02|7.27e-06|9.51e-06|0.00399|3.63|0.0|6.64e-10|2.780000000000001e-07|5.4132|4.97|3.8699|-1352.31921|711.19|1205.64|544.93|0.38519|0.68845|0.0766|3.8519|-0.21284|0.03558836|7.2147|7.2147
10_a3|0.0|0|0|0|0.0|0.0|0|6.823286122000001|0.0|-0.010609861|4.727387819|-0.1152010919999999|3|1.684975382|-0.008037672|10.31162304|1|0.033279122|3|0.743072638|-0.140523767|0.078405316|0.8136572320000001|0.834020779|0.747406318|-0.1007256719999999|-0.0989320009999999|0.518341632|-46.64544572|-45.8148076|248.0820067|-0.0359752729999999|-21.21655855|3.134330682|-1.187184014|-21.60122201|56.68388955|-16.65993003|0.41220272|2098.79955|1361.86525|0.293370676|8.559361451000001|135.8581743|-254.5987025|10.86908195|0.0|1.0|0.0|1.0|3.02|1.78|-6.51|3.79|3.41|105.82|0.0|0.0|0.0|1.0|-4.3|4.0|0.0|-3.84|5.07e-05|0.000145|0.0443|2.43|0.0|3.06e-07|9.35e-05|5375.0|1.64|3.4217|-1288.190838|498.67|830.63|323.26|0.41894|0.68995|0.0463|6.7458|-0.21249|0.04080931|5.1|5.1
12o_a36|0.0|1|0|0|3.444418304|0.0|0|7.412764017000001|0.0|-0.0100574069999999|5.351858133|-0.079716275|2|0.0|-0.00233752|10.96036596|1|0.065221584|1|0.799869816|0.141570244|-0.01854899|0.848816593|0.817582774|0.7592112809999999|-0.082048664|-0.10624773|0.514457955|-59.0895896|-76.51720886|55.47133795|-0.03541591|-55.10596064|12.13767506|-2.018706878|-42.554984000000005|95.66406176|-25.50573629|0.469699889|3009.981519|2778.220342|0.333537155|13.80895167|240.2059039|-1047.013252|19.1468529|0.0|0.0|0.0|1.0|4.97|0.0|-6.93|2.38|1.65|98.3|1.0|0.0|0.0|1.0|-3.54|5.0|0.0|-3.64|0.000292|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|5.1927|4.5|3.8726|-1440.969954|728.07|1240.51|560.88|0.36719|0.67273|0.2888|4.9237|-0.21151|0.04371335|7.3979|7.3979
