molecula|SddssS|NaaNH|n9FaRing|SaaNH|SRW09|nAHRing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|MATS1i|MATS1c|n6aHRing|GATS1are|MATS8s|MATS8d|GATS1pe|nFaHRing|FPSA3|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
3q_a32|0.0|1|1|3.4364803|7.765993078999999|0|0.0|-0.017280695|-0.008072705|5.733341277|-0.04718311|0|0.02785755|2.120544848|0.000773658|-0.022925245|10.31100266|-0.098400506|3|0.002487149|-0.167040501|-0.5448044360000001|0|0.751733573|0.010109949|-0.1585635|0.716172604|1|0.018527744|-41.72706804|-60.46462749|41.73511731|0.15006201|-0.027989085|-37.3203761|-1.371465184|-25.7550561|-17.27560785|0.46136998|524.6043311000001|-846.5047848999999|0.365026099|6.428518903|0.856561949|6079.482066|225.3038157|-522.4852655000001|27.20679986|0.022526037|-166.61896299999998|1333.133193|618.9134881|13.90366881|1.0|1.0|1.0|0.3|-7.31|6.43|4.72|131.25|1.33|1.0|0.0|1.0|7.0|-5.91|4.0|-6.35|0.0|1.0|3.86|0.000508|3.47|0.0|4.88e-08|2.01e-05|-0.04968|3.6236|5.15|666.16|342.16|0.2897|342.16|549.78|0.70216|-1919.821707|-0.15001|4.1362|-1919.883144|5.2657|28.0|7.5528|7.5528
5a_a50|0.0|0|1|0.0|7.927685046000001|1|4.202707546|-0.203248487|-0.00148647|5.82008293|-0.017108794|1|0.017227585|2.475383677|0.012640587|-0.256097122|10.93256969|-0.130929632|2|0.01228899|-0.102607753|-0.161169418|1|0.699970832|-0.132977171|-0.203436041|0.6759066159999999|1|0.010185297|-20.77548565|-34.7974024|6.819160781|0.030107124|-0.022747617|-18.56865899|-0.978147545|-11.08625592|-12.13862875|0.4528093929999999|517.556163|-521.9610361|0.33472483|5.892775027000001|0.8275167520000001|4770.917486|178.61652859999998|-278.5298849|18.24602704|0.017576522|-176.38892919999998|784.5791628|462.1867149|9.379218813|1.0|1.0|1.0|0.14|-6.24|3.66|4.33|35.64|2.62|0.0|0.0|1.0|2.0|-3.89|2.0|-5.83|0.0|1.0|3.47|42.0|3.46|0.0|5.7e-07|0.000186|-0.02487|5.6146|3.39|582.98|308.73|0.2735|220.82|455.34|0.6725399999999999|-1029.734933|-0.16659|3.9843|-1029.786489|5649.0|4.1|5.3872|5.3872
8c_a31|0.0|1|0|3.435435563|7.765993078999999|1|0.0|-0.012583838|-0.01275867|5.733341277|-0.104377029|0|-0.106461724|0.0|-0.0080009219999999|-0.1903992189999999|10.31169969|-0.1029580369999999|2|-0.004832959|-0.053983462|-0.513257014|0|0.922486359|0.006000201|-0.1759864119999999|0.87237334|0|0.029669107|-64.57121646|-70.64275621|133.3100368|0.3739272389999999|-0.039640027|-38.96685783|-1.66488115|-35.61776956|-21.86561502|0.47508938|345.3445134|-918.3558307|0.27691747|6.820988495|0.90508624|4835.748065|152.7489054|-506.5691518|30.23944586|0.021986076|-246.1066271|1270.056726|423.1367008|12.12761708|1.0|1.0|1.0|0.29|-6.13|4.89|3.13|114.29|0.85|0.0|0.0|1.0|5.0|-4.42|5.0|-6.7|0.0|1.0|2.83|13.0|2.38|0.0|7.45e-07|0.0002549999999999|-0.03222|3.8492|1.83|595.67|322.11|0.2597|322.11|475.72|0.7005|-1425.968408|-0.15985|3.3453|-1426.024361|5.1815|0.81|6.0915|6.0915
5b_a40|0.0|0|0|0.0|8.149890544|0|1.616656116|-0.067567502|-0.0049439079999999|6.167516491000001|0.064329005|0|-0.096549823|0.7222376540000001|0.008515162|0.179058252|10.31198309|0.020344828|2|0.006372485|0.007986879|-0.389789991|0|0.537115914|-0.400500595|0.029485257|0.503365018|1|0.019116586|-38.64461938|-45.78637031|169.18694230000003|0.118735598|-0.036507111|-22.96968039|-1.095213344|-19.38687321|-18.31454812|0.477304896|442.1045286|-549.4364437|0.1709818139999999|6.521443259|0.913161214|4813.179854|85.77656597|-275.6361647|22.09185326|0.012549086|-330.1175669|662.7555978999999|285.9136384|6.2955085660000005|1.0|0.0|0.0|0.21|-5.25|4.93|4.39|75.5|2.89|1.0|0.0|2.0|3.0|-5.43|3.0|-5.42|0.0|1.0|3.83|0.00125|4.14|0.0|5.65e-06|0.00191|-0.07069|3.9759|5.62|515.23|311.84|0.3005|311.84|411.1|0.59928|-2096.707754|-0.15999|7.2947|-2096.757832|9.3069|64.0|7.1938|7.1938
21a_a23|0.0|0|1|0.0|7.525639975|0|3.43622302|0.1049806919999999|-0.005708466|5.4161004020000005|-0.038876045|2|0.071115216|0.773970837|0.01269616|-0.133417036|10.31321782|-0.083864151|2|0.01180744|-0.074441567|-0.484404194|2|0.725800261|0.1022509819999999|-0.137122549|0.6906097959999999|1|0.011564247|-34.01266735|-54.35891011|39.56172507|0.073461531|-0.03458322|-35.88602363|-1.729161021|-22.45408125|-22.83074225|0.492301762|611.67123|-1141.537112|0.157878617|7.950891003|0.969673962|6464.524241|104.2264415|-753.6064963|27.11098744|0.011178565|-451.7153132|1355.5493720000002|666.0036144999999|7.379733085|0.0|1.0|1.0|0.09|-7.78|3.88|4.33|105.02|3.24|2.0|0.0|1.0|5.0|-5.89|4.0|-6.07|0.0|0.0|3.78|0.000552|3.98|0.0|1.65e-08|7.03e-06|-0.07243|3.6993|3.75|701.01|335.16|0.3692|335.16|558.61|0.60824|-1668.989671|-0.15024|5.3733|-1669.0502720000002|7.9309|102.0|6.9914|6.9914
12h_a36|0.0|1|0|3.468184524|7.412764017000001|2|0.0|-0.128701804|-0.0086750619999999|5.351858133|-0.041228471|2|0.059920602|0.0|0.00127667|-0.003014954|10.96020037|-0.051080247|1|0.003077071|-0.1430106119999999|-0.410826531|1|0.8913597320000001|-0.10861416|-0.089459459|0.84179881|0|0.027905055|-48.17643878|-70.19826261|82.11195464|0.180385475|-0.035734517|-45.96672487|-1.929663894|-31.5465515|-23.39942087|0.464544951|536.6941285|-1263.568727|0.3347454589999999|7.428908584|0.8675704009999999|6159.17335|219.1956304|-827.4010477|35.1736357|0.026971557|-216.42159590000003|1899.376328|679.7230552999999|17.66132225|1.0|1.0|0.0|0.17|-6.69|2.77|1.89|78.43|1.72|1.0|0.0|1.0|6.0|-3.95|5.0|-6.93|0.0|0.0|1.81|0.0464|2.65|0.0|2.03e-07|8.340000000000001e-05|-0.05013|5.1998|2.92|697.29|358.81|0.5756|238.44|535.67|0.7014600000000001|-1347.199963|-0.14247|6754.0|-1347.260478|8.7377|14.0|7.8539|7.8539
1a_a5|0.0|0|0|0.0|6.605297921|1|0.0|-0.271170445|-0.001785522|4.59511985|0.009305578|2|-0.075791863|0.0|0.005921049|-0.132197351|10.9502215|-0.004213083|0|0.00549829|0.069867374|-0.179831877|2|0.8309401009999999|0.11504495|-0.008431181|0.808272639|0|0.008036994|-36.19957997|-38.07869556|83.60943679|0.166361767|-0.027665419|-19.17495143|-1.134282187|-18.22870183|-13.93123008|0.455258786|419.7878208000001|-571.1804334|0.274345323|6.199179484|0.835734058|4005.068642|138.1496441|-287.62427139999994|19.19815378|0.016493595|-227.2618539|787.1243051|403.543273|8.305533524|0.0|1.0|1.0|0.16|-7.15|3.08|1.42|37.81|2.09|0.0|0.0|1.0|3.0|-2.6|4.0|-6.58|0.0|0.0|1.75|755.0|2.17|0.0|7.13e-08|2.13e-05|-0.1040099999999999|4.6707|2.85|531.02|437.61|0.2109|265.45|386.8|0.54123|-951.178584|-0.12226|4.4956|-951.226623|6.7017|107.0|6.9706|6.9706
17b_a6|0.0|1|0|3.375166525|7.412764017000001|1|0.0|0.1012747369999999|-0.01272079|5.351858133|-0.0265090529999999|1|0.139594234|0.0|-0.00460563|-0.0385646|10.949638|-0.0791229359999999|1|-0.00194781|-0.10896749|-0.563310199|1|0.850080948|0.002947625|-0.138423611|0.8013954109999999|0|0.03122461|-62.63196368|-71.65078895|155.8689396|0.246050902|-0.041494349|-47.0150166|-2.074717455|-41.0971443|-27.2272998|0.4548818979999999|494.7179214|-1361.36499|0.229332826|8.974770742|0.834464855|5985.963521|150.48105900000002|-893.2853154999999|35.32951798|0.019915748|-355.2067434|1766.4758989999998|627.4287311|13.06809384|1.0|1.0|1.0|0.12|-9.01|4.98|4.32|95.85|1.7|2.0|0.0|1.0|5.0|-5.81|5.0|-5.89|0.0|1.0|3.6|0.000637|4.09|0.0|9.77e-10|4e-07|-0.05736|3.5444|4.04|690.98|413.78|0.3949|349.8|575.2|0.7016100000000001|-1349.830814|-0.12545|5.3385|-1349.892156|7.3188|153.0|6.8153|6.8153
16_a4|0.0|0|0|0.0|7.535296702|1|1.843196334|-0.219944434|-0.00228637|5.4161004020000005|-0.095499301|1|0.007101649|0.0|0.0067511459999999|-0.148022089|10.94592242|0.019290123|1|0.006466406|-0.018051608|-0.214481956|1|0.490768328|-0.0894138519999999|0.0293772029999999|0.482473457|0|0.013727656|-36.11951685|-39.44800181|13.51923899|0.210153891|-0.033372358|-19.42906425|-1.201404885|-17.789707500000002|-16.43666742|0.455802506|389.0176968|-591.7200271|0.167538305|5.548106463|0.837568182|4520.2597670000005|82.51653675|-291.4359638|19.74465314|0.0115138339999999|-327.4903335|710.807513|322.8922084|5.67083266|1.0|1.0|0.0|0.11|-6.36|4.49|4.96|30.71|3.44|1.0|0.0|1.0|2.0|-3.92|4.0|-5.64|0.0|1.0|3.91|0.0371|3.59|0.0|4.33e-07|0.000134|-0.03965|4511.0|4.05|515.68|293.41|0.2213|274.85|407.99|0.54061|-1057.3808390000002|-0.17375|1863.0|-1057.429593|1.9873|343.0|6.4647|6.4647
18a_a22|0.0|0|0|0.0|6.842683282|0|1.854982521|-0.197348157|-0.003488994|4.727387819|-0.018344659|2|0.033735832|1.6891461019999998|0.007066388|-0.021976395|10.31286146|-0.015194063|1|0.007079018|-0.0835538409999999|-0.296897301|2|0.760537197|-0.042139855|-0.027029438|0.722009212|1|0.01713283|-34.36220678|-51.6464295|29.59800426|0.073464296|-0.029276847|-35.04152115|-1.5223960559999998|-23.31437056|-19.86401135|0.487405342|628.6440468999999|-1032.92859|0.289532802|7.037677899|0.950859191|6630.646100999999|196.4447473|-700.830423|27.95908297|0.0193879289999999|-285.5992506|1453.872315|730.9420477000001|13.15449139|1.0|1.0|1.0|0.08|-9.4|5.32|5.11|100.61|2.13|2.0|0.0|1.0|6.0|-5.59|4.0|-6.28|0.0|1.0|3.9|0.00113|3.78|0.0|3.95e-10|1.73e-07|-0.0706799999999999|5.0214|3.69|695.35|355.95|0.3174|246.91|531.16|0.68577|-1691.036502|-0.1408|3851.0|-1691.097989|5.3946|13.0|7.8861|7.8861
1_a1 (SKF-104365)|0.0|0|0|0.0|7.535296702|1|2.196347317|0.011230812|-0.006055958|5.4161004020000005|-0.01959813|1|-0.091086986|0.0|0.000663414|-0.10236005|10.33812228|0.11172918|1|0.002250781|-0.123703409|-0.505981356|1|0.57031697|-0.015406451|0.194988905|0.551667506|0|0.0133681239999999|-31.45099608|-37.55389489|6.658828587|0.186844249|-0.029524467|-17.369816|-0.9743074|-14.547040099999998|-13.65596178|0.416807085|376.1092109|-450.6467387|0.290255081|5.2735884010000005|0.71469847|4225.4765640000005|134.2517831|-208.4377919|19.24066156|0.018973797|-194.0267797|634.9418316000001|297.2783688|8.775956802|1.0|1.0|1.0|0.12|-6.0|3.93|4.28|56.01|2.52|0.0|0.0|1.0|2.0|-3.8|3.0|-6.01|0.0|1.0|3.27|0.0472|2.96|0.0|9.93e-07|0.000295|-0.03482|3.8901|3.45|491.18|318.72|0.2178|318.72|358.09|0.70081|-1278.971649|-0.16142|4.5773|-1279.017667|6.9338|1.6|5.7959|5.7959
19e_a38|0.0|1|0|3.376977671|7.412764017000001|2|0.0|-0.082311936|-0.007550899|5.351858133|-0.10490608|2|0.021678225|0.0|-0.001197042|-0.104569193|10.94917392|-0.038386106|1|0.000347207|-0.091460175|-0.436305701|1|0.723755855|0.04818471|-0.064035403|0.700181525|0|0.02118651|-56.34606212|-68.82539051|118.734325|0.223437407|-0.03783113|-46.37503972|-2.042881001|-37.96637911|-25.49088538|0.4655978389999999|523.2534216|-1376.50781|0.250809026|6.596408983|0.871249918|6531.762734|168.99691289999998|-927.5007945|34.02454948|0.020114756|-335.8133169|1837.325672|696.3887025|13.55346651|1.0|1.0|1.0|0.12|-7.28|4.03|3.09|81.23|2.75|2.0|0.0|1.0|6.0|-4.94|4.0|-6.39|0.0|1.0|3.3|0.0049|3.55|0.0|5.27e-08|2.25e-05|-0.05139|5.2322|4.08|685.34|321.31|0.3948|236.96|532.67|0.58509|-1409.315831|-0.15584|5.8426|-1409.37733|8.0952|0.01|8.0083|8.0083
14c_a23|0.0|0|1|0.0|7.423568444|0|3.349976042|0.06596946|-0.005822256|5.351858133|-0.024758731|2|0.04174584|0.743546646|0.010682694|-0.047853455|10.31321813|-0.047410593|2|0.009263715|-0.071484865|-0.4589840189999999|2|0.722187957|0.1114214519999999|-0.077808321|0.659570836|1|0.018842596|-37.73933093|-53.17009158|38.43627129|0.077064961|-0.034046252|-35.33439343|-1.600173862|-25.07982076|-22.62557089|0.459622824|613.3401089|-1063.401832|0.2165924689999999|7.832948614|0.8505592829999999|6755.962581999999|143.9373772|-706.6878684999999|28.88097191|0.016385474|-376.6791777|1357.40568|633.3278634|10.88903141|0.0|0.0|1.0|0.05|-7.99|4.0|4.67|105.02|3.51|2.0|0.0|1.0|5.0|-6.13|4.0|-6.03|0.0|0.0|4.0|0.000334|4.21|0.0|1.02e-08|4.55e-06|-0.0795299999999999|3.7031|4.1|693.64|334.81|356.0|334.81|549.86|0.56781|-2089.293299|-0.15143|7.2704|-2089.354057|10.369000000000002|2.0|8.6253|8.6253
12o_a30|0.0|0|0|0.0|7.412764017000001|2|0.0|0.036331447|-0.0068750669999999|5.351858133|-0.028326022|2|-0.089996613|0.0|0.00372838|0.019094532|10.31162888|-0.087019298|1|0.003603419|-0.051371057|-0.465857798|1|0.8264832879999999|-0.054392357|-0.149451598|0.7463962120000001|0|0.015460222|-49.48891079|-62.74209511|75.15128057|0.1556551169999999|-0.037808155|-40.37291185|-1.852599578|-31.84483128|-24.32856749|0.46964626|543.3140456|-1192.099807|0.186865502|7.400912529|0.885533983|6542.77337|120.2431068|-767.0853252|29.91948755|0.0141914589999999|-402.9878652|1466.05489|652.8825454|9.131836103|1.0|1.0|0.0|0.14|-7.22|4.47|3.27|81.65|3.31|2.0|0.0|1.0|5.0|-5.93|4.0|-5.75|0.0|1.0|3.11|0.0005139999999999|4.49|0.0|6.03e-08|2.61e-05|-0.05085|5.1935|4.45|687.92|356.1|0.1967|238.73|528.25|0.6854399999999999|-2035.139147|-0.1478799999999999|5559.0|-2035.199757|6.8632|16.0|7.8097|7.8097
25b_a34|0.0|0|0|0.0|7.412764017000001|1|1.94553288|0.133975789|-0.015658012|5.351858133|-0.0929479709999999|1|-0.150946163|0.0|-0.00378755|-0.112970844|10.95957635|-0.061390533|1|-0.000223677|-0.278635968|-0.623853334|1|0.832166825|0.08214612|-0.101529052|0.787858064|0|0.030138301|-64.37123451|-86.13394472|165.2408865|0.343426892|-0.042438204|-53.79083879|-2.206786613|-40.19997818|-26.50275222|0.419904835|410.0313565|-1378.143115|0.23725451|6.383564979|0.723855085|5786.015654|148.1659658|-860.6534206|34.74652105|0.019067452|-328.1702779|1806.819095|595.8522372|11.90766609|0.0|1.0|1.0|0.29|-6.42|2.63|3.03|90.3|1.56|1.0|0.0|1.0|7.0|-3.82|5.0|-7.07|0.0|0.0|2.58|59.0|2.29|0.0|3.8100000000000004e-07|0.00015|-0.03539|4.2253|5.06|668.48|293.43|0.2259|293.43|562.84|0.6925600000000001|-1313.132261|-0.17564|7.0586|-1313.194808|9.0174|2.08|5.6819|5.6819
4S4l_a46|0.0|0|0|0.0|7.825245291|1|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|1|-0.067419714|0.0|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|0.006162668|0.0071939419999999|-0.3888343979999999|1|0.7940662409999999|-0.001318857|-0.229089688|0.7936534740000001|0|0.007140583|-49.45536962|-46.10883478|178.19783940000002|0.105217893|-0.029881089|-25.11158939|-1.523935543|-26.93416438|-16.27370639|0.469439238|487.3122681|-829.959026|0.1220608659999999|5.668394116|0.884798257|4920.211524|66.47624804|-452.0086091|18.5362581|0.006420439|-411.6630752|945.3491632|579.2365607|3.496670823|1.0|1.0|1.0|0.36|-7.0|4.64|5.02|50.94|3.06|1.0|0.0|1.0|3.0|-5.28|3.0|-5.23|0.0|1.0|4.08|0.00182|4.49|0.0|9.980000000000001e-08|3.47e-05|-0.02015|5.2929|4.99|583.76|299.38|0.2586|234.25|500.66|0.6763600000000001|-1092.489558|-0.17632|2.5083|-1092.543641|2.8473|261.0|6.5834|6.5834
3d_a49|0.0|0|0|0.0|7.535296702|1|2.089548665|-0.0960135969999999|-0.003398408|5.4161004020000005|-0.3456333889999999|2|-0.087308534|1.775376197|-0.00918253|-0.068390038|10.35020259|0.017871379|1|-0.004253844|-0.075636705|-0.202380888|2|0.914407252|0.01450704|0.029549308|0.846953747|1|0.009601398|-57.52001036|-54.67520803|137.78978830000003|0.266928348|-0.036147237|-31.67236018|-1.698920144|-33.32030276|-20.93944137|0.486368221|424.6551631|-984.1537446|0.243377955|6.612715522999999|0.946920034|6018.145364|140.9844521|-570.1024832|27.67490257|0.018844179|-297.31302830000004|1300.720421|549.3593871|10.91609228|1.0|1.0|1.0|0.15|-6.15|0.72|4.46|121.39|1.07|1.0|0.0|1.0|4.0|-5.19|5.0|-6.58|0.0|1.0|1.85|0.00252|2.98|0.0|7.1e-07|0.000278|-0.05766|5.1844|4.02|615.3|318.67|0.2899|239.15|455.47|0.67215|-1594.380348|-0.16147|2184.0|-1594.435881|2.3278|2.34|5.6308|5.6308
47n_a18|0.0|0|0|0.0|7.03438793|1|0.0|0.0487694459999999|-0.007614955|4.844187086|-0.057061805|0|0.017491759|0.0|0.000271488|-0.003276575|10.94702025|-0.048404296|0|0.001705837|-0.172015161|-0.529441732|0|0.722991132|-0.09714337|-0.083719099|0.711628292|0|0.0106152389999999|-65.43887366|-75.24728669|61.29571241|0.207570604|-0.031974244|-62.09468789|-2.4620167580000003|-54.00070374|-26.38541222|0.482565384|653.9193397999999|-2031.676741|0.216078071|10.43689152|0.932611327|7909.580851999999|178.30942439999998|-1676.556573|33.65821422|0.01357247|-468.58948260000005|2591.682495|1306.125688|11.20011508|1.0|1.0|1.0|0.31|-9.76|3.67|3.31|105.6|2.72|3.0|1.0|1.0|13.0|-6.02|4.0|-6.68|0.0|0.0|2.76|0.000511|4.1|1.0|1.7500000000000002e-10|9.44e-08|-0.0525299999999999|3.2028|9.78|879.92|387.11|0.5056|387.11|799.02|0.6914600000000001|-1740.5852670000002|-0.13138|2.4754|-1740.663577|3.3568|64.0|7.1938|7.1938
14ae_a23|0.0|0|1|0.0|7.423568444|0|3.338149829|-0.033049777|-0.007539122|5.351858133|-0.029948314|2|0.026913008|0.7338690390000001|0.008996289|-0.0174992419999999|10.31321689|0.0289586779999999|2|0.009675528|-0.143336826|-0.363230717|2|0.7763406840000001|0.107765697|0.0469453379999999|0.7317531540000001|1|0.03467374|-46.69131269|-62.38566188|111.4422142|0.127637949|-0.0269140239999999|-44.69687612|-1.480271319|-33.45249142|-19.28284095|0.479058976|625.0131414|-1060.556252|0.46959234|8.123993885|0.919603093|7308.981869|336.444465|-759.846894|36.35475577|0.034488074|-43.57178809|1999.511567|770.8206617000001|24.70935041|0.0|1.0|1.0|0.12|-7.6|3.48|4.03|123.48|2.42|2.0|0.0|1.0|7.0|-5.8|6.0|-6.68|0.0|0.0|3.44|0.000753|3.52|0.0|2.49e-08|1.17e-05|-0.07122|3.6036|2.99|751.57|344.06|0.3205|344.06|627.57|0.58144|-1858.675325|-0.14537|7.0211|-1858.7404850000005|9.5944|2.0|8.6038|8.6038
12x_a30|0.0|0|0|0.0|7.412764017000001|2|0.0|0.044575215|-0.006008579|5.351858133|-0.0335688279999999|2|-0.0606216429999999|0.0|0.00604028|0.027312213|10.31162819|-0.1066694919999999|1|0.006346396|-0.053700437|-0.458718546|1|0.842068099|-0.062251445|-0.1759406839999999|0.803183654|0|0.014757946|-47.48669555|-60.57208434|74.51844582|0.151155723|-0.035022402|-39.99960559|-1.926232129|-31.35848986|-23.12752311|0.4490846539999999|560.5459455|-1272.013771|0.175325029|7.794822643|0.815160907|6359.545311|115.7782842|-839.9917174000001|28.04441012|0.012044556|-428.8071293|1542.442557|754.3941655|7.953787804|1.0|1.0|0.0|0.21|-7.38|4.87|3.23|81.65|3.25|2.0|0.0|1.0|5.0|-6.04|4.0|-5.64|0.0|0.0|3.19|0.00039|4.6|0.0|4.12e-08|1.76e-05|-0.05093|3.4831|4.45|703.75|355.95|0.1517|355.95|558.65|0.68589|-1654.1207|-0.14783|4.3702|-1654.183467|4.8197|22.0|7.6556|7.6556
10_a4|0.0|0|0|0.0|7.535296702|1|2.146166934|-0.180140166|-0.002959121|5.4161004020000005|0.005483539|2|0.00941601|2.149387791|0.01107733|-0.122141977|10.92992762|-0.090413559|1|0.011142889|-0.083887216|-0.241683916|2|0.6990620390000001|-0.120059574|-0.150288496|0.6799081490000001|1|0.014582852|-29.52653193|-45.97324097|39.48408698|0.078346981|-0.027007048|-26.60798798|-1.350352423|-17.08910641|-15.63090193|0.4858700179999999|533.4262268|-781.5450965|0.255470315|5.759414166|0.945033425|5598.949417|147.85886159999998|-452.3357957|20.99433004|0.014040792|-283.0534799|1049.716502|594.7358385|8.126406226|1.0|1.0|1.0|0.26|-8.07|4.93|4.81|52.83|2.53|2.0|0.0|1.0|4.0|-4.66|4.0|-5.83|0.0|1.0|3.9|0.00818|3.85|0.0|8.51e-09|3.15e-06|-0.04689|4.9674|3.34|619.99|340.01|0.1792|249.6|470.02|0.7038399999999999|-1183.54701|-0.15561|1.4517|-1183.602045|2.2386|88.0|7.0555|7.0555
2_a33|0.0|1|1|3.396444161|7.765993078999999|0|0.0|0.047294725|-0.009168933|5.733341277|-0.064926835|0|-0.049900189|2.112255684|-0.002514803|0.070526947|10.31100266|-0.05997501|3|-0.000810928|-0.083752249|-0.593915758|0|0.787714775|-0.0212158239999999|-0.096644295|0.753434785|1|0.018451635|-49.13901703|-63.57699532|103.5201191|0.1804845889999999|-0.031851158|-38.84811555|-1.56070672|-30.02592687|-19.46234551|0.4699986339999999|500.7570617|-953.6549298|0.297402265|6.152818143999999|0.8867875909999999|6067.635829|181.7248125|-582.7217333|27.70055258|0.019430318|-247.5908207|1357.327077|618.9134881|11.8727102|1.0|1.0|1.0|0.3|-7.67|6.7|4.63|140.04|1.33|2.0|1.0|1.0|7.0|-6.35|4.0|-6.17|1.0|1.0|3.98|0.000183|3.72|0.0|2.13e-08|8.78e-06|-0.04967|3.6281|5.11|655.74|341.74|0.2911|341.74|525.38|0.70205|-1919.830424|-0.15012|4.2519|-1919.890628|5539.0|6.0|8.2596|8.2596
22_a4|0.0|0|0|0.0|7.535296702|1|1.987636054|-0.043165663|-0.006436201|5.4161004020000005|-0.115883451|1|0.004808337|0.0|0.004765062|-0.2078428719999999|10.94586213|-0.023072107|1|0.004237768|0.021636871|-0.3877007|1|0.774689758|0.086940934|-0.037423832|0.755510052|0|0.010702353|-45.61565825|-43.23011833|162.9809584|0.138796849|-0.036468635|-20.77508795|-1.349339509|-21.92150631|-17.52572365|0.4359219589999999|413.8681986|-648.451775|0.155532959|5.495481464|0.772804341|4074.564287|74.7444381|-311.62631919999995|20.75359108|0.011296354|-331.080892|767.88287|338.71903330000004|5.428686137000001|1.0|1.0|0.0|0.11|-5.24|3.19|3.54|50.94|2.09|0.0|0.0|2.0|2.0|-3.77|3.0|-5.91|0.0|1.0|2.81|0.0497|3.03|0.0|5.77e-06|0.0016699999999999|-0.03046|4.468999999999999|3.38|519.39|305.85|0.1675|277.43|400.29|0.65771|-934.12356|-0.16754|3.5548|-934.171365|5.4110000000000005|47.0|7.3279|7.3279
12z_a36|0.0|1|0|3.435113772|7.412764017000001|2|0.0|-0.065211069|-0.007671785|5.351858133|-0.010732275|2|0.037307819|0.0|-0.000143196|-0.010881947|10.95429182|-0.030529442|1|0.001194592|-0.098598933|-0.433580807|1|0.8707354620000001|0.103551178|-0.0533649729999999|0.8212311840000001|0|0.023371488|-54.11489962|-68.09761735|114.3931487|0.165209595|-0.036238222|-45.16471514|-1.848149347|-35.89088901|-24.03445318|0.4577848329999999|553.6621150000001|-1225.757112|0.287317638|8.016303367999999|0.844286292|6146.834385|190.5590792|-812.9648725|33.72393432|0.0225782039999999|-282.1167226|1719.920651|642.3830552000001|14.97465267|1.0|1.0|0.0|0.13|-6.66|2.75|1.76|92.99|1.38|1.0|0.0|1.0|5.0|-3.99|5.0|-7.08|0.0|0.0|1.66|0.0412|2.4|0.0|2.21e-07|8.97e-05|-0.05642|3.8969|2.98|686.33|318.16|0.4423|318.16|539.36|0.69397|-1324.951498|-0.1575|4814.0|-1325.010808|6.5892|5.0|8301.0|8301.0
47o_a18|0.0|0|0|0.0|7.03438793|1|0.0|0.052875948|-0.006476544|4.844187086|-0.055408687|0|-0.006238734|0.0|-0.00046896|0.011121222|10.94702017|-0.038296569|0|0.000787517|-0.103458566|-0.490807196|0|0.7452092359999999|0.001673737|-0.066242713|0.733228144|0|0.008692675|-56.13142962|-64.2280736|77.37089184|0.193127002|-0.034545459|-46.6464782|-2.210909375|-40.76618466|-25.08909125|0.493146875|586.0020642999999|-1605.70184|0.127246923|9.808930716|0.972958142|6462.6049570000005|92.41474142|-1166.161955|28.74706708|0.008265369|-541.4335917000001|1839.812293|931.8364349|6.002832126|1.0|1.0|1.0|0.25|-9.37|3.69|3.0|85.29|2.94|3.0|0.0|1.0|9.0|-5.66|3.0|-6.12|0.0|1.0|2.76|0.000996|4.16|0.0|4.26e-10|1.93e-07|-0.0502|3.22|7.62|783.22|385.04|0.5065|385.04|706.49|0.69248|-1455.162559|-0.13203|2.2316|-1455.231246|2.8284|47.0|7.3279|7.3279
