molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|nAHRing|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|GATS1are|BIC2|MATS8d|GATS1pe|nFaHRing|FPSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
13d_a5 (GW788388)|0.0|1|0|0|0.0|1|0.0|4.59511985|-0.009710199|3|-0.092509033|0.0|-0.33442223|10.94530363|0.024793388|1|1|0.003668464|-0.14893897|-0.016337128|0.7333482170000001|0.78479342|0.047169811|0.71006207|0|0.014571846|-55.87383979|9.637686167|0.2258962769999999|-36.95444874|6.374277851|44.69922692|0.669182121|-37.98032007|70.45205183|-19.30187193|0.488398052|2834.036315|511.985152|-1061.602956|1377.863026|0.330817879|8.077599766|15.788837|6122.792779|218.7999323|-702.1345259999999|28.84397435|0.022041749|-223.7910275|1586.418589|14.57821204|0.0|1.0|1.0|2.0|3.21|23.0|4.56|1.37|1.0|0.0|121.68|0.0|6.0|425.48|0.0|0.0|0.0189|4.5e-05|2.75|1.45e-09|6.16e-07|-0.05542|4.6091|3.81|4.1706|-1390.589662|-1390.548362|707.09|1206.73|297.28|269.0|532.01|0.42515|-1390.294368|0.1549|2.4867|-0.22841|0.04130059|-1390.355751|7.7447|7.7447
12v_a30|0.0|0|0|0|0.0|2|0.0|5.351858133|-0.029548782|2|-0.099831334|0.0|-0.369659818|10.31162873|-0.04950715|1|1|0.001805829|-0.173424818|-0.0857954809999999|0.8149999040000001|0.83236194|-0.080971844|0.711738503|0|0.015823709|-65.72041011|10.70556236|0.1498787969999999|-44.46327619|7.242869835|0.0|0.806069067|-35.30820865|75.73440678|-25.48342433|0.478535287|3001.758432|575.1512171|-1248.687792|2483.120571|0.193930933|8.114588039|15.56114504|6952.110426|131.2043645|-844.8022477|31.6144427|0.014801518|-414.1432908000001|1549.107692|10.01399667|1.0|0.0|0.0|1.0|4.62|17.0|5.11|3.79|2.0|0.0|137.3|0.0|5.0|467.37|0.0|0.0|0.000123|9.14e-07|5.12|1.58e-08|7.39e-06|-0.0563|3.5507|5.08|3.5507|-2494.963646|-2494.92869|715.58|1209.1|349.18|349.18|573.82|0.68405|-2494.739831|0.1601|2.9171|-0.20681|0.03495552|-2494.802821|7.6596|7.6596
12ba_a36|0.0|1|0|0|0.0|2|0.0|5.351858133|0.026411489|2|0.087201747|0.0|-0.423472625|10.9478512|-0.011949092|1|1|-0.000621302|0.159880159|-0.168084618|0.844641715|0.8256014690000001|-0.0202572689999999|0.796093405|0|0.0246090489999999|-73.03464847|16.57882744|0.150261874|-49.20258616|11.16896162|16.1479891|0.7068957840000001|-37.76553687|89.06670390000001|-25.28122447|0.49229954|3035.390784|572.4586103999999|-1314.6236720000002|2492.5731100000003|0.293104216|7.409667253999999|14.59456478|6722.60947|197.4608731|-885.6465508|35.76372225|0.023797439|-278.7665262|1859.713557|16.03205543|1.0|0.0|0.0|2.0|4.8|17.0|2.79|0.74|1.0|0.0|133.18|0.0|5.0|431.45|0.0|0.0|0.0072599999999999|5.65e-05|2.67|1.91e-07|8.240000000000001e-05|-0.08446|5.2506|2.79|3.0114|-1417.454721|-1417.426327|687.23|1187.56|411.71|236.13|547.82|0.3989999999999999|-1417.187763|0.0009|3.1996|-0.21033|0.02839417|-1417.249741|7.6778|7.6778
12ac_a36|0.0|1|0|0|0.0|2|0.0|5.351858133|-0.073735973|2|0.03586247|0.0|-0.450737917|10.95345846|-0.0121300989999999|1|1|0.0018565629999999|0.060445359|-0.166354116|0.8058720979999999|0.811459853|-0.020272679|0.770400825|0|0.021508835|-72.4798052|14.93372351|0.220326632|-50.32319912|10.36858115|20.70356046|0.7316461470000001|-38.66245764|86.51036063|-25.03847816|0.44477577|2902.588755|541.3322795|-1377.116299|2455.459827|0.268353853|8.126831024|14.63702516|6378.288017|186.3198219|-956.1407834|34.22211444|0.020208014|-321.66684580000003|1882.216294|14.03055543|1.0|0.0|0.0|2.0|4.86|17.0|3.16|1.59|1.0|0.0|133.95|0.0|6.0|423.47|0.0|0.0|0.0653|0.000112|2.36|1.29e-07|5.4600000000000006e-05|-0.0527399999999999|3.8843|4.84|3.8594|-1385.606133|-1385.566143|711.77|1200.61|321.25|319.2|554.84|0.56186|-1385.3211789999998|0.0249|4.0208|-0.20949|0.03998989|-1385.382927|7.8861|7.8861
2_a4|0.0|0|0|0|0.0|1|0.0|4.59511985|-0.103346554|1|0.08246129|0.0|-0.269140683|10.95268469|0.076479666|0|0|-0.0016168089999999|0.127695325|0.228655117|0.930871261|0.802438682|0.1355918559999999|0.912872667|0|0.006330673|-44.27948986|2.667094277|0.257481153|-18.65482233|1.123639184|0.0|0.843107708|-20.83662681|48.93681624|-15.98981578|0.3961813179999999|1623.668791|312.82106489999995|-575.6333682|910.3327882|0.156892292|4.710383035|7.800989232999999|3396.86527|66.09827364|-242.5126903|18.96532986|0.011054731|-289.1005902|682.7518749|4.657326379|0.0|1.0|0.0|2.0|3.33|12.0|2.12|1.63|0.0|0.0|79.59|0.0|2.0|253.3|0.0|1.0|1.67|0.00171|1.62|1.4800000000000002e-05|0.00374|-0.01612|5.8961|2.46|3.2230000000000003|-819.9326497000001|-819.8996124|458.73|764.77|384.69|210.28|333.36|0.4682|-819.771754|0.0008|1.7717|-0.16226|0.033037353|-819.8174190000001|7.5086|7.5086
12z_a30|0.0|0|0|0|0.0|2|0.0|5.351858133|-0.026703371|2|0.034848862|0.0|-0.537984876|10.31162784|-0.045463448|1|1|0.005111479|0.05890953|-0.207153446|0.8397577820000001|0.809127478|-0.077335468|0.794193541|0|0.030875938|-74.96232552|21.47520633|0.167079923|-52.13870496|14.93669572|0.0|0.630839856|-34.55504699|95.20867045|-23.67231332|0.48740649|3112.622632|579.3226647000001|-1349.321859|2435.831516|0.3691601439999999|8.071510779|15.74641625|7074.004131999999|256.7627363|-938.4966892|37.52507564|0.029109145|-182.00664430000003|2138.929312|20.24634493|1.0|0.0|1.0|1.0|4.86|17.0|3.94|2.2|2.0|0.0|140.26|0.0|7.0|458.54|0.0|0.0|0.00113|9.94e-06|3.81|1.47e-07|6.720000000000001e-05|-0.04679|4.8063|3.34|3.4438|-1804.814868|-1804.785911|739.33|1266.9|360.02|257.96|580.6|0.5513100000000001|-1804.51674|0.1441|7.0446|-0.19279|0.02895763|-1804.581882|7.3615|7.3615
19g_a38|0.0|1|0|0|0.0|2|0.0|5.351858133|-0.117921811|2|-0.037579797|0.0|-0.458841138|10.96052467|-0.046735135|1|1|-0.004358975|-0.096139701|-0.250781298|0.653741315|0.836170906|-0.076414544|0.632625562|0|0.022953686|-72.29378538|14.52522351|0.279993731|-45.74791999|9.191644336|18.41027014|0.719941993|-34.56416368|86.78105144|-24.57988703|0.455443492|2897.384301|455.6240763999999|-1228.994351|2506.378649|0.280058007|6.327835378|11.62016299|6631.17356|177.2223055|-777.7146399000001|34.14148263|0.0228937029999999|-278.3610963|1707.074131|14.48726605|1.0|1.0|1.0|3.0|4.82|17.0|3.55|2.78|1.0|0.0|125.65|0.0|5.0|419.43|0.0|0.0|0.0238|4.67e-05|2.88|7.599999999999999e-08|3.19e-05|-0.05479|5.2766|3.66|3.6887|-1431.419426|-1431.386981|638.82|1104.29|336.12|234.97|475.84|0.3937|-1431.186566|0.0962|5.0677|-0.20748|0.03244515|-1431.244906|7.3778|7.3778
1f_a5|0.0|1|0|0|-4.398485453999999|0|0.0|4.59511985|-0.31059482|2|-0.118028278|0.0|-0.277594656|10.94527671|-0.000625|1|1|-0.000700145|-0.389011185|0.004923698|0.525406088|0.771487328|-0.000969932|0.513260607|0|0.008403353|-46.77243802|4.687041957|0.111926552|-26.08772825|2.614237829|0.21377016|0.757522389|-28.43795894|57.83835135|-19.87828616|0.4670794829999999|2482.949545|495.3305784|-795.1314464|979.2285994|0.242477611|7.117418022000001|13.35549635|5474.331675|135.2439659|-443.4913802|26.24118632|0.01983997|-287.2706403|1049.647453|11.06591332|1.0|1.0|1.0|1.0|2.9|23.0|5.48|2.73|2.0|0.0|95.49|0.0|4.0|366.34|1.0|0.0|0.00589|1.0800000000000002e-05|3.95|1.3300000000000002e-09|4.86e-07|-0.05346|4.7485|3.58|4.5758|-1288.353339|-1288.3196369999998|577.11|958.06|270.96|261.1|442.04|0.47267|-1288.209882|0.0228|3.7852|-0.2357|0.03370206|-1288.263745|6.6198|6.6198
3j_a32|0.0|1|1|1|0.0|0|0.0|6.3044488020000005|-0.017889768|0|-0.029763115|2.248764828|-0.269814716|10.31100276|-0.052622352|3|3|0.001173363|-0.055211759|-0.097980957|0.812195122|0.824282683|-0.084553991|0.7557114|1|0.013773753|-50.46105839|7.315176208|0.134898055|-26.79963418|3.885056172|0.0|0.7487739999999999|-19.82606536|58.58770587|-16.36574867|0.4482615029999999|2282.569698|459.4516326|-605.5327007000001|1778.1826620000002|0.251226|5.900829539|10.69497519|4866.613493|133.42496409999998|-321.5956102|21.85672669|0.015301673|-264.245436|808.6988876|8.126647477|1.0|1.0|1.0|1.0|3.27|19.0|6.68|1.94|1.0|0.0|95.74|0.0|3.0|338.45|0.0|0.0|0.0004089999999999|1.58e-05|3.89|2.03e-07|6.86e-05|-0.05361|3.4982|3.02|3.4982|-1671.507439|-1671.479105|564.55|934.19|354.42|354.42|405.19|0.7028|-1671.351322|0.3005|3.6238|-0.19859|0.02833407|-1671.402462|8.0969|8.0969
3c_a32|0.0|1|1|1|0.0|0|0.0|5.733341277|-0.048337951|0|-0.0522536959999999|2.224112182|-0.270034997|10.31100278|-0.01180891|3|3|0.00124359|-0.097512832|-0.145525719|0.831186295|0.839409251|-0.019130435|0.774363061|1|0.015118975|-48.52416391|7.772301225|0.1112332809999999|-24.94510426|3.995552912|0.0|0.693952122|-17.94949454|57.94025396|-14.82682786|0.423167668|2152.627425|456.8935699|-533.7658031000001|1393.156794|0.306047878|5.605165488|9.717148607|4598.027604999999|157.331845|-274.3961469|21.36577928|0.018316536|-199.4122311|769.1680542|9.416090047|1.0|1.0|1.0|1.0|3.22|19.0|6.61|1.7|1.0|0.0|93.05|0.0|3.0|326.44|0.0|0.0|0.000217|1.22e-05|4.14|1.28e-07|4.18e-05|-0.05487|3.5169|3.02|3.5169|-1633.443791|-1633.419633|544.22|903.81|352.54|352.54|425.74|0.7034600000000001|-1633.297494|0.5017|3123.0|-0.1970599999999999|0.02415856|-1633.348356|8.0458|8.0458
15c_a10|0.0|0|0|0|0.0|2|2.154210861|5.4161004020000005|0.040869377|3|-0.06400528|2.063253638|-0.153072705|10.92970798|0.0123939039999999|1|1|0.012271987|-0.101214571|-0.35845963|0.7655272009999999|0.7351096359999999|0.022187689|0.733973277|1|0.014703076|-50.32840842|10.2013281|0.095541483|-34.91899195|7.077912953999999|136.2098503|0.528228415|-22.60962187|66.5866765|-13.36848349|0.449308156|3012.018586|627.5338454|-855.5829431|1817.047455|0.471771585|8.639636218|15.6886947|6673.826433|327.3258326|-593.6228632|25.30814911|0.023432886|-39.17102961|1619.721543|16.25826809|0.0|1.0|1.0|0.0|3.85|21.0|3.77|1.74|1.0|0.0|141.96|0.0|6.0|454.57|0.0|1.0|0.0646|2.68e-05|2.94|1.6100000000000002e-08|7.3e-06|-0.04724|5.5913|2.2|3.6709|-1450.241475|-1450.500669|762.21|1318.35|337.75|221.75|595.63|-0.26999|-1450.139335|0.0|2.4256|-0.19463|-0.25919486|-1450.201574|7.0|7.0
9n_a24|0.0|1|0|0|0.0|0|0.0|4.59511985|0.001099755|2|-0.141205159|0.0|-0.182811885|10.94875265|-0.03088354|1|1|0.008809179|-0.22754075|-0.200646773|0.786587307|0.7584388259999999|-0.058520736|0.755793189|0|0.017608478|-52.53031811|11.90027964|0.095443402|-35.50139138|8.042526681|24.72120326|0.652126509|-23.79925701|67.36550766|-18.18357165|0.4331595789999999|2542.730334|611.3234977000001|-945.545726|1361.307012|0.347873491|8.232847909|14.52410167|5356.5828|235.1021924|-639.0250449|27.88350328|0.021951174|-205.6223122|1449.942171|14.83518955|1.0|1.0|1.0|1.0|3.17|23.0|4.41|1.42|1.0|0.0|114.29|0.0|7.0|385.46|0.0|1.0|0.0278|5.14e-05|3.07|2.31e-09|8.909999999999999e-07|-0.03818|4.9139|2.59|4.1028|-1239.1274939999998|-1239.095611|686.19|1155.03|302.2|252.31|587.05|0.44042|-1238.856882|0.0334|2.8552|-0.20399|0.03188309|-1238.917278|7.7212|7.7212
21_a47|0.0|0|1|1|0.0|0|1.2247108|4.727387819|-0.13650463|2|-0.034419528|1.028199909|-0.511216716|10.95058272|0.057225853|1|1|-0.004332497|-0.090969103|-0.277479519|0.612295986|0.826796636|0.0927058819999999|0.591185263|1|0.022739546|-53.76411184|12.83540744|0.29417845|-30.34731959|7.244985517000001|47.95893876|0.6448452960000001|-26.32173133|70.10126935|-19.11612865|0.463113582|2691.697803|398.4031618|-860.2257893999999|1402.202743|0.355154704|7.071346534|13.17102891|6103.311635|200.4681737|-485.55711339999993|29.64451905|0.028943339|-163.5167523|1334.003357|16.33715751|0.0|1.0|1.0|2.0|3.29|21.0|2.94|2.97|1.0|0.0|104.49|0.0|6.0|394.38|0.0|0.0|0.0142|4.84e-05|3.0|1.98e-08|7.8e-06|-0.06339|3917.0|4.43|3917.0|-1375.061089|-1375.028093|583.37|1014.33|316.53|316.53|441.93|0.68296|-1374.858663|0.2249|3.6767|-0.2249699999999999|0.03299607|-1374.914223|8.3|8.3
18_a20|0.0|1|0|0|0.0|0|0.0|4.727387819|-0.12050413|2|0.163548857|1.983673343|-0.5039851160000001|10.93301779|-0.054458882|1|1|-0.004071701|0.268927191|0.003282792|0.809917509|0.7602869659999999|-0.090732503|0.778639593|1|0.0108136339999999|-63.36348363|7.195302872999999|0.23863824|-42.1615378|4.787695004|82.70867776|0.8109110409999999|-41.07622672|72.31812218|-23.91074854|0.483668611|2809.844943|506.6038164|-1267.269673|1822.210286|0.1890889589999999|8.011174137000001|15.51556677|6206.896662|125.81822920000002|-843.230756|29.4862782|0.013457694|-413.7552685|1562.772745|8.954638548|1.0|1.0|1.0|2.0|3.48|27.0|5.54|2.06|2.0|0.0|125.07|0.0|5.0|419.48|0.0|0.0|0.00107|6.91e-06|3.85|9.93e-11|4.17e-08|-0.05604|5.9778|5.35|3.5355|-1352.364724|-1352.32685|703.24|1204.88|350.69|207.41|531.11|0.31154|-1352.073755|0.2011|5.3978|-0.20289|0.03787435|-1352.135304|7.4685|7.4685
13b_a5|0.0|1|0|0|0.0|1|0.0|5.209486153|0.011339656|2|-0.006314305|0.0|-0.251535058|10.94530329|-0.017963913|1|1|0.0066003869999999|-0.010368468|-0.091464693|0.6700114770000001|0.765309977|-0.0330907489999999|0.653356347|0|0.0138892369999999|-48.3067033|8.980592802|0.168442764|-31.23446039|5.806729729|46.77748445|0.654076389|-29.05440446|62.24204745|-17.04942469|0.455921715|2661.597781|537.6736515|-869.5206594|1177.571784|0.345923611|8.427551282000001|15.48959317|5678.380299|223.6695238|-562.2202871000001|26.06641209|0.021552174|-199.2474147|1329.387016|13.93534415|0.0|1.0|1.0|1.0|2.97|23.0|4.64|1.96|1.0|0.0|119.8|0.0|5.0|395.46|0.0|1.0|0.0225|3.75e-05|3.01|4.36e-09|1.72e-06|-0.05177|4.6733|4.66|4.1793|-1276.066049|-1276.030896|672.43|1138.73|296.66|265.31|503.93|0.32779|-1275.806761|0.3064|3.5881|-0.22451|0.035153|-1275.865034|6.9586|6.9586
8b_a8|0.0|1|0|0|0.0|1|1.42474537|5.4161004020000005|-0.182065125|1|0.019958073|0.0|-0.733216119|10.94650923|-0.03443232|1|1|-0.003593429|0.031896755|0.079250224|0.758899977|0.778853499|-0.0527918259999999|0.726912742|0|0.032440348|-71.23625346|19.87542051|0.441645347|-43.64473805|12.1771918|89.09854311|0.781454722|-48.85837649|84.97574547|-29.07602182|0.4835310479999999|2863.095568|342.0904577|-1424.7250689999998|1821.324722|0.218545278|7.507665421|14.53652808|6471.7604200000005|133.8974321|-872.8947609999999|37.20755791|0.022425382|-344.8810688|1823.170337|13.73949201|0.0|0.0|0.0|2.0|3.52|23.0|3.65|2.12|1.0|0.0|114.18|0.0|4.0|414.41|0.0|0.0|7.0|3.69e-05|2.76|7.33e-08|3.04e-05|-0.06114|4.5819|6.41|3.2992|-1407.0843|-1407.052256|640.35|1098.17|375.8|270.59|488.56|0.57234|-1406.829227|0.1515|5.8389|-0.19921|0.03204403|-1406.887058|5.2941|5.2941
14a_a23|0.0|0|1|1|0.0|0|3.39397765|5.351858133|-0.0246126279999999|2|0.0446402609999999|0.757767133|-0.289658385|10.31321831|-0.071842463|2|2|0.011363191|0.083206288|-0.137733142|0.72792508|0.7556436440000001|-0.123790952|0.6888154959999999|1|0.019504497|-50.79675604|12.33442989|0.081322962|-32.12331106|7.800158102999999|80.54176247|0.7807587890000001|-22.26638099|61.36268093|-21.61564087|0.462434482|2816.527785|580.9612768999999|-1015.935121|2173.7139190000003|0.219241211|7.668841725|14.2658736|6269.28943|138.6457355|-642.4662212000001|27.68542751|0.016707951|-355.0975547|1301.215093|10.56592489|1.0|0.0|1.0|1.0|3.41|26.0|3.36|3.03|2.0|1.0|120.28|0.0|5.0|411.48|0.0|0.0|0.00139|1.1e-05|3.58|3.92e-08|1.6100000000000002e-05|-0.07379|3.7119|3.47|3.7119|-1629.928331|-1629.90669|665.5|1134.02|334.02|334.02|516.58|0.6289100000000001|-1629.690316|0.3764|5.8775|-0.2238099999999999|0.0216412|-1629.748476|8.5498|8.5498
8_a1 (SB-202620)|0.0|1|0|0|0.0|0|0.0|4.727387819|-0.226277123|1|-0.0443137679999999|0.0|-0.606562911|10.94957568|0.037553634|1|1|-0.0106277489999999|-0.095271547|-0.042643966|0.674381582|0.743088715|0.063001656|0.658433571|0|0.015526845|-59.72618401|8.809217494|0.351032497|-33.88588996|4.997944864|64.70432539|0.7742395870000001|-37.88089785|70.8721358|-23.30777912|0.4564697679999999|2431.842132|368.1943149|-955.6189441|1736.664204|0.225760413|7.432247389|13.67402758|5170.286136|128.0860757|-542.1742393|30.104091200000003|0.019645498|-311.18185800000003|1234.267739|11.1459518|1.0|1.0|0.0|2.0|2.74|23.0|4.86|2.78|2.0|0.0|99.61|0.0|4.0|359.35|0.0|0.0|0.0041|1.98e-05|3.6|9.53e-09|3.42e-06|-0.0736899999999999|3.4052|5.32|3.4052|-1223.279021|-1223.117248|586.27|977.87|364.11|364.11|460.4|0.7026600000000001|-1222.9606720000002|0.5339|3.4563|-0.2105199999999999|0.16177304|-1223.014114|6.3979|6.3979
21_a4|0.0|0|0|0|0.0|1|2.026698554|5.4161004020000005|-0.014982235|1|0.019346682|0.0|-0.131928225|10.94593332|-0.104638158|1|1|0.012094249|0.030586117|-0.099702401|0.6952936|0.777866961|-0.174578783|0.674434042|0|0.020173071|-38.7880598|10.23237244|0.067853265|-19.67444009|5.190159022|66.03320922|0.7231676229999999|-14.70482428|47.69702403|-14.54552243|0.401240904|2045.488184|472.812128|-581.8208971|1584.866567|0.276832377|5.961506745|9.956436217|4277.396118|140.4174905|-295.1166014|20.11362507|0.017563978|-226.3943104|804.5450027|8.908964226|1.0|1.0|1.0|0.0|3.37|17.0|3.7|2.32|0.0|0.0|91.59|0.0|3.0|303.36|0.0|1.0|0.0403|6.51e-05|3.36|1.16e-06|0.000352|-0.02956|5.1623|3.31|4.0245|-973.5683008|-973.5481197|549.71|916.76|308.08|240.17|446.0|0.5260600000000001|-973.400097|0.1457|2.0282|-0.19588|0.020181098|-973.449892|6.9172|6.9172
6e_a40|0.0|0|0|0|0.0|1|1.75595616|6.401917197|-0.074872854|0|-0.15110197|0.744550501|-0.69771706|10.30179954|-0.205140551|2|2|-0.002992481|-0.276969278|-0.037027769|0.685858263|0.8361555479999999|-0.289988439|0.648802794|1|0.015875595|-76.50178121|10.43262695|0.25379524|-50.27304895|6.85578763|35.33106374|0.866991176|-46.34235117|84.95203628|-32.02400144|0.441911406|3075.060648|490.3675161000001|-1377.032062|3854.417113|0.133008824|6.972949117000001|12.49434084|7585.605268000001|87.40658058|-904.9148811|36.93694043|0.012858969|-482.3355765|1588.2884390000002|8.450255075|1.0|0.0|1.0|1.0|3.98|14.0|5.02|2.12|2.0|2.0|125.15|1.0|5.0|476.98|1.0|0.0|8.31e-06|2.6e-06|4.4|2.35e-05|0.0112|-0.09682|2.9549|8.35|2.9549|-2831.191706|-2831.156883|671.95|1149.77|419.59|419.59|537.07|0.67187|-2830.986514|0.3625|8.3311|-0.2164|0.03482243|-2831.048968|7.7447|7.7447
13a_a5|0.0|1|0|0|0.0|0|0.0|4.59511985|-0.033436214|2|-0.007871499|0.0|-0.328417593|10.94530369|-0.025324157|1|1|0.003196482|-0.012798693|-0.0569177229999999|0.746303189|0.8045357209999999|-0.048575318|0.720100768|0|0.016739606|-54.03141848|10.77696869|0.233249839|-34.78546088|6.938219155|39.93934134|0.598791539|-36.90128585|72.13276165|-18.01047283|0.460877309|2657.14588|493.6342317|-918.5341141|1314.232685|0.401208461|8.571729592999999|15.89940424|5628.9694|258.29825730000005|-591.3528349999999|30.07803494|0.02811638|-127.2041084|1533.979782|18.10134317|1.0|1.0|1.0|2.0|3.07|23.0|4.39|0.95|2.0|0.0|114.18|0.0|8.0|399.45|0.0|0.0|0.0675|0.000184|2.19|1.26e-09|5.02e-07|-0.05534|4.6285|3.81|4.2107|-1313.167422|-1313.126035|688.18|1160.81|294.45|267.87|567.51|0.41806|-1312.907813|0.1992|3.3414|-0.22898|0.04138695|-1312.968936|7041.0|7041.0
14w_a23|0.0|0|1|1|0.0|0|3.132012648|5.351858133|-0.109136569|2|0.045196333|0.6813799420000001|-0.330575965|10.31321817|-0.031435038|2|2|0.003906274|0.126238077|-0.206574435|0.5788469970000001|0.802520527|-0.049318182|0.558482531|1|0.022440155|-58.53311596|14.84036772|0.211928134|-38.70975831|9.814393755|90.15900589|0.743451788|-30.92760432|72.23920014|-23.66232347|0.4972095239999999|3071.908367|521.1762769999999|-1112.129203|2283.383402|0.256548212|7.833745658|15.58053709|6998.078982999999|169.6632599|-735.4854078|31.82765022|0.020725002|-322.004381|1495.89956|13.70608418|0.0|0.0|0.0|1.0|3.42|26.0|4.2|3.78|2.0|1.0|120.2|0.0|5.0|447.46|0.0|0.0|0.0009369999999999|5.41e-06|3.78|1.17e-08|5.23e-06|-0.0798|3.6632|3.97|3.6632|-1828.385903|-1828.363862|676.92|1150.31|338.46|338.46|535.54|0.6219399999999999|-1828.161957|0.3855|7.0157|-0.22824|0.02204118|-1828.222578|8.6737|8.6737
6a_a40|0.0|0|0|0|0.0|1|1.78213955|6.401917197|-0.077397672|0|-0.146542353|0.775942224|-0.68730803|10.30179985|-0.230955427|2|2|-0.001171195|-0.272320301|-0.040435852|0.682273668|0.801647855|-0.340539542|0.657059571|1|0.016399125|-73.33687786|10.24294396|0.266249007|-45.80643937|6.397774285|36.84483305|0.8678518190000001|-42.542782200000005|81.37714586|-30.69915817|0.41480944|2936.1501780000003|458.303126|-1320.063801|2536.88262|0.132148181|6.945713476|11.8691482|7059.617542|82.54016015|-824.5159087000001|35.37373259|0.012872604|-459.522754|1521.070502|8.040268001|1.0|0.0|1.0|1.0|3.99|14.0|4.38|1.62|2.0|2.0|120.14|1.0|5.0|442.53|1.0|0.0|3.47e-05|1.03e-05|3.77|8.950000000000001e-05|0.0396|-0.0926|2.9836|7.73|2.9836|-2371.579899|-2371.560378|649.48|1103.4|415.55|415.55|497.78|0.6782699999999999|-2371.3827|0.4015|6.9379|-0.21255|0.01952089|-2371.443161|7.3979|7.3979
17a_a25|0.0|0|0|0|0.0|0|1.826085128|4.727387819|-0.036457743|2|-0.017081614|2.008884939|-0.248224991|10.93106298|0.006360768|1|1|0.006423059|-0.02776212|-0.07654898|0.6741827509999999|0.748718056|0.0114970419999999|0.659740852|1|0.012665055|-56.61512986|9.033070252|0.125413071|-40.379488|6.442637379|80.30332825|0.755980502|-31.71656603|67.57985355|-21.2306737|0.468791604|2907.309477|623.7797651000001|-1188.917727|2432.071525|0.244019498|8.996672966|16.93624014|6250.571217000001|174.0415044|-847.969248|28.08362601|0.015373381|-365.1448527|1572.683056|10.96472369|1.0|1.0|1.0|1.0|3.48|27.0|4.83|2.67|2.0|0.0|131.06|0.0|7.0|433.5|0.0|0.0|0.00325|7.44e-06|3.9|1.05e-10|4.54e-08|-0.05255|5.2683|6.04|3.9347|-1391.625102|-1391.588873|747.06|1271.9|315.11|235.34|598.67|0.35172|-1391.321455|0.1735|3.4677|-0.21559|0.0362293|-1391.385492|7.6021|7.6021
11b_a50|0.0|0|1|1|0.0|1|4.071188272|5.82008293|-0.014702942|1|-0.007722567|2.114272566|-0.13377846|10.94500697|-0.133073229|2|2|0.012037198|-0.013155246|-0.277408878|0.701976536|0.800774662|-0.20645662|0.667956827|1|0.019455771|-36.43643854|10.1501574|0.068683675|-19.0090431|5.295379767|86.04123302|0.642051995|-12.12179711|47.72173991|-13.01301376|0.42907551|2286.724895|485.8716402|-546.5465781|1650.235214|0.357948005|5.697537591000001|9.979494111|4884.730303|186.7429782|-285.1356465|20.26785036|0.021631609|-148.2182458|851.2497152000001|11.28530137|0.0|0.0|1.0|0.0|3.44|20.0|3.09|2.25|0.0|0.0|99.65|0.0|2.0|327.38|0.0|1.0|0.0862|6.97e-05|2.9|1.35e-06|0.000441|-0.02817|4.6471|3.05|3.9863|-1045.98235|-1045.961211|560.06|955.4|311.03|266.8|431.63|0.53885|-1045.798634|0.0711|2.7805|-0.19501|0.02113855|-1045.849774|5.7696|5.7696
