molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SssssC|nAHRing|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|GATS1are|BIC2|MATS8d|GATS1pe|nFaHRing|FPSA3|PNSA5|PPSA3|RPSA|WNSA5|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Molecular Mass|Egan filter|BBB|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|pIC50|pIC50
12j_a30|0.0|0|0|0|0.0|2|0.0|5.351858133|-0.033312179|2|-0.02473642|0.0|-0.354848778|10.31162861|-0.075816941|1|1|0.005965451|-0.0431311459999999|-0.09353607|0.8414737059999999|0.795446883|-0.130412856|0.7991060659999999|0|0.015613498|-60.832977500000005|10.09017681|0.157800959|-39.31313154|6.520746879|0.0|0.8134611009999999|-30.8670468|69.55167701|-23.39729904|0.476658597|2784.7999170000003|544.2686362000001|-1216.65955|2258.891981|0.1865388989999999|8.067697897|15.41574553|6105.3402670000005|120.550211|-786.2626307999999|28.76265258|0.01349128|-405.1466163|1495.657934|8.71869951|1.0|0.0|0.0|1.0|4.76|17.0|4.35|3.04|2.0|0.0|132.24|0.0|5.0|412.51|0.0|0.0|0.0009119999999999|7.05e-06|4.23|9.75e-08|4.02e-05|-0.05106|5.1971|4.14|3.4788|-1615.096172|-1615.064152|695.8|1175.75|356.4|238.56|549.64|0.3087|-1614.831741|0.1516|4.6727|-0.1987799999999999|0.03201935|-1614.894278|8058.0|8058.0
6_a47|0.0|0|0|0|0.0|0|0.0|0.0|-0.1738997619999999|2|-0.14404966|1.291219116|-0.392537045|10.93671042|0.0402365489999999|0|0|-0.0094242819999999|-0.302730533|-0.04324355|0.701994505|0.786041178|0.062425042|0.672308592|1|0.009820713|-52.41283988|5.323543706000001|0.158081588|-28.411587800000003|2.885749555|0.0|0.7943908059999999|-23.54237714|60.76103606|-19.96679614|0.4059072379999999|2431.668154|456.3812788|-838.6054381|1577.98246|0.205609194|6.480620646|10.90843226|5766.962611999999|111.4552019|-454.5854048000001|25.13472712|0.0154005|-319.1626428|1055.658539|8.348196185|1.0|1.0|1.0|2.0|2.82|22.0|5.24|3.48|2.0|0.0|106.47|0.0|3.0|379.81|1.0|0.0|0.000362|1.63e-06|5.06|8.71e-10|3.310000000000001e-07|-0.05354|5.5188|4.69|3.7196|-1608.684886|-1608.652005|576.56|990.85|333.32|224.66|422.9|0.30468|-1608.50108|0.2119|3.2606|-0.20794|0.03288085|-1608.554019|7.9|7.9
21_a34|0.0|0|0|0|0.0|2|1.88614418|5.860786223|-0.091664226|1|-0.125881566|0.0|-0.7020096440000001|10.94874873|-0.009996155|1|1|0.00130996|-0.201539853|-0.407759867|0.702772307|0.740092842|-0.015568862|0.660871869|0|0.034163186|-79.03896823|22.9240533|0.323609157|-53.03643341|15.38241267|77.34839362|0.728260094|-42.9239565|95.12565978|-27.89610644|0.4688149339999999|3115.110331|453.8692584|-1422.701428|2429.6035|0.271739906|7.253455092999999|13.65523159|7048.305909000001|182.341897|-954.6558014|38.30514214|0.023973624|-306.332473|1953.562249|16.08669155|0.0|0.0|1.0|0.0|3.43|23.0|3.64|1.72|1.0|1.0|122.59|0.0|4.0|438.43|0.0|0.0|0.0138|1.94e-05|3.02|2.07e-08|9.06e-06|-0.07534|4.3011|7.78|3091.0|-1483.3359380000002|-1483.305698|698.17|1182.6|401.11|288.26|530.93|0.6893199999999999|-1483.057743|0.0002|5.3432|-0.20872|0.03023936|-1483.12009|5.4737|5.4737
41_a18|0.0|0|0|0|0.0|2|0.0|4.844187086|-0.059936864|1|-0.089781154|0.0|-0.500778516|10.9470117|0.0212700929999999|0|0|-0.002136837|-0.137860739|-0.0091068809999999|0.759941674|0.733589101|0.037097204|0.745631286|0|0.009550224|-61.10986894|6.547189171|0.2650611539999999|-41.89408289|4.488448275|93.99687836|0.903239484|-47.95199341|65.83786886|-25.62671923|0.487248278|2899.29167|503.8398786|-1588.856592|1491.296991|0.0967605159999999|8.787657952|17.13823195|6605.095612|66.33450764|-1089.246155|28.37200951|0.006896617|-552.8844577000001|1759.064589|4.727999916|1.0|1.0|1.0|3.0|4.07|18.0|3.26|2.94|2.0|1.0|141.34|0.0|6.0|452.55|0.0|0.0|0.00125|9.49e-06|3.78|4.18e-09|1.89e-06|-0.04956|3.2123|7.34|3.2123|-1454.374793|-1454.3467460000002|736.59|1294.52|385.97|385.97|576.83|0.69308|-1453.980175|482.0|2.0934|-0.1814599999999999|0.0280471999999999|-1454.045308|6433.0|6433.0
12w_a36|0.0|1|0|0|-4.750262163|2|0.0|5.351858133|-0.297354748|2|0.041058884|0.0|-0.917874106|10.96020797|-0.010726574|1|1|-0.007897954|0.115646674|-0.3344729369999999|0.647732719|0.828393514|-0.016393443|0.624142499|0|0.021104445|-79.88912835|15.15285952|0.171636756|-57.35989379|10.87965823|0.780959767|0.70536279|-44.76031023|99.51883498|-29.58856606|0.4672300679999999|3230.870697|594.7596206000001|-1597.782567|2602.5207|0.29463721|8.365472166|15.701847400000002|7418.252264|211.5476713|-1147.197876|41.94801097|0.0273396629999999|-294.8983941|2265.1925920000003|19.62970663|1.0|0.0|0.0|2.0|4.82|17.0|3.31|2.04|2.0|0.0|130.43|0.0|7.0|465.43|0.0|0.0|0.00291|8.6e-06|3.86|7.24e-08|3.37e-05|-0.05326|3.8881|4.86|3.8881|-1645.202839|-1645.169951|712.88|1198.72|318.88|318.88|552.55|0.69466|-1644.953222|0.4508|5043.0|-0.21034|0.0328886|-1645.017691|7.6383|7.6383
12l_a30|0.0|0|0|0|-4.712037416|2|0.0|5.351858133|-0.274237737|2|-0.102468864|0.0|-0.876151158|10.31162828|-0.02588969|1|1|-0.004395528|-0.300262845|-0.226973911|0.613786308|0.830875659|-0.0395239879999999|0.593245722|0|0.0154211289999999|-76.82494797|10.78883933|0.165720595|-53.74781658|7.548024079|1.697908189|0.8218150790000001|-44.29742723|88.64610824|-31.88960104|0.462727396|3306.001879|583.6736326|-1690.148855|2394.793539|0.178184921|9.258542907|17.23248653|7576.362669|124.6606826|-1182.451965|38.8038646|0.016896687|-450.2927313999999|2056.604824|11.82116027|1.0|0.0|0.0|1.0|4.72|17.0|4.43|2.82|2.0|0.0|133.96|0.0|7.0|482.48|0.0|0.0|9.63e-05|1.2e-06|5.05|6.61e-08|3.19e-05|-0.0545299999999999|5.0454|5.52|3.5245|-1988.033039|-1987.998976|729.17|1223.54|351.78|245.74|574.72|0.39486|-1987.782294|0.1574|2.5031|-0.20397|0.03406276|-1987.848331|7.2154|7.2154
2_a20 (SB-505124)|0.0|1|0|0|-0.09011519|1|0.0|5.351858133|-0.076310057|1|0.013612077|0.0|-0.498602014|10.95129567|-0.137383329|1|1|0.003789399|0.02072518|-0.229461916|0.827730504|0.725030162|-0.19681999|0.790275077|0|0.02856542|-64.55966745|15.71798823|0.230563934|-35.52365346|8.648749117000001|441.9400248|0.831919306|-25.30121848|70.87109323|-21.05206547|0.475937029|2195.369524|423.3785776|-968.3950117|1709.9571620000002|0.1680806939999999|5.952040367|11.3574908|4762.83693|92.48561162|-532.854802|25.30541763|0.011470204|-365.2740749|1164.049211|6.311425784|1.0|1.0|1.0|1.0|3.4|17.0|5.16|2.06|1.0|0.0|97.55|0.0|3.0|335.4|0.0|1.0|0.0019199999999999|1.22e-05|4.27|6.070000000000002e-08|2.03e-05|-0.03717|3.6404|4.57|3.6404|-1089.371784|-1089.358727|593.8|995.68|340.58|340.58|505.82|0.69947|-1089.147716|0.3267|2.5584|-0.18645|0.01305739|-1089.201587|6.7721|6.7721
4k_a46|0.0|0|0|0|0.173180233|1|2.145043462|5.587248657999999|-0.088084767|1|-0.104665424|0.0|-0.252970193|10.94631314|-0.1032662209999999|1|1|0.006050983|-0.158788415|0.012963356|0.78837943|0.7477594870000001|-0.141706595|0.784722915|0|0.007038271|-46.76051618|3.801175594|0.121088629|-25.25406274|2.052909907|0.0|0.8732380740000001|-26.8180173|50.48291318|-16.56101615|0.417368922|2104.876032|474.67574630000007|-794.928775|1912.936687|0.126761926|5.726809252000001|9.829220349|4685.0322320000005|68.46061366|-429.3190666|18.96506421|0.006892404|-403.1511415|910.3230822|3.722397006000001|1.0|1.0|1.0|1.0|3.8|17.0|4.26|2.84|1.0|0.0|100.96|0.0|2.0|333.43|0.0|1.0|5.0|1.4800000000000002e-05|4.05|2.48e-07|8.28e-05|-0.01712|5.4228|4.52|4.4485|-1053.433249|-1053.396715|582.84|1001.96|278.71|228.63|500.36|0.39943|-1053.196897|0.1505|4.0015|-0.20254|0.03653474|-1053.249847|7.0969|7.0969
11e_a5|0.0|1|0|0|0.0|1|0.0|5.209486153|0.038643235|2|-0.07965|0.0|-0.192538515|10.9487795|-0.010236262|1|1|0.008721244|-0.127225457|-0.147721258|0.77509232|0.775794895|-0.02059071|0.747366251|0|0.0120552589999999|-52.34653881|7.986070113999999|0.123241209|-34.67724171|5.290414418|0.0|0.72163516|-27.58835281|63.5644542|-18.69519243|0.483563144|2721.416353|580.8135016|-1046.930776|960.0428704|0.27836484|9.387474824|18.17739133|5675.693973|184.4042616|-693.5448342|25.90670947|0.016933845|-293.6467698|1450.77573|11.21791539|0.0|1.0|1.0|1.0|3.22|23.0|5.03|1.83|2.0|0.0|125.71|0.0|7.0|411.5|0.0|1.0|0.00919|1.9e-05|3.56|1.13e-09|4.64e-07|-0.03808|4.4179|2.91|4.1036|-1316.547103|-1316.512503|717.76|1220.1|302.14|280.64|571.06|0.66478|-1316.239803|0.2125|2.3124|-0.20559|0.03460011|-1316.301553|7.3979|7.3979
7_a4|0.0|0|0|0|0.0|1|2.060422336|5.4161004020000005|-0.003297033|2|-0.07290303|2.048170299|-0.076100699|10.92992954|0.04206117|1|1|0.008242591|-0.162314698|-0.094000778|0.527072036|0.8046449179999999|0.0707653759999999|0.518356619|1|0.01470626|-35.88407105|7.402610584|0.174169393|-18.06277106|3.726212114|79.08210981|0.7179916670000001|-16.47508541|44.34066533|-13.45652664|0.437317462|2286.169166|415.6938929|-538.2610657|1915.566579|0.282008333|5.512905888|9.797542165|5022.496714|141.9530115|-270.9415659|18.74189807|0.016800137|-219.4585767|749.6759227000001|8.456594282000001|1.0|1.0|1.0|0.0|3.05|21.0|4.42|2.82|0.0|0.0|95.07|0.0|2.0|330.36|0.0|1.0|0.0514|3.92e-05|3.22|3.49e-08|1.15e-05|-0.05217|4.0379|2.91|4.0379|-1089.870249|-1089.847072|538.92|915.46|307.05|307.05|365.73|0.59702|-1089705.0|0.0697|3.9832|-0.2219199999999999|0.02317758|-1089.753885|6821.0|6821.0
3m_a32|0.0|1|1|1|0.0|0|0.0|5.733341277|-0.017268778|0|-0.0370712179999999|2.175099216|-0.3082152019999999|10.31100268|-0.078038283|3|3|0.000822186|-0.065422345|-0.086806406|0.6943636479999999|0.817967125|-0.126422018|0.6672533589999999|1|0.013428623|-56.15082133|8.029854976000001|0.201976727|-33.57626169|4.801577352|0.0|0.674468222|-30.25923462|67.1606709|-16.22134838|0.4687361229999999|2588.590536|477.1904954|-729.9606772999999|2363.601309|0.325531778|7.0752395770000005|13.31775015|5724.714257|194.65681730000003|-436.4914018999999|24.05057475|0.018412178|-208.6520032|1082.275864|11.00984957|1.0|0.0|1.0|1.0|3.51|19.0|7.02|1.74|2.0|0.0|110.36|0.0|3.0|394.51|0.0|0.0|0.000449|1.39e-05|3.57|4.190000000000001e-08|1.65e-05|-0.05731|3.5749|5.1|3.5749|-1863.502681|-1863.46877|641.52|1073.31|346.82|346.82|484.34|0.7026600000000001|-1863.279862|0.2952|5082.0|-0.2056599999999999|0.0339106999999999|-1863.337677|7.6383|7.6383
6b_a31|0.0|1|0|0|0.0|1|0.0|5.733341277|-0.178758575|0|0.11647286|0.0|-0.787472195|10.31169819|-0.053655833|2|2|-0.008439437|0.1978523089999999|-0.004825446|0.838789705|0.78240875|-0.084489161|0.795570315|0|0.032992761|-78.37648097|20.12924648|0.372146926|-47.81835367|12.28107483|101.4993391|0.7459204140000001|-44.96993859|93.1058799|-27.86719323|0.4807018779999999|2776.92804|383.0600707|-1254.023695|2063.736075|0.254079586|7.513612533|14.46878435|6099.567787|155.0167518|-765.0936586|37.35947255|0.024142162|-300.0775025|1681.1762649999998|14.72939894|1.0|1.0|1.0|2.0|3.55|22.0|5.19|1.36|1.0|0.0|109.69|0.0|4.0|404.44|0.0|0.0|0.000947|2.18e-05|3.2|4.67e-08|1.89e-05|-0.05835|3.2949|4.61|3.2949|-1652.671944|-1652.635711|637.06|1077.19|376.29|376.29|492.36|0.7013199999999999|-1652.44739|0.4967|5.9085|-0.1918|0.03623358|-1652.505041|7.2676|7.2676
12aw_a36|0.0|1|0|0|0.0|2|0.0|5.351858133|-0.115864198|2|0.066435701|0.0|-0.4478724979999999|10.96021804|-0.034663063|1|1|-0.004358975|0.169961228|-0.250781298|0.653741315|0.836170906|-0.056676035|0.632625562|0|0.023038651|-73.52224315|14.76755422|0.2938251289999999|-47.12705211|9.4658605|1.343623915|0.749052287|-36.36860892|87.37742985|-26.46800754|0.47322369|2901.451841|452.6513136|-1323.400377|2380.579051|0.250947713|7.545677222999999|14.32425315|6370.06138|160.8550748|-848.2869380000001|35.33532702|0.02161528|-319.2802512|1766.7663510000002|13.8551867|1.0|0.0|0.0|2.0|4.73|17.0|3.55|2.78|1.0|0.0|123.67|0.0|5.0|417.41|0.0|1.0|0.0424|4.81e-05|2.88|7.599999999999999e-08|3.17e-05|-0.05513|5.2313|3.66|3.8763|-1431.404673|-1431.373326|666.09|1120.43|319.85|237.0|507.71|0.38905|-1431.180191|0.3892|4.8181|-0.21201|0.03134789|-1431.239759|8.0458|8.0458
21a_a23|0.0|0|1|1|0.0|0|3.43622302|5.4161004020000005|-0.038876045|2|0.071115216|0.773970837|-0.3082571839999999|10.31321782|-0.083864151|2|2|0.01180744|0.130024255|-0.136106024|0.725800261|0.7367638240000001|-0.137122549|0.6906097959999999|1|0.011564247|-54.35891011|7.634348008|0.073461531|-35.88602363|5.039953753|82.08958626|0.842121383|-22.45408125|61.73864319|-22.83074225|0.492301762|2880.257677|611.67123|-1141.537112|2272.736256|0.157878617|7.950891003|15.66066298|6464.524241|104.2264415|-753.6064963|27.11098744|0.011178565|-451.7153132|1355.5493720000002|7.379733085|0.0|0.0|1.0|1.0|3.53|26.0|3.88|3.24|2.0|1.0|125.25|0.0|5.0|425.51|0.0|0.0|0.000552|5.29e-06|3.98|1.65e-08|7.03e-06|-0.07243|3.6993|3.75|3.6993|-1669.250866|-1669.23053|701.01|1189.63|335.16|335.16|558.61|0.60824|-1668.989671|0.3692|5.3733|-0.2226699999999999|0.0203361|-1669.0502720000002|6.9914|6.9914
1a_a18 (SB-431542)|0.0|1|0|0|0.0|1|0.0|5.351858133|-0.175408303|1|0.1008839219999999|0.0|-0.766207981|10.94959842|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.033765606|0.838928085|0.7462411859999999|-0.083341531|0.795744863|0|0.033020439|-72.69619778|19.58668728|0.405958714|-43.12110169|11.61820782|105.3125675|0.7531996609999999|-44.47680367|87.15852628|-27.46300805|0.472443977|2678.82389|352.3666367|-1235.8353619999998|1890.195809|0.2468003389999999|7.52384981|14.26170773|5748.422847|146.3942108|-733.0587287000001|36.46179023|0.02438148|-300.3801761|1640.78056|14.4623285|1.0|1.0|1.0|2.0|3.25|23.0|4.04|1.54|1.0|0.0|106.85|0.0|4.0|384.39|0.0|0.0|0.0116|5.660000000000001e-05|2.7|2.03e-08|7.81e-06|-0.05971|3.8208|4.57|3295.0|-1292.588031|-1292.553086|620.23|1048.7|376.27|324.5|464.08|0.55409|-1292.358966|0.3347|5.9926|-193.0|0.03494548|-1292.414518|6.9031|6.9031
47g_a18|0.0|0|0|0|0.0|1|0.0|4.844187086|-0.034211867|0|-0.048472184|0.0|-0.477030713|10.94702253|-0.008224928|0|0|0.00531392|-0.071877686|-0.3927204379999999|0.765824398|0.750610215|-0.014370598|0.745431271|0|0.013404131|-72.53379954|11.37505183|0.165575846|-61.55384106|9.653129118|47.07867403|0.731870777|-46.97287277|86.33162323|-24.79003275|0.4913566339999999|3367.0578530000003|708.1114197|-1958.412588|2268.439188|0.268129223|10.33698377|20.32265524|7870.887027|227.5405903|-1661.953709|33.87214455|0.016259076|-393.5416883|2675.8994190000003|13.79782369|1.0|1.0|1.0|2.0|4.87|18.0|3.22|2.79|3.0|2.0|164.47|1.0|13.0|541.68|0.0|0.0|0.000421|3.01e-06|4.52|6.04e-10|3.27e-07|-0.04413|3.0965|8.13|3.0965|-1743.375845|-1743.346243|905.71|1604.37|400.4|400.4|874.26|0.69828|-1742.7686640000002|0.5955|4966.0|-0.17202|0.02960182|-1742.847918|8.0458|8.0458
7_a3|0.0|0|0|0|0.0|0|0.0|4.727387819|-0.106234254|2|-0.047419994|1.989724777|-0.327648836|10.3116226|0.030246987|1|1|-0.006696449|-0.084462575|0.036673175|0.881253042|0.790667152|0.0507482109999999|0.773152968|1|0.009708941|-47.72824381|4.804535747|0.217705402|-23.61864737|2.377557323|76.07607751|0.7992146109999999|-25.32764885|55.15105143|-18.2490344|0.3987206729999999|2196.07224|387.1238241|-620.4671695000001|1952.029549|0.2007853889999999|5.198046584|8.644978051|5055.700186|99.36002106|-307.0424158|22.83370969|0.0149999089999999|-296.13678660000005|776.3461295|7.422807617|1.0|1.0|1.0|1.0|3.02|21.0|4.96|2.11|1.0|0.0|95.5|0.0|2.0|338.81|0.0|0.0|0.00124|1.34e-05|3.79|3.28e-08|1.11e-05|-0.0640299999999999|5.8849|3.09|3.4435|-1731.7341420000002|-1731.703107|522.73|883.88|360.06|210.68|362.61|0.3456|-1731.602893|0.1262|3.1299|-0.21219|0.03103579|-1731.651178|5.9901|5.9901
11_a4|0.0|0|0|0|0.0|1|2.159635561|5.4161004020000005|0.032861655|2|-0.017835936|2.216390726|-0.056016567|10.33765061|-0.0043410079999999|1|1|0.010782511|-0.030003079|-0.046906237|0.6575743310000001|0.820318166|-0.007574475|0.647727179|1|0.009336075|-37.74083422|5.395547437|0.069886591|-21.81135655|3.118219598|59.55648883|0.7560913159999999|-18.12338426|44.63993001|-13.65094004|0.480360734|2452.527871|537.5354202000001|-641.5941818|1640.559148|0.243908684|6.850305797000001|13.18281017|5425.1341090000005|140.96082869999998|-370.7930613|18.0546182|0.011937709|-296.0029432|848.5670554999999|6.89909579|1.0|1.0|1.0|0.0|3.31|21.0|4.97|3.15|2.0|0.0|111.64|0.0|4.0|372.49|0.0|0.0|0.00271|1.06e-05|3.99|8.89e-09|3.31e-06|-0.05582|4907.0|3.2|3.78|-1467.463842|-1467.440475|630.04|1071.03|328.0|252.67|479.99|0.4444|-1467.20045|0.0403|4187.0|-0.2146699999999999|0.02336674|-1467.255521|6.9586|6.9586
1_a3|0.0|0|0|0|0.0|1|0.0|4.727387819|-0.073036903|2|-0.004409693|2.194605012|-0.248199745|10.33805862|0.032569462|0|0|-0.005006707|-0.007705076|0.08803837|1.005427002|0.7905285390000001|0.057919092|0.943582278|1|0.008036786|-42.54530997|3.693677623|0.2237487219999999|-19.55367089|1.697600903|0.0|0.7920857179999999|-20.88467272|49.05980305|-15.67458788|0.4490711529999999|2012.9704|356.76228530000003|-595.6343396000001|1162.737831|0.207914282|4.984064981|9.046658216|4510.611026|95.55665364|-273.7513925|19.78900457|0.014174378|-268.4830832|751.9821735|6.514493077999999|1.0|1.0|1.0|1.0|3.83|16.0|2.28|1.52|0.0|0.0|91.52|0.0|2.0|306.38|0.0|0.0|261.0|0.000503|1.83|1.69e-06|0.000518|-53.0|5.8805|2.08|3.8645|-1273.316428|-1273.290432|496.09|845.2|320.83|210.84|316.61|0.30619|-1273.1763970000002|0.0096|2.2332|-0.21886|0.02599563|-1273.22339|6.1403|6.1403
14a_a3|0.0|0|0|0|0.0|0|0.0|4.727387819|-0.1160619169999999|3|-0.143740653|1.772745969|-0.363198151|10.3116301|-0.172643335|1|1|-0.004161699|-0.267665193|-0.094863591|0.882394075|0.7574238740000001|-0.287221775|0.8255789570000001|1|0.0140376889999999|-46.53709886|6.904918591|0.209105063|-22.89086827|3.396421044|83.70773843|0.7608768779999999|-22.1944701|55.84414456|-18.09776067|0.481997259|2160.698862|389.0288018|-651.519384|1186.412113|0.239123122|5.308770254|10.24853699|4716.423352000001|117.6209094|-320.4721558|23.78539971|0.0189212089999999|-256.6424807|856.2743893999999|9.307045698|0.0|1.0|1.0|1.0|3.27|21.0|4.28|1.04|0.0|0.0|93.25|0.0|2.0|319.38|0.0|0.0|0.0113|0.000103|2.58|1.28e-07|4.08e-05|-0.06736|3.2363|2.44|3.2363|-1327.513792|-1327.485188|528.91|822.33|383.1|383.1|373.85|0.69708|-1327.354384|0.4524|3.5358|-0.19946|0.02860456|-1327.403067|7.5229|7.5229
13_a1|0.0|1|0|0|0.0|1|0.0|5.351858133|-0.144782061|1|0.1129747169999999|0.0|-0.597786194|10.94989555|-0.084271845|1|1|-0.005924486|0.1769162319999999|-0.120034915|0.87703849|0.76714213|-0.150485437|0.833702788|0|0.033737733|-62.04288975|19.62059449|0.320539533|-36.08180773|11.41059871|528.3795274|0.7082629840000001|-37.76773325|77.55889436|-23.43842502|0.477212829|2555.623166|395.1486144|-1054.729126|1786.445642|0.291737016|7.493979856|14.33466671|5456.353212|169.6632599|-613.3907313999999|33.09282789|0.026679865|-242.2358135|1489.177255|15.51600461|1.0|1.0|1.0|2.0|3.35|23.0|4.75|1.74|1.0|0.0|104.88|0.0|4.0|371.39|0.0|0.0|0.0192|4.58e-05|2.94|1.14e-08|4.24e-06|-0.04962|4.0783|3.17|3.4483|-1238.395767|-1238.367298|613.52|1035.04|359.55|304.01|472.52|0.65363|-1238.174491|0.3535|2.7595|-0.18883|0.0284695999999999|-1238.22919|6585.0|6585.0
14_a4|0.0|0|0|0|0.0|1|1.947126795|5.4161004020000005|-0.04986736|1|-0.0135414919999999|0.0|-0.069682036|10.94612798|0.117232935|1|1|0.008943549|-0.031578333|-0.039321879|0.507307223|0.77505994|0.204594017|0.500893739|0|0.013047382|-32.31961528|5.933038407000001|0.148961754|-14.69670456|2.697931638|85.72299913|0.768457211|-13.60128622|39.49511556|-13.71135194|0.40126838|1911.448021|386.9927769|-452.4746139|1378.961008|0.231542789|5.304461808|8.859498364|3944.638539|105.2894945|-205.7538638|17.84270058|0.015779688|-244.1511936|588.8091192|7.175500282000001|1.0|0.0|0.0|0.0|3.14|17.0|3.59|2.82|0.0|0.0|80.09|0.0|2.0|277.3|0.0|1.0|0.11|0.000106|3.09|1.95e-06|0.000539|-0.03639|4.5233|3.22|4.2312|-918.9507745|-918.9304744|475.32|794.51|293.02|274.1|353.16|0.53298|-918.851356|0.1067|2.3797|-0.2102|0.020300099|-918.896242|5.8794|5.8794
12i_a36|0.0|1|0|0|-4.787087299|2|0.0|5.351858133|-0.29543904|2|0.048138468|0.0|-0.929568494|10.96020192|-0.009876543|1|1|-0.007897954|0.135587069|-0.3344729369999999|0.647732719|0.820041835|-0.01509434|0.624142499|0|0.01973953|-75.66036485|12.71877085|0.169035768|-48.75024044|8.195085212|0.52902639|0.7691298590000001|-35.3196406|90.11282843|-29.42347522|0.460246812|3231.030388|535.4151566|-1588.867662|2351.232652|0.230870141|7.549683919|13.98728916|7707.634338|148.7565508|-1023.755049|38.2555363|0.022430221|-346.8168661|2065.79896|14.45246358|1.0|0.0|0.0|2.0|4.8|17.0|3.31|2.04|2.0|0.0|130.43|0.0|7.0|465.43|0.0|0.0|0.00291|8.6e-06|3.86|7.24e-08|3.37e-05|-0.05065|5.2297|4.86|3.7496|-1645.2030949999998|-1645.171438|666.79|1172.5|330.66|237.08|504.47|0.34255|-1644.954647|0.1516|5.1836|-0.20475|0.03165678|-1645.017702|7.9208|7.9208
31_a47|0.0|0|1|1|0.0|0|1.441825189|4.727387819|-0.171198936|2|-0.086842911|1.198626524|-0.417294247|10.9497221|0.001073537|1|1|-0.006265667|-0.188419195|-0.076351692|0.677766155|0.856640117|0.001622323|0.6463892179999999|1|0.021401336|-65.56344002|13.27533898|0.303979962|-40.66927863|8.234748813|81.01707367|0.70664003|-41.22978713|80.58054906|-23.31144534|0.4741051329999999|2689.159869|431.7441681|-1049.01504|1322.82831|0.29335997|8.214180216|15.6194341|6019.5391740000005|181.972428|-650.7084581|32.98913783|0.024209265|-256.3593656|1484.511202|15.01710904|1.0|1.0|1.0|2.0|3.18|21.0|3.23|2.0|1.0|0.0|109.21|0.0|5.0|410.83|0.0|0.0|0.0105|4.03e-05|2.86|2.42e-08|9.95e-06|-0.0532|3.9744|4.2|3.6369|-1735.435432|-1735.400941|642.11|1079.4|340.91|311.96|508.69|0.68276|-1735.225703|83.0|6.4248|-0.20463|0.03449081|-1735.284957|7.8|7.8
6e_a31|0.0|1|0|0|0.0|1|0.0|5.733341277|-0.178758575|0|0.132664341|0.0|-0.784597028|10.31165994|-0.0462850729999999|2|2|-0.008439437|0.225356759|-0.004825446|0.838789705|0.78240875|-0.072882794|0.795570315|0|0.032627586|-79.81721349|19.89514173|0.376659006|-48.66969791|12.13134981|99.0823033|0.7604979040000001|-45.72760428|93.68572477|-28.37945369|0.4782688439999999|2776.836977|380.0911673|-1277.075416|2188.417358|0.239502096|7.513687859|14.40145519|6053.812282|146.03985980000002|-778.7151665|37.31693873|0.022744048|-317.6847132|1679.262243|13.86851128|1.0|1.0|1.0|2.0|3.55|22.0|5.19|1.36|1.0|0.0|109.69|0.0|4.0|404.44|0.0|0.0|0.000947|2.18e-05|3.2|4.67e-08|1.89e-05|-0.05426|3.3083|4.31|3.3083|-1652.669408|-1652.63264|634.34|1077.48|374.76|374.76|490.75|0.70391|-1652.445002|0.5103|5.8193|-0.18844|0.03676794|-1652.503557|6.4318|6.4318
