molecula|SddssS|NaaNH|SaaNH|SssssC|SRW09|BCUTs-1|SaasN|MATS2c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|ATSC1c|AATSC1are|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|GATS1pe|FNSA3|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|DPSA3|PNSA2|GeomRadius|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA2|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Leadlikeness|Brenk|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50|pIC50
12f_a31|0.0|1|3.4780522210000004|0.0|7.765993078999999|0.6101347579999999|0.0|0.034876922|5.733341277|-0.033056721|0|0.03703252|0.043286807|0.0|-0.698273995|-0.00150321|10.31169747|2|0.000889251|-0.130400541|-0.205011573|-0.551471017|0|0.805862937|-0.029803241|0.7730604259999999|-0.097676974|-0.118239376|0.262896936|0.027617942|-82.48950216|19.26761061|159.84734269999998|-0.0337826789999999|-57.54866283|13.44201623|0.686882955|-1.891830012|-47.54067074|97.53070764|-23.56842919|87.41178754|-1319.832035|9.859605078|0.932987917|218.4455813|-920.7786053|34.31214739|0.021559868|1921.480254|1.0|1.0|2.0|3.86|0.41|16.0|-8.02|6.43|3.0|0.0|0.0|10.0|-5.98|426.53|0.0|4.01|1.05e-06|2.37e-05|0.0101|3.82|0.0|9.53e-09|4.06e-06|3.8305|3.8305|-1696.785527|1258.6|0.2664|323.68|665.22|0.7006600000000001|-1696.466804|0.2664|-0.15894|1.8803|-0.19211|3.3538|0.13|6.8861|6.8861
12bf_a36|0.0|1|3.31325137|0.0|7.412764017000001|1.297043948|0.0|-0.024689509|5.351858133|-0.119979424|2|0.044197531|0.140577067|0.0|-0.4497470879999999|-0.006877664|10.96022305|1|-0.004358975|-0.098027247|-0.250781298|-0.433281391|1|0.653741315|-0.033696875|0.632625562|-0.090461753|-0.110255801|0.356652646|0.0217611939999999|-71.01192632|14.01562806|87.14111344|-0.037486972|-45.73631152|9.026978489|0.7054709690000001|-1.874348624|-37.52534442|86.28460578|-24.14405495|72.27889645|-1207.2027480000002|7.546900716000001|0.904134124|189.6959033|-777.5172959|34.22402339|0.02371294|1711.2011699999998|0.0|0.0|2.0|4.72|0.14|17.0|-7.12|3.55|1.0|0.0|0.0|5.0|-3.99|417.41|0.0|2.44|0.000102|4.81e-05|0.0201|2.88|0.0|7.599999999999999e-08|3.17e-05|5.2319|3874.0|-1431.413697|1120.94|0.4518|236.98|517.66|0.69292|-1431.187555|0.4006|-0.15677|5.4787|-0.2139|7.5932|6.0|8.2218|8.2218
12b_a50|0.0|0|0.0|0.0|7.927685046000001|1.397986833|4.058595679|-0.19841119|5.82008293|-0.0016330379999999|1|0.034845679|-0.08032584|2.112397566|-0.125985651|0.01164808|10.94501743|2|0.011790103|-0.168032508|-0.291865836|-0.246831987|1|0.699597776|-0.189976035|0.660148928|-0.045602469|-0.066155918|0.24516882|0.0214891|-33.25880166|10.80329197|8.07905572|-0.0237482779999999|-16.72031641|5.43117764|0.5731907470000001|-0.926182858|-11.52561607|47.12729492|-11.93905701|33.72918462|-465.6232233|5.7232816060000005|0.756824707|214.5713436|-234.0844297|20.82911679|0.027586169|812.3355548|1.0|1.0|0.0|3.31|0.11|20.0|-5.49|2.59|0.0|0.0|0.0|2.0|-3.16|313.36|0.0|2.59|0.000685|0.000144|45.0|2.5|0.0|3.22e-06|0.00101|4.7089|3.9305|-1006.664619|909.8|0.2425|263.3|401.64|0.6581|-1006.501585|0.0777|-0.16451|4.0567|-0.19425|5.6617|4.74|5.3242|5.3242
12q_a36|0.0|1|3.453150038|0.0|7.412764017000001|1.29701394|0.0|-0.0543475329999999|5.351858133|-0.043678703|2|0.042804233|0.068040097|0.0|-0.410984299|0.0005016269999999|10.9598352|1|0.0010871589999999|-0.103922055|-0.177407665|-0.441747876|1|0.8941919290000001|-0.074349074|0.8065052890000001|-0.07607684|-0.1060430969999999|0.324924033|0.018562763|-68.5549152|12.00048565|82.68142965|-0.038175515|-44.31949385|7.758093617|0.768692389|-1.908775752|-31.79544084|80.15866795|-24.67976947|61.18276554|-1233.988474|7.546533709|0.947876484|149.536123|-797.7508892000001|32.10617123|0.017949083|1605.308562|0.0|0.0|2.0|4.74|0.14|17.0|-7.18|3.35|1.0|0.0|0.0|5.0|-4.44|415.88|0.0|2.34|3.64e-05|2.55e-05|0.0106|3.31|0.0|6.65e-08|2.77e-05|5.2375|3.8653|-1692.544456|1148.35|0.4239|236.72|531.58|0.6863199999999999|-1692.3116350000005|0.3419|-0.1566|4.6718|-0.2126199999999999|6.4226|6.0|8.2218|8.2218
9b_a31|0.0|1|3.338934004|0.0|7.765993078999999|0.610136326|0.0|0.010411229|5.733341277|-0.070525429|0|0.03995614|-0.045938305|0.0|-0.706953442|-0.0050444109999999|10.31169871|2|-0.001981487|-0.143280211|-0.2345186269999999|-0.554573699|0|0.811212624|-0.154083843|0.77051712|-0.103937658|-0.131125311|0.241728566|0.034595809|-80.40427495|21.21368453|152.8702381|-0.039058603|-49.30281875|13.00794571|0.689175183|-1.835754351|-39.08032306|95.78862992|-23.95020956|84.94685678|-1125.659849|8.097516252|0.88518099|190.5935925|-690.2394625|34.75199071|0.025089192|1633.343563|1.0|1.0|2.0|3.58|0.32|16.0|-6.84|5.26|1.0|0.0|0.0|7.0|-4.76|384.45|0.0|3.0|1.76e-05|0.000137|0.0527|2.64|0.0|1.44e-07|5.520000000000001e-05|5.5119|3.8435|-1578.839267|1091.21|0.2732|224.94|562.68|0.70102|-1578.604164|0.2627|-0.15907|5.2851|-0.2013599999999999|6.8028|63.0|7.2007|7.2007
12ab_a30|0.0|0|0.0|0.0|7.412764017000001|0.604983638|0.0|-0.026189286|5.351858133|-0.030346359|2|0.043854875|0.018023992|0.0|-0.520212725|0.003529389|10.31162784|1|0.005111479|-0.12254489|-0.207153446|-0.384942092|1|0.8397577820000001|0.026596859|0.794193541|-0.082740301|-0.1008879709999999|0.4605456229999999|0.031588146|-71.0035788|22.23130678|119.79740259999998|-0.031859359|-49.97135112|15.64609074|0.603952976|-1.815983471|-40.9825333|92.49334877|-22.42218278|80.46280277|-1278.064418|8.44310703|0.856003642|278.7324985|-899.4843201|37.1257096|0.030534507|2116.165447|0.0|1.0|1.0|4.87|0.21|17.0|-6.83|3.94|2.0|0.0|0.0|7.0|-5.61|458.54|0.0|2.52|2.47e-06|9.94e-06|0.00456|3.81|0.0|1.47e-07|6.720000000000001e-05|4.8018|3.4919|-1804.824495|1275.19|0.1957|258.2|613.7|0.68324|-1804.523449|0.1511|-0.14772|6.9089|-0.19672|7.4968|17.0|7.7825|7.7825
3c_a12|0.0|0|0.0|0.0|6.555356892000001|0.610140703|0.0|0.06235058|4.59511985|-0.058516436|2|0.039605735|-0.14679559|0.0|-0.379362977|-0.003879878|10.3117069|1|-0.001825446|-0.116098308|-0.211367878|-0.545592465|1|0.923855679|-0.10295082|0.859899236|-0.071719601|-0.099327724|0.242114395|0.013219706|-50.25579322|6.688634392000001|73.9854678|-0.033980537|-25.42738988|3.384177297|0.7055242159999999|-1.291260406|-18.35985151|61.16334136|-17.19277136|42.97583906|-653.3253118|6.231995392999999|0.746291708|148.9927848|-330.5560685|24.36878988|0.02155815|926.0140155|1.0|1.0|1.0|3.94|0.12|17.0|-6.78|4.01|0.0|0.0|0.0|3.0|-4.22|319.38|0.0|2.76|6.06e-05|9.940000000000002e-05|0.0318|2.91|0.0|1.67e-07|5.3200000000000006e-05|3.9848|3.5862|-1327.498519|894.36|0.4687|311.14|399.38|0.68067|-1327.351991|0.1193|-0.14572|1.6035|-0.22035|2.3061|0.02|7699.0|7699.0
47r_a18|0.0|0|0.0|0.0|7.03438793|0.403924645|0.0|0.029358241|4.844187086|-0.216996268|0|0.035706215|0.041686585|0.0|-0.40455848|-0.005176133|10.35082951|0|-0.0001597829999999|-0.233665901|-0.362261236|-0.360670551|0|0.806477847|-0.048143486|0.7554975009999999|-0.083915825|-0.087091542|0.26560995|0.0155038689999999|-65.12700692|11.59378448|13.30156885|-0.031669652|-48.70193962|8.669825595|0.688074851|-2.090197013|-46.92606587|81.99788849|-23.68254797|74.34599189|-1563.048166|9.819988422|0.976088187|233.2574532|-1168.846551|34.41856352|0.0225607039999999|2271.625192|1.0|1.0|2.0|4.55|0.22|18.0|-7.46|0.43|3.0|1.0|0.0|9.0|-6.65|504.6|0.0|2.2|2.26e-07|2.31e-06|0.00117|4.59|0.0|3.48e-08|1.76e-05|3.1705|3.1705|-1964.841529|1387.23|0.6007|391.06|729.75|0.69545|-1964.443758|0.6007|-0.13021|2.3873|-0.18249|3.2001|231.0|6.6364|6.6364
5a_a49|0.0|0|0.0|0.0|7.853604813|1.343848751|2.111324504|0.079751437|5.777652323|0.007039248|2|0.034466231|-0.072902329|1.878067786|-0.493952547|0.007647515|10.92976459|1|0.008623164|-0.158356406|-0.26176436|-0.51958118|2|0.66494289|0.127914587|0.632463498|-0.072109357|-0.0787216|0.6254267029999999|0.028578361|-46.04810561|16.71687776|124.92862240000002|-0.027311576|-26.93578408|9.77851757|0.6069287529999999|-1.338267206|-24.67330519|61.89135559|-15.97587337|58.89715956|-782.8177953|6.0732145310000005|0.962527525|229.9265537|-457.9083293000001|26.32248561|0.0270848489999999|1289.801795|0.0|1.0|0.0|3.37|0.22|21.0|-6.92|3.3|1.0|0.0|0.0|3.0|-3.84|397.43|0.0|2.93|0.000146|5.09e-05|0.0202|2.65|0.0|1.1900000000000001e-07|4.72e-05|5.2443|3.9219|-1311.995327|1082.25|795.0|236.42|443.78|0.66225|-1311.743648|0.0529|-0.16176|5.6104|-0.21238|7.0102|43.0|7.3665|7.3665
14b_a25|0.0|0|0.0|0.0|6.842683282|1.420015222|1.616664856|-0.091382738|4.727387819|-0.0166120069999999|2|0.038137255|0.001683506|1.929508048|-0.273813082|0.004725325|10.93106299|1|0.004892038|-0.043923908|-0.074541111|-0.3691494039999999|2|0.6524261960000001|0.001715854|0.632638761|-0.076156512|-0.084160084|0.329662946|0.016003559|-58.29440389|11.08504021|112.49583529999998|-0.032728922|-40.37825712|7.678174472999999|0.772789587|-1.767361771|-36.53830946|69.2012501|-22.67004596|63.83568179|-1224.182482|8.690235527|0.963240883|157.3797801|-847.9433995999999|29.33534086|0.015746299|1584.108407|1.0|1.0|1.0|3.51|0.07|27.0|-9.65|4.48|2.0|0.0|0.0|6.0|-5.6|444.49|0.0|3.63|2.49e-06|5.86e-06|0.00261|3.88|0.0|2.23e-10|9.93e-08|5.4239|4069.0|-1444.544749|1257.11|0.3614|228.59|603.27|0.64983|-1444.266358|0.0006|-0.16309|2.7037|-0.22149|3.2784|22.0|7.6576|7.6576
12au_a36|-3.3109381210000004|1|3.422314661|0.0|7.412764017000001|0.2992539489999999|0.0|0.074839187|5.351858133|-0.351827031|2|0.044036281|0.075815782|0.0|-0.613616984|-0.006862238|10.31810353|1|-0.001160331|-0.15024383|-0.261631709|-0.515924985|1|0.8183043390000001|-0.058671909|0.750657639|-0.090166553|-0.110305773|0.284342092|0.021569487|-79.35600767|15.51748637|102.3999102|-0.038036474|-57.09017539|11.16356587|0.7160586109999999|-2.206115469|-46.66686194|95.91776213|-27.36414058|80.38496714|-1587.1201529999998|8.963940512999999|0.97188557|204.2726719|-1141.803508|38.21494522|0.023021031|2216.466823|0.0|0.0|3.0|5.0|0.17|17.0|-6.87|1.28|1.0|0.0|0.0|7.0|-3.85|474.54|0.0|1.18|0.0001409999999999|0.0001889999999999|0.0897|1.64|0.0|1.36e-07|6.45e-05|5.1307|3.7105|-1876.207937|1283.4|809.0|241.65|618.65|0.70395|-1875.89525|0.0158|-0.15162|6.1367|-0.2087099999999999|8.0814|47.0|7.3279|7.3279
11c_a5|0.0|1|2.930680267|0.0|6.605297921|1.427567332|0.0|-0.2117133739999999|4.59511985|-0.050049777|2|0.027388889|-0.0859098|0.0|-0.224938556|0.005090155|10.94877953|1|0.005383056|-0.011677718|-0.018887528|-0.269653478|2|0.679183645|-0.044126759|0.658307423|-0.078909483|-0.0873419269999999|0.389427402|0.01785211|-53.12487972|10.85837291|31.61751609|-0.0322785379999999|-32.31269264|6.604499968|0.707039635|-1.484812761|-29.19305715|66.02857181|-19.63310772|58.854300300000006|-903.1229552|8.88462927|0.811648325|178.1902995|-549.3157749|27.76804404|0.021214793|1277.330026|1.0|1.0|1.0|2.96|0.09|23.0|-8.47|4.79|1.0|0.0|0.0|6.0|-4.13|370.4|0.0|3.0|7.38e-05|7.950000000000001e-05|0.0294|2.78|0.0|3.4000000000000003e-09|1.26e-06|4.5035|4.2087|-1218.492067|1071.71|0.5327|275.3|512.32|0.6267699999999999|-1218.278135|0.2186|-0.1713299999999999|2.5278|-0.21448|3.3827|25.0|7.6021|7.6021
12k_a30|0.0|0|0.0|0.0|7.412764017000001|0.604984231|0.0|-0.001755273|5.351858133|-0.029595542|2|0.042739018|-0.13882907|0.0|-0.44562817|0.0043261129999999|10.31162844|1|0.0053380919999999|-0.089279071|-0.154412059|-0.4186541|1|0.838579475|-0.067714819|0.7933543279999999|-0.079026221|-0.098188266|0.340031035|0.024177669|-65.04897323|16.01752015|106.8195439|-0.035199567|-43.09444587|10.61148425|0.7081361979999999|-1.865577056|-34.68429919|80.03127603|-23.31944323|68.37178540000001|-1235.930491|8.416930701|0.893775698|193.3575303|-818.7944715|32.93073182|0.0226150579999999|1745.328787|0.0|1.0|1.0|4.72|0.17|17.0|-6.74|3.89|2.0|0.0|0.0|6.0|-5.44|428.51|0.0|2.57|3.59e-06|1.19e-05|0.0050799999999999|3.84|0.0|1.84e-07|7.87e-05|5.1958|3.4715|-1690.302721|1200.31|0.2257|238.62|564.62|0.6864899999999999|-1690.031103|0.1512|-0.14743|4.9516|-0.19798|5.0736|24.0|7.6144|7.6144
47p_a18|0.0|0|0.0|0.0|7.03438793|1.25117677|0.0|-0.001819106|4.844187086|-0.04760181|0|0.037575758|0.025217016|0.0|-0.3775970529999999|0.00235332|10.94701988|0|0.003537135|-0.1736074389999999|-0.261349889|-0.441700685|0|0.72025564|-0.082977829|0.710266593|-0.06909945|-0.082580968|0.278332428|0.007989903|-61.12351185|5.913843751|10.25627035|-0.030813794|-45.24146169|4.377217987|0.818459442|-2.0645242|-37.85569728|69.19354871|-22.80728054|57.05881288|-1528.087796|9.923659881|0.956223901|134.3699001|-1131.036542|27.86610962|0.01090303|1867.029344|1.0|1.0|2.0|4.29|0.28|18.0|-9.03|3.65|3.0|1.0|0.0|9.0|-5.67|468.59|0.0|2.9|2.13e-06|5.34e-06|0.0025|4.35|0.0|9.35e-10|4.38e-07|3.2036|3.2036|-1493.759811|1391.71|595.0|387.01|732.84|0.6937800000000001|-1493.338659|595.0|-0.13118|3.6452|-0.18746|4.6652|64.0|7.1938|7.1938
14_a15|0.0|0|0.0|0.0|0.0|1.43568901|0.0|-0.058775738|0.0|-0.0455566929999999|2|0.037073171|-0.033982971|0.0|-0.374014235|0.001740635|10.9597359|0|0.0034254209999999|-0.120626133|-0.184255041|-0.3848940629999999|2|0.8310685940000001|-0.028227917|0.7933685340000001|-0.063809873|-0.0917424269999999|0.7461324029999999|0.014672137|-58.79722871|9.403293601|92.51564418|-0.032888795|-37.68282812|6.026520371|0.770309725|-1.743106111|-26.20964538|68.59458198|-21.0782518|50.29869851|-1117.1473460000002|6.040010666000001|0.685538423|147.2072638|-715.9737342999999|27.36334635|0.015286995|1450.257357|1.0|1.0|1.0|3.56|0.12|24.0|-9.82|5.32|2.0|0.0|0.0|6.0|-6.22|397.47|1.0|4.7|5.99e-07|1.47e-06|0.000584|5.29|0.0|1.51e-10|5.99e-08|4.4518|3.6209|-1281.105795|1177.14|0.3131|278.5|584.18|0.7055899999999999|-1280.809256|0.0054|-0.14997|3.3596|-0.18379|5.0894|0.03|7.5229|7.5229
12a_a50|0.0|0|0.0|0.0|7.927685046000001|1.397770359|4.075037557|-0.199881787|5.82008293|-0.0016330379999999|1|0.034845679|-0.111689174|2.112397566|-0.126263256|0.01164808|10.94501645|2|0.011790103|-0.168032508|-0.291865836|-0.247407423|1|0.699597776|-0.2018898489999999|0.660148928|-0.05075501|-0.0663902|0.29507467|0.021013336|-33.44733598|10.58650394|7.457998037999999|-0.02383238|-16.85074424|5.333473207|0.575218972|-0.929462803|-12.88231829|47.2792242|-12.00673599|36.15684209|-468.2627037|5.116970861|0.885635975|214.004382|-235.9104193|20.873331|0.027455156|814.0599092|1.0|1.0|0.0|3.3|0.11|20.0|-5.49|2.59|0.0|0.0|0.0|2.0|-3.16|313.36|0.0|2.55|0.000685|0.000144|45.0|2.5|0.0|3.22e-06|0.00101|4.0783|4.0783|-1006.659456|908.22|0.1807|304.01|394.52|0.65267|-1006.498352|0.1807|-0.16806|5.7662|-0.20172|7.9123|75.0|7.1249|7.1249
3l_a32|0.0|1|3.672194822|0.0|7.773594467000001|0.609420748|0.0|-0.003342759|5.733341277|0.0043645509999999|0|0.035643275|-0.039331295|2.259257465|-0.270019992|0.0016954029999999|10.31100268|3|0.002942329|-0.04980249|-0.087213805|-0.524711546|0|0.820540279|-0.184582641|0.776480242|-0.069304303|-0.088417589|0.270668623|0.012244965|-51.41835077|7.120934925|61.72183119|-0.028831823|-29.90181954|4.141107366|0.788236719|-1.326263838|-23.43792428|58.10243176|-16.76685351|47.42414825|-771.2752615|6.414825717|0.8302637909999999|123.148785|-448.5272931|21.27134288|0.011493763|978.4817724|0.0|1.0|1.0|3.58|0.35|19.0|-7.5|7.34|2.0|0.0|0.0|3.0|-7.6|380.53|1.0|5.04|2.52e-08|9.7e-07|0.0003689999999999|5.51|0.0|3.16e-08|1.2e-05|3.5319|3.5319|-1789.475625|1062.47|0.2876|351.04|468.81|0.70282|-1789.242839|0.2876|-0.14664|3.3955|-0.19962|5.7721|12.0|7.9208|7.9208
12az_a36|0.0|1|3.465535084|0.0|7.412764017000001|1.297042831|0.0|-0.196183836|5.351858133|-0.040156368|2|0.040566449|0.078817323|0.0|-0.593399474|0.000482522|10.95957115|1|0.002872872|-0.176729938|-0.289604649|-0.387734368|1|0.884226781|-0.021825174|0.8350231859999999|-0.071762413|-0.10786263|0.411597359|0.034771534|-75.58351856|24.36575918|60.11023222|-0.033474609|-52.96429617|17.0740303|0.583865006|-1.941527339|-35.23783652|99.82512582|-23.45695404|74.65245915|-1360.503334|8.449849817|0.861843195|291.60189260000004|-953.3573311|40.17530387|0.034594361|2330.167624|0.0|1.0|2.0|4.96|0.21|17.0|-6.79|2.83|1.0|0.0|0.0|7.0|-4.11|441.49|0.0|1.75|7.75e-05|7.13e-05|0.0315|2.62|0.0|1.6100000000000005e-07|7.11e-05|3.8863|3.6095|-1461.990465|1252.18|0.4383|319.03|576.54|0.70333|-1461.686269|0.0146|-0.14879|6.3778|-0.19846|7.821000000000001|58.0|7.2366|7.2366
LY580276_a4|0.0|0|0.0|0.0|7.535296702|1.344599701|2.067497166|-0.156842923|5.4161004020000005|-0.020236527|1|0.044357639|0.0295482979999999|0.0|-0.063298854|0.010217376|10.94681614|1|0.009622161|-0.019747846|-0.042912895|-0.191806286|1|0.5162208110000001|0.019144144|0.518109998|-0.057317455|-0.071023484|0.243350596|0.008729943|-34.22831819|4.207217677|11.22286434|-0.028035586|-16.49563923|2.027582675|0.8478469959999999|-1.065352257|-13.31233017|38.23432817|-13.51117823|31.83019528|-513.4247728|5.456603642999999|0.7764939829999999|73.32703409|-247.4345884|15.93586849|0.008312438|605.5630025|1.0|1.0|0.0|3.01|0.22|17.0|-6.56|4.49|0.0|0.0|0.0|2.0|-3.67|293.34|0.0|3.69|0.000213|6.18e-05|0.0181|3.35|0.0|2.75e-07|8.08e-05|5.2983|4.4918|-959.4958788|865.23|0.1905|234.01|402.99|0.68002|-959.356125|0.1842|-0.18746|2.5355|-0.2099599999999999|3.2891|175.0|6757.0|6757.0
14w_a23|0.0|0|0.0|0.0|7.423568444|1.197963556|3.132012648|0.013971812|5.351858133|-0.109136569|2|0.046678487|0.045196333|0.6813799420000001|-0.330575965|0.003379755|10.31321817|2|0.003906274|-0.073958723|-0.206574435|-0.427696371|2|0.5788469970000001|-0.049318182|0.558482531|-0.070714528|-0.088508061|0.228641034|0.022440155|-58.53311596|14.84036772|43.30287556|-0.035779855|-38.70975831|9.814393755|0.743451788|-1.681653166|-30.92760432|72.23920014|-23.66232347|61.60607046|-1112.129203|7.833745658|0.988900044|169.6632599|-735.4854078|31.82765022|0.020725002|1495.89956|0.0|0.0|1.0|3.42|0.05|26.0|-7.93|4.2|2.0|1.0|0.0|5.0|-5.68|447.46|0.0|4.05|2.09e-06|5.41e-06|0.00242|3.78|0.0|1.17e-08|5.23e-06|3.6632|3.6632|-1828.385903|1150.31|0.3855|338.46|535.54|0.6219399999999999|-1828.161957|0.3855|-0.14844|7.0157|-0.22824|9.8981|2.0|8.6737|8.6737
12ay_a36|0.0|1|3.50559949|0.0|7.412764017000001|1.2970434|0.0|-0.05976542|5.351858133|-0.043778345|2|0.043383838|0.1012005419999999|0.0|-0.404030255|0.003676818|10.9463292|1|0.0045625|-0.101854847|-0.169994208|-0.438622276|1|0.902377067|-0.111814717|0.857993338|-0.074251203|-0.098945129|0.419950383|0.018016934|-64.13591431|11.67851857|126.7858133|-0.035337546|-41.57269314|7.569978132|0.778164805|-1.978902589|-31.1973159|74.29343346|-22.90568368|59.80790901|-1282.718286|6.466730436000001|0.828201506|143.79285900000002|-831.4538627999999|29.43551742|0.015670425|1648.388976|0.0|0.0|2.0|4.96|0.21|17.0|-7.34|3.76|1.0|0.0|0.0|5.0|-4.54|409.49|0.0|2.42|2.8600000000000004e-05|2.5e-05|0.0102|3.41|0.0|4.55e-08|1.86e-05|3.9348|3.6561|-1311.576473|1184.45|0.2939|315.09|532.22|0.6914|-1311.282556|0.1464|-0.15056|6.2579|-0.2031599999999999|9.1844|18.0|7.7447|7.7447
8e_a46|0.0|0|0.0|0.252655541|7.727094485|1.160371308|2.161814059|-0.205882192|5.533389489|0.000950213|2|0.043238095|-0.126773923|0.0|-0.046696417|0.012911107|10.96411233|1|0.0123581919999999|-0.08488645|-0.135984209|-0.132524216|2|0.669602597|-0.024620704|0.668786636|-0.053352779|-0.065982313|0.281227001|0.009576086|-33.59778824|4.876083942|7.389496216|-0.023017086|-17.10778729|2.482871976|0.7492419109999999|-0.989734694|-13.83322216|39.62167507|-11.72015869|32.04299109|-503.9668235|5.504080656|0.8008066970000001|127.6844779|-256.61680930000006|15.64268965|0.011830243|672.6356549999999|1.0|1.0|0.0|3.21|0.32|17.0|-6.67|4.09|0.0|0.0|0.0|2.0|-3.59|304.39|0.0|3.21|0.0002569999999999|9.15e-05|0.0279|3.01|0.0|2.16e-07|6.57e-05|4.5092|4.5092|-954.9296396|933.3|0.2162|274.96|457.96|0.6967|-954.743261|0.2162|-0.18835|3.2194|-0.2201|3.7755|406.0|6.3915|6.3915
28_a34|0.0|0|0.0|0.0|7.423568444|1.454781307|1.767685185|0.000561166|5.351858133|-0.206909349|1|0.04515873|-0.201047053|0.0|-0.6946578940000001|-0.012039484|10.9595763|1|-0.007544188|-0.189821204|-0.311884247|-0.5437894289999999|1|0.8318609690000001|-0.078146961|0.7829667309999999|-0.1306693569999999|-0.140864841|0.316156689|0.03768308|-72.11491331|19.29162755|144.3404619|-0.048190604|-36.91879876|9.876233397|0.7298701059999999|-1.831242935|-34.24669822|85.99382787|-24.6708914|86.18702382|-937.4938731|5.613534285|0.832642882|138.2913845|-479.9443839|33.80175623|0.0271102189999999|1284.466737|1.0|1.0|1.0|3.02|0.12|17.0|-4.78|1.99|0.0|0.0|0.0|3.0|-3.27|322.32|0.0|1.84|0.000533|0.000565|182.0|1.72|0.0|1.66e-05|0.00535|4.2857|4.2857|-1100.797628|896.02|0.2043|289.3|417.28|0.69263|-1100.6525880000002|0.2043|-0.17802|6.4596|-0.21698|8.5886|3.82|5.4179|5.4179
8c_a31|0.0|1|3.435435563|0.0|7.765993078999999|0.610137334|0.0|-0.012583838|5.733341277|-0.104377029|0|0.03995098|-0.106461724|0.0|-0.574140137|-0.0080009219999999|10.31169969|2|-0.004832959|-0.053983462|-0.09039853|-0.513257014|0|0.922486359|-0.1759864119999999|0.87237334|-0.1170607269999999|-0.128067781|0.280934088|0.029669107|-70.64275621|16.3656112|133.3100368|-0.039640027|-38.96685783|9.027343766|0.72308253|-1.66488115|-35.61776956|82.77037329|-21.86561502|80.93682766|-918.3558307|6.820988495|0.90508624|152.7489054|-506.5691518|30.23944586|0.021986076|1270.056726|1.0|1.0|2.0|3.51|0.29|16.0|-6.13|4.89|0.0|0.0|0.0|5.0|-4.42|342.42|0.0|2.83|3.79e-05|0.000237|0.0811|2.38|0.0|7.45e-07|0.0002549999999999|3.8492|3.8492|-1426.166503|981.89|0.2597|322.11|475.72|0.7005|-1425.968408|0.2597|-0.15985|3.3453|-0.19207|5.1815|0.81|6.0915|6.0915
11b_a5|0.0|1|2.943854668|0.0|6.605297921|1.277648917|0.0|-0.2023158669999999|4.59511985|0.008093965|2|0.023988604|-0.067519041|0.0|-0.1833048739999999|0.006121601|10.94877958|1|0.005685558|-0.0109928619999999|-0.017658026|-0.252164213|2|0.735954089|-0.106187688|0.682032125|-0.07633373|-0.080664777|0.378154801|0.016373566|-48.42513182|9.829471091|55.25128526|-0.029332646|-29.07084703|5.900883275|0.66824472|-1.290636432|-27.50997723|62.16286481|-17.60913884|55.65456427|-774.8021092|8.936258446|0.83867925|199.1611925|-465.13355250000006|26.35133256|0.0228838029999999|1159.458633|1.0|1.0|1.0|2.99|0.1|23.0|-9.15|5.38|2.0|1.0|0.0|6.0|-4.65|376.84|0.0|3.68|2.26e-05|2.04e-05|0.00767|3.62|0.0|7.109999999999997e-10|2.68e-07|4.4995|4.1982|-1564.761898|1063.35|0.5806|275.55|511.28|0.6284|-1564.56504|0.2013|-0.17107|1.9569|-0.21291|2.8531|19.0|7.7212|7.7212
