molecula|NaaNH|n9FaHRing|SssssC|NaasN|SRW09|nAHRing|BCUTs-1|SaasN|AATSC1c|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RPSA|TPSA_x|WNSA5|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomDiameter|DPSA1|Mor01p|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Brenk|Molar refractivity|Veber filter|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
20_a47|0|1|0.0|1|6.86171134|0|1.408721455|1.1934608|-0.011237762|-0.161476442|2|0.039520202|1.010373001|-0.505699304|-0.009220816|-0.052370531|10.95058273|0.071506228|1|1|-0.006342241|0.087325054|-0.297094867|-0.5332051720000001|2|0.7962508290000001|-0.069674604|0.113432542|0.59534794|0.6888286020000001|-0.083811055|-0.092005493|0.213977589|0.023587109|-45.68149289|-50.14789824|0.311171398|169.6050003|-27.33327788|49.00609086|-1.38008239|-24.89884887|-17.90996366|58.53772498|0.4642647929999999|2630.63609|375.4483088|-752.2184736|1219.306754|0.404765791|13.10815891|-103.815441|428.5826478|1.0|1.0|1.0|2.0|0.05|-7.31|2.56|0.0|99.68|0.0|-4.06|28.0|-6.75|380.35|0.0|1.0|-4.08|8.72e-05|0.0332|8.32e-05|2.63|0.0|0.0|1.86e-05|-0.06357|3.9808|4.08|-1335.708279|557.84|311.45|0.2807|0.68219|0.68219|-1335.566785|-0.16377|-1335.620783|4.3277|3.0|8.6
14t_a23|0|1|0.0|2|7.423568444|0|1.197962538|3.410065804|-0.005383494|-0.024472753|2|0.045277778|0.758345646|-0.290708696|0.01269616|-0.041339801|10.31321779|-0.093434862|2|2|0.01180744|0.134446672|-0.136106024|-0.4515027279999999|2|0.7629258809999999|0.113493155|-0.152771194|0.6906097959999999|0.920956836|-0.0553915009999999|-0.079253435|0.361071229|0.017433037|-36.09926385|-51.65035498|0.079043164|51.51331913|-33.66111722|42.20767549|-1.6643221380000002|-23.52629623|-21.69314909|47.46057034|0.465981891|2878.4071670000003|600.1979272000001|-1084.657455|2286.063655|0.2000541589999999|14.13931199|-390.9561553|666.0036144999999|1.0|1.0|1.0|1.0|0.09|-7.78|3.88|1.0|125.25|0.0|-5.85|31.0|-6.1|425.51|0.0|0.0|-5.25|1.43e-06|0.000608|5.61e-06|3.94|0.0|0.0|7.03e-06|-0.06666|3.9855|3.79|-1669.21916|692.08|386.72|0.2061|0.5824199999999999|0.68886|-1668.980578|-0.15625|-1669.040656|8.3062|4.0|8.3979
6_a27|1|0|0.0|1|6.823286122000001|0|1.404458667|1.7996617540000002|-0.007874167|-0.072298665|2|0.042942943|1.221528093|-0.330715016|0.00526746|0.075248207|10.93737136|0.081320966|1|1|0.0058042269999999|-0.406859288|-0.179319226|-0.541168953|2|0.787663648|-0.1322552659999999|0.1272522519999999|0.650575651|0.785047616|-0.0786267609999999|-0.090025109|0.344065059|0.020552125|-38.92545695|-44.56839492|0.214952384|106.4156743|-22.06430895|61.10118428|-1.35037664|-19.27068071|-17.14169035|49.10012093|0.47262982|2196.1151210000003|388.6505938|-668.5259238|1193.992326|0.2251796019999999|9.500048379|-272.1086175|373.9912084|0.0|0.0|0.0|1.0|0.11|-6.67|3.48|0.0|92.65|0.0|-3.62|24.0|-6.55|317.34|1.0|1.0|-3.82|0.000242|0.0768|0.000153|2.37|0.0|0.0|6.86e-05|-0.04793|5.5447|4.27|-1043.806618|526.9|299.55|0.1915|0.3366099999999999|0.61083|-1043.678244|-0.17007|-1043.728133|4.0597|1.0|9.0
12x_a36|1|0|0.0|0|7.412764017000001|2|0.629399587|0.0|-0.007008724|-0.046532211|2|0.041767677|0.0|-0.40650598|0.00285431|-0.054184069|10.33556641|-0.023932402|1|1|0.003710345|0.038200407|-0.133106642|-0.4331246039999999|1|0.828393514|0.056034339|-0.041914045|0.855081905|0.836402835|-0.0737521679999999|-0.104368092|0.3403819629999999|0.017625524|-49.60929169|-70.20305027|0.163597165|110.0434027|-47.22198284|0.8295471390000001|-1.982993755|-33.36962015|-24.70107324|61.46507585|0.458792701|2884.428214|562.6051882|-1333.8579550000002|2391.802689|0.223146459|16.20591229|-372.4502879|725.9470896|1.0|1.0|1.0|2.0|0.17|-7.05|3.33|0.0|135.47|0.0|-4.85|31.0|-6.64|427.52|0.0|0.0|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|3.19|0.0|0.0|3.83e-05|-0.05311|3.8776|3.37|-1670.419519|719.63|331.83|0.3901|0.6853600000000001|0.68112|-1670.182026|-0.1517099999999999|-1670.244307|7.2812|7.0|8.1549
28_a20|0|0|0.0|1|6.842683282|0|1.417203216|1.837209467|-0.006492092|-0.114439513|3|0.0396875|1.650185059|-0.363557127|0.002234763|0.0313932529999999|10.94963925|-0.039965901|1|1|0.002695258|0.155263557|-0.028782305|-0.447096101|3|0.755701837|-0.104458316|-0.06654421|0.690655217|0.7817507370000001|-0.086299346|-0.091179288|0.3962228229999999|0.014682607|-57.59898971|-60.85602167|0.218249263|145.66665480000003|-40.6172876|88.39175809|-1.823585765|-38.44343857|-23.40616218|67.39863895|0.468838001|2865.917291|521.7658603|-1217.120433|2449.815677|0.226358273|14.28413212|-365.2747728|684.5377542|1.0|1.0|1.0|1.0|0.08|-8.8|3.93|0.0|122.8|0.0|-4.42|32.0|-6.96|420.47|0.0|1.0|-4.43|3.77e-05|0.0159|3.72e-05|2.68|0.0|0.0|6.590000000000001e-07|-0.06242|4.7905|4.64|-1368.32781|704.42|346.35|0.2354|0.50352|0.4701899999999999|-1368.085242|-0.15572|-1368.146882|4.7428|255.0|6.5935
12a_a50|0|1|0.0|2|7.927685046000001|1|1.397770359|4.075037557|-0.002936355|-0.0016330379999999|1|0.034845679|2.112397566|-0.126263256|0.01164808|0.014596049|10.94501645|-0.122912558|2|2|0.011790103|-0.193999688|-0.291865836|-0.247407423|1|0.795582575|-0.030758487|-0.2018898489999999|0.660148928|0.904119689|-0.05075501|-0.0663902|0.29507467|0.021013336|-25.57033815|-33.44733598|0.095880311|48.30443297|-16.85074424|69.83817338|-0.929462803|-12.88231829|-12.00673599|36.15684209|0.469674946|2223.666558|455.4948605000001|-468.2627037|1462.827156|0.4247810279999999|9.648744341|-75.79052945|388.171611|0.0|1.0|1.0|0.0|0.11|-5.49|2.59|0.0|94.69|0.0|-3.16|24.0|-6.44|313.36|1.0|1.0|-3.84|0.000685|215.0|0.000144|2.5|0.0|0.0|0.00101|-0.03366|4.0783|2.47|-1006.632973|545.54|304.01|0.1807|0.65267|0.65267|-1006.498352|-0.16806|-1006.546706|7.9123|75.0|7.1249
28_a47|0|1|0.0|1|6.842683282|0|1.4201653580000002|1.408016295|-0.009689834|-0.23494583|2|0.038387534|1.121067445|-0.436042548|-0.013020816|-0.00496711|10.95058275|0.0467853809999999|1|1|-0.010153352|0.06536499|-0.126992366|-0.435485503|2|0.832144916|-0.175007067|0.074217097|0.614975047|0.605349345|-0.1132830309999999|-0.106779291|0.310094808|0.026080156|-67.33744077|-63.47150284|0.394650655|234.5873429|-37.72858603|83.61576722|-1.601689367|-40.02656804|-22.66839387|82.83994768|0.472690874|2616.1598940000003|359.8303775|-952.0725426|1337.037733|0.34774073|14.91533234|-181.0112167|428.5826478|1.0|1.0|1.0|2.0|0.05|-6.92|2.49|0.0|99.2|0.0|-3.67|28.0|-7.22|380.35|0.0|1.0|-3.66|0.000214|0.0816|0.000217|1.97|0.0|0.0|4.59e-05|-0.05471|3675.0|3.51|-1335.722248|599.88|337.37|0.2996|0.69002|0.69002|-1335.571655|-0.15049|-1335.6279869999998|8.17|25.0|7.6
8e_a8|1|0|0.0|1|7.05012252|0|1.394799502|1.311619189|-0.010579355|-0.205927741|0|0.0427891159999999|0.0|-0.539547088|-0.005310149|-0.102167262|10.94332438|-0.051339286|1|1|-0.004224671|-0.0015448089999999|0.183313231|-0.475941912|0|0.7233950809999999|0.02023118|-0.079493088|0.636205913|0.661490276|-0.115572516|-0.105450888|0.280304418|0.0211004739999999|-70.49962428|-64.32539698|0.338509724|206.4920729|-39.238709|76.40535608|-2.109017754|-43.00500847|-26.80224874|83.37098475|0.483244415|2692.975753|403.5112981|-1286.50794|2080.07805|0.196692764|14.52755918|-370.0368722|561.882658|1.0|0.0|0.0|2.0|0.04|-7.78|4.33|0.0|111.81|0.0|-5.27|30.0|-6.14|403.41|0.0|0.0|-4.9|5.34e-06|0.00215|1.25e-05|3.69|0.0|0.0|6.63e-06|-0.06253|4.6303|7.22|-1376.924308|639.38|378.73|0.3731|0.50055|0.7013|-1376.708067|-0.13719|-1376.766245|7.7951|19.89|4.7014
16_a20|1|0|0.0|0|6.842683282|0|1.401259527|0.0|-0.004705049|0.00695144|2|0.0388043479999999|2.013871268|-0.254072625|8.23e-05|-0.061975089|10.93301779|-0.062750442|1|1|0.001157852|0.211127741|-0.117308016|-0.458484451|2|0.7478675859999999|-0.085041518|-0.10978034|0.724665638|0.915005572|-0.066137353|-0.077793092|0.382481746|0.011604018|-43.51359744|-51.18223058|0.084994428|55.92018945|-33.67420774|3.46788153|-1.47806874|-28.6288015|-19.44924762|51.14820251|0.464473378|2722.728332|602.0075202|-972.4623811|2161.751186|0.219891897|15.24926152|-368.5817657|664.4562602999999|1.0|1.0|1.0|1.0|0.08|-10.52|6.38|0.0|121.69|0.0|-6.06|31.0|-5.42|401.46|0.0|1.0|-5.66|8.68e-07|0.000349|2.17e-06|4.69|0.0|0.0|1.22e-08|-0.05909|5.9837|4.45|-1275.8670960000002|686.59|347.26|0.3431|0.32553|0.69524|-1275.636924|-0.1481299999999999|-1275.6960869999998|6.5609|26.0|7585.0
13i_a6|1|0|0.0|0|7.412764017000001|1|1.430639411|0.0|-0.0149593219999999|-0.154502515|1|0.042560386|0.0|-0.852681372|-0.011017781|0.034304189|10.95129557|-0.032549318|1|1|-0.007703306|0.057038772|-0.073507141|-0.560601136|1|0.7771558909999999|0.145878803|-0.054229558|0.830577798|0.624046118|-0.120457274|-0.129526268|0.221116773|0.031178586|-80.75190740000001|-86.83156133|0.375953882|252.0312146|-58.20996912|116.5456632|-2.460999087|-54.13430283|-31.12829557|101.6533459|0.429711323|2906.257489|418.3467934|-1649.799665|2880.134143|0.216402237|14.54375165|-380.2354072|673.8038326000001|1.0|1.0|1.0|3.0|0.12|-8.5|4.16|0.0|120.17|0.0|-5.03|32.0|-6.81|427.46|0.0|1.0|-4.48|9.32e-06|0.00398|3.28e-05|2.95|0.0|0.0|1.36e-06|-0.0481399999999999|3.6668|4.94|-1426.518007|703.43|348.14|0.2903|0.7004600000000001|0.70517|-1426.269916|-0.1464|-1426.332492|10.1375|21.0|7.6778
16a_a32|1|1|0.0|0|7.765993078999999|0|0.6094207620000001|0.0|-0.014399612|-0.0848387459999999|0|0.03995614|2.095743605|-0.6911813920000001|-0.008098765|-0.062610718|10.31100271|-0.058518519|3|3|-0.005552127|-0.0999399409999999|-0.199563743|-0.707456102|0|0.8567078770000001|0.039965071|-0.098258706|0.81143469|0.756542831|-0.090389538|-0.119471489|0.283324612|0.020664867|-56.2527503|-74.35152328|0.2434571689999999|151.5123947|-46.27170107|66.13699638|-1.6726008419999998|-35.00816569|-23.13158502|69.11326055|0.450892763|2615.514164|470.82456669999993|-1040.921326|2992.60858|0.303179963|13.08168264|-244.9767673|532.685565|1.0|1.0|1.0|3.0|0.22|-7.3|5.32|0.0|108.86|1.0|-5.49|27.0|-6.85|398.51|0.0|1.0|-4.04|3.2e-06|0.00128|9.14e-05|2.65|0.0|0.0|2.01e-05|-0.0567299999999999|3.6314|3.9|-1896.770883|664.67|341.42|0.2859|0.70245|0.70245|-1896.589348|-0.15045|-1896.649286|1.8274|11.0|7.9586
12bc_a36|1|0|0.0|0|7.412764017000001|2|1.284647662|0.0|-0.007661816|-0.042515909|2|0.04625323|0.0|-0.413738077|-0.001012333|-0.079009683|10.95883416|-0.027636036|1|1|-0.00097037|0.115647623|-0.1716508239999999|-0.442519304|1|0.836170906|0.006621918|-0.045186455|0.771220556|0.834305498|-0.077192869|-0.107107992|0.326764696|0.01824287|-51.87437401|-71.97763346|0.165694502|111.3483497|-48.36968394|0.0|-1.927943855|-34.8600941|-25.91194805|64.13376391|0.467645467|2927.476132|560.6615736|-1295.597402|2623.395239|0.22853193|15.54183457|-364.8584744|661.6709012|1.0|1.0|0.0|2.0|0.14|-7.76|3.99|0.0|133.77|0.0|-5.08|31.0|-6.26|450.32|1.0|1.0|-5.18|8.27e-06|0.00372|6.55e-06|3.93|0.0|0.0|7.83e-06|-0.05828|5.2189|4.42|-2152.100551|705.12|320.4|0.7456|0.35775|0.69094|-2151.9100780000003|-0.15671|-2151.971485|9.2445|8.0|8.0969
12b_a32|1|1|0.0|0|7.765993078999999|0|0.609420757|0.0|-0.009432679|-0.055500132|0|0.0388738739999999|2.153718992|-0.462201267|-0.003484915|-0.031446256|10.31100269|-0.053480599|3|3|-0.001662219|-0.079768013|-0.1534110109999999|-0.584995111|0|0.838021287|-0.0533240309999999|-0.090027803|0.7507116140000001|0.782593|-0.081450418|-0.097525366|0.2996018789999999|0.016282332|-50.88975159|-60.93328667|0.217407|135.83463989999998|-38.07076621|65.29222164|-1.267829764|-31.79562339|-17.22027667|61.06285882|0.430631506|2573.006963|488.9595947|-792.1327267000001|3148.185476|0.39579391|12.42841652|-130.2147289|557.1050635|1.0|1.0|1.0|2.0|0.26|-7.65|6.49|0.0|110.47|1.0|-5.9|27.0|-6.4|397.52|0.0|1.0|-4.43|1.27e-06|0.000505|3.72e-05|3.28|0.0|0.0|8.86e-06|-0.05173|3.5703|4.12|-1880.732075|663.89|347.27|0.2865|0.70258|0.70258|-1880.537231|-0.14803|-1880.599158|4.1080000000000005|26.0|7585.0
8m_a46|0|0|0.2148468989999999|1|7.727094485|1|1.160371261|2.126524943|-0.00517896|-0.085284636|1|0.047345679|0.0|-0.248590088|0.0063680119999999|-0.120972269|10.94650201|-0.064176245|1|1|0.005865049|-0.206020062|0.015631887|-0.380393836|1|0.7699708959999999|-0.084989948|-0.090247845|0.77612204|0.876210355|-0.0911455|-0.085204935|0.280198209|0.007059399|-48.32436573|-45.17474201|0.123789645|65.63194084|-23.9511632|0.0|-1.448483903|-25.62105988|-17.06601365|52.0671834|0.425802465|2045.330306|464.5573228999999|-767.9706141|1913.813025|0.114510313|9.899611044|-408.7649869|463.1469765|0.0|1.0|1.0|1.0|0.3|-6.46|4.16|0.0|96.16|0.0|-4.48|24.0|-5.61|319.4|1.0|1.0|-4.56|3.3e-05|0.0105|2.78e-05|3.72|0.0|0.0|0.000112|-0.01818|5.3062|4.12|-1014.091966|570.72|289.14|0.3905|0.43001|0.6997800000000001|-1013.91158|-0.17897|-1013.962913|3.1675|229.0|6.6402
12ah_a36|1|0|0.0|0|7.412764017000001|2|1.297013411|0.0|-0.007648622|-0.043678703|2|0.043848238|0.0|-0.41302559|0.0005016269999999|-0.083956827|10.95983779|-0.050147748|1|1|0.0010871589999999|0.133939811|-0.177407665|-0.444563583|1|0.835013502|0.011674455|-0.0861053359999999|0.8065052890000001|0.828405275|-0.0758457179999999|-0.1059368909999999|0.271553945|0.0184777819999999|-49.0084977|-68.45222166|0.171594725|110.8777131|-44.23111357|0.0|-1.906864035|-31.66734951|-24.6427998|60.9481085|0.468162246|2786.56479|535.2826672|-1232.13999|2334.380591|0.231093575|15.54445187|-347.5133554|629.5017194000001|0.0|1.0|0.0|2.0|0.14|-7.18|3.35|0.0|128.76|0.0|-4.44|30.0|-6.49|415.88|1.0|1.0|-4.59|3.64e-05|0.0151|2.55e-05|3.31|0.0|0.0|2.77e-05|-0.05637|5.2259|3.79|-1692.512868|682.21|328.07|0.6729|0.40051|0.6970000000000001|-1692.3109559999998|-0.15434|-1692.369929|7.6265|11.0|7.9586
13c_a6|1|0|0.0|0|7.412764017000001|1|1.424213869|0.0|-0.010619065|-0.0122495089999999|1|0.040821256|0.0|-0.605286688|-0.003346018|0.054910284|10.95129637|-0.0942387559999999|1|1|-0.000899678|0.081059709|-0.174259072|-0.490486317|1|0.780680481|0.085414885|-0.167542194|0.7995080809999999|0.786809832|-0.093635525|-0.111231609|0.22875443|0.030547186|-63.73961873|-75.71763296|0.213190168|145.12291069999998|-51.54254258|567.1031411|-2.11340057|-43.38886312|-27.1440571|84.53371376|0.466844407|2880.850692|535.5975578|-1438.635026|3135.546462|0.2279674589999999|15.07660437|-370.3562372|692.8471883999999|1.0|1.0|1.0|2.0|0.16|-9.4|5.38|0.0|121.6|0.0|-5.95|32.0|-5.88|423.47|0.0|1.0|-5.27|1.11e-06|0.000471|5.42e-06|4.23|0.0|0.0|1.68e-07|-0.05015|5.992000000000001|4.5|-1389.371325|719.8|339.5|0.5471|0.48478|0.7008800000000001|-1389.122252|-0.14975|-1389.184603|9.2467|73.0|7.1367
3i_a32|1|1|-4.547725143|0|7.78113851|0|0.6094207970000001|0.0|-0.012358668|-0.363243817|0|0.05052381|1.711001131|-0.4449120629999999|-0.0131506889999999|-0.26785886|10.3110028|0.022524712|3|3|-0.0106761939999999|-0.8373173840000001|-0.212967423|-0.537667101|0|0.833699527|-0.337053202|0.030060554|0.54844677|0.893827987|-0.093279684|-0.1132851459999999|0.259644227|0.015296821|-49.17963359|-59.72706743|0.106172013|55.97682661|-31.48976464|0.201037767|-1.472706897|-25.92886531|-23.52884474|57.24454122|0.422644726|2471.4299920000003|471.2508776000001|-776.4518766|2141.3084710000003|0.22927653|10.09193014|-285.465827|318.0257595|1.0|1.0|1.0|1.0|0.13|-6.96|6.76|0.0|88.28|0.0|-6.27|24.0|-5.53|366.38|0.0|1.0|-5.16|5.37e-07|0.000197|6.85e-06|4.23|0.0|0.0|4.01e-05|-0.06518|3642.0|3.38|-1891.811327|530.5|340.43|0.4765|0.70322|0.70322|-1891.738614|-0.1476|-1891.790935|3.8572|6.0|8.2366
12a_a32|1|1|0.0|0|7.765993078999999|0|0.609420757|0.0|-0.009460484|-0.057200812|0|0.036711712|2.136609567|-0.463563696|-0.003484915|-0.031249617|10.31100269|-0.074344282|3|3|-0.001662219|-0.024155151|-0.1534110109999999|-0.583507277|0|0.845443342|-0.018578911|-0.125149165|0.7507116140000001|0.788702323|-0.085324121|-0.109151429|0.288267255|0.016535497|-53.20970382|-68.06885478|0.211297677|131.7691491|-42.44899997|62.28768050000001|-1.4189685719999998|-33.18255791|-19.23685026|63.52154605|0.456641145|2572.916338|491.8493928|-884.8951120999999|3030.946307|0.332293625|13.03685125|-209.1696096|557.1050635|1.0|1.0|1.0|2.0|0.26|-7.65|6.49|0.0|110.47|1.0|-6.01|27.0|-6.32|397.52|0.0|1.0|-4.5|9.78e-07|0.000389|3.17e-05|3.39|0.0|0.0|8.86e-06|-0.05222|3576.0|4.63|-1880.734215|667.68|346.71|0.2908|0.7025600000000001|0.7025600000000001|-1880.539078|-0.14827|-1880.600043|4.2371|25.0|7.6021
15b_a50|0|1|0.0|2|7.934155233999999|1|1.353059441|4.112770601|-0.0045393|-0.05484142|1|0.032843915|2.018777006|-0.22696498|0.004641091|-0.06083723|10.94501702|-0.124047802|2|2|0.005203263|-0.17223348|-0.2185722769999999|-0.310946931|1|0.8259784720000001|0.000882622|-0.216393362|0.764606364|0.8209134840000001|-0.082576068|-0.080700307|0.447220762|0.020083792|-47.20879251|-46.13641893|0.179086516|102.3838797|-26.37622116|0.0|-1.291204916|-26.98929785|-16.04745006|58.69070955|0.478989976|2441.264256|469.3167805|-738.1827030000001|1692.3273379999998|0.3609826579999999|13.22671714|-158.95261259999998|510.3677388|1.0|1.0|1.0|1.0|0.19|-5.72|2.71|0.0|105.46|0.0|-3.18|27.0|-6.98|357.41|1.0|1.0|-3.6|0.000654|0.2339999999999999|0.000249|2.11|0.0|0.0|0.000687|-0.0333399999999999|4.0561|2.08|-1160.463663|613.37|305.67|0.1796|0.65917|0.65917|-1160.275856|-0.16737|-1160.330621|9.3788|79.0|7.1024
8j_a46|0|0|0.214753401|1|7.727094485|1|1.160371125|2.1279894180000003|-0.0017688329999999|-0.008523199|2|0.043903904|0.0|-0.081366324|0.011852046|-0.174853546|10.96391738|-0.053618988|1|1|0.0108603019999999|-0.204674804|-0.133413527|-0.229679821|2|0.789844634|-0.223292257|-0.074207717|0.6109926379999999|0.934648421|-0.054707287|-0.068971544|0.308052557|0.008672342|-29.38737046|-37.04976799|0.065351579|35.10521457|-19.90219786|64.83187221|-1.103544698|-15.7861518|-13.78596018|34.04593326|0.427798746|2121.846387|502.0694817|-592.7962878|1888.679875|0.177887481|9.817783823|-346.061389|453.1959065|1.0|1.0|1.0|0.0|0.32|-7.26|4.71|1.0|96.94|0.0|-4.59|24.0|-5.55|338.83|1.0|1.0|-4.83|2.59e-05|0.00878|1.47e-05|3.97|0.0|0.0|1.85e-05|-0.04068|4.9636|3.78|-1414.50743|576.48|281.1|0.1728|0.50703|0.70121|-1414.349865|-0.18531|-1414.402087|6.4463|1228.0|5.9108
13b_a5|1|0|0.0|0|7.153833802|1|1.338814635|0.0|-0.004573365|0.011339656|2|0.02468599|0.0|-0.251535058|0.0064510459999999|-0.104404004|10.94530329|-0.017963913|1|1|0.0066003869999999|-0.010368468|-0.091464693|-0.357011244|2|0.765309977|0.03431921|-0.0330907489999999|0.653356347|0.831557236|-0.0694958329999999|-0.074710354|0.468748106|0.0138892369999999|-44.93506461|-48.3067033|0.168442764|108.9128108|-31.23446039|46.77748445|-1.344786367|-29.05440446|-17.04942469|53.91565742|0.455921715|2661.597781|537.6736515|-869.5206594|1177.571784|0.345923611|15.48959317|-199.2474147|638.8437454|1.0|1.0|1.0|1.0|0.17|-8.36|4.64|0.0|119.8|0.0|-4.24|30.0|-6.58|395.46|1.0|1.0|-4.43|5.69e-05|0.0225|3.75e-05|3.01|0.0|0.0|1.72e-06|-0.05177|4.6733|4.66|-1276.030896|672.43|296.66|0.5528|0.32779|0.57482|-1275.806761|-0.17274|-1275.865034|4.7964|0.11|6.9586
3a_a12|0|0|0.0|0|0.0|1|1.28383802|0.0|-0.007671441|-0.042445446|2|0.032544803|0.0|-0.322200517|-0.0025830939999999|-0.062973953|10.95455336|-0.0161799839999999|0|0|-0.001011111|-0.205054123|-0.1213636769999999|-0.5274624179999999|1|0.7038021990000001|-0.021522321|-0.032466697|0.8847197109999999|0.871985494|-0.07121814|-0.090803706|0.241900756|0.009433302|-34.84701355|-44.430225|0.128014506|62.63745781|-21.73969523|0.0|-1.362055589|-17.05063286|-17.08854808|39.46272532|0.462077145|2045.857684|426.6622302|-666.453375|1050.730179|0.2189499039999999|11.01449587|-275.0354486|381.0058252|1.0|0.0|1.0|1.0|0.05|-7.5|3.43|0.0|97.52|0.0|-3.6|23.0|-5.88|298.34|1.0|1.0|-4.06|0.00025|0.0745|8.8e-05|3.15|0.0|0.0|9.33e-06|-0.06829|4.2336|3.33|-951.3480023|528.84|332.36|0.3201|-0.34688|0.66895|-951.217594|-0.15328|-951.264072|1.9332|194.0|6.7122
14a_a10|0|0|0.0|1|7.535296702|2|1.3438495730000002|2.156210368|-0.002047597|0.0437538159999999|3|0.035660377|2.070512208|-0.147427016|0.011509975|-0.045759336|10.92970798|-0.00421565|1|1|0.012272222|0.042968756|-0.344811314|-0.168193178|2|0.7348225290000001|-0.011977878|-0.007680215|0.740051323|0.911549451|-0.044416218|-0.070610745|0.43555903|0.0135610389999999|-32.23041637|-51.23835032|0.088450549|64.18371923|-37.18086445|134.15514270000003|-1.270993412|-23.38784787|-13.76552695|42.07091945|0.469029865|3075.550631|661.4615097|-922.2903058|1774.8853399999998|0.457984122|18.88856367|-60.97724212|1003.968547|1.0|1.0|1.0|0.0|0.39|-8.18|4.16|0.0|146.76|0.0|-4.21|35.0|-6.82|468.59|1.0|0.0|-4.8|6.159999999999999e-05|0.0288|1.58e-05|3.29|0.0|0.0|3.07e-06|-46.0|5.5808|2.25|-1489.803158|800.01|326.1|0.2835|0.34245|0.7047100000000001|-1489.42155|0.2422099999999999|-1489.487381|4.8004|74.0|7.1308
3_a3|0|0|0.0|0|7.285506549|0|0.605000514|0.0|-0.010040064|-0.114647585|1|0.034259259|2.063441043|-0.3413621639999999|-0.007818326|0.0483259979999999|10.31154314|0.069435247|2|2|-0.006362643|-0.030486489|0.081380229|-0.599804962|1|0.8083172479999999|-0.082619043|0.123113049|0.8495058259999999|0.7538064790000001|-0.107269779|-0.098797066|0.583866845|0.012617742|-48.91675544|-45.05306124|0.246193521|112.2682304|-20.54492513|75.88125246|-1.086767728|-22.30683222|-15.98657012|54.67064981|0.415122657|2092.406045|343.74795510000007|-495.58367360000005|1349.6286710000002|0.299996173|8.592908408|-182.4099648|302.8386149|1.0|1.0|1.0|1.0|0.0|-6.15|5.0|0.0|88.36|0.0|-5.48|21.0|-5.88|310.4|0.0|1.0|-4.39|3.32e-06|0.00103|4.06e-05|3.26|0.0|0.0|0.000218|-0.0637|5.8458|1.92|-1592.873593|491.26|370.38|0.2383|0.29441|0.69206|-1592.792349|-0.14599|-1592.839065|2.8045|1175.0|5.93
12m_a30|0|0|0.0|0|7.412764017000001|2|0.6049842529999999|0.0|-0.01047558|0.024086432|2|0.040839506|0.0|-0.57615692|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|1|0.0026474159999999|-0.236661357|-0.152855196|-0.5409445629999999|1|0.832758813|-0.036924662|-0.0974968869999999|0.770326886|0.783260049|-0.085422479|-0.103359773|0.415971907|0.027352277|-57.96147772|-70.1324196|0.216739951|147.06395700000002|-47.58675592|237.0982213|-2.067195455|-39.32844052|-27.50290965|76.52074257|0.44976016|3058.3084710000003|531.4632661|-1402.648392|2370.879718|0.226267233|16.40342255|-371.4702679|683.7405759|1.0|1.0|0.0|1.0|0.13|-6.42|3.4|1.0|133.52|0.0|-6.0|32.0|-6.22|439.49|0.0|0.0|-5.01|1.01e-06|0.000444|9.71e-06|3.89|0.0|0.0|0.000165|-57.0|5.0617|3.88|-1743.174906|714.92|349.29|255.0|0.33392|0.68404|-1742.965888|-0.15042|-1743.030004|5.1279|31.0|7.5114
