molecula|SddssS|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SRW07|AATSC1s|n6HRing|JGI4|SaaaC|ATSC1c|AATSC1are|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|WNSA4|FPSA1|GeomRadius|GRAV|FPSA5|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
4c_a49|0.0|0.0|1|7.535296702|1|1|1.343847672|5.4161004020000005|-0.044371138|2|0.03583878|1.78683516|-0.339843311|0.001379959|10.92777281|0.006194124|1|0.00202792|-0.001005604|-0.001647802|-0.412652341|2|0.7745214140000001|0.7796063109999999|-0.052237757|0.826523164|0.752601535|1|-0.086290519|0.012079228|82.02101639|153.60017230000005|-0.029809452|-35.82016427|59.70585149|0.724053828|-1.639519861|-36.42732137|-19.20596967|64.32113331|0.473304159|-1056.328332|-12.37423857|0.275946172|8.474369008|6046.668361|0.0173567219999999|1458.908567|707.2397315000001|11.182784300000002|1.0|1.0|1.0|2.0|3.49|0.25|3.55|3.19|98.72|1.47|1.0|120.43|0.0|1.0|7.0|-3.5|31.0|5.0|-7.53|0.0|-3.58|0.000314|0.13|0.000265|109.0|1.07e-08|4.4e-06|-1332.647233|-1332.607539|0.2411|216.0|533.87|0.67789|0.0821|3.4931|0.03969431|4.9358|255.0|6.5935
31_a47|0.0|0.0|1|6.842683282|0|0|1.304326813|4.727387819|-0.171198936|2|0.042906977|1.198626524|-0.417294247|-0.007525849|10.9497221|0.001073537|1|-0.006265667|-0.035190699|-0.076351692|-0.441642572|2|0.677766155|0.856640117|-0.1978980839999999|0.917597019|0.6463892179999999|1|-0.1056956209999999|0.021401336|355.5321928|188.5600536|-0.037580665|-40.66927863|81.01707367|0.70664003|-1.691129939|-41.22978713|-23.31144534|79.74238158|0.4741051329999999|-1049.01504|-14.46018796|0.29335997|8.214180216|6019.5391740000005|0.024209265|1484.511202|513.2159236|15.01710904|1.0|1.0|1.0|2.0|3.18|0.1|3.23|4.24|98.72|2.0|1.0|109.21|0.0|1.0|5.0|-4.59|29.0|5.0|-6.78|0.0|-4.39|2.56e-05|0.0105|4.03e-05|0.0166|2.42e-08|9.95e-06|-1735.435432|-1735.400941|0.3264|311.96|508.69|0.69894|83.0|6.4248|0.03449081|8.6244|16.0|7.8
12bh_a36|0.0|0.0|0|7.412764017000001|2|2|1.297043258|5.351858133|-0.047482048|2|0.044197531|0.0|-0.401249012|0.003676818|10.94728093|-0.035747988|1|0.0045625|-0.101854847|-0.169994208|-0.43574839|1|0.902377067|0.78699829|-0.211972014|0.833398429|0.857993338|0|-0.09959401|0.017627098|83.08294358|110.81353529999998|-0.035569289|-44.11115058|0.0|0.783294222|-1.991880197|-31.30825225|-23.6718811|58.77476595|0.482052584|-1325.625342|-15.75398235|0.216705778|7.545637217999999|5957.443236|0.015307571|1692.3721690000002|729.1873176|10.18741188|0.0|0.0|1.0|2.0|4.95|0.21|3.76|2.5|69.2|2.45|1.0|133.68|0.0|1.0|5.0|-4.54|31.0|4.0|-6.38|1.0|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|4.55e-08|1.86e-05|-1311.589612|-1311.558898|0.4386|319.46|575.23|0.7039|11.0|5.8338|0.03071385|7.7975|14.0|7.8539
11a_a31|0.0|0.0|0|7.773594467000001|1|1|0.610138462|5.733341277|-0.259732443|0|0.044949495|0.0|-0.8792402579999999|-0.022093578|10.31170041|-0.019865299|2|-0.017433557|-0.1068420919999999|-0.1829166189999999|-0.563537536|0|0.861302755|0.8433024170000001|0.022073976|0.910334509|0.819138461|0|-0.161027639|0.041435152|258.8577775|259.0291941|-0.056833284|-41.01552988|71.03772901|0.735254945|-1.932331673|-38.68354874|-28.68314085|97.560141|0.451795285|-975.2267888|-14.47606937|0.264745055|5.791411901|4940.657452|0.031626337|1326.379096|302.14325319999995|15.96146849|0.0|1.0|0.0|2.0|3.26|0.13|3.93|2.94|125.57|0.57|0.0|83.12|0.0|2.0|3.0|-4.81|23.0|6.0|-6.51|0.0|-3.79|1.5399999999999998e-05|0.00506|0.000161|0.0531|2.22e-05|0.00731|-1441.452616|-1441.411622|0.2797|325.92|407.76|0.69222|0.2797|6.4691|0.04099365|8.9667|0.19|6.7212
14ae_a23|0.0|0.0|2|7.423568444|0|0|1.1979624290000002|5.351858133|-0.029948314|2|0.042903564|0.7338690390000001|-0.4448081789999999|0.008996289|10.31321689|0.0289586779999999|2|0.009675528|-0.143336826|-0.253318853|-0.363230717|2|0.7763406840000001|0.7830067820000001|0.107765697|0.8356326820000001|0.7317531540000001|1|-0.087074783|0.03467374|111.4422142|91.4475768|-0.0269140239999999|-44.69687612|110.5716332|0.53040766|-1.480271319|-33.45249142|-19.28284095|71.53368511|0.479058976|-1060.556252|-13.81539807|0.46959234|8.123993885|7308.981869|0.034488074|1999.511567|770.8206617000001|24.70935041|0.0|1.0|1.0|1.0|3.74|0.12|3.48|4.03|123.48|2.42|2.0|133.27|0.0|1.0|7.0|-5.8|34.0|6.0|-6.68|0.0|-5.08|1.6e-06|0.000753|8.22e-06|0.0038799999999999|2.49e-08|1.17e-05|-1858.967022|-1858.952529|0.3205|344.06|627.57|0.58144|0.3205|7.0211|0.01449323|9.5944|2.0|8.6038
1j_a5|0.0|0.0|0|6.605297921|0|0|1.427567371|4.59511985|-0.010620031|2|0.025987654|0.0|-0.175183967|0.00683534|10.9487794|-0.032333695|1|0.006957291|-0.010807075|-0.0178558139999999|-0.2470489089999999|2|0.74740095|0.7862755770000001|-0.084090414|0.848473695|0.717355058|0|-0.074505844|0.019690225|73.73338699|82.09385267|-0.027258236|-21.49609451|1.471030887|0.616489567|-1.117587665|-21.29338752|-14.64139152|50.21875634|0.469085779|-600.2970524|-7.86442482|0.383510433|7.328149934|4618.562904|0.026739895|973.7343247|422.96706330000006|14.36297201|1.0|1.0|1.0|1.0|2.76|0.05|4.5|4.21|63.69|1.57|0.0|96.98|0.0|1.0|4.0|-4.03|25.0|4.0|-6.15|1.0|-4.2|9.27e-05|0.0304|6.29e-05|0.0206|7.190000000000001e-09|2.36e-06|-1065.849941|-1065.817476|0.5115|279.68|445.81|0.6449|0.1644|2.2503|0.03246499|3.0364|24.0|7.6198
9r_a24|0.0|0.0|0|6.605297921|0|0|1.353642494|4.59511985|0.013567512|3|0.024179894|0.0|-0.264490176|0.007861194|10.96129392|-0.043274854|1|0.008722018|-0.179075526|-0.2920573039999999|-0.3018627239999999|3|0.786430472|0.7958149290000001|-0.120617935|0.841805128|0.7526889940000001|0|-0.082022572|0.015557618|71.31566881|106.1180928|-0.025821921|-36.86695997|89.36724924|0.6152148279999999|-1.394383716|-27.82142546|-17.31173182|51.92828155|0.473403843|-934.8335183|-11.60626518|0.384785172|9.672636984|5501.824326|0.02357068|1519.52371|670.2247423|15.80243761|1.0|1.0|1.0|1.0|3.53|0.22|4.23|3.93|79.82|1.02|2.0|116.9|0.0|1.0|8.0|-4.02|30.0|6.0|-6.83|0.0|-4.06|9.58e-05|0.0383|8.77e-05|0.0351|2.21e-09|8.84e-07|-1294.486221|-1294.451958|0.3398|277.23|616.11|0.6204|0.0029|1.9698|0.03426339|3.0322|11.0|7.9586
12bf_a36|0.0|0.0|0|7.412764017000001|2|2|1.297043948|5.351858133|-0.119979424|2|0.044197531|0.0|-0.4497470879999999|-0.006877664|10.96022305|-0.0206090089999999|1|-0.004358975|-0.098027247|-0.250781298|-0.433281391|1|0.653741315|0.836170906|-0.0480253509999999|0.892249657|0.632625562|0|-0.110255801|0.0217611939999999|87.14111344|206.6543367|-0.037486972|-45.73631152|0.0|0.7054709690000001|-1.874348624|-37.52534442|-24.14405495|72.27889645|0.474826911|-1207.2027480000002|-15.55034592|0.294529031|7.546900716000001|6271.550446|0.02371294|1711.2011699999998|593.6088758|15.27267945|0.0|0.0|1.0|2.0|4.72|0.14|3.55|3.0|69.2|2.78|1.0|123.67|0.0|1.0|5.0|-3.99|31.0|6.0|-6.8|1.0|-4.32|0.000102|0.0424|4.81e-05|0.0201|7.599999999999999e-08|3.17e-05|-1431.413697|-1431.380702|0.4518|236.98|517.66|0.69292|0.4006|5.4787|0.03299488|7.5932|6.0|8.2218
4S4k_a46|0.0|0.173180233|1|7.825245291|1|1|1.134637098|5.587248657999999|-0.088084767|1|0.0510113959999999|0.0|-0.252970193|0.006550513|10.94631314|-0.1032662209999999|1|0.006050983|0.008544799|0.012963356|-0.3860697829999999|1|0.78837943|0.7477594870000001|-0.003017362|0.787615341|0.784722915|0|-0.0860536609999999|0.007749296|172.7607401|57.39060501|-0.030477338|-24.18078772|0.0|0.8679099640000001|-1.46291223|-25.17446332|-16.15576699|51.59865384|0.461984953|-775.4768155|-8.564028983|0.132090036|5.523352655|4719.2906570000005|0.007182108|893.4991504000001|519.5743695|3.807172093|1.0|0.0|1.0|1.0|3.8|0.33|4.26|4.77|50.94|2.84|1.0|100.96|0.0|1.0|2.0|-4.82|25.0|3.0|-5.46|1.0|-4.83|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|2.48e-07|8.28e-05|-1053.441953|-1053.415665|0.2623|234.58|487.43|0.67893|0.0654|2.2655|0.02628818|2.5693|197.0|6.7055
18a_a22|0.0|0.0|1|6.842683282|0|0|1.194229718|4.727387819|-0.018344659|2|0.038167849|1.6891461019999998|-0.19538364|0.007066388|10.31286146|-0.015194063|1|0.007079018|-0.0835538409999999|-0.147724859|-0.296897301|2|0.760537197|0.7329701259999999|-0.042139855|0.7881113679999999|0.722009212|1|-0.076119803|0.01713283|29.59800426|49.84469832|-0.029276847|-35.04152115|18.5219848|0.710467198|-1.5223960559999998|-23.31437056|-19.86401135|45.98663929|0.487405342|-1032.92859|-13.47750813|0.289532802|7.037677899|6630.646100999999|0.0193879289999999|1453.872315|730.9420477000001|13.15449139|1.0|1.0|1.0|1.0|3.49|0.08|5.32|5.11|100.61|2.13|2.0|131.64|0.0|1.0|6.0|-5.59|32.0|4.0|-6.28|0.0|-5.16|2.59e-06|0.00113|6.98e-06|0.00305|3.95e-10|1.73e-07|-1691.3151059999998|-1691.2957760000002|0.3174|246.91|531.16|0.68577|0.0354|3851.0|0.01932946|5.3946|13.0|7.8861
13f_a6|0.0|0.0|0|6.842683282|0|0|1.429020649|4.727387819|-0.008507023|2|45.0|1.651047524|-0.381170169|-0.003356527|10.95053349|-0.049928822|1|-0.001446486|-0.126749697|-0.223618825|-0.466314952|2|0.841211811|0.77199166|-0.028317736|0.834167942|0.790249345|1|-0.092939631|0.018554018|62.42897239999999|91.85971442|-0.032802223|-41.92004677|0.0|0.720711855|-1.672913351|-33.08535238|-22.02995852|61.72438096|0.401838426|-1123.527884|-14.79531062|0.279288145|9.050440345|6128.208571|0.0196449239999999|1558.914115|676.2770877|13.19352214|1.0|1.0|1.0|2.0|3.56|0.08|5.01|4.53|103.17|0.92|1.0|123.82|0.0|0.0|5.0|-5.11|32.0|5.0|-6.52|0.0|-4.78|7.74e-06|0.00323|1.65e-05|0.00688|6.59e-11|2.75e-08|-1347.301285|-1347.266914|901.0|256.1|568.41|0.70541|0.0048|10.8469|0.03437105|13.9612|42.0|7.3768
14d_a23|0.0|0.0|2|7.423568444|0|0|1.197963465|5.351858133|-0.026530366|2|0.043538647|0.758207139|-0.288522152|0.01269616|10.313217800000002|-0.054430189|2|0.01180744|-0.074441567|-0.136106024|-0.4483522929999999|2|0.725800261|0.772008792|0.006563565|0.829764975|0.6906097959999999|1|-0.078282292|0.018596017|39.26987634|51.59888942|-0.032878563|-33.99063559|83.40396369|0.790346608|-1.6439281280000002|-23.33262837|-21.66510006|47.66288948|0.454495683|-1083.255003|-14.27606695|0.209653392|7.832720777|6459.554383|0.015037275|1370.607518|666.0036144999999|9.908707432|0.0|1.0|1.0|1.0|3.52|0.09|3.88|4.33|105.02|3.24|2.0|125.25|0.0|1.0|5.0|-5.85|31.0|4.0|-6.1|0.0|-5.25|1.43e-06|0.000608|5.61e-06|0.0023899999999999|1.65e-08|7.03e-06|-1669.24571|-1669.224874|0.3807|336.18|554.84|8.1555|336.18|5.6156|0.02083626|8.1555|4.0|8.4001
11_a47|0.0|0.0|0|0.0|0|0|1.381898438|0.0|-0.156077888|3|0.033931624|1.311097861|-0.427212659|-0.007419345|10.93671007|0.046339015|0|-0.00580273|-0.038723054|-0.079543257|-0.451384505|3|0.702719047|0.715054643|-0.058523885|0.770028429|0.686454722|1|-0.096486559|0.008462682|119.4035378|124.4421556|-0.035945973|-36.20974614|1.882633323|0.816608795|-1.833244617|-30.64032829|-22.02062158|55.20085753|0.4686568239999999|-1123.0517|-13.48990542|0.183391205|5.966142027|6736.717611|0.0128657439999999|1375.2628029999998|670.2339441|7.881596968999999|1.0|0.0|1.0|2.0|3.28|0.04|5.58|6.68|70.93|3.0|2.0|124.7|0.0|0.0|4.0|-6.29|32.0|5.0|-5.28|0.0|-6.03|5.110000000000001e-07|0.000216|9.32e-07|0.000394|2.81e-11|1.19e-08|-1396.184699|-1396.145101|0.2321|332.82|549.52|0.6915399999999999|0.2321|2.9142|0.03959805|4.6111|0.04|7.4
4q_a46|0.0|0.09591943|1|7.832410927000001|1|1|1.131262631|5.587248657999999|0.004704245|2|0.0462962959999999|0.0|-0.066250447|0.012173202|10.96363644|-0.081623022|1|0.012222698|-0.1214838219999999|-0.187559576|-0.125840557|2|0.716317772|0.807871283|-0.15266708|0.848935944|0.703627625|0|-0.070035423|0.014510206|38.31894407|48.25357162|-0.021010627|-21.81959712|72.14599138|0.61955726|-1.050531344|-16.25388148|-11.72744747|37.21920695|0.487775649|-586.3723734|-6.545879136|0.38044274|6.038093227999999|4992.497361|0.018430997|946.4377411|554.3688216|10.28758193|1.0|1.0|1.0|0.0|3.95|0.38|4.09|4.09|52.83|1.75|0.0|102.63|0.0|1.0|4.0|-3.41|26.0|4.0|-6.54|1.0|-3.89|0.000389|135.0|0.000129|0.0449|1.14e-07|3.97e-05|-1108.751283|-1108.729426|0.1432|273.72|510.13|0.69002|0.1432|2.7026|0.02185677|3.2968|743.0|6129.0
14a_a22|0.0|0.0|1|6.842683282|0|0|1.4229176680000002|4.727387819|-0.052476637|2|0.038167849|1.614660505|-0.280236463|0.005288335|10.9464374|-0.015194063|1|0.005757758|-0.097476465|-0.165471815|-0.360663314|2|0.6819423609999999|0.7392451729999999|-0.09744639|0.794858486|0.655865336|1|-0.081479363|0.021268761|93.21042936|92.61079081|-0.031338217|-37.82586486|60.38977977|0.7007904070000001|-1.629587269|-28.88288575|-21.35231162|56.88212098|0.446584227|-1110.320204|-14.54840956|0.299209593|8.052850876|6348.976909|0.021742777|1584.38271|684.5377542|14.81445329|1.0|1.0|1.0|1.0|3.42|0.08|3.87|4.31|85.59|1.73|1.0|124.05|0.0|1.0|6.0|-4.65|32.0|5.0|-6.61|0.0|-4.68|2.25e-05|0.00945|2.1e-05|0.00881|6.1e-10|2.56e-07|-1368.35698|-1368.321586|0.3051|244.77|534.87|0.63156|0.0578|4.9775|0.03539365|6603.0|38.0|7.4202
47p_a18|0.0|0.0|0|7.03438793|1|1|1.25117677|4.844187086|-0.04760181|0|0.037575758|0.0|-0.3775970529999999|0.00235332|10.94701988|-0.049428094|0|0.003537135|-0.1736074389999999|-0.261349889|-0.441700685|0|0.72025564|0.726294118|0.030970815|0.7611910209999999|0.710266593|0|-0.082580968|0.007989903|10.25627035|123.6411353|-0.030813794|-45.24146169|48.48855261|0.818459442|-2.0645242|-37.85569728|-22.80728054|57.05881288|0.488811071|-1528.087796|-16.88114242|0.181540558|9.923659881|6726.61969|0.01090303|1867.029344|1011.163774|8.070036862|1.0|0.0|1.0|2.0|4.29|0.28|3.65|3.34|76.5|3.13|3.0|144.53|0.0|1.0|9.0|-5.67|35.0|3.0|-6.07|1.0|-5.27|2.13e-06|0.000998|5.34e-06|0.0025|9.35e-10|4.38e-07|-1493.759811|-1493.731375|595.0|387.01|732.84|0.6937800000000001|595.0|3.6452|0.02843634|4.6652|64.0|7.1938
8g_a8|0.0|0.0|1|7.535296702|1|1|1.39137364|5.4161004020000005|-0.222784884|0|0.0438779959999999|0.0|-0.731356723|-0.009140059|10.94318883|-0.03728368|1|-0.007047583|0.0794962979999999|0.162134281|-0.508072694|0|0.6784762320000001|0.734188081|0.121495775|0.790058057|0.656457444|0|-0.129695841|0.031118325|171.26571059999998|285.5736014|-0.052430233|-48.6934008|67.54104396|0.8330608209999999|-2.464220973|-51.33906829|-32.12579035|102.8541256|0.479218966|-1509.912147|-19.68456628|0.166939179|7.440878437999999|6581.432140999999|0.017636126|1812.487286|551.1746801|10.80625499|0.0|1.0|1.0|2.0|3.31|0.04|4.11|3.89|99.34|3.01|2.0|111.38|0.0|1.0|4.0|-5.3|31.0|5.0|-6.34|0.0|-4.94|5.01e-06|0.00209|1.16e-05|0.00483|4.01e-08|1.67e-05|-1450.9549470000002|-1450.913472|0.3904|330.67|489.97|0.69221|0.3904|6.0697|0.04147516|7.5762|4.2|5.3768
11g_a5|0.0|0.0|1|7.139660336|0|0|1.388236041|5.209486153|0.009272269|2|0.020943152|0.0|-0.252634073|0.00599982|10.94877951|-0.007175378|2|0.006964153|-0.137739838|-0.233590516|-0.267507083|2|0.777565622|0.814159231|-0.075382189|0.8737292720000001|0.73551511|0|-0.076326887|0.023215707|68.77977167|106.4990972|-0.025442296|-32.96383785|0.0|0.543581314|-1.297557078|-29.04250676|-16.72000506|59.4498014|0.485790997|-852.7202582999998|-10.98794595|0.456418686|9.342496899|5817.569415|0.03204398|1568.70782|648.1198739|21.05845771|1.0|1.0|1.0|1.0|3.17|0.08|4.17|4.48|81.51|1.06|1.0|118.35|0.0|1.0|7.0|-4.12|31.0|5.0|-6.84|0.0|-4.31|7.65e-05|0.0312|4.88e-05|0.0199|9.229999999999999e-10|3.770000000000001e-07|-1330.189793|-1330.144218|0.4609|274.87|542.13|0.63081|0.2403|3.2282|0.04557484|4314.0|0.03|7.5229
26_a47|0.0|0.0|1|6.86171134|0|0|1.304328272|4.727387819|-0.200192886|2|0.045681818|0.956774672|-0.544056455|-0.0098410169999999|10.94972213|0.0081426509999999|1|-0.008325552|-0.035472095|-0.079370393|-0.5899218279999999|2|0.6850994429999999|0.845040087|-0.11288313|0.910081385|0.651797437|1|-0.101679756|0.020884606|9.608109253|168.2587945|-0.038735145|-34.3326642|60.07342336|0.717639177|-1.626876095|-33.13315474|-22.50824805|69.15552111|0.474969855|-945.3464183|-13.07911017|0.282360823|6.945070057000001|5994.406615|0.024619511|1317.300461|457.1122177|14.3059247|1.0|1.0|0.0|2.0|3.13|0.05|2.84|4.68|98.72|2.59|1.0|104.8|0.0|1.0|4.0|-4.86|28.0|5.0|-6.51|0.0|-4.56|1.3699999999999998e-05|0.00545|2.77e-05|11.0|5.97e-08|2.37e-05|-1696.096597|-1696.075481|0.3197|258.5|443.78|0.68707|77.0|3.6825|0.02111593|4.8242|13.0|7.9
14_a1|0.0|0.0|0|7.423568444|1|1|1.430935835|5.351858133|-0.175408303|1|0.035620155|0.0|-0.766207981|-0.011639964|10.94959842|-0.0492229479999999|1|-0.008385698|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|0.805877431|0.795744863|0|-0.122581374|0.033047776|161.1772893|240.9270705|-0.046308519|-42.99041175|104.2594419|0.753357398|-2.083883365|-44.39360096|-27.42423067|94.53410059|0.47517581|-1234.09038|-16.24082222|0.246642602|7.46120838|5748.712211|0.0243658979999999|1638.120743|513.4628663999999|14.42965582|1.0|1.0|1.0|2.0|3.25|0.05|4.04|3.63|103.12|1.54|1.0|106.85|0.0|1.0|4.0|-4.52|29.0|5.0|-6.73|0.0|-4.25|3.03e-05|0.0116|5.660000000000001e-05|0.0218|2.03e-08|7.81e-06|-1292.588129|-1292.55322|0.4442|323.35|464.08|0.69894|0.3497|4.1207|0.03490867|5.3099|94.0|7.0269
24_a20|0.0|0.0|1|6.842683282|0|0|1.40648755|4.727387819|0.029711934|2|0.03625|2.041494094|-0.083539572|0.009265667|10.93106245|-0.04104|1|0.008780074|-0.036258691|-0.060582944|-0.188335708|2|0.616352201|0.74131936|0.070857143|0.802353442|0.607038752|1|-0.067869875|0.012814211|12.83518119|30.27049276|-0.02714795|-27.02262995|406.1522673|0.771032243|-1.357397496|-24.46164548|-17.13019562|46.85253003|0.457794721|-856.5097809|-10.80905198|0.228967757|6.852820269|6109.1040920000005|0.013436544|1110.861171|664.4562602999999|8.478379683|1.0|1.0|1.0|0.0|3.4|0.08|4.76|4.78|80.28|1.86|2.0|119.42|0.0|1.0|4.0|-4.89|31.0|5.0|-6.26|0.0|-4.93|1.29e-05|0.00519|1.17e-05|0.00469|4.82e-10|1.94e-07|-1291.896802|-1291.867578|0.2495|232.2|551.25|0.44916|0.0108|3.6107|0.02922392|4.3906|318.0|6.4976
4e_a46|-3.742323661|0.092094405|1|7.825245291|1|1|0.300205548|5.587248657999999|-0.370202917|2|0.041636905|0.0|-0.4017151029999999|-0.001404912|10.31928077|-0.05803828|1|0.002688298|-0.030065705|-0.049530834|-0.514537262|2|0.738134189|0.77019676|0.075271624|0.8146060740000001|0.69063113|0|-0.084780904|0.010671173|105.0139519|186.9007941|-0.030951758|-48.825259|20.27041189|0.7951078540000001|-1.949960781|-48.10898007|-23.48867857|71.49283399|0.4753010039999999|-1479.78675|-17.82509456|0.204892146|7.906917146|7615.063066|0.0125621839999999|1861.114491|942.2127953|9.533193534|0.0|0.0|1.0|2.0|4.5|0.27|3.05|5.93|124.17|2.06|2.0|137.28|0.0|1.0|5.0|-6.08|35.0|6.0|-6.6|0.0|-5.41|8.29e-07|0.000405|3.92e-06|0.00191|1.56e-09|7.64e-07|-1884.613031|-1884.564974|0.4814|292.1|655.69|0.56481|0.3109|1.9941|0.04805633|3.2466|154.0|6.8125
17d_a50|0.0|0.0|2|8.105609402|2|2|1.338814635|6.042632834|0.03538699|1|0.031990741|2.234730384|-0.140830095|0.012079|10.94500663|-0.125540541|2|0.01245647|-0.200725906|-0.323333765|-0.2294807539999999|1|0.754575205|0.748516466|-0.1921395789999999|0.789310938|0.7276268779999999|1|-0.069790853|0.0152123589999999|5.007868064|48.62532158|-0.025589979|-33.56790124|86.38197811|0.75405703|-1.535398758|-21.24595322|-17.74731987|41.18485076|0.445708152|-1064.839192|-12.30823045|0.24594297|6.996105516|6281.764548|0.013178555|1412.14676|829.3813984|9.139672835|1.0|1.0|1.0|0.0|4.07|0.35|4.0|4.29|51.77|2.71|2.0|133.19|0.0|1.0|6.0|-4.5|32.0|4.0|-6.25|1.0|-4.88|3.17e-05|0.0135|1.31e-05|0.00557|8.55e-08|3.63e-05|-1335.989008|-1335.962757|0.1819|306.09|579.45|0.66103|0.1819|5.6557|0.02625058|7.9942|74.0|7.1308
9_a3|0.0|0.0|0|6.823286122000001|0|0|0.605017128|4.727387819|-0.100592457|1|0.034166667|2.4071976040000003|-0.298197887|-0.004918099|10.31162238|0.023606557|1|-0.003863265|0.083014843|0.141996379|-0.614170287|1|0.923357627|0.6729843740000001|-0.260349706|0.7327715159999999|0.865283439|0|-0.083555008|0.007377805|223.4501605|72.17854599|-0.038196575|-18.47392835|72.50764604|0.886859678|-1.336880133|-21.04009269|-17.96047462|48.21513485|0.413418346|-628.6166118|-8.445224386|0.1131403219999999|5.004834198999999|4430.929894|0.008976383|708.8118076000001|349.6957191|4.220799781|1.0|1.0|1.0|1.0|3.1|0.0|4.9|4.62|80.04|2.42|1.0|92.69|0.0|1.0|2.0|-5.53|22.0|2.0|-5.21|0.0|-4.9|2.96e-06|0.000899|1.25e-05|0.00379|5.5e-08|1.67e-05|-1256.087705|-1256.0634710000002|0.2069|213.09|350.27|0.6724600000000001|0.1127|2.0863|0.0242342|2.6661|10965.0|4.96
9s_a24|0.0|0.0|0|6.605297921|1|1|1.4275963180000002|4.59511985|-0.00570386|4|0.023585859|0.0|-0.190782186|0.006748865|10.96129902|0.013901071|1|0.007695726|-0.204128966|-0.359715589|-0.248704391|3|0.799076569|0.773544454|0.030228027|0.8327425070000001|0.748077475|0|-0.063587778|0.016792118|33.24649431|72.43525688|-0.019465646|-24.51900941|0.695462853|0.445160769|-0.953816666|-19.21235005|-12.08741583|41.36694069|0.47085169|-592.2833757999999|-7.505819207999999|0.554839231|9.124394347|5767.9102490000005|0.03496522|1330.4932|604.8829955|21.71205366|1.0|1.0|1.0|1.0|3.43|0.04|3.15|4.29|77.21|0.81|1.0|115.67|0.0|1.0|4.0|-3.36|30.0|4.0|-7.2|0.0|-4.06|0.000434|171.0|8.71e-05|0.0343|7.73e-09|3.04e-06|-1271.031372|-1270.994965|0.5112|403.51|521.4|0.6907300000000001|0.0839|4.6141|0.03640642|7.0312|32.0|7.4949
47t_a18|0.0|0.0|0|7.03438793|1|1|1.25117758|4.844187086|-0.161517185|0|0.03672956|0.0|-0.756664598|-0.006573438|10.94702032|-0.04785474|0|-0.004985656|-0.068787175|-0.104274108|-0.600890268|0|0.704602886|0.750103977|0.005590928|0.796935152|0.688453085|0|-0.103295568|0.014067024|280.622476|219.5070758|-0.040580402|-46.27207168|78.43695402|0.804531523|-2.272502492|-53.39751484|-27.16032544|89.19655162|0.49779009|-1520.978225|-18.17831387|0.195468477|8.780037801|6603.597038|0.016238994|1890.514146|747.6927426|10.86870356|0.0|0.0|1.0|3.0|3.86|0.15|2.6|2.93|110.56|1.64|2.0|129.21|0.0|1.0|7.0|-5.58|33.0|4.0|-6.46|0.0|-4.77|2.65e-06|0.00117|1.7100000000000002e-05|0.0075299999999999|3.09e-08|1.36e-05|-1470.873743|-1470.836067|0.5502|397.84|601.36|0.6895100000000001|0.5502|7.7656|0.03767603|9.6938|782.0|6.1068
