molecula|SddssS|NaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|SRW07|JGI4|MATS7i|SaaaC|ATSC1c|AATSC8d|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|GATS1are|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|FNSA3|FPSA3|PNSA5|RNCS|RPSA|TPSA_x|WNSA5|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50
12j_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.0|0.04148877|5.351858133|0.043848238|-0.02473642|0.0|-0.354848778|-0.075816941|0.005965451|-0.0431311459999999|-0.053644471|-0.09353607|-0.456342646|0.8414737059999999|0.795446883|0.0060012969999999|-0.130412856|0.7991060659999999|0|-0.073909106|0.015613498|-60.832977500000005|88.51817261|0.157800959|101.9784021|-39.31313154|0.0|0.8134611009999999|-30.8670468|69.55167701|-23.39729904|57.85371764|2784.7999170000003|-1216.65955|-786.2626307999999|28.76265258|0.01349128|-405.1466163|1495.657934|1.0|0.0|0.0|1.0|-7.01|2.93|81.65|2.0|0.0|132.24|0.0|1.0|5.0|30.0|4.0|412.51|0.0|1.0|-5.15|2.21e-06|7.05e-06|0.0|0.0|9.75e-08|-0.05106|5.1971|3.4788|1175.75|356.4|0.2163|0.3087|0.68625|-1614.831741|-0.1987799999999999|0.03201935|5.1081|8058.0
14i_a23|0.0|0|0.0|2|7.423568444|0|0|3.2692375460000003|0.142566578|5.351858133|0.0432555559999999|0.040408197|0.7151570629999999|-0.558153376|-0.026731172|0.002496501|0.075401108|-0.017918675|-0.033435987|-0.569707595|0.77007911|0.8025091329999999|0.158023239|-0.04255066|0.7333675390000001|1|-0.0889593869999999|0.0214262489999999|-66.02703063|324.811841|0.222047267|151.83084580000002|-45.14777443|93.48624142|0.7780956840000001|-41.59306642|79.20815775|-27.18760085|75.47917433|3097.406945|-1386.567643|-948.103263|34.94120504|0.019276934|-380.3109456|1782.001457|0.0|0.0|0.0|2.0|-6.96|3.12|148.11|1.0|1.0|128.38|1.0|1.0|6.0|33.0|5.0|454.51|0.0|0.0|-4.39|6.11e-06|4.03e-05|0.0|0.0|1.11e-07|-0.08025|3.6931|3.6931|1224.02|335.72|0.3639|0.55606|0.55606|-1798.371346|-0.23121|0.03394466|8.3755|8.4622
28_a20|0.0|0|0.0|1|6.842683282|0|0|1.837209467|-0.013841559|4.727387819|0.0396875|0.091462964|1.650185059|-0.363557127|-0.039965901|0.002695258|0.155263557|-0.016955137|-0.028782305|-0.447096101|0.715067047|0.755701837|-0.104458316|-0.06654421|0.690655217|1|-0.086299346|0.014682607|-60.85602167|318.7453661|0.218249263|145.66665480000003|-40.6172876|88.39175809|0.773641727|-38.44343857|71.98460956|-23.40616218|67.39863895|2865.917291|-1217.120433|-812.3457521|30.25452396|0.016673728|-365.2747728|1573.2352460000002|0.0|1.0|1.0|1.0|-8.8|4.01|99.58|1.0|0.0|122.8|0.0|1.0|5.0|32.0|5.0|420.47|0.0|1.0|-4.43|3.77e-05|3.72e-05|0.0|0.0|1.57e-09|-0.06242|4.7905|3.5798|1198.32|346.35|0.2354|0.50352|0.4701899999999999|-1368.085242|-0.21814|0.03534166|4.7428|6.5935
3t_a32|0.0|1|0.0|0|7.765993078999999|0|0|0.0|0.028840888|5.733341277|0.03995614|0.028527045|2.141978747|-0.304466646|-0.086478322|0.00139283|0.049606573|-0.070331512|-0.122301673|-0.496165036|0.710773544|0.822076702|0.0466380209999999|-0.146047869|0.687253845|1|-0.080203824|0.014242899|-61.58101978|97.01046154|0.171323757|108.2086749|-38.89478416|0.0|0.684474482|-31.99514268|72.43498782|-17.03304802|59.65287508|2530.60497|-800.5532571|-505.632194|24.88485469|0.017184783|-233.0294362|1169.58817|1.0|1.0|1.0|1.0|-8.01|5.42|128.01|2.0|0.0|112.48|0.0|1.0|7.0|27.0|4.0|396.53|0.0|1.0|-4.93|3.28e-07|1.16e-05|0.0|0.0|9.86e-09|-0.05507|3.5487|3.5487|1129.24|349.38|0.2906|0.70286|0.70286|-1864.472646|-0.20246|0.03020622|2.7003|8.0458
5b_a50|0.0|0|0.0|2|7.927685046000001|1|1|4.190114953|-0.253064589|5.82008293|0.034845679|-0.052494624|2.473508677|-0.062071259|-0.113846154|0.012290091|-0.0873662269999999|-0.1052449509999999|-0.175158017|-0.140506919|0.693611382|0.791163321|0.019856551|-0.1866330389999999|0.6642694929999999|1|-0.041157676|0.012204641|-31.07327358|6.656963127999999|0.041393519|21.02890062|-15.78596849|60.5565203|0.5887490470000001|-10.62231784|42.76068675|-10.87564575|27.10933752|2183.545404|-435.0258302|-221.0035589|18.47246431|0.023005632|-90.17329003|738.8985723999999|1.0|1.0|1.0|0.0|-5.86|4.02|35.64|0.0|0.0|96.89|0.0|2.0|2.0|24.0|2.0|312.37|1.0|1.0|-4.19|0.000335|6.47e-05|0.0|0.0|1.37e-06|-0.0256899999999999|5.6332|4.0222|922.49|308.25|0.2749|0.4270899999999999|0.66968|-990.43875|-0.19252|0.02651535|6.1284|4.9126
20_a4|0.0|0|0.0|1|7.535296702|1|1|2.017439295|-0.203359312|5.4161004020000005|0.039635417|-0.061689675|0.0|-0.124135414|-0.059498265|0.012025268|-0.098992154|-0.064248765|-0.103098674|-0.211751813|0.691307598|0.7797803109999999|0.246357638|-0.105783279|0.665774148|0|-0.060595472|0.022933651|-34.74640079|63.27373076|0.081852712|39.3981702|-16.72448692|68.49419443|0.6435852470000001|-14.03867522|46.45917085|-13.14728679|40.20507689|1982.961908|-486.4496111|-234.1428169|20.4281979|0.024334176|-138.2237887|755.8433223999999|1.0|1.0|1.0|0.0|-5.55|3.54|39.94|0.0|0.0|86.62|0.0|2.0|3.0|22.0|3.0|289.33|1.0|1.0|-3.87|0.000346|0.000134|0.0|0.0|2.79e-06|-0.03048|5.1778|4.0419|861.05|306.74|0.2364|0.5152|0.66028|-934.103809|-0.19747|0.022349042|5.5779|6.1898
7c_a10|0.0|0|0.0|1|7.535296702|1|1|2.1219657030000003|-0.152261681|5.4161004020000005|0.039433962|-0.1122332619999999|1.798334646|-0.206388032|-0.066271289|0.0107756969999999|-0.176560297|-0.12177839|-0.191576261|-0.215874011|0.725146704|0.7928588059999999|-0.087063341|-0.105104647|0.6952665379999999|1|-0.05074318|0.027436939|-51.2378943|87.99694927|0.093723511|54.79389751|-29.95538587|58.07647902|0.52630639|-17.34382833|67.01436709|-13.06063972|45.70671102|2616.8970870000003|-666.0926258|-389.4200163|24.81565867|0.0269852389999999|-30.75918962|1265.598592|1.0|1.0|1.0|0.0|-7.78|4.43|62.06|1.0|0.0|113.07|0.0|1.0|4.0|29.0|5.0|386.45|1.0|1.0|-4.69|3.59e-05|2.05e-05|0.0|0.0|1.66e-08|-0.04004|5.4267|3.8357|1102.43|323.24|0.4049|0.41348|0.68708|-1258.744382|-0.20059|0.02659395|5.0714|5.4191
12ad_a36|0.0|1|0.0|0|7.412764017000001|2|2|0.0|-0.040810025|5.351858133|0.040787037|0.046496301|0.0|-0.649957196|0.010723827|0.000906224|0.077659878|-0.136151085|-0.227404687|-0.478461478|0.817851296|0.832674224|0.1563642469999999|0.018207862|0.7767870459999999|0|-0.082404548|0.030769062|-76.30379737|94.12528108|0.239732231|169.7321223|-54.02363038|81.68309557|0.656407461|-41.30726219|96.81391944|-25.88878839|80.12771975|3041.082692|-1449.77215|-1026.448977|39.44011905|0.028968808|-221.4751857|2208.646667|1.0|0.0|0.0|2.0|-6.62|1.67|95.5|1.0|0.0|135.03|0.0|1.0|7.0|33.0|6.0|439.47|0.0|0.0|-4.08|6.579999999999999e-05|8.36e-05|0.0|0.0|2.42e-07|-0.05406|5733.0|3.8512|1236.64|321.93|0.6073|0.27316|0.67215|-1460.5468529999998|-0.21044|0.03648828|6.8996|7.7696
19_a34|0.0|0|0.0|1|7.412764017000001|1|1|1.898101852|-0.068004837|5.351858133|0.044107744|-0.189862762|0.0|-0.5357267960000001|-0.014196676|-0.0042364759999999|-0.29861864|-0.255220734|-0.401414514|-0.469568766|0.866604574|0.8022000659999999|0.08178394|-0.0235903339999999|0.818710955|0|-0.112877411|0.039589023|-62.64265252|131.5318459|0.360097548|179.6256831|-31.24772528|470.4453529|0.662289492|-28.08688512|77.38527508|-19.78189027|76.05407906|2127.363207|-751.7118302|-374.9727034|29.86894781|0.029554695|-161.90813300000002|1135.020017|0.0|1.0|1.0|1.0|-5.03|2.31|69.4|0.0|0.0|83.95|0.0|2.0|3.0|23.0|5.0|309.32|1.0|1.0|-3.15|0.00186|0.000704|0.0|0.0|9.42e-06|-0.02901|4.1721|4.1721|882.87|297.18|0.2189|0.6897300000000001|0.6897300000000001|-1046.458335|-0.20251|0.03168624|5.0441|6.0044
24_a47|0.0|0|0.0|1|6.86171134|0|0|1.225600378|0.0453435129999999|4.727387819|0.039520202|0.0251322929999999|1.081401467|-0.484848181|0.071506228|-0.004514441|0.056234624|-0.111494046|-0.2494728939999999|-0.540463145|0.662080166|0.812650394|-0.005097239|0.113432542|0.627160379|1|-0.075894947|0.021522987|-51.21152885|41.72753688|0.216050899|121.5922303|-28.82156035|47.170683|0.611603578|-24.03877652|69.27912772|-18.28983173|54.82626523|2642.775318|-768.1729327|-432.3234052|29.90471672|0.032103375|-125.6197312|1255.998102|0.0|1.0|1.0|2.0|-7.63|4.64|84.73|1.0|0.0|104.73|0.0|1.0|5.0|28.0|5.0|396.81|0.0|1.0|-4.52|2.46e-05|3.05e-05|0.0|0.0|2.32e-08|-0.06517|3.9675|3.9675|1002.04|312.5|0.2618|0.6835|0.6835|-1695.93106|-0.2285|0.03414611|3.6008|8.5
5a_a50|0.0|0|0.0|2|7.927685046000001|1|1|4.202707546|-0.203248487|5.82008293|0.038040936|0.017227585|2.475383677|-0.06986407|-0.130929632|0.01228899|0.028229556|-0.102607753|-0.168135655|-0.161169418|0.699970832|0.788709546|-0.132977171|-0.203436041|0.6759066159999999|1|-0.038932964|0.010185297|-34.7974024|6.819160781|0.030107124|16.06582337|-18.56865899|60.04351409|0.66527517|-11.08625592|44.17662122|-12.13862875|26.21058426|2246.106104|-521.9610361|-278.5298849|18.24602704|0.017576522|-176.38892919999998|784.5791628|1.0|0.0|1.0|0.0|-6.24|4.33|35.64|0.0|0.0|101.86|0.0|1.0|2.0|25.0|2.0|326.39|1.0|1.0|-4.5|0.000129|3.14e-05|0.0|0.0|5.7e-07|-0.02487|5.6146|4.0159|976.41|308.73|0.2735|0.39948|0.6725399999999999|-1029.734933|-0.19146|0.02452028|5649.0|5.3872
16b_a32|-3.3094926630000003|1|0.0|0|7.765993078999999|0|0|0.0|0.0873104119999999|5.733341277|0.041958333|-0.012739425|2.033356859|-0.423467596|-0.0657820279999999|-0.00180101|-0.023602065|-0.1202046419999999|-0.222700615|-0.586122949|0.745820612|0.852956281|0.056127969|-0.098450203|0.6762731040000001|1|-0.088716278|0.015808858|-69.39772428|53.96132589|0.253462496|162.40756509999997|-44.4669946|9.827907321|0.7476362679999999|-36.42406481|80.37824892|-22.14820988|66.97508778|3037.795494|-1040.965864|-667.0049190000001|29.62431176|0.017136832|-317.3487516|1392.342653|1.0|0.0|1.0|2.0|-7.6|4.88|165.49|1.0|0.0|114.43|1.0|1.0|7.0|28.0|6.0|433.57|0.0|1.0|-4.55|5.19e-07|2.84e-05|0.0|0.0|2.54e-08|-0.05946|3.6211|3.6211|1137.73|342.39|0.2849|0.70233|0.70233|-2315.757928|-0.2094099999999999|0.03900066|7.0093|7.7696
3f_a32|0.0|1|0.0|0|7.773594467000001|0|0|0.0|0.0067550119999999|5.733341277|0.042380952|-0.062954205|2.227330929|-0.275173181|-0.110286539|0.002565215|-0.112493266|-0.074808287|-0.133675401|-0.5487283829999999|0.833981748|0.820782305|-0.110248899|-0.1743238839999999|0.786074011|1|-0.073433055|0.011897886|-54.8993954|47.97543149|0.125973316|71.02334697|-30.95210106|0.0|0.78919828|-23.34192893|61.47296003|-16.99267001|48.1093075|2273.466801|-713.6921402|-402.3773138|21.53155987|0.011659458|-326.0981041|904.3255145|1.0|1.0|1.0|1.0|-7.31|5.63|110.94|2.0|0.0|102.66|0.0|1.0|4.0|24.0|3.0|354.49|0.0|1.0|-5.4|1.28e-07|3.96e-06|0.0|0.0|4.89e-08|-0.05315|3.5569|3.5569|1006.92|348.58|293.0|0.70255|0.70255|-1711.863611|-0.2006099999999999|0.02606687|5.7161|8.0458
3m_a32|0.0|1|0.0|0|7.773594467000001|0|1|0.0|0.013867955|5.733341277|0.03962963|-0.0370712179999999|2.175099216|-0.3082152019999999|-0.078038283|0.000822186|-0.065422345|-0.04918838|-0.086806406|-0.49476131|0.6943636479999999|0.817967125|-0.0067207069999999|-0.126422018|0.6672533589999999|1|-0.084626325|0.013428623|-56.15082133|92.61088121|0.201976727|120.7751424|-33.57626169|0.0|0.674468222|-30.25923462|67.1606709|-16.22134838|58.63348955|2588.590536|-729.9606772999999|-436.4914018999999|24.05057475|0.018412178|-208.6520032|1082.275864|1.0|0.0|1.0|1.0|-7.38|5.35|128.01|2.0|0.0|110.36|0.0|1.0|3.0|27.0|4.0|394.51|0.0|1.0|-4.86|1.14e-06|1.39e-05|0.0|0.0|4.190000000000001e-08|-0.05731|3.5749|3.5749|1073.31|346.82|0.2952|0.7026600000000001|0.7026600000000001|-1863.279862|-0.2056599999999999|0.0339106999999999|8.0755|7.6383
8j_a46|0.0|0|0.214753401|1|7.727094485|1|1|2.1279894180000003|-0.13040237|5.533389489|0.043903904|-0.129276363|0.0|-0.081366324|-0.053618988|0.0108603019999999|-0.204674804|-0.084266433|-0.133413527|-0.229679821|0.645146311|0.789844634|-0.223292257|-0.074207717|0.6109926379999999|0|-0.054707287|0.008672342|-37.04976799|7.723448142|0.065351579|35.10521457|-19.90219786|64.83187221|0.822112519|-15.7861518|41.80044861|-13.78596018|34.04593326|2121.846387|-592.7962878|-318.43516580000005|16.76894569|0.008843828|-346.061389|721.0646647000001|1.0|0.0|1.0|0.0|-7.26|4.55|43.6|1.0|1.0|96.94|0.0|1.0|2.0|24.0|3.0|338.83|1.0|1.0|-4.83|2.59e-05|1.47e-05|0.0|0.0|5.46e-08|-0.04068|4.9636|4.4107|978.4|281.1|0.1728|0.50703|0.70121|-1414.349865|-0.22599|0.02408052|6.4463|5.9108
12v_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.0|0.037440652|5.351858133|0.04625323|-0.099831334|0.0|-0.369659818|-0.04950715|0.001805829|-0.173424818|-0.0493878409999999|-0.0857954809999999|-0.471153275|0.8149999040000001|0.83236194|-0.029852321|-0.080971844|0.711738503|0|-0.077138874|0.015823709|-65.72041011|82.09302037|0.1498787969999999|101.4008026|-44.46327619|0.0|0.806069067|-35.30820865|75.73440678|-25.48342433|62.89402328|3001.758432|-1248.687792|-844.8022477|31.6144427|0.014801518|-414.1432908000001|1549.107692|1.0|0.0|0.0|1.0|-7.8|3.92|81.65|2.0|0.0|137.3|0.0|1.0|5.0|31.0|4.0|467.37|0.0|1.0|-6.04|2.64e-07|9.14e-07|0.0|0.0|1.58e-08|-0.0563|3.5507|3.5507|1209.1|349.18|0.1601|0.68405|0.68405|-2494.739831|-0.20681|0.03495552|4105.0|7.6596
12f_a30|0.0|0|-4.734662095|0|7.412764017000001|2|2|0.0|0.156569208|5.351858133|0.041555556|0.1468972409999999|0.0|-0.874676289|-0.046588557|-0.004395528|0.4304505939999999|-0.077457998|-0.226973911|-0.6394697460000001|0.613786308|0.8246767140000001|-0.043091382|-0.071123509|0.593245722|0|-0.090450992|0.01570263|-76.85198573|101.2862703|0.164253554|115.8783181|-54.21787616|1.45550709|0.815175332|-45.01820228|89.21786458|-31.90082427|74.88972286|3305.792133|-1690.743686|-1192.793275|39.1336968|0.01752821|-444.7025522|2074.08593|1.0|0.0|0.0|1.0|-7.18|4.78|90.88|2.0|0.0|133.96|0.0|1.0|7.0|34.0|8.0|482.48|0.0|0.0|-5.92|1.99e-07|1.2e-06|0.0|0.0|6.61e-08|-0.05464|5.0587|3.5298|1225.63|351.25|0.2166|0.32483|0.68471|-1987.782125|-0.20422|0.03400408|4.6865|7.7144
12e_a30|0.0|0|0.0|0|7.412764017000001|2|2|0.0|-0.0026669809999999|5.351858133|0.041767677|-0.010682095|0.0|-0.444243861|-0.055954785|0.0053380919999999|-0.018475151|-0.089279071|-0.154412059|-0.417089226|0.838579475|0.8246767140000001|0.002248768|-0.097868612|0.7933543279999999|0|-0.07914783|0.024254701|-65.04681137|106.2790684|0.183296295|121.5880081|-43.14823836|0.0|0.7071208529999999|-34.82676424|80.10232244|-23.31866823|68.59117243|2920.484542|-1235.889416|-819.8165288|32.97692061|0.022696477|-274.7836441|1747.776792|1.0|0.0|1.0|1.0|-6.74|2.63|90.88|2.0|0.0|133.77|0.0|1.0|6.0|31.0|5.0|428.51|0.0|0.0|-4.93|3.59e-06|1.19e-05|0.0|0.0|1.84e-07|-0.05044|5.0412|3.4747|1201.05|356.82|0.2055|0.3304|0.68605|-1690.030824|-0.19804|0.03344515|6.1598|7.9431
3q_a32|0.0|1|0.0|0|7.765993078999999|0|0|0.0|-0.017280695|5.733341277|0.03898374|0.02785755|2.120544848|-0.419780649|-0.098400506|0.002487149|0.0492355779999999|-0.167040501|-0.295228244|-0.5448044360000001|0.751733573|0.853737093|0.010109949|-0.1585635|0.716172604|1|-0.067604132|0.018527744|-60.46462749|41.73511731|0.15006201|92.62226328|-37.3203761|53.27315741|0.6349739010000001|-25.7550561|74.3682963|-17.27560785|53.16288420000001|2649.276311|-846.5047848999999|-522.4852655000001|27.20679986|0.022526037|-166.61896299999998|1333.133193|1.0|0.0|1.0|1.0|-7.31|4.72|131.25|1.0|0.0|115.37|0.0|1.0|7.0|28.0|4.0|411.54|0.0|1.0|-4.62|1.24e-06|2.4100000000000003e-05|0.0|0.0|4.88e-08|-0.04968|3.6236|3.6236|1136.46|342.16|0.2897|0.70216|0.70216|-1919.821707|-0.19969|0.02381444|5.2657|7.5528
47r_a18|0.0|0|0.0|0|7.03438793|1|1|0.0|0.029358241|4.844187086|0.035706215|0.041686585|0.0|-0.40455848|-0.030106257|-0.0001597829999999|0.0646283159999999|-0.233665901|-0.362261236|-0.360670551|0.806477847|0.7698681909999999|0.017110504|-0.048143486|0.7554975009999999|0|-0.083915825|0.0155038689999999|-65.12700692|13.30156885|0.230421778|172.30927739999998|-48.70193962|60.66168882|0.688074851|-46.92606587|81.99788849|-23.68254797|74.34599189|3389.050097|-1563.048166|-1168.846551|34.41856352|0.0225607039999999|-281.2845386|2271.625192|1.0|1.0|1.0|2.0|-7.46|3.76|111.03|3.0|1.0|145.82|0.0|1.0|9.0|36.0|4.0|504.6|0.0|0.0|-5.64|2.26e-07|2.31e-06|0.0|1.0|3.48e-08|-0.0522799999999999|3.1705|3.1705|1387.23|391.06|0.6007|0.69545|0.69545|-1964.443758|-0.18249|0.02805567|3.2001|6.6364
8b_a12|0.0|0|0.0|0|0.0|1|1|0.0|0.190292199|0.0|0.03977208|0.028584223|0.0|-0.618894925|-0.1090955359999999|-0.007926474|0.047425677|0.003898807|0.006468729|-0.659952678|0.89481633|0.7407532059999999|-0.010950243|-0.183648492|0.856390139|0|-0.1053827859999999|0.011257065|-67.44287685|319.0086845|0.259073691|149.9096134|-39.02494133|76.80174559999999|0.888936354|-35.28434152|72.85978933|-26.39069094|67.49212879999999|2388.888334|-1213.971783|-702.4489440000001|29.68794201|0.009361504|-450.1059006|1365.645333|0.0|1.0|1.0|2.0|-7.45|1.9|80.37|1.0|0.0|110.58|0.0|1.0|4.0|27.0|4.0|355.39|0.0|0.0|-4.01|7.890000000000001e-05|9.74e-05|0.0|0.0|3.56e-08|-0.0589|4.2263|3.7446|1020.47|331.1|0.3179|0.53425|0.57773|-1159.188228|-0.21184|0.03936706|6.1286|6.58
26_a20|0.0|0|0.0|1|6.842683282|0|0|1.877209467|-0.000846851|4.727387819|0.0396875|0.1516835819999999|2.01129617|-0.3297182369999999|-0.033102079|0.003149352|0.249416844|0.0346782989999999|0.057022334|-0.446730587|0.7071284179999999|0.7541508029999999|-0.070815554|-0.055150498|0.690530489|1|-0.0862808009999999|0.012753218|-55.81998701|299.8332395|0.20662747|139.417676|-37.66339899|80.47551422|0.7848887259999999|-39.28020352|65.85953426|-22.11735334|66.82118688|2825.254798|-1172.219727|-790.9313788|28.17896678|0.014879363|-384.4457279|1493.485239|1.0|1.0|1.0|1.0|-9.18|4.62|86.69|2.0|0.0|125.0|0.0|1.0|5.0|32.0|4.0|419.48|0.0|1.0|-5.02|7.27e-06|9.51e-06|0.0|0.0|6.64e-10|-0.05097|4.8421|3.8894|1211.34|318.77|0.2081|0.50878|0.68167|-1352.036122|-0.21226|0.03774288|4.8742|6.8827
1a_a5|0.0|0|0.0|0|6.605297921|1|1|0.0|-0.271170445|4.59511985|0.021346801|-0.075791863|0.0|-0.078562954|-0.004213083|0.00549829|-0.123867037|0.069867374|0.114184614|-0.179831877|0.8309401009999999|0.7427901179999999|0.11504495|-0.008431181|0.808272639|0|-0.071887159|0.008036994|-38.07869556|83.60943679|0.166361767|83.77332129999999|-19.17495143|0.0|0.7256546770000001|-18.22870183|46.38422909|-13.93123008|40.24669785|1940.139869|-571.1804334|-287.62427139999994|19.19815378|0.016493595|-227.2618539|787.1243051|0.0|1.0|1.0|1.0|-7.15|1.42|37.81|0.0|0.0|93.49|0.0|1.0|3.0|23.0|4.0|298.34|1.0|0.0|-3.44|0.00253|0.000365|0.0|0.0|7.13e-08|-0.1040099999999999|4.6707|2.8332|882.1|437.61|0.2109|0.44868|0.54123|-951.178584|-0.2262699999999999|0.028664612|6.7017|6.9706
21a_a23|0.0|0|0.0|2|7.525639975|0|0|3.43622302|0.1049806919999999|5.4161004020000005|0.042862319|0.071115216|0.773970837|-0.3082571839999999|-0.083864151|0.01180744|0.130024255|-0.074441567|-0.136106024|-0.484404194|0.725800261|0.7367638240000001|0.1022509819999999|-0.137122549|0.6906097959999999|1|-0.051521215|0.011564247|-54.35891011|39.56172507|0.073461531|48.49696614|-35.88602363|82.08958626|0.842121383|-22.45408125|61.73864319|-22.83074225|41.64701536|2880.257677|-1141.537112|-753.6064963|27.11098744|0.011178565|-451.7153132|1355.5493720000002|0.0|0.0|1.0|1.0|-7.78|4.33|105.02|2.0|1.0|125.25|0.0|1.0|5.0|31.0|4.0|425.51|0.0|0.0|-5.28|1.3e-06|5.29e-06|0.0|0.0|1.65e-08|-0.07243|3.6993|3.6993|1189.63|335.16|0.3692|0.60824|0.60824|-1668.989671|-0.2226699999999999|0.0203361|7.9309|6.9914
4n_a46|0.0|0|0.126268818|1|7.825245291|1|1|2.093595994|-0.061148449|5.587248657999999|0.045335917|-0.2264394139999999|0.0|-0.234842682|-0.064683066|0.0042595609999999|-0.349865095|0.070558373|0.109017734|-0.369211845|0.741742667|0.722331115|-0.06655165|-0.088858764|0.7427183759999999|0|-0.103381106|0.008424451|-47.16810275|172.8490949|0.096854593|53.22165035|-25.91889741|0.0|0.863203663|-31.21601103|51.4039205|-17.06080312|61.43721285|2195.786424|-801.8577467|-440.621256|19.76451658|0.0077084869999999|-399.1612105|928.9322794|1.0|0.0|1.0|1.0|-6.67|4.94|61.84|1.0|0.0|102.92|0.0|1.0|2.0|26.0|3.0|343.42|1.0|1.0|-5.1|3.75e-06|7.95e-06|0.0|0.0|2.14e-07|-0.04044|5.7448|3953.0|1011.66|313.65|253.0|0.41625|0.7025|-1090.098769|-0.20685|0.04131598|8773.0|5.2845
6e_a40|0.0|0|0.0|1|8.421342866|1|2|1.75595616|0.128035402|6.401917197|0.039160494|-0.15110197|0.744550501|-0.69771706|-0.205140551|-0.002992481|-0.276969278|-0.020200684|-0.037027769|-0.6319354389999999|0.685858263|0.8361555479999999|-0.011405885|-0.289988439|0.648802794|1|-0.107312598|0.015875595|-76.50178121|185.1473293|0.25379524|166.7812216|-50.27304895|35.33106374|0.866991176|-46.34235117|84.95203628|-32.02400144|80.95296505|3075.060648|-1377.032062|-904.9148811|36.93694043|0.012858969|-482.3355765|1588.2884390000002|1.0|0.0|1.0|1.0|-4.63|3.72|173.43|2.0|2.0|125.15|1.0|2.0|5.0|30.0|5.0|476.98|0.0|1.0|-5.58|1.74e-08|2.6e-06|1.0|0.0|2.35e-05|-0.09682|2.9549|2.9549|1149.77|419.59|0.3625|0.67187|0.67187|-2830.986514|-0.2164|0.03482243|11.5248|7.7447
47d_a18|0.0|0|0.0|0|7.03438793|1|1|0.0|-0.017398129|4.844187086|0.032916667|0.069914568|0.0|-0.480899596|0.016324953|0.005144085|0.104380139|-0.272202025|-0.406388629|-0.417659275|0.7640994990000001|0.7430748709999999|-0.002494715|0.027971797|0.741366815|0|-0.06394156|0.015270278|-71.20388424|64.92967228|0.163000873|132.9229494|-58.06490563|58.93717545|0.69814381|-42.52098397|86.29525584|-23.42233034|64.59518279|3304.705347|-1780.097106|-1451.622641|33.54943497|0.018506261|-323.1621908|2549.757058|1.0|1.0|1.0|2.0|-8.83|3.21|88.97|3.0|2.0|159.67|1.0|1.0|12.0|39.0|4.0|527.66|0.0|0.0|-5.28|1.83e-06|5.23e-06|1.0|1.0|1.4800000000000003e-09|-0.04561|3.1079|3.1079|1544.09|398.94|0.5820000000000001|0.69905|0.69905|-1703.545539|-0.17405|0.02826074|4.2225|8.0969
12b_a5|0.0|0|0.0|0|6.605297921|2|2|0.0|-0.297319874|4.59511985|0.0252713179999999|-0.021265946|0.0|-0.1214831359999999|-0.016614746|0.00751901|-0.033279992|-0.070406884|-0.110182753|-0.1708042239999999|0.8417504029999999|0.779793078|0.066588785|-0.033036296|0.8121510009999999|0|-0.066227158|0.016556707|-43.25430513|138.67264319999998|0.172386307|108.7155967|-27.27837078|0.0|0.530379611|-26.33991037|59.53145615|-12.90040679|52.20772716|2602.046823|-735.3231872|-463.7323032|24.32296891|0.025810077|-38.31786425|1386.409228|0.0|1.0|1.0|1.0|-7.67|0.72|50.28|1.0|0.0|123.46|0.0|1.0|5.0|30.0|6.0|397.47|1.0|0.0|-3.45|0.00503|0.000359|0.0|0.0|2.14e-08|-0.10395|4.6156|1.4454|1149.51|857.76|0.2345|0.42949|0.70615|-1276.940335|-0.16607|0.03447919|8.2868|7.3768
