molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|MATS1c|GATS1are|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GRAV|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Zero Point Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
12b_a36 (EW-7197)|1|0|0|3.3685352889999995|0.0|7.412764017000001|2|1.2970445309999998|0.0|-0.104514139|-0.008137593|5.351858133|-0.082283951|2|0.040899471|0.027495626|0.0|-0.002526241|-0.098032695|10.96052467|-0.056994595|1|1|-0.000673716|-0.101303149|-0.442656599|0.724208473|-0.001567914|0.8741648479999999|0|0.7635183720000001|-0.081357853|0.021439664|-50.90136206|13.41367899|81.63796416|0.236481628|-0.039120289|-42.53627024|5.958751634|0.746747352|-31.84632538|80.95733534|-24.47552312|64.31504105|0.45988432|2772.832013|2338.370858|-15.31305729|6096.459089|0.020730147|-308.7538779|1638.808832|595.8790650000001|12.96977113|||||||||||||||||||||3.8475|3.41|3.7725|659.48|1104.61|486.64|0.6824899999999999|-1331.9479310000002|0.03202977|7.3101|7.0|8.1549
GW6604_a52|1|0|0|2.944144148|0.0|6.605297921|0|1.427583999|0.0|-0.277102285|-0.002149879|4.59511985|-0.005328809|2|0.021346801|-0.0778992459999999|0.0|0.007746755|-0.118272803|10.94914378|-0.028376521|1|1|0.0070554269999999|0.039867344|-0.201462112|0.709088617|0.074868979|0.7550228990000001|0|0.87346455|-0.071850787|0.009021088|-35.51891876|4.459510077|157.2481263|0.12653545|-0.029217264|-17.61190876|0.2386028039999999|0.73529506|-17.55852148|44.37166117|-14.44334401|39.97842884|0.4597869779999999|2044.612273|799.8313017999999|-7.13996301|4168.525878|0.01768964|-232.6328342|726.7881391|359.1060668|8.744745933999999|1.0|1.0|0.0|-8.03|4.49|4.2|54.46|0.0|0.0|3.0|-3.87|23.0|-5.95|1.0|3.08|0.000135|0.0402|3.06|9.31e-09|2.78e-06|||||||||||107.0|6.9706
15b_a50|0|1|1|0.0|0.0|7.934155233999999|1|1.353059441|4.112770601|-0.144363623|-0.0045393|5.82008293|-0.05484142|1|0.032843915|-0.103807905|2.018777006|0.004641091|-0.06083723|10.94501702|-0.124047802|2|2|0.005203263|-0.131737048|-0.310946931|0.79846758|0.000882622|0.8833003970000001|1|0.8209134840000001|-0.082576068|0.020083792|-47.20879251|11.48191704|274.85729960000003|0.179086516|-0.028069672|-26.37622116|0.0|0.639017342|-26.98929785|60.03646705|-16.04745006|58.69070955|0.478989976|2441.264256|1692.3273379999998|-9.174337796|5205.2135960000005|0.024313507|-158.95261259999998|1155.184146|510.3677388|13.90004811|1.0|1.0|0.19|-5.72|2.71|3.26|68.76|1.0|0.0|5.0|-3.18|27.0|-6.98|1.0|2.37|0.000654|0.2339999999999999|2.11|1.92e-06|0.000687|4.0561|2.08|4.0561|613.37|1035.3|475.99|0.65917|-1160.275856|0.03528279|9.3788|79.0|7.1024
14aa_a23|0|1|1|0.0|0.0|7.423568444|0|1.19796312|3.4143268310000003|0.066582026|-0.005050361|5.351858133|-0.026892547|2|0.046678487|0.031136154|0.758549568|0.013012022|-0.029037128|10.313217300000002|-0.044957534|2|2|0.012103325|-0.074579388|-0.4506138879999999|0.725358161|0.055269665|0.8072028240000001|1|0.924108042|-0.052155763|0.018016316|-35.51947393|12.26959478|40.49537336|0.075891958|-0.03159178|-35.2984572|83.27171526|0.796659447|-24.18971469|61.21989213|-21.51484958|47.78906871|0.4930525229999999|2941.302235|2263.821505|-14.65218978|6651.23042|0.013786041|-404.0660854|1431.335599|733.3886349999999|9.388663605|1.0|1.0|0.12|-8.16|4.4|4.63|105.02|2.0|1.0|5.0|-6.23|32.0|-5.92|0.0|4.1|5.9e-07|0.000259|4.31|6.9799999999999995e-09|3.07e-06|3.5934|4.1|3.5934|715.57|1231.11|588.45|0.6805899999999999|-1708.276011|0.02033777|8.3532|4.0|8451.0
7s_a46|0|0|0|0.0|0.218897825|7.727094485|1|1.160371307|2.117265684|-0.0778653109999999|-0.005351046|5.533389489|-0.076841616|1|0.044509804|-0.210750635|0.0|0.0060802|-0.005405515|10.94651358|-0.020953253|1|1|0.005577925|0.012197837|-0.3638523629999999|0.778692012|-0.036284605|0.8182543959999999|0|0.858788462|-0.096723151|0.008871171|-48.61321955|4.458665639|166.3052939|0.141211538|-0.031623562|-20.9694955|0.0|0.8198874559999999|-24.43308641|47.36217237|-15.894055599999998|53.07188519|0.433822088|1982.695462|1619.4591|-7.988379237|4245.390306|0.01122216|-321.55195330000004|814.1975221|409.9543818|5.640276426000001|1.0|1.0|0.26|-6.08|3.65|3.9|50.94|0.0|0.0|2.0|-4.07|23.0|-5.81|1.0|3.12|8.590000000000001e-05|0.0262|3.32|8.39e-07|0.000256|5.2972|3.54|4293.0|539.99|916.7|446.63|0.44692|-974.615216|0.036050328|3.6655|1985.0|5.7022
3_a3|0|0|0|0.0|0.0|7.285506549|0|0.605000514|0.0|0.159413311|-0.010040064|5.283203728999999|-0.114647585|1|0.034259259|-0.015653979|2.063441043|-0.007818326|0.0483259979999999|10.31154314|0.069435247|2|2|-0.006362643|0.041786524|-0.599804962|0.913546349|-0.082619043|0.885339037|1|0.7538064790000001|-0.107269779|0.012617742|-48.91675544|5.753894372|228.5396864|0.246193521|-0.035057023|-20.54492513|75.88125246|0.7000038270000001|-22.30683222|55.67251784|-15.98657012|54.67064981|0.415122657|2092.406045|1349.6286710000002|-7.290134722999999|4677.617255|0.023287455|-182.4099648|707.9728057|302.8386149|10.6194566|1.0|1.0|0.0|-6.15|5.0|4.07|121.17|0.0|0.0|2.0|-5.48|21.0|-5.88|0.0|3.23|3.32e-06|0.00103|3.26|7.009999999999999e-07|0.000218|5.8458|1.92|3.3475|491.26|817.21|316.65|0.29441|-1592.792349|0.03099295|2.8045|1175.0|5.93
8a_a50|1|1|1|3.139870661|0.0|7.860570786|1|1.39826105|2.03117465|-0.0737162059999999|-0.00439531|5.777652323|-0.021959577|1|0.03904321|-0.0224366579999999|1.99158738|0.007671336|-0.150515325|10.94501357|-0.058014797|2|2|0.007801731|-0.065546446|-0.352654037|0.75162266|-0.188882361|0.8718949979999999|1|0.860876738|-0.069208148|0.018809422|-34.88425666|9.480859015|133.8183888|0.139123262|-0.031655181|-20.91041439|0.0|0.751415713|-17.58335405|50.06249379|-15.95574341|44.36511568|0.46183401|2206.356773|1503.563342|-8.042467074|4638.284496|0.017017336|-253.4513797|828.1354551|388.171611|8.577560914|1.0|1.0|0.11|-6.32|3.63|3.71|59.39|0.0|0.0|2.0|-3.86|24.0|-6.12|1.0|2.87|0.000138|0.0433|2.95|4.82e-07|0.000151|5.622000000000001|2.69|4.1738|548.47|912.7|396.63|0.3462199999999999|-1006.508913|0.03479985|5.5319|47.0|7.3279
9b_a36|1|0|0|3.513187594|0.0|7.412764017000001|2|0.62670079|0.0|-0.053019801|-0.0058276019999999|5.351858133|-0.023369916|2|0.040166667|0.082806042|0.0|0.005050384|-0.077361324|10.33767255|-0.06502499|1|1|0.005458948|-0.053309522|-0.4060950789999999|0.8421237309999999|-0.034830997|0.842671963|0|0.8453794609999999|-0.074181597|0.017007854|-46.58565720000001|10.68084402|67.12293326|0.154620539|-0.036110824|-38.76797062|0.0|0.78242217|-29.25555061|71.70079424|-22.67740953|57.26650122|0.453252346|2715.020034|2464.2160510000003|-14.24129533|5838.085413000001|0.015872498|-354.7193098|1420.196295|620.9195447000001|9.967846072|0.0|1.0|0.14|-6.64|3.6|2.76|82.47|1.0|0.0|5.0|-4.6|29.0|-6.46|0.0|2.48|2.49e-05|0.00992|3.2|2.3100000000000002e-07|9.21e-05|3.8535|3.82|3.8535|666.01|1127.85|514.45|0.69763|-1575.557248|0.02803905|8.4288|21.0|7.6778
13d_a6|1|0|0|3.447870607|0.0|7.412764017000001|1|1.424214188|0.0|-0.045686501|-0.010665225|5.351858133|-0.0122495089999999|1|0.041728395|0.077158715|0.0|-0.003346018|-0.042531782|10.95129636|-0.10528143|1|1|-0.000899678|-0.106686991|-0.49314765|0.845481322|-0.027209556|0.841971795|0|0.78862121|-0.092581323|0.030793771|-63.04181168|20.96853949|156.67194009999997|0.21137879|-0.039696112|-51.34295409|564.780402|0.769432845|-42.92734103|88.02705449|-27.03045032|84.01035117|0.4128711229999999|2882.382522|3075.022992|-18.40596467|6185.117192000001|0.018542644|-366.9322097|1861.908905|692.8471883999999|12.62632467|1.0|2.0|0.16|-9.4|5.38|4.57|95.85|2.0|0.0|6.0|-5.95|32.0|-5.88|0.0|3.74|1.11e-06|0.000471|4.23|3.96e-10|1.68e-07|4.85|4.5|3.6298|723.61|1219.11|598.06|0.58381|-1389.125098|0.02846332|14.0012|0.36|6.4437
4c_a49|0|0|0|0.0|0.0|7.535296702|1|1.343847672|2.102052126|-0.048954892|-0.0057600559999999|5.4161004020000005|-0.044371138|2|0.03583878|-0.099764463|1.78683516|0.001379959|-0.102999091|10.92777281|0.006194124|1|1|0.00202792|-0.001005604|-0.412652341|0.7745214140000001|-0.052237757|0.826523164|1|0.76159824|-0.087753156|0.012079228|-56.5385923|7.782541015|82.02101639|0.23840176|-0.029809452|-35.82016427|59.70585149|0.724053828|-36.42732137|66.77901229|-19.20596967|64.32113331|0.473304159|2719.702873|1683.872161|-12.37423857|6046.668361|0.0173567219999999|-288.71184960000005|1458.908567|707.2397315000001|11.182784300000002|1.0|2.0|0.25|-7.97|3.55|3.19|98.72|1.0|0.0|7.0|-3.5|31.0|-7.53|0.0|2.6|0.000314|0.13|1.81|1.07e-08|4.4e-06|5.74|3.04|3.8067|705.55|1199.04|533.87|0.4164199999999999|-1332.336755|0.03969431|4.9358|255.0|6.5935
13b_a6|1|0|0|3.423777636|0.0|7.412764017000001|1|1.430640379|0.0|-0.0411179|-0.011206134|5.351858133|-0.0265090529999999|1|0.042739018|0.060593678|0.0|-0.00460563|-0.104663349|10.95129557|-0.064811009|1|1|-0.00194781|-0.10896749|-0.490758329|0.850080948|-0.029988734|0.8370824240000001|0|0.7757172059999999|-0.093125205|0.032036214|-61.06841733|21.00828557|154.7847961|0.2242827939999999|-0.0406496879999999|-48.5571926|554.4007331|0.757233678|-40.04664055|87.39962829999999|-26.65671602|82.07670290000002|0.408780634|2821.72831|2587.000662|-17.48058934|6000.952027|0.0203627189999999|-337.3706117|1760.1380379999998|627.4287311|13.35319491|1.0|2.0|0.12|-9.01|4.98|4.32|95.85|2.0|0.0|5.0|-5.51|31.0|-6.1|0.0|3.45|3.11e-06|0.0012699999999999|3.8|9.77e-10|4e-07|4.8494|4.04|3.6322|694.33|1167.21|574.07|0.58026|-1349.837661|0.02920955|13.5746|174.0|6.7595
4m_a46|0|0|0|0.0|0.16407746|7.825245291|1|1.134637002|2.12888511|-0.245599013|-0.000686578|5.587248657999999|0.051308728|1|0.041865079|-0.302054595|0.0|0.011122528|-0.142061192|10.94319657|0.007901235|1|1|0.010359417|-0.017992096|-0.098201489|0.615482006|-0.099662698|0.7975218959999999|0|0.948973877|-0.067320375|0.010905551|-35.4774406|5.74716122|6.161736337000001|0.051026123|-0.0224155999999999|-18.67596877|35.77391986|0.733236381|-18.69640205|41.88525631|-11.81288911|41.22460182|0.463006576|2133.331634|1639.260563|-6.225322922999999|4750.325312|0.012232753|-245.828396|724.9776792|486.9589609|6.446588969|1.0|0.0|0.29|-6.88|4.25|4.63|54.5|1.0|0.0|2.0|-4.52|25.0|-5.68|1.0|3.59|2.99e-05|0.00981|3.69|1.31e-07|4.31e-05|6.0419|3.45|4.3476|558.63|975.72|468.63|0.38389|-1030.929791|0.02920209|5.2326|1288.0|5.8901
7c_a10|0|0|0|0.0|0.0|7.535296702|1|1.343178184|2.1219657030000003|-0.152261681|-0.00375251|5.4161004020000005|0.012145872|2|0.039433962|-0.1122332619999999|1.798334646|0.01006918|-0.033792245|10.92926158|-0.066271289|1|1|0.0107756969999999|-0.12177839|-0.215874011|0.725146704|-0.087063341|0.84177174|1|0.906276489|-0.05074318|0.027436939|-29.66615908|16.04055193|87.99694927|0.093723511|-0.0223398779999999|-29.95538587|58.07647902|0.52630639|-17.34382833|67.01436709|-13.06063972|45.70671102|0.4675549639999999|2616.8970870000003|1881.379304|-7.635686595|6034.895823|0.0269852389999999|-30.75918962|1265.598592|611.4957509|15.7764728|1.0|0.0|0.26|-7.78|4.59|4.43|62.06|1.0|0.0|4.0|-4.44|29.0|-6.2|1.0|3.59|3.59e-05|0.0139|3.46|1.66e-08|6.4e-06|5.4267|2.76|3.8357|635.47|1102.43|488.89|0.41348|-1258.744382|0.02659395|5.0714|3.81|5.4191
13i_a6|1|0|0|3.399318783|0.0|7.412764017000001|1|1.430639411|0.0|0.0359494989999999|-0.0149593219999999|5.351858133|-0.154502515|1|0.042560386|0.035242754|0.0|-0.011017781|0.034304189|10.95129557|-0.032549318|1|1|-0.007703306|-0.045418125|-0.560601136|0.8744720490000001|0.145878803|0.8287956870000001|0|0.624046118|-0.120457274|0.031178586|-80.75190740000001|20.90143854|181.1128483|0.375953882|-0.046433945|-58.20996912|116.5456632|0.783597763|-54.13430283|100.2320567|-31.12829557|101.6533459|0.429711323|2906.257489|2880.134143|-20.86772478|6306.951561999999|0.019989461|-380.2354072|2105.416507|673.8038326000001|13.40049533|1.0|3.0|0.12|-8.5|4.16|3.54|115.15|1.0|0.0|6.0|-5.03|32.0|-6.81|0.0|2.91|9.32e-06|0.00398|2.95|3.18e-09|1.36e-06|3.6668|4.94|3.5614|703.43|1196.21|553.67|0.7004600000000001|-1426.269916|0.03191957|10.1375|21.0|7.6778
12h_a30|0|0|0|0.0|0.0|7.412764017000001|2|0.604984682|0.0|0.046965756|-0.00737961|5.351858133|-0.06631353|2|0.043848238|-0.074988669|0.0|0.001139238|0.001698966|10.31162898|-0.072247675|1|1|0.002064369|-0.0541804029999999|-0.4708582289999999|0.669561738|0.008644634|0.888213143|0|0.763568404|-0.083127678|0.017389133|-52.88851758|11.06352871|89.66095835|0.236431596|-0.038417127|-40.10503079|0.0|0.7979748729999999|-33.64938551|73.14241438|-24.44221903|63.95204629|0.468446216|2848.98238|2268.811589|-15.55093031|6252.192213|0.015886049|-379.1625034|1500.88527|618.6004214|10.10721793|0.0|1.0|0.14|-6.9|4.25|3.18|81.65|2.0|0.0|5.0|-5.39|30.0|-6.02|0.0|2.92|4.12e-06|0.00171|3.97|1.26e-07|5.260000000000001e-05|5.0289|4.07|3.5101|672.54|1132.06|518.06|-0.26697|-1674.777786|0.03372393|3.4138|9.0|8065.0
47c_a18|0|0|0|0.0|0.0|7.03438793|1|1.251176227|0.0|0.02368001|-0.007068829|4.844187086|-0.048726885|0|0.032688172|0.047739847|0.0|0.0007979619999999|-0.058748345|10.94702285|0.028947131|0|0|0.002674691|-0.212991596|-0.455055055|0.784328127|-0.027873485|0.7912974190000001|0|0.8128616409999999|-0.0715759629999999|0.015864085|-57.54296759|12.75381432|67.68084951|0.1871383589999999|-0.0321917939999999|-60.75445536|103.416376|0.7489981509999999|-46.26124419|88.76073429|-25.88035487|70.29678191|0.489290189|3228.879782|2027.892739|-20.80632033|7527.530240999999|0.016406766|-400.3604527|2522.390613|1167.054827|13.19009806|1.0|3.0|0.3|-9.18|2.84|2.87|97.76|3.0|2.0|12.0|-5.73|38.0|-6.61|0.0|2.42|1.84e-06|0.000947|3.98|6.67e-10|3.42e-07|3.1096|7.72|3.1096|850.89|1505.09|790.07|0.6983199999999999|-1664.201034|0.03115159|3.8573|3.0|8.5229
9a_a40|0|0|0|0.0|0.0|7.515889085|0|0.604993021|1.865740741|-0.028285975|-0.003680068|5.4161004020000005|-0.020455825|0|0.0397333329999999|0.168990628|0.921628874|0.01310675|0.157704751|10.31197235|-0.1720337089999999|2|2|0.011966382|0.009844552|-0.449508498|0.624889926|-0.394662853|0.749764251|1|0.937600185|-0.060029933|0.011033601|-29.02567082|5.334966331|109.9916614|0.062399815|-0.032156295|-17.0405052|51.49564873|0.868476591|-14.03449109|39.45618424|-15.54821024|34.36063715|0.493941591|1971.148912|336.39741360000005|-7.51786994|3991.317015|0.008714375|-356.33157|608.6970611|323.79254|4.213574358|1.0|0.0|0.06|-6.4|4.58|4.43|58.43|1.0|0.0|2.0|-5.49|21.0|-4.85|1.0|4.08|3.24e-06|0.000944|4.54|4.02e-07|0.000117|4.7066|4.07|3.3192|515.96|847.69|411.01|0.47831|-1217.825264|0.01109672|5.09|214.0|6.6696
14_a47|1|1|1|2.871076328|0.0|6.605297921|0|1.417758105|0.0|-0.126490693|-0.006070958|4.59511985|-0.136491228|2|0.036632997|0.017068634|1.484493371|-0.008212621|-0.01670074|10.95058279|0.0295267039999999|1|1|-0.006335783|-0.020596219|-0.33240126|0.5975877820000001|-0.085385518|0.8467634620000001|1|0.681598464|-0.093553938|0.020106089|-47.18187618|10.1400648|64.60629385|0.318401536|-0.034963476|-23.9422834|0.0|0.664709719|-23.79514424|61.62381153|-17.63306222|57.32194098|0.474828277|2254.664317|670.2518865000001|-8.892848121|4695.98899|0.028057496|-166.1354667|928.4611922|310.8026328|14.15018248|1.0|2.0|0.0|-7.79|3.97|4.88|66.49|0.0|0.0|3.0|-3.97|24.0|-6.21|1.0|3.16|0.000108|0.0349|2.91|1.63e-08|5.27e-06|3.9671|2.64|3.9671|519.55|849.76|375.43|0.68345|-1127.610422|0.03679054|3665.0|8.0|8.1
13b_a50|0|1|1|0.0|0.0|7.934155233999999|2|1.267593379|4.253030728|-0.067327798|-0.003876697|5.82008293|0.010464577|2|0.032833333|-0.0204949039999999|2.117002752|0.010435712|-0.042022102|10.94500743|-0.054716607|2|2|0.011379776|-0.173463805|-0.319215353|0.749187803|-0.041506802|0.828965118|1|0.906164013|-0.051509874|0.019899348|-36.81915624|14.22401427|104.0753113|0.093835987|-0.026928544|-41.27630533|150.45293569999998|0.700410304|-26.31826007|70.09526468|-19.24847021|51.04317051|0.4321103879999999|3036.874979|2147.355856|-13.75876844|6639.077063000001|0.017277404|-286.5057775|1731.347493|900.2031356000001|12.34985404|1.0|0.0|0.37|-7.23|4.24|5.12|66.99|2.0|0.0|7.0|-5.02|34.0|-6.3|0.0|3.99|9.65e-06|0.0044|3.91|5.87e-08|2.68e-05|4.2315|3.63|4.1161|780.4|1339.39|617.26|0.65332|-1470.039226|0.03156473|7.1645|1.83|5.7375
8_a15|0|0|0|0.0|0.0|0.0|0|1.419941362|0.0|-0.208657545|-0.009853404|0.0|-0.044406425|1|0.039181287|0.155304204|0.0|1.7800000000000002e-05|-0.010146469|10.95880707|-0.014489333|0|0|0.003160815|-0.203104439|-0.342749125|0.85357243|0.0937475619999999|0.742680335|0|0.853896482|-0.071552706|0.0336657729999999|-41.7821007|19.65860939|104.8781037|0.146103518|-0.028969856|-40.33569847|55.99586988|0.519427411|-24.39801408|89.80283608|-16.91650111|61.44071008|0.389723411|2393.276181|1919.535904|-9.878130237|5306.2234530000005|0.035495625|-22.68867482|1595.8121130000002|532.0914339999999|20.72712321|1.0|1.0|0.19|-7.57|3.9|4.95|61.84|2.0|0.0|7.0|-5.25|27.0|-5.52|1.0|3.76|5.63e-06|0.00206|4.24|2.69e-08|9.86e-06|4.4346|3.36|3.7426|598.84|1050.15|538.51|0.5128|-1223.463981|0.01719864|1.4589|108.0|6.9666
12_a4|0|0|0|0.0|0.0|7.535296702|1|0.295190368|2.070952433|-0.1494133309999999|-0.0021497879999999|5.4161004020000005|-0.271149771|2|0.0381179139999999|-0.0334644329999999|1.587386096|0.005795666|-0.093414896|10.31168324|0.028152112|1|1|0.009024784|-0.051501982|-0.220286906|0.5687812560000001|-0.036425699|0.8749408470000001|1|0.805238097|-0.070256284|0.01168879|-41.69390404|6.936764267999999|15.80191019|0.194761903|-0.025916226|-26.30835499|7.519189887|0.717772573|-24.74343259|53.59101661|-15.38009964|48.6306683|0.470780296|2927.48584|1962.933988|-9.127388465|6390.233612|0.015603795|-258.476202|1049.9494|608.4548423|9.260141177|1.0|0.0|0.23|-7.84|3.69|4.98|86.12|1.0|0.0|4.0|-4.18|29.0|-6.84|0.0|3.3|6.57e-05|0.0266|2.72|1.45e-08|5.85e-06|4.8592|6.12|3.8083|640.67|1101.33|503.28|0.63967|-1617.57796|0.03555871|10.1971|9.29|5032.0
10_a15|0|0|0|0.0|0.0|0.0|0|1.4356889780000002|0.0|-0.137104477|-0.006872984|0.0|-0.0435725659999999|2|0.037209302|-0.0869138469999999|0.0|0.001740635|-0.077096984|10.95972828|0.010152859|0|0|0.0034254209999999|-0.120626133|-0.391156537|0.8310685940000001|0.0107135269999999|0.7585998270000001|0|0.933136945|-0.052826735|0.010485777|-30.73805622|6.101312009|6.497096666|0.066863055|-0.036384844|-34.36276159|0.0|0.8301726490000001|-17.88541558|65.80736417|-21.17108692|36.83936823|0.449323734|2605.82709|2305.991259|-12.31872585|6204.37804|0.0116026369999999|-384.2321709|1351.607534|673.7288405|6.751174337|1.0|1.0|0.12|-9.82|5.32|6.3|56.27|2.0|0.0|6.0|-6.22|30.0|-4.97|0.0|4.69|5.99e-07|0.0002379999999999|5.29|1.51e-10|5.99e-08|4.4682|5.16|3.6448|631.2|1136.48|487.16|0.66799|-1280.804272|0.02738146|3.1460000000000004|7.0|8.1549
19_a20|1|0|0|3.423603867|0.0|6.842683282|0|1.4009239059999998|0.0|0.071176085|-0.0096278259999999|4.727387819|-0.130949446|3|0.0396875|0.103271147|1.622562232|-0.006620594|0.077469518|10.94899558|-0.063133522|1|1|-0.004654742|-0.049177437|-0.5838248970000001|0.811128636|-0.143992458|0.8193003000000001|1|0.754452534|-0.091725453|0.013643765|-60.26825633|8.964643162|339.8339889|0.245547466|-0.038340404|-43.03556944|88.19441661|0.796070588|-39.5992891|75.98477124|-25.1915821|69.23289949|0.483310517|2849.084477|1818.518838|-16.55214209|6325.747732|0.0159602|-389.0666676|1645.535318|684.5377542|10.48665779|1.0|2.0|0.08|-9.63|4.97|4.08|110.44|1.0|0.0|5.0|-4.89|32.0|-6.8|0.0|3.16|1.29e-05|0.00541|2.91|2.34e-10|9.86e-08|3.3616|5.01|3.3616|687.79|1190.68|519.34|0.6987399999999999|-1368.129074|0.03487615|6.3327|2.6|5585.0
4_a38 (LY-2157299)|0|0|0|0.0|0.0|7.535296702|1|1.343847059|2.0959524330000003|0.050460026|-0.00638266|5.4161004020000005|-0.080432741|2|0.041252955|-0.0501467259999999|1.721297609|0.002865697|-0.159241692|10.9277672|-0.020954339|1|1|0.003107816|0.028964355|-0.463575124|0.702976795|-0.041794304|0.868207983|1|0.754313773|-0.092570349|0.01243241|-52.90108631|7.104736984|260.7739337|0.2456862269999999|-0.03235283|-29.21101111|71.22674185|0.7861170609999999|-30.23133173|58.99645489|-18.48863993|60.00582329|0.487041509|2501.945802|1686.693134|-10.56568487|5566.495502000001|0.01379043|-327.0140711|1105.390176|542.7276591|7.880803302999999|1.0|1.0|0.18|-7.13|3.69|3.51|86.69|1.0|0.0|3.0|-3.85|28.0|-6.86|0.0|2.81|0.0001409999999999|52.0|2.39|7.45e-08|2.75e-05|4.65|3.95|3.78|617.61|1048.31|449.44|0.4|-1198.442536|0.03652312|7.6529|69.0|7.1586
11a_a5|1|0|0|2.9781886010000003|0.0|6.605297921|0|1.212363224|0.0|-0.165418719|-0.002894726|4.59511985|0.052217882|2|0.021060606|-0.052944925|0.0|0.007993132|-0.1301505359999999|10.94877942|-0.02394636|1|1|0.007955512|0.003975818|-0.254944026|0.7505403709999999|-0.037220974|0.773417838|0|0.89343434|-0.064565402|0.011860803|-46.13206353|8.474559367000001|61.32301293|0.10656566|-0.026223112|-36.51058972|14.47576249|0.740865275|-32.96141947|61.4470419|-18.73644762|54.60662289|0.466436596|2727.027899|1170.247903|-13.38721623|5756.783268|0.014482324|-344.1971057|1517.39715|835.912531|10.34763929|1.0|1.0|0.3|-9.93|6.38|6.55|63.69|2.0|0.0|7.0|-7.25|32.0|-4.54|0.0|5.16|5.63e-08|2.39e-05|6.13|1.18e-10|5.019999999999999e-08|4.4033|4.83|4.0938|739.79|1272.7|578.8|0.6735|-1339.493223|0.03340977|3.6525|81.0|7.0915
12af_a36|1|0|0|3.448611715|0.0|7.412764017000001|2|1.29704271|0.0|0.04293386|-0.00989889|5.351858133|-0.081537769|2|0.039953704|0.091263447|0.0|-0.00233752|-0.074383486|10.96037047|0.00146554|1|1|-0.000472698|-0.126068378|-0.505160213|0.859938421|-0.062279009|0.8631180940000001|0|0.755275519|-0.082549457|0.021921402|-57.32748365|15.22358698|89.56100543|0.244724481|-0.035153522|-50.86129548|127.6527374|0.6702409189999999|-39.81177462|91.25505794|-24.41279506|72.55107063|0.448767097|3013.98446|3082.869129|-16.95376516|6499.41155|0.0259433429999999|-236.4517911|2076.162883|757.7532208|18.01667275|0.0|3.0|0.17|-6.93|2.38|1.65|98.3|1.0|0.0|7.0|-3.54|33.0|-7.66|0.0|1.47|0.000292|128.0|1.85|1.1800000000000001e-07|5.18e-05|5.2352|4.5|3.2299|737.4|1246.55|589.48|0.50179|-1440.675702|0.02886569|9.4631|15.0|7.8239
47p_a18|0|0|0|0.0|0.0|7.03438793|1|1.25117677|0.0|-0.001819106|-0.005394244|4.844187086|-0.04760181|0|0.037575758|0.025217016|0.0|0.00235332|-0.015960677|10.94701988|-0.049428094|0|0|0.003537135|-0.1736074389999999|-0.441700685|0.72025564|0.030970815|0.7611910209999999|0|0.832954548|-0.06909945|0.007989903|-51.14496913|5.913843751|10.25627035|0.1670454519999999|-0.030813794|-45.24146169|48.48855261|0.818459442|-37.85569728|69.19354871|-22.80728054|57.05881288|0.488811071|2933.069245|1367.4309119999998|-16.88114242|6726.61969|0.01090303|-471.4248324|1867.029344|1011.163774|8.070036862|1.0|2.0|0.28|-9.03|3.65|3.34|76.5|3.0|1.0|9.0|-5.67|35.0|-6.07|1.0|2.9|2.13e-06|0.000998|4.35|9.35e-10|4.38e-07|3.2036|7.98|3.2036|795.43|1391.71|732.84|0.6937800000000001|-1493.338659|0.02843634|4.6652|64.0|7.1938
