molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|MATS1c|GATS1are|MATS8s|SIC2|nFaHRing|RASA|FNSA3|FPSA3|PNSA3|PPSA3|RNCS|RPSA|FNSA4|WNSA5|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GRAV|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Leadlikeness|Brenk|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|BBB|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Approximated area|Contribuition (max. transition)|Zero Point Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50
46_a18|0|0|0|0.0|0.0|7.03438793|2|1.251088279|0.0|-0.001181461|-0.005378956|4.844187086|-0.018808538|1|0.03531746|-0.046124025|0.0|0.002300582|-0.0669031009999999|10.94680484|-0.052591109|0|0|0.003512954|-0.1483628609999999|-0.448177615|0.7100921609999999|-0.015124585|0.76616843|0|0.8265445990000001|-0.069742249|0.008975181|-49.54738918|6.376289807000001|0.946462387|0.173455401|-0.029244604|-38.60388092|58.66827342|0.782232748|-35.20023815|63.70285871|-20.77641329|55.92367899|0.4548138479999999|3052.94234|1848.661552|-14.76030741|7150.333139|0.013181412|-401.0164861|1806.107079|1056.535856|9.36454702|1.0|2.0|0.3|-8.82|3.68|3.3|76.5|2.0|1.0|7.0|-5.68|36.0|-6.14|1.0|2.93|2.08e-06|0.000999|4.36|1.51e-09|7.27e-07|3225.0|8.11|3225.0|765.33|1380.79|635.89|0.69181|-1532.493789|0.0239301|3.2533|186.0|6.7305
19_a47|0|1|1|0.0|0.0|6.842683282|0|1.402889494|1.445775615|-0.038804671|-0.00973456|4.727387819|-0.227538423|2|0.032764858|0.027033021|1.174354482|-0.013020816|-0.064557784|10.95058274|0.0604168609999999|1|1|-0.010153352|-0.046265509|-0.439165562|0.635684951|-0.024256505|0.8873627890000001|1|0.639642891|-0.105205489|0.026805875|-58.28861174|14.85167037|335.10989930000005|0.360357109|-0.037307124|-32.06567824|66.13355777|0.637832605|-32.2945343|76.13237258|-20.66983856|73.14028211|0.463378097|2612.978054|1238.799875|-11.45202794|5846.960345|0.03295186|-152.7310283|1361.067484|428.5826478|18.25682461|1.0|2.0|0.05|-6.92|2.49|3.84|98.72|1.0|0.0|5.0|-3.67|28.0|-7.22|0.0|2.34|0.000214|0.0816|1.97|1.2099999999999998e-07|4.59e-05|3.8423|3.51|3.8423|571.23|974.59|412.31|0.68924|-1335.580357|0.03178118|6.3247|0.05|7.3
3d_a49|0|0|0|0.0|0.0|7.535296702|1|0.406515615|2.089548665|-0.0960135969999999|-0.003398408|5.4161004020000005|-0.3456333889999999|2|0.036335697|-0.087308534|1.775376197|-0.00918253|-0.068390038|10.35020259|0.017871379|1|1|-0.004253844|-0.075636705|-0.202380888|0.914407252|0.01450704|0.863438637|1|0.733071652|-0.099295364|0.009601398|-57.52001036|5.561916586000001|137.78978830000003|0.266928348|-0.036147237|-31.67236018|0.0|0.756622045|-33.32030276|65.59130031|-20.93944137|63.08192694|0.486368221|2809.9605100000003|1660.7054380000002|-12.12984007|6018.145364|0.018844179|-297.31302830000004|1300.720421|549.3593871|10.91609228|1.0|3.0|0.15|-6.15|0.72|4.46|121.39|1.0|0.0|4.0|-5.19|28.0|-6.58|0.0|1.85|6.42e-06|0.00252|2.98|7.1e-07|0.000278|5.1844|4.02|3.8907|615.3|1044.19|455.47|0.3523699999999999|-1594.380348|0.04373784|2.3278|2.34|5.6308
12e_a36|1|0|0|3.490984269|0.0|7.412764017000001|2|1.29704412|0.0|-0.064019914|-0.007100632|5.351858133|-0.043085717|2|0.040899471|0.144415507|0.0|0.002951176|-0.0586405829999999|10.95346131|-0.084051264|1|1|0.003962098|-0.104118159|-0.43688276|0.90414347|-0.010494913|0.847602953|0|0.838086387|-0.07049439|0.019063245|-44.83739063|12.12502373|65.27404529|0.161913613|-0.036203518|-40.85494129999999|5.735288795|0.7610764190000001|-28.51846223|75.50154216|-23.02695694|56.96241436|0.466721981|2709.877204|2309.239105|-14.64611103|5929.071389|0.017716522|-332.11111980000004|1603.556077|662.0530478999999|11.26845175|0.0|2.0|0.17|-6.97|3.24|2.19|69.2|1.0|0.0|5.0|-4.16|30.0|-6.55|1.0|2.14|6.929999999999999e-05|0.0274|3.04|1.08e-07|4.270000000000001e-05|3.8364|3.48|3.6699|673.57|1142.19|507.03|0.6814600000000001|-1271.999945|0.03037051|8735.0|14.0|7.8539
47i_a18|0|0|0|0.0|0.0|7.03438793|1|1.251177255|0.0|0.053794607|-0.006882626|4.844187086|-0.066917145|0|0.037484277|-0.037689885|0.0|-0.000919158|0.073977454|10.94702091|-0.040514277|0|0|0.000427479|-0.106018078|-0.499939719|0.742536498|-0.064085904|0.7842882870000001|0|0.8030751740000001|-0.0780255879999999|0.009745543|-54.34379065|6.787641686000001|72.81110823|0.196924826|-0.035256027|-43.46880696|82.81385171|0.8608685909999999|-37.84973202|68.954317|-24.55535669|61.13143233|0.487446923|2795.907966|1333.332089|-17.10248143|6353.6617320000005|0.009393984|-502.6804099|1739.959818|855.7438937000001|6.542785417999999|1.0|3.0|0.22|-8.98|3.28|2.8|85.29|3.0|1.0|8.0|-5.18|33.0|-6.36|0.0|2.5|6.58e-06|0.0029|3.7|1.04e-09|4.6e-07|3.2321|7.37|3.2321|744.95|1297.7|664.78|0.69175|-1415.875678|0.02671774|3.5235|19.0|7.7212
2_a3|0|0|0|0.0|0.0|6.823286122000001|0|0.605017347|0.0|0.176032668|-0.008422099|4.727387819|-0.09743592|2|0.034166667|-0.103423993|2.058239271|-0.006049098|0.09933632|10.31162302|0.036301827|1|1|-0.0045709459999999|0.017902469|-0.568019422|0.899733837|-0.192034735|0.8401405609999999|1|0.750206578|-0.104577702|0.011938463|-49.07072207|5.601853871|228.178656|0.249793422|-0.033150466|-20.68016573|74.89956423|0.727984269|-23.02532673|53.05538527|-15.55510657|54.67257594|0.458202525|2056.399995|1314.679398|-7.298882022000001|4446.904467|0.019143348|-213.9529255|726.4904564|330.4083896|8.982583312000001|1.0|1.0|0.0|-6.89|4.34|4.01|92.93|0.0|0.0|2.0|-4.75|22.0|-5.93|0.0|3.06|1.7800000000000002e-05|0.0054|3.13|1.3e-07|3.9500000000000005e-05|5.4397|1.97|3.3354|503.34|841.85|340.69|0.37284|-1272.001389|0.02925101|5.4999|3981.0|5.4
11_a33|1|1|1|3.221176304|0.0|7.686621335|0|0.609352951|0.0|-0.151505631|-0.008708023|5.6869753560000005|-0.039406316|0|0.034984568|0.055664124|1.979284901|-0.003303432|0.143981643|10.31100126|-0.008908194|3|3|-0.00103193|-0.122478641|-0.393892466|0.8389087140000001|0.003391835|0.921896958|1|0.857287241|-0.070841241|0.033701864|-34.4118011|16.37099833|45.43139569|0.142712759|-0.030847481|-24.74805685|0.0|0.552878386|-16.71585694|68.11455221|-14.98445481|50.78279943|0.4673066279999999|2220.315582|979.349175|-7.278840251|4880.001461|0.035341374|-51.37234937|921.4892038|335.4799765|17.16740584|1.0|1.0|0.13|-6.23|5.77|4.13|120.17|0.0|0.0|3.0|-5.48|22.0|-5.97|0.0|3.28|3.32e-06|0.00109|3.28|5.92e-07|0.000194|3.5049|1.93|3.5049|506.55|858.89|378.1|0.70381|-1669.202327|0.02055276|4.5998|5.0|8.3188
3c_a12|0|0|0|0.0|0.0|6.555356892000001|1|0.610140703|0.0|0.06235058|-0.009252756|4.59511985|-0.058516436|2|0.039605735|-0.14679559|0.0|-0.003879878|-0.008931246|10.3117069|-0.056537396|1|1|-0.001825446|-0.116098308|-0.545592465|0.923855679|-0.0461654159999999|0.888353608|0|0.843855494|-0.071719601|0.013219706|-36.28720467|6.688634392000001|73.9854678|0.156144506|-0.033980537|-25.42738988|0.0|0.7055242159999999|-18.35985151|61.16334136|-17.19277136|42.97583906|0.427357986|2186.344105|1139.340748|-8.698843907999999|4629.005722|0.02155815|-207.9738085|926.0140155|380.2468615|10.90754815|1.0|1.0|0.12|-6.78|4.01|2.25|78.41|0.0|0.0|3.0|-4.22|23.0|-6.18|0.0|2.76|6.06e-05|0.0194|2.91|1.67e-07|5.3200000000000006e-05|3.9848|2.56|3.5862|544.65|894.36|399.38|0.43415|-1327.351991|0.02665687|2.3061|0.02|7699.0
5a_a50|0|1|1|0.0|0.0|7.927685046000001|1|1.3972442980000002|4.202707546|-0.203248487|-0.00148647|5.82008293|-0.017108794|1|0.038040936|0.017227585|2.475383677|0.012640587|-0.256097122|10.93256969|-0.130929632|2|2|0.01228899|-0.102607753|-0.161169418|0.699970832|-0.132977171|0.847812674|1|0.969892876|-0.038932964|0.010185297|-20.77548565|5.435098605|6.819160781|0.030107124|-0.022747617|-18.56865899|60.04351409|0.66527517|-11.08625592|44.17662122|-12.13862875|26.21058426|0.4528093929999999|2246.106104|1605.985157|-6.477439183|4770.917486|0.017576522|-176.38892919999998|784.5791628|462.1867149|9.379218813|1.0|0.0|0.14|-6.24|3.66|4.33|35.64|0.0|0.0|2.0|-3.89|25.0|-5.83|1.0|3.47|0.000129|42.0|3.46|5.7e-07|0.000186|5.6146|3.39|4.0159|582.98|976.41|455.34|0.39948|-1029.734933|0.02452028|5649.0|4.1|5.3872
14l_a23|0|1|1|0.0|0.0|7.423568444|0|1.1979636809999998|3.402752757|0.060717916|-0.005344736|5.351858133|-0.026530366|2|0.046283951|0.042748013|0.758109562|0.01269616|-0.060692376|10.313217800000002|-0.061788679|2|2|0.01180744|-0.074441567|-0.448622017|0.725800261|0.156652778|0.836852328|1|0.921267667|-0.053549434|0.018669073|-35.3275485|12.31633167|40.34135162|0.078732333|-0.0328459689999999|-34.03690099|81.90812552|0.7896261940000001|-23.306234600000003|61.54673359|-21.66909079|47.64388017|0.492922575|2879.181064|2176.038061|-14.29549842|6444.7098240000005|0.01508774|-382.1434717|1372.110688|666.0036144999999|9.953660282|1.0|1.0|0.09|-7.78|3.88|4.33|105.02|2.0|1.0|5.0|-5.85|31.0|-6.1|0.0|3.78|1.43e-06|0.000608|3.94|1.65e-08|7.03e-06|3.6274|3.79|3.6274|694.65|1185.79|560.51|0.67242|-1668.983787|0.01168219|8.2422|7.0|8.1798
14a_a25|0|0|0|0.0|0.0|6.842683282|0|1.420015394|1.667057351|-0.092005241|-0.004483962|4.727387819|-0.05112778|2|0.038167849|0.051906412|1.975771616|0.006085806|-0.046802062|10.93106303|-0.019985937|1|1|0.006158124|-0.0469914379999999|-0.365062041|0.6716839040000001|-0.085643386|0.792935475|1|0.850426305|-0.069657015|0.012870836|-45.72658614|8.449104086|107.22698590000002|0.149573695|-0.033365179|-36.28756839|58.18995584|0.8067529940000001|-30.017374100000005|63.96772039|-21.90268583|54.17569023|0.492236681|2844.993903|2142.5112510000004|-14.37809314|6315.975408|0.01323706|-402.7381076|1438.906775|712.1606951|8.689513304|1.0|1.0|0.08|-9.59|4.44|4.92|72.7|2.0|0.0|6.0|-5.39|32.0|-5.91|0.0|3.81|4.03e-06|0.0016899999999999|4.16|2.58e-10|1.08e-07|5.3631|5.79|3.9479|689.55|1202.13|548.29|0.42461|-1352.024616|0.03250632|4.1656|207.0|6684.0
12ag_a36|1|0|0|3.408828027|0.0|7.412764017000001|2|1.297044434|0.0|-0.042092217|-0.008085448|5.351858133|-0.084341564|2|0.043848238|0.063109409|0.0|-0.002526241|0.0070889269999999|10.96052849|-0.050147748|1|1|-0.000673716|-0.101303149|-0.445549431|0.724208473|0.124298337|0.8910146309999999|0|0.7468300940000001|-0.082492792|0.020136392|-52.02834065|12.70005599|85.84609192|0.253169906|-0.038937089|-43.02381535|0.0|0.758897371|-32.81436052|80.40643223|-24.55768654|64.72839664|0.481286668|2773.9654530000003|2305.164626|-15.48857353|5906.879919|0.019328689|-326.5740008|1617.984688|595.8790650000001|12.1906363|0.0|2.0|0.14|-6.86|3.13|2.44|69.2|1.0|0.0|5.0|-3.89|30.0|-6.76|1.0|2.15|0.000129|0.0515|2.78|1.4e-07|5.58e-05|3.8893|3.41|3.7117|658.68|1112.68|507.72|0.69204|-1331.9454449999998|0.03415856|7.5405|17.0|7.7696
12z_a30|0|0|0|0.0|0.0|7.412764017000001|2|0.604983642|0.0|-0.1155022219999999|-0.008819424|5.351858133|-0.026703371|2|0.040566449|0.034848862|0.0|0.003529389|0.018796341|10.31162784|-0.045463448|1|1|0.005111479|-0.12254489|-0.39205163|0.8397577820000001|-0.02232319|0.855880335|0|0.832920077|-0.071429418|0.030875938|-49.68145417|21.47520633|54.40462246|0.167079923|-0.034034824|-52.13870496|0.0|0.630839856|-34.55504699|95.20867045|-23.67231332|71.1566605|0.48740649|3112.622632|2435.831516|-16.464854199999998|7074.004131999999|0.029109145|-182.00664430000003|2138.929312|792.3440337000001|20.24634493|1.0|1.0|0.21|-6.83|3.94|2.63|100.11|2.0|0.0|7.0|-5.61|33.0|-6.39|0.0|2.52|2.47e-06|0.00113|3.81|1.47e-07|6.720000000000001e-05|4.8063|3.34|3.4438|739.33|1266.9|580.6|0.5513100000000001|-1804.51674|0.02895763|7.2113|44.0|7.3615
19j_a38|1|0|0|3.235947106|0.0|7.412764017000001|2|1.29704352|0.0|-0.089207643|-0.007976154|5.351858133|-0.04575843|2|0.04391253|0.105682345|0.0|-0.004442319|0.003554228|10.95429182|-0.036248822|1|1|-0.002443797|-0.09493054|-0.42133715|0.7163622890000001|-0.001131945|0.908721232|0|0.8071763829999999|-0.0844479869999999|0.0250587|-57.80349365|17.15233756|131.29876370000002|0.192823617|-0.038119963|-50.60340201|29.18585028|0.714369845|-39.565701700000005|90.05233553|-26.09259418|74.95583121|0.408533267|2969.234865|3109.238056|-17.86002424|6704.612831|0.023555355|-293.4664598|1862.79182|640.025745|16.123318700000002|1.0|3.0|0.13|-6.92|3.17|2.42|105.02|1.0|0.0|5.0|-4.35|32.0|-7.13|0.0|2.44|4.46e-05|19.0|2.5|1.2099999999999998e-07|5.14e-05|6.0361|3.23|3.6886|686.26|1163.3|533.97|0.30419|-1424.183388|0.03678378|14.4895|8.0|8.1146
11b_a31|1|0|0|3.248213341|0.0|7.765993078999999|1|0.610137403|0.0|0.078614731|-0.01950528|5.733341277|-0.172248605|0|0.043380952|-0.078907688|0.0|-0.014385937|-0.1488994619999999|10.31169957|-0.046362952|2|2|-0.010716217|-0.101934423|-0.564706551|0.833717183|0.067031897|0.889561759|0|0.545458754|-0.143839236|0.037758271|-80.0942166|21.02499452|286.7721447|0.454541246|-0.044612791|-46.10900197|87.78853803|0.669723835|-44.59898223|100.3071755|-24.84180719|101.1192111|0.473305522|2410.572158|1756.711832|-13.83270059|5202.545866|0.0314298879999999|-189.0151528|1483.70453|397.3137532|17.50115151|1.0|2.0|0.24|-5.45|4.67|3.25|125.57|1.0|0.0|5.0|-4.74|25.0|-6.73|0.0|2.69|1.82e-05|0.00649|2.46|3.59e-06|0.00128|3.8437|4.07|3.8437|589.56|969.71|479.66|0.70073|-1519.909742|0.04215313|4.7518|0.53|6.2757
6f_a40|0|0|0|0.0|0.0|8.421342866|1|0.604893424|1.750582483|0.134099184|-0.01691341|6.401917197|-0.156988665|0|0.038309179|-0.122783873|0.737582436|-0.009302776|0.075227997|10.30179966|-0.190617284|2|2|-0.008368734|0.048543494|-0.628934821|0.7710013309999999|-0.032826285|0.896373207|1|0.655786513|-0.134203859|0.015998475|-86.21963207|10.2782635|207.7174501|0.344213487|-0.052228625|-53.89282175|40.01876255|0.8628087240000001|-55.39203581|92.77827871|-33.55442128|96.49789556|0.410805404|3021.330686|3072.581297|-21.5571287|7328.308886|0.013841059|-466.1748926|1750.039046|593.503189|8.892225517|1.0|2.0|0.21|-3.67|3.66|2.66|199.45|1.0|3.0|5.0|-6.95|30.0|-6.9|0.0|2.61|1.13e-07|5.18e-05|3.09|0.0002109999999999|0.0967|3.5741|6.96|2.57|668.95|1139.55|507.64|0.66642|-2426.725129|0.04845403|8.7269|42.0|7.3768
galu_a46|0|0|0|0.0|0.0|7.535296702|1|1.343828866|2.082220175|0.048375705|-0.00642454|5.4161004020000005|-0.080432741|2|0.039550827|-0.090581301|1.721297609|0.002865697|-0.094815394|10.92740177|-0.1121767259999999|1|1|0.003107816|0.028964355|-0.4671565689999999|0.702976795|0.044184467|0.875868891|1|0.7637964079999999|-0.0910072869999999|0.01235603|-50.93538037|6.915480101|261.2602893|0.236203592|-0.03220981|-27.89483984|68.43088526|0.7832175929999999|-28.50774993|57.65745491|-18.02733582|57.85086047|0.468241745|2501.785113|1755.2047|-10.08962292|5641.451892|0.013967104|-317.0250717|1081.799989|542.7276591|7.817173532999999|1.0|1.0|0.18|-7.13|3.69|3.51|86.69|1.0|0.0|3.0|-3.85|28.0|-6.86|0.0|2.84|0.0001409999999999|52.0|2.39|7.45e-08|2.75e-05|||||||||||51.0|7.2924
12a_a30|0|0|0|0.0|0.0|7.412764017000001|2|0.604984824|0.0|0.033691224|-0.006711725|5.351858133|-0.02919335|2|0.040166667|-0.096804291|0.0|0.005050384|0.009586623|10.31162903|-0.094932667|1|1|0.005458948|-0.053309522|-0.454270252|0.8421237309999999|-0.031179517|0.842671963|0|0.836214716|-0.07699057|0.016292604|-47.73588073|10.10177981|85.47365107|0.163785284|-0.037665934|-37.34272719|0.0|0.805190202|-29.59731695|69.45678454|-23.35372432|57.83766054|0.469799116|2722.217443|2256.680391|-14.47983299|5936.682602000001|0.014884556|-378.4495438|1421.195251|620.9195447000001|9.228758655|0.0|1.0|0.14|-6.64|3.84|2.62|81.65|2.0|0.0|5.0|-5.28|29.0|-5.98|0.0|2.63|5.23e-06|0.00208|3.87|2.3100000000000002e-07|9.21e-05|5045.0|3.82|3.4885|668.81|1122.01|507.17|0.35338|-1575.538241|0.03289568|4.7368|11.0|7.9469
13c_a5|1|0|0|2.944180713|0.0|6.605297921|1|1.377702625|0.0|-0.2071929139999999|-0.005082338|4.59511985|-0.0090268969999999|3|0.024822695|-0.010689086|0.0|0.005288472|-0.098760742|10.94530327|-0.018055556|1|1|0.006110714|-0.092592608|-0.324868153|0.705487111|0.003545487|0.822789227|0|0.80019672|-0.077308234|0.023143526|-50.97293525|15.25960958|158.67712230000004|0.19980328|-0.025039414|-33.29709668|51.93687546|0.551328235|-33.60884086|70.46156718|-16.50965711|66.23254483|0.46617977|2793.480751|1235.709541|-10.8855893|5989.714507|0.0302745689999999|-67.68621352|1557.152554|656.208474|19.96143955|1.0|1.0|0.17|-8.09|4.23|3.29|84.0|1.0|0.0|5.0|-3.55|31.0|-7.28|0.0|2.68|0.0002839999999999|0.1169999999999999|2.15|8.170000000000001e-09|3.36e-06|4706.0|3.99|4.2145|676.53|1153.36|513.33|0.41594|-1351.008469|0.03747691|2.9732|123.0|6.9101
1o_a5|1|0|0|2.923171926|0.0|6.605297921|0|1.427566509|0.0|-0.266637757|-0.002633927|4.59511985|0.033105871|2|0.025987654|-0.033273504|0.0|0.0057302559999999|-0.102739602|10.94518594|-0.008511304|1|1|0.0051989459999999|0.038275248|-0.231165601|0.670787375|-0.003561205|0.85693939|0|0.88430372|-0.079346457|0.01325562|-42.63505279|7.122612351|167.3051756|0.11569628|-0.028770932|-21.04383087|1.01402588|0.699913551|-22.90899675|50.11479279|-15.45942012|49.75766514|0.470590799|2238.291862|833.537568|-8.306775343|4572.818263|0.020380352|-214.8381946|839.3293197999999|393.5487205|10.95092849|1.0|1.0|0.0|-8.11|4.48|4.07|78.25|0.0|0.0|3.0|-4.08|25.0|-6.3|0.0|2.95|8.329999999999999e-05|0.0269|2.78|7.85e-09|2.54e-06|4.5011|2.66|4.1692|561.04|938.37|443.88|0.4988899999999999|-1043.422345|0.04126499|5.4919|35.0|7.4559
16g_a32|1|1|1|3.363965155|0.0|7.765993078999999|0|0.609420729|0.0|0.1739995319999999|-0.013775701|5.733341277|-0.0429252429999999|0|0.03898374|-0.049658216|2.084553994|-0.002456725|-0.029193403|10.31100263|0.004735761|3|3|-0.00030659|-0.117577419|-0.696926204|0.79965447|-0.026098259|0.8821580379999999|1|0.8206422409999999|-0.078387439|0.023959586|-57.77542509|17.659402|90.88837862|0.1793577589999999|-0.033839807|-57.31234426|43.37912747|0.6863323440000001|-42.58335004|94.54074206|-24.94161377|75.43482709|0.3972359179999999|2833.521937|3497.469035|-18.38320476|6372.261243999999|0.02276861|-274.67233460000006|1926.042887|701.9321161|16.78159325|1.0|2.0|0.33|-8.16|6.81|5.38|149.27|3.0|0.0|10.0|-7.51|30.0|-5.69|0.0|4.37|3.08e-08|1.36e-05|4.65|6.890000000000001e-09|3.04e-06|3.6161|5.38|3.6161|752.29|1245.25|639.49|0.70222|-2034.342619|0.02895494|4.3204|11.0|7.9586
13p_a6|1|0|0|3.449535594|0.0|6.842683282|0|1.424099253|0.0|0.024837222|-0.010395243|4.727387819|-0.1144898999999999|2|0.042959184|0.072850973|1.633493259|-0.008008339|-0.014153926|10.95053423|-0.072853186|1|1|-0.005708558|-0.068532678|-0.573014008|0.865935935|-0.059663359|0.837659336|1|0.7265205579999999|-0.099405155|0.01730144|-70.52421289|12.27472016|80.30786544|0.273479442|-0.03767435|-54.04422654|107.5669533|0.76005742|-50.03427239|89.17529231|-26.72853188|82.79893305|0.412828992|3016.078786|3833.042283|-18.9628865|6590.216479|0.018322293|-369.0018868|2004.488446|794.5462391|12.99897644|1.0|3.0|0.12|-10.06|4.58|4.01|122.47|1.0|0.0|7.0|-5.09|34.0|-7.01|0.0|2.96|8.11e-06|0.00365|2.86|8.73e-11|3.92e-08|4.7973|4.73|2.9837|752.82|1283.98|573.39|0.47508|-1462.740542|0.03807447|12163.0|92.0|7.0362
8a_a31|1|0|0|3.28085223|0.0|7.765993078999999|1|0.610138387|0.0|-0.039027368|-0.015034136|5.733341277|-0.158899731|0|0.043817204|-0.1480271209999999|0.0|-0.013230176|-0.135144546|10.31170053|-0.01861065|2|2|-0.009293513|-0.054025775|-0.520051508|0.938325481|0.0502030679999999|0.895174844|0|0.594139864|-0.122293189|0.0375544779999999|-60.46233433|18.56711239|131.2406629|0.405860136|-0.0416959379999999|-33.35560699|465.4559302|0.666437359|-29.89286568|82.32407724|-20.61467025|79.02944672|0.4512945479999999|2128.209198|1443.955093|-10.19199103|4538.505909|0.030052065|-164.57484340000002|1113.575221|324.7430642|14.85788369|1.0|2.0|0.2|-5.33|4.16|2.54|114.29|0.0|0.0|3.0|-3.57|22.0|-7.11|0.0|2.13|0.000269|0.0846|1.56|4.62e-06|0.00145|3.8097|1.53|3.8097|538.75|872.11|396.15|0.7027100000000001|-1347.3959220000002|0.03432763|5.3042|0.79|6.1024
3m_a32|1|1|1|3.575728458|0.0|7.773594467000001|0|0.609420748|0.0|0.013867955|-0.006290106|5.733341277|-0.017268778|0|0.03962963|-0.0370712179999999|2.175099216|-0.000514191|-0.084132138|10.31100268|-0.078038283|3|3|0.000822186|-0.04918838|-0.49476131|0.6943636479999999|-0.0067207069999999|0.872498916|1|0.798023273|-0.084626325|0.013428623|-50.60363458|8.029854976000001|92.61088121|0.201976727|-0.027127559|-33.57626169|0.0|0.674468222|-30.25923462|67.1606709|-16.22134838|58.63348955|0.4687361229999999|2588.590536|2363.601309|-9.699808932|5724.714257|0.018412178|-208.6520032|1082.275864|554.9424306|11.00984957|1.0|1.0|0.3|-7.38|7.02|5.35|128.01|2.0|0.0|3.0|-5.94|27.0|-6.17|0.0|4.12|1.14e-06|0.000449|3.57|4.190000000000001e-08|1.65e-05|3.5749|5.1|3.5749|641.52|1073.31|484.34|0.7026600000000001|-1863.279862|0.0339106999999999|8.0755|23.0|7.6383
21_a4|0|0|0|0.0|0.0|7.535296702|1|1.399863887|2.026698554|-0.164057585|-0.003068098|5.4161004020000005|-0.014982235|1|0.042924837|0.019346682|0.0|0.012362563|-0.2897937889999999|10.94593332|-0.104638158|1|1|0.012094249|-0.063064908|-0.228430899|0.6952936|0.090847781|0.833191212|0|0.932146735|-0.0571545999999999|0.020173071|-28.99048719|10.23237244|63.37635587|0.067853265|-0.028676424|-19.67444009|66.03320922|0.7231676229999999|-14.70482428|47.69702403|-14.54552243|39.22285963|0.401240904|2045.488184|1584.866567|-7.377915035|4277.396118|0.017563978|-226.3943104|804.5450027|387.240586|8.908964226|1.0|0.0|0.16|-5.94|3.7|3.85|39.94|0.0|0.0|3.0|-3.88|23.0|-5.76|1.0|3.23|0.000133|0.0403|3.36|1.16e-06|0.000352|5.1623|3.31|4.0245|549.71|916.76|446.0|0.5260600000000001|-973.400097|0.020181098|2.9409|121.0|6.9172
20_a4|0|0|0|0.0|0.0|7.535296702|1|1.399905568|2.017439295|-0.203359312|-0.003103385|5.4161004020000005|-0.00123671|1|0.039635417|-0.061689675|0.0|0.012265062|-0.1473674569999999|10.9459449|-0.059498265|1|1|0.012025268|-0.064248765|-0.211751813|0.691307598|0.246357638|0.8404413829999999|0|0.918147288|-0.060595472|0.022933651|-29.16642156|11.03865532|63.27373076|0.081852712|-0.0273144939999999|-16.72448692|68.49419443|0.6435852470000001|-14.03867522|46.45917085|-13.14728679|40.20507689|0.421704107|1982.961908|1379.418733|-6.32818424|4085.683488|0.024334176|-138.2237887|755.8433223999999|338.71903330000004|11.71277006|1.0|0.0|0.11|-5.55|3.2|3.54|39.94|0.0|0.0|3.0|-3.46|22.0|-5.96|1.0|2.97|0.000346|0.1|2.96|2.79e-06|0.000806|5.1778|2.73|4.0419|517.72|861.05|402.27|0.5152|-934.103809|0.022349042|5.5779|646.0|6.1898
25_a12|0|0|0|0.0|0.0|0.0|0|1.404967476|0.0|0.00700113|-0.004103693|0.0|-0.045725323|2|0.038787879|-0.089297664|2.050456822|0.000864238|-0.025245046|10.93676625|-0.11195017|0|0|0.001783739|-0.0542354559999999|-0.4288076329999999|0.8472746290000001|-0.2430098439999999|0.688743998|1|0.947937175|-0.054734834|0.004952762|-28.517955|2.580489093|37.96125329|0.052062825|-0.03323193|-21.75703145|0.0|0.917298637|-14.85843094|44.42528172|-17.31450713|31.09844409|0.448858246|2067.69985|1907.027255|-9.021208163|4329.321091|0.005118351|-434.8420476|773.8971409|430.4348528|2.666764531|1.0|1.0|0.05|-8.78|4.7|5.35|37.81|1.0|0.0|3.0|-5.28|24.0|-4.82|1.0|4.29|5.19e-06|0.00162|4.76|1.6399999999999995e-09|5.12e-07|4.2653|4.73|3.4532|560.14|945.73|442.64|0.63284|-974.458128|0.024123749|2.2482|22.0|7.6576
