molecula|SddssS|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
47o_a18|0.0|0|0.0|0|1|1|1.251177005|0.0|-0.006476544|4.844187086|-0.055408687|-0.4339284229999999|-0.00046896|0.011121222|10.94702017|-0.038296569|0|-0.009467295|-0.103458566|-0.490807196|0|0.7452092359999999|0.7435044540000001|0.001673737|-0.066242713|0.781148177|0.733228144|0|0.806872998|-0.077288013|-0.088436375|0.008692675|-56.13142962|-64.2280736|6.313168526|0.193127002|-0.034545459|-46.6464782|-40.76618466|70.23090572|-25.08909125|0.493146875|586.0020642999999|-1605.70184|1393.529823|-18.22128055|0.127246923|19.35260972|6462.6049570000005|-1166.161955|0.008265369|-541.4335917000001|1839.812293|931.8364349|1.0|1.0|1.0|4.17|0.25|-9.37|3.69|2.94|1.0|139.63|0.0|9.0|34.0|-6.12|454.56|1.0|-5.08|2.19e-06|0.000996|8.38e-06|0.0|4.26e-10|1.93e-07|-0.0502|3.22|7.62|3.22|-1455.574672|-1455.547304|783.22|385.04|385.04|0.69248|0.69248|0.5065|2.2316|-0.18223|0.02736851|-1455.231246|2.8284|47.0|7.3279|7.3279
10_a1|0.0|0|0.0|0|0|0|1.435871163|0.0|-0.014135827|4.727387819|-0.23385288|-0.621976404|-0.012672753|-0.020225596|10.94957578|0.010430299|1|0.107434253|-0.019835038|-0.623957903|1|0.674381582|0.7227844929999999|-0.0369911079999999|0.017498337|0.783467165|0.658433571|0|0.669963758|-0.116648443|-0.10949971|0.014751098|-65.97424138|-61.93104798|8.34295348|0.330036242|-0.045402319|-35.02707638|-37.31383317|70.6564636|-25.67872721|0.459673515|378.9193385|-1052.827816|1768.2330920000002|-14.52342192|0.165903744|13.65143394|5192.858899|-595.4602985|0.015427326|-377.9175542|1262.237791|433.2550452|1.0|1.0|0.0|3.0|0.0|-8.02|4.86|2.78|0.0|99.61|0.0|4.0|27.0|-5.91|359.35|1.0|-4.73|1.04e-05|0.00372|1.87e-05|0.0|9.53e-09|3.42e-06|-0.06802|3.4067|5.81|3.4067|-1223.159954|-1223.125689|585.51|363.94|363.94|0.70345|0.70345|0.6754|5.3861|-0.20378|0.03426532|-1223.022387|7807.0|1.5|5.8239|5.8239
12az_a36|0.0|0|0.0|0|2|2|1.297042831|0.0|-0.009570959|5.351858133|-0.040156368|-0.593399474|0.000482522|-0.024018255|10.95957115|-0.012800556|1|0.129156742|-0.176729938|-0.387734368|1|0.884226781|0.812921349|-0.061924322|-0.021825174|0.858971809|0.8350231859999999|0|0.819163613|-0.071762413|-0.10786263|0.034771534|-50.28669997|-75.58351856|24.36575918|0.180836387|-0.033474609|-52.96429617|-35.23783652|99.82512582|-23.45695404|0.462897841|574.0196415|-1360.503334|2455.7577530000003|-16.43719536|0.416134994|15.73229538|6700.839465|-953.3573311|0.034594361|-117.53490990000002|2330.167624|766.4854363|1.0|0.0|1.0|4.96|0.21|-6.79|2.83|1.42|0.0|136.74|0.0|7.0|33.0|-7.13|441.49|0.0|-4.15|7.75e-05|0.0342|7.13e-05|0.0|1.6100000000000005e-07|7.11e-05|-0.04967|3.8863|2.68|3.6095|-1461.990465|-1461.962459|737.12|343.5|319.03|0.69385|0.70333|0.0146|6.3778|-0.19846|0.02800521|-1461.750394|7.821000000000001|58.0|7.2366|7.2366
19k_a38|0.0|0|0.0|0|2|2|1.297042875|0.0|-0.011877064|5.351858133|-0.17467835|-0.6888696990000001|-0.011156837|0.016990252|10.95446448|-0.0184136539999999|1|0.208892195|-0.060668296|-0.51857087|1|0.7581164340000001|0.853092207|0.04833864|-0.029357143|0.908591797|0.730686013|0|0.658700057|-0.112748779|-0.126936513|0.0232707939999999|-71.54314527|-80.54577161|14.76615358|0.341299943|-0.044662847|-51.10918191|-45.3966925|94.38036132|-28.3401789|0.4769127179999999|417.968819|-1530.369661|2929.493496|-17.9828603|0.24035311|12.89431427|7091.215492|-971.0744563|0.021802691|-329.5105352|2014.5803|686.8472757999999|0.0|0.0|0.0|4.89|0.13|-6.41|2.34|1.65|0.0|133.79|0.0|6.0|33.0|-7.84|444.46|0.0|-3.62|0.000134|0.0594|0.0002399999999999|0.0|3.94e-07|0.000175|-0.05534|5.1869|4.13|3.5378|-1500.8984380000002|-1500.852284|677.64|350.45|239.03|0.38269|0.70327|0.1156|9.1508|-0.20102|0.04615409|-1500.680373|12.5022|11.0|7.9666|7.9666
6a_a31|0.0|0|0.0|0|1|1|0.610184884|0.0|-0.01694403|5.6869753560000005|-0.181987023|-0.779425376|-0.013930701|-0.0225412779999999|10.31170939|-0.026103465|2|0.1533239019999999|0.0006473469999999|-0.568500407|0|0.848282918|0.784022685|-0.07385392|-0.0436046509999999|0.848080284|0.803505125|0|0.57216168|-0.132158278|-0.126430958|0.034212524|-77.60012959|-74.23718620000001|20.08876284|0.42783832|-0.045153913|-43.59027182|-45.56491046|92.52963742|-26.51328079|0.478330896|335.9594356|-1113.557793|1671.917893|-15.56795422|0.307253701|14.408653400000002|5908.282843|-653.8540772999999|0.031153284|-226.3518866|1607.453976|479.200937|1.0|1.0|1.0|3.42|0.05|-6.96|4.68|1.13|0.0|104.73|0.0|4.0|28.0|-6.69|390.42|1.0|-4.34|6.09e-06|0.00238|4.55e-05|0.0|1.11e-07|4.3200000000000007e-05|-0.05563|3.5428|4.03|3.5428|-1613.34153|-1613.295461|607.79|349.96|349.96|0.70416|0.70416|0.6404|7.7514|-0.19843|0.04606915|-1613.198178|11.2387|1.1|5.9586|5.9586
11c_a5|0.0|0|0.0|0|0|0|1.427567332|0.0|-0.004590583|4.59511985|-0.050049777|-0.224938556|0.005090155|-0.059682527|10.94877953|-0.023856811|1|-0.138950411|-0.011677718|-0.269653478|2|0.679183645|0.8020105409999999|0.030085871|-0.044126759|0.86113162|0.658307423|0|0.80472351|-0.078909483|-0.0873419269999999|0.01785211|-47.99592739|-53.12487972|10.85837291|0.19527649|-0.0322785379999999|-32.31269264|-29.19305715|66.02857181|-19.63310772|0.448016491|489.4652669|-903.1229552|926.234805|-11.94164728|0.292960365|16.09582374|5202.741647999999|-549.3157749|0.021214793|-251.8596984|1277.330026|523.8031619|1.0|1.0|1.0|2.96|0.09|-8.47|4.79|1.13|0.0|106.79|0.0|6.0|28.0|-6.59|370.4|1.0|-4.1|7.38e-05|0.0273|7.950000000000001e-05|0.0|3.4000000000000003e-09|1.26e-06|-0.04315|4.5035|4.53|4.2087|-1218.492067|-1218.454079|636.14|294.59|275.3|0.60118|0.6267699999999999|0.2186|2.5278|-0.21448|0.03798847|-1218.336116|3.3827|25.0|7.6021|7.6021
12t_a36|0.0|0|0.0|0|2|2|1.297042607|0.0|-0.00673635|5.351858133|-0.034194893|-0.404180985|0.003676818|-0.030990165|10.95395385|-0.0288761339999999|1|0.059266516|-0.101854847|-0.436022708|1|0.902377067|0.829598864|-0.009662203|-0.050788309|0.878510663|0.857993338|0|0.8337556420000001|-0.0735262|-0.100615514|0.017627553|-48.97252784|-67.01551397|11.7409283|0.166244358|-0.035934112|-44.63604995|-32.61842026|77.32343502|-23.93411213|0.48189543|555.3275093999999|-1340.3102789999998|2320.375227|-15.94144641|0.21683192|15.36435856|5936.009091|-892.7209991000001|0.01547607|-377.2113003|1711.395437|729.1873176|1.0|0.0|0.0|4.94|0.21|-7.36|3.62|2.45|0.0|133.52|0.0|6.0|31.0|-6.33|409.49|0.0|-4.57|2.48e-05|0.0102|2.6600000000000003e-05|0.0|4.38e-08|1.7899999999999998e-05|-0.05302|3.8844|3.87|3.6694|-1311.585049|-1311.552739|713.6|337.89|319.18|0.69297|0.70313|0.0155|5.9081|-0.2039|0.03230976|-1311.349439|7.9104|8.0|8.0969|8.0969
2_a47|0.0|0|0.0|0|0|0|1.381899691|0.0|-0.008527649|0.0|-0.13117284|-0.3581612489999999|-0.007479445|0.107297513|10.93671092|-0.013580367|0|-0.007299676|-0.017113434|-0.444853768|2|0.916092248|0.671819147|0.115527282|-0.0253134039999999|0.728066943|0.875463345|1|0.847324011|-0.083455669|-0.095655954|0.008511123|-41.57671973|-47.65477123|4.240150185|0.152675989|-0.036790752|-23.74109633|-20.71307621|55.81329383|-18.32875817|0.433425706|422.1277419|-714.8215685|1242.745585|-9.131190896|0.215021885|9.369924133|4559.060763|-356.116445|0.016376351|-283.9460863|910.626111|392.6099255|1.0|1.0|1.0|2.58|0.0|-7.82|3.7|2.39|0.0|96.54|0.0|3.0|24.0|-5.0|313.35|1.0|-5.11|3.46e-06|0.00109|7.75e-06|0.0|1.51e-08|4.73e-06|-0.05285|3.7181|3.49|3.7181|-1010.540464|-1010.505024|536.13|333.46|333.46|0.69102|0.69102|0.2143|2.1266|-0.20731|0.03544055|-1010.412694|3.1004|631.0|6.2|6.2
6_a27|0.0|0|0.0|1|0|0|1.404458667|1.7996617540000002|-0.007874167|4.727387819|-0.072298665|-0.330715016|0.00526746|0.075248207|10.93737136|0.081320966|1|-0.406859288|-0.1044763|-0.541168953|2|0.678057835|0.787663648|-0.1322552659999999|0.1272522519999999|0.849515128|0.650575651|1|0.785047616|-0.0786267609999999|-0.090025109|0.020552125|-38.92545695|-44.56839492|10.17466399|0.214952384|-0.034625042|-22.06430895|-19.27068071|52.66373343|-17.14169035|0.47262982|388.6505938|-668.5259238|1193.992326|-8.486272674|0.2251796019999999|9.500048379|4761.820508|-330.96463430000006|0.01635203|-272.1086175|862.8140479|373.9912084|0.0|0.0|0.0|3.0|0.11|-6.67|3.48|2.42|0.0|92.65|0.0|2.0|24.0|-6.55|317.34|1.0|-3.82|0.000242|0.0768|0.000153|0.0|2.16e-07|6.86e-05|-0.04793|5.5447|4.27|4.1391|-1043.831559|-1043.806618|526.9|299.55|223.61|0.3366099999999999|0.61083|163.0|2.7521|-218.0|0.02494141|-1043.728133|4.0597|1.0|9.0|9.0
14x_a23|0.0|1|0.0|2|0|0|1.197963189|3.101221922|-0.0065692219999999|5.351858133|-0.111315218|-0.335030301|0.003379755|-0.075184011|10.31321817|-0.0229244|2|0.160327487|-0.073958723|-0.443633823|2|0.5788469970000001|0.802520527|-0.035031888|-0.035965909|0.8668730109999999|0.558482531|1|0.7768288609999999|-0.0708831479999999|-0.084244058|0.022095943|-46.97594633|-55.83053941|14.64350681|0.223171139|-0.034056109|-37.00022522|-31.13207597|70.40248829|-22.56979253|0.468120981|514.8229467|-1060.780249|2382.851643|-14.95753786|0.277788677|14.62325432|6989.569075|-703.0042792|0.0219879679999999|-294.5294492|1468.794817|597.2903597999999|0.0|0.0|0.0|3.42|0.05|-7.93|4.2|3.78|1.0|120.2|0.0|5.0|32.0|-6.35|447.46|0.0|-5.27|2.09e-06|0.0009369999999999|5.41e-06|0.0|1.17e-08|5.23e-06|-0.08216|4.0641|3.97|3.6941|-1828.393372|-1828.371718|675.21|335.63|305.07|0.6757|0.62836|0.3057|5.7933|-0.23475|0.02165405|-1828.228912|8.1916|3.0|8.4949|8.4949
6e_a40|0.0|0|0.0|1|1|2|0.604892975|1.75595616|-0.0148450439999999|6.401917197|-0.074872854|-0.69771706|-0.0026177839999999|0.103594243|10.30179954|-0.205140551|2|-0.276969278|-0.020200684|-0.6319354389999999|0|0.685858263|0.8361555479999999|-0.011405885|-0.289988439|0.8988141140000001|0.648802794|1|0.74620476|-0.107312598|-0.1164147119999999|0.015875595|-70.52033811|-76.50178121|10.43262695|0.25379524|-0.04873174|-50.27304895|-46.34235117|84.95203628|-32.02400144|0.441911406|490.3675161000001|-1377.032062|3854.417113|-21.04453212|0.133008824|12.49434084|7585.605268000001|-904.9148811|0.012858969|-482.3355765|1588.2884390000002|587.7345677999999|1.0|0.0|1.0|3.98|0.21|-4.63|5.02|2.12|2.0|125.15|1.0|5.0|30.0|-6.09|476.98|1.0|-5.58|1.74e-08|8.31e-06|2.6e-06|0.0|2.35e-05|0.0112|-0.09682|2.9549|8.35|2.9549|-2831.191706|-2831.156883|671.95|419.59|419.59|0.67187|0.67187|0.3625|8.3311|-0.2164|0.03482243|-2831.048968|11.5248|18.0|7.7447|7.7447
16j_a32|0.0|1|-0.082980188|0|0|0|0.609420735|0.0|-0.0139074189999999|5.733341277|-0.086195934|-0.778815477|-0.002456725|-0.135618491|10.31100263|0.021997616|3|-0.11512706|-0.117577419|-0.704356423|0|0.79965447|0.798237393|0.168000908|0.032797932|0.839271289|0.762429418|1|0.8259884120000001|-0.07651119|-0.106897203|0.023266265|-54.71915795|-76.45058155|16.63953228|0.174011588|-0.034287782|-54.6758122|-39.13396528|91.93816239|-24.52188465|0.442735754|590.7291534|-1299.659886|3448.428146|-17.53752467|0.3002094919999999|13.20372234|6507.757122|-929.4888072999998|0.021655546|-285.7717513|1857.212797|701.9321161|1.0|0.0|1.0|3.86|0.33|-7.77|6.49|1.57|0.0|121.3|1.0|8.0|30.0|-5.73|441.57|0.0|-5.41|3.56e-08|1.57e-05|3.89e-06|0.0|1.7e-08|7.5e-06|-0.05016|3629.0|5.5|3629.0|-2034.621888|-2034.593521|729.78|341.65|341.65|0.70207|0.70207|0.2907|3.4656|-0.2002799999999999|0.0283671|-2034.408854|4.0992|9.0|8.0315|8.0315
12x_a36|0.0|0|0.0|0|2|2|0.629399587|0.0|-0.007008724|5.351858133|-0.046532211|-0.40650598|0.00285431|-0.054184069|10.33556641|-0.023932402|1|0.038200407|-0.07550872|-0.4331246039999999|1|0.906423012|0.828393514|0.056034339|-0.041914045|0.8792981679999999|0.855081905|0|0.836402835|-0.0737521679999999|-0.104368092|0.017625524|-49.60929169|-70.20305027|11.85578416|0.163597165|-0.036722107|-47.22198284|-33.36962015|81.1499815|-24.70107324|0.458792701|562.6051882|-1333.8579550000002|2391.802689|-16.61514211|0.223146459|16.20591229|6193.10485|-897.2176739|0.016274369|-372.4502879|1717.000548|725.9470896|1.0|0.0|1.0|4.87|0.17|-7.05|3.33|2.51|0.0|135.47|0.0|6.0|31.0|-6.64|427.52|0.0|-4.51|1.4300000000000002e-05|0.0061|3.09e-05|0.0|8.95e-08|3.83e-05|-0.05311|3.8776|3.37|3.7364|-1670.452834|-1670.419519|719.63|331.83|319.74|0.6853600000000001|0.68112|0.0199|5.6653|-0.2048199999999999|0.03331471|-1670.244307|7.2812|7.0|8.1549|8.1549
5f_a40|0.0|0|0.0|1|0|1|0.60491326|1.656591081|-0.008387329|6.167516491000001|-0.0468504759999999|-0.293556526|0.000663516|0.166865076|10.31198329|0.062183277|2|-0.155235986|0.100535344|-0.4644854879999999|0|0.7039183109999999|0.811339477|-0.465573352|0.095322868|875.0|0.680674762|1|0.7414714309999999|-0.113521559|-0.10969397|0.020236763|-52.44868801|-50.68028366|9.349692674|0.258528569|-0.041135239|-23.41506245|-24.23209217|57.61052946|-19.00510637|0.484099946|342.5710869|-608.163404|599.1117195|-8.780648419|0.185606315|11.20493646|3963.475837|-280.9807494|0.015000038|-290.5093357|746.7683199|269.0442248|1.0|0.0|1.0|3.08|0.21|-3.69|2.94|1.29|2.0|78.56|0.0|3.0|20.0|-6.47|284.34|1.0|-3.31|0.000108|0.0307|0.000491|0.0|0.000207|0.0587|-0.06227|3.8036|3.5|3.0611|-1232.983157|-1232.959261|487.57|405.03|325.97|0.56507|0.69727|0.0415|5.5961|-0.19284|0.02389588|-1232.898044|7.6183|112.0|6.9508|6.9508
11a_a50|0.0|1|0.0|2|1|1|1.397733996|4.088412042|-0.002914262|5.82008293|-0.014702942|-0.134056065|0.011959339|-0.108592708|10.94500606|-0.129547471|2|-0.0739260509999999|-0.162848233|-0.267331063|1|0.701976536|0.792574879|-0.158172459|-0.200986578|0.8535780190000001|0.667956827|1|0.917127112|-0.048213112|-0.071180382|0.01848869|-25.48858279|-37.63057389|9.774322692|0.0828728879999999|-0.025421565|-19.89396594|-13.47492066|48.67321197|-13.43949068|0.463749257|484.8529701000001|-564.4586084|1550.320581|-7.104987834|0.345638567|11.123941699999998|4858.670497|-298.409489|0.020887781|-163.21096210000002|862.6098364|439.9973344|0.0|0.0|1.0|3.44|0.15|-5.87|3.09|2.25|0.0|99.65|0.0|2.0|25.0|-6.24|327.38|1.0|-4.16|0.000263|0.0862|6.97e-05|0.0|1.35e-06|0.000441|-0.03284|4.0636|3.05|4.0636|-1045.978598|-1045.954278|574.01|305.11|305.11|0.65485|0.65485|0.1761|5.4342|-0.2005299999999999|0.02431947|-1045.84627|7.5619|59.0|7.2291|7.2291
14p_a23|0.0|1|0.0|2|0|0|1.197963748|3.3252287430000003|-0.005975594|5.351858133|0.006191846|-0.310730878|0.009895793|-0.060144819|10.31321773|-0.053921569|2|0.080581604|-0.0686282459999999|-0.4510651779999999|2|0.708395022|0.799506006|0.099883916|-0.090287278|0.8683808959999999|0.669357479|1|0.923455749|-0.063033628|-0.080784473|0.0221104079999999|-42.52653933|-54.50240143|14.91710363|0.076544251|-0.033660197|-36.77082544|-28.69113861|67.36602512|-22.70933393|0.464933687|623.0226425|-1090.0480289999998|2170.5738260000003|-15.32117727|0.248361701|16.84664803|6696.264498|-735.4165088|0.0190667019999999|-339.5427625|1450.229492|646.2584547|0.0|0.0|1.0|3.48|0.04|-7.47|3.4|2.39|1.0|125.0|0.0|5.0|32.0|-6.62|436.49|0.0|-4.9|2.09e-06|0.0009109999999999|1.27e-05|0.0|3.39e-08|1.4800000000000002e-05|-0.09046|3.5752|3.29|3.5752|-1722.181612|-1722.152257|699.61|346.79|346.79|0.6816|0.6816|0.3802|7.4033|-0.2382|0.02935511|-1721.994023|9986.0|3.0|8.5302|8.5302
8g_a12|0.0|1|0.0|0|1|1|1.28383574|0.0|-0.0084227909999999|4.59511985|-0.029907264|-0.40429396|0.005898773|-0.094550033|10.95472263|-0.040257632|1|-0.068810076|0.068559367|-0.532504083|1|0.804158158|0.7475224290000001|-0.04981165|-0.070405398|0.80546986|0.7714487940000001|1|0.8576253690000001|-0.076856227|-0.1045061519999999|0.008910823|-42.39297373|-57.6443411|4.915102972|0.142374631|-0.042752517|-31.79592789|-23.38345638|61.99654413|-23.58177591|0.463772637|473.055878|-1037.59814|1356.883205|-13.00742505|0.09833304|12.83559677|5327.736626|-572.326702|0.007890315|-443.109365|1150.7554189999998|480.0590283|0.0|1.0|1.0|4.07|0.1|-8.0|3.31|2.89|0.0|109.93|0.0|3.0|27.0|-6.28|353.38|0.0|-4.34|4.15e-05|0.0146|4.61e-05|0.0|9.98e-09|3.53e-06|-0.06432|4.2057|3.68|3731.0|-1154.321531|-1154.281986|590.93|332.31|294.8|462.0|0.55027|0.1601|2.9986|-0.21633|0.03954539|-1154.173831|4.2131|3715.0|5.43|5.43
12u_a30|0.0|0|0.0|0|2|2|0.604983445|0.0|-0.006935447|5.351858133|-0.027452346|-0.367578706|0.002431329|0.028815747|10.31162873|-0.0646674999999999|1|-0.15896471|-0.0493878409999999|-0.467189145|1|0.8149999040000001|0.83236194|-0.055829439|-0.105767484|0.889479916|0.711738503|0|0.84944095|-0.0773921259999999|-0.097867106|0.015562896|-51.83732031|-65.55148142|10.42404292|0.15055905|-0.03794847|-43.90644499|-34.72068676|75.26051582|-25.41792137|0.443167712|568.9563615000001|-1245.478147|2608.6452440000003|-17.02494806|0.189537132|14.01586754|7133.515802|-834.2224549|0.014495402|-415.8966522|1536.749179|685.6665849999999|1.0|0.0|0.0|4.63|0.14|-7.8|5.11|3.79|0.0|137.3|0.0|5.0|31.0|-5.52|467.37|1.0|-6.04|2.64e-07|0.000123|9.14e-07|0.0|1.58e-08|7.39e-06|-0.0528299999999999|3.5003|5.08|3.5003|-2494.962309|-2494.927579|705.15|354.21|354.21|0.6847|0.6847|0.1502|5.3020000000000005|-0.20146|0.03472994|-2494.7995530000003|7.0553|34.0|7.4647|7.4647
46_a18|0.0|0|0.0|0|2|2|1.251088279|0.0|-0.005378956|4.844187086|-0.018808538|-0.3872848129999999|0.002300582|-0.0669031009999999|10.94680484|-0.052591109|0|-0.069691797|-0.1483628609999999|-0.448177615|0|0.7100921609999999|0.729629263|-0.015124585|-0.090469229|0.76616843|0.699483099|0|0.8265445990000001|-0.069742249|-0.076485888|0.008975181|-49.54738918|-54.33831169|6.376289807000001|0.173455401|-0.029244604|-38.60388092|-35.20023815|63.70285871|-20.77641329|0.4548138479999999|587.2068577|-1412.796104|1848.661552|-14.76030741|0.217767252|16.47206875|7150.333139|-1003.700904|0.013181412|-401.0164861|1806.107079|1056.535856|0.0|1.0|1.0|4.27|0.3|-8.82|3.68|3.33|1.0|151.14|0.0|7.0|36.0|-6.14|480.6|0.0|-5.47|2.08e-06|0.000999|3.35e-06|0.0|1.51e-09|7.27e-07|-0.04995|3225.0|8.11|3225.0|-1532.992457|-1532.968527|765.33|384.45|384.45|0.69181|0.69181|0.4249|2656.0|-0.18219|0.0239301|-1532.562476|3.2533|186.0|6.7305|6.7305
7f_a10|0.0|0|-4.8022906380000006|1|1|1|1.240141822|1.924772416|-0.011104817|5.4161004020000005|-0.2347037789999999|-0.5663456689999999|0.00189949|-0.000498274|10.92948443|-0.0971900919999999|1|-0.309622111|-0.058093287|-0.5846516820000001|2|0.5371733989999999|0.796084921|-0.009545801|-0.137271684|0.8499946070000001|0.5209683970000001|1|0.931773786|-0.064238302|-0.095196098|0.00797443|-35.78096407|-53.02456669|4.441786155|0.068226214|-0.03645808|-29.53487321|-19.93012491|60.16185231|-20.30728086|0.402568457|519.0013298|-954.4422004|2375.702381|-11.31122804|0.178213448|10.23679556|7070.755931000001|-531.6277179|0.012813716|-358.4725202|1161.423484|527.8079877|1.0|0.0|1.0|3.37|0.23|-8.13|5.07|2.64|0.0|106.77|0.0|4.0|30.0|-5.47|410.39|0.0|-5.6|2.9e-06|0.00119|2.52e-06|0.0|7.38e-09|3.03e-06|-0.0613|5.7757|4.93|3.6256|-1442.216293|-1442.200124|597.28|341.96|214.67|0.34467|0.6833600000000001|0.0191|2.2631|-0.2175699999999999|0.01616879|-1442.058773|3.2524|141.0|6.8508|6.8508
47r_a18|0.0|0|0.0|0|1|1|0.403924645|0.0|-0.0058631659999999|4.844187086|-0.216996268|-0.40455848|-0.005176133|-0.02952923|10.35082951|-0.030106257|0|0.0646283159999999|-0.233665901|-0.360670551|0|0.806477847|0.7698681909999999|0.017110504|-0.048143486|0.8075001|0.7554975009999999|0|0.769578222|-0.083915825|-0.087091542|0.0155038689999999|-62.75220741|-65.12700692|11.59378448|0.230421778|-0.031669652|-48.70193962|-46.92606587|81.99788849|-23.68254797|0.49394971|575.4901675|-1563.048166|1504.28892|-17.70979622|0.311925149|19.40516312|7727.455993|-1168.846551|0.0225607039999999|-281.2845386|2271.625192|1005.982493|1.0|1.0|1.0|4.55|0.22|-7.46|0.43|2.23|1.0|145.82|0.0|9.0|36.0|-6.12|504.6|0.0|-5.64|2.26e-07|0.0001139999999999|2.31e-06|1.0|3.48e-08|1.76e-05|-0.0522799999999999|3.1705|9.2|3.1705|-1964.841529|-1964.813473|790.57|391.06|391.06|0.69545|0.69545|0.6007|2.3873|-0.18249|0.02805567|-1964.516246|3.2001|231.0|6.6364|6.6364
4f_a49|0.0|0|0.0|1|1|1|1.343848013|2.066693174|-0.008903208|5.4161004020000005|-0.087045007|-0.418450768|0.001532832|-0.064058097|10.92775957|0.0705130559999999|1|-0.14414265|-0.015845165|-0.46436755|2|0.69044503|0.7927086309999999|-0.00953448|0.114367229|0.8557769120000001|0.670594896|1|0.7370618040000001|-0.102926696|-0.089955514|0.016591015|-55.88123394|-48.83888562|9.007637695|0.262938196|-0.033471819|-26.51573683|-30.33918719|60.18871783|-18.1726086|0.437355335|400.1675422|-781.4221699|1629.651745|-9.866320682|0.2816937089999999|11.20071713|5422.650822|-424.2517893|0.020905063|-237.0468572|1087.86764|467.1194103|0.0|1.0|0.0|3.07|0.14|-6.54|3.42|2.03|0.0|102.08|0.0|3.0|27.0|-6.6|356.38|1.0|-4.09|0.000102|0.0365|8.120000000000001e-05|0.0|2.92e-07|0.000104|-0.06954|4.6249|4.07|3.7098|-1179.23587|-1179.201105|575.01|334.21|268.08|0.39584|0.68474|0.0579999999999999|1.7833|-0.22471|0.03476467|-1179.080799|1.8254|0.04|7.3979|7.3979
12bh_a36|0.0|0|0.0|0|2|2|1.297043258|0.0|-0.006687484|5.351858133|-0.047482048|-0.401249012|0.003676818|0.075747971|10.94728093|-0.035747988|1|0.0016901289999999|-0.101854847|-0.43574839|1|0.902377067|0.78699829|-0.211972014|-0.0591586759999999|0.833398429|0.857993338|0|0.833491953|-0.070687668|-0.09959401|0.017627098|-47.04367494|-66.28126709|11.73109101|0.166508047|-0.035569289|-44.11115058|-31.30825225|76.46867897|-23.6718811|0.482052584|554.7010591|-1325.625342|2437.805332|-15.75398235|0.216705778|14.56834609|5957.443236|-882.2230117|0.015307571|-377.0728785|1692.3721690000002|729.1873176|1.0|0.0|0.0|4.95|0.21|-7.34|3.76|2.45|0.0|133.68|0.0|5.0|31.0|-6.38|409.49|1.0|-4.6|2.8600000000000004e-05|0.0117|2.5e-05|0.0|4.55e-08|1.86e-05|-0.0525299999999999|3.8811|3.79|3.6255|-1311.589612|-1311.558898|715.94|341.97|319.46|0.69377|0.7039|11.0|5.8338|-0.20168|0.03071385|-1311.356102|7.7975|14.0|7.8539|7.8539
