molecula|SddssS|n9FaRing|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|FNSA3|FNSA5|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GRAV|WNSA2|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Heavy atom count|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12z_a30|0.0|0|0.0|0|2|2|0.604983642|0.0|-0.008819424|5.351858133|-0.026703371|-0.537984876|0.003529389|0.018796341|10.31162784|-0.045463448|1|0.05890953|-0.12254489|-0.39205163|1|0.8397577820000001|0.809127478|-0.02232319|-0.077335468|0.855880335|0.794193541|0|0.832920077|-0.071429418|-0.107776943|0.030875938|-49.68145417|-74.96232552|21.47520633|0.167079923|-0.034034824|-52.13870496|-34.55504699|95.20867045|-23.67231332|0.48740649|579.3226647000001|-1349.321859|2435.831516|-16.464854199999998|0.3691601439999999|15.74641625|7074.004131999999|-938.4966892|0.029109145|-182.00664430000003|2138.929312|792.3440337000001|1.0|0.0|1.0|4.86|0.21|-6.83|3.94|2.2|0.0|140.26|0.0|7.0|33.0|-6.39|458.54|0.0|-5.0|2.47e-06|0.00113|9.94e-06|0.0|1.47e-07|6.720000000000001e-05|-0.04679|4.8063|3.34|3.4438|-1804.814868|-1804.785911|739.33|360.02|257.96|0.5513100000000001|0.6853199999999999|0.1441|7.0446|-0.19279|0.02895763|-1804.581882|7.2113|44.0|7.3615|7.3615
9_a1|0.0|0|0.0|0|0|0|1.432397289|0.0|-0.00614716|4.727387819|-0.1075163359999999|-0.282769361|-0.00314411|-0.079063236|10.94877277|0.016589221|1|-0.232860777|-0.044035724|-0.483335578|1|0.582499378|0.737794643|-0.053460262|0.02778394|0.7964939409999999|0.572272366|0|0.755276458|-0.080888063|-0.085722429|0.011266799|-46.63553015|-49.42275468|6.495805626|0.244723542|-0.031896718|-28.49439431|-26.88743664|57.60218193|-18.38986221|0.452572261|435.4501351|-790.7640749|1739.0376789999998|-10.60256533|0.2183102569999999|13.91191974|5063.330971|-455.910309|0.014186995|-324.81308110000003|1011.608611|472.9447227|1.0|1.0|1.0|2.78|0.05|-8.98|5.86|2.74|0.0|102.84|0.0|4.0|27.0|-5.81|357.38|1.0|-4.79|2.07e-05|0.00739|1.62e-05|0.0|1.04e-09|3.7100000000000003e-07|-0.07602|3343.0|5.6|3343.0|-1187.226314|-1187.193365|600.6|370.88|370.88|0.70296|0.70296|0.5409|4.1623|-0.21015|0.03294951|-1187.065335|6.4447|6.0|5.2218|5.2218
11d_a31|0.0|0|0.0|0|1|1|0.610136352|0.0|-0.017317263|5.733341277|-0.116385886|-0.848545873|-0.009496378|-0.092360393|10.31169874|-0.078235092|2|0.026806221|-0.096447723|-0.574318121|0|0.819298311|0.822077662|-0.057505249|-0.13169885|0.868115289|0.78396996|0|0.585212816|-0.134031221|-0.134048091|0.034417775|-82.05480081|-82.06512842|21.07078977|0.414787184|-0.040797245|-50.24081482|-50.23449218|98.8237718|-24.97634343|0.4816588089999999|358.2711594|-1148.911798|2039.207676|-15.29068277|0.318229459|15.21323794|5420.356537|-703.3714074|0.027374162|-222.5622569|1685.188386|505.4234462|1.0|1.0|1.0|3.6|0.32|-6.23|5.43|1.26|0.0|102.13|0.0|7.0|27.0|-6.4|385.44|1.0|-4.2|3.33e-06|0.00128|6.26e-05|0.0|5.83e-07|0.000225|-0.03404|3.8009|4.87|3.8009|-1598.7152199999998|-1598.671315|650.64|326.2|326.2|703.0|703.0|0.2642|3.1919|-0.19226|0.04390452|-1598.546288|4.6622|0.03|7.5229|7.5229
3h_a32|0.0|1|0.0|0|0|0|0.609420752|0.0|-0.005281944|5.733341277|-0.008243901|-0.269379119|0.002101838|-0.003152613|10.31100268|-0.111111111|3|0.025035542|-0.071193103|-0.531669815|0|0.84279263|0.7926338540000001|-0.169197453|-0.2|0.834881529|0.8030743229999999|1|0.87880263|-0.07183387|-0.0882883959999999|0.0111539339999999|-44.97387528|-55.27575363|6.98327435|0.12119737|-0.027590124|-34.60714056|-28.15732254|62.63332945|-17.27367301|0.4089962629999999|550.2022886|-829.1363044|2911.160989|-10.81473143|0.226505997|13.71739929|5187.525619|-519.1071084|0.011751781|-342.4592076|1071.936307|593.0848817000001|1.0|1.0|1.0|3.65|0.35|-8.47|8.11|2.64|0.0|112.28|0.0|7.0|26.0|-4.29|382.55|1.0|-6.15|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|0.0|3.37e-09|1.29e-06|-0.05318|3.5552|4.61|3.5552|-1790.6908030000002|-1790.663897|676.22|348.74|348.74|0.70257|0.70257|0.2926|3.5952|-0.20059|0.02690554|-1790.5004850000005|5.8749|7.0|8.1549|8.1549
3e_a32|0.0|1|0.0|0|0|0|0.609420788|0.0|-0.006553709|5.733341277|-0.058503168|-0.275255791|0.000655875|-0.114649277|10.31100276|-0.080731823|3|-0.1046390059999999|-0.076494363|-0.551661318|0|0.8315372|0.8046468659999999|-0.061561535|-0.12378337|0.85921771|0.77923808|1|0.8681696109999999|-0.073411249|-0.100056595|0.0124235339999999|-39.56206964|-53.92151824|6.69516884|0.131830389|-0.030786645|-29.05885545|-21.32040233|60.86894767|-16.59123638|0.4513338939999999|467.865447|-647.0582188|1732.3689949999998|-8.941186293|0.224744634|10.68709999|4827.877259000001|-348.70626539999995|0.012891628|-296.6758413|834.6388134|421.3548777|1.0|1.0|1.0|3.33|0.24|-6.92|6.8|1.94|0.0|97.86|0.0|3.0|23.0|-5.2|340.47|1.0|-5.18|3.02e-07|0.000103|6.6e-06|0.0|1.2099999999999998e-07|4.13e-05|-0.0534399999999999|3.5589|3.52|3.5589|-1672.748189|-1672.722302|578.77|348.38|348.38|0.7025399999999999|0.7025399999999999|0.2914|3.4537|-0.20098|0.02588637|-1672.62984|5.6928|8.0|8.0862|8.0862
12j_a30|0.0|0|0.0|0|2|2|0.604984421|0.0|-0.006336585|5.351858133|-0.033312179|-0.354848778|0.005613018|0.0074730759999999|10.31162861|-0.075816941|1|-0.0431311459999999|-0.053644471|-0.456342646|1|0.8414737059999999|0.795446883|0.0060012969999999|-0.130412856|0.846470093|0.7991060659999999|0|0.842199041|-0.073909106|-0.094132698|0.015613498|-47.76354083|-60.832977500000005|10.09017681|0.157800959|-0.036204884|-39.31313154|-30.8670468|69.55167701|-23.39729904|0.476658597|544.2686362000001|-1216.65955|2258.891981|-15.12043521|0.1865388989999999|15.41574553|6105.3402670000005|-786.2626307999999|0.01349128|-405.1466163|1495.657934|686.039456|1.0|0.0|0.0|4.76|0.17|-7.01|4.35|3.04|0.0|132.24|0.0|5.0|30.0|-5.81|412.51|1.0|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.0|9.75e-08|4.02e-05|-0.05106|5.1971|4.14|3.4788|-1615.096172|-1615.064152|695.8|356.4|238.56|0.3087|0.68625|0.1516|4.6727|-0.1987799999999999|0.03201935|-1614.894278|5.1081|9.0|8058.0|8058.0
33_a47|0.0|1|0.0|1|0|0|1.409403453|1.758479676|-0.004263267|4.727387819|-0.085712613|-0.183320497|0.002212256|-0.033554816|10.98214099|0.0741098479999999|1|-0.26447859|-0.147591116|-0.270498605|3|0.63155995|0.82821379|0.065468525|0.1186944519999999|0.8913954909999999|0.607650682|1|0.8197001309999999|-0.060080724|-0.083739854|0.022346992|-32.1568697|-44.81989209|11.96072985|0.1802998689999999|-0.0272154529999999|-23.98884914|-17.2112484|60.65229445|-14.56646493|0.4607629339999999|438.726241|-582.6585971|787.797733|-7.79637597|0.42318652|12.94292541|4889.09585|-311.85503880000005|0.029580684|-82.22540944|1010.133461|388.178924|0.0|1.0|1.0|3.08|0.11|-7.08|2.96|1.52|0.0|94.28|0.0|3.0|25.0|-6.78|334.35|1.0|-3.72|0.000546|183.0|0.000192|0.0|8.339999999999999e-08|2.79e-05|-0.05462|4.1869|2.06|4.1869|-1123.16428|-1123.135036|566.29|296.13|296.13|0.67508|0.67508|0.2566|4.5647|-0.21447|0.02924367|-1123.04547|6.2284|4.0|8.4|8.4
3l_a32|0.0|1|0.0|0|0|1|0.609420748|0.0|-0.0054004|5.733341277|0.0043645509999999|-0.270019992|0.0016954029999999|-0.09393062|10.31100268|-0.107818594|3|-0.068876714|-0.04980249|-0.524711546|0|0.820540279|0.751853889|-0.136589369|-0.184582641|0.7973741999999999|0.776480242|1|0.8855584879999999|-0.069304303|-0.088417589|0.012244965|-40.30321333|-51.41835077|7.120934925|0.114441512|-0.028831823|-29.90181954|-23.43792428|58.10243176|-16.76685351|0.453630671|514.9875423000001|-771.2752615|2415.340446|-9.750593329|0.211763281|11.74082324|5429.531532999999|-448.5272931|0.011493763|-335.2422712|978.4817724|565.7000781|1.0|0.0|1.0|3.58|0.35|-7.5|7.34|2.64|0.0|110.16|0.0|3.0|26.0|-4.71|380.53|1.0|-6.01|2.52e-08|9.59e-06|9.7e-07|0.0|3.16e-08|1.2e-05|-0.0529799999999999|3.5319|4.21|3.5319|-1789.475625|-1789.4501510000002|629.26|351.04|351.04|0.70282|0.70282|0.2876|3.3955|-0.19962|0.02547484|-1789.298086|5.7721|12.0|7.9208|7.9208
12c_a36|0.0|0|0.0|0|2|2|1.29696741|0.0|-0.007667703|5.351858133|-0.04162109|-0.414055975|0.0005016269999999|-0.0621599059999999|10.95982545|-0.056994595|1|0.146546059|-0.103922055|-0.4423430339999999|1|0.8941919290000001|0.819222745|-0.033217921|-0.097861598|0.8741648479999999|0.8065052890000001|0|0.840733512|-0.073370864|-0.105624703|0.019582215|-47.12722334|-67.84435546|12.5779546|0.159266488|-0.038024893|-43.57746274|-30.27053327|80.22754474|-24.42396797|0.473610011|540.0159387|-1221.198398|2365.641348|-15.68788659|0.24499026|12.86584957|6256.172329|-784.3943293|0.019278991|-327.5932797|1617.460455|629.5017194000001|1.0|0.0|0.0|4.74|0.14|-7.18|3.35|2.51|0.0|128.76|0.0|5.0|30.0|-6.49|415.88|1.0|-4.59|3.64e-05|0.0151|2.55e-05|0.0|6.65e-08|2.77e-05|-0.04992|3.8436|3.79|3.8436|-1692.540795|-1692.511019|672.74|322.58|322.58|0.68913|0.68913|0.3927|4.9812|-0.2082699999999999|0.02977602|-1692.3713309999998|6.6973|9.0|8.0458|8.0458
13_a12|0.0|0|0.0|0|0|0|1.508548782|0.0|-0.0069874069999999|0.0|-0.0619247109999999|-0.272508888|0.000830398|-0.083760082|10.96083169|0.021322992|0|-0.362308767|-0.169387652|-0.595629719|2|0.845823047|0.6809340620000001|-0.226526433|0.039235452|0.7300173240000001|0.804066411|0|0.90006391|-0.058167326|-0.092483398|0.008188151|-28.51381164|-45.33566159|4.01385817|0.09993609|-0.034993718|-22.2236882|-13.97756285|48.99243638|-17.15403411|0.466560112|441.2142447|-634.6992622|664.9830294|-8.408963103|0.117007826|11.36787272|3647.657976|-311.13163480000003|0.0074597119999999|-375.4880089|718.8050825|327.9594923|1.0|1.0|1.0|2.7|0.12|-7.14|3.63|2.42|0.0|84.74|0.0|3.0|21.0|-5.49|276.34|1.0|-4.2|5.520000000000001e-05|0.0152|6.3e-05|0.0|7.26e-08|2.01e-05|-0.04445|4.5363|3.83|3.9329|-876.3661620999999|-876.3370809|532.86|315.25|273.31|0.6622399999999999|0.64974|0.0155|1.3023|-0.20903|0.0290811829999999|-876.258343|1.5686|93.0|7.0315|7.0315
20b_a10|0.0|0|0.0|1|1|1|1.343837209|2.103422978|-0.007463406|5.4161004020000005|-0.073703704|-0.447804373|0.001965496|-0.042013549|10.92966143|-0.013623188|1|-0.049452599|0.019531637|-0.450145946|2|0.725009545|0.761071345|0.052265135|-0.022843761|0.817426568|0.6980623109999999|1|0.75259177|-0.094975935|-0.088479815|0.013038163|-60.68950774|-56.53849503|8.331370518|0.24740823|-0.033783202|-36.12803002|-38.78052212|67.46831286|-21.58742537|0.454087415|480.905232|-1187.308396|2257.777328|-13.79433873|0.238378673|13.838742600000002|7173.225184999999|-758.6886304|0.0171045989999999|-334.3514234|1558.922202|769.1246171|1.0|1.0|1.0|3.54|0.11|-8.93|4.23|2.41|0.0|129.73|0.0|5.0|34.0|-6.53|447.49|1.0|-5.09|6.05e-06|0.00271|8.13e-06|0.0|1.1699999999999999e-09|5.26e-07|-0.0578399999999999|5.9354|4.88|3.9013|-1465.62724|-1465.587932|687.84|317.8|208.89|0.3246|669.0|0.1382|5725.0|-0.2217199999999999|0.03930765|-1465.395231|7.7954|1.1|5.9586|5.9586
12m_a36|0.0|0|0.0|0|2|2|1.297043522|0.0|-0.011502861|5.351858133|-0.133854569|-0.667165917|-0.006653538|-0.025127218|10.95440733|-0.038386106|1|0.245908938|-0.052743904|-0.52644768|1|0.892815402|0.825587924|-0.075712087|-0.064035403|0.8792981679999999|0.849217847|0|0.711961428|-0.10031651|-0.121074678|0.022725561|-67.27772044|-81.19927925|15.24099981|0.288038572|-0.04260035|-54.45666327|-45.120107|96.11918789|-28.57011677|0.465323422|477.48014630000006|-1542.786306|2637.948424|-19.16067782|0.252881876|13.67704354|6434.374756|-1034.676602|0.0222467879999999|-331.4617713|2064.983108|689.2886595|0.0|0.0|0.0|4.83|0.13|-6.14|1.92|1.28|0.0|131.85|0.0|6.0|32.0|-7.39|424.46|0.0|-3.8|7.96e-05|0.0338|0.000159|0.0|7.19e-07|0.000305|-0.05114|3.8658|3.88|3.8658|-1401.654499|-1401.6158890000002|692.4|320.72|320.72|0.69382|0.69382|0.4718|6.5789|-0.20993|0.03861003|-1401.446557|9.1003|0.03|7.5229|7.5229
14l_a23|0.0|1|0.0|2|0|0|1.1979636809999998|3.402752757|-0.005344736|5.351858133|-0.026530366|-0.288615723|0.01269616|-0.060692376|10.313217800000002|-0.061788679|2|0.07815878|-0.074441567|-0.448622017|2|0.725800261|0.778602826|0.156652778|-0.1010279259999999|0.836852328|0.6906097959999999|1|0.921267667|-0.053549434|-0.078204688|0.018669073|-35.3275485|-51.59307331|12.31633167|0.078732333|-0.0328459689999999|-34.03690099|-23.306234600000003|61.54673359|-21.66909079|0.492922575|607.777253|-1083.45454|2176.038061|-14.29549842|0.210373806|15.78926563|6444.7098240000005|-714.7749208|0.01508774|-382.1434717|1372.110688|666.0036144999999|0.0|0.0|1.0|3.51|0.09|-7.78|3.88|3.24|1.0|125.25|0.0|5.0|31.0|-6.1|425.51|0.0|-5.25|1.43e-06|0.000608|5.61e-06|0.0|1.65e-08|7.03e-06|-0.07191|3.6274|3.79|3.6274|-1669.2363289999998|-1669.224647|694.65|341.8|341.8|0.67242|0.67242|0.4239|6.0563|-0.2183|0.01168219|-1669.04569|8.2422|7.0|8.1798|8.1798
30_a47|0.0|1|0.0|1|0|0|1.304327883|1.435022468|-0.0092264759999999|4.727387819|-0.184735553|-0.415191425|-0.0098410169999999|-0.008774855|10.95005723|0.0467853809999999|1|0.029343834|-0.035472095|-0.4370608039999999|2|0.6850994429999999|0.8485444809999999|-0.1340278869999999|0.074217097|0.913855507|0.651797437|1|0.67896733|-0.108232368|-0.107296835|0.022747897|-64.94243028|-64.38108459|13.64937081|0.32103267|-0.0383202979999999|-38.63044093|-38.96726396|81.25550675|-22.9932445|0.4680850139999999|407.3992771|-965.7162688|1558.731067|-13.79658605|0.320552431|12.94704346|5852.817155|-579.456614|0.028122734|-215.3470619|1421.325667|457.1122177|1.0|1.0|1.0|3.03|0.05|-7.24|2.71|1.78|0.0|104.25|0.0|5.0|28.0|-6.95|396.81|1.0|-4.1|6.05e-05|24.0|7.94e-05|0.0|5.74e-08|2.28e-05|-0.0564299999999999|3.7159|3.89|3.7159|-1696.12008|-1696.078047|615.85|333.66|333.66|0.6944899999999999|0.6944899999999999|0.3566|2.7493|-0.20813|0.0420327|-1695.9887|3.6487|13.0|7.9|7.9
12i_a36|0.0|0|-4.787087299|0|2|2|1.2401347459999998|0.0|-0.016027043|5.351858133|-0.29543904|-0.929568494|-0.011700732|0.128325344|10.96020192|-0.009876543|1|0.135587069|-0.1187503719999999|-0.608318386|1|0.647732719|0.820041835|0.141564781|-0.01509434|0.87043328|0.624142499|0|0.830964232|-0.0850745409999999|-0.117424873|0.01973953|-54.81607619|-75.66036485|12.71877085|0.169035768|-0.045665229|-48.75024044|-35.3196406|90.11282843|-29.42347522|0.460246812|535.4151566|-1588.867662|2351.232652|-18.95842684|0.230870141|13.98728916|7707.634338|-1023.755049|0.022430221|-346.8168661|2065.79896|672.4630346|1.0|0.0|0.0|4.8|0.17|-7.14|3.31|2.04|0.0|130.43|0.0|7.0|34.0|-6.4|465.43|0.0|-5.07|6.26e-06|0.00291|8.6e-06|0.0|7.24e-08|3.37e-05|-0.05065|5.2297|4.86|3.7496|-1645.2030949999998|-1645.171438|666.79|330.66|237.08|0.34255|0.70134|0.1516|5.1836|-0.20475|0.03165678|-1645.017702|6.6124|12.0|7.9208|7.9208
13k_a6|0.0|0|0.0|0|1|1|1.42421381|0.0|-0.014257799|5.351858133|-0.132667824|-0.8554679409999999|-0.009326562|0.0809333929999999|10.95129637|-0.072504783|1|0.08217847|-0.045794891|-0.5627624379999999|1|0.8694295409999999|0.7908110340000001|0.1373649019999999|-0.123105035|0.84018367|0.827754203|0|0.641032542|-0.11937574|-0.127178105|0.0296987679999999|-82.8774254|-88.29427104|20.6185734|0.3589674579999999|-0.045420752|-61.29890279999999|-57.53822059|100.7779947|-31.53366823|0.426031882|445.0412356000001|-1765.8854210000002|3332.974951|-21.89246528|0.202868306|14.58291125|6492.211639|-1225.9780560000002|0.017981419|-412.5714301|2215.299472|741.5222707|1.0|1.0|1.0|3.68|0.16|-8.89|4.55|1.39|0.0|124.98|0.0|7.0|33.0|-6.59|441.48|1.0|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0|1.29e-09|5.7e-07|-0.04851|5112.0|5.41|3.5476|-1465.862962|-1465.83213|731.25|349.49|242.53|0.4547|0.70536|0.0137|8.1639|-0.1944|0.0308324|-1465.621288|10.5079|46.0|7.3372|7.3372
8f_a12|0.0|1|0.0|0|1|1|0.609895166|0.0|-0.008295703|4.59511985|-0.062406088|-0.3981937339999999|-0.002596875|0.028505422|10.31134658|-0.024023866|1|-0.023769395|-0.070713228|-0.560548116|1|0.902669729|0.7475224290000001|-0.13747286|-0.042014638|0.80546986|0.8409290840000001|1|0.869823177|-0.072634742|-0.098932601|0.013287637|-41.27611074|-56.220383|7.550959323|0.130176823|-0.03822396|-31.9483307|-23.45595611|63.05721575|-21.72151161|0.460344828|494.2940092|-955.746511|1448.568734|-12.34367323|0.161876566|13.00131176|5481.952981|-543.1216218999999|0.012030968|-384.290491|1140.340995|524.0516742|1.0|1.0|1.0|4.09|0.1|-8.42|4.99|3.1|0.0|115.66|0.0|3.0|27.0|-5.47|369.44|1.0|-5.24|1.99e-06|0.000735|5.72e-06|0.0|3.79e-09|1.4e-06|-0.06179|4.1744|4.19|3.6536|-1481.146454|-1481.115891|606.97|339.35|297.01|0.59107|0.65098|0.2466|0.9092|-0.2124|0.03056355|-1481.008909|1.4701|646.0|6.1898|6.1898
16g_a32|0.0|1|0.0|0|0|0|0.609420729|0.0|-0.013775701|5.733341277|-0.0429252429999999|-0.771439265|-0.002456725|-0.029193403|10.31100263|0.004735761|3|-0.085591073|-0.117577419|-0.696926204|0|0.79965447|0.83902731|-0.026098259|0.008494733|0.8821580379999999|0.762429418|1|0.8206422409999999|-0.078387439|-0.105500574|0.023959586|-57.77542509|-77.75914881|17.659402|0.1793577589999999|-0.033839807|-57.31234426|-42.58335004|94.54074206|-24.94161377|0.3972359179999999|604.8539801|-1321.90553|3497.469035|-18.38320476|0.313667656|15.58880229|6372.261243999999|-974.3098525|0.02276861|-274.67233460000006|1926.042887|701.9321161|1.0|1.0|1.0|3.87|0.33|-8.16|6.81|1.57|0.0|121.56|1.0|10.0|30.0|-5.69|441.57|1.0|-5.32|3.08e-08|1.36e-05|4.83e-06|0.0|6.890000000000001e-09|3.04e-06|-0.05|3.6161|5.38|3.6161|-2034.621991|-2034.593036|752.29|342.86|342.86|0.70222|0.70222|0.2879|3.7346|-0.19968|0.02895494|-2034.408165|4.3204|11.0|7.9586|7.9586
27c_a34|0.0|0|0.0|1|1|1|1.4335249819999998|1.996958431|-0.014036512|5.351858133|-0.1450543259999999|-0.80008116|-0.008017781|-0.028344637|10.95447877|-0.014364543|1|-0.132026575|-0.128393271|-0.543350914|1|0.850511415|0.783333463|-0.0360159139999999|-0.0239323839999999|0.8353837409999999|0.804740647|0|0.631065353|-0.114233896|-0.12597014|0.0304948179999999|-76.84420762|-84.73908278|20.51361454|0.368934647|-0.042782312|-57.00328784|-51.69246989|100.1948155|-28.77931113|0.424716257|424.51250080000005|-1525.30349|2477.818875|-19.35960719|0.261802571|15.31184469|6308.331369|-1026.059181|0.022975949|-320.4669239|2066.254135|673.8038326000001|1.0|1.0|1.0|3.55|0.12|-7.67|3.11|1.71|0.0|119.71|0.0|6.0|32.0|-6.85|427.46|1.0|-4.45|1.7800000000000002e-05|0.00759|3.52e-05|0.0|2.13e-08|9.1e-06|-0.03792|4277.0|5.23|3.9186|-1426.521813|-1426.482676|709.72|316.4|289.89|0.68683|0.70336|0.0093|7.6204|-0.19682|0.03913684|-1426.31053|9.6148|0.8|6.0969|6.0969
18_a31|0.0|0|0.0|0|0|0|0.610137226|0.0|-0.013634202|5.351858133|-0.138136629|-0.640807491|-0.009923585|-0.001973566|10.31169929|-0.096301845|2|-0.084218532|-0.065041042|-0.604728055|0|0.868704545|0.8595579409999999|0.022160691|-0.1647054359999999|0.904870098|0.838968212|0|0.72588713|-0.11789212|-0.129469649|0.014467496|-69.19879619|-75.99442464|8.49194438|0.27411287|-0.040279446|-44.60622732|-40.61741697|85.81723707|-23.64270989|0.4492048839999999|426.0718665|-1063.9219449999998|1935.374782|-13.87749294|0.222523168|12.84812443|4856.251645|-624.4871824|0.01673486|-325.73954460000004|1368.42913|477.1857166|1.0|1.0|1.0|3.41|0.28|-6.54|4.9|0.75|0.0|99.32|0.0|7.0|25.0|-6.72|356.44|1.0|-3.62|2.42e-05|0.00862|0.000241|0.0|2.9e-07|0.000104|-0.03702|5.0092|4.81|3.9105|-1465.528656|-1465.4803960000002|630.26|317.05|247.51|0.51842|0.70058|0.2457|3.0607|-0.19914|0.04825999|-1465.359325|4.6746|0.13|6.8861|6.8861
8_a1 (SB-202620)|0.0|0|0.0|0|0|0|1.4323973840000002|0.0|-0.013785521|4.727387819|-0.226277123|-0.606562911|-0.012672753|-0.1402198369999999|10.94957568|0.037553634|1|-0.095271547|-0.019835038|-0.612004804|1|0.674381582|0.743088715|-0.042789124|0.063001656|0.805476065|0.658433571|0|0.648967503|-0.117682533|-0.105271458|0.015526845|-66.76765693|-59.72618401|8.809217494|0.351032497|-0.041081545|-33.88588996|-37.88089785|70.8721358|-23.30777912|0.4564697679999999|368.1943149|-955.6189441|1736.664204|-13.22376193|0.225760413|13.67402758|5170.286136|-542.1742393|0.019645498|-311.18185800000003|1234.267739|433.2550452|1.0|1.0|0.0|2.74|0.0|-8.02|4.86|2.78|0.0|99.61|0.0|4.0|27.0|-5.94|359.35|1.0|-4.7|1.14e-05|0.0041|1.98e-05|0.0|9.53e-09|3.42e-06|-0.0736899999999999|3.4052|5.32|3.4052|-1223.279021|-1223.117248|586.27|364.11|364.11|0.7026600000000001|0.7026600000000001|0.5339|3.4563|-0.2105199999999999|0.16177304|-1223.014114|5.5005|0.4|6.3979|6.3979
13e_a6|0.0|0|0.0|0|0|0|1.429020445|0.0|-0.006882528|4.727387819|-0.008507023|-0.378539035|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|0.032420935|-0.126749697|-0.462344944|2|0.841211811|0.765593573|0.102257199|-0.067328767|0.827254552|0.790249345|1|0.861676601|-0.074242826|-0.093298845|0.0183790889999999|-49.62570093|-62.36320497|12.28502792|0.138323399|-0.032929004|-41.68507499|-33.17101912|75.42629799|-22.01054293|0.4442079679999999|575.965487|-1122.537689|3457.565879|-14.71237941|0.277469482|14.346067199999998|6147.8097210000005|-750.3313497|0.019543118|-297.4895642|1553.619759|676.2770877|1.0|1.0|1.0|3.51|0.08|-10.18|5.01|0.92|0.0|123.82|0.0|5.0|32.0|-6.52|417.47|1.0|-4.78|7.74e-06|0.00323|1.65e-05|0.0|6.59e-11|2.75e-08|-0.07534|5.9885|3.36|3.2475|-1347.297639|-1347.25954|713.3|381.78|207.04|0.38609|0.7034199999999999|0.0104|10.1884|-0.20804|0.03809808|-1347.074898|13.2999|12.0|7.9208|7.9208
13a_a5|0.0|0|0.0|0|0|0|1.393002748|0.0|-0.006081807|4.59511985|-0.033436214|-0.328417593|0.002355511|-0.139517787|10.94530369|-0.025324157|1|-0.012798693|-0.035005746|-0.367284642|2|0.746303189|0.8045357209999999|-0.048584084|-0.048575318|0.857293078|0.720100768|0|0.7667501609999999|-0.08903048|-0.0839257009999999|0.016739606|-57.31787843|-54.03141848|10.77696869|0.233249839|-0.0279752339999999|-34.78546088|-36.90128585|72.13276165|-18.01047283|0.460877309|493.6342317|-918.5341141|1314.232685|-11.59515363|0.401208461|15.89940424|5628.9694|-591.3528349999999|0.02811638|-127.2041084|1533.979782|620.5697596|1.0|1.0|1.0|3.07|0.13|-8.9|4.39|0.95|0.0|114.18|0.0|8.0|30.0|-7.18|399.45|1.0|-3.74|0.000169|0.0675|0.000184|0.0|1.26e-09|5.02e-07|-0.05534|4.6285|3.81|4.2107|-1313.167422|-1313.126035|688.18|294.45|267.87|0.41806|0.50037|0.1992|3.3414|-0.22898|0.04138695|-1312.968936|4.1671|91.0|7041.0|7041.0
