molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|SRW07|n6HRing|ATSC1c|AATSC1are|MATS8i|n5aRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PNSA3|PNSA5|RPSA|TPSA_x|WNSA5|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|PPSA1|WNSA2|DPSA4|DPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Log S (Ali)|Heavy atom count|Molecular Mass|Egan filter|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
8d_a32|1|1|1|3.474433107|0.0|0|7.765993078999999|0|0|0.609420756|0.0|0.143684876|5.733341277|0|-0.519620595|-0.006974711|-0.044765977|3|-0.005162219|0.001558357|0.002805572|-0.629535754|-0.11492754|0.875986707|0.789198712|1|-0.109612139|-0.109968322|-68.88621406|-69.11005922|0.2892958439999999|181.8092016|-43.43251025|89.20994250000001|-1.539556512|81.54594837|-21.03349629|78.89798692|0.47012654|2556.198518|446.6450457|-967.5408291|2371.595484|0.2914328639999999|8.106843676|15.29958432|183.1522214|-608.0551435|29.684549600000004|-262.14980440000005|557.1050635|12.43588915|1.0|0.0|1.0|1.0|1.0|2.0|3.5|0.26|-7.26|6.42|1.1|1.0|-6.08|27.0|397.52|1.0|3.57|8.41e-07|4.36e-05|3.17|0.0|0.0|5.51e-08|-0.0535|4.26|3.5588|-1880.773727|-1880.733071|671.71|111.16|348.39|0.3018|348.39|540.98|0.7026100000000001|0.7026100000000001|0.3018|-0.14765|1.0269|-0.20115|0.04065536|-1880.602038|8.0|8.0809|8.0809
10_a3|0|0|0|0.0|0.0|0|6.823286122000001|0|0|0.605017375|0.0|0.190318474|4.727387819|3|-0.381954986|-0.008037672|0.018484177|1|-0.005959152|-0.0495219879999999|-0.0947326669999999|-0.616256033|0.078405316|0.8136572320000001|0.834020779|1|-0.1007256719999999|-0.0989320009999999|-46.64544572|-45.8148076|0.252593682|116.9745968|-21.21655855|80.37219813|-1.187184014|56.68388955|-16.65993003|53.41368558|0.41220272|2098.79955|346.1193167|-549.7776912|1361.86525|0.293370676|5.031169383|8.559361451000001|135.8581743|-254.5987025|23.57661855|-191.3775649|311.6695405|10.86908195|0.0|1.0|0.0|1.0|1.0|1.0|3.02|0.0|-6.51|3.79|1.2|0.0|-4.3|22.0|305.36|0.0|2.52|5.07e-05|0.000145|2.43|0.0|0.0|3.06e-07|-0.06238|1.64|3.4217|-1288.190838|-1288.150029|498.67|830.63|362.35|0.2124|230.67|323.26|0.41894|0.68995|0.0463|-0.15011|6.7458|-0.21249|0.04080931|-1288.097561|7943.0|5.1|5.1
1k_a5|1|0|0|2.9020229360000003|0.0|0|6.605297921|0|0|1.427567903|0.0|-0.216088148|4.59511985|2|-0.120771321|0.003886035|-0.145151027|1|0.003708988|0.019611905|0.045204303|-0.254495542|-0.022280685|0.851987765|0.558485747|0|-0.078995018|-0.074297856|-40.40908188|-38.00629774|0.216307319|110.6497654|-19.44172742|0.498979532|-1.114467843|47.83775802|-15.40795854|45.98095096|0.48165588|2171.394196|400.8898627|-570.0944662|824.0133397999999|0.275045542|6.710535795|12.9461019|140.69669409999997|-291.6259112|21.25369168|-230.14624|357.34245360000006|9.83146028|1.0|1.0|0.0|1.0|1.0|1.0|2.71|0.0|-8.3|4.88|2.29|0.0|-3.97|24.0|316.33|0.0|3.42|0.000106|4.970000000000001e-05|3.16|0.0|0.0|4.99e-09|-0.04516|3.1|4.4063|-1050.548505|-1050.51717|533.8|890.76|281.38|0.6242|262.56|398.63|0.53086|0.5282|0.1239|-0.1798799999999999|1.5911|-0.22504|0.03133456|-1050.468159|48.0|7.3188|7.3188
3b_a12|0|0|0|0.0|0.0|0|0.0|1|1|1.283824445|0.0|0.156777705|0.0|2|-0.332497127|-0.004028952|-0.065558712|0|-0.003019113|-0.071149325|-0.116772665|-0.547002361|-0.007397776|0.82914101|0.802482465|0|-0.064393592|-0.088443201|-33.57216667|-46.11064215|0.096795301|50.46508298|-24.04018959|0.0|-1.326648015|54.77629766|-17.73486237|38.97406803|0.390744506|2186.64676|470.8937285|-691.6596323|1935.211747|0.2311778089999999|6.6333156660000006|10.88757628|120.5265876|-360.6028438|23.06757345|-280.3056362|406.0361621|8.665655511|1.0|1.0|1.0|0.0|1.0|1.0|3.82|0.05|-8.1|4.05|3.99|1.0|-4.26|24.0|332.79|0.0|3.59|5.539999999999999e-05|2.28e-05|3.78|0.0|0.0|7.91e-09|-0.07091|3.96|3.7741|-1410.971864|-1410.947421|548.05|915.37|328.51|0.5013|294.55|426.66|0.53738|0.6654800000000001|0.2418|-0.15229|5.9551|-0.2232|0.02444371|-1410.8759220000002|49.0|7.3098|7.3098
11d_a5|1|0|0|2.9590700880000003|0.0|0|6.605297921|0|0|1.388848584|0.0|-0.245058546|4.59511985|2|-0.185566552|0.008307337|-0.138265707|1|0.008809179|-0.12451554|-0.200646773|-0.22897714|0.036918829|0.831190148|0.755793189|0|-0.063028408|-0.0847408619999999|-40.04753555|-53.84338206|0.12909714|82.02685783|-34.21147402|0.0|-1.525335513|65.35645739|-18.63809379|48.19862797|0.49396568|2540.78984|553.3617954|-969.1808771|900.3825317|0.287694578|8.920296087|17.62784804|182.7978704|-615.8065323|26.16587381|-269.7929124|631.9206508|11.51307533|1.0|1.0|1.0|1.0|1.0|1.0|3.13|0.17|-8.64|4.41|1.42|1.0|-4.14|29.0|385.46|0.0|3.28|7.2e-05|5.14e-05|3.07|0.0|0.0|2.31e-09|-0.03767|2.59|4107.0|-1239.127458|-1239.093739|682.09|1154.67|301.89|507.0|280.66|594.45|0.66686|0.6533399999999999|0.2068|-0.16762|2.8731|-0.20529|0.03371838|-1238.914819|15.0|7.8239|7.8239
8_a27|1|0|0|2.599100867|0.0|1|6.605297921|0|0|1.406757715|1.7626247169999998|0.188762686|4.59511985|2|-0.329319041|0.0040883959999999|0.093450172|1|0.004801929|-0.106814855|-0.187486926|-0.535352745|0.11158995|0.8688656459999999|0.64927069|1|-0.078709803|-0.092265073|-37.50265703|-43.96130162|0.223615972|106.5457267|-20.94612822|61.18801154|-1.291711016|53.20197882|-17.09606174|47.91445451|0.479730655|2132.9321670000004|369.9216992|-615.4582227000001|989.0070768|0.248298166|5.016799703|9.642697094|118.305988|-293.2457951|22.74314225|-239.8554499|326.3351007|9.240677197|0.0|0.0|0.0|0.0|0.0|1.0|2.79|0.06|-6.28|2.98|2.19|0.0|-3.23|23.0|303.32|0.0|2.38|0.000586|0.000299|2.0|0.0|0.0|5.2e-07|-0.05015|3.96|4.1276|-1004.515654|-1004.489001|507.76|848.58|300.38|0.2336|300.38|374.88|0.64893|0.64893|0.2336|-0.16958|3.0415|-0.21973|0.02665292|-1004.432889|6.0|8.2218|8.2218
26_a47|0|1|1|0.0|0.0|1|6.86171134|0|0|1.304328272|1.06819297|0.11828578|4.727387819|2|-0.544056455|-0.0098410169999999|-0.046771537|1|-0.008325552|-0.035472095|-0.079370393|-0.5899218279999999|0.0120097289999999|0.910081385|0.651797437|1|-0.098127284|-0.101679756|-57.01987795|-59.08415114|0.2895618|168.2587945|-34.3326642|60.07342336|-1.626876095|73.39007585|-22.50824805|69.15552111|0.474969855|2625.572598|412.8219782|-945.3464183|1341.904566|0.282360823|6.945070057000001|13.22794532|164.0744453|-549.3226272|31.36429668|-252.9318822|457.1122177|14.3059247|0.0|1.0|1.0|0.0|1.0|2.0|3.13|0.05|-7.22|2.84|2.59|1.0|-4.86|28.0|396.81|0.0|3.18|1.3699999999999998e-05|2.77e-05|3.12|0.0|0.0|5.97e-08|-0.06279|4.37|3992.0|-1696.096597|-1696.075481|592.84|1006.59|310.58|0.3197|258.5|443.78|0.50921|0.68707|77.0|-0.16642|3.6825|-0.22921|0.02111593|-1695.993821|13.0|7.9|7.9
14a_a25|0|0|0|0.0|0.0|1|6.842683282|0|0|1.420015394|1.667057351|-0.092005241|4.727387819|2|-0.255585831|0.006085806|-0.046802062|1|0.006158124|-0.0469914379999999|-0.077269115|-0.365062041|-0.035531959|0.792935475|0.653818362|1|-0.069657015|-0.084207356|-45.72658614|-55.27820709|0.149573695|98.18816423|-36.28756839|58.18995584|-1.76835447|63.96772039|-21.90268583|54.17569023|0.492236681|2844.993903|558.2652611000001|-1160.842349|2142.5112510000004|0.193247006|7.39139255|14.55676745|126.8576588|-762.0389362000001|27.14918443|-402.7381076|712.1606951|8.689513304|1.0|1.0|1.0|1.0|1.0|1.0|3.43|0.08|-9.59|4.44|2.47|2.0|-5.39|32.0|419.48|0.0|3.81|4.03e-06|5.13e-06|4.16|0.0|0.0|2.58e-10|-0.05083|5.79|3.9479|-1352.298438|-1352.265931|689.55|1202.13|314.05|0.3529|231.18|548.29|0.42461|0.6714|0.1756|-0.16347|3.0824|-0.2143|0.03250632|-1352.086073|207.0|6684.0|6684.0
16_a31|1|0|0|3.096824452|0.0|0|7.758333467000001|1|1|0.61013894|0.0|0.152128735|5.733341277|0|-0.726543099|-0.017017891|-0.00795845|2|-0.0125582419999999|-0.053194463|-0.09530799|-0.60894688|0.0980869569999999|0.8948140790000001|0.8944757390000001|0|-0.142079397|-0.150315165|-66.9420327|-70.82239128|0.4535498739999999|213.694252|-33.36862997|467.7901274|-1.653466811|83.86629191|-23.60746376|84.57819254|0.427771627|2071.962924|257.4650715|-779.0463041|1212.615438|0.26919564|5.521618837|9.649327262|126.8340354|-367.0549296|32.30339751|-217.4912527|280.39844320000003|13.04390063|0.0|1.0|0.0|1.0|1.0|2.0|3.2|0.14|-4.94|3.8|0.78|0.0|-4.36|21.0|300.34|0.0|2.33|4.38e-05|0.000254|2.32|0.0|0.0|1.16e-05|-0.0318899999999999|1.7|3.6596|-1308.242314|-1308.202828|503.18|818.1|338.79|0.2534|338.79|369.73|0.70108|0.70108|0.2534|-0.15231|3.7419|-0.1842|0.03948619|-1308.161433|0.09|7.0458|7.0458
12aa_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604983643|0.0|-0.101407312|5.351858133|2|-0.539735362|0.003529389|0.059360681|1|0.005111479|-0.12254489|-0.207153446|-0.394520145|-0.012535889|0.855880335|0.794193541|0|-0.078042288|-0.101368383|-54.50378741|-70.79444906|0.1873486869999999|130.84205079999998|-49.44198469|0.0|-1.925999268|91.51563481|-23.59814969|76.08850600000001|0.4659424379999999|3115.249471|567.5458219999999|-1345.094532|2455.130164|0.369240427|8.65813938|16.21199661|257.8730361|-939.3977091|37.41227352|-182.6418006|792.3440337000001|20.72118575|1.0|0.0|1.0|1.0|1.0|1.0|4.86|0.21|-6.83|3.94|2.2|2.0|-5.61|33.0|458.54|0.0|2.52|2.47e-06|9.94e-06|3.81|0.0|0.0|1.47e-07|-0.04966|3.34|3.4642|-1804.818818|-1804.784381|748.78|1275.73|357.9|0.1667|238.78|605.07|0.30341|0.68642|0.1506|-0.1472099999999999|5.8962|-0.19687|0.03443621|-1804.582558|8.0|8.1135|8.1135
18c_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604986846|0.0|0.12157783|5.351858133|2|-0.625122815|-0.003436924|0.0119521719999999|1|-0.002215642|0.003429114|0.006103754|-0.562807327|-0.058608635|0.885516463|0.802578397|0|-0.105618255|-0.1115683|-71.31647561|-75.33411705|0.282947974|191.0545887|-50.86775696|103.215593|-2.2313660090000003|87.76550537|-28.4279687|84.38908035|0.448899917|3002.59061|484.1740985|-1506.682341|3094.729399|0.214007997|7.646050338999999|13.8741593|144.5043388|-1017.355139|36.16826708|-386.2200097|713.7769663|12.43138832|1.0|0.0|0.0|1.0|0.0|2.0|4.85|0.13|-6.19|3.04|2.06|1.0|-5.01|32.0|441.51|0.0|1.91|9.68e-06|5e-05|2.74|0.0|0.0|6.520000000000001e-07|-0.05575|4.54|3.4848|-1744.500825|-1744.455795|711.56|1209.11|355.78|0.3879|355.78|543.46|0.69123|0.69123|0.3879|-0.14225|6.6462|-198.0|0.04503016|-1744.28923|12.0|7.9208|7.9208
12z_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604983642|0.0|-0.1155022219999999|5.351858133|2|-0.537984876|0.003529389|0.018796341|1|0.005111479|-0.12254489|-0.207153446|-0.39205163|-0.077335468|0.855880335|0.794193541|0|-0.071429418|-0.107776943|-49.68145417|-74.96232552|0.167079923|116.2094523|-52.13870496|0.0|-1.939984979|95.20867045|-23.67231332|71.1566605|0.48740649|3112.622632|579.3226647000001|-1349.321859|2435.831516|0.3691601439999999|8.071510779|15.74641625|256.7627363|-938.4966892|37.52507564|-182.00664430000003|792.3440337000001|20.24634493|1.0|0.0|1.0|1.0|1.0|1.0|4.86|0.21|-6.83|3.94|2.2|2.0|-5.61|33.0|458.54|0.0|2.52|2.47e-06|9.94e-06|3.81|0.0|0.0|1.47e-07|-0.04679|3.34|3.4438|-1804.814868|-1804.785911|739.33|1266.9|360.02|0.1855|257.96|580.6|0.5513100000000001|0.6853199999999999|0.1441|-146.0|7.0446|-0.19279|0.02895763|-1804.581882|44.0|7.3615|7.3615
12b_a5|0|0|0|0.0|0.0|0|6.605297921|2|2|1.189701783|0.0|-0.297319874|4.59511985|3|-0.1214831359999999|0.0068803119999999|-0.119503073|0|0.00751901|-0.070406884|-0.110182753|-0.1708042239999999|-0.033036296|0.819417554|0.8121510009999999|0|-0.066227158|-0.068586754|-41.76622313|-43.25430513|0.172386307|108.7155967|-27.27837078|0.0|-1.165974822|59.53145615|-12.90040679|52.20772716|0.480419002|2602.046823|521.9354031|-735.3231872|1071.500538|0.4696203889999999|8.398709622|16.16438947|296.16656780000005|-463.7323032|24.32296891|-38.31786425|727.8586176|16.27715102|0.0|1.0|0.0|1.0|1.0|1.0|4.05|0.33|-7.67|3.29|1.54|1.0|-2.3|30.0|397.47|0.0|1.44|0.00503|0.000359|1.63|0.0|0.0|2.14e-08|-0.10395|2.24|1.4454|-1276.928859|-1276.8943800000002|669.05|1149.51|857.76|0.2345|268.62|505.16|0.42949|0.70615|0.0001|-0.06212|5.7174|-0.16607|0.03447919|-1276.9984029999998|42.0|7.3768|7.3768
13_a4|0|0|0|0.0|0.0|1|7.535296702|1|1|1.399843898|2.050136054|-0.210975191|5.4161004020000005|1|-0.04158572|0.012994083|-0.14818661|1|0.012019888|-0.0161529719999999|-0.025714912|-0.143303992|-0.157188841|0.7986239909999999|0.6490618429999999|0|-0.050017793|-0.068249548|-24.48959182|-33.41617993|0.029972995|14.67530603|-16.36114989|54.71349575|-1.091992764|37.12083496|-13.70920202|28.77218157|0.4289448289999999|1910.137758|474.9422962|-534.6588788|1439.176684|0.137460473|5.663493161|9.917593683|67.30306705|-261.7783983|15.89399858|-355.01146810000006|373.9073307|3.704655033|1.0|0.0|0.0|1.0|0.0|0.0|3.39|0.16|-6.2|4.18|2.9|1.0|-4.09|22.0|287.36|0.0|3.57|8.18e-05|3.77e-05|3.75|0.0|0.0|6.28e-07|-0.03168|3.87|4.1733|-898.3562912999998|-898.3381672|536.09|893.0|297.09|0.2133|276.68|429.36|0.53815|0.59537|0.1282|-0.17204|2471.0|-0.20372|0.018124154|-898.2503529999999|4.0|5.3979|5.3979
13e_a6|1|0|0|3.433539068|0.0|0|6.842683282|0|0|1.429020445|0.0|-0.089778965|4.727387819|2|-0.378539035|-0.003356527|0.0266218529999999|1|-0.001446486|-0.126749697|-0.223618825|-0.462344944|-0.067328767|0.827254552|0.790249345|1|-0.074242826|-0.093298845|-49.62570093|-62.36320497|0.138323399|92.4587065|-41.68507499|0.0|-1.679379203|75.42629799|-22.01054293|61.91072885|0.4442079679999999|2868.489025|575.965487|-1122.537689|3457.565879|0.277469482|7.973429837999999|14.346067199999998|185.4673146|-750.3313497|30.46313253|-297.4895642|676.2770877|13.06309302|1.0|1.0|1.0|1.0|1.0|2.0|3.51|0.08|-10.18|5.01|0.92|1.0|-5.11|32.0|417.47|0.0|3.31|7.74e-06|1.65e-05|3.27|0.0|0.0|6.59e-11|-0.07534|3.36|3.2475|-1347.297639|-1347.25954|713.3|1202.5|381.78|0.8312|207.04|567.24|0.38609|0.7034199999999999|0.0104|-0.1327|10.1884|-0.20804|0.03809808|-1347.074898|12.0|7.9208|7.9208
12ab_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604983638|0.0|-0.026189286|5.351858133|2|-0.520212725|0.003529389|0.038312857|1|0.005111479|-0.12254489|-0.207153446|-0.384942092|0.026596859|0.855880335|0.794193541|0|-0.082740301|-0.1008879709999999|-58.23149599999999|-71.0035788|0.200246511|140.93076580000002|-49.97135112|0.0|-1.815983471|92.49334877|-22.42218278|80.46280277|0.461207954|3118.431712|562.8556061|-1278.064418|2618.234172|0.3960470239999999|8.44310703|15.6704374|278.7324985|-899.4843201|37.1257096|-146.321375|792.3440337000001|21.48976996|1.0|0.0|1.0|1.0|1.0|1.0|4.87|0.21|-6.83|3.94|2.2|2.0|-5.61|33.0|458.54|0.0|2.52|2.47e-06|9.94e-06|3.81|0.0|0.0|1.47e-07|-49.0|3.34|3.4919|-1804.824495|-1804.79081|753.75|1275.19|355.06|0.1957|258.2|613.7|0.46561|0.68324|0.1511|-0.14772|6.9089|-0.19672|0.03368522|-1804.589076|17.0|7.7825|7.7825
4i_a46|0|0|0|0.0|0.19654443|1|7.825245291|1|1|1.1346370959999998|2.184105962|-0.167244168|5.587248657999999|1|-0.127450387|0.012211602|-0.160741899|1|0.011931187|-0.060809732|-0.091288438|-0.22302552|-0.17856753|0.786754478|0.7172344890000001|0|-0.058565229|-0.075208437|-33.08099617|-42.48203383|0.0592195629999999|33.45060163|-23.99628633|70.55661087|-1.278543436|49.04951810000001|-14.16067794|41.92840157|0.406629719|2200.19132|531.4066842|-722.1945751000001|2253.484644|0.2361682219999999|6.218233741000001|10.47951666|133.40134070000002|-407.9368676|18.53900079|-298.0546045|579.2365607|6.567484272000001|1.0|0.0|1.0|1.0|1.0|0.0|3.88|0.36|-7.3|4.79|3.06|1.0|-4.94|26.0|347.45|0.0|4.16|1.16e-05|9.13e-06|4.38|0.0|0.0|5.04e-08|-0.01646|4.46|4.4232|-1092.730494|-1092.70435|611.74|1058.5|280.31|0.2805|229.66|546.24|0.41877|0.69035|0.1421|-0.18438|2.8538|-0.20084|0.02614355|-1092.528145|612.0|6.2132|6.2132
8f_a8|1|0|0|2.939511291|0.0|1|7.05012252|0|0|1.394802091|1.241306689|0.024051247|4.844187086|0|-0.485102985|-0.007796225|-0.08540947|1|-0.007036544|0.09830823|0.254819201|-0.5373378529999999|0.010682683|0.751162751|0.56916135|0|-0.122135295|-0.1064257719999999|-71.22071405|-62.06002501|0.403186031|235.1097364|-36.18904175|67.99102163|-2.128515439|67.4402386|-28.20910228|79.13157981|0.456995667|2622.044457|348.0199311|-1241.2005|1892.066521|0.09422952|7.504290616|13.81994609|54.94802877|-723.7808349999999|31.14376424|-473.23361|485.8626377000001|5.380213594|0.0|0.0|0.0|0.0|0.0|2.0|3.14|0.0|-7.95|4.69|4.11|2.0|-5.21|29.0|391.37|0.0|4.04|6.11e-06|1.01e-05|3.82|0.0|0.0|1.13e-08|-0.0675299999999999|7.71|3.4876|-1361.658484|-1361.626748|602.63|1022.89|355.5|0.3188|263.65|477.92|0.55661|0.69925|0.1659|-0.14532|5.8283|-0.21285|0.03173623|-1361.510739|22.76|4.6428|4.6428
3d_a12|0|0|0|0.0|0.0|0|0.0|1|1|1.28383852|0.0|0.092417272|0.0|3|-0.360215148|-0.00259095|-0.002185753|0|-0.000643935|-0.1394967999999999|-0.237203828|-0.532019854|-0.108208213|0.82682708|0.8605417409999999|0|-0.066850425|-0.0958414059999999|-34.34601551|-49.24083018|0.145275317|74.63869204|-25.2986621|0.0|-1.437621096|57.52228251|-18.01493787|40.06333231|0.472404561|2148.979792|439.1353855|-738.6124526000001|1205.356874|0.22571647|5.786006004|10.96674758|115.96727140000002|-379.4799315|23.26659057|-281.8395348|410.9162081|8.281452338|1.0|1.0|1.0|0.0|1.0|1.0|3.98|0.11|-7.51|3.37|2.26|0.0|-3.52|24.0|313.36|0.0|2.67|0.000302|0.000123|2.81|0.0|0.0|3.08e-08|-0.06842|3.1|3.7719|-1006.727999|-1006.704001|548.21|918.3|328.71|0.3336|294.4|411.35|0.53114|0.6572100000000001|0.1583|-0.15387|2.2068|-0.22229|0.02399772|-1006.606666|25.0|7.6021|7.6021
12b_a50|0|1|1|0.0|0.0|2|7.927685046000001|1|1|1.397986833|4.058595679|-0.19841119|5.82008293|1|-0.125985651|0.01164808|-0.101728189|2|0.011790103|-0.168032508|-0.291865836|-0.246831987|-0.189976035|0.8718949979999999|0.660148928|1|-0.045602469|-0.066155918|-22.92589265|-33.25880166|0.074083915|37.24447201|-16.72031641|86.49656508|-0.926182858|47.12729492|-11.93905701|33.72918462|0.430791247|2224.116359|465.4891075000001|-465.6232233|1446.231761|0.4268092529999999|5.7232816060000005|10.05480253|214.5713436|-234.0844297|20.82911679|-73.59089223|388.171611|13.86849326|1.0|1.0|0.0|1.0|1.0|0.0|3.31|0.11|-5.49|2.59|2.02|0.0|-3.16|24.0|313.36|0.0|2.59|0.000685|0.000144|2.5|0.0|0.0|3.22e-06|-0.02974|2.47|3.9305|-1006.664619|-1006.641541|539.15|909.8|315.44|0.2425|263.3|401.64|0.6016199999999999|0.6581|0.0777|-0.16451|4.0567|-0.19425|0.02307802|-1006.550688|4.74|5.3242|5.3242
11c_a5|1|0|0|2.930680267|0.0|0|6.605297921|0|0|1.427567332|0.0|-0.2117133739999999|4.59511985|2|-0.224938556|0.005090155|-0.059682527|1|0.005383056|-0.011677718|-0.018887528|-0.269653478|-0.044126759|0.86113162|0.658307423|0|-0.078909483|-0.0873419269999999|-47.99592739|-53.12487972|0.19527649|118.7750305|-32.31269264|4.089828494|-1.484812761|66.02857181|-19.63310772|58.854300300000006|0.448016491|2497.685314|489.4652669|-903.1229552|926.234805|0.292960365|8.88462927|16.09582374|178.1902995|-549.3157749|27.76804404|-251.8596984|523.8031619|12.90369209|1.0|1.0|1.0|1.0|1.0|1.0|2.96|0.09|-8.47|4.79|1.13|1.0|-4.13|28.0|370.4|0.0|3.0|7.38e-05|7.950000000000001e-05|2.78|0.0|0.0|3.4000000000000003e-09|-0.04315|4.53|4.2087|-1218.492067|-1218.454079|636.14|1071.71|294.59|0.5327|275.3|512.32|0.60118|0.6267699999999999|0.2186|-0.1713299999999999|2.5278|-0.21448|0.03798847|-1218.336116|25.0|7.6021|7.6021
12v_a30|0|0|0|0.0|0.0|0|7.412764017000001|2|2|0.604983445|0.0|0.037440652|5.351858133|2|-0.369659818|0.002431329|0.020607357|1|0.001805829|-0.0493878409999999|-0.0857954809999999|-0.471153275|-0.080971844|0.889479916|0.711738503|0|-0.077138874|-0.0971402169999999|-52.18846092|-65.72041011|0.1498787969999999|101.4008026|-44.46327619|0.0|-1.845664126|75.73440678|-25.48342433|62.89402328|0.478535287|3001.758432|575.1512171|-1248.687792|2483.120571|0.193930933|8.114588039|15.56114504|131.2043645|-844.8022477|31.6144427|-414.1432908000001|685.6665849999999|10.01399667|1.0|0.0|1.0|1.0|0.0|1.0|4.62|0.14|-7.8|5.11|3.79|2.0|-6.58|31.0|467.37|0.0|3.59|2.64e-07|9.14e-07|5.12|0.0|0.0|1.58e-08|-0.0563|5.08|3.5507|-2494.963646|-2494.92869|715.58|1209.1|349.18|0.1601|349.18|573.82|0.68405|0.68405|0.1601|-0.1505099999999999|2.9171|-0.20681|0.03495552|-2494.802821|22.0|7.6596|7.6596
12e_a40|0|0|0|0.0|0.0|1|7.515889085|0|0|0.604990524|1.6315143930000002|0.061944605|5.4161004020000005|0|-0.556620974|-0.013162335|0.130516751|2|-0.014780739|0.103406816|0.172778196|-0.520457262|-0.279310345|0.858770467|0.8096582170000001|1|-0.132226452|-0.122830115|-71.78145688|-66.68049019|0.220121216|119.4966772|-36.19867792|0.0|-1.596791495|78.14505956|-26.26807189|79.97685498|0.491465612|2391.0322170000004|423.3709264|-866.8463724999999|694.2415706|0.209181178|8.014314957|15.75963228|113.5576846|-470.5828129|33.21629575|-315.75223450000004|348.3847394|11.46456937|1.0|0.0|1.0|0.0|0.0|2.0|3.27|0.0|-6.04|4.34|2.93|2.0|-6.53|24.0|378.23|0.0|3.98|2.98e-07|2.27e-06|4.72|0.0|0.0|9.14e-07|-0.07296|4.66|3.0253|-2248.276958|-2248.244231|552.91|918.38|409.82|0.4494|286.76|445.12|0.6826|0.70157|284.0|-0.12616|2.5946|-0.19912|0.03272669|-2248.206714|1.17|5.9318|5.9318
14n_a23|0|1|1|0.0|0.0|2|7.423568444|0|0|1.197963531|3.3716621960000004|0.009802461|5.351858133|2|-0.376950283|0.010561248|-0.049694913|2|0.010508236|-0.110069159|-0.199540201|-0.404569286|-0.099694124|0.861597051|0.71381683|1|-0.058928845|-0.082430028|-39.82324087|-55.70499288|0.10672565|72.12361433|-37.64460956|97.39429807|-1.648600566|72.09248208|-21.84509525|58.08878013|0.469606631|3014.591033|603.6615822000001|-1114.099858|2195.877777|0.313179459|8.662092555|16.33144958|211.642042|-752.8921912999999|31.80611809|-252.5011125|683.7405759|16.3874892|0.0|0.0|1.0|1.0|1.0|1.0|3.53|0.09|-7.51|3.42|2.72|2.0|-5.63|32.0|441.51|0.0|3.48|2.32e-06|9.57e-06|3.55|0.0|0.0|3.11e-08|-0.06951|3.23|3.4217|-1744.450916|-1744.42791|710.48|1209.95|362.35|0.4229|362.35|575.71|0.6955|0.6955|0.4229|-0.1382|5.2196|-0.2077099999999999|0.02300614|-1744.244532|1.0|9.2441|9.2441
