molecula|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|n6HRing|MATS7i|MATS8i|BCUTi-1|AATSC1pe|AATSC1i|MATS1c|GATS1are|BIC2|MATS8d|SIC2|FNSA3|FPSA3|PNSA5|PPSA3|RNCS|TPSA_x|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Class [Log S (SILICOS-IT)]|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|Dipole (water)|pIC50
15c_a10|0|0.0|0.0|1|2|2|1.343850105|2.154210861|-0.002218445|5.4161004020000005|0.040869377|3|-0.06400528|-0.1036030219999999|10.92970798|0.012271987|-0.35845963|-0.1742732839999999|0.7655272009999999|0.7351096359999999|0.022187689|0.772328328|-0.046967376|0.014703076|-50.32840842|10.2013281|65.41494073|66.28884934|136.2098503|0.528228415|-22.60962187|66.5866765|-13.36848349|0.449308156|3012.018586|1817.047455|-9.275357237|0.471771585|15.6886947|0.8158976029999999|327.3258326|25.30814911|-39.17102961|1619.721543|924.9341455|0.0|1.0|1.0|0.0|3.85|-7.79|3.77|2.97|59.31|1.74|1.0|1.0|6.0|-6.99|454.57|0.0|1.0|0.0|3.1|-4.57|0.0646|2.68e-05|0.0122|2.94|0.0|7.3e-06|-0.04724|5.5913|3.6709|-1450.241475|762.21|1318.35|0.3939999999999999|221.75|595.63|-0.26999|0.0|-0.14739|-0.19463|4.8283|7.0
15b_a10|0|0.0|0.0|1|1|1|1.3438370730000002|2.145379897|-0.002413027|5.4161004020000005|0.024214591|2|-0.111812184|-0.082365722|10.92966694|0.011928706|-0.27395395|-0.195505087|0.744213612|0.791078367|-0.104250125|0.83320417|-0.046334564|0.015973068|-50.44100799|10.94939968|43.96642219|53.52386591|118.6253241|0.670236374|-21.77253505|62.53159836|-16.52377848|0.414077981|2716.468606|2603.829652|-11.32690674|0.329763626|11.42472965|0.706711759|226.0501037|24.65365821|-233.3911134|1429.912176|766.4127559|0.0|1.0|1.0|0.0|3.61|-8.18|4.34|4.44|56.07|2.14|1.0|1.0|5.0|-6.34|413.51|0.0|1.0|0.0|3.66|-4.64|0.0185|2.28e-05|0.00943|3.49|0.0|2.73e-06|-0.04734|5.7620000000000005|3.7625|-1317.766641|721.17|1231.3|0.3575|215.17|587.53|0.46711|0.1595|-0.15579|-0.20313|6.1384|7.0706
27c_a34|0|0.0|0.0|1|1|1|1.4335249819999998|1.996958431|-0.014036512|5.351858133|-0.1450543259999999|1|-0.08157574|-0.028344637|10.95447877|-0.004694534|-0.2077985889999999|-0.543350914|0.850511415|0.783333463|-0.0239323839999999|0.8353837409999999|-0.114233896|0.0304948179999999|-84.73908278|20.51361454|176.7076265|248.17931940000005|119.8660257|0.7381974290000001|-51.69246989|100.1948155|-28.77931113|0.424716257|2921.328444|2477.818875|-19.35960719|0.261802571|15.31184469|0.738272657|176.1124482|38.98592708|-320.4669239|2066.254135|673.8038326000001|1.0|1.0|1.0|2.0|3.55|-7.67|3.11|3.34|104.29|1.71|1.0|1.0|5.0|-6.85|427.46|0.0|0.0|1.0|2.83|-4.45|0.00759|3.52e-05|0.0151|2.9|0.0|9.1e-06|-0.03792|4277.0|3.9186|-1426.521813|709.72|1203.69|0.2385|289.89|558.04|0.68683|0.0093|-0.1589|-0.19682|9.6148|6.0969
3t_a32|1|3.4477303|0.0|0|0|0|0.609420752|0.0|-0.006089333|5.733341277|-0.0338714389999999|0|0.028527045|0.012069208|10.31100267|0.00139283|-0.122301673|-0.496165036|0.710773544|0.822076702|-0.146047869|0.870628579|-0.080203824|0.014242899|-61.58101978|8.995863948|97.01046154|108.2086749|0.0|0.684474482|-31.99514268|72.43498782|-17.03304802|0.481726305|2530.60497|2241.507646|-10.75813179|0.315525518|15.64252992|0.929482453|199.2870037|24.88485469|-233.0294362|1169.58817|582.0730423|1.0|1.0|1.0|1.0|3.58|-8.01|7.65|5.42|128.01|1.74|2.0|1.0|4.0|-5.81|396.53|0.0|0.0|1.0|4.46|-4.93|0.00013|1.16e-05|0.00462|4.09|0.0|3.91e-06|-0.05507|3.5487|3.5487|-1864.708995|677.16|1129.24|0.2906|349.38|575.45|0.70286|0.2906|-0.14739|-0.20246|2.7003|8.0458
47j_a18|0|0.0|0.0|0|1|1|1.251176464|0.0|-0.007807275|4.844187086|-0.068902246|0|-0.048528478|-0.006923502|10.94702285|0.002317206|-0.331885553|-0.48833504|0.783538352|0.7444236670000001|0.005740124|0.77844379|-0.073041469|0.015967126|-73.69868165|12.42035127|95.57657747|150.5035248|99.50526447|0.764425062|-44.19607713|86.31641604|-26.32095773|0.481373558|3172.831382|2064.803327|-20.47428768|0.235574938|18.50538303|0.928170101|183.246715|34.43235841|-411.3767328|2410.265089|1081.726154|1.0|1.0|1.0|3.0|4.54|-8.79|2.43|2.82|97.76|2.63|3.0|1.0|4.0|-6.46|499.6|0.0|0.0|0.0|2.39|-5.14|0.000743|7.32e-06|0.00366|4.07|0.0|8.159999999999999e-07|-0.04423|3.1054|3.1054|-1625.445572|839.37|1459.55|0.5439|399.25|776.31|0.6983600000000001|0.5439|-0.1285|-0.17273|5.2118|7.4559
14a_a10|0|0.0|0.0|1|2|2|1.3438495730000002|2.156210368|-0.002047597|5.4161004020000005|0.0437538159999999|3|0.027446544|-0.045759336|10.92970798|0.012272222|-0.344811314|-0.168193178|0.76857495|0.7348225290000001|-0.007680215|0.770129205|-0.044416218|0.0135610389999999|-51.23835032|9.840503082|67.52851799|64.18371923|134.15514270000003|0.542015878|-23.38784787|67.14248252|-13.76552695|0.469029865|3075.550631|1774.8853399999998|-9.988888957|0.457984122|18.88856367|0.8833450959999999|332.3339934|25.39690722|-60.97724212|1701.592784|1003.968547|0.0|1.0|1.0|0.0|3.98|-8.18|4.16|3.36|59.31|1.94|1.0|1.0|6.0|-6.82|468.59|0.0|1.0|0.0|3.43|-4.8|0.0288|1.58e-05|0.00743|3.29|0.0|3.07e-06|-46.0|5.5808|3802.0|-1489.655581|800.01|1380.89|0.2835|222.16|645.26|0.34245|0.0005|0.2422099999999999|0.19621|4.8004|7.1308
9o_a24|0|2.9340792330000003|0.0|0|1|1|1.294229152|0.0|-0.007052095|4.59511985|-0.044044637|3|-0.087807028|-0.097596429|10.94506726|0.002019902|0.00294424|-0.38043264|0.738419215|0.785672769|-0.000453155|0.846075714|-0.088586421|0.018492771|-51.14964436|10.7072496|32.50178358|133.0106596|44.8382925|0.668046377|-29.69744072|66.24061038|-19.05574986|0.4861134689999999|2892.333138|1906.512273|-11.03321234|0.331953623|11.83284872|0.945954873|192.1999837|28.52459128|-194.5965258|1454.754155|663.2688909|1.0|0.0|1.0|2.0|3.96|-7.91|3.75|4.36|92.79|1.23|1.0|1.0|5.0|-6.83|421.45|0.0|0.0|0.0|3.01|-4.4|0.0137|3.9500000000000005e-05|0.0167|2.88|0.0|5.23e-06|-0.04527|5.8802|4.2643|-1388.147972|611.03|1126.94|0.1409|210.85|432.84|0.41688|0.0288|-0.17826|-0.22353|5.9089|6.3507
8_a47|0|0.0|0.0|0|0|1|1.24688044|0.0|-0.007835945|5.476463552|-0.099564745|2|-0.087101663|-0.153669322|10.93671024|-0.007648516|-0.003223628|-0.4497577479999999|0.686795267|0.7847248109999999|-0.223459904|0.842571655|-0.075955381|0.008687692|-53.11155658|5.043798869|90.32612351|87.2263982|0.0|0.819702033|-25.60148752|60.62152862|-20.78278301|0.414302597|2621.772106|2217.264922|-12.06582525|0.180297967|11.08581716|0.707366287|104.6752861|25.35407034|-371.2177396|1166.287236|559.4973856|1.0|1.0|1.0|2.0|3.02|-9.25|5.67|6.77|58.04|3.9|2.0|1.0|4.0|-4.79|405.85|1.0|0.0|1.0|5.03|-6.19|0.000104|6.490000000000001e-07|0.000263|5.61|0.0|2.28e-07|-0.05495|3.6696|3.6696|-1686.068471|621.06|1071.62|0.2249|337.87|433.38|0.6877800000000001|0.2249|-0.15357|-0.2085199999999999|4.6281|7.3
12e_a30|0|0.0|0.0|0|2|2|0.604984231|0.0|-0.0077937519999999|5.351858133|-0.029595542|2|-0.010682095|0.005418617|10.31162844|0.0053380919999999|-0.154412059|-0.417089226|0.838579475|0.8246767140000001|-0.097868612|0.876441789|-0.07914783|0.024254701|-65.04681137|16.08914569|106.2790684|121.5880081|0.0|0.7071208529999999|-34.82676424|80.10232244|-23.31866823|0.46715936|2920.484542|2392.685958|-15.46823639|0.292879147|15.14403079|0.8767337279999999|194.2788429|32.97692061|-274.7836441|1747.776792|704.0353382000001|1.0|0.0|1.0|1.0|4.72|-6.74|3.89|2.63|90.88|2.51|2.0|1.0|5.0|-6.19|428.51|0.0|0.0|0.0|2.57|-4.93|0.00154|1.19e-05|0.0050799999999999|3.84|0.0|7.87e-05|-0.05044|5.0412|3.4747|-1690.3021629999998|709.98|1201.05|0.2055|245.94|562.76|0.3304|151.0|-0.1476|-0.19804|6.1598|7.9431
14c_a22|0|0.0|0.0|1|0|0|1.42291727|1.596256692|-0.005236206|4.727387819|-0.018518519|2|-0.026986769|-0.023927419|10.9464374|0.004362505|-0.160566657|-0.364626967|0.667111824|0.773044788|0.010828071|0.8353837409999999|-0.067475189|0.024569649|-57.64986681|17.68831053|36.22825261|96.05497587|78.22334636|0.66168729|-34.9718749|75.5139152|-21.75466672|0.462147828|3079.4894480000003|2092.7515510000003|-15.66173379|0.33831271|16.03849168|0.8592469290000001|243.5598613|32.87756477|-232.8055235|1742.5109329999998|731.8178649|0.0|1.0|1.0|1.0|3.49|-9.28|3.9|4.18|109.38|1.08|1.0|1.0|6.0|-6.96|445.48|0.0|0.0|0.0|2.98|-4.62|0.00618|2.4e-05|0.0107|2.9|0.0|2.35e-07|-0.07399|5.7361|3.6741|-1460.602657|715.52|1241.55|0.5079|216.15|575.8|0.3078|0.0694|-0.15408|-0.22807|9.04|6.8153
16_a15|0|0.0|0.0|0|0|0|0.300207157|0.0|-0.008593957|0.0|-0.463771194|2|-0.003882928|-0.109386268|10.31928197|-0.00379317|-0.0764246109999999|-0.528097878|0.787100127|0.729432583|-0.018331526|0.77948108|-0.08870471|0.0070920509999999|-69.38556779999999|4.848103252|53.93878231|188.9479321|17.68542055|0.868460507|-41.45211893|76.07332645|-26.98327637|0.419910645|3173.773379|3014.308422|-18.44568161|0.131539493|11.720499900000002|0.7238723509999999|89.91997762|31.07023998|-503.7568532|1677.792959|728.353441|1.0|1.0|1.0|2.0|3.59|-9.21|3.37|6.02|115.58|1.72|2.0|1.0|6.0|-6.27|446.52|1.0|0.0|1.0|3.59|-5.21|0.000442|6.14e-06|0.00274|3.88|0.0|2.72e-07|-0.04082|4.1731|4.1295|-1770.509465|716.79|1229.58|0.3809|297.1|600.98|0.6541100000000001|0.1409|-0.16871|-0.20953|11.7447|7.6778
4R4l_a46|0|0.0|0.171853072|1|1|1|1.134637095|2.155247543|-0.004736212|5.587248657999999|-0.075241716|1|-0.067419714|-0.060895366|10.94631401|0.006162668|0.010799648|-0.3888343979999999|0.7940662409999999|0.726535412|-0.229089688|0.762625193|-0.090505744|0.007084496|-45.96797819|3.844966512|177.33836430000002|56.0891211|0.0|0.8782984840000001|-26.65896664|49.44228224|-16.223992300000003|0.4568839389999999|2165.83681|1766.0974600000002|-8.805242402000001|0.121701516|10.43942503|0.8412270820000001|66.05102684|18.4720714|-410.6276419|942.0756413|579.2365607|1.0|1.0|1.0|1.0|3.92|-7.0|4.64|5.02|50.94|3.06|1.0|1.0|3.0|-5.23|347.45|0.0|1.0|1.0|4.09|-5.11|0.00182|7.78e-06|0.0027|4.49|0.0|3.47e-05|-0.0212699999999999|4.6497|4.1152|-1092.75416|584.44|1038.78|0.1678|266.65|498.78|0.40548|0.0851|-0.17475|-0.19602|2.3035|6.8633
12az_a36|0|3.465535084|0.0|0|2|2|1.297042831|0.0|-0.009570959|5.351858133|-0.040156368|2|0.078817323|-0.024018255|10.95957115|0.002872872|-0.289604649|-0.387734368|0.884226781|0.812921349|-0.021825174|0.858971809|-0.071762413|0.034771534|-75.58351856|24.36575918|60.11023222|126.71905359999998|8.104966044|0.583865006|-35.23783652|99.82512582|-23.45695404|0.462897841|3039.528467|2455.7577530000003|-16.43719536|0.416134994|15.73229538|0.861843195|291.60189260000004|40.17530387|-117.53490990000002|2330.167624|766.4854363|1.0|0.0|1.0|2.0|4.96|-6.79|2.83|1.9|87.66|1.42|1.0|1.0|6.0|-7.13|441.49|0.0|0.0|0.0|1.75|-4.15|0.0342|7.13e-05|0.0315|2.62|0.0|7.11e-05|-0.04967|3.8863|3.6095|-1461.990465|737.12|1252.18|0.4383|319.03|576.54|0.69385|0.0146|-0.14879|-0.19846|7.821000000000001|7.2366
3m_a32|1|3.575728458|0.0|0|0|1|0.609420748|0.0|-0.006290106|5.733341277|-0.017268778|0|-0.0370712179999999|-0.084132138|10.31100268|0.000822186|-0.086806406|-0.49476131|0.6943636479999999|0.817967125|-0.126422018|0.872498916|-0.084626325|0.013428623|-56.15082133|8.029854976000001|92.61088121|120.7751424|0.0|0.674468222|-30.25923462|67.1606709|-16.22134838|0.4687361229999999|2588.590536|2363.601309|-9.699808932|0.325531778|13.31775015|0.882303773|194.65681730000003|24.05057475|-208.6520032|1082.275864|554.9424306|1.0|0.0|1.0|1.0|3.51|-7.38|7.02|5.35|128.01|1.74|2.0|1.0|4.0|-6.17|394.51|0.0|0.0|1.0|4.12|-4.86|0.000449|1.39e-05|0.00547|3.57|0.0|1.65e-05|-0.05731|3.5749|3.5749|-1863.502681|641.52|1073.31|0.2952|346.82|484.34|0.7026600000000001|0.2952|-0.14835|-0.2056599999999999|8.0755|7.6383
7_a47|0|0.0|0.0|0|0|0|1.304326965|0.0|-0.008206422|0.0|-0.143650735|2|-0.128433676|-0.085507035|10.93671034|-0.00794321|-0.04311702|-0.46105149|0.6995252890000001|0.817389583|-0.124285418|0.8755534909999999|-0.081264417|0.008915606|-54.113260200000006|5.027768049|103.5602725|86.09912617|0.0|0.816979353|-25.84337052|61.47335819|-20.44278719|0.405265781|2491.885862|1968.695833|-11.52827882|0.1830206469999999|10.90440708|0.681423344|103.2106353|25.02240371|-357.5076454|1126.008167|526.6144628999999|1.0|1.0|1.0|2.0|2.96|-9.45|5.63|6.52|58.04|3.69|2.0|1.0|4.0|-4.8|393.84|1.0|0.0|1.0|4.89|-6.06|0.000134|8.75e-07|0.000345|5.49|0.0|1.3900000000000001e-07|-0.05297|3.7203|3.7203|-1647.996662|604.84|1043.33|0.2144|333.26|455.81|0.69314|0.2144|-0.1544|-0.2073699999999999|4.4255|7.6
6e_a31|0|3.402951625|0.0|0|1|1|0.61015618|0.0|-0.016012184|5.733341277|-0.178758575|0|0.132664341|-0.008757878|10.31165994|-0.008439437|-0.004825446|-0.579941248|0.838789705|0.78240875|-0.072882794|0.841537966|-0.122985602|0.032627586|-79.81721349|19.89514173|159.9587946|229.6732654|99.0823033|0.7604979040000001|-45.72760428|93.68572477|-28.37945369|0.4782688439999999|2776.836977|2188.417358|-17.30478148|0.239502096|14.40145519|0.916695963|146.03985980000002|37.31693873|-317.6847132|1679.262243|536.6368656000001|1.0|1.0|1.0|2.0|3.55|-7.33|5.19|4.0|131.36|1.36|1.0|1.0|5.0|-6.5|404.44|0.0|0.0|1.0|3.27|-4.66|0.000947|2.18e-05|0.00883|3.2|0.0|1.89e-05|-0.05426|3.3083|3.3083|-1652.669408|634.34|1077.48|0.5103|374.76|490.75|0.70391|0.5103|-0.13418|-0.18844|8.3583|6.4318
12aw_a36|0|3.28940051|0.0|0|2|2|1.297044239|0.0|-0.008293935|5.351858133|-0.115864198|2|0.066435701|-0.1066959869999999|10.96021804|-0.004358975|-0.250781298|-0.4191703539999999|0.653741315|0.836170906|-0.056676035|0.892249657|-0.088516379|0.023038651|-73.52224315|14.76755422|54.50894809|188.3390873|1.343623915|0.749052287|-36.36860892|87.37742985|-26.46800754|0.47322369|2901.451841|2380.579051|-16.96573876|0.250947713|14.32425315|0.898338973|160.8550748|35.33532702|-319.2802512|1766.7663510000002|593.6088758|1.0|0.0|0.0|2.0|4.73|-7.12|3.55|3.0|69.2|2.78|1.0|1.0|6.0|-6.8|417.41|0.0|1.0|0.0|2.44|-4.32|0.0424|4.81e-05|0.0201|2.88|0.0|3.17e-05|-0.05513|5.2313|3.8763|-1431.404673|666.09|1120.43|0.4088|237.0|507.71|0.38905|0.3892|-0.15688|-0.21201|6.5278|8.0458
5_a18 (BIBF0775)|0|0.0|0.0|0|2|2|1.251175715|0.0|-0.005220163|4.844187086|-0.015946718|1|-0.0366107389999999|0.0002403959999999|10.94702058|0.0036739159999999|-0.216531385|-0.453086741|0.7140745620000001|0.7395978390000001|-0.040022105|0.774859029|-0.068989967|0.008501088|-59.08151918|6.418873637000001|10.36586529|118.3671077|50.25564119|0.8159410579999999|-39.33277643|67.25977848|-22.46761997|0.483962172|3115.979466|1645.395714|-16.96451322|0.184058942|18.98829281|0.937842434|138.97646310000002|27.535837|-477.1120625|1955.044427|1140.896548|0.0|1.0|1.0|2.0|4.42|-9.21|4.09|3.69|76.5|3.52|3.0|1.0|3.0|-5.96|494.63|0.0|1.0|0.0|3.2|-5.72|0.000425|1.91e-06|0.000946|4.73|0.0|3.06e-07|-0.04938|3.2027|3.2027|-1572.313227|817.02|1446.02|0.4825|378.13|691.68|0.69298|0.4825|-0.13154|-0.18092|2.8009|7.4685
12ab_a30|0|0.0|0.0|0|2|2|0.604983638|0.0|-0.008528077|5.351858133|-0.030346359|2|0.018023992|0.038312857|10.31162784|0.005111479|-0.207153446|-0.384942092|0.8397577820000001|0.809127478|0.026596859|0.855880335|-0.082740301|0.031588146|-71.0035788|22.23130678|119.79740259999998|140.93076580000002|0.0|0.603952976|-40.9825333|92.49334877|-22.42218278|0.461207954|3118.431712|2618.234172|-15.78042667|0.3960470239999999|15.6704374|0.856003642|278.7324985|37.1257096|-146.321375|2116.165447|792.3440337000001|1.0|0.0|1.0|1.0|4.87|-6.83|3.94|2.63|100.11|2.2|2.0|1.0|6.0|-6.39|458.54|0.0|0.0|0.0|2.52|-5.0|0.00113|9.94e-06|0.00456|3.81|0.0|6.720000000000001e-05|-49.0|4.8018|3.4919|-1804.824495|753.75|1275.19|0.1957|258.2|613.7|0.46561|0.1511|-0.14772|-0.19672|7.4968|7.7825
1l_a5|0|2.964063799|0.0|0|0|0|1.270375394|0.0|-0.00183668|4.59511985|-0.0052651969999999|2|-0.111303801|-0.019865028|10.94421389|0.007613233|0.043915678|-0.21108114|0.7245669790000001|0.7656671279999999|-0.091849662|0.818803517|-0.068685233|0.0078543119999999|-38.27406105|4.43679678|167.86839980000002|61.974288|0.0|0.769406114|-21.91725365|45.64819758|-14.9768065|0.47265823|2227.730859|903.1631908|-8.460199385|0.230593886|14.03493287|0.896303416|130.25942849999998|19.46541135|-304.3678822|895.4089219|518.5792364|1.0|1.0|1.0|1.0|2.98|-8.83|5.56|5.32|54.46|2.57|1.0|1.0|3.0|-5.4|340.42|0.0|1.0|1.0|4.06|-4.98|0.00308|1.04e-05|0.00356|4.19|0.0|5.02e-07|-0.04149|4.6403|4.3664|-1069.261615|609.85|1033.47|0.4921|267.19|486.81|0.45892|187.0|-0.1779|-0.21939|3.3694|7.4949
17e_a50|1|0.0|0.0|2|2|2|1.320916122|4.3906140030000005|-0.0020746479999999|5.82008293|0.038322942|2|-0.011278897|-0.086639125|10.94500663|0.012372059|-0.310566368|-0.229030473|0.7596299459999999|0.7409645029999999|-0.202197068|0.7791604190000001|-0.046347299|0.012865274|-50.7956915|8.950665784|10.68364489|48.62532158|86.98647608|0.803671114|-22.43349867|57.93079973|-18.5444588|0.489797496|2883.936138|1981.934841|-12.90180444|0.196328886|16.70124474|0.960006062|136.5904997|23.07468625|-422.5418889|1453.705234|904.3172644|0.0|1.0|1.0|0.0|4.18|-7.33|4.23|4.68|51.77|2.91|2.0|1.0|4.0|-6.08|438.57|0.0|1.0|0.0|4.03|-5.18|0.00589|6.58e-06|0.00288|4.08|0.0|2.03e-05|-0.03156|4.2373|4.0298|-1375.295877|757.34|1312.91|0.1809|292.6|602.89|0.6322800000000001|0.1785|-0.16649|-0.19805|8.8326|6.8097
3a_a49|0|0.0|0.0|1|1|1|1.343850114|2.09865947|-0.006374689|5.4161004020000005|-0.072328354|2|-0.044367345|-0.060613765|10.92976559|0.000521532|0.003978478|-0.421478185|0.775818577|0.8145214209999999|0.008391259|0.8704151529999999|-0.094437035|0.016205613|-51.82200998|9.491036042|107.4001347|158.77029040000002|59.40691577|0.689774813|-32.39206742|64.2037853|-17.97906469|0.474653816|2599.121578|1793.526571|-10.52968207|0.310225187|12.49907878|0.903506738|181.6875706|26.06512204|-222.2883651|1277.19098|578.2841135|0.0|1.0|1.0|2.0|3.25|-7.19|2.77|2.81|98.72|1.04|1.0|1.0|5.0|-7.67|384.43|0.0|0.0|1.0|2.02|-3.3|0.3379999999999999|0.000503|193.0|1.38|0.0|2.51e-05|-0.05732|5.1647|3874.0|-1254.012043|635.89|1082.21|0.3467|240.06|449.68|0.53794|0.0793|-0.15978|-0.2171|4.2593|7.1938
9a_a36|0|3.4090209280000003|0.0|0|2|2|1.297044807|0.0|-0.007853595|5.351858133|-0.046964839|2|0.095192109|-0.078488872|10.96066876|0.00484375|-0.202876718|-0.398235589|0.839235677|0.7885597609999999|-0.1177413269999999|0.842671963|-0.073689118|0.0236784079999999|-66.44342306|14.47407729|49.52042402|106.0201967|0.0|0.7638345870000001|-27.53468726|78.37175688|-24.40778806|0.453098452|2682.572663|2167.77208|-14.91993116|0.236165413|13.79893984|0.828482664|144.36259840000002|31.95428497|-322.5522826|1565.759963|578.2841135|1.0|0.0|0.0|1.0|4.69|-6.28|3.04|2.04|66.4|2.02|1.0|1.0|5.0|-6.74|382.42|0.0|1.0|0.0|1.95|-3.99|0.0753|0.000102|0.0391|2.66|0.0|0.0002009999999999|-0.05044|3.8677|3.8677|-1252.802159|648.41|1092.66|0.4811|320.56|495.18|0.68682|0.4811|-0.15925|-0.20969|7.4992|7.8861
15_a4|0|0.0|0.0|1|1|1|1.399867493|1.956386054|-0.001986535|5.4161004020000005|-0.061469545|1|0.0432718859999999|-0.1979518539999999|10.94611612|0.00918585|-0.038707204|-0.226703465|0.5118792910000001|0.772721853|0.036363636|0.8347553529999999|-0.062151785|0.010893057|-35.36161572|5.223809291|12.70877085|63.43714456|86.01453643|0.8438913020000001|-14.29317436|40.03406565|-14.73400655|0.437696617|1973.978183|1495.715718|-7.065752187|0.156108698|9.709704127|0.7783994009999999|74.8625551|17.45960235|-329.8289177|628.5456843999999|324.5687005|1.0|0.0|0.0|0.0|3.28|-6.09|4.09|4.4|30.71|3.05|0.0|1.0|3.0|-5.6|291.32|0.0|1.0|1.0|3.61|-4.28|0.0443|5.19e-05|0.0151|3.49|0.0|0.000235|-0.03539|4.5048|4.2148|-958.270023|512.65|848.47|0.1996|275.22|396.58|0.4778699999999999|0.0969999999999999|-0.17373|-0.2091199999999999|3.0091|6757.0
12ad_a36|0|3.428443248|0.0|0|2|2|1.297042846|0.0|-0.01083262|5.351858133|-0.073048351|2|0.046496301|-0.0072527669999999|10.95445455|0.000906224|-0.227404687|-0.478461478|0.817851296|0.832674224|0.018207862|0.8846605|-0.082404548|0.030769062|-76.30379737|21.78471426|94.12528108|169.7321223|81.68309557|0.656407461|-41.30726219|96.81391944|-25.88878839|0.477102332|3041.082692|2474.175727|-18.32944602|0.343592539|16.772513699999998|0.912420081|243.2659577|39.44011905|-221.4751857|2208.646667|735.3783268|1.0|0.0|0.0|2.0|4.9|-6.62|2.7|1.67|95.5|1.89|1.0|1.0|6.0|-7.18|439.47|0.0|0.0|0.0|1.76|-4.08|0.0289|8.36e-05|0.0367|2.53|0.0|0.000106|-0.05406|5733.0|3.8512|-1460.8311199999998|737.53|1236.64|0.6073|216.26|588.2|0.27316|0.2532|-0.15638|-0.21044|6.8996|7.7696
7s_a46|0|0.0|0.218897825|1|1|1|1.160371307|2.117265684|-0.005351046|5.533389489|-0.076841616|1|-0.210750635|-0.005405515|10.94651358|0.005577925|0.018964141|-0.3638523629999999|0.778692012|0.770312275|-0.030371026|0.8182543959999999|-0.096723151|0.008871171|-41.72189594|4.458665639|166.3052939|70.97315818|0.0|0.8198874559999999|-24.43308641|47.36217237|-15.894055599999998|0.433822088|1982.695462|1619.4591|-7.988379237|0.1801125439999999|9.829721631|0.7662292690000001|90.5248694|19.38565529|-321.55195330000004|814.1975221|409.9543818|0.0|1.0|1.0|1.0|3.08|-6.08|3.65|3.9|50.94|2.39|0.0|1.0|3.0|-5.81|305.37|0.0|1.0|1.0|3.12|-4.24|0.0262|5.76e-05|0.0176|3.32|0.0|0.000256|-0.02024|5.2972|4293.0|-974.8067569|539.99|916.7|0.4164|234.06|446.63|0.44692|0.1186|-0.17923|-0.19947|3.6655|5.7022
2_a49|0|0.0|0.0|1|1|1|1.3438506419999998|2.12788659|-0.004112807|5.4161004020000005|-0.03981057|2|-0.100166139|-0.041202373|10.92973199|0.004580676|0.055400364|-0.320124905|0.802447754|0.79056501|0.00991453|0.851413454|-0.08647612|0.01105681|-40.34672657|5.634353797999999|226.4450566|95.04720801|0.0|0.7154059890000001|-22.45560511|49.26352575|-14.409545199999998|0.454163307|2244.518609|1550.010086|-7.34284831|0.284594011|10.38394173|0.8320497920000001|145.02405359999997|20.14177325|-219.534132|845.9544764000001|439.9973344|0.0|1.0|1.0|1.0|3.09|-6.82|3.28|3.7|69.62|1.88|0.0|1.0|3.0|-6.57|327.38|0.0|1.0|1.0|2.76|-3.89|0.0955|0.000129|0.0421|2.43|0.0|4.94e-05|-0.04372|5.4614|3743.0|-1046.018455|553.52|941.6|0.2988|227.02|371.96|0.34449|0.0572|-0.1555099999999999|-0.19923|6.7117|7.2291
