molecula|n9FaHRing|n9FaRing|SaaNH|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|FNSA1|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|DPSA4|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
LY364947_a10|0|0|2.949609552|0|0|1.390175303|0.0|-0.278922508|-0.00235945|4.59511985|-0.00390904|0.0273958329999999|0.0938628109999999|-0.084940213|10.9303125|-0.006198347|1|1|0.006909045|0.04209715|0.072909639|-0.204644982|2|-0.072740964|0.681525895|1|-0.076999385|-0.075303751|0.009678082|-34.01613475|4.275500834|144.7228349|69.31194102|-0.029665114|-14.69643595|0.7234846559999999|-13.10520229|38.29163558|0.486715511|372.4595738|-432.4716757000001|839.5356408|4.702575386|9.161732895|18.1140017|0.018707677|597.7620559999999|287.99188260000005|1.0|1.0|0.0|1.0|2.46|21.0|-7.2|3.69|54.46|1.74|1.0|2.0|-3.54|21.0|3.0|-6.02|272.3|0.0|1.0|2.8|0.0789|0.000137|0.0374|0.0|6.31e-08|1.7199999999999998e-05||||||||||||59.0|7.2291|7.2291
16_a15|0|0|0.0|0|0|0.300207157|0.0|0.072882981|-0.008593957|0.0|-0.463771194|0.035555556|-0.003882928|-0.4898555739999999|10.31928197|-0.011969556|0|0|-0.00379317|-0.046871961|-0.0764246109999999|-0.528097878|2|0.080837546|0.72660548|0|-0.08870471|-0.101500719|0.0070920509999999|-60.63825695|4.848103252|53.93878231|188.9479321|-0.039472502|-47.4317527|0.868460507|-26.98327637|65.48636021|0.419910645|494.6488764|-1457.096924|3014.308422|6.798937229|11.720499900000002|31.07023998|0.009783192|1677.792959|728.353441|1.0|1.0|1.0|2.0|3.59|24.0|-9.21|6.02|115.58|1.72|1.0|6.0|-6.0|32.0|6.0|-6.27|446.52|1.0|1.0|3.59|0.000442|6.14e-06|0.00274|0.0|6.1e-10|2.72e-07|8.26|4.1295|716.79|297.1|0.6541100000000001|0.66615|-1770.217907|8.0361|-0.20953|0.06079704|-1770.281427|21.0|7.6778|7.6778
21_a12|0|0|0.0|1|1|0.609915045|0.0|0.04375233|-0.008833375|4.59511985|-0.058516436|0.037992832|-0.213225401|-0.362168355|10.31140747|-0.0546514309999999|1|1|-0.001825446|-0.116098308|-0.211367878|-0.522951134|2|-0.061915124|0.859899236|0|-0.068775342|-0.100098765|0.012230115|-34.60932333|6.154473157000001|75.46830038|76.35009799|-0.036878492|-25.34833425|0.770818357|-18.55810005|40.76379649|0.473492395|426.8727514|-705.2078018999999|1080.052791|5.891343219|11.18947411|24.07584081|0.017360942|914.8819508|380.2468615|1.0|1.0|1.0|1.0|4.05|17.0|-6.78|2.25|78.41|1.82|1.0|3.0|-3.82|23.0|4.0|-6.45|319.38|0.0|1.0|2.68|48.0|0.000173|0.0551|0.0|1.67e-07|5.3200000000000006e-05|2.56|3.9971|539.67|264.64|0.59386|0.57644|-1327.347724|2327.0|-0.22253|0.02758166|-1327.397348|22.0|7.6576|7.6576
5a_a49|0|0|0.0|2|2|1.343848751|2.111324504|0.079751437|-0.009147269|5.777652323|0.007039248|0.034466231|-0.072902329|-0.493952547|10.92976459|0.076610236|1|1|0.008623164|-0.158356406|-0.26176436|-0.51958118|2|0.001251171|0.632463498|1|-0.072109357|-0.0787216|0.028578361|-42.1802818|16.71687776|124.92862240000002|116.9370825|-0.027311576|-26.93578408|0.6069287529999999|-15.97587337|58.89715956|0.490453006|468.0117167|-782.8177953|1887.422375|6.0732145310000005|11.91885068|26.32248561|0.0270848489999999|1289.801795|592.5885712|0.0|0.0|1.0|0.0|3.37|21.0|-6.92|3.68|73.14|2.07|1.0|3.0|-3.84|30.0|5.0|-6.84|397.43|0.0|1.0|2.93|0.0578|5.09e-05|0.0202|0.0|1.1900000000000001e-07|4.72e-05|4.14|3.9219|625.06|236.42|0.31953|0.66225|-1311.743648|5.6104|-0.21238|0.03478454|-1311.799168|43.0|7.3665|7.3665
12f_a30|0|0|0.0|2|2|0.60498366|0.0|0.156569208|-0.015345198|5.351858133|-0.274237737|0.041555556|0.1468972409999999|-0.874676289|10.31162828|-0.046588557|1|1|-0.004395528|-0.077457998|-0.226973911|-0.6394697460000001|1|-0.043091382|0.593245722|0|-0.090450992|-0.108935062|0.01570263|-63.81176255|11.07796031|101.2862703|115.8783181|-0.0452183279999999|-54.21787616|0.815175332|-31.90082427|74.88972286|0.472521727|589.6060704|-1690.743686|2712.844784|8.366190175|15.86072943|39.1336968|0.01752821|2074.08593|696.6414817000001|1.0|0.0|1.0|1.0|4.73|17.0|-7.18|4.78|90.88|2.82|1.0|7.0|-6.7|34.0|8.0|-5.66|482.48|0.0|0.0|3.42|9.63e-05|1.2e-06|0.000579|0.0|6.61e-08|3.19e-05|5.52|3.5298|729.87|245.09|0.32483|0.68471|-1987.782125|3.6633|-0.20422|0.03400408|-1987.848015|19.0|7.7144|7.7144
21_a10|0|0|0.0|1|1|1.343837211|2.093218896|0.036507898|-0.009308076|5.4161004020000005|-0.085463279|0.035818182|-0.032405474|-0.549176498|10.92966143|-0.003554514|1|1|0.002099681|-0.0236638829999999|-0.03765494|-0.4636733179999999|2|0.057775125|0.68876002|1|-0.091053776|-0.084654798|0.018892889|-64.32920271|13.34776629|240.7558768|159.11338909999998|-0.03292131|-42.25440548|0.704106635|-23.25880088|77.676969|0.391384102|547.3834282|-1255.975247|2701.142106|8.388036625|13.78215169|33.03306591|0.022638817|1783.785559|746.5727327999999|1.0|1.0|1.0|1.0|3.5|27.0|-8.71|5.6|90.13|2.81|1.0|5.0|-5.77|34.0|6.0|-6.07|448.47|0.0|0.0|4.04|0.0007599999999999|3.12e-06|0.0014|0.0|1.94e-09|8.68e-07|5.57|3.8599|716.1|208.04|0.4226399999999999|0.68165|-1485.216871|1.5138|-0.2226|0.03802869|-1485.278495|4.8|5.3188|5.3188
17a_a22|0|0|0.0|0|0|1.2689202|1.866510299|-0.0422459529999999|-0.005149751|4.727387819|-0.092107225|0.043274232|-0.054347074|-0.314134834|10.94643739|-0.005724389|1|1|0.0027615779999999|-0.076790454|-0.126659773|-0.3626566539999999|2|0.155547571|0.7994946709999999|1|-0.072161482|-0.08790445|0.0140462319999999|-49.30541729|9.597299109|286.3611391|96.01444244|-0.030843667|-41.03828927|0.710958975|-21.07439877|58.9027164|0.485943988|587.2505892999999|-1201.24073|1934.881271|8.549622191000001|16.63169381|29.64221498|0.01931764|1689.6062539999998|784.2697099|1.0|1.0|0.0|1.0|4.02|27.0|-9.13|4.93|68.52|2.01|1.0|7.0|-4.75|33.0|5.0|-6.39|435.5|0.0|0.0|2.25|0.0078099999999999|1.09e-05|0.00473|0.0|7.41e-10|3.23e-07|5.13|1.3971|731.19|255.63|0.46268|0.71303|-1407.8711|3.0156|-0.21338|0.02170866|-1407.935792|82.0|7.0862|7.0862
12_a15|0|0|0.0|0|0|1.435689014|0.0|-0.071096525|-0.006620824|0.0|-0.0455566929999999|0.034285714|-0.035728911|-0.370766171|10.95973444|-0.01062828|0|0|0.0034254209999999|-0.120626133|-0.184255041|-0.380490701|2|0.049877871|0.7933685340000001|0|-0.061084417|-0.094209248|0.015018226|-39.00359933|9.58943236|72.18361893|66.16793071|-0.031995594|-38.40979933|0.746489397|-20.42981445|48.59303169|0.476419838|572.3516967|-1082.780166|2661.728915|5.448223888999999|10.40571107|27.36785616|0.016453962|1450.496376|673.7288405|1.0|1.0|0.0|1.0|3.56|24.0|-9.82|6.3|56.27|2.87|1.0|6.0|-6.22|30.0|4.0|-4.97|397.47|1.0|1.0|4.7|0.0002379999999999|1.47e-06|0.000584|0.0|1.51e-10|5.99e-08|5.16|3.8538|688.91|276.63|0.50595|0.70444|-1280.810963|4.3338|-0.19054|0.02694613|-1280.871722|4.0|8.3979|8.3979
8e_a46|0|0|0.0|1|1|1.160371308|2.161814059|-0.205882192|-0.001015139|5.533389489|0.000950213|0.043238095|-0.126773923|-0.046696417|10.96411233|-0.016857659|1|1|0.0123581919999999|-0.08488645|-0.135984209|-0.132524216|2|-0.241393458|0.668786636|0|-0.053352779|-0.065982313|0.009576086|-27.16690715|4.876083942|7.389496216|40.04689925|-0.023017086|-17.10778729|0.7492419109999999|-11.72015869|32.04299109|0.444693313|469.146955|-503.9668235|1415.320228|5.504080656|9.911785304|15.64268965|0.011830243|672.6356549999999|426.71841|0.0|1.0|0.0|0.0|3.21|17.0|-6.67|3.9|43.6|2.13|1.0|2.0|-3.59|23.0|3.0|-6.02|304.39|0.0|1.0|3.21|0.0782|9.15e-05|0.0279|0.0|2.16e-07|6.57e-05|3.0|4.5092|552.99|274.96|0.6967|0.6967|-954.743261|3.2194|-0.2201|0.024010215|-954.793305|406.0|6.3915|6.3915
3_a20 (SB-525334)|0|0|3.502142227|0|0|1.183765089|0.0|-0.048050965|-0.005492814|4.727387819|-0.053897691|0.0526353279999999|0.001821898|-0.274640708|10.95053359|-0.119584218|1|1|0.0033523629999999|-0.169090412|-0.277724429|-0.500412918|2|0.087932573|0.7835436240000001|1|-0.061128029|-0.0917096759999999|0.0123308269999999|-34.52869143|6.965173618|43.70154849|70.23182172|-0.029269046|-29.26136697|0.784910502|-16.53287135|41.49386505|0.457398769|494.6267525|-777.0449536|1782.992456|5.943823875|10.9543133|21.06338405|0.0117802769999999|989.9790502999998|520.6749407|1.0|1.0|1.0|1.0|3.37|21.0|-8.39|4.69|67.35|1.69|1.0|3.0|-4.85|26.0|4.0|-5.74|343.42|0.0|1.0|3.63|0.00489|1.88e-05|0.00647|0.0|4.07e-09|1.4e-06|3.9|3.1728|605.71|248.86|0.49443|0.70168|-1086.329436|3.7291|-0.20131|0.02096048|-1086.383308|162.0|6.7905|6.7905
4b_a49|0|0|0.0|1|1|1.343847828|2.075628989|-0.109946885|-0.0074627159999999|5.4161004020000005|-0.077626337|0.036555556|-0.064060521|-0.402986655|10.92776533|0.02907541|1|1|0.002557204|-0.0563571629999999|-0.089371493|-0.390006034|2|0.005818676|0.6967593559999999|1|-0.091725536|-0.090284437|0.0241270029999999|-56.45224362|14.84890147|41.97072627|148.84640819999998|-0.030696709|-34.19753462|0.645330839|-18.89220999|71.30114509|0.477868186|466.6010051|-944.6104994|1701.832352|7.588962922|14.53457293|29.27523192|0.02556165|1463.761596|600.3287567000001|1.0|1.0|1.0|1.0|3.37|21.0|-7.05|3.26|90.13|1.66|1.0|6.0|-3.81|30.0|6.0|-7.12|400.43|0.0|1.0|2.8|62.0|0.000132|0.0527|0.0|8.91e-08|3.570000000000001e-05|3.56|3.7413|664.86|267.08|0.4151899999999999|0.68242|-1332.800229|1.8265|-0.22366|0.03702033|-1332.8586269999998|79.0|7.1024|7.1024
22_a10|0|0|0.0|1|1|1.343837143|2.113627059|-0.067641834|-0.005035102|5.4161004020000005|-0.017163935|0.036101695|-0.026750502|-0.332316729|10.92966136|-0.020475007|1|1|0.008903905|-0.129989728|-0.208132084|-0.356699217|2|-0.02603707|0.646474494|1|-0.053881447|-0.0649866779999999|0.016720696|-41.96631248|13.023146|75.58376652|101.3847763|-0.022372463|-39.42279832|0.564323334|-17.4251029|54.98945848|0.422182297|677.4790907|-1062.931277|2668.5420940000004|8.84228648|15.30289992|30.87787063|0.026340252|1883.550109|916.8601445|1.0|1.0|1.0|0.0|3.74|27.0|-9.37|5.6|73.14|2.8|1.0|6.0|-5.34|36.0|5.0|-6.29|475.54|0.0|0.0|4.26|0.00217|2.95e-06|0.0014|0.0|4.27e-10|2.03e-07|5.65|3.8517|770.92|256.95|0.4483899999999999|0.6834100000000001|-1543.893507|4.8409|-0.2180699999999999|0.03366599|-1543.959333|1.1|5.9586|5.9586
12d_a40|0|0|0.0|0|0|0.60499064|1.753432382|0.1028826769999999|-0.008004393|5.4161004020000005|-0.107711573|0.043185185|0.209157499|-0.288158151|10.31197256|-0.166080871|2|2|-0.002126898|0.127299624|0.224167029|-0.552689736|0|-0.0065648919999999|0.6948809659999999|1|-0.095675903|-0.091630294|0.01171131|-50.68561427|6.204226377|207.39648|84.53363343|-0.038873458|-25.71599691|0.844283549|-20.59374436|56.88984065|0.470893531|445.2300015|-679.5935638999999|643.5166227999999|7.877041626|14.88744155|24.39197636|0.01245259|804.9352200000001|350.9435025|1.0|0.0|1.0|1.0|3.23|20.0|-6.84|5.02|84.45|3.76|1.0|2.0|-6.25|23.0|2.0|-5.13|361.25|0.0|1.0|4.21|0.0002009999999999|2.61e-06|0.000942|0.0|1.44e-07|5.2e-05|4.14|2.7962|552.57|282.05|0.55983|0.70435|-2153.071733|1.2683|-0.19369|0.0164339|-2153.123107|19.0|7.7212|7.7212
11d_a31|0|0|3.39688681|1|1|0.610136352|0.0|0.064475882|-0.017317263|5.733341277|-0.116385886|0.0388738739999999|0.016799834|-0.848545873|10.31169874|-0.078235092|2|2|-0.006496772|-0.096447723|-0.153894316|-0.574318121|0|-0.057505249|0.78396996|0|-0.134031221|-0.134048091|0.034417775|-82.05480081|21.07078977|296.2476128|253.9354598|-0.040797245|-50.24081482|0.6817705409999999|-24.97634343|103.1255906|0.4816588089999999|358.2711594|-1148.911798|2039.207676|7.885647873|15.21323794|36.63453013|0.027374162|1685.188386|505.4234462|1.0|1.0|1.0|2.0|3.6|16.0|-6.23|4.03|125.57|1.26|1.0|7.0|-5.48|27.0|6.0|-6.4|385.44|0.0|1.0|3.34|0.00128|6.26e-05|0.0241|0.0|5.83e-07|0.000225|4.87|3.8009|650.64|326.2|703.0|703.0|-1598.4848980000002|3.1919|-0.19226|0.04390452|-1598.546288|0.03|7.5229|7.5229
13b_a5|0|0|2.948625157|1|1|1.338814635|0.0|-0.142746146|-0.004573365|5.209486153|0.011339656|0.02468599|-0.006314305|-0.251535058|10.94530329|-0.017963913|1|1|0.0066003869999999|-0.055701188|-0.091464693|-0.357011244|2|0.03431921|0.653356347|0|-0.0694958329999999|-0.074710354|0.0138892369999999|-44.93506461|8.980592802|14.41650822|108.9128108|-0.02636836|-31.23446039|0.654076389|-17.04942469|53.91565742|0.455921715|537.6736515|-869.5206594|1177.571784|8.427551282000001|15.48959317|26.06641209|0.021552174|1329.387016|638.8437454|0.0|1.0|1.0|1.0|2.97|23.0|-8.36|4.06|74.77|1.96|1.0|5.0|-4.24|30.0|4.0|-6.58|395.46|0.0|1.0|3.26|0.0225|3.75e-05|0.0148|0.0|4.36e-09|1.72e-06|4.66|4.1793|672.43|265.31|0.32779|0.57482|-1275.806761|3.5881|-0.22451|0.035153|-1275.865034|0.11|6.9586|6.9586
12c_a31|0|0|3.387641566|1|1|0.6101358029999999|0.0|0.046986783|-0.013026643|5.733341277|-0.055520387|0.040982906|-0.030192572|-0.690412101|10.311698300000002|-0.056866055|2|2|-0.000813398|-0.138799714|-0.223856622|-0.54466023|0|0.066071056|0.770283733|0|-0.104643824|-0.129736755|0.030543026|-66.41224264|19.38414321|153.400467|212.313715|-0.036326291|-52.25551342|0.6817087|-23.05449459|85.79638585|0.448512808|422.3366652|-1152.7247289999998|1894.297124|8.091269314|14.67172662|33.81868912|0.023556702|1690.934456|583.9691392000001|1.0|1.0|1.0|2.0|3.69|16.0|-7.24|3.7|117.37|1.08|1.0|8.0|-5.23|28.0|5.0|-6.53|398.48|0.0|1.0|3.32|0.00233|6.94e-05|0.0277|0.0|5.79e-08|2.31e-05|4.6|3.8328|679.71|323.48|0.7007399999999999|0.7007399999999999|-1617.888981|1.6786|-0.19288|0.04023903|-1617.951882|0.38|6.4202|6.4202
9_a1|0|0|3.358585365|0|0|1.432397289|0.0|0.020428974|-0.00614716|4.727387819|-0.1075163359999999|0.037578348|-0.110185988|-0.282769361|10.94877277|0.016589221|1|1|-0.0018191779999999|-0.044035724|-0.093062585|-0.483335578|1|-0.053460262|0.572272366|0|-0.080888063|-0.085722429|0.011266799|-46.63553015|6.495805626|63.73880199|141.093898|-0.031896718|-28.49439431|0.7816897429999999|-18.38986221|53.13133578|0.452572261|435.4501351|-790.7640749|1739.0376789999998|7.61577077|13.91191974|23.52578164|0.014186995|1011.608611|472.9447227|1.0|1.0|1.0|1.0|2.78|23.0|-8.98|5.57|58.64|2.74|1.0|4.0|-4.68|27.0|4.0|-5.81|357.38|0.0|1.0|4.12|0.00739|1.62e-05|0.0057799999999999|0.0|1.04e-09|3.7100000000000003e-07|5.6|3343.0|600.6|370.88|0.70296|0.70296|-1187.011122|4.1623|-0.21015|0.03294951|-1187.065335|6.0|5.2218|5.2218
19k_a38|0|0|3.218103741|2|2|1.297042875|0.0|0.0100827|-0.011877064|5.351858133|-0.17467835|0.0445691609999999|0.098947776|-0.6888696990000001|10.95446448|-0.0184136539999999|1|1|-0.00835812|-0.060668296|-0.128079012|-0.51857087|1|0.04833864|0.730686013|0|-0.112748779|-0.126936513|0.0232707939999999|-71.54314527|14.76615358|157.4834779|216.567059|-0.044662847|-51.10918191|0.75964689|-28.3401789|86.30929885|0.4769127179999999|417.968819|-1530.369661|2929.493496|6.744851799999999|12.89431427|37.3070426|0.021802691|2014.5803|686.8472757999999|0.0|0.0|0.0|4.0|4.89|17.0|-6.41|1.65|124.32|1.65|1.0|6.0|-3.87|33.0|5.0|-7.84|444.46|0.0|0.0|1.9|0.0594|0.0002399999999999|107.0|0.0|3.94e-07|0.000175|4.13|3.5378|677.64|239.03|0.38269|0.70327|-1500.618667|9.1508|-0.20102|0.04615409|-1500.680373|11.0|7.9666|7.9666
14ab_a23|1|1|0.0|0|0|1.197962873|3.4171257980000003|0.065530542|-0.0050415|5.351858133|-0.028841865|0.04314059|0.021287386|-0.287365522|10.313217300000002|-0.03821899|2|2|0.012103325|-0.074579388|-0.13397874|-0.449699921|2|-0.085303124|0.693959193|1|-0.051974369|-0.076243539|0.017974612|-35.59605095|12.31039874|40.23721489|51.89838547|-0.031648261|-35.76253038|0.797837067|-21.67516705|47.90644969|0.4695727329999999|632.9786397|-1148.783854|2332.352369|7.83369055|14.76864227|27.16741043|0.013710439|1439.872753|733.3886349999999|0.0|0.0|1.0|1.0|3.63|26.0|-8.16|4.63|105.02|3.45|1.0|5.0|-6.23|32.0|4.0|-5.92|439.54|0.0|0.0|4.12|0.000259|2.81e-06|0.00123|0.0|6.9799999999999995e-09|3.07e-06|4.1|3.6587|719.66|338.88|0.66532|0.66532|-1708.277193|5.9624|-0.21924|0.02013145|-1708.3414239999995|4.0|8.4012|8.4012
14g_a23|1|1|0.0|0|0|1.197957711|3.0793867980000003|0.180361525|-0.014609495|5.351858133|-0.301504331|0.0422736629999999|0.058422864|-0.803522236|10.3132174|-0.030586527|2|2|-0.0004039459999999|-0.0962526|-0.2952674819999999|-0.648987099|2|0.010202051|0.575188253|1|-0.072819606|-0.096288005|0.018341721|-51.82254036|13.05300369|95.64648102|65.94601775|-0.041536002|-48.76552945|0.780315815|-29.55936307|64.87554405|0.461846955|645.7104105000001|-1507.527516|2531.8503170000004|8.788027188|16.32997765|37.88128151|0.020564836|1931.945357|676.4530574|0.0|0.0|1.0|1.0|3.61|26.0|-7.95|6.18|114.25|3.04|1.0|7.0|-6.89|35.0|8.0|-5.94|495.48|1.0|0.0|4.35|6.38e-05|1e-06|0.0004969999999999|0.0|1.12e-08|5.57e-06|5.17|3.7042|730.13|334.71|0.56658|0.56658|-2041.934312|7.2913|-0.23201|0.0221162|-2042.000034|0.01|8.0|8.0
7c_a10|0|0|0.0|1|1|1.343178184|2.1219657030000003|-0.152261681|-0.00375251|5.4161004020000005|0.012145872|0.039433962|-0.1122332619999999|-0.206388032|10.92926158|-0.066271289|1|1|0.0107756969999999|-0.12177839|-0.191576261|-0.215874011|2|-0.087063341|0.6952665379999999|1|-0.05074318|-0.0876410609999999|0.027436939|-29.66615908|16.04055193|87.99694927|54.79389751|-0.0223398779999999|-29.95538587|0.52630639|-13.06063972|45.70671102|0.4675549639999999|529.8395322|-666.0926258|1881.379304|6.703148323|12.58937144|24.81565867|0.0269852389999999|1265.598592|611.4957509|1.0|1.0|1.0|0.0|3.48|21.0|-7.78|4.43|62.06|1.99|1.0|4.0|-4.44|29.0|5.0|-6.2|386.45|0.0|1.0|3.59|0.0139|2.05e-05|0.00793|0.0|1.66e-08|6.4e-06|2.76|3.8357|635.47|228.47|0.41348|0.68708|-1258.744382|3.9465|-0.20059|0.02659395|-1258.801509|3.81|5.4191|5.4191
7_a3|0|0|0.0|0|0|0.60501656|0.0|0.198126776|-0.008855374|4.727387819|-0.106234254|0.03757716|-0.047419994|-0.327648836|10.3116226|0.030246987|1|1|-0.006696449|0.020589494|0.036673175|-0.592753801|2|-0.224253635|0.773152968|1|-0.1034274319999999|-0.096448591|0.009708941|-51.18177092|4.804535747|230.9407974|107.7330046|-0.036877402|-23.61864737|0.7992146109999999|-18.2490344|55.98630667|0.3987206729999999|387.1238241|-620.4671695000001|1952.029549|5.198046584|8.644978051|22.83370969|0.0149999089999999|776.3461295|353.7528308|1.0|1.0|1.0|1.0|3.02|21.0|-7.48|4.66|92.93|2.11|1.0|2.0|-5.44|23.0|3.0|-5.68|338.81|0.0|1.0|3.63|0.00124|1.34e-05|0.00455|0.0|3.28e-08|1.11e-05|3.09|3.4435|522.73|210.68|0.3456|0.69224|-1731.602893|3.1299|-0.21219|0.03103579|-1731.651178|1023.0|5.9901|5.9901
12aw_a36|0|0|3.28940051|2|2|1.297044239|0.0|-0.135690414|-0.008293935|5.351858133|-0.115864198|0.043383838|0.066435701|-0.4478724979999999|10.96021804|-0.034663063|1|1|-0.004358975|-0.098027247|-0.250781298|-0.4191703539999999|1|-0.022464907|0.632625562|0|-0.088516379|-0.114701005|0.023038651|-56.73814908|14.76755422|54.50894809|188.3390873|-0.041292362|-47.12705211|0.749052287|-26.46800754|71.5057033|0.47322369|452.6513136|-1323.400377|2380.579051|7.545677222999999|14.32425315|35.33532702|0.02161528|1766.7663510000002|593.6088758|1.0|0.0|0.0|2.0|4.73|17.0|-7.12|3.0|69.2|2.78|1.0|5.0|-3.99|31.0|6.0|-6.8|417.41|0.0|0.0|2.44|0.0424|4.81e-05|0.0201|0.0|7.599999999999999e-08|3.17e-05|3.66|3.8763|666.09|237.0|0.38905|0.69109|-1431.180191|4.8181|-0.21201|0.03134789|-1431.239759|9.0|8.0458|8.0458
3p_a32|1|1|3.456037415|1|1|0.609420752|0.0|0.007752757|-0.008735261|6.008813185|-0.028895521|0.036666667|-0.050639647|-0.419292538|10.31100269|-0.074544773|3|3|0.000920756|-0.146606489|-0.26891009|-0.53666614|0|0.058054833|0.6956696440000001|1|-0.070907174|-0.098773656|0.021264377|-41.73212799|12.5150622|40.28175307|106.1908248|-0.029183126|-34.21384146|0.6199678829999999|-17.1756096|54.24719019|0.416240891|482.3550967|-755.7268222|3037.061498|6.243062200000001|10.69458635|27.70403125|0.025390655|1218.977375|530.5658569|1.0|0.0|1.0|1.0|3.38|19.0|-6.79|3.71|131.25|1.1|1.0|4.0|-5.11|27.0|4.0|-6.8|395.5|0.0|1.0|3.23|0.00308|5.629999999999999e-05|0.0222|0.0|1.62e-07|6.4e-05|4.26|3.6436|626.32|340.28|0.7017100000000001|0.7017100000000001|-1879.350471|4.3094|-0.20018|0.02642856|-1879.406962|26.0|7585.0|7585.0
14s_a23|1|1|0.0|0|0|1.197958333|3.336763335|0.020458621|-0.005854379|5.351858133|-0.022580082|0.045277778|0.049317519|-0.298573309|10.31321812|-0.064006338|2|2|0.009263715|-0.071484865|-0.13187015|-0.457212212|2|0.096014944|0.659570836|1|-0.055037441|-0.080500435|0.019970955|-35.30692476|12.81151517|30.34480575|46.42188642|-0.034255504|-33.12848261|0.7748161659999999|-21.9751589|48.11843993|0.470919749|595.0854952000001|-1032.832468|2316.634024|7.548546899|14.26730044|28.36177131|0.017330177|1333.003252|633.3278634|0.0|0.0|1.0|1.0|3.45|26.0|-7.99|4.67|105.02|3.51|1.0|5.0|-6.13|31.0|4.0|-6.03|445.93|0.0|0.0|4.01|0.000334|2.83e-06|0.00126|0.0|1.02e-08|4.55e-06|4.1|3.6828|668.66|336.66|0.60323|0.60323|-2089.2914530000003|4.7032|-0.22933|0.02112956|-2089.352478|3.0|8.5482|8.5482
17g_a50|1|1|0.0|2|2|1.320916184|4.377239517|-0.185924266|-0.002050512|5.82008293|0.052557574|0.029160757|-0.05611228|-0.13328325|10.94501702|-0.1155555559999999|2|2|0.01245647|-0.200725906|-0.323333765|-0.213708251|1|-0.10642733|0.7276268779999999|1|-0.048170917|-0.0706879109999999|0.014550016|-32.14758511|9.710172008|10.60268439|52.94662161|-0.025918901|-31.48270383|0.749948388|-17.29736764|41.85775712|0.467997084|614.4183967|-1037.842058|1975.996014|8.130878433|15.28352231|23.06474408|0.013645282|1383.884645|829.3813984|0.0|1.0|1.0|0.0|4.04|20.0|-6.96|4.37|51.77|2.71|1.0|6.0|-4.46|32.0|4.0|-6.28|424.54|0.0|0.0|3.63|0.0148|1.39e-05|0.0059|0.0|1.1e-07|4.6500000000000005e-05|3.22|4.0458|725.92|306.45|0.6623600000000001|0.6623600000000001|-1335.631756|7.0584|-0.19929|0.02957267|-1335.693266|246.0|6.6091|6.6091
14w_a23|1|1|0.0|0|0|1.197963556|3.132012648|0.013971812|-0.006481882|5.351858133|-0.109136569|0.046678487|0.045196333|-0.330575965|10.31321817|-0.031435038|2|2|0.003906274|-0.073958723|-0.206574435|-0.427696371|2|0.059273664|0.558482531|1|-0.070714528|-0.088508061|0.022440155|-46.76570273|14.84036772|43.30287556|140.15462380000002|-0.035779855|-38.70975831|0.743451788|-23.66232347|61.60607046|0.4972095239999999|521.1762769999999|-1112.129203|2283.383402|7.833745658|15.58053709|31.82765022|0.020725002|1495.89956|597.2903597999999|0.0|0.0|1.0|1.0|3.42|26.0|-7.93|5.14|105.02|3.78|1.0|5.0|-5.68|32.0|6.0|-6.35|447.46|0.0|0.0|4.05|0.0009369999999999|5.41e-06|0.00242|0.0|1.17e-08|5.23e-06|3.97|3.6632|676.92|338.46|0.6219399999999999|0.6219399999999999|-1828.161957|7.0157|-0.22824|0.02204118|-1828.222578|2.0|8.6737|8.6737
