molecula|n9FaHRing|n9FaRing|SaaNH|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|ATSC1c|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8s|GATS1pe|nFaHRing|FNSA3|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|FNSA1|PNSA4|DPSA3|GeomPetitjeanIndex|TASA|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|DPSA4|FPSA5|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
GW6604_a52|0|0|2.944144148|0|0|1.427583999|0.0|-0.277102285|-0.002149879|4.59511985|-0.005328809|0.021346801|-0.0778992459999999|-0.085995143|10.94914378|-0.028376521|1|1|0.0070554269999999|0.039867344|0.067497086|-0.201462112|2|0.074868979|0.689009112|0|-0.071850787|-0.072069252|0.009021088|-35.51891876|4.459510077|157.2481263|62.55188751|-0.029217264|-17.61190876|0.73529506|-14.44334401|39.97842884|0.4597869779999999|431.7909048|-534.4037285|799.8313017999999|6.2973559020000005|11.6571716|19.64292268|0.01768964|726.7881391|359.1060668|1.0|1.0|0.0|1.0|2.68|23.0|-8.03|4.2|54.46|1.91|1.0|3.0|-3.87|23.0|3.0|-5.95|298.34|0.0|1.0|3.08|0.0402|6.929999999999999e-05|0.0207|0.0|9.31e-09|2.78e-06||||||||||||107.0|6.9706|6.9706
13b_a30|0|0|0.0|2|2|0.604984129|0.0|0.112353041|-0.011016128|5.351858133|-0.118776867|0.041728395|-0.035340334|-0.627919307|10.31162842|-0.0463169629999999|1|1|-0.002215642|0.003429114|0.006103754|-0.564815317|1|-0.045844862|0.802578397|0|-0.109962789|-0.113554975|0.018555474|-74.24619275|12.52854078|385.2420923|206.54056530000005|-0.042850934|-51.76819834|0.800290866|-28.93268471|86.77473353|0.454574838|468.6532296|-1533.432289|2319.48655|8.804739699999999|16.1428924|36.15271139|0.017174033|1916.093704|713.7769663|1.0|0.0|0.0|2.0|4.76|17.0|-6.19|1.72|124.74|2.06|1.0|6.0|-5.01|32.0|5.0|-7.05|441.51|0.0|0.0|1.91|0.00427|5e-05|0.0221|0.0|6.520000000000001e-07|0.000288|4.54|3.5056|721.48|245.51|0.32563|0.6862699999999999|-1744.2179010000002|3.8495|-0.20313|0.0455651|-1744.281763|26.0|7.5901|7.5901
9n_a24|0|0|2.961528903|0|0|1.388847168|0.0|-0.2452954769999999|-0.003323852|4.59511985|0.001099755|0.024179894|-0.141205159|-0.182811885|10.94875265|-0.03088354|1|1|0.008809179|-0.12451554|-0.200646773|-0.225226606|2|0.048359202|0.755793189|0|-0.052106597|-0.0777274979999999|0.017608478|-35.21502941|11.90027964|48.691073|64.50319929|-0.026905672|-35.50139138|0.652126509|-18.18357165|47.11530904|0.4331595789999999|611.3234977000001|-945.545726|1361.307012|8.232847909|14.52410167|27.88350328|0.021951174|1449.942171|631.9206508|1.0|1.0|1.0|1.0|3.17|23.0|-8.64|4.14|66.93|1.42|1.0|7.0|-4.14|29.0|5.0|-6.47|385.46|0.0|0.0|3.13|0.0278|5.14e-05|0.0198|0.0|2.31e-09|8.909999999999999e-07|2.59|4.1028|686.19|252.31|0.44042|0.63085|-1238.856882|2.8552|-0.20399|0.03188309|-1238.917278|19.0|7.7212|7.7212
17e_a50|1|1|0.0|2|2|1.320916122|4.3906140030000005|-0.153175103|-0.0020746479999999|5.82008293|0.038322942|0.031870748|-0.011278897|-0.141076059|10.94500663|-0.114420412|2|2|0.012372059|-0.1949741189999999|-0.310566368|-0.229030473|1|-0.1710526319999999|0.736221185|1|-0.046347299|-0.073011385|0.012865274|-32.24487658|8.950665784|10.68364489|48.62532158|-0.02665495|-35.33972521|0.803671114|-18.5444588|41.19554236|0.489797496|647.0975667|-1168.300905|1981.934841|8.52101688|16.70124474|23.07468625|0.010255676|1453.705234|904.3172644|0.0|1.0|1.0|0.0|4.18|20.0|-7.33|4.68|51.77|2.91|1.0|6.0|-4.87|33.0|4.0|-6.08|438.57|0.0|0.0|4.03|0.00589|6.58e-06|0.00288|0.0|4.63e-08|2.03e-05|3.8|4.0298|757.34|292.6|0.6322800000000001|0.66478|-1374.927998|6.7175|-0.19805|0.02761851|-1374.992422|155.0|6.8097|6.8097
12ab_a36|0|0|3.458948649|2|2|1.297042596|0.0|-0.064515677|-0.007034881|5.351858133|0.000258844|0.039951691|0.035377607|-0.408023082|10.9540584|-0.029080933|1|1|0.002112069|-0.096853381|-0.169341326|-0.4186639029999999|1|-0.0852411419999999|0.8196353679999999|0|-0.079202413|-0.095025338|0.024102201|-54.63243106|16.62527454|116.6804416|109.6369437|-0.033434841|-45.21303385|0.679025324|-23.06276515|71.2577056|0.484987413|580.1454645|-1245.389318|2390.849902|7.821826146|15.18764075|33.96451406|0.024384271|1834.083759|708.5476357999999|1.0|0.0|0.0|2.0|4.86|17.0|-7.05|1.95|92.99|1.59|1.0|6.0|-3.92|32.0|5.0|-7.21|420.47|0.0|0.0|1.8|0.0503|0.000122|0.0515|0.0|8.95e-08|3.76e-05|3.23|3.8845|712.73|319.17|0.69294|0.69294|-1364.236757|3.6976|-0.2093699999999999|0.04167456|-1364.300531|11.0|7.9586|7.9586
12bi_a36|0|0|3.466222049|2|2|1.297042566|0.0|-0.088734077|-0.00902707|5.351858133|-0.043740597|0.043854875|0.03474497|-0.559678363|10.95958518|0.041834838|1|1|0.002872872|-0.176729938|-0.289604649|-0.37220074|1|0.0997949019999999|0.8350231859999999|0|-0.082914301|-0.107613368|0.034602166|-57.89562053|24.16125901|129.685076|150.12481100000002|-0.027831043|-52.46851415|0.4996603229999999|-19.43326441|82.05687954|0.461975362|548.1337538|-1127.129336|2660.0547690000003|8.454426643|15.71382803|38.89295091|0.037590587|2255.791153|766.4854363|1.0|0.0|0.0|2.0|4.97|17.0|-6.79|1.9|87.66|1.42|1.0|7.0|-4.11|33.0|6.0|-7.13|441.49|0.0|0.0|1.75|0.0342|7.13e-05|0.0315|0.0|1.6100000000000005e-07|7.11e-05|2.68|3.6851|742.94|319.1|0.68181|0.69207|-1461.69263|7.0514|-0.2018|0.0318395999999999|-1461.75632|14.0|7.8539|7.8539
2_a20 (SB-505124)|0|0|3.485765306|1|1|1.183764955|0.0|-0.006955944|-0.010175551|5.351858133|-0.076310057|0.05042042|0.013612077|-0.498602014|10.95129567|-0.137383329|1|1|0.003789399|-0.150708132|-0.229461916|-0.520284161|1|0.082053195|0.790275077|0|-0.083565835|-0.117328885|0.02856542|-45.98170774|15.71798823|122.8758934|126.8667205|-0.0382594189999999|-35.52365346|0.831919306|-21.05206547|61.69969596|0.475937029|423.3785776|-968.3950117|1709.9571620000002|5.952040367|11.3574908|25.30541763|0.011470204|1164.049211|477.95809620000006|1.0|1.0|1.0|1.0|3.4|17.0|-7.22|4.47|60.03|2.06|1.0|3.0|-5.24|25.0|4.0|-5.31|335.4|0.0|1.0|3.81|0.0019199999999999|1.22e-05|0.0040799999999999|0.0|6.070000000000002e-08|2.03e-05|4.57|3.6404|593.8|340.58|0.69947|0.69947|-1089.147716|2.5584|-0.18645|0.01305739|-1089.201587|169.0|6.7721|6.7721
3b_a12|0|0|0.0|1|1|1.283824445|0.0|0.156777705|-0.007916598|0.0|-0.043495794|0.0375|-0.1215705419999999|-0.332497127|10.9540388|-0.003968827|0|0|-0.003019113|-0.071149325|-0.116772665|-0.547002361|1|-0.008328578|0.802482465|0|-0.064393592|-0.088443201|0.0103611969999999|-33.57216667|5.401901357000001|41.13468455|50.46508298|-0.034016616|-24.04018959|0.7688221909999999|-17.73486237|38.97406803|0.390744506|470.8937285|-691.6596323|1935.211747|6.6333156660000006|10.88757628|23.06757345|0.0166212889999999|899.6353646|406.0361621|1.0|1.0|1.0|1.0|3.82|18.0|-8.1|3.14|37.28|3.99|1.0|3.0|-4.26|24.0|3.0|-5.65|332.79|0.0|1.0|3.59|0.0184|2.28e-05|0.00759|0.0|7.91e-09|2.63e-06|3.96|3.7741|548.05|294.55|0.53738|0.6654800000000001|-1410.826913|5.9551|-0.2232|0.02444371|-1410.8759220000002|49.0|7.3098|7.3098
12h_a30|0|0|0.0|2|2|0.604984682|0.0|0.046965756|-0.00737961|5.351858133|-0.06631353|0.043848238|-0.074988669|-0.391119352|10.31162898|-0.072247675|1|1|0.002064369|-0.0541804029999999|-0.120380857|-0.4708582289999999|1|0.008644634|0.64876559|0|-0.083127678|-0.09907575|0.017389133|-52.88851758|11.06352871|89.66095835|150.42542849999998|-0.038417127|-40.10503079|0.7979748729999999|-24.44221903|63.95204629|0.468446216|485.8069155|-1197.668733|2268.811589|8.066818026|15.1759206|30.63031164|0.015886049|1500.88527|618.6004214|1.0|0.0|1.0|1.0|4.63|17.0|-6.9|3.18|81.65|3.2|1.0|5.0|-5.39|30.0|5.0|-6.02|416.47|0.0|0.0|2.92|0.00171|9.71e-06|0.00405|0.0|1.26e-07|5.260000000000001e-05|4.07|3.5101|672.54|246.54|-0.26697|0.68543|-1674.777786|2.9684|-0.2023599999999999|0.03372393|-1674.838376|9.0|8065.0|8065.0
8_a1 (SB-202620)|0|0|3.296085365|0|0|1.4323973840000002|0.0|0.106916453|-0.013785521|4.727387819|-0.226277123|0.037578348|-0.0443137679999999|-0.606562911|10.94957568|0.037553634|1|1|-0.0106277489999999|-0.019835038|-0.042643966|-0.612004804|1|-0.042789124|0.658433571|0|-0.117682533|-0.105271458|0.015526845|-66.76765693|8.809217494|208.2071465|199.1596945|-0.041081545|-33.88588996|0.7742395870000001|-23.30777912|75.57687443|0.4564697679999999|368.1943149|-955.6189441|1736.664204|7.432247389|13.67402758|30.104091200000003|0.019645498|1234.267739|433.2550452|1.0|1.0|0.0|2.0|2.74|23.0|-8.02|5.06|78.87|2.78|1.0|4.0|-4.94|27.0|5.0|-5.94|359.35|0.0|1.0|3.7|0.0041|1.98e-05|0.00713|0.0|9.53e-09|3.42e-06|5.32|3.4052|586.27|364.11|0.7026600000000001|0.7026600000000001|-1222.9606720000002|3.4563|-0.2105199999999999|0.16177304|-1223.014114|0.4|6.3979|6.3979
12a_a36|0|0|3.4715209280000003|2|2|1.297044783|0.0|-0.0632801509999999|-0.007471648|5.351858133|-0.0427777779999999|0.040166667|0.078063311|-0.403468978|10.96083376|-0.065913514|1|1|0.003199301|-0.1063550619999999|-0.183140926|-0.432975237|1|-0.012112722|0.855821486|0|-0.076154312|-0.104828755|0.019595485|-46.76212019|12.03249549|109.9069212|110.1075804|-0.037738352|-39.52572284|0.755315434|-23.17301945|58.79461567|0.470444928|503.9367075|-1158.650972|2258.5909920000004|6.600635115|12.464492300000002|30.67992313|0.019102103|1533.996157|598.1535763999999|1.0|0.0|0.0|2.0|4.75|17.0|-6.59|1.88|69.2|2.02|1.0|5.0|-3.79|29.0|4.0|-6.72|381.43|0.0|0.0|1.86|0.0625|0.000101|0.0384|0.0|2.56e-07|9.78e-05|3.16|3.6682|653.94|323.35|0.67869|0.6997|-1232.707754|6.3637|-0.20139|0.03544528|-1232.764108|13.0|7.8861|7.8861
12q_a30|0|0|0.0|2|2|0.60498366|0.0|0.144208934|-0.015322396|5.351858133|-0.27228842|0.0438779959999999|-0.016509571|-0.873376576|10.31162828|-0.021542639|1|1|-0.004395528|-0.077457998|-0.226973911|-0.636798458|1|0.01661722|0.593245722|0|-0.087348134|-0.115589613|0.014790072|-59.52322773|10.07866809|82.72757145|105.1162273|-0.045799658|-53.67653794|0.820640722|-31.21009417|69.60189582|0.473741611|576.3319634|-1654.134991|2844.418547|7.346842839|13.96052394|38.03137394|0.016579022|2015.662819|696.6414817000001|1.0|0.0|1.0|1.0|4.73|17.0|-7.18|4.78|90.88|2.82|1.0|7.0|-6.7|34.0|8.0|-5.66|482.48|0.0|0.0|3.42|9.63e-05|1.2e-06|0.000579|0.0|6.61e-08|3.19e-05|5.52|3.4834|713.16|245.16|0.34138|0.68516|-1987.781386|5.5755|-0.19897|0.03408298|-1987.847256|36.0|7.4449|7.4449
14a_a25|0|0|0.0|0|0|1.420015394|1.667057351|-0.092005241|-0.004483962|4.727387819|-0.05112778|0.038167849|0.051906412|-0.255585831|10.93106303|-0.019985937|1|1|0.006158124|-0.0469914379999999|-0.077269115|-0.365062041|2|-0.085643386|0.653818362|1|-0.069657015|-0.084207356|0.012870836|-45.72658614|8.449104086|107.22698590000002|98.18816423|-0.033365179|-36.28756839|0.8067529940000001|-21.90268583|54.17569023|0.492236681|558.2652611000001|-1160.842349|2142.5112510000004|7.39139255|14.55676745|27.14918443|0.01323706|1438.906775|712.1606951|1.0|1.0|1.0|1.0|3.43|27.0|-9.59|4.92|72.7|2.47|1.0|6.0|-5.39|32.0|4.0|-5.91|419.48|0.0|1.0|3.81|0.0016899999999999|5.13e-06|0.00215|0.0|2.58e-10|1.08e-07|5.79|3.9479|689.55|231.18|0.42461|0.6714|-1352.024616|3.0824|-0.2143|0.03250632|-1352.086073|207.0|6684.0|6684.0
5f_a40|0|0|0.0|0|1|0.60491326|1.656591081|-0.004886759|-0.008387329|6.167516491000001|-0.0468504759999999|0.042936508|-0.085493191|-0.293556526|10.31198329|0.062183277|2|2|0.000706205|0.100535344|0.18254908|-0.4644854879999999|0|-0.465573352|0.680674762|1|-0.113521559|-0.10969397|0.020236763|-52.44868801|9.349692674|222.1847349|119.4441339|-0.041135239|-23.41506245|0.814393685|-19.00510637|61.79838068|0.484099946|342.5710869|-608.163404|599.1117195|5.780627322000001|11.20493646|23.33651|0.015000038|746.7683199|269.0442248|1.0|0.0|0.0|1.0|3.08|14.0|-3.69|2.68|101.52|1.29|3.0|3.0|-3.97|20.0|3.0|-6.47|284.34|0.0|1.0|2.23|0.0307|0.000491|0.14|0.0|0.000207|0.0587|3.5|3.0611|487.57|325.97|0.56507|0.69727|-1232.851443|5.5961|-0.19284|0.02389588|-1232.898044|112.0|6.9508|6.9508
14a_a5|0|0|2.948727373|1|1|1.226142247|0.0|-0.056730193|-0.0053665219999999|4.59511985|-0.005002101|0.027375887|-0.132625457|-0.316624785|10.9488747|0.024793388|1|1|0.003668464|-0.010147323|-0.016337128|-0.36152442|2|0.144729708|0.71006207|0|-0.080875277|-0.078681402|0.0173669719999999|-54.69145586|11.74431806|134.62273080000003|141.38542919999998|-0.0271808479999999|-35.98151967|0.629783335|-18.38089729|66.43577392|0.470085022|534.8590069|-1010.949351|1315.573182|8.424031251|15.89694877|29.18606491|0.024411136|1605.23357|723.0631751|0.0|1.0|1.0|2.0|3.24|23.0|-8.84|4.38|92.79|1.37|1.0|6.0|-4.15|32.0|5.0|-7.08|425.48|0.0|1.0|3.05|0.0304|6.02e-05|0.0256|0.0|1.45e-09|6.16e-07|4.3|4.1501|692.8|298.75|0.65789|0.65789|-1390.29207|2.7115|-0.2183699999999999|0.04629687|-1390.352729|112.0|6.9508|6.9508
4_a38 (LY-2157299)|0|0|0.0|1|1|1.343847059|2.0959524330000003|0.050460026|-0.00638266|5.4161004020000005|-0.080432741|0.041252955|-0.0501467259999999|-0.325515636|10.9277672|-0.020954339|1|1|0.003107816|0.028964355|0.0481706809999999|-0.463575124|2|-0.041794304|0.6848692759999999|1|-0.092570349|-0.089446059|0.01243241|-52.90108631|7.104736984|260.7739337|140.40206619999998|-0.03235283|-29.21101111|0.7861170609999999|-18.48863993|60.00582329|0.487041509|431.0669496|-868.9660769|1686.693134|6.54753874|12.76426621|23.51893991|0.01379043|1105.390176|542.7276591|0.0|1.0|1.0|1.0|3.27|21.0|-7.13|3.51|86.69|1.84|1.0|3.0|-3.85|28.0|4.0|-6.86|369.42|0.0|1.0|2.81|52.0|0.000102|0.0375|0.0|7.45e-08|2.75e-05|3.95|3.78|617.61|266.68|0.4|0.68|-1198.442536|5.9043|-0.22|0.03652312|-1198.49738|69.0|7.1586|7.1586
18_a15|0|0|0.0|0|0|1.435689019|0.0|-0.020185809|-0.006149666|0.0|-0.090130715|0.037948718|-0.094812415|-0.319782642|10.95986315|0.002685285|0|0|0.000539978|-0.072506962|-0.145790726|-0.431836192|2|-0.0374132629999999|0.645117465|0|-0.067562078|-0.090730185|0.007146033|-41.31992544|4.370403779|40.37881101|100.159876|-0.035181092|-33.93632895|0.867430881|-21.51621375|45.69032922|0.415796832|511.4247108|-1054.294474|2510.854462|5.990767063|10.2545953|24.80452821|0.008781964|1215.421882|590.2470602999999|1.0|1.0|0.0|1.0|3.37|24.0|-9.98|6.86|47.04|3.6|1.0|5.0|-6.16|29.0|4.0|-4.8|385.43|1.0|1.0|5.06|0.000265|1.18e-06|0.0004559999999999|0.0|1.0399999999999999e-10|4.01e-08|5.65|3.8232|650.53|272.91|0.6074|0.70427|-1265.556558|4.2476|-0.19371|0.03989594|-1265.614679|129.0|6.8894|6.8894
11a_a31|0|0|2.856083711|1|1|0.610138462|0.0|-0.045290366|-0.02376325|5.733341277|-0.259732443|0.044949495|-0.087576474|-0.8792402579999999|10.31170041|-0.019865299|2|2|-0.017433557|-0.1068420919999999|-0.1829166189999999|-0.563537536|0|0.022073976|0.819138461|0|-0.151872243|-0.161027639|0.041435152|-76.64827023|20.91187076|258.8577775|259.0291941|-0.056833284|-41.01552988|0.735254945|-28.68314085|97.560141|0.451795285|245.6599349|-975.2267888|1769.346573|5.791411901|10.5643234|39.01114987|0.031626337|1326.379096|302.14325319999995|0.0|0.0|1.0|2.0|3.26|16.0|-4.65|2.94|125.57|0.57|2.0|3.0|-4.81|23.0|6.0|-6.51|329.33|0.0|1.0|2.42|0.00506|0.000161|0.0531|0.0|2.22e-05|0.00731|3.97|3.8042|529.63|325.92|0.69222|0.69222|-1441.327731|6.4691|-0.20589|0.04099365|-1441.37897|0.19|6.7212|6.7212
1k_a5|0|0|2.9020229360000003|0|0|1.427567903|0.0|-0.216088148|-0.0030192829999999|4.59511985|-0.064652321|0.026339869|-0.095857885|-0.120771321|10.9489659|-0.011848312|1|1|0.003708988|0.019611905|0.045204303|-0.254495542|2|-0.011552666|0.558485747|0|-0.078995018|-0.074297856|0.010892351|-40.40908188|5.571869083999999|165.11680719999998|110.6497654|-0.0301207529999999|-19.44172742|0.724954458|-15.40795854|45.98095096|0.48165588|400.8898627|-570.0944662|824.0133397999999|6.710535795|12.9461019|21.25369168|0.019219352|786.3865923|357.34245360000006|1.0|1.0|0.0|1.0|2.71|23.0|-8.3|4.76|54.46|2.29|1.0|3.0|-3.97|24.0|4.0|-5.99|316.33|0.0|1.0|3.42|0.0336|4.970000000000001e-05|0.0157|0.0|4.99e-09|1.58e-06|3.1|4.4063|533.8|262.56|0.53086|0.5282|-1050.418953|1.5911|-0.22504|0.03133456|-1050.468159|48.0|7.3188|7.3188
10_a1|0|0|3.261363142|0|0|1.435871163|0.0|0.0883621719999999|-0.014135827|4.727387819|-0.23385288|0.037578348|0.049971022|-0.621976404|10.94957578|0.010430299|1|1|-0.0106277489999999|-0.019835038|-0.042643966|-0.623957903|1|-0.0369911079999999|0.658433571|0|-0.116648443|-0.10949971|0.014751098|-65.97424138|8.34295348|212.8090837|186.6625065|-0.045402319|-35.02707638|0.8340962559999999|-25.67872721|74.31719486|0.459673515|378.9193385|-1052.827816|1768.2330920000002|7.376231317999999|13.65143394|30.78628757|0.015427326|1262.237791|433.2550452|1.0|1.0|0.0|2.0|3.0|23.0|-8.02|5.06|78.87|2.78|1.0|4.0|-4.98|27.0|5.0|-5.91|359.35|0.0|1.0|3.7|0.00372|1.87e-05|0.00673|0.0|9.53e-09|3.42e-06|5.81|3.4067|585.51|363.94|0.70345|0.70345|-1222.969096|5.3861|-0.20378|0.03426532|-1223.022387|1.5|5.8239|5.8239
8_a27|0|0|2.599100867|0|0|1.406757715|1.7626247169999998|0.188762686|-0.008444078|4.59511985|-0.077396262|0.039673203|-0.14212377|-0.329319041|10.93783465|0.067074515|1|1|0.004801929|-0.106814855|-0.187486926|-0.535352745|2|0.141900468|0.64927069|1|-0.078709803|-0.092265073|0.021852066|-37.50265703|10.41179748|122.0597403|106.5457267|-0.035880862|-20.94612822|0.751701834|-17.09606174|47.91445451|0.479730655|369.9216992|-615.4582227000001|989.0070768|5.016799703|9.642697094|22.74314225|0.019394143|818.753121|326.3351007|0.0|0.0|0.0|1.0|2.79|21.0|-6.28|2.48|76.46|2.19|1.0|2.0|-3.23|23.0|4.0|-6.73|303.32|0.0|1.0|2.38|178.0|0.000299|0.0907|0.0|5.2e-07|0.000158|3.96|4.1276|507.76|300.38|0.64893|0.64893|-1004.385302|3.0415|-0.21973|0.02665292|-1004.432889|6.0|8.2218|8.2218
9d_a40|0|0|0.0|0|0|0.604992329|1.839557351|0.007834411|-0.003961493|5.4161004020000005|-0.022152094|0.045555556|0.153818743|-0.146575228|10.3119722|-0.137738587|2|2|0.010101686|0.0116099239999999|0.019621984|-0.4887998529999999|0|-0.3969541689999999|0.55759121|1|-0.060319196|-0.071656839|0.010749826|-31.08478865|5.539796446|108.1468558|30.08152399|-0.031613312|-19.03015798|0.8664205709999999|-16.29154841|36.6245851|0.467275972|485.2567189|-553.912646|336.6614768|8.023385851|15.06105494|18.80327978|0.0087217999999999|639.3115126|346.9019309|1.0|0.0|1.0|0.0|3.25|20.0|-7.0|5.09|58.43|4.07|1.0|2.0|-6.13|22.0|2.0|-4.62|325.82|0.0|1.0|4.63|0.0002399999999999|2.23e-06|0.000727|0.0|1.01e-07|3.3e-05|4.7|3.3464|542.19|269.1|0.4557199999999999|0.69986|-1677.429981|6.2032|-0.20781|0.01113991|-1677.48058|107.0|6.9706|6.9706
9h_a24|0|0|2.916716427|0|0|1.428198245|1.726213624|-0.203768024|-0.002864393|5.209486153|2.01e-05|0.023854167|0.078066659|-0.105982525|10.96661419|-0.002471577|2|2|0.012380829|-0.02551563|-0.047269812|-0.207206943|2|0.183289617|0.656172477|0|-0.060337884|-0.0687348109999999|0.018457687|-28.52000725|8.724425117000001|167.2085719|54.93613103|-0.026280957|-15.35662744|0.572371258|-12.42226332|37.24443236|0.477589721|417.7355164|-422.3569529|768.1954692|5.805547147|11.11300329|21.70315707|0.031789952|737.9073405|295.8603625|1.0|0.0|0.0|1.0|2.84|22.0|-6.05|2.72|72.28|1.07|1.0|3.0|-2.83|22.0|4.0|-6.85|288.31|0.0|1.0|1.97|423.0|0.000575|166.0|0.0|8.95e-07|0.000258|1.16|4.3437|506.68|239.63|0.54606|0.61928|-945.153352|5.6654|-0.22593|0.0305020989999999|-945.200628|77.0|7.1135|7.1135
12j_a30|0|0|0.0|2|2|0.604984421|0.0|0.04148877|-0.006336585|5.351858133|-0.033312179|0.043848238|-0.02473642|-0.354848778|10.31162861|-0.075816941|1|1|0.005965451|-0.053644471|-0.09353607|-0.456342646|1|0.0060012969999999|0.7991060659999999|0|-0.073909106|-0.094132698|0.015613498|-47.76354083|10.09017681|88.51817261|101.9784021|-0.036204884|-39.31313154|0.8134611009999999|-23.39729904|57.85371764|0.476658597|544.2686362000001|-1216.65955|2258.891981|8.067697897|15.41574553|28.76265258|0.01349128|1495.657934|686.039456|1.0|0.0|1.0|1.0|4.76|17.0|-7.01|2.93|81.65|3.04|1.0|5.0|-5.66|30.0|4.0|-5.81|412.51|0.0|1.0|2.91|0.0009119999999999|7.05e-06|0.00291|0.0|9.75e-08|4.02e-05|4.14|3.4788|695.8|238.56|0.3087|0.68625|-1614.831741|4.6727|-0.1987799999999999|0.03201935|-1614.894278|9.0|8058.0|8058.0
3k_a32|1|1|3.644417045|0|1|0.609420759|0.0|-0.001009768|-0.005745086|5.973809612|-0.001250803|0.0381981979999999|-0.047167919|-0.270019022|10.31100271|-0.077097565|3|3|0.002509816|-0.050938823|-0.090775221|-0.5265375529999999|0|-0.127713677|0.7681279190000001|1|-0.0711378679999999|-0.090839907|0.0123637989999999|-40.10830541|6.970844822|80.0971996|68.92687468|-0.029575784|-28.87643819|0.78057227|-16.67514938|47.07915023|0.472646737|494.8840288|-717.0314235000001|1970.06814|6.153598893|11.6688363|21.36272325|0.012327787|918.5970998|506.658189|1.0|1.0|1.0|1.0|3.47|19.0|-7.23|5.78|110.94|2.41|1.0|3.0|-7.04|25.0|3.0|-5.01|366.5|0.0|1.0|4.75|3.3600000000000004e-05|2.47e-06|0.000904|0.0|5.86e-08|2.15e-05|3.81|3.5363|611.65|350.6|0.70268|0.70268|-1749.957584|3.2233|-0.19988|0.02654958|-1750.0122420000002|9.0|8.0605|8.0605
4f_a49|0|0|0.0|1|1|1.343848013|2.066693174|0.010266272|-0.008903208|5.4161004020000005|-0.087045007|0.038839506|-0.087861524|-0.418450768|10.92775957|0.0705130559999999|1|1|0.001714014|-0.015845165|-0.025995042|-0.46436755|2|-0.00953448|0.670594896|1|-0.102926696|-0.089955514|0.016591015|-55.88123394|9.007637695|193.615884|142.7551002|-0.033471819|-26.51573683|0.718306291|-18.1726086|64.88887164|0.437355335|400.1675422|-781.4221699|1629.651745|6.302023735|11.20071713|25.29924744|0.020905063|1087.86764|467.1194103|0.0|1.0|1.0|1.0|3.07|21.0|-6.54|3.8|80.9|2.03|1.0|3.0|-3.99|27.0|5.0|-6.6|356.38|0.0|1.0|2.85|0.0365|8.120000000000001e-05|0.0289|0.0|2.92e-07|0.000104|4.07|3.7098|575.01|268.08|0.39584|0.68474|-1179.029099|1.7833|-0.22471|0.03476467|-1179.080799|0.04|7.3979|7.3979
6f_a40|0|0|0.0|1|2|0.604893424|1.750582483|0.134099184|-0.01691341|6.401917197|-0.156988665|0.038309179|-0.122783873|-0.8287570679999999|10.30179966|-0.190617284|2|2|-0.008368734|0.048543494|0.092206207|-0.628934821|0|-0.032826285|0.742681934|1|-0.134203859|-0.130571562|0.015998475|-86.21963207|10.2782635|207.7174501|221.1408856|-0.052228625|-53.89282175|0.8628087240000001|-33.55442128|96.49789556|0.410805404|421.31181889999993|-1509.948957|3072.581297|6.993991456|11.87042702|38.88975659|0.013841059|1750.039046|593.503189|1.0|0.0|1.0|2.0|4.05|14.0|-3.67|2.66|199.45|1.1|3.0|5.0|-6.95|30.0|5.0|-6.9|457.55|1.0|0.0|2.61|5.18e-05|2.3e-05|0.0105|0.0|0.0002109999999999|0.0967|6.96|2.57|668.95|346.89|0.66642|0.69911|-2426.725129|6.2384|-203.0|0.04845403|-2426.787111|42.0|7.3768|7.3768
