molecula|SddssS|NaaNH|n9FaHRing|SaaNH|nAHRing|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|MATS7i|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|n5aHRing|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|RASA|FNSA3|FNSA5|PBF|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|RPCS|WNSA3|DPSA5|PNSA4|PNSA2|MOMI-Z|WNSA4|GeomShapeIndex|GRAV|DPSA4|FPSA5|DPSA2|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Leadlikeness|Brenk|Molar refractivity|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|pIC50|pIC50
3i_a32|0.0|1|1|2.417426304|0|0|0.6094207970000001|0.0|-0.157360524|-0.012358668|5.733341277|-0.363243817|0.05052381|-0.21362765|-0.4449120629999999|-0.0131506889999999|-0.26785886|10.3110028|3|3|-0.054335108|-0.212967423|-0.537667101|0|0.565740817|0.030060554|0.902293804|0.893827987|-0.093279684|-0.1132851459999999|0.259644227|-49.17963359|8.064907632|60.99385995|55.97682661|-0.044627482|-31.48976464|0.201037767|-25.92886531|71.27609889|-23.52884474|-776.4518766|2141.3084710000003|-12.4050588|0.732035793|5656.349227000001|30.52825775|0.021905206|1007.432506|1.0|0.0|1.0|1.0|1.0|1.0|3.1|0.13|19.0|6.76|6.29|2.0|0.0|88.28|3.0|6.0|-5.53|1.0|0.0|1.0|4.37|-5.16|6.85e-06|0.00251|4.23|0.0|0.0|1.0900000000000001e-07|3.38|3642.0|-1891.833327|-1891.811327|530.5|876.0|0.4765|340.43|418.24|0.70322|0.4765|2494.0|-0.21278|0.02199999|8.2366|8.2366
1n_a5|0.0|1|0|2.91912867|0|0|1.427557749|0.0|-0.1387762669999999|-0.007315978|4.59511985|-0.0533837329999999|0.024388889|0.002508727|-0.3365350029999999|0.004367323|-0.150600424|10.94528897|1|1|-0.00966135|-0.015850084|-0.393928416|2|0.6805709409999999|-0.087019366|0.8402078140000001|0.785210014|-0.082180848|-0.081950989|0.428980979|-47.1725036|13.27640087|63.58796786|123.2912732|-0.030493391|-27.00168194|55.29041202|-27.07741706|63.57058627|-17.50346525|-752.6490056|889.4388375|-10.04713747|0.937489579|5101.31614|27.88278228|0.028797525|1198.959638|1.0|1.0|1.0|1.0|1.0|1.0|2.88|0.05|23.0|4.41|3.99|1.0|0.0|101.77|5.0|5.0|-6.41|0.0|0.0|1.0|3.14|-4.18|6.56e-05|0.0234|2.91|0.0|0.0|8.43e-09|4.19|4.3838|-1179.209088|-1179.169527|607.15|1017.23|0.3789|282.82|481.06|0.44786|0.3789|0.6234|-0.23278|0.03956123|7.5686|7.5686
5a_a49|0.0|0|0|0.0|2|2|1.343848751|2.111324504|0.079751437|-0.009147269|5.777652323|0.007039248|0.034466231|-0.072902329|-0.493952547|0.007647515|-0.046327135|10.92976459|1|1|-0.158356406|-0.26176436|-0.51958118|2|0.66494289|0.127914587|0.855876084|0.800090055|-0.072109357|-0.0787216|0.6254267029999999|-42.1802818|16.71687776|124.92862240000002|116.9370825|-0.027311576|-26.93578408|54.35929907|-24.67330519|61.89135559|-15.97587337|-782.8177953|1887.422375|-9.345067946|0.962527525|6294.404170000001|26.32248561|0.0270848489999999|1289.801795|0.0|0.0|1.0|1.0|1.0|0.0|3.37|0.22|21.0|3.3|3.68|1.0|0.0|116.62|3.0|5.0|-6.84|0.0|1.0|1.0|2.93|-4.29|5.09e-05|0.0202|2.65|0.0|0.0|1.1900000000000001e-07|4.14|3.9219|-1311.995327|-1311.960542|625.06|1082.25|795.0|236.42|443.78|0.31953|0.0529|5.6104|-0.21238|0.03478454|7.3665|7.3665
13c_a6|0.0|1|0|3.441255118|1|1|1.424213869|0.0|-0.046663393|-0.010619065|5.351858133|-0.0122495089999999|0.040821256|0.049627353|-0.605286688|-0.003346018|0.054910284|10.95129637|1|1|-0.106686991|-0.174259072|-0.490486317|1|0.845481322|-0.167542194|0.8353837409999999|0.786809832|-0.093635525|-0.111231609|0.22875443|-63.73961873|20.79409503|157.60887419999997|145.12291069999998|-0.039875482|-51.54254258|567.1031411|-43.38886312|88.21184769|-27.1440571|-1438.635026|3135.546462|-18.47751526|0.875625075|6204.855629|35.15921372|0.018354398|1863.438327|1.0|1.0|1.0|1.0|1.0|2.0|3.61|0.16|23.0|5.38|4.57|2.0|0.0|121.6|6.0|5.0|-5.88|0.0|0.0|1.0|3.64|-5.27|5.42e-06|0.00229|4.23|0.0|0.0|3.96e-10|4.5|3.6519|-1389.39897|-1389.371325|719.8|1217.77|0.5471|206.92|596.15|0.48478|0.28|7.7129|-0.1999|0.0276450999999999|7.1367|7.1367
2_a33|0.0|1|1|3.396444161|0|0|0.609420748|0.0|0.047294725|-0.009168933|5.733341277|-0.064926835|0.039958333|-0.049900189|-0.476784502|-0.002514803|0.070526947|10.31100266|3|3|-0.083752249|-0.148024156|-0.593915758|0|0.787714775|-0.096644295|0.8799816220000001|0.8195154109999999|-0.0804186|-0.104047115|0.411881091|-49.13901703|11.27469555|103.5201191|110.28338390000002|-0.031851158|-38.84811555|44.34034244|-30.02592687|75.44970552|-19.46234551|-953.6549298|3245.244678|-11.89228027|0.8867875909999999|6067.635829|27.70055258|0.019430318|1357.327077|1.0|0.0|1.0|1.0|1.0|2.0|3.57|0.3|19.0|6.7|4.63|2.0|0.0|115.28|7.0|4.0|-6.17|1.0|0.0|1.0|3.98|-4.78|1.6800000000000002e-05|0.0069|3.72|0.0|0.0|2.13e-08|5.11|3.6281|-1920.079174|-1920.049452|655.74|1128.98|0.2911|341.74|525.38|0.70205|0.2911|4.2519|-0.19979|0.02972182|8.2596|8.2596
12az_a36|0.0|1|0|3.465535084|2|2|1.297042831|0.0|-0.196183836|-0.009570959|5.351858133|-0.040156368|0.040566449|0.078817323|-0.593399474|0.000482522|-0.024018255|10.95957115|1|1|-0.176729938|-0.289604649|-0.387734368|1|0.884226781|-0.021825174|0.858971809|0.819163613|-0.071762413|-0.10786263|0.411597359|-50.28669997|24.36575918|60.11023222|126.71905359999998|-0.033474609|-52.96429617|8.104966044|-35.23783652|99.82512582|-23.45695404|-1360.503334|2455.7577530000003|-16.43719536|0.861843195|6700.839465|40.17530387|0.034594361|2330.167624|1.0|0.0|0.0|1.0|1.0|2.0|4.96|0.21|17.0|2.83|1.9|1.0|0.0|136.74|7.0|6.0|-7.13|0.0|0.0|0.0|1.75|-4.15|7.13e-05|0.0315|2.62|0.0|0.0|1.6100000000000005e-07|2.68|3.6095|-1461.990465|-1461.962459|737.12|1252.18|0.4383|319.03|576.54|0.69385|0.0146|6.3778|-0.19846|0.02800521|7.2366|7.2366
17a_a25|0.0|0|0|0.0|0|0|1.373200859|1.826085128|0.0055894319999999|-0.004137083|4.727387819|-0.036457743|0.043274232|-0.017081614|-0.248224991|0.0063846319999999|-0.0688716509999999|10.93106298|1|1|-0.047099434|-0.07654898|-0.362222339|2|0.6741827509999999|0.0114970419999999|0.8005589320000001|0.874586929|-0.06234901|-0.079378741|0.348821736|-44.46905084|9.033070252|93.75234138|89.44809639|-0.0297670279999999|-40.379488|80.30332825|-31.71656603|67.57985355|-21.2306737|-1188.917727|2432.071525|-15.142307999999998|0.882500365|6250.571217000001|28.08362601|0.015373381|1572.683056|1.0|1.0|1.0|1.0|1.0|1.0|3.48|0.11|27.0|4.83|5.31|2.0|0.0|131.06|7.0|4.0|-6.18|0.0|0.0|1.0|4.04|-5.13|7.44e-06|0.00323|3.9|0.0|0.0|1.05e-10|6.04|3.9347|-1391.625102|-1391.588873|747.06|1271.9|0.4076|235.34|598.67|0.35172|0.1735|3.4677|-0.21559|0.0362293|7.6021|7.6021
1k_a5|0.0|1|0|2.9020229360000003|0|0|1.427567903|0.0|-0.216088148|-0.0030192829999999|4.59511985|-0.064652321|0.026339869|-0.095857885|-0.120771321|0.003886035|-0.145151027|10.9489659|1|1|0.019611905|0.045204303|-0.254495542|2|0.567806811|-0.022280685|0.851987765|0.7836926809999999|-0.078995018|-0.074297856|0.425724957|-40.40908188|5.571869083999999|165.11680719999998|110.6497654|-0.0301207529999999|-19.44172742|0.498979532|-20.67084672|47.83775802|-15.40795854|-570.0944662|824.0133397999999|-7.881781385|0.929220303|4479.484358|21.25369168|0.019219352|786.3865923|1.0|1.0|0.0|1.0|1.0|1.0|2.71|0.0|23.0|4.88|4.76|0.0|0.0|90.44|3.0|4.0|-5.99|0.0|1.0|1.0|3.42|-4.3|4.970000000000001e-05|0.0157|3.16|0.0|0.0|4.99e-09|3.1|4.4063|-1050.548505|-1050.51717|533.8|890.76|0.6242|262.56|398.63|0.53086|0.1239|1.5911|-0.22504|0.03133456|7.3188|7.3188
12aq_a36|0.0|1|0|3.427017327|2|2|1.297043497|0.0|0.0332421529999999|-0.0116333169999999|5.351858133|-0.135770278|0.041728395|0.076517478|-0.674732412|-0.006653538|-0.1031859869999999|10.95447882|1|1|-0.052743904|-0.090926893|-0.5356623070000001|1|0.892815402|-0.047695595|0.89459881|0.681470612|-0.1093001919999999|-0.122078233|0.162384515|-73.0277723|14.29132551|86.6958382|212.8220574|-0.042953452|-54.49698711|112.415579|-48.79273723|95.39676382|-28.69889692|-1549.740434|2906.024504|-19.17486584|0.743623723|6296.75201|37.66374367|0.020701483|2033.842158|0.0|0.0|0.0|1.0|0.0|3.0|4.83|0.13|17.0|1.92|0.98|1.0|0.0|131.85|6.0|5.0|-7.79|0.0|0.0|0.0|1.15|-3.45|0.000359|152.0|1.55|0.0|0.0|7.19e-07|3.88|3.3759|-1401.669694|-1401.637414|703.04|1190.22|0.4988|317.51|534.96|0.6933199999999999|0.0059|6.7649|-0.19967|0.03228003|7.2596|7.2596
12bd_a36|0.0|1|0|3.497517322|2|2|1.297043358|0.0|-0.051990612|-0.006695407|5.351858133|-0.045630197|0.04625323|0.025649557|-0.4017244129999999|0.003676818|-0.030990165|10.94639828|1|1|-0.101854847|-0.169994208|-0.436345273|1|0.902377067|-0.047786573|0.833398429|0.832478093|-0.071083327|-0.099460046|0.279020022|-46.92083391|11.7156452|83.92365468|110.578217|-0.035521445|-43.33557909|0.0|-30.9716039|75.7932235|-23.44707102|-1313.035977|2403.371086|-15.47699253|0.905749421|5957.939097|29.96655829|0.015363883|1678.127264|1.0|0.0|0.0|1.0|0.0|2.0|4.95|0.21|17.0|3.76|2.5|1.0|0.0|133.68|5.0|4.0|-6.38|0.0|1.0|1.0|2.42|-4.6|2.5e-05|0.0102|3.41|0.0|0.0|4.55e-08|3.79|3544.0|-1311.591775|-1311.560669|706.26|1200.23|0.4467|319.66|568.94|0.69411|0.0058|5.7533|-0.19826|0.03110617|7.7696|7.7696
12ab_a30|0.0|0|0|0.0|2|2|0.604983638|0.0|-0.026189286|-0.008528077|5.351858133|-0.030346359|0.043854875|0.018023992|-0.520212725|0.003529389|0.038312857|10.31162784|1|1|-0.12254489|-0.207153446|-0.384942092|1|0.8397577820000001|0.026596859|0.855880335|0.7997534890000001|-0.082740301|-0.1008879709999999|0.4605456229999999|-58.23149599999999|22.23130678|119.79740259999998|140.93076580000002|-0.031859359|-49.97135112|0.0|-40.9825333|92.49334877|-22.42218278|-1278.064418|2618.234172|-15.78042667|0.856003642|6918.884105|37.1257096|0.030534507|2116.165447|1.0|0.0|1.0|1.0|1.0|1.0|4.87|0.21|17.0|3.94|2.63|2.0|0.0|140.26|7.0|6.0|-6.39|0.0|0.0|0.0|2.52|-5.0|9.94e-06|0.00456|3.81|0.0|0.0|1.47e-07|3.34|3.4919|-1804.824495|-1804.79081|753.75|1275.19|0.1957|258.2|613.7|0.46561|0.1511|6.9089|-0.19672|0.03368522|7.7825|7.7825
4S4l_a46|0.0|0|0|0.0|1|1|1.134637095|2.155247543|-0.058870177|-0.004736212|5.587248657999999|-0.075241716|0.049498645|-0.067419714|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|1|1|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.7940662409999999|-0.229089688|0.762625193|0.894782107|-0.090807851|-0.084663086|0.213675946|-49.45536962|3.888872426|178.19783940000002|57.30330315|-0.029881089|-25.11158939|0.0|-26.93416438|49.6055056|-16.27370639|-829.959026|1744.8220399999998|-8.862913904|0.884798257|4920.211524|18.5362581|0.006420439|945.3491632|1.0|1.0|1.0|1.0|1.0|1.0|3.92|0.36|17.0|4.64|5.02|1.0|0.0|105.77|3.0|3.0|-5.23|0.0|1.0|1.0|4.08|-5.11|7.78e-06|0.0027|4.49|0.0|0.0|9.980000000000001e-08|4.99|4.1414|-1092.753999|-1092.727031|583.76|1040.96|0.2586|234.25|500.66|0.57885|0.0614|2.5083|-0.19647|0.02696794|6.5834|6.5834
14ab_a23|0.0|0|1|0.0|0|0|1.197962873|3.4171257980000003|0.065530542|-0.0050415|5.351858133|-0.028841865|0.04314059|0.021287386|-0.287365522|0.013012022|0.010803172|10.313217300000002|2|2|-0.074579388|-0.13397874|-0.449699921|2|0.725358161|-0.05990912|0.8072028240000001|0.92422233|-0.051974369|-0.076243539|0.20155691|-35.59605095|12.31039874|40.23721489|51.89838547|-0.031648261|-35.76253038|82.79560776|-24.37891748|61.60741239|-21.67516705|-1148.783854|2332.352369|-14.84482393|0.885272615|6654.62616|27.16741043|0.013710439|1439.872753|0.0|0.0|1.0|1.0|1.0|1.0|3.63|0.12|26.0|4.4|4.63|2.0|1.0|130.22|5.0|4.0|-5.92|0.0|0.0|0.0|4.12|-5.55|2.81e-06|0.00123|4.31|0.0|0.0|6.9799999999999995e-09|4.1|3.6587|-1708.563399|-1708.543268|719.66|1238.27|0.3893|338.88|595.23|0.66532|0.3893|5.9624|-0.21924|0.02013145|8.4012|8.4012
47k_a18|0.0|0|0|0.0|1|1|1.25117623|0.0|0.029145635|-0.0067578909999999|4.844187086|-0.0605329409999999|0.033777778|-0.017736343|-0.5135996820000001|0.003047962|-0.02822032|10.94702256|0|0|-0.279965025|-0.421027889|-0.451417954|0|0.762665453|-0.014398731|0.753132457|0.8309354040000001|-0.065324278|-0.088346874|0.3533268229999999|-51.59195677|11.91029894|20.66242736|133.5242222|-0.030255779|-55.10689702|58.77865447|-40.74641317|84.23875372|-23.89547793|-1744.369889|2009.418849|-18.87222501|0.877042091|7575.637462000001|33.40602576|0.018313855|2438.639881|1.0|1.0|1.0|1.0|1.0|2.0|4.66|0.3|18.0|2.39|3.17|3.0|2.0|154.86|11.0|4.0|-6.41|0.0|0.0|0.0|2.53|-5.33|4.65e-06|0.0023899999999999|4.26|1.0|1.0|3.6099999999999997e-09|8.45|3.0948|-1664.756029|-1664.728002|842.29|1492.36|0.5920000000000001|400.63|793.48|0.69823|0.5920000000000001|4.1818|-0.17135|0.02802749|7.5376|7.5376
12h_a36|0.0|1|0|3.468184524|2|2|1.297043828|0.0|-0.128701804|-0.0086750619999999|5.351858133|-0.041228471|0.039061728|0.059920602|-0.503153567|0.00127667|-0.003014954|10.96020037|1|1|-0.1430106119999999|-0.239932418|-0.410826531|1|0.8913597320000001|-0.089459459|0.87043328|0.819614525|-0.073572836|-0.10720355|0.3726296|-48.17643878|18.27258858|82.11195464|118.1187282|-0.035734517|-45.96672487|1.413982241|-31.5465515|87.85958486|-23.39942087|-1263.568727|2391.856014|-15.32224162|0.8675704009999999|6159.17335|35.1736357|0.026971557|1899.376328|1.0|0.0|0.0|1.0|0.0|2.0|4.8|0.17|17.0|2.77|1.89|1.0|0.0|130.24|6.0|5.0|-6.93|0.0|0.0|0.0|1.81|-4.07|8.499999999999999e-05|35.0|2.65|1.0|0.0|2.03e-07|2.92|3.4554|-1347.481013|-1347.451759|697.29|1177.89|0.5756|238.44|535.67|0.34589|0.0056|6754.0|-0.1926|0.02925492|7.8539|7.8539
19_a34|0.0|0|0|0.0|1|1|1.438829424|1.898101852|-0.068004837|-0.013066507|5.351858133|-0.169170251|0.044107744|-0.189862762|-0.5357267960000001|-0.00802652|-0.143343425|10.95957634|1|1|-0.255220734|-0.401414514|-0.469568766|1|0.866604574|-0.0235903339999999|0.8582665429999999|0.6399024520000001|-0.112877411|-0.1255804019999999|0.308793959|-56.30608209|19.74799697|131.5318459|179.6256831|-0.039656969|-31.24772528|470.4453529|-28.08688512|77.38527508|-19.78189027|-751.7118302|1537.244187|-9.86770272|0.877434994|4496.516479|29.86894781|0.029554695|1135.020017|0.0|1.0|0.0|1.0|1.0|1.0|3.07|0.18|17.0|2.69|2.31|0.0|0.0|83.95|3.0|5.0|-7.01|0.0|1.0|1.0|2.1|-3.15|0.000704|218.0|1.66|0.0|0.0|9.42e-06|2.7|4.1721|-1046.606458|-1046.5747720000002|538.96|882.87|0.2189|297.18|421.62|0.6897300000000001|0.2189|3.4272|-0.20251|0.03168624|6.0044|6.0044
12bh_a36|0.0|1|0|3.50075137|2|2|1.297043258|0.0|-0.052761366|-0.006687484|5.351858133|-0.047482048|0.044197531|0.001012669|-0.401249012|0.003676818|0.075747971|10.94728093|1|1|-0.101854847|-0.169994208|-0.43574839|1|0.902377067|-0.0591586759999999|0.833398429|0.833491953|-0.070687668|-0.09959401|0.317612728|-47.04367494|11.73109101|83.08294358|110.81353529999998|-0.035569289|-44.11115058|0.0|-31.30825225|76.46867897|-23.6718811|-1325.625342|2437.805332|-15.75398235|0.930697921|5957.443236|30.2209316|0.015307571|1692.3721690000002|1.0|0.0|0.0|1.0|0.0|2.0|4.95|0.21|17.0|3.76|2.5|1.0|0.0|133.68|5.0|4.0|-6.38|0.0|1.0|1.0|2.42|-4.6|2.5e-05|0.0102|3.41|0.0|0.0|4.55e-08|3.79|3.6255|-1311.589612|-1311.558898|715.94|1208.61|0.4386|319.46|575.23|0.69377|11.0|5.8338|-0.20168|0.03071385|7.8539|7.8539
1g_a5|0.0|1|0|2.942391606|0|0|1.4275159730000002|0.0|-0.203595168|-0.003919036|4.59511985|-0.010620031|0.027447447|-0.011534568|-0.172437603|0.00683534|-0.132678208|10.94875199|1|1|-0.010807075|-0.0178558139999999|-0.242737126|2|0.74740095|-0.067172264|0.8393686990000001|0.8659209659999999|-0.070108797|-0.074361785|0.39389953|-37.59983870000001|10.9506874|74.51397212|71.90752413|-0.027205531|-21.388323|0.589719781|-20.16505667|54.34919851|-14.59051668|-598.211184|832.7655896000001|-7.824996219|0.891486942|4639.260975|23.76563316|0.02697793|974.3909596|1.0|1.0|1.0|1.0|1.0|1.0|2.79|0.05|23.0|4.5|4.21|0.0|0.0|96.98|4.0|4.0|-6.15|0.0|1.0|1.0|3.09|-4.2|6.29e-05|0.0206|3.03|0.0|0.0|7.190000000000001e-09|2.61|4.1733|-1065.846194|-1065.818889|572.15|961.17|0.1769|259.26|448.93|0.4386899999999999|0.0504|3.4883|-0.20972|0.02730461|6.9393|6.9393
11_a4|0.0|0|0|0.0|1|1|0.626711769|2.159635561|-0.20567828|-0.001098364|5.4161004020000005|0.032861655|0.03617284|-0.017835936|-0.056016567|0.011277653|-0.073554945|10.33765061|1|1|-0.0278843589999999|-0.046906237|-0.145254541|2|0.6575743310000001|-0.007574475|0.875868891|0.930113409|-0.054262142|-0.06530408|0.4523305489999999|-31.35942689|5.395547437|12.88007087|40.38918044|-0.023620625|-21.81135655|59.55648883|-18.12338426|44.63993001|-13.65094004|-641.5941818|1640.559148|-7.889214068999999|0.924411925|5425.1341090000005|18.0546182|0.011937709|848.5670554999999|1.0|1.0|1.0|1.0|1.0|0.0|3.31|0.23|21.0|4.97|5.22|2.0|0.0|111.64|4.0|3.0|-5.74|0.0|0.0|1.0|4.16|-4.97|1.06e-05|0.00395|3.99|0.0|0.0|8.89e-09|3.2|3.78|-1467.463842|-1467.440475|630.04|1071.03|151.0|252.67|479.99|0.4444|0.0403|4187.0|-0.2146699999999999|0.02336674|6.9586|6.9586
14_a4|0.0|0|0|0.0|1|1|1.399909181|1.947126795|-0.2248919089999999|-0.001935612|5.4161004020000005|-0.04986736|0.0409444439999999|-0.0135414919999999|-0.069682036|0.009588001|-0.08389836|10.94612798|1|1|-0.016862096|-0.039321879|-0.199315317|1|0.507307223|0.204594017|0.843811017|0.8510382459999999|-0.065776751|-0.071074269|0.218112446|-29.91067393|5.933038407000001|12.12963775|67.73740575|-0.03015272|-14.69670456|85.72299913|-13.60128622|39.49511556|-13.71135194|-452.4746139|1378.961008|-6.23496557|0.6701974079999999|3944.638539|17.84270058|0.015779688|588.8091192|1.0|0.0|0.0|1.0|0.0|0.0|3.14|0.06|17.0|3.59|4.09|0.0|0.0|80.09|2.0|3.0|-5.8|0.0|1.0|1.0|3.2|-3.97|0.000106|0.0295|3.09|0.0|0.0|1.95e-06|3.22|4.2312|-918.9507745|-918.9304744|475.32|794.51|0.1864|274.1|353.16|0.53298|0.1067|2.3797|-0.2102|0.020300099|5.8794|5.8794
6b_a31|0.0|1|0|3.404988662|1|1|0.610136262|0.0|0.052690797|-0.016070861|5.733341277|-0.178758575|0.037803618|0.11647286|-0.787472195|-0.011483229|-0.032090772|10.31169819|2|2|-0.002840672|-0.004825446|-0.57983695|0|0.838789705|-0.084489161|0.841537966|0.627853074|-0.12081047|-0.1284626569999999|0.146652651|-73.70779766|20.12924648|159.79549319999998|227.0509355|-0.045675611|-47.81835367|101.4993391|-44.96993859|93.1058799|-27.86719323|-1254.023695|2063.736075|-17.0020813|0.925676135|6099.567787|37.35947255|0.024142162|1681.1762649999998|1.0|1.0|1.0|1.0|1.0|2.0|3.55|0.1|22.0|5.19|4.0|1.0|0.0|109.69|4.0|5.0|-6.5|0.0|0.0|1.0|3.3|-4.66|2.18e-05|0.00883|3.2|0.0|0.0|4.67e-08|4.61|3.2949|-1652.671944|-1652.635711|637.06|1077.19|0.4967|376.29|492.36|0.7013199999999999|0.4967|5.9085|-0.1918|0.03623358|7.2676|7.2676
10_a4|0.0|0|0|0.0|1|1|1.343863662|2.146166934|-0.180140166|-0.002959121|5.4161004020000005|0.005483539|0.038699764|0.00941601|-0.159792527|0.01107733|-0.122141977|10.92992762|1|1|-0.083887216|-0.132895939|-0.241683916|2|0.6990620390000001|-0.150288496|0.861225169|0.921653019|-0.051015897|-0.079432495|0.43000216|-29.52653193|8.440134933|39.48408698|45.34497624|-0.027007048|-26.60798798|64.26218096|-17.08910641|54.09964719|-15.63090193|-781.5450965|2064.276654|-9.046715915|0.945033425|5598.949417|20.99433004|0.014040792|1049.716502|1.0|1.0|1.0|1.0|1.0|0.0|3.46|0.26|21.0|4.93|4.81|2.0|0.0|111.38|4.0|4.0|-5.83|0.0|1.0|1.0|3.9|-4.85|1.4e-05|0.00519|3.85|0.0|0.0|8.51e-09|3.34|3.6465|-1183.812875|-1183.790554|619.99|1083.65|0.1792|249.6|470.02|0.4662|0.0176|1.4517|-0.2025|0.02232068|7.0555|7.0555
12a_a30|0.0|0|0|0.0|2|2|0.604984824|0.0|0.033691224|-0.006711725|5.351858133|-0.02919335|0.040166667|-0.096804291|-0.3557214489999999|0.005050384|0.009586623|10.31162903|1|1|-0.053309522|-0.094526372|-0.454270252|1|0.8421237309999999|-0.171895425|0.842671963|0.836214716|-0.07699057|-0.097138462|0.337975309|-47.73588073|10.10177981|85.47365107|101.5505506|-0.037665934|-37.34272719|0.0|-29.59731695|69.45678454|-23.35372432|-1144.332492|2256.680391|-14.47983299|0.88607758|5936.682602000001|29.00398472|0.014884556|1421.195251|1.0|0.0|1.0|1.0|0.0|1.0|4.65|0.14|17.0|3.84|2.62|2.0|0.0|127.28|5.0|4.0|-5.98|0.0|0.0|0.0|2.63|-4.85|1.4e-05|0.0056|3.87|0.0|0.0|2.3100000000000002e-07|3.82|3.4885|-1575.7783980000002|-1575.745502|668.81|1122.01|0.1866|245.76|507.17|0.35338|0.1511|4.1875|-0.19994|0.03289568|7.9469|7.9469
A7701_a51|0.0|1|0|2.9690728930000003|0|0|1.390164251|0.0|-0.221071791|-0.002377784|4.59511985|-0.0162614089999999|0.031405229|0.070581466|-0.0927335619999999|0.008062393|0.058290286|10.93031118|1|1|0.036217274|0.061434294|-0.22798944|2|0.7078647990000001|-0.0533751959999999|0.8092075540000001|0.865114773|-0.071384149|-0.078131694|0.514530959|-32.97926236|3.420720075|146.2104641|62.31656919|-0.030384547|-16.67652408|0.0|-15.23632002|41.87351682|-14.03756956|-505.3525041|1108.114062|-6.485314917999999|0.7251817340000001|4153.310077|17.56790307|0.012504214|632.4445105000001|1.0|1.0|0.0|1.0|1.0|1.0|2.66|0.06|21.0|4.46|4.0|0.0|0.0|87.52|2.0|3.0|-5.82|0.0|1.0|1.0|3.12|-4.17|6.790000000000001e-05|0.0195|3.14|0.0|0.0|2.62e-08|||||||||||||||7.6021|7.6021
5d_a40|0.0|0|0|0.0|0|1|0.6049133329999999|1.601200869|-0.071479892|-0.005662681|6.167516491000001|0.0418378229999999|0.044526749|-0.1031436519999999|-0.1868684619999999|0.007200253|0.2078052269999999|10.31198333|2|2|-0.0038660009999999|-0.009744685|-0.399968083|0|0.496945486|0.0451110059999999|0.877722972|0.754010052|-0.086193996|-0.094277694|0.049855551|-39.55506228|10.10860823|181.4728912|112.88660690000002|-0.0377110779999999|-19.85450535|53.85026982|-18.15211073|49.97858532|-17.30589257|-519.1767771000001|511.3769101|-7.94180214|0.922825231|4051.712713|21.3342049|0.014630084|640.0261471|1.0|0.0|1.0|0.0|0.0|0.0|3.02|0.21|14.0|4.08|3.64|0.0|1.0|74.11|3.0|4.0|-5.94|0.0|1.0|1.0|3.1|-3.82|0.000152|0.0436|2.98|0.0|0.0|4.7600000000000005e-05|4.61|3.7374|-1276.833831|-1276.817151|473.48|765.69|0.4493|331.74|365.74|0.69613|0.4493|7.0422|-0.2164699999999999|0.01667985|7.7212|7.7212
12b_a40|0.0|0|0|0.0|0|0|0.604989475|1.713497417|0.084915315|-0.004650218|5.4161004020000005|-0.011794908|0.04020202|0.1744506639999999|-0.158107422|0.00779293|0.107454819|10.31197236|2|2|0.023952313|0.038336814|-0.513870527|0|0.58925219|-0.227384615|0.7818091140000001|0.955647156|-0.065048707|-0.074921647|0.2160572999999999|-37.05091872|6.17734692|80.72126798|25.26281742|-0.0338355829999999|-24.3068084|48.17000329|-21.10373336|48.54667776|-19.27231874|-597.4418808999999|860.5059425000001|-10.97726831|0.979579799|5933.385347|22.49258909|0.010309671|697.2702616|0.0|0.0|1.0|1.0|0.0|0.0|3.26|0.0|20.0|6.58|6.74|2.0|0.0|101.78|2.0|2.0|-4.09|1.0|0.0|1.0|5.79|-7.11|7.82e-08|3.2500000000000004e-05|6.68|0.0|1.0|4.08e-09|6.27|3407.0|-3016.999329|-3016.9868100000003|576.38|960.94|306.0|363.91|490.5|0.69476|306.0|4.5528|-0.22546|0.01251873|7.3979|7.3979
