molecula|TASA|SRW09|nAHRing|PPSA1|nFaHRing|SRW07|AATSC1s|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|log P|Total Energy (water) (Hartree)|pIC50
18c_a30|484.1740985|7.412764017000001|2|144.5043388|0|5.351858133|-0.118776867|0.00427|0.0221|4.54|-1744.500825|7.9208
17g_a50|614.4183967|7.934155233999999|2|166.8756987|1|5.82008293|0.052557574|0.0148|0.0059|3.22|-1335.976491|6.6091
12y_a30|569.8856940000001|7.412764017000001|2|120.7628216|0|5.351858133|-0.037335306|0.00039|0.00148|4.45|-1654.41361|7.6576
12j_a36|563.0803357000001|7.412764017000001|2|148.06163930000002|0|5.351858133|-0.0446165029999999|0.0061|0.0132|3.37|-1670.448063|8.0
1g_a5|464.3994751|6.605297921|0|207.0502037|0|4.59511985|-0.010620031|0.0304|0.0206|2.61|-1065.846194|6.9393
8f_a12|494.2940092|6.580639137|1|91.98952021|1|4.59511985|-0.062406088|0.000735|0.00211|4.19|-1481.146454|6.1898
12bf_a36|437.4108773|7.412764017000001|2|189.6959033|0|5.351858133|-0.119979424|0.0424|0.0201|3.66|-1431.413697|8.2218
1a_a18 (SB-431542)|352.3666367|7.423568444|1|146.3942108|0|5.351858133|-0.175408303|0.0116|0.0218|4.57|-1292.588031|6.9031
13d_a6|536.999346|7.412764017000001|1|157.0011174|0|5.351858133|-0.0122495089999999|0.000471|0.00229|4.5|-1389.403308|6.4437
8a_a50|433.9235497|7.860570786|1|125.2985144|1|5.777652323|-0.021959577|0.0433|0.0234|2.69|-1006.671867|7.3279
14c_a22|623.8702703|6.842683282|0|243.5598613|1|4.727387819|-0.018518519|0.00618|0.0107|4.79|-1460.602657|6.8153
25_a47|477.748546|6.86171134|0|228.3393366|1|4.727387819|-0.1084905069999999|0.00417|0.00626|4.78|-1735.414386|7.8
11a_a31|245.6599349|7.773594467000001|1|133.6139513|0|5.733341277|-0.259732443|0.00506|0.0531|3.97|-1441.452616|6.7212
12e_a36|533.058116|7.412764017000001|2|151.9654247|0|5.351858133|-0.043085717|0.0274|0.02|3.48|-1272.2668210000002|7.8539
3a_a49|426.893216|7.535296702|1|181.6875706|1|5.4161004020000005|-0.072328354|0.3379999999999999|193.0|3.16|-1254.012043|7.1938
10_a3|346.1193167|6.823286122000001|0|135.8581743|1|4.727387819|-0.1152010919999999|0.0155|0.0443|1.64|-1288.190838|5.1
12z_a30|579.3226647000001|7.412764017000001|2|256.7627363|0|5.351858133|-0.026703371|0.00113|0.00456|3.34|-1804.814868|7.3615
12av_a36|524.1323793|7.412764017000001|2|228.5327731|0|5.351858133|-0.081537769|128.0|0.0997|4.5|-1440.988179|7.4089
47p_a18|616.5234972999999|7.03438793|1|134.3699001|0|4.844187086|-0.04760181|0.000998|0.0025|7.98|-1493.759811|7.1938
13g_a6|607.1336751|6.842683282|0|184.0026638|1|4.727387819|0.004767264|0.0012|0.0038|3.83|-1386.611265|6.9245
19a_a38|446.57675660000007|7.412764017000001|2|152.5362948|0|5.351858133|-0.082283951|29.0|0.0272|3.41|-1332.186327|8.0106
20_a4|441.9318823|7.535296702|1|171.5531319|0|5.4161004020000005|-0.00123671|0.1|0.0388|2.73|-934.2489802|6.1898
6f_a40|421.31181889999993|8.421342866|1|88.13890599|1|6.401917197|-0.156988665|5.18e-05|0.0105|6.96|-2426.972609|7.3768
17_a15|674.5333498|0.0|0|265.6831633|0|0.0|-0.071708785|0.00052|0.00099|6.89|-1413.897695|7.9208
12w_a30|584.3729039|7.412764017000001|2|131.7949495|0|5.351858133|-0.0316452179999999|0.000123|0.0004269999999999|5.08|-2494.966575|7821.0
16_a47|358.566882|6.605297921|0|156.55227280000005|1|4.59511985|-0.1246612469999999|0.0154|13.0|2.95|-1167.046301|9.0
14e_a23|644.0923882999999|7.423568444|0|141.6222839|1|5.351858133|-0.272389934|0.000198|0.000773|4.2|-1966.96594|8.5214
23_a10|648.2471057|7.535296702|1|169.14354509999998|1|5.4161004020000005|0.012558932|0.00193|0.000923|3.9|-1470.1960279999998|6.1249
8d_a12|477.4206699|6.580639137|1|92.36749461|1|4.59511985|-0.048642535|0.0093|0.0085799999999999|3.53|-1138.296407|7.6021
12f_a40|502.7764322|7.515889085|0|148.3785764|1|5.4161004020000005|-0.015621373|0.0001|0.0003819999999999|4.77|-2212.359379|6.4202
17a_a25|623.7797651000001|6.842683282|0|174.0415044|1|4.727387819|-0.036457743|0.00325|0.00323|6.04|-1391.625102|7.6021
3d_a12|439.1353855|0.0|1|115.96727140000002|0|0.0|-0.053022041|0.0945|0.0385|3.1|-1006.727999|7.6021
AKLKII_a46|397.2168972|6.605297921|0|108.05343229999998|1|4.59511985|-0.030657|166.0|0.0764|||6.7423
18_a31|426.0718665|7.401841579|0|130.6137795|0|5.351858133|-0.138136629|0.00862|86.0|4.81|-1465.528656|6.8861
21_a34|453.8692584|8.002694162000001|2|182.341897|0|5.860786223|-0.091664226|0.0138|0.0085|7.78|-1483.3359380000002|5.4737
27a_a34|421.319507|7.412764017000001|1|164.80691819999998|0|5.351858133|-0.456594848|0.00504|0.0159|7.38|-1861.741982|6.6198
13_a15|558.6934137000001|0.0|1|154.4025434|0|0.0|-0.031457366|0.000214|0.000357|5.04|-1450.756042|8.2218
18_a20|506.6038164|6.842683282|0|125.81822920000002|1|4.727387819|-0.12050413|0.00107|0.0029|5.35|-1352.364724|7.4685
47i_a18|559.3312455|7.03438793|1|96.90318745|0|4.844187086|-0.066917145|0.0029|0.00735|7.37|-1416.260696|7.7212
13_a1|395.1486144|7.423568444|1|169.6632599|0|5.351858133|-0.144782061|0.0192|17.0|3.17|-1238.395767|6585.0
17b_a25|668.9067217|6.842683282|0|208.6205329|1|4.727387819|-0.002108117|0.00218|0.00394|5.89|-1483.873254|6.9957
6_a4|526.7333132|7.535296702|1|103.3523757|1|5.4161004020000005|0.010164572|0.0043799999999999|0.00274|4.11|-1108.585859|5.8861
5_a15|649.9369163|0.0|0|365.1095806|0|0.0|-0.044921287|0.000304|0.000967|4.36|-1470.816175|7.8861
18d_a25|705.8822532|6.842683282|0|182.1982146|1|4.727387819|0.024310576|0.00026|0.0013599999999999|4.56|-1806.848384|6.6345
3_a27|446.4308003|6.605297921|0|137.8189165|1|4.59511985|-0.096132106|0.0658|0.0339|4.92|-1081.905135|8.3979
7h_a8|444.4294792|7.05012252|0|61.77519141|0|4.844187086|-0.073219554|0.00078|0.00118|6.81|-1285.182226|4.9788
3o_a32|483.0270239|7.773594467000001|1|123.9047338|1|5.733341277|-0.014299905|0.00072|0.00714|2.35|-1805.504508|6.6198
13_a4|474.9422962|7.535296702|1|67.30306705|0|5.4161004020000005|-0.019846488|0.0235|0.0108|3.87|-898.3562912999998|5.3979
2_a4|312.82106489999995|6.605297921|1|66.09827364|0|4.59511985|-0.103346554|1.67|434.0|2.46|-819.9326497000001|7.5086
3t_a32|523.3947687|7.765993078999999|0|199.2870037|1|5.733341277|-0.0338714389999999|0.00013|0.00462|5.5|-1864.708995|8.0458
14ac_a23|703.0989434999999|7.423568444|0|145.1421706|1|5.351858133|-0.4422550999999999|2.69e-05|0.000123|4.93|-2304.001319|8.3851
2_a49|414.5350312|7.535296702|1|145.02405359999997|1|5.4161004020000005|-0.03981057|0.0955|0.0421|1.79|-1046.018455|7.2291
9i_a40|418.7133986|7.515889085|0|71.03556427|1|5.4161004020000005|-0.105556952|0.00147|0.00603|3.2|-1273.334714|5.9031
36_a18|572.70209|7.03438793|2|133.8265619|0|4.844187086|-0.020339784|0.000975|0.00242|7.75|-1493.686737|7.4949
17b_a50|648.4900322000001|7.934155233999999|1|136.82673369999998|1|5.82008293|0.013050204|0.00763|0.0052|3.77|-1337.1910779999998|6.9136
4l_a46|504.7020036|7.825245291|1|65.93290984|0|5.587248657999999|-0.075241716|0.00182|0.0027|4.99|-1092.745692|7.0088
5e_a40|411.0778166|8.149890544|0|84.47727896|1|6.167516491000001|0.0601021459999999|0.00505|0.0169|4.99|-1637.197299|7.6021
15a_a22|588.2800507999999|6.842683282|0|201.7850124|1|4.727387819|-0.052476637|0.00945|0.00881|4.98|-1368.35331|6.8447
8_a15|498.6196971|0.0|0|280.62296039999995|0|0.0|-0.044406425|0.00206|0.00562|3.36|-1223.704913|6.9666
15b_a10|631.9674549|7.535296702|1|226.0501037|1|5.4161004020000005|0.024214591|0.0185|0.00943|2.74|-1317.766641|7.0706
4_a4|480.8472306|7.535296702|1|106.2816773|1|5.4161004020000005|0.0159331539999999|0.0248|0.00877|3.24|-1029.960398|7.1079
16h_a32|507.7688359|7.765993078999999|0|167.7935207|1|5.733341277|-0.098975084|0.000136|0.0073599999999999|4.54|-1955.99895|8.0655
14a_a25|558.2652611000001|6.842683282|0|126.8576588|1|4.727387819|-0.05112778|0.0016899999999999|0.00215|5.79|-1352.298438|6684.0
12ag_a36|471.0269757|7.412764017000001|2|152.06382680000002|0|5.351858133|-0.084341564|0.0515|0.0278|3.41|-1332.185403|7.7696
15_a31|301.452236|7.765993078999999|1|190.5463457|0|5.733341277|-0.134784483|18.0|0.0931|3.9|-1460.900291|5.9586
14aa_a23|629.3423691|7.423568444|0|138.4803717|1|5.351858133|-0.026892547|0.000259|0.00123|4.1|-1708.5626|8451.0
3c_a12|426.9566009|6.555356892000001|1|148.9927848|0|4.59511985|-0.058516436|0.0194|0.0318|2.56|-1327.498519|7699.0
41_a47|464.8854878|6.842683282|0|195.8852341|1|4.727387819|-0.072088843|0.0929|0.0436|2.41|-1162.492089|8.0
3n_a32|482.963897|7.773594467000001|1|201.8383309|1|5.733341277|-0.01504795|0.000424|0.0047|2.57|-1825.378576|7.6778
14s_a23|595.0854952000001|7.423568444|0|144.457092|1|5.351858133|-0.022580082|0.000334|0.00126|4.1|-2089.521231|8.5482
12aw_a36|452.6513136|7.412764017000001|2|160.8550748|0|5.351858133|-0.115864198|0.0424|0.0201|3.66|-1431.404673|8.0458
7l_a46|437.65027010000006|7.727094485|1|156.9538706|0|5.533389489|0.017668261|0.1939999999999999|0.0548|2.42|-915.6081232|5.7122
35_a18|590.1597827|7.03438793|2|92.43836482|0|4.844187086|-0.020425504|0.000415|0.0014199999999999|8.09|-1533.002975|7.6198
12c_a5|553.2961182|6.605297921|1|273.9296719|0|4.59511985|0.020594766|0.0336|0.0191|2.06|-1316.542713|7.3279
14m_a23|643.9145427|7.423568444|0|142.0002583|1|5.351858133|-0.272389934|0.000198|0.000773|4.2|-1966.968005|8.5171
14h_a23|622.5428245|7.423568444|0|166.45047749999998|1|5.351858133|0.006191846|0.0009109999999999|0.00554|3.29|-1722.1762399999998|8.3468
38_a18|661.3370874|7.03438793|2|94.75345803|0|4.844187086|-0.009006798|5.36e-05|0.000399|8.95|-1611.630281|7041.0
4k_a46|474.67574630000007|7.825245291|1|68.46061366|0|5.587248657999999|-0.088084767|5.0|0.0049299999999999|4.52|-1053.433249|7.0969
12am_a36|563.0333297999999|7.412764017000001|2|146.228847|0|5.351858133|-0.297354748|0.00291|4.0|4.86|-1645.205296|7.2218
12z_a36|553.6621150000001|7.412764017000001|2|190.5590792|0|5.351858133|-0.010732275|0.0412|0.0458|2.98|-1325.195958|8301.0
5_a27|449.6149323|6.823286122000001|0|136.2361487|1|4.727387819|-0.068518519|0.0821|0.0324|4.9|-1083.143246|8.5229
12aq_a36|455.31741460000006|7.412764017000001|2|159.03272990000002|0|5.351858133|-0.135770278|129.0|152.0|3.88|-1401.669694|7.2596
12a_a40|479.8867095|7.515889085|0|75.8074911|1|5.4161004020000005|-0.012791297|0.000134|0.00039|5.01|-2097.826771|5.7501
7d_a10|446.2091497|7.535296702|1|143.4649092|1|5.4161004020000005|-0.017919404|0.0206|0.00654|3.49|-1129.198363|6.0325
6a_a40|458.303126|8.421342866|1|82.54016015|1|6.401917197|-0.077397672|3.47e-05|0.00457|7.73|-2371.579899|7.3979
14u_a23|607.6448353|7.423568444|0|198.4601847|1|5.351858133|-0.025360103|0.0010199999999999|0.0042299999999999|3.23|-1744.446261|8.2449
4a_a46|479.8368017|7.825245291|1|133.66119809999998|0|5.587248657999999|-0.008364558|0.0372|0.0156|3.4|-994.237445|6.7423
25b_a34|410.0313565|7.412764017000001|1|148.1659658|0|5.351858133|-0.0929479709999999|59.0|0.0796|5.06|-1313.388114|5.6819
22_a4|413.8681986|7.535296702|1|74.7444381|0|5.4161004020000005|-0.115883451|0.0497|0.0301|3.38|-934.2706743999998|7.3279
A7701_a51|399.6804233|6.605297921|0|92.83996262|1|4.59511985|-0.0162614089999999|0.0319|0.0195|||7.6021
8b_a50|404.9478761|7.860570786|1|157.2609748|1|5.777652323|-0.009597908|108.0|46.0|2.11|-967.3527447|7.1675
27_a47|541.8239522999999|6.842683282|1|191.5604557|1|4.727387819|0.006768957|0.00674|0.0038799999999999|2.97|-1778.1049670000002|5.6
24_a47|441.2021442|6.86171134|0|218.5873217|1|4.727387819|-0.1160443999999999|0.00975|0.0121|4.46|-1696.105723|8.5
13c_a6|535.5975578|7.412764017000001|1|155.1821156|0|5.351858133|-0.0122495089999999|0.000471|0.00229|4.5|-1389.39897|7.1367
12af_a36|524.5103537|7.412764017000001|2|229.0052411|0|5.351858133|-0.081537769|128.0|0.0997|4.5|-1440.982935|7.8239
10_a32|470.8845962|7.765993078999999|0|188.6328503|1|5.733341277|-0.087497559|0.000366|0.0155|4.12|-1916.668776|8.1427
17a_a6|494.010135|7.412764017000001|1|149.60699319999998|0|5.351858133|-0.0265090529999999|0.000637|0.00274|4.04|-1350.102634|7.6198
19g_a38|455.6240763999999|7.412764017000001|2|177.2223055|0|5.351858133|-0.117921811|0.0238|0.0196|3.66|-1431.419426|7.3778
11d_a5|553.3617954|6.605297921|0|182.7978704|0|4.59511985|0.001099755|0.0278|0.0198|2.59|-1239.127458|7.8239
11d_a31|358.2711594|7.765993078999999|1|194.8221811|0|5.733341277|-0.116385886|0.00128|0.0241|4.87|-1598.7152199999998|7.5229
17b_a6|494.7179214|7.412764017000001|1|150.48105900000002|0|5.351858133|-0.0265090529999999|0.000637|0.00274|4.04|-1350.102764|6.8153
14b_a3|384.6023764|6.823286122000001|0|113.9829058|1|4.727387819|-0.1160619169999999|0.0113|0.0327|2.22|-1327.514377|6.4202
9s_a24|548.5261887|6.605297921|1|344.5337711|0|4.59511985|-0.00570386|171.0|0.0343|1.82|-1271.031372|7.4949
12ar_a36|567.6702443|7.412764017000001|2|199.7830951|0|5.351858133|0.000258844|0.0503|0.0515|3.23|-1364.511244|7.6021
9a_a36|505.25728260000005|7.412764017000001|2|144.36259840000002|0|5.351858133|-0.046964839|0.0753|0.0391|3.38|-1252.802159|7.8861
16b_a23|688.1144512|7.423568444|1|193.4284005|1|5.351858133|-0.013240238|0.000314|0.00106|4.24|-1877.655481|7.0191
19i_a38|457.89548719999993|7.412764017000001|2|158.161786|0|5.351858133|-0.115864198|0.0238|0.0196|3.66|-1431.415351|7.9031
28_a20|521.7658603|6.842683282|0|151.0788711|1|4.727387819|-0.114439513|0.0159|0.0156|4.64|-1368.363151|6.5935
12b_a32|488.9595947|7.765993078999999|0|247.2897528|1|5.733341277|-0.055500132|0.000505|0.0148|4.12|-1880.770588|7585.0
14_a15|568.5306056|0.0|0|147.2072638|0|0.0|-0.0455566929999999|0.0002379999999999|0.000584|5.16|-1281.105795|7.5229
18_a10|562.0732377|7.78113851|2|227.471785|1|5.733341277|0.0307177839999999|0.0138|0.00705|2.65|-1336.433782|6.8861
8g_a12|473.055878|6.580639137|1|54.23932676|1|4.59511985|-0.029907264|0.0146|0.0163|3.68|-1154.321531|5.43
12v_a36|527.7920397|7.412764017000001|2|244.9490697|0|5.351858133|-0.04314418|0.0464|35.0|2.65|-1347.475543|7.8539
18a_a22|628.6440468999999|6.842683282|0|196.4447473|1|4.727387819|-0.018344659|0.00113|0.00305|3.69|-1691.3151059999998|7.8861
12k_a30|539.9866061|7.412764017000001|2|193.3575303|0|5.351858133|-0.029595542|0.00154|0.0050799999999999|3.58|-1690.302721|7.6144
4r_a46|449.7405899|7.832410927000001|1|151.3787482|0|5.587248657999999|-0.074041799|271.0|0.0933|2.3|-1069.447946|5.8499
6_a27|388.6505938|6.823286122000001|0|111.4788253|1|4.727387819|-0.072298665|0.0768|0.0485|4.27|-1043.831559|9.0
13k_a6|445.0412356000001|7.412764017000001|1|140.8427117|0|5.351858133|-0.132667824|0.00144|0.0075599999999999|5.41|-1465.862962|7.3372
15_a4|416.1168833|7.535296702|1|74.8625551|0|5.4161004020000005|-0.061469545|0.0443|0.0151|3.8|-958.270023|6757.0
4e_a49|464.3567821|7.535296702|1|214.47685|1|5.4161004020000005|-0.074495823|211.0|122.0|3.34|-1313.199448|7.4685
14q_a23|530.8381985000001|7.423568444|0|152.86702240000002|1|5.351858133|-0.130330047|0.00278|0.0183|4.19|-1798.645459|7.8069
3e_a32|467.865447|7.773594467000001|0|121.1171726|1|5.733341277|-0.058503168|0.000103|0.00225|3.52|-1672.748189|8.0862
12al_a36|527.2034213000001|7.412764017000001|2|216.4375922|0|5.351858133|-0.04314418|0.0464|35.0|2.92|-1347.479819|7.3188
14r_a23|557.8203557999999|7.423568444|0|136.37788909999998|1|5.351858133|-0.06921746|0.00114|0.00332|3.72|-1729.1556449999998|8.2684
16i_a32|523.8261846|7.765993078999999|0|183.6742715|1|5.733341277|-0.075706124|3.96e-05|0.0035|4.99|-1995.307733|8.2596
1e_a5|457.4574833|6.605297921|0|131.2279879|0|4.59511985|-0.009075016|0.0174|0.0111|3.17|-990.6320386|6719.0
16a_a23|603.6746046|7.423568444|1|267.3932664|1|5.351858133|-0.013055633|0.0111|0.0208|2.49|-1685.913359|7.4037
1_a6 (SB-431542)|352.3666367|7.423568444|1|146.3942108|0|5.351858133|-0.175408303|0.0116|0.0218|4.57|-1292.588032|5.8119
1c_a5|453.4753671|6.605297921|0|126.3615674|0|4.59511985|-0.006491037|0.0174|0.0111|3.17|-990.6223073|5.4
3f_a32|492.7734095|7.773594467000001|0|118.8493262|1|5.733341277|-0.0434359079999999|4.53e-05|0.0014|3.92|-1712.0610190000002|8.0458
3h_a32|550.2022886|7.765993078999999|0|141.8112711|1|5.733341277|-0.008243901|2.24e-06|0.000273|4.61|-1790.6908030000002|8.1549
10_a47|449.6950454|0.0|0|105.9273263|1|0.0|-0.166367455|0.000638|0.00114|4.37|-1188.405988|7.9
8b_a31|317.3534883|7.765993078999999|1|154.8750114|0|5.733341277|-0.12841288|0.0294|131.0|1.77|-1386.852117|5.6576
14p_a23|623.0226425|7.423568444|0|167.5607773|1|5.351858133|0.006191846|0.0009109999999999|0.00554|3.29|-1722.181612|8.5302
34_a47|457.4477611|6.842683282|0|191.6093987|1|4.727387819|-0.064842466|0.0929|0.0436|2.41|-1162.4815230000002|8.7
47o_a18|586.0020642999999|7.03438793|1|92.41474142|0|4.844187086|-0.055408687|0.000996|0.00381|7.62|-1455.574672|7.3279
8j_a46|502.0694817|7.727094485|1|95.55665364|0|5.533389489|-0.008523199|0.00878|0.00497|3.78|-1414.53151|5.9108
1n_a5|450.71720610000006|6.605297921|0|213.67365440000003|0|4.59511985|-0.0533837329999999|0.0193|0.0234|4.19|-1179.209088|7.5686
4d_a46|513.9109507000001|7.825245291|1|102.4310631|0|5.587248657999999|-0.017469934|0.00416|0.00275|4.18|-1453.840712|6.2865
18_a47|487.2556678|6.605297921|0|167.41554630000002|1|4.59511985|-0.06345679|0.00129|0.00176|3.32|-1354.221126|8.6
21b_a23|652.4673795|7.525639975|0|131.5587155|1|5.4161004020000005|-0.008526338|0.000361|0.00273|3.57|-1761.498874|7.0691
3a_a12|426.6622302|0.0|1|107.1321197|0|0.0|-0.042445446|0.0745|0.0263|3.33|-951.3711872|6.7122
6d_a40|424.7009165|8.421342866|1|89.55631|1|6.401917197|-0.091548968|2.85e-05|0.00327|7.98|-2470.82949|8.9208
16c_a32|461.2334662|7.765993078999999|0|188.1603823|1|5.733341277|-0.087497559|0.000366|0.0155|4.12|-1916.6792|8.3468
12o_a30|543.3140456|7.412764017000001|2|120.2431068|0|5.351858133|-0.028326022|0.0005139999999999|0.00156|4.45|-2035.37262|7.8097
47k_a18|656.2580564|7.03438793|1|224.8475227|0|4.844187086|-0.0605329409999999|0.000742|0.0023899999999999|8.45|-1664.756029|7.5376
16g_a32|604.8539801|7.765993078999999|0|231.1885989|1|5.733341277|-0.0429252429999999|1.36e-05|0.00213|5.38|-2034.621991|7.9586
4c_a49|490.6910965|7.535296702|1|177.78970959999998|1|5.4161004020000005|-0.044371138|0.13|109.0|3.04|-1332.647233|6.5935
4d_a49|463.6097566000001|7.535296702|1|212.6814716|1|5.4161004020000005|-0.058204482|296.0|0.18|2.99|-1293.333712|7.7447
8_a1 (SB-202620)|368.1943149|6.86171134|0|128.0860757|0|4.727387819|-0.226277123|0.0041|0.00713|5.32|-1223.279021|6.3979
18_a4|382.6371479|7.535296702|1|113.7466718|0|5.4161004020000005|-0.164169913|349.0|0.0959|3.02|-1033.480025|5.5817
12d_a40|445.2300015|7.515889085|0|82.49291335|1|5.4161004020000005|-0.107711573|0.0002009999999999|0.000942|4.14|-2153.197255|7.7212
9h_a40|432.46450360000006|7.515889085|0|68.10626265|1|5.4161004020000005|-0.126968715|0.000716|0.00244|3.9|-1293.174246|5.4001
3b_a12|470.8937285|0.0|1|120.5265876|0|0.0|-0.043495794|0.0184|0.00759|3.96|-1410.971864|7.3098
12az_a36|574.0196415|7.412764017000001|2|291.60189260000004|0|5.351858133|-0.040156368|0.0342|0.0315|2.68|-1461.990465|7.2366
5b_a50|486.9950914|7.927685046000001|1|208.925351|1|5.82008293|-0.003549558|105.0|0.0202|2.81|-990.6114185|4.9126
GW6604_a52|431.7909048|6.605297921|0|130.8549791|0|4.59511985|-0.005328809|0.0402|0.0207|||6.9706
12a_a5|549.7500455|7.139660336|1|155.6073368|0|5.209486153|0.043132749|0.0205|0.00977|2.91|-1202.02622|7.7212
6g_a40|393.4722933000001|8.421342866|1|114.2663866|1|6.401917197|-0.261952754|2.87e-05|0.00917|7.38|-2522.023752|7.3279
11b_a50|485.8716402|7.927685046000001|1|186.7429782|1|5.82008293|-0.014702942|0.0862|0.0228|3.05|-1045.98235|5.7696
6_a3|390.8623623|6.823286122000001|0|98.39146166|1|4.727387819|-0.106234254|0.00124|0.00455|3.09|-1731.735113|5.7501
12m_a36|477.48014630000006|7.412764017000001|2|169.596372|0|5.351858133|-0.133854569|0.0338|0.0676|3.88|-1401.654499|7.5229
14ad_a23|634.0697778|7.423568444|0|303.1354708|1|5.351858133|-0.028065075|0.000753|0.0038799999999999|2.99|-1858.957788|8.3595
13a_a5|493.6342317|6.605297921|0|258.29825730000005|0|4.59511985|-0.033436214|0.0675|0.0734|3.81|-1313.167422|7041.0
IN1233_a59|506.6510632|6.842683282|0|125.91272279999998|1|4.727387819|-0.12050413|0.00107|0.0029|5.35|-1352.351584|7.4685
12aa_a36|471.12395210000005|7.412764017000001|2|183.7216658|0|5.351858133|-0.135770278|129.0|152.0|3.88|-1401.662677|8.0458
17d_a50|644.9008302|8.105609402|2|170.5678813|1|6.042632834|0.03538699|0.0135|0.00557|3.41|-1335.989008|7.1308
13n_a6|486.5239262|6.842683282|0|172.28545730000002|1|4.727387819|-0.135152403|0.00987|0.0228|4.27|-1423.765005|7.1249
26_a47|412.8219782|6.86171134|0|164.0744453|1|4.727387819|-0.200192886|0.00545|11.0|4.37|-1696.096597|7.9
12h_a30|485.8069155|7.412764017000001|2|128.5349203|0|5.351858133|-0.06631353|0.00171|0.00405|4.07|-1675.011389|8065.0
3c_a49|455.3990518|7.535296702|1|207.4607002|1|5.4161004020000005|-0.016347266|0.13|0.0505|3.99|-1198.668772|7.0605
11c_a31|330.3862551|7.765993078999999|1|189.6959033|0|5.733341277|-0.141329185|0.00285|39.0|4.47|-1559.3980869999998|6.8861
13j_a6|416.2679342|7.412764017000001|1|144.22085800000002|0|5.351858133|-0.154502515|0.00398|14.0|4.94|-1426.5532050000002|6.5817
3j_a32|459.4516326|8.234564993|0|133.42496409999998|1|6.3044488020000005|-0.017889768|0.0004089999999999|0.00533|3.02|-1671.507439|8.0969
12a_a36|503.9367075|7.412764017000001|2|150.24716030000002|0|5.351858133|-0.0427777779999999|0.0625|0.0384|3.16|-1232.951968|7.8861
12ad_a36|538.2749789|7.412764017000001|2|243.2659577|0|5.351858133|-0.073048351|0.0289|0.0367|4.5|-1460.8311199999998|7.7696
3_a3|343.74795510000007|7.285506549|0|136.8031103|1|5.283203728999999|-0.114647585|0.00103|0.0126|1.92|-1592.904586|5.93
5a_a40|377.5905776|8.149890544|0|78.57142892|1|6.167516491000001|0.059258947|0.0202|0.0574|4.36|-1177.598691|7.0915
13d_a5 (GW788388)|511.985152|6.605297921|1|218.7999323|0|4.59511985|-0.009710199|0.0189|0.0192|3.81|-1390.589662|7.7447
LY580276_a4|418.5688558|7.535296702|1|73.32703409|0|5.4161004020000005|-0.020236527|0.0624|0.0181|3.64|-959.4958788|6757.0
26_a20|535.3119506|6.842683282|0|145.1419493|1|4.727387819|-0.104520106|0.00305|0.00399|4.97|-1352.315376|6.8827
4a_a49|464.3095353|7.535296702|1|214.47685|1|5.4161004020000005|-0.074495823|211.0|122.0|3.34|-1313.19945|7.4949
15a_a10|588.9895149|7.535296702|1|208.2243923|1|5.4161004020000005|0.022297552|0.0432|0.0157|2.4|-1278.452284|7.6198
16f_a32|558.6750754999999|7.765993078999999|0|211.2572338|1|5.733341277|-0.054907428|4.79e-05|0.00457|4.99|-1995.307736|8041.0
3l_a32|514.9875423000001|7.773594467000001|0|123.148785|1|5.733341277|0.0043645509999999|9.59e-06|0.0003689999999999|4.21|-1789.475625|7.9208
1f_a5|495.3305784|6.605297921|0|135.2439659|0|4.59511985|-0.31059482|0.00589|0.00396|3.58|-1288.353339|6.6198
12o_a36|546.7667677000001|7.412764017000001|2|240.2059039|0|5.351858133|-0.079716275|128.0|0.0997|4.5|-1440.969954|7.3979
14w_a23|521.1762769999999|7.423568444|0|169.6632599|1|5.351858133|-0.109136569|0.0009369999999999|0.00242|3.97|-1828.385903|8.6737
12a_a32|491.8493928|7.765993078999999|0|207.2244662|1|5.733341277|-0.057200812|0.000389|0.0126|4.63|-1880.771042|7.6021
