molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SRW09|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1s|n6HRing|JGI4|SaaaC|AATSC8d|AATSC1pe|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8d|nFaHRing|FNSA5|PBF|PNSA3|PPSA3|RNCS|RPSA|FNSA4|RPCS|FNSA1|FNSA2|WNSA3|PNSA4|GeomPetitjeanIndex|PNSA2|MOMI-Z|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|WNSA2|DPSA4|FPSA5|DPSA1|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lowest Unoccupied Molecular Orbital Energy|Total Energy (water) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Contribuition (max. transition)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|pIC50|pIC50
12_a1|0.0|1|0|0|3.3894574360000003|7.423568444|1|1.430936075|0.0|-0.0455890429999999|-0.02164054|1|0.036382114|0.0|-0.051772288|-0.001416381|-0.104622651|-0.173618873|-0.487073772|1|0.8016064479999999|0.749817035|-0.093957115|0|-0.104724018|0.210514881|-55.99493147|19.60151089|133.6600817|0.234878615|-0.039894864|477.1158679|0.724666653|-1.675584287|-32.50125347|-23.15625812|0.46449367|-972.562841|1825.150911|7.679719277999999|14.34104294|0.867391557|5468.378562|-564.5066541|31.95435864|0.024485753|-260.8074567|1.0|1.0|1.0|1.0|1.0|2.72|0.05|23.0|4.87|83.82|1.67|2.0|0.0|103.47|0.0|3.0|-4.98|28.0|5.0|-6.02|0.0|1.0|3.44|1.04e-05|0.00649|3.54|0.0|-0.07042|-1216.12881|607.42|1018.84|0.5867|482.51|0.69114|-0.19916|0.0296752|10.1801|5.5302|5.5302
16_a3|0.0|0|0|0|0.0|6.823286122000001|0|0.605020428|0.0|0.183636734|-0.186717242|2|0.045993266|1.614080058|-0.018884246|-0.008409607|0.0032314229999999|0.008045619|-0.614173961|2|0.659478546|0.767641592|-0.031683873|1|-0.100138414|0.252612735|-53.7971544|6.027544549|248.6415425|0.302520871|-0.041233465|82.16042286|0.8296818009999999|-1.401937796|-26.57128935|-20.36587865|0.484889078|-692.4398741|1290.305313|5.780331402000001|11.22152755|0.941329444|4733.033232|-342.00731349999995|24.54661368|0.0143895839999999|-325.670405|1.0|1.0|1.0|1.0|1.0|2.59|0.0|21.0|4.74|92.93|2.26|0.0|0.0|90.44|0.0|2.0|-4.98|23.0|4.0|-5.89|0.0|1.0|3.5|1.05e-05|0.0104|3.35|0.0|-0.07095|-1371.388717|520.28|856.09|0.3866|368.22|0.6944100000000001|-0.2029|0.02847445|3613.0|7.3768|7.3768
16a_a23|0.0|0|1|1|0.0|7.423568444|1|1.197962324|3.411338761|-0.0147904689999999|-0.013055633|3|0.046283951|0.759926978|-0.071458049|0.01226642|-0.181609054|-0.335065967|-0.380779155|2|0.765869487|0.8323974470000001|-0.116894582|1|-0.07288672|0.181301571|-26.53751114|13.80568132|9.922436905|0.0651629059999999|-0.025724725|91.92609822|0.585920722|-1.311960953|-17.13669862|-16.6118386|0.49525751|-847.2037686000001|1801.957216|8.024409307|15.89802615|0.981208279|6552.801739|-547.0850515999999|28.35168303|0.02809646|-110.9672657|0.0|0.0|1.0|0.0|1.0|0.0|0.14|20.0|2.03|108.26|2.04|1.0|1.0|125.79|0.0|5.0|-4.58|31.0|4.0|-7.02|0.0|0.0|1.85|2.6e-05|0.0208|2.66|0.0|-0.0502|-1685.913359|670.04|1172.0|0.2066|555.21|0.96307|-0.12645|0.03391189|18.4446|7.4037|7.4037
12e_a36|0.0|1|0|0|3.490984269|7.412764017000001|2|1.29704412|0.0|-0.064019914|-0.043085717|2|0.040899471|0.0|-0.084051264|0.003962098|-0.104118159|-0.1763783589999999|-0.43688276|1|0.90414347|0.7975411790000001|-0.144846626|0|-0.100988761|0.4347714629999999|-44.83739063|12.12502373|65.27404529|0.161913613|-0.036203518|5.735288795|0.7610764190000001|-1.918786459|-28.51846223|-23.02695694|0.466721981|-1220.428718|2309.239105|6.767371321000001|12.69013737|0.875194483|5929.071389|-776.2438847|30.25577504|0.017716522|-332.11111980000004|0.0|0.0|1.0|0.0|2.0|0.0|0.17|17.0|3.24|69.2|2.24|1.0|0.0|128.72|0.0|5.0|-4.16|30.0|4.0|-6.55|1.0|0.0|2.14|6.929999999999999e-05|0.02|3.04|0.0|-0.04962|-1272.2668210000002|673.57|1142.19|0.4537|507.03|0.6814600000000001|-0.20151|0.03037051|8735.0|7.8539|7.8539
4n_a46|0.0|0|0|0|0.0|7.825245291|1|1.13463699|2.093595994|-0.061148449|-0.036492128|0|0.045335917|0.0|-0.064683066|0.0042595609999999|0.070558373|0.109017734|-0.369211845|0|0.741742667|0.722331115|-0.088858764|0|-0.085838139|0.371438024|-56.80797266|4.629240193|172.8490949|0.096854593|-0.031047837|0.0|0.863203663|-1.459248362|-31.21601103|-17.06080312|0.428896538|-801.8577467|2116.313581|5.666371466|9.921794991|0.750996215|4955.374473|-440.621256|19.76451658|0.0077084869999999|-399.1612105|0.0|1.0|1.0|1.0|1.0|2.84|0.27|17.0|4.33|61.84|2.99|1.0|0.0|102.92|0.0|2.0|-5.43|26.0|3.0|-5.26|1.0|1.0|3.9|3.75e-06|0.00273|4.41|0.0|-0.04044|-1090.343872|578.83|1011.66|253.0|502.02|0.41625|-0.20685|0.04131598|8773.0|5.2845|5.2845
1g_a5|0.0|1|0|0|2.942391606|6.605297921|0|1.4275159730000002|0.0|-0.203595168|-0.010620031|2|0.027447447|0.0|-0.0353243789999999|0.006957291|-0.010807075|-0.0178558139999999|-0.242737126|2|0.74740095|0.7778380309999999|-0.067172264|0|-0.074361785|0.39389953|-37.59983870000001|10.9506874|74.51397212|0.134079034|-0.027205531|0.589719781|0.61393343|-1.11542677|-20.16505667|-14.59051668|0.4713154089999999|-598.211184|832.7655896000001|7.312498266|13.83149499|0.891486942|4639.260975|-320.82484500000004|23.76563316|0.02697793|-122.2065919|1.0|1.0|1.0|1.0|1.0|2.12|0.05|23.0|4.5|63.69|1.57|0.0|0.0|96.98|0.0|4.0|-4.03|25.0|4.0|-6.15|1.0|1.0|3.09|9.27e-05|0.0206|3.03|0.0|-0.0393|-1065.846194|572.15|961.17|0.1769|448.93|0.4386899999999999|-0.20972|0.02730461|5.2707|6.9393|6.9393
12c_a36|0.0|1|0|0|3.447900368|7.412764017000001|2|1.29696741|0.0|-0.087096843|-0.04162109|2|0.040899471|0.0|-0.056994595|0.0010871589999999|-0.103922055|-0.177407665|-0.4423430339999999|1|0.8941919290000001|0.819222745|-0.097861598|0|-0.105624703|0.462597812|-47.12722334|12.5779546|60.79111287|0.159266488|-0.038024893|6.546878962999999|0.75500974|-1.901244658|-30.27053327|-24.42396797|0.473610011|-1221.198398|2365.641348|6.772454418|12.86584957|0.899732176|6256.172329|-784.3943293|32.34920911|0.019278991|-327.5932797|0.0|0.0|1.0|0.0|2.0|0.0|0.14|17.0|3.35|69.2|2.51|1.0|0.0|128.76|0.0|5.0|-4.44|30.0|4.0|-6.49|1.0|1.0|2.34|3.64e-05|0.0106|3.31|0.0|-0.04992|-1692.540795|672.74|1137.55|0.3927|509.61|0.68913|-0.2082699999999999|0.02977602|6.6973|8.0458|8.0458
10_a3|0.0|0|0|0|0.0|6.823286122000001|0|0.605017375|0.0|0.190318474|-0.1152010919999999|3|0.034166667|1.684975382|0.043342516|-0.005959152|-0.0495219879999999|-0.0947326669999999|-0.616256033|3|0.8947911009999999|0.743072638|0.078405316|1|-0.0989320009999999|0.518341632|-46.64544572|6.768239856|248.0820067|0.252593682|-0.0359752729999999|80.37219813|0.7066293240000001|-1.187184014|-21.60122201|-16.65993003|0.41220272|-549.7776912|1361.86525|5.031169383|8.559361451000001|0.701266803|4600.496436|-254.5987025|23.57661855|0.023470578|-191.3775649|1.0|0.0|1.0|1.0|1.0|1.78|0.0|21.0|3.79|105.82|1.2|0.0|0.0|88.28|0.0|2.0|-4.3|22.0|4.0|-6.44|0.0|1.0|2.52|5.07e-05|0.0443|2.43|0.0|-0.06238|-1288.190838|498.67|830.63|0.2124|323.26|0.41894|-0.21249|0.04080931|9.3381|5.1|5.1
5b_a49|0.0|0|0|0|0.0|7.853604813|2|1.343848745|2.119588967|0.1108916119999999|0.006327273|2|0.034466231|1.926253727|0.059834711|0.006696215|-0.13632743|-0.230763367|-0.515894968|2|0.6981815290000001|0.7843021|0.099724518|1|-0.076494119|0.615864196|-41.03213895|11.94347454|170.0796998|0.203066756|-0.026008|69.07083505|0.608694741|-1.300400018|-24.11745318|-15.28671785|0.475192312|-764.3358925|1956.050085|6.270195553|11.94760614|0.905459892|6225.302624|-449.2535747|25.1139312|0.025332565|-127.7749783|1.0|1.0|1.0|1.0|1.0|2.9|0.22|21.0|2.98|75.94|2.07|1.0|0.0|122.26|0.0|3.0|-3.3|30.0|4.0|-7.24|1.0|1.0|2.58|0.000496|0.0468|2.08|0.0|-0.04453|-1292.139616|633.92|1093.32|0.4653|451.32|0.39241|-0.20701|0.03937634|6.1996|7.5528|7.5528
14l_a23|0.0|0|1|1|0.0|7.423568444|0|1.1979636809999998|3.402752757|0.060717916|-0.026530366|2|0.046283951|0.758109562|-0.061788679|0.01180744|-0.074441567|-0.136106024|-0.448622017|2|0.725800261|0.778602826|-0.1010279259999999|1|-0.078204688|0.215920645|-35.3275485|12.31633167|40.34135162|0.078732333|-0.0328459689999999|81.90812552|0.7896261940000001|-1.642298442|-23.306234600000003|-21.66909079|0.492922575|-1083.45454|2176.038061|8.006380163|15.78926563|0.972085426|6444.7098240000005|-714.7749208|27.44221375|0.01508774|-382.1434717|0.0|1.0|1.0|1.0|1.0|3.52|0.09|26.0|3.88|105.02|3.24|2.0|1.0|125.25|0.0|5.0|-5.85|31.0|4.0|-6.1|0.0|0.0|3.78|1.43e-06|0.0023899999999999|3.94|0.0|-0.07191|-1669.2363289999998|694.65|1185.79|0.4239|560.51|0.67242|-0.2183|0.01168219|8.2422|8.1798|8.1798
12au_a36|-3.3109381210000004|1|0|0|3.422314661|7.412764017000001|2|0.2992539489999999|0.0|0.074839187|-0.351827031|2|0.044036281|0.0|-0.03802163|-0.001160331|-0.15024383|-0.261631709|-0.515924985|1|0.8183043390000001|0.825565083|-0.058671909|0|-0.110305773|0.284342092|-64.86748076|15.51748637|102.3999102|0.301003019|-0.038036474|26.04051569|0.7160586109999999|-2.206115469|-46.66686194|-27.36414058|0.492871181|-1587.1201529999998|2384.109036|8.963940512999999|17.67586495|0.97188557|7239.100414|-1141.803508|38.21494522|0.023021031|-310.873098|0.0|0.0|1.0|0.0|3.0|0.0|0.17|17.0|1.28|123.75|0.84|1.0|0.0|142.02|0.0|7.0|-3.85|34.0|6.0|-8.03|0.0|0.0|1.18|0.0001409999999999|0.0897|1.64|0.0|-0.0570899999999999|-1876.207937|752.27|1283.4|809.0|618.65|0.58518|-0.2087099999999999|0.05174058|8.0814|7.3279|7.3279
11b_a5|0.0|1|0|0|2.943854668|6.605297921|0|1.277648917|0.0|-0.2023158669999999|0.008093965|2|0.023988604|0.0|-0.0536971829999999|0.005685558|-0.0109928619999999|-0.017658026|-0.252164213|2|0.735954089|0.805760343|-0.106187688|0|-0.080664777|0.378154801|-45.82509318|9.829471091|55.25128526|0.126268949|-0.029332646|1.880682804|0.66824472|-1.290636432|-27.50997723|-17.60913884|0.456131351|-774.8021092|913.0178976|8.936258446|16.43091298|0.83867925|5107.577902|-465.13355250000006|26.35133256|0.0228838029999999|-202.0032297|1.0|1.0|1.0|1.0|1.0|2.55|0.1|23.0|5.38|63.69|2.01|2.0|1.0|106.58|0.0|6.0|-4.65|27.0|4.0|-6.03|1.0|1.0|3.68|2.26e-05|0.00767|3.62|0.0|-0.0418399999999999|-1564.761898|635.55|1063.35|0.5806|511.28|0.61027|-0.21291|0.03575776|2.8531|7.7212|7.7212
17b_a25|0.0|0|0|0|0.0|6.842683282|0|1.3732004619999998|1.785120622|0.001256821|-0.002108117|2|0.042843137|1.968416259|0.016982601|0.005244553|-0.044156525|-0.073994564|-0.366585181|2|0.653180996|0.780221059|0.029728702|1|-0.079392561|0.410780725|-51.71860811|12.04068508|99.61874923|0.1178296009999999|-0.029249891|87.61586206|0.724866184|-1.6672437880000002|-39.21569422|-22.17876359|0.476276266|-1264.189524|2514.295488|9.700133933|18.52147096|0.909403632|6674.061446|-958.573164|30.59704545|0.0175785369999999|-341.0100868|1.0|1.0|1.0|1.0|1.0|3.25|0.11|27.0|4.88|96.49|2.0|2.0|0.0|135.78|0.0|7.0|-5.32|35.0|5.0|-6.53|0.0|1.0|3.78|4.75e-06|0.00394|3.61|0.0|-0.05531|-1483.873254|781.08|1329.35|0.4635|654.18|0.31395|-0.21939|0.04272963|5.2142|6.9957|6.9957
20_a4|0.0|0|0|0|0.0|7.535296702|1|1.399905568|2.017439295|-0.203359312|-0.00123671|1|0.039635417|0.0|-0.059498265|0.012025268|-0.064248765|-0.103098674|-0.211751813|1|0.691307598|0.7797803109999999|-0.105783279|0|-0.072188305|0.210083785|-29.16642156|11.03865532|63.27373076|0.081852712|-0.0273144939999999|68.49419443|0.6435852470000001|-1.010636274|-14.03867522|-13.14728679|0.421704107|-486.4496111|1379.418733|5.543543957000001|9.58599918|0.729218575|4085.683488|-234.1428169|20.4281979|0.024334176|-138.2237887|1.0|1.0|1.0|1.0|0.0|3.06|0.11|17.0|3.2|39.94|2.09|0.0|0.0|86.62|0.0|3.0|-3.46|22.0|3.0|-5.96|1.0|1.0|2.97|0.000346|0.0388|2.96|0.0|-0.03048|-934.2489802|517.72|861.05|0.2364|402.27|0.5152|-0.19747|0.022349042|5.5779|6.1898|6.1898
12o_a30|0.0|0|0|0|0.0|7.412764017000001|2|0.604984133|0.0|0.036331447|-0.028326022|2|0.040899471|0.0|-0.087019298|0.003603419|-0.051371057|-0.090173435|-0.465857798|1|0.8264832879999999|0.815003426|-0.149451598|0|-0.0975052409999999|0.402022325|-49.48891079|9.948252054|75.15128057|0.1556551169999999|-0.037808155|0.0|0.8131344979999999|-1.852599578|-31.84483128|-24.32856749|0.46964626|-1192.099807|2476.50603|7.400912529|13.95467208|0.885533983|6542.77337|-767.0853252|29.91948755|0.0141914589999999|-402.9878652|0.0|1.0|1.0|0.0|1.0|0.0|0.14|17.0|4.47|81.65|3.31|2.0|0.0|132.29|0.0|5.0|-5.93|30.0|4.0|-5.75|0.0|1.0|3.11|1.19e-06|0.00156|4.49|0.0|-0.05085|-2035.37262|687.92|1162.63|0.1967|528.25|0.3493699999999999|-0.19873|0.03392126|6.8632|7.8097|7.8097
16c_a32|0.0|1|1|1|3.329674745|7.765993078999999|0|0.6094207629999999|0.0|0.191088217|-0.087497559|0|0.03995614|2.077479142|-0.036931818|-0.00369116|-0.1260956869999999|-0.229450999|-0.697601261|0|0.809370315|0.8607827790000001|-0.061904762|1|-0.119988297|0.367322508|-53.00702241|15.38819548|102.2022233|0.226956794|-0.038178095|37.0285246|0.6846367059999999|-1.679836163|-31.62645048|-22.77882371|0.463897164|-1002.268243|3143.196853|6.313526111|11.77670717|0.8653137670000001|5979.891916|-597.9997655000001|33.27140293|0.02579269|-220.3256617|0.0|1.0|1.0|1.0|2.0|3.08|0.22|19.0|5.64|149.27|0.88|1.0|0.0|107.14|1.0|7.0|-6.04|27.0|5.0|-6.44|0.0|1.0|3.41|9.17e-07|0.0155|3.23|0.0|-0.0505|-1916.6792|639.66|1069.28|0.2955|508.43|0.70198|-0.20047|0.02806787|5.3459|8.3468|8.3468
15c_a10|0.0|0|0|0|0.0|7.535296702|2|1.343850105|2.154210861|-0.236118846|0.040869377|3|0.034807692|2.063253638|0.0123939039999999|0.012271987|-0.226679901|-0.35845963|-0.1742732839999999|2|0.7655272009999999|0.7351096359999999|0.022187689|1|-0.072537853|0.418835517|-32.5870313|10.2013281|65.41494073|0.095541483|-0.019267867|136.2098503|0.528228415|-1.233143495|-22.60962187|-13.36848349|0.449308156|-855.5829431|1817.047455|8.639636218|15.6886947|0.8158976029999999|6673.826433|-593.6228632|25.30814911|0.023432886|-39.17102961|1.0|1.0|1.0|1.0|0.0|4.09|0.37|21.0|3.77|59.31|1.74|1.0|0.0|141.96|0.0|6.0|-3.85|34.0|6.0|-6.99|1.0|0.0|3.1|0.0001419999999999|0.0122|2.94|0.0|-0.04724|-1450.241475|762.21|1318.35|0.3939999999999999|595.63|-0.26999|-0.19463|-0.25919486|4.8283|7.0|7.0
14i_a23|0.0|0|1|1|0.0|7.423568444|0|1.197963212|3.2692375460000003|0.142566578|-0.130330047|2|0.0432555559999999|0.7151570629999999|-0.026731172|0.002496501|-0.017918675|-0.033435987|-0.569707595|2|0.77007911|0.8025091329999999|-0.04255066|1|-0.096562208|0.266320368|-60.8283953|14.65077903|324.811841|0.222047267|-0.039760909|93.48624142|0.7780956840000001|-2.027806362|-41.59306642|-27.18760085|0.478050606|-1386.567643|2447.1741030000003|8.107659819|15.53342127|0.915894552|7030.347905|-948.103263|34.94120504|0.019276934|-380.3109456|0.0|1.0|1.0|0.0|2.0|2.64|0.04|26.0|2.57|148.11|2.28|1.0|1.0|128.38|1.0|6.0|-5.21|33.0|5.0|-7.33|0.0|0.0|2.61|6.11e-06|0.0183|2.46|0.0|-0.08025|-1798.64228|715.68|1224.02|0.3639|580.74|0.55606|-0.23121|0.03394466|8.3755|8.4622|8.4622
11_a3|0.0|0|0|0|0.0|6.823286122000001|0|0.605020608|0.0|0.119431379|-0.127546771|3|0.042795699|1.710245969|-0.023103765|-0.005959152|-0.0495219879999999|-0.0947326669999999|-0.577616902|3|0.8947911009999999|0.724492061|-0.04179402|1|-0.099420732|0.175996916|-45.19136777|6.800350988|253.1353625|0.222196952|-0.0391657429999999|80.34769756|0.752484736|-1.292469516|-21.37603754|-18.52584757|0.4680759679999999|-611.3529698|1105.41974|5.475372235|10.29352296|0.8799677029999999|4487.967272999999|-289.1769972|24.61956593|0.021256639|-238.8563772|1.0|1.0|1.0|1.0|1.0|2.07|0.0|21.0|3.79|105.82|0.8|0.0|0.0|88.28|0.0|2.0|-4.08|22.0|4.0|-6.59|0.0|1.0|2.46|8.37e-05|0.0601|2.22|0.0|-69.0|-1288.195105|508.58|834.82|0.4441|346.18|0.6966600000000001|-0.20018|0.02994326|4.4522|7.3979|7.3979
19_a4|-3.21497177|0|0|0|0.0|7.535296702|1|0.29641517|1.943606348|-0.121320311|-0.3929802189999999|1|0.040511696|0.0|-0.136621315|0.009687676|-0.0255403279999999|-0.042058265|-0.245630631|1|0.55269662|0.774746438|-0.190513834|0|-0.0759826109999999|0.285282038|-38.9063534|7.168604362000001|15.411502800000004|0.1792349369999999|-0.028945757|13.25878373|0.764880253|-1.215721775|-21.41704046|-15.93396412|0.460486754|-669.2264932|1697.595595|5.9448291|11.01887515|0.85352261|5232.561157|-368.3935819|20.83197214|0.0143733|-291.6208078|0.0|1.0|0.0|1.0|0.0|2.52|0.16|17.0|2.97|73.23|2.16|1.0|0.0|98.19|0.0|3.0|-3.81|25.0|4.0|-6.58|1.0|1.0|2.92|0.000156|0.0373|2.62|0.0|-0.05294|-1446.939719|583.39|983.4|0.3806|500.34|0.67535|-0.22298|0.02985188|7.1079|4.71|4.71
11a_a5|0.0|1|0|0|2.9781886010000003|6.605297921|0|1.212363224|0.0|-0.165418719|0.052217882|2|0.021060606|0.0|-0.02394636|0.007955512|0.003975818|0.006120569|-0.254944026|2|0.7505403709999999|0.73344478|-0.0489811909999999|0|-0.071517578|0.369563711|-46.13206353|8.474559367000001|61.32301293|0.10656566|-0.026223112|14.47576249|0.740865275|-1.573386716|-32.96141947|-18.73644762|0.466436596|-1124.186857|1170.247903|9.740948724|18.25640338|0.874191508|5756.783268|-803.2329738|25.28995251|0.014482324|-344.1971057|1.0|0.0|1.0|1.0|1.0|3.68|0.3|23.0|6.38|63.69|3.05|2.0|0.0|128.51|0.0|7.0|-7.25|32.0|4.0|-4.54|0.0|1.0|5.16|5.63e-08|0.000167|6.13|0.0|-0.03694|-1339.8362619999998|739.79|1272.7|0.5473|578.8|0.6735|-0.20429|0.03340977|3.6525|7.0915|7.0915
3b_a12|0.0|0|0|0|0.0|0.0|1|1.283824445|0.0|0.156777705|-0.043495794|2|0.0375|0.0|-0.003968827|-0.003019113|-0.071149325|-0.116772665|-0.547002361|1|0.914614654|0.768772928|-0.007397776|0|-0.088443201|0.073824142|-33.57216667|5.401901357000001|41.13468455|0.096795301|-0.034016616|0.0|0.7688221909999999|-1.326648015|-17.50314491|-17.73486237|0.390744506|-691.6596323|1935.211747|6.6333156660000006|10.88757628|0.64134753|4665.346939|-360.6028438|23.06757345|0.0166212889999999|-280.3056362|1.0|1.0|0.0|1.0|1.0|2.98|0.05|18.0|4.05|37.28|3.99|1.0|0.0|102.53|0.0|3.0|-4.26|24.0|3.0|-5.65|1.0|1.0|3.59|5.539999999999999e-05|0.00759|3.78|0.0|-0.07091|-1410.971864|548.05|915.37|0.5013|426.66|0.53738|-0.2232|0.02444371|8.5678|7.3098|7.3098
2_a4|0.0|0|0|0|0.0|6.605297921|1|1.189716144|0.0|-0.072708147|-0.103346554|1|0.037777778|0.0|0.076479666|-0.0016168089999999|0.147657684|0.228655117|-0.3881618|1|0.930871261|0.802438682|0.1355918559999999|0|-0.105102755|0.442778552|-49.45826819|2.667094277|166.102249|0.257481153|-0.0379537729999999|0.0|0.843107708|-1.366335816|-20.83662681|-15.98981578|0.3961813179999999|-575.6333682|910.3327882|4.710383035|7.800989232999999|0.656126301|3396.86527|-242.5126903|18.96532986|0.011054731|-289.1005902|1.0|0.0|1.0|0.0|2.0|0.0|0.27|12.0|2.12|45.15|1.63|0.0|0.0|79.59|0.0|2.0|-2.18|19.0|4.0|-6.69|1.0|0.0|1.24|0.0066|434.0|1.62|0.0|-0.01612|-819.9326497000001|458.73|764.77|0.1315|333.36|0.4682|-0.16226|0.033037353|3.0946|7.5086|7.5086
18_a3|0.0|1|0|0|2.897754472|6.605297921|0|1.43179288|0.0|-0.256375952|-0.021283637|3|0.034712644|1.742872103|-0.025890816|0.005799063|-0.035611069|-0.064953613|-0.2495754869999999|3|0.7226687409999999|0.714658751|-0.051083228|1|-0.0846755|0.217881538|-31.07331853|6.1383958|160.9514039|0.158042379|-0.031753312|0.0|0.682492203|-1.016105994|-13.82537222|-14.12792012|0.483376636|-452.0934439|703.8534116000001|5.293627315|10.24658906|0.935646099|3928.183499|-201.1487809|20.70048575|0.02363555|-162.3915791|1.0|0.0|1.0|1.0|1.0|1.81|0.0|21.0|3.42|67.35|0.93|0.0|0.0|80.35|0.0|2.0|-2.82|21.0|4.0|-6.7|1.0|1.0|2.21|0.0015|147.0|1.79|0.0|-0.05769|-889.9619321|482.41|784.04|0.3326|330.54|0.6671699999999999|-0.2218|0.02173162|3.3664|7.5229|7.5229
12aj_a36|0.0|1|0|0|3.482902101|7.412764017000001|2|1.29704406|0.0|-0.056210607|-0.045035034|2|0.043848238|0.0|-0.042227364|0.003962098|-0.104118159|-0.1763783589999999|-0.43462267|1|0.90414347|0.812278823|-0.072770961|0|-0.10279655|0.251263868|-46.79363201|11.73352271|82.34300699|0.173013687|-0.0368515929999999|0.0|0.77492734|-1.953134451|-29.99399664|-23.62130319|0.47532973|-1251.929069|2275.825451|8.056502837|15.35536375|0.905958957|5763.333098|-802.4672307|30.48195872|0.016684569|-352.4483722|0.0|0.0|1.0|0.0|2.0|0.0|0.17|17.0|3.24|69.2|2.24|1.0|0.0|128.72|0.0|5.0|-4.16|30.0|4.0|-6.55|1.0|0.0|2.14|6.929999999999999e-05|0.02|3.04|0.0|-0.05275|-1272.27339|682.84|1157.64|0.5616|539.55|0.4112|-0.20093|0.03225532|7.8393|7.7696|7.7696
8d_a12|0.0|1|1|1|2.976279182|6.580639137|1|1.283835213|0.0|0.057525383|-0.048642535|2|0.038347953|2.075171777|-0.046326855|0.001575111|0.00930483|0.016135176|-0.484923957|1|0.8857286320000001|0.751098108|-0.080872311|1|-0.103548595|0.266886187|-43.27410838|6.309558958999999|90.34024296|0.141289888|-0.039118358|0.0|0.8338637040000001|-1.760326118|-24.05928792|-21.74879802|0.465113852|-978.6959108|1288.818257|6.93584319|12.96695233|0.8695567329999999|5255.11762|-544.129679|26.08195789|0.012525773|-371.2392138|1.0|1.0|1.0|1.0|2.0|2.23|0.1|21.0|3.87|65.96|2.83|2.0|0.0|112.14|0.0|3.0|-4.58|27.0|4.0|-5.96|1.0|1.0|3.02|2.64e-05|0.0085799999999999|3.51|0.0|-0.05488|-1138.296407|600.2|1007.85|0.2871|433.32|0.6661|-0.20794|0.04004678|3.0277|7.6021|7.6021
5e_a40|0.0|0|0|0|0.0|8.149890544|0|0.604912776|1.661964758|-0.091305805|0.0601021459999999|0|0.044526749|0.7768055559999999|0.029272031|0.008306061|0.005996234|0.010397494|-0.391074665|0|0.535506399|0.8092726020000001|0.0451110059999999|1|-0.089724264|0.0499188609999999|-36.56222854|9.440323938|170.7311133|0.135577249|-0.035889706|51.7148695|0.8223594679999999|-1.076691165|-17.38723451|-17.06741495|0.47779156|-512.0224486000001|512.5703164|6.533857846|12.51197289|0.914944155|4158.984115|-243.4932098|20.75420252|0.012921086|-306.597267|0.0|1.0|0.0|0.0|0.0|2.73|0.21|14.0|4.3|75.5|2.37|1.0|1.0|79.16|0.0|3.0|-4.78|20.0|3.0|-5.66|1.0|1.0|3.33|1.66e-05|0.0169|3.51|0.0|-0.07231|-1637.197299|493.19|802.38|0.5262|390.33|0.69675|-0.2201699999999999|0.01659566|10282.0|7.6021|7.6021
4g_a46|0.0|0|0|0|0.0|7.825245291|1|1.134637064|2.156712018|-0.153373738|-0.010706405|2|0.046415344|0.0|-0.138341481|0.010608122|-0.078780402|-0.121452903|-0.2455749539999999|2|0.662386484|0.74106323|-0.193115055|0|-0.070153728|0.318162858|-32.64186634|4.598866947|7.38470955|0.053170267|-0.024339048|72.82863401|0.826861093|-1.192613373|-18.72788427|-13.96424081|0.448462961|-684.2477996|2285.43285|5.8466355000000005|10.60062169|0.8131148579999999|5176.321714|-392.5790722|16.88825479|0.007803902|-375.0653627|0.0|1.0|1.0|1.0|0.0|3.61|0.38|17.0|5.19|43.6|3.06|2.0|1.0|106.55|0.0|3.0|-5.38|26.0|3.0|-5.18|1.0|1.0|4.39|4.22e-06|0.00153|4.73|0.0|-0.03985|-1493.154666|615.33|1064.92|0.1294|530.39|0.6983199999999999|-0.22587|0.02266493|3.7113|5.5615|5.5615
