molecula|NaaNH|n9FaHRing|SaaNH|NaasN|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|n6HRing|SaaaC|ATSC1c|BCUTi-1|AATSC8d|n5aHRing|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|BIC2|MATS8s|MATS8d|GATS1pe|nFaHRing|RASA|FNSA5|PBF|PNSA3|PNSA5|RNCS|RPSA|FNSA4|WNSA5|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w WLOGP|Veber filter|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|IC50|pIC50|pIC50
47f_a18|0|0|0.0|0|1|1.251175676|0.0|-0.005500039|-0.005817448|0|0.0|-0.477030713|10.94702253|-0.008224928|0|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.750610215|-0.009917608|-0.014370598|0.745431271|0|0.838156881|-0.084851044|0.375218907|-54.18475173|-72.03501774|111.1889928|0.161843119|-0.0289997239999999|-61.15474298|0.726550657|-46.00060733|86.11217859|65.93954138|0.483843526|3367.7324700000004|711.5604361000001|-1944.945479|-20.90098811|10.55465562|20.44855806|0.937396993|7870.103594|232.14715330000004|33.88554232|0.016581683|2676.957843|1347.416568|14.07716085|1.0|1.0|1.0|4.87|18.0|3.6|1.0|13.0|4.0|-6.4|541.68|0.0|2.83|-5.52|7.76e-07|0.000421|3.01e-06|0.00163|4.52|1.0|1.0|3.27e-07|3.0964|8.13|-1743.375413|-1743.346389|908.66|1602.99|400.42|0.5741|400.42|874.24|0.6984600000000001|0.6984600000000001|-0.12802|3.8532|-0.1724099999999999|9.0|8.0458|8.0458
18_a20|1|0|3.463603867|0|0|1.400923654|0.0|0.1160337319999999|-0.008841844|2|1.983673343|-0.5039851160000001|10.93301779|-0.054458882|1|0.268927191|0.001996439|0.003282792|-0.597167441|2|0.7602869659999999|-0.107446431|-0.090732503|0.778639593|1|0.76136176|-0.095227339|0.356461863|-61.73239771|-63.36348363|318.5587088|0.23863824|-0.035934845|-42.1615378|0.8109110409999999|-41.07622672|72.31812218|68.92770059|0.483668611|2809.844943|506.6038164|-1267.269673|-15.91001426|8.011174137000001|15.51556677|0.936740671|6206.896662|125.81822920000002|29.4862782|0.013457694|1562.772745|712.1606951|8.954638548|1.0|1.0|1.0|3.48|27.0|4.69|0.0|5.0|4.0|-6.13|419.48|1.0|3.78|-5.16|2.54e-06|0.00107|6.91e-06|0.0029|3.85|0.0|0.0|4.17e-08|5.9778|5.35|-1352.364724|-1352.32685|703.24|1204.88|350.69|0.2991|207.41|531.11|0.31154|0.6953699999999999|-0.14685|5.3978|-0.20289|34.0|7.4685|7.4685
4e_a49|0|0|0.0|1|1|1.343847746|2.085628989|-0.076526919|-0.006602016|2|1.713107022|-0.3631108529999999|10.92777282|0.018857363|1|-0.130491035|-0.037142108|-0.060391347|-0.403194204|2|0.803344301|0.0063958109999999|0.032396301|0.731643066|1|0.757062331|-0.087866673|0.433385455|-57.79309816|-53.89448633|313.22432680000003|0.242937669|-0.029288891|-33.05708028|0.650328475|-35.44835874|68.38360061|68.30753733|0.471635821|2675.626006|464.3567821|-916.2062675|-11.01902676|7.934910277|15.01788083|0.892633982|5950.361470000001|214.47685|27.6242383|0.023622273|1408.836153|620.5697596|14.48911428|0.0|1.0|1.0|3.35|21.0|2.83|0.0|6.0|5.0|-7.52|399.45|1.0|2.42|-3.52|0.000528|211.0|0.000305|122.0|1.71|0.0|0.0|1.74e-05|5.7301|3.34|-1313.199448|-1313.158118|660.22|1128.64|327.34|0.2273|216.37|504.63|0.4078199999999999|0.68043|-0.1585099999999999|3.9718|-0.2231199999999999|34.0|7.4685|7.4685
7_a27|0|0|0.0|2|0|1.40247849|3.330197625|0.112935885|-0.00601016|2|1.280380317|-0.288487667|10.93773474|-0.056500475|1|-0.220626658|-0.19575909|-0.323631281|-0.500327496|2|0.801251575|0.147753647|-0.08694032|0.62067794|1|0.85111414|-0.084531496|0.358145768|-34.09779211|-47.44936449|10.66993367|0.14888586|-0.0300556429999999|-26.6343589|0.763564713|-19.13983132|55.55559276|42.57323098|0.466714317|2334.058688|477.7488532|-759.1898319000001|-9.469994277|6.446345598|12.087978|0.875167537|5082.120742|132.7162621|22.09489892|0.014441323|994.2704516|479.0078184|8.106228264|1.0|0.0|1.0|3.24|21.0|3.05|0.0|3.0|4.0|-6.26|345.4|1.0|3.14|-4.28|8.66e-05|0.0299|5.2e-05|18.0|3.02|0.0|0.0|8.4e-05|4.1205|5.37|-1122.455548|-1122.433757|606.74|1016.96|300.9|0.4179|300.9|505.5|0.61278|0.61278|-0.16734|4.2487|-0.2162099999999999|1.0|9.0|9.0
20a_a10|0|0|0.0|1|1|1.343837243|2.113798134|-0.0774974029999999|-0.0034618129999999|2|1.896409603|-0.197323337|10.9296614|0.011011878|1|-0.058994157|-0.049146504|-0.081587712|-0.281099208|2|0.755429696|0.036092601|0.019448804|0.63495222|1|0.913681336|-0.072821454|0.591835899|-43.19189039|-47.37850712|66.52185003|0.086318664|-0.028008251|-30.82502228|0.733451892|-28.10115947|58.1398225|52.05222074|0.452402751|2998.608651|594.4519837|-947.5701424|-11.8557778|8.419180593|15.37476788|0.826159649|6729.996773999999|173.41938059999998|24.84485067|0.016540298|1291.932235|719.5272609|10.76131538|1.0|1.0|1.0|3.48|27.0|5.77|0.0|4.0|5.0|-5.82|429.47|1.0|4.27|-5.59|2.07e-06|0.000888|2.56e-06|0.0011|4.36|0.0|0.0|1.55e-07|4.7841|3.98|-1389.164302|-1389.1321289999998|696.63|1200.92|323.62|0.2738|259.16|524.02|0.50193|0.6864600000000001|-0.1613099999999999|2.9429|-0.2274199999999999|1.2|5.9208|5.9208
3p_a32|1|1|3.456037415|0|1|0.609420752|0.0|0.007752757|-0.008735261|0|2.1365141480000003|-0.419292538|10.31100269|-0.074544773|3|-0.092884784|-0.146606489|-0.26891009|-0.53666614|0|0.8599558070000001|0.058054833|-0.120768771|0.6956696440000001|1|0.8195708759999999|-0.098773656|0.366898545|-41.73212799|-58.13283248|40.28175307|0.180429124|-0.029183126|-34.21384146|0.6199678829999999|-24.56127372|73.07639870000001|54.24719019|0.416240891|2650.4178850000003|482.3550967|-755.7268222|-10.10863498|6.243062200000001|10.69458635|0.713035367|5960.446219|223.6663527|27.70403125|0.025390655|1218.977375|530.5658569|14.94356622|1.0|1.0|1.0|3.38|19.0|3.71|0.0|4.0|4.0|-6.8|395.5|1.0|3.23|-4.25|7.78e-06|0.00308|5.629999999999999e-05|0.0222|2.7|0.0|0.0|6.4e-05|3.6436|4.26|-1879.554272|-1879.527843|626.32|1057.58|340.28|0.3083|340.28|471.04|0.7017100000000001|0.7017100000000001|-0.15055|4.3094|-0.20018|26.0|7585.0|7585.0
19c_a38|1|0|3.332128134|0|2|1.297043851|0.0|-0.085545751|-0.008177185|2|0.0|-0.449745181|10.95429182|-0.0431896509999999|1|0.04814981|-0.09493054|-0.20848518|-0.434836855|1|0.846765471|0.073931688|-0.071918235|0.6885713729999999|0|0.7591916240000001|-0.108301657|0.396635872|-57.79749770000001|-68.18641054|139.1570837|0.240808376|-0.038224114|-42.92996714|0.7187071909999999|-36.38913762|82.74311399|73.10674676|0.477803802|2967.98627|477.9848537|-1227.35539|-15.15175311|6.97753104|13.36189552|0.914989047|6618.350708|177.10114030000005|33.48483537|0.023120664|1707.726604|640.025745|14.55670345|1.0|1.0|1.0|4.84|17.0|2.42|0.0|5.0|5.0|-7.13|426.45|0.0|2.57|-4.12|4.46e-05|19.0|7.55e-05|0.0322|2.5|0.0|0.0|5.14e-05|5.8832|3.23|-1424.42734|-1424.3899310000002|652.09|1138.6|323.53|0.2961|210.74|517.28|0.2597|0.6279899999999999|-0.15612|2495.0|-0.21303|9.0|8.0348|8.0348
8a_a32|1|1|3.217128449|0|0|0.609420757|0.0|-0.0755556459999999|-0.010151321|0|2.059960334|-0.497414715|10.31100269|-0.128684642|3|-0.050766252|-0.0852122769999999|-0.1534110109999999|-0.591393096|0|0.845443342|-0.184419911|-0.2166242669999999|0.7507116140000001|1|0.814553726|-0.109412858|0.221908108|-52.34893512|-68.61558335|73.64907732|0.185446274|-0.035678106|-43.03057598|0.7490845290000001|-32.82934751|79.73671389|63.83886888|0.480024324|2574.085885|510.8273411|-1029.23375|-14.03170956|7.420041446|14.26997798|0.923166883|5659.295213|157.3554684|29.86932167|0.017733503|1373.988797|557.1050635|11.12113054|1.0|1.0|1.0|3.48|19.0|4.65|1.0|7.0|4.0|-5.76|397.52|1.0|4.07|-4.99|1.5199999999999998e-07|6.03e-05|1.02e-05|0.00406|4.17|0.0|0.0|8.86e-06|3562.0|4.98|-1880.767206|-1880.732222|667.29|1110.23|348.07|0.4315|348.07|566.07|0.70316|0.70316|-0.1445|4.8933|-0.2061599999999999|45.0|7.3468|7.3468
11d_a31|1|0|3.39688681|0|1|0.610136352|0.0|0.064475882|-0.017317263|0|0.0|-0.848545873|10.31169874|-0.078235092|2|0.026806221|-0.096447723|-0.153894316|-0.574318121|0|0.822077662|-0.057505249|-0.13169885|0.78396996|0|0.585212816|-0.134048091|0.197166451|-82.05480081|-82.06512842|296.2476128|0.414787184|-0.040797245|-50.24081482|0.6817705409999999|-50.23449218|98.8237718|103.1255906|0.4816588089999999|2532.447962|358.2711594|-1148.911798|-15.29068277|7.885647873|15.21323794|0.929231204|5420.356537|194.8221811|36.63453013|0.027374162|1685.188386|505.4234462|16.75864338|1.0|1.0|1.0|3.6|16.0|4.03|0.0|7.0|6.0|-6.4|385.44|1.0|3.34|-4.2|3.33e-06|0.00128|6.26e-05|0.0241|3.17|0.0|0.0|0.000225|3.8009|4.87|-1598.7152199999998|-1598.671315|650.64|1077.69|326.2|0.2642|326.2|551.86|703.0|703.0|-0.15822|3.1919|-0.19226|0.03|7.5229|7.5229
25_a47|0|1|0.0|1|0|1.30432753|1.234859637|0.037667531|-0.010144825|2|1.087932079|-0.486951604|10.94972207|0.002716049|1|-0.120903298|-0.108691353|-0.235822787|-0.545763902|2|0.8462332770000001|-0.077710529|0.004104478|0.622598899|1|0.786958319|-0.08797211|0.574771479|-44.52300552|-53.40631957|11.20142696|0.213041681|-0.031278972|-32.42203672|0.6238742279999999|-27.0291331|71.17072517|56.80080434|0.4760601829999999|2704.5905190000003|477.748546|-854.5011131000001|-11.52783528|6.951055196|13.26689626|0.908616158|6236.813862|228.3393366|30.43708613|0.029261935|1369.668876|513.2159236|17.76440561|0.0|0.0|1.0|3.26|21.0|4.95|0.0|5.0|5.0|-6.3|410.83|1.0|3.62|-4.82|1.01e-05|0.00417|1.52e-05|0.00626|3.53|0.0|0.0|4.02e-06|4.8002|4.78|-1735.414386|-1735.385814|626.55|1062.81|310.91|287.0|258.29|491.7|0.53663|0.68761|-0.16588|3.8832|-0.22919|16.0|7.8|7.8
14b_a23|0|1|0.0|2|0|1.197963628|3.2475997860000003|0.065240838|-0.006248709|2|0.716540473|-0.318684138|10.31321824|-0.047410593|2|0.121308009|-0.073945564|-0.17267308|-0.4557487779999999|2|0.793551289|-0.00399443|-0.077808321|0.5935522360000001|1|0.8462596590000001|-0.082441268|0.228282196|-41.01458464|-53.44429544|40.76245006|0.153740341|-0.03508139|-34.64639496|0.774359705|-26.58857202|64.97993029|54.274732400000005|0.450973737|2943.803333|548.6057241000001|-1068.885909|-14.74314679|7.833620016|14.26820636|0.821406493|6622.129837|146.2760938|29.36910744|0.01779446|1380.34805|599.5697147999999|11.53563485|0.0|1.0|1.0|3.42|26.0|4.58|0.0|5.0|5.0|-6.31|429.47|0.0|3.78|-5.11|2.66e-06|0.00114|7.73e-06|0.00332|3.68|0.0|0.0|9.18e-06|3706.0|3.72|-1729.161608|-1729.139722|673.05|1142.37|334.55|0.3603|334.55|525.66|0.58097|0.58097|-0.15064|6.8752|-0.2286699999999999|4.0|8.3536|8.3536
7l_a46|0|0|0.0|1|1|1.160371354|2.1525548|-0.2644255789999999|-0.00090473|2|0.0|-0.038903382|10.9642261|0.050638298|1|-0.331246137|-0.087877164|-0.143129469|-0.1082221709999999|2|0.7746144629999999|-0.1237456669999999|0.076724694|0.6539666829999999|0|0.907148114|-0.06289606|0.253138137|-27.30136533|-30.34397256|8.13531199|0.092851886|-0.022013621|-14.63933792|0.67467081|-13.17144326|38.22273917|32.8948756|0.46327253|1920.310099|437.65027010000006|-424.8156159|-5.1237682730000005|5.273701985|9.825660656|0.863142947|4046.614178|156.9538706|15.74158869|0.016330867|629.6635476|375.721552|7.878766604|1.0|1.0|1.0|3.04|17.0|3.59|0.0|2.0|3.0|-6.22|290.36|1.0|2.86|-3.72|0.000668|0.1939999999999999|0.0001889999999999|0.0548|2.61|0.0|0.0|0.000151|4.5464|2.42|-915.6081232|-915.5830363|517.29|879.87|272.71|0.2024|272.71|414.82|0.68834|0.68834|-0.18993|3.3119|-0.2231699999999999|1.94|5.7122|5.7122
2_a20 (SB-505124)|1|0|3.485765306|0|1|1.183764955|0.0|-0.006955944|-0.010175551|1|0.0|-0.498602014|10.95129567|-0.137383329|1|0.02072518|-0.150708132|-0.229461916|-0.520284161|1|0.725030162|0.082053195|-0.19681999|0.790275077|0|0.7694360659999999|-0.117328885|0.214264156|-45.98170774|-64.55966745|122.8758934|0.230563934|-0.0382594189999999|-35.52365346|0.831919306|-25.30121848|70.87109323|61.69969596|0.475937029|2195.369524|423.3785776|-968.3950117|-11.58380004|5.952040367|11.3574908|0.908167636|4762.83693|92.48561162|25.30541763|0.011470204|1164.049211|477.95809620000006|6.311425784|1.0|1.0|1.0|3.4|17.0|4.47|0.0|3.0|4.0|-5.31|335.4|1.0|3.81|-4.91|5.72e-06|0.0019199999999999|1.22e-05|0.0040799999999999|4.27|0.0|0.0|2.03e-05|3.6404|4.57|-1089.371784|-1089.358727|593.8|995.68|340.58|0.3267|340.58|505.82|0.69947|0.69947|-0.14928|2.5584|-0.18645|169.0|6.7721|6.7721
18d_a30|0|0|0.0|0|2|0.6049874|0.0|0.041146136|-0.0072724869999999|2|0.0|-0.385441836|10.31163881|-0.087019298|1|-0.159104532|-0.0541804029999999|-0.120380857|-0.4624430539999999|1|0.815003426|-0.001699165|-0.149451598|0.64876559|0|0.803280262|-0.103191184|0.346980269|-49.44608411|-65.3088221|78.23108693|0.196719738|-0.037906966|-41.33339749|0.783284395|-31.29400567|75.80070349|60.73891035|0.443774287|2848.574353|508.389239|-1175.558798|-15.18369704|7.063141946|12.69833771|0.797831306|6367.958933|137.15746130000002|30.62871675|0.016577694|1500.807121|618.6004214|10.49188139|1.0|1.0|0.0|4.75|17.0|3.18|0.0|5.0|5.0|-6.02|416.47|0.0|2.92|-5.01|4.12e-06|0.00171|9.71e-06|0.00405|3.97|0.0|0.0|5.260000000000001e-05|5.0125|4.07|-1675.020297|-1674.987709|669.66|1129.46|357.49|0.3856|247.35|508.7|0.4325|0.69017|-0.14167|5.0115|-0.19673|21.0|7.6737|7.6737
3d_a12|0|0|0.0|0|1|1.28383852|0.0|0.092417272|-0.008186708|3|0.0|-0.360215148|10.95472859|-0.058191686|0|-0.282667477|-0.1394967999999999|-0.237203828|-0.532019854|2|0.7697403429999999|-0.097468573|-0.108208213|0.8605417409999999|0|0.8547246829999999|-0.0958414059999999|0.2443206489999999|-34.34601551|-49.24083018|74.39425719|0.145275317|-0.035063929|-25.2986621|0.77428353|-17.64609244|57.52228251|40.06333231|0.472404561|2148.979792|439.1353855|-738.6124526000001|-9.255608086|5.786006004|10.96674758|0.89539167|4509.417998|115.96727140000002|23.26659057|0.01611886|953.9302134|410.9162081|8.281452338|1.0|0.0|1.0|3.98|18.0|2.19|0.0|3.0|4.0|-6.22|313.36|1.0|2.67|-3.91|0.000302|0.0945|0.000123|0.0385|2.81|0.0|0.0|9.64e-06|4.2114|3.1|-1006.727999|-1006.704001|548.21|918.3|328.71|0.3336|294.4|411.35|0.53114|0.6572100000000001|-0.15387|2.2068|-0.22229|25.0|7.6021|7.6021
1_a1 (SKF-104365)|0|0|0.0|1|1|0.626769342|2.196347317|0.011230812|-0.006055958|1|0.0|-0.218014497|10.33812228|0.11172918|1|-0.221214316|-0.123703409|-0.300426726|-0.505981356|1|0.7926983559999999|-0.015406451|0.194988905|0.551667506|0|0.8131557509999999|-0.081192283|0.2405471019999999|-31.45099608|-37.55389489|6.658828587|0.186844249|-0.029524467|-17.369816|0.709744919|-14.547040099999998|46.32985169|37.63415922|0.416807085|1997.193006|376.1092109|-450.6467387|-6.316296726|5.2735884010000005|9.042613965|0.71469847|4225.4765640000005|134.2517831|19.24066156|0.018973797|634.9418316000001|297.2783688|8.775956802|1.0|1.0|1.0|2.97|17.0|4.28|0.0|2.0|3.0|-6.01|297.35|1.0|3.27|-4.02|0.000159|0.0472|9.65e-05|0.0287|2.96|0.0|0.0|0.000295|3.8901|3.45|-1279.084677|-1279.060907|491.18|809.96|318.72|0.2178|318.72|358.09|0.70081|0.70081|-0.16142|4.5773|-0.19624|1.6|5.7959|5.7959
12g_a30|0|0|0.0|0|2|0.6049842529999999|0.0|0.096186205|-0.010447128|2|0.0|-0.574592016|10.31162838|-0.049719762|1|-0.067792064|-0.084317059|-0.152855196|-0.539112991|1|0.826316772|-0.0430471959999999|-0.0885760969999999|0.770326886|0|0.783662781|-0.10344931|0.487608738|-58.41940906|-70.11305057|133.2169768|0.216337219|-0.040568357|-47.51931027|0.7743107290000001|-39.593913|83.29752441|77.01461557|0.459011202|3058.2873170000003|531.1295763|-1402.261011|-18.63502363|8.694447089|16.07139949|0.8484671109999999|6688.137428|152.961516|35.50940589|0.019453222|1810.9797|683.7405759|13.18447384|1.0|1.0|0.0|4.67|17.0|2.48|0.0|6.0|6.0|-6.22|439.49|0.0|2.36|-5.01|1.01e-06|0.000444|9.71e-06|0.00427|3.89|0.0|0.0|0.000165|5.0703|3.88|-1743.214798|-1743.174676|717.55|1206.02|348.35|0.2449|244.53|577.31|0.26238|0.68366|-0.15077|3875.0|-0.2083699999999999|9.0|8.0334|8.0334
12w_a30|0|0|0.0|0|2|0.604983445|0.0|0.063514061|-0.007019432|2|0.0|-0.372029919|10.31162873|-0.04950715|1|-0.173643543|-0.0493878409999999|-0.0857954809999999|-0.477636454|1|0.83236194|-0.032835151|-0.080971844|0.711738503|0|0.8522163970000001|-0.096032733|0.4274948739999999|-52.53307388|-65.85056003|82.06520565|0.147783603|-0.037237182|-45.15435649|0.8077976990000001|-36.02242934|75.77366969|63.12469722|0.451478593|2999.810425|584.3729039|-1251.160641|-17.50883211|8.063690539|14.70077638|0.8230829059999999|6888.291006999999|131.7949495|31.60926388|0.014471302|1548.85393|685.6665849999999|9.923109661|1.0|1.0|0.0|4.63|17.0|3.92|0.0|5.0|4.0|-5.52|467.37|1.0|3.59|-6.04|2.64e-07|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|0.0|7.39e-06|5.0632|5.08|-2494.966575|-2494.932002|716.83|1211.28|348.42|0.2639|244.87|577.06|0.31353|0.68423|-0.15073|2.4229|-0.20755|15.0|7821.0|7821.0
4b_a49|0|0|0.0|1|1|1.343847828|2.075628989|-0.109946885|-0.0074627159999999|2|1.645329244|-0.402986655|10.92776533|0.02907541|1|-0.10158752|-0.0563571629999999|-0.089371493|-0.390006034|2|0.798826417|0.005818676|0.049923437|0.6967593559999999|1|0.7581492670000001|-0.090284437|0.438784865|-56.45224362|-55.5653235|41.97072627|0.241850733|-0.030696709|-34.19753462|0.645330839|-34.74338731|71.2971749|71.30114509|0.477868186|2708.998101|466.6010051|-944.6104994|-11.62716177|7.588962922|14.53457293|0.915225186|6025.790417|218.2802175|29.27523192|0.02556165|1463.761596|600.3287567000001|15.73185141|1.0|1.0|1.0|3.37|21.0|3.26|0.0|6.0|6.0|-7.12|400.43|1.0|2.8|-3.88|0.000155|62.0|0.000132|0.0527|2.28|0.0|0.0|3.570000000000001e-05|4.6422|3.56|-1333.063439|-1333.026419|664.86|1121.45|331.39|0.2856|267.08|509.78|0.4151899999999999|0.68242|-0.15635|1.8265|-0.22366|79.0|7.1024|7.1024
SB431542_a8|1|0|3.172627551|1|1|1.401734117|1.4114120369999998|-0.007805495|-0.014434378|1|0.0|-0.721718925|10.94951956|-0.0453332859999999|1|0.156874293|0.055198015|0.089375589|-0.494976661|1|0.762577159|0.229470029|-0.072891515|0.7318727540000001|0|0.5653298489999999|-0.124595991|0.274152231|-76.82006387|-74.57768059|170.1252996|0.434670151|-0.048754953|-44.6389196|0.7608280590000001|-45.98111161|89.64885355|97.60813043|0.476091179|2801.428659|338.38158389999995|-1342.398251|-17.46740332|7.360028263999999|14.04829994|0.908729075|6203.505123|143.157805|38.35632812|0.025179219|1764.391093|529.053307|15.07117296|0.0|1.0|0.0|3.35|23.0|2.72|0.0|4.0|5.0|-7.04|400.39|0.0|2.58|-4.14|3.99e-05|16.0|7.28e-05|0.0292|2.4|0.0|0.0|6.96e-05||||||||||||||||79.08|4.1019|4.1019
12_a4|0|0|0.0|1|1|0.295190368|2.070952433|-0.1494133309999999|-0.0021497879999999|2|1.587386096|-0.113938738|10.31168324|0.028152112|1|-0.055590089|-0.051501982|-0.085553511|-0.220286906|2|0.8157155359999999|-0.036425699|0.04172421|0.531333552|1|0.805238097|-0.074699711|0.636722126|-41.69390404|-44.33087544|15.80191019|0.194761903|-0.025916226|-26.30835499|0.717772573|-24.74343259|53.59101661|48.6306683|0.470780296|2927.48584|477.8721263000001|-753.6248824|-9.127388465|6.223583758999999|11.7599245|0.889574393|6390.233612|167.4891205|21.42753878|0.015603795|1049.9494|608.4548423|9.260141177|1.0|1.0|1.0|3.41|21.0|4.98|0.0|4.0|5.0|-6.84|404.48|1.0|3.3|-4.33|6.57e-05|0.0266|4.64e-05|0.0188|2.72|0.0|0.0|5.85e-06|4.8592|6.12|-1617.861623|-1617.826064|640.67|1101.33|325.57|0.1194|255.16|503.28|0.63967|0.68825|-0.16224|7.8701|-0.2312199999999999|9.29|5032.0|5032.0
12i _a30|0|0|0.0|0|2|0.604984133|0.0|0.04580336|-0.00691453|2|0.0|-0.366470081|10.31162888|-0.072247675|1|-0.172434349|-0.051371057|-0.090173435|-0.469854551|1|0.831176513|-0.029080032|-0.1240820219999999|0.7463962120000001|0|0.8434291340000001|-0.096489393|0.356921662|-50.00086637|-63.00408424|84.78576301|0.156570866|-0.037414255|-41.13938837|0.806299097|-32.64875738|72.59006433|60.32320054|0.479900127|2860.704198|550.7287204|-1197.077601|-15.95200773|8.097008872|15.56818082|0.92270764|6362.153853|126.4796844|30.29912252|0.014680721|1484.657003|652.8825454|9.585980094|1.0|1.0|0.0|4.62|17.0|3.27|0.0|5.0|4.0|-5.75|432.93|1.0|3.11|-5.44|1.19e-06|0.0005139999999999|3.61e-06|0.00156|4.49|0.0|0.0|2.61e-05|5.0358|4.45|-2035.373964|-2035.339603|691.59|1167.27|351.81|0.2384|246.2|542.74|0.43157|0.68497|-0.14945|2.5397|-0.2041|16.0|7.8013|7.8013
9r_a24|1|0|2.950959457|0|0|1.353642494|0.0|-0.134192489|-0.004640179|3|0.0|-0.264490176|10.96129392|-0.043274854|1|-0.29065818|-0.179075526|-0.2920573039999999|-0.3018627239999999|3|0.7958149290000001|-0.120617935|-0.083458647|0.7526889940000001|0|0.8417158379999999|-0.082022572|0.32720212|-41.49802275|-54.99020696|71.31566881|0.158284162|-0.025821921|-36.86695997|0.6152148279999999|-27.82142546|70.79264457|51.92828155|0.473403843|2644.462265|564.3096436000001|-934.8335183|-11.60626518|9.672636984|18.36822555|0.898988412|5501.824326|257.9706516|28.13932796|0.02357068|1519.52371|670.2247423|15.80243761|1.0|1.0|1.0|3.53|23.0|3.93|0.0|8.0|6.0|-6.83|400.48|0.0|2.98|-4.06|9.58e-05|0.0383|8.77e-05|0.0351|2.69|0.0|0.0|8.84e-07|4.4722|1.82|-1294.486221|-1294.451958|713.25|1199.71|289.16|0.3398|277.23|616.11|0.3398|0.6204|-0.1676099999999999|1.9698|-0.21074|11.0|7.9586|7.9586
12a_a30|0|0|0.0|0|2|0.604984824|0.0|0.033691224|-0.006711725|2|0.0|-0.3557214489999999|10.31162903|-0.094932667|1|-0.171649606|-0.053309522|-0.094526372|-0.454270252|1|0.7885597609999999|-0.031179517|-0.171895425|0.7961424690000001|0|0.836214716|-0.097138462|0.337975309|-47.73588073|-60.22802588|85.47365107|0.163785284|-0.037665934|-37.34272719|0.805190202|-29.59731695|69.45678454|57.83766054|0.469799116|2722.217443|518.4718832|-1144.332492|-14.47983299|7.362386058999999|13.88603128|0.88607758|5936.682602000001|120.786445|29.00398472|0.014884556|1421.195251|620.9195447000001|9.228758655|1.0|1.0|0.0|4.65|17.0|2.62|0.0|5.0|4.0|-5.98|398.48|0.0|2.63|-4.85|5.23e-06|0.00208|1.4e-05|0.0056|3.87|0.0|0.0|9.21e-05|5045.0|3.82|-1575.7783980000002|-1575.745502|668.81|1122.01|355.41|0.1866|245.76|507.17|0.35338|0.68599|-0.1481|4.1875|-0.19994|11.0|7.9469|7.9469
12bc_a36|1|0|3.43846811|0|2|1.284647662|0.0|-0.058020733|-0.007661816|2|0.0|-0.413738077|10.95883416|-0.027636036|1|0.115647623|-0.101451485|-0.1716508239999999|-0.442519304|1|0.836170906|0.006621918|-0.045186455|0.771220556|0|0.834305498|-0.107107992|0.326764696|-51.87437401|-71.97763346|83.35308244|0.165694502|-0.038558877|-48.36968394|0.77146807|-34.8600941|83.97121855|64.13376391|0.467645467|2927.476132|560.6615736|-1295.597402|-17.41308622|8.273766079|15.54183457|0.878447423|6587.689277|153.57572439999998|33.5878425|0.017847333|1679.392125|661.6709012|11.99358509|1.0|1.0|0.0|4.73|17.0|3.19|0.0|5.0|4.0|-6.26|450.32|1.0|2.82|-5.18|8.27e-06|0.00372|6.55e-06|0.00295|3.93|0.0|0.0|7.83e-06|5.2189|4.42|-2152.134749|-2152.100551|705.12|1188.37|320.4|0.7456|237.57|563.76|0.35775|0.69094|-0.15671|6.5854|-0.21499|8.0|8.0969|8.0969
