molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|nARing|BCUTs-1|SaasN|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|MATS1i|AATSC1i|n6aHRing|GATS1are|MATS8s|MATS8d|RASA|FNSA3|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RPSA|FNSA4|WNSA5|RPCS|FNSA1|FNSA2|WNSA3|DPSA5|PNSA4|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|GRAV|PPSA1|WNSA2|DPSA4|FPSA5|Mor01p|PPSA5|CYP2D6 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|HOMO-LUMO Energy Difference (Hartree)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
9b_a36|0.0|0|0|3.513187594|0.0|0|2|2|0.62670079|0.0|5.351858133|-0.023369916|2|0.040166667|0.082806042|0.0|0.005050384|-0.077361324|-0.06502499|1|0.005458948|-0.053309522|-0.094526372|1|0.8421237309999999|-0.034830997|-0.1177413269999999|0.8453794609999999|-0.074181597|0.2602997|0.017007854|-46.58565720000001|-61.73294817|10.68084402|0.154620539|-0.036110824|-38.76797062|0.0|0.78242217|-1.769430355|-29.25555061|71.70079424|-22.67740953|-14.24129533|0.21757783|7.549264797|0.828997331|5838.085413000001|136.63774650000002|-697.8234711|28.98359786|0.015872498|620.9195447000001|9.967846072|0.0|1.0|4.73|0.0|17.0|-6.64|3.6|2.76|82.47|2.82|0.0|126.17|1.0|29.0|4.0|398.48|0.0|0.0|2.48|0.0148|3.2|0.0|2.3100000000000002e-07|9.21e-05|-0.05146|3.8535|3.82|3.8535|-1575.7800140000002|666.01|1127.85|321.74|0.5392|321.74|0.69763|-0.15833|0.02803905|-1575.616432|21.0|7.6778|7.6778
13d_a6|0.0|0|0|3.447870607|0.0|0|1|1|1.424214188|0.0|5.351858133|-0.0122495089999999|1|0.041728395|0.077158715|0.0|-0.003346018|-0.042531782|-0.10528143|1|-0.000899678|-0.106686991|-0.174259072|1|0.845481322|-0.027209556|-0.187174391|0.78862121|-0.092581323|0.19992155|0.030793771|-63.04181168|-75.40072983|20.96853949|0.21137879|-0.039696112|-51.34295409|564.780402|0.769432845|-2.103893962|-42.92734103|88.02705449|-27.03045032|-18.40596467|0.230567155|9.086171078|0.703203572|6185.117192000001|157.0011174|-975.5161277|35.13035671|0.018542644|692.8471883999999|12.62632467|1.0|2.0|3.64|3.03|23.0|-9.4|5.38|4.57|95.85|1.5|0.0|121.6|1.0|32.0|5.0|423.47|0.0|1.0|3.74|0.00229|4.23|0.0|3.96e-10|1.68e-07|-0.05252|4.85|4.5|3.6298|-1389.403308|723.61|1219.11|341.57|0.7905|255.64|0.58381|-0.14894|0.02846332|-1389.188211|0.36|6.4437|6.4437
13b_a6|0.0|0|0|3.423777636|0.0|0|1|1|1.430640379|0.0|5.351858133|-0.0265090529999999|1|0.042739018|0.060593678|0.0|-0.00460563|-0.104663349|-0.064811009|1|-0.00194781|-0.10896749|-0.180339002|1|0.850080948|-0.029988734|-0.11338525|0.7757172059999999|-0.093125205|0.202093555|0.032036214|-61.06841733|-74.04643339|21.00828557|0.2242827939999999|-0.0406496879999999|-48.5571926|554.4007331|0.757233678|-2.032484418|-40.04664055|87.39962829999999|-26.65671602|-17.48058934|0.2427663219999999|9.087172635|0.69141956|6000.952027|159.1980937|-874.0294667999999|35.20276076|0.0203627189999999|627.4287311|13.35319491|1.0|2.0|3.56|2.85|23.0|-9.01|4.98|4.32|95.85|1.29|0.0|116.79|1.0|31.0|5.0|409.44|0.0|1.0|3.45|0.00417|3.8|0.0|9.77e-10|4e-07|-0.0525799999999999|4.8494|4.04|3.6322|-1350.0903970000002|694.33|1167.21|341.35|0.7846|255.67|0.58026|-0.14898|0.02920955|-1349.898848|174.0|6.7595|6.7595
4_a27|0.0|0|0|0.0|0.0|2|0|0|1.4008954130000002|3.294369174|4.727387819|-0.058641975|2|0.0456410259999999|-0.273119343|1.274166982|0.00991794|0.13397347|-0.01660383|1|0.010329671|-0.2030237389999999|-0.341622797|2|0.639413469|-0.07759915|-0.024800302|0.852604338|-0.057748369|0.3485918529999999|0.0201467639999999|-29.89961815|-40.79296366|10.43112657|0.1473956619999999|-0.0281385239999999|-21.12083948|58.27512057|0.682485674|-1.181818|-15.48073439|51.33640873|-14.56891559|-7.543156957000001|0.317514326|6.01592535|0.799110312|4988.6278600000005|164.3952417|-316.8125922|21.34684457|0.020363697|424.8821143|10.54344507|0.0|0.0|3.11|3.08|21.0|-6.22|2.94|2.8|65.6|2.66|0.0|97.55|1.0|25.0|4.0|331.37|0.0|1.0|2.8|0.0339|2.55|0.0|6.04e-07|0.0002|-0.0449899999999999|5.5485|4.63|4.1288|-1083.138303|555.75|946.77|300.29|0.2002|223.46|0.36899|-0.17034|0.01877181|-1083.01571|4.0|8.3979|8.3979
13b_a5|0.0|0|0|2.948625157|0.0|0|1|1|1.338814635|0.0|5.209486153|0.011339656|2|0.02468599|-0.006314305|0.0|0.0064510459999999|-0.104404004|-0.017963913|1|0.0066003869999999|-0.055701188|-0.091464693|2|0.6700114770000001|0.03431921|-0.0330907489999999|0.831557236|-0.0694958329999999|0.468748106|0.0138892369999999|-44.93506461|-48.3067033|8.980592802|0.168442764|-0.02636836|-31.23446039|46.77748445|0.654076389|-1.344786367|-29.05440446|62.24204745|-17.04942469|-11.0239272|0.345923611|8.427551282000001|0.837970799|5678.380299|223.6695238|-562.2202871000001|26.06641209|0.021552174|638.8437454|13.93534415|1.0|1.0|2.97|2.64|23.0|-8.36|4.64|4.06|74.77|1.96|0.0|119.8|1.0|30.0|4.0|395.46|0.0|1.0|3.26|0.0148|3.01|0.0|4.36e-09|1.72e-06|-0.05177|4.6733|4.66|4.1793|-1276.066049|672.43|1138.73|296.66|0.5528|265.31|0.32779|-0.17274|0.035153|-1275.865034|0.11|6.9586|6.9586
47p_a18|0.0|0|0|0.0|0.0|0|1|1|1.25117677|0.0|4.844187086|-0.04760181|0|0.037575758|0.025217016|0.0|0.00235332|-0.015960677|-0.049428094|0|0.003537135|-0.1736074389999999|-0.261349889|0|0.72025564|0.030970815|-0.082977829|0.832954548|-0.06909945|0.278332428|0.007989903|-51.14496913|-61.12351185|5.913843751|0.1670454519999999|-0.030813794|-45.24146169|48.48855261|0.818459442|-2.0645242|-37.85569728|69.19354871|-22.80728054|-16.88114242|0.181540558|9.923659881|0.956223901|6726.61969|134.3699001|-1131.036542|27.86610962|0.01090303|1011.163774|8.070036862|1.0|2.0|4.29|0.0|18.0|-9.03|3.65|3.34|76.5|3.13|1.0|144.53|1.0|35.0|3.0|468.59|0.0|0.0|2.9|0.0025|4.35|0.0|9.35e-10|4.38e-07|-0.05628|3.2036|7.98|3.2036|-1493.759811|795.43|1391.71|387.01|595.0|387.01|0.6937800000000001|-0.13118|0.02843634|-1493.407248|64.0|7.1938|7.1938
11c_a5|0.0|0|0|2.930680267|0.0|0|0|0|1.427567332|0.0|4.59511985|-0.050049777|2|0.027388889|-0.0859098|0.0|0.005090155|-0.059682527|-0.023856811|1|0.005383056|-0.011677718|-0.018887528|2|0.679183645|0.030085871|-0.044126759|0.80472351|-0.078909483|0.389427402|0.01785211|-47.99592739|-53.12487972|10.85837291|0.19527649|-0.0322785379999999|-32.31269264|4.089828494|0.707039635|-1.484812761|-29.19305715|66.02857181|-19.63310772|-11.94164728|0.292960365|8.88462927|0.811648325|5202.741647999999|178.1902995|-549.3157749|27.76804404|0.021214793|523.8031619|12.90369209|1.0|1.0|2.96|2.14|23.0|-8.47|4.79|4.17|80.76|1.13|0.0|106.79|1.0|28.0|5.0|370.4|0.0|1.0|3.0|0.0294|2.78|0.0|3.4000000000000003e-09|1.26e-06|-0.04315|4.5035|4.53|4.2087|-1218.492067|636.14|1071.71|294.59|0.5327|275.3|0.60118|-0.1713299999999999|0.03798847|-1218.336116|25.0|7.6021|7.6021
14u_a23|0.0|1|1|0.0|0.0|2|0|0|1.197962732|3.357982471|5.351858133|-0.025360103|2|0.043321995|0.050530143|0.743634137|0.010561248|-0.026062012|-0.0569153009999999|2|0.010508236|-0.110069159|-0.199540201|2|0.756252127|-0.001778422|-0.094773814|0.909754912|-0.055259924|0.445665682|0.0254134689999999|-36.90928915|-57.75236052|16.97420126|0.090245088|-0.033908155|-38.57404134|50.47632596|0.702868983|-1.729315897|-24.65250654|73.50348823|-22.64798452|-15.12707504|0.297131017|7.392527755|0.910165272|6913.009783|198.4601847|-771.4808267999999|32.2221994|0.023582305|683.7405759|15.75112771|0.0|1.0|3.59|3.68|26.0|-7.51|3.42|4.03|114.25|2.72|1.0|126.78|1.0|32.0|5.0|441.51|0.0|0.0|3.48|0.0042299999999999|3.55|0.0|3.11e-08|1.3699999999999998e-05|-0.0618299999999999|4.0409|3.23|3.1819|-1744.446261|712.54|1214.4|389.66|0.2253|306.82|0.4523|-0.1543|0.0237199999999999|-1744.2405670000005|6.0|8.2449|8.2449
18_a47|0.0|1|1|2.969619451|0.0|0|0|0|1.414391819|0.0|4.59511985|-0.06345679|3|0.037919622|-0.026357805|1.5913490630000002|0.0008454789999999|0.018164141|-0.016728205|1|0.0015586929999999|-0.02470455|-0.053119347|3|0.646771311|-0.059779939|-0.027351545|0.777824025|-0.078937385|0.454324931|0.014741763|-49.44908758|-52.88049505|9.234746417|0.222175975|-0.0303894239999999|-33.12615721|3.684585007|0.7327484470000001|-1.5194711930000002|-30.97660579|63.72933669|-19.03697822|-11.9254166|0.267251553|7.018342267|0.7608026529999999|6261.441874|167.41554630000002|-596.2708299|25.98023687|0.017318402|628.5247532999999|10.84884165|1.0|2.0|3.47|2.5|27.0|-10.36|5.53|6.0|79.38|2.63|0.0|119.78|0.0|31.0|5.0|410.45|1.0|1.0|4.16|0.00176|4.13|0.0|4.34e-11|1.78e-08|-0.04964|4.2668|3.32|4.2222|-1354.221126|652.12|1130.76|293.65|0.4335|290.58|0.4659|-0.17349|0.04031146|-1354.037606|3.0|8.6|8.6
4_a18 (SD-208)|0.0|0|0|0.0|0.0|0|2|2|1.304335262|0.0|0.0|-0.113324634|3|0.040864198|-0.020226647|0.0|-0.018723101|-0.009648044|-0.056245435|0|-0.015153358|-0.15379315|-0.3630339729999999|1|0.773173718|-0.058455902|-0.098971722|0.77909674|-0.077885485|0.115284206|0.0211761979999999|-40.10670787|-51.27494074|10.90456851|0.22090326|-0.034985357|-26.40375252|0.0|0.602029021|-1.2944582059999998|-20.652731600000003|69.63488061|-18.01551972|-9.276994128|0.397970979|6.239898178|0.831728055|5348.394288|204.9329964|-343.2487827|29.9246699|0.035654206|363.2306414|18.35993987|1.0|1.0|2.77|2.54|22.0|-8.15|3.54|4.44|76.48|2.02|0.0|92.87|1.0|25.0|6.0|352.75|0.0|1.0|3.11|0.0146|3.02|0.0|7.06e-09|2.49e-06|-0.09992|5.1755|2.58|3.2777|-1542.296276|537.47|895.83|378.26|0.2761|239.56|0.4646|-0.13588|0.0199445|-1542.207472|0.08|7.0969|7.0969
47s_a18|0.0|0|0|0.0|0.0|0|1|1|1.251176205|0.0|4.844187086|-0.045792331|0|0.035632184|-0.026883417|0.0|0.002573931|0.0134295589999999|-0.031515152|0|0.003686393|-0.168728915|-0.252119673|0|0.724028067|0.0109557919999999|-0.0540701129999999|0.84543779|-0.070258863|0.306379663|0.008446541|-53.18668656|-61.36410696|6.394119331000001|0.15456221|-0.030108416|-46.45326408|51.05656345|0.820470855|-2.107589125|-40.26287221|69.29837549|-22.79238258|-17.25406952|0.179529145|9.811856136|0.901192009|6968.705069|135.90542109999998|-1207.784866|27.77963709|0.010481057|1093.725912|7.934268528|1.0|2.0|4.41|0.0|18.0|-9.42|4.06|3.93|76.5|3.33|1.0|149.34|1.0|36.0|3.0|482.62|0.0|0.0|3.19|0.0017|4.62|0.0|3.8199999999999997e-10|1.84e-07|-0.0491399999999999|3218.0|8.41|3218.0|-1534.196027|809.4|1435.42|385.29|0.5203|385.29|0.6926800000000001|-0.13195|0.02195039|-1533.809351|616.0|6.2104|6.2104
14a_a10|0.0|0|0|0.0|0.0|1|2|2|1.3438495730000002|2.156210368|5.4161004020000005|0.0437538159999999|3|0.035660377|0.027446544|2.070512208|0.011509975|-0.045759336|-0.00421565|1|0.012272222|-0.220250238|-0.344811314|2|0.76857495|-0.011977878|-0.007680215|0.911549451|-0.044416218|0.43555903|0.0135610389999999|-32.23041637|-51.23835032|9.840503082|0.088450549|-0.018970051|-37.18086445|134.15514270000003|0.542015878|-1.270993412|-23.38784787|67.14248252|-13.76552695|-9.988888957|0.457984122|10.0292632|0.8833450959999999|6754.660977|332.3339934|-669.2555601|25.39690722|0.0219172279999999|1003.968547|15.9041322|1.0|0.0|3.98|4.4|21.0|-8.18|4.16|3.36|59.31|1.94|0.0|146.76|1.0|35.0|6.0|468.59|0.0|0.0|3.43|0.00743|3.29|0.0|6.55e-09|3.07e-06|-46.0|5.5808|2.25|3802.0|-1489.655581|800.01|1380.89|326.1|0.2835|222.16|0.34245|0.2422099999999999|-0.14757681|-1489.487381|74.0|7.1308|7.1308
8_a1 (SB-202620)|0.0|0|0|3.296085365|0.0|0|0|0|1.4323973840000002|0.0|4.727387819|-0.226277123|1|0.037578348|-0.0443137679999999|0.0|-0.012672753|-0.1402198369999999|0.037553634|1|-0.0106277489999999|-0.019835038|-0.042643966|1|0.674381582|-0.042789124|0.063001656|0.648967503|-0.117682533|0.174628594|0.015526845|-66.76765693|-59.72618401|8.809217494|0.351032497|-0.041081545|-33.88588996|64.70432539|0.7742395870000001|-1.684343335|-37.88089785|70.8721358|-23.30777912|-13.22376193|0.225760413|7.432247389|0.839824062|5170.286136|128.0860757|-542.1742393|30.104091200000003|0.019645498|433.2550452|11.1459518|1.0|2.0|2.74|2.21|23.0|-8.02|4.86|5.06|78.87|2.78|0.0|99.61|1.0|27.0|5.0|359.35|0.0|1.0|3.7|0.00713|3.6|0.0|9.53e-09|3.42e-06|-0.0736899999999999|3.4052|5.32|3.4052|-1223.279021|586.27|977.87|364.11|0.5339|364.11|0.7026600000000001|-0.13683|0.16177304|-1223.014114|0.4|6.3979|6.3979
18d_a30|0.0|0|0|0.0|0.0|0|2|2|0.6049874|0.0|5.351858133|-0.064217094|2|0.040899471|-0.071608958|0.0|0.001139238|-0.053728319|-0.087019298|1|0.002064369|-0.0541804029999999|-0.120380857|1|0.669561738|-0.001699165|-0.149451598|0.803280262|-0.07812727|0.346980269|0.017843227|-49.44608411|-65.3088221|11.29282624|0.196719738|-0.037906966|-41.33339749|0.0|0.783284395|-1.85744132|-31.29400567|75.80070349|-23.99099587|-15.18369704|0.216715605|7.063141946|0.797831306|6367.958933|137.15746130000002|-744.0011548|30.62871675|0.016577694|618.6004214|10.49188139|0.0|1.0|4.75|0.0|17.0|-6.9|4.25|3.18|81.65|3.2|0.0|127.24|1.0|30.0|5.0|416.47|0.0|0.0|2.92|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|-0.05506|5.0125|4.07|3.4682|-1675.020297|669.66|1129.46|357.49|0.3856|247.35|0.4325|-0.14167|0.03258724|-1674.8453470000002|21.0|7.6737|7.6737
9b_a31|0.0|0|0|3.338934004|0.0|0|1|1|0.610136326|0.0|5.733341277|-0.070525429|0|0.03995614|-0.045938305|0.0|-0.0050444109999999|0.014628521|-0.091236608|2|-0.001981487|-0.143280211|-0.2345186269999999|0|0.811212624|0.01752821|-0.154083843|0.669120552|-0.103937658|0.241728566|0.034595809|-63.73317225|-80.40427495|21.21368453|0.330879448|-0.039058603|-49.30281875|552.0968813|0.689175183|-1.835754351|-39.08032306|95.78862992|-23.95020956|-14.68594601|0.310824817|8.097516252|0.88518099|5524.468603|190.5935925|-690.2394625|34.75199071|0.025089192|524.0230338|15.38435497|1.0|2.0|3.58|2.76|16.0|-6.84|5.26|3.5|117.37|0.86|0.0|103.36|1.0|27.0|5.0|384.45|0.0|1.0|3.0|0.0527|2.64|0.0|1.44e-07|5.520000000000001e-05|-0.0422899999999999|5.5119|4.69|3.8435|-1578.839267|663.06|1091.21|322.58|0.2732|224.94|0.41622|-0.15907|0.03769117|-1578.665571|63.0|7.2007|7.2007
12u_a30|0.0|0|0|0.0|0.0|0|2|2|0.604983445|0.0|5.351858133|-0.027452346|2|0.043383838|-0.091507428|0.0|0.002431329|0.028815747|-0.0646674999999999|1|0.001805829|-0.0493878409999999|-0.0857954809999999|1|0.8149999040000001|-0.055829439|-0.105767484|0.84944095|-0.0773921259999999|0.477056017|0.015562896|-51.83732031|-65.55148142|10.42404292|0.15055905|-0.03794847|-43.90644499|0.0|0.810462868|-1.859475018|-34.72068676|75.26051582|-25.41792137|-17.02494806|0.189537132|7.804487592999999|0.7958728709999999|7133.515802|126.9521524|-834.2224549|31.36222814|0.014495402|685.6665849999999|9.709034401|0.0|1.0|4.63|0.0|17.0|-7.8|5.11|3.92|81.65|3.79|0.0|137.3|1.0|31.0|4.0|467.37|0.0|1.0|3.59|0.0004269999999999|5.12|0.0|1.58e-08|7.39e-06|-0.0528299999999999|3.5003|5.08|3.5003|-2494.962309|705.15|1202.06|354.21|0.1502|354.21|0.6847|-0.1486299999999999|0.03472994|-2494.7995530000003|34.0|7.4647|7.4647
17a_a6|0.0|0|0|3.3685510360000004|0.0|0|1|1|1.424257628|0.0|5.351858133|-0.0265090529999999|1|0.041767677|0.04129257|0.0|-0.00460563|0.078798543|-0.060774312|1|-0.00194781|-0.10896749|-0.180339002|1|0.850080948|0.08716369|-0.106323149|0.753082653|-0.096082495|0.350977745|0.031147305|-63.02857512|-71.75703418|20.43213226|0.2469173469999999|-0.041567592|-47.07146289|554.1936506|0.77193498|-2.078379577|-41.34573382|84.75077935|-27.26767299|-17.887155899999996|0.22806502|8.337470517|0.935437602|5996.580489|149.60699319999998|-894.3577948999999|35.323795000000004|0.019808023|627.4287311|12.99374518|1.0|2.0|3.52|2.88|23.0|-9.01|4.98|4.32|95.85|1.7|0.0|116.79|1.0|31.0|5.0|409.44|0.0|1.0|3.59|0.00274|4.09|0.0|9.77e-10|4e-07|-0.05753|3.5421|4.04|2.9753|-1350.102634|696.96|1167.16|416.71|0.3933|350.03|0.69627|-0.12425|0.02379552|-1349.892285|24.0|7.6198|7.6198
19a_a38|0.0|0|0|3.3685352889999995|0.0|0|2|2|1.297044508|0.0|5.351858133|-0.082283951|2|0.043848238|0.054257043|0.0|-0.002526241|-0.122385526|-0.077535135|1|-0.000673716|-0.101303149|-0.217394466|1|0.724208473|0.031696119|-0.133130383|0.747152898|-0.08593151|0.298938581|0.022142322|-51.36166266|-64.73159672|13.23456869|0.252847102|-0.038988111|-38.69037594|0.0|0.744796537|-1.949405536|-30.69910427|77.20795279999999|-23.30337482|-13.92853534|0.255203463|6.923156054|0.872060139|6115.030149|152.5362948|-696.4267669|31.28824271|0.020873781|595.8790650000001|12.47635608|1.0|3.0|4.83|2.56|17.0|-6.86|3.13|2.55|81.23|2.4|0.0|125.69|1.0|30.0|4.0|401.44|0.0|1.0|2.68|0.0272|2.78|0.0|1.4e-07|5.610000000000001e-05|-0.05271|3.9212|3.41|3.6504|-1332.186327|628.65|1092.25|339.65|0.2668|316.19|0.6329100000000001|-0.15108|0.03338983|-1332.002093|0.01|8.0106|8.0106
11_a4|0.0|0|0|0.0|0.0|1|1|1|0.626711769|2.159635561|5.4161004020000005|0.032861655|2|0.03617284|-0.017835936|2.216390726|0.011277653|-0.073554945|-0.0043410079999999|1|0.010782511|-0.0278843589999999|-0.046906237|2|0.6575743310000001|-0.163623353|-0.007574475|0.930113409|-0.054262142|0.4523305489999999|0.009336075|-31.35942689|-37.74083422|5.395547437|0.069886591|-0.023620625|-21.81135655|59.55648883|0.7560913159999999|-1.110169356|-18.12338426|44.63993001|-13.65094004|-7.889214068999999|0.243908684|6.850305797000001|0.924411925|5425.1341090000005|140.96082869999998|-370.7930613|18.0546182|0.011937709|575.2252237|6.89909579|1.0|0.0|3.31|3.49|21.0|-8.05|4.97|5.22|68.9|3.15|0.0|111.64|1.0|27.0|3.0|372.49|0.0|1.0|4.16|0.00395|3.99|0.0|8.89e-09|3.31e-06|-0.05582|4907.0|3.2|3.78|-1467.463842|630.04|1071.03|328.0|151.0|252.67|0.4444|-0.15885|0.02336674|-1467.255521|0.11|6.9586|6.9586
12ae_a36|-3.3501500230000003|0|0|3.412870974|0.0|0|2|2|0.299253957|0.0|5.351858133|-0.351827031|2|0.041555556|0.087069205|0.0|-0.006862238|-0.083959343|0.006615826|1|-0.001160331|-0.15024383|-0.261631709|1|0.8183043390000001|-0.0931249669999999|0.010209009|0.7162413209999999|-0.085851235|0.439268891|0.023873046|-63.96145017|-78.71102033|17.78605328|0.2837586789999999|-0.036430555|-58.64180087|19.97715962|0.6849975640000001|-2.11297219|-47.65297933|97.76153993|-27.14173115|-20.22131065|0.315002436|8.676756505|0.870019385|7331.209763|234.6851816|-1172.836017|39.62310606|0.025570256|805.2286932|19.05051961|0.0|3.0|5.03|0.0|17.0|-6.87|1.28|2.15|123.75|0.84|0.0|142.02|1.0|34.0|6.0|474.54|0.0|0.0|1.18|0.0897|1.64|0.0|1.36e-07|6.45e-05|-0.0548899999999999|5235.0|6.24|3.8664|-1876.203168|754.15|1281.69|320.67|0.4832|236.84|0.40141|-0.1566|0.0508577|-1875.963244|15.0|7.8239|7.8239
3_a3|0.0|0|0|0.0|0.0|0|0|0|0.605000514|0.0|5.283203728999999|-0.114647585|1|0.034259259|-0.015653979|2.063441043|-0.007818326|0.0483259979999999|0.069435247|2|-0.006362643|0.041786524|0.081380229|1|0.913546349|-0.082619043|0.123113049|0.7538064790000001|-0.107269779|0.583866845|0.012617742|-48.91675544|-45.05306124|5.753894372|0.246193521|-0.035057023|-20.54492513|75.88125246|0.7000038270000001|-1.086767728|-22.30683222|55.67251784|-15.98657012|-7.290134722999999|0.299996173|5.025797436|0.709760196|4677.617255|136.8031103|-225.9941764|22.83783244|0.023287455|302.8386149|10.6194566|1.0|1.0|3.11|2.39|20.0|-6.15|5.0|4.07|121.17|1.41|0.0|88.36|1.0|21.0|3.0|310.4|0.0|1.0|3.23|0.0126|3.26|0.0|7.009999999999999e-07|0.000218|-0.0637|5.8458|1.92|3.3475|-1592.904586|491.26|817.21|370.38|0.2383|212.09|0.29441|-0.14599|0.03099295|-1592.839065|1175.0|5.93|5.93
8f_a8|0.0|0|0|2.939511291|0.0|1|0|0|1.394802091|1.241306689|4.844187086|-0.249095464|0|0.043758865|0.0587545909999999|0.0|-0.007796225|-0.08540947|0.007079485|1|-0.007036544|0.09830823|0.254819201|0|0.578166105|-0.016217844|0.010682683|0.5968139689999999|-0.122135295|0.308621017|0.013566221|-71.22071405|-62.06002501|7.91086576|0.403186031|-0.048375351|-36.18904175|67.99102163|0.90577048|-2.128515439|-41.53091131|67.4402386|-28.20910228|-16.44956443|0.09422952|7.504290616|0.8416059290000001|5948.547713|54.94802877|-723.7808349999999|31.14376424|0.009226445|485.8626377000001|5.380213594|0.0|2.0|3.14|2.85|23.0|-7.95|4.69|4.72|80.88|4.11|0.0|105.27|1.0|29.0|4.0|391.37|0.0|0.0|4.04|0.00395|3.82|0.0|1.13e-08|4.43e-06|-0.0675299999999999|4.7027|7.71|3.4876|-1361.658484|602.63|1022.89|355.5|0.3188|263.65|0.55661|-0.14532|0.03173623|-1361.510739|22.76|4.6428|4.6428
15b_a50|0.0|1|1|0.0|0.0|2|1|1|1.353059441|4.112770601|5.82008293|-0.05484142|1|0.032843915|-0.103807905|2.018777006|0.004641091|-0.06083723|-0.124047802|2|0.005203263|-0.131737048|-0.2185722769999999|1|0.79846758|0.000882622|-0.216393362|0.8209134840000001|-0.082576068|0.447220762|0.020083792|-47.20879251|-46.13641893|11.48191704|0.179086516|-0.028069672|-26.37622116|0.0|0.639017342|-1.291204916|-26.98929785|60.03646705|-16.04745006|-9.174337796|0.3609826579999999|6.89125222|0.919348867|5205.2135960000005|206.3740238|-422.0195386|25.11269883|0.024313507|510.3677388|13.90004811|1.0|1.0|3.56|2.11|20.0|-5.72|2.71|3.26|68.76|1.66|0.0|105.46|2.0|27.0|4.0|357.41|0.0|1.0|2.37|0.0891|2.11|0.0|1.92e-06|0.000687|-0.0333399999999999|4.0561|2.08|4.0561|-1160.4989460000002|613.37|1035.3|305.67|0.1796|305.67|0.65917|-0.16737|0.03528279|-1160.330621|79.0|7.1024|7.1024
17a_a25|0.0|0|0|0.0|0.0|1|0|0|1.373200859|1.826085128|4.727387819|-0.036457743|2|0.043274232|-0.017081614|2.008884939|0.0063846319999999|-0.0688716509999999|0.006360768|1|0.006423059|-0.047099434|-0.07654898|2|0.6741827509999999|0.168247187|0.0114970419999999|0.874586929|-0.06234901|0.348821736|0.012665055|-44.46905084|-56.61512986|9.033070252|0.125413071|-0.0297670279999999|-40.379488|80.30332825|0.755980502|-1.666953566|-31.71656603|67.57985355|-21.2306737|-15.142307999999998|0.244019498|8.996672966|0.882500365|6250.571217000001|174.0415044|-847.969248|28.08362601|0.015373381|781.7487682|10.96472369|1.0|1.0|3.48|3.47|27.0|-9.98|4.83|5.31|72.7|2.67|0.0|131.06|1.0|33.0|4.0|433.5|0.0|1.0|4.04|0.00323|3.9|0.0|1.05e-10|4.54e-08|-0.05255|5.2683|6.04|3.9347|-1391.625102|747.06|1271.9|315.11|0.4076|235.34|0.35172|-0.16304|0.0362293|-1391.385492|25.0|7.6021|7.6021
7d_a10|0.0|0|0|0.0|0.0|1|1|1|1.34384996|2.087763133|5.4161004020000005|-0.017919404|2|0.041369509|-0.042667459|1.591760572|0.00870171|-0.071185424|-0.0325418129999999|1|0.008513576|-0.041520889|-0.089622042|2|0.531023495|0.0658971929999999|-0.051603612|0.841052067|-0.059327943|0.421731106|0.010495008|-31.47566249|-37.61597161|5.567989142999999|0.158947933|-0.024733154|-19.95666068|89.87999909999999|0.729585423|-1.063525614|-16.69900016|45.08492005|-13.12185056|-6.961625817000001|0.270414577|6.100927672|0.938419104|5174.981962|143.4649092|-299.34991010000005|17.98535187|0.014078094|460.1866123|7.468948447000001|1.0|0.0|3.21|3.21|21.0|-7.83|4.92|4.97|43.6|3.04|0.0|100.04|1.0|26.0|4.0|344.38|0.0|1.0|3.95|0.00654|3.62|0.0|1.46e-08|5.04e-06|-0.05634|5.8433|3.49|3.8856|-1129.198363|574.87|970.29|319.09|0.2593|212.18|0.32059|-0.1633099999999999|0.02250617|-1129.0552810000002|928.0|6.0325|6.0325
