molecula|NaaNH|n9FaRing|SssssC|NaasN|SRW09|nAHRing|AATSC1s|JGI4|SaaaC|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|GATS1are|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|DPSA5|PNSA4|DPSA3|GRAVp|PNSA2|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Leadlikeness|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Dipole (water)|IC50|pIC50|pIC50
8d_a12|1|1|0.0|0|6.580639137|1|-0.048642535|0.038347953|2.075171777|0.000925796|-0.065870394|-0.046326855|1|0.001575111|0.0479437859999999|0.016135176|-0.484923957|0.8857286320000001|-0.091036025|-0.080872311|0.8078610759999999|0.8405406040000001|1|-0.077834742|-0.103548595|0.266886187|-43.27410838|-57.57034769|6.309558958999999|0.141289888|78.55353315|-0.039118358|-32.00762818|3.507952014|0.0|-1.760326118|64.53435462|-21.74879802|49.58366734|2466.513191|-978.6959108|-12.09177064|6.93584319|12.96695233|0.8695567329999999|92.36749461|26.08195789|0.012525773|-371.2392138|1173.6881050000002|503.2240425|1.0|1.0|1.0|1.0|1.0|2.23|0.1|21.0|-8.37|3.87|65.96|2.0|0.0|1.0|-4.58|27.0|-5.96|0.0|1.0|1.0|3.02|-4.61|2.43e-05|0.0085799999999999|0.0|0.0|4.23e-09|1.49e-06|4.2383|3.7397|-1138.256361|600.2|331.53|-1138.086709|-0.15306|-0.20794|0.04004678|3.0277|25.0|7.6021|7.6021
4n_a46|0|0|0.126268818|1|7.825245291|1|-0.036492128|0.045335917|0.0|0.004988019|-0.144852516|-0.064683066|1|0.0042595609999999|-0.349865095|0.109017734|-0.369211845|0.741742667|-0.06655165|-0.088858764|0.7681452190000001|0.7427183759999999|0|-0.103381106|-0.085838139|0.371438024|-56.80797266|-47.16810275|4.629240193|0.096854593|53.22165035|-0.031047837|-25.91889741|2.543769935|0.0|-1.459248362|51.4039205|-17.06080312|61.43721285|2195.786424|-801.8577467|-9.374920341|5.666371466|9.921794991|0.750996215|75.1696593|19.76451658|0.0077084869999999|-399.1612105|928.9322794|525.8291956999999|1.0|0.0|1.0|1.0|1.0|2.84|0.27|17.0|-6.67|4.33|61.84|1.0|0.0|1.0|-5.43|26.0|-5.26|0.0|1.0|1.0|3.9|-5.1|7.95e-06|0.00273|0.0|0.0|2.14e-07|7.340000000000001e-05|5.7448|3953.0|-1090.302556|578.83|313.65|-1090.098769|-0.16641|-0.20685|0.04131598|8773.0|5194.0|5.2845|5.2845
12j_a36|1|0|0.0|0|7.412764017000001|2|-0.0446165029999999|0.039061728|0.0|0.00285431|0.039869055|-0.051080247|1|0.003710345|0.161289379|-0.133106642|-0.436310965|0.906423012|-0.1241793309999999|-0.089459459|0.87043328|0.855081905|0|-0.069970795|-0.105480639|0.362692602|-46.2113679|-69.66341599|11.99396966|0.147413708|97.35760604|-0.037113558|-46.00836307|7.921272637|2.098786266|-2.004132137|80.59149538|-24.51120192|58.20533756|2881.20453|-1323.6049039999998|-16.18812775|7.483427579|13.78874575|0.8425708820000001|148.06163930000002|31.59421634|0.016546717|-364.314663|1706.0876829999995|725.9470896|1.0|0.0|1.0|1.0|1.0|0.0|0.17|17.0|-7.05|3.33|94.5|1.0|0.0|1.0|-4.85|31.0|-6.64|0.0|0.0|0.0|2.33|-4.51|3.09e-05|0.0132|0.0|0.0|8.95e-08|3.83e-05|5.2072|3.7807|-1670.420129|694.28|327.94|-1670.184251|-0.15495|-0.20593|0.02793415|8.5953|0.01|8.0|8.0
1_a1 (SKF-104365)|0|0|0.0|1|7.535296702|1|-0.01959813|0.0409444439999999|0.0|0.000663414|-0.10236005|0.11172918|1|0.002250781|-0.221214316|-0.300426726|-0.505981356|0.57031697|-0.015406451|0.194988905|0.857919181|0.551667506|0|-0.067997692|-0.081192283|0.2405471019999999|-31.45099608|-37.55389489|6.18316314|0.186844249|86.42113499|-0.029524467|-17.369816|2.859900586|63.42504103|-0.9743074|46.32985169|-13.65596178|37.63415922|1997.193006|-450.6467387|-6.316296726|5.2735884010000005|9.042613965|0.71469847|134.2517831|19.24066156|0.018973797|-194.0267797|634.9418316000001|297.2783688|1.0|1.0|1.0|1.0|1.0|2.68|0.12|17.0|-6.0|3.93|56.01|0.0|0.0|1.0|-3.8|21.0|-6.01|0.0|1.0|1.0|3.27|-4.02|9.65e-05|0.0287|0.0|0.0|9.93e-07|0.000295|3.8901|3.8901|-1279.060907|491.18|318.72|-1278.971649|-0.16142|-0.19624|0.02377006|6.9338|1.6|5.7959|5.7959
11d_a31|1|0|0.0|0|7.765993078999999|1|-0.116385886|0.0388738739999999|0.0|-0.009496378|-0.092360393|-0.078235092|2|-0.006496772|0.026806221|-0.153894316|-0.574318121|0.819298311|-0.057505249|-0.13169885|0.868115289|0.78396996|0|-0.134031221|-0.134048091|0.197166451|-82.05480081|-82.06512842|21.07078977|0.414787184|253.9354598|-0.040797245|-50.24081482|12.89967697|91.25756269|-1.87667327|98.8237718|-24.97634343|103.1255906|2532.447962|-1148.911798|-15.29068277|7.885647873|15.21323794|0.929231204|194.8221811|36.63453013|0.027374162|-222.5622569|1685.188386|505.4234462|1.0|1.0|1.0|1.0|1.0|2.83|0.32|16.0|-6.23|5.43|125.57|1.0|0.0|1.0|-5.48|27.0|-6.4|0.0|0.0|1.0|3.34|-4.2|6.26e-05|0.0241|0.0|0.0|5.83e-07|0.000225|3.8009|3.8009|-1598.671315|650.64|326.2|-1598.4848980000002|-0.15822|-0.19226|0.04390452|4.6622|0.03|7.5229|7.5229
47t_a18|0|0|0.0|0|7.03438793|1|-0.161517185|0.03672956|0.0|-0.006573438|-0.011641394|-0.04785474|0|-0.004985656|0.027313444|-0.104274108|-0.600890268|0.704602886|0.005590928|-0.074774521|0.796935152|0.688453085|0|-0.119202068|-0.103295568|0.240001773|-79.78154029|-69.13537385|9.415011332|0.32796681|219.5070758|-0.040580402|-46.27207168|6.301435212|78.43695402|-2.272502492|80.00407742|-27.16032544|89.19655162|2872.533415|-1520.978225|-18.17831387|8.780037801|17.48280476|0.991199259|130.8263901|33.75918118|0.016238994|-407.6438346000001|1890.514146|747.6927426|0.0|0.0|0.0|1.0|0.0|0.0|0.15|18.0|-7.51|2.6|110.56|2.0|0.0|1.0|-5.58|33.0|-6.46|0.0|0.0|0.0|2.15|-4.77|1.7100000000000002e-05|0.0075299999999999|0.0|0.0|3.09e-08|1.36e-05|3.1164|3.1164|-1470.836067|703.76|397.84|-1470.528808|-0.12692|-0.19514|0.03767603|9.6938|782.0|6.1068|6.1068
15c_a22|0|0|0.0|1|6.842683282|0|-0.018518519|0.038137255|1.568396937|0.003784292|-0.023927419|0.006275578|1|0.004362505|-0.047249795|-0.160566657|-0.364626967|0.667111824|-0.096749121|0.010828071|0.8353837409999999|0.639264982|1|-0.067475429|-0.080088202|0.615901609|-48.58045253|-57.66130245|17.68362419|0.133414786|96.05497587|-0.0302219629999999|-41.51455167|12.731723|78.22334636|-1.60176404|75.52188549|-21.75898206|66.26407672|3079.491787|-1153.226049|-15.66586856|8.626398368|16.03890406|0.859281634|243.5126145|32.87972244|0.0248073129999999|-232.9472639|1742.625289|731.8178649|0.0|1.0|1.0|1.0|1.0|2.85|0.08|27.0|-9.28|3.9|109.38|1.0|0.0|1.0|-4.86|34.0|-6.96|0.0|0.0|0.0|2.98|-4.62|2.4e-05|0.0107|0.0|0.0|5.269999999999997e-10|2.35e-07|5.7361|3674.0|-1460.571156|715.42|337.46|-1460.324493|-0.15408|-0.22807|0.03150096|9.0393|737.0|6.1325|6.1325
15a_a50|0|1|0.0|2|7.934155233999999|1|-0.06317118|0.035694444|2.020652006|0.005366038|-0.15010386|-0.125205943|2|0.005828749|-0.072976638|-0.209259615|-0.325638639|0.797917311|-0.051676609|-0.207610131|0.8749408470000001|0.76745052|1|-0.0783960279999999|-0.084501726|0.4349386739999999|-46.91098865|-50.56454577|10.77967103|0.162210104|97.06405493|-0.029316925|-30.25705388|6.450390922|0.0|-1.436529349|61.78266878|-17.54280159|57.69065967|2503.770258|-859.5972780999999|-10.49734522|8.095541483|14.65582885|0.8103580690000001|176.277812|24.86892274|0.018747341|-245.8291419|1218.577214|569.5267957000001|0.0|1.0|1.0|1.0|1.0|2.63|0.23|20.0|-6.09|3.23|68.76|1.0|0.0|1.0|-3.6|28.0|-6.78|0.0|1.0|1.0|2.76|-3.92|0.0001189999999999|0.0444|0.0|0.0|8.070000000000001e-07|0.0003|4.0408|4.0408|-1199.784983|644.4|306.83|-1199.572081|-0.16693|-0.19948|0.03314629|9.0948|41.0|7.3872|7.3872
11e_a5|1|0|0.0|0|7.139660336|1|0.038643235|0.020943152|0.0|0.008268901|-0.16669151|-0.010236262|1|0.008721244|-0.127225457|-0.147721258|-0.234433859|0.77509232|-0.048843135|-0.02059071|0.8215345|0.747366251|0|-0.062865536|-0.0790189759999999|0.372098505|-41.64560703|-52.34653881|7.986070113999999|0.123241209|81.64179149|-0.0282210629999999|-34.67724171|5.290414418|0.0|-1.580379517|63.5644542|-18.69519243|49.63167715|2721.416353|-1046.930776|-12.38472918|9.387474824|18.17739133|0.936345148|184.4042616|25.90670947|0.016933845|-293.6467698|1450.77573|735.3048881|0.0|1.0|1.0|1.0|1.0|3.43|0.24|23.0|-8.95|5.03|66.93|2.0|0.0|1.0|-4.65|31.0|-6.28|0.0|1.0|0.0|3.63|-4.72|1.9e-05|0.00782|0.0|0.0|1.13e-09|4.64e-07|4.4179|4.1036|-1316.512503|717.76|302.14|-1316.239803|-0.16751|-0.20559|0.03460011|2.8694|0.04|7.3979|7.3979
IN1233_a59|1|0|0.0|0|6.842683282|0|-0.12050413|0.0396875|1.983673343|-0.005614194|-0.011236836|-0.054458882|1|-0.004071701|0.268927191|0.003282792|-0.597167441|0.809917509|-0.107446431|-0.090732503|0.80310139|0.778639593|1|-0.092761756|-0.095213818|0.356444983|-61.73167061|-63.36348363|7.208329477|0.238675351|158.8351574|-0.035929742|-42.16752524|4.79704394|83.1557517|-1.904276352|72.32484741|-23.91074854|68.94000009|2809.840422|-1267.269673|-15.91227368|8.011984402000001|15.51626497|0.936631949|125.91272279999998|29.49046561|0.0134658889999999|-413.6607749|1562.994677|712.1606951|1.0|1.0|1.0|1.0|1.0|2.76|0.08|27.0|-10.0|5.54|97.55|2.0|0.0|0.0|-5.59|32.0|-6.13|0.0|0.0|1.0|3.78|-5.16|6.91e-06|0.0029|0.0|0.0|9.93e-11|4.17e-08|5.2194|3.5355|-1352.326849|703.47|350.69|-1352.073755|-0.14684|-0.20289|0.02473496|7.6059|34.0|7.4685|7.4685
14f_a23|0|1|0.0|2|7.423568444|0|-0.027380305|0.04255787|0.745818086|0.010561248|-0.0555907109999999|-0.041351617|2|0.010508236|0.101910723|-0.199540201|-0.399688849|0.756252127|0.070514687|-0.06885759|0.854683662|0.71381683|1|-0.059927056|-0.084419703|0.2096108239999999|-40.51498423|-57.07376861|18.34483401|0.105837608|71.55380685|-0.031450478|-38.58595734|12.40242234|96.60179161|-1.603974359|74.08536976|-21.26277654|58.85981824|3014.916135|-1084.401604|-14.37516058|8.124287407|15.58565565|0.918402793|225.9578225|31.93672236|0.025162423|-224.1560124|1628.77284|683.7405759|0.0|0.0|1.0|1.0|1.0|3.61|0.09|26.0|-7.51|3.42|114.25|2.0|0.0|1.0|-5.63|32.0|-6.47|0.0|0.0|0.0|3.46|-5.02|9.57e-06|0.0042299999999999|0.0|0.0|3.11e-08|1.3699999999999998e-05|5.8184|3.5753|-1744.429532|711.98|346.78|-1744.182678|-0.1458|-0.21743|0.02255331|9.1089|2.0|8.6459|8.6459
12w_a30|0|0|0.0|0|7.412764017000001|2|-0.0316452179999999|0.044197531|0.0|0.002431329|0.028815747|-0.04950715|1|0.001805829|-0.173643543|-0.0857954809999999|-0.477636454|0.8149999040000001|-0.032835151|-0.080971844|0.889479916|0.711738503|0|-0.076611264|-0.096032733|0.4274948739999999|-52.53307388|-65.85056003|10.59162334|0.147783603|101.3366249|-0.037237182|-45.15435649|7.262777048999999|0.0|-1.824621925|75.77366969|-25.53389062|63.12469722|2999.810425|-1251.160641|-17.50883211|8.063690539|14.70077638|0.8230829059999999|131.7949495|31.60926388|0.014471302|-422.1196298|1548.85393|685.6665849999999|1.0|0.0|1.0|1.0|0.0|0.0|0.14|17.0|-7.8|5.11|81.65|2.0|0.0|1.0|-6.58|31.0|-5.52|0.0|0.0|1.0|3.59|-6.04|9.14e-07|0.0004269999999999|0.0|0.0|1.58e-08|7.39e-06|5.0632|3.5585|-2494.932002|716.83|348.42|-2494.743475|-0.15073|-0.20755|0.0345723|3.0068|15.0|7821.0|7821.0
19b_a38|1|0|0.0|0|7.412764017000001|2|-0.115864198|0.044392765|0.0|-0.006877664|-0.1381849369999999|-0.0697981979999999|1|-0.004358975|0.035216067|-0.250781298|-0.443325632|0.653741315|0.019437461|-0.114123934|0.8851623040000001|0.632625562|0|-0.086013549|-0.11557289|0.336505882|-53.38447032|-71.73053105|13.92699891|0.270689433|168.00390359999997|-0.041606241|-44.51968852|8.643817972|0.0|-2.0803120280000003|84.49751102|-25.82299118|67.31146923|2897.652112|-1291.149559|-16.02708787|7.159317935|13.74014387|0.91919733|149.181772|33.99385836|0.020570275|-322.28833010000005|1699.692918|593.6088758|1.0|0.0|1.0|1.0|0.0|2.37|0.14|17.0|-7.12|3.55|81.23|1.0|0.0|1.0|-4.25|31.0|-6.81|0.0|0.0|1.0|2.94|-4.33|4.67e-05|0.0196|0.0|0.0|7.599999999999999e-08|3.19e-05|5363.0|3.7509|-1431.38073|646.81|330.55|-1431.18309|-0.15414|-0.20445|0.03336932|6.3396|12.0|7.9172|7.9172
20_a31|1|1|0.0|0|7.765993078999999|0|-0.057200812|0.03995614|2.114008068|-0.003484915|-0.020082435|-0.078213611|3|-0.001662219|-0.023477148|-0.1534110109999999|-0.594513619|0.788133615|0.028036914|-0.131662689|0.912372776|0.7507116140000001|1|-0.085849869|-0.110195543|0.246878555|-53.79798102|-69.0542431|12.1160662|0.2045729339999999|128.1960117|-0.033537774|-43.27297051|7.592555532|75.10345696|-1.542737604|81.35171021|-21.01650877|65.91404723|2576.1287230000003|-966.7594033|-13.1700345|8.289864307|15.48343758|0.86775525|181.2859728|29.5712685|0.019624081|-264.0799235|1360.278351|557.1050635|1.0|1.0|1.0|1.0|1.0|2.74|0.26|19.0|-7.65|6.49|140.04|1.0|1.0|1.0|-5.91|27.0|-6.39|1.0|0.0|1.0|3.6|-4.44|3.66e-05|0.0146|0.0|0.0|2.23e-08|8.86e-06|3.5381|3.5381|-1880.734655|666.67|350.43|-1880.538664|-0.1483|-0.20895|0.0336943|4.9218|8.0|8.0862|8.0862
12ap_a36|1|0|0.0|0|7.412764017000001|2|-0.010732275|0.042739018|0.0|-0.000143196|-0.105824575|-0.042675894|1|0.001194592|0.117738331|-0.175397741|-0.436880644|0.8707354620000001|-0.025198947|-0.074596774|0.893689741|0.8212311840000001|0|-0.082622504|-0.106173763|0.27547717|-54.21070432|-69.6632787|14.26936622|0.1694125169999999|111.1558165|-0.037473093|-45.7078307|9.36249036|0.0|-1.91112774|83.16347311|-24.58703954|68.48007054|2843.18721|-1253.939017|-16.13217554|8.766216204|16.37284224|0.86772056|172.00197649999998|33.32245946|0.020575639|-312.1212186|1699.445432|642.3830552000001|1.0|0.0|0.0|1.0|0.0|0.0|0.13|17.0|-6.66|2.75|92.99|1.0|0.0|1.0|-3.99|31.0|-7.08|0.0|0.0|0.0|1.66|-3.95|0.000113|0.0458|0.0|0.0|2.21e-07|8.97e-05|4.9124|3.8801|-1325.159466|691.41|319.54|-1324.95298|-0.15704|-0.21788|0.04039655|9.6512|32.0|7.4949|7.4949
5d_a40|0|0|0.0|1|8.149890544|0|0.0418378229999999|0.044526749|0.716041667|0.007200253|0.2078052269999999|0.029272031|2|0.006642869|-0.259985037|-0.009744685|-0.399968083|0.496945486|0.145024458|0.0451110059999999|0.877722972|0.483934049|1|-0.086193996|-0.094277694|0.049855551|-39.55506228|-43.26473143|10.10860823|0.245989948|112.88660690000002|-0.0377110779999999|-19.85450535|4.638915105|53.85026982|-1.131332331|49.97858532|-17.30589257|49.66367051|1974.583878|-519.1767771000001|-7.94180214|6.288958592999999|12.09256826|0.922825231|86.65063178|21.3342049|0.014630084|-285.606135|640.0261471|243.4287716|1.0|0.0|1.0|0.0|0.0|2.56|0.21|14.0|-4.32|4.08|75.5|0.0|0.0|2.0|-4.23|20.0|-5.94|0.0|1.0|1.0|3.1|-3.82|0.000152|0.0436|0.0|0.0|4.7600000000000005e-05|0.0137|3.7374|3.7374|-1276.817151|473.48|331.74|-1276.751174|-0.14851|-0.2164699999999999|0.01667985|9.2439|19.0|7.7212|7.7212
12o_a30|0|0|0.0|0|7.412764017000001|2|-0.028326022|0.040899471|0.0|0.00372838|0.019094532|-0.087019298|1|0.003603419|-0.157974241|-0.090173435|-0.465857798|0.8264832879999999|-0.054392357|-0.149451598|0.870930234|0.7463962120000001|0|-0.076908942|-0.0975052409999999|0.402022325|-49.48891079|-62.74209511|9.948252054|0.1556551169999999|100.1600333|-0.037808155|-40.37291185|6.401442327000001|0.0|-1.852599578|71.87393121|-24.32856749|59.43716284|2860.371518|-1192.099807|-15.65480256|7.400912529|13.95467208|0.885533983|120.2431068|29.91948755|0.0141914589999999|-402.9878652|1466.05489|652.8825454|1.0|0.0|1.0|1.0|0.0|0.0|0.14|17.0|-7.22|4.47|81.65|2.0|0.0|1.0|-5.93|30.0|-5.75|0.0|0.0|1.0|3.11|-5.44|3.61e-06|0.00156|0.0|0.0|6.03e-08|2.61e-05|5.1935|3.4817|-2035.338699|687.92|356.1|-2035.139147|-0.1478799999999999|-0.19873|0.03392126|6.8632|16.0|7.8097|7.8097
15_a3|0|0|0.0|0|6.823286122000001|1|-0.092127078|0.045993266|1.809035179|-0.006419472|0.126641951|0.021805556|0|-0.004459728|-0.325227172|-0.039798975|-0.505519936|0.968837995|-0.103599654|0.036380489|0.866559772|0.911346861|1|-0.092342351|-0.107619999|0.451058529|-47.26593592|-55.08588323|4.04445331|0.221091166|113.1667185|-0.037667|-28.19600959|2.070175472|0.0|-1.50667999|60.30684851|-19.28005913|51.31038923|2116.88728|-771.2023653|-9.868603355|5.371119692000001|9.975434973|0.85723565|76.61068671|22.67368656|0.010200078|-358.6340772|906.9474625|402.781061|1.0|1.0|0.0|1.0|1.0|0.0|0.24|16.0|-5.78|2.21|89.99|0.0|0.0|2.0|-2.77|23.0|-7.35|0.0|0.0|0.0|1.2|-3.02|0.000951|306.0|0.0|0.0|1.66e-06|0.000535|6.0077|3.7072|-1328.665275|553.81|334.44|-1328.531138|-0.1576|-0.22079|0.0228507|2.3271|25.0|7.6021|7.6021
7_a15|0|0|0.0|0|0.0|0|-0.038088878|0.035075075|0.0|-0.0013239329999999|0.038636783|0.0019353679999999|0|0.002150323|0.213947987|-0.310081401|-0.335491052|0.857287135|0.154068618|0.00364345|0.740089344|0.8115121240000001|0|-0.074406877|-0.110819329|0.403524276|-41.29775265|-61.50761094|20.31436245|0.158599673|88.02694557|-0.026500274|-34.13832456|11.27499976|56.30310755|-1.2190126140000002|85.26222186|-14.70834175|61.6121151|2330.667514|-676.5837204|-8.163512395|6.01738192|9.971755103|0.657158418|306.0056033|32.78250222|0.042799094|56.98518567|1507.995102|474.9756287|1.0|1.0|1.0|0.0|1.0|3.14|0.15|18.0|-7.19|3.38|61.84|2.0|0.0|1.0|-4.83|26.0|-5.72|0.0|1.0|1.0|3.35|-4.49|3.2e-05|0.0113|0.0|0.0|6.41e-08|2.26e-05|4.4386|3.7495|-1184.367098|580.73|330.67|-1184.168094|-0.15605|-0.18454|0.01827873|1631.0|227.0|6644.0|6644.0
16_a3|0|0|0.0|0|6.823286122000001|0|-0.186717242|0.045993266|1.614080058|-0.010377537|-0.013328983|-0.018884246|1|-0.008409607|0.069124437|0.008045619|-0.614173961|0.659478546|-0.142670655|-0.031683873|0.838125715|0.640070307|1|-0.108919585|-0.100138414|0.252612735|-53.7971544|-49.45999101|6.027544549|0.302520871|149.4199775|-0.041233465|-24.42909382|2.977102266|82.16042286|-1.401937796|56.56724056|-20.36587865|59.82469895|2184.788331|-692.4398741|-10.05903863|5.780331402000001|11.22152755|0.941329444|84.12292796|24.54661368|0.0143895839999999|-325.670405|834.5848652000001|328.71459869999995|1.0|1.0|1.0|1.0|1.0|2.59|0.0|21.0|-7.16|4.74|92.93|0.0|0.0|1.0|-4.98|23.0|-5.89|0.0|0.0|1.0|3.5|-4.49|3.2200000000000003e-05|0.0104|0.0|0.0|6.97e-08|2.25e-05|3.2208|3.2208|-1371.360243|520.28|384.94|-1371.250459|-0.13195|-0.2029|0.02847445|3613.0|42.0|7.3768|7.3768
13p_a6|1|0|0.0|0|6.842683282|0|-0.1144898999999999|0.042959184|1.633493259|-0.008008339|-0.014153926|-0.072853186|1|-0.005708558|0.123575608|-0.116250572|-0.573014008|0.865935935|-0.059663359|-0.125636943|0.837659336|0.8244206940000001|1|-0.099405155|-0.107371897|0.196002517|-70.52421289|-76.17631587|12.27472016|0.273479442|194.0233618|-0.03767435|-54.04422654|8.708451561|107.5669533|-2.14743793|89.17529231|-26.72853188|82.79893305|3016.078786|-1523.526317|-18.9628865|8.760340755|14.91957306|0.703081362|170.2302215|35.16646396|0.018322293|-369.0018868|2004.488446|794.5462391|1.0|1.0|1.0|1.0|1.0|2.34|0.12|27.0|-10.06|4.58|122.47|1.0|0.0|0.0|-5.09|34.0|-7.01|0.0|0.0|1.0|2.96|-4.55|2.79e-05|0.0125|0.0|0.0|8.73e-11|3.92e-08|4.7973|2.9837|-1463.0432449999998|752.82|415.53|-1462.740542|-0.12251|-0.1971099999999999|0.03807447|12163.0|92.0|7.0362|7.0362
14l_a23|0|1|0.0|2|7.423568444|0|-0.026530366|0.046283951|0.758109562|0.01269616|-0.060692376|-0.061788679|2|0.01180744|0.07815878|-0.136106024|-0.448622017|0.725800261|0.156652778|-0.1010279259999999|0.836852328|0.6906097959999999|1|-0.053549434|-0.078204688|0.215920645|-35.3275485|-51.59307331|12.31633167|0.078732333|51.94117061|-0.0328459689999999|-34.03690099|8.125310915|81.90812552|-1.642298442|61.54673359|-21.66909079|47.64388017|2879.181064|-1083.45454|-14.29549842|8.006380163|15.78926563|0.972085426|138.7874759|27.44221375|0.01508774|-382.1434717|1372.110688|666.0036144999999|0.0|0.0|1.0|1.0|1.0|3.52|0.09|26.0|-7.78|3.88|105.02|2.0|0.0|1.0|-5.85|31.0|-6.1|0.0|0.0|0.0|3.78|-5.25|5.61e-06|0.0023899999999999|0.0|0.0|1.65e-08|7.03e-06|3.6274|3.6274|-1669.224647|694.65|341.8|-1668.983787|-0.14639|-0.2183|0.01168219|8.2422|7.0|8.1798|8.1798
12h_a40|0|0|0.0|1|7.515889085|0|-0.107711573|0.041915709|0.803557099|-0.000134504|0.189869851|-0.21893421|2|-0.002126898|0.367928263|0.224167029|-0.556229094|0.809398262|0.116873629|-0.335801908|0.845904643|0.6948809659999999|1|-0.0954337969999999|-0.091448888|0.006997021|-50.45378559|-48.34705035|6.193088525|0.160518251|84.86252967|-0.038796498|-25.56004046|3.274152035|59.68939644|-1.280284432|54.9311782|-20.51086984|56.64687411|2270.834041|-676.8587047999999|-10.84365353|7.989299324|15.84593062|0.983394285|82.46928995|24.30173133|0.012453938|-363.7398044|801.957134|350.9435025|1.0|0.0|1.0|1.0|1.0|3.0|0.0|20.0|-6.84|4.59|84.45|2.0|0.0|1.0|-6.25|23.0|-5.13|0.0|0.0|1.0|4.22|-5.58|2.61e-06|0.000942|0.0|0.0|1.44e-07|5.2e-05|4.1508|2.6436|-2153.186757|548.82|469.0|-2153.072091|-0.1092|-0.18432|0.02044063|3.5425|823.0|6.0846|6.0846
4_a18 (SD-208)|0|0|0.0|0|0.0|2|-0.113324634|0.040864198|0.0|-0.018723101|-0.009648044|-0.056245435|0|-0.015153358|-0.047745689|-0.3630339729999999|-0.564165402|0.773173718|-0.058455902|-0.098971722|0.904723479|0.721664823|0|-0.077885485|-0.099573708|0.115284206|-40.10670787|-51.27494074|10.90456851|0.22090326|113.7529353|-0.034985357|-26.40375252|5.615248385|0.0|-1.2944582059999998|69.63488061|-18.01551972|51.01127638|2395.526727|-666.5742296|-9.276994128|6.239898178|11.42979655|0.831728055|204.9329964|29.9246699|0.035654206|-105.0785813|1107.212786|363.2306414|0.0|1.0|1.0|1.0|1.0|2.54|0.0|22.0|-8.15|3.54|76.48|1.0|0.0|1.0|-4.29|25.0|-6.31|0.0|0.0|1.0|3.11|-4.38|4.14e-05|0.0146|0.0|0.0|7.06e-09|2.49e-06|5.1755|3.2777|-1542.276332|537.47|378.26|-1542.15786|-0.13588|-0.2358|0.0199445|5.2085|0.08|7.0969|7.0969
8a_a32|1|1|0.0|0|7.773594467000001|0|-0.056633919|0.04008547|2.059960334|-0.003484915|-0.020716518|-0.128684642|3|-0.001662219|-0.050766252|-0.1534110109999999|-0.591393096|0.788133615|-0.184419911|-0.2166242669999999|0.8966299409999999|0.7507116140000001|1|-0.083474428|-0.109412858|0.221908108|-52.34893512|-68.61558335|11.48993376|0.185446274|116.298071|-0.035678106|-43.03057598|7.205629442999999|66.81560596|-1.641192863|79.73671389|-22.37464674|63.83886888|2574.085885|-1029.23375|-14.03170956|7.420041446|14.26997798|0.923166883|157.3554684|29.86932167|0.017733503|-312.4144752|1373.988797|557.1050635|1.0|1.0|1.0|1.0|1.0|3.67|0.26|19.0|-7.65|6.49|140.04|2.0|1.0|1.0|-6.82|27.0|-5.76|1.0|0.0|1.0|4.07|-4.99|1.02e-05|0.00406|0.0|0.0|2.23e-08|8.86e-06|3562.0|3562.0|-1880.732222|667.29|348.07|-1880.536478|-0.1445|-0.2061599999999999|0.03498398|7.6703|45.0|7.3468|7.3468
