molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|AATSC1pe|MATS1i|MATS1c|n6aHRing|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|PBF|FPSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
5d_a40|0|0|0|0.0|0.0|8.149890544|0|0.6049133329999999|-0.071479892|-0.005662681|0|0.044526749|-0.1031436519999999|0.716041667|0.007200253|0.2078052269999999|10.31198333|0.029272031|0.006642869|-0.0038660009999999|-0.399968083|0|0.145024458|0.877722972|0.483934049|1|-0.086193996|0.049855551|0.022027556|10.10860823|181.4728912|0.245989948|112.88660690000002|-0.0377110779999999|-1.131332331|-18.15211073|-17.30589257|49.66367051|0.479931934|-7.94180214|6.288958592999999|12.09256826|0.922825231|86.65063178|21.3342049|0.014630084|-285.606135|640.0261471|6.713853887999999|0.0|0.0|0.0|0.0|3.02|0.21|-4.32|3.64|75.5|0.0|0.0|3.0|-4.23|-5.94|287.31|1.0|1.0|5.9e-05|17.0|0.000152|0.0436|2.98|0.0|4.7600000000000005e-05|-0.06796|3.7374|3.7374|473.48|331.74|0.4493|331.74|0.69613|0.4493|-0.14851|7.0422|0.01667985|-1276.797751|19.0|7.7212|7.7212
12o_a30|0|0|0|0.0|0.0|7.412764017000001|2|0.604984133|0.036331447|-0.0068750669999999|2|0.040899471|-0.089996613|0.0|0.00372838|0.019094532|10.31162888|-0.087019298|0.003603419|-0.051371057|-0.465857798|1|-0.054392357|0.870930234|0.7463962120000001|0|-0.076908942|0.402022325|0.015460222|9.948252054|75.15128057|0.1556551169999999|100.1600333|-0.037808155|-1.852599578|-31.84483128|-24.32856749|59.43716284|0.46964626|-15.65480256|7.400912529|13.95467208|0.885533983|120.2431068|29.91948755|0.0141914589999999|-402.9878652|1466.05489|9.131836103|0.0|1.0|0.0|1.0|4.63|0.14|-7.22|3.27|81.65|2.0|0.0|5.0|-5.93|-5.75|432.93|0.0|1.0|1.19e-06|0.0005139999999999|3.61e-06|0.00156|4.49|0.0|6.03e-08|-0.05085|5.1935|3.4817|687.92|356.1|0.1967|238.73|0.3493699999999999|149.0|-0.1478799999999999|5559.0|0.03392126|-2035.199757|16.0|7.8097|7.8097
8_a10|0|0|0|0.0|0.0|7.535296702|1|1.3430438530000002|-0.075368755|-0.00560152|2|0.035828092|-0.000315856|1.546251312|0.0087730469999999|-0.15615298|10.92578782|-0.106100115|0.009056935|-0.082893697|-0.368590322|2|-0.015871527|0.864927472|0.616731847|1|-0.059655303|0.597912185|0.015758182|8.619652859|32.98071169999999|0.125156018|68.45976606|-0.029917593|-1.465962037|-17.849103399999997|-16.36478554|41.25082928|0.431797417|-8.951462413|6.112185271|10.75705296|0.7599356820000001|151.7094758|22.64553798|0.017582236|-243.5764486|1109.631361|9.617402178|0.0|1.0|1.0|0.0|3.42|0.22|-7.6|4.2|69.9|1.0|0.0|4.0|-4.52|-6.25|384.43|1.0|1.0|3.05e-05|0.0117|2.4100000000000003e-05|0.00926|3.37|0.0|2.49e-08|-0.0623299999999999|4.6964|3684.0|594.63|336.55|0.1596|264.0|0.41583|0.0916|-0.15556|1.2052|0.02243902|-1257.648047|526.0|6279.0|6279.0
6_a4|0|0|0|0.0|0.0|7.535296702|1|1.271761557|-0.19701009|-0.001221193|2|0.035283951|0.042096749|2.186806868|0.011457667|0.0032928379999999|10.92992785|-0.208689928|0.01098094|-0.046166422|-0.1738111839999999|2|-0.169533683|0.810030118|0.664247086|1|-0.052396457|0.417868437|0.0077624059999999|4.324187697|14.1731579|0.054454162|30.33467048|-0.024618083|-1.206286076|-16.25991695|-13.71394596|33.5125766|0.423084148|-7.639600225|5.758624844|9.981741408|0.733355042|103.3523757|16.83786074|0.008863911|-350.36323230000005|825.0551765|4.937800786|1.0|1.0|1.0|0.0|3.38|0.26|-7.99|5.23|43.6|2.0|0.0|3.0|-4.91|-5.42|354.45|1.0|1.0|1.24e-05|0.0043799999999999|7.74e-06|0.00274|4.28|0.0|1.04e-08|-0.04867|4.8714|4.0354|613.83|307.24|0.1235|254.51|0.60542|0.0772|-0.16959|2.8026|0.02244097|-1108.392115|1.3|5.8861|5.8861
32_a47|0|1|1|0.0|0.0|6.842683282|1|1.216307925|-0.1746026239999999|-0.003573735|3|0.035568182|-0.013510009|1.6507707980000002|0.001861676|-0.026022099|10.95005715|-0.044598914|0.002350172|-0.077485193|-0.2749014|2|-0.0094137619999999|0.858292442|0.634406338|1|-0.05770007|0.266433793|0.019295804|13.90468487|28.55112477|0.148372218|106.9180086|-0.026060474|-1.381205148|-29.9621436|-18.77935151|55.48373932|0.44289006|-13.53252578|8.656942728999999|15.53902041|0.794977846|258.5816152|29.28959351|0.022735861|-203.4434306|1552.348456|16.38361254|1.0|1.0|1.0|2.0|3.35|0.26|-8.82|5.07|67.66|2.0|0.0|5.0|-4.81|-6.34|436.91|0.0|1.0|1.5399999999999998e-05|0.00674|8.89e-06|0.0038799999999999|3.7|0.0|1.5e-09|-0.05682|4.9046|3.6829|692.49|336.65|0.2969|252.79|0.48011|0.2839|-0.1509599999999999|4.8234|0.03062031|-1777.90286|0.1|7.0|7.0
14_a4|0|0|0|0.0|0.0|7.535296702|1|1.399909181|-0.2248919089999999|-0.001935612|1|0.0409444439999999|-0.0135414919999999|0.0|0.009588001|-0.08389836|10.94612798|0.117232935|0.008943549|-0.016862096|-0.199315317|1|0.158051825|0.843811017|0.500893739|0|-0.065776751|0.218112446|0.013047382|5.933038407000001|12.12963775|0.148961754|67.73740575|-0.03015272|-0.995039765|-13.60128622|-13.71135194|35.84371234|0.40126838|-6.23496557|5.304461808|8.859498364|0.6701974079999999|105.2894945|17.84270058|0.015779688|-244.1511936|588.8091192|7.175500282000001|0.0|1.0|0.0|0.0|3.14|0.06|-5.71|4.09|30.71|0.0|0.0|2.0|-3.4|-5.8|277.3|1.0|1.0|0.000396|0.11|0.000106|0.0295|3.09|0.0|1.95e-06|-0.03639|4.5233|4.2312|475.32|293.02|0.1864|274.1|0.53298|0.1067|-0.17381|2.3797|0.020300099|-918.896242|1.32|5.8794|5.8794
1o_a5|1|0|0|2.923171926|0.0|6.605297921|0|1.427566509|-0.266637757|-0.002633927|2|0.025987654|-0.033273504|0.0|0.0057302559999999|-0.102739602|10.94518594|-0.008511304|0.0051989459999999|0.038275248|-0.231165601|2|-0.003561205|0.85693939|0.650008224|0|-0.079346457|0.447318682|0.01325562|7.122612351|167.3051756|0.11569628|62.16682117|-0.028770932|-1.093295425|-22.90899675|-15.45942012|49.75766514|0.470590799|-8.306775343|7.522366517000001|14.20898333|0.8888980340000001|161.2447749|22.08761368|0.020380352|-214.8381946|839.3293197999999|10.95092849|1.0|1.0|1.0|1.0|2.81|0.0|-8.11|4.07|78.25|0.0|0.0|3.0|-4.08|-6.3|323.35|0.0|1.0|8.329999999999999e-05|0.0269|8.340000000000001e-05|27.0|2.78|0.0|7.85e-09|-0.07037|4.5011|4.1692|561.04|297.38|0.3966|275.45|0.4988899999999999|0.0071|-0.1693599999999999|4.7435|0.04126499|-1043.472984|35.0|7.4559|7.4559
19a_a38|1|0|0|3.3685352889999995|0.0|7.412764017000001|2|1.297044508|-0.084389038|-0.007986407|2|0.043848238|0.054257043|0.0|-0.002526241|-0.122385526|10.96083376|-0.077535135|-0.000673716|-0.101303149|-0.4342819429999999|1|0.031696119|0.8741648479999999|0.698414933|0|-0.08593151|0.298938581|0.022142322|13.23456869|137.2318698|0.252847102|151.1278869|-0.038988111|-1.949405536|-30.69910427|-23.30337482|64.59623135|0.465829126|-13.92853534|6.923156054|12.96056449|0.872060139|152.5362948|31.28824271|0.020873781|-292.6320538|1564.412135|12.47635608|1.0|1.0|1.0|3.0|4.83|0.14|-6.86|2.55|81.23|1.0|0.0|5.0|-4.14|-6.77|401.44|0.0|1.0|7.209999999999999e-05|29.0|6.77e-05|0.0272|2.78|0.0|1.4e-07|-0.05271|3.9212|3.6504|628.65|339.65|0.2668|316.19|0.6329100000000001|0.0721|-0.15108|4.7986|0.03338983|-1332.002093|0.01|8.0106|8.0106
12an_a36|1|0|0|3.489959714|0.0|7.412764017000001|2|0.6294007110000001|-0.05423417|-0.0070293469999999|2|0.042739018|0.0966393909999999|0.0|0.00285431|-0.131674913|10.33556631|-0.031635802|0.003710345|-0.07550872|-0.434819796|1|-0.009636347|0.885733922|0.855081905|0|-0.073519599|0.270501913|0.0173118669999999|11.69727417|82.43567331|0.163559846|110.5140393|-0.036995649|-1.997765039|-33.56484523|-24.99720254|61.37296195|0.44576647|-16.89009799|8.773001855|15.82907093|0.8042935809999999|146.2760938|31.9040205|0.015771136|-383.1273396|1722.817107|10.65623343|0.0|1.0|1.0|2.0|4.85|0.17|-7.05|2.61|94.5|1.0|0.0|6.0|-4.85|-6.64|427.52|0.0|0.0|1.4300000000000002e-05|0.0061|3.09e-05|0.0132|3.19|0.0|8.95e-08|-0.05561|5.1771|3.7872|718.98|327.38|0.6702|239.49|0.44822|0.0644|-0.15474|4.3963|0.0345115999999999|-1670.244686|0.04|7.3979|7.3979
17_a15|0|0|0|0.0|0.0|0.0|0|1.43568899|-0.046866421|-0.0071363569999999|2|0.036595745|-0.033968088|0.0|0.0016674189999999|-0.032903349|10.9544604|-0.0141953639999999|0.0032452509999999|-0.170008473|-0.461493931|2|0.001376853|0.76362781|0.740986227|0|-0.052869016|0.605886597|0.012890299|9.875456386|34.35335309|0.119540765|91.58201681|-0.027065991|-1.596893495|-31.03055741|-20.73567196|50.37922222|0.474165158|-15.88591693|7.967418828|15.15194163|0.90173781|265.6831633|31.74439379|0.0217385279999999|-234.74904|1872.919233|16.654220199999997|1.0|1.0|1.0|1.0|3.63|0.15|-9.72|6.0|67.35|2.0|0.0|7.0|-5.93|-5.58|438.52|0.0|1.0|1.19e-06|0.00052|2.26e-06|0.00099|4.78|0.0|1.9199999999999998e-10|-0.03936|4.1461|3.8006|752.08|326.22|0.7247|299.04|0.68787|0.0377|-0.15573|5.1268|0.04051306|-1413.624817|12.0|7.9208|7.9208
12am_a36|1|0|0|3.340519946|-4.723487246|7.412764017000001|2|1.240140551|0.088482802|-0.015884751|2|0.044036281|0.122824831|0.0|-0.011700732|-0.050505733|10.9602097|-0.037654321|-0.007897954|-0.1187503719999999|-0.6080522279999999|1|-0.0147665219999999|0.885733922|0.624142499|0|-0.091472759|0.305015372|0.017590648|12.15249658|128.69607109999998|0.185013456|127.81651770000002|-0.045928425|-2.480134939|-43.65752487|-31.72964526|75.34643812|0.484558903|-21.92042059|8.772646622|17.01968794|0.940085891|146.228847|40.24894481|0.020179019|-398.3921535|2173.44302|13.94067198|0.0|1.0|0.0|2.0|4.81|0.17|-7.14|4.04|78.43|2.0|0.0|7.0|-5.2|-6.4|465.43|0.0|0.0|6.26e-06|0.00291|8.6e-06|4.0|3.86|1.0|7.24e-08|-0.0569799999999999|5.2317|3.8606|714.21|321.15|0.4894|236.99|0.40752|0.2987|-0.15658|5.9258|0.03550681|-1645.016323|0.06|7.2218|7.2218
17g_a50|0|1|1|0.0|0.0|7.934155233999999|2|1.320916184|-0.185924266|-0.002050512|2|0.029160757|-0.05611228|2.236579664|0.012079|-0.022378911|10.94501702|-0.1155555559999999|0.01245647|-0.200725906|-0.213708251|1|-0.10642733|0.7787714459999999|0.7276268779999999|1|-0.048170917|0.442201795|0.014550016|9.710172008|10.60268439|0.079336825|52.94662161|-0.025918901|-1.555134042|-21.45417373|-17.29736764|41.85775712|0.467997084|-11.54365807|8.130878433|15.28352231|0.879688945|166.8756987|23.06474408|0.013645282|-333.6136209|1383.884645|9.106383854|1.0|1.0|1.0|0.0|4.04|0.35|-6.96|4.37|51.77|2.0|0.0|6.0|-4.46|-6.28|424.54|1.0|0.0|3.4899999999999995e-05|0.0148|1.39e-05|0.0059|3.68|0.0|1.1e-07|-0.0323|4.0458|4.0458|725.92|306.45|0.1795|306.45|0.6623600000000001|0.1795|-0.16699|7.0584|0.02957267|-1335.693266|246.0|6.6091|6.6091
7_a27|0|0|0|0.0|0.0|6.842683282|0|1.40247849|0.112935885|-0.00601016|2|0.049625|-0.133453335|1.280380317|0.010291744|-0.096754293|10.93773474|-0.056500475|0.010596392|-0.19575909|-0.500327496|2|0.147753647|0.8546689820000001|0.62067794|1|-0.060745542|0.358145768|0.015099075|8.475438874|10.66993367|0.14888586|83.57286704|-0.0300556429999999|-1.352503929|-19.13983132|-16.87088515|42.57323098|0.466714317|-9.469994277|6.446345598|12.087978|0.875167537|132.7162621|22.09489892|0.014441323|-295.8891961|994.2704516|8.106228264|0.0|0.0|1.0|0.0|3.24|0.2|-6.61|3.05|65.6|0.0|0.0|3.0|-4.06|-6.26|345.4|1.0|1.0|8.66e-05|0.0299|5.2e-05|18.0|3.02|0.0|2.43e-07|-0.04887|4.1205|4.1205|606.74|300.9|0.4179|300.9|0.61278|0.4179|-0.16734|4.2487|0.02179141|-1122.304359|1.0|9.0|9.0
3a_a12|0|0|0|0.0|0.0|0.0|1|1.28383802|0.13714555|-0.007671441|2|0.032544803|-0.1231529169999999|0.0|-0.0025830939999999|-0.062973953|10.95455336|-0.0161799839999999|-0.001011111|-0.072889493|-0.5274624179999999|1|-0.021522321|0.759068438|0.8847197109999999|0|-0.07121814|0.241900756|0.009433302|4.615711776|71.11710277|0.128014506|62.63745781|-0.034924502|-1.362055589|-17.05063286|-17.08854808|39.46272532|0.462077145|-8.361421244|5.924949067000001|11.01449587|0.859002624|107.1321197|21.87893986|0.015909241|-275.0354486|853.2786545|7.784386645|1.0|0.0|1.0|1.0|3.84|0.05|-7.5|2.49|37.28|0.0|0.0|3.0|-3.6|-5.88|298.34|1.0|1.0|0.00025|0.0745|8.8e-05|0.0263|3.15|0.0|3.13e-08|-0.06829|4.2336|3.7304|528.84|332.36|0.3201|292.86|-0.34688|128.0|-0.15328|1.3824|0.023184956|-951.264072|194.0|6.7122|6.7122
20_a31|1|1|1|3.3852303|0.0|7.765993078999999|0|0.609420757|0.0469387759999999|-0.009722467|0|0.03995614|-0.013040402|2.114008068|-0.003484915|-0.020082435|10.31100269|-0.078213611|-0.001662219|-0.0852122769999999|-0.594513619|0|0.028036914|0.912372776|0.7507116140000001|1|-0.085849869|0.246878555|0.019334605|12.1160662|64.42171513|0.2045729339999999|128.1960117|-0.033537774|-1.542737604|-33.71260536|-21.01650877|65.91404723|0.464597945|-13.1700345|8.289864307|15.48343758|0.86775525|181.2859728|29.5712685|0.019624081|-264.0799235|1360.278351|12.29746712|1.0|1.0|1.0|2.0|3.46|0.26|-7.65|4.38|140.04|1.0|1.0|7.0|-5.91|-6.39|397.52|0.0|1.0|1.24e-06|0.000493|3.66e-05|0.0146|3.29|0.0|2.23e-08|-0.06065|3.5381|3.5381|666.67|350.43|0.2011|350.43|0.7036600000000001|0.2011|-0.1483|3.7403|0.0336943|-1880.599777|8.0|8.0862|8.0862
9a_a36|1|0|0|3.4090209280000003|0.0|7.412764017000001|2|1.297044807|-0.109305298|-0.007853595|2|0.040166667|0.095192109|0.0|0.0034852859999999|-0.078488872|10.96066876|-0.06502499|0.00484375|-0.12019672|-0.398235589|1|-0.019008343|0.842671963|0.79302567|0|-0.073689118|0.204819754|0.0236784079999999|14.47407729|49.52042402|0.1734403769999999|106.0201967|-0.039929147|-1.956528182|-27.53468726|-24.40778806|59.5185754|0.453098452|-14.91993116|7.546661564|13.79893984|0.828482664|144.36259840000002|31.95428497|0.019513779|-322.5522826|1565.759963|11.92833382|0.0|1.0|0.0|1.0|4.69|0.14|-6.28|2.04|66.4|1.0|0.0|5.0|-3.71|-6.74|382.42|1.0|0.0|0.000197|0.0753|0.000102|0.0391|2.66|0.0|5.26e-07|-0.05044|3.8677|3.8677|648.41|320.56|0.4811|320.56|0.68682|0.4811|-0.15925|5.7274|0.02701893|-1252.636005|13.0|7.8861|7.8861
47n_a18|0|0|0|0.0|0.0|7.03438793|1|1.251175627|0.0487694459999999|-0.007614955|0|0.032169312|0.017491759|0.0|0.000271488|-0.003276575|10.94702025|-0.048404296|0.001705837|-0.172015161|-0.529441732|0|-0.09714337|0.726888951|0.711628292|0|-0.079299822|0.288989992|0.0106152389999999|8.759783644|61.29571241|0.207570604|171.2889916|-0.031974244|-2.4620167580000003|-54.00070374|-26.38541222|74.19865731|0.482565384|-21.77346199|10.43689152|20.17045476|0.932611327|178.30942439999998|33.65821422|0.01357247|-468.58948260000005|2591.682495|11.20011508|1.0|1.0|1.0|3.0|4.69|0.31|-9.76|3.31|105.6|3.0|1.0|13.0|-6.02|-6.68|539.67|0.0|0.0|9.48e-07|0.000511|5.7e-06|0.00308|4.1|0.0|1.7500000000000002e-10|-0.0525299999999999|3.2028|3.2028|879.92|387.11|0.5056|387.11|0.6914600000000001|0.5056|-0.13138|2.4754|0.02839695|-1740.663577|64.0|7.1938|7.1938
12m_a36|1|0|0|3.40403699|0.0|7.412764017000001|2|1.297043522|0.013543656|-0.011502861|2|0.03912037|0.14264424|0.0|-0.006653538|-0.025127218|10.95440733|-0.038386106|-0.004569485|-0.052743904|-0.52644768|1|-0.075712087|0.8792981679999999|0.849217847|0|-0.10031651|0.4493096629999999|0.022725561|15.24099981|42.78660249|0.288038572|193.174369|-0.04260035|-2.300418875|-45.120107|-28.57011677|82.51872026|0.465323422|-19.16067782|7.312794835|13.67704354|0.8702895190000001|169.596372|38.24042793|0.0222467879999999|-331.4617713|2064.983108|14.91990864|0.0|1.0|0.0|3.0|4.83|0.13|-6.14|0.98|112.29|1.0|0.0|6.0|-4.1|-7.39|424.46|0.0|0.0|7.96e-05|0.0338|0.000159|0.0676|2.11|0.0|7.19e-07|-0.05114|3.8658|3.8658|692.4|320.72|0.4718|320.72|0.69382|0.4718|-0.15879|6.5789|0.03861003|-1401.446557|0.03|7.5229|7.5229
11a_a31|1|0|0|2.856083711|0.0|7.773594467000001|1|0.610138462|-0.045290366|-0.02376325|0|0.044949495|-0.087576474|0.0|-0.022093578|-0.1217573119999999|10.31170041|-0.019865299|-0.017433557|-0.1068420919999999|-0.563537536|0|0.022073976|0.910334509|0.819138461|0|-0.151872243|0.271818874|0.041435152|20.91187076|258.8577775|0.513245044|259.0291941|-0.056833284|-1.932331673|-38.68354874|-28.68314085|97.560141|0.451795285|-14.47606937|5.791411901|10.5643234|0.8241360790000001|133.6139513|39.01114987|0.031626337|-237.4612264|1326.379096|15.96146849|0.0|0.0|1.0|2.0|3.26|0.13|-4.65|2.94|125.57|0.0|0.0|3.0|-4.81|-6.51|329.33|0.0|1.0|1.5399999999999998e-05|0.00506|0.000161|0.0531|2.53|0.0|2.22e-05|-0.05074|3.8042|3.8042|529.63|325.92|0.2797|325.92|0.69222|0.2797|-0.15515|6.4691|0.04099365|-1441.37897|0.19|6.7212|6.7212
16f_a32|1|1|1|3.354832924|0.0|7.765993078999999|0|0.609420741|0.1767304639999999|-0.014558301|0|0.039958333|0.008658653|2.082564316|-0.003511776|-0.081644236|10.31100265|-0.000291262|-0.001202032|-0.120440534|-0.697693907|0|0.085125293|0.899839182|0.761506727|1|-0.08168632|0.522247991|0.024434011|16.90955989|89.03402347|0.192724521|133.3750236|-0.035568666|-1.778433296|-39.12230215|-24.61529877|73.4405859|0.384656622|-17.03501995|8.79158776|14.28728752|0.625108901|211.2572338|35.43109972|0.022983292|-269.5356315|1771.554986|15.90558963|1.0|1.0|1.0|2.0|3.76|0.3|-7.77|4.99|149.27|3.0|1.0|9.0|-6.95|-5.99|427.54|0.0|1.0|1.12e-07|4.79e-05|1.07e-05|0.00457|4.11|0.0|1.7e-08|-0.04997|3.6272|3.6272|722.06|341.82|0.2931|341.82|0.70204|0.2931|-0.15003|3.6641|0.02889673|-1995.117771|9.0|8041.0|8041.0
3h_a32|1|1|1|3.579396967|0.0|7.765993078999999|0|0.609420752|0.01077056|-0.005281944|0|0.037731481|0.014517903|2.243113495|0.002101838|-0.003152613|10.31100268|-0.111111111|0.003284804|-0.071193103|-0.531669815|0|-0.169197453|0.834881529|0.8030743229999999|1|-0.07183387|0.30907784|0.0111539339999999|6.98327435|76.38838542|0.12119737|75.87946135|-0.027590124|-1.324325944|-28.15732254|-17.27367301|51.95714963|0.4089962629999999|-10.81473143|8.107034244|13.71739929|0.692036677|141.8112711|22.33200639|0.011751781|-342.4592076|1071.936307|7.357575822|1.0|1.0|1.0|1.0|3.65|0.35|-8.47|6.24|110.94|2.0|0.0|7.0|-8.23|-4.29|382.55|0.0|1.0|5.8700000000000014e-09|2.24e-06|7.140000000000001e-07|0.000273|6.12|0.0|3.37e-09|-0.05318|3.5552|3.5552|676.22|348.74|0.2926|348.74|0.70257|0.2926|-0.1474099999999999|3.5952|0.02690554|-1790.5004850000005|7.0|8.1549|8.1549
16_a47|1|1|1|2.890539668|0.0|6.605297921|0|1.417579067|-0.134455235|-0.0056780519999999|2|0.042285714|-0.08282926|1.491023983|-0.005688938|0.001426202|10.95023129|0.0506476009999999|-0.004153659|-0.02006804|-0.3379683979999999|2|-0.113476605|0.87782381|0.57616624|1|-0.093207587|0.421094692|0.0186711289999999|9.676588112|63.13219447|0.308139547|159.6978638|-0.034261359|-1.301931629|-25.03540372|-17.75645434|57.9827944|0.473257697|-9.202544293|6.855429069|13.01476838|0.898461533|156.55227280000005|25.44160067|0.0234786339999999|-205.1602001|966.7808252999998|12.16814835|1.0|1.0|1.0|2.0|2.93|0.06|-8.17|5.19|66.49|0.0|0.0|3.0|-4.34|-6.04|337.33|0.0|1.0|4.56e-05|0.0154|3.84e-05|13.0|3.27|0.0|6.8099999999999994e-09|-0.05717|4.4393|4.0806|534.69|303.84|0.3182|279.29|0.59209|0.0909|-0.16851|2.3795|0.03384512|-1166.951551|1.0|9.0|9.0
16i_a32|1|1|1|3.352437091|0.0|7.765993078999999|0|0.6094207429999999|0.175604846|-0.0146198339999999|0|0.0439583329999999|-0.056414399|2.078707411|-0.003511776|-0.104899053|10.31100265|0.006037736|-0.001202032|-0.120440534|-0.700853898|0|0.134577711|0.8829894|0.761506727|1|-0.0857355019999999|0.5368697929999999|0.022335011|14.59730623|90.08098301|0.198505292|129.7354415|-0.036726892|-1.836344582|-36.62130242|-24.00328703|70.6307405|0.455596751|-15.6876273|6.848009314|12.57892808|0.836873682|183.6742715|33.38593207|0.021112022|-286.2130831|1669.296604|13.79800742|0.0|1.0|1.0|2.0|3.75|0.3|-7.4|4.85|149.27|3.0|1.0|8.0|-7.03|-5.93|427.54|0.0|0.0|9.25e-08|3.96e-05|8.18e-06|0.0035|4.19|0.0|4.01e-08|-0.05044|3.6176|3.6176|692.96|342.72|0.2857|342.72|0.70222|0.2857|-0.14976|3353.0|0.02810109|-1995.11813|6.0|8.2596|8.2596
13_a1|1|0|0|3.409865599|0.0|7.423568444|1|1.430073963|-0.046530797|-0.012199718|1|0.036382114|0.1129747169999999|0.0|-0.008672236|-0.0594321759999999|10.94989555|-0.084271845|-0.005924486|-0.07665159|-0.485427571|1|-0.051729721|0.825117597|0.833702788|0|-0.111667908|0.207843387|0.033737733|19.62059449|148.7311076|0.320539533|186.4137189|-0.040302516|-1.813613202|-37.76773325|-23.43842502|84.56244352|0.477212829|-13.63090514|7.493979856|14.33466671|0.912824292|169.6632599|33.09282789|0.026679865|-242.2358135|1489.177255|15.51600461|1.0|1.0|1.0|2.0|3.35|0.09|-7.94|3.87|80.26|1.0|0.0|4.0|-4.29|-6.48|371.39|0.0|1.0|5.16e-05|0.0192|4.58e-05|17.0|2.94|0.0|1.14e-08|-0.04962|4.0783|3.4483|613.52|359.55|0.5339|304.01|0.65363|0.3535|-0.13921|2.7595|0.0284695999999999|-1238.22919|0.26|6585.0|6585.0
19_a34|0|0|0|0.0|0.0|7.412764017000001|1|1.438829424|-0.068004837|-0.013066507|1|0.044107744|-0.189862762|0.0|-0.00802652|-0.143343425|10.95957634|-0.014196676|-0.0042364759999999|-0.255220734|-0.469568766|1|0.08178394|0.8582665429999999|0.818710955|0|-0.112877411|0.308793959|0.039589023|19.74799697|131.5318459|0.360097548|179.6256831|-0.039656969|-1.506964829|-28.08688512|-19.78189027|76.05407906|0.467358389|-9.86770272|5.495780422|10.31797048|0.877434994|168.4584665|29.86894781|0.029554695|-161.90813300000002|1135.020017|14.74262256|1.0|1.0|1.0|1.0|3.07|0.18|-5.03|2.31|69.4|0.0|0.0|3.0|-2.73|-7.01|309.32|1.0|1.0|0.00186|574.0|0.000704|218.0|1.66|0.0|9.42e-06|-0.02901|4.1721|4.1721|538.96|297.18|0.2189|297.18|0.6897300000000001|0.2189|-0.1735|3.4272|0.03168624|-1046.509891|0.99|6.0044|6.0044
12az_a36|1|0|0|3.465535084|0.0|7.412764017000001|2|1.297042831|-0.196183836|-0.009570959|2|0.040566449|0.078817323|0.0|0.000482522|-0.024018255|10.95957115|-0.012800556|0.002872872|-0.176729938|-0.387734368|1|-0.061924322|0.858971809|0.8350231859999999|0|-0.071762413|0.411597359|0.034771534|24.36575918|60.11023222|0.180836387|126.71905359999998|-0.033474609|-1.941527339|-35.23783652|-23.45695404|74.65245915|0.462897841|-16.43719536|8.449849817|15.73229538|0.861843195|291.60189260000004|40.17530387|0.034594361|-117.53490990000002|2330.167624|24.24160725|0.0|1.0|1.0|2.0|4.96|0.21|-6.79|1.9|87.66|1.0|0.0|7.0|-4.11|-7.13|441.49|0.0|0.0|7.75e-05|0.0342|7.13e-05|0.0315|2.62|0.0|1.6100000000000005e-07|-0.04967|3.8863|3.6095|737.12|343.5|0.4383|319.03|0.69385|0.0146|-0.14879|6.3778|0.02800521|-1461.750394|58.0|7.2366|7.2366
