molecula|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|SRW09|nAHRing|BCUTs-1|MATS2c|AATSC1c|n6HRing|JGI4|MATS7i|SaaaC|AATSC1are|MATS8i|BCUTi-1|AATSC8d|AATSC1pe|MATS1i|MATS1c|n6aHRing|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|PBF|FPSA3|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|WNSA4|GeomRadius|GeomDiameter|GeomShapeIndex|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|PPSA5|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Leadlikeness|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|E solv. Water  (Hartree)|Gibbs Free Energy|IC50|pIC50|pIC50
16a_a32|1|1|1|3.357452523|0.0|7.765993078999999|0|0.6094207620000001|0.205693867|-0.014399612|0|0.03995614|-0.053745649|2.095743605|-0.008098765|-0.062610718|10.31100271|-0.058518519|-0.005552127|-0.107321286|-0.707456102|0|0.039965071|0.909908319|0.81143469|1|-0.090389538|0.283324612|0.020664867|12.86051026|92.00611646|0.2434571689999999|151.5123947|-0.037168908|-1.6726008419999998|-35.00816569|-23.13158502|69.11326055|0.450892763|-14.39564033|7.183246604|13.08168264|0.8211379000000001|188.6800971|33.19592405|0.023475264|-244.9767673|1493.816582|14.6095244|0.0|1.0|1.0|3.0|3.53|0.22|-7.3|3.79|152.07|1.0|1.0|7.0|-5.49|-6.85|398.51|0.0|1.0|3.2e-06|0.00128|9.14e-05|0.0364|2.65|0.0|5.04e-08|-0.0567299999999999|3.6314|3.6314|664.67|341.42|0.2859|341.42|0.70245|0.2859|-0.15045|1.3736|0.04088655|-1896.649286|11.0|7.9586|7.9586
5_a15|0|0|0|0.0|0.0|0.0|0|1.419941043|-0.222657379|-0.008878343|2|0.035982906|0.0729170329999999|0.0|0.000420839|-0.0156037999999999|10.95880662|0.0118220069999999|0.003194793|-0.187421793|-0.340979744|2|0.092692253|0.74438723|0.7950674740000001|0|-0.06128567|0.743577162|0.032616864|24.25353664|119.95308020000002|0.125945852|93.65193084|-0.0273088679999999|-1.583914356|-33.88634094|-20.30656983|69.82487767|0.486150431|-15.09973885|7.795174584|15.1701491|0.946094849|365.1095806|39.89581513|0.036380071|-13.36968593|2313.9572780000003|27.05181494|1.0|1.0|1.0|1.0|3.79|0.15|-9.65|6.01|74.73|3.0|0.0|8.0|-6.16|-5.55|443.49|0.0|1.0|6.86e-07|0.000304|2.18e-06|0.000967|4.86|0.0|2.25e-10|-0.03714|4.3299|3.6257|737.16|341.96|291.0|286.35|0.62664|0.0199|-0.14839|4.3576|0.03640044|-1470.55517|13.0|7.8861|7.8861
12_a15|0|0|0|0.0|0.0|0.0|0|1.435689014|-0.071096525|-0.006620824|2|0.034285714|-0.035728911|0.0|0.001740635|-0.106061273|10.95973444|-0.01062828|0.0034254209999999|-0.120626133|-0.380490701|2|0.049877871|0.769289315|0.7933685340000001|0|-0.061084417|0.738437971|0.015018226|9.58943236|72.18361893|0.10362709|66.16793071|-0.031995594|-1.695766456|-24.90456371|-20.42981445|48.59303169|0.476419838|-13.04483751|5.448223888999999|10.40571107|0.909927213|161.8714956|27.36785616|0.016453962|-314.7766363|1450.496376|10.50617745|1.0|1.0|1.0|1.0|3.56|0.12|-9.82|6.3|56.27|2.0|0.0|6.0|-6.22|-4.97|397.47|0.0|1.0|5.99e-07|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|1.51e-10|-0.03196|4.4819|3.8538|688.91|321.72|0.1374|276.63|0.50595|0.0093|-0.15858|4.3338|0.02694613|-1280.871722|4.0|8.3979|8.3979
7c_a8|1|0|0|3.17138259|0.0|7.05012252|0|1.400027586|-0.244222944|-0.007509694|1|0.043533333|0.0493777859999999|0.0|0.00325576|-0.0450662909999999|10.94670214|-0.118915929|0.004301963|-0.047874|-0.328286221|1|0.0092411059999999|0.795846675|0.6881348629999999|0|-0.080277893|0.292274414|0.0306012339999999|19.18974586|49.43944876|0.151076042|94.73836511|-0.03366688|-1.6160102369999998|-31.56868845|-21.11218373|69.53125754|0.492823119|-13.23925183|7.700542366|15.18314943|0.971698707|233.9661552|33.67700028|0.032058696|-159.15828340000002|1616.4960130000002|20.10370648|1.0|0.0|1.0|1.0|3.44|0.09|-7.76|3.78|92.93|1.0|0.0|5.0|-5.0|-6.34|398.41|0.0|0.0|1e-05|0.00399|2.14e-05|0.00851|3.37|0.0|1.73e-08|-0.07472|4.6061|3.1406|662.05|394.78|275.0|269.17|0.62361|0.1779|-0.1318599999999999|12.0073|0.02732536|-1331.625743|18.59|4.7307|4.7307
5a_a40|0|0|0|0.0|0.0|8.149890544|0|0.604913477|-0.116583806|-0.004609716|0|0.0388888889999999|-0.108428634|0.808197279|0.011345707|0.180125135|10.31198338|-0.02394636|0.010425818|0.004130836|-0.363338726|0|-0.442215721|0.820901326|0.5263598389999999|1|-0.078132307|0.04987082|0.020641204|9.135164355|174.99981530000002|0.146821673|64.97877226|-0.036396585|-1.091897544|-15.30358975|-16.10801287|43.71412865|0.4889874279999999|-7.128912782|5.507689573|10.7779923|0.956899016|78.57142892|19.58503709|0.0130940839999999|-285.426492|587.5511127|5.795040371|0.0|0.0|1.0|0.0|3.04|0.21|-4.05|3.08|75.5|0.0|0.0|3.0|-4.13|-5.9|269.32|1.0|1.0|7.49e-05|0.0202|0.000213|0.0574|2.88|0.0|8.950000000000001e-05|-0.0657799999999999|3.7921|3.7921|466.79|326.96|0.4461|326.96|0.69499|0.4461|-0.15066|5.7163|0.01514427|-1177.555706|81.0|7.0915|7.0915
46_a18|0|0|0|0.0|0.0|7.03438793|2|1.251088279|-0.001181461|-0.005378956|1|0.03531746|-0.046124025|0.0|0.002300582|-0.0669031009999999|10.94680484|-0.052591109|0.003512954|-0.1483628609999999|-0.448177615|0|-0.015124585|0.76616843|0.699483099|0|-0.069742249|0.30524999|0.008975181|6.376289807000001|0.946462387|0.173455401|123.2289237|-0.029244604|-1.988633091|-35.20023815|-20.77641329|55.92367899|0.4548138479999999|-14.76030741|8.980343774|16.47206875|0.8342358790000001|154.7096476|26.56039822|0.013181412|-401.0164861|1806.107079|9.36454702|1.0|1.0|1.0|2.0|4.27|0.3|-8.82|3.3|76.5|2.0|0.0|7.0|-5.68|-6.14|480.6|1.0|0.0|2.08e-06|0.000999|3.35e-06|0.00161|4.36|0.0|1.51e-09|-0.04995|3225.0|3225.0|765.33|384.45|0.4249|384.45|0.69181|0.4249|-0.13224|2656.0|0.0239301|-1532.562476|186.0|6.7305|6.7305
12d_a40|0|0|0|0.0|0.0|7.515889085|0|0.60499064|0.1028826769999999|-0.008004393|0|0.043185185|0.209157499|0.794852923|-0.000134504|0.087954209|10.31197256|-0.166080871|-0.002126898|0.127299624|-0.552689736|0|-0.0065648919999999|0.845904643|0.6948809659999999|1|-0.095675903|0.0913543|0.01171131|6.204226377|207.39648|0.159568585|84.53363343|-0.038873458|-1.282824111|-26.85139526|-20.59374436|56.88984065|0.470893531|-10.90981687|7.877041626|14.88744155|0.8899787840000001|82.49291335|24.39197636|0.01245259|-364.7778083|804.9352200000001|6.596929268999999|0.0|1.0|1.0|1.0|3.23|0.0|-6.84|5.02|84.45|2.0|0.0|2.0|-6.25|-5.13|361.25|0.0|1.0|5.58e-07|0.0002009999999999|2.61e-06|0.000942|4.75|0.0|1.44e-07|-0.07765|4.3959|2.7962|552.57|443.4|0.2584|282.05|0.55983|115.0|-0.11604|1.2683|0.0164339|-2153.123107|19.0|7.7212|7.7212
12e_a30|0|0|0|0.0|0.0|7.412764017000001|2|0.604984231|-0.0026669809999999|-0.0077937519999999|2|0.041767677|-0.010682095|0.0|0.0043261129999999|0.005418617|10.31162844|-0.055954785|0.0053380919999999|-0.089279071|-0.417089226|1|0.002248768|0.876441789|0.7933543279999999|0|-0.07914783|0.407218612|0.024254701|16.08914569|106.2790684|0.183296295|121.5880081|-0.035153347|-1.863127413|-34.82676424|-23.31866823|68.59117243|0.46715936|-15.46823639|8.069355055|15.14403079|0.8767337279999999|194.2788429|32.97692061|0.022696477|-274.7836441|1747.776792|15.05551106|0.0|1.0|1.0|1.0|4.72|0.17|-6.74|2.63|90.88|2.0|0.0|6.0|-5.44|-6.19|428.51|0.0|0.0|3.59e-06|0.00154|1.19e-05|0.0050799999999999|3.84|0.0|1.84e-07|-0.05044|5.0412|3.4747|709.98|356.82|0.2055|245.94|0.3304|151.0|-0.1476|5551.0|0.03344515|-1690.092998|11.0|7.9431|7.9431
1_a1 (SKF-104365)|0|0|0|0.0|0.0|7.535296702|1|0.626769342|0.011230812|-0.006055958|1|0.0409444439999999|-0.091086986|0.0|0.000663414|-0.10236005|10.33812228|0.11172918|0.002250781|-0.123703409|-0.505981356|1|-0.015406451|0.857919181|0.551667506|0|-0.067997692|0.2405471019999999|0.0133681239999999|6.18316314|6.658828587|0.186844249|86.42113499|-0.029524467|-0.9743074|-14.547040099999998|-13.65596178|37.63415922|0.416807085|-6.316296726|5.2735884010000005|9.042613965|0.71469847|134.2517831|19.24066156|0.018973797|-194.0267797|634.9418316000001|8.775956802|1.0|1.0|1.0|0.0|2.97|0.12|-6.0|4.28|56.01|0.0|0.0|2.0|-3.8|-6.01|297.35|1.0|1.0|0.000159|0.0472|9.65e-05|0.0287|2.96|0.0|9.93e-07|-0.03482|3.8901|3.8901|491.18|318.72|0.2178|318.72|0.70081|0.2178|-0.16142|4.5773|0.02377006|-1279.017667|1.6|5.7959|5.7959
12ak_a36|1|0|0|3.501132553|0.0|7.412764017000001|2|1.270373882|-0.052930979|-0.006465433|2|0.041728395|0.12041792|0.0|0.0042553209999999|-0.116440196|10.95268014|-0.015708652|0.005035022|-0.099596099|-0.439326642|1|0.051506104|0.860939187|0.860667615|0|-0.069176342|0.537460657|0.019931266|14.3700664|113.186508|0.151294857|109.0807368|-0.032660864|-1.926990997|-35.95881638|-23.5478668|64.24490364|0.423822657|-16.97756755|7.98672125|13.86156772|0.735576751|189.3013851|31.93194362|0.018055095|-342.3783571000001|1883.984673|13.01738243|0.0|1.0|1.0|2.0|5.05|0.24|-7.38|3.01|69.2|2.0|0.0|6.0|-4.95|-6.19|423.51|1.0|1.0|1.13e-05|0.0047799999999999|1.39e-05|0.00589|3.8|0.0|4.2e-08|-0.04929|3.8734|3.6895|730.3|336.05|0.4514|320.09|0.69463|0.0001|-0.15275|6.3682|0.03471045|-1350.637958|46.0|7.3372|7.3372
9s_a24|1|0|0|2.9568988810000003|0.0|6.605297921|1|1.4275963180000002|-0.222173285|-0.003599664|4|0.023585859|-0.050919714|0.0|0.006748865|-0.060407836|10.96129902|0.013901071|0.007695726|-0.204128966|-0.248704391|3|0.030228027|0.8327425070000001|0.748077475|0|-0.049825449|0.483170382|0.016792118|10.42725806|33.24649431|0.116650168|72.43525688|-0.019465646|-0.953816666|-19.21235005|-12.08741583|41.36694069|0.47085169|-7.505819207999999|9.124394347|17.24354813|0.889829339|344.5337711|27.15292246|0.03496522|68.10609672|1330.4932|21.71205366|1.0|1.0|1.0|1.0|3.43|0.04|-8.11|4.29|77.21|1.0|0.0|4.0|-3.36|-7.2|393.44|0.0|0.0|0.000434|171.0|8.71e-05|0.0343|2.11|0.0|7.73e-09|-0.03597|3.0726|2.6707|654.28|464.24|0.5112|403.51|0.69475|0.0839|-0.10865|4.6141|0.03640642|-1270.796154|32.0|7.4949|7.4949
9o_a24|1|0|0|2.9340792330000003|0.0|6.605297921|1|1.294229152|-0.064667223|-0.007052095|3|0.028472222|-0.087807028|0.0|0.0012214139999999|-0.097596429|10.94506726|-0.000236595|0.002019902|0.00177843|-0.38043264|2|-0.0062180169999999|0.846075714|0.7086274779999999|0|-0.088586421|0.6253256110000001|0.018492771|10.7072496|32.50178358|0.229726192|133.0106596|-0.032911684|-1.678495905|-29.69744072|-19.05574986|61.99847688|0.4861134689999999|-11.03321234|6.080741586|11.83284872|0.945954873|192.1999837|28.52459128|0.026064002|-194.5965258|1454.754155|15.09096602|0.0|1.0|1.0|2.0|3.96|0.04|-7.91|4.36|92.79|1.0|0.0|6.0|-4.49|-6.83|421.45|0.0|0.0|3.2500000000000004e-05|0.0137|3.9500000000000005e-05|0.0167|2.88|0.0|1.24e-08|-0.04527|5.8802|4.2643|611.03|290.75|0.1409|210.85|0.41688|0.0288|-0.17826|4.3816|0.0533144|-1387.945865|446.0|6.3507|6.3507
21_a34|0|0|0|0.0|0.0|8.002694162000001|2|1.425532331|0.026135784|-0.012535886|1|0.036880342|-0.125881566|0.0|-0.001643445|-0.004734657|10.94874873|-0.009996155|0.00130996|-0.254686357|-0.514364527|1|0.116926272|0.796991578|0.660871869|0|-0.09533089|0.527371706|0.034163186|22.9240533|168.9671187|0.323609157|217.1470086|-0.041572921|-2.120218984|-42.9239565|-27.89610644|86.89263143|0.4688149339999999|-18.7187412|7.253455092999999|13.65523159|0.882583047|182.341897|38.30514214|0.023973624|-306.332473|1953.562249|16.08669155|0.0|1.0|1.0|0.0|3.43|0.12|-7.68|3.23|86.55|1.0|0.0|4.0|-4.5|-6.83|438.43|0.0|0.0|3.14e-05|0.0138|1.94e-05|0.0085|3.02|0.0|2.07e-08|-0.07534|4.3011|3091.0|698.17|401.11|0.2174|288.26|0.6893199999999999|0.0002|-0.13338|5.3432|0.03023936|-1483.12009|3.36|5.4737|5.4737
14a_a3|0|0|0|0.0|0.0|6.823286122000001|0|0.6050202020000001|0.111575338|-0.009312773|3|0.043464052|-0.143740653|1.772745969|-0.00603969|-0.039177314|10.3116301|-0.172643335|-0.004161699|-0.050943323|-0.582572884|3|0.164994144|0.822587422|0.8255789570000001|1|-0.091731577|0.21389849|0.0140376889999999|6.904918591|256.5548327|0.209105063|102.8554977|-0.036792719|-1.324537874|-22.1944701|-18.09776067|52.02624107|0.481997259|-8.902004327|5.308770254|10.24853699|0.930491715|117.6209094|23.78539971|0.0189212089999999|-256.6424807|856.2743893999999|9.307045698|1.0|1.0|1.0|1.0|3.27|0.06|-6.89|3.71|105.82|0.0|0.0|2.0|-4.45|-6.42|319.38|0.0|1.0|3.54e-05|0.0113|0.000103|0.0327|2.58|0.0|1.28e-07|-0.06736|3.2363|3.2363|528.91|383.1|0.4524|383.1|0.69708|0.4524|-0.1321|3.5358|0.02860456|-1327.403067|0.03|7.5229|7.5229
21a_a23|0|1|1|0.0|0.0|7.525639975|0|1.197963603|0.1049806919999999|-0.005708466|2|0.042862319|0.071115216|0.773970837|0.01269616|-0.133417036|10.31321782|-0.083864151|0.01180744|-0.074441567|-0.484404194|2|0.1022509819999999|0.79188323|0.6906097959999999|1|-0.051521215|0.224766417|0.011564247|7.634348008|39.56172507|0.073461531|48.49696614|-0.03458322|-1.729161021|-22.45408125|-22.83074225|41.64701536|0.492301762|-15.07212993|7.950891003|15.66066298|0.969673962|104.2264415|27.11098744|0.011178565|-451.7153132|1355.5493720000002|7.379733085|0.0|1.0|1.0|1.0|3.53|0.09|-7.78|4.33|105.02|2.0|0.0|5.0|-5.89|-6.07|425.51|0.0|0.0|1.3e-06|0.000552|5.29e-06|0.00225|3.98|0.0|1.65e-08|-0.07243|3.6993|3.6993|701.01|335.16|0.3692|335.16|0.60824|0.3692|-0.15024|5.3733|0.0203361|-1669.0502720000002|102.0|6.9914|6.9914
12ao_a36|1|0|0|3.477902101|0.0|7.412764017000001|2|1.297043885|-0.058597382|-0.007081548|2|0.042739018|0.0895536619999999|0.0|0.002782748|-0.113963585|10.94919858|-0.033032344|0.003724542|-0.095253274|-0.435820128|1|0.040831815|0.8800240009999999|0.856135378|0|-0.077866573|0.264688501|0.017784426|11.76697353|85.17634667|0.167417241|110.7707502|-0.03775988|-2.039033535|-34.08795068|-24.98362913|63.28698809|0.462968912|-16.53028876|8.769931502999999|16.33039817|0.8620895909999999|144.1736112|31.9443643|0.016708791|-373.2975961|1724.9956719999998|11.05528527|0.0|1.0|0.0|2.0|4.87|0.12|-7.01|2.42|69.2|1.0|0.0|6.0|-4.58|-6.34|407.47|1.0|0.0|2.6e-05|0.0106|2.82e-05|0.0115|3.45|0.0|9.66e-08|-0.05455|4.6597|3.4743|701.9|356.86|0.6249|266.08|0.4962|0.0033|-0.14207|5.4691|0.03244719|-1310.138396|0.03|7.5229|7.5229
27a_a34|0|0|0|0.0|0.0|7.412764017000001|1|0.300206665|0.0257175079999999|-0.012620846|1|0.0408037829999999|-0.082271189|0.0|-0.012495918|-0.026428049|10.319282|-0.008138446|-0.005234221|-0.158932197|-0.53047808|1|-0.07177581|0.832753533|0.749941528|0|-0.106669294|0.4305370679999999|0.026573385|18.62986903|176.4623026|0.3990357329999999|279.75296960000003|-0.043345322|-2.340647376|-52.42823715|-30.38821209|93.41277507|0.436895447|-21.30433911|8.960143164|15.91204178|0.7758691440000001|164.80691819999998|39.72721867|0.020552444|-371.4586403|2145.269808|14.40875302|1.0|1.0|1.0|2.0|3.66|0.13|-7.61|3.97|129.74|1.0|0.0|6.0|-4.96|-7.29|463.51|0.0|0.0|1.09e-05|0.00504|3.43e-05|0.0159|2.59|0.0|2.44e-08|-0.03924|5.0012|4.1228|737.7|300.73|0.2896|247.91|0.40378|0.0203|-0.16691|10.8591|0.04629882|-1861.534743|0.24|6.6198|6.6198
3j_a32|1|1|1|3.564417045|0.0|8.234564993|0|0.609420782|0.0053427669999999|-0.006580847|0|0.037373737|-0.029763115|2.248764828|-0.000202965|-0.086191775|10.31100276|-0.052622352|0.001173363|-0.052818794|-0.528541012|0|-0.020129489|0.8884057059999999|0.7557114|1|-0.070289671|0.27811778|0.013773753|7.315176208|47.55031019|0.134898055|71.64373163|-0.030815085|-1.140158136|-19.82606536|-16.36574867|44.64569478|0.4482615029999999|-8.691773249|5.900829539|10.69497519|0.812452828|133.42496409999998|21.85672669|0.015301673|-264.245436|808.6988876|8.126647477|1.0|1.0|1.0|1.0|3.27|0.24|-6.69|4.93|110.94|1.0|0.0|3.0|-5.92|-5.6|338.45|0.0|1.0|1.21e-06|0.0004089999999999|1.58e-05|0.00533|3.89|0.0|2.03e-07|-0.05361|3.4982|3.4982|564.55|354.42|0.3005|354.42|0.7028|0.3005|-0.14498|3.6238|0.02833407|-1671.402462|8.0|8.0969|8.0969
5a_a49|0|0|0|0.0|0.0|7.853604813|2|1.343848751|0.079751437|-0.009147269|2|0.034466231|-0.072902329|1.878067786|0.007647515|-0.046327135|10.92976459|0.076610236|0.008623164|-0.158356406|-0.51958118|2|0.001251171|0.855876084|0.632463498|1|-0.072109357|0.6254267029999999|0.028578361|16.71687776|124.92862240000002|0.199909945|116.9370825|-0.027311576|-1.338267206|-24.67330519|-15.97587337|58.89715956|0.490453006|-9.345067946|6.0732145310000005|11.91885068|0.962527525|229.9265537|26.32248561|0.0270848489999999|-125.09569170000002|1289.801795|15.84324998|0.0|1.0|1.0|0.0|3.37|0.22|-6.92|3.68|73.14|1.0|0.0|3.0|-3.84|-6.84|397.43|1.0|1.0|0.000146|0.0578|5.09e-05|0.0202|2.65|0.0|1.1900000000000001e-07|-0.05062|5.2443|3.9219|625.06|316.13|795.0|236.42|0.31953|0.0529|-0.16176|5.6104|0.03478454|-1311.799168|43.0|7.3665|7.3665
1l_a5|1|0|0|2.964063799|0.0|6.605297921|0|1.270375394|-0.244609612|-0.00183668|2|0.025672515|-0.111303801|0.0|0.008244856|-0.019865028|10.94421389|-0.05139414|0.007613233|0.0271820189999999|-0.21108114|2|-0.174469948|0.818803517|0.71872376|0|-0.068685233|0.357062421|0.0078543119999999|4.43679678|167.86839980000002|0.109710998|61.974288|-0.026512937|-1.219595099|-21.91725365|-14.9768065|43.23617395|0.47265823|-8.460199385|7.401206343999999|14.03493287|0.896303416|130.25942849999998|19.46541135|0.013054186|-304.3678822|895.4089219|7.374136537999999|1.0|1.0|1.0|1.0|2.98|0.14|-8.83|5.32|54.46|1.0|0.0|4.0|-5.04|-5.4|340.42|1.0|1.0|9.06e-06|0.00308|1.04e-05|0.00356|4.19|0.0|1.4800000000000003e-09|-0.04149|4.6403|4.3664|609.85|283.95|0.4921|267.19|0.45892|187.0|-0.1779|2.1987|0.03182983|-1069.101032|32.0|7.4949|7.4949
12bb_a36|1|0|0|3.3296932480000003|0.0|7.412764017000001|2|1.29704416|-0.07834963|-0.008239316|2|0.04625323|0.096309833|0.0|-0.006877664|-0.018516159|10.96022185|-0.027636036|-0.004358975|-0.098027247|-0.421445726|1|0.0534307559999999|0.892249657|0.632625562|0|-0.090660196|0.314702945|0.022069757|14.16769093|88.91215764|0.311151789|199.7440352|-0.038872447|-1.943622342|-37.36110291|-24.95418524|72.36704599|0.4808928389999999|-16.01935076|7.854524291000001|15.13083401|0.926384521|180.1992964|34.69260487|0.022984922|-281.5518699|1734.6302440000002|14.75518126|0.0|1.0|0.0|2.0|4.72|0.14|-7.12|3.0|69.2|1.0|0.0|5.0|-3.99|-6.8|417.41|1.0|0.0|0.000102|0.0424|4.81e-05|0.0201|2.88|0.0|7.599999999999999e-08|-0.0566799999999999|5.2382|3.8001|667.88|326.27|0.4172|236.69|0.38838|0.0736|-0.15507|6251.0|0.03421884|-1431.238418|0.01|8.0|8.0
LY364947_a10|1|0|0|2.949609552|0.0|6.605297921|0|1.390175303|-0.278922508|-0.00235945|2|0.0273958329999999|0.0938628109999999|2.084955541|0.007575|0.010202602|10.9303125|-0.006198347|0.006909045|0.04209715|-0.204644982|2|-0.072740964|0.7792035190000001|0.681525895|1|-0.076999385|0.449473391|0.009678082|4.275500834|144.7228349|0.156895451|69.31194102|-0.029665114|-0.978948758|-15.02735938|-13.10520229|38.29163558|0.486715511|-5.78950507|4.702575386|9.161732895|0.948237326|122.1566022|18.1140017|0.018707677|-197.4583104|597.7620559999999|8.264519015|1.0|1.0|1.0|1.0|2.46|0.0|-7.2|3.69|54.46|0.0|0.0|2.0|-3.54|-6.02|272.3|1.0|1.0|0.00029|0.0789|0.000137|0.0374|2.74|0.0|6.31e-08||||||||||||||59.0|7.2291|7.2291
8c_a12|0|0|0|0.0|0.0|0.0|1|1.283851303|0.1948786139999999|-0.0104125509999999|3|0.038787879|-0.106633503|0.0|-0.004211843|-0.036504737|10.95472932|-0.07003012|-0.00160589|-0.210669119|-0.606245231|2|-0.10899871|0.8425863029999999|0.845077891|0|-0.067004282|0.239216075|0.019604202|10.00357546|83.24714315|0.159602554|81.4415307|-0.038245644|-1.529825767|-17.44675795|-19.51587692|44.19432689|0.472503372|-9.958505349|5.670223821|10.74930819|0.8957467170000001|120.19586|25.52931025|0.018855428|-269.8853937|1021.17241|9.621493319|1.0|0.0|1.0|1.0|3.91|0.11|-7.14|1.59|63.06|0.0|0.0|3.0|-3.47|-6.44|314.34|1.0|1.0|0.000339|107.0|0.0001899999999999|0.0598|2.5|0.0|7.24e-08|-0.06706|4.3598|3.8341|551.66|323.37|466.0|284.38|0.53657|0.1355|-0.15571|1.7305|0.02263772|-1022.663298|0.04|7.3979|7.3979
13b_a50|0|1|1|0.0|0.0|7.934155233999999|2|1.267593379|-0.067327798|-0.003876697|2|0.032833333|-0.0204949039999999|2.117002752|0.010435712|-0.042022102|10.94500743|-0.054716607|0.011379776|-0.173463805|-0.319215353|1|-0.041506802|0.828965118|0.71935296|1|-0.051509874|0.435064196|0.019899348|14.22401427|104.0753113|0.093835987|67.07377798|-0.026928544|-1.696498291|-26.31826007|-19.24847021|51.04317051|0.4321103879999999|-13.75876844|9.514897025|16.75483549|0.7609056040000001|214.1461224|27.48170624|0.017277404|-286.5057775|1731.347493|12.34985404|1.0|1.0|1.0|0.0|4.78|0.37|-7.23|5.12|66.99|2.0|0.0|7.0|-5.02|-6.3|455.55|0.0|0.0|9.65e-06|0.0044|7.92e-06|0.00361|3.91|0.0|5.87e-08|-0.02606|4.2315|4.1161|780.4|301.22|0.1589|293.0|0.65332|0.1553|-0.1701599999999999|5.5271|0.03156473|1470.104535|1.83|5.7375|5.7375
12u_a30|0|0|0|0.0|0.0|7.412764017000001|2|0.604983445|0.028039604|-0.006935447|2|0.043383838|-0.091507428|0.0|0.002431329|0.028815747|10.31162873|-0.0646674999999999|0.001805829|-0.0493878409999999|-0.467189145|1|-0.055829439|0.889479916|0.711738503|0|-0.0773921259999999|0.477056017|0.015562896|10.42404292|78.15130994|0.15055905|100.8445957|-0.03794847|-1.859475018|-34.72068676|-25.41792137|62.26136323|0.443167712|-17.02494806|7.804487592999999|14.01586754|0.7958728709999999|126.9521524|31.36222814|0.014495402|-415.8966522|1536.749179|9.709034401|0.0|1.0|0.0|1.0|4.63|0.14|-7.8|3.92|81.65|2.0|0.0|5.0|-6.58|-5.52|467.37|0.0|1.0|2.64e-07|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|1.58e-08|-0.0528299999999999|3.5003|3.5003|705.15|354.21|0.1502|354.21|0.6847|0.1502|-0.1486299999999999|5.3020000000000005|0.03472994|-2494.7995530000003|34.0|7.4647|7.4647
4R4k_a46|0|0|0|0.0|0.173180233|7.825245291|1|1.134637098|-0.050636784|-0.0049602|1|0.0510113959999999|-0.104665424|0.0|0.006550513|-0.1149361969999999|10.94631314|-0.1032662209999999|0.006050983|0.008544799|-0.3860697829999999|1|-0.003017362|0.787615341|0.784722915|0|-0.089699228|0.237621572|0.007883196|4.194771739|173.3171354|0.109374836|58.20005971|-0.030434186|-1.4608409080000002|-25.39807111|-16.19450581|51.92513282|0.465590034|-8.617349646000001|5.522208638|10.33328154|0.871222588|70.94107067|18.68565706|0.007248925|-390.2334878|896.9115391|3.857266463|1.0|1.0|1.0|1.0|3.8|0.33|-6.61|4.77|50.94|1.0|0.0|2.0|-4.82|-5.46|333.43|1.0|1.0|1.5e-05|5.0|1.4800000000000002e-05|0.0049299999999999|4.05|0.0|2.48e-07|-0.02045|5.2965|4.1392|565.94|299.53|0.2896|234.09|0.54119|0.1008|-0.17484|1.8559|0.0257622|-1053.254911|97.0|7.0132|7.0132
