molecula|n9FaRing|SaaNH|SssssC|NaasN|SRW09|nAHRing|nARing|BCUTs-1|MATS2c|AATSC1c|AATSC1s|n6HRing|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|n5aRing|AATSC1pe|AATSC7i|MATS1i|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|nFaHRing|RASA|FNSA3|PNSA3|PNSA5|PPSA3|TPSA_x|FNSA4|RPCS|FNSA1|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|MOMI-Z|WNSA4|GeomRadius|GRAV|WNSA2|DPSA4|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w WLOGP|Log Po/w MLOGP|Brenk|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Lipinski|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Oscillator Force (max. Transition)|Approximated area|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Dipole (water)|IC50|pIC50
14b_a3|0|0.0|0.0|0|6.823286122000001|0|0|0.605016869|0.143500839|-0.009130444|-0.1160619169999999|3|1.7086790859999998|-0.356087317|-0.00603969|-0.008040839|10.31162234|1|-0.004161699|-0.288944272|-0.050943323|3|0.882394075|0.7809478329999999|-0.133815639|0.848135222|1|0.786476513|-0.090994113|-44.49789848|-49.38772279|6.273415527999999|104.4171556|-0.036469822|82.79166784|0.766915433|-21.76034149|57.87172082|-17.83445545|50.77131401|0.487615651|-642.0403962|1289.104749|-8.721397057|4.989782639|4803.535505|-313.9702941|23.25478753|837.1723509999999|358.3503513|0.0|1.0|1.0|1.0|1.0|3.18|2.5|0.06|-6.89|4.28|3.71|1.04|0.0|1.0|23.0|4.0|-6.42|0.0|0.0|-3.99|0.000103|0.0327|2.58|0.0|-0.06676|3.0724|2.22|3.0724|-1327.514377|-1327.4859310000002|524.27|879.19|0.2276|368.39|-1327.349444|0.2276|-0.12942|2.8743|-0.19618|3.8724|0.38|6.4202
47o_a18|0|0.0|0.0|0|7.03438793|1|1|1.251177005|0.052875948|-0.006476544|-0.055408687|0|0.0|-0.4339284229999999|-0.00046896|0.011121222|10.94702017|0|0.000787517|-0.009467295|-0.103458566|0|0.7452092359999999|0.7435044540000001|0.001673737|0.781148177|0|0.806872998|-0.077288013|-56.13142962|-64.2280736|6.313168526|140.2610102|-0.034545459|82.54478365|0.872753077|-40.76618466|70.23090572|-25.08909125|62.44459815|0.493146875|-1605.70184|1393.529823|-18.22128055|9.808930716|6462.6049570000005|-1166.161955|28.74706708|1839.812293|931.8364349|1.0|1.0|1.0|1.0|3.0|4.17|0.0|0.25|-9.37|3.69|3.0|2.94|1.0|1.0|34.0|3.0|-6.12|0.0|0.0|-5.08|8.38e-06|0.00381|4.16|0.0|-0.0502|3.22|7.62|3.22|-1455.574672|-1455.547304|783.22|1352.29|0.5065|706.49|-1455.162559|0.5065|-0.13203|2.2316|-0.18223|2.8284|47.0|7.3279
14r_a23|1|0.0|0.0|2|7.423568444|0|0|1.197963203|-0.009140243|-0.006323791|-0.06921746|2|0.7087588690000001|-0.322513347|0.007671236|-0.079935667|10.31321824|2|0.0075222369999999|0.033038452|-0.073945564|2|0.616699629|0.7837821840000001|0.03753491|0.846632079|1|0.8662226190000001|-0.062618931|-40.32463891|-55.30494931|12.35476415|86.14846171|-0.03654528|55.62948521|0.7882228370000001|-25.96781003|66.31173073|-23.53402098|52.67940305|0.4661909429999999|-1106.098986|2306.754114|-15.15517566|7.555307147000001|6744.848704999999|-712.2932561000001|29.85706563|1403.282085|599.5697147999999|0.0|0.0|1.0|0.0|1.0|3.47|3.06|0.05|-7.67|3.78|4.58|3.4|1.0|1.0|31.0|5.0|-6.31|0.0|0.0|-5.11|7.73e-06|0.00332|3.68|0.0|-0.06842|5.9406|3.72|3.1797|-1729.1556449999998|-1729.1326809999998|678.08|1145.51|0.2346|513.71|-1728.924789|0.0008|-0.15536|6.2620000000000005|-0.22378|8.8722|5.0|8.2684
11b_a31|0|3.248213341|0.0|0|7.765993078999999|1|1|0.610137403|0.078614731|-0.01950528|-0.172248605|0|0.0|-0.838727032|-0.014385937|-0.1488994619999999|10.31169957|2|-0.010716217|-0.129901143|-0.101934423|0|0.833717183|0.834596039|0.067031897|0.889561759|0|0.545458754|-0.143839236|-80.0942166|-82.80602396|21.02499452|253.1028809|-0.044612791|87.78853803|0.669723835|-44.59898223|100.3071755|-24.84180719|101.1192111|0.473305522|-993.6722875|1756.711832|-13.83270059|6.83089364|5202.545866|-553.3080237|37.09261324|1483.70453|397.3137532|1.0|0.0|1.0|1.0|2.0|3.41|2.29|0.24|-5.45|4.67|3.25|0.79|0.0|2.0|25.0|6.0|-6.73|0.0|0.0|-3.75|0.000178|0.0637|2.46|0.0|-0.03574|3.8437|4.07|3.8437|-1520.085181|-1520.0430279999998|589.56|969.71|0.2634|479.66|-1519.909742|0.2634|-0.15936|3.2104|-0.1951|4.7518|0.53|6.2757
47j_a18|0|0.0|0.0|0|7.03438793|1|1|1.251176464|0.070097424|-0.007807275|-0.068902246|0|0.0|-0.569931053|0.00031105|-0.006923502|10.94702285|0|0.002317206|-0.073551529|-0.218974385|0|0.783538352|0.7444236670000001|-0.002262399|0.77844379|0|0.80651845|-0.073041469|-56.816779|-73.69868165|12.42035127|150.5035248|-0.033837212|99.50526447|0.764425062|-44.19607713|86.31641604|-26.32095773|69.23713027|0.481373558|-1842.467041|2064.803327|-20.47428768|9.597380968|7316.123159000001|-1433.2001369999998|34.43235841|2410.265089|1081.726154|1.0|1.0|1.0|1.0|3.0|4.54|0.0|0.28|-8.79|2.43|2.82|2.63|2.0|1.0|37.0|4.0|-6.46|0.0|0.0|-5.14|7.32e-06|0.00366|4.07|0.0|-0.04423|3.1054|8.09|3.1054|-1625.445572|-1625.413107|839.37|1459.55|0.5439|776.31|-1624.9784550000002|0.5439|-0.1285|4.1619|-0.17273|5.2118|35.0|7.4559
13a_a6|0|3.417162147|0.0|0|7.412764017000001|1|1|1.430639975|-0.042110772|-0.01115741|-0.0265090529999999|1|0.0|-0.602500119|-0.00460563|0.0015242189999999|10.95129557|1|-0.00194781|0.05269025|-0.10896749|1|0.850080948|0.7722228729999999|0.090839165|0.8299950709999999|0|0.77450544|-0.094081761|-61.52313164|-74.18628740000001|20.83876732|147.4582473|-0.040840697|554.4922449|0.759912392|-40.23198232|87.37044493|-26.70706346|82.36189896|0.467070451|-1335.353173|2626.396685|-17.46461983|8.038453162|6019.922535|-873.2309916000002|35.14492428|1757.246214|627.4287311|1.0|1.0|1.0|1.0|2.0|3.53|3.2|0.12|-9.01|4.98|4.32|1.29|0.0|1.0|31.0|5.0|-6.1|0.0|0.0|-4.99|1.02e-05|0.00417|3.8|0.0|-0.05018|5.9934|4.04|3651.0|-1350.085889|-1350.057702|695.29|1166.79|0.5352|571.9|-1349.834826|0.2697|-0.14969|7.7145|-0.19987|9.2157|46.0|7.3372
8c_a31|0|3.435435563|0.0|0|7.765993078999999|1|1|0.610137334|-0.012583838|-0.01275867|-0.104377029|0|0.0|-0.574140137|-0.0080009219999999|-0.1903992189999999|10.31169969|2|-0.004832959|-0.178276512|-0.053983462|0|0.922486359|0.847752299|0.006000201|0.896193695|0|0.626072761|-0.1170607269999999|-64.57121646|-70.64275621|16.3656112|206.2599245|-0.039640027|477.2277896000001|0.72308253|-35.61776956|82.77037329|-21.86561502|80.93682766|0.47508938|-918.3558307|1678.6836239999998|-12.06117028|6.820988495|4835.748065|-506.5691518|30.23944586|1270.056726|423.1367008|1.0|1.0|1.0|1.0|2.0|3.51|2.9|0.29|-6.13|4.89|3.13|0.85|0.0|1.0|24.0|5.0|-6.7|0.0|0.0|-3.63|0.000237|0.0811|2.38|0.0|-0.03222|3.8492|1.83|3.8492|-1426.166503|-1426.129055|595.67|981.89|0.2597|475.72|-1425.968408|0.2597|-0.15985|3.3453|-0.19207|5.1815|0.81|6.0915
4_a4|0|0.0|0.0|1|7.535296702|1|1|1.343865392|-0.183963421|-0.001234337|0.0159331539999999|2|2.183056868|-0.058013858|0.011760626|-0.110597574|10.92992837|1|0.0112367389999999|-0.035166634|-0.048056862|2|0.646069495|0.77276149|-0.168712277|0.8306695270000001|1|0.933276024|-0.049768752|-25.64211031|-35.41518716|4.4155367960000005|34.37786704|-0.0255766729999999|42.42341622|0.793717973|-13.21145879|40.86951119|-13.17774406|30.05764711|0.398500394|-566.6429946000001|1883.42405|-6.78950447|5.326452915|4878.070704|-291.9486922|16.60255217|713.9097433|462.1867149|1.0|1.0|1.0|1.0|0.0|3.15|3.09|0.19|-7.57|4.52|4.41|2.66|0.0|1.0|25.0|3.0|-5.79|0.0|1.0|-4.57|2.69e-05|0.00877|3.52|0.0|-0.04865|5.382000000000001|3.24|4.0261|-1029.960398|-1029.93716|566.84|960.45|0.1106|394.06|-1029.763465|67.0|-0.1696599999999999|2.6814|-0.21831|3.1195|78.0|7.1079
9s_a24|0|2.9568988810000003|0.0|0|6.605297921|1|1|1.4275963180000002|-0.222173285|-0.003599664|-0.00570386|4|0.0|-0.190782186|0.006748865|-0.060407836|10.96129902|1|0.007695726|-0.0897306019999999|-0.204128966|3|0.799076569|0.773544454|0.030228027|0.8327425070000001|0|0.8833498320000001|-0.049825449|-30.93968263|-39.48555839|10.42725806|72.43525688|-0.019465646|0.695462853|0.445160769|-19.21235005|61.19761205|-12.08741583|41.36694069|0.47085169|-592.2833757999999|969.5210193|-7.505819207999999|9.124394347|5767.9102490000005|-367.7851412|27.15292246|1330.4932|604.8829955|0.0|1.0|1.0|1.0|1.0|3.43|2.78|0.04|-8.11|3.15|4.29|0.81|0.0|1.0|30.0|4.0|-7.2|0.0|0.0|-4.06|8.71e-05|0.0343|2.11|0.0|-0.03597|3.0726|1.82|2.6707|-1271.031372|-1270.994965|654.28|1121.42|0.5112|521.4|-1270.738032|0.0839|-0.10865|4.6141|-0.14462|7.0312|32.0|7.4949
14g_a23|1|0.0|-4.794439428|2|7.423568444|0|0|1.197957711|0.180361525|-0.014609495|-0.301504331|2|0.653317181|-0.803522236|-0.002390707|-0.031968899|10.3132174|2|-0.0004039459999999|0.179219801|-0.0962526|2|0.598213287|0.796412133|0.010202051|0.854683662|1|0.907334473|-0.072819606|-51.82254036|-68.52397802|13.05300369|65.94601775|-0.041536002|1.5679977319999998|0.780315815|-36.87984398|83.15907597|-29.55936307|64.87554405|0.461846955|-1507.527516|2531.8503170000004|-21.03611074|8.788027188|8005.353973|-1072.841648|37.88128151|1931.945357|676.4530574|0.0|0.0|0.0|1.0|1.0|3.61|3.79|0.09|-7.95|3.97|6.18|3.04|1.0|1.0|35.0|8.0|-5.94|1.0|0.0|-6.0|1e-06|0.0004969999999999|4.76|0.0|-0.08011|3.7042|5.17|3.7042|-2042.1835260000005|-2042.161409|730.13|1233.48|0.3478|583.38|-2041.934312|0.3478|-0.1519|7.2913|-0.23201|10245.0|0.01|8.0
8k_a46|0|0.0|0.1337610719999999|1|7.727094485|1|1|0.300205953|0.1436554669999999|-0.006208399|-0.380857136|2|0.0|-0.397337564|-0.002099764|-0.114070359|10.31928125|1|0.002202734|-0.1017929319999999|-0.030019362|2|0.73768327|0.786206898|0.095179795|0.8341090329999999|0|0.7381768390000001|-0.08638304|-61.98124174|-61.95565276|6.774333772|187.86239430000003|-0.033099828|19.34993627|0.8265691140000001|-44.4725532|70.036452|-23.74966689|68.75557551|0.4938768979999999|-1424.980013|2328.360804|-17.04077386|8.070811215|7352.280688|-1022.446432|28.73282642|1723.969585|865.6610153999999|1.0|0.0|1.0|1.0|2.0|3.94|2.82|0.24|-8.66|2.94|5.37|1.86|0.0|1.0|34.0|6.0|-6.75|0.0|0.0|-5.13|7.47e-06|0.00355|3.45|0.0|-0.0398699999999999|5.0379|7.63|4.1034|-1845.304274|-1845.257085|742.04|1302.56|0.1354|642.39|-1844.970617|0.1166|-0.16967|3.4118|-0.20954|3.8107|147.0|6.8327
18c_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.604986846|0.12157783|-0.0109670669999999|-0.118776867|2|0.0|-0.625122815|-0.003436924|0.0119521719999999|10.31163825|1|-0.002215642|0.0211588229999999|0.003429114|1|0.841060094|0.8303425640000001|0.034468997|0.885516463|0|0.717052026|-0.105618255|-71.31647561|-75.33411705|13.07260474|191.0545887|-0.042101245|103.215593|0.7859920029999999|-48.15493021|87.76550537|-28.4279687|84.38908035|0.448899917|-1506.682341|3094.729399|-19.19537998|7.646050338999999|6685.737642|-1017.355139|36.16826708|1916.918155|713.7769663|1.0|0.0|1.0|0.0|2.0|4.85|0.0|0.13|-6.19|3.04|1.72|2.06|0.0|1.0|32.0|5.0|-7.05|0.0|0.0|-4.3|5e-05|0.0221|2.74|0.0|-0.05575|3.4848|4.54|3.4848|-1744.500825|-1744.455795|711.56|1209.11|0.3879|543.46|-1744.2261030000002|0.3879|-0.14225|6.6462|-198.0|8.64|12.0|7.9208
19c_a38|0|3.332128134|0.0|0|7.412764017000001|2|2|1.297043851|-0.085545751|-0.008177185|-0.04575843|2|0.0|-0.449745181|-0.004442319|-0.0725602509999999|10.95429182|1|-0.002443797|0.04814981|-0.09493054|1|0.7163622890000001|0.846765471|0.073931688|0.908721232|0|0.7591916240000001|-0.0918007669999999|-57.79749770000001|-68.18641054|15.30924906|151.612258|-0.038224114|4.848162625|0.7187071909999999|-36.38913762|82.74311399|-24.06579196|73.10674676|0.477803802|-1227.35539|2660.812979|-15.15175311|6.97753104|6618.350708|-772.7394084|33.48483537|1707.726604|640.025745|1.0|0.0|1.0|1.0|3.0|4.84|3.0|0.13|-6.92|3.17|2.42|1.76|0.0|1.0|32.0|5.0|-7.13|0.0|0.0|-4.12|7.55e-05|0.0322|2.5|0.0|-0.05691|5.8832|3.23|3.8322|-1424.42734|-1424.3899310000002|652.09|1138.6|0.2961|517.28|-1424.1880119999998|0.1417|-0.15612|2495.0|-0.21303|3.2846|9.0|8.0348
19g_a38|0|3.229090845|0.0|0|7.412764017000001|2|2|1.297044182|-0.077355838|-0.008497058|-0.117921811|2|0.0|-0.458841138|-0.006877664|-0.009881824|10.96052467|1|-0.004358975|-0.096139701|-0.098027247|1|0.653741315|0.836170906|-0.063110203|0.892249657|0|0.7200062690000001|-0.086314802|-54.62049927|-72.29378538|14.52522351|177.181631|-0.038842708|18.41027014|0.719941993|-34.56416368|86.78105144|-24.57988703|69.14572278|0.455443492|-1228.994351|2506.378649|-15.5542928|6.327835378|6631.17356|-777.7146399000001|34.14148263|1707.074131|593.6088758|1.0|1.0|1.0|1.0|3.0|4.82|2.52|0.14|-7.12|3.55|3.11|2.78|0.0|1.0|31.0|5.0|-6.81|0.0|0.0|-4.33|4.67e-05|0.0196|2.88|0.0|-0.05479|5.2766|3.66|3.6887|-1431.419426|-1431.386981|638.82|1104.29|0.2285|475.84|-1431.186566|0.0962|-0.15269|5.0677|-0.20748|6.1765|42.0|7.3778
9a_a40|0|0.0|0.0|1|7.515889085|0|0|0.604993021|-0.028285975|-0.003680068|-0.020455825|0|0.921628874|-0.136162501|0.01310675|0.157704751|10.31197235|2|0.011966382|0.291102625|0.009844552|0|0.624889926|0.690568477|-0.394662853|0.749764251|1|0.937600185|-0.060029933|-29.02567082|-35.24260989|5.334966331|30.17155594|-0.032156295|51.49564873|0.868476591|-14.03449109|39.45618424|-15.54821024|34.36063715|0.493941591|-528.6391483|336.39741360000005|-7.51786994|6.749223592000001|3991.317015|-255.607578|17.90285474|608.6970611|323.79254|1.0|0.0|0.0|1.0|0.0|3.26|3.28|0.06|-6.4|4.58|4.43|3.57|0.0|1.0|21.0|2.0|-4.85|0.0|1.0|-5.08|8.33e-06|0.00243|4.54|0.0|-0.06495|4.7066|4.07|3.3192|-1217.955997|-1217.9449|515.96|847.69|0.4746|411.01|-1217.825264|0.3483|-0.13808|3.8656|-0.20303|5.09|214.0|6.6696
10_a1|0|3.261363142|0.0|0|6.86171134|0|0|1.435871163|0.0883621719999999|-0.014135827|-0.23385288|1|0.0|-0.621976404|-0.012672753|-0.020225596|10.94957578|1|-0.0106277489999999|0.107434253|-0.019835038|1|0.674381582|0.7227844929999999|-0.0369911079999999|0.783467165|0|0.669963758|-0.116648443|-65.97424138|-61.93104798|8.34295348|186.6625065|-0.045402319|64.49041745|0.8340962559999999|-37.31383317|70.6564636|-25.67872721|74.31719486|0.459673515|-1052.827816|1768.2330920000002|-14.52342192|7.376231317999999|5192.858899|-595.4602985|30.78628757|1262.237791|433.2550452|1.0|1.0|1.0|0.0|2.0|3.0|2.18|0.0|-8.02|4.86|5.06|2.78|0.0|1.0|27.0|5.0|-5.91|0.0|0.0|-4.73|1.87e-05|0.00673|3.64|0.0|-0.06802|3.4067|5.81|3.4067|-1223.159954|-1223.125689|585.51|979.35|0.6754|464.77|-1222.969096|0.6754|-0.13576|5.3861|-0.20378|7807.0|1.5|5.8239
12n_a36|0|3.400581499|0.0|0|7.412764017000001|2|2|0.299253841|0.039596635|-0.0099988159999999|-0.350034917|2|0.0|-0.619926573|-0.006862238|-0.035989956|10.31810354|1|-0.001160331|0.048110172|-0.15024383|1|0.8183043390000001|0.81793955|0.162338703|0.869718963|0|0.720111143|-0.089275906|-60.42525197|-78.42650015|14.28426215|189.4391835|-0.039955874|26.74179417|0.741751453|-40.89805687|92.79755725|-27.04362074|74.70951411|0.454498749|-1568.530003|3465.537153|-18.30412788|6.863551112000001|7657.057548000001|-1061.639417|36.45914091|2114.630173|805.2286932|0.0|0.0|1.0|0.0|3.0|5.03|0.0|0.17|-6.87|1.28|2.15|0.84|0.0|1.0|34.0|6.0|-8.03|0.0|0.0|-3.72|0.0001889999999999|0.0897|1.64|0.0|-0.05056|5.3573|6.24|3.6382|-1876.201464|-1876.168847|714.14|1256.83|0.3921|566.87|-1875.89723|0.0155|-0.14928|10.8395|-0.19984|14.3562|15.0|7.8239
7_a27|0|0.0|0.0|2|6.842683282|0|0|1.40247849|0.112935885|-0.00601016|-0.050197188|2|1.280380317|-0.288487667|0.010291744|-0.096754293|10.93773474|1|0.010596392|-0.220626658|-0.19575909|2|0.6413629129999999|0.801251575|0.147753647|0.8546689820000001|1|0.85111414|-0.060745542|-34.09779211|-47.44936449|8.475438874|83.57286704|-0.0300556429999999|60.73467304|0.763564713|-19.13983132|55.55559276|-16.87088515|42.57323098|0.466714317|-759.1898319000001|1497.873267|-9.469994277|6.446345598|5082.120742|-426.1497425|22.09489892|994.2704516|479.0078184|1.0|0.0|0.0|1.0|0.0|3.24|3.41|0.2|-6.61|3.32|3.05|2.88|0.0|1.0|26.0|4.0|-6.26|0.0|1.0|-4.28|5.2e-05|18.0|3.02|0.0|-0.04887|4.1205|5.37|4.1205|-1122.455548|-1122.433757|606.74|1016.96|0.4179|505.5|-1122.249324|0.4179|-0.16734|4.2487|-0.2162099999999999|6.3813|1.0|9.0
1m_a5|0|2.934162514|0.0|0|6.605297921|0|0|1.3047206409999998|-0.252787668|-0.002410445|-0.005518104|2|0.0|-0.096417794|0.006422789|-0.10797859|10.94856032|1|0.00520748|-0.118494698|0.042813643|2|0.691858366|0.7824502320000001|0.077347244|0.851987765|0|0.8823955520000001|-0.070959368|-37.380714700000006|-37.65438054|4.7571353730000006|61.95289543|-0.028977918|0.235629561|0.73847373|-19.69180207|46.74648368|-15.26528941|42.13785007|0.482646195|-564.8157081|841.0375686000001|-8.041608085|6.911100301|4584.808374|-297.5394992|20.67140479|764.8419772000001|383.4128238|1.0|1.0|1.0|1.0|1.0|2.69|2.11|0.0|-8.63|5.11|4.85|2.4|0.0|1.0|24.0|3.0|-5.71|0.0|1.0|-4.74|1.82e-05|0.00607|3.69|0.0|-0.0507699999999999|4.6678|3.48|4.3983|-1410.912452|-1410.88022|553.42|926.13|0.5497|423.2|-1410.783167|0.2373|-0.1778|1939.0|-0.22857|2.4582|43.0|7.3665
12k_a30|0|0.0|0.0|0|7.412764017000001|2|2|0.604984231|-0.001755273|-0.007818038|-0.029595542|2|0.0|-0.44562817|0.0043261129999999|0.067265077|10.31162844|1|0.0053380919999999|-0.240110949|-0.089279071|1|0.838579475|0.830875659|0.001281277|0.883029843|0|0.815083558|-0.079026221|-52.35426525|-65.04897323|16.01752015|122.5057244|-0.035199567|0.0|0.7081361979999999|-34.68429919|80.03127603|-23.31944323|68.37178540000001|0.47195436|-1235.930491|2277.687222|-15.44895229|8.416930701|6393.133321|-818.7944715|32.93073182|1745.328787|704.0353382000001|1.0|0.0|1.0|1.0|1.0|4.72|0.0|0.17|-6.74|3.89|2.63|2.51|0.0|1.0|31.0|5.0|-6.19|0.0|0.0|-4.93|1.19e-05|0.0050799999999999|3.84|0.0|-0.05055|5.1958|3.58|3.4715|-1690.302721|-1690.269144|710.82|1200.31|0.2257|564.62|-1690.031103|0.1512|-0.14743|4.9516|-0.19798|5.0736|24.0|7.6144
15c_a22|0|0.0|0.0|1|6.842683282|0|0|1.42291727|-0.134137693|-0.005236206|-0.018518519|2|1.568396937|-0.298463715|0.003784292|-0.023927419|10.9464374|1|0.004362505|-0.047249795|-0.0917078119999999|2|0.667111824|0.773044788|-0.096749121|0.8353837409999999|1|0.8665852140000001|-0.067475429|-48.58045253|-57.66130245|17.68362419|96.05497587|-0.0302219629999999|78.22334636|0.661775114|-34.97658951|75.52188549|-21.75898206|66.26407672|0.462157867|-1153.226049|2092.620825|-15.66586856|8.626398368|6882.442370999999|-830.2910335|32.87972244|1742.625289|731.8178649|0.0|1.0|1.0|1.0|1.0|3.49|2.85|0.08|-9.28|3.9|4.18|1.08|0.0|1.0|34.0|6.0|-6.96|0.0|0.0|-4.62|2.4e-05|0.0107|2.9|0.0|-0.07399|5.7361|4.79|3674.0|-1460.602657|-1460.571156|715.42|1241.07|0.5082|575.8|-1460.324493|0.0694|-0.15408|7.382000000000001|-0.22807|9.0393|737.0|6.1325
5b_a50|1|0.0|0.0|2|7.927685046000001|1|1|1.397278957|-0.253064589|-0.00141071|-0.003549558|1|2.473508677|-0.062071259|0.012641727|-0.137595558|10.9325725|2|0.012290091|-0.0873662269999999|-0.1052449509999999|1|0.693611382|0.791163321|0.019856551|0.855527513|1|0.958606481|-0.041157676|-20.90908698|-31.07327358|6.200250541|21.02890062|-0.02140774|60.5565203|0.5887490470000001|-10.62231784|42.76068675|-10.87564575|27.10933752|0.4462435279999999|-435.0258302|1452.442728|-5.525088972000001|5.543302677000001|4577.809819|-221.0035589|18.47246431|738.8985723999999|409.0289917|1.0|1.0|1.0|1.0|0.0|3.37|2.91|0.1|-5.86|3.15|4.02|2.4|0.0|2.0|24.0|2.0|-6.03|0.0|1.0|-4.19|6.47e-05|0.0202|3.06|0.0|-0.0256899999999999|5.6332|2.81|4.0222|-990.6114185|-990.5849031|547.35|922.49|0.2749|411.9|-990.43875|0.1094|-0.16683|4.4181|-0.19252|6.1284|12.23|4.9126
13l_a6|0|3.433158672|0.0|0|7.412764017000001|1|1|1.4242139390000002|0.03093879|-0.0143011819999999|-0.132667824|1|0.0|-0.858070925|-0.009326562|-0.037558466|10.95129637|1|-0.006280295|0.144180269|-0.045794891|1|0.8694295409999999|0.7908110340000001|-0.058931734|0.84018367|0|0.643098986|-0.118071236|-82.24617981|-88.13242567|20.90615311|248.6104661|-0.0451862259999999|118.3485042|0.793671137|-57.29112645|100.8610837|-31.47586631|103.1523329|0.4257335779999999|-1762.648513|3127.831037|-21.92549054|8.810095892|6462.086665999999|-1227.82747|39.65857501|2220.880201|741.5222707|1.0|1.0|1.0|1.0|3.0|3.64|2.22|0.16|-8.89|4.55|3.8|1.39|0.0|1.0|33.0|5.0|-6.59|0.0|0.0|-4.77|1.7100000000000002e-05|0.0075599999999999|3.39|0.0|-0.04885|3.6675|5.41|3.5499|-1465.865882|-1465.834958|735.52|1249.13|0.3115|578.91|-1465.560303|0.0165|-0.14562|7.2582|-0.19447|8.9893|385.0|6.4145
12av_a36|0|3.4520047430000003|0.0|0|7.412764017000001|2|2|1.297042752|0.049150854|-0.009925128|-0.081537769|2|0.0|-0.605432791|-0.00233752|-0.021036176|10.96037173|1|-0.000472698|0.1168328169999999|-0.126068378|1|0.859938421|0.8076780109999999|-0.018133027|0.8571025990000001|0|0.752447733|-0.082283524|-57.31621925|-73.55299094|15.09249582|172.4374372|-0.035197712|124.9387725|0.671916917|-39.92474833|91.5101903|-24.51766365|72.40871507|0.491188387|-1397.506828|2354.591519|-17.07826447|8.975655204|6460.1184140000005|-973.4610746|36.48912989|2079.880404|757.7532208|0.0|0.0|1.0|0.0|3.0|4.96|0.0|0.17|-6.93|2.38|1.65|1.49|0.0|1.0|33.0|5.0|-7.66|0.0|0.0|-3.64|0.000227|0.0997|1.85|0.0|-0.05307|4.8408|4.5|3.4402|-1440.988179|-1440.945099|733.21|1247.28|0.6698|588.31|-1440.67411|0.0027|-0.14122|4.7666|-0.19429|6.1075|39.0|7.4089
7s_a46|0|0.0|0.218897825|1|7.727094485|1|1|1.160371307|-0.0778653109999999|-0.005351046|-0.076841616|1|0.0|-0.240797051|0.0060802|-0.005405515|10.94651358|1|0.005577925|-0.327656845|0.012197837|1|0.778692012|0.770312275|-0.036284605|0.8182543959999999|0|0.858788462|-0.096723151|-48.61321955|-41.72189594|4.458665639|70.97315818|-0.031623562|0.0|0.8198874559999999|-24.43308641|47.36217237|-15.894055599999998|53.07188519|0.433822088|-667.5503351|1619.4591|-7.988379237|5.565371272|4245.390306|-335.5119279|19.38565529|814.1975221|409.9543818|0.0|1.0|1.0|1.0|1.0|3.08|2.33|0.26|-6.08|3.65|3.9|2.39|0.0|1.0|23.0|3.0|-5.81|0.0|1.0|-4.24|5.76e-05|0.0176|3.32|0.0|-0.02024|5.2972|3.54|4293.0|-974.8067569|-974.7707066|539.99|916.7|0.4164|446.63|-974.615216|0.1186|-0.17923|2.4286|-0.19947|3.6655|1985.0|5.7022
40_a47|1|0.0|0.0|1|6.823286122000001|0|0|1.420389717|-0.246203395|-0.004181351|-0.0934645509999999|3|1.566109469|-0.179798097|0.002212256|-0.038143308|10.98214138|1|0.003634698|-0.130213023|-0.147591116|3|0.63155995|0.836942961|0.018609507|0.900790582|1|0.812233678|-0.060416547|-32.5926343|-44.90375373|11.04737121|101.2934265|-0.027052191|0.0|0.573656733|-17.58259718|60.97203959|-14.59371996|43.64000551|0.4574577489999999|-583.7487984|868.5333132000001|-7.872806386000001|7.042383142|4862.524893|-314.91225539999994|25.43981292|1017.592517|388.178924|0.0|1.0|1.0|1.0|1.0|3.07|2.91|0.11|-7.08|2.96|4.04|1.52|0.0|1.0|25.0|5.0|-6.78|0.0|1.0|-3.72|0.000192|0.0643|2.19|0.0|-0.05086|4.0176|2.06|3.7236|-1123.174467|-1123.144637|571.5|947.27|271.0|444.47|-1122.9968210000002|0.2612|-0.15231|4.7542|-0.20317|6.5995|4.0|8.4
