molecula|NaaNH|n9FaRing|SssssC|NaasN|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|GeomRadius|PPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
11d_a5|1|0|0.0|0|0|0|-0.245058546|-0.003373937|4.59511985|0.001099755|-0.185566552|-0.138265707|10.94877952|0.01948342|1|0.008809179|-0.202307745|-0.12451554|-0.200646773|-0.22897714|2|0.786587307|0.783891527|-0.018747485|0.831190148|0.755793189|0|-0.063028408|-0.0847408619999999|0.359644732|0.012828514|-40.04753555|-53.84338206|8.151092424|61.45330587|82.02685783|-0.029333375|-34.21147402|5.179111638|0.712305422|-1.525335513|65.35645739|0.49396568|553.3617954|900.3825317|-11.84243331|8.920296087|182.7978704|631.9206508|11.51307533|1.0|1.0|1.0|3.13|3.37|0.17|23.0|-8.64|66.93|1.42|1.0|0.0|1.0|-4.14|29.0|5.0|-6.47|0.0|1.0|1.0|-4.29|7.2e-05|5.14e-05|0.0198|0.0|8.909999999999999e-07|-0.03767|4.4175|2.59|-1239.127458|-1239.093739|682.09|1154.67|301.89|507.0|280.66|0.66686|0.6533399999999999|0.2068|-0.16762|-0.20529|0.03371838|-1238.914819|3.7008|15.0|7.8239|7.8239
4b_a49|0|0|0.0|1|1|1|-0.109946885|-0.0074627159999999|5.4161004020000005|-0.077626337|-0.402986655|-0.033486358|10.92776533|0.02907541|1|0.002557204|-0.10158752|-0.0563571629999999|-0.089371493|-0.390006034|2|0.720824193|0.798826417|0.005818676|0.852400617|0.6967593559999999|1|-0.091725536|-0.090284437|0.438784865|0.0241270029999999|-56.45224362|-55.5653235|14.84890147|41.97072627|148.84640819999998|-0.030696709|-34.19753462|9.138717999|0.645330839|-1.534835437|71.2971749|0.477868186|466.6010051|1701.832352|-11.62716177|7.588962922|218.2802175|600.3287567000001|15.73185141|1.0|1.0|1.0|3.37|3.1|0.22|21.0|-7.05|90.13|1.66|1.0|0.0|1.0|-3.81|30.0|6.0|-7.12|0.0|0.0|1.0|-3.88|0.000155|0.000132|0.0527|0.0|3.570000000000001e-05|-0.06731|4.6422|3.56|-1333.063439|-1333.026419|664.86|1121.45|331.39|0.2856|267.08|0.4151899999999999|0.68242|0.0615|-0.15635|-0.22366|0.03702033|-1332.8586269999998|2.2306|79.0|7.1024|7.1024
13j_a6|1|0|0.0|0|1|1|0.0353600779999999|-0.015004989|5.351858133|-0.154502515|-0.855284356|-0.0951246069999999|10.95129557|-0.047513534|1|-0.007703306|0.121750719|-0.045418125|-0.073507141|-0.562698347|1|0.8744720490000001|0.783333463|-0.063948098|0.8353837409999999|0.830577798|0|-0.120219472|-0.129511589|0.205764388|0.03111288|-80.33128667|-86.54032868|20.78979124|180.6709018|251.937353|-0.046428683|-57.82670518|13.89184843|0.7841668409999999|-2.460720196|99.85109065|0.433600896|416.2679342|2634.320708|-20.73032827|8.741405506|144.22085800000002|673.8038326000001|13.31076198|1.0|1.0|3.0|3.56|2.26|0.12|23.0|-8.5|115.15|1.18|1.0|0.0|1.0|-5.03|32.0|5.0|-6.81|0.0|0.0|1.0|-4.48|9.32e-06|3.28e-05|14.0|0.0|1.36e-06|-0.0488899999999999|3.6504|4.94|-1426.5532050000002|-1426.520775|712.52|1196.6|348.28|0.2857|339.64|0.69993|0.7045100000000001|0.0259|-0.14602|-0.19491|0.03242949|-1426.335207|10.9731|262.0|6.5817|6.5817
9_a15|0|0|0.0|0|0|0|-0.217598467|-0.009923019|0.0|-0.042227775|-0.506073953|0.05688176|10.95880687|0.005692073|0|0.003160815|0.140072812|-0.203104439|-0.295062413|-0.344978312|1|0.85357243|0.7059441040000001|0.088615068|0.742680335|0.8105478740000001|0|-0.073701648|-0.11668349|0.416635119|0.032464905|-41.10356167|-65.07462414|18.10574464|105.5304352|85.79894134|-0.028575549|-36.29225274|10.09761131|0.51257747|-1.400201879|85.14415759|0.4517825079999999|471.903131|1689.926339|-8.88789863|5.485176331|271.83655510000006|532.0914339999999|20.06953345|1.0|0.0|1.0|3.16|3.37|0.19|18.0|-7.57|61.84|1.96|2.0|0.0|1.0|-5.25|27.0|5.0|-5.52|0.0|1.0|1.0|-4.81|5.63e-06|1.53e-05|0.00562|0.0|9.86e-06|-0.0258899999999999|4.3447|3.36|-1223.705126|-1223.687392|588.55|1042.17|330.74|0.2693|285.37|0.6512399999999999|0.70552|0.0115|-0.1565099999999999|-0.1824|0.01773342|-1223.522216|2188.0|107.0|6.9706|6.9706
47g_a18|0|0|0.0|0|1|1|-0.005500039|-0.005817448|4.844187086|-0.034211867|-0.477030713|0.033759227|10.94702253|-0.008224928|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.765824398|0.750610215|-0.009917608|0.780474694|0.745431271|0|-0.065225536|-0.08547236|0.413435809|0.013404131|-55.35188184|-72.53379954|11.37505183|111.5517627|140.5114492|-0.029212072|-61.55384106|9.653129118|0.731870777|-2.307753726|86.33162323|0.4913566339999999|708.1114197|2268.439188|-21.03738872|10.33698377|227.5405903|1347.416568|13.79782369|1.0|1.0|2.0|4.87|0.0|0.34|18.0|-9.22|88.97|2.79|3.0|2.0|1.0|-6.11|40.0|4.0|-6.4|0.0|0.0|0.0|-5.52|7.76e-07|3.01e-06|0.00163|1.0|3.27e-07|-0.04413|3.0965|8.13|-1743.375845|-1743.346243|905.71|1604.37|400.4|0.5955|400.4|0.69828|0.69828|0.5955|-0.12789|-0.17202|0.02960182|-1742.847918|5.9864|9.0|8.0458|8.0458
19a_a38|1|0|0.0|0|2|2|-0.084389038|-0.007986407|5.351858133|-0.082283951|-0.431265985|-0.122385526|10.96083376|-0.077535135|1|-0.000673716|0.116434494|-0.101303149|-0.217394466|-0.4342819429999999|1|0.724208473|0.819222745|0.031696119|0.8741648479999999|0.698414933|0|-0.08593151|-0.108300308|0.298938581|0.022142322|-51.36166266|-64.73159672|13.23456869|137.2318698|151.1278869|-0.038988111|-38.69037594|7.910363161|0.744796537|-1.949405536|77.20795279999999|0.465829126|446.57675660000007|2304.055966|-13.92853534|6.923156054|152.5362948|595.8790650000001|12.47635608|1.0|1.0|3.0|4.83|2.56|0.14|17.0|-6.86|81.23|2.4|1.0|0.0|1.0|-4.14|30.0|4.0|-6.77|0.0|0.0|1.0|-4.17|7.209999999999999e-05|6.77e-05|0.0272|0.0|5.610000000000001e-05|-0.05271|3.9212|3.41|-1332.186327|-1332.1529369999998|628.65|1092.25|339.65|0.2668|316.19|0.6329100000000001|0.68835|0.0721|-0.15108|-0.20379|0.03338983|-1332.002093|6.0223|0.01|8.0106|8.0106
18_a34|0|0|0.0|1|1|1|-0.063113846|-0.014733513|5.351858133|-0.101546926|-0.677741618|-0.141332289|10.9595763|-0.136990511|1|0.002183342|-0.155197864|-0.3102088839999999|-0.478810922|-0.493450778|1|0.759292258|0.805756513|0.0468829359999999|0.8584852479999999|0.713979177|0|-0.090328365|-0.129784908|0.295523326|0.040845819|-49.86847383|-71.65163761|22.55015528|66.6880793|171.24705480000003|-0.0422555509999999|-39.55742812|12.44948722|0.695849945|-1.816988713|86.77082535|0.441058733|380.8328339|1774.550004|-12.87916264|6.282442545|167.9151283|428.6241319|15.11918774|1.0|0.0|0.0|3.28|3.61|0.21|17.0|-5.65|75.47|1.49|1.0|0.0|2.0|-4.32|26.0|6.0|-6.26|0.0|1.0|1.0|-4.11|4.77e-05|7.829999999999999e-05|0.0275|0.0|0.000781|-0.03925|4.4335|5.07|-1199.288654|-1199.259634|592.04|991.93|300.68|0.3525|279.66|0.56101|0.60488|0.0303|-0.17549|-0.21474|0.02902032|-1199.158044|6.7806|2.43|5.6144|5.6144
1g_a5|1|0|0.0|0|0|0|-0.203595168|-0.003919036|4.59511985|-0.010620031|-0.172437603|-0.132678208|10.94875199|-0.0353243789999999|1|0.006957291|-0.019057802|-0.010807075|-0.0178558139999999|-0.242737126|2|0.74740095|0.7778380309999999|0.030722968|0.8393686990000001|0.717355058|0|-0.070108797|-0.074361785|0.39389953|0.020418692|-37.59983870000001|-39.8807456|10.9506874|74.51397212|71.90752413|-0.027205531|-21.388323|5.8729303|0.61393343|-1.11542677|54.34919851|0.4713154089999999|464.3994751|832.7655896000001|-7.824996219|7.312498266|207.0502037|422.96706330000006|14.46845291|1.0|1.0|1.0|2.79|2.12|0.05|23.0|-8.14|63.69|1.57|0.0|0.0|1.0|-4.03|25.0|4.0|-6.15|0.0|1.0|1.0|-4.2|9.27e-05|6.29e-05|0.0206|0.0|2.36e-06|-0.0393|4.7822|2.61|-1065.846194|-1065.818889|572.15|961.17|297.09|0.1769|259.26|0.4386899999999999|0.66164|0.0504|-0.17042|-0.20972|0.02730461|-1065.727193|5.2707|115.0|6.9393|6.9393
5_a4|0|0|0.0|1|1|1|-0.196773454|-0.001215982|5.4161004020000005|0.02257929|-0.0607990979999999|-0.050389825|10.92992834|-0.134215501|1|0.0111310589999999|0.0202481919999999|-0.0471580309999999|-0.076189222|-0.164263889|2|0.655087104|0.767615203|-0.165454845|0.820886786|0.650346601|1|-0.050732198|-0.0681917309999999|0.431132276|0.008047242|-27.26045038|-36.64215945|4.324106888|13.96974087|30.54859623|-0.025201292|-19.68930579|2.323516519|0.807351587|-1.159259431|41.76764149|0.413773331|506.7916175|1896.178084|-7.276482574|5.758733969|103.5177395|518.5792364|5.125482045|1.0|1.0|0.0|3.27|3.08|0.23|21.0|-7.96|43.6|2.88|1.0|0.0|1.0|-4.57|26.0|3.0|-5.57|0.0|1.0|1.0|-4.84|2.72e-05|1.4499999999999998e-05|0.0049299999999999|0.0|3.71e-06|-0.04892|4.8582|3.71|-1069.27374|-1069.251223|595.55|1013.0|308.12|0.1106|255.2|0.60407|0.6019899999999999|67.0|-0.16965|-0.21857|0.02251645|-1069.102899|3.1619|71.0|7.1487|7.1487
12e_a31|1|0|0.0|0|1|1|0.052663358|-0.011519192|5.733341277|-0.044316064|-0.70267073|-0.107630327|10.3116965|-0.015755876|2|-0.000231353|0.01824365|-0.08867626|-0.142921555|-0.543945776|0|0.7968154940000001|0.7761616020000001|-0.039273975|0.82100963|0.76012894|0|-0.0939597569999999|-0.1099563869999999|0.2642991189999999|0.02665413|-68.32948993|-79.96257188|19.38343763|166.1479229|202.5115275|-0.036652129|-58.15044546|14.09603901|0.725120432|-2.089171358|95.1187282|0.474858042|524.7092721|1899.851187|-19.38348182|10.24381236|199.8981394|798.7285626|15.15615632|1.0|1.0|2.0|3.87|3.72|0.24|22.0|-9.31|117.37|2.21|3.0|0.0|1.0|-6.66|33.0|5.0|-5.93|0.0|0.0|1.0|-5.42|2.16e-07|3.83e-06|0.00176|0.0|2.27e-07|-0.03445|5.3264|6.33|-1809.899887|-1809.85374|781.61|1308.13|322.95|0.3831|232.77|0.55114|0.7006600000000001|0.2627|-0.15934|-0.19379|0.04614662|-1809.650069|3.4818|0.17|6.7696|6.7696
10_a27|0|0|0.0|2|0|0|0.122016352|-0.006285923|4.59511985|-0.044164147|-0.282866526|0.034318674|10.93783185|-0.000903965|1|0.010329671|-0.309727442|-0.2030237389999999|-0.341622797|-0.487435299|2|0.639413469|0.804375252|0.129719095|0.862408925|0.614205449|1|-0.061299064|-0.087022238|0.346344305|0.017676458|-32.5969511|-46.27574168|9.399794974|6.0140309720000005|78.34972221|-0.031079371|-24.60801194|4.998521009|0.7453606909999999|-1.305333567|55.05868025|0.477162521|453.4194305|943.2258247|-8.788575695|6.761146212000001|135.40932969999997|424.8821143|8.782938574|1.0|0.0|0.0|3.01|3.15|0.16|21.0|-6.24|65.6|2.25|0.0|0.0|1.0|-3.57|25.0|4.0|-6.51|0.0|1.0|1.0|-3.92|0.000266|0.0001189999999999|0.0394|0.0|0.000192|-0.0498|4.1495|4.66|-1083.137871|-1083.1151289999998|573.31|958.95|298.79|0.4452|298.79|0.63894|0.63894|0.4452|-0.16805|-0.21785|0.0227416|-1083.008551|6.9456|69.0|7.1612|7.1612
4j_a46|0|0|0.19521727|1|1|1|-0.175292207|-0.002284836|5.587248657999999|-0.012405467|-0.130235627|-0.1051618459999999|10.94638774|-0.176133068|1|0.011684396|-0.078783783|-0.0589746909999999|-0.087688953|-0.226712003|1|0.72796254|0.7298040140000001|-0.061823242|0.763724435|0.728293097|0|-0.05924408|-0.074417476|0.295221643|0.01492164|-34.99059698|-43.95227197|8.812983129|70.56141095|29.59387777|-0.024805825|-25.95898597|5.205103062|0.776932317|-1.339514565|50.26191521|0.402450715|561.0237355|2563.282153|-8.652995323999999|6.274010655|131.7477027|642.1335502000001|6.30964324|0.0|1.0|0.0|4.0|3.9|0.39|17.0|-7.69|39.94|3.28|2.0|0.0|1.0|-5.38|27.0|3.0|-5.09|0.0|1.0|1.0|-5.31|4.16e-06|4.86e-06|0.00176|0.0|7.33e-06|-0.01684|5.3949|4.93|-1132.043677|-1132.018764|646.67|1112.13|281.19|0.2783|229.82|0.37853|0.69413|0.1418|-0.18387|-0.20071|0.02491327|-1131.817578|3.8105|805.0|6.0942|6.0942
8a_a12|0|0|0.0|0|1|1|0.082323047|-0.00771093|0.0|-0.052287869|-0.362413703|-0.050603335|10.95472846|-0.084035283|0|0.000249868|-0.3422915179999999|-0.135424346|-0.226106307|-0.5385001079999999|2|0.913877696|0.763500863|-0.1261547959999999|0.8157289759999999|0.862306783|0|-0.05926895|-0.093050281|0.221703535|0.010336879|-30.69873711|-48.195997|5.354053791|46.32568673|55.59930083|-0.033836466|-24.96342938|2.773166902|0.791430726|-1.4888045019999998|55.45388635|0.46777503|462.3571879|2093.2274030000003|-9.077610683|5.113243051|108.02980890000002|464.1781753|7.257889351|1.0|0.0|1.0|4.06|3.06|0.15|18.0|-7.89|50.17|2.89|0.0|0.0|1.0|-3.9|25.0|4.0|-6.04|0.0|1.0|1.0|-4.21|0.000125|6.19e-05|0.0203|0.0|4.2e-06|-0.06246|3.9091|3.41|-1046.0428949999998|-1046.0210880000002|556.3|952.71|317.17|0.2486|317.17|0.6309100000000001|0.6309100000000001|0.2486|-0.15696|-0.2194199999999999|0.02180654|-1045.902509|5.4032|199.0|6.7011|6.7011
4m_a46|0|0|0.16407746|1|1|1|-0.245599013|-0.000686578|5.587248657999999|0.051308728|-0.0329557579999999|-0.142061192|10.94319657|0.007901235|1|0.010359417|-0.487230027|-0.017992096|-0.029022201|-0.098201489|1|0.615482006|0.747676221|-0.099662698|0.7975218959999999|0.626578283|0|-0.067320375|-0.0672468|0.373463876|0.010905551|-35.4774406|-35.43866734|5.74716122|6.161736337000001|26.89046601|-0.0224155999999999|-18.67596877|3.028720082|0.733236381|-1.008702005|41.88525631|0.463006576|500.1036387|1639.260563|-6.225322922999999|5.329061873000001|140.5828543|486.9589609|6.446588969|1.0|1.0|0.0|3.59|2.9|0.29|17.0|-6.88|54.5|2.5|1.0|0.0|1.0|-4.52|25.0|3.0|-5.68|0.0|1.0|1.0|-4.57|2.99e-05|2.68e-05|0.0088|0.0|4.31e-05|-0.04808|6.0419|3.45|-1031.138426|-1031.109224|558.63|975.72|285.18|0.2465|205.21|0.38389|0.68505|0.1557|-0.18308|-0.23116|0.02920209|-1030.980844|5.2326|1288.0|5.8901|5.8901
12an_a36|1|0|0.0|0|2|2|-0.05423417|-0.0070293469999999|5.351858133|-0.046532211|-0.407702102|-0.131674913|10.33556631|-0.031635802|1|0.003710345|0.170355752|-0.07550872|-0.133106642|-0.434819796|1|0.906423012|0.8344566859999999|-0.009636347|0.885733922|0.855081905|0|-0.073519599|-0.105145528|0.270501913|0.0173118669999999|-49.67568778|-71.0446809|11.69727417|82.43567331|110.5140393|-0.036995649|-48.0034364|7.903608682000001|0.783512615|-1.997765039|81.70091433|0.44576647|565.1654879|2399.367452|-16.89009799|8.773001855|146.2760938|725.9470896|10.65623343|1.0|1.0|2.0|4.85|0.0|0.17|17.0|-7.05|94.5|2.51|1.0|0.0|1.0|-4.85|31.0|4.0|-6.64|0.0|0.0|0.0|-4.51|1.4300000000000002e-05|3.09e-05|0.0132|0.0|3.83e-05|-0.05561|5.1771|3.37|-1670.452238|-1670.417726|718.98|1215.98|327.38|0.6702|239.49|0.44822|0.69094|0.0644|-0.15474|-0.21035|0.0345115999999999|-1670.244686|6.2182|0.04|7.3979|7.3979
7s_a46|0|0|0.218897825|1|1|1|-0.0778653109999999|-0.005351046|5.533389489|-0.076841616|-0.240797051|-0.005405515|10.94651358|-0.020953253|1|0.005577925|-0.327656845|0.012197837|0.018964141|-0.3638523629999999|1|0.778692012|0.770312275|-0.036284605|0.8182543959999999|0.768056188|0|-0.096723151|-0.083011849|0.249893305|0.008871171|-48.61321955|-41.72189594|4.458665639|166.3052939|70.97315818|-0.031623562|-20.9694955|2.240932895|0.8198874559999999|-1.3281895890000002|47.36217237|0.433822088|431.6285339|1619.4591|-7.988379237|5.565371272|90.5248694|409.9543818|5.640276426000001|0.0|1.0|1.0|3.08|2.33|0.26|17.0|-6.08|50.94|2.39|0.0|0.0|1.0|-4.07|23.0|3.0|-5.81|0.0|1.0|1.0|-4.24|8.590000000000001e-05|5.76e-05|0.0176|0.0|0.000256|-0.02024|5.2972|3.54|-974.8067569|-974.7707066|539.99|916.7|288.81|0.4164|234.06|0.44692|0.69976|0.1186|-0.17923|-0.19947|0.036050328|-974.664103|3.6655|1985.0|5.7022|5.7022
21a_a23|0|1|0.0|2|0|0|0.1049806919999999|-0.005708466|5.4161004020000005|-0.038876045|-0.3082571839999999|-0.133417036|10.31321782|-0.083864151|2|0.01180744|0.130024255|-0.074441567|-0.136106024|-0.484404194|2|0.725800261|0.7367638240000001|0.1022509819999999|0.79188323|0.6906097959999999|1|-0.051521215|-0.082341001|0.224766417|0.011564247|-34.01266735|-54.35891011|7.634348008|39.56172507|48.49696614|-0.03458322|-35.88602363|5.039953753|0.842121383|-1.729161021|61.73864319|0.492301762|611.67123|2272.736256|-15.07212993|7.950891003|104.2264415|666.0036144999999|7.379733085|0.0|1.0|1.0|3.53|3.48|0.09|26.0|-7.78|105.02|3.24|2.0|1.0|1.0|-5.89|31.0|4.0|-6.07|0.0|0.0|0.0|-5.28|1.3e-06|5.29e-06|0.00225|0.0|7.03e-06|-0.07243|3.6993|3.75|-1669.250866|-1669.23053|701.01|1189.63|335.16|0.3692|335.16|0.60824|0.60824|0.3692|-0.15024|-0.2226699999999999|0.0203361|-1669.0502720000002|7.9309|102.0|6.9914|6.9914
14c_a23|0|1|0.0|2|0|0|0.06596946|-0.005822256|5.351858133|-0.024758731|-0.296935034|-0.047853455|10.31321813|-0.047410593|2|0.009263715|0.077009731|-0.071484865|-0.13187015|-0.4589840189999999|2|0.722187957|0.793551289|0.1114214519999999|0.857184548|0.659570836|1|-0.0567889659999999|-0.0800086929999999|0.2273163289999999|0.018842596|-37.73933093|-53.17009158|12.52192141|38.43627129|51.21382308|-0.034046252|-35.33439343|8.321492112|0.7834075309999999|-1.600173862|64.05912299|0.459622824|613.3401089|2379.221378|-15.0359121|7.832948614|143.9373772|633.3278634|10.88903141|0.0|0.0|1.0|3.4|3.6|0.05|26.0|-7.99|105.02|3.51|2.0|1.0|1.0|-6.13|31.0|4.0|-6.03|0.0|0.0|0.0|-5.55|7.49e-07|2.83e-06|0.00126|0.0|4.55e-06|-0.0795299999999999|3.7031|4.1|-2089.523959|-2089.501598|693.64|1177.63|334.81|356.0|334.81|0.56781|0.56781|356.0|-0.15143|-0.23096|0.02236136|-2089.354057|10.369000000000002|2.0|8.6253|8.6253
1c_a5|1|0|0.0|0|0|0|-0.268536978|-0.001983746|4.59511985|-0.006491037|-0.085301064|-0.228971551|10.9433337|-0.058823529|1|0.007357977|-0.133677441|0.034752304|0.0578378779999999|-0.20172074|2|0.71274658|0.7595197290000001|0.128385959|0.821309592|0.6977404359999999|0|-0.068062282|-0.070346332|0.436308619|0.008349498|-34.82350689|-35.99212225|4.27195187|160.5407184|58.16640976|-0.0281385329999999|-18.41507338|2.185709046|0.753027268|-1.12554131|43.86175561|0.476413155|453.4753671|873.709445|-7.366029352999999|6.063350238|126.3615674|409.0289917|7.869633359|1.0|1.0|1.0|2.78|2.09|0.05|23.0|-8.41|54.46|2.13|0.0|0.0|1.0|-4.25|24.0|3.0|-5.77|0.0|1.0|1.0|-4.45|5.5700000000000005e-05|3.5600000000000005e-05|0.0111|0.0|1.21e-06|-0.03965|4.8783|3.17|-990.6223073|-990.5931502|556.84|929.31|274.99|271.0|254.15|0.4444899999999999|0.53838|0.1076|-0.18719|-0.22684|0.029157178|-990.516371|2.6801|3981.0|5.4|5.4
14d_a23|0|1|0.0|2|0|0|0.058368697|-0.005343003|5.351858133|-0.026530366|-0.288522152|-0.019307114|10.313217800000002|-0.054430189|2|0.01180744|0.059486662|-0.074441567|-0.136106024|-0.4483522929999999|2|0.725800261|0.772008792|0.006563565|0.829764975|0.6906097959999999|1|-0.053736319|-0.078282292|0.213597535|0.018596017|-35.40917327|-51.58357156|12.25371621|39.26987634|51.59888942|-0.032878563|-33.99063559|8.074501042|0.790346608|-1.6439281280000002|61.49227899|0.454495683|607.3441532|2261.37838|-14.27606695|7.832720777|138.1496441|666.0036144999999|9.908707432|0.0|1.0|1.0|3.52|3.62|0.09|26.0|-7.78|105.02|3.24|2.0|1.0|1.0|-5.85|31.0|4.0|-6.1|0.0|0.0|0.0|-5.25|1.43e-06|5.61e-06|0.0023899999999999|0.0|7.03e-06|-0.0725799999999999|3688.0|3.79|-1669.24571|-1669.224874|696.21|1186.17|3688.0|0.3807|336.18|8.1555|8.1555|336.18|-0.14894|-0.22152|0.02083626|-1669.045136|8.1555|4.0|8.4001|8.4001
14q_a23|0|1|0.0|2|0|0|0.141057047|-0.0101981219999999|5.351858133|-0.130330047|-0.5608967029999999|-0.058543701|10.31321757|-0.056324491|2|0.002496501|0.121109106|-0.017918675|-0.033435987|-0.573130981|2|0.77007911|0.808928963|0.067394607|0.871119857|0.7333675390000001|1|-0.08960718|-0.096370719|0.227948491|0.02158178|-61.51997721|-66.16349731|14.81701129|350.836102|155.7136729|-0.039682061|-45.42467289|10.17264683|0.777340899|-2.023785094|79.42966327|0.472004985|530.8381985000001|2213.1193780000003|-18.70427707|8.732265278|152.86702240000002|693.3423458|13.26616596|0.0|1.0|2.0|3.52|2.66|0.04|26.0|-6.96|148.11|2.28|1.0|1.0|1.0|-5.21|33.0|5.0|-7.33|1.0|0.0|0.0|-4.39|6.11e-06|4.03e-05|0.0183|0.0|5.03e-05|-0.08159|3.6431|4.19|-1798.645459|-1798.6108739999995|714.22|1222.17|340.33|0.4943|340.33|0.5949|0.5949|0.4943|-0.14854|-0.23013|0.03458552|-1798.433122|12.0503|16.0|7.8069|7.8069
11a_a5|1|0|0.0|0|0|1|-0.165418719|-0.002894726|4.59511985|0.052217882|-0.185262487|-0.1301505359999999|10.94877942|-0.02394636|1|0.007955512|-0.081506|0.003975818|0.006120569|-0.254944026|2|0.7505403709999999|0.73344478|-0.037220974|0.773417838|0.7410766209999999|0|-0.064565402|-0.071517578|0.369563711|0.011860803|-46.13206353|-51.09940261|8.474559367000001|61.32301293|76.14130253|-0.026223112|-36.51058972|6.055083705|0.740865275|-1.573386716|61.4470419|0.466436596|638.3599998999999|1170.247903|-13.38721623|9.740948724|185.1520983|835.912531|10.34763929|0.0|1.0|1.0|3.53|3.68|0.3|23.0|-9.93|63.69|3.05|2.0|0.0|1.0|-7.25|32.0|4.0|-4.54|1.0|0.0|1.0|-6.4|5.63e-08|3.95e-07|0.000167|0.0|5.019999999999999e-08|-0.03694|4.4033|4.83|-1339.8362619999998|-1339.802852|739.79|1272.7|302.86|0.5473|281.57|0.6735|0.65363|0.1838|-0.16735|-0.20429|0.03340977|-1339.555805|3.6525|81.0|7.0915|7.0915
12e_a36|1|0|0.0|0|2|2|-0.064019914|-0.007100632|5.351858133|-0.043085717|-0.404736007|-0.0586405829999999|10.95346131|-0.084051264|1|0.003962098|0.244642918|-0.104118159|-0.1763783589999999|-0.43688276|1|0.90414347|0.7975411790000001|-0.010494913|0.847602953|0.856274847|0|-0.07049439|-0.100988761|0.4347714629999999|0.019063245|-44.83739063|-64.2330904|12.12502373|65.27404529|102.9838531|-0.036203518|-40.85494129999999|7.71202397|0.7610764190000001|-1.918786459|75.50154216|0.466721981|533.058116|2309.239105|-14.64611103|6.767371321000001|151.9654247|662.0530478999999|11.26845175|1.0|1.0|2.0|4.85|0.0|0.17|17.0|-6.97|69.2|2.24|1.0|0.0|1.0|-4.16|30.0|4.0|-6.55|0.0|1.0|0.0|-4.3|6.929999999999999e-05|5.05e-05|0.02|0.0|4.270000000000001e-05|-0.04962|3.8364|3.48|-1272.2668210000002|-1272.23645|673.57|1142.19|337.84|0.4537|323.18|0.6814600000000001|0.70007|0.0006|-0.15189|-0.20151|0.03037051|-1272.0579810000002|8735.0|14.0|7.8539|7.8539
3f_a32|1|1|0.0|0|0|0|0.0067550119999999|-0.00611496|5.733341277|-0.0434359079999999|-0.275173181|-0.113189563|10.31100273|-0.110286539|3|0.002565215|-0.112493266|-0.074808287|-0.133675401|-0.5487283829999999|0|0.833981748|0.820782305|-0.110248899|0.871865543|0.786074011|1|-0.073433055|-0.097374443|0.3217719189999999|0.011897886|-41.40131823|-54.8993954|6.707989266|47.97543149|71.02334697|-0.030139709|-30.95210106|3.78194259|0.78919828|-1.265867765|61.47296003|0.435176082|492.7734095|2130.756016|-9.580412233|6.153728636|118.8493262|475.3634141|6.573564628|1.0|1.0|1.0|3.9|3.31|0.28|19.0|-7.31|110.94|2.18|2.0|0.0|1.0|-6.89|24.0|3.0|-5.03|0.0|0.0|1.0|-5.4|1.28e-07|3.96e-06|0.0014|0.0|1.73e-05|-0.05315|3.5569|3.92|-1712.0610190000002|-1712.034952|604.9|1006.92|348.58|293.0|348.58|0.70255|0.70255|293.0|-0.1474599999999999|-0.2006099999999999|0.02606687|-1711.9193289999998|5.7161|9.0|8.0458|8.0458
