molecula|NaaNH|n9FaRing|SssssC|NaasN|nAHRing|nARing|MATS2c|AATSC1c|SRW07|AATSC1s|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|SIC2|GATS1pe|nFaHRing|FNSA3|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA1|FNSA2|DPSA5|GeomPetitjeanIndex|TASA|MOMI-Z|WNSA4|GeomRadius|PPSA1|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Class [Log S (SILICOS-IT)]|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|BBB|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
12d_a40|0|0|0.0|1|0|0|0.1028826769999999|-0.008004393|5.4161004020000005|-0.107711573|-0.288158151|0.087954209|10.31197256|-0.166080871|2|-0.002126898|0.3683138529999999|0.127299624|0.224167029|-0.552689736|0|0.809398262|0.7769829840000001|-0.0065648919999999|0.845904643|0.6948809659999999|1|-0.095675903|-0.091630294|0.0913543|0.01171131|-50.68561427|-48.54239742|6.204226377|207.39648|84.53363343|-0.038873458|-25.71599691|3.286773518|0.844283549|-1.282824111|55.13932669|0.470893531|445.2300015|643.5166227999999|-10.90981687|7.877041626|82.49291335|350.9435025|6.596929268999999|1.0|1.0|1.0|3.23|2.94|0.0|20.0|-6.84|84.45|3.76|2.0|1.0|1.0|-6.25|23.0|2.0|-5.13|0.0|0.0|1.0|-5.58|5.58e-07|2.61e-06|0.000942|0.0|5.2e-05|-0.07765|4.3959|4.14|-2153.197255|-2153.180821|552.57|910.58|443.4|0.2584|282.05|0.55983|0.70435|115.0|-0.11604|-0.19369|0.0164339|-2153.123107|1.9961|19.0|7.7212|7.7212
19j_a38|1|0|0.0|0|2|2|-0.089207643|-0.007976154|5.351858133|-0.04575843|-0.438688445|0.003554228|10.95429182|-0.036248822|1|-0.002443797|0.23209815|-0.09493054|-0.20848518|-0.42133715|1|0.7163622890000001|0.846765471|-0.001131945|0.908721232|0.6885713729999999|0|-0.0844479869999999|-0.108006563|0.625966089|0.0250587|-57.80349365|-73.92901683|17.15233756|131.29876370000002|131.9851314|-0.038119963|-50.60340201|11.74054073|0.714369845|-1.944118135|90.05233553|0.408533267|552.5012068|3109.238056|-17.86002424|7.506210369|195.5099392|640.025745|16.123318700000002|1.0|1.0|3.0|4.81|2.34|0.13|17.0|-6.92|105.02|1.76|1.0|0.0|1.0|-4.35|32.0|5.0|-7.13|0.0|0.0|0.0|-4.12|4.46e-05|7.55e-05|0.0322|0.0|5.14e-05|-0.06447|6.0361|3.23|-1424.426858|-1424.390074|686.26|1163.3|336.13|354.0|205.41|0.30419|0.69435|0.2625|-0.15182|-0.21629|0.03678378|-1424.24494|14.4895|8.0|8.1146|8.1146
16h_a32|1|1|0.0|0|0|0|0.217139852|-0.015656019|5.733341277|-0.098975084|-0.7828009570000001|0.061727488|10.31100268|-0.022634676|3|-0.002310082|-0.1234671109999999|-0.123297852|-0.219947482|-0.71364354|0|0.804503712|0.832040698|-0.003188883|0.881181048|0.7619492790000001|1|-0.081151869|-0.121464999|0.44308098|0.02096013|-51.56009529|-77.17316899|13.31708433|70.02855767|127.5843068|-0.038765425|-49.03221545|8.461051377999999|0.7359051059999999|-1.821974989|90.15529448|0.459750275|507.7688359|3282.554439|-15.6485794|6.710057805|167.7935207|573.3529948|12.98212548|1.0|1.0|2.0|3.61|3.45|0.26|19.0|-7.0|149.27|1.12|2.0|0.0|1.0|-6.48|28.0|5.0|-6.22|1.0|0.0|1.0|-4.75|3.28e-07|1.7800000000000002e-05|0.0073599999999999|0.0|4.09e-05|-0.05028|3.6182|4.54|-1955.99895|-1955.970762|679.82|1130.4|342.67|0.2914|342.67|0.70219|0.70219|0.2914|-0.14972|-0.2|0.02818755|-1955.832545|4.2275|9.0|8.0655|8.0655
36_a18|0|0|0.0|0|2|2|0.050448408|-0.006407141|4.844187086|-0.020339784|-0.442092758|-0.0077246719999999|10.94702093|0.003321395|0|0.000825855|-0.079553246|-0.079721028|-0.12139648|-0.493920601|0|0.7343989059999999|0.741135729|-0.010091893|0.780206307|0.721836103|0|-0.07777765|-0.079805761|0.3847791889999999|0.009440278|-55.38202488|-56.82615305|6.722004572|110.8288932|139.3536816|-0.031922305|-40.46339026|4.786442152|0.812056067|-2.074949798|65.59412783|0.4751830729999999|572.70209|1547.485543|-16.1853561|9.560644525|133.8265619|975.4099618|8.767974776|1.0|1.0|3.0|4.19|0.0|0.28|18.0|-9.16|85.29|3.13|2.0|1.0|1.0|-5.68|35.0|3.0|-6.18|0.0|0.0|1.0|-5.28|2.09e-06|5.19e-06|0.00242|0.0|3.210000000000001e-07|-0.04991|3.1908|7.75|-1493.686737|-1493.661092|769.73|1350.57|388.57|0.4674|388.57|0.69372|0.69372|0.4674|-0.13133|-0.18124|0.02564498|-1493.333297|2.7547|32.0|7.4949|7.4949
23_a10|0|0|0.0|1|1|1|-0.12979844|-0.00264793|5.4161004020000005|0.012558932|-0.17741132|-0.000458688|10.92966139|-0.0253481679999999|1|0.010662507|-0.0502296329999999|-0.130679|-0.207994181|-0.233801237|2|0.7338945809999999|0.754150918|-0.149057824|0.800727358|0.706648116|1|-0.049653973|-0.072395864|0.535680357|0.009615852|-35.17017083|-51.27837225|6.81095873|72.17779806|60.05816353|-0.02685653|-36.32074126|4.824237957|0.7611996520000001|-1.6651048819999998|60.76548004|0.485561757|648.2471057|1945.384475|-13.47382337|8.755988318|169.14354509999998|930.6293092|9.487107794|1.0|1.0|0.0|3.8|4.13|0.21|27.0|-9.84|56.07|2.99|2.0|0.0|1.0|-5.38|35.0|5.0|-5.93|0.0|0.0|1.0|-5.7|4.19e-06|2e-06|0.000923|0.0|6.66e-08|-53.0|3.8034|3.9|-1470.1960279999998|-1470.166163|768.3|1336.11|325.98|0.2089|325.98|0.67647|0.67647|0.2089|-0.15858|-0.21158|0.02986448|-1469.902562|4.8954|0.75|6.1249|6.1249
3q_a32|1|1|0.0|0|0|0|-0.017280695|-0.008072705|5.733341277|-0.04718311|-0.419780649|-0.022925245|10.31100266|-0.098400506|3|0.002487149|0.0492355779999999|-0.167040501|-0.295228244|-0.5448044360000001|0|0.751733573|0.853737093|0.010109949|0.901790225|0.716172604|1|-0.067604132|-0.097961799|0.34156046|0.018527744|-41.72706804|-60.46462749|11.43581616|41.73511731|92.62226328|-0.027989085|-37.3203761|7.058489861|0.6349739010000001|-1.371465184|74.3682963|0.46136998|524.6043311000001|3335.898591|-10.6629646|6.428518903|225.3038157|618.9134881|13.90366881|1.0|1.0|1.0|3.57|3.34|0.3|19.0|-7.31|131.25|1.33|1.0|0.0|1.0|-5.91|28.0|4.0|-6.35|0.0|0.0|1.0|-4.62|1.24e-06|2.4100000000000003e-05|0.00992|0.0|2.01e-05|-0.04968|3.6236|5.15|-1920.066488|-1920.042674|666.16|1136.46|342.16|0.2897|342.16|0.70216|0.70216|0.2897|-0.15001|-0.19969|0.02381444|-1919.883144|5.2657|28.0|7.5528|7.5528
12_a4|0|0|0.0|1|1|1|-0.1494133309999999|-0.0021497879999999|5.4161004020000005|-0.271149771|-0.113938738|-0.093414896|10.31168324|0.028152112|1|0.009024784|-0.055590089|-0.051501982|-0.085553511|-0.220286906|2|0.5687812560000001|0.8157155359999999|-0.036425699|0.8749408470000001|0.531333552|1|-0.070256284|-0.074699711|0.636722126|0.01168879|-41.69390404|-44.33087544|6.936764267999999|15.80191019|115.5823166|-0.025916226|-26.30835499|4.116653575|0.717772573|-1.269895089|53.59101661|0.470780296|477.8721263000001|1962.933988|-9.127388465|6.223583758999999|167.4891205|608.4548423|9.260141177|1.0|1.0|0.0|3.41|2.94|0.23|21.0|-7.84|86.12|2.17|1.0|0.0|1.0|-4.18|29.0|5.0|-6.84|0.0|0.0|1.0|-4.33|6.57e-05|4.64e-05|0.0188|0.0|5.85e-06|-0.06898|4.8592|6.12|-1617.861623|-1617.826064|640.67|1101.33|325.57|0.1194|255.16|0.63967|0.68825|0.0464|-0.16224|-0.2312199999999999|0.03555871|-1617.634733|10.1971|9.29|5032.0|5032.0
4h_a46|0|0|0.090767245|1|1|1|0.128214845|-0.005778576|5.587248657999999|-0.346835467|-0.404500343|-0.021951549|10.31928028|-0.09922757|1|0.003087227|-0.0932537609999999|-0.030014575|-0.0488847059999999|-0.516344924|2|0.739180305|0.7543177040000001|0.075704004|0.7955809979999999|0.6947264059999999|0|-0.083155747|-0.083997524|0.659584488|0.010068754|-65.24476749|-65.90523417|7.900037181|105.2773797|182.6222935|-0.0305445539999999|-51.70985599|6.198442205|0.805506105|-2.015940586|74.99848132|0.4866209529999999|601.9869510999999|3180.526173|-18.803584|8.138240742999999|152.6017078|1021.999374|9.093247153|1.0|1.0|2.0|4.63|2.99|0.3|23.0|-9.2|124.17|2.27|2.0|0.0|1.0|-6.53|36.0|6.0|-6.38|1.0|0.0|0.0|-5.69|2.97e-07|2.06e-06|0.00104|0.0|3.210000000000001e-07|-0.0389199999999999|4.2444|8.5|-1923.926093|-1923.878801|792.61|1397.46|296.62|0.5451|292.11|0.55428|0.54445|291.0|-0.1711599999999999|-0.21008|0.04729184|-1923.611784|2.9086|229.0|6.6402|6.6402
9_a27|1|0|0.0|1|0|0|0.164227115|-0.0073742819999999|4.727387819|-0.050617284|-0.331842668|-0.051160217|10.93740461|-0.0447599329999999|1|0.00651856|-0.2559122789999999|-0.101933162|-0.171520296|-0.541535578|2|0.677253824|0.8214321609999999|0.017503266|0.8806964490000001|0.654138816|1|-0.078270599|-0.088404481|0.36853691|0.019589991|-40.3551562|-45.58003501|10.10030794|128.27738490000002|103.702486|-0.033677898|-23.50038785|5.20756849|0.7892801540000001|-1.414471696|53.0685473|0.466349763|411.8826346|1463.168883|-8.952528705|5.03925321|108.6440173|424.8821143|7.488512291|1.0|0.0|1.0|3.12|2.62|0.16|21.0|-7.06|76.46|2.66|0.0|0.0|1.0|-4.06|25.0|4.0|-6.33|0.0|1.0|1.0|-4.08|8.66e-05|8.28e-05|0.0274|0.0|2.88e-05|-0.0471|5.5421|4.67|-1083.143348|-1083.118736|549.64|945.35|297.52|0.1982|223.71|0.35593|0.59444|134.0|-0.1716|-0.2187|0.02461151|-1083.017359|4.0436|2.0|8699.0|8699.0
3t_a32|1|1|0.0|0|0|0|0.028840888|-0.006089333|5.733341277|-0.0338714389999999|-0.304466646|0.012069208|10.31100267|-0.086478322|3|0.00139283|0.049606573|-0.070331512|-0.122301673|-0.496165036|0|0.710773544|0.822076702|0.0466380209999999|0.870628579|0.687253845|1|-0.080203824|-0.0974995|0.217914628|0.014242899|-50.65701113|-61.58101978|8.995863948|97.01046154|108.2086749|-0.026967947|-38.89478416|5.681818647999999|0.684474482|-1.267493496|72.43498782|0.481726305|523.3947687|2241.507646|-10.75813179|8.107111779|199.2870037|582.0730423|10.85396804|1.0|1.0|1.0|3.58|3.41|0.3|19.0|-8.01|128.01|1.74|2.0|0.0|1.0|-6.48|27.0|4.0|-5.81|0.0|0.0|1.0|-4.93|3.28e-07|1.16e-05|0.00462|0.0|3.91e-06|-0.05507|3.5487|5.5|-1864.708995|-1864.678788|677.16|1129.24|349.38|0.2906|349.38|0.70286|0.70286|0.2906|-0.14739|-0.20246|0.03020622|-1864.534478|2.7003|9.0|8.0458|8.0458
7h_a8|1|0|0.0|1|0|0|-0.118981425|-0.00534208|4.844187086|-0.073219554|-0.23505152|-0.0873792009999999|10.94341365|0.0260356679999999|1|0.00084936|-0.043606497|0.052081992|0.141285105|-0.382578949|0|0.515235986|0.7051689170000001|0.095758228|0.7677336090000001|0.507325475|0|-0.093181899|-0.0934764819999999|0.314190914|0.011647275|-53.71230941|-53.88211443|6.71377223|70.28953528|131.9948047|-0.041038456|-31.05895923|3.86998135|0.892830345|-1.6825766830000002|58.94376531|0.4346108389999999|444.4294792|1919.19991|-13.63564064|7.589672923999999|61.77519141|446.5544107|5.061650885|1.0|0.0|1.0|3.12|3.2|0.0|23.0|-8.46|61.58|4.27|2.0|0.0|1.0|-5.68|28.0|4.0|-5.27|0.0|0.0|1.0|-5.5|2.09e-06|3.16e-06|0.00118|0.0|1.31e-06|-0.06799|3.9282|6.81|-1285.182226|-1285.151298|593.53|999.62|315.62|0.3885|315.62|0.6963199999999999|0.6963199999999999|0.3885|-0.16076|-0.22875|0.03092828|-1285.0707960000002|9.1188|10.5|4.9788|4.9788
21c _a23|0|1|0.0|2|0|0|0.178300778|-0.009944003|5.4161004020000005|-0.135572353|-0.576752175|-0.092608459|10.3132171|-0.039311241|2|0.0035741379999999|0.118226959|-0.0201427689999999|-0.036896213|-0.596546056|2|0.7641222459999999|0.782543953|0.149511954|0.838980345|0.7301130229999999|1|-0.08365474|-0.098699133|0.2571258939999999|0.014036138|-59.46209153|-70.15570019|9.976937758|323.3651097|148.8448086|-0.040210758|-49.86692499|7.09164338|0.834557275|-2.171380929|79.71722579|0.468609427|561.9588018|2628.628799|-20.31615463|8.945789862|117.597286|762.0576580000001|9.5615256|0.0|1.0|2.0|3.68|3.11|0.08|26.0|-7.33|148.11|2.49|1.0|1.0|1.0|-5.63|34.0|5.0|-7.13|1.0|0.0|0.0|-4.72|2.35e-06|1.92e-05|9.0|0.0|2.2e-05|-0.07892|3.6649|4.47|-1837.964768|-1837.932192|747.88|1275.12|338.3|0.3329999999999999|338.3|0.5885699999999999|0.5885699999999999|0.3329999999999999|-0.15089|-0.22981|0.03257532|-1837.736174|8.3979|67.0|7.1752|7.1752
19_a20|1|0|0.0|0|0|0|0.071176085|-0.0096278259999999|4.727387819|-0.130949446|-0.539158264|0.077469518|10.94899558|-0.063133522|1|-0.004654742|0.175308615|-0.049177437|-0.083481481|-0.5838248970000001|3|0.811128636|0.7619768840000001|-0.143992458|0.8193003000000001|0.7741509329999999|1|-0.091725453|-0.099685049|0.25624423|0.013643765|-60.26825633|-65.49811346|8.964643162|339.8339889|161.33709|-0.038340404|-43.03556944|5.890223441|0.796070588|-1.993700989|75.98477124|0.483310517|495.7134289|1818.518838|-16.55214209|7.950138729|133.9919257|684.5377542|10.48665779|1.0|1.0|2.0|3.49|2.49|0.08|27.0|-9.63|110.44|1.33|1.0|0.0|1.0|-4.89|32.0|5.0|-6.8|0.0|0.0|1.0|-4.57|1.29e-05|2.6600000000000003e-05|0.0112|0.0|9.86e-08|-0.06767|3.3616|5.01|-1368.413151|-1368.378274|687.79|1190.68|368.83|0.2998|368.83|0.6987399999999999|0.6987399999999999|0.2998|-0.13903|-0.2067|0.03487615|-1368.190746|6.3327|2.6|5585.0|5585.0
12aj_a36|1|0|0.0|0|2|2|-0.056210607|-0.00706023|5.351858133|-0.045035034|-0.402433117|-0.103202936|10.95354213|-0.042227364|1|0.003962098|0.1087087|-0.104118159|-0.1763783589999999|-0.43462267|1|0.90414347|0.812278823|0.091113865|0.8632656809999999|0.856274847|0|-0.073002742|-0.10279655|0.251263868|0.018305468|-46.79363201|-65.89100364|11.73352271|82.34300699|110.89910559999998|-0.0368515929999999|-42.23511741|7.521007149|0.77492734|-1.953134451|76.5855549|0.47532973|530.0854761|2275.825451|-15.14089115|8.056502837|144.26810480000003|662.0530478999999|10.69455126|1.0|1.0|2.0|4.84|0.0|0.17|17.0|-6.97|69.2|2.24|1.0|0.0|1.0|-4.16|30.0|4.0|-6.55|0.0|1.0|0.0|-4.3|6.929999999999999e-05|5.05e-05|0.02|0.0|4.270000000000001e-05|-0.05275|5.2301|3.48|-1272.27339|-1272.241135|682.84|1157.64|344.24|0.5616|237.06|0.4112|0.70423|0.0082|-0.14818|-0.20093|0.03225532|-1272.060325|7.8393|17.0|7.7696|7.7696
13h_a6|1|0|0.0|0|0|0|-0.094781725|-0.006619944|4.727387819|0.004767264|-0.3839567379999999|-0.01698365|10.95053423|-0.090944829|1|-0.000644109|0.105918119|-0.12414699|-0.215607882|-0.468842137|2|0.836982172|0.780222427|-0.0256002129999999|0.8391892870000001|0.789769968|1|-0.074151997|-0.091977068|0.300800177|0.017441348|-51.85624128|-64.32173453|12.1971464|77.20799814|92.37313621|-0.032362302|-44.98170701|8.529752344|0.736918588|-1.747564296|76.78735663|0.461667017|606.9504647000001|2829.19698|-15.82689691|9.11292243|183.9790404|744.1359788|12.4656221|1.0|1.0|2.0|3.64|3.03|0.12|27.0|-10.57|103.17|1.13|2.0|0.0|0.0|-5.56|33.0|5.0|-6.31|0.0|0.0|1.0|-5.06|2.77e-06|8.8e-06|0.0038|0.0|1.15e-08|-0.07435|4.8701|3.83|-1386.613707|-1386.569017|738.61|1253.92|365.52|1.0978|254.58|0.50716|0.69001|0.2121|-0.14097|-0.2153199999999999|0.04469058|-1386.3651|10.0322|47.0|7.3279|7.3279
12s_a30|0|0|0.0|0|2|2|-0.00019297|-0.007621736|5.351858133|-0.095120438|-0.403952011|-0.035768573|10.31162892|-0.04950715|1|-0.001131023|-0.1597740919999999|-0.0546637159999999|-0.145315868|-0.446807335|1|0.609043558|0.83236194|0.006789196|0.889479916|0.591758164|0|-0.090733404|-0.103647048|0.404041243|0.019324097|-58.75255278|-67.11451776|12.51292194|89.91581294|189.9114627|-0.040189672|-43.45862792|8.102485674|0.790481833|-1.969293912|78.38074776|0.467381416|457.6180044|2368.4646620000003|-16.8513047|8.066744794|135.66918710000002|616.2856203|11.26623|1.0|1.0|1.0|4.63|0.0|0.14|17.0|-7.16|81.65|3.58|2.0|0.0|1.0|-5.49|31.0|6.0|-6.06|0.0|0.0|0.0|-5.17|3.24e-06|6.71e-06|0.00291|0.0|3e-05|-0.0551|5.0438|4.32|-1774.236634|-1774.202623|677.35|1140.1|350.75|0.2148|245.81|0.43338|0.68458|0.1576|-0.14985|-0.20495|0.03401064|-1774.072418|3.9579|7.0|8129.0|8129.0
14b_a50|0|1|0.0|2|2|2|-0.092558007|-0.003935732|5.82008293|0.0228205129999999|-0.255822608|0.037777505|10.94501788|-0.041169251|2|0.011249462|-0.106938404|-0.1786649189999999|-0.280243276|-0.306633966|1|0.74726683|0.7887047979999999|0.030057537|0.831689551|0.71456262|1|-0.050362464|-0.076674952|0.7031402240000001|0.022423099|-33.02344264|-50.27694576|14.70317076|25.31245624|62.89861413|-0.025558317|-32.9673668|9.64109526|0.637281054|-1.533499045|64.58491917|0.445384689|592.81677|2984.248708|-10.98912227|6.3538844910000005|237.8403928|825.4425942|14.30797341|1.0|1.0|0.0|4.64|3.64|0.35|20.0|-6.86|66.99|2.32|2.0|0.0|1.0|-4.6|33.0|5.0|-6.5|0.0|1.0|0.0|-4.78|2.51e-05|1.6800000000000002e-05|0.0074099999999999|0.0|6.12e-05|-0.02486|5.2834|3.05|-1431.068494|-1431.037684|718.64|1253.87|304.07|0.1637|234.67|0.55594|0.64303|0.1373|-0.16874|-0.1936|0.03081037|-1430.7933859999998|6.7927|6.58|5.1818|5.1818
34_a20|0|0|0.0|1|0|0|0.0305860929999999|-0.0057643419999999|4.727387819|-0.104520106|-0.328567476|-0.046356705|10.93244905|-0.054458882|1|0.003149352|0.327535029|0.0346782989999999|0.057022334|-0.4478820739999999|2|0.7071284179999999|0.74801464|-0.101401966|0.80310139|0.690530489|1|-0.0851907119999999|-0.085459595|0.408491116|0.0130295999999999|-57.31821177|-57.49912174|8.766605631000001|297.5548445|136.81360859999998|-0.032248904|-38.68669181|5.898367836|0.776414086|-1.709191893|67.53437417|0.462785432|536.0086996|2319.742032|-14.59875162|7.940146766|150.43359099999998|712.1606951|10.03525243|1.0|1.0|1.0|3.43|2.92|0.08|27.0|-9.18|86.69|2.47|2.0|0.0|1.0|-5.14|32.0|4.0|-6.28|0.0|0.0|1.0|-5.02|7.27e-06|9.51e-06|0.00399|0.0|2.780000000000001e-07|-0.05181|5.4132|4.97|-1352.31921|-1352.2836220000002|711.19|1205.64|320.38|0.4388|229.04|0.38519|0.68845|0.0766|-0.16103|-0.21284|0.03558836|-1352.102407|5.4994|61.0|7.2147|7.2147
17_a4|0|0|-4.533317957|1|1|1|-0.188642713|-0.006491052|5.4161004020000005|-0.319716072|-0.25315101|-0.3948966229999999|10.94611837|-0.094767116|1|0.002155864|-0.073733221|-0.0179434139999999|-0.07155304|-0.392770755|1|0.49887819|0.772721853|0.0147116789999999|0.8347553529999999|0.484393047|0|-0.0887214819999999|-0.08932566|0.332034943|0.01061251|-45.75108579|-46.06264282|5.472562628|17.08736223|57.34712812|-0.042181562|-23.75316417|2.822041259|0.861696586|-1.5185362180000002|52.67753395|0.4440629029999999|458.3237652|1658.726841|-11.21677197|5.923504372999999|71.31904507|319.5521911|6.61489113|1.0|1.0|0.0|3.31|2.94|0.11|17.0|-6.56|30.71|3.66|1.0|0.0|1.0|-4.36|25.0|6.0|-5.56|1.0|0.0|1.0|-4.81|4.39e-05|1.5399999999999998e-05|0.00532|0.0|9.44e-05|-0.04186|4.3363|4.44|-1255.994721|-1255.968357|527.39|873.5|285.92|0.2045|285.92|0.47353|0.47353|0.2045|-0.17559|-0.21745|0.02636403|-1255.932407|6.3221|877.0|6057.0|6057.0
26_a20|0|0|0.0|1|0|0|-0.000846851|-0.00578453|4.727387819|-0.104520106|-0.3297182369999999|-0.054222344|10.93106273|-0.033102079|1|0.003149352|0.249416844|0.0346782989999999|0.057022334|-0.446730587|2|0.7071284179999999|0.7541508029999999|-0.070815554|0.8096894440000001|0.690530489|1|-0.0862808009999999|-0.082729415|0.423153994|0.012753218|-58.21621279|-55.81998701|8.604974082|299.8332395|139.417676|-0.0327795789999999|-37.66339899|5.806030949|0.7848887259999999|-1.737317706|65.85953426|0.472355054|535.3119506|2534.075607|-14.92323356|7.598632688999999|145.1419493|712.1606951|10.03954725|1.0|1.0|1.0|3.42|3.07|0.08|27.0|-9.18|86.69|2.47|2.0|0.0|1.0|-5.14|32.0|4.0|-6.28|0.0|0.0|1.0|-5.02|7.27e-06|9.51e-06|0.00399|0.0|2.780000000000001e-07|-0.05097|4.8421|4.97|-1352.315376|-1352.277633|715.27|1211.34|318.77|0.2081|256.05|0.50878|0.68167|0.0814|-0.16129|-0.21226|0.03774288|-1352.098465|4.8742|131.0|6.8827|6.8827
9_a10|0|0|0.0|1|1|1|-0.096384071|-0.004530817|5.4161004020000005|-0.032199235|-0.285441469|-0.1189611519999999|10.92721632|-0.1048161059999999|1|0.007847998|-0.079150788|-0.1475423119999999|-0.239634564|-0.362724972|2|0.7141481129999999|0.791322552|-0.000865755|0.837889476|0.692424727|1|-0.057690053|-0.084348428|0.6816795959999999|0.013842683|-40.90513782|-59.80726117|9.815155744|86.66800495|92.56988349|-0.028592687|-42.40634438|6.959437141|0.73129178|-1.686968561|71.07688871|0.45291714|616.4802143999999|2284.568215|-14.37503199|8.765421221|190.5275895|816.3832816|11.26962754|1.0|1.0|1.0|4.0|3.2|0.23|21.0|-7.93|75.94|1.81|1.0|0.0|1.0|-4.23|33.0|5.0|-6.87|0.0|1.0|0.0|-4.44|5.920000000000001e-05|3.64e-05|16.0|0.0|5.14e-06|-0.06118|5.5668|4.51|-1410.041793|-1410.005954|740.24|1278.57|332.32|0.4138|222.72|0.2242|0.68962|0.0041|-0.15045|-0.21163|0.03583924|-1409.764013|4942.0|193.0|6.7144|6.7144
14v_a23|0|1|-4.844615416|2|0|0|0.135774541|-0.014768546|5.351858133|-0.299484129|-0.8122700340000001|0.017156562|10.3132174|-0.015149431|2|-0.0004039459999999|0.170475376|-0.0962526|-0.2952674819999999|-0.650246427|2|0.598213287|0.787538583|0.132882353|0.845160857|0.575188253|1|-0.067342061|-0.09479984|0.31419322|0.019811827|-44.4776373|-62.61276875|13.08518422|78.86310829|55.07999434|-0.042752869|-41.35406587|8.64241561|0.788328659|-2.180396311|76.42257099|0.457213347|605.3933675|2679.111279|-18.64987284|7.743452839|139.8032821|676.4530574|13.80980223|0.0|0.0|1.0|3.62|3.46|0.09|26.0|-7.95|114.25|3.04|2.0|1.0|1.0|-6.89|35.0|8.0|-5.94|1.0|0.0|0.0|-6.0|1.29e-07|1e-06|0.0004969999999999|0.0|5.57e-06|-0.07843|3694.0|5.17|-2042.182282|-2042.161744|679.5|1206.02|335.64|348.0|335.64|0.6017100000000001|0.6017100000000001|348.0|-0.1524299999999999|-0.2308599999999999|0.02053833|-2041.998955|6.3758|4.0|8.4001|8.4001
12e_a40|0|0|0.0|1|0|0|0.061944605|-0.015461694|5.4161004020000005|-0.262526337|-0.556620974|0.130516751|10.31197242|-0.192362496|2|-0.014780739|0.292184471|0.103406816|0.172778196|-0.520457262|0|0.889386453|0.788800541|0.047011204|0.858770467|0.8096582170000001|1|-0.132226452|-0.122830115|0.284429447|0.015096495|-71.78145688|-66.68049019|8.195398107|206.0119599|119.4966772|-0.048387621|-36.19867792|4.4490161310000005|0.790818822|-1.596791495|78.14505956|0.491465612|423.3709264|694.2415706|-14.26008524|8.014314957|113.5576846|348.3847394|11.46456937|1.0|0.0|2.0|3.27|3.05|0.0|20.0|-6.04|98.89|2.93|2.0|0.0|1.0|-6.53|24.0|4.0|-5.26|0.0|0.0|1.0|-5.64|2.98e-07|2.27e-06|0.00086|0.0|0.000346|-0.07296|4.3236|4.66|-2248.276958|-2248.244231|552.91|918.38|409.82|0.4494|286.76|0.6826|0.70157|284.0|-0.12616|-0.19912|0.03272669|-2248.206714|3.7268|1.17|5.9318|5.9318
11_a1|1|0|0.0|0|1|1|0.033732316|-0.018080197|5.351858133|-0.196819043|-0.867849442|-0.05257082|10.94957487|-0.044235537|1|-0.009578125|0.126722854|-0.07452948|-0.117419838|-0.563650254|1|0.823460272|0.747358374|-0.069193862|0.8086124090000001|0.7846345840000001|0|-0.131972845|-0.126108875|0.2027328789999999|0.034974992|-77.81495049|-74.35738693|20.62225192|274.39137789999995|238.4902806|-0.048723884|-43.84323456|12.15946748|0.751878145|-2.143850877|89.80732824|0.47723847|351.1382199|1885.148133|-16.93943154|7.43666407|146.29971719999998|495.0560271000001|15.44994131|1.0|1.0|2.0|3.25|2.31|0.05|23.0|-7.47|97.33|1.95|1.0|0.0|1.0|-5.07|29.0|6.0|-6.27|0.0|0.0|1.0|-4.66|8.48e-06|2.17e-05|0.00838|0.0|1.29e-05|-0.06546|3.7383|5.26|-1312.462371|-1312.4282380000002|614.86|1036.18|388.38|0.5573|331.66|0.68162|0.69914|0.3201|-0.12916|-0.19462|0.03413353|-1312.2963630000002|7.1743|0.17|6.7696|6.7696
