molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|FNSA3|PBF|FPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50
4a_a49|0.0|0|0|0.0|0.0|1|1|1.343847746|2.085628989|-0.076526919|-0.006602016|5.4161004020000005|-0.074495823|2|0.036555556|-0.080255074|-1.8100000000000003e-05|-0.053787795|10.92777282|0.018857363|1|0.000660956|-0.130491035|-0.060391347|-0.403194204|2|0.7541604690000001|0.032396301|0.856023531|-0.094228246|0.433367368|0.017143497|313.22432680000003|0.242956384|-0.0292876779999999|-33.05061877|6.448709504|60.11195021|-1.4936715669999998|-17.96270092|68.30645049|464.3095353|-916.0977468|1647.61849|-11.01687292|0.349698461|0.8926425020000001|27.62211044|0.023624093|620.5697596|14.48911428|0.0|1.0|1.0|2.0|0.22|21.0|-7.36|2.83|92.93|1.25|1.0|114.08|0.0|6.0|-3.28|30.0|5.0|-7.52|1.0|2.42|-3.52|0.000528|211.0|0.000305|1.71|0.0|4.35e-08|-0.06461|3.34|-1313.19945|-1313.158118|660.19|1128.22|327.34|0.1935|0.35731|-1312.924353|0.0789|-0.1585099999999999|3.9716|-1312.98289|32.0|7.4949
12_a15|0.0|0|0|0.0|0.0|0|0|1.435689014|0.0|-0.071096525|-0.006620824|0.0|-0.0455566929999999|2|0.034285714|-0.035728911|0.001740635|-0.106061273|10.95973444|-0.01062828|0|0.0034254209999999|-0.054575504|-0.184255041|-0.380490701|2|0.8310685940000001|-0.019064393|0.769289315|-0.061084417|0.738437971|0.015018226|72.18361893|0.10362709|-0.031995594|-38.40979933|6.123040777999999|4.192089814|-1.695766456|-20.42981445|48.59303169|572.3516967|-1082.780166|2661.728915|-13.04483751|0.253510603|0.909927213|27.36785616|0.016453962|673.7288405|10.50617745|1.0|1.0|1.0|1.0|0.12|24.0|-9.82|6.3|56.27|2.87|2.0|119.95|0.0|6.0|-6.22|30.0|4.0|-4.97|1.0|4.7|-5.83|5.99e-07|0.0002379999999999|1.47e-06|5.29|0.0|1.51e-10|-0.03196|5.16|-1281.087109|-1281.060163|688.91|1177.81|321.72|0.1374|0.50595|-1280.810963|0.0093|-0.15858|4.3338|-1280.871722|4.0|8.3979
11_a15|0.0|0|0|0.0|0.0|0|1|1.435688956|0.0|-0.1758968389999999|-0.0064953419999999|0.0|-0.029665252|3|0.02962963|-0.036023137|0.001806571|-0.0856783419999999|10.95979791|0.023543401|0|0.003766915|-0.056500144|-0.272482143|-0.363940085|2|0.843715005|0.0432314409999999|0.76664841|-0.064429158|0.632319408|0.018519054|143.8088883|0.105461874|-0.033606127|-45.76619542|8.696553172|0.0|-1.949155337|-23.02940065|56.84224275|613.0036107000001|-1335.705238|2565.707165|-15.7814467|0.260684316|0.8869452090000001|31.14961732|0.018086221|830.7967967000001|12.39401492|1.0|0.0|0.0|1.0|0.07|24.0|-8.9|6.69|59.51|2.52|2.0|138.24|0.0|6.0|-6.32|34.0|4.0|-5.26|0.0|4.62|-6.1|4.77e-07|0.000214|7.970000000000001e-07|5.32|0.0|1.27e-09|-0.03877|5.04|-1450.740771|-1450.705737|739.57|1284.85|418.94|0.2657|0.58935|-1450.39211|0.0011|-0.12134|812.0|-1450.457814|739.0|6.1314
7_a3|0.0|0|0|0.0|0.0|0|0|0.60501656|0.0|0.198126776|-0.008855374|4.727387819|-0.106234254|2|0.03757716|-0.047419994|-0.007540435|0.054347129|10.3116226|0.030246987|1|-0.006696449|-0.084462575|0.036673175|-0.592753801|2|0.881253042|0.0507482109999999|0.8632654590000001|-0.1034274319999999|0.5999725029999999|0.009708941|230.9407974|0.217705402|-0.036877402|-23.61864737|2.377557323|76.07607751|-1.253831681|-18.2490344|55.98630667|387.1238241|-620.4671695000001|1952.029549|-9.030659289|0.2007853889999999|0.663120542|22.83370969|0.0149999089999999|353.7528308|7.422807617|1.0|1.0|1.0|1.0|0.0|21.0|-7.48|4.66|92.93|2.11|1.0|95.5|0.0|2.0|-5.44|23.0|3.0|-5.68|1.0|3.63|-4.87|3.67e-06|0.00124|1.34e-05|3.79|0.0|3.28e-08|-0.0640299999999999|3.09|-1731.7341420000002|-1731.703107|522.73|883.88|360.06|0.1926|0.3456|-1731.602893|0.1262|-0.14816|3.1299|-1731.651178|1023.0|5.9901
12h_a36|0.0|1|0|3.468184524|0.0|0|2|1.297043828|0.0|-0.128701804|-0.0086750619999999|5.351858133|-0.041228471|2|0.039061728|0.059920602|0.00127667|-0.003014954|10.96020037|-0.051080247|1|0.003077071|0.100530266|-0.239932418|-0.410826531|1|0.8913597320000001|-0.089459459|0.87043328|-0.073572836|0.3726296|0.027905055|82.11195464|0.180385475|-0.035734517|-45.96672487|11.96512593|1.413982241|-1.929663894|-23.39942087|66.44902736|536.6941285|-1263.568727|2391.856014|-15.32224162|0.3347454589999999|0.8675704009999999|35.1736357|0.026971557|679.7230552999999|17.66132225|1.0|1.0|0.0|2.0|0.17|17.0|-6.69|1.89|78.43|1.72|1.0|130.24|0.0|6.0|-3.95|31.0|5.0|-6.93|0.0|1.81|-4.07|0.000113|0.0464|8.499999999999999e-05|2.65|1.0|2.03e-07|-0.05013|2.92|-1347.481013|-1347.451759|697.29|1177.89|358.81|0.5756|0.34589|-1347.199963|0.0056|-0.14247|6754.0|-1347.260478|14.0|7.8539
6_a3|0.0|0|0|0.0|0.0|0|0|0.605016564|0.0|0.155665791|-0.008934536|4.727387819|-0.106234254|2|0.038650794|-0.025021661|-0.007540435|0.05584062|10.3116226|0.032782484|1|-0.006696449|-0.0445675709999999|0.036673175|-0.594308852|2|0.881253042|0.055002252|0.8632654590000001|-0.1042506469999999|0.556539611|0.010921391|236.2008316|0.216677977|-0.037726468|-24.56680878|2.7192240510000003|77.06094911|-1.282699916|-18.8247694|57.46859326|390.8623623|-640.0421597|1899.385061|-9.393191593|0.19718501|0.633675574|23.4484528|0.0150025189999999|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|0.0|21.0|-7.48|4.66|92.93|2.11|1.0|95.5|0.0|2.0|-5.44|23.0|3.0|-5.68|1.0|3.63|-4.87|3.67e-06|0.00124|1.34e-05|3.79|0.0|3.28e-08|-0.06529|3.09|-1731.735113|-1731.7043199999998|524.88|884.88|365.05|0.1997|0.3369|-1731.602363|129.0|-0.1465|2.8131|-1731.6508010000002|1778.0|5.7501
1_a3|0.0|0|0|0.0|0.0|0|1|0.6195934120000001|0.0|0.079857077|-0.006053652|4.727387819|-0.073036903|2|0.034166667|-0.004409693|-0.006610844|0.038572075|10.33805862|0.032569462|0|-0.005006707|-0.007705076|0.08803837|-0.486774367|2|1.005427002|0.057919092|0.8457792829999999|-0.098872259|0.521474118|0.008036786|289.8942564|0.2237487219999999|-0.034105115|-19.55367089|1.697600903|0.0|-1.295994381|-15.67458788|49.13501083|356.76228530000003|-595.6343396000001|1162.737831|-7.203984013|0.207914282|0.8151164259999999|19.78900457|0.014174378|373.1494221|6.514493077999999|1.0|1.0|1.0|1.0|0.18|16.0|-5.77|1.85|77.1|1.52|0.0|91.52|0.0|2.0|-3.07|22.0|4.0|-6.87|0.0|1.5|-3.3|0.0008529999999999|261.0|0.000503|1.83|0.0|1.69e-06|-53.0|2.08|-1273.316428|-1273.290432|496.09|845.2|320.83|0.1775|0.30619|-1273.1763970000002|0.0096|-0.1658599999999999|2.2332|-1273.22339|724.0|6.1403
14a_a25|0.0|0|0|0.0|0.0|1|0|1.420015394|1.667057351|-0.092005241|-0.004483962|4.727387819|-0.05112778|2|0.038167849|0.051906412|0.006085806|-0.046802062|10.93106303|-0.019985937|1|0.006158124|0.085350921|-0.077269115|-0.365062041|2|0.6716839040000001|-0.035531959|0.792935475|-0.069657015|0.326595394|0.012870836|107.22698590000002|0.149573695|-0.033365179|-36.28756839|5.546443318|58.18995584|-1.76835447|-21.90268583|54.17569023|558.2652611000001|-1160.842349|2142.5112510000004|-14.37809314|0.193247006|0.969421506|27.14918443|0.01323706|712.1606951|8.689513304|1.0|1.0|1.0|1.0|0.08|27.0|-9.59|4.92|72.7|2.47|2.0|126.26|0.0|6.0|-5.39|32.0|4.0|-5.91|1.0|3.81|-5.29|4.03e-06|0.0016899999999999|5.13e-06|4.16|0.0|2.58e-10|-0.05083|5.79|-1352.298438|-1352.265931|689.55|1202.13|314.05|0.3529|0.42461|-1352.024616|0.1756|-0.16347|3.0824|-1352.086073|207.0|6684.0
47c_a18|0.0|0|0|0.0|0.0|0|1|1.251176227|0.0|0.02368001|-0.007068829|4.844187086|-0.048726885|0|0.032688172|0.047739847|0.0007979619999999|-0.058748345|10.94702285|0.028947131|0|0.002674691|0.071793992|-0.320309303|-0.455055055|0|0.784328127|0.050944273|0.7912974190000001|-0.0715759629999999|0.246894346|0.015864085|67.68084951|0.1871383589999999|-0.0321917939999999|-60.75445536|10.25333491|103.416376|-2.350000928|-25.88035487|70.29678191|653.4941186000001|-1889.265906|2027.892739|-20.80632033|0.251001849|0.958059115|34.55329606|0.016406766|1167.054827|13.19009806|1.0|1.0|1.0|3.0|0.3|18.0|-9.18|2.87|97.76|2.41|3.0|154.77|1.0|12.0|-5.73|38.0|4.0|-6.61|0.0|2.42|-5.09|1.84e-06|0.000947|8.12e-06|3.98|1.0|6.67e-10|-0.0449|7.72|-1664.753129|-1664.721977|850.89|1505.09|398.71|0.5869|0.6983199999999999|-1664.201034|0.5869|-0.12841|3.3075|-1664.277127|3.0|8.5229
12bf_a36|0.0|1|0|3.31325137|0.0|0|2|1.297043948|0.0|-0.024689509|-0.00832865|5.351858133|-0.119979424|2|0.044197531|0.140577067|-0.006877664|-0.096665166|10.96022305|-0.0206090089999999|1|-0.004358975|0.359635716|-0.250781298|-0.433281391|1|0.653741315|-0.033696875|0.892249657|-0.090461753|0.356652646|0.0217611939999999|87.14111344|0.320859336|-0.037486972|-45.73631152|9.026978489|0.0|-1.874348624|-24.14405495|72.27889645|437.4108773|-1207.2027480000002|2522.341812|-15.55034592|0.294529031|0.904134124|34.22402339|0.02371294|593.6088758|15.27267945|1.0|1.0|0.0|2.0|0.14|17.0|-7.12|3.0|69.2|2.78|1.0|123.67|0.0|5.0|-3.99|31.0|6.0|-6.8|0.0|2.44|-4.32|0.000102|0.0424|4.81e-05|2.88|0.0|7.599999999999999e-08|-0.0571299999999999|3.66|-1431.413697|-1431.380702|670.85|1120.94|320.04|0.4518|0.40663|-1431.187555|0.4006|-0.15677|5.4787|-1431.246893|6.0|8.2218
8_a15|0.0|0|0|0.0|0.0|0|0|1.419941362|0.0|-0.208657545|-0.009853404|0.0|-0.044406425|1|0.039181287|0.155304204|1.7800000000000002e-05|-0.010146469|10.95880707|-0.014489333|0|0.003160815|0.225620047|-0.295062413|-0.342749125|1|0.85357243|-0.025923166|0.742680335|-0.071552706|0.381651497|0.0336657729999999|104.8781037|0.146103518|-0.028969856|-40.33569847|11.47934212|55.99586988|-1.419522941|-16.91650111|61.44071008|498.6196971|-828.9085544|1919.535904|-9.878130237|0.480572589|0.638601279|32.56759415|0.035495625|532.0914339999999|20.72712321|1.0|0.0|1.0|1.0|0.19|18.0|-7.57|4.95|61.84|1.96|2.0|104.74|0.0|7.0|-5.25|27.0|5.0|-5.52|1.0|3.76|-4.81|5.63e-06|0.00206|1.53e-05|4.24|0.0|2.69e-08|-0.02723|3.36|-1223.704913|-1223.687714|598.84|1050.15|331.28|251.0|0.5128|-1223.463981|0.0155|-0.1558|1.1415|-1223.523393|108.0|6.9666
19a_a38|0.0|1|0|3.3685352889999995|0.0|0|2|1.297044508|0.0|-0.084389038|-0.007986407|5.351858133|-0.082283951|2|0.043848238|0.054257043|-0.002526241|-0.122385526|10.96083376|-0.077535135|1|-0.000673716|0.116434494|-0.217394466|-0.4342819429999999|1|0.724208473|-0.133130383|0.8741648479999999|-0.08593151|0.298938581|0.022142322|137.2318698|0.252847102|-0.038988111|-38.69037594|7.910363161|0.0|-1.949405536|-23.30337482|64.59623135|446.57675660000007|-1165.168741|2304.055966|-13.92853534|0.255203463|0.872060139|31.28824271|0.020873781|595.8790650000001|12.47635608|1.0|1.0|1.0|3.0|0.14|17.0|-6.86|2.55|81.23|2.4|1.0|125.69|0.0|5.0|-4.14|30.0|4.0|-6.77|1.0|2.68|-4.17|7.209999999999999e-05|29.0|6.77e-05|2.78|0.0|1.4e-07|-0.05271|3.41|-1332.186327|-1332.1529369999998|628.65|1092.25|339.65|0.2668|0.6329100000000001|-1331.94466|0.0721|-0.15108|4.7986|-1332.002093|0.01|8.0106
12o_a36|0.0|1|0|3.444418304|0.0|0|2|1.297042837|0.0|0.01340619|-0.0100574069999999|5.351858133|-0.079716275|2|0.040770975|0.03842353|-0.00233752|-0.059733192|10.96036596|-0.010904454|1|-0.000472698|0.065221584|-0.213993335|-0.5110239679999999|1|0.859938421|-0.01854899|0.848816593|-0.082048664|0.514457955|0.023402195|55.47133795|0.2407887189999999|-0.03541591|-55.10596064|12.13767506|112.1259723|-2.018706878|-25.50573629|75.94332024|546.7667677000001|-1453.826968|2778.220342|-18.36865355|0.333537155|0.885724665|38.27030489|0.026586303|757.7532208|19.1468529|0.0|1.0|0.0|3.0|0.17|17.0|-6.93|1.65|98.3|1.49|1.0|138.06|0.0|7.0|-3.54|33.0|5.0|-7.66|0.0|1.47|-3.64|0.000292|128.0|0.000227|1.85|0.0|1.1800000000000001e-07|-0.05456|4.5|-1440.969954|-1440.926241|728.07|1240.51|320.16|0.4075|0.36719|-1440.671057|0.2888|-0.15695|4.9237|-1440.734965|0.04|7.3979
9c_a31|0.0|1|0|3.410619646|0.0|0|1|0.610135804|0.0|0.031715924|-0.013082561|5.733341277|-0.055520387|0|0.03482906|-0.0384827639999999|-0.003618466|-0.1047269419999999|10.311698300000002|-0.062737615|2|-0.000813398|-0.062065125|-0.223856622|-0.546598398|0|0.8083148840000001|-0.108617754|0.8856644770000001|-0.103325018|0.287455956|0.030296721|153.5739377|0.325309894|-0.035867334|-52.02424796|12.30439782|552.8237349999999|-1.7933667130000002|-22.85764436|85.15486955|429.9685721|-1142.882218|2242.189942|-14.56678943|0.329283294|0.837843885|34.07943198|0.024456662|583.9691392000001|15.58581614|1.0|1.0|1.0|2.0|0.35|16.0|-7.24|3.7|117.37|1.08|2.0|108.16|0.0|8.0|-5.23|28.0|5.0|-6.53|1.0|3.32|-4.16|5.85e-06|0.00233|6.94e-05|3.1|0.0|5.79e-08|-0.03249|4.94|-1618.157698|-1618.115927|691.3|1147.93|322.12|0.2554|0.7007399999999999|-1617.892493|0.2554|-0.15975|1.3617|-1617.9568470000002|0.42|6.3768
1o_a5|0.0|1|0|2.923171926|0.0|0|0|1.427566509|0.0|-0.266637757|-0.002633927|4.59511985|0.033105871|2|0.025987654|-0.033273504|0.0057302559999999|-0.102739602|10.94518594|-0.008511304|1|0.0051989459999999|-0.05876042|0.06759341|-0.231165601|2|0.670787375|-0.016408975|0.85693939|-0.079346457|0.447318682|0.01325562|167.3051756|0.11569628|-0.028770932|-21.04383087|3.827177229|1.01402588|-1.093295425|-15.45942012|49.75766514|475.1609233|-587.4579645|833.537568|-8.306775343|0.300086449|0.8888980340000001|22.08761368|0.020380352|393.5487205|10.95092849|1.0|1.0|1.0|1.0|0.0|23.0|-8.11|4.07|78.25|1.23|0.0|95.2|0.0|3.0|-4.08|25.0|4.0|-6.3|1.0|2.95|-4.08|8.329999999999999e-05|0.0269|8.340000000000001e-05|2.78|0.0|7.85e-09|-0.07037|2.66|-1043.577386|-1043.536121|561.04|938.37|297.38|0.3966|0.4988899999999999|-1043.422345|0.0071|-0.1693599999999999|4.7435|-1043.472984|35.0|7.4559
7h_a8|0.0|1|0|2.99743835|0.0|1|0|1.391840221|1.2793830309999998|-0.118981425|-0.00534208|4.844187086|-0.073219554|0|0.04737037|-0.016074683|0.00112124|-0.0873792009999999|10.94341365|0.0260356679999999|1|0.00084936|-0.043606497|0.141285105|-0.382578949|0|0.515235986|0.041366689|0.7677336090000001|-0.093181899|0.314190914|0.011647275|70.28953528|0.228988973|-0.041038456|-31.05895923|3.86998135|47.81104825|-1.6825766830000002|-23.65556243|60.42608164|444.4294792|-969.8780597|1919.19991|-13.63564064|0.107169655|0.768693264|26.49502512|0.00878112|446.5544107|5.061650885|1.0|0.0|0.0|1.0|0.0|23.0|-8.46|5.49|61.58|4.27|2.0|101.89|0.0|3.0|-5.68|28.0|4.0|-5.27|1.0|4.63|-5.5|2.09e-06|0.00078|3.16e-06|4.66|0.0|3.5e-09|-0.06799|6.81|-1285.182226|-1285.151298|593.53|999.62|315.62|0.3885|0.6963199999999999|-1285.017252|0.3885|-0.16076|7.0847|-1285.0707960000002|10.5|4.9788
9a_a36|0.0|1|0|3.4090209280000003|0.0|0|2|1.297044807|0.0|-0.109305298|-0.007853595|5.351858133|-0.046964839|2|0.040166667|0.095192109|0.0034852859999999|-0.078488872|10.96066876|-0.06502499|1|0.00484375|0.160672128|-0.202876718|-0.398235589|1|0.839235677|-0.1177413269999999|0.842671963|-0.073689118|0.204819754|0.0236784079999999|49.52042402|0.1734403769999999|-0.039929147|-40.61536816|8.847677483|0.0|-1.956528182|-24.40778806|59.5185754|505.25728260000005|-1195.981615|2167.77208|-14.91993116|0.236165413|0.828482664|31.95428497|0.019513779|578.2841135|11.92833382|1.0|1.0|0.0|1.0|0.14|17.0|-6.28|2.04|66.4|2.02|1.0|120.94|0.0|5.0|-3.71|29.0|5.0|-6.74|0.0|1.95|-3.99|0.000197|0.0753|0.000102|2.66|0.0|5.26e-07|-0.05044|3.38|-1252.802159|-1252.77514|648.41|1092.66|320.56|0.4811|0.68682|-1252.578886|0.4811|-0.15925|5.7274|-1252.636005|13.0|7.8861
3_a3|0.0|0|0|0.0|0.0|0|0|0.605000514|0.0|0.159413311|-0.010040064|5.283203728999999|-0.114647585|1|0.034259259|-0.015653979|-0.007818326|0.0483259979999999|10.31154314|0.069435247|2|-0.006362643|-0.030486489|0.081380229|-0.599804962|1|0.913546349|0.123113049|0.885339037|-0.107269779|0.583866845|0.012617742|228.5396864|0.246193521|-0.035057023|-20.54492513|2.623868963|75.88125246|-1.086767728|-15.98657012|54.67064981|343.74795510000007|-495.58367360000005|1349.6286710000002|-7.290134722999999|0.299996173|0.709760196|22.83783244|0.023287455|302.8386149|10.6194566|1.0|1.0|1.0|1.0|0.0|20.0|-6.15|4.07|121.17|1.41|0.0|88.36|0.0|2.0|-5.48|21.0|3.0|-5.88|1.0|3.23|-4.39|3.32e-06|0.00103|4.06e-05|3.26|0.0|7.009999999999999e-07|-0.0637|1.92|-1592.904586|-1592.873593|491.26|817.21|370.38|0.2383|0.29441|-1592.792349|0.0851|-0.14599|2.1507|-1592.839065|1175.0|5.93
20_a47|0.0|0|1|0.0|0.0|1|0|1.408721455|1.1934608|0.055662511|-0.011237762|4.727387819|-0.161476442|2|0.039520202|0.031814023|-0.009220816|-0.052370531|10.95058273|0.071506228|1|-0.006342241|0.087325054|-0.297094867|-0.5332051720000001|2|0.61847122|0.113432542|0.8575369009999999|-0.083811055|0.213977589|0.023587109|43.63174229999999|0.311171398|-0.032859105|-27.33327788|7.00733184|49.00609086|-1.38008239|-17.90996366|58.53772498|375.4483088|-752.2184736|1219.306754|-9.761884958|0.404765791|0.86659377|30.08893541|0.034758191|428.5826478|18.94506718|0.0|1.0|1.0|2.0|0.05|21.0|-7.31|4.54|84.73|2.75|1.0|99.68|0.0|5.0|-4.06|28.0|6.0|-6.75|1.0|3.09|-4.08|8.72e-05|0.0332|8.32e-05|2.63|0.0|4.89e-08|-0.06357|4.08|-1335.742176|-1335.708279|557.84|964.94|311.45|0.2807|0.68219|-1335.566785|0.2807|-0.16377|3.1747|-1335.620783|3.0|8.6
12b_a32|0.0|1|1|3.477905329|0.0|0|0|0.609420757|0.0|0.115940697|-0.009432679|5.733341277|-0.055500132|0|0.0388738739999999|-0.044307211|-0.003484915|-0.031446256|10.31100269|-0.053480599|3|-0.001662219|-0.079768013|-0.1534110109999999|-0.584995111|0|0.788133615|-0.090027803|0.8887585240000001|-0.081450418|0.2996018789999999|0.016282332|90.57560878|0.217407|-0.027561517|-38.07076621|6.356098747000001|65.29222164|-1.267829764|-17.22027667|61.06285882|488.9595947|-792.1327267000001|3148.185476|-10.75912958|0.39579391|0.756331814|28.50066715|0.025166975|557.1050635|15.72418067|1.0|1.0|1.0|2.0|0.26|19.0|-7.65|4.19|140.04|1.1|1.0|110.47|1.0|7.0|-5.9|27.0|4.0|-6.4|1.0|3.59|-4.43|1.27e-06|0.000505|3.72e-05|3.28|0.0|2.23e-08|-0.05173|4.12|-1880.770588|-1880.732075|663.89|1109.93|347.27|0.2865|0.70258|-1880.537231|0.2865|-0.14803|3208.0|-1880.599158|26.0|7585.0
18a_a30|0.0|0|0|0.0|0.0|0|2|0.604987543|0.0|0.045071414|-0.006673169|5.351858133|-0.02919335|2|0.040166667|-0.041327798|0.005050384|-0.01286191|10.31163887|-0.094932667|1|0.005458948|-0.073280844|-0.094526372|-0.452377064|1|0.8421237309999999|-0.171895425|0.842671963|-0.072474599|0.294303776|0.017060045|79.18861306|0.14081879|-0.036990859|-36.97308547|6.611941026|0.0|-1.812552105|-23.02866795|55.73981304|534.88346|-1128.40473|2814.429655|-14.33650253|0.209500834|0.8050400790000001|29.1318055|0.016012295|620.9195447000001|9.968457988|1.0|1.0|0.0|1.0|0.14|17.0|-6.64|2.62|81.65|2.82|2.0|127.28|0.0|5.0|-5.28|29.0|4.0|-5.98|0.0|2.63|-4.85|5.23e-06|0.00208|1.4e-05|3.87|0.0|2.3100000000000002e-07|-0.05605|3.82|-1575.786909|-1575.755101|665.12|1120.46|357.18|0.3781|0.69033|-1575.54671|0.3781|-0.1418|4.2514|-1575.604922|25.0|7.6108
12be_a36|0.0|1|0|3.466734143|0.0|0|2|1.297042758|0.0|-0.148313814|-0.009368126|5.351858133|-0.0419484829999999|2|0.043854875|0.118420241|0.000482522|-0.08981965|10.95957887|0.00430921|1|0.002872872|0.19405344|-0.289604649|-0.3825349939999999|1|0.884226781|0.00734728|0.858971809|-0.0780531429999999|0.330453338|0.033763464|63.31681179|0.201984123|-0.031937334|-52.44976141|16.25222352|0.0|-1.852365352|-22.15805062|77.57811183|553.6616295|-1285.166936|2552.721046|-15.37320593|0.433925602|0.839796323|39.14335412|0.034632557|766.4854363|24.02799032|1.0|1.0|1.0|2.0|0.21|17.0|-6.79|1.9|87.66|1.42|1.0|136.74|0.0|7.0|-4.11|33.0|6.0|-7.13|0.0|1.75|-4.15|7.75e-05|0.0342|7.13e-05|2.62|1.0|1.6100000000000005e-07|-0.0518799999999999|2.68|-1462.0007349999998|-1461.968283|739.48|1256.67|370.25|0.7034|0.40844|-1461.68274|0.0018|-0.13781|7.7861|-1461.747501|44.0|7.3565
47s_a18|0.0|0|0|0.0|0.0|0|1|1.251176205|0.0|0.026229332|-0.0054038509999999|4.844187086|-0.045792331|0|0.035632184|-0.026883417|0.002573931|0.0134295589999999|10.94702059|-0.031515152|0|0.003686393|-0.040169986|-0.252119673|-0.46304239|0|0.724028067|-0.0540701129999999|0.745196689|-0.070258863|0.306379663|0.008446541|10.92659868|0.15456221|-0.030108416|-46.45326408|4.840414512|51.05656345|-2.107589125|-22.79238258|59.58080589|640.0051571|-1595.466781|1529.863965|-17.25406952|0.179529145|0.901192009|27.77963709|0.010481057|1093.725912|7.934268528|1.0|1.0|1.0|2.0|0.3|18.0|-9.42|3.93|76.5|3.33|3.0|149.34|0.0|10.0|-5.95|36.0|3.0|-5.96|0.0|3.19|-5.45|1.12e-06|0.000539|3.53e-06|4.62|0.0|3.8199999999999997e-10|-0.0491399999999999|8.41|-1534.196027|-1534.174077|809.4|1435.42|385.29|0.5203|0.6926800000000001|-1533.737579|0.5203|-0.13195|2.3134|-1533.809351|616.0|6.2104
8b_a32|0.0|1|1|3.419952523|0.0|0|0|0.609420757|0.0|0.113639567|-0.009362305|5.733341277|-0.057200812|0|0.03995614|-0.008128765|-0.003484915|-0.024375676|10.31100269|-0.0684566009999999|3|-0.001662219|-0.014634534|-0.1534110109999999|-0.577864293|0|0.788133615|-0.1152380009999999|0.8966299409999999|-0.0850068559999999|0.253018806|0.016711528|102.4297669|0.211781902|-0.03079624|-42.94454179|6.585851946|68.21751748|-1.4166270230000002|-19.33283713|63.85535908|494.8166492|-889.3105078|2275.886421|-12.13650094|0.330850796|0.845546757|28.89166873|0.021225152|557.1050635|13.32443194|1.0|1.0|1.0|2.0|0.26|19.0|-7.65|4.19|140.04|1.1|1.0|110.47|1.0|7.0|-5.83|27.0|4.0|-6.44|1.0|3.61|-4.39|1.47e-06|0.000583|4.06e-05|3.22|0.0|2.23e-08|-0.05404|4.22|-1880.77142|-1880.735397|671.54|1114.24|349.82|0.2943|0.70285|-1880.539698|0.2943|-0.14717|846.0|-1880.602014|12.0|7.9208
6d_a40|0.0|0|0|0.0|0.0|1|1|0.604893491|1.695192271|0.12627602|-0.015362927|6.401917197|-0.091548968|0|0.039160494|-0.104206961|-0.005066797|0.086704068|10.30179973|-0.205140551|2|-0.00448098|-0.249967637|-0.0603134|-0.624951805|0|0.6224555620000001|-0.289988439|0.8988141140000001|-0.115007564|0.372705643|0.017359149|192.5638526|0.336329628|-0.050049893|-48.96216855|7.108696385|38.04267542|-2.15214542|-32.02830281|84.70509846|424.7009165|-1377.2170210000002|3212.360755|-20.49579149|0.13994759|0.7486635420000001|37.23994308|0.01400787|555.2010623|8.964021265|1.0|0.0|1.0|1.0|0.21|14.0|-4.31|3.63|173.43|2.01|2.0|120.09|1.0|5.0|-7.21|30.0|6.0|-6.36|1.0|3.43|-5.15|6.18e-08|2.85e-05|7.1e-06|3.87|1.0|4.9e-05|-0.09462|7.98|-2470.82949|-2470.793925|656.5|1111.69|419.45|0.3518|0.6624800000000001|-2470.62267|0.3518|-0.11938|7.8884|-2470.684323|1.0|8.9208
