molecula|SddssS|NaaNH|n9FaHRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|MATS7i|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|AATSC1pe|AATSC7i|AATSC1i|MATS1c|n6aHRing|GATS1are|MATS8d|SIC2|FNSA3|PBF|FPSA3|RNCS|RPSA|FNSA4|WNSA5|WPSA3|RPCS|FNSA2|PNSA4|DPSA3|TASA|PNSA2|MOMI-Z|WNSA4|FPSA1|GeomShapeIndex|DPSA4|FPSA5|Mor01p|PPSA5|CYP2C19 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Lowest Unoccupied Molecular Orbital Energy|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|IC50|pIC50
4d_a49|0.0|0|0|0.0|0.0|1|1|1.343847746|2.097463308|-0.06085453|-0.006135653|5.4161004020000005|-0.058204482|2|0.036555556|-0.090862681|0.000607064|-0.053327669|10.92777282|0.013451218|1|0.001356445|-0.151004418|0.000850823|-0.417231241|2|0.7745859279999999|0.023137464|0.834151595|-0.089942837|0.410804214|0.013625199|85.21839288|0.2473653539999999|-0.0281044679999999|-32.61868996|5.16986937|57.16412513|-1.461432343|-17.31186002|63.79609555|463.6097566000001|-900.2167208999999|1640.195062|-10.66380249|0.3452719489999999|0.8868392740000001|26.44129877|0.022019681|641.1445234|13.56373757|0.0|1.0|1.0|2.0|0.22|21.0|-7.58|2.8|98.72|1.25|1.0|115.63|0.0|6.0|-3.13|30.0|5.0|-7.7|1.0|2.27|-3.35|0.000743|296.0|0.0004509999999999|1.45|0.0|2.64e-08|-0.06309|2.99|-1293.333712|-1293.29417|668.09|1144.04|325.87|0.2549|0.40593|-1293.049085|0.0879|-0.15888|4.3005|-1293.107454|18.0|7.7447
3l_a32|0.0|1|1|3.672194822|0.0|0|0|0.609420748|0.0|-0.003342759|-0.0054004|5.733341277|0.0043645509999999|0|0.035643275|-0.039331295|0.0016954029999999|-0.09393062|10.31100268|-0.107818594|3|0.002942329|-0.068876714|-0.087213805|-0.524711546|0|0.820540279|-0.184582641|0.7973741999999999|-0.069304303|0.270668623|0.012244965|61.72183119|0.114441512|-0.028831823|-29.90181954|4.141107366|0.0|-1.326263838|-16.76685351|47.42414825|514.9875423000001|-771.2752615|2415.340446|-9.750593329|0.211763281|0.8302637909999999|21.27134288|0.011493763|565.7000781|6.6840809960000005|1.0|1.0|1.0|1.0|0.35|19.0|-7.5|6.17|110.94|2.64|2.0|110.16|0.0|3.0|-7.6|26.0|3.0|-4.71|1.0|5.04|-6.01|2.52e-08|9.59e-06|9.7e-07|5.51|0.0|3.16e-08|-0.0529799999999999|4.21|-1789.475625|-1789.4501510000002|629.26|1062.47|351.04|0.2876|0.70282|-1789.242839|0.2876|-0.14664|3.3955|-1789.298086|12.0|7.9208
12aa_a36|0.0|1|0|3.4172704080000003|0.0|0|2|1.297043479|0.0|0.033952382|-0.011588438|5.351858133|-0.135770278|2|0.042560386|0.03597264|-0.006653538|0.010538281|10.95446449|-0.013898809|1|-0.004569485|0.0620143779999999|-0.090926893|-0.53315493|1|0.892815402|-0.023185884|0.888163057|-0.1066659309999999|0.4679233379999999|0.023617545|132.3194611|0.3110547589999999|-0.04126187|-54.83906299|11.04423694|109.0001157|-2.228140982|-28.21625599|89.09222754|471.12395210000005|-1523.677823|2418.848273|-19.29522587|0.2686642589999999|0.812554922|38.58180913|0.023386634|689.2886595|15.99256772|0.0|1.0|0.0|3.0|0.13|17.0|-6.14|0.98|112.29|1.28|1.0|131.85|0.0|6.0|-3.52|32.0|5.0|-7.79|0.0|1.15|-3.45|0.000304|129.0|0.000359|1.55|0.0|7.19e-07|-0.05111|3.88|-1401.662677|-1401.617177|701.99|1183.76|318.73|0.4446|0.6931|-1401.389257|0.4446|-0.15718|3.5904|-1401.45065|9.0|8.0458
46_a18|0.0|0|0|0.0|0.0|0|2|1.251088279|0.0|-0.001181461|-0.005378956|4.844187086|-0.018808538|1|0.03531746|-0.046124025|0.002300582|-0.0669031009999999|10.94680484|-0.052591109|0|0.003512954|-0.069691797|-0.224171123|-0.448177615|0|0.7100921609999999|-0.090469229|0.76616843|-0.069742249|0.30524999|0.008975181|0.946462387|0.173455401|-0.029244604|-38.60388092|4.5299444310000005|58.66827342|-1.988633091|-20.77641329|55.92367899|587.2068577|-1412.796104|1848.661552|-14.76030741|0.217767252|0.8342358790000001|26.56039822|0.013181412|1056.535856|9.36454702|0.0|1.0|1.0|2.0|0.3|18.0|-8.82|3.3|76.5|3.33|2.0|151.14|0.0|7.0|-5.68|36.0|3.0|-6.14|0.0|2.93|-5.47|2.08e-06|0.000999|3.35e-06|4.36|0.0|1.51e-09|-0.04995|8.11|-1532.992457|-1532.968527|765.33|1380.79|384.45|0.4249|0.69181|-1532.493789|0.4249|-0.13224|2656.0|-1532.562476|186.0|6.7305
8f_a12|0.0|0|1|0.0|0.0|0|1|0.609895166|0.0|0.110310585|-0.008295703|4.59511985|-0.062406088|2|0.038347953|-0.013400998|-0.002596875|0.028505422|10.31134658|-0.024023866|1|-0.00094279|-0.023769395|-0.125424286|-0.560548116|1|0.902669729|-0.042014638|0.80546986|-0.072634742|0.285353468|0.013287637|83.13642146|0.130176823|-0.03822396|-31.9483307|4.290980116|0.0|-1.6818542230000002|-21.72151161|48.82707007|494.2940092|-955.746511|1448.568734|-12.34367323|0.161876566|0.853035146|25.9168408|0.012030968|524.0516742|6.836832748|1.0|1.0|1.0|1.0|0.1|21.0|-8.42|3.41|78.41|3.1|2.0|115.66|0.0|3.0|-5.7|27.0|4.0|-5.47|1.0|3.82|-5.24|1.99e-06|0.000735|5.72e-06|4.34|0.0|3.79e-09|-0.06179|4.19|-1481.146454|-1481.115891|606.97|1020.81|339.35|312.0|0.59107|-1480.955408|0.2466|-0.15061|0.9092|-1481.008909|646.0|6.1898
8e_a12|0.0|0|1|0.0|0.0|1|1|1.283834633|1.873617728|0.050021617|-0.006350143|4.727387819|-0.049397555|2|0.037430556|0.0661362779999999|0.005196034|-0.087658302|10.94458094|-0.0309579439999999|1|0.005744805|0.112673977|-0.136145064|-0.448676455|1|0.83954453|-0.051240735|0.815412281|-0.05202522|0.001151979|0.0155147339999999|51.38557748|0.060372083|-0.031094185|-28.78776717|5.0872236|0.0|-1.492520871|-17.80522313|38.67488258|538.051884|-854.6507103|2112.908299|-10.19566754|0.2887421289999999|0.830990262|25.03342862|0.019545275|561.9859171|11.19206011|1.0|1.0|1.0|1.0|0.14|21.0|-7.93|2.68|55.1|3.05|2.0|117.04|0.0|3.0|-4.37|28.0|4.0|-6.03|1.0|3.12|-4.69|4.25e-05|0.0156|2.03e-05|3.53|0.0|1.19e-08|-0.05739|3.45|-1177.619013|-1177.593205|612.59|1048.44|375.21|0.2341|0.38889|-1177.380602|0.2252|-0.13599|1.0295|-1177.436953|588.0|6.2306
12m_a30|0.0|0|0|0.0|0.0|0|2|0.6049842529999999|0.0|0.096631895|-0.01047558|5.351858133|0.024086432|2|0.040839506|-0.1305457069999999|0.001371944|0.0488832779999999|10.31162838|-0.0547272029999999|1|0.0026474159999999|-0.236661357|-0.152855196|-0.5409445629999999|1|0.817497287|-0.0974968869999999|0.893689741|-0.085422479|0.415971907|0.027352277|133.774348|0.216739951|-0.0405332439999999|-47.58675592|12.59296644|237.0982213|-2.067195455|-27.50290965|76.52074257|531.4632661|-1402.648392|2370.879718|-18.66147291|0.226267233|0.8173893040000001|35.54574762|0.019500715|683.7405759|13.2317657|1.0|1.0|0.0|1.0|0.13|17.0|-6.42|2.48|114.67|2.06|2.0|133.52|0.0|6.0|-6.0|32.0|6.0|-6.22|0.0|2.36|-5.01|1.01e-06|0.000444|9.71e-06|3.89|0.0|3.7600000000000003e-07|-57.0|3.88|-1743.215323|-1743.174906|714.92|1204.39|349.29|255.0|0.33392|-1742.965888|0.1615|-0.15042|3.6891|-1743.030004|31.0|7.5114
IN1166_a11|0.0|1|0|3.433539068|0.0|0|0|1.429020445|0.0|-0.089778965|-0.006882528|4.727387819|-0.008507023|2|0.044021739|0.018376555|-0.003356527|0.0266218529999999|10.95053349|-0.037793156|1|-0.001446486|0.032420935|-0.223618825|-0.462344944|2|0.841211811|-0.067328767|0.827254552|-0.073965061|0.551933595|0.0200246639999999|112.0066065|0.136726441|-0.031642539|-42.74230509|9.546719887|20.83871871|-1.6137695069999998|-21.84820685|64.89703387|596.0640225999999|-1114.258549|2953.475057|-15.08551944|0.305697179|0.8639230290000001|31.46783535|0.021531291|676.2770877|14.86669859|1.0|1.0|1.0|2.0|0.08|27.0|-10.18|4.53|103.17|0.92|1.0|123.82|0.0|5.0|-5.11|32.0|5.0|-6.52|1.0|3.31|-4.78|7.74e-06|0.00323|1.65e-05|3.27|0.0|6.59e-11|-0.07275|3.36|-1347.298558|-1347.256659|704.48|1198.36|377.7|0.3425|0.4358399999999999|-1347.012407|0.1239|-0.13823|3365.0|-1347.073528|12.0|7.9318
14aa_a23|0.0|0|1|0.0|0.0|2|0|1.19796312|3.4143268310000003|0.066582026|-0.005050361|5.351858133|-0.026892547|2|0.046678487|0.031136154|0.013012022|-0.029037128|10.313217300000002|-0.044957534|2|0.012103325|0.055934795|-0.13397874|-0.4506138879999999|2|0.725358161|-0.070471939|0.8072028240000001|-0.052155763|0.204831806|0.018016316|40.49537336|0.075891958|-0.03159178|-35.2984572|8.355923226|83.27171526|-1.6743643259999998|-21.51484958|47.78906871|629.3423691|-1140.287028|2263.821505|-14.65218978|0.203340553|0.972590939|27.00633206|0.013786041|733.3886349999999|9.388663605|0.0|1.0|1.0|1.0|0.12|26.0|-8.16|4.63|105.02|3.45|2.0|130.22|0.0|5.0|-6.23|32.0|4.0|-5.92|0.0|4.1|-5.55|5.9e-07|0.000259|2.81e-06|4.31|0.0|6.9799999999999995e-09|-0.0708299999999999|4.1|-1708.5626|-1708.5422620000002|715.57|1231.11|345.03|0.4157|0.6805899999999999|-1708.276011|0.4157|-0.1449|5.8286|-1708.338059|4.0|8451.0
35_a18|0.0|0|0|0.0|0.0|0|2|1.251175948|0.0|0.068150325|-0.00622005|4.844187086|-0.020425504|1|0.03531746|-0.069149293|-7.44e-05|0.027469086|10.94702087|-0.0098863069999999|0|0.00113101|-0.104482176|-0.117857059|-0.5009599889999999|0|0.737701788|-0.017913121|0.774007861|-0.081822342|0.3888901179999999|0.008853796|118.7214377|0.199234055|-0.033440195|-45.74482543|4.809030636|74.92670772|-2.273933228|-24.64522632|66.82777970000001|590.1597827|-1675.875389|1761.858479|-18.16338657|0.125426193|0.87101708|28.17969862|0.007954001|1056.535856|5.862051629|1.0|1.0|1.0|3.0|0.3|18.0|-9.55|3.35|85.29|3.33|3.0|151.05|0.0|8.0|-6.06|36.0|3.0|-6.0|1.0|3.07|-5.53|8.629999999999999e-07|0.000415|2.96e-06|4.55|0.0|2.81e-10|-0.04879|8.09|-1533.002975|-1532.976969|796.47|1400.62|385.69|0.4981|0.69279|-1532.557542|0.4981|-132.0|2.0432|-1532.627182|24.0|7.6198
3c_a49|0.0|0|0|0.0|0.0|1|1|1.343850149|2.108416128|0.034009672|-0.004876919|5.4161004020000005|-0.016347266|2|0.036335697|-0.04696024|0.006218639|-0.05815918|10.92976555|0.0127926339999999|1|0.006470561|-0.0780996759999999|-0.101919761|-0.384874446|2|0.666785606|0.0211518929999999|0.8605470759999999|-0.071786669|0.501887054|0.0148240689999999|89.34479838|0.203663616|-0.0252377479999999|-24.24485565|4.8479546860000005|77.29181095|-1.186174159|-14.4326528|49.52988301|455.3990518|-678.3346816000001|1667.1178220000002|-8.253567879|0.362777444|0.919925763|22.64931248|0.021783913|542.7276591|12.45751629|0.0|1.0|1.0|1.0|0.18|21.0|-7.54|3.87|72.7|1.84|1.0|109.43|0.0|4.0|-3.45|28.0|4.0|-6.93|1.0|2.86|-3.86|0.0003509999999999|0.13|0.000137|2.29|0.0|2.89e-08|-0.0606|3.99|-1198.668772|-1198.634822|613.33|1046.53|322.71|0.4321|0.32539|-1198.430306|0.0729|-0.15853|3.6122|-1198.484646|87.0|7.0605
12_a1|0.0|1|0|3.3894574360000003|0.0|0|1|1.430936075|0.0|-0.0455890429999999|-0.011221829|5.351858133|-0.02164054|1|0.036382114|0.076867966|-0.0038943009999999|-0.0811332759999999|10.94945122|-0.051772288|1|-0.001416381|0.127560614|-0.173618873|-0.487073772|1|0.8016064479999999|-0.093957115|0.817998205|-0.0964711209999999|0.210514881|0.033770552|133.6600817|0.234878615|-0.039894864|-35.28166588|11.37734536|477.1158679|-1.675584287|-23.15625812|75.59644237|444.1009824|-972.562841|1825.150911|-13.44063462|0.275333347|0.867391557|31.95435864|0.024485753|473.040639|14.21231622|1.0|1.0|1.0|1.0|0.05|23.0|-8.2|4.41|83.82|1.67|2.0|103.47|0.0|3.0|-4.98|28.0|5.0|-6.02|1.0|3.44|-4.75|1.04e-05|0.00379|1.77e-05|3.54|0.0|6.28e-09|-0.07042|3.67|-1216.12881|-1216.099134|607.42|1018.84|390.57|0.5867|0.69114|-1215.922313|0.2821|-0.12874|7.7454|-1215.975876|2.95|5.5302
16a_a23|0.0|0|1|0.0|0.0|2|1|1.197962324|3.411338761|-0.0147904689999999|-0.0054940769999999|5.351858133|-0.013055633|3|0.046283951|0.062601621|0.012426121|-0.088255625|10.31321796|-0.071458049|2|0.01226642|0.115499047|-0.335065967|-0.380779155|2|0.765869487|-0.116894582|0.890165467|-0.041095401|0.181301571|0.021379172|9.922436905|0.0651629059999999|-0.025724725|-30.39361398|8.915071155|91.92609822|-1.311960953|-16.6118386|40.34319246|603.6746046|-847.2037686000001|1801.957216|-10.72715788|0.414079278|0.981208279|28.35168303|0.02809646|668.3493171|18.14339594|1.0|1.0|0.0|1.0|0.14|20.0|-5.27|2.52|108.26|2.04|1.0|125.79|0.0|5.0|-4.58|31.0|4.0|-7.02|0.0|1.85|-4.31|2.6e-05|0.0111|4.86e-05|2.66|0.0|5.38e-06|-0.0502|2.49|-1685.913359|-1685.8794469999998|670.04|1172.0|763.49|0.2066|0.96307|-1685.580443|0.2066|-0.07625|11.6254|-1685.6419010000002|39.0|7.4037
34_a20|0.0|0|0|0.0|0.0|1|0|1.416932073|1.877209467|0.0305860929999999|-0.0057643419999999|4.727387819|-0.104520106|2|0.0396875|0.199191385|0.003085806|-0.046356705|10.93244905|-0.054458882|1|0.003149352|0.327535029|0.057022334|-0.4478820739999999|2|0.7071284179999999|-0.090732503|0.80310139|-0.0851907119999999|0.408491116|0.0130295999999999|297.5548445|0.203342854|-0.032248904|-38.68669181|5.898367836|80.66541842|-1.709191893|-21.69778179|66.0848174|536.0086996|-1149.982435|2319.742032|-14.59875162|0.223585914|0.8614536140000001|27.94614651|0.01491516|712.1606951|10.03525243|1.0|1.0|1.0|1.0|0.08|27.0|-9.18|4.62|86.69|2.47|2.0|125.0|0.0|5.0|-5.14|32.0|4.0|-6.28|1.0|3.63|-5.02|7.27e-06|0.00305|9.51e-06|3.63|0.0|6.64e-10|-0.05181|4.97|-1352.31921|-1352.2836220000002|711.19|1205.64|320.38|0.4388|0.38519|-1352.041015|0.0766|-0.16103|3.8519|-1352.102407|61.0|7.2147
12d_a40|0.0|0|0|0.0|0.0|1|0|0.60499064|1.753432382|0.1028826769999999|-0.008004393|5.4161004020000005|-0.107711573|0|0.043185185|0.209157499|-0.000134504|0.087954209|10.31197256|-0.166080871|2|-0.002126898|0.3683138529999999|0.224167029|-0.552689736|0|0.809398262|-0.254735308|0.845904643|-0.095675903|0.0913543|0.01171131|207.39648|0.159568585|-0.038873458|-25.71599691|3.286773518|60.80168183|-1.282824111|-20.59374436|56.88984065|445.2300015|-679.5935638999999|643.5166227999999|-10.90981687|0.155716451|0.8899787840000001|24.39197636|0.01245259|350.9435025|6.596929268999999|1.0|1.0|1.0|1.0|0.0|20.0|-6.84|5.02|84.45|3.76|2.0|96.16|0.0|2.0|-6.25|23.0|2.0|-5.13|1.0|4.21|-5.58|5.58e-07|0.0002009999999999|2.61e-06|4.75|0.0|1.44e-07|-0.07765|4.14|-2153.197255|-2153.180821|552.57|910.58|443.4|0.2584|0.55983|-2153.071733|115.0|-0.11604|1.2683|-2153.123107|19.0|7.7212
8c_a31|0.0|1|0|3.435435563|0.0|0|1|0.610137334|0.0|-0.012583838|-0.01275867|5.733341277|-0.104377029|0|0.03995098|-0.106461724|-0.0080009219999999|-0.1903992189999999|10.31169969|-0.1029580369999999|2|-0.004832959|-0.178276512|-0.09039853|-0.513257014|0|0.922486359|-0.1759864119999999|0.896193695|-0.1170607269999999|0.280934088|0.029669107|133.3100368|0.3739272389999999|-0.039640027|-38.96685783|9.027343766|477.2277896000001|-1.66488115|-21.86561502|80.93682766|345.3445134|-918.3558307|1678.6836239999998|-12.06117028|0.27691747|0.90508624|30.23944586|0.021986076|423.1367008|12.12761708|1.0|1.0|1.0|2.0|0.29|16.0|-6.13|3.13|114.29|0.85|0.0|93.45|0.0|5.0|-4.42|24.0|5.0|-6.7|1.0|2.83|-3.63|3.79e-05|13.0|0.000237|2.38|0.0|7.45e-07|-0.03222|1.83|-1426.166503|-1426.129055|595.67|981.89|322.11|0.2597|0.7005|-1425.968408|0.2597|-0.15985|3.3453|-1426.024361|0.81|6.0915
1g_a5|0.0|1|0|2.942391606|0.0|0|0|1.4275159730000002|0.0|-0.203595168|-0.003919036|4.59511985|-0.010620031|2|0.027447447|-0.011534568|0.00683534|-0.132678208|10.94875199|-0.0353243789999999|1|0.006957291|-0.019057802|-0.0178558139999999|-0.242737126|2|0.74740095|-0.067172264|0.8393686990000001|-0.070108797|0.39389953|0.020418692|74.51397212|0.134079034|-0.027205531|-21.388323|5.8729303|0.589719781|-1.11542677|-14.59051668|48.55052611|464.3994751|-598.211184|832.7655896000001|-7.824996219|0.38606657|0.891486942|23.76563316|0.02697793|422.96706330000006|14.46845291|1.0|1.0|1.0|1.0|0.05|23.0|-8.14|4.21|63.69|1.57|0.0|96.98|0.0|4.0|-4.03|25.0|4.0|-6.15|1.0|3.09|-4.2|9.27e-05|0.0304|6.29e-05|3.03|0.0|7.190000000000001e-09|-0.0393|2.61|-1065.846194|-1065.818889|572.15|961.17|297.09|0.1769|0.4386899999999999|-1065.675316|0.0504|-0.17042|3.4883|-1065.727193|115.0|6.9393
1i_a5|0.0|1|0|2.843224727|-4.358943904|0|0|1.219028472|0.0|-0.145964178|-0.006494891|4.59511985|-0.31059482|2|0.0253888889999999|0.018196138|-0.0012491689999999|-0.174016111|10.94550053|-0.003198529|1|-0.000700145|0.059972925|0.004923698|-0.403861432|2|0.525406088|-0.00496377|0.8436458929999999|-0.091178745|0.4729402929999999|0.008291428|201.1526326|0.112394438|-0.03570792|-26.09853285|2.575548983|0.213644964|-1.428316788|-19.90145306|55.43870932|494.6981114|-796.0581225|942.1618767|-11.09187646|0.240540403|0.8858245220000001|26.20475553|0.0196689|403.396385|10.96226516|1.0|1.0|1.0|1.0|0.05|23.0|-8.88|6.37|54.46|2.73|2.0|95.49|0.0|4.0|-4.79|27.0|6.0|-5.73|1.0|4.12|-4.97|1.6100000000000002e-05|0.00589|1.0800000000000002e-05|3.95|0.0|1.3300000000000002e-09|-0.05729|3.58|-1288.356212|-1288.322373|569.42|957.58|283.08|0.7585|0.4571199999999999|-1288.210207|0.0207|-0.17945|2.6336|-1288.264271|24.0|7.6198
11d_a31|0.0|1|0|3.39688681|0.0|0|1|0.610136352|0.0|0.064475882|-0.017317263|5.733341277|-0.116385886|0|0.0388738739999999|0.016799834|-0.009496378|-0.092360393|10.31169874|-0.078235092|2|-0.006496772|0.026806221|-0.153894316|-0.574318121|0|0.819298311|-0.13169885|0.868115289|-0.134031221|0.197166451|0.034417775|296.2476128|0.414787184|-0.040797245|-50.24081482|12.89967697|91.25756269|-1.87667327|-24.97634343|103.1255906|358.2711594|-1148.911798|2039.207676|-15.29068277|0.318229459|0.929231204|36.63453013|0.027374162|505.4234462|16.75864338|1.0|1.0|1.0|2.0|0.32|16.0|-6.23|4.03|125.57|1.26|1.0|102.13|0.0|7.0|-5.48|27.0|6.0|-6.4|1.0|3.34|-4.2|3.33e-06|0.00128|6.26e-05|3.17|0.0|5.83e-07|-0.03404|4.87|-1598.7152199999998|-1598.671315|650.64|1077.69|326.2|0.2642|703.0|-1598.4848980000002|0.2642|-0.15822|3.1919|-1598.546288|0.03|7.5229
12c_a36|0.0|1|0|3.447900368|0.0|0|2|1.29696741|0.0|-0.087096843|-0.007667703|5.351858133|-0.04162109|2|0.040899471|0.085843909|0.0005016269999999|-0.0621599059999999|10.95982545|-0.056994595|1|0.0010871589999999|0.146546059|-0.177407665|-0.4423430339999999|1|0.8941919290000001|-0.097861598|0.8741648479999999|-0.073370864|0.462597812|0.019582215|60.79111287|0.159266488|-0.038024893|-43.57746274|8.079011794|6.546878962999999|-1.901244658|-24.42396797|59.70517794|540.0159387|-1221.198398|2365.641348|-15.68788659|0.24499026|0.899732176|32.34920911|0.019278991|629.5017194000001|12.38318928|1.0|1.0|0.0|2.0|0.14|17.0|-7.18|2.54|69.2|2.51|1.0|128.76|0.0|5.0|-4.44|30.0|4.0|-6.49|1.0|2.34|-4.59|3.64e-05|0.0151|2.55e-05|3.31|0.0|6.65e-08|-0.04992|3.79|-1692.540795|-1692.511019|672.74|1137.55|322.58|0.3927|0.68913|-1692.312906|0.3927|-0.15835|4.9812|-1692.3713309999998|9.0|8.0458
7e_a8|0.0|1|0|3.038052327|0.0|1|0|1.394799915|1.3496955309999998|-0.150447714|-0.006027596|4.844187086|-0.052939815|0|0.043758865|-0.03633378|0.0024398329999999|-0.11032771|10.94332434|-0.0446343779999999|1|0.002669179|-0.075638618|0.07125309|-0.341022848|0|0.5897105770000001|-0.072307692|0.790500031|-0.08608941|0.286669793|0.0215993429999999|86.03149870000001|0.170843962|-0.037446454|-31.72369068|7.725998682999999|63.5628736|-1.6850904519999998|-22.39586026|64.40615805|495.8990914|-1007.813711|2032.501296|-13.39444718|0.223998448|0.902163597|28.86058693|0.018708212|519.5762494|11.18895001|1.0|0.0|0.0|1.0|0.04|23.0|-8.29|4.94|70.81|3.54|2.0|108.43|0.0|4.0|-5.75|29.0|4.0|-5.43|1.0|4.31|-5.41|1.78e-06|0.000686|3.87e-06|4.54|0.0|5.07e-09|-0.0697|6.32|-1300.495519|-1300.467069|622.23|1060.05|383.1|0.3461|0.6998300000000001|-1300.271093|0.1522|-0.13577|9.0006|-1300.327213|35.1|4.4547
3c_a12|0.0|0|0|0.0|0.0|0|1|0.610140703|0.0|0.06235058|-0.009252756|4.59511985|-0.058516436|2|0.039605735|-0.14679559|-0.003879878|-0.008931246|10.3117069|-0.056537396|1|-0.001825446|-0.267255164|-0.211367878|-0.545592465|1|0.923855679|-0.10295082|0.888353608|-0.071719601|0.242114395|0.013219706|73.9854678|0.156144506|-0.033980537|-25.42738988|3.384177297|0.0|-1.291260406|-17.19277136|42.97583906|426.9566009|-653.3253118|1139.340748|-8.698843907999999|0.2944757839999999|0.746291708|24.36878988|0.02155815|380.2468615|10.90754815|1.0|0.0|1.0|1.0|0.12|17.0|-6.78|2.25|78.41|1.82|0.0|98.16|0.0|3.0|-4.22|23.0|4.0|-6.18|1.0|2.76|-4.0|6.06e-05|0.0194|9.940000000000002e-05|2.91|0.0|1.67e-07|-0.07463|2.56|-1327.498519|-1327.471862|544.65|894.36|345.72|0.4687|0.43415|-1327.351991|0.1193|-0.14572|1.6035|-1327.4004710000002|0.02|7699.0
25b_a34|0.0|0|0|0.0|0.0|1|1|1.290860233|1.94553288|0.133975789|-0.015658012|5.351858133|-0.0929479709999999|1|0.04037037|-0.150946163|-0.00378755|-0.112970844|10.95957635|-0.061390533|1|-0.000223677|-0.2360985169999999|-0.435821207|-0.623853334|1|0.832166825|-0.101529052|0.83883012|-0.1030760719999999|0.5020264870000001|0.030138301|165.2408865|0.343426892|-0.042438204|-53.79083879|11.75402804|49.2835599|-2.206786613|-26.50275222|83.19266998|410.0313565|-1378.143115|2671.608537|-16.55102732|0.23725451|0.723855085|34.74652105|0.019067452|595.8522372|11.90766609|0.0|1.0|1.0|2.0|0.29|17.0|-6.42|3.03|90.3|1.56|1.0|108.21|0.0|7.0|-3.82|29.0|5.0|-7.07|0.0|2.58|-3.69|0.00015|59.0|0.000202|2.29|0.0|3.8100000000000004e-07|-0.03539|5.06|-1313.388114|-1313.361559|668.48|1136.16|293.43|0.2259|0.6925600000000001|-1313.132261|0.2259|-0.17564|7.0586|-1313.194808|2.08|5.6819
10_a15|0.0|0|0|0.0|0.0|0|0|1.4356889780000002|0.0|-0.137104477|-0.006872984|0.0|-0.0435725659999999|2|0.037209302|-0.0869138469999999|0.001740635|-0.077096984|10.95972828|0.010152859|0|0.0034254209999999|-0.132759909|-0.184255041|-0.391156537|2|0.8310685940000001|0.018211609|0.7585998270000001|-0.052826735|0.640780603|0.010485777|6.497096666|0.066863055|-0.036384844|-34.36276159|3.550143186|0.0|-1.928396745|-21.17108692|36.83936823|542.9602292000001|-1122.067607|2305.991259|-12.31872585|0.169827351|0.815948972|25.50202895|0.0116026369999999|673.7288405|6.751174337|1.0|1.0|1.0|1.0|0.12|24.0|-9.82|6.3|56.27|2.87|2.0|119.95|0.0|6.0|-6.22|30.0|4.0|-4.97|1.0|4.69|-5.83|5.99e-07|0.0002379999999999|1.47e-06|5.29|0.0|1.51e-10|-0.03581|5.16|-1281.088565|-1281.061184|631.2|1136.48|340.17|0.1412|0.66799|-1280.804272|0.0042|-0.15377|1.6654|-1280.862627|7.0|8.1549
19h_a38|0.0|1|0|3.2723542610000003|0.0|0|2|1.297044177|0.0|-0.088176988|-0.007781653|5.351858133|-0.082283951|2|0.042622739|0.14165187|-0.002526241|-0.043452674|10.96083376|-0.070688288|1|-0.000673716|0.303981987|-0.217394466|-0.420225236|1|0.724208473|-0.121374121|0.8741648479999999|-0.082211319|0.3263113569999999|0.021234963|136.81322659999998|0.225371198|-0.03959525|-38.17354026|7.370099699|0.0|-1.979762478|-23.32673803|60.94327866|456.3568442|-1166.336902|1839.424968|-13.74247449|0.24620669|0.903301693|30.94580137|0.020207411|595.8790650000001|11.90478646|1.0|1.0|1.0|3.0|0.14|17.0|-6.86|2.55|81.23|2.4|1.0|125.69|0.0|5.0|-4.14|30.0|4.0|-6.77|1.0|2.66|-4.17|7.209999999999999e-05|29.0|6.77e-05|2.78|0.0|1.4e-07|-0.05708|3.41|-1332.187847|-1332.1538779999998|626.65|1092.17|350.65|0.2355|0.68472|-1331.941646|88.0|-0.1467099999999999|6.9749|-1331.999352|9.0|8.0348
