molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|AATSC8d|n5aRing|AATSC1pe|AATSC1i|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|FPSA3|PNSA3|PPSA3|RNCS|TPSA_x|FNSA4|RPCS|FNSA2|WNSA3|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Fraction Csp3|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|BBB|CYP1A2 inhibitor|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12n_a36|-3.404662145|0|0|3.400581499|0.0|0|2|0.0|0.039596635|-0.0099988159999999|5.351858133|-0.350034917|0.0438779959999999|0.0|-0.619926573|-0.006862238|-0.035989956|-0.000273044|1|-0.001160331|-0.261631709|-0.000421339|0.869718963|0.750657639|0|-0.115872034|0.0211044289999999|-60.42525197|14.28426215|67.52548352|189.4391835|-0.039955874|26.74179417|-2.317440678|-40.89805687|-27.04362074|74.70951411|0.454498749|3482.18259|487.397992|-1568.530003|3465.537153|0.258248547|6.863551112000001|12.58209967|0.833176363|7657.057548000001|174.79221719999998|36.45914091|0.021232665|-327.25274110000004|2114.630173|805.2286932|14.3710571|0.0|0.0|1.0|0.0|3.0|5.03|0.0|0.17|-6.87|1.28|0.84|1.0|142.02|0.0|7.0|-3.85|6.0|-8.03|474.54|0.0|0.0|0.0668|0.0001889999999999|0.0897|1.64|1.36e-07|6.45e-05|-0.05056|3.6382|714.14|1256.83|340.78|566.87|0.32172|0.7046600000000001|-1875.89723|0.0155|-0.14928|10.8395|-1875.961945|14.3562|15.0|7.8239
9_a10|0.0|0|0|0.0|0.0|1|1|1.998759814|-0.096384071|-0.004530817|5.4161004020000005|-0.032199235|0.03590535|1.754798254|-0.285441469|0.007316125|-0.1189611519999999|-0.1048161059999999|1|0.007847998|-0.239634564|-0.169389445|0.837889476|0.692424727|1|-0.084348428|0.013842683|-40.90513782|9.815155744|86.66800495|92.56988349|-0.028592687|59.95939417|-1.686968561|-29.00379197|-20.27364785|50.72029356|0.45291714|2904.874289|616.4802143999999|-1196.145223|2284.568215|0.26870822|8.765421221|16.02210901|0.827876677|6606.83687|190.5275895|27.72306267|0.015893979|-327.9949188|1635.660698|816.3832816|11.26962754|1.0|1.0|1.0|1.0|1.0|4.0|3.2|0.23|-7.93|3.69|1.81|1.0|130.71|0.0|7.0|-4.23|5.0|-6.87|438.52|1.0|0.0|0.0259|3.64e-05|16.0|2.97|1.17e-08|5.14e-06|-0.06118|3.7309|740.24|1278.57|332.32|631.5|0.2242|0.68962|-1409.69933|0.0041|-0.15045|2.9927|-1409.764013|4942.0|193.0|6.7144
26_a47|0.0|1|1|0.0|0.0|1|0|1.06819297|0.11828578|-0.012090143|4.727387819|-0.200192886|0.045681818|0.956774672|-0.544056455|-0.0098410169999999|-0.046771537|0.0081426509999999|1|-0.008325552|-0.079370393|0.0120097289999999|0.910081385|0.651797437|1|-0.101679756|0.020884606|-57.01987795|12.13564316|9.608109253|168.2587945|-0.038735145|60.07342336|-1.626876095|-33.13315474|-22.50824805|69.15552111|0.474969855|2625.572598|412.8219782|-945.3464183|1341.904566|0.282360823|6.945070057000001|13.22794532|0.90465254|5994.406615|164.0744453|31.36429668|0.024619511|-252.9318822|1317.300461|457.1122177|14.3059247|0.0|1.0|0.0|1.0|2.0|3.13|2.66|0.05|-7.22|2.84|2.59|1.0|104.8|0.0|4.0|-4.86|5.0|-6.51|396.81|0.0|1.0|0.00545|2.77e-05|11.0|3.12|5.97e-08|2.37e-05|-0.06279|3992.0|592.84|1006.59|310.58|443.78|0.50921|0.68707|-1695.9387359999998|77.0|-0.16642|3.6825|-1695.993821|4.8242|13.0|7.9
15c_a22|0.0|0|0|0.0|0.0|1|0|1.596256692|-0.134137693|-0.005236206|4.727387819|-0.018518519|0.038137255|1.568396937|-0.298463715|0.003784292|-0.023927419|0.006275578|1|0.004362505|-0.160566657|0.010828071|0.8353837409999999|0.639264982|1|-0.080088202|0.024561528|-48.58045253|17.68362419|36.22825261|96.05497587|-0.0302219629999999|78.22334636|-1.60176404|-34.97658951|-21.75898206|66.26407672|0.462157867|3079.491787|623.9175171|-1153.226049|2092.620825|0.338224886|8.626398368|16.03890406|0.859281634|6882.442370999999|243.5126145|32.87972244|0.0248073129999999|-232.9472639|1742.625289|731.8178649|17.86058304|0.0|1.0|1.0|1.0|1.0|3.49|2.85|0.08|-9.28|3.9|1.08|1.0|128.77|0.0|6.0|-4.86|6.0|-6.96|445.48|0.0|0.0|0.00618|2.4e-05|0.0107|2.9|5.269999999999997e-10|2.35e-07|-0.07399|3674.0|715.42|1241.07|337.46|575.8|0.30831|0.69113|-1460.324493|0.0694|-0.15408|7.382000000000001|-1460.387718|9.0393|737.0|6.1325
13e_a6|0.0|0|0|3.433539068|0.0|0|0|0.0|-0.089778965|-0.006882528|4.727387819|-0.008507023|0.044021739|1.643912856|-0.378539035|-0.003356527|0.0266218529999999|-0.037793156|1|-0.001446486|-0.223618825|-0.067328767|0.827254552|0.790249345|1|-0.093298845|0.0183790889999999|-49.62570093|12.28502792|66.59852278|92.4587065|-0.032929004|0.0|-1.679379203|-33.17101912|-22.01054293|61.91072885|0.4442079679999999|2868.489025|575.965487|-1122.537689|3457.565879|0.277469482|7.973429837999999|14.346067199999998|0.799234143|6147.8097210000005|185.4673146|30.46313253|0.019543118|-297.4895642|1553.619759|676.2770877|13.06309302|1.0|1.0|1.0|1.0|2.0|3.51|2.79|0.08|-10.18|5.01|0.92|1.0|123.82|0.0|5.0|-5.11|5.0|-6.52|417.47|0.0|1.0|0.00323|1.65e-05|0.00688|3.27|6.59e-11|2.75e-08|-0.07534|3.2475|713.3|1202.5|381.78|567.24|0.38609|0.7034199999999999|-1347.014564|0.0104|-0.1327|10.1884|-1347.074898|13.2999|12.0|7.9208
14a_a25|0.0|0|0|0.0|0.0|1|0|1.667057351|-0.092005241|-0.004483962|4.727387819|-0.05112778|0.038167849|1.975771616|-0.255585831|0.006085806|-0.046802062|-0.019985937|1|0.006158124|-0.077269115|-0.035531959|0.792935475|0.653818362|1|-0.084207356|0.012870836|-45.72658614|8.449104086|107.22698590000002|98.18816423|-0.033365179|58.18995584|-1.76835447|-30.017374100000005|-21.90268583|54.17569023|0.492236681|2844.993903|558.2652611000001|-1160.842349|2142.5112510000004|0.193247006|7.39139255|14.55676745|0.969421506|6315.975408|126.8576588|27.14918443|0.01323706|-402.7381076|1438.906775|712.1606951|8.689513304|1.0|1.0|1.0|1.0|1.0|3.43|3.06|0.08|-9.59|4.44|2.47|2.0|126.26|0.0|6.0|-5.39|4.0|-5.91|419.48|0.0|1.0|0.0016899999999999|5.13e-06|0.00215|4.16|2.58e-10|1.08e-07|-0.05083|3.9479|689.55|1202.13|314.05|548.29|0.42461|0.6714|-1352.024616|0.1756|-0.16347|3.0824|-1352.086073|4.1656|207.0|6684.0
5b_a49|0.0|0|0|0.0|0.0|1|2|2.119588967|0.1108916119999999|-0.007610481|5.777652323|0.006327273|0.034466231|1.926253727|-0.418576471|0.005836378|-0.0695402359999999|0.059834711|1|0.006696215|-0.230763367|0.099724518|0.839963111|0.666573331|1|-0.076494119|0.020319986|-41.03213895|11.94347454|170.0796998|119.3565117|-0.026008|69.07083505|-1.300400018|-24.11745318|-15.28671785|52.97561349|0.475192312|2764.188493|468.4133145|-764.3358925|1956.050085|0.3913052589999999|6.270195553|11.94760614|0.905459892|6225.302624|229.9974239|25.1139312|0.025332565|-127.7749783|1255.69656|612.7019937000001|14.88971719|0.0|1.0|1.0|1.0|1.0|3.34|2.9|0.22|-7.24|2.98|2.07|1.0|122.26|0.0|3.0|-3.3|4.0|-7.24|396.44|1.0|1.0|0.1969999999999999|0.000118|0.0468|2.08|5.79e-08|2.3e-05|-0.04453|3.9209|633.92|1093.32|316.21|451.32|0.39241|0.65269|-1291.873941|0.0747|-0.1624799999999999|4.3767|-1291.929428|6.1996|28.0|7.5528
26_a20|0.0|0|0|0.0|0.0|1|0|1.877209467|-0.000846851|-0.00578453|4.727387819|-0.104520106|0.0396875|2.01129617|-0.3297182369999999|0.003085806|-0.054222344|-0.033102079|1|0.003149352|0.057022334|-0.055150498|0.8096894440000001|0.690530489|1|-0.082729415|0.012753218|-58.21621279|8.604974082|299.8332395|139.417676|-0.0327795789999999|80.47551422|-1.737317706|-39.28020352|-22.11735334|66.82118688|0.472355054|2825.254798|535.3119506|-1172.219727|2534.075607|0.215111274|7.598632688999999|14.40103379|0.8952138340000001|6221.067002000001|145.1419493|28.17896678|0.014879363|-384.4457279|1493.485239|712.1606951|10.03954725|1.0|1.0|1.0|1.0|1.0|3.42|3.07|0.08|-9.18|4.5|2.47|2.0|125.0|0.0|5.0|-5.14|4.0|-6.28|419.48|0.0|1.0|0.00305|9.51e-06|0.00399|3.63|6.64e-10|2.780000000000001e-07|-0.05097|3.8894|715.27|1211.34|318.77|543.96|0.50878|0.68167|-1352.036122|0.0814|-0.16129|3.8173|-1352.098465|4.8742|131.0|6.8827
11c_a31|0.0|0|0|3.336985072|0.0|0|1|0.0|0.069254998|-0.0184155389999999|5.733341277|-0.141329185|0.037731481|0.0|-0.847114804|-0.011679927|-0.137912959|-0.085216451|2|-0.008375297|-0.16065803|-0.139933586|0.8906705429999999|0.787929678|0|-0.14043574|0.034256743|-80.82023592|20.06220362|264.7428792|255.2562173|-0.042457317|70.98337779|-1.825664624|-47.33176279|-24.864808|100.8824395|0.47997061|2470.585429|330.3862551|-1069.186744|1770.045716|0.323910768|7.259183801|13.95917988|0.922968238|5329.481371|189.6959033|36.77740577|0.029155542|-206.2506659|1581.428448|449.7512005|17.07472346|1.0|0.0|1.0|1.0|2.0|3.51|2.66|0.28|-5.84|5.04|1.03|1.0|97.32|0.0|6.0|-5.11|6.0|-6.56|371.41|0.0|1.0|0.00285|0.000105|39.0|2.82|1.45e-06|0.000537|-0.03532|3.8551|622.22|1022.77|321.61|512.9|0.7005899999999999|0.7005899999999999|-1559.194237|0.2627|-0.15994|5289.0|-1559.253116|7.5091|0.13|6.8861
12w_a36|0.0|0|0|3.3131307480000003|-4.750262163|0|2|0.0|0.081390556|-0.015825416|5.351858133|-0.297354748|0.041555556|0.0|-0.917874106|-0.011700732|-0.041402825|-0.010726574|1|-0.007897954|-0.3344729369999999|-0.016393443|0.8792981679999999|0.624142499|0|-0.111267166|0.021104445|-62.34080876|15.15285952|112.947763|123.23411609999998|-0.041210062|0.780959767|-2.225343322|-44.76031023|-29.58856606|77.49366829|0.4672300679999999|3230.870697|594.7596206000001|-1597.782567|2602.5207|0.29463721|8.365472166|15.701847400000002|0.8769828040000001|7418.252264|211.5476713|41.94801097|0.0273396629999999|-294.8983941|2265.1925920000003|672.4630346|19.62970663|1.0|0.0|1.0|0.0|2.0|4.82|0.0|0.17|-7.14|3.31|2.04|2.0|130.43|0.0|7.0|-5.2|8.0|-6.4|465.43|0.0|0.0|0.00291|8.6e-06|4.0|3.86|7.24e-08|3.37e-05|-0.05326|3.8881|712.88|1198.72|318.88|552.55|0.69466|0.69466|-1644.953222|0.4508|-0.15708|5043.0|-1645.017691|7.0746|23.0|7.6383
galu_a46|0.0|0|0|0.0|0.0|1|1|2.082220175|0.048375705|-0.00642454|5.4161004020000005|-0.080432741|0.039550827|1.721297609|-0.327651527|0.002865697|-0.094815394|-0.1121767259999999|1|0.003107816|0.0481706809999999|-0.173285585|0.875868891|0.6848692759999999|1|-0.089050651|0.01235603|-50.93538037|6.915480101|261.2602893|132.199522|-0.03220981|68.43088526|-1.513861067|-28.50774993|-18.02733582|57.85086047|0.468241745|2501.785113|427.4851161|-847.2847833999999|1755.2047|0.2167824069999999|6.445819025|12.12170938|0.880553787|5641.451892|121.3297832|23.01702105|0.013967104|-317.0250717|1081.799989|542.7276591|7.817173532999999|0.0|1.0|1.0|1.0|1.0|3.27|2.75|0.18|-7.13|3.69|1.84|1.0|108.18|0.0|3.0|-3.85|4.0|-6.86|369.42|0.0|1.0|52.0|0.000102|0.0375|2.39|7.45e-08|2.75e-05|||||||||||||||51.0|7.2924
13m_a6|0.0|0|0|3.415695704|0.0|0|0|0.0|0.031719435|-0.010840005|4.727387819|-0.135152403|0.0446875|1.617900191|-0.628720289|-0.0093684169999999|0.054340057|-0.018628955|1|-0.00687003|-0.118693789|-0.031564227|0.832753533|0.82642394|1|-0.107644789|0.01858251|-68.97140339|12.95736535|91.22689385|198.3000783|-0.0378750189999999|95.67846949|-2.045251|-48.09294654|-26.40980394|81.92876874|0.48094941|2951.567781|498.9881336|-1426.129413|2574.030011|0.263701|8.435961541000001|16.2526769|0.926594475|6412.592679|183.8755989|35.8683143|0.020928405|-329.5370141|1936.888972|724.3873672999999|14.59313027|1.0|1.0|1.0|1.0|3.0|3.59|2.18|0.08|-9.67|4.19|0.81|1.0|127.2|0.0|6.0|-4.64|5.0|-7.23|435.48|0.0|1.0|0.00987|5.24e-05|0.0228|2.43|2.1499999999999998e-10|9.35e-08|-0.07137|3.3359|726.28|1231.54|371.67|546.69|0.66475|0.64753|-1423.448957|0.1924|-0.13817|4.2913|-1423.511471|6.5243|0.01|8.0
18d_a30|0.0|0|0|0.0|0.0|0|2|0.0|0.041146136|-0.0072724869999999|5.351858133|-0.064217094|0.040899471|0.0|-0.385441836|0.001139238|-0.053728319|-0.087019298|1|0.002064369|-0.120380857|-0.149451598|0.870930234|0.64876559|0|-0.103191184|0.017843227|-49.44608411|11.29282624|78.23108693|124.5022473|-0.037906966|0.0|-1.85744132|-31.29400567|-23.99099587|60.73891035|0.443774287|2848.574353|508.389239|-1175.558798|2894.162522|0.216715605|7.063141946|12.69833771|0.797831306|6367.958933|137.15746130000002|30.62871675|0.016577694|-358.5765637|1500.807121|618.6004214|10.49188139|1.0|0.0|1.0|0.0|1.0|4.75|0.0|0.14|-6.9|4.25|3.2|2.0|127.24|0.0|5.0|-5.39|5.0|-6.02|416.47|0.0|0.0|0.00171|9.71e-06|0.00405|3.97|1.26e-07|5.260000000000001e-05|-0.05506|3.4682|669.66|1129.46|357.49|508.7|0.4325|0.69017|-1674.785879|0.3788|-0.14167|5.0115|-1674.8453470000002|6.2946|21.0|7.6737
13k_a6|0.0|0|0|3.423411754|0.0|0|1|0.0|0.031525207|-0.014257799|5.351858133|-0.132667824|0.04162037|0.0|-0.8554679409999999|-0.009326562|0.0809333929999999|-0.072504783|1|-0.006280295|-0.073210645|-0.123105035|0.84018367|0.827754203|0|-0.127178105|0.0296987679999999|-82.8774254|20.6185734|183.1261118|249.215618|-0.045420752|113.5526088|-2.543562101|-57.53822059|-31.53366823|103.4959988|0.426031882|2966.890288|445.0412356000001|-1765.8854210000002|3332.974951|0.202868306|8.370126134|14.58291125|0.7422570490000001|6492.211639|140.8427117|39.55891914|0.017981419|-412.5714301|2215.299472|741.5222707|12.48372364|1.0|1.0|1.0|1.0|3.0|3.68|2.8|0.16|-8.89|4.55|1.39|1.0|124.98|0.0|7.0|-5.49|5.0|-6.59|441.48|0.0|1.0|0.00144|1.7100000000000002e-05|0.0075599999999999|3.39|1.29e-09|5.7e-07|-0.04851|3.5476|731.25|1246.69|349.49|577.68|0.4547|0.70536|-1465.557346|0.0137|-0.14589|8.1639|-1465.621288|10.5079|46.0|7.3372
6c_a31|0.0|0|0|3.423005244|0.0|0|1|0.0|0.047405064|-0.015192833|5.733341277|-0.151732713|0.038901235|0.0|-0.790027307|-0.009477764|-0.00219333|-0.107687565|2|-0.00668344|-0.009333123|-0.172780048|0.846458013|0.7905201209999999|0|-0.126324613|0.03173578|-76.54198229|20.09112958|163.6316745|227.1490414|-0.044739967|105.7632176|-2.147518413|-48.45681657|-28.32375523|96.63311186|0.4463376229999999|2837.949799|405.9259734|-1359.540251|2357.829685|0.234676081|8.102804662|14.63492011|0.8061548709999999|6283.091868|148.5675636|37.00884624|0.0212421629999999|-335.9398876|1776.424619|597.3075924999999|13.44788285|1.0|1.0|1.0|1.0|2.0|3.67|3.13|0.14|-7.72|5.58|1.58|2.0|114.5|0.0|5.0|-6.09|5.0|-6.27|418.47|0.0|1.0|0.000343|1.15e-05|0.0048|3.64|1.89e-08|7.9e-06|-0.0581799999999999|3.2974|667.01|1125.85|376.01|524.56|0.7014699999999999|0.7014699999999999|-1691.734564|0.5028|-0.13351|5.9253|-1691.794585|8.8847|0.34|6.4685
8a_a50|0.0|1|1|3.139870661|0.0|1|1|2.03117465|-0.0737162059999999|-0.00439531|5.777652323|-0.021959577|0.03904321|1.99158738|-0.188998337|0.007671336|-0.150515325|-0.058014797|2|0.007801731|-0.11385159|-0.095292123|0.8718949979999999|0.7135713840000001|1|-0.08230347|0.018809422|-34.88425666|9.480859015|133.8183888|70.12485884|-0.031655181|0.0|-1.234552044|-17.58335405|-15.95574341|44.36511568|0.46183401|2206.356773|433.9235497|-622.2739931|1503.563342|0.248584287|5.754657432|10.69309012|0.858162757|4638.284496|125.2985144|21.23424244|0.017017336|-253.4513797|828.1354551|388.171611|8.577560914|1.0|1.0|1.0|1.0|1.0|3.34|2.01|0.11|-6.32|3.63|2.02|0.0|94.75|0.0|2.0|-3.86|3.0|-6.12|313.36|1.0|1.0|0.0433|7.48e-05|0.0234|2.95|4.82e-07|0.000151|-0.0280699999999999|4.1738|548.47|912.7|297.06|396.63|0.3462199999999999|0.60625|-1006.508913|0.1217|-0.17244|3.5509|-1006.557694|5.5319|47.0|7.3279
12be_a36|0.0|0|0|3.466734143|0.0|0|2|0.0|-0.148313814|-0.009368126|5.351858133|-0.0419484829999999|0.043854875|0.0|-0.580823835|0.000482522|-0.08981965|0.00430921|1|0.002872872|-0.289604649|0.00734728|0.858971809|0.8350231859999999|0|-0.108962668|0.033763464|-54.15309606|23.42501577|63.31681179|140.1361326|-0.031937334|0.0|-1.852365352|-37.57129686|-22.15805062|77.57811183|0.4564615729999999|3039.9167260000004|553.6616295|-1285.166936|2552.721046|0.433925602|8.773114043|16.14074295|0.839796323|6592.168374|301.05661160000005|39.14335412|0.034632557|-91.68453892|2270.314539|766.4854363|24.02799032|1.0|0.0|1.0|1.0|2.0|4.96|0.0|0.21|-6.79|2.83|1.42|1.0|136.74|0.0|7.0|-4.11|6.0|-7.13|441.49|0.0|0.0|0.0342|7.13e-05|0.0315|2.62|1.6100000000000005e-07|7.11e-05|-0.0518799999999999|3.3487|739.48|1256.67|370.25|594.44|0.40844|0.70465|-1461.68274|0.0018|-0.13781|7.7861|-1461.747501|10.3044|44.0|7.3565
14ac_a23|0.0|1|1|0.0|-9.994971573|2|0|2.7104403130000003|0.0763230759999999|-0.011656739|5.351858133|-0.4422550999999999|0.048351548|0.544211741|-0.66443411|-0.0066006519999999|0.0518788009999999|0.043387326|2|-0.004445662|-0.287952039|0.054652466|0.834426845|0.537271445|1|-0.097100967|0.016832361|-66.72452104|12.70997824|57.45545019|51.99287907|-0.043970249|0.327656318|-2.330423202|-50.3831402|-33.20157553|79.43449928|0.489147172|3695.344378|703.0989434999999|-1759.6835030000002|3417.45156|0.192217908|8.122941134|15.90074614|0.95751094|9203.543798|145.1421706|41.10214358|0.019122137|-464.8074813999999|2178.41361|718.3324686000001|14.43896921|1.0|0.0|1.0|1.0|1.0|3.69|3.34|0.12|-9.03|5.52|4.6|2.0|130.29|0.0|7.0|-7.31|10.0|-5.84|547.48|0.0|0.0|2.69e-05|2.24e-07|0.000123|5.35|9.25e-10|5.06e-07|-0.08813|3.6325|751.54|1285.58|341.32|627.76|0.6408|0.69962|-2303.749331|0.2391|-0.15055|6.3004|-2303.819891|8.6341|4.0|8.3851
13a_a6|0.0|0|0|3.417162147|0.0|0|1|0.0|-0.042110772|-0.01115741|5.351858133|-0.0265090529999999|0.041767677|0.0|-0.602500119|-0.00460563|0.0015242189999999|-0.0525259259999999|1|-0.00194781|-0.180339002|-0.091892803|0.8299950709999999|0.8013954109999999|0|-0.113446379|0.031866842|-61.52313164|20.83876732|154.9639272|147.4582473|-0.040840697|554.4922449|-2.042034827|-40.23198232|-26.70706346|82.36189896|0.467070451|2820.31296|506.474367|-1335.353173|2626.396685|0.240087608|8.038453162|15.08351934|0.8764206290000001|6019.922535|157.0011174|35.14492428|0.02016134|-339.9303794|1757.246214|627.4287311|13.18415753|1.0|1.0|1.0|1.0|2.0|3.53|3.2|0.12|-9.01|4.98|1.29|2.0|116.79|0.0|5.0|-5.51|5.0|-6.1|409.44|0.0|1.0|0.0012699999999999|1.02e-05|0.00417|3.8|9.77e-10|4e-07|-0.05018|3651.0|695.29|1166.79|339.59|571.9|0.4816|0.70072|-1349.834826|0.2697|-0.14969|7.7145|-1349.895534|9.2157|46.0|7.3372
8e_a46|0.0|0|0|0.0|0.252655541|1|1|2.161814059|-0.205882192|-0.001015139|5.533389489|0.000950213|0.043238095|0.0|-0.046696417|0.012911107|-0.184317354|-0.016857659|1|0.0123581919999999|-0.135984209|-0.024620704|0.837678812|0.668786636|0|-0.065982313|0.009576086|-27.16690715|4.876083942|7.389496216|40.04689925|-0.023017086|53.05984592|-0.989734694|-13.83322216|-11.72015869|32.04299109|0.444693313|1982.950764|469.146955|-503.9668235|1415.320228|0.2507580889999999|5.504080656|9.911785304|0.8008066970000001|4239.252176|127.6844779|15.64268965|0.011830243|-253.8248986|672.6356549999999|426.71841|6.023886838999999|0.0|1.0|1.0|1.0|0.0|3.21|2.93|0.32|-6.67|4.09|2.13|0.0|91.93|0.0|2.0|-3.59|3.0|-6.02|304.39|1.0|1.0|0.0782|9.15e-05|0.0279|3.01|2.16e-07|6.57e-05|-0.03175|4.5092|552.99|933.3|274.96|457.96|0.6967|0.6967|-954.743261|0.2162|-0.18835|3.2194|-954.793305|3.7755|406.0|6.3915
4p_a46|0.0|0|0|0.0|0.122217892|1|1|2.102855253|-0.060700883|-0.004413243|5.587248657999999|-0.038295755|0.046533816|0.0|-0.233901882|0.005152176|-0.205494852|-0.120823841|1|0.004453195|0.101602982|-0.1623103719999999|0.7911509609999999|0.751334374|0|-0.083274013|0.007398064|-56.55658053|4.195717966|175.10295019999998|53.32991189|-0.029978645|0.0|-1.498932241|-32.07534663|-17.00200781|60.7522985|0.423511708|2257.769185|513.8073925|-850.1003902999998|2219.4587530000003|0.12579435|5.828038618|10.10955243|0.734640605|5167.091582|71.34266847|19.44852199|0.006740305|-424.4519674|972.4260993|585.8536976|3.822678404|1.0|0.0|1.0|0.0|1.0|3.89|3.2|0.3|-7.05|4.85|3.2|2.0|107.89|0.0|2.0|-5.8|3.0|-5.09|357.45|1.0|1.0|0.000567|4.03e-06|0.00144|4.77|8.95e-08|3.2e-05|-0.0393|3.9958|598.19|1058.54|310.28|537.47|0.43709|0.70138|-1129.3914619999998|0.0763|-0.16819|3.6961|-1129.4459470000002|5.3996|341.0|6.4672
13c_a5|0.0|0|0|2.944180713|0.0|0|1|0.0|-0.2071929139999999|-0.005082338|4.59511985|-0.0090268969999999|0.024822695|0.0|-0.284610951|0.005288472|-0.098760742|-0.018055556|1|0.006110714|-0.150963534|-0.033833834|0.822789227|0.6775573359999999|0|-0.076591149|0.023143526|-50.97293525|15.25960958|158.67712230000004|131.7396496|-0.025039414|51.93687546|-1.302049531|-33.60884086|-16.50965711|66.23254483|0.46617977|2793.480751|527.6071331999999|-858.5021696|1235.709541|0.448671765|8.492261628|15.90846721|0.873289814|5989.714507|295.8302846|29.94524142|0.0302745689999999|-67.68621352|1557.152554|656.208474|19.96143955|0.0|1.0|1.0|1.0|1.0|3.13|2.58|0.17|-8.09|4.23|1.16|1.0|120.88|0.0|5.0|-3.55|5.0|-7.28|411.46|0.0|1.0|0.1169999999999999|0.000109|0.0446|2.15|8.170000000000001e-09|3.36e-06|-0.05615|4.2145|676.53|1153.36|294.18|513.33|0.41594|0.51479|-1351.008469|0.1666|-0.17324|2.3276|-1351.067237|2.9732|123.0|6.9101
3j_a32|0.0|1|1|3.564417045|0.0|0|1|0.0|0.0053427669999999|-0.006580847|6.3044488020000005|-0.017889768|0.037373737|2.248764828|-0.269814716|-0.000202965|-0.086191775|-0.052622352|3|0.001173363|-0.097980957|-0.084553991|0.8884057059999999|0.7557114|1|-0.095013178|0.013773753|-37.33051857|7.315176208|47.55031019|71.64373163|-0.030815085|0.0|-1.140158136|-19.82606536|-16.36574867|44.64569478|0.4482615029999999|2282.569698|459.4516326|-605.5327007000001|1778.1826620000002|0.251226|5.900829539|10.69497519|0.812452828|4866.613493|133.42496409999998|21.85672669|0.015301673|-264.245436|808.6988876|398.2788055|8.126647477|1.0|1.0|1.0|1.0|1.0|3.27|3.0|0.24|-6.69|6.68|1.94|1.0|95.74|0.0|3.0|-5.92|3.0|-5.6|338.45|0.0|1.0|0.0004089999999999|1.58e-05|0.00533|3.89|2.03e-07|6.86e-05|-0.05361|3.4982|564.55|934.19|354.42|405.19|0.7028|0.7028|-1671.351322|0.3005|-0.14498|3.6238|-1671.402462|5.9266|8.0|8.0969
12v_a30|0.0|0|0|0.0|0.0|0|2|0.0|0.037440652|-0.006974714|5.351858133|-0.029548782|0.04625323|0.0|-0.369659818|0.002431329|0.020607357|-0.04950715|1|0.001805829|-0.0857954809999999|-0.080971844|0.889479916|0.711738503|0|-0.0971402169999999|0.015823709|-52.18846092|10.70556236|82.09302037|101.4008026|-0.037666615|0.0|-1.845664126|-35.30820865|-25.48342433|62.89402328|0.478535287|3001.758432|575.1512171|-1248.687792|2483.120571|0.193930933|8.114588039|15.56114504|0.917675298|6952.110426|131.2043645|31.6144427|0.014801518|-414.1432908000001|1549.107692|685.6665849999999|10.01399667|1.0|0.0|1.0|0.0|1.0|4.62|0.0|0.14|-7.8|5.11|3.79|2.0|137.3|0.0|5.0|-6.58|4.0|-5.52|467.37|0.0|1.0|0.000123|9.14e-07|0.0004269999999999|5.12|1.58e-08|7.39e-06|-0.0563|3.5507|715.58|1209.1|349.18|573.82|0.68405|0.68405|-2494.739831|0.1601|-0.1505099999999999|2.9171|-2494.802821|4105.0|22.0|7.6596
