molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|MATS1i|AATSC1i|n6aHRing|MATS8s|MATS8d|SIC2|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
34_a47|0.0|0|1|1|0.0|0.0|0|0|1.883479676|4.727387819|-0.064842466|3|-0.094313757|-0.043634386|10.98214103|0.078153957|1|1|-0.1430639269999999|-0.317014709|3|0.046668352|0.128336294|0.89234354|0.8260556609999999|-0.061957581|-0.090141168|0.437215023|0.019723558|-49.91779281|31.17423189|0.1739443389999999|96.32577107|-0.029348287|-27.64315244|6.048527453999999|-1.261976347|-19.00022922|45.23285281|0.45489212|2371.236125|457.4477611|-9.000096143|0.346006784|12.96364153|0.834499257|5105.274301|191.6093987|0.023023142|-170.55473480000003|1068.587688|439.9906467|12.74960652|1.0|1.0|1.0|1.0|3.0|0.16|21.0|-7.47|3.34|68.52|1.75|0.0|99.09|4.0|-6.66|1.0|1.0|3.02|0.000267|0.0929|0.000125|0.0436|2.49|0.0|3.36e-08|1.17e-05|-0.0545|4.2077|3.8892|-1162.4815230000002|-1162.450678|585.79|980.02|294.66|436.88|0.69314|-1162.283641|4.4605|-0.21536|0.03084502|2.0|8.7|8.7
25c_a34|0.0|0|0|0|0.0|0.0|2|2|1.958290974|5.351858133|-0.047513652|2|-0.16034464|-0.056443595|10.95957635|-0.041629027|1|1|-0.3609280379999999|-0.563411433|1|0.118901861|-0.072907053|0.844690266|0.683231623|-0.088513496|-0.113392997|0.478421157|0.043815478|-75.6298008|183.6812574|0.316768377|211.2752099|-0.031498055|-50.44285726|19.49130854|-1.7008949569999998|-39.37521522|88.25954175|0.4356106729999999|2884.104654|455.6954382|-14.01190479|0.4625715629999999|13.26192888|0.77182656|6306.980593|308.52165519999994|0.037538004|-49.9273377|2110.880136|648.0187526000001|25.03674677|0.0|1.0|1.0|1.0|3.17|0.32|17.0|-5.71|2.18|90.74|1.0|1.0|116.0|6.0|-7.95|0.0|0.0|1.93|0.00156|659.0|0.000523|0.22|1.3|0.0|1.97e-06|0.0008289999999999|-0.03272|4.2095|4.2095|-1426.704645|-1426.666471|704.43|1180.85|294.54|561.29|0.69247|-1426.421463|7.12|-0.2069599999999999|0.03817361|1.78|5.7496|5.7496
9i_a40|0.0|0|0|0|0.0|0.0|0|0|1.841293462|5.4161004020000005|-0.105556952|0|0.187127708|0.201624407|10.31197226|-0.1788455119999999|2|2|0.105172175|0.187399127|0|-0.154977678|-0.28972973|0.824009442|0.830980762|-0.092881258|-0.088485615|0.006324687|0.011010661|-44.58600513|213.7117392|0.169019238|85.16517222|-0.036869006|-22.46593254|2.795536563|-1.327284222|-23.58195819|52.34891159|0.477626156|2056.370683|418.7133986|-9.360805225|0.140977546|14.74203307|0.91433781|4201.058793|71.03556427|0.010372658|-361.8074422|778.5478408|351.4600612|5.226560183|1.0|1.0|1.0|1.0|2.9|0.06|20.0|-6.03|3.84|84.45|2.99|1.0|91.11|2.0|-5.44|0.0|1.0|3.52|4.79e-06|0.00147|1.97e-05|0.00603|3.85|0.0|9.31e-07|0.000285|-0.05989|4.3611|2.8936|-1273.334714|-1273.31399|534.44|883.84|284.3|417.75|0.70339|-1273.167389|2.0895|-0.17956|0.02072395|1.25|5.9031|5.9031
12c_a31|0.0|1|0|0|3.387641566|0.0|1|1|0.0|5.733341277|-0.055520387|0|-0.030192572|-0.094991098|10.311698300000002|-0.056866055|2|2|-0.138799714|-0.223856622|0|0.066071056|-0.098452311|0.8856644770000001|0.665463503|-0.104643824|-0.129736755|0.343619017|0.030543026|-82.33748068|153.400467|0.334536497|212.313715|-0.036326291|-52.25551342|12.30215386|-1.816314565|-42.14855504|85.79638585|0.448512808|2592.4503010000003|422.3366652|-14.63154376|0.3182913|14.67172662|0.813278739|5676.394271|202.0036947|0.023556702|-230.6429907|1690.934456|583.9691392000001|14.95027019|1.0|1.0|1.0|2.0|3.1|0.35|16.0|-7.24|5.64|117.37|1.08|2.0|108.16|8.0|-6.53|0.0|1.0|3.32|5.85e-06|0.00233|6.94e-05|0.0277|3.1|0.0|5.79e-08|2.31e-05|-0.0338399999999999|3.8328|3.8328|-1618.1530810000002|-1618.112841|679.71|1138.89|323.48|578.69|0.7007399999999999|-1617.888981|1.6786|-0.19288|0.04023903|0.38|6.4202|6.4202
12bd_a36|0.0|1|0|0|3.497517322|0.0|2|2|0.0|5.351858133|-0.045630197|2|0.025649557|-0.030990165|10.94639828|-0.0288761339999999|1|1|-0.101854847|-0.169994208|1|-0.011529973|-0.047786573|0.833398429|0.832478093|-0.071083327|-0.099460046|0.279020022|0.0177487689999999|-65.65179884|83.92365468|0.167521907|110.578217|-0.035521445|-43.33557909|7.733288012999999|-1.989200921|-30.9716039|58.63647911|0.475272043|2772.776922|549.5039111000001|-15.47699253|0.21755876|15.34283166|0.905749421|5957.939097|143.6066496|0.015363883|-372.868829|1678.127264|729.1873176|10.14142465|1.0|0.0|0.0|2.0|0.0|0.21|17.0|-7.34|3.76|69.2|2.45|1.0|133.68|5.0|-6.38|1.0|1.0|2.42|2.8600000000000004e-05|0.0117|2.5e-05|0.0102|3.41|0.0|4.55e-08|1.86e-05|-0.05236|3.8786|3544.0|-1311.591775|-1311.560669|706.26|1200.23|319.66|568.94|0.7044100000000001|-1311.291779|5.7533|-0.19826|0.03110617|17.0|7.7696|7.7696
3b_a49|0.0|0|0|0|0.0|0.0|1|1|2.104186262|5.4161004020000005|-0.055724324|2|-0.090939066|-0.010613212|10.92976559|0.00361222|1|1|0.000511959|0.000850823|2|0.021506499|0.006213385|0.845992028|0.749104358|-0.0883601469999999|-0.0846496|0.482434361|0.013576151|-51.77986692|325.6896751|0.250895642|153.4719941|-0.0276739079999999|-31.67356498|5.07982433|-1.439043207|-33.06194987|62.35407961|0.477583842|2660.339607|458.224537|-10.35481932|0.3431340539999999|13.85181805|0.914182753|5934.158315|209.89391040000004|0.021477952|-191.9087104|1340.087338|641.1445234|13.13798859|1.0|1.0|1.0|2.0|2.43|0.22|21.0|-7.58|3.16|98.72|1.25|1.0|116.94|6.0|-7.42|0.0|1.0|2.38|0.000293|0.1169999999999999|0.000256|102.0|1.84|0.0|2.64e-08|1.05e-05|-0.06115|4.6669|3.8418|-1293.3286859999998|-1293.291817|664.15|1132.92|265.67|480.08|0.6632|-1293.048179|3.0055|-0.21985|0.0368692|25.0|7.6021|7.6021
12_a4|-3.2834578760000004|0|0|0|0.0|0.0|1|1|2.070952433|5.4161004020000005|-0.271149771|2|-0.0334644329999999|-0.093414896|10.31168324|0.028152112|1|1|-0.051501982|-0.085553511|2|-0.036425699|0.04172421|0.8749408470000001|0.805238097|-0.070256284|-0.074699711|0.636722126|0.01168879|-44.33087544|15.80191019|0.194761903|115.5823166|-0.025916226|-26.30835499|4.116653575|-1.269895089|-24.74343259|48.6306683|0.470780296|2927.48584|477.8721263000001|-9.127388465|0.282227427|11.7599245|0.889574393|6390.233612|167.4891205|0.015603795|-258.476202|1049.9494|608.4548423|9.260141177|1.0|1.0|1.0|0.0|2.94|0.23|21.0|-7.84|3.69|86.12|2.17|1.0|113.02|4.0|-6.84|0.0|1.0|3.3|6.57e-05|0.0266|4.64e-05|0.0188|2.72|0.0|1.45e-08|5.85e-06|-0.06898|4.8592|3.8083|-1617.861623|-1617.826064|640.67|1101.33|255.16|503.28|0.68825|-1617.57796|7.8701|-0.2312199999999999|0.03555871|9.29|5032.0|5032.0
12l_a36|0.0|1|0|0|3.426092687|0.0|2|2|0.0|5.351858133|-0.008712073|2|0.128666217|-0.05158636|10.95423322|-0.0452558729999999|1|1|-0.098598933|-0.175397741|1|-0.041707369|-0.079106537|0.8772535459999999|0.84381923|-0.079972189|-0.107815735|0.3827446779999999|0.0220227089999999|-70.17688229|39.27257375|0.15618077|101.6575135|-0.038052612|-45.67788557|9.330278191|-1.940683231|-33.88151556|66.38812034|0.4619814279999999|2843.514589|549.2389652|-16.12160667|0.262041641|13.88638723|0.8586718990000001|6121.6555530000005|170.5619816|0.02088234|-309.7725155|1711.727859|642.3830552000001|13.59224175|1.0|1.0|0.0|2.0|0.0|0.13|17.0|-6.66|2.75|92.99|1.38|1.0|128.47|5.0|-6.68|0.0|0.0|1.77|2.72e-05|0.0111|5.08e-05|0.0206|2.95|0.0|2.21e-07|8.97e-05|-0.0510399999999999|3.8619|3.8619|-1325.194654|-1325.15957|686.83|1155.07|321.05|530.75|0.6925|-1324.954011|5392.0|-0.20973|0.03508404|0.02|7699.0|7699.0
11b_a5|0.0|1|0|0|2.943854668|0.0|0|0|0.0|4.59511985|0.008093965|2|-0.067519041|-0.118167947|10.94877958|-0.0536971829999999|1|1|-0.0109928619999999|-0.017658026|2|-0.0497097529999999|-0.106187688|0.8645824520000001|0.8737310509999999|-0.07633373|-0.080664777|0.378154801|0.016373566|-48.42513182|55.25128526|0.126268949|75.80248447|-0.029332646|-29.07084703|5.900883275|-1.290636432|-27.50997723|55.65456427|0.456131351|2434.505303|524.5231302|-10.5712171|0.33175528|16.43091298|0.83867925|5107.577902|199.1611925|0.0228838029999999|-202.0032297|1159.458633|504.9898148|13.73773299|1.0|1.0|1.0|1.0|2.55|0.1|23.0|-9.15|5.38|63.69|2.01|2.0|106.58|6.0|-6.03|1.0|1.0|3.68|2.26e-05|0.00853|2.04e-05|0.00767|3.62|0.0|7.109999999999997e-10|2.68e-07|-0.0418399999999999|4.4995|4.1982|-1564.761898|-1564.72614|635.55|1063.35|275.55|511.28|0.6284|-1564.56504|1.9569|-0.21291|0.03575776|19.0|7.7212|7.7212
12o_a36|0.0|1|0|0|3.444418304|0.0|2|2|0.0|5.351858133|-0.079716275|2|0.03842353|-0.059733192|10.96036596|-0.010904454|1|1|-0.126068378|-0.213993335|1|0.141570244|-0.01854899|0.848816593|0.7592112809999999|-0.082048664|-0.10624773|0.514457955|0.023402195|-76.51720886|55.47133795|0.2407887189999999|173.4105814|-0.03541591|-55.10596064|12.13767506|-2.018706878|-42.554984000000005|75.94332024|0.469699889|3009.981519|546.7667677000001|-18.36865355|0.333537155|13.80895167|0.885724665|6622.134304|240.2059039|0.026586303|-239.7655413|2181.407379|757.7532208|19.1468529|0.0|0.0|0.0|3.0|0.0|0.17|17.0|-6.93|2.38|98.3|1.49|1.0|138.06|7.0|-7.66|0.0|0.0|1.47|0.000292|128.0|0.000227|0.0997|1.85|0.0|1.1800000000000001e-07|5.18e-05|-0.05456|5.1927|3.8726|-1440.969954|-1440.926241|728.07|1240.51|238.77|560.88|0.67273|-1440.671057|4.9237|-0.21151|0.04371335|0.04|7.3979|7.3979
8_a27|0.0|1|0|0|2.599100867|0.0|0|0|1.7626247169999998|4.59511985|-0.077396262|2|-0.14212377|0.093450172|10.93783465|0.067074515|1|1|-0.106814855|-0.187486926|2|0.141900468|0.11158995|0.8688656459999999|0.776384028|-0.078709803|-0.092265073|0.3608031339999999|0.021852066|-43.96130162|122.0597403|0.223615972|106.5457267|-0.035880862|-20.94612822|4.960882344|-1.291711016|-17.86879446|47.91445451|0.479730655|2132.9321670000004|369.9216992|-8.145716531|0.248298166|9.642697094|0.92208134|4522.989286999999|118.305988|0.019394143|-239.8554499|818.753121|326.3351007|9.240677197|0.0|0.0|0.0|1.0|2.28|0.06|21.0|-6.28|2.98|76.46|2.19|0.0|87.68|2.0|-6.73|1.0|1.0|2.38|0.000586|178.0|0.000299|0.0907|2.0|0.0|5.2e-07|0.000158|-0.05015|4.1276|4.1276|-1004.515654|-1004.489001|507.76|848.58|300.38|374.88|0.64893|-1004.385302|3.0415|-0.21973|0.02665292|6.0|8.2218|8.2218
12d_a40|0.0|0|0|0|0.0|0.0|0|0|1.753432382|5.4161004020000005|-0.107711573|0|0.209157499|0.087954209|10.31197256|-0.166080871|2|2|0.127299624|0.224167029|0|-0.0065648919999999|-0.254735308|0.845904643|0.840431415|-0.095675903|-0.091630294|0.0913543|0.01171131|-48.54239742|207.39648|0.159568585|84.53363343|-0.038873458|-25.71599691|3.286773518|-1.282824111|-26.85139526|56.88984065|0.470893531|2270.596857|445.2300015|-10.90981687|0.155716451|14.88744155|0.8899787840000001|5101.479206|82.49291335|0.01245259|-364.7778083|804.9352200000001|350.9435025|6.596929268999999|1.0|1.0|1.0|1.0|2.94|0.0|20.0|-6.84|4.59|84.45|3.76|2.0|96.16|2.0|-5.13|0.0|1.0|4.21|5.58e-07|0.0002009999999999|2.61e-06|0.000942|4.75|0.0|1.44e-07|5.2e-05|-0.07765|4.3959|2.7962|-2153.197255|-2153.180821|552.57|910.58|282.05|435.41|0.70435|-2153.071733|1.2683|-0.19369|0.0164339|19.0|7.7212|7.7212
17f_a50|0.0|0|1|1|0.0|0.0|1|1|4.305828452|5.82008293|0.022892513|1|-0.167275895|-0.028989535|10.94501702|-0.132773563|2|2|-0.247590736|-0.407467272|1|-0.132153434|-0.2257632789999999|0.8314734309999999|0.911458734|-0.047333916|-0.074859564|0.333180181|0.016414675|-46.03121141|6.382846132999999|0.088541266|54.44410182|-0.026836447|-28.30463221|6.206439227000001|-1.422331714|-17.89709978|39.19906437|0.472769049|2582.272632|560.4567739|-10.14694362|0.278877895|13.65716648|0.896702|5579.97966|171.48226169999998|0.01617809|-271.9363523|1212.822364|652.6793116|9.947921993|1.0|1.0|1.0|0.0|2.97|0.26|20.0|-6.38|2.87|51.77|2.09|1.0|116.81|6.0|-6.64|1.0|1.0|2.92|0.000266|102.0|7.57e-05|0.0291|2.83|0.0|4.15e-07|0.00016|-0.0336399999999999|4.0664|4.0664|-1219.2481369999998|-1219.220465|653.63|1146.22|304.9|564.52|0.6573899999999999|-1218.966516|6.1931|-0.20148|0.0276719|398.0|6.4001|6.4001
12g_a31|0.0|1|0|0|3.42813681|0.0|1|1|0.0|5.733341277|-0.1044685569999999|0|0.045747231|-0.0733026079999999|10.31169877|-0.082116813|2|2|-0.0497478109999999|-0.081426376|0|-0.076150332|-0.1386819869999999|0.8639814490000001|0.58271093|-0.1284353869999999|-0.131126805|0.325789284|0.030961426|-80.52794936|152.7424573|0.41728907|256.26669530000004|-0.039059048|-49.45404266|11.67699967|-1.835775276|-48.43898314|97.88920296|0.470244801|2514.363249|357.8560168|-14.73099143|0.311351131|15.28679013|0.887664343|5398.678971|191.2078009|0.02515117|-231.70711040000003|1637.106139|524.0230338|15.44590447|1.0|1.0|1.0|2.0|2.51|0.32|16.0|-6.45|5.19|131.36|0.86|1.0|103.26|7.0|-6.86|0.0|1.0|2.9|1.19e-05|0.00457|0.0001629999999999|0.0627|2.52|0.0|3.55e-07|0.000136|-0.03324|3.8349|3.8349|-1578.846191|-1578.800869|664.44|1090.41|323.3|542.78|0.70068|-1578.605452|1.6279|-0.19241|0.04532186|0.11|6.9586|6.9586
18b_a25|0.0|0|0|0|0.0|0.0|0|0|1.824998189|4.727387819|0.0131826839999999|2|-0.018632104|0.014055398|10.31286058|0.0009956189999999|1|1|-0.034703635|-0.061048368|2|-0.026045966|0.001715854|0.8333962429999999|0.936253893|-0.063132226|-0.078644297|0.348987182|0.01278627|-55.18621997|80.36582704|0.063746107|44.73187305|-0.0305838929999999|-38.7252349|6.296086869|-1.6515302369999998|-31.08693686|53.27347337|0.493622561|3051.645565|656.9874135|-15.05981357|0.215220531|17.09119768|0.974811521|6973.180791|151.02439719999998|0.013724883|-399.6704921|1476.7341199999998|809.2903831|9.631015182|1.0|1.0|1.0|1.0|3.56|0.07|27.0|-9.84|5.93|111.51|2.2|2.0|138.56|6.0|-5.93|0.0|1.0|4.35|2.87e-07|0.000132|1.95e-06|0.000899|4.48|0.0|1.4500000000000002e-10|6.690000000000001e-08|-0.07066|5.5437|3.6826|-1767.52411|-1767.494087|728.12|1284.89|223.65|612.24|0.54166|-1767.2232149999998|2.8141|-0.22145|0.03002332|51.0|7.2924|7.2924
14g_a23|0.0|0|1|1|0.0|-4.794439428|0|0|3.0793867980000003|5.351858133|-0.301504331|2|0.058422864|-0.031968899|10.3132174|-0.030586527|2|2|-0.0962526|-0.2952674819999999|2|0.010202051|-0.044895912|0.854683662|0.907334473|-0.072819606|-0.096288005|0.297855753|0.018341721|-68.52397802|95.64648102|0.092665527|65.94601775|-0.041536002|-48.76552945|9.289253982|-2.118336119|-36.87984398|64.87554405|0.461846955|3400.464046|645.7104105000001|-21.03611074|0.219684185|16.32997765|0.8582074559999999|8005.353973|156.3396622|0.020564836|-398.9771038|1931.945357|676.4530574|14.63509796|0.0|1.0|1.0|1.0|3.79|0.09|26.0|-7.95|3.97|114.25|3.04|2.0|126.97|7.0|-5.94|0.0|0.0|4.35|1.29e-07|6.38e-05|1e-06|0.0004969999999999|4.76|0.0|1.12e-08|5.57e-06|-0.08011|3.7042|3.7042|-2042.1835260000005|-2042.161409|730.13|1233.48|334.71|583.38|0.56658|-2041.934312|7.2913|-0.23201|0.0221162|0.01|8.0|8.0
15a_a22|0.0|0|0|0|0.0|0.0|0|0|1.646649187|4.727387819|-0.052476637|2|0.021482585|-0.057308195|10.9464374|-0.015194063|1|1|-0.097476465|-0.165471815|2|-0.09744639|-0.027029438|0.794858486|0.86664032|-0.061755825|-0.081705465|0.410151945|0.02126757|-55.4621036|96.58317516|0.13335968|90.52525878|-0.031425179|-37.6479704|9.799599501|-1.634109304|-28.45564196|56.35672103|0.444668211|2884.815511|588.2800507999999|-14.47998862|0.297264929|14.6895113|0.800725296|6322.278103000001|201.7850124|0.0216014629999999|-275.2352849|1578.4640869999998|684.5377542|14.66318798|1.0|1.0|1.0|1.0|2.86|0.08|27.0|-9.21|3.87|85.59|1.73|1.0|124.05|6.0|-6.61|0.0|1.0|3.19|2.25e-05|0.00945|2.1e-05|0.00881|3.18|0.0|6.1e-10|2.56e-07|-0.0600399999999999|5.0577|3.6496|-1368.35331|-1368.321775|696.57|1189.31|245.14|541.27|0.69076|-1368.0755869999998|5.2588|-0.21285|0.03153544|143.0|6.8447|6.8447
8b_a12|0.0|0|0|0|0.0|0.0|1|1|0.0|0.0|-0.1676879319999999|2|0.028584223|-0.036536396|10.95438057|-0.1090955359999999|0|0|0.003898807|0.006468729|1|-0.010950243|-0.183648492|0.792160599|0.740926309|-0.1053827859999999|-0.116554734|0.4384536329999999|0.011257065|-67.44287685|319.0086845|0.259073691|149.9096134|-0.045608374|-39.02494133|3.769098814|-2.097985204|-35.28434152|67.49212879999999|0.480938153|2388.888334|428.7273481000001|-15.27062922|0.111063646|12.27845608|0.926552694|5217.318476|64.26553043|0.009361504|-450.1059006|1365.645333|510.3677388|5.416912474|0.0|1.0|1.0|2.0|2.57|0.1|18.0|-7.45|3.11|80.37|2.23|1.0|110.58|4.0|-6.51|0.0|0.0|2.51|7.890000000000001e-05|28.0|9.74e-05|0.0346|2.76|0.0|3.56e-08|1.26e-05|-0.0589|4.2263|3.7446|-1159.405202|-1159.365835|611.93|1020.47|293.37|460.08|0.57773|-1159.188228|4.2554|-0.21184|0.03936706|263.0|6.58|6.58
8e_a8|0.0|1|0|0|3.01599663|0.0|0|0|1.311619189|4.844187086|-0.205927741|0|-0.000766016|-0.102167262|10.94332438|-0.051339286|1|1|0.090898585|0.183313231|0|0.02023118|-0.079493088|0.7742101929999999|0.661490276|-0.115572516|-0.105450888|0.280304418|0.0211004739999999|-64.32539698|106.0087621|0.338509724|206.4920729|-0.04393787|-39.238709|7.851573274|-2.109017754|-43.00500847|83.37098475|0.483244415|2692.975753|403.5112981|-16.34946208|0.196692764|14.52755918|0.935150832|6095.6213210000005|119.9832494|0.0184428869999999|-370.0368722|1601.514194|561.882658|11.25022336|0.0|1.0|0.0|2.0|2.98|0.04|23.0|-7.78|4.33|90.11|3.4|2.0|111.81|5.0|-6.14|0.0|0.0|3.71|5.34e-06|0.00215|1.25e-05|0.00504|3.69|0.0|1.6399999999999998e-08|6.63e-06|-0.06253|4.6303|3.2737|-1376.957298|-1376.924308|639.38|1090.07|267.77|526.86|0.7013|-1376.708067|6.1505|-0.19972|0.03298991|19.89|4.7014|4.7014
12h_a30|0.0|0|0|0|0.0|0.0|2|2|0.0|5.351858133|-0.06631353|2|-0.074988669|0.001698966|10.31162898|-0.072247675|1|1|-0.0541804029999999|-0.120380857|1|0.008644634|-0.1240820219999999|0.888213143|0.763568404|-0.083127678|-0.09907575|0.353607682|0.017389133|-63.03519645|89.66095835|0.236431596|150.42542849999998|-0.038417127|-40.10503079|7.038974807000001|-1.882439244|-33.64938551|63.95204629|0.468446216|2848.98238|485.8069155|-15.55093031|0.202025127|15.1759206|0.881277172|6252.192213|128.5349203|0.015886049|-379.1625034|1500.88527|618.6004214|10.10721793|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-6.9|4.25|81.65|3.2|2.0|127.24|5.0|-6.02|0.0|0.0|2.92|4.12e-06|0.00171|9.71e-06|0.00405|3.97|0.0|1.26e-07|5.260000000000001e-05|-0.05347|5.0289|3.5101|-1675.011389|-1674.977665|672.54|1132.06|246.54|518.06|0.68543|-1674.777786|2.9684|-0.2023599999999999|0.03372393|9.0|8065.0|8065.0
16_a4|0.0|0|0|0|0.0|0.0|1|1|1.843196334|5.4161004020000005|-0.095499301|1|0.007101649|-0.148022089|10.94592242|0.019290123|1|1|-0.018051608|-0.0513920109999999|1|-0.0894138519999999|0.0293772029999999|0.8366279120000001|0.7898461090000001|-0.073335635|-0.080093659|0.292255386|0.013727656|-39.44800181|13.51923899|0.210153891|103.5057102|-0.033372358|-19.42906425|3.330045338|-1.201404885|-17.789707500000002|42.88070889|0.455802506|2101.6948030000003|389.0176968|-8.095443438|0.167538305|10.19502391|0.837568182|4520.2597670000005|82.51653675|0.0115138339999999|-327.4903335|710.807513|322.8922084|5.67083266|1.0|0.0|0.0|0.0|3.08|0.11|17.0|-6.36|4.49|30.71|3.44|1.0|85.02|2.0|-5.64|1.0|1.0|3.91|0.0001199999999999|0.0371|3.68e-05|0.0114|3.59|0.0|4.33e-07|0.000134|-0.03965|4511.0|4.2257|-1057.494456|-1057.478071|515.68|856.55|274.85|407.99|0.54061|-1057.3808390000002|1863.0|-0.2134|0.01638524|343.0|6.4647|6.4647
19a_a22|0.0|0|0|0|0.0|0.0|0|0|1.572240489|4.727387819|-0.144269652|2|-0.020553065|-0.011513343|10.9464374|0.016501913|1|1|-0.035723406|-0.0611158559999999|2|-0.155892259|0.0271939039999999|0.834033833|0.744354735|-0.090145161|-0.09370213|0.51561501|0.024839714|-69.91748544|373.8201781|0.255645265|190.7541925|-0.035138299|-52.17015658|13.82990734|-1.967744721|-50.18975739|85.79797858|0.4347718229999999|3167.140147|555.4133255|-19.56380872|0.315293811|15.30120355|0.76919701|7095.27723|235.2620007|0.025888799|-275.6435167|2144.375527|781.8210659|19.31738094|1.0|1.0|1.0|2.0|2.27|0.08|27.0|-8.76|3.08|128.68|0.98|1.0|132.15|7.0|-7.67|0.0|0.0|2.36|4.16e-05|0.0193|7.69e-05|0.0356|2.05|0.0|1.73e-09|8e-07|-0.06398|5.0397|3.5809|-1537.071348|-1537.0241640000002|740.07|1277.14|246.01|567.03|0.66605|-1536.756515|4.5288|-0.21478|0.04718381|48.0|7.3188|7.3188
12a_a40|0.0|0|0|0|0.0|0.0|0|0|1.784989449|5.4161004020000005|-0.012791297|0|0.17758258|0.100414476|10.31197265|-0.226763788|2|2|0.018655637|0.031326603|0|0.023863832|-0.375724138|0.7867243829999999|0.940879765|-0.064340227|-0.074840643|0.000279043|0.011766311|-38.17175304|107.5277007|0.059120235|30.15370934|-0.033799|-19.46913691|3.060902482|-1.047769006|-16.73754566|38.81741016|0.476055146|2185.594734|479.8867095|-8.792513441|0.14863036|14.43505064|0.908597808|4873.458436|75.8074911|0.010759845|-358.4254366|627.699788|323.26151960000004|5.487955617999999|1.0|1.0|0.0|0.0|3.39|0.0|20.0|-7.21|5.33|58.43|4.34|1.0|91.76|2.0|-4.56|1.0|1.0|4.78|3.86e-07|0.000134|1.13e-06|0.00039|5.43|0.0|6.15e-08|2.13e-05|-0.08015|3.0966|3.0966|-2097.826771|-2097.8163050000003|530.55|875.15|400.39|429.21|0.6998800000000001|-2097.7296100000003|2491.0|-0.2091|0.0104658999999999|1778.0|5.7501|5.7501
18_a20|0.0|1|0|0|3.463603867|0.0|0|0|0.0|4.727387819|-0.12050413|2|0.163548857|-0.011236836|10.93301779|-0.054458882|1|1|0.001996439|0.003282792|2|-0.107446431|-0.090732503|0.8162774979999999|0.76136176|-0.0927760219999999|-0.095227339|0.356461863|0.0108136339999999|-63.36348363|318.5587088|0.23863824|158.7879106|-0.035934845|-42.1615378|4.787695004|-1.904546783|-41.07622672|68.92770059|0.483668611|2809.844943|506.6038164|-15.91001426|0.1890889589999999|15.51556677|0.936740671|6206.896662|125.81822920000002|0.013457694|-413.7552685|1562.772745|712.1606951|8.954638548|1.0|1.0|1.0|2.0|2.76|0.08|27.0|-10.0|5.54|97.55|2.06|2.0|125.07|5.0|-6.13|0.0|1.0|3.78|2.54e-06|0.00107|6.91e-06|0.0029|3.85|0.0|9.93e-11|4.17e-08|-0.05604|5.9778|3.5355|-1352.364724|-1352.32685|703.24|1204.88|207.41|531.11|0.6953699999999999|-1352.073755|5.3978|-0.20289|0.03787435|34.0|7.4685|7.4685
