molecula|SddssS|NaaNH|n9FaHRing|n9FaRing|SaaNH|SssssC|nAHRing|nARing|SaasN|SRW07|AATSC1s|n6HRing|MATS7i|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|MATS1i|AATSC1i|n6aHRing|MATS8s|MATS8d|SIC2|RASA|FNSA3|FNSA5|PBF|FPSA3|PNSA5|RNCS|RPSA|TPSA_x|FNSA4|WNSA5|WPSA3|FNSA2|WNSA3|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|WNSA4|FPSA1|GeomDiameter|GeomShapeIndex|GRAV|PPSA1|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Log Po/w iLOGP|Fraction Csp3|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w Silicos-IT Log P|TPSA_y|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Num. of Rotatable bonds|Log Kp (cm/s)|BBB|CYP1A2 inhibitor|Consensus Log P|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (max. Transition) (nm)|Approximated area|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|IC50|pIC50|pIC50
9b_a36|0.0|1|0|0|3.513187594|0.0|2|2|0.0|5.351858133|-0.023369916|2|0.082806042|-0.077361324|10.33767255|-0.06502499|1|1|-0.053309522|-0.094526372|1|-0.034830997|-0.1177413269999999|0.842671963|0.8453794609999999|-0.074181597|-0.098301686|0.2602997|0.017007854|-61.73294817|67.12293326|0.154620539|97.10089515|-0.036110824|-38.76797062|6.707514535|-1.769430355|-29.25555061|57.26650122|0.453252346|2715.020034|530.8939077|-14.24129533|0.21757783|13.80758516|0.828997331|5838.085413000001|136.63774650000002|0.015872498|-354.7193098|1420.196295|620.9195447000001|9.967846072|1.0|1.0|0.0|1.0|0.0|0.14|17.0|-6.64|3.6|82.47|2.82|1.0|126.17|5.0|-6.46|0.0|0.0|2.48|2.49e-05|0.00992|3.71e-05|0.0148|3.2|0.0|2.3100000000000002e-07|9.21e-05|-0.05146|3.8535|3.8535|-1575.7800140000002|-1575.751975|666.01|1127.85|321.74|514.45|0.69763|-1575.557248|6.2846|-0.20979|0.02803905|21.0|7.6778|7.6778
20_a4|0.0|0|0|0|0.0|0.0|1|1|2.017439295|5.4161004020000005|-0.00123671|1|-0.061689675|-0.1473674569999999|10.9459449|-0.059498265|1|1|-0.064248765|-0.103098674|1|0.246357638|-0.105783279|0.8404413829999999|0.918147288|-0.060595472|-0.072188305|0.210083785|0.022933651|-34.74640079|63.27373076|0.081852712|39.3981702|-0.0273144939999999|-16.72448692|5.313236547|-1.010636274|-14.03867522|40.20507689|0.421704107|1982.961908|441.9318823|-6.32818424|0.356414753|9.58599918|0.729218575|4085.683488|171.5531319|0.024334176|-138.2237887|755.8433223999999|338.71903330000004|11.71277006|1.0|1.0|1.0|0.0|3.06|0.11|17.0|-5.55|3.2|39.94|2.09|0.0|86.62|3.0|-5.96|1.0|1.0|2.97|0.000346|0.1|0.000134|0.0388|2.96|0.0|2.79e-06|0.000806|-0.03048|5.1778|4.0419|-934.2489802|-934.2266312|517.72|861.05|239.45|402.27|0.66028|-934.103809|4.0681|-0.19747|0.022349042|646.0|6.1898|6.1898
30_a47|0.0|0|1|1|0.0|0.0|0|0|1.435022468|4.727387819|-0.184735553|2|0.013114301|-0.008774855|10.95005723|0.0467853809999999|1|1|-0.035472095|-0.079370393|2|-0.1340278869999999|0.074217097|0.913855507|0.67896733|-0.108232368|-0.107296835|0.384732322|0.022747897|-64.38108459|350.5257774|0.32103267|192.6285289|-0.0383202979999999|-38.63044093|8.190002019|-1.609452527|-38.96726396|78.59180109|0.4680850139999999|2626.927627|407.3992771|-13.79658605|0.320552431|12.94704346|0.879999675|5852.817155|192.3403721|0.028122734|-215.3470619|1421.325667|457.1122177|16.87442216|1.0|1.0|1.0|2.0|2.12|0.05|21.0|-7.24|2.71|98.72|1.78|1.0|104.25|5.0|-6.95|0.0|1.0|2.61|6.05e-05|24.0|7.94e-05|0.0315|2.5|0.0|5.74e-08|2.28e-05|-0.0564299999999999|3.7159|3.7159|-1696.12008|-1696.078047|615.85|1032.35|333.66|478.04|0.6944899999999999|-1695.931037|2.7493|-0.20813|0.0420327|13.0|7.9|7.9
12a_a50|0.0|0|1|1|0.0|0.0|1|1|4.075037557|5.82008293|-0.0016330379999999|1|-0.111689174|0.014596049|10.94501645|-0.122912558|2|2|-0.168032508|-0.291865836|1|-0.030758487|-0.2018898489999999|0.862192416|0.904119689|-0.05075501|-0.0663902|0.29507467|0.021013336|-33.44733598|7.457998037999999|0.095880311|48.30443297|-0.02383238|-16.85074424|5.333473207|-0.929462803|-12.88231829|36.15684209|0.469674946|2223.666558|455.4948605000001|-6.048985111|0.4247810279999999|9.648744341|0.885635975|4665.239724|214.004382|0.027455156|-75.79052945|814.0599092|388.171611|13.83188822|1.0|0.0|1.0|0.0|2.21|0.11|20.0|-5.49|2.59|48.53|2.02|0.0|94.69|2.0|-6.44|1.0|1.0|2.55|0.000685|215.0|0.000144|45.0|2.5|0.0|3.22e-06|0.00101|-0.03366|4.0783|4.0783|-1006.659456|-1006.632973|545.54|908.22|304.01|394.52|0.65267|-1006.498352|5.7662|-0.20172|0.02648238|75.0|7.1249|7.1249
16a_a23|0.0|0|1|1|0.0|0.0|1|1|3.411338761|5.351858133|-0.013055633|3|0.062601621|-0.088255625|10.31321796|-0.071458049|2|2|-0.181609054|-0.335065967|2|0.154144584|-0.116894582|0.890165467|0.934837094|-0.041095401|-0.07288672|0.181301571|0.021379172|-47.06687604|9.922436905|0.0651629059999999|42.07919382|-0.025724725|-30.39361398|8.915071155|-1.311960953|-17.13669862|40.34319246|0.49525751|2924.629647|603.6746046|-10.72715788|0.414079278|15.89802615|0.981208279|6552.801739|267.3932664|0.02809646|-110.9672657|1445.935835|668.3493171|18.14339594|1.0|0.0|0.0|1.0|0.0|0.14|20.0|-5.27|2.03|108.26|2.04|1.0|125.79|5.0|-7.02|0.0|0.0|1.85|2.6e-05|0.0111|4.86e-05|0.0208|2.66|0.0|5.38e-06|0.0023|-0.0502|1.6239|1.6239|-1685.913359|-1685.8794469999998|670.04|1172.0|763.49|555.21|0.96307|-1685.580443|11.6254|-0.12645|0.03391189|39.0|7.4037|7.4037
11_a47|0.0|0|0|0|0.0|0.0|0|0|0.0|0.0|-0.156077888|3|-0.0586047379999999|0.081235787|10.93671007|0.046339015|0|0|-0.038723054|-0.079543257|3|-0.058523885|0.07716247|0.770028429|0.796863393|-0.08164597|-0.096486559|0.572646116|0.008462682|-59.10798423|119.4035378|0.203136607|124.4421556|-0.035945973|-36.20974614|3.175899139|-1.833244617|-30.64032829|55.20085753|0.4686568239999999|2842.168734|488.1611434|-13.48990542|0.183391205|11.22841564|0.8820228529999999|6736.717611|112.34605729999998|0.0128657439999999|-387.9111844|1375.2628029999998|670.2339441|7.881596968999999|1.0|0.0|1.0|2.0|3.15|0.04|28.0|-10.55|5.58|70.93|3.0|2.0|124.7|4.0|-5.28|0.0|1.0|4.69|5.110000000000001e-07|0.000216|9.32e-07|0.000394|5.06|0.0|2.81e-11|1.19e-08|-0.05094|3.7253|3.7253|-1396.184699|-1396.145101|654.49|1146.42|332.82|549.52|0.6915399999999999|-1395.922861|2.9142|-0.20554|0.03959805|0.04|7.4|7.4
12ba_a36|0.0|1|0|0|3.389685532|0.0|2|2|0.0|5.351858133|0.026411489|2|0.087201747|0.003750685|10.9478512|-0.011949092|1|1|-0.091676619|-0.168084618|1|0.041478447|-0.0202572689999999|0.890675195|0.849738126|-0.083210415|-0.108410153|0.330220757|0.0246090489999999|-73.03464847|100.798163|0.150261874|101.229662|-0.037526591|-49.20258616|11.16896162|-1.951382748|-37.76553687|72.63670824|0.49229954|3035.390784|572.4586103999999|-17.03166444|0.293104216|14.59456478|0.969665341|6722.60947|197.4608731|0.023797439|-278.7665262|1859.713557|688.1986357999999|16.03205543|1.0|1.0|0.0|2.0|0.0|0.12|17.0|-6.72|2.79|116.78|0.74|1.0|133.18|5.0|-7.04|0.0|0.0|1.57|1.6800000000000002e-05|0.0072599999999999|5.65e-05|0.0244|2.67|0.0|1.91e-07|8.240000000000001e-05|-0.08446|5.2506|3.0114|-1417.454721|-1417.426327|687.23|1187.56|236.13|547.82|0.70432|-1417.187763|3.1996|-0.21033|0.02839417|21.0|7.6778|7.6778
18d_a25|0.0|0|0|0|0.0|0.0|0|0|1.918453956|4.727387819|0.024310576|2|-0.031867489|-0.070413428|10.31285314|0.016982601|1|1|-0.035684977|-0.061965108|2|-0.03671629|0.029728702|0.838260077|0.937813705|-0.061527513|-0.076328248|0.278576218|0.011158458|-57.45144813|70.58850837|0.062186295|46.80695276|-0.0281209329999999|-43.24308488|6.3217245360000005|-1.602893201|-34.85786147|54.70994625|0.476833495|3113.122552|705.8822532|-15.93166285|0.24206301|18.11893325|0.911437354|6876.316137000001|182.1982146|0.014219928|-388.2927768|1591.795131|883.4030667999999|10.70318668|1.0|1.0|1.0|1.0|3.57|0.11|27.0|-10.23|6.33|111.51|2.4|2.0|143.37|7.0|-6.21|0.0|1.0|4.5|5.47e-07|0.00026|2.86e-06|0.0013599999999999|4.21|0.0|5.92e-11|2.81e-08|-0.07287|5.6512|3.6392|-1806.848384|-1806.812778|792.79|1358.25|219.39|664.72|0.6823899999999999|-1806.514606|3.2353|-0.2201|0.03560672|232.0|6.6345|6.6345
12ae_a36|-3.3501500230000003|1|0|0|3.412870974|0.0|2|2|0.0|5.351858133|-0.351827031|2|0.087069205|-0.083959343|10.31810353|0.006615826|1|1|-0.15024383|-0.261631709|1|-0.0931249669999999|0.010209009|0.8837136859999999|0.7162413209999999|-0.085851235|-0.105648609|0.439268891|0.023873046|-78.71102033|96.60079598|0.2837586789999999|211.4077529|-0.036430555|-58.64180087|13.25108213|-2.11297219|-47.65297933|81.74750345|0.465246185|3486.122819|533.6188092|-20.22131065|0.315002436|16.22570287|0.870019385|7331.209763|234.6851816|0.025570256|-275.6561988|2298.140152|805.2286932|19.05051961|0.0|0.0|0.0|3.0|0.0|0.17|17.0|-6.87|1.28|123.75|0.84|1.0|142.02|7.0|-8.03|0.0|0.0|1.18|0.0001409999999999|0.0668|0.0001889999999999|0.0897|1.64|0.0|1.36e-07|6.45e-05|-0.0548899999999999|5235.0|3.8664|-1876.203168|-1876.152311|754.15|1281.69|236.84|615.71|0.68591|-1875.897072|6.7458|-0.21149|0.0508577|15.0|7.8239|7.8239
1_a3|0.0|0|0|0|0.0|0.0|1|1|0.0|4.727387819|-0.073036903|2|-0.004409693|0.038572075|10.33805862|0.032569462|0|0|0.05038525|0.08803837|2|-0.126299711|0.057919092|0.8457792829999999|0.7762512779999999|-0.098872259|-0.0925710269999999|0.521474118|0.008036786|-42.54530997|289.8942564|0.2237487219999999|102.8341051|-0.034105115|-19.55367089|1.697600903|-1.295994381|-20.88467272|49.13501083|0.4490711529999999|2012.9704|356.76228530000003|-7.203984013|0.207914282|9.046658216|0.8151164259999999|4510.611026|95.55665364|0.014174378|-268.4830832|751.9821735|373.1494221|6.514493077999999|1.0|0.0|1.0|1.0|0.0|0.18|16.0|-5.77|2.28|77.1|1.52|0.0|91.52|2.0|-6.87|0.0|0.0|1.5|0.0008529999999999|261.0|0.000503|154.0|1.83|0.0|1.69e-06|0.000518|-53.0|5.8805|3.8645|-1273.316428|-1273.290432|496.09|845.2|210.84|316.61|0.68912|-1273.1763970000002|2.2332|-0.21886|0.02599563|724.0|6.1403|6.1403
3_a47|0.0|0|0|0|0.0|0.0|0|0|0.0|0.0|-0.130414103|2|-0.013350303|0.103847816|10.93671092|0.013073797|0|0|-0.015388793|-0.024240921|2|0.104873188|0.022804181|0.780628097|0.854727481|-0.083129079|-0.0948001|0.4661246329999999|0.008609292|-49.71258151|98.29790989|0.145272519|76.18000386|-0.036461577|-26.06896797|2.367459086|-1.422001494|-22.85956767|48.10703|0.403777634|2243.894237|448.2137648|-10.02652614|0.2150305089999999|10.84023999|0.67722658|5022.029588|112.7606591|0.016230658|-298.8724505|949.95886|418.022895|8.511255722000001|1.0|0.0|1.0|2.0|2.89|0.0|22.0|-8.42|4.32|58.04|2.88|1.0|101.55|3.0|-5.16|1.0|1.0|4.02|2.86e-06|0.000995|4.49e-06|0.00156|4.6|0.0|3.829999999999999e-09|1.33e-06|-0.05717|5.6998|3.7284|-1470.137664|-1470.101469|556.65|941.44|217.52|402.58|0.69138|-1469.969304|4.0226|-0.2119|0.03619487|316.0|6.5|6.5
18_a15|0.0|0|0|0|0.0|0.0|0|0|0.0|0.0|-0.090130715|2|-0.094812415|-0.066226471|10.95986315|0.002685285|0|0|-0.072506962|-0.145790726|2|-0.0374132629999999|0.004699248|0.765450925|0.8362289070000001|-0.067562078|-0.090730185|0.819442071|0.007146033|-55.48918283|40.37881101|0.163771093|100.159876|-0.035181092|-33.93632895|2.672871589|-1.723873519|-25.27062952|45.69032922|0.415796832|2541.440611|511.4247108|-13.15898469|0.132569119|10.2545953|0.711733271|5705.360332|81.07723009|0.008781964|-449.4301265|1215.421882|590.2470602999999|5.370913621000001|1.0|0.0|1.0|1.0|3.75|0.08|24.0|-9.98|5.68|47.04|3.6|2.0|113.42|5.0|-4.8|0.0|1.0|5.06|6.86e-07|0.000265|1.18e-06|0.0004559999999999|5.42|0.0|1.0399999999999999e-10|4.01e-08|-0.03581|4543.0|3.8232|-1265.810138|-1265.770242|650.53|1110.18|272.91|535.02|0.70427|-1265.556558|4.2476|-0.19371|0.03989594|129.0|6.8894|6.8894
8_a4|0.0|0|0|0|0.0|0.0|1|1|2.126514848|5.4161004020000005|0.03148225|2|-0.072752231|-0.011835327|10.9295757|0.05775266|1|1|-0.048133994|-0.078942941|2|-0.07377839|0.097165358|0.879500982|0.925132446|-0.05397993|-0.065595042|0.546157592|0.0103751219999999|-33.90618946|11.02158946|0.074867554|38.69916707|-0.024598141|-17.52616744|2.772101712|-0.983925625|-14.42275611|33.26523662|0.428884426|2297.5526170000003|478.2025467|-6.572312789|0.273845898|9.972991122|0.750959081|5162.482272|141.55141369999998|0.0148422489999999|-233.7988862|700.3924376|434.9654405|7.671983829|1.0|1.0|1.0|0.0|3.19|0.15|21.0|-7.78|4.63|43.6|2.93|1.0|100.13|2.0|-5.76|1.0|1.0|3.85|4.49e-05|0.0156|1.46e-05|0.00506|3.74|0.0|1.65e-08|5.72e-06|-0.05864|5.3544|3.9863|-1450.239105|-1450.21384|561.6|949.09|231.56|391.01|0.57675|-1450.071352|4.5781|-0.22685|0.0252645|54.0|7.2676|7.2676
10_a15|0.0|0|0|0|0.0|0.0|0|0|0.0|0.0|-0.0435725659999999|2|-0.0869138469999999|-0.077096984|10.95972828|0.010152859|0|0|-0.120626133|-0.184255041|2|0.0107135269999999|0.018211609|0.7585998270000001|0.933136945|-0.052826735|-0.101494566|0.640780603|0.010485777|-59.05618983|6.497096666|0.066863055|38.90530741|-0.036384844|-34.36276159|3.550143186|-1.928396745|-17.88541558|36.83936823|0.449323734|2605.82709|542.9602292000001|-12.31872585|0.169827351|10.08767698|0.815948972|6204.37804|98.81668286|0.0116026369999999|-384.2321709|1351.607534|673.7288405|6.751174337|1.0|1.0|1.0|1.0|3.64|0.12|24.0|-9.82|5.32|56.27|2.87|2.0|119.95|6.0|-4.97|0.0|1.0|4.69|5.99e-07|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|1.51e-10|5.99e-08|-0.03581|4.4682|3.6448|-1281.088565|-1281.061184|631.2|1136.48|277.48|487.16|0.70313|-1280.804272|1.6654|-0.18958|0.02738146|7.0|8.1549|8.1549
14r_a23|0.0|0|1|1|0.0|0.0|0|0|3.201732471|5.351858133|-0.06921746|2|0.014148395|-0.079935667|10.31321824|-0.064006338|2|2|-0.073945564|-0.17267308|2|0.03753491|-0.1050445769999999|0.846632079|0.8662226190000001|-0.062618931|-0.085881409|0.375360556|0.019185345|-55.30494931|47.26552456|0.133777381|86.14846171|-0.03654528|-35.61466281|7.956082857|-1.717628177|-25.96781003|52.67940305|0.4661909429999999|2945.137191|557.8203557999999|-15.15517566|0.211777163|14.15357616|0.873329024|6744.848704999999|136.37788909999998|0.017092103|-371.2130393|1403.282085|599.5697147999999|11.00678143|0.0|1.0|0.0|1.0|3.06|0.05|26.0|-7.67|3.78|105.02|3.4|2.0|120.24|5.0|-6.31|0.0|0.0|3.7|2.66e-06|0.00114|7.73e-06|0.00332|3.68|0.0|2.14e-08|9.18e-06|-0.06842|5.9406|3.1797|-1729.1556449999998|-1729.1326809999998|678.08|1145.51|208.71|513.71|0.68115|-1728.924789|6.2620000000000005|-0.22378|0.02296354|5.0|8.2684|8.2684
6_a1|0.0|0|0|0|0.0|0.0|1|1|2.325221088|5.4161004020000005|0.021203156|1|-0.114683042|-0.00983397|10.95180041|-0.0538497079999999|1|1|-0.230322048|-0.3632559589999999|1|0.13761072|-0.095907969|0.8524898329999999|0.8782596159999999|-0.057199415|-0.077422386|0.212044989|0.021009352|-37.41011914|64.63457366|0.121740384|58.82435931|-0.0238222729999999|-18.076387|4.905211525|-0.929068634|-13.35477777|37.79009463|0.4218263379999999|1956.144556|424.3707604|-5.56196523|0.423240564|9.609375529|0.7295841470000001|4061.042516|204.5077752|0.025250885|-74.17956941|778.3512535|359.9965854|12.20110458|1.0|0.0|1.0|0.0|2.54|0.22|17.0|-6.02|3.61|39.94|1.75|0.0|86.31|3.0|-6.21|1.0|1.0|2.82|0.0007599999999999|221.0|0.00021|0.0613|2.63|0.0|9.51e-07|0.000277|-0.02214|4.0635|4.0635|-935.5024827|-935.4750982|527.41|875.29|305.12|405.23|0.69818|-935.330989|5.8386|-0.1899799999999999|0.027384499|5.1|5.2924|5.2924
19_a47|0.0|0|1|1|0.0|0.0|0|0|1.445775615|4.727387819|-0.227538423|2|0.027033021|-0.064557784|10.95058274|0.0604168609999999|1|1|-0.046265509|-0.126992366|2|-0.024256505|0.095841135|0.8873627890000001|0.639642891|-0.105205489|-0.104459947|0.270767873|0.026805875|-57.87554797|335.10989930000005|0.360357109|199.6541807|-0.037307124|-32.06567824|8.228498913|-1.566899206|-32.2945343|73.14028211|0.463378097|2612.978054|354.3911695|-11.45202794|0.362167395|13.17443625|0.8635094740000001|5846.960345|200.6571609|0.03295186|-152.7310283|1361.067484|428.5826478|18.25682461|0.0|1.0|1.0|2.0|1.72|0.05|21.0|-6.92|2.49|98.72|1.67|1.0|99.2|5.0|-7.22|0.0|1.0|2.34|0.000214|0.0816|0.000217|0.0824|1.97|0.0|1.2099999999999998e-07|4.59e-05|-0.05326|3.8423|3.8423|-1335.75742|-1335.725639|571.23|974.59|322.68|412.31|0.68924|-1335.580357|5.1151|-0.2117099999999999|0.03178118|0.05|7.3|7.3
14b_a50|0.0|0|1|1|0.0|0.0|2|2|4.240438135|5.82008293|0.0228205129999999|2|-0.068176984|0.037777505|10.94501788|-0.041169251|2|2|-0.1786649189999999|-0.280243276|1|0.030057537|-0.076752616|0.831689551|0.904076348|-0.050362464|-0.076674952|0.7031402240000001|0.022423099|-50.27694576|25.31245624|0.095923652|62.89861413|-0.025558317|-32.9673668|9.64109526|-1.533499045|-21.65397937|47.72661339|0.445384689|2967.872393|592.81677|-10.98912227|0.362718946|11.45638132|0.8030515570000001|6737.145102|237.8403928|0.021820402|-180.03459850000002|1577.857852|825.4425942|14.30797341|1.0|1.0|1.0|0.0|3.64|0.35|20.0|-6.86|3.72|66.99|2.32|2.0|128.39|7.0|-6.5|1.0|0.0|3.6|2.51e-05|0.0111|1.6800000000000002e-05|0.0074099999999999|3.51|0.0|1.3900000000000001e-07|6.12e-05|-0.02486|5.2834|4.0775|-1431.068494|-1431.037684|718.64|1253.87|234.67|533.25|0.64303|-1430.72987|5.3711|-0.1936|0.03081037|6.58|5.1818|5.1818
4r_a46|0.0|0|0|0|0.0|-0.03033057|1|1|2.051582577|5.587248657999999|-0.074041799|2|-0.15196733|-0.1129698999999999|10.96363493|-0.048758575|1|1|-0.055572881|-0.086905208|2|-0.077483502|-0.070397185|0.8549242340000001|0.8478197820000001|-0.079297367|-0.081339886|0.261414008|0.011446215|-43.14814202|176.18445569999997|0.152180218|80.72661483|-0.0259595379999999|-22.88867429|3.220912917|-1.220098292|-22.31391864|48.13649426|0.456487948|2137.47734|449.7405899|-7.304896049|0.285368722|10.69131411|0.839885604|4775.760774|151.3787482|0.015225417|-227.7097083|905.6728276|496.0386301|8.076584289|0.0|0.0|1.0|1.0|2.89|0.35|17.0|-6.25|3.56|63.83|1.52|0.0|97.9|3.0|-6.83|1.0|0.0|2.7|0.00081|271.0|0.000279|0.0933|2.12|0.0|5.64e-07|0.000188|-0.03073|4.5209|4.5209|-1069.447946|-1069.419677|571.75|986.04|274.25|467.85|0.69085|-1069.231407|2.6630000000000003|-0.2207199999999999|0.02826942|1413.0|5.8499|5.8499
13p_a6|0.0|1|0|0|3.449535594|0.0|0|0|0.0|4.727387819|-0.1144898999999999|2|0.072850973|-0.014153926|10.95053423|-0.072853186|1|1|-0.068532678|-0.116250572|2|-0.059663359|-0.125636943|0.837659336|0.7265205579999999|-0.099405155|-0.107371897|0.196002517|0.01730144|-76.17631587|80.30786544|0.273479442|194.0233618|-0.03767435|-54.04422654|8.708451561|-2.14743793|-50.03427239|82.79893305|0.412828992|3016.078786|515.4389679999999|-18.9628865|0.23994258|14.91957306|0.703081362|6590.216479|170.2302215|0.018322293|-369.0018868|2004.488446|794.5462391|12.99897644|1.0|1.0|1.0|3.0|2.34|0.12|27.0|-10.06|4.58|122.47|1.01|1.0|132.01|7.0|-7.01|0.0|1.0|2.96|8.11e-06|0.00365|2.79e-05|0.0125|2.86|0.0|8.73e-11|3.92e-08|-0.0746|4.7973|2.9837|-1463.08132|-1463.0432449999998|752.82|1283.98|258.45|573.39|0.7056600000000001|-1462.740542|9.0546|-0.1971099999999999|0.03807447|92.0|7.0362|7.0362
15_a47|0.0|1|1|1|2.9226792460000004|0.0|0|0|0.0|4.59511985|-0.072588375|2|-0.130885389|0.086682657|10.9497222|0.0506476009999999|1|1|-0.007670908|-0.017562097|2|-0.131424138|0.081171071|0.897881853|0.791753677|-0.084413593|-0.0904066519999999|0.429825305|0.016669157|-48.36220049|61.0548099|0.208246323|111.3994409|-0.033307714|-25.87091101|4.770072524|-1.265693121|-24.15592798|54.07328082|0.477646539|2327.320914|423.5412927|-9.531388265|0.288369895|13.37174753|0.914412511|5075.773767000001|154.260803|0.021370407|-226.4191275|951.4364299|383.4213189|11.43190096|1.0|0.0|1.0|2.0|2.1|0.06|21.0|-8.49|4.69|66.49|2.83|2.0|96.6|3.0|-5.76|0.0|1.0|3.74|1.29e-05|0.00455|1.41e-05|0.00499|3.8|0.0|3.22e-09|1.14e-06|-0.0591799999999999|4.3312|4.0594|-1527.4104|-1527.376145|552.16|930.51|286.26|419.75|0.68008|-1527.265523|2.2271|-0.2268|0.03425526|16.0|7.8|7.8
12h_a36|0.0|1|0|0|3.468184524|0.0|2|2|0.0|5.351858133|-0.041228471|2|0.059920602|-0.003014954|10.96020037|-0.051080247|1|1|-0.1430106119999999|-0.239932418|1|-0.10861416|-0.089459459|0.87043328|0.819614525|-0.073572836|-0.10720355|0.3726296|0.027905055|-70.19826261|82.11195464|0.180385475|118.1187282|-0.035734517|-45.96672487|11.96512593|-1.929663894|-31.5465515|66.44902736|0.464544951|2845.467486|536.6941285|-15.32224162|0.3347454589999999|13.87400978|0.8675704009999999|6159.17335|219.1956304|0.026971557|-216.42159590000003|1899.376328|679.7230552999999|17.66132225|1.0|0.0|0.0|2.0|0.0|0.17|17.0|-6.69|2.77|78.43|1.72|1.0|130.24|6.0|-6.93|0.0|0.0|1.81|0.000113|0.0464|8.499999999999999e-05|35.0|2.65|1.0|2.03e-07|8.340000000000001e-05|-0.05013|5.1998|3.4554|-1347.481013|-1347.451759|697.29|1177.89|238.44|535.67|0.7014600000000001|-1347.199963|6754.0|-0.1926|0.02925492|14.0|7.8539|7.8539
13d_a6|0.0|1|0|0|3.447870607|0.0|1|1|0.0|5.351858133|-0.0122495089999999|1|0.077158715|-0.042531782|10.95129636|-0.10528143|1|1|-0.106686991|-0.174259072|1|-0.027209556|-0.187174391|0.841971795|0.78862121|-0.092581323|-0.110731261|0.19992155|0.030793771|-75.40072983|156.67194009999997|0.21137879|143.9350986|-0.039696112|-51.34295409|14.27820079|-2.103893962|-42.92734103|84.01035117|0.4128711229999999|2882.382522|536.999346|-18.40596467|0.230567155|15.47559904|0.703203572|6185.117192000001|157.0011174|0.018542644|-366.9322097|1861.908905|692.8471883999999|12.62632467|1.0|1.0|1.0|2.0|3.03|0.16|23.0|-9.4|5.38|95.85|1.5|2.0|121.6|6.0|-5.88|0.0|1.0|3.74|1.11e-06|0.000471|5.42e-06|0.00229|4.23|0.0|3.96e-10|1.68e-07|-0.05252|4.85|3.6298|-1389.403308|-1389.374844|723.61|1219.11|255.64|598.06|0.7007399999999999|-1389.125098|11.0994|-0.20146|0.02846332|0.36|6.4437|6.4437
7_a47|0.0|0|0|0|0.0|0.0|0|0|0.0|0.0|-0.143650735|2|-0.128433676|-0.085507035|10.93671034|-0.0781924059999999|0|0|-0.021071408|-0.04311702|2|-0.04402021|-0.124285418|0.8755534909999999|0.8473227320000001|-0.081264417|-0.095957591|0.427432212|0.008915606|-54.113260200000006|103.5602725|0.152677268|86.09912617|-0.036250645|-30.51603217|2.8353037860000003|-1.631279045|-25.84337052|50.85512286|0.405265781|2491.885862|477.8297898|-11.52827882|0.1830206469999999|10.90440708|0.681423344|5958.904826|103.2106353|0.0130514639999999|-357.5076454|1126.008167|526.6144628999999|7.36009799|1.0|0.0|1.0|2.0|3.14|0.09|22.0|-9.45|5.63|58.04|3.69|2.0|111.28|4.0|-4.8|0.0|1.0|4.89|3.41e-07|0.000134|8.75e-07|0.000345|5.49|0.0|3.52e-10|1.3900000000000001e-07|-0.05297|3.7203|3.7203|-1647.996662|-1647.963177|604.84|1043.33|333.26|455.81|0.69314|-1647.7863539999998|3406.0|-0.2073699999999999|0.03348545|25.0|7.6|7.6
9g_a40|0.0|0|0|0|0.0|0.0|0|0|1.849105962|5.4161004020000005|-0.0220464379999999|0|0.07954859|0.139758613|10.31197177|-0.145879501|2|2|-0.037217966|-0.062672355|0|-0.384131901|-0.242405063|0.821935848|0.90454157|-0.063539055|-0.079033043|0.002717414|0.021367335|-41.63731423|65.74631496|0.09545843|50.29077056|-0.031197254|-21.93596333|5.930596229|-1.185495647|-17.63553984|44.73159432|0.476386801|2169.234651|476.5434822|-8.658932892000001|0.259759794|15.62271835|0.909806709|4435.743087|136.8503571|0.018087202|-253.1335385|843.7257374|384.6422631|9.528957565|0.0|0.0|1.0|1.0|1.78|0.06|22.0|-6.43|2.91|72.28|0.64|0.0|87.53|3.0|-7.17|1.0|0.0|1.93|0.00323|977.0|0.0008179999999999|247.0|1.37|0.0|3.720000000000001e-07|0.000113|-0.0624|3.0778|3.0778|-1332.487689|-1332.476347|559.04|923.42|402.84|469.6|0.70233|-1332.31775|3.4787|-0.19005|0.01134289|3548.0|5.45|5.45
