molecula|SddssS|NaaNH|n9FaHRing|SssssC|nARing|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|ATSC1c|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
12bd_a36|0.0|1|0|0.0|2|0.0|-0.006695407|-0.045630197|2|0.025649557|-0.4017244129999999|-0.030990165|-0.0288761339999999|1|1|0.0045625|0.042808724|-0.101854847|-0.169994208|-0.436345273|1|0.902377067|0.78699829|-0.011529973|-0.047786573|0.833398429|0.857993338|0|-0.099460046|0.279020022|-46.92083391|-65.65179884|11.7156452|0.167521907|110.578217|-43.33557909|7.733288012999999|0.0|-30.9716039|75.7932235|0.475272043|2772.776922|2403.371086|-15.47699253|8.050812711|15.34283166|5957.939097|-372.868829|10.14142465|1.0|0.0|1.0|0.0|17.0|2.5|69.2|133.68|1.0|31.0|4.0|-6.38|409.49|0.0|1.0|1.0|2.42|-4.6|0.0117|2.5e-05|0.0102|3.41|0.0|0.0|4.55e-08|1.86e-05|-0.05236|3.8786|3.79|-1311.591775|-1311.560669|1200.23|349.84|0.4467|0.69411|0.7044100000000001|0.0058|-0.1459|5.7533|-1311.352257|7.6908|17.0|7.7696
9c_a31|0.0|1|0|0.0|1|0.0|-0.013082561|-0.055520387|0|-0.0384827639999999|-0.6933757159999999|-0.1047269419999999|-0.062737615|2|2|-0.000813398|-0.062065125|-0.138799714|-0.223856622|-0.546598398|0|0.8083148840000001|0.842823186|-0.000533581|-0.108617754|0.8856644770000001|0.770283733|0|-0.128097622|0.287455956|-65.84728287|-81.63444414|19.30758668|0.325309894|207.3144829|-52.02424796|12.30439782|552.8237349999999|-41.96335759|97.22026028|0.4558841429999999|2592.448925|2242.189942|-14.56678943|8.188627935|15.04941978|5658.985169|-217.5897278|15.58581614|1.0|1.0|1.0|3.09|16.0|3.7|117.37|108.16|1.0|28.0|5.0|-6.53|398.48|0.0|0.0|1.0|3.32|-4.16|0.00233|6.94e-05|0.0277|3.1|0.0|0.0|5.79e-08|2.31e-05|-0.03249|3849.0|4.94|-1618.157698|-1618.115927|1147.93|322.12|0.2554|0.7007399999999999|0.7007399999999999|0.2554|-0.15975|1.3617|-1617.9568470000002|2.2323|0.42|6.3768
8j_a46|0.0|0|0|0.214753401|1|2.1279894180000003|-0.0017688329999999|-0.008523199|2|-0.129276363|-0.081366324|-0.174853546|-0.053618988|1|1|0.0108603019999999|-0.204674804|-0.084266433|-0.133413527|-0.229679821|2|0.645146311|0.789844634|-0.223292257|-0.074207717|0.837678812|0.6109926379999999|0|-0.068971544|0.308052557|-29.38737046|-37.04976799|4.658562801|0.065351579|35.10521457|-19.90219786|2.5024620580000003|64.83187221|-15.7861518|41.80044861|0.427798746|2121.846387|1888.679875|-7.405468973|5.617748211|9.817783823|4759.107832|-346.061389|4.750680627|1.0|0.0|1.0|3.25|17.0|4.55|43.6|96.94|1.0|24.0|3.0|-5.55|338.83|0.0|1.0|1.0|3.82|-4.83|0.00878|1.47e-05|0.00497|3.97|0.0|0.0|5.46e-08|1.85e-05|-0.04068|4.9636|3.78|-1414.53151|-1414.50743|978.4|281.1|0.1728|0.50703|0.70121|0.1427|-0.18531|5.2361|-1414.402087|6.4463|1228.0|5.9108
7g_a8|0.0|1|0|0.0|1|1.336155045|-0.01002363|-0.067360394|0|-0.030968098|-0.481134236|-0.027838247|-0.027717137|1|1|0.0002620309999999|-0.065174707|0.021974492|0.046246982|-0.418049442|0|0.627990269|0.7363841520000001|0.098510683|-0.044866536|0.79995525|0.606087461|0|-0.1122315669999999|0.306360885|-64.55562181|-67.26263865|19.08352484|0.300623857|180.1699331|-40.31185423|11.43714084|56.75323443|-38.68948451|78.41805331|0.470618047|2802.2242920000003|2079.55195|-16.4912131|7.588498875|14.3346384|6293.364606|-367.6690814|11.15541466|1.0|0.0|1.0|3.32|23.0|4.66|80.04|108.0|1.0|30.0|5.0|-5.63|399.37|0.0|0.0|1.0|4.14|-5.44|0.000667|3.59e-06|0.00143|4.38|0.0|0.0|1.23e-08|4.92e-06|-0.06621|3.7874|6.26|-1374.493069|-1374.4533210000002|1053.9|327.36|0.5165|0.62073|0.62073|0.5165|-0.15508|10.1546|-1374.3479960000002|12.9547|21.03|4.6772
1n_a5|0.0|1|0|0.0|0|0.0|-0.007315978|-0.0533837329999999|2|0.002508727|-0.3365350029999999|-0.150600424|-0.047910067|1|1|0.004754079|0.004115733|-0.00966135|-0.015850084|-0.393928416|2|0.6805709409999999|0.77828693|-0.013686011|-0.087019366|0.8402078140000001|0.656280207|0|-0.081950989|0.428980979|-47.1725036|-47.04056285|13.27640087|0.214789986|123.2912732|-27.00168194|7.620766672|55.29041202|-27.07741706|63.57058627|0.483868192|2437.279452|889.4388375|-10.04713747|7.881746117|15.27080096|5101.31614|-146.6611704|16.53002342|1.0|1.0|1.0|2.67|23.0|3.99|80.76|101.77|1.0|27.0|5.0|-6.41|356.38|0.0|0.0|1.0|3.14|-4.18|0.0193|6.56e-05|0.0234|2.91|0.0|0.0|8.43e-09|3.01e-06|-0.06186|4.3838|4.19|-1179.209088|-1179.169527|1017.23|282.82|0.3789|0.44786|0.44786|0.3789|-0.17092|0.6234|-1179.073189|0.7104|27.0|7.5686
1_a6 (SB-431542)|0.0|1|0|0.0|1|0.0|-0.015636898|-0.175408303|1|0.1008839219999999|-0.766207981|-0.029658865|-0.0492229479999999|1|1|-0.008385698|0.164429684|-0.020716495|-0.033765606|-0.567791164|1|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0.795744863|0|-0.122555709|0.210050443|-74.98172333|-72.69619778|19.58668728|0.405958714|240.8019609|-43.12110169|11.61820782|105.3125675|-44.47680367|87.15852628|0.472445176|2678.823231|1890.228713|-16.29019397|7.523839331|14.26172029|5748.417262|-300.3801761|14.4623285|1.0|1.0|1.0|2.35|23.0|3.63|103.12|106.85|1.0|29.0|5.0|-6.73|384.39|0.0|0.0|1.0|2.85|-4.25|0.0116|5.660000000000001e-05|0.0218|2.7|0.0|0.0|2.03e-08|7.81e-06|-0.05971|3.8208|4.57|-1292.588032|-1292.553086|1049.69|376.28|0.5765|0.55256|0.69868|0.3346|-0.13329|6.0113|-1292.41452|8.8611|1542.0|5.8119
4_a3|0.0|0|0|0.0|0|0.0|-0.008561428|-0.161259999|1|-0.08769805|-0.325334256|0.057349653|0.0248526079999999|1|1|-0.007022144|-0.208888686|0.053425134|0.127253753|-0.607238634|1|0.640351067|0.721302096|-0.028924747|0.041477445|0.785381728|0.628171026|1|-0.098695428|0.5842630360000001|-52.4583525|-46.9200748|3.806447632|0.25946603|123.350856|-22.30593113|1.809595554|77.51574252|-24.93884341|51.71950126|0.415852758|2142.972568|1548.626215|-8.922372453|5.05182773|8.648209506|4885.093366|-348.9230345|4.799426464|1.0|1.0|1.0|2.6|21.0|5.17|80.04|92.65|1.0|23.0|3.0|-5.21|321.37|0.0|0.0|1.0|4.09|-5.09|0.00065|8.22e-06|0.00264|4.3|0.0|0.0|2.950000000000001e-08|9.48e-06|-0.0584299999999999|5.9341|3.53|-1355.332318|-1355.303098|858.45|356.58|0.1776|0.3809|0.6896|119.0|-0.14983|2.3542|-1355.239905|3.1409|1259.0|5.9
16d_a32|0.0|1|1|0.0|0|0.0|-0.017249763|-0.087123461|0|0.0115077539999999|-0.7589895790000001|-0.134892903|-0.0517549079999999|3|3|-0.005427254|0.021406827|-0.128753933|-0.239509216|-0.68301199|0|0.816581223|0.8575664540000001|0.107238939|-0.0847953219999999|0.916850163|0.7689748270000001|1|-0.11491796|0.41654798|-53.23914436|-67.07571683|18.67986534|0.244506926|142.7146582|-39.15098916|10.90312918|48.61700321|-31.07481011|86.50964771|0.4429631189999999|2588.214866|3152.666302|-12.41372827|6.221435089|11.16880283|5768.495166|-135.1223777|19.43393087|1.0|0.0|1.0|3.01|19.0|3.82|149.27|102.33|1.0|26.0|5.0|-6.62|385.46|1.0|0.0|1.0|3.12|-4.18|0.000856|6.659999999999999e-05|0.0257|2.86|0.0|0.0|2.55e-07|9.84e-05|-0.05068|3.6271|3.78|-1877.360551|-1877.332369|1023.44|341.83|0.2915|0.70217|0.70217|0.2915|-0.15009|3.2048|-1877.241687|3.8853|8.0|8.1135
21_a10|0.0|0|0|0.0|1|2.093218896|-0.009308076|-0.085463279|2|-0.032405474|-0.549176498|-0.023060773|-0.003554514|1|1|0.002099681|-0.051564917|-0.0236638829999999|-0.03765494|-0.4636733179999999|2|0.7135035209999999|0.7620337359999999|0.057775125|-0.005970601|0.81962595|0.68876002|1|-0.084654798|0.8663152820000001|-64.32920271|-59.80834512|13.34776629|0.225214587|159.11338909999998|-42.25440548|9.430154402|74.3822498|-45.44837698|75.80259699|0.391384102|3104.255496|2701.142106|-16.4322688|8.388036625|13.78215169|7048.414464|-288.401376|15.99425187|1.0|1.0|1.0|3.17|27.0|5.6|90.13|128.59|1.0|34.0|6.0|-6.07|448.47|0.0|0.0|0.0|4.04|-5.51|0.0007599999999999|3.12e-06|0.0014|4.17|0.0|0.0|1.94e-09|8.68e-07|-0.06082|5.9596|5.57|-1485.499561|-1485.461532|1225.01|321.21|0.2574|0.4226399999999999|0.68165|0.1489|-0.16178|1.5138|-1485.278495|1.1872|4.8|5.3188
18a_a22|0.0|0|0|0.0|0|1.854982521|-0.003488994|-0.018344659|2|0.033735832|-0.19538364|-0.021976395|-0.015194063|1|1|0.007079018|0.059645624|-0.0835538409999999|-0.147724859|-0.296897301|2|0.760537197|0.7329701259999999|-0.042139855|-0.027029438|0.7881113679999999|0.722009212|1|-0.076119803|0.573315195|-34.36220678|-51.6464295|11.62443251|0.073464296|49.84469832|-35.04152115|7.887046626|18.5219848|-23.31437056|64.80092090000001|0.487405342|2898.068989|2213.859172|-13.47750813|7.037677899|13.72951861|6630.646100999999|-285.5992506|13.15449139|1.0|1.0|1.0|3.17|27.0|5.11|100.61|131.64|1.0|32.0|4.0|-6.28|436.53|0.0|0.0|1.0|3.9|-5.16|0.00113|6.98e-06|0.00305|3.78|0.0|0.0|3.95e-10|1.73e-07|-0.0706799999999999|5.0214|3.69|-1691.3151059999998|-1691.2957760000002|1211.84|355.95|0.3174|0.35107|0.68577|0.0354|-0.1408|3851.0|-1691.097989|5.3946|13.0|7.8861
6_a4|0.0|0|0|0.0|1|2.170234316|-0.001221193|0.010164572|2|0.042096749|-0.064723237|0.0032928379999999|-0.208689928|1|1|0.01098094|0.0671397079999999|-0.046166422|-0.073630392|-0.1738111839999999|2|0.664591856|0.76089528|-0.169533683|-0.340860215|0.810030118|0.664247086|1|-0.0670158929999999|0.417868437|-29.18838891|-37.33240845|4.324187697|0.054454162|30.33467048|-20.7966895|2.408866521|45.93422613|-16.25991695|42.27020924|0.423084148|2342.371538|1968.0178670000005|-7.639600225|5.758624844|9.981741408|5256.215815|-350.36323230000005|4.937800786|0.0|1.0|1.0|3.45|21.0|5.23|43.6|109.7|1.0|27.0|3.0|-5.42|354.45|0.0|1.0|1.0|4.23|-5.11|0.0043799999999999|7.74e-06|0.00274|4.28|0.0|0.0|1.04e-08|3.67e-06|-0.04867|4.8714|4.11|-1108.585859|-1108.563418|1057.7|307.24|0.1235|0.60542|0.5877|0.0772|-0.16959|2.8026|-1108.392115|3.2192|1.3|5.8861
7e_a8|0.0|1|0|0.0|0|1.3496955309999998|-0.006027596|-0.052939815|0|-0.03633378|-0.289324602|-0.11032771|-0.0446343779999999|1|1|0.002669179|-0.075638618|0.034227147|0.07125309|-0.341022848|0|0.5897105770000001|0.732001738|-0.023521398|-0.072307692|0.790500031|0.577394732|0|-0.0886889709999999|0.286669793|-51.4880895|-53.04282692|12.91806855|0.170843962|102.177831|-31.72369068|7.725998682999999|63.5628736|-30.79383811|64.23177694|0.4742828629999999|2605.914474|2032.501296|-13.39444718|7.70387217|14.654025199999998|5808.479788000001|-330.14031780000005|11.18895001|1.0|0.0|0.0|3.38|23.0|4.94|70.81|108.43|1.0|29.0|4.0|-5.43|385.39|0.0|0.0|1.0|4.31|-5.41|0.000686|3.87e-06|0.00149|4.54|0.0|0.0|5.07e-09|1.95e-06|-0.0697|3.8142|6.32|-1300.495519|-1300.467069|1060.05|383.1|0.3461|0.6998300000000001|0.70177|0.1522|-0.13577|9.0006|-1300.327213|11.4436|35.1|4.4547
47o_a18|0.0|0|0|0.0|1|0.0|-0.006476544|-0.055408687|0|-0.006238734|-0.4339284229999999|0.011121222|-0.038296569|0|0|0.000787517|-0.009467295|-0.103458566|-0.156998637|-0.490807196|0|0.7452092359999999|0.7435044540000001|0.001673737|-0.066242713|0.781148177|0.733228144|0|-0.088436375|0.261785105|-56.13142962|-64.2280736|6.313168526|0.193127002|140.2610102|-46.6464782|4.585021184|82.54478365|-40.76618466|70.23090572|0.493146875|2857.120021|1393.529823|-18.22128055|9.808930716|19.35260972|6462.6049570000005|-541.4335917000001|6.002832126|1.0|1.0|1.0|0.0|18.0|3.0|85.29|139.63|1.0|34.0|3.0|-6.12|454.56|0.0|0.0|1.0|2.76|-5.08|0.000996|8.38e-06|0.00381|4.16|0.0|0.0|4.26e-10|1.93e-07|-0.0502|3.22|7.62|-1455.574672|-1455.547304|1352.29|385.04|0.5065|0.69248|0.69248|0.5065|-0.13203|2.2316|-1455.231246|2.8284|47.0|7.3279
10_a15|0.0|0|0|0.0|0|0.0|-0.006872984|-0.0435725659999999|2|-0.0869138469999999|-0.384887119|-0.077096984|0.010152859|0|0|0.0034254209999999|-0.132759909|-0.120626133|-0.184255041|-0.391156537|2|0.8310685940000001|0.713794823|0.0107135269999999|0.018211609|0.7585998270000001|0.7933685340000001|0|-0.101494566|0.640780603|-30.73805622|-59.05618983|6.101312009|0.066863055|38.90530741|-34.36276159|3.550143186|0.0|-17.88541558|65.80736417|0.449323734|2605.82709|2305.991259|-12.31872585|5.555044294|10.08767698|6204.37804|-384.2321709|6.751174337|1.0|1.0|1.0|3.64|24.0|6.3|56.27|119.95|1.0|30.0|4.0|-4.97|397.47|1.0|0.0|1.0|4.69|-5.83|0.0002379999999999|1.47e-06|0.000584|5.29|0.0|0.0|1.51e-10|5.99e-08|-0.03581|4.4682|5.16|-1281.088565|-1281.061184|1136.48|340.17|0.1412|0.66799|0.70313|0.0042|-0.15377|1.6654|-1280.862627|3.1460000000000004|7.0|8.1549
12v_a30|0.0|0|0|0.0|2|0.0|-0.006974714|-0.029548782|2|-0.099831334|-0.369659818|0.020607357|-0.04950715|1|1|0.001805829|-0.173424818|-0.0493878409999999|-0.0857954809999999|-0.471153275|1|0.8149999040000001|0.83236194|-0.029852321|-0.080971844|0.889479916|0.711738503|0|-0.0971402169999999|0.404950755|-52.18846092|-65.72041011|10.70556236|0.1498787969999999|101.4008026|-44.46327619|7.242869835|0.0|-35.30820865|75.73440678|0.478535287|3001.758432|2483.120571|-17.2408622|8.114588039|15.56114504|6952.110426|-414.1432908000001|10.01399667|1.0|0.0|1.0|0.0|17.0|3.92|81.65|137.3|1.0|31.0|4.0|-5.52|467.37|0.0|0.0|1.0|3.59|-6.04|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|0.0|1.58e-08|7.39e-06|-0.0563|3.5507|5.08|-2494.963646|-2494.92869|1209.1|349.18|0.1601|0.68405|0.68405|0.1601|-0.1505099999999999|2.9171|-2494.802821|4105.0|22.0|7.6596
4_a4|0.0|0|0|0.0|1|2.156628874|-0.001234337|0.0159331539999999|2|-0.0214610589999999|-0.058013858|-0.110597574|-0.037623601|1|1|0.0112367389999999|-0.035166634|-0.048056862|-0.078747188|-0.157959343|2|0.646069495|0.77276149|-0.168712277|-0.063012715|0.8306695270000001|0.636572383|1|-0.06873731|0.456474074|-25.64211031|-35.41518716|4.4155367960000005|0.0667239759999999|34.37786704|-18.24679326|2.274995377|42.42341622|-13.21145879|40.86951119|0.398500394|2221.6122010000004|1883.42405|-6.78950447|5.326452915|8.855289118|4878.070704|-302.661743|5.454324025|1.0|1.0|1.0|3.09|21.0|4.41|43.6|100.08|1.0|25.0|3.0|-5.79|326.39|0.0|1.0|1.0|3.64|-4.57|0.0248|2.69e-05|0.00877|3.52|0.0|0.0|2.71e-08|8.85e-06|-0.04865|5.382000000000001|3.24|-1029.960398|-1029.93716|960.45|307.95|0.1106|0.55032|0.6010800000000001|67.0|-0.1696599999999999|2.6814|-1029.813844|3.1195|78.0|7.1079
12al_a36|0.0|1|0|0.0|2|0.0|-0.008463062|-0.04314418|2|0.1030147719999999|-0.4908576189999999|-0.074215038|-0.031635802|1|1|0.003077071|0.172830414|-0.1430106119999999|-0.239932418|-0.404703593|1|0.8913597320000001|0.8344566859999999|0.125005134|-0.055405405|0.885733922|0.84179881|0|-0.105915949|0.2689491989999999|-51.22331485|-69.69632923|17.71943397|0.198820783|130.8308989|-45.86257662|11.65999569|0.0|-33.70669917|86.77628559|0.456856406|2843.740855|2244.88081|-15.28752554|8.774664332|16.15533063|6049.668466|-225.1591357|17.07995636|1.0|0.0|1.0|0.0|17.0|1.89|78.43|130.24|1.0|31.0|5.0|-6.93|411.46|0.0|0.0|0.0|1.81|-4.07|0.0464|8.499999999999999e-05|35.0|2.65|1.0|0.0|2.03e-07|8.340000000000001e-05|-0.04998|3878.0|2.92|-1347.479819|-1347.445127|1181.84|349.14|0.4466|0.6945399999999999|0.70417|0.0095|-0.14558|6.4473|-1347.257936|8.1781|48.0|7.3188
12aq_a36|0.0|1|0|0.0|2|0.0|-0.0116333169999999|-0.135770278|2|0.076517478|-0.674732412|-0.1031859869999999|-0.028591187|1|1|-0.004569485|0.131910912|-0.052743904|-0.090926893|-0.5356623070000001|1|0.892815402|0.839953955|-0.0606936879999999|-0.047695595|0.89459881|0.849217847|0|-0.122078233|0.162384515|-73.0277723|-81.56528598|14.29132551|0.318529388|212.8220574|-54.49698711|9.548598682|112.415579|-48.79273723|95.39676382|0.426481765|2932.54604|2906.024504|-19.17486584|8.596645087999999|14.98931431|6296.75201|-350.0740123|13.83147784|0.0|0.0|1.0|0.0|17.0|0.98|112.29|131.85|1.0|32.0|5.0|-7.79|424.46|0.0|0.0|0.0|1.15|-3.45|129.0|0.000359|152.0|1.55|0.0|0.0|7.19e-07|0.000305|-0.06059|3.9049|3.88|-1401.669694|-1401.637414|1190.22|367.26|0.4988|0.6933199999999999|0.7058300000000001|0.0059|-0.13908|6.7649|-1401.452487|8671.0|55.0|7.2596
19b_a38|0.0|1|0|0.0|2|0.0|-0.008652352|-0.115864198|2|0.013765516|-0.467227005|-0.1381849369999999|-0.0697981979999999|1|1|-0.004358975|0.035216067|-0.098027247|-0.250781298|-0.443325632|1|0.653741315|0.8295290000000001|0.019437461|-0.114123934|0.8851623040000001|0.632625562|0|-0.11557289|0.336505882|-53.38447032|-71.73053105|13.92699891|0.270689433|168.00390359999997|-44.51968852|8.643817972|0.0|-33.13317155|84.49751102|0.478948837|2897.652112|2436.66785|-16.02708787|7.159317935|13.74014387|6518.872269|-322.28833010000005|12.76697997|1.0|0.0|1.0|2.37|17.0|3.11|81.23|125.65|1.0|31.0|5.0|-6.81|419.43|0.0|0.0|1.0|2.94|-4.33|0.0238|4.67e-05|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.05031|5363.0|3.66|-1431.414099|-1431.38073|1111.29|330.55|0.4634|0.38952|0.69411|0.1945|-0.15414|5.5253|-1431.2418630000002|6.3396|12.0|7.9172
9a_a31|0.0|1|0|0.0|1|0.0|-0.01391798|-0.093457477|0|-0.05057805|-0.723734943|0.03406986|-0.0007638889999999|2|2|-0.0033853629999999|-0.084652799|-0.093527289|-0.15653721|-0.542342338|0|0.8058046320000001|0.782715368|0.045292529|-0.001313433|0.837697452|0.76226755|0|-0.122626525|0.235442032|-64.75697831|-78.6954713|21.33533299|0.308231868|197.8075471|-50.50275387|13.69193237|95.14995868|-41.55773748|94.03540892|0.484502446|2855.751316|1955.13855|-17.886392|7.812278516|15.15483138|6273.506211999999|-305.16297060000005|15.33993762|1.0|1.0|1.0|2.78|22.0|4.02|117.37|113.64|1.0|30.0|5.0|-6.39|418.47|0.0|0.0|1.0|3.47|-4.77|0.00101|1.7100000000000002e-05|0.00715|3.47|0.0|0.0|7.35e-09|3.07e-06|-0.04275|3.7892|5.27|-1691.9526239999998|-1691.9137670000002|1145.99|327.21|0.7028|0.7028|0.7028|0.7028|-0.15757|5.0244|-1691.7777600000002|6.2203|0.15|6.8239
11_a1|0.0|1|0|0.0|1|0.0|-0.018080197|-0.196819043|1|0.08043435|-0.867849442|-0.05257082|-0.044235537|1|1|-0.009578125|0.126722854|-0.07452948|-0.117419838|-0.563650254|1|0.823460272|0.747358374|-0.069193862|-0.075188762|0.8086124090000001|0.7846345840000001|0|-0.126108875|0.2027328789999999|-77.81495049|-74.35738693|20.62225192|0.404475497|238.4902806|-43.84323456|12.15946748|84.40380304|-45.88191258|89.80732824|0.47723847|2697.640232|1885.148133|-16.93943154|7.43666407|14.2257294|5798.645137|-297.0290662|15.44994131|1.0|1.0|1.0|2.31|23.0|4.23|97.33|105.71|1.0|29.0|6.0|-6.27|385.37|0.0|0.0|1.0|3.22|-4.66|0.00327|2.17e-05|0.00838|3.35|0.0|0.0|3.35e-08|1.29e-05|-0.06546|3.7383|5.26|-1312.462371|-1312.4282380000002|1036.18|388.38|0.5573|0.68162|0.69914|0.3201|-0.12916|5.0526|-1312.2963630000002|7.1743|0.17|6.7696
32_a47|0.0|0|1|0.0|1|1.998170616|-0.003573735|0.000921003|3|-0.013510009|-0.2037028839999999|-0.026022099|-0.044598914|1|1|0.002350172|-0.0274939029999999|-0.077485193|-0.157688306|-0.2749014|2|0.6636125860000001|0.810444864|-0.0094137619999999|-0.078006445|0.858292442|0.634406338|1|-0.0726950079999999|0.266433793|-41.57905445|-52.38450683|13.90468487|0.148372218|106.9180086|-37.74862456|10.01980854|44.50423685|-29.9621436|68.76811937|0.44289006|2808.210157|2255.632049|-13.53252578|8.656942728999999|15.53902041|6235.398576|-203.4434306|16.38361254|1.0|1.0|1.0|3.67|21.0|5.07|67.66|125.17|1.0|31.0|5.0|-6.34|436.91|0.0|0.0|1.0|3.94|-5.05|0.00674|8.89e-06|0.0038799999999999|3.7|0.0|0.0|1.5e-09|6.55e-07|-0.05682|4.9046|2.97|-1778.127634|-1778.0970140000002|1184.76|336.65|0.2969|0.48011|0.68986|0.2839|-0.1509599999999999|4.8234|-1777.90286|6.3139|0.1|7.0
8a_a50|0.0|1|1|0.0|1|2.03117465|-0.00439531|-0.021959577|1|-0.0224366579999999|-0.188998337|-0.150515325|-0.058014797|2|2|0.007801731|-0.038971589|-0.065546446|-0.11385159|-0.352654037|1|0.75162266|0.804535572|-0.188882361|-0.095292123|0.8718949979999999|0.7135713840000001|1|-0.08230347|0.278028663|-34.88425666|-41.48493288|9.480859015|0.139123262|70.12485884|-20.91041439|4.778811898|0.0|-17.58335405|50.06249379|0.46183401|2206.356773|1503.563342|-8.042467074|5.754657432|10.69309012|4638.284496|-253.4513797|8.577560914|1.0|1.0|1.0|2.01|20.0|3.71|59.39|94.75|1.0|24.0|3.0|-6.12|313.36|0.0|1.0|1.0|2.87|-4.13|0.0433|7.48e-05|0.0234|2.95|0.0|0.0|4.82e-07|0.000151|-0.0280699999999999|5.622000000000001|2.69|-1006.671867|-1006.637067|912.7|297.06|0.18|0.3462199999999999|0.60625|0.1217|-0.17244|3.5509|-1006.557694|5.5319|47.0|7.3279
12e_a36|0.0|1|0|0.0|2|0.0|-0.007100632|-0.043085717|2|0.144415507|-0.404736007|-0.0586405829999999|-0.084051264|1|1|0.003962098|0.244642918|-0.104118159|-0.1763783589999999|-0.43688276|1|0.90414347|0.7975411790000001|-0.010494913|-0.144846626|0.847602953|0.856274847|0|-0.100988761|0.4347714629999999|-44.83739063|-64.2330904|12.12502373|0.161913613|102.9838531|-40.85494129999999|7.71202397|5.735288795|-28.51846223|75.50154216|0.466721981|2709.877204|2309.239105|-14.64611103|6.767371321000001|12.69013737|5929.071389|-332.11111980000004|11.26845175|1.0|0.0|1.0|0.0|17.0|2.19|69.2|128.72|1.0|30.0|4.0|-6.55|395.46|0.0|1.0|0.0|2.14|-4.3|0.0274|5.05e-05|0.02|3.04|0.0|0.0|1.08e-07|4.270000000000001e-05|-0.04962|3.8364|3.48|-1272.2668210000002|-1272.23645|1142.19|337.84|0.4537|0.6814600000000001|0.70007|0.0006|-0.15189|6.5974|-1272.0579810000002|8735.0|14.0|7.8539
12w_a30|0.0|0|0|0.0|2|0.0|-0.007019432|-0.0316452179999999|2|-0.0999572419999999|-0.372029919|0.028815747|-0.04950715|1|1|0.001805829|-0.173643543|-0.0493878409999999|-0.0857954809999999|-0.477636454|1|0.8149999040000001|0.83236194|-0.032835151|-0.080971844|0.889479916|0.711738503|0|-0.096032733|0.4274948739999999|-52.53307388|-65.85056003|10.59162334|0.147783603|101.3366249|-45.15435649|7.262777048999999|0.0|-36.02242934|75.77366969|0.451478593|2999.810425|2783.769563|-17.50883211|8.063690539|14.70077638|6888.291006999999|-422.1196298|9.923109661|1.0|0.0|1.0|0.0|17.0|3.92|81.65|137.3|1.0|31.0|4.0|-5.52|467.37|0.0|0.0|1.0|3.59|-6.04|0.000123|9.14e-07|0.0004269999999999|5.12|0.0|0.0|1.58e-08|7.39e-06|-0.05682|5.0632|5.08|-2494.966575|-2494.932002|1211.28|348.42|0.2639|0.31353|0.68423|0.1614|-0.15073|2.4229|-2494.807027|3.0068|15.0|7821.0
