molecula|SddssS|NaaNH|n9FaHRing|SssssC|nARing|SaasN|AATSC1c|AATSC1s|n6HRing|MATS7i|ATSC1c|MATS8i|AATSC8d|n5aRing|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|GATS1pe|nFaHRing|FNSA5|PBF|PNSA3|PNSA5|PPSA3|RPSA|TPSA_x|WNSA5|WPSA3|RPCS|WNSA3|DPSA5|GeomPetitjeanIndex|GRAVp|MOMI-Z|WNSA4|GeomRadius|GeomDiameter|GRAV|DPSA1|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Molar refractivity|Class [Log S (SILICOS-IT)]|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Molecular Mass|Egan filter|BBB|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
3_a4|0.0|0|0|0.0|1|2.147369615|-0.001141383|0.03287721|2|-0.07806942|-0.0502208409999999|-0.010537082|0.050638298|1|1|0.011276682|-0.129930078|-0.048796855|-0.08121207|-0.133874898|2|0.637819558|0.773786787|-0.0862461019999999|0.0904255319999999|0.8367373309999999|0.623172012|1|-0.06572153|0.462670692|-25.5405205|-31.92506825|5.133610255|0.080195284|38.95587796|-15.5080075|2.493716402|40.30885999|-12.40663231|39.38579676|0.430553837|2159.04913|1602.411021|-5.815502811|4.832514477|8.486341272999999|4677.30755|-213.4321476|7.460728516|1.0|1.0|1.0|2.86|21.0|4.11|43.6|95.12|1.0|24.0|3.0|-5.99|312.37|0.0|1.0|1.0|3.31|-4.26|0.0617|5.520000000000001e-05|0.0173|3.12|0.0|0.0|6.49e-08|2.03e-05|-0.04964|4.9088|2.66|-990.6395508|-990.6149055|905.23|305.09|0.1415|0.58445|0.58615|0.0871|-0.17005|2681.0|-990.514888|3205.0|104.0|6983.0
1e_a5|0.0|1|0|0.0|0|0.0|-0.001975193|-0.009075016|2|-0.080321049|-0.084933308|-0.1197834419999999|-0.040441176|1|1|0.007357977|-0.133677441|0.034752304|0.0578378779999999|-0.201027861|2|0.71274658|0.771487328|0.045376705|-0.075239398|0.834250802|0.6977404359999999|0|-0.069725333|0.373935381|-35.30075748|-36.22202792|4.461204261000001|0.1194205|62.03846573|-18.81719677|2.317577542|0.0|-18.33860051|44.38364879|0.482579989|2107.092939|827.4861275000001|-7.526878708|6.41473183|12.39753333|4342.827698|-257.0399733|8.161620868|1.0|1.0|1.0|2.17|23.0|4.51|54.46|95.45|1.0|24.0|3.0|-5.77|312.37|0.0|1.0|1.0|3.44|-4.45|0.0174|3.5600000000000005e-05|0.0111|3.43|0.0|0.0|3.87e-09|1.21e-06|-0.04186|4746.0|3.17|-990.6320386|-990.6006645|935.47|279.92|0.5156|0.56258|0.51802|0.1355|-0.18105|1916.0|-990.522307|3.0386|191.0|6719.0
14ad_a23|0.0|0|1|0.0|0|3.3437482860000003|-0.00790478|-0.028065075|2|0.118047355|-0.4663820279999999|-0.05348283|-0.031279567|2|2|0.009675528|0.2086248289999999|-0.143336826|-0.253318853|-0.376350719|2|0.7763406840000001|0.7830067820000001|0.165157698|-0.050707765|0.8356326820000001|0.7317531540000001|1|-0.085840335|0.224009311|-42.29008971|-61.35364811|24.18091285|0.112868365|80.67170209999999|-43.85199724|17.28310144|114.237062|-30.226481300000003|85.20135045|0.46995189|3209.330728|2339.533586|-15.14887177|8.661363236|16.34071148|7308.229822|-108.4705382|23.84770234|0.0|0.0|1.0|3.49|26.0|4.03|123.48|133.27|1.0|34.0|6.0|-6.68|471.53|0.0|0.0|0.0|3.39|-5.08|0.000753|8.22e-06|0.0038799999999999|3.52|0.0|0.0|2.49e-08|1.17e-05|-0.06925|3.3867|2.99|-1858.957788|-1858.942973|1287.26|366.09|0.4106|0.6956600000000001|0.6956600000000001|0.4106|-0.13734|5.2331|-1858.733603|6.7584|4.0|8.3595
12am_a36|0.0|1|0|-4.723487246|2|0.0|-0.015884751|-0.297354748|2|0.122824831|-0.921315581|-0.050505733|-0.037654321|1|1|-0.007897954|0.345949079|-0.1187503719999999|-0.3344729369999999|-0.6080522279999999|1|0.647732719|0.8344566859999999|-0.0147665219999999|-0.05754717|0.885733922|0.624142499|0|-0.118101664|0.305015372|-63.19394154|-81.59051640000001|12.15249658|0.185013456|127.81651770000002|-56.3667958|8.395550408|1.038361162|-43.65752487|95.53118838|0.484558903|3230.6292780000003|2603.072527|-21.92042059|8.772646622|17.01968794|7238.033439|-398.3921535|13.94067198|1.0|0.0|1.0|0.0|17.0|4.04|78.43|130.43|1.0|34.0|8.0|-6.4|465.43|0.0|0.0|0.0|2.65|-5.07|0.00291|8.6e-06|4.0|3.86|1.0|0.0|7.24e-08|3.37e-05|-0.0569799999999999|5.2317|4.86|-1645.205296|-1645.169789|1206.77|321.15|0.4894|0.40752|0.6805100000000001|0.2987|-0.15658|5.9258|-1645.016323|8.0872|0.06|7.2218
16b_a23|0.0|0|1|0.0|1|3.418247774|-0.005139233|-0.013240238|3|0.054655144|-0.3237716519999999|-0.068280331|-0.05237763|2|2|0.011266252|0.099244509|-0.123524943|-0.224300431|-0.401493392|2|0.75524548|0.7740962779999999|0.14319927|-0.09063701|0.830577373|0.711576167|1|-0.07920267|0.2256448969999999|-37.52431601|-58.69232154|13.79443768|0.071420236|52.92522904|-43.49333918|10.22222569|100.0262487|-27.80700713|72.31582904|0.4870072789999999|3370.826124|2256.698672|-17.24735864|9.472884487|18.46592377|7575.784511|-354.1828792|13.6235075|1.0|0.0|1.0|0.0|26.0|4.1|108.26|146.03|1.0|36.0|4.0|-6.3|489.57|0.0|0.0|0.0|2.9|-5.67|0.000314|2.16e-06|0.00106|4.21|0.0|0.0|4.6200000000000003e-08|2.26e-05|-0.07352|1.6041|4.24|-1877.655481|-1877.615701|1340.35|772.92|0.3456|0.95419|0.95419|0.3456|-0.13741|9.2317|-1877.335869|14.8849|96.0|7.0191
1b_a5|0.0|1|0|0.0|0|0.0|-0.00279809|-0.061874543|2|-0.095857885|-0.111923619|0.001241264|-0.028797464|1|1|0.003708988|-0.220946861|0.019611905|0.045204303|-0.231956531|2|0.567806811|0.759794937|0.122747292|-0.054153474|0.827319059|0.558485747|0|-0.077221824|0.341795323|-39.38248661|-38.87394276|5.438378717999999|0.191171377|96.23685048|-19.56938257|2.737713392|0.769931305|-19.82538668|48.55415504|0.474445758|2171.716467|919.9167129|-7.933533473|6.11909445|11.64312636|4577.125071|-234.0649914|9.680212283|1.0|1.0|1.0|1.81|23.0|4.76|54.46|90.44|1.0|24.0|4.0|-5.99|316.33|0.0|1.0|1.0|3.38|-4.3|0.0336|4.970000000000001e-05|0.0157|3.16|0.0|0.0|4.99e-09|1.58e-06|-0.04135|4789.0|3.1|-1050.538976|-1050.506509|892.61|266.74|0.3101|0.5153800000000001|0.43728|87.0|-0.1892|2891.0|-1050.462425|4.3687|59.0|7.2291
8_a47|0.0|0|0|0.0|1|0.0|-0.007835945|-0.099564745|2|-0.087101663|-0.391797226|-0.153669322|-0.14203855|0|0|-0.007648516|-0.177626636|-0.00158075|-0.003223628|-0.4497577479999999|2|0.686795267|0.7847248109999999|-0.035681436|-0.223459904|0.842571655|0.659210804|1|-0.091482011|0.517797505|-44.09728708|-53.11155658|5.043798869|0.150243126|87.2263982|-30.83488674|2.928269795|0.0|-25.60148752|60.62152862|0.414302597|2621.772106|2217.264922|-12.06582525|6.492934319|11.08581716|6219.278078|-371.2177396|7.509972037000001|1.0|1.0|1.0|3.21|22.0|6.77|58.04|113.97|1.0|29.0|4.0|-4.79|405.85|1.0|0.0|1.0|5.03|-6.19|0.000104|6.490000000000001e-07|0.000263|5.61|0.0|0.0|5.62e-10|2.28e-07|-0.05495|3.6696|4.91|-1686.068471|-1686.0356350000002|1071.62|337.87|0.2249|0.6877800000000001|0.6877800000000001|0.2249|-0.15357|3585.0|-1685.908004|4.6281|0.05|7.3
16a_a23|0.0|0|1|0.0|1|3.411338761|-0.0054940769999999|-0.013055633|3|0.062601621|-0.302174246|-0.088255625|-0.071458049|2|2|0.01226642|0.115499047|-0.181609054|-0.335065967|-0.380779155|2|0.765869487|0.8323974470000001|0.154144584|-0.116894582|0.890165467|0.7199622309999999|1|-0.07288672|0.181301571|-26.53751114|-47.06687604|13.80568132|0.0651629059999999|42.07919382|-30.39361398|8.915071155|91.92609822|-17.13669862|65.21027197|0.49525751|2924.629647|1801.957216|-10.72715788|8.024409307|15.89802615|6552.801739|-110.9672657|18.14339594|1.0|0.0|1.0|0.0|20.0|2.52|108.26|125.79|2.0|31.0|4.0|-7.02|427.5|0.0|0.0|0.0|1.85|-4.31|0.0111|4.86e-05|0.0208|2.66|0.0|0.0|5.38e-06|0.0023|-0.0502|1.6239|2.49|-1685.913359|-1685.8794469999998|1172.0|763.49|0.2066|0.96307|0.96307|0.2066|-0.07625|11.6254|-1685.6419010000002|18.4446|39.0|7.4037
14x_a23|0.0|0|1|0.0|0|3.101221922|-0.0065692219999999|-0.111315218|2|0.05740118|-0.335030301|-0.075184011|-0.0229244|2|2|0.003906274|0.160327487|-0.073958723|-0.206574435|-0.443633823|2|0.5788469970000001|0.802520527|-0.035031888|-0.035965909|0.8668730109999999|0.558482531|1|-0.084244058|0.229141189|-46.97594633|-55.83053941|14.64350681|0.223171139|147.90081730000003|-37.00022522|9.704599953|87.28077098|-31.13207597|70.40248829|0.468120981|3071.48868|2382.851643|-14.95753786|7.777802167999999|14.62325432|6989.569075|-294.5294492|14.57194888|0.0|0.0|1.0|3.42|26.0|5.14|105.02|120.2|1.0|32.0|6.0|-6.35|447.46|0.0|0.0|0.0|4.06|-5.27|0.0009369999999999|5.41e-06|0.00242|3.78|0.0|0.0|1.17e-08|5.23e-06|-0.08216|4.0641|3.97|-1828.393372|-1828.371718|1149.42|335.63|0.3184|0.6757|0.62836|0.3057|-0.15259|5.7933|-1828.228912|8.1916|3.0|8.4949
11d_a5|0.0|1|0|0.0|0|0.0|-0.003373937|0.001099755|2|-0.125546291|-0.185566552|-0.138265707|0.01948342|1|1|0.008809179|-0.202307745|-0.12451554|-0.200646773|-0.22897714|2|0.786587307|0.783891527|-0.018747485|0.036918829|0.831190148|0.755793189|0|-0.0847408619999999|0.359644732|-40.04753555|-53.84338206|8.151092424|0.12909714|82.02685783|-34.21147402|5.179111638|0.0|-25.44574968|65.35645739|0.49396568|2540.78984|900.3825317|-11.84243331|8.920296087|17.62784804|5283.02167|-269.7929124|11.51307533|1.0|1.0|1.0|3.37|23.0|4.14|66.93|114.29|1.0|29.0|5.0|-6.47|385.46|0.0|1.0|1.0|3.28|-4.29|0.0278|5.14e-05|0.0198|3.07|0.0|0.0|2.31e-09|8.909999999999999e-07|-0.03767|4.4175|2.59|-1239.127458|-1239.093739|1154.67|301.89|507.0|0.66686|0.6533399999999999|0.2068|-0.16762|2.8731|-1238.914819|3.7008|15.0|7.8239
16f_a32|0.0|1|1|0.0|0|0.0|-0.014558301|-0.054907428|0|0.008658653|-0.77158995|-0.081644236|-0.000291262|3|3|-0.001202032|0.0151704889999999|-0.120440534|-0.211019184|-0.697693907|0|0.801401734|0.852938445|0.085125293|-0.000510986|0.899839182|0.761506727|1|-0.111152081|0.522247991|-56.53102601|-76.92280867|16.90955989|0.192724521|133.3750236|-53.23443736|11.7022626|47.24868477|-39.12230215|92.82839829|0.384656622|2772.212354|3414.006186|-17.03501995|8.79158776|14.28728752|6235.040893|-269.5356315|15.90558963|1.0|1.0|1.0|3.4|19.0|4.99|149.27|116.75|1.0|29.0|5.0|-5.99|427.54|1.0|0.0|1.0|4.05|-4.97|4.79e-05|1.07e-05|0.00457|4.11|0.0|0.0|1.7e-08|7.26e-06|-0.04997|3.6272|4.99|-1995.307736|-1995.278839|1191.55|341.82|0.2931|0.70204|0.70204|0.2931|-0.15003|3.6641|-1995.117771|4.2764|9.0|8041.0
2_a20 (SB-505124)|0.0|1|0|-0.09011519|1|0.0|-0.010175551|-0.076310057|1|0.013612077|-0.498602014|-0.177905025|-0.137383329|1|1|0.003789399|0.02072518|-0.150708132|-0.229461916|-0.520284161|1|0.827730504|0.725030162|0.082053195|-0.19681999|0.765632979|0.790275077|0|-0.117328885|0.214264156|-45.98170774|-64.55966745|15.71798823|0.230563934|126.8667205|-35.52365346|8.648749117000001|441.9400248|-25.30121848|70.87109323|0.475937029|2195.369524|1709.9571620000002|-11.58380004|5.952040367|11.3574908|4762.83693|-365.2740749|6.311425784|1.0|1.0|1.0|3.1|17.0|4.47|60.03|97.55|1.0|25.0|4.0|-5.31|335.4|0.0|1.0|1.0|3.81|-4.91|0.0019199999999999|1.22e-05|0.0040799999999999|4.27|0.0|0.0|6.070000000000002e-08|2.03e-05|-0.03717|3.6404|4.57|-1089.371784|-1089.358727|995.68|340.58|0.3267|0.69947|0.69947|0.3267|-0.14928|2.5584|-1089.201587|3.9392|169.0|6.7721
1_a3|0.0|0|0|0.0|1|0.0|-0.006053652|-0.073036903|2|-0.004409693|-0.248199745|0.038572075|0.032569462|0|0|-0.005006707|-0.007705076|0.05038525|0.08803837|-0.486774367|2|1.005427002|0.7905285390000001|-0.126299711|0.057919092|0.8457792829999999|0.943582278|1|-0.0925710269999999|0.521474118|-45.44133321|-42.54530997|3.693677623|0.2237487219999999|102.8341051|-19.55367089|1.697600903|0.0|-20.88467272|49.05980305|0.4490711529999999|2012.9704|1162.737831|-7.203984013|4.984064981|9.046658216|4510.611026|-268.4830832|6.514493077999999|1.0|1.0|1.0|0.0|16.0|1.85|77.1|91.52|2.0|22.0|4.0|-6.87|306.38|0.0|0.0|0.0|1.5|-3.3|261.0|0.000503|154.0|1.83|0.0|0.0|1.69e-06|0.000518|-53.0|5.8805|2.08|-1273.316428|-1273.290432|845.2|320.83|0.1775|0.30619|0.68912|0.0096|-0.1658599999999999|2.2332|-1273.22339|3.4319|724.0|6.1403
17a_a10|0.0|0|0|0.0|2|2.118111229|-0.004333189|0.021150127|3|-0.082914437|-0.2946568739999999|-0.093735748|0.031632653|1|1|0.01029375|-0.132166258|-0.225935253|-0.360142554|-0.275154041|2|0.7019075779999999|0.76281504|0.029106767|0.054069767|0.8044827790000001|0.673253555|1|-0.082689376|0.463842217|-39.18491085|-58.46202420000001|14.20303963|0.146175016|103.34686|-41.33310046|10.04165819|87.61514901|-27.70403316|76.48633670000001|0.4918223679999999|3154.628148|1855.293376|-11.80945728|8.621193279|16.96492079|7078.918870999999|-91.52361858|18.02431251|0.0|1.0|1.0|3.66|21.0|2.5|76.38|142.16|1.0|35.0|6.0|-7.43|468.55|0.0|1.0|0.0|2.64|-4.32|0.0986|4.74e-05|0.0222|2.43|0.0|0.0|4.74e-08|2.22e-05|-0.04641|5.5285|3.95|-1524.557372|-1524.52012|1326.24|310.84|0.2142|0.32889|0.67671|0.0867|-0.16562|4.1012|-1524.252023|5.3803|49.0|7.3098
47f_a18|0.0|0|0|0.0|1|0.0|-0.005817448|-0.034211867|0|-0.048472184|-0.477030713|0.033759227|-0.008224928|0|0|0.00531392|-0.071877686|-0.264839041|-0.3927204379999999|-0.4138670829999999|0|0.765824398|0.750610215|-0.009917608|-0.014370598|0.780474694|0.745431271|0|-0.084851044|0.375218907|-54.18475173|-72.03501774|11.75478965|0.161843119|137.3980967|-61.15474298|9.979328976|58.84834254|-46.00060733|86.11217859|0.483843526|3367.7324700000004|2343.062749|-20.90098811|10.55465562|20.44855806|7870.103594|-384.6642262|14.07716085|1.0|1.0|1.0|0.0|18.0|3.6|88.97|164.47|1.0|40.0|4.0|-6.4|541.68|0.0|0.0|0.0|2.83|-5.52|0.000421|3.01e-06|0.00163|4.52|1.0|1.0|6.04e-10|3.27e-07|-0.04439|3.0964|8.13|-1743.375413|-1743.346389|1602.99|400.42|0.5741|0.6984600000000001|0.6984600000000001|0.5741|-0.12802|3.8532|-1741.802171|4.4861|9.0|8.0458
4n_a46|0.0|0|0|0.126268818|1|2.093595994|-0.004696854|-0.036492128|0|-0.2264394139999999|-0.234842682|-0.144852516|-0.064683066|1|1|0.0042595609999999|-0.349865095|0.070558373|0.109017734|-0.369211845|0|0.741742667|0.722331115|-0.06655165|-0.088858764|0.7681452190000001|0.7427183759999999|0|-0.085838139|0.371438024|-56.80797266|-47.16810275|4.629240193|0.096854593|53.22165035|-25.91889741|2.543769935|0.0|-31.21601103|51.4039205|0.428896538|2195.786424|2116.313581|-9.374920341|5.666371466|9.921794991|4955.374473|-399.1612105|4.235817757|1.0|0.0|1.0|2.84|17.0|4.94|61.84|102.92|1.0|26.0|3.0|-5.26|343.42|0.0|1.0|1.0|3.9|-5.1|0.00129|7.95e-06|0.00273|4.41|0.0|0.0|2.14e-07|7.340000000000001e-05|-0.04044|5.7448|4.57|-1090.343872|-1090.302556|1011.66|313.65|253.0|0.41625|0.7025|0.0711|-0.16641|6.2318|-1090.151267|8773.0|5194.0|5.2845
14a_a22|0.0|0|0|0.0|0|1.646649187|-0.0050042229999999|-0.052476637|2|0.021482585|-0.280236463|-0.057308195|-0.015194063|1|1|0.005757758|0.036467904|-0.097476465|-0.165471815|-0.360663314|2|0.6819423609999999|0.7392451729999999|-0.09744639|-0.027029438|0.794858486|0.655865336|1|-0.081479363|0.490491034|-42.39063895|-55.51601021|14.49148204|0.135922381|92.61079081|-37.82586486|9.873779458|60.38977977|-28.88288575|70.33046351|0.446584227|2885.858295|2169.870866|-14.54840956|8.052850876|14.55117701|6348.976909|-273.61731430000003|14.81445329|1.0|1.0|1.0|2.86|27.0|4.31|85.59|124.05|1.0|32.0|5.0|-6.61|420.47|0.0|0.0|1.0|3.19|-4.68|0.00945|2.1e-05|0.00881|3.18|0.0|0.0|6.1e-10|2.56e-07|-0.06145|5.0653|4.98|-1368.35698|-1368.321586|1191.81|347.23|0.3051|0.45928|0.63156|0.0578|-0.15029|4.9775|-1368.13858|6603.0|38.0|7.4202
12t_a36|0.0|1|0|0.0|2|0.0|-0.00673635|-0.034194893|2|0.035510516|-0.404180985|-0.030990165|-0.0288761339999999|1|1|0.0045625|0.059266516|-0.101854847|-0.169994208|-0.436022708|1|0.902377067|0.829598864|-0.009662203|-0.050788309|0.878510663|0.857993338|0|-0.100615514|0.318666358|-48.97252784|-67.01551397|11.7409283|0.166244358|110.727965|-44.63604995|7.820109571000001|0.417511887|-32.61842026|77.32343502|0.48189543|2771.211293|2320.375227|-15.94144641|7.960344391|15.36435856|5936.009091|-377.2113003|10.30792105|1.0|0.0|1.0|0.0|17.0|2.45|69.2|133.52|1.0|31.0|4.0|-6.33|409.49|0.0|1.0|0.0|2.4|-4.57|0.0102|2.6600000000000003e-05|0.0109|3.47|0.0|0.0|4.38e-08|1.7899999999999998e-05|-0.05302|3.8844|3.87|-1311.585049|-1311.552739|1208.04|337.89|0.4297|0.69297|0.70313|0.0155|-0.15088|5.9081|-1311.349439|7.9104|8.0|8.0969
11d_a31|0.0|1|0|0.0|1|0.0|-0.017317263|-0.116385886|0|0.016799834|-0.848545873|-0.092360393|-0.078235092|2|2|-0.006496772|0.026806221|-0.096447723|-0.153894316|-0.574318121|0|0.819298311|0.822077662|-0.057505249|-0.13169885|0.868115289|0.78396996|0|-0.134048091|0.197166451|-82.05480081|-82.06512842|21.07078977|0.414787184|253.9354598|-50.24081482|12.89967697|91.25756269|-50.23449218|98.8237718|0.4816588089999999|2532.447962|2039.207676|-15.29068277|7.885647873|15.21323794|5420.356537|-222.5622569|16.75864338|1.0|1.0|1.0|2.83|16.0|4.03|125.57|102.13|1.0|27.0|6.0|-6.4|385.44|0.0|0.0|1.0|3.34|-4.2|0.00128|6.26e-05|0.0241|3.17|0.0|0.0|5.83e-07|0.000225|-0.03404|3.8009|4.87|-1598.7152199999998|-1598.671315|1077.69|326.2|0.2642|703.0|703.0|0.2642|-0.15822|3.1919|-1598.546288|4.6622|0.03|7.5229
14ac_a23|0.0|0|1|-9.994971573|0|2.7104403130000003|-0.011656739|-0.4422550999999999|2|0.016532702|-0.66443411|0.0518788009999999|0.043387326|2|2|-0.004445662|0.068237909|-0.069765112|-0.287952039|-0.562985112|2|0.5562570379999999|0.7797862459999999|0.1374474|0.054652466|0.834426845|0.537271445|1|-0.097100967|0.300389872|-66.72452104|-73.32014595|12.70997824|0.068856366|51.99287907|-55.36344264|9.597200637|0.327656318|-50.3831402|87.75911516|0.489147172|3695.344378|3417.45156|-25.07023818|8.122941134|15.90074614|9203.543798|-464.8074813999999|14.43896921|1.0|0.0|1.0|3.34|26.0|8.36|105.02|130.29|1.0|38.0|10.0|-5.84|547.48|1.0|0.0|0.0|5.43|-6.65|2.69e-05|2.24e-07|0.000123|5.35|0.0|2.0|9.25e-10|5.06e-07|-0.08813|4.0014|4.93|-2304.001319|-2303.9786940000004|1285.58|341.32|0.3209|0.6408|0.69962|0.2391|-0.15055|6.3004|-2303.819891|8.6341|4.0|8.3851
4S4l_a46|0.0|0|0|0.171853072|1|2.155247543|-0.004736212|-0.075241716|1|-0.067419714|-0.255755434|-0.060895366|-0.161358058|1|1|0.006162668|-0.1012114369999999|0.0071939419999999|0.010799648|-0.3888343979999999|1|0.7940662409999999|0.726535412|-0.001318857|-0.229089688|0.762625193|0.7936534740000001|0|-0.084663086|0.213675946|-49.45536962|-46.10883478|3.888872426|0.105217893|57.30330315|-25.11158939|2.117940478|0.0|-26.93416438|49.6055056|0.469439238|2166.052483|1744.8220399999998|-8.862913904|5.668394116|10.68377935|4920.211524|-411.6630752|3.496670823|1.0|1.0|1.0|3.19|17.0|5.02|50.94|105.77|1.0|26.0|3.0|-5.23|347.45|0.0|1.0|1.0|4.08|-5.11|0.00182|7.78e-06|0.0027|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|-0.02015|5.2929|4.99|-1092.753999|-1092.727031|1040.96|299.38|0.2586|0.57885|0.6763600000000001|0.0614|-0.17632|2.5083|-1092.543641|2.8473|261.0|6.5834
3c_a12|0.0|0|0|0.0|1|0.0|-0.009252756|-0.058516436|2|-0.14679559|-0.379362977|-0.008931246|-0.056537396|1|1|-0.001825446|-0.267255164|-0.116098308|-0.211367878|-0.545592465|1|0.923855679|0.826033688|-0.0461654159999999|-0.10295082|0.888353608|0.859899236|0|-0.099327724|0.242114395|-36.28720467|-50.25579322|6.688634392000001|0.156144506|79.00277721|-25.42738988|3.384177297|0.0|-18.35985151|61.16334136|0.427357986|2186.344105|1139.340748|-8.698843907999999|6.231995392999999|10.88288188|4629.005722|-207.9738085|10.90754815|1.0|1.0|0.0|2.78|17.0|2.25|78.41|98.16|1.0|23.0|4.0|-6.18|319.38|0.0|0.0|1.0|2.76|-4.0|0.0194|9.940000000000002e-05|0.0318|2.91|0.0|0.0|1.67e-07|5.3200000000000006e-05|-0.07463|3.9848|2.56|-1327.498519|-1327.471862|894.36|345.72|0.4687|0.43415|0.68067|0.1193|-0.14572|1.6035|-1327.4004710000002|2.3061|0.02|7699.0
3k_a32|0.0|1|1|0.0|1|0.0|-0.005745086|-0.001250803|0|-0.047167919|-0.270019022|-0.0902541999999999|-0.077097565|3|3|0.002509816|-0.084055305|-0.050938823|-0.090775221|-0.5265375529999999|0|0.816196288|0.779649252|-0.127713677|-0.129124455|0.8306695270000001|0.7681279190000001|1|-0.090839907|0.31016741|-40.10830541|-51.21653025|6.970844822|0.122251759|68.92687468|-28.87643819|3.930238317|0.0|-22.61349991|58.16707081|0.472646737|2392.3436100000004|1970.06814|-9.40163104|6.153598893|11.6688363|5259.698672|-316.3794102|6.9505405620000005|1.0|1.0|1.0|3.48|19.0|5.78|110.94|105.36|1.0|25.0|3.0|-5.01|366.5|0.0|0.0|1.0|4.75|-5.61|3.3600000000000004e-05|2.47e-06|0.000904|4.97|0.0|0.0|5.86e-08|2.15e-05|-0.05321|3.5363|3.81|-1750.164914|-1750.1383649999998|1022.89|350.6|0.3082|0.70268|0.70268|0.3082|-0.14667|3.2233|-1750.0122420000002|5689.0|9.0|8.0605
5g_a40|0.0|0|0|0.0|1|1.534673091|-0.016033575|-0.190406197|0|-0.0602779129999999|-0.5611751220000001|0.122088541|-0.091116241|2|2|-0.012008571|-0.104356485|0.07917206|0.137067086|-0.4748772539999999|0|0.795454476|0.818555255|0.006643696|-0.1312278909999999|0.882781953|0.7733200179999999|1|-0.14338431|0.245639795|-72.93994279|-68.05025116|11.83520323|0.32227256|152.9506864|-32.29667648|5.616992201|0.0|-34.61732609|80.22859145|0.488538966|2054.810452|593.8133184|-11.10198254|6.193485364|12.10939827|4358.890754999999|-232.8857705|12.1783403|0.0|0.0|1.0|1.96|14.0|2.5|115.96|78.2|3.0|21.0|5.0|-6.6|301.32|0.0|0.0|1.0|2.01|-3.37|0.0174|0.000426|128.0|2.17|0.0|0.0|0.0013|391.0|-0.0540299999999999|3.48|4.02|-1328.055803|-1328.015099|800.98|356.27|261.0|0.6563|0.6563|261.0|-0.14505|4.9132|-1327.982732|6.7957|123.0|6.9101
47i_a18|0.0|0|0|0.0|1|0.0|-0.006882626|-0.066917145|0|-0.037689885|-0.440488042|0.073977454|-0.040514277|0|0|0.000427479|-0.057689282|-0.106018078|-0.162274487|-0.499939719|0|0.742536498|0.744472118|-0.064085904|-0.068524374|0.7842882870000001|0.727767462|0|-0.089609068|0.279553995|-54.34379065|-62.41153158|6.787641686000001|0.196924826|137.1555392|-43.46880696|4.727502734|82.81385171|-37.84973202|68.954317|0.487446923|2795.907966|1333.332089|-17.10248143|9.573882864|18.67881257|6353.6617320000005|-502.6804099|6.542785417999999|1.0|1.0|1.0|0.0|18.0|2.8|85.29|134.83|1.0|33.0|3.0|-6.36|440.54|0.0|0.0|1.0|2.5|-4.78|0.0029|1.67e-05|0.00735|3.7|0.0|0.0|1.04e-09|4.6e-07|-0.05062|3.2321|7.37|-1416.260696|-1416.233978|1297.7|383.61|0.5085|0.69175|0.69175|0.5085|-0.13237|2.7749|-1415.944522|3.5235|19.0|7.7212
13b_a6|0.0|1|0|0.0|1|0.0|-0.011206134|-0.0265090529999999|1|0.060593678|-0.6051312529999999|-0.104663349|-0.064811009|1|1|-0.00194781|0.100281317|-0.10896749|-0.180339002|-0.490758329|1|0.850080948|0.7788169070000001|-0.029988734|-0.11338525|0.8370824240000001|0.8013954109999999|0|-0.112915801|0.202093555|-61.06841733|-74.04643339|21.00828557|0.2242827939999999|147.0772097|-48.5571926|13.77653618|554.4007331|-40.04664055|87.39962829999999|0.408780634|2821.72831|2587.000662|-17.48058934|9.087172635|15.37022155|6000.952027|-337.3706117|13.35319491|1.0|1.0|1.0|2.85|23.0|4.32|95.85|116.79|1.0|31.0|5.0|-6.1|409.44|0.0|0.0|1.0|3.45|-4.99|0.0012699999999999|1.02e-05|0.00417|3.8|0.0|0.0|9.77e-10|4e-07|-0.0525799999999999|4.8494|4.04|-1350.0903970000002|-1350.061187|1167.21|341.35|0.7846|0.58026|0.7006600000000001|0.2461|-0.14898|10.8032|-1349.898848|13.5746|174.0|6.7595
