molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|n6aHRing|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|pIC50|pIC50
9c_a31|0.0|0|0|3.410619646|0.0|0|1|0.610135804|0.0|-0.013082561|5.733341277|-0.055520387|0.03482906|0.0|-0.6933757159999999|-0.003618466|-0.1047269419999999|10.311698300000002|-0.062737615|2|2|-0.000813398|-0.138799714|0|-0.108617754|0.8856644770000001|0.770283733|0|0.6746901059999999|0.287455956|-65.84728287|-81.63444414|19.30758668|153.5739377|0.325309894|207.3144829|-0.035867334|0.670716706|-1.7933667130000002|-41.96335759|-22.85764436|2592.448925|429.9685721|-1142.882218|2242.189942|0.329283294|8.188627935|0.837843885|5658.985169|-728.3394714|34.07943198|1703.9715989999995|583.9691392000001|15.58581614|1.0|1.0|1.0|2.0|3.66|16.0|5.64|1.08|2.0|108.16|0.0|1.0|8.0|-5.23|5.0|0.0|-4.16|0.00233|0.0277|3.1|0.0|0.0|5.79e-08|2.31e-05|-0.03249|3849.0|-1618.157698|-1618.115927|691.3|1147.93|322.12|0.2554|322.12|588.58|0.7007399999999999|0.7007399999999999|-1617.892493|1.3617|-0.19224|6.3768|6.3768
12w_a30|0.0|0|0|0.0|0.0|0|2|0.604983445|0.0|-0.007019432|5.351858133|-0.0316452179999999|0.044197531|0.0|-0.372029919|0.002431329|0.028815747|10.31162873|-0.04950715|1|1|0.001805829|-0.0493878409999999|1|-0.080971844|0.889479916|0.711738503|0|0.8522163970000001|0.4274948739999999|-52.53307388|-65.85056003|10.59162334|82.06520565|0.147783603|101.3366249|-0.037237182|0.8077976990000001|-1.824621925|-36.02242934|-25.53389062|2999.810425|584.3729039|-1251.160641|2783.769563|0.192202301|8.063690539|0.8230829059999999|6888.291006999999|-857.9327732|31.60926388|1548.85393|685.6665849999999|9.923109661|0.0|1.0|0.0|1.0|4.63|17.0|5.11|3.79|2.0|137.3|0.0|1.0|5.0|-6.58|4.0|0.0|-6.04|0.000123|0.0004269999999999|5.12|0.0|0.0|1.58e-08|7.39e-06|-0.05682|3.5585|-2494.966575|-2494.932002|716.83|1211.28|348.42|0.2639|244.87|577.06|0.31353|0.68423|-2494.743475|2.4229|-0.20755|7821.0|7821.0
47n_a18|0.0|0|0|0.0|0.0|0|1|1.251175627|0.0|-0.007614955|4.844187086|-0.057061805|0.032169312|0.0|-0.609196374|0.000271488|-0.003276575|10.94702025|-0.048404296|0|0|0.001705837|-0.172015161|0|-0.083719099|0.726888951|0.711628292|0|0.792429396|0.288989992|-65.43887366|-75.24728669|8.759783644|61.29571241|0.207570604|171.2889916|-0.031974244|0.783921929|-2.4620167580000003|-54.00070374|-26.38541222|3349.802294|653.9193397999999|-2031.676741|2052.393389|0.216078071|10.43689152|0.932611327|7909.580851999999|-1676.556573|33.65821422|2591.682495|1306.125688|11.20011508|1.0|0.0|1.0|3.0|4.69|18.0|3.67|2.72|3.0|162.18|1.0|1.0|13.0|-6.02|4.0|0.0|-5.24|0.000511|0.00308|4.1|0.0|1.0|1.7500000000000002e-10|9.44e-08|-0.0525299999999999|3.2028|-1743.3283440000002|-1743.299948|879.92|1565.37|387.11|0.5056|387.11|799.02|0.6914600000000001|0.6914600000000001|-1740.5852670000002|2.4754|-0.18391|7.1938|7.1938
10_a1|0.0|0|0|3.261363142|0.0|0|0|1.435871163|0.0|-0.014135827|4.727387819|-0.23385288|0.037578348|0.0|-0.621976404|-0.012672753|-0.020225596|10.94957578|0.010430299|1|1|-0.0106277489999999|-0.019835038|1|0.017498337|0.783467165|0.658433571|0|0.669963758|0.126889306|-65.97424138|-61.93104798|8.34295348|212.8090837|0.330036242|186.6625065|-0.045402319|0.8340962559999999|-1.861495069|-37.31383317|-25.67872721|2432.447088|378.9193385|-1052.827816|1768.2330920000002|0.165903744|7.376231317999999|0.850732895|5192.858899|-595.4602985|30.78628757|1262.237791|433.2550452|8.725415617000001|1.0|0.0|0.0|2.0|3.0|23.0|4.86|2.78|2.0|99.61|0.0|1.0|4.0|-4.98|5.0|0.0|-4.73|0.00372|0.00673|3.64|0.0|0.0|9.53e-09|3.42e-06|-0.06802|3.4067|-1223.159954|-1223.125689|585.51|979.35|363.94|0.6754|363.94|464.77|0.70345|0.70345|-1222.969096|5.3861|-0.20378|5.8239|5.8239
12b_a40|0.0|0|0|0.0|0.0|1|0|0.604989475|1.713497417|-0.004650218|5.4161004020000005|-0.011794908|0.04020202|0.747253086|-0.158107422|0.00779293|0.107454819|10.31197236|-0.1537981269999999|2|2|0.004452418|0.023952313|0|-0.227384615|0.7818091140000001|0.522580798|1|0.955647156|0.2160572999999999|-37.05091872|-42.67442006|6.17734692|80.72126798|0.044352844|25.26281742|-0.0338355829999999|0.856829717|-1.048903063|-21.10373336|-19.27231874|2462.878448|544.3244990000001|-597.4418808999999|860.5059425000001|0.143170283|8.132984007000001|0.979579799|5933.385347|-340.29531769999994|22.49258909|697.2702616|370.3261123|5.872257692000001|0.0|1.0|0.0|0.0|3.26|20.0|6.58|5.07|2.0|101.78|0.0|1.0|2.0|-7.71|2.0|0.0|-7.11|8.09e-06|3.2500000000000004e-05|6.68|0.0|1.0|4.08e-09|1.7e-06|-0.08279|3407.0|-3016.999329|-3016.9868100000003|576.38|960.94|363.91|306.0|363.91|490.5|0.69476|0.69476|-3016.927883|4.5528|-0.22546|7.3979|7.3979
A8301_a51|0.0|0|0|0.0|0.0|1|0|1.197963627|1.700610355|-0.00449765|4.727387819|-0.028789626|0.039058957|1.987294898|-0.242873103|0.00740124|-0.012770742|10.31321735|-0.1227504419999999|1|1|0.007083041|-0.0357324579999999|2|-0.21474885|0.750630149|0.7234449559999999|1|0.934739895|0.339244706|-35.90764428|-50.67621589|5.293803823|36.55933899|0.065260105|42.37868986|-0.032775831|0.854959635|-1.6387915469999998|-23.3177516|-21.28401067|2799.106729|607.0025787000001|-1064.200534|2461.663545|0.145040365|6.890532887999999|0.922911768|6401.6494600000005|-691.0718926|24.89475504|1244.737752|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|3.49|27.0|5.5|3.35|2.0|129.04|0.0|1.0|5.0|-6.6|3.0|0.0|-5.93|0.000105|0.000495|5.02|0.0|0.0|4.12e-10|1.74e-07||||||||||||||||7.9208|7.9208
11_a33|0.0|1|1|3.221176304|0.0|0|0|0.609352951|0.0|-0.008708023|5.6869753560000005|-0.039406316|0.034984568|1.979284901|-0.32219686|-0.003303432|0.143981643|10.31100126|-0.008908194|3|3|-0.00103193|-0.122478641|0|-0.014463304|0.921896958|0.781083337|1|0.857287241|0.229250542|-34.4118011|-50.94714637|16.37099833|45.43139569|0.142712759|69.3240686|-0.030847481|0.552878386|-1.048814353|-16.71585694|-14.98445481|2220.315582|416.4353629|-509.4714637|979.349175|0.447121614|5.24049311|0.8772525659999999|4880.001461|-247.4805685|27.10262364|921.4892038|335.4799765|17.16740584|1.0|1.0|1.0|1.0|3.19|19.0|5.77|0.89|0.0|89.77|0.0|1.0|3.0|-5.48|4.0|0.0|-4.38|0.00109|0.0136|3.28|0.0|0.0|5.92e-07|0.000194|-0.05806|3.5049|-1669.324638|-1669.304085|506.55|858.89|353.74|0.5408|353.74|378.1|0.70381|0.70381|-1669.202327|3.1406|-0.19938|8.3188|8.3188
12aa_a36|0.0|0|0|3.4172704080000003|0.0|0|2|1.297043479|0.0|-0.011588438|5.351858133|-0.135770278|0.042560386|0.0|-0.672129428|-0.006653538|0.010538281|10.95446449|-0.013898809|1|1|-0.004569485|-0.052743904|1|-0.023185884|0.888163057|0.849217847|0|0.688945241|0.4679233379999999|-72.94175494|-80.19356964|16.1504726|132.3194611|0.3110547589999999|212.7097172|-0.04126187|0.731335741|-2.228140982|-49.88002793|-28.21625599|2928.7759760000004|471.12395210000005|-1523.677823|2418.848273|0.2686642589999999|8.05947774|0.812554922|6438.603019|-1041.942197|38.58180913|2083.417693|689.2886595|15.99256772|0.0|0.0|0.0|3.0|4.83|17.0|1.92|1.28|1.0|131.85|0.0|1.0|6.0|-3.52|5.0|0.0|-3.45|129.0|152.0|1.55|0.0|0.0|7.19e-07|0.000305|-0.05111|3.8899|-1401.662677|-1401.617177|701.99|1183.76|318.73|0.4446|318.73|520.19|0.6931|0.6931|-1401.389257|3.5904|-0.20829|8.0458|8.0458
10_a32|0.0|1|1|3.294952523|0.0|0|0|0.6094207629999999|0.0|-0.016404762|5.733341277|-0.087497559|0.03995614|2.067772926|-0.771023817|-0.0064007569999999|-0.028431775|10.31100271|-0.047619048|3|3|-0.00369116|-0.1260956869999999|0|-0.079818594|0.915639476|0.764217655|1|0.7622839570000001|0.266552538|-54.55170955|-75.59866726|15.91131724|57.97512956|0.237716043|146.8439966|-0.038939628|0.6946347429999999|-1.7133436169999998|-33.69815077|-24.0541214|2649.882742|470.8845962|-1058.381342|2980.525719|0.305365257|7.079344111|0.81769605|5842.926058|-653.7924168|34.62844557|1523.651605|513.9156315|15.50900878|0.0|1.0|1.0|2.0|3.56|19.0|5.64|0.88|1.0|107.14|1.0|1.0|7.0|-6.04|5.0|0.0|-4.41|0.000366|0.0155|3.23|0.0|0.0|1.0300000000000001e-07|4.13e-05|-0.05434|3.6441|-1916.668776|-1916.631761|654.7|1086.09|340.24|0.2983|340.24|533.89|0.70228|0.70228|-1916.460049|2.4919|-0.2052199999999999|8.1427|8.1427
12an_a36|0.0|0|0|3.489959714|0.0|0|2|0.6294007110000001|0.0|-0.0070293469999999|5.351858133|-0.046532211|0.042739018|0.0|-0.407702102|0.00285431|-0.131674913|10.33556631|-0.031635802|1|1|0.003710345|-0.07550872|1|-0.055405405|0.885733922|0.855081905|0|0.836440154|0.270501913|-49.67568778|-71.0446809|11.69727417|82.43567331|0.163559846|110.5140393|-0.036995649|0.783512615|-1.997765039|-33.56484523|-24.99720254|2881.978785|565.1654879|-1349.848937|2399.367452|0.216487385|8.773001855|0.8042935809999999|6162.848939|-912.0652916|31.9040205|1722.817107|725.9470896|10.65623343|0.0|1.0|1.0|2.0|4.85|17.0|3.33|2.51|1.0|135.47|0.0|1.0|6.0|-4.85|4.0|0.0|-4.51|0.0061|0.0132|3.19|0.0|0.0|8.95e-08|3.83e-05|-0.05561|3.7872|-1670.452238|-1670.417726|718.98|1215.98|327.38|0.6702|239.49|571.76|0.44822|0.69094|-1670.182102|4.3963|-0.21035|7.3979|7.3979
14i_a23|0.0|1|1|0.0|0.0|2|0|1.197963212|3.2692375460000003|-0.010148243|5.351858133|-0.130330047|0.0432555559999999|0.7151570629999999|-0.558153376|0.002243702|-0.018541856|10.31321758|-0.026731172|2|2|0.002496501|-0.017918675|2|-0.04255066|0.864206467|0.7333675390000001|1|0.777952733|0.266320368|-60.8283953|-66.02703063|14.65077903|324.811841|0.222047267|151.83084580000002|-0.039760909|0.7780956840000001|-2.027806362|-41.59306642|-27.18760085|3097.406945|531.9462982|-1386.567643|2447.1741030000003|0.221904316|8.107659819|0.915894552|7030.347905|-948.103263|34.94120504|1782.001457|693.3423458|13.18112713|0.0|1.0|0.0|2.0|3.56|26.0|2.57|2.28|1.0|128.38|1.0|1.0|6.0|-5.21|5.0|0.0|-4.39|0.00278|0.0183|2.46|0.0|0.0|1.11e-07|5.03e-05|-0.08025|3.6931|-1798.64228|-1798.608335|715.68|1224.02|335.72|0.3639|335.72|580.74|0.55606|0.55606|-1798.371346|5.9563|-0.23121|8.4622|8.4622
9g_a24|0.0|0|0|2.931798469|0.0|1|0|1.427608366|1.7647373919999998|-0.00106361|5.283203728999999|0.001126633|0.0279797979999999|0.0|-0.0425444|0.0144065739999999|0.070915465|10.96318169|-0.02471184|2|2|0.013119312|-0.0273623029999999|2|-0.045107345|0.859302479|0.657503038|0|0.8671367529999999|0.383340003|-32.080056199999994|-32.49188065|9.283063574|174.88817269999998|0.132863247|65.73938109|-0.021297745|0.4819264479999999|-0.788016565|-15.87288497|-10.53790724|2123.257348|429.0504306|-389.9025677|1196.910121|0.518073552|6.124370267000001|0.746821416|4355.725609|-192.9198181|21.8662148|809.0499476|341.3207334|16.76589519|1.0|0.0|1.0|1.0|2.8|22.0|2.91|0.64|0.0|87.53|0.0|1.0|3.0|-2.49|4.0|1.0|-3.09|977.0|247.0|1.37|0.0|0.0|3.720000000000001e-07|0.000113|-0.03585|4.2802|-984.5891383|-984.5565078|524.03|879.99|289.67|0.2444|236.07|400.47|0.4227399999999999|0.64993|-984.447764|2.9691|-0.21391|7.1675|7.1675
12bd_a36|0.0|0|0|3.497517322|0.0|0|2|1.297043358|0.0|-0.006695407|5.351858133|-0.045630197|0.04625323|0.0|-0.4017244129999999|0.003676818|-0.030990165|10.94639828|-0.0288761339999999|1|1|0.0045625|-0.101854847|1|-0.047786573|0.833398429|0.857993338|0|0.832478093|0.279020022|-46.92083391|-65.65179884|11.7156452|83.92365468|0.167521907|110.578217|-0.035521445|0.78244124|-1.989200921|-30.9716039|-23.44707102|2772.776922|549.5039111000001|-1313.035977|2403.371086|0.21755876|8.050812711|0.905749421|5957.939097|-866.7115819|29.96655829|1678.127264|729.1873176|10.14142465|0.0|0.0|0.0|2.0|4.95|17.0|3.76|2.45|1.0|133.68|0.0|1.0|5.0|-4.54|4.0|1.0|-4.6|0.0117|0.0102|3.41|0.0|0.0|4.55e-08|1.86e-05|-0.05236|3544.0|-1311.591775|-1311.560669|706.26|1200.23|349.84|0.4467|319.66|568.94|0.69411|0.7044100000000001|-1311.291779|5.7533|-0.19826|7.7696|7.7696
15b_a10|0.0|0|0|0.0|0.0|1|1|1.3438370730000002|2.145379897|-0.002413027|5.4161004020000005|0.024214591|0.033219955|2.0455289690000003|-0.149607679|0.011484257|-0.082365722|10.92966694|-0.058911857|1|1|0.011928706|-0.174170642|2|-0.104250125|0.83320417|0.7199249390000001|1|0.921918974|0.697099355|-31.76194123|-50.44100799|10.94939968|43.96642219|0.078081026|53.52386591|-0.024105015|0.670236374|-1.398090862|-21.77253505|-16.52377848|2716.468606|631.9674549|-958.3791518|2603.829652|0.329763626|6.6940006620000005|0.706711759|6105.426726|-656.9605906|24.65365821|1429.912176|766.4127559|12.09059037|1.0|1.0|1.0|0.0|3.61|21.0|4.34|2.14|1.0|123.73|0.0|1.0|7.0|-4.35|5.0|1.0|-4.64|0.0185|0.00943|3.49|0.0|0.0|6.609999999999999e-09|2.73e-06|-0.04734|3.7625|-1317.766641|-1317.736865|721.17|1231.3|329.52|0.3575|215.17|587.53|0.46711|0.68906|-1317.429772|4.7752|-0.20313|7.0706|7.0706
7c_a10|0.0|0|0|0.0|0.0|1|1|1.343178184|2.1219657030000003|-0.00375251|5.4161004020000005|0.012145872|0.039433962|1.798334646|-0.206388032|0.01006918|-0.033792245|10.92926158|-0.066271289|1|1|0.0107756969999999|-0.12177839|2|-0.105104647|0.84177174|0.6952665379999999|1|0.906276489|0.487148112|-29.66615908|-51.2378943|16.04055193|87.99694927|0.093723511|54.79389751|-0.0223398779999999|0.52630639|-1.139333798|-17.34382833|-13.06063972|2616.8970870000003|529.8395322|-666.0926258|1881.379304|0.47369361|6.703148323|0.8781281320000001|6034.895823|-389.4200163|24.81565867|1265.598592|611.4957509|15.7764728|1.0|1.0|1.0|0.0|3.48|21.0|4.59|1.99|1.0|113.07|0.0|1.0|4.0|-4.44|5.0|1.0|-4.69|0.0139|0.00793|3.46|0.0|0.0|1.66e-08|6.4e-06|-0.04004|3.8357|-1259.011598|-1258.985004|635.47|1102.43|323.24|0.4049|228.47|488.89|0.41348|0.68708|-1258.744382|3.9465|-0.20059|5.4191|5.4191
2_a1|0.0|0|0|0.0|0.0|1|1|1.348828131|2.233384354|-0.004621682|5.4161004020000005|-0.014296455|0.0409444439999999|0.0|-0.175623923|0.001576763|-0.0619710709999999|10.9520472|0.101798469|1|1|0.003205156|-0.145015842|1|0.1766333219999999|0.8571146190000001|0.5574897879999999|0|0.808210065|0.220315042|-28.32386891|-35.17029414|5.135384136|6.281701359|0.191789935|87.29479691|-0.026492726|0.6944040029999999|-0.927245426|-12.89184641|-12.05838656|1884.85038|367.8635872|-422.0435297|1378.496713|0.305595997|5.2823820260000005|0.6619695520000001|3920.383175|-192.096651|17.36508791|607.7780769999999|299.6692382|8.075415099999999|1.0|0.0|1.0|0.0|2.91|17.0|4.0|2.49|0.0|79.77|0.0|1.0|2.0|-3.06|3.0|1.0|-3.78|243.0|0.0466|2.76|0.0|0.0|6.64e-07|0.000185|-0.02966|4.0877|-920.2093796|-920.184721|489.42|807.98|303.31|0.2991|303.31|355.79|0.7007899999999999|0.7007899999999999|-920.078239|3.5853|-0.19826|5.2366|5.2366
12am_a36|0.0|0|0|3.340519946|-4.723487246|0|2|1.240140551|0.0|-0.015884751|5.351858133|-0.297354748|0.044036281|0.0|-0.921315581|-0.011700732|-0.050505733|10.9602097|-0.037654321|1|1|-0.007897954|-0.1187503719999999|1|-0.05754717|0.885733922|0.624142499|0|0.814986544|0.305015372|-63.19394154|-81.59051640000001|12.15249658|128.69607109999998|0.185013456|127.81651770000002|-0.045928425|0.788334835|-2.480134939|-43.65752487|-31.72964526|3230.6292780000003|563.0333297999999|-1713.4008440000002|2603.072527|0.211665165|8.772646622|0.940085891|7238.033439|-1183.702712|40.24894481|2173.44302|672.4630346|13.94067198|0.0|1.0|0.0|2.0|4.81|17.0|3.31|2.04|2.0|130.43|0.0|1.0|7.0|-5.2|8.0|0.0|-5.07|0.00291|4.0|3.86|1.0|0.0|7.24e-08|3.37e-05|-0.0569799999999999|3.8606|-1645.205296|-1645.169789|714.21|1206.77|321.15|0.4894|236.99|562.14|0.40752|0.6805100000000001|-1644.952145|5.9258|-0.21356|7.2218|7.2218
6f_a40|0.0|0|0|0.0|0.0|1|1|0.604893424|1.750582483|-0.01691341|6.401917197|-0.156988665|0.038309179|0.737582436|-0.8287570679999999|-0.009302776|0.075227997|10.30179966|-0.190617284|2|2|-0.008368734|0.048543494|0|-0.268802228|0.896373207|0.742681934|1|0.655786513|0.363785804|-86.21963207|-83.88605319|10.2782635|207.7174501|0.344213487|221.1408856|-0.052228625|0.8628087240000001|-2.350288117|-55.39203581|-33.55442128|3021.330686|421.31181889999993|-1509.948957|3072.581297|0.137191276|6.993991456|0.69723213|7328.308886|-970.0707913999998|38.88975659|1750.039046|593.503189|8.892225517|0.0|1.0|1.0|2.0|4.05|14.0|3.66|1.1|1.0|124.54|1.0|3.0|5.0|-6.95|5.0|0.0|-4.64|5.18e-05|0.0105|3.09|1.0|0.0|0.0002109999999999|0.0967|-0.08982|2.57|-2426.972609|-2426.924155|668.95|1139.55|482.43|0.2362|346.89|507.64|0.66642|0.69911|-2426.725129|6.2384|-203.0|7.3768|7.3768
14y_a23|0.0|1|1|0.0|0.0|2|0|1.197960595|3.3149940630000003|-0.005875443|5.351858133|-0.022719307|0.046678487|0.731397292|-0.2996475999999999|0.009174505|-0.051539811|10.31321795|-0.031435038|2|2|0.007229683|-0.069023218|2|-0.049318182|0.8668730109999999|0.64069202|1|0.925252932|0.2271539169999999|-39.9727336|-55.74067298|13.00274534|39.66769923|0.074747068|51.68445972|-0.034303507|0.78322549|-1.612264842|-27.63946733|-23.71943531|3096.562257|639.7735629|-1114.8134599999998|2336.815247|0.21677451|8.213390641|0.948293868|7320.809595999999|-770.8467102999999|30.28429949|1423.362076|665.6233736|11.42772654|0.0|1.0|1.0|1.0|3.41|26.0|4.64|3.99|2.0|130.3|0.0|1.0|5.0|-6.77|4.0|0.0|-6.13|8.18e-05|0.000354|4.83|0.0|0.0|2.6899999999999996e-09|1.29e-06|-0.08374|3.6413|-2549.104894|-2549.091817|713.1|1217.48|340.49|444.0|340.49|585.2|0.61338|0.61338|-2548.8917260000003|4.8799|-0.2331599999999999|8.4225|8.4225
7_a27|0.0|0|0|0.0|0.0|2|0|1.40247849|3.330197625|-0.00601016|4.727387819|-0.050197188|0.049625|1.280380317|-0.288487667|0.010291744|-0.096754293|10.93773474|-0.056500475|1|1|0.010596392|-0.19575909|2|-0.08694032|0.8546689820000001|0.62067794|1|0.85111414|0.358145768|-34.09779211|-47.44936449|8.475438874|10.66993367|0.14888586|83.57286704|-0.0300556429999999|0.763564713|-1.352503929|-19.13983132|-16.87088515|2334.058688|477.7488532|-759.1898319000001|1497.873267|0.236435287|6.446345598|0.875167537|5082.120742|-426.1497425|22.09489892|994.2704516|479.0078184|8.106228264|0.0|1.0|1.0|0.0|3.24|21.0|3.32|2.88|0.0|102.36|0.0|1.0|3.0|-4.06|4.0|1.0|-4.28|0.0299|18.0|3.02|0.0|0.0|2.43e-07|8.4e-05|-0.04887|4.1205|-1122.455548|-1122.433757|606.74|1016.96|300.9|0.4179|300.9|505.5|0.61278|0.61278|-1122.249324|4.2487|-0.2162099999999999|9.0|9.0
19g_a38|0.0|0|0|3.229090845|0.0|0|2|1.297044182|0.0|-0.008497058|5.351858133|-0.117921811|0.042419753|0.0|-0.458841138|-0.006877664|-0.009881824|10.96052467|-0.046735135|1|1|-0.004358975|-0.098027247|1|-0.076414544|0.892249657|0.632625562|0|0.7200062690000001|0.5322242429999999|-54.62049927|-72.29378538|14.52522351|137.56612280000002|0.279993731|177.181631|-0.038842708|0.719941993|-1.942135378|-34.56416368|-24.57988703|2897.384301|455.6240763999999|-1228.994351|2506.378649|0.280058007|6.327835378|0.836356715|6631.17356|-777.7146399000001|34.14148263|1707.074131|593.6088758|14.48726605|1.0|1.0|1.0|3.0|4.82|17.0|3.55|2.78|1.0|125.65|0.0|1.0|5.0|-4.25|5.0|0.0|-4.33|0.0238|0.0196|2.88|0.0|0.0|7.599999999999999e-08|3.19e-05|-0.05479|3.6887|-1431.419426|-1431.386981|638.82|1104.29|336.12|0.2285|234.97|475.84|0.3937|0.69982|-1431.186566|5.0677|-0.20748|7.3778|7.3778
13g_a6|0.0|0|0|3.457632039|0.0|0|0|1.424099171|0.0|-0.006574579|4.727387819|0.004767264|0.043020833|1.648997541|-0.381325604|-0.002407131|0.073394284|10.95053423|-0.080022038|1|1|-0.000644109|-0.12414699|2|-0.144664763|0.832753533|0.789769968|1|0.871972049|0.2141642839999999|-51.67543048|-64.02222283|12.28038897|68.57626488|0.128027951|89.14285747|-0.0323525729999999|0.7357333540000001|-1.747038966|-35.98038956|-22.52633766|2929.039254|607.1336751|-1216.422234|3916.754765|0.264266646|7.968172425|0.7999971709999999|6332.20768|-846.9662551000001|30.61752948|1653.346592|744.1359788|12.48355309|1.0|1.0|1.0|2.0|3.61|27.0|5.41|1.13|2.0|128.63|0.0|0.0|6.0|-5.56|5.0|0.0|-5.06|0.0012|0.0038|3.7|0.0|0.0|2.67e-11|1.15e-08|-0.07536|3.2472|-1386.611265|-1386.573241|739.55|1253.71|381.82|0.8442|207.09|592.49|0.38325|0.7034100000000001|-1386.3020800000002|10.1708|-0.20806|6.9245|6.9245
4R4l_a46|0.0|0|0|0.0|0.171853072|1|1|1.134637095|2.155247543|-0.004736212|5.587248657999999|-0.075241716|0.049498645|0.0|-0.255755434|0.0066560469999999|-0.060895366|10.94631401|-0.161358058|1|1|0.006162668|0.0071939419999999|1|-0.229089688|0.762625193|0.7936534740000001|0|0.896653672|0.208818132|-49.12015477|-45.96797819|3.844966512|177.33836430000002|0.103346328|56.0891211|-0.02989332|0.8782984840000001|-1.524559305|-26.65896664|-16.223992300000003|2165.83681|486.6405745|-827.4236073|1766.0974600000002|0.121701516|5.669819400000001|0.8412270820000001|4923.057044|-449.0673625|18.4720714|942.0756413|579.2365607|3.474304058|1.0|1.0|1.0|1.0|3.92|17.0|4.64|3.06|1.0|105.77|0.0|1.0|3.0|-5.28|3.0|1.0|-5.11|0.00182|0.0027|4.49|0.0|0.0|9.980000000000001e-08|3.47e-05|-0.0212699999999999|4.1152|-1092.75416|-1092.728268|584.44|1038.78|301.29|0.1678|266.65|498.78|0.40548|0.67823|-1092.4898449999998|2.1973|-0.19602|6.8633|6.8633
12bg_a36|0.0|0|0|3.434779148|0.0|0|2|1.29692796|0.0|-0.0076819|5.351858133|-0.044573523|0.044197531|0.0|-0.414822602|-0.001012333|-0.060117593|10.95885259|-0.0206090089999999|1|1|-0.00097037|-0.101451485|1|-0.033696875|0.892249657|0.771220556|0|0.840610352|0.543472602|-51.74990566|-70.42534258|13.44952052|107.3347739|0.159389648|109.3374477|-0.036959207|0.747867728|-1.847960372|-35.49918495|-25.35312333|2925.402039|576.6383913|-1267.656166|2915.548359|0.252132272|7.549463377|0.860310096|6753.439903|-869.5815023|33.900544700000005|1695.0272350000002|661.6709012|13.35534589|0.0|1.0|0.0|2.0|4.75|17.0|3.99|2.99|2.0|133.77|0.0|1.0|5.0|-5.08|4.0|1.0|-5.18|0.00372|0.00295|3.93|0.0|0.0|1.74e-08|7.83e-06|-0.0542299999999999|3.8944|-2152.13793|-2152.104584|703.94|1186.75|318.36|0.4409|318.36|554.7|0.69395|0.69395|-2151.914954|6.6844|-0.21166|7.8239|7.8239
3m_a32|0.0|1|1|3.575728458|0.0|0|0|0.609420748|0.0|-0.006290106|5.733341277|-0.017268778|0.03962963|2.175099216|-0.3082152019999999|-0.000514191|-0.084132138|10.31100268|-0.078038283|3|3|0.000822186|-0.04918838|0|-0.126422018|0.872498916|0.6672533589999999|1|0.798023273|0.317009723|-50.60363458|-56.15082133|8.029854976000001|92.61088121|0.201976727|120.7751424|-0.027127559|0.674468222|-1.220740175|-30.25923462|-16.22134838|2588.590536|477.1904954|-729.9606772999999|2363.601309|0.325531778|7.0752395770000005|0.882303773|5724.714257|-436.4914018999999|24.05057475|1082.275864|554.9424306|11.00984957|0.0|1.0|1.0|1.0|3.51|19.0|7.02|1.74|2.0|110.36|0.0|1.0|3.0|-5.94|4.0|0.0|-4.86|0.000449|0.00547|3.57|0.0|0.0|4.190000000000001e-08|1.65e-05|-0.05731|3.5749|-1863.502681|-1863.46877|641.52|1073.31|346.82|0.2952|346.82|484.34|0.7026600000000001|0.7026600000000001|-1863.279862|5082.0|-0.2056599999999999|7.6383|7.6383
