molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SssssC|NaasN|nAHRing|BCUTs-1|SaasN|AATSC1c|SRW07|AATSC1s|JGI4|SaaaC|ATSC1c|AATSC1are|MATS8i|BCUTi-1|AATSC8d|n5aRing|n5aHRing|AATSC1pe|MATS1i|n6aHRing|MATS8d|SIC2|GATS1pe|nFaHRing|RASA|PBF|PNSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|FNSA4|FNSA1|FNSA2|WNSA3|PNSA4|GRAVp|TASA|PNSA2|MOMI-Z|FPSA1|GeomRadius|GeomShapeIndex|GRAV|WNSA2|DPSA4|DPSA2|Mor01p|PPSA5|CYP2D6 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Num. of Aromatic heavy atoms|Log Po/w Silicos-IT Log P|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|BBB|Log S (ESOL)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|pIC50|pIC50
43_a18|0.0|0|0|0.0|0.0|0|2|1.251175234|0.0|-0.005099385|4.844187086|-0.01369899|0.033734062|0.0|-0.397752066|0.002712865|0.031746165|10.94702053|-0.032429984|0|0|0.003801459|-0.140532044|0|-0.0579590709999999|0.7458234990000001|0.712848727|0|0.852344887|0.3439906129999999|-54.49271386|-63.87648583|5.35147222|0.66443384|0.147655113|114.6724699|-0.0311212229999999|0.8743733490000001|-2.302970476|-42.32033664|-24.16948112|3172.923606|661.9512957999999|-1788.541603|1579.614523|0.125626651|10.01438533|0.930331529|7428.282915000001|-1389.023915|27.64206062|2045.512486|1228.492038|5.5863235410000005|1.0|0.0|1.0|2.0|4.54|18.0|4.5|3.7|3.0|160.76|0.0|1.0|9.0|-6.45|3.0|0.0|-5.96|0.00018|0.000554|5.1|0.0|1.0|2.52e-10|1.28e-07|-0.04949|3.2233|-1611.621186|-1611.598032|843.1|1493.25|384.65|0.5429|384.65|702.4|0.6926800000000001|0.6926800000000001|-1611.126246|3.0482|-0.18145|6.2041|6.2041
8b_a12|0.0|0|0|0.0|0.0|0|1|1.283836078|0.0|-0.012630509|0.0|-0.1676879319999999|0.03977208|0.0|-0.618894925|-0.010117477|-0.036536396|10.95438057|-0.1090955359999999|0|0|-0.007926474|0.003898807|1|-0.183648492|0.792160599|0.856390139|0|0.740926309|0.4384536329999999|-60.97837482|-67.44287685|6.513753986|319.0086845|0.259073691|149.9096134|-0.045608374|0.888936354|-2.097985204|-35.28434152|-26.39069094|2388.888334|428.7273481000001|-1213.971783|1437.536303|0.111063646|6.373278096|0.926552694|5217.318476|-702.4489440000001|29.68794201|1365.645333|510.3677388|5.416912474|1.0|1.0|1.0|2.0|4.11|18.0|3.11|2.23|1.0|110.58|0.0|1.0|4.0|-4.1|4.0|0.0|-4.01|28.0|0.0346|2.76|0.0|0.0|3.56e-08|1.26e-05|-0.0589|3.7446|-1159.405202|-1159.365835|611.93|1020.47|331.1|0.3179|293.37|460.08|0.53425|0.57773|-1159.188228|4.2554|-0.21184|6.58|6.58
12a_a5|0.0|0|0|2.981252568|0.0|0|1|1.338814635|0.0|-0.00166971|5.209486153|0.043132749|0.023108466|0.0|-0.09350376|0.00873078|-0.114419442|10.94553751|-0.032601907|1|1|0.008649556|-0.057691345|2|-0.063558439|0.829536345|0.741588813|0|0.894590896|0.337539208|-36.01436435|-41.59124655|5.032443973|13.74268646|0.105409104|64.77671525|-0.026030816|0.746785093|-1.353602454|-22.13179066|-15.99663329|2524.410428|549.7500455|-831.8249311000001|899.5599904|0.253214907|8.741980056000001|0.844187448|5294.775577|-511.1786804|21.42066499|1113.8745800000002|650.3600841|8.814051518|1.0|1.0|1.0|1.0|3.06|23.0|5.12|2.17|1.0|119.38|0.0|1.0|5.0|-4.27|4.0|1.0|-4.59|0.0205|0.00977|3.38|0.0|0.0|1.4800000000000003e-09|5.660000000000001e-07|-0.04076|4.1610000000000005|-1202.02622|-1201.990542|667.31|1140.24|297.97|0.4794|264.55|508.81|0.50831|0.67169|-1201.750315|2.5642|-0.21228|7.7212|7.7212
4o_a46|0.0|0|0|0.0|0.160026534|1|1|1.13463699|2.138144369|-0.000627744|5.587248657999999|0.042766097|0.043320988|0.0|-0.032014955|0.010870588|-0.203025042|10.93828256|-0.06855792|1|1|0.010144781|-0.018058762|1|-0.09492635|0.8176134690000001|0.6418406720000001|0|0.950732618|0.372146122|-35.54402423|-36.03345669|5.332434441|5.821925821000001|0.049267382|27.01882145|-0.021901697|0.7510206490000001|-1.051281434|-19.49276784|-12.01115223|2195.436986|521.3931342|-576.535307|1705.3950960000002|0.248979351|5.527567399|0.855222204|4966.476822|-316.1788552|15.99310518|767.6690487000001|544.7877262000001|5.972929428|0.0|1.0|1.0|0.0|3.73|17.0|4.77|2.72|1.0|103.66|0.0|1.0|2.0|-4.91|3.0|1.0|-4.87|0.00422|0.0045899999999999|4.06|0.0|0.0|5.5e-08|1.88e-05|-0.04627|4.3255|-1070.456878|-1070.428722|581.59|1022.29|286.64|0.1598|286.64|501.08|0.6843|0.6843|-1070.223416|3.4494|-0.22909|6.7905|6.7905
12q_a36|0.0|0|0|3.453150038|0.0|0|2|1.29701394|0.0|-0.00761082|5.351858133|-0.043678703|0.042804233|0.0|-0.410984299|0.0005016269999999|-0.0651906459999999|10.9598352|-0.0433009009999999|1|1|0.0010871589999999|-0.103922055|1|-0.074349074|0.8839272779999999|0.8065052890000001|0|0.82911927|0.324924033|-49.18227989|-68.5549152|12.00048565|82.68142965|0.17088073|110.4712541|-0.038175515|0.768692389|-1.908775752|-31.79544084|-24.67976947|2786.514757|536.0103834|-1233.988474|2380.245597|0.231307611|7.546533709|0.947876484|6040.52496|-797.7508892000001|32.10617123|1605.308562|629.5017194000001|11.60375275|0.0|0.0|0.0|2.0|4.74|17.0|3.35|2.51|1.0|128.76|0.0|1.0|5.0|-4.44|4.0|1.0|-4.59|0.0151|0.0106|3.31|0.0|0.0|6.65e-08|2.77e-05|-0.05602|3.8653|-1692.544456|-1692.5102989999998|683.51|1148.35|320.77|0.4239|236.72|531.58|0.39919|0.6863199999999999|-1692.3116350000005|4.6718|-0.2126199999999999|8.2218|8.2218
7c_a8|0.0|0|0|3.17138259|0.0|1|0|1.400027586|1.4416758790000002|-0.007509694|4.844187086|-0.025233184|0.043533333|0.0|-0.382994379|0.00325576|-0.0450662909999999|10.94670214|-0.118915929|1|1|0.004301963|-0.047874|1|-0.196826366|0.795846675|0.6881348629999999|0|0.848923958|0.292274414|-50.34151168|-56.2991566|19.18974586|49.43944876|0.151076042|94.73836511|-0.03366688|0.626902145|-1.6160102369999998|-31.56868845|-21.11218373|2716.5013510000003|532.3522286|-1013.384819|2162.326414|0.373097855|7.700542366|0.971698707|6013.168519|-635.4840877|33.67700028|1616.4960130000002|572.8089095|20.10370648|1.0|1.0|1.0|1.0|3.44|23.0|4.22|1.82|1.0|112.76|0.0|1.0|5.0|-5.0|5.0|0.0|-4.67|0.00399|0.00851|3.37|0.0|0.0|1.73e-08|6.91e-06|-0.07472|3.1406|-1331.8206369999998|-1331.793312|662.05|1116.53|394.78|275.0|269.17|579.97|0.62361|0.70321|-1331.567632|12.0073|-0.20658|4.7307|4.7307
16_a31|0.0|0|0|3.096824452|0.0|0|1|0.61013894|0.0|-0.020181753|5.733341277|-0.186617888|0.042528736|0.0|-0.726543099|-0.017017891|-0.00795845|10.31170095|0.06214876|2|2|-0.0125582419999999|-0.053194463|0|0.0980869569999999|0.8948140790000001|0.8944757390000001|0|0.546450126|0.29485045|-66.9420327|-70.82239128|17.63615984|130.369865|0.4535498739999999|213.694252|-0.050105055|0.73080436|-1.653466811|-31.54036284|-23.60746376|2071.962924|257.4650715|-779.0463041|1212.615438|0.26919564|5.521618837|0.747554032|4387.049328|-367.0549296|32.30339751|1066.012118|280.39844320000003|13.04390063|1.0|0.0|1.0|2.0|3.2|16.0|3.8|0.78|0.0|80.57|0.0|2.0|2.0|-4.36|4.0|0.0|-3.6|0.0131|0.0762|2.32|0.0|0.0|1.16e-05|0.00347|-0.0318899999999999|3.6596|-1308.242314|-1308.202828|503.18|818.1|338.79|0.2534|338.79|369.73|0.70108|0.70108|-1308.113026|3.7419|-0.1842|7.0458|7.0458
5_a15|0.0|0|0|0.0|0.0|0|0|1.419941043|0.0|-0.008878343|0.0|-0.044921287|0.035982906|0.0|-0.54157893|0.000420839|-0.0156037999999999|10.95880662|0.0118220069999999|0|0|0.003194793|-0.187421793|2|0.020920163|0.74438723|0.7950674740000001|0|0.8740541479999999|0.743577162|-45.57134103|-73.61131563|24.25353664|119.95308020000002|0.125945852|93.65193084|-0.0273088679999999|0.5089899720000001|-1.583914356|-33.88634094|-20.30656983|2940.77098|649.9369163|-1177.78105|2179.757502|0.491010028|7.795174584|0.946094849|6656.720346|-875.7848531999999|39.89581513|2313.9572780000003|779.0599798999999|27.05181494|1.0|1.0|1.0|1.0|3.79|24.0|4.92|2.0|3.0|127.97|0.0|1.0|8.0|-6.16|6.0|0.0|-5.66|0.000304|0.000967|4.86|0.0|0.0|2.25e-10|9.970000000000001e-08|-0.03714|3.6257|-1470.816175|-1470.779775|737.16|1272.84|341.96|291.0|286.35|629.67|0.62664|0.70244|-1470.487858|4.3576|-0.18553|7.8861|7.8861
15_a15|0.0|0|0|0.0|0.0|0|1|1.435688991|0.0|-0.006378587|0.0|-0.031457366|0.029814815|0.0|-0.395472407|0.001806571|0.000676845|10.95980315|0.0020555079999999|0|0|0.003766915|-0.173728081|2|0.003774415|0.7725348679999999|0.796300317|0|0.8972060479999999|0.7028760070000001|-41.11675625|-60.51136736|13.71976186|142.8140301|0.102793952|68.29723829999999|-0.031405332|0.702544178|-1.821509261|-27.31834743|-20.86598874|3027.719888|596.1118717|-1210.227347|2868.890383|0.297455822|6.673906339|0.772181523|7039.747576999999|-804.0860746000001|29.700607300000005|1722.635223|830.7967967000001|13.48441779|1.0|1.0|0.0|1.0|4.04|24.0|4.33|2.52|2.0|138.24|0.0|1.0|6.0|-6.32|4.0|0.0|-6.1|0.000214|0.000357|5.32|0.0|0.0|1.27e-09|5.7e-07|-0.03786|2582.0|-1450.7538470000002|-1450.725355|700.82|1265.55|480.19|0.4459|335.38|573.46|0.67524|0.70572|-1450.398033|1.6365|-0.1475|6.9626|6.9626
4c_a46|0.0|0|0|0.0|0.139403726|1|1|1.134637091|2.137504882|-0.005085922|5.587248657999999|-0.048990529|0.0440307329999999|0.0|-0.300069396|0.010177371|-0.051150771|10.94298307|-0.068256579|1|1|0.010040825|-0.056422062|1|-0.0976963169999999|0.761921603|0.65145414|0|0.890777395|0.305199509|-40.22007179|-55.2981278|8.799732282999999|35.22734468|0.109222605|69.02325225|-0.029688832|0.840753785|-1.662574604|-25.41708422|-18.76186479|2455.604167|562.9269925|-1050.664428|2487.942529|0.159246215|7.172412106|0.8211086059999999|5571.088357|-663.9676426|22.31552819|1249.669579|696.2528933|5.378517586|0.0|1.0|1.0|0.0|4.09|17.0|5.11|3.4|2.0|115.03|0.0|1.0|5.0|-5.55|4.0|1.0|-5.28|0.00109|0.00207|4.63|0.0|0.0|2.39e-08|9.32e-06|-0.04381|4.1026|-1245.4159619999998|-1245.392965|683.75|1176.07|302.21|0.2296|227.16|617.56|0.42391|0.6986600000000001|-1245.114575|4.1039|-0.21466|5.6972|5.6972
28_a47|0.0|1|1|0.0|0.0|1|0|1.4201653580000002|1.408016295|-0.009689834|4.727387819|-0.23494583|0.038387534|1.121067445|-0.436042548|-0.013020816|-0.00496711|10.95058275|0.0467853809999999|1|1|-0.010153352|-0.046265509|2|0.074217097|0.896193695|0.614975047|1|0.605349345|0.310094808|-67.33744077|-63.47150284|15.50250691|365.2310214|0.394650655|234.5873429|-0.038135461|0.65225927|-1.601689367|-40.02656804|-22.66839387|2616.1598940000003|359.8303775|-952.0725426|1337.037733|0.34774073|7.864990866|0.8964208090000001|5633.990508|-565.9287905|34.75365534|1459.653524|428.5826478|18.79929562|1.0|1.0|1.0|2.0|3.08|21.0|2.49|1.67|1.0|99.2|0.0|1.0|5.0|-3.67|6.0|0.0|-3.66|0.0816|0.0824|1.97|0.0|0.0|1.2099999999999998e-07|4.59e-05|-0.05471|3675.0|-1335.759232|-1335.722248|599.88|995.5|337.37|0.2996|337.37|461.73|0.69002|0.69002|-1335.571655|6.0847|-0.2052|7.6|7.6
6a_a31|0.0|0|0|3.3855253210000003|0.0|0|1|0.610184884|0.0|-0.01694403|5.6869753560000005|-0.181987023|0.0357275129999999|0.0|-0.779425376|-0.013930701|-0.0225412779999999|10.31170939|-0.026103465|2|2|-0.010591881|0.0006473469999999|0|-0.0436046509999999|0.848080284|0.803505125|0|0.57216168|0.259133072|-77.60012959|-74.23718620000001|20.08876284|157.9971748|0.42783832|251.216265|-0.045153913|0.6927462990000001|-1.896464366|-45.56491046|-26.51328079|2713.694431|335.9594356|-1113.557793|1671.917893|0.307253701|7.516549303|0.916923952|5908.282843|-653.8540772999999|38.27271371|1607.453976|479.200937|18.29245122|1.0|1.0|1.0|2.0|3.42|22.0|4.68|1.13|1.0|104.73|0.0|1.0|4.0|-5.22|5.0|0.0|-4.34|0.00238|0.0178|2.8|0.0|0.0|1.11e-07|4.3200000000000007e-05|-0.05563|3.5428|-1613.34153|-1613.295461|607.79|1028.95|349.96|0.6404|349.96|447.66|0.70416|0.70416|-1613.1416|7.7514|-0.19843|5.9586|5.9586
8_a15|0.0|0|0|0.0|0.0|0|0|1.419941362|0.0|-0.009853404|0.0|-0.044406425|0.039181287|0.0|-0.5025236129999999|1.7800000000000002e-05|-0.010146469|10.95880707|-0.014489333|0|0|0.003160815|-0.203104439|1|-0.025923166|0.742680335|0.8105478740000001|0|0.853896482|0.381651497|-41.7821007|-69.07571287|19.65860939|104.8781037|0.146103518|85.31489861|-0.028969856|0.519427411|-1.419522941|-24.39801408|-16.91650111|2393.276181|498.6196971|-828.9085544|1919.535904|0.480572589|6.093505548|0.638601279|5306.2234530000005|-484.0283816000001|32.56759415|1595.8121130000002|532.0914339999999|20.72712321|1.0|1.0|1.0|1.0|3.14|18.0|3.9|1.96|2.0|104.74|0.0|1.0|7.0|-5.25|5.0|1.0|-4.81|0.00206|0.00562|4.24|0.0|0.0|2.69e-08|9.86e-06|-0.02723|3.7426|-1223.704913|-1223.687714|598.84|1050.15|331.28|251.0|279.58|538.51|0.5128|0.70524|-1223.463981|1.1415|-0.18303|6.9666|6.9666
6_a3|0.0|0|0|0.0|0.0|0|0|0.605016564|0.0|-0.008934536|4.727387819|-0.106234254|0.038650794|2.000787282|-0.330577816|-0.007540435|0.05584062|10.3116226|0.032782484|1|1|-0.006696449|0.020589494|2|0.055002252|0.8632654590000001|0.773152968|1|0.783322023|0.556539611|-52.01903278|-49.23401228|5.449560482000001|236.2008316|0.216677977|108.118071|-0.037726468|0.80281499|-1.282699916|-25.95647951|-18.8247694|2196.107822|390.8623623|-640.0421597|1899.385061|0.19718501|5.498222293|0.633675574|4992.54948|-319.3685142|23.4484528|797.2473951000001|353.7528308|7.485963593999999|1.0|1.0|1.0|1.0|3.05|21.0|4.96|2.11|1.0|95.5|0.0|1.0|2.0|-5.44|3.0|0.0|-4.87|0.00124|0.00455|3.79|0.0|0.0|3.28e-08|1.11e-05|-0.06529|3.3963|-1731.735113|-1731.7043199999998|524.88|884.88|365.05|0.1997|212.74|366.93|0.3369|0.69323|-1731.602363|2.8131|-0.21179|5.7501|5.7501
14x_a23|0.0|1|1|0.0|0.0|2|0|1.197963189|3.101221922|-0.0065692219999999|5.351858133|-0.111315218|0.04314059|0.6753138120000001|-0.335030301|0.003379755|-0.075184011|10.31321817|-0.0229244|2|2|0.003906274|-0.073958723|2|-0.035965909|0.8668730109999999|0.558482531|1|0.7768288609999999|0.229141189|-46.97594633|-55.83053941|14.64350681|42.44114495|0.223171139|147.90081730000003|-0.034056109|0.722211323|-1.6006371069999998|-31.13207597|-22.56979253|3071.48868|514.8229467|-1060.780249|2382.851643|0.277788677|7.777802167999999|0.880126802|6989.569075|-703.0042792|31.25095356|1468.794817|597.2903597999999|14.57194888|0.0|1.0|0.0|1.0|3.42|26.0|4.2|3.78|2.0|120.2|0.0|1.0|5.0|-5.68|6.0|0.0|-5.27|0.0009369999999999|0.00242|3.78|0.0|0.0|1.17e-08|5.23e-06|-0.08216|3.6941|-1828.393372|-1828.371718|675.21|1149.42|335.63|0.3184|305.07|537.48|0.6757|0.62836|-1828.168422|5.7933|-0.23475|8.4949|8.4949
16i_a32|0.0|1|1|3.352437091|0.0|0|0|0.6094207429999999|0.0|-0.0146198339999999|5.733341277|-0.075706124|0.0439583329999999|2.078707411|-0.7748511779999999|-0.003511776|-0.104899053|10.31100265|0.006037736|3|3|-0.001202032|-0.120440534|0|0.009897928|0.8829894|0.761506727|1|0.801494708|0.5368697929999999|-56.03343427|-75.01027196|14.59730623|90.08098301|0.198505292|129.7354415|-0.036726892|0.718964113|-1.836344582|-36.62130242|-24.00328703|2770.767996|523.8261846|-1200.164351|3450.514629|0.281035887|6.848009314|0.836873682|6355.471589|-784.3813651|33.38593207|1669.296604|636.0251562999999|13.79800742|0.0|1.0|1.0|2.0|3.75|19.0|6.25|1.34|3.0|116.75|1.0|1.0|8.0|-7.03|5.0|0.0|-5.09|3.96e-05|0.0035|4.19|0.0|0.0|4.01e-08|1.7100000000000002e-05|-0.05044|3.6176|-1995.307733|-1995.279632|692.96|1175.51|342.72|0.2857|342.72|573.38|0.70222|0.70222|-1995.055356|3353.0|-0.2002|8.2596|8.2596
8c_a12|0.0|0|0|0.0|0.0|0|1|1.283851303|0.0|-0.0104125509999999|0.0|-0.055163114|0.038787879|0.0|-0.447739674|-0.004211843|-0.036504737|10.95472932|-0.07003012|0|0|-0.00160589|-0.210669119|2|-0.130288596|0.8425863029999999|0.845077891|0|0.840397446|0.239216075|-34.19075142|-52.04233846|10.00357546|83.24714315|0.159602554|81.4415307|-0.038245644|0.764449832|-1.529825767|-17.44675795|-19.51587692|2190.852814|428.8355831|-780.6350769|1245.6132289999998|0.235550168|5.670223821|0.8957467170000001|4610.945152|-398.3402139|25.52931025|1021.17241|390.0159026|9.621493319|1.0|0.0|1.0|1.0|3.91|18.0|2.81|2.02|0.0|98.07|0.0|1.0|3.0|-3.47|5.0|1.0|-3.72|107.0|0.0598|2.5|0.0|0.0|7.24e-08|2.28e-05|-0.06706|3.8341|-1022.77302|-1022.750382|551.66|909.19|323.37|466.0|284.38|402.43|0.53657|0.67318|-1022.613451|1.7305|-0.2227699999999999|7.3979|7.3979
28_a20|0.0|0|0|0.0|0.0|1|0|1.417203216|1.837209467|-0.006492092|4.727387819|-0.114439513|0.0396875|1.650185059|-0.363557127|0.002234763|0.0313932529999999|10.94963925|-0.039965901|1|1|0.002695258|-0.016955137|3|-0.06654421|0.812553182|0.690655217|1|0.7817507370000001|0.3962228229999999|-57.59898971|-60.85602167|9.799649234|318.7453661|0.218249263|145.66665480000003|-0.035068957|0.773641727|-1.823585765|-38.44343857|-23.40616218|2865.917291|521.7658603|-1217.120433|2449.815677|0.226358273|7.587188177000001|0.8826648009999999|6348.941881000001|-812.3457521|30.25452396|1573.2352460000002|684.5377542|11.12858789|1.0|1.0|1.0|1.0|3.45|27.0|3.93|1.73|1.0|122.8|0.0|1.0|5.0|-4.42|5.0|0.0|-4.43|0.0159|0.0156|2.68|0.0|0.0|1.57e-09|6.590000000000001e-07|-0.06242|3.5798|-1368.363151|-1368.32781|704.42|1198.32|346.35|0.2354|258.81|531.85|0.50352|0.4701899999999999|-1368.085242|3.5284|-0.21814|6.5935|6.5935
9a_a36|0.0|0|0|3.4090209280000003|0.0|0|2|1.297044807|0.0|-0.007853595|5.351858133|-0.046964839|0.040166667|0.0|-0.41624054|0.0034852859999999|-0.078488872|10.96066876|-0.06502499|1|1|0.00484375|-0.12019672|1|-0.1177413269999999|0.842671963|0.79302567|0|0.826559623|0.204819754|-45.04449811|-66.44342306|14.47407729|49.52042402|0.1734403769999999|106.0201967|-0.039929147|0.7638345870000001|-1.956528182|-27.53468726|-24.40778806|2682.572663|505.25728260000005|-1195.981615|2167.77208|0.236165413|7.546661564|0.828482664|5693.562367|-731.0766269999999|31.95428497|1565.759963|578.2841135|11.92833382|0.0|0.0|0.0|1.0|4.69|17.0|3.04|2.02|1.0|120.94|0.0|1.0|5.0|-3.71|5.0|1.0|-3.99|0.0753|0.0391|2.66|0.0|0.0|5.26e-07|0.0002009999999999|-0.05044|3.8677|-1252.802159|-1252.77514|648.41|1092.66|320.56|0.4811|320.56|495.18|0.68682|0.68682|-1252.578886|5.7274|-0.20969|7.8861|7.8861
47k_a18|0.0|0|0|0.0|0.0|0|1|1.25117623|0.0|-0.0067578909999999|4.844187086|-0.0605329409999999|0.033777778|0.0|-0.5135996820000001|0.003047962|-0.02822032|10.94702256|-0.008576013|0|0|0.00493127|-0.279965025|0|-0.014398731|0.753132457|0.737517943|0|0.8309354040000001|0.3533268229999999|-51.59195677|-69.77479556|11.91029894|20.66242736|0.169064596|133.5242222|-0.030255779|0.7153044209999999|-2.208671853|-40.74641317|-23.89547793|3245.964586|656.2580564|-1744.369889|2009.418849|0.284695579|9.777177947|0.877042091|7575.637462000001|-1377.672426|33.40602576|2438.639881|1167.054827|14.46395816|1.0|1.0|1.0|2.0|4.66|18.0|2.39|2.82|3.0|154.86|1.0|1.0|11.0|-5.84|4.0|0.0|-5.33|0.000742|0.0023899999999999|4.26|1.0|1.0|3.6099999999999997e-09|1.85e-06|-0.04359|3.0948|-1664.756029|-1664.728002|842.29|1492.36|400.63|0.5920000000000001|400.63|793.48|0.69823|0.69823|-1664.2657390000002|4.1818|-0.17135|7.5376|7.5376
13_a10|0.0|0|0|0.0|0.0|1|1|1.343837907|2.091672336|-0.0057715859999999|5.4161004020000005|-0.055497169|0.038726287|1.794073077|-0.259721373|0.00384732|-0.002128014|10.9296146|-0.001592366|1|1|0.003791547|-0.017015286|2|-0.002671425|0.84680169|0.736686715|1|0.818027691|0.4676169839999999|-47.88975806|-41.62089688|6.168030793|174.7319717|0.181972309|91.99711608|-0.030119651|0.7144943490000001|-1.234905671|-24.21093442|-15.22715739|2261.82488|413.5584641|-624.3134531000001|1630.880014|0.285505651|5.069505473|0.816739845|4941.066161|-315.62515|21.31179541|873.7836118999999|422.96706330000006|9.595006108|1.0|0.0|1.0|1.0|3.02|21.0|3.52|1.88|0.0|97.14|0.0|1.0|2.0|-3.76|4.0|1.0|-4.1|0.0576|0.0258|2.76|0.0|0.0|2.49e-07|8.170000000000001e-05|-0.05022|3.8419|-1065.874094|-1065.839441|550.83|926.41|322.72|0.3905|212.63|376.77|0.34881|0.68386|-1065.68351|3.6904|-0.20959|6.7959|6.7959
13a_a5|0.0|0|0|2.931642415|0.0|0|0|1.393002748|0.0|-0.006081807|4.59511985|-0.033436214|0.023989899|0.0|-0.328417593|0.002355511|-0.139517787|10.94530369|-0.025324157|1|1|0.003196482|-0.035005746|2|-0.048575318|0.857293078|0.720100768|0|0.7667501609999999|0.470564031|-57.31787843|-54.03141848|10.77696869|126.2663658|0.233249839|150.1663914|-0.0279752339999999|0.598791539|-1.426736914|-36.90128585|-18.01047283|2657.14588|493.6342317|-918.5341141|1314.232685|0.401208461|8.571729592999999|0.854865353|5628.9694|-591.3528349999999|30.07803494|1533.979782|620.5697596|18.10134317|1.0|1.0|1.0|2.0|3.07|23.0|4.39|0.95|2.0|114.18|0.0|1.0|8.0|-3.77|5.0|0.0|-3.74|0.0675|0.0734|2.19|0.0|0.0|1.26e-09|5.02e-07|-0.05534|4.2107|-1313.167422|-1313.126035|688.18|1160.81|294.45|0.5953|267.87|567.51|0.41806|0.50037|-1312.907813|3.3414|-0.22898|7041.0|7041.0
14p_a23|0.0|1|1|0.0|0.0|2|0|1.197963748|3.3252287430000003|-0.005975594|5.351858133|0.006191846|0.045165485|0.733042138|-0.310730878|0.009895793|-0.060144819|10.31321773|-0.053921569|2|2|0.009266617|-0.0686282459999999|2|-0.090287278|0.8683808959999999|0.669357479|1|0.923455749|0.223758613|-42.52653933|-54.50240143|14.91710363|40.58186569|0.076544251|51.64167457|-0.033660197|0.751638299|-1.615689464|-28.69113861|-22.70933393|3010.721939|623.0226425|-1090.0480289999998|2170.5738260000003|0.248361701|9.014073839|0.868927227|6696.264498|-735.4165088|30.21311441|1450.229492|646.2584547|12.86362369|0.0|1.0|1.0|1.0|3.48|26.0|3.4|2.39|1.0|125.0|0.0|1.0|5.0|-5.68|5.0|0.0|-4.9|0.0009109999999999|0.00554|3.3|0.0|0.0|3.39e-08|1.4800000000000002e-05|-0.09046|3.5752|-1722.181612|-1722.152257|699.61|1191.08|346.79|0.3802|346.79|573.24|0.6816|0.6816|-1721.933314|7.4033|-0.2382|8.5302|8.5302
12w_a36|0.0|0|0|3.3131307480000003|-4.750262163|0|2|1.24014105|0.0|-0.015825416|5.351858133|-0.297354748|0.041555556|0.0|-0.917874106|-0.011700732|-0.041402825|10.96020797|-0.010726574|1|1|-0.007897954|-0.1187503719999999|1|-0.016393443|0.8792981679999999|0.624142499|0|0.828363244|0.532980165|-62.34080876|-79.88912835|15.15285952|112.947763|0.171636756|123.23411609999998|-0.041210062|0.70536279|-2.225343322|-44.76031023|-29.58856606|3230.870697|594.7596206000001|-1597.782567|2602.5207|0.29463721|8.365472166|0.8769828040000001|7418.252264|-1147.197876|41.94801097|2265.1925920000003|672.4630346|19.62970663|0.0|1.0|0.0|2.0|4.82|17.0|3.31|2.04|2.0|130.43|0.0|1.0|7.0|-5.2|8.0|0.0|-5.07|0.00291|4.0|3.86|0.0|0.0|7.24e-08|3.37e-05|-0.05326|3.8881|-1645.202839|-1645.169951|712.88|1198.72|318.88|0.4508|318.88|552.55|0.69466|0.69466|-1644.953222|5043.0|-0.21034|7.6383|7.6383
21_a12|0.0|0|0|0.0|0.0|0|1|0.609915045|0.0|-0.008833375|4.59511985|-0.058516436|0.037992832|0.0|-0.362168355|-0.003879878|-0.01367083|10.31140747|-0.0546514309999999|1|1|-0.001825446|-0.116098308|2|-0.099516604|0.89838263|0.859899236|0|0.84827776|0.192026642|-34.60932333|-50.37198585|6.154473157000001|75.46830038|0.15172224|76.35009799|-0.036878492|0.770818357|-1.401382713|-17.416202300000002|-18.55810005|2185.835701|426.8727514|-705.2078018999999|1080.052791|0.229181643|5.891343219|0.8993077970000001|4652.242111|-354.8766794|24.07584081|914.8819508|380.2468615|8.736422872|1.0|1.0|1.0|1.0|4.05|17.0|4.01|1.82|0.0|98.16|0.0|1.0|3.0|-3.82|4.0|0.0|-3.76|48.0|0.0551|2.53|0.0|0.0|1.67e-07|5.3200000000000006e-05|-0.0546899999999999|3.9971|-1327.479547|-1327.451966|539.67|893.17|310.18|0.3665|264.64|397.31|0.59386|0.57644|-1327.347724|2327.0|-0.22253|7.6576|7.6576
