molecula|SddssS|NaaNH|n9FaHRing|SaaNH|NaasN|SRW09|nAHRing|nARing|SaasN|MATS2c|AATSC1c|SRW07|AATSC1s|JGI4|AATSC1are|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|MATS1c|MATS8s|GATS1pe|nFaHRing|RASA|FNSA3|PBF|PNSA5|PPSA3|RNCS|TPSA_x|FNSA4|WPSA3|RPCS|FNSA1|WNSA3|DPSA5|DPSA3|GeomPetitjeanIndex|TASA|MOMI-Z|FPSA1|GeomRadius|GeomDiameter|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|P-gp substrate|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Fraction Csp3|Log S (SILICOS-IT)|TPSA_y|Log Po/w MLOGP|Brenk|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Heavy atom count|Molecular Mass|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (ESOL)] (mg/ml)|Log Po/w XLOGP3|PAINS|Lipinski|Solubility [Log S (SILICOS-IT)] (mol/l)|log P|Total Energy (gas phase) (Hartree)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Contribution (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|E solv. Water  (Hartree)|Gibbs Free Energy|Dipole (water)|IC50|pIC50
9r_a24|0.0|1|0|2.950959457|0|6.605297921|0|0|0.0|-0.134192489|-0.004640179|4.59511985|0.013567512|0.024179894|0.007861194|0.064425793|-0.043274854|1|0.008722018|-0.29065818|-0.179075526|-0.3018627239999999|-0.120617935|0.7526889940000001|0|0.8417158379999999|-0.0618978309999999|0.32720212|-54.99020696|10.4302588|71.31566881|106.1180928|-0.025821921|6.992734796000001|89.36724924|0.6152148279999999|-27.82142546|70.79264457|51.92828155|0.473403843|564.3096436000001|958.7578093|0.384785172|9.672636984|18.36822555|28.13932796|0.02357068|-154.486433|1519.52371|670.2247423|15.80243761|1.0|1.0|1.0|1.0|1.0|3.53|0.22|-8.66|79.82|1.02|0.0|116.9|0.0|1.0|8.0|30.0|400.48|2.98|-4.06|9.58e-05|0.0351|2.69|0.0|0.0|2.21e-09|1.82|-1294.451958|1199.71|289.16|0.3398|277.23|0.6204|-0.1676099999999999|1.9698|-0.21074|0.03426339|-1294.263358|3.0322|11.0|7.9586
4_a38 (LY-2157299)|0.0|0|0|0.0|1|7.535296702|1|1|2.0959524330000003|0.050460026|-0.00638266|5.4161004020000005|-0.080432741|0.041252955|0.002865697|-0.159241692|-0.020954339|1|0.003107816|-0.083399128|0.028964355|-0.463575124|-0.041794304|0.6848692759999999|1|0.754313773|-0.092570349|0.459041332|-51.11565158|7.104736984|260.7739337|140.40206619999998|-0.03235283|4.060137052|71.22674185|0.7861170609999999|-30.23133173|58.99645489|60.00582329|0.487041509|431.0669496|1686.693134|0.213882939|6.54753874|12.76426621|23.51893991|0.01379043|-327.0140711|1105.390176|542.7276591|7.880803302999999|0.0|1.0|1.0|1.0|1.0|3.27|0.18|-7.13|86.69|1.84|0.0|108.18|0.0|1.0|3.0|28.0|369.42|2.81|-3.99|0.0001409999999999|0.0375|2.39|0.0|0.0|7.45e-08|3.95|-1198.64695|1048.31|327.69|0.2|266.68|0.68|-0.16|5.9043|-0.22|0.03652312|-1198.49738|7.6529|69.0|7.1586
19j_a38|0.0|1|0|3.235947106|0|7.412764017000001|2|2|0.0|-0.089207643|-0.007976154|5.351858133|-0.04575843|0.04391253|-0.004442319|0.003554228|-0.036248822|1|-0.002443797|0.23209815|-0.09493054|-0.42133715|-0.001131945|0.6885713729999999|0|0.8071763829999999|-0.0844479869999999|0.625966089|-73.92901683|17.15233756|131.29876370000002|131.9851314|-0.038119963|11.74054073|29.18585028|0.714369845|-39.565701700000005|90.05233553|74.95583121|0.408533267|552.5012068|3109.238056|0.285630155|7.506210369|12.69084117|36.5253298|0.023555355|-293.4664598|1862.79182|640.025745|16.123318700000002|1.0|0.0|1.0|1.0|3.0|4.81|0.13|-6.92|105.02|1.76|0.0|130.41|0.0|1.0|5.0|32.0|426.45|2.44|-4.12|4.46e-05|0.0322|2.5|0.0|0.0|1.2099999999999998e-07|3.23|-1424.390074|1163.3|336.13|354.0|205.41|0.69435|-0.15182|10.8124|-0.21629|0.03678378|-1424.24494|14.4895|8.0|8.1146
9d_a31|0.0|1|0|3.456767212|0|7.765993078999999|1|1|0.0|0.036844743|-0.012442213|5.733341277|-0.043220149|0.0359583329999999|-0.002456634|-0.0938310919999999|-0.021171445|2|0.000127275|-0.091744753|-0.134504227|-0.550392027|-0.030275712|0.771222772|0|0.6943358040000001|-0.098210975|0.3655337879999999|-81.53295088|19.79432796|154.8767865|208.401866|-0.033844766|13.49577391|560.5224416|0.6636195229999999|-45.65350116|97.84665015|86.75457645|0.457506946|473.3981899|1932.363213|0.336380477|9.436176796|17.39409698|34.77197803|0.023927395|-223.1115993|1842.914835|647.1500428999999|16.31369927|1.0|1.0|1.0|1.0|2.0|3.8|0.38|-7.63|117.37|1.31|0.0|112.97|0.0|1.0|9.0|29.0|412.51|3.65|-4.39|2.48e-06|0.0167|3.46|0.0|0.0|2.3500000000000002e-08|5.0|-1657.428165|1202.79|322.22|0.2611|322.22|0.7006899999999999|-0.15969|2.6311|-0.19426|0.04331056|-1657.245966|3.5077|0.6|6.2218
16g_a32|0.0|1|1|3.363965155|0|7.765993078999999|0|0|0.0|0.1739995319999999|-0.013775701|5.733341277|-0.0429252429999999|0.03898374|-0.002456725|-0.029193403|0.004735761|3|-0.00030659|-0.085591073|-0.117577419|-0.696926204|-0.026098259|0.762429418|1|0.8206422409999999|-0.078387439|0.542303725|-77.75914881|17.659402|90.88837862|132.1955522|-0.033839807|13.01585399|43.37912747|0.6863323440000001|-42.58335004|94.54074206|75.43482709|0.3972359179999999|604.8539801|3497.469035|0.313667656|9.3963701|15.58880229|36.34043182|0.02276861|-274.67233460000006|1926.042887|701.9321161|16.78159325|1.0|1.0|1.0|1.0|2.0|3.87|0.33|-8.16|149.27|1.57|0.0|121.56|1.0|1.0|10.0|30.0|441.57|4.37|-5.32|3.08e-08|0.00213|4.65|0.0|0.0|6.890000000000001e-09|5.38|-2034.593036|1245.25|342.86|0.2879|342.86|0.70222|-0.14968|3.7346|-0.19968|0.02895494|-2034.408165|4.3204|11.0|7.9586
47l_a18|0.0|0|0|0.0|0|7.03438793|1|1|0.0|0.0340353029999999|-0.006400878|4.844187086|-0.0603838109999999|0.035308642|-0.00046896|-0.010426981|-0.056270425|0|0.000787517|-0.008768679|-0.103458566|-0.4925232479999999|0.00676294|0.733228144|0|0.803473313|-0.08034939|0.2820044969999999|-59.6654726|6.543729374|11.54768766|139.7861865|-0.031456589|4.654446622|51.44279524|0.796109347|-40.65070014|68.83398609|63.6949231|0.4897655489999999|571.4972966|1427.032023|0.203890653|9.423637134|18.46922943|28.10487315|0.012890098|-421.235376|1798.711882|931.8364349|9.168513486|1.0|1.0|1.0|1.0|3.0|4.17|0.25|-9.37|85.29|2.94|1.0|139.63|0.0|1.0|9.0|34.0|454.56|2.72|-4.84|5.44e-06|0.0066099999999999|3.78|0.0|0.0|4.26e-10|7.71|-1455.5497369999998|1334.6|387.13|0.5019|387.13|0.69291|-0.1314|2.4594|-0.18344|0.02606651|-1455.233431|3.3864|32.0|7.4949
7g_a8|0.0|1|0|3.095238804|1|7.535296702|1|1|1.336155045|-0.092384028|-0.01002363|5.4161004020000005|-0.067360394|0.0448526079999999|-0.00087806|-0.027838247|-0.027717137|1|0.0002620309999999|-0.065174707|0.021974492|-0.418049442|0.098510683|0.606087461|0|0.699376143|-0.107714754|0.306360885|-67.26263865|19.08352484|144.290464|180.1699331|-0.045912914|11.43714084|56.75323443|0.806738465|-38.68948451|78.41805331|83.63914665|0.470618047|419.1502102|2079.55195|0.193261535|7.588498875|14.3346384|34.10836993|0.018613449|-367.6690814|1500.768277|509.2753308|11.15541466|1.0|0.0|1.0|0.0|1.0|3.29|0.04|-7.91|80.04|3.4|0.0|108.0|0.0|1.0|3.0|30.0|399.37|4.14|-5.44|1.67e-06|0.00143|4.38|0.0|0.0|1.23e-08|6.26|-1374.4533210000002|1053.9|327.36|0.5165|327.36|0.62073|-0.15508|10.1546|-0.22129|0.03974865|-1374.3479960000002|12.9547|21.03|4.6772
8_a10|0.0|0|0|0.0|1|7.535296702|1|1|2.071128354|-0.075368755|-0.00560152|5.4161004020000005|-0.012055162|0.035828092|0.0087730469999999|-0.15615298|-0.106100115|1|0.009056935|-0.000504277|-0.082893697|-0.368590322|-0.015871527|0.616731847|1|0.874843982|-0.059655303|0.597912185|-47.16908772|8.619652859|32.98071169999999|68.45976606|-0.029917593|4.714910465|9.35593124|0.722649449|-17.849103399999997|56.7864899|41.25082928|0.431797417|478.5356341|1899.542278|0.277350551|6.112185271|10.75705296|22.64553798|0.017582236|-243.5764486|1109.631361|583.7217118|9.617402178|0.0|0.0|1.0|1.0|0.0|3.42|0.22|-7.6|69.9|2.46|0.0|111.36|0.0|1.0|4.0|29.0|384.43|3.55|-4.62|3.05e-05|0.00926|3.37|0.0|0.0|2.49e-08|4.58|-1257.819281|1047.58|336.55|0.1596|264.0|0.68815|-0.15556|1.2052|-0.21789|0.02243902|-1257.648047|1.5482|526.0|6279.0
12az_a36|0.0|1|0|3.465535084|0|7.412764017000001|2|2|0.0|-0.196183836|-0.009570959|5.351858133|-0.040156368|0.040566449|0.000482522|-0.024018255|-0.012800556|1|0.002872872|0.129156742|-0.176729938|-0.387734368|-0.061924322|0.8350231859999999|0|0.819163613|-0.071762413|0.411597359|-75.58351856|24.36575918|60.11023222|126.71905359999998|-0.033474609|17.0740303|8.104966044|0.583865006|-35.23783652|99.82512582|74.65245915|0.462897841|574.0196415|2455.7577530000003|0.416134994|8.449849817|15.73229538|40.17530387|0.034594361|-117.53490990000002|2330.167624|766.4854363|24.24160725|1.0|0.0|1.0|1.0|2.0|4.96|0.21|-6.79|87.66|1.42|0.0|136.74|0.0|1.0|7.0|33.0|441.49|1.75|-4.15|7.75e-05|0.0315|2.62|0.0|0.0|1.6100000000000005e-07|2.68|-1461.962459|1252.18|343.5|0.4383|319.03|0.70333|-0.14879|6.3778|-0.19846|0.02800521|-1461.750394|7.821000000000001|58.0|7.2366
AKLKII_a46|0.0|1|0|2.917217813|0|6.605297921|0|0|0.0|-0.206312209|-0.003417504|4.59511985|-0.030657|0.0386379929999999|0.006821053|0.156485495|0.036226415|1|0.006731579|-0.015805561|-0.037291767|-0.270506095|-0.0150769919999999|0.687139108|1|0.837641394|-0.071827497|0.271156366|-42.37969553|4.924591245|160.85204040000002|76.99187522|-0.033194303|2.335284369|0.0|0.7721395329999999|-16.15213359|49.76981906|38.98582025|0.47999819|397.2168972|792.7439217|0.2278604669999999|5.83938898|11.22955511|20.38625028|0.015584114|-258.10190780000005|713.5187596|314.0966684|7.390123534|1.0|1.0|1.0|1.0|1.0|2.81|0.06|-7.21|67.35|1.18|0.0|85.32|0.0|1.0|2.0|22.0|287.32|2.45|-3.58|0.000578|0.0764|2.19|0.0|0.0|6.18e-08||||||||||||||181.0|6.7423
3c_a12|0.0|0|0|0.0|0|6.555356892000001|1|1|0.0|0.06235058|-0.009252756|4.59511985|-0.058516436|0.039605735|-0.003879878|-0.008931246|-0.056537396|1|-0.001825446|-0.267255164|-0.116098308|-0.545592465|-0.0461654159999999|0.859899236|0|0.843855494|-0.071719601|0.242114395|-50.25579322|6.688634392000001|73.9854678|79.00277721|-0.033980537|3.384177297|0.0|0.7055242159999999|-18.35985151|61.16334136|42.97583906|0.427357986|426.9566009|1139.340748|0.2944757839999999|6.231995392999999|10.88288188|24.36878988|0.02155815|-207.9738085|926.0140155|380.2468615|10.90754815|1.0|1.0|0.0|1.0|1.0|3.94|0.12|-6.78|78.41|1.82|0.0|98.16|0.0|1.0|3.0|23.0|319.38|2.76|-4.0|6.06e-05|0.0318|2.91|0.0|0.0|1.67e-07|2.56|-1327.471862|894.36|345.72|0.4687|311.14|0.68067|-0.14572|1.6035|-0.22035|0.02665687|-1327.4004710000002|2.3061|0.02|7699.0
25b_a34|0.0|0|0|0.0|1|7.412764017000001|1|1|1.94553288|0.133975789|-0.015658012|5.351858133|-0.0929479709999999|0.04037037|-0.00378755|-0.112970844|-0.061390533|1|-0.000223677|-0.2360985169999999|-0.278635968|-0.623853334|0.08214612|0.787858064|0|0.656573108|-0.1030760719999999|0.5020264870000001|-86.13394472|18.82143547|165.2408865|214.470853|-0.042438204|11.75402804|49.2835599|0.76274549|-40.19997818|98.0416108|83.19266998|0.419904835|410.0313565|2671.608537|0.23725451|6.383564979|11.00434095|34.74652105|0.019067452|-328.1702779|1806.819095|595.8522372|11.90766609|0.0|1.0|1.0|1.0|2.0|3.53|0.29|-6.42|90.3|1.56|0.0|108.21|0.0|1.0|7.0|29.0|393.44|2.58|-3.69|0.00015|0.0796|2.29|0.0|0.0|3.8100000000000004e-07|5.06|-1313.361559|1136.16|293.43|0.2259|293.43|0.6925600000000001|-0.17564|7.0586|-0.21103|0.02655501|-1313.194808|9.0174|2.08|5.6819
17b_a50|0.0|0|1|0.0|2|7.934155233999999|1|1|4.35392516|-0.145258626|-0.002181823|5.82008293|0.013050204|0.032052154|0.012409091|-0.152660972|-0.15040528|2|0.012686493|0.05636897|-0.2252068689999999|-0.237489143|-0.1585336269999999|0.748900413|1|0.931849183|-0.047785496|0.4220781729999999|-52.58062823|8.976922737999999|9.9094658|47.42733742|-0.02681014|6.247196459|86.9549829|0.803386523|-23.14256283|59.65808461|42.23167946|0.4835366239999999|648.4900322000001|1948.148592|0.1966134769999999|8.324966952|16.11918162|23.22374317|0.010169967|-422.2639022|1439.872076|862.3868512|7.077456382|1.0|1.0|1.0|1.0|0.0|4.17|0.35|-7.54|51.77|2.71|0.0|131.39|0.0|1.0|8.0|32.0|426.56|3.87|-4.91|1.7899999999999998e-05|0.0052|3.96|0.0|0.0|2.87e-08|3.77|-1337.164673|1300.3|306.75|0.1817|292.09|0.66195|-0.16699|6.3333|-0.19879|0.02640483|-1336.899093|8.4096|122.0|6.9136
4f_a49|0.0|0|0|0.0|1|7.535296702|1|1|2.066693174|0.010266272|-0.008903208|5.4161004020000005|-0.087045007|0.038839506|0.001532832|-0.064058097|0.0705130559999999|1|0.001714014|-0.14414265|-0.015845165|-0.46436755|-0.00953448|0.670594896|1|0.7370618040000001|-0.102926696|0.480786546|-48.83888562|9.007637695|193.615884|142.7551002|-0.033471819|4.89045046|59.72286429999999|0.718306291|-30.33918719|60.18871783|64.88887164|0.437355335|400.1675422|1629.651745|0.2816937089999999|6.302023735|11.20071713|25.29924744|0.020905063|-237.0468572|1087.86764|467.1194103|11.34983222|0.0|1.0|1.0|0.0|1.0|3.07|0.14|-6.54|80.9|2.03|0.0|102.08|0.0|1.0|3.0|27.0|356.38|2.85|-4.09|0.000102|0.0289|2.64|0.0|0.0|2.92e-07|4.07|-1179.201105|982.46|334.21|0.2368|268.08|0.68474|-0.15517|1.7833|-0.22471|0.03476467|-1179.080799|1.8254|0.04|7.3979
12v_a36|0.0|1|0|3.468871488|0|7.412764017000001|2|2|0.0|-0.077763989|-0.008411281|5.351858133|-0.04314418|0.041767677|0.00127667|-0.086194201|-0.023932402|1|0.003077071|0.123026459|-0.1430106119999999|-0.401336708|0.024751559|0.84179881|0|0.802291339|-0.078158778|0.334379501|-69.20675352|17.85767346|113.7463918|130.0637965|-0.033118671|11.74777471|0.462992841|0.6276553979999999|-33.82511043|88.07013157|69.27488156|0.461799225|527.7920397|2328.221818|0.372344602|8.456596706000001|15.71271745|34.71221847|0.02867403|-167.9576969|1874.459798|679.7230552999999|18.86337805|1.0|0.0|1.0|0.0|2.0|4.82|0.17|-6.69|78.43|1.72|0.0|130.24|0.0|1.0|6.0|31.0|411.46|1.81|-4.07|0.000113|35.0|2.65|0.0|0.0|2.03e-07|2.65|-1347.442792|1150.38|334.77|0.4247|319.16|0.7016100000000001|-0.15185|6.1869|-0.20404|0.03275089|-1347.260743|7.9237|14.0|7.8539
46_a18|0.0|0|0|0.0|0|7.03438793|2|2|0.0|-0.001181461|-0.005378956|4.844187086|-0.018808538|0.03531746|0.002300582|-0.0669031009999999|-0.052591109|0|0.003512954|-0.069691797|-0.1483628609999999|-0.448177615|-0.015124585|0.699483099|0|0.8265445990000001|-0.069742249|0.30524999|-54.33831169|6.376289807000001|0.946462387|123.2289237|-0.029244604|4.5299444310000005|58.66827342|0.782232748|-35.20023815|63.70285871|55.92367899|0.4548138479999999|587.2068577|1848.661552|0.217767252|8.980343774|16.47206875|26.56039822|0.013181412|-401.0164861|1806.107079|1056.535856|9.36454702|0.0|1.0|1.0|1.0|2.0|4.27|0.3|-8.82|76.5|3.33|1.0|151.14|0.0|1.0|7.0|36.0|480.6|2.93|-5.47|2.08e-06|0.00161|4.36|0.0|0.0|1.51e-09|8.11|-1532.968527|1380.79|384.45|0.4249|384.45|0.69181|-0.13224|2656.0|-0.18219|0.0239301|-1532.562476|3.2533|186.0|6.7305
11c_a5|0.0|1|0|2.930680267|0|6.605297921|0|0|0.0|-0.2117133739999999|-0.004590583|4.59511985|-0.050049777|0.027388889|0.005090155|-0.059682527|-0.023856811|1|0.005383056|-0.138950411|-0.011677718|-0.269653478|0.030085871|0.658307423|0|0.80472351|-0.078909483|0.389427402|-53.12487972|10.85837291|31.61751609|118.7750305|-0.0322785379999999|6.604499968|4.089828494|0.707039635|-29.19305715|66.02857181|58.854300300000006|0.448016491|489.4652669|926.234805|0.292960365|8.88462927|16.09582374|27.76804404|0.021214793|-251.8596984|1277.330026|523.8031619|12.90369209|1.0|1.0|1.0|1.0|1.0|2.96|0.09|-8.47|80.76|1.13|0.0|106.79|0.0|1.0|6.0|28.0|370.4|3.0|-4.1|7.38e-05|0.0294|2.78|0.0|0.0|3.4000000000000003e-09|4.53|-1218.454079|1071.71|294.59|0.5327|275.3|0.6267699999999999|-0.1713299999999999|2.5278|-0.21448|0.03798847|-1218.336116|3.3827|25.0|7.6021
12d_a31|0.0|1|0|3.441384322|0|7.765993078999999|1|1|0.0|0.039097757|-0.012448252|5.733341277|-0.043220149|0.0359583329999999|-0.002456634|-0.085780934|-0.032270224|2|0.000127275|-0.067477864|-0.134504227|-0.550805937|-0.00658148|0.771222772|0|0.7054497479999999|-0.0938723509999999|0.3996192999999999|-81.56033123|21.06095035|157.30671669999998|208.9297871|-0.032542687|14.93891054|557.514503|0.6383648510000001|-47.23018217|99.79879739|87.64629597|0.389382761|500.3881827|2434.226776|0.361635149|9.445278138|15.46841054|36.15974873|0.02571268|-196.2893506|1916.466682|647.1500428999999|18.23846616|1.0|1.0|1.0|1.0|2.0|3.76|0.38|-7.63|117.37|1.31|0.0|112.97|0.0|1.0|9.0|29.0|412.51|3.76|-4.39|2.48e-06|0.0167|3.46|0.0|0.0|2.3500000000000002e-08|5.0|-1657.428467|1201.63|322.23|0.2566|322.23|0.7006600000000001|-0.15968|2.4186|-0.19096|0.04338158|-1657.245177|3.3585|0.51|6.2924
12o_a36|0.0|1|0|3.444418304|0|7.412764017000001|2|2|0.0|0.01340619|-0.0100574069999999|5.351858133|-0.079716275|0.040770975|-0.00233752|-0.059733192|-0.010904454|1|-0.000472698|0.065221584|-0.126068378|-0.5110239679999999|0.141570244|0.817582774|0|0.7592112809999999|-0.082048664|0.514457955|-76.51720886|16.85373064|55.47133795|173.4105814|-0.03541591|12.13767506|112.1259723|0.666462845|-42.554984000000005|95.66406176|75.94332024|0.469699889|546.7667677000001|2778.220342|0.333537155|7.322888607|13.80895167|38.27030489|0.026586303|-239.7655413|2181.407379|757.7532208|19.1468529|0.0|0.0|1.0|0.0|3.0|4.97|0.17|-6.93|98.3|1.49|0.0|138.06|0.0|1.0|7.0|33.0|438.48|1.47|-3.64|0.000292|0.0997|1.85|0.0|0.0|1.1800000000000001e-07|4.5|-1440.926241|1240.51|320.16|0.4075|238.77|0.67273|-0.15695|4.9237|-0.21151|0.04371335|-1440.734965|6.6471|0.04|7.3979
9b_a36|0.0|1|0|3.513187594|0|7.412764017000001|2|2|0.0|-0.053019801|-0.0058276019999999|5.351858133|-0.023369916|0.040166667|0.005050384|-0.077361324|-0.06502499|1|0.005458948|0.146828453|-0.053309522|-0.4060950789999999|-0.034830997|0.7961424690000001|0|0.8453794609999999|-0.074181597|0.2602997|-61.73294817|10.68084402|67.12293326|97.10089515|-0.036110824|6.707514535|0.0|0.78242217|-29.25555061|71.70079424|57.26650122|0.453252346|530.8939077|2464.2160510000003|0.21757783|7.549264797|13.80758516|28.98359786|0.015872498|-354.7193098|1420.196295|620.9195447000001|9.967846072|1.0|0.0|1.0|0.0|1.0|4.73|0.14|-6.64|82.47|2.82|0.0|126.17|0.0|1.0|5.0|29.0|398.48|2.48|-4.43|2.49e-05|0.0148|3.2|0.0|0.0|2.3100000000000002e-07|3.82|-1575.751975|1127.85|321.74|0.5392|321.74|0.69763|-0.15833|6.2846|-0.20979|0.02803905|-1575.616432|8.4288|21.0|7.6778
12_a47|0.0|1|1|2.903215905|0|6.605297921|0|0|0.0|-0.155854903|-0.005522244|4.59511985|-0.078935336|0.036632997|-0.0047488359999999|-0.018573056|0.0295267039999999|1|-0.004332024|0.003417588|-0.006318684|-0.326846977|0.055943216|0.618808977|1|0.7840710409999999|-0.084846808|0.266995634|-47.83891561|9.382250925|63.89392714|112.4599133|-0.034116917|4.886454935|0.0|0.680723821|-23.01490672|61.09751253|53.5720844|0.4792593739999999|408.3591283|702.3796319|0.319276179|7.042279354|13.52358352|26.10271529|0.025457205|-188.2488142|913.5950352|335.1175012|13.25859692|1.0|1.0|1.0|1.0|2.0|2.73|0.0|-8.11|66.49|2.6|0.0|91.63|0.0|1.0|3.0|24.0|339.75|3.37|-4.56|3.11e-05|0.00943|3.43|0.0|0.0|7.69e-09|3.01|-1488.064043|886.46|313.58|0.2306|288.96|0.68557|-0.1633|2.1019|-0.2256|0.03721125|-1488.024564|3.5884|6.0|8.2
17a_a6|0.0|1|0|3.3685510360000004|0|7.412764017000001|1|1|0.0|0.101940358|-0.012704951|5.351858133|-0.0265090529999999|0.041767677|-0.00460563|0.078798543|-0.060774312|1|-0.00194781|0.068338372|-0.10896749|-0.5624663560000001|0.08716369|0.8013954109999999|0|0.753082653|-0.096082495|0.350977745|-71.75703418|20.43213226|157.13173490000003|161.9738174|-0.041567592|13.40315088|554.1936506|0.77193498|-41.34573382|84.75077935|83.46070738|0.483320982|494.010135|2217.333474|0.22806502|8.337470517|16.13665395|35.323795000000004|0.019808023|-356.769966|1766.18975|627.4287311|12.99374518|1.0|1.0|1.0|1.0|2.0|3.52|0.12|-9.01|95.85|1.7|0.0|116.79|0.0|1.0|5.0|31.0|409.44|3.59|-5.17|1.56e-06|0.00274|4.09|0.0|0.0|9.77e-10|4.04|-1350.078838|1167.16|416.71|0.3933|350.03|0.7024|-0.12425|4.1627|-0.18178|0.02379552|-1349.892285|5604.0|24.0|7.6198
6_a15|0.0|0|0|0.0|0|0.0|0|0|0.0|-0.199979249|-0.00951284|0.0|-0.048804012|0.042926829|0.001080419|0.011857945|-0.009025163|0|0.003942615|0.153430865|-0.195267558|-0.35221474|0.0371776429999999|0.810779115|0|0.859308431|-0.07051817|0.398681391|-71.76572566|17.20414198|105.4415725|82.0880213|-0.0307500179999999|10.03794313|55.65697829|0.581974721|-24.00625743|88.94853813|58.34873264|0.3902945579999999|501.3728188|1971.005637|0.4180252789999999|6.110075236|10.02135591|30.82854077|0.029449813|-95.65807914|1603.08412|592.4420375|17.18281248|1.0|1.0|0.0|1.0|1.0|3.29|0.23|-7.95|61.84|2.18|0.0|109.7|0.0|1.0|7.0|28.0|380.44|4.11|-5.14|2.16e-06|0.00278|4.64|0.0|0.0|1.13e-08|3.94|-1263.0072300000002|1092.02|328.9|0.2616|285.52|0.70554|-0.15714|1.3789|-0.18133|0.01711539|-1262.820532|1.9421|35.0|7.4559
13n_a6|0.0|1|0|3.425442623|0|6.842683282|0|0|0.0|0.030890422|-0.010884884|4.727387819|-0.135152403|0.04393617|-0.0093684169999999|-0.06507689|-0.033224059|1|-0.00687003|0.100294804|-0.068956229|-0.57091314|-0.064779873|0.82642394|1|0.70890216|-0.100363599|0.307384948|-75.07706271|12.18768927|90.97854097|199.7822434|-0.038490115|8.36448634|103.012404|0.748967057|-47.27287681|88.73738138|81.06784641|0.47066442|486.5239262|2535.307313|0.251032943|8.872063579|16.76075427|35.2699138|0.019904118|-341.7352549|1904.575345|724.3873672999999|13.66031867|1.0|1.0|1.0|1.0|3.0|3.55|0.08|-9.67|122.47|0.81|0.0|127.2|0.0|1.0|6.0|33.0|435.48|2.62|-4.28|2.27e-05|0.0228|2.43|0.0|0.0|2.1499999999999998e-10|4.27|-1423.714738|1232.6|369.99|0.9117|257.31|0.64027|-0.13863|7.1946|-0.20994|0.05026727|-1423.514154|10.1967|75.0|7.1249
47r_a18|0.0|0|0|0.0|0|7.03438793|1|1|0.0|0.029358241|-0.0058631659999999|4.844187086|-0.216996268|0.035706215|-0.005176133|-0.02952923|-0.030106257|0|-0.0001597829999999|0.0646283159999999|-0.233665901|-0.360670551|0.017110504|0.7554975009999999|0|0.769578222|-0.083915825|0.26560995|-65.12700692|11.59378448|13.30156885|172.30927739999998|-0.031669652|8.669825595|60.66168882|0.688074851|-46.92606587|81.99788849|74.34599189|0.49394971|575.4901675|1504.28892|0.311925149|9.819988422|19.40516312|34.41856352|0.0225607039999999|-281.2845386|2271.625192|1005.982493|16.87088158|1.0|1.0|1.0|1.0|2.0|4.55|0.22|-7.46|111.03|2.23|1.0|145.82|0.0|1.0|9.0|36.0|504.6|2.2|-5.64|2.26e-07|0.00117|4.59|0.0|1.0|3.48e-08|9.2|-1964.813473|1387.23|391.06|0.6007|391.06|0.69545|-0.13021|2.3873|-0.18249|0.02805567|-1964.516246|3.2001|231.0|6.6364
12b_a40|0.0|0|0|0.0|1|7.515889085|0|0|1.713497417|0.084915315|-0.004650218|5.4161004020000005|-0.011794908|0.04020202|0.00779293|0.107454819|-0.1537981269999999|2|0.004452418|0.279216571|0.023952313|-0.513870527|0.026452642|0.522580798|1|0.955647156|-0.065048707|0.2160572999999999|-42.67442006|6.17734692|80.72126798|25.26281742|-0.0338355829999999|3.518538455|48.17000329|0.856829717|-21.10373336|48.54667776|43.22826564|0.494842289|544.3244990000001|860.5059425000001|0.143170283|8.132984007000001|16.09989085|22.49258909|0.010309671|-406.4913617|697.2702616|370.3261123|5.872257692000001|0.0|0.0|1.0|0.0|0.0|3.26|0.0|-8.39|58.43|5.07|0.0|101.78|0.0|1.0|2.0|24.0|415.12|5.79|-7.11|1.95e-08|3.2500000000000004e-05|6.68|0.0|1.0|4.08e-09|6.27|-3016.9868100000003|960.94|363.91|306.0|363.91|0.69476|-0.14267|4.5528|-0.22546|0.01251873|-3016.980996|6.3131|0.04|7.3979
