molecula|SddssS|NaaNH|n9FaHRing|nARing|BCUTs-1|MATS2c|AATSC1c|SRW07|AATSC1s|n6HRing|JGI4|ATSC1c|MATS8i|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|MATS1i|AATSC1i|MATS1c|n6aHRing|MATS8d|SIC2|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|RNCS|FNSA4|WPSA3|FNSA1|FNSA2|PNSA4|DPSA3|GeomPetitjeanIndex|PNSA2|FPSA1|GeomDiameter|GRAV|DPSA1|DPSA2|PPSA5|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|P-gp substrate|CYP3A4 inhibitor|Log Po/w iLOGP|Fraction Csp3|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Molar refractivity|Veber filter|Class [Log S (SILICOS-IT)]|Num. of Rotatable bonds|Hydrogen bond acceptors count (using Lipinski’s definition)|Egan filter|BBB|Consensus Log P|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Solubility [Log S (ESOL)] (mol/l)|PAINS|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Volume|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50|pIC50
17b_a50|0.0|0|1|1|1.348984601|-0.145258626|-0.002181823|5.82008293|0.013050204|1|0.032052154|-0.144000296|-0.152660972|-0.15040528|2|0.012686493|0.05636897|-0.2252068689999999|-0.357011777|-0.237489143|1|-0.257646121|0.799772151|1|0.931849183|-0.07555585|0.4220781729999999|0.0128994089999999|-33.25475672|-52.58062823|9.9094658|-0.02681014|6.247196459|0.803386523|-1.662228695|-18.65764227|42.23167946|0.4835366239999999|-1156.773821|0.1966134769999999|16.11918162|6059.076348|-422.2639022|1439.872076|7.077456382|1.0|1.0|1.0|1.0|1.0|3.57|0.35|4.92|2.71|3.0|131.39|0.0|1.0|8.0|4.0|0.0|1.0|3.87|-4.91|1.7899999999999998e-05|0.00763|1.22e-05|0.0|4.2447|3.77|4.0418|-1337.1910779999998|-1337.164673|752.09|1300.3|306.75|0.1817|0.6269899999999999|0.66195|-1336.833957|0.1758|-0.16699|6.3333|-0.19879|-1336.899093|8.4096|122.0|6.9136|6.9136
16a_a23|0.0|0|1|1|1.197962324|-0.0147904689999999|-0.0054940769999999|5.351858133|-0.013055633|3|0.046283951|-0.302174246|-0.088255625|-0.071458049|2|0.01226642|0.115499047|-0.181609054|-0.335065967|-0.380779155|2|-0.116894582|0.890165467|1|0.934837094|-0.07288672|0.181301571|0.021379172|-26.53751114|-47.06687604|9.922436905|-0.025724725|8.915071155|0.585920722|-1.311960953|-16.6118386|40.34319246|0.49525751|-847.2037686000001|0.414079278|15.89802615|6552.801739|-110.9672657|1445.935835|18.14339594|1.0|0.0|0.0|1.0|0.0|0.0|0.14|2.52|2.04|1.0|125.79|0.0|2.0|5.0|4.0|0.0|0.0|1.85|-4.31|2.6e-05|0.0111|4.86e-05|0.0|1.6239|2.49|1.6239|-1685.913359|-1685.8794469999998|670.04|1172.0|763.49|0.2066|0.96307|0.96307|-1685.580443|0.2066|-0.07625|11.6254|-0.12645|-1685.6419010000002|18.4446|39.0|7.4037|7.4037
13i_a6|0.0|1|0|1|1.430639411|0.0359494989999999|-0.0149593219999999|5.351858133|-0.154502515|1|0.042560386|-0.852681372|0.034304189|-0.032549318|1|-0.007703306|0.057038772|-0.045418125|-0.073507141|-0.560601136|1|-0.054229558|0.8287956870000001|0|0.624046118|-0.129526268|0.221116773|0.031178586|-80.75190740000001|-86.83156133|181.1128483|-0.046433945|14.01186473|0.783597763|-2.460999087|-31.12829557|101.6533459|0.429711323|-1649.799665|0.216402237|14.54375165|6306.951561999999|-380.2354072|2105.416507|13.40049533|1.0|1.0|1.0|1.0|1.0|2.7|0.12|3.54|1.18|1.0|120.17|0.0|1.0|6.0|5.0|0.0|0.0|2.91|-4.48|9.32e-06|0.00398|3.28e-05|0.0|3.6668|4.94|3.5614|-1426.549926|-1426.518007|703.43|1196.21|348.14|0.2903|0.7004600000000001|0.70517|-1426.269916|19.0|-0.1464|7.8342|-0.19454|-1426.332492|10.1375|21.0|7.6778|7.6778
8_a10|0.0|0|0|1|1.3430438530000002|-0.075368755|-0.00560152|5.4161004020000005|-0.012055162|2|0.035828092|-0.296880569|-0.15615298|-0.106100115|1|0.009056935|-0.000504277|-0.082893697|-0.132343104|-0.368590322|2|-0.167376069|0.864927472|1|0.874843982|-0.086233061|0.597912185|0.015758182|-32.63117642|-47.16908772|32.98071169999999|-0.029917593|4.714910465|0.722649449|-1.465962037|-16.36478554|41.25082928|0.431797417|-801.8744912000001|0.277350551|10.75705296|6289.86818|-243.5764486|1109.631361|9.617402178|0.0|0.0|1.0|1.0|1.0|3.27|0.22|4.2|2.46|1.0|111.36|0.0|1.0|4.0|5.0|0.0|1.0|3.55|-4.62|3.05e-05|0.0117|2.4100000000000003e-05|0.0|4.6964|4.58|3684.0|-1257.84172|-1257.819281|594.63|1047.58|336.55|0.1596|0.41583|0.68815|-1257.59269|0.0916|-0.15556|1.2052|-0.21789|-1257.648047|1.5482|526.0|6279.0|6279.0
19i_a38|0.0|1|0|2|1.297043925|-0.125335237|-0.008447598|5.351858133|-0.115864198|2|0.043197531|-0.4561702689999999|-0.074033381|-0.053762162|1|-0.004358975|0.215263198|-0.098027247|-0.250781298|-0.430016467|1|-0.087904124|0.892249657|0|0.747158407|-0.113250303|0.4748744179999999|0.022576308|-51.15830416|-69.40536597|137.7658863|-0.040770109|8.479305267|0.7419238420000001|-2.038505453|-24.98593175|64.99417804|0.444551315|-1249.2965869999998|0.258076158|12.04523072|6744.7785650000005|-296.5257022|1683.860952|13.5801364|1.0|1.0|1.0|1.0|1.0|2.88|0.14|3.11|2.78|1.0|125.65|0.0|1.0|5.0|5.0|0.0|0.0|3.04|-4.33|5.68e-05|0.0238|4.67e-05|0.0|5.7041|3.66|3.6129|-1431.415351|-1431.384243|641.31|1101.03|343.17|0.2156|0.4342|0.69267|-1431.181148|0.1886|-0.14872|6.6636|-0.2052|-1431.239177|8.6365|13.0|7.9031|7.9031
5a_a49|0.0|0|0|2|1.343848751|0.079751437|-0.009147269|5.777652323|0.007039248|2|0.034466231|-0.493952547|-0.046327135|0.076610236|1|0.008623164|-0.1205081119999999|-0.158356406|-0.26176436|-0.51958118|2|0.127914587|0.855876084|1|0.800090055|-0.0787216|0.6254267029999999|0.028578361|-42.1802818|-46.04810561|124.92862240000002|-0.027311576|9.77851757|0.6069287529999999|-1.338267206|-15.97587337|58.89715956|0.490453006|-782.8177953|0.393071247|11.91885068|6294.404170000001|-125.09569170000002|1289.801795|15.84324998|0.0|0.0|1.0|1.0|1.0|2.93|0.22|3.68|2.07|1.0|116.62|0.0|1.0|3.0|5.0|0.0|1.0|2.93|-4.29|0.000146|0.0578|5.09e-05|0.0|5.2443|4.14|3.9219|-1311.995327|-1311.960542|625.06|1082.25|316.13|795.0|0.31953|0.66225|-1311.743648|0.0529|-0.16176|5.6104|-0.21238|-1311.799168|7.0102|43.0|7.3665|7.3665
16_a20|0.0|1|0|0|1.401259527|-0.014660441|-0.004705049|4.727387819|0.00695144|2|0.0388043479999999|-0.254072625|-0.061975089|-0.062750442|1|0.001157852|0.211127741|-0.070208458|-0.117308016|-0.458484451|2|-0.10978034|0.809440795|1|0.915005572|-0.077793092|0.382481746|0.011604018|-43.51359744|-51.18223058|69.28224942|-0.029561375|5.023018225|0.780108103|-1.47806874|-19.44924762|51.14820251|0.464473378|-972.4623811|0.219891897|15.24926152|5896.394536|-368.5817657|1246.573875|8.84230625|0.0|1.0|1.0|1.0|1.0|3.13|0.08|5.46|2.2|2.0|121.69|0.0|0.0|4.0|4.0|0.0|0.0|4.37|-5.66|8.68e-07|0.000349|2.17e-06|0.0|5.9837|4.45|3.5704|-1275.900951|-1275.8670960000002|686.59|1174.61|347.26|0.3431|0.32553|0.69524|-1275.636924|0.1958|-0.1481299999999999|4.7315|-0.20722|-1275.6960869999998|6.5609|26.0|7585.0|7585.0
9b_a31|0.0|1|0|1|0.610136326|0.010411229|-0.0141390689999999|5.733341277|-0.070525429|0|0.03995614|-0.706953442|0.014628521|-0.091236608|2|-0.001981487|-0.075191042|-0.143280211|-0.2345186269999999|-0.554573699|0|-0.154083843|0.899394425|0|0.669120552|-0.131125311|0.241728566|0.034595809|-63.73317225|-80.40427495|152.8702381|-0.039058603|13.00794571|0.689175183|-1.835754351|-23.95020956|84.94685678|0.469546953|-1125.659849|0.310824817|15.2652837|5524.468603|-231.99935|1633.343563|15.38435497|1.0|1.0|1.0|1.0|1.0|2.76|0.32|3.5|0.86|1.0|103.36|0.0|1.0|7.0|5.0|0.0|0.0|3.0|-3.86|1.76e-05|0.00675|0.000137|0.0|5.5119|4.69|3.8435|-1578.839267|-1578.801576|663.06|1091.21|322.58|0.2732|0.41622|0.70102|-1578.604164|0.2627|-0.15907|5.2851|-0.2013599999999999|-1578.665571|6.8028|63.0|7.2007|7.2007
13l_a6|0.0|1|0|1|1.4242139390000002|0.03093879|-0.0143011819999999|5.351858133|-0.132667824|1|0.0408037829999999|-0.858070925|-0.037558466|-0.086595185|1|-0.006280295|0.144180269|-0.045794891|-0.073210645|-0.564860904|1|-0.1470289659999999|0.84018367|0|0.643098986|-0.126521431|0.210844002|0.030012523|-82.24617981|-88.13242567|182.8275745|-0.0451862259999999|14.56282911|0.793671137|-2.53042863|-31.47586631|103.1523329|0.4257335779999999|-1762.648513|0.206328863|15.34147837|6462.086665999999|-409.1314702|2220.880201|12.72865798|1.0|1.0|1.0|1.0|1.0|2.22|0.16|3.8|1.39|1.0|124.98|0.0|1.0|7.0|5.0|0.0|0.0|3.07|-4.77|3.26e-06|0.00144|1.7100000000000002e-05|0.0|3.6675|5.41|3.5499|-1465.865882|-1465.834958|735.52|1249.13|349.26|0.3115|0.7002|0.70515|-1465.560303|0.0165|-0.14562|7.2582|-0.19447|-1465.624566|8.9893|385.0|6.4145|6.4145
11a_a50|0.0|0|1|1|1.397733996|-0.156121881|-0.002914262|5.82008293|-0.014702942|1|0.038040936|-0.134056065|-0.108592708|-0.129547471|2|0.012037198|-0.0739260509999999|-0.162848233|-0.277408878|-0.267331063|1|-0.200986578|0.8535780190000001|1|0.917127112|-0.071180382|0.2931724189999999|0.01848869|-25.48858279|-37.63057389|7.53108119|-0.025421565|5.167341939|0.6543614329999999|-1.067705728|-13.43949068|35.26290548|0.463749257|-564.4586084|0.345638567|11.123941699999998|4858.670497|-163.21096210000002|862.6098364|11.04263807|0.0|0.0|1.0|1.0|1.0|2.8|0.15|3.73|2.25|0.0|99.65|0.0|2.0|2.0|3.0|0.0|1.0|2.95|-4.16|0.000263|0.0862|6.97e-05|0.0|4.0636|3.05|4.0636|-1045.978598|-1045.954278|574.01|963.2|305.11|0.1761|0.65485|0.65485|-1045.794689|0.1761|-0.16769|5.4342|-0.2005299999999999|-1045.84627|7.5619|59.0|7.2291|7.2291
9a_a31|0.0|1|0|1|0.6101356720000001|-0.009086485|-0.01391798|5.733341277|-0.093457477|0|0.036891534|-0.723734943|0.03406986|-0.0007638889999999|2|-0.0033853629999999|-0.084652799|-0.093527289|-0.15653721|-0.542342338|0|-0.001313433|0.837697452|0|0.691768132|-0.122626525|0.235442032|0.033245595|-64.75697831|-78.6954713|163.6011874|-0.043430228|13.69193237|0.737758755|-2.0846509230000003|-27.87131275|86.0923113|0.484502446|-1337.8230119999998|0.262241245|15.15483138|6273.506211999999|-305.16297060000005|1813.361078|15.33993762|1.0|1.0|1.0|1.0|1.0|2.78|0.14|4.02|1.58|1.0|113.64|0.0|1.0|6.0|5.0|0.0|0.0|3.47|-4.77|2.42e-06|0.00101|1.7100000000000002e-05|0.0|3.7892|5.27|3.7892|-1691.9526239999998|-1691.9137670000002|680.72|1145.99|327.21|0.7028|0.7028|0.7028|-1691.716118|0.7028|-0.15757|5.0244|-0.20032|-1691.7777600000002|6.2203|0.15|6.8239|6.8239
27c_a34|0.0|0|0|1|1.4335249819999998|0.02583752|-0.014036512|5.351858133|-0.1450543259999999|1|0.041728395|-0.80008116|-0.028344637|-0.014364543|1|-0.004694534|-0.132026575|-0.128393271|-0.2077985889999999|-0.543350914|1|-0.0239323839999999|0.8353837409999999|0|0.631065353|-0.12597014|0.32643486|0.0304948179999999|-76.84420762|-84.73908278|176.7076265|-0.042782312|13.79934071|0.7381974290000001|-2.26746252|-28.77931113|97.35782216|0.424716257|-1525.30349|0.261802571|15.31184469|6308.331369|-320.4669239|2066.254135|15.45573273|1.0|1.0|1.0|1.0|1.0|3.11|0.12|3.34|1.71|1.0|119.71|0.0|1.0|6.0|5.0|0.0|0.0|2.83|-4.45|1.7800000000000002e-05|0.00759|3.52e-05|0.0|4277.0|5.23|3.9186|-1426.521813|-1426.482676|709.72|1203.69|316.4|0.2385|0.68683|0.70336|-1426.246896|0.0093|-0.1589|7.6204|-0.19682|-1426.31053|9.6148|0.8|6.0969|6.0969
16e_a32|0.0|1|1|0|0.609420752|0.180914799|-0.0154404319999999|5.733341277|-0.06951854|0|0.040982906|-0.772021601|-0.070351839|-0.01320745|3|-0.002310082|-0.079817994|-0.123297852|-0.219947482|-0.698621582|0|-0.022651598|0.91471624|1|0.7903051590000001|-0.117338144|0.504569498|0.024145309|-55.957388|-75.36830928|105.4021155|-0.037448344|9.961663868|0.702226562|-1.760072163|-24.05371573|71.46633549|0.458956284|-1130.524639|0.297773438|12.15001203|6142.277629|-259.78720209999994|1609.914378|14.98092934|1.0|0.0|1.0|1.0|1.0|3.36|0.26|4.6|1.12|3.0|111.95|1.0|1.0|8.0|5.0|1.0|0.0|3.77|-4.75|2.58e-07|0.000107|1.7899999999999998e-05|0.0|3.6214|4.59|3.6214|-1955.993572|-1955.965644|677.82|1130.95|342.37|0.2858|0.7022|0.7022|-1955.766505|0.2858|-0.14991|3.2372|-0.2005|-1955.827194|3.9389|7.0|8.1367|8.1367
5a_a40|0.0|0|0|1|0.604913477|-0.116583806|-0.004609716|6.167516491000001|0.059258947|0|0.0388888889999999|-0.152120625|0.180125135|-0.02394636|2|0.010425818|-0.191663433|0.004130836|0.007301856|-0.363338726|0|-0.0395444479999999|0.820901326|1|0.8531783270000001|-0.090991462|0.04987082|0.020641204|-34.5789643|-40.27003217|174.99981530000002|-0.036396585|4.042943749|0.8224652720000001|-1.091897544|-16.10801287|43.71412865|0.4889874279999999|-483.24038600000006|0.177534728|10.7779923|3736.248815|-285.426492|587.5511127|5.795040371|1.0|0.0|1.0|0.0|1.0|2.49|0.21|3.08|1.85|0.0|74.15|0.0|2.0|3.0|3.0|0.0|1.0|2.8|-3.67|7.49e-05|0.0202|0.000213|0.0|3.7921|4.36|3.7921|-1177.598691|-1177.5835470000002|466.79|757.45|326.96|0.4461|0.69499|0.69499|-1177.51016|0.4461|-0.15066|5.7163|-0.21644|-1177.555706|7.6003|81.0|7.0915|7.0915
20_a47|0.0|0|1|0|1.408721455|0.055662511|-0.011237762|4.727387819|-0.161476442|2|0.039520202|-0.505699304|-0.052370531|0.071506228|1|-0.006342241|0.087325054|-0.108236785|-0.297094867|-0.5332051720000001|2|0.113432542|0.8575369009999999|1|0.6888286020000001|-0.092005493|0.213977589|0.023587109|-45.68149289|-50.14789824|43.63174229999999|-0.032859105|7.00733184|0.595234209|-1.38008239|-17.90996366|58.53772498|0.4642647929999999|-752.2184736|0.404765791|13.10815891|5896.060936|-103.815441|1263.735287|18.94506718|0.0|1.0|1.0|1.0|1.0|2.96|0.05|4.54|2.75|1.0|99.68|0.0|1.0|5.0|6.0|0.0|0.0|3.09|-4.08|8.72e-05|0.0332|8.32e-05|0.0|3.9808|4.08|3.9808|-1335.742176|-1335.708279|557.84|964.94|311.45|0.2807|0.68219|0.68219|-1335.566785|0.2807|-0.16377|3.1747|-0.22734|-1335.620783|4.3277|3.0|8.6|8.6
13a_a6|0.0|1|0|1|1.430639975|-0.042110772|-0.01115741|5.351858133|-0.0265090529999999|1|0.041767677|-0.602500119|0.0015242189999999|-0.0525259259999999|1|-0.00194781|0.05269025|-0.10896749|-0.180339002|-0.488098052|1|-0.091892803|0.8299950709999999|0|0.77450544|-0.113446379|0.22670695|0.031866842|-61.52313164|-74.18628740000001|154.9639272|-0.040840697|13.62714959|0.759912392|-2.042034827|-26.70706346|82.36189896|0.467070451|-1335.353173|0.240087608|15.08351934|6019.922535|-339.9303794|1757.246214|13.18415753|1.0|1.0|1.0|1.0|1.0|3.2|0.12|4.32|1.29|2.0|116.79|0.0|1.0|5.0|5.0|0.0|0.0|3.52|-4.99|3.11e-06|0.0012699999999999|1.02e-05|0.0|5.9934|4.04|3651.0|-1350.085889|-1350.057702|695.29|1166.79|339.59|0.5352|0.4816|0.70072|-1349.834826|0.2697|-0.14969|7.7145|-0.19987|-1349.895534|9.2157|46.0|7.3372|7.3372
17_a12|0.0|0|0|1|0.610029543|0.132275232|-0.00864055|4.727387819|-0.058347964|3|0.035816993|-0.38018419|-0.072956553|-0.070249784|1|-0.000651751|-0.3748198379999999|-0.113649923|-0.202276514|-0.559137213|2|-0.11976662|0.87653892|0|0.858119365|-0.096209886|0.318309599|0.011226177|-36.25249721|-50.13411606|69.36398419|-0.035198739|3.048310481|0.786701219|-1.443148294|-18.34174978|42.10235809|0.466056241|-752.0117408|0.213298781|10.61752641|4866.339908|-298.7949107|955.9051425|7.842053909|1.0|1.0|1.0|0.0|1.0|2.97|0.17|2.56|2.47|0.0|103.12|0.0|1.0|3.0|4.0|0.0|1.0|3.14|-4.24|3.1e-05|0.0103|5.7100000000000006e-05|0.0|4.4014|2.87|3.7723|-1366.804178|-1366.776169|560.09|933.62|328.67|0.2213|0.39539|0.62783|-1366.638303|148.0|-0.15459|2128.0|-0.21781|-1366.689546|2.9806|16.0|7.7959|7.7959
9_a15|0.0|0|0|0|1.419941378|-0.217598467|-0.009923019|0.0|-0.042227775|1|0.04022792|-0.506073953|0.05688176|0.005692073|0|0.003160815|0.140072812|-0.203104439|-0.295062413|-0.344978312|1|0.010183805|0.742680335|0|0.846156316|-0.11668349|0.416635119|0.032464905|-41.10356167|-65.07462414|105.5304352|-0.028575549|10.09761131|0.51257747|-1.400201879|-15.93664265|59.20930631|0.4517825079999999|-780.8954896|0.48742253|10.00547485|5375.400861|-14.02896218|1523.4682269999998|20.06953345|1.0|1.0|1.0|0.0|1.0|3.37|0.19|4.95|1.96|2.0|104.74|0.0|1.0|7.0|5.0|0.0|1.0|3.69|-4.81|5.63e-06|0.00206|1.53e-05|0.0|4.3447|3.36|3.7487|-1223.705126|-1223.687392|588.55|1042.17|330.74|0.2693|0.6512399999999999|0.70552|-1223.463757|0.0115|-0.1565099999999999|1.4625|-0.1824|-1223.522216|2188.0|107.0|6.9706|6.9706
15a_a10|0.0|0|0|1|1.34383719|-0.214195114|-0.00244937|5.4161004020000005|0.022297552|2|0.033912037|-0.144512841|-0.060539141|-0.062038567|1|0.01192767|-0.19937094|-0.179723568|-0.285973309|-0.188634555|2|-0.1074837719999999|0.820233357|1|0.915137224|-0.076864276|0.754451037|0.0156991769999999|-29.50952422|-49.47045259|42.41151044|-0.025155581|6.503087289|0.676473201|-1.3835569680000002|-16.19032994|39.61363829|0.407638879|-890.4681466|0.323526799|11.33516398|5929.563906|-227.1590805|1316.339132|11.51002664|0.0|1.0|1.0|1.0|1.0|3.58|0.29|4.05|1.93|1.0|118.92|0.0|1.0|6.0|5.0|0.0|1.0|3.33|-4.4|0.000108|0.0432|3.94e-05|0.0|5.7646|2.4|3.7639|-1278.452284|-1278.4225210000002|687.57|1179.28|329.41|0.3558|0.47484|0.68863|-1278.141052|0.1583|-0.1559299999999999|4.7512|-0.20335|-1278.200428|6.1108|24.0|7.6198|7.6198
18_a20|0.0|1|0|0|1.400923654|0.1160337319999999|-0.008841844|4.727387819|-0.12050413|2|0.0396875|-0.5039851160000001|-0.011236836|-0.054458882|1|-0.004071701|0.268927191|0.001996439|0.003282792|-0.597167441|2|-0.090732503|0.8162774979999999|1|0.76136176|-0.095227339|0.356461863|0.0108136339999999|-61.73239771|-63.36348363|318.5587088|-0.035934845|4.787695004|0.8109110409999999|-1.904546783|-23.91074854|68.92770059|0.483668611|-1267.269673|0.1890889589999999|15.51556677|6206.896662|-413.7552685|1562.772745|8.954638548|1.0|1.0|1.0|1.0|1.0|2.76|0.08|4.69|2.06|2.0|125.07|0.0|0.0|5.0|4.0|0.0|0.0|3.78|-5.16|2.54e-06|0.00107|6.91e-06|0.0|5.9778|5.35|3.5355|-1352.364724|-1352.32685|703.24|1204.88|350.69|0.2991|0.31154|0.6953699999999999|-1352.073755|0.2011|-0.14685|5.3978|-0.20289|-1352.135304|8.0505|34.0|7.4685|7.4685
3b_a12|0.0|0|0|1|1.283824445|0.156777705|-0.007916598|0.0|-0.043495794|2|0.0375|-0.332497127|-0.065558712|-0.003968827|0|-0.003019113|-0.19952566|-0.071149325|-0.116772665|-0.547002361|1|-0.007397776|0.82914101|0|0.903204699|-0.088443201|0.073824142|0.0103611969999999|-33.57216667|-46.11064215|41.13468455|-0.034016616|2.816328871|0.7688221909999999|-1.326648015|-17.73486237|38.97406803|0.390744506|-691.6596323|0.2311778089999999|10.88757628|4665.346939|-280.3056362|899.6353646|8.665655511|1.0|1.0|1.0|0.0|1.0|2.98|0.05|3.14|3.99|1.0|102.53|0.0|1.0|3.0|3.0|0.0|1.0|3.59|-4.64|5.539999999999999e-05|0.0184|2.28e-05|0.0|4.2092|3.96|3.7741|-1410.971864|-1410.947421|548.05|915.37|328.51|0.5013|0.53738|0.6654800000000001|-1410.826913|0.2418|-0.15229|5.9551|-0.2232|-1410.8759220000002|8.5678|49.0|7.3098|7.3098
12ad_a36|0.0|1|0|2|1.297042846|-0.040810025|-0.01083262|5.351858133|-0.073048351|2|0.040787037|-0.649957196|-0.0072527669999999|0.010723827|1|0.000906224|0.077659878|-0.136151085|-0.227404687|-0.478461478|1|0.018207862|0.8846605|0|0.760267769|-0.107772644|0.423689705|0.030769062|-58.34300549|-76.30379737|94.12528108|-0.0365657189999999|15.4237324|0.656407461|-2.047680239|-25.88878839|80.12771975|0.477102332|-1449.77215|0.343592539|16.772513699999998|6569.653402|-221.4751857|2208.646667|20.51012207|1.0|0.0|0.0|1.0|0.0|0.0|0.17|1.67|1.89|1.0|135.03|0.0|1.0|7.0|6.0|0.0|0.0|1.76|-4.08|6.579999999999999e-05|0.0289|8.36e-05|0.0|5733.0|4.5|3.8512|-1460.8311199999998|-1460.794632|737.53|1236.64|321.93|0.6073|0.27316|0.67215|-1460.5468529999998|0.2532|-0.15638|5.3349|-0.21044|-1460.610659|6.8996|17.0|7.7696|7.7696
12j_a30|0.0|0|0|2|0.604984421|0.04148877|-0.006336585|5.351858133|-0.033312179|2|0.043848238|-0.354848778|0.0074730759999999|-0.075816941|1|0.005965451|-0.0431311459999999|-0.053644471|-0.09353607|-0.456342646|1|-0.130412856|0.846470093|0|0.842199041|-0.094132698|0.328405591|0.015613498|-47.76354083|-60.832977500000005|88.51817261|-0.036204884|6.520746879|0.8134611009999999|-1.882653966|-23.39729904|57.85371764|0.476658597|-1216.65955|0.1865388989999999|15.41574553|6105.3402670000005|-405.1466163|1495.657934|8.71869951|1.0|0.0|1.0|1.0|0.0|0.0|0.17|2.93|3.04|2.0|132.24|0.0|1.0|5.0|4.0|0.0|0.0|2.91|-5.15|2.21e-06|0.0009119999999999|7.05e-06|0.0|5.1971|4.14|3.4788|-1615.096172|-1615.064152|695.8|1175.75|356.4|0.2163|0.3087|0.68625|-1614.831741|0.1516|-0.14772|4.6727|-0.1987799999999999|-1614.894278|5.1081|9.0|8058.0|8058.0
47l_a18|0.0|0|0|1|1.251176792|0.0340353029999999|-0.006400878|4.844187086|-0.0603838109999999|0|0.035308642|-0.428858819|-0.010426981|-0.056270425|0|0.000787517|-0.008768679|-0.103458566|-0.156998637|-0.4925232479999999|0|-0.0973326269999999|0.781148177|0|0.803473313|-0.083884237|0.2820044969999999|0.009199889|-57.15119372|-59.6654726|11.54768766|-0.031456589|4.654446622|0.796109347|-2.0132216990000003|-22.37455223|63.6949231|0.4897655489999999|-1431.971342|0.203890653|18.46922943|6572.90106|-421.235376|1798.711882|9.168513486|1.0|1.0|0.0|1.0|1.0|0.0|0.25|3.19|2.94|3.0|139.63|0.0|1.0|9.0|3.0|0.0|0.0|2.72|-4.84|5.44e-06|0.00247|1.4499999999999998e-05|0.0|3.2026|7.71|3.2026|-1455.5758039999998|-1455.5497369999998|764.74|1334.6|387.13|0.5019|0.69291|0.69291|-1455.165122|0.5019|-0.1314|2.4594|-0.18344|-1455.233431|3.3864|32.0|7.4949|7.4949
2_a1|0.0|0|0|1|1.348828131|-0.049975995|-0.004621682|5.4161004020000005|-0.014296455|1|0.0409444439999999|-0.175623923|-0.0619710709999999|0.101798469|1|0.003205156|-0.237981258|-0.145015842|-0.326716897|-0.422863867|1|0.1766333219999999|0.8571146190000001|0|0.808210065|-0.077270452|0.220315042|0.011282631|-28.32386891|-35.17029414|6.281701359|-0.026492726|2.337413146|0.6944040029999999|-0.927245426|-12.05838656|33.45925305|0.39830426|-422.0435297|0.305595997|8.779158091000001|3920.383175|-176.9692239|607.7780769999999|8.075415099999999|1.0|1.0|0.0|1.0|1.0|2.69|0.18|4.12|2.49|0.0|79.77|0.0|1.0|2.0|3.0|0.0|1.0|3.21|-3.78|0.000871|243.0|0.000167|0.0|4.0877|3.31|4.0877|-920.2093796|-920.184721|489.42|807.98|303.31|0.2991|0.7007899999999999|0.7007899999999999|-920.078239|0.2991|-0.1686|3.5853|-0.19826|-920.123726|5.2754|5.8|5.2366|5.2366
12ag_a36|0.0|1|0|2|1.297044434|-0.042092217|-0.008085448|5.351858133|-0.084341564|2|0.043848238|-0.436614203|0.0070889269999999|-0.050147748|1|-0.000673716|0.135431487|-0.101303149|-0.217394466|-0.445549431|1|-0.0861053359999999|0.8910146309999999|0|0.7468300940000001|-0.1081585809999999|0.26896187|0.020136392|-52.02834065|-68.21579593|85.84609192|-0.038937089|8.009946323|0.758897371|-1.946854457|-24.55768654|64.72839664|0.481286668|-1227.884327|0.2411026289999999|15.13240062|5906.879919|-326.5740008|1617.984688|12.1906363|1.0|0.0|0.0|1.0|0.0|0.0|0.14|2.44|2.4|1.0|123.71|0.0|1.0|5.0|5.0|0.0|1.0|2.15|-4.16|0.000129|0.0515|6.96e-05|0.0|3.8893|3.41|3.7117|-1332.185403|-1332.151245|658.68|1112.68|334.04|0.4286|0.69204|0.7024699999999999|-1331.9454449999998|0.0191|-0.15227|5.4459|-0.20713|-1332.003616|7.5405|17.0|7.7696|7.7696
