molecula|SddssS|n9FaHRing|n9FaRing|SaaNH|SRW09|nARing|MATS2c|AATSC1c|AATSC1s|n6HRing|MATS7i|SaaaC|ATSC1c|BCUTi-1|n5aHRing|AATSC1pe|MATS1i|AATSC1i|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA5|PPSA3|RNCS|RPSA|TPSA_x|WNSA5|WPSA3|WNSA3|DPSA5|PNSA4|DPSA3|GeomPetitjeanIndex|GRAVp|TASA|PNSA2|WNSA4|FPSA1|GeomShapeIndex|PPSA1|WNSA2|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|CYP2C19 inhibitor|CYP2D6 inhibitor|CYP2C9 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log S (SILICOS-IT)|Log Po/w WLOGP|Log Po/w MLOGP|Leadlikeness|Num. of Rotatable bonds|Heavy atom count|Hydrogen bond acceptors count (using Lipinski’s definition)|Molecular Mass|Egan filter|CYP1A2 inhibitor|Log S (ESOL)|Solubility [Log S (Ali)] (mol/l)|Solubility [Log S (Ali)] (mg/ml)|Log Po/w XLOGP3|Solubility [Log S (SILICOS-IT)] (mol/l)|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Absorption Energy (HOMO-LUMO transition) (eV)|Total Energy (water) (Hartree)|Total Energy (gas phase) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Wavelength (max. Transition) (nm)|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|Oscillator Force (HOMO-LUMO transition)|Dipole (gas phase)|Highest Occupied Molecular Orbital Energy|Gibbs Free Energy|Dipole (water)|IC50|pIC50
27_a47|0.0|1|1|0.0|6.842683282|1|-0.160399235|-0.003631596|0.006768957|3|-0.067535989|1.807806182|-0.207000956|10.95005714|1|0.002350172|-0.077485193|-0.157688306|0.6636125860000001|0.804224077|0.0436226579999999|0.023325573|0.8517043879999999|1|0.846469886|-0.079484997|0.337815064|0.016506051|-50.87821306|10.56549582|20.73428323|0.153530114|98.27436776|-32.56705871|6.762956126000001|-25.8313393|63.02085767|-18.2393594|50.9207639|0.475450742|2804.020752|541.8239522999999|-966.6860481|-11.67498331|0.299267237|0.906398657|191.5604557|-618.7741154|26.02898047|0.018969968|-256.9774086|1379.535965|682.9868225|1.0|1.0|0.0|2.0|3.37|3.52|21.0|-8.82|5.07|3.11|2.0|5.0|31.0|5.0|436.91|0.0|1.0|-5.05|1.5399999999999998e-05|0.00674|3.7|1.5e-09|6.55e-07|-0.05814|4.9358|2.97|3.8125|-1778.1049670000002|-1778.078632|673.27|325.21|251.19|0.40976|0.69381|-1777.830739|0.1839|4.0365|-0.21594|-1777.891054|5.2214|2512.0|5.6
8a_a31|0.0|0|0|3.28085223|7.765993078999999|1|-0.039027368|-0.015034136|-0.158899731|0|-0.1480271209999999|0.0|-0.586331322|10.31170053|2|-0.009293513|-0.054025775|-0.094359203|0.938325481|0.837862749|0.0502030679999999|-0.030149254|0.895174844|0|0.594139864|-0.136459435|0.272259026|0.0375544779999999|-67.46619355|18.56711239|131.2406629|0.405860136|200.6591816|-33.35560699|9.179668678|-29.89286568|82.32407724|-20.61467025|79.02944672|0.4512945479999999|2128.209198|293.7455749|-742.1281291|-10.19199103|0.333562641|0.822471411|164.9149565|-366.9116769|30.93264504|0.030052065|-164.57484340000002|1113.575221|324.7430642|0.0|1.0|0.0|2.0|3.34|2.05|16.0|-5.33|2.54|0.36|0.0|3.0|22.0|5.0|314.36|0.0|1.0|-3.11|0.000269|0.0846|1.56|4.62e-06|0.00145|-0.02993|3.8097|1.53|3.8097|-1347.541429|-1347.507102|538.75|325.45|325.45|0.7027100000000001|0.7027100000000001|-1347.3959220000002|0.2604|3.7141|-0.18869|-1347.446223|5.3042|0.79|6.1024
14r_a23|0.0|1|1|0.0|7.423568444|0|-0.009140243|-0.006323791|-0.06921746|2|0.014148395|0.7087588690000001|-0.322513347|10.31321824|2|0.0075222369999999|-0.073945564|-0.17267308|0.616699629|0.7837821840000001|0.03753491|-0.1050445769999999|0.846632079|1|0.8662226190000001|-0.085881409|0.375360556|0.019185345|-55.30494931|12.35476415|47.26552456|0.133777381|86.14846171|-35.61466281|7.956082857|-25.96781003|66.31173073|-23.53402098|52.67940305|0.4661909429999999|2945.137191|557.8203557999999|-1106.098986|-15.15517566|0.211777163|0.873329024|136.37788909999998|-712.2932561000001|29.85706563|0.017092103|-371.2130393|1403.282085|599.5697147999999|0.0|0.0|1.0|1.0|3.47|3.06|26.0|-7.67|4.58|3.4|2.0|5.0|31.0|5.0|429.47|0.0|0.0|-5.11|2.66e-06|0.00114|3.68|2.14e-08|9.18e-06|-0.06842|5.9406|3.72|3.1797|-1729.1556449999998|-1729.1326809999998|678.08|389.92|208.71|0.30482|0.68115|-1728.924789|0.0008|6.2620000000000005|-0.22378|-1728.98403|8.8722|5.0|8.2684
12_a3|0.0|0|0|0.0|6.823286122000001|0|0.167987916|-0.009093383|-0.118456941|2|-0.120694579|2.07135708|-0.336455156|10.31163031|1|-0.0045709459999999|0.017902469|0.032450556|0.899733837|0.718481325|-0.039834906|-0.125395523|0.784451598|1|0.829399708|-0.096133903|0.101891875|0.011076075|-45.63945658|5.258353635|239.2266101|0.170600292|80.99228663|-21.667278|2.496397166|-20.92463497|52.16354015|-18.79271742|49.333524|0.463780604|2056.502939|393.75653|-638.9523922000001|-8.921820355|0.169581355|0.864908294|80.50854774|-303.3418921|22.63041363|0.01374218|-313.7317211|769.4340634|330.4083896|1.0|1.0|1.0|1.0|3.2|2.17|21.0|-6.89|4.01|1.6|1.0|2.0|22.0|3.0|304.37|0.0|1.0|-4.84|2.07e-06|0.000629|4.03|1.3e-07|3.9500000000000005e-05|-0.06361|3263.0|2.94|3263.0|-1272.152002|-1272.125792|515.23|379.97|379.97|0.69784|0.69784|-1272.010995|0.5056|2.3762|-0.19514|-1272.058487|3.1979|3548.0|5.45
21a_a23|0.0|1|1|0.0|7.525639975|0|0.1049806919999999|-0.005708466|-0.038876045|2|0.071115216|0.773970837|-0.3082571839999999|10.31321782|2|0.01180744|-0.074441567|-0.136106024|0.725800261|0.7367638240000001|0.1022509819999999|-0.137122549|0.79188323|1|0.926538469|-0.082341001|0.224766417|0.011564247|-54.35891011|7.634348008|39.56172507|0.073461531|48.49696614|-35.88602363|5.039953753|-22.45408125|61.73864319|-22.83074225|41.64701536|0.492301762|2880.257677|611.67123|-1141.537112|-15.07212993|0.157878617|0.969673962|104.2264415|-753.6064963|27.11098744|0.011178565|-451.7153132|1355.5493720000002|666.0036144999999|0.0|0.0|1.0|1.0|3.53|3.48|26.0|-7.78|4.33|3.24|2.0|5.0|31.0|4.0|425.51|0.0|0.0|-5.28|1.3e-06|0.000552|3.98|1.65e-08|7.03e-06|-0.07243|3.6993|3.75|3.6993|-1669.250866|-1669.23053|701.01|335.16|335.16|0.60824|0.60824|-1668.989671|0.3692|5.3733|-0.2226699999999999|-1669.0502720000002|7.9309|102.0|6.9914
11d_a31|0.0|0|0|3.39688681|7.765993078999999|1|0.064475882|-0.017317263|-0.116385886|0|0.016799834|0.0|-0.848545873|10.31169874|2|-0.006496772|-0.096447723|-0.153894316|0.819298311|0.822077662|-0.057505249|-0.13169885|0.868115289|0|0.585212816|-0.134048091|0.197166451|0.034417775|-82.06512842|21.07078977|296.2476128|0.414787184|253.9354598|-50.24081482|12.89967697|-50.23449218|98.8237718|-24.97634343|103.1255906|0.4816588089999999|2532.447962|358.2711594|-1148.911798|-15.29068277|0.318229459|0.929231204|194.8221811|-703.3714074|36.63453013|0.027374162|-222.5622569|1685.188386|505.4234462|1.0|1.0|1.0|2.0|3.6|2.83|16.0|-6.23|4.03|1.26|1.0|7.0|27.0|6.0|385.44|0.0|1.0|-4.2|3.33e-06|0.00128|3.17|5.83e-07|0.000225|-0.03404|3.8009|4.87|3.8009|-1598.7152199999998|-1598.671315|650.64|326.2|326.2|703.0|703.0|-1598.4848980000002|0.2642|3.1919|-0.19226|-1598.546288|4.6622|0.03|7.5229
AKLKII_a46|0.0|0|0|2.917217813|6.605297921|0|-0.206312209|-0.003417504|-0.030657|3|-0.008897473|1.744747103|-0.129865138|10.96959256|1|0.006731579|-0.037291767|-0.066245471|0.718266758|0.758995484|-0.0150769919999999|0.064690027|0.8264237520000001|1|0.837641394|-0.089369278|0.271156366|0.010384859|-42.37969553|4.924591245|160.85204040000002|0.162358606|76.99187522|-20.09682339|2.335284369|-16.15213359|49.76981906|-15.74102977|38.98582025|0.47999819|2000.353437|397.2168972|-550.9360419|-7.464534402999999|0.2278604669999999|0.92307023|108.05343229999998|-261.2587041|20.38625028|0.015584114|-258.10190780000005|713.5187596|314.0966684|1.0|1.0|0.0|1.0|2.81|1.6|21.0|-7.21|3.39|1.18|0.0|2.0|22.0|4.0|287.32|0.0|1.0|-3.58|0.000578|166.0|2.19|6.18e-08|1.7800000000000002e-05||||||||||||||||||181.0|6.7423
4f_a46|0.0|0|0|0.0|7.825245291|1|-0.2265364489999999|-0.001035775|-0.001868546|2|-0.099507167|0.0|-0.053860324|10.96352592|1|0.011806162|-0.079238184|-0.123416853|0.6901151990000001|0.74106323|-0.2076648489999999|-0.1697014539999999|0.7796270059999999|0|0.934973206|-0.0674830959999999|0.296072934|0.008734825|-36.60887321|4.738551282|7.730129301|0.065026794|35.27635517|-19.85993046|2.570614463|-16.43243843|42.21890747|-11.95391778|35.0293449|0.424708366|2103.214727|507.213176|-585.7419712999999|-6.484875252999999|0.240157725|0.7382488140000001|130.2830519|-317.7588874|15.73210412|0.010341277|-281.9234274|770.8731021000001|538.4165208|1.0|1.0|1.0|0.0|3.88|3.16|17.0|-7.21|4.71|2.58|1.0|3.0|25.0|3.0|332.44|0.0|1.0|-4.58|4.18e-05|0.0139|3.77|6.12e-08|2.04e-05|-0.02947|4548.0|3.87|4548.0|-1033.550809|-1033.528421|591.51|272.61|272.61|0.69208|0.69208|-1033.315821|0.1719|3.2783|-0.2202599999999999|-1033.36869|3.7419|183.0|6.7375
21c _a23|0.0|1|1|0.0|7.525639975|0|0.178300778|-0.009944003|-0.135572353|2|0.0645437059999999|0.731360766|-0.576752175|10.3132171|2|0.0035741379999999|-0.0201427689999999|-0.036896213|0.7641222459999999|0.782543953|0.149511954|-0.060079444|0.838980345|1|0.790596437|-0.098699133|0.2571258939999999|0.014036138|-70.15570019|9.976937758|323.3651097|0.209403563|148.8448086|-49.86692499|7.09164338|-42.26586935|79.71722579|-28.58195193|69.43902929|0.468609427|3161.1237530000003|561.9588018|-1543.4254039999998|-20.31615463|0.165442725|0.881854988|117.597286|-1097.07235|34.24804117|0.013451712|-475.6090385|1849.394223|762.0576580000001|0.0|0.0|1.0|2.0|3.68|3.11|26.0|-7.33|3.42|2.49|1.0|6.0|34.0|5.0|468.53|1.0|0.0|-4.72|2.35e-06|0.0011|2.86|4.69e-08|2.2e-05|-0.07892|3.6649|4.47|3.6649|-1837.964768|-1837.932192|747.88|338.3|338.3|0.5885699999999999|0.5885699999999999|-1837.67081|0.3329999999999999|6.0226|-0.22981|-1837.736174|8.3979|67.0|7.1752
12d_a31|0.0|0|0|3.441384322|7.765993078999999|1|0.039097757|-0.012448252|-0.043220149|0|-0.042401695|0.0|-0.697102094|10.31169788|2|0.000127275|-0.134504227|-0.214049412|0.8066174070000001|0.8343242820000001|-0.00658148|-0.057226679|0.873955169|0|0.7054497479999999|-0.11498416|0.3996192999999999|0.0296918329999999|-81.56033123|21.06095035|157.30671669999998|0.294550252|208.9297871|-57.85220856|14.93891054|-47.23018217|99.79879739|-23.08311261|87.64629597|0.389382761|2653.867767|500.3881827|-1223.404968|-16.37326657|0.361635149|0.63768714|256.5143096|-867.7831284|36.15974873|0.02571268|-196.2893506|1916.466682|647.1500428999999|1.0|1.0|1.0|2.0|3.76|3.9|16.0|-7.63|4.09|1.31|2.0|9.0|29.0|5.0|412.51|0.0|1.0|-4.39|2.48e-06|0.0010199999999999|3.46|2.3500000000000002e-08|9.69e-06|-0.03128|3.8477|5.0|3.8477|-1657.471849|-1657.428467|730.86|322.23|322.23|0.7006600000000001|0.7006600000000001|-1657.1792779999998|0.2566|2.4186|-0.19096|-1657.245177|3.3585|0.51|6.2924
12s_a36|0.0|0|0|3.486136149|7.412764017000001|2|-0.057853364|-0.007059109|-0.045035034|2|0.037454164|0.0|-0.4023692|10.95352614|1|0.003962098|-0.104118159|-0.1763783589999999|0.90414347|0.8060798779999999|-0.118671653|-0.086791463|0.856677627|0|0.8303378090000001|-0.1000534719999999|0.4314309979999999|0.019457471|-64.57958827|12.55883918|110.6090028|0.169662191|109.5085883|-41.6829437|8.106112169|-30.06529118|76.34126108|-23.15117315|59.13914165|0.4604765839999999|2710.355028|535.942162|-1227.012177|-14.94294208|0.245801617|0.853487672|158.6528381|-791.9759303|30.69639722|0.018222417|-328.1450742|1626.909053|662.0530478999999|1.0|0.0|0.0|2.0|4.85|0.0|17.0|-6.97|2.19|2.24|1.0|5.0|30.0|4.0|395.46|0.0|0.0|-4.3|6.929999999999999e-05|0.0274|3.04|1.08e-07|4.270000000000001e-05|-0.04908|3.8751|3.48|3.7604|-1272.270833|-1272.236664|683.24|329.71|319.95|0.6843600000000001|0.6928|-1272.00109|0.0002|6.6068|-0.20467|-1272.061111|8.7738|9.0|8.0458
7s_a46|0.0|0|0|0.0|7.727094485|1|-0.0778653109999999|-0.005351046|-0.076841616|1|-0.210750635|0.0|-0.240797051|10.94651358|1|0.005577925|0.012197837|0.018964141|0.778692012|0.770312275|-0.036284605|-0.030371026|0.8182543959999999|0|0.858788462|-0.083011849|0.249893305|0.008871171|-41.72189594|4.458665639|166.3052939|0.141211538|70.97315818|-20.9694955|2.240932895|-24.43308641|47.36217237|-15.894055599999998|53.07188519|0.433822088|1982.695462|431.6285339|-667.5503351|-7.988379237|0.1801125439999999|0.7662292690000001|90.5248694|-335.5119279|19.38565529|0.01122216|-321.55195330000004|814.1975221|409.9543818|0.0|1.0|0.0|1.0|3.08|2.33|17.0|-6.08|3.9|2.39|0.0|2.0|23.0|3.0|305.37|0.0|1.0|-4.24|8.590000000000001e-05|0.0262|3.32|8.39e-07|0.000256|-0.02024|5.2972|3.54|4293.0|-974.8067569|-974.7707066|539.99|288.81|234.06|0.44692|0.69976|-974.615216|0.1186|2.4286|-0.19947|-974.664103|3.6655|1985.0|5.7022
15_a3|0.0|0|0|0.0|6.823286122000001|1|0.079167398|-0.006742751|-0.092127078|3|-0.182934001|1.809035179|-0.289938297|10.33806279|0|-0.004459728|-0.022386155|-0.039798975|0.968837995|0.813015336|-0.103599654|0.036380489|0.866559772|1|0.7789088340000001|-0.107619999|0.451058529|0.007901554|-55.08588323|4.04445331|315.5421792|0.221091166|113.1667185|-28.19600959|2.070175472|-24.19332693|60.30684851|-19.28005913|51.31038923|0.461565365|2116.88728|398.6887321|-771.2023653|-9.868603355|0.149672503|0.85723565|76.61068671|-394.7441342|22.67368656|0.010200078|-358.6340772|906.9474625|402.781061|1.0|1.0|0.0|1.0|4.12|0.0|16.0|-5.78|1.56|0.96|0.0|2.0|23.0|5.0|321.4|0.0|0.0|-3.02|0.0017|547.0|1.28|1.66e-06|0.000535|-0.06319|6.0077|2.33|3.7072|-1328.688126|-1328.665275|553.81|334.44|206.37|0.2843199999999999|0.67902|-1328.531138|0.0173|1.9539|-0.22079|-1328.581677|2.3271|25.0|7.6021
8b_a50|0.0|1|1|3.1324050960000003|7.860570786|1|-0.115740384|-0.0045301379999999|-0.009597908|1|-0.096039086|1.98971238|-0.1812055289999999|10.945024|2|0.007057361|-0.065440141|-0.116174481|0.753629415|0.809463375|-0.027207307|-0.031953774|0.8836675340000001|1|0.845349082|-0.078068703|0.267094693|0.021513107|-37.39727879|10.30543157|131.417573|0.154650918|74.08248511|-17.91443197|4.93661461|-16.66636363|49.02840043|-14.54338619|45.09730487|0.428882006|2143.807599|404.9478761|-523.561903|-6.966723542|0.328290204|0.75095166|157.2609748|-250.8020475|21.65129387|0.024280552|-164.5084115|779.4465792000001|339.5806858|1.0|1.0|0.0|1.0|3.21|1.69|20.0|-5.94|3.41|1.79|0.0|2.0|23.0|3.0|299.33|0.0|1.0|-3.81|0.000359|108.0|2.55|1.16e-06|0.000347|-0.02903|4.5256|2.11|4.1804|-967.3527447|-967.3160428|515.81|296.58|273.96|0.5533|0.59283|-967.212701|121.0|3.8213|-0.20144|-967.258772|5.8205|68.0|7.1675
14_a15|0.0|0|0|0.0|0.0|0|-0.058775738|-0.006678826|-0.0455566929999999|2|-0.033982971|0.0|-0.374014235|10.9597359|0|0.0034254209999999|-0.120626133|-0.184255041|0.8310685940000001|0.719993769|-0.021648026|-0.028227917|0.7651878809999999|0|0.8870890459999999|-0.0917424269999999|0.7461324029999999|0.014672137|-58.79722871|9.403293601|92.51564418|0.112910954|72.36402409|-37.68282812|6.026520371|-26.20964538|68.59458198|-21.0782518|50.29869851|0.406717767|2612.691478|568.5306056|-1117.1473460000002|-13.50893838|0.229690275|0.685538423|147.2072638|-715.9737342999999|27.36334635|0.015286995|-346.4801021|1450.257357|673.7288405|1.0|1.0|0.0|1.0|3.56|3.72|24.0|-9.82|6.3|2.87|2.0|6.0|30.0|4.0|397.47|1.0|1.0|-5.83|5.99e-07|0.0002379999999999|5.29|1.51e-10|5.99e-08|-0.0338199999999999|4.4518|5.16|3.6209|-1281.105795|-1281.0669369999998|689.8|342.41|278.5|0.65079|0.7055899999999999|-1280.809256|0.0054|3.3596|-0.18379|-1280.87015|5.0894|0.03|7.5229
5_a27|0.0|0|0|0.0|6.823286122000001|0|0.126882432|-0.0063562359999999|-0.068518519|2|-0.149034787|1.271687295|-0.286030638|10.93772408|1|0.010329671|-0.2030237389999999|-0.341622797|0.639413469|0.760083119|0.180356685|-0.020087122|0.8149212259999999|1|0.8531787759999999|-0.085078576|0.333977277|0.01695771|-44.83538435|8.936508815|10.48961936|0.146821224|77.37301579999999|-23.6277072|4.709432444|-15.54640123|53.51978325|-16.01263727|38.43699603|0.439066197|2273.906133|449.6149323|-672.5307653|-8.438466859|0.258518528|0.7827415529999999|136.2361487|-354.41560810000004|21.59546513|0.016479312|-254.5156507|907.0095354|424.8821143|0.0|0.0|1.0|0.0|3.07|3.11|21.0|-6.22|2.8|2.66|0.0|2.0|25.0|4.0|331.37|0.0|1.0|-4.01|0.000248|0.0821|2.58|6.04e-07|0.0002|-0.04554|4.0989|4.9|4.0989|-1083.143246|-1083.124207|566.68|302.48|302.48|0.64548|0.64548|-1082.967639|0.2448|2.3781|-0.21506|-1083.019748|3.5632|3.0|8.5229
1m_a5|0.0|0|0|2.934162514|6.605297921|0|-0.252787668|-0.002410445|-0.005518104|2|-0.07112464|0.0|-0.096417794|10.94856032|1|0.00520748|0.042813643|0.07132816|0.691858366|0.7824502320000001|0.077347244|-0.022280685|0.851987765|0|0.8823955520000001|-0.071478865|0.429612762|0.009030414|-37.65438054|4.7571353730000006|154.6334216|0.117604448|61.95289543|-19.83596661|2.506013299|-19.69180207|46.74648368|-15.26528941|42.13785007|0.482646195|2183.167528|464.8375158|-564.8157081|-8.041608085|0.26152627|0.932913201|137.7695311|-297.5394992|20.67140479|0.0172594319999999|-251.2513491|764.8419772000001|383.4128238|1.0|1.0|0.0|1.0|2.69|2.11|23.0|-8.63|4.85|2.4|1.0|3.0|24.0|3.0|332.79|0.0|1.0|-4.74|2.99e-05|0.00996|3.69|2.35e-09|7.82e-07|-0.0507699999999999|4.6678|3.48|4.3983|-1410.912452|-1410.88022|553.42|281.89|265.61|0.4527899999999999|0.45426|-1410.783167|0.2373|1939.0|-0.22857|-1410.833395|2.4582|43.0|7.3665
14ab_a23|0.0|1|1|0.0|7.423568444|0|0.065530542|-0.0050415|-0.028841865|2|0.021287386|0.7586471459999999|-0.287365522|10.313217300000002|2|0.012103325|-0.074579388|-0.13397874|0.725358161|0.75434493|-0.085303124|-0.05990912|0.8072028240000001|1|0.92422233|-0.076243539|0.20155691|0.017974612|-52.21744789|12.31039874|40.23721489|0.07577767|51.89838547|-35.76253038|8.431109267|-24.37891748|61.60741239|-21.67516705|47.90644969|0.4695727329999999|2941.47118|632.9786397|-1148.783854|-14.84482393|0.202162933|0.885272615|138.4567483|-786.7756682999999|27.16741043|0.013710439|-407.9635285|1439.872753|733.3886349999999|0.0|0.0|1.0|1.0|3.63|3.82|26.0|-8.16|4.63|3.45|2.0|5.0|32.0|4.0|439.54|0.0|0.0|-5.55|5.9e-07|0.000259|4.31|6.9799999999999995e-09|3.07e-06|-0.07146|3.6587|4.1|3.6587|-1708.563399|-1708.543268|719.66|338.88|338.88|0.66532|0.66532|-1708.277193|0.3893|5.9624|-0.21924|-1708.3414239999995|8.4721|4.0|8.4012
4i_a46|0.0|0|0|0.0|7.825245291|1|-0.167244168|-0.002360192|-0.018872727|1|-0.088884176|0.0|-0.127450387|10.94638684|1|0.011931187|-0.060809732|-0.091288438|0.7204791309999999|0.749522825|-0.0656636|-0.17856753|0.786754478|0|0.940780437|-0.075208437|0.263514985|0.015663081|-42.48203383|8.847405392999999|67.51603424|0.0592195629999999|33.45060163|-23.99628633|4.997521397|-18.68604171|49.04951810000001|-14.16067794|41.92840157|0.406629719|2200.19132|531.4066842|-722.1945751000001|-7.998762108999999|0.2361682219999999|0.685288314|133.40134070000002|-407.9368676|18.53900079|0.011626803|-298.0546045|945.4890404|579.2365607|1.0|0.0|1.0|0.0|3.88|3.5|17.0|-7.3|5.07|3.06|1.0|3.0|26.0|3.0|347.45|0.0|1.0|-5.04|1.16e-05|0.00403|4.38|5.04e-08|1.75e-05|-0.01646|5.3987|4.46|4.4232|-1092.730494|-1092.70435|611.74|280.31|229.66|0.41877|0.69035|-1092.473422|0.1421|2.8538|-0.20084|-1092.528145|3.8696|612.0|6.2132
8d_a12|0.0|1|1|2.976279182|6.580639137|1|0.057525383|-0.0076893469999999|-0.048642535|2|0.0276482139999999|2.075171777|-0.376778003|10.94458983|1|0.001575111|0.00930483|0.016135176|0.8857286320000001|0.751098108|-0.091036025|-0.080872311|0.8078610759999999|1|0.858710112|-0.103548595|0.266886187|0.011348654|-57.57034769|6.309558958999999|90.34024296|0.141289888|78.55353315|-32.00762818|3.507952014|-24.05928792|64.53435462|-21.74879802|49.58366734|0.465113852|2466.513191|477.4206699|-978.6959108|-12.09177064|0.166136296|0.8695567329999999|92.36749461|-544.129679|26.08195789|0.012525773|-371.2392138|1173.6881050000002|503.2240425|1.0|1.0|1.0|2.0|4.06|2.23|21.0|-8.37|2.67|2.83|2.0|3.0|27.0|4.0|352.39|0.0|1.0|-4.61|2.64e-05|0.0093|3.51|4.23e-09|1.49e-06|-0.05488|4.2383|3.53|3.7397|-1138.296407|-1138.256361|600.2|331.53|292.53|0.6661|0.4997399999999999|-1138.086709|0.0853|2.1281|-0.20794|-1138.139635|3.0277|25.0|7.6021
13e_a6|0.0|0|0|3.433539068|6.842683282|0|-0.089778965|-0.006882528|-0.008507023|2|0.018376555|1.643912856|-0.378539035|10.95053349|1|-0.001446486|-0.126749697|-0.223618825|0.841211811|0.765593573|0.102257199|-0.067328767|0.827254552|1|0.861676601|-0.093298845|0.175643236|0.0183790889999999|-62.36320497|12.28502792|66.59852278|0.138323399|92.4587065|-41.68507499|8.211609879|-33.17101912|75.42629799|-22.01054293|61.91072885|0.4442079679999999|2868.489025|575.965487|-1122.537689|-14.71237941|0.277469482|0.799234143|185.4673146|-750.3313497|30.46313253|0.019543118|-297.4895642|1553.619759|676.2770877|1.0|1.0|1.0|2.0|3.51|2.79|27.0|-10.18|4.53|0.92|1.0|5.0|32.0|5.0|417.47|0.0|1.0|-4.78|7.74e-06|0.00323|3.27|6.59e-11|2.75e-08|-0.07534|5.9885|3.36|3.2475|-1347.297639|-1347.25954|713.3|381.78|207.04|0.38609|0.7034199999999999|-1347.014564|0.0104|10.1884|-0.20804|-1347.074898|13.2999|12.0|7.9208
4d_a49|0.0|0|0|0.0|7.535296702|1|-0.06085453|-0.006135653|-0.058204482|2|-0.090862681|1.76904838|-0.343596561|10.92777282|1|0.001356445|0.000511959|0.000850823|0.7745859279999999|0.783870915|-0.008564167|0.023137464|0.834151595|1|0.752634646|-0.085966608|0.410804214|0.013625199|-52.95392476|8.392883773|85.21839288|0.2473653539999999|152.3727245|-32.61868996|5.16986937|-34.12740785|66.51766234|-17.31186002|63.79609555|0.470013152|2658.242991|463.6097566000001|-900.2167208999999|-10.66380249|0.3452719489999999|0.8868392740000001|212.6814716|-554.5177292999999|26.44129877|0.022019681|-190.6195379|1374.947536|641.1445234|0.0|1.0|1.0|2.0|3.38|2.68|21.0|-7.58|2.8|1.25|1.0|6.0|30.0|5.0|398.46|0.0|1.0|-3.35|0.000743|296.0|1.45|2.64e-08|1.05e-05|-0.06309|5.7447|2.99|3.8047|-1293.333712|-1293.29417|668.09|325.87|215.82|0.40593|0.6782100000000001|-1293.049085|0.0879|4.3005|-0.2219699999999999|-1293.107454|5.5765|18.0|7.7447
18_a10|0.0|0|0|0.0|7.78113851|2|-0.182332901|-0.00309846|0.0307177839999999|2|-0.092424959|2.026949641|-0.1859075939999999|10.92966688|1|0.010573165|-0.091730492|-0.143149563|0.7155022459999999|0.785539083|0.048377088|-0.0507442929999999|0.832812971|1|0.885552955|-0.076052353|0.656664457|0.019095409|-48.27152552|12.12013168|40.99617452|0.114447045|72.64119073|-30.63863373|7.692822451|-23.18149476|61.38857307|-15.79795381|48.64284759|0.4670293179999999|2788.499133|562.0732377|-868.8874593|-10.02718922|0.358384456|0.876275815|227.471785|-551.4954071000001|24.62214943|0.020666062|-179.7708584|1354.218219|713.2632062000001|0.0|1.0|1.0|0.0|4.07|3.41|21.0|-7.88|4.66|2.14|1.0|5.0|31.0|5.0|412.48|0.0|1.0|-4.77|3.34e-05|0.0138|3.49|1.32e-08|5.44e-06|-0.0495699999999999|5.7687|2.65|3.7977|-1336.433782|-1336.404041|687.19|326.47|214.93|0.37729|0.6866300000000001|-1336.126835|0.1637|4.7596|-0.20692|-1336.185978|5.9029|0.13|6.8861
14b_a25|0.0|0|0|0.0|6.842683282|0|-0.091382738|-0.004720915|-0.0166120069999999|2|0.001683506|1.929508048|-0.273813082|10.93106299|1|0.004892038|-0.043923908|-0.074541111|0.6524261960000001|0.7723870909999999|-0.085205646|0.001715854|0.8333962429999999|1|0.859628015|-0.084160084|0.329662946|0.016003559|-58.29440389|11.08504021|112.49583529999998|0.140371985|97.23019209|-40.37825712|7.678174472999999|-36.53830946|69.2012501|-22.67004596|63.83568179|0.490638154|3038.600508|595.4307570000001|-1224.182482|-15.70265555|0.227210413|0.963240883|157.3797801|-847.9433995999999|29.33534086|0.015746299|-377.9013888|1584.108407|760.3735147000001|1.0|1.0|1.0|1.0|3.51|3.21|27.0|-9.65|4.79|1.8|2.0|6.0|34.0|5.0|444.49|0.0|1.0|-5.23|2.49e-06|0.0011099999999999|3.88|2.23e-10|9.93e-08|-0.0584|5.4239|5.61|4069.0|-1444.544749|-1444.505985|716.14|304.7|228.59|0.34735|0.64983|-1444.266358|0.0006|2.7037|-0.22149|-1444.330251|3.2784|22.0|7.6576
