molecula|SddssS|n9FaHRing|SssssC|NaasN|SRW09|nARing|BCUTs-1|SaasN|MATS2c|AATSC1c|SRW07|n6HRing|ATSC1c|MATS8i|BCUTi-1|AATSC8d|n5aHRing|AATSC1pe|AATSC7i|AATSC1i|n6aHRing|GATS1are|BIC2|MATS8s|MATS8d|SIC2|nFaHRing|RASA|FNSA5|PBF|FPSA3|PNSA3|PNSA5|PPSA3|RNCS|RPSA|FNSA4|WNSA5|WNSA3|DPSA5|DPSA3|GRAVp|PNSA2|WNSA4|FPSA1|GeomRadius|GeomShapeIndex|DPSA4|FPSA5|DPSA1|DPSA2|Mor01p|PPSA5|CYP2C19 inhibitor|CYP2C9 inhibitor|CYP3A4 inhibitor|Hydrogen bond don0rs count (using Lipinski’s definition)|Synthetic Accessibility|Log Po/w iLOGP|Num. of Aromatic heavy atoms|Log Po/w WLOGP|TPSA_y|Log Po/w MLOGP|Leadlikeness|Brenk|Veber filter|Class [Log S (SILICOS-IT)]|Log S (Ali)|Hydrogen bond acceptors count (using Lipinski’s definition)|Log Kp (cm/s)|Egan filter|CYP1A2 inhibitor|Consensus Log P|Log S (ESOL)|Solubility [Log S (ESOL)] (mol/l)|Log Po/w XLOGP3|PAINS|Solubility [Log S (SILICOS-IT)] (mg/ml)|Lowest Unoccupied Molecular Orbital Energy|Absorption Energy (max. Transition) (eV)|log P|Total Energy (water) (Hartree)|Area (grid)|Wavelength (HOMO-LUMO transition) (nm)|Oscillator Force (max. Transition)|Wavelength (max. Transition) (nm)|Approximated area|Contribuition (max. transition)|Contribution (HOMO-LUMO transition)|Zero Point Energy|HOMO-LUMO Energy Difference (Hartree)|Dipole (gas phase)|Gibbs Free Energy|pIC50|pIC50
13b_a6|0.0|0|0.0|0|7.412764017000001|1|1.430640379|0.0|-0.0411179|-0.011206134|5.351858133|1|-0.6051312529999999|-0.104663349|10.95129557|-0.064811009|1|-0.00194781|0.100281317|-0.180339002|1|0.850080948|0.7788169070000001|-0.029988734|-0.11338525|0.8370824240000001|0|0.7757172059999999|-0.112915801|0.202093555|0.032036214|-61.06841733|-74.04643339|21.00828557|154.7847961|0.2242827939999999|-0.0406496879999999|-48.5571926|-40.04664055|87.39962829999999|82.07670290000002|2821.72831|-1332.835801|-17.48058934|0.2427663219999999|9.087172635|0.69141956|35.20276076|0.0203627189999999|-337.3706117|1760.1380379999998|627.4287311|13.35319491|1.0|1.0|1.0|2.0|3.56|2.85|23.0|4.32|95.85|1.29|2.0|0.0|0.0|1.0|-5.51|5.0|-6.1|0.0|1.0|3.45|-4.99|1.02e-05|3.8|0.0|4e-07|-0.0525799999999999|4.8494|4.04|-1350.0903970000002|694.33|341.35|0.7846|255.67|574.07|0.58026|0.7006600000000001|-1349.837661|-0.14898|10.8032|-1349.898848|6.7595|6.7595
19k_a38|0.0|0|0.0|0|7.412764017000001|2|1.297042875|0.0|0.0100827|-0.011877064|5.351858133|2|-0.6888696990000001|0.016990252|10.95446448|-0.0184136539999999|1|-0.00835812|0.208892195|-0.128079012|1|0.7581164340000001|0.853092207|0.04833864|-0.029357143|0.908591797|0|0.658700057|-0.126936513|0.389096157|0.0232707939999999|-71.54314527|-80.54577161|14.76615358|157.4834779|0.341299943|-0.044662847|-51.10918191|-45.3966925|94.38036132|86.30929885|3055.355167|-1530.369661|-17.9828603|0.24035311|6.744851799999999|0.911726848|37.3070426|0.021802691|-329.5105352|2014.5803|686.8472757999999|13.8345897|0.0|0.0|0.0|4.0|4.89|2.2|17.0|1.65|124.32|1.65|1.0|0.0|0.0|1.0|-3.87|5.0|-7.84|0.0|0.0|1.9|-3.62|0.0002399999999999|1.65|0.0|0.000175|-0.05534|5.1869|4.13|-1500.8984380000002|677.64|350.45|0.2038|239.03|502.43|0.38269|0.70327|-1500.618667|-0.14568|9.1508|-1500.680373|7.9666|7.9666
11_a33|0.0|1|0.0|0|7.686621335|0|0.609352951|0.0|-0.151505631|-0.008708023|5.6869753560000005|0|-0.32219686|0.143981643|10.31100126|-0.008908194|3|-0.00103193|0.105574347|-0.232296883|0|0.8389087140000001|0.85401347|0.003391835|-0.014463304|0.921896958|1|0.857287241|-0.104881435|0.229250542|0.033701864|-34.4118011|-50.94714637|16.37099833|45.43139569|0.142712759|-0.030847481|-24.74805685|-16.71585694|68.11455221|50.78279943|2220.315582|-509.4714637|-7.278840251|0.447121614|5.24049311|0.8772525659999999|27.10262364|0.035341374|-51.37234937|921.4892038|335.4799765|17.16740584|1.0|1.0|1.0|1.0|3.19|2.31|19.0|4.13|120.17|0.89|0.0|0.0|0.0|1.0|-5.48|4.0|-5.97|0.0|1.0|3.28|-4.38|4.13e-05|3.28|0.0|0.000194|-0.05806|3.5049|1.93|-1669.324638|506.55|353.74|0.5408|353.74|378.1|0.70381|0.70381|-1669.202327|-0.14132|3.1406|-1669.251123|8.3188|8.3188
14a_a25|0.0|0|0.0|1|6.842683282|0|1.420015394|1.667057351|-0.092005241|-0.004483962|4.727387819|2|-0.255585831|-0.046802062|10.93106303|-0.019985937|1|0.006158124|0.085350921|-0.077269115|2|0.6716839040000001|0.7385460309999999|-0.085643386|-0.035531959|0.792935475|1|0.850426305|-0.084207356|0.326595394|0.012870836|-45.72658614|-55.27820709|8.449104086|107.22698590000002|0.149573695|-0.033365179|-36.28756839|-30.017374100000005|63.96772039|54.17569023|2844.993903|-1160.842349|-14.37809314|0.193247006|7.39139255|0.969421506|27.14918443|0.01323706|-402.7381076|1438.906775|712.1606951|8.689513304|1.0|1.0|1.0|1.0|3.43|3.06|27.0|4.92|72.7|2.47|2.0|0.0|0.0|1.0|-5.39|4.0|-5.91|0.0|1.0|3.81|-5.29|5.13e-06|4.16|0.0|1.08e-07|-0.05083|5.3631|5.79|-1352.298438|689.55|314.05|0.3529|231.18|548.29|0.42461|0.6714|-1352.024616|-0.16347|3.0824|-1352.086073|6684.0|6684.0
14r_a23|0.0|1|0.0|2|7.423568444|0|1.197963203|3.201732471|-0.009140243|-0.006323791|5.351858133|2|-0.322513347|-0.079935667|10.31321824|-0.064006338|2|0.0075222369999999|0.033038452|-0.17267308|2|0.616699629|0.7837821840000001|0.03753491|-0.1050445769999999|0.846632079|1|0.8662226190000001|-0.085881409|0.375360556|0.019185345|-40.32463891|-55.30494931|12.35476415|47.26552456|0.133777381|-0.03654528|-35.61466281|-25.96781003|66.31173073|52.67940305|2945.137191|-1106.098986|-15.15517566|0.211777163|7.555307147000001|0.873329024|29.85706563|0.017092103|-371.2130393|1403.282085|599.5697147999999|11.00678143|0.0|1.0|0.0|1.0|3.47|3.06|26.0|4.58|105.02|3.4|2.0|1.0|0.0|1.0|-5.58|5.0|-6.31|0.0|0.0|3.7|-5.11|7.73e-06|3.68|0.0|9.18e-06|-0.06842|5.9406|3.72|-1729.1556449999998|678.08|389.92|0.2346|208.71|513.71|0.30482|0.68115|-1728.924789|-0.15536|6.2620000000000005|-1728.98403|8.2684|8.2684
12v_a30|0.0|0|0.0|0|7.412764017000001|2|0.604983445|0.0|0.037440652|-0.006974714|5.351858133|2|-0.369659818|0.020607357|10.31162873|-0.04950715|1|0.001805829|-0.173424818|-0.0857954809999999|1|0.8149999040000001|0.83236194|-0.029852321|-0.080971844|0.889479916|0|0.8501212029999999|-0.0971402169999999|0.404950755|0.015823709|-52.18846092|-65.72041011|10.70556236|82.09302037|0.1498787969999999|-0.037666615|-44.46327619|-35.30820865|75.73440678|62.89402328|3001.758432|-1248.687792|-17.2408622|0.193930933|8.114588039|0.917675298|31.6144427|0.014801518|-414.1432908000001|1549.107692|685.6665849999999|10.01399667|1.0|1.0|0.0|1.0|4.62|0.0|17.0|3.92|81.65|3.79|2.0|0.0|0.0|1.0|-6.58|4.0|-5.52|0.0|1.0|3.59|-6.04|9.14e-07|5.12|0.0|7.39e-06|-0.0563|3.5507|5.08|-2494.963646|715.58|349.18|0.1601|349.18|573.82|0.68405|0.68405|-2494.739831|-0.1505099999999999|2.9171|-2494.802821|7.6596|7.6596
12y_a30|0.0|0|0.0|0|7.412764017000001|2|0.604984019|0.0|0.048343649|-0.005996863|5.351858133|2|-0.353814891|0.061944378|10.31162818|-0.058184644|1|0.006346396|-0.153680104|-0.0922059569999999|1|0.842068099|0.768409873|-0.05346283|-0.095969764|0.8146529229999999|0|0.8489185109999999|-0.091248521|0.374181804|0.0149823289999999|-47.598277|-61.25585229|10.05775555|85.17057711|0.151081489|-0.034840345|-41.1215369|-31.95309886|69.55490151|57.65603256|2847.362782|-1286.372898|-15.70095045|0.179891855|8.067590558|0.804154433|28.51891948|0.012362508|-429.782246|1568.540572|754.3941655|8.299049218|1.0|1.0|0.0|1.0|4.86|0.0|17.0|3.23|81.65|3.25|2.0|0.0|0.0|1.0|-6.04|4.0|-5.64|0.0|0.0|3.19|-5.46|3.48e-06|4.6|0.0|1.76e-05|-0.05065|5.1973|4.45|-1654.41361|728.75|357.11|0.2173|238.56|585.59|0.30617|0.6864399999999999|-1654.125015|-0.1475|4.7043|-1654.190369|7.6576|7.6576
12g_a36|0.0|0|0.0|0|7.412764017000001|2|1.2678464|0.0|-0.063344124|-0.006495469|5.351858133|2|-0.409214521|0.078155467|10.95259306|-0.0521750109999999|1|0.005035022|0.130052038|-0.163978382|1|0.901715152|0.8026482070000001|-0.19532883|-0.088251318|0.847239339|0|0.854238488|-0.097067302|0.374686587|0.017738779|-47.63457647|-66.72829531|12.19441007|24.29006276|0.1457615119999999|-0.034549379|-45.87193951|-32.74608471|77.14470618|59.82898654|2829.45056|-1401.294202|-16.3273005|0.2202546819999999|7.285010602000001|0.898522257|30.45962398|0.015152386|-384.6182564|1797.1178149999998|799.5563855|10.41641087|1.0|1.0|1.0|2.0|5.06|0.0|17.0|3.01|69.2|2.66|2.0|0.0|0.0|1.0|-4.95|4.0|-6.19|0.0|1.0|2.66|-4.86|1.39e-05|3.8|0.0|1.7800000000000002e-05|-0.0505199999999999|5.2092|4.21|-1350.887005|724.32|333.83|0.4393|238.01|657.02|0.38165|0.70097|-1350.571683|-0.15236|5.912000000000001|-1350.633209|7.8539|7.8539
19f_a38|0.0|0|0.0|0|7.412764017000001|2|1.297044434|0.0|-0.036714749|-0.007831113|5.351858133|2|-0.4228801179999999|0.035480177|10.96083376|-0.054832432|1|-0.000673716|-0.017421394|-0.217394466|1|0.724208473|0.819222745|-0.075025988|-0.094149094|0.8741648479999999|0|0.750875987|-0.111307609|0.488059925|0.02107583|-54.50401599|-71.10679028|13.4639011|125.7493111|0.249124013|-0.037844587|-45.42524686|-34.81887413|84.35196967|67.96791709|2776.145209|-1208.815435|-15.44458393|0.265562447|6.164440995|0.8313685409999999|32.91812709|0.020733452|-299.5321167|1645.906354|595.8790650000001|13.24517938|1.0|1.0|1.0|3.0|4.82|2.48|17.0|2.55|81.23|2.4|1.0|0.0|0.0|1.0|-4.14|4.0|-6.77|0.0|1.0|2.67|-4.17|6.77e-05|2.78|0.0|5.610000000000001e-05|-0.05735|5.3197|3.41|-1332.190216|653.22|360.19|0.3205|233.07|495.68|0.38086|0.7056100000000001|-1331.945195|-0.14369|5.3152|-1332.004601|7.1397|7.1397
22_a20|0.0|0|0.0|1|6.842683282|0|1.4170330269999998|1.915285809|-0.238401323|-0.00147607|4.727387819|2|-0.079707783|-0.066832578|10.93106272|-0.038668966|1|0.008780074|0.155407313|-0.060582944|2|0.616352201|0.7478675859999999|-0.044184455|-0.067650395|0.809440795|1|0.946515026|-0.067797027|0.425968568|0.0122876139999999|-39.00017609|-44.14650378|8.001165067999999|9.022387025|0.053484974|-0.027118811|-28.7463017|-25.39523478|52.90592556|47.00134116|2738.108259|-882.9300756000001|-11.49852068|0.22936173|7.408914181|0.913422548|22.91425458|0.01345209|-352.4559681|1145.712729|664.4562602999999|8.759421782|1.0|1.0|1.0|0.0|3.36|3.41|27.0|5.39|67.39|2.61|2.0|0.0|0.0|1.0|-5.6|4.0|-5.58|0.0|1.0|4.24|-5.53|2.98e-06|4.47|0.0|8.199999999999999e-08|-0.0568|5.5591|4.07|-1275.84854|694.15|312.05|0.2636|223.03|563.43|0.38233|0.66063|-1275.598059|-0.16176|4.8308|-1275.657902|6.6364|6.6364
3a_a49|0.0|0|0.0|1|7.535296702|1|1.343850114|2.09865947|-0.05210989|-0.006374689|5.4161004020000005|2|-0.337858497|-0.060613765|10.92976559|0.00497674|1|0.000521532|-0.074886415|0.003978478|2|0.775818577|0.8145214209999999|0.012813604|0.008391259|0.8704151529999999|1|0.72890527|-0.088484274|0.526915193|0.016205613|-55.30832478|-51.82200998|9.491036042|107.4001347|0.27109473|-0.030698626|-30.35026007|-32.39206742|64.2037853|64.79936082|2599.121578|-880.9741697000001|-10.52968207|0.310225187|6.566343333|0.903506738|26.06512204|0.021141449|-222.2883651|1277.19098|578.2841135|12.38177532|0.0|0.0|1.0|2.0|3.25|2.11|21.0|2.81|98.72|1.04|1.0|0.0|0.0|1.0|-3.06|5.0|-7.67|0.0|1.0|2.02|-3.3|0.000503|1.38|0.0|2.51e-05|-0.05732|5.1647|3.16|-1254.012043|635.89|320.04|0.3467|240.06|449.68|0.53794|0.66614|-1253.756918|-0.15978|3801.0|-1253.8126619999998|7.1938|7.1938
25c_a34|0.0|0|0.0|1|7.412764017000001|2|1.377881974|1.958290974|0.024837617|-0.014384932|5.351858133|2|-0.834326082|-0.056443595|10.95957635|-0.041629027|1|0.001433865|-0.250299211|-0.563411433|1|0.809687672|0.80135608|0.118901861|-0.072907053|0.844690266|0|0.683231623|-0.113392997|0.478421157|0.043815478|-59.0359041|-75.6298008|29.22363765|183.6812574|0.316768377|-0.031498055|-50.44285726|-39.37521522|100.6665476|88.25954175|2884.104654|-1134.447012|-14.01190479|0.4625715629999999|7.484891117|0.77182656|39.09037289|0.037538004|-49.9273377|2110.880136|648.0187526000001|25.03674677|0.0|1.0|1.0|1.0|3.64|3.17|17.0|1.98|90.74|1.0|1.0|0.0|0.0|2.0|-2.81|6.0|-7.95|0.0|0.0|1.93|-3.28|0.000523|1.3|0.0|0.0008289999999999|-0.03272|4.2095|4.32|-1426.704645|704.43|294.54|0.2239999999999999|294.54|561.29|0.69247|0.69247|-1426.421463|-0.17424|7.12|-1426.48597|5.7496|5.7496
7_a1|0.0|0|0.0|1|7.860570786|2|1.348826331|2.307091837|-0.055291895|-0.010040172|5.777652323|1|-0.421687222|-0.07233584|10.9513015|-0.024096172|1|0.004950534|-0.077833285|-0.391298966|1|0.7795049279999999|0.801577133|-0.048198584|-0.042175602|0.862051935|0|0.710959153|-0.098295453|0.289201649|0.035937867|-40.16416679|-47.35863598|17.31482297|111.9204437|0.289040847|-0.031040669|-22.81733634|-19.35104936|61.72628137|57.47898976|2150.215999|-568.3036318|-7.205474633|0.396617144|5.07667644|0.827584457|24.78585294|0.029820838|-99.61948195|941.8624118|351.4191817|14.36764539|0.0|0.0|1.0|0.0|3.09|2.83|17.0|3.29|49.17|1.6|0.0|0.0|0.0|2.0|-3.16|4.0|-6.4|0.0|1.0|2.72|-3.71|0.000195|2.48|0.0|0.000698|-0.02433|4.0504|2.76|-1009.509475|515.2|306.1|0.2961|306.1|365.53|0.69902|0.69902|-1009.350293|-0.16734|4575.0|-1009.398029|6.3372|6.3372
A8301_a51|0.0|0|0.0|1|6.86171134|0|1.197963627|1.700610355|0.0245770529999999|-0.00449765|4.727387819|2|-0.242873103|-0.012770742|10.31321735|-0.1227504419999999|1|0.007083041|0.135886548|-0.0618359079999999|2|0.7595189840000001|0.6959300979999999|-0.013846396|-0.21474885|0.750630149|1|0.934739895|-0.0780376929999999|0.339244706|0.008152073|-35.90764428|-50.67621589|5.293803823|36.55933899|0.065260105|-0.032775831|-32.90818536|-23.3177516|56.90163721|41.20144811|2799.106729|-1064.200534|-13.82143785|0.145040365|6.890532887999999|0.922911768|24.89475504|0.009586697|-461.0082758|1244.737752|690.8826121000001|6.225421319|1.0|1.0|1.0|1.0|3.49|3.5|27.0|5.52|87.72|3.35|2.0|1.0|0.0|1.0|-6.6|3.0|-5.31|0.0|1.0|4.58|-5.93|1.17e-06|5.02|0.0|1.74e-07||||||||||||||||7.9208|7.9208
21_a10|0.0|0|0.0|1|7.535296702|1|1.343837211|2.093218896|0.036507898|-0.009308076|5.4161004020000005|2|-0.549176498|-0.023060773|10.92966143|-0.003554514|1|0.002099681|-0.051564917|-0.03765494|2|0.7135035209999999|0.7620337359999999|0.057775125|-0.005970601|0.81962595|1|0.7747854129999999|-0.084654798|0.8663152820000001|0.018892889|-64.32920271|-59.80834512|13.34776629|240.7558768|0.225214587|-0.03292131|-42.25440548|-45.44837698|75.80259699|77.676969|3104.255496|-1255.975247|-16.4322688|0.295893365|8.388036625|0.643072426|33.03306591|0.022638817|-288.401376|1783.785559|746.5727327999999|15.99425187|1.0|1.0|0.0|1.0|3.5|3.17|27.0|5.6|90.13|2.81|2.0|0.0|0.0|1.0|-5.77|6.0|-6.07|0.0|0.0|4.04|-5.51|3.12e-06|4.17|0.0|8.68e-07|-0.06082|5.9596|5.57|-1485.499561|716.1|321.21|0.2574|208.04|517.44|0.4226399999999999|0.68165|-1485.216871|-0.16178|1.5138|-1485.278495|5.3188|5.3188
7l_a46|0.0|0|0.256706467|1|7.727094485|1|1.160371354|2.1525548|-0.2644255789999999|-0.00090473|5.533389489|2|-0.038903382|-0.074511843|10.9642261|0.050638298|1|0.0125870169999999|-0.331246137|-0.143129469|2|0.659888413|0.7746144629999999|-0.1237456669999999|0.076724694|0.825629852|0|0.907148114|-0.06289606|0.253138137|0.011594057|-27.30136533|-30.34397256|5.5935102720000005|8.13531199|0.092851886|-0.022013621|-14.63933792|-13.17144326|38.22273917|32.8948756|1920.310099|-424.8156159|-5.1237682730000005|0.32532919|5.273701985|0.863142947|15.74158869|0.016330867|-168.5385796|629.6635476|375.721552|7.878766604|1.0|0.0|1.0|0.0|3.04|2.64|17.0|3.59|43.6|1.89|0.0|0.0|0.0|1.0|-3.18|3.0|-6.22|0.0|1.0|2.86|-3.72|0.0001889999999999|2.61|0.0|0.000151|-0.03324|4.5464|2.42|-915.6081232|517.29|272.71|0.2024|272.71|414.82|0.68834|0.68834|-915.446686|-0.18993|3.3119|-915.493986|5.7122|5.7122
9a_a36|0.0|0|0.0|0|7.412764017000001|2|1.297044807|0.0|-0.109305298|-0.007853595|5.351858133|2|-0.41624054|-0.078488872|10.96066876|-0.06502499|1|0.00484375|0.160672128|-0.202876718|1|0.839235677|0.7885597609999999|-0.019008343|-0.1177413269999999|0.842671963|0|0.826559623|-0.10869601|0.204819754|0.0236784079999999|-45.04449811|-66.44342306|14.47407729|49.52042402|0.1734403769999999|-0.039929147|-40.61536816|-27.53468726|78.37175688|59.5185754|2682.572663|-1195.981615|-14.91993116|0.236165413|7.546661564|0.828482664|31.95428497|0.019513779|-322.5522826|1565.759963|578.2841135|11.92833382|1.0|0.0|0.0|1.0|4.69|0.0|17.0|2.04|66.4|2.02|1.0|0.0|0.0|1.0|-3.71|5.0|-6.74|0.0|0.0|1.95|-3.99|0.000102|2.66|0.0|0.0002009999999999|-0.05044|3.8677|3.38|-1252.802159|648.41|320.56|0.4811|320.56|495.18|0.68682|0.68682|-1252.578886|-0.15925|5.7274|-1252.636005|7.8861|7.8861
9h_a24|0.0|0|0.0|1|7.153833802|0|1.428198245|1.726213624|-0.203768024|-0.002864393|5.209486153|2|-0.105982525|-0.209618231|10.96661419|-0.002471577|2|0.012380829|0.144624936|-0.047269812|2|0.687815726|0.78742035|0.183289617|-0.004960317|0.859720539|0|0.883775278|-0.0687348109999999|0.4016070679999999|0.018457687|-28.52000725|-32.48899638|8.724425117000001|167.2085719|0.1162247219999999|-0.026280957|-15.35662744|-13.48059881|47.51520531|37.24443236|2062.34011|-422.3569529|-5.871651668999999|0.427628742|5.805547147|0.914204295|21.70315707|0.031789952|-68.41568372|737.9073405|295.8603625|15.02620893|1.0|0.0|1.0|1.0|2.84|1.96|22.0|2.72|72.28|1.07|0.0|0.0|0.0|1.0|-2.83|4.0|-6.85|0.0|1.0|1.97|-3.24|0.000575|1.7|0.0|0.000258|-0.0435399999999999|5.1739|1.16|-945.2642633|506.68|285.43|0.3844|239.63|363.48|0.54606|0.61928|-945.153352|-0.18239|5.6654|-945.200628|7.1135|7.1135
25_a12|0.0|0|0.0|0|0.0|0|1.404967476|0.0|0.00700113|-0.004103693|0.0|2|-0.180562493|-0.025245046|10.93676625|-0.11195017|0|0.001783739|-0.141917694|-0.0861945369999999|2|0.8472746290000001|0.638255008|-0.2430098439999999|-0.208172827|0.688743998|1|0.947937175|-0.080147596|0.120087607|0.004952762|-28.517955|-41.75851719|2.580489093|37.96125329|0.052062825|-0.03323193|-21.75703145|-14.85843094|44.42528172|31.09844409|2067.69985|-709.8947922|-9.021208163|0.082701363|5.34703037|0.814415245|18.87554002|0.005118351|-434.8420476|773.8971409|430.4348528|2.666764531|1.0|0.0|1.0|1.0|2.81|3.43|22.0|5.35|37.81|3.2|1.0|0.0|0.0|1.0|-5.28|2.0|-4.82|0.0|1.0|4.29|-5.25|5.63e-06|4.76|0.0|5.12e-07|-0.05352|4.2653|4.73|-974.6569575|560.14|359.04|0.4483|290.68|442.64|0.63284|0.69029|-974.458128|-0.14303|1.2494|-974.508059|7.6576|7.6576
47u_a18|0.0|0|0.0|0|7.03438793|1|1.251177393|0.0|0.039883149|-0.010219187|4.844187086|0|-0.633589579|0.031337464|10.94702032|-0.033209663|0|0.00082284|0.0121925089999999|-0.1904128389999999|0|0.664796402|0.7517870059999999|-0.0112778039999999|-0.053126304|0.7960273840000001|0|0.741066474|-0.092271172|0.33777918|0.02068926|-62.99873374|-64.32800179|14.42377665|86.37253771|0.258933526|-0.0344062|-44.84707106|-43.92035521|79.06741651|77.42251040000001|2965.254516|-1415.216039|-16.72263667|0.278162537|9.18142206|0.937307962|33.23007431|0.021142007|-309.31352410000005|1960.574384|818.9389171|14.73941472|0.0|1.0|0.0|2.0|3.98|0.0|18.0|3.02|99.56|2.95|3.0|1.0|0.0|1.0|-5.69|4.0|-6.31|0.0|0.0|2.6|-4.98|1.04e-05|3.9|0.0|2.89e-06|-0.06392|3.1186|9.34|-1510.182477|738.53|397.57|0.5849|397.57|646.45|0.69143|0.69143|-1509.771642|-0.12717|4.4624|-1509.839543|5.7055|5.7055
40_a47|0.0|1|0.0|1|6.823286122000001|0|1.420389717|1.715145925|-0.246203395|-0.004181351|4.727387819|3|-0.179798097|-0.038143308|10.98214138|0.056362705|1|0.003634698|-0.130213023|-0.338113214|3|0.63155995|0.836942961|0.018609507|0.090270598|0.900790582|1|0.812233678|-0.083237511|0.237173658|0.02047837|-32.5926343|-44.90375373|11.04737121|54.11003524|0.1877663219999999|-0.027052191|-24.22401965|-17.58259718|60.97203959|43.64000551|2313.85811|-583.7487984|-7.872806386000001|0.426343267|7.042383142|0.843174422|25.43981292|0.029785575|-79.47051169|1017.592517|388.178924|16.06828586|0.0|1.0|1.0|1.0|3.07|2.91|21.0|4.04|68.52|1.52|0.0|0.0|0.0|1.0|-3.26|5.0|-6.78|0.0|1.0|2.72|-3.72|0.000192|2.19|0.0|2.79e-05|-0.05086|4.0176|2.06|-1123.174467|571.5|332.97|271.0|308.6|444.47|0.67615|0.68492|-1122.9968210000002|-0.15231|4.7542|-1123.049869|8.4|8.4
12ab_a30|0.0|0|0.0|0|7.412764017000001|2|0.604983638|0.0|-0.026189286|-0.008528077|5.351858133|2|-0.520212725|0.038312857|10.31162784|0.01563558|1|0.005111479|0.03046828|-0.207153446|1|0.8397577820000001|0.809127478|0.078325164|0.026596859|0.855880335|0|0.7997534890000001|-0.1008879709999999|0.4605456229999999|0.031588146|-58.23149599999999|-71.0035788|22.23130678|119.79740259999998|0.200246511|-0.031859359|-49.97135112|-40.9825333|92.49334877|80.46280277|3118.431712|-1278.064418|-15.78042667|0.3960470239999999|8.44310703|0.856003642|37.1257096|0.030534507|-146.321375|2116.165447|792.3440337000001|21.48976996|1.0|1.0|1.0|1.0|4.87|0.0|17.0|2.63|100.11|2.2|2.0|0.0|0.0|1.0|-5.61|6.0|-6.39|0.0|0.0|2.52|-5.0|9.94e-06|3.81|0.0|6.720000000000001e-05|-49.0|4.8018|3.34|-1804.824495|753.75|355.06|0.1957|258.2|613.7|0.46561|0.68324|-1804.523449|-0.14772|6.9089|-1804.589076|7.7825|7.7825
12f_a36|0.0|0|0.0|0|7.412764017000001|2|1.297042537|0.0|-0.066269699|-0.006773586|5.351858133|2|-0.40641518|0.012286423|10.95389399|-0.06756661|1|0.0045625|0.182557897|-0.169994208|1|0.902377067|0.821599443|-0.109793154|-0.1188384119999999|0.8700396090000001|0|0.8435569079999999|-0.100276611|0.3416917479999999|0.01784834|-46.86832019|-66.16123807|11.77610852|43.53853176|0.156443092|-0.035813075|-43.65234724|-30.92312428|76.51015325|58.64442871|2770.818472|-1323.224761|-15.59012402|0.219698129|7.416874811|0.8665086190000001|30.28188764|0.015685228|-369.879252|1695.785708|729.1873176|10.34891518|1.0|0.0|0.0|2.0|4.94|0.0|17.0|2.45|69.2|2.45|1.0|0.0|0.0|1.0|-4.61|4.0|-6.33|0.0|0.0|2.4|-4.57|2.6600000000000003e-05|3.47|0.0|1.7899999999999998e-05|-0.05035|5.2106|3.87|-1311.57896|699.88|339.27|0.4374|237.95|545.55|0.37095|0.70126|-1311.285102|-0.15011|5.9228|-1311.345557|7.9586|7.9586
1_a6 (SB-431542)|0.0|0|0.0|0|7.423568444|1|1.430935835|0.0|0.043282217|-0.015636898|5.351858133|1|-0.766207981|-0.029658865|10.94959842|-0.0492229479999999|1|-0.008385698|0.164429684|-0.033765606|1|0.838928085|0.7462411859999999|-0.08530265|-0.083341531|0.805877431|0|0.5940412860000001|-0.122555709|0.210050443|0.033020439|-74.98172333|-72.69619778|19.58668728|160.410387|0.405958714|-0.0462988229999999|-43.12110169|-44.47680367|87.15852628|94.56841061|2678.823231|-1235.8353619999998|-16.29019397|0.2468003389999999|7.523839331|0.895537592|36.46179023|0.02438148|-300.3801761|1640.78056|513.4628663999999|14.4623285|1.0|1.0|1.0|2.0|3.25|2.35|23.0|3.63|103.12|1.54|1.0|0.0|0.0|1.0|-4.52|5.0|-6.73|0.0|1.0|2.85|-4.25|5.660000000000001e-05|2.7|0.0|7.81e-06|-0.05971|3.8208|4.57|-1292.588032|619.92|376.28|0.5765|324.5|464.07|0.55256|0.69868|-1292.358966|-0.13329|6.0113|-1292.41452|5.8119|5.8119
14e_a25|0.0|0|0.0|1|6.842683282|0|1.4200152069999998|1.5926486519999998|0.039261746|-0.008591251|4.727387819|2|-0.524066339|0.002856489|10.93106299|0.011176663|1|-0.0005394919999999|0.010976703|0.025802692|2|0.717460414|0.776960216|-0.144369439|0.018432983|0.8322445820000001|1|0.7240504329999999|-0.1004553119999999|0.448918026|0.015024526|-73.99302943|-73.51338088|10.99497534|372.1805977|0.275949567|-0.038772226|-53.79722636|-54.14823405|84.60373462|84.98800478|3126.080106|-1617.294379|-20.76384175|0.1935531039999999|8.459867391|0.966676175|35.18345194|0.015154859|-448.516796|2005.4567600000005|811.3237836|11.09035375|1.0|1.0|1.0|2.0|3.62|2.72|27.0|4.02|115.79|1.69|1.0|0.0|0.0|1.0|-5.14|5.0|-6.96|0.0|0.0|3.02|-4.73|1.86e-05|3.04|0.0|3.38e-07|-0.0538|5.8431|6.51|-1521.012915|760.96|312.99|0.2409|212.19|596.96|0.31019|0.69958|-1520.701142|-0.15787|5.3651|-1520.767443|7.1249|7.1249
